ko:K19744	paeu:BN889_04293
ko:K01889	paeu:BN889_03029
ko:K02887	paeu:BN889_03030
ko:K02916	paeu:BN889_03031
ko:K02520	paeu:BN889_03032
ko:K01868	paeu:BN889_03033
ko:K06923	paeu:BN889_03149
ko:K00432	paeu:BN889_03153
ko:K07305	paeu:BN889_03154
ko:K14260	paeu:BN889_03155
ko:K03799	paeu:BN889_03157
ko:K00569	paeu:BN889_03159
ko:K03543	paeu:BN889_03163
ko:K05592	paeu:BN889_03168
ko:K01626	paeu:BN889_03171
ko:K09927	paeu:BN889_03172
ko:K07090	paeu:BN889_03175
ko:K02356	paeu:BN889_03179
ko:K10804	paeu:BN889_03185
ko:K02003	paeu:BN889_03187
ko:K02004	paeu:BN889_03188
ko:K16087	paeu:BN889_03189
ko:K00128	paeu:BN889_03191
ko:K05548	paeu:BN889_03192
ko:K01576	paeu:BN889_03193
ko:K03424	paeu:BN889_03307
ko:K02676	paeu:BN889_03308
ko:K02341	paeu:BN889_03309
ko:K00943	paeu:BN889_03310
ko:K07082	paeu:BN889_03311
ko:K02619	paeu:BN889_03312
ko:K09458	paeu:BN889_03314
ko:K02078	paeu:BN889_03315
ko:K00059	paeu:BN889_03316
ko:K00645	paeu:BN889_03317
ko:K03621	paeu:BN889_03318
ko:K02911	paeu:BN889_03319
ko:K07040	paeu:BN889_03320
ko:K04773	paeu:BN889_03322
ko:K01091	paeu:BN889_03323
ko:K06179	paeu:BN889_03324
ko:K08300	paeu:BN889_03325
ko:K00075	paeu:BN889_03326
ko:K01104	paeu:BN889_03327
ko:K00979	paeu:BN889_03328
ko:K09791	paeu:BN889_03329
ko:K03561	paeu:BN889_03331
ko:K02238	paeu:BN889_03332
ko:K09928	paeu:BN889_03334
ko:K09808	paeu:BN889_03335
ko:K09810	paeu:BN889_03336
ko:K01126	paeu:BN889_03341
ko:K00322	paeu:BN889_03342
ko:K05952	paeu:BN889_03343
ko:K03734	paeu:BN889_03344
ko:K00351	paeu:BN889_03345
ko:K00350	paeu:BN889_03346
ko:K00349	paeu:BN889_03347
ko:K00348	paeu:BN889_03348
ko:K00347	paeu:BN889_03349
ko:K00346	paeu:BN889_03350
ko:K02462	paeu:BN889_03459
ko:K02461	paeu:BN889_03460
ko:K02460	paeu:BN889_03461
ko:K02459	paeu:BN889_03462
ko:K02458	paeu:BN889_03463
ko:K02457	paeu:BN889_03464
ko:K02456	paeu:BN889_03465
ko:K02455	paeu:BN889_03466
ko:K02454	paeu:BN889_03467
ko:K02452	paeu:BN889_03468
ko:K02453	paeu:BN889_03469
ko:K10764	paeu:BN889_03471
ko:K00764	paeu:BN889_03472
ko:K03558	paeu:BN889_03473
ko:K03749	paeu:BN889_03474
ko:K11754	paeu:BN889_03475
ko:K01963	paeu:BN889_03476
ko:K01817	paeu:BN889_03477
ko:K01817	paeu:BN889_03478
ko:K06173	paeu:BN889_03479
ko:K08086	paeu:BN889_03480
ko:K00133	paeu:BN889_03482
ko:K00052	paeu:BN889_03483
ko:K01704	paeu:BN889_03485
ko:K01703	paeu:BN889_03487
ko:K04080	paeu:BN889_03492
ko:K05541	paeu:BN889_03495
ko:K07107	paeu:BN889_03496
ko:K01625	paeu:BN889_03497
ko:K01885	paeu:BN889_03504
ko:K05789	paeu:BN889_03509
ko:K06940	paeu:BN889_03560
ko:K03498	paeu:BN889_03561
ko:K02066	paeu:BN889_03562
ko:K02065	paeu:BN889_03563
ko:K02067	paeu:BN889_03564
ko:K06878	paeu:BN889_03572
ko:K01118	paeu:BN889_03575
ko:K03767	paeu:BN889_03579
ko:K09919	paeu:BN889_03582
ko:K02342	paeu:BN889_03584
ko:K07182	paeu:BN889_03585
ko:K14393	paeu:BN889_03586
ko:K02002	paeu:BN889_03588
ko:K04754	paeu:BN889_03591
ko:K06911	paeu:BN889_03592
ko:K07001	paeu:BN889_03593
ko:K02517	paeu:BN889_03595
ko:K00950	paeu:BN889_00675
ko:K03610	paeu:BN889_03596
ko:K03609	paeu:BN889_03597
ko:K03608	paeu:BN889_03599
ko:K06177	paeu:BN889_03600
ko:K01267	paeu:BN889_03601
ko:K03817	paeu:BN889_03602
ko:K02055	paeu:BN889_03604
ko:K02054	paeu:BN889_03606
ko:K02053	paeu:BN889_03607
ko:K02052	paeu:BN889_03608
ko:K03797	paeu:BN889_03611
ko:K00575	paeu:BN889_03718
ko:K03415	paeu:BN889_03719
ko:K02386	paeu:BN889_03720
ko:K02398	paeu:BN889_03721
ko:K02399	paeu:BN889_03722
ko:K01915	paeu:BN889_03727
ko:K01753	paeu:BN889_03728
ko:K01999	paeu:BN889_03737
ko:K01426	paeu:BN889_03740
ko:K06167	paeu:BN889_03746
ko:K05774	paeu:BN889_03747
ko:K06162	paeu:BN889_03748
ko:K05780	paeu:BN889_03749
ko:K05781	paeu:BN889_03750
ko:K06163	paeu:BN889_03751
ko:K06164	paeu:BN889_03753
ko:K06165	paeu:BN889_03755
ko:K06166	paeu:BN889_03756
ko:K02043	paeu:BN889_03757
ko:K02042	paeu:BN889_03758
ko:K02044	paeu:BN889_03759
ko:K02041	paeu:BN889_03760
ko:K07264	paeu:BN889_03927
ko:K12962	paeu:BN889_03928
ko:K12963	paeu:BN889_03929
ko:K00012	paeu:BN889_03930
ko:K02769	paeu:BN889_03932
ko:K02770	paeu:BN889_03932
ko:K00882	paeu:BN889_03933
ko:K02768	paeu:BN889_03936
ko:K08483	paeu:BN889_03936
ko:K11183	paeu:BN889_03936
ko:K03435	paeu:BN889_03938
ko:K03424	paeu:BN889_03940
ko:K01908	paeu:BN889_03946
ko:K00140	paeu:BN889_03950
ko:K07552	paeu:BN889_03952
ko:K07213	paeu:BN889_03954
ko:K00864	paeu:BN889_03959
ko:K02440	paeu:BN889_03961
ko:K00864	paeu:BN889_03962
ko:K02444	paeu:BN889_03964
ko:K00111	paeu:BN889_03967
ko:K02442	paeu:BN889_03968
ko:K03576	paeu:BN889_03971
ko:K00626	paeu:BN889_03973
ko:K00074	paeu:BN889_03974
ko:K04763	paeu:BN889_04134
ko:K03735	paeu:BN889_04470
ko:K03736	paeu:BN889_04471
ko:K02030	paeu:BN889_04473
ko:K03975	paeu:BN889_04476
ko:K09933	paeu:BN889_04477
ko:K01507	paeu:BN889_04478
ko:K06188	paeu:BN889_04481
ko:K01990	paeu:BN889_04484
ko:K01992	paeu:BN889_04486
ko:K03602	paeu:BN889_04491
ko:K13789	paeu:BN889_04492
ko:K01662	paeu:BN889_04493
ko:K01497	paeu:BN889_04496
ko:K06985	paeu:BN889_04497
ko:K01095	paeu:BN889_04499
ko:K00946	paeu:BN889_04500
ko:K03625	paeu:BN889_04501
ko:K00794	paeu:BN889_04502
ko:K14652	paeu:BN889_04503
ko:K00793	paeu:BN889_04504
ko:K11752	paeu:BN889_04505
ko:K07738	paeu:BN889_04506
ko:K05838	paeu:BN889_04509
ko:K02003	paeu:BN889_04512
ko:K02004	paeu:BN889_04513
ko:K09950	paeu:BN889_04514
ko:K07275	paeu:BN889_04515
ko:K01784	paeu:BN889_04516
ko:K00067	paeu:BN889_04517
ko:K07729	paeu:BN889_04527
ko:K07687	paeu:BN889_04529
ko:K07347	paeu:BN889_04534
ko:K07345	paeu:BN889_04536
ko:K01845	paeu:BN889_04538
ko:K00059	paeu:BN889_04539
ko:K09956	paeu:BN889_04540
ko:K00483	paeu:BN889_04541
ko:K00484	paeu:BN889_04542
ko:K07267	paeu:BN889_04550
ko:K15977	paeu:BN889_04556
ko:K09929	paeu:BN889_04557
ko:K09930	paeu:BN889_04558
ko:K08159	paeu:BN889_04567
ko:K00657	paeu:BN889_04568
ko:K06966	paeu:BN889_04569
ko:K07236	paeu:BN889_02873
ko:K07237	paeu:BN889_02874
ko:K11179	paeu:BN889_02875
ko:K07393	paeu:BN889_02877
ko:K02302	paeu:BN889_02878
ko:K01875	paeu:BN889_02879
ko:K07478	paeu:BN889_02880
ko:K03634	paeu:BN889_02881
ko:K03466	paeu:BN889_02883
ko:K00384	paeu:BN889_02884
ko:K00684	paeu:BN889_02885
ko:K02518	paeu:BN889_02887
ko:K03694	paeu:BN889_02888
ko:K06891	paeu:BN889_02889
ko:K03704	paeu:BN889_02890
ko:K00031	paeu:BN889_02891
ko:K00031	paeu:BN889_02892
ko:K00566	paeu:BN889_02894
ko:K07153	paeu:BN889_02895
ko:K01756	paeu:BN889_02897
ko:K01637	paeu:BN889_02902
ko:K07093	paeu:BN889_02903
ko:K00330	paeu:BN889_02905
ko:K00331	paeu:BN889_02906
ko:K13378	paeu:BN889_02907
ko:K00334	paeu:BN889_02908
ko:K00337	paeu:BN889_02912
ko:K00338	paeu:BN889_02913
ko:K00339	paeu:BN889_02914
ko:K00340	paeu:BN889_02915
ko:K00341	paeu:BN889_02916
ko:K00342	paeu:BN889_02917
ko:K00343	paeu:BN889_02918
ko:K14415	paeu:BN889_02921
ko:K03406	paeu:BN889_02923
ko:K07084	paeu:BN889_02924
ko:K01265	paeu:BN889_03040
ko:K01150	paeu:BN889_03042
ko:K07058	paeu:BN889_03046
ko:K08276	paeu:BN889_03053
ko:K06995	paeu:BN889_03060
ko:K07223	paeu:BN889_03065
ko:K03574	paeu:BN889_03070
ko:K09471	paeu:BN889_03081
ko:K11475	paeu:BN889_03198
ko:K01996	paeu:BN889_03201
ko:K01995	paeu:BN889_03202
ko:K01998	paeu:BN889_03203
ko:K01997	paeu:BN889_03204
ko:K03924	paeu:BN889_03213
ko:K01591	paeu:BN889_03214
ko:K07052	paeu:BN889_03222
ko:K13774	paeu:BN889_03225
ko:K13778	paeu:BN889_03226
ko:K11731	paeu:BN889_03227
ko:K13779	paeu:BN889_03228
ko:K13777	paeu:BN889_03229
ko:K13776	paeu:BN889_03231
ko:K03088	paeu:BN889_03235
ko:K02030	paeu:BN889_03242
ko:K13541	paeu:BN889_03244
ko:K03394	paeu:BN889_03245
ko:K06042	paeu:BN889_03246
ko:K02229	paeu:BN889_03247
ko:K00595	paeu:BN889_03248
ko:K00134	paeu:BN889_03353
ko:K03723	paeu:BN889_03354
ko:K01207	paeu:BN889_03357
ko:K01356	paeu:BN889_03359
ko:K03168	paeu:BN889_03363
ko:K01825	paeu:BN889_03366
ko:K06149	paeu:BN889_03370
ko:K15738	paeu:BN889_03372
ko:K07140	paeu:BN889_03374
ko:K00111	paeu:BN889_03377
ko:K00803	paeu:BN889_03379
ko:K03638	paeu:BN889_03382
ko:K03752	paeu:BN889_03383
ko:K00799	paeu:BN889_03389
ko:K07006	paeu:BN889_03390
ko:K03320	paeu:BN889_03393
ko:K01129	paeu:BN889_03398
ko:K07690	paeu:BN889_03400
ko:K09923	paeu:BN889_03401
ko:K07259	paeu:BN889_03402
ko:K12297	paeu:BN889_03403
ko:K03812	paeu:BN889_03404
ko:K05788	paeu:BN889_03510
ko:K02945	paeu:BN889_03512
ko:K00945	paeu:BN889_03513
ko:K00800	paeu:BN889_03514
ko:K00817	paeu:BN889_03515
ko:K14170	paeu:BN889_03516
ko:K00831	paeu:BN889_03517
ko:K02469	paeu:BN889_03518
ko:K08963	paeu:BN889_03519
ko:K00568	paeu:BN889_03521
ko:K01479	paeu:BN889_03525
ko:K03312	paeu:BN889_03526
ko:K01625	paeu:BN889_03530
ko:K01057	paeu:BN889_03531
ko:K00036	paeu:BN889_03532
ko:K10112	paeu:BN889_03537
ko:K17317	paeu:BN889_03538
ko:K17316	paeu:BN889_03539
ko:K17315	paeu:BN889_03540
ko:K00845	paeu:BN889_03543
ko:K01690	paeu:BN889_03544
ko:K00134	paeu:BN889_03545
ko:K06024	paeu:BN889_03548
ko:K02508	paeu:BN889_04574
ko:K05921	paeu:BN889_04575
ko:K05921	paeu:BN889_04576
ko:K00151	paeu:BN889_04577
ko:K03324	paeu:BN889_05369
ko:K01531	paeu:BN889_05372
ko:K00675	paeu:BN889_05374
ko:K08983	paeu:BN889_05376
ko:K00382	paeu:BN889_05377
ko:K07124	paeu:BN889_05380
ko:K11068	paeu:BN889_05381
ko:K02014	paeu:BN889_05386
ko:K01585	paeu:BN889_05388
ko:K03113	paeu:BN889_05389
ko:K04084	paeu:BN889_05395
ko:K03786	paeu:BN889_05396
ko:K02160	paeu:BN889_05397
ko:K01961	paeu:BN889_05398
ko:K02687	paeu:BN889_05400
ko:K05540	paeu:BN889_05402
ko:K03557	paeu:BN889_05403
ko:K00602	paeu:BN889_05404
ko:K01945	paeu:BN889_05405
ko:K05595	paeu:BN889_05407
ko:K11959	paeu:BN889_05408
ko:K11960	paeu:BN889_05409
ko:K11961	paeu:BN889_05411
ko:K11962	paeu:BN889_05412
ko:K11963	paeu:BN889_05413
ko:K03190	paeu:BN889_05415
ko:K01430	paeu:BN889_05416
ko:K03823	paeu:BN889_05417
ko:K01429	paeu:BN889_05418
ko:K01428	paeu:BN889_05419
ko:K01586	paeu:BN889_06212
ko:K01778	paeu:BN889_06213
ko:K09921	paeu:BN889_06214
ko:K03320	paeu:BN889_06223
ko:K04752	paeu:BN889_06224
ko:K09806	paeu:BN889_06225
ko:K07391	paeu:BN889_06226
ko:K03427	paeu:BN889_06240
ko:K01153	paeu:BN889_06242
ko:K06183	paeu:BN889_06261
ko:K02067	paeu:BN889_07114
ko:K02065	paeu:BN889_07115
ko:K02066	paeu:BN889_07116
ko:K01647	paeu:BN889_07140
ko:K00241	paeu:BN889_07141
ko:K00242	paeu:BN889_07142
ko:K00239	paeu:BN889_07143
ko:K00240	paeu:BN889_07144
ko:K05896	paeu:BN889_03549
ko:K07053	paeu:BN889_03551
ko:K06190	paeu:BN889_03552
ko:K09780	paeu:BN889_03553
ko:K03773	paeu:BN889_03618
ko:K03453	paeu:BN889_03621
ko:K03704	paeu:BN889_03623
ko:K16091	paeu:BN889_03626
ko:K03724	paeu:BN889_03632
ko:K09771	paeu:BN889_03635
ko:K07221	paeu:BN889_03639
ko:K07221	paeu:BN889_03640
ko:K09929	paeu:BN889_03642
ko:K09930	paeu:BN889_03643
ko:K03088	paeu:BN889_03646
ko:K16872	paeu:BN889_03647
ko:K02503	paeu:BN889_03656
ko:K01077	paeu:BN889_03657
ko:K03578	paeu:BN889_03658
ko:K01897	paeu:BN889_03660
ko:K01897	paeu:BN889_03661
ko:K00376	paeu:BN889_03770
ko:K07218	paeu:BN889_03771
ko:K00528	paeu:BN889_03775
ko:K01992	paeu:BN889_03779
ko:K16152	paeu:BN889_03786
ko:K03088	paeu:BN889_03788
ko:K09918	paeu:BN889_03791
ko:K00627	paeu:BN889_03794
ko:K00162	paeu:BN889_03795
ko:K00263	paeu:BN889_03797
ko:K06995	paeu:BN889_03806
ko:K01692	paeu:BN889_03807
ko:K06518	paeu:BN889_03813
ko:K06205	paeu:BN889_03815
ko:K09932	paeu:BN889_03816
ko:K13938	paeu:BN889_03817
ko:K01495	paeu:BN889_03818
ko:K07589	paeu:BN889_03819
ko:K09948	paeu:BN889_03820
ko:K10778	paeu:BN889_03981
ko:K02919	paeu:BN889_03985
ko:K02909	paeu:BN889_03986
ko:K00901	paeu:BN889_03988
ko:K05812	paeu:BN889_03992
ko:K11072	paeu:BN889_03993
ko:K11071	paeu:BN889_03995
ko:K11070	paeu:BN889_03996
ko:K11069	paeu:BN889_03997
ko:K09954	paeu:BN889_03999
ko:K07576	paeu:BN889_04002
ko:K06966	paeu:BN889_04003
ko:K03565	paeu:BN889_04004
ko:K03743	paeu:BN889_04006
ko:K03555	paeu:BN889_04008
ko:K05524	paeu:BN889_04009
ko:K03087	paeu:BN889_04010
ko:K06194	paeu:BN889_04011
ko:K00573	paeu:BN889_04012
ko:K03787	paeu:BN889_04013
ko:K06176	paeu:BN889_04014
ko:K01770	paeu:BN889_04015
ko:K01070	paeu:BN889_04016
ko:K07112	paeu:BN889_04020
ko:K00991	paeu:BN889_04022
ko:K05589	paeu:BN889_04023
ko:K01689	paeu:BN889_04024
ko:K01627	paeu:BN889_04025
ko:K01937	paeu:BN889_04026
ko:K04075	paeu:BN889_04028
ko:K01962	paeu:BN889_04029
ko:K02884	paeu:BN889_04138
ko:K00554	paeu:BN889_04139
ko:K02860	paeu:BN889_04140
ko:K02959	paeu:BN889_04141
ko:K03106	paeu:BN889_04142
ko:K08289	paeu:BN889_04148
ko:K06938	paeu:BN889_04149
ko:K03710	paeu:BN889_04154
ko:K01443	paeu:BN889_04155
ko:K00820	paeu:BN889_04156
ko:K11189	paeu:BN889_04158
ko:K01952	paeu:BN889_04162
ko:K07733	paeu:BN889_04186
ko:K01951	paeu:BN889_04190
ko:K00088	paeu:BN889_04191
ko:K07090	paeu:BN889_04196
ko:K03601	paeu:BN889_04198
ko:K08641	paeu:BN889_04203
ko:K02014	paeu:BN889_04212
ko:K01649	paeu:BN889_04214
ko:K14287	paeu:BN889_04223
ko:K03977	paeu:BN889_04224
ko:K17713	paeu:BN889_04226
ko:K15539	paeu:BN889_04231
ko:K02656	paeu:BN889_04232
ko:K06941	paeu:BN889_04233
ko:K00940	paeu:BN889_04234
ko:K04755	paeu:BN889_04236
ko:K04044	paeu:BN889_04237
ko:K04082	paeu:BN889_04238
ko:K13628	paeu:BN889_04239
ko:K04488	paeu:BN889_04240
ko:K04487	paeu:BN889_04241
ko:K13643	paeu:BN889_04242
ko:K00640	paeu:BN889_04243
ko:K15396	paeu:BN889_04244
ko:K01092	paeu:BN889_04245
ko:K03074	paeu:BN889_04247
ko:K03072	paeu:BN889_04248
ko:K03210	paeu:BN889_04250
ko:K00773	paeu:BN889_04251
ko:K07568	paeu:BN889_04252
ko:K11720	paeu:BN889_04257
ko:K07091	paeu:BN889_04258
ko:K06889	paeu:BN889_04259
ko:K01255	paeu:BN889_04261
ko:K02339	paeu:BN889_04262
ko:K01873	paeu:BN889_04264
ko:K01989	paeu:BN889_04267
ko:K05832	paeu:BN889_04268
ko:K05833	paeu:BN889_04269
ko:K06970	paeu:BN889_04271
ko:K03566	paeu:BN889_04276
ko:K06899	paeu:BN889_04280
ko:K07461	paeu:BN889_04285
ko:K01004	paeu:BN889_04288
ko:K09969	paeu:BN889_04289
ko:K06999	paeu:BN889_04290
ko:K00666	paeu:BN889_04291
ko:K03732	paeu:BN889_04292
ko:K10022	paeu:BN889_04296
ko:K03639	paeu:BN889_04297
ko:K03769	paeu:BN889_04298
ko:K00374	paeu:BN889_04299
ko:K00373	paeu:BN889_04300
ko:K00371	paeu:BN889_04302
ko:K00370	paeu:BN889_04303
ko:K02575	paeu:BN889_04304
ko:K02575	paeu:BN889_04305
ko:K07673	paeu:BN889_04307
ko:K07684	paeu:BN889_04308
ko:K03316	paeu:BN889_04318
ko:K05846	paeu:BN889_04319
ko:K05845	paeu:BN889_04320
ko:K05846	paeu:BN889_04321
ko:K05847	paeu:BN889_04322
ko:K00090	paeu:BN889_04328
ko:K07506	paeu:BN889_04330
ko:K03088	paeu:BN889_04331
ko:K16091	paeu:BN889_04333
ko:K02837	paeu:BN889_04335
ko:K07004	paeu:BN889_04342
ko:K01113	paeu:BN889_04343
ko:K08303	paeu:BN889_04346
ko:K03750	paeu:BN889_04347
ko:K03638	paeu:BN889_04348
ko:K03635	paeu:BN889_04349
ko:K03636	paeu:BN889_04350
ko:K03637	paeu:BN889_04351
ko:K07175	paeu:BN889_04352
ko:K17686	paeu:BN889_04353
ko:K03556	paeu:BN889_04354
ko:K00666	paeu:BN889_04357
ko:K00626	paeu:BN889_04359
ko:K00426	paeu:BN889_04363
ko:K00425	paeu:BN889_04364
ko:K02073	paeu:BN889_04365
ko:K02168	paeu:BN889_04367
ko:K03119	paeu:BN889_04369
ko:K15552	paeu:BN889_04370
ko:K10831	paeu:BN889_04371
ko:K15551	paeu:BN889_04372
ko:K03530	paeu:BN889_04374
ko:K10805	paeu:BN889_04376
ko:K07679	paeu:BN889_04380
ko:K07690	paeu:BN889_04382
ko:K07007	paeu:BN889_04383
ko:K09945	paeu:BN889_04386
ko:K17228	paeu:BN889_04388
ko:K00969	paeu:BN889_04451
ko:K00147	paeu:BN889_04452
ko:K03652	paeu:BN889_04455
ko:K07157	paeu:BN889_04457
ko:K03186	paeu:BN889_04463
ko:K02558	paeu:BN889_04464
ko:K03580	paeu:BN889_03673
ko:K03760	paeu:BN889_03678
ko:K02044	paeu:BN889_03681
ko:K02041	paeu:BN889_03682
ko:K02042	paeu:BN889_03683
ko:K02042	paeu:BN889_03684
ko:K01114	paeu:BN889_03687
ko:K09936	paeu:BN889_03688
ko:K07044	paeu:BN889_03694
ko:K01358	paeu:BN889_03695
ko:K00648	paeu:BN889_03702
ko:K02078	paeu:BN889_03703
ko:K03274	paeu:BN889_03706
ko:K07401	paeu:BN889_03708
ko:K06075	paeu:BN889_03711
ko:K03654	paeu:BN889_03714
ko:K15555	paeu:BN889_03823
ko:K15554	paeu:BN889_03824
ko:K04091	paeu:BN889_03825
ko:K15553	paeu:BN889_03826
ko:K00299	paeu:BN889_03827
ko:K15555	paeu:BN889_03828
ko:K15554	paeu:BN889_03829
ko:K15553	paeu:BN889_03830
ko:K00116	paeu:BN889_03833
ko:K09915	paeu:BN889_03834
ko:K15461	paeu:BN889_03838
ko:K15461	paeu:BN889_03839
ko:K01985	paeu:BN889_00760
ko:K01985	paeu:BN889_06363
ko:K01953	paeu:BN889_03844
ko:K09898	paeu:BN889_03848
ko:K00027	paeu:BN889_03855
ko:K05786	paeu:BN889_03858
ko:K01713	paeu:BN889_03860
ko:K18100	paeu:BN889_03865
ko:K01494	paeu:BN889_03866
ko:K03593	paeu:BN889_03867
ko:K01874	paeu:BN889_03868
ko:K03617	paeu:BN889_03873
ko:K03616	paeu:BN889_03874
ko:K02337	paeu:BN889_04031
ko:K03310	paeu:BN889_04032
ko:K03470	paeu:BN889_04033
ko:K00748	paeu:BN889_04034
ko:K00677	paeu:BN889_04035
ko:K02372	paeu:BN889_04036
ko:K02536	paeu:BN889_04037
ko:K06142	paeu:BN889_04038
ko:K07277	paeu:BN889_04039
ko:K11749	paeu:BN889_04040
ko:K00099	paeu:BN889_04041
ko:K00981	paeu:BN889_04042
ko:K00806	paeu:BN889_04043
ko:K02838	paeu:BN889_04044
ko:K09903	paeu:BN889_04045
ko:K02357	paeu:BN889_04046
ko:K02967	paeu:BN889_04047
ko:K01265	paeu:BN889_04048
ko:K00990	paeu:BN889_04049
ko:K14267	paeu:BN889_04050
ko:K03316	paeu:BN889_04051
ko:K00674	paeu:BN889_04057
ko:K01992	paeu:BN889_04062
ko:K01990	paeu:BN889_04063
ko:K00631	paeu:BN889_04064
ko:K09914	paeu:BN889_04065
ko:K00939	paeu:BN889_04076
ko:K01595	paeu:BN889_04078
ko:K01534	paeu:BN889_04081
ko:K03579	paeu:BN889_04403
ko:K03719	paeu:BN889_04409
ko:K06181	paeu:BN889_04412
ko:K01241	paeu:BN889_04415
ko:K09456	paeu:BN889_04417
ko:K00941	paeu:BN889_04421
ko:K00788	paeu:BN889_04422
ko:K01845	paeu:BN889_04423
ko:K07126	paeu:BN889_04424
ko:K06168	paeu:BN889_04426
ko:K07042	paeu:BN889_04428
ko:K06189	paeu:BN889_04429
ko:K03820	paeu:BN889_04430
ko:K01869	paeu:BN889_04433
ko:K03643	paeu:BN889_04434
ko:K02340	paeu:BN889_04435
ko:K09890	paeu:BN889_04436
ko:K03644	paeu:BN889_04441
ko:K03801	paeu:BN889_04442
ko:K09158	paeu:BN889_04443
ko:K07258	paeu:BN889_04444
ko:K03642	paeu:BN889_04445
ko:K08305	paeu:BN889_04446
ko:K05837	paeu:BN889_04447
ko:K05515	paeu:BN889_04448
ko:K00455	paeu:BN889_04578
ko:K01826	paeu:BN889_04579
ko:K02509	paeu:BN889_04581
ko:K02510	paeu:BN889_04583
ko:K00381	paeu:BN889_04585
ko:K07552	paeu:BN889_04594
ko:K01866	paeu:BN889_04596
ko:K13408	paeu:BN889_04600
ko:K13409	paeu:BN889_04601
ko:K12340	paeu:BN889_04602
ko:K03366	paeu:BN889_04613
ko:K00627	paeu:BN889_04617
ko:K00004	paeu:BN889_04618
ko:K07184	paeu:BN889_04619
ko:K02013	paeu:BN889_04623
ko:K02016	paeu:BN889_04624
ko:K02015	paeu:BN889_04625
ko:K02015	paeu:BN889_04626
ko:K01426	paeu:BN889_04629
ko:K04046	paeu:BN889_05424
ko:K04064	paeu:BN889_05427
ko:K07290	paeu:BN889_05430
ko:K03594	paeu:BN889_05431
ko:K07665	paeu:BN889_05436
ko:K07644	paeu:BN889_05437
ko:K00508	paeu:BN889_05439
ko:K03187	paeu:BN889_05442
ko:K03188	paeu:BN889_05443
ko:K03189	paeu:BN889_05444
ko:K03192	paeu:BN889_05445
ko:K03088	paeu:BN889_05447
ko:K03406	paeu:BN889_05450
ko:K08281	paeu:BN889_05453
ko:K00763	paeu:BN889_05454
ko:K01916	paeu:BN889_05455
ko:K06966	paeu:BN889_05459
ko:K12943	paeu:BN889_05460
ko:K03442	paeu:BN889_05461
ko:K01775	paeu:BN889_05466
ko:K02939	paeu:BN889_05469
ko:K02963	paeu:BN889_05471
ko:K02990	paeu:BN889_05472
ko:K03218	paeu:BN889_05473
ko:K12573	paeu:BN889_05474
ko:K03630	paeu:BN889_06278
ko:K03789	paeu:BN889_06292
ko:K01673	paeu:BN889_06294
ko:K02014	paeu:BN889_06295
ko:K07733	paeu:BN889_06313
ko:K13993	paeu:BN889_06320
ko:K03696	paeu:BN889_06321
ko:K00164	paeu:BN889_07145
ko:K03808	paeu:BN889_07153
ko:K02669	paeu:BN889_07178
ko:K03168	paeu:BN889_07190
ko:K00375	paeu:BN889_04631
ko:K06222	paeu:BN889_04634
ko:K16088	paeu:BN889_04636
ko:K05520	paeu:BN889_04638
ko:K01142	paeu:BN889_04639
ko:K03769	paeu:BN889_04644
ko:K01652	paeu:BN889_04649
ko:K07734	paeu:BN889_04651
ko:K08368	paeu:BN889_04656
ko:K08368	paeu:BN889_04657
ko:K01714	paeu:BN889_04658
ko:K02028	paeu:BN889_04663
ko:K02029	paeu:BN889_04664
ko:K02029	paeu:BN889_04665
ko:K02030	paeu:BN889_04666
ko:K01921	paeu:BN889_04675
ko:K00459	paeu:BN889_04676
ko:K01939	paeu:BN889_05477
ko:K02502	paeu:BN889_05478
ko:K09937	paeu:BN889_05479
ko:K04087	paeu:BN889_05480
ko:K04088	paeu:BN889_05481
ko:K03665	paeu:BN889_05482
ko:K03666	paeu:BN889_05483
ko:K00791	paeu:BN889_05484
ko:K03572	paeu:BN889_05485
ko:K01448	paeu:BN889_05486
ko:K06925	paeu:BN889_05487
ko:K17758	paeu:BN889_05488
ko:K17759	paeu:BN889_05488
ko:K13288	paeu:BN889_05491
ko:K06949	paeu:BN889_05492
ko:K02557	paeu:BN889_05493
ko:K02556	paeu:BN889_05494
ko:K01011	paeu:BN889_05497
ko:K01613	paeu:BN889_05498
ko:K01079	paeu:BN889_05503
ko:K07038	paeu:BN889_05505
ko:K09857	paeu:BN889_05506
ko:K02621	paeu:BN889_05507
ko:K06985	paeu:BN889_05508
ko:K02622	paeu:BN889_05510
ko:K07000	paeu:BN889_05512
ko:K03651	paeu:BN889_05513
ko:K09920	paeu:BN889_05514
ko:K01515	paeu:BN889_05515
ko:K03147	paeu:BN889_05518
ko:K12340	paeu:BN889_05519
ko:K00355	paeu:BN889_05520
ko:K12252	paeu:BN889_05521
ko:K15866	paeu:BN889_05527
ko:K07240	paeu:BN889_06328
ko:K07075	paeu:BN889_06337
ko:K14162	paeu:BN889_06364
ko:K14161	paeu:BN889_06365
ko:K03088	paeu:BN889_06370
ko:K02459	paeu:BN889_06372
ko:K02457	paeu:BN889_06373
ko:K02452	paeu:BN889_06374
ko:K02458	paeu:BN889_06375
ko:K02456	paeu:BN889_06376
ko:K02460	paeu:BN889_06377
ko:K16137	paeu:BN889_07202
ko:K04486	paeu:BN889_07218
ko:K06991	paeu:BN889_07243
