ko:K07489	ypl:CH46_4177
ko:K01952	ypl:CH46_2183
ko:K07491	ypl:CH46_2187
ko:K07711	ypl:CH46_2188
ko:K07715	ypl:CH46_2190
ko:K01950	ypl:CH46_2191
ko:K09160	ypl:CH46_3028
ko:K08305	ypl:CH46_3030
ko:K09902	ypl:CH46_3031
ko:K03610	ypl:CH46_3032
ko:K03609	ypl:CH46_3033
ko:K03608	ypl:CH46_3034
ko:K03684	ypl:CH46_3035
ko:K01897	ypl:CH46_3036
ko:K07285	ypl:CH46_3037
ko:K14742	ypl:CH46_3038
ko:K11742	ypl:CH46_3041
ko:K11743	ypl:CH46_3042
ko:K01625	ypl:CH46_3043
ko:K00036	ypl:CH46_3045
ko:K00873	ypl:CH46_3047
ko:K02560	ypl:CH46_3048
ko:K09815	ypl:CH46_3050
ko:K09817	ypl:CH46_3051
ko:K09816	ypl:CH46_3052
ko:K03551	ypl:CH46_3053
ko:K13893	ypl:CH46_3855
ko:K13894	ypl:CH46_3856
ko:K13895	ypl:CH46_3857
ko:K13896	ypl:CH46_3858
ko:K07552	ypl:CH46_3860
ko:K06183	ypl:CH46_3861
ko:K02897	ypl:CH46_3863
ko:K07491	ypl:CH46_3864
ko:K06899	ypl:CH46_3865
ko:K09904	ypl:CH46_3866
ko:K07014	ypl:CH46_3867
ko:K01223	ypl:CH46_3874
ko:K03406	ypl:CH46_3901
ko:K16210	ypl:CH46_3903
ko:K18988	ypl:CH46_3904
ko:K07491	ypl:CH46_3907
ko:K07491	ypl:CH46_3908
ko:K01462	ypl:CH46_675
ko:K00604	ypl:CH46_676
ko:K03500	ypl:CH46_677
ko:K03499	ypl:CH46_678
ko:K03282	ypl:CH46_679
ko:K09890	ypl:CH46_680
ko:K02879	ypl:CH46_682
ko:K03040	ypl:CH46_683
ko:K02986	ypl:CH46_684
ko:K02948	ypl:CH46_685
ko:K02952	ypl:CH46_686
ko:K02919	ypl:CH46_687
ko:K03076	ypl:CH46_688
ko:K02876	ypl:CH46_689
ko:K02907	ypl:CH46_690
ko:K02988	ypl:CH46_691
ko:K02881	ypl:CH46_692
ko:K02933	ypl:CH46_693
ko:K02994	ypl:CH46_694
ko:K02954	ypl:CH46_695
ko:K02931	ypl:CH46_696
ko:K02895	ypl:CH46_697
ko:K02874	ypl:CH46_698
ko:K02961	ypl:CH46_699
ko:K02904	ypl:CH46_700
ko:K02878	ypl:CH46_701
ko:K02982	ypl:CH46_702
ko:K02890	ypl:CH46_703
ko:K02965	ypl:CH46_704
ko:K02886	ypl:CH46_705
ko:K02892	ypl:CH46_706
ko:K02926	ypl:CH46_707
ko:K02906	ypl:CH46_708
ko:K02946	ypl:CH46_709
ko:K03594	ypl:CH46_710
ko:K02192	ypl:CH46_711
ko:K07491	ypl:CH46_712
ko:K02358	ypl:CH46_713
ko:K02355	ypl:CH46_714
ko:K02992	ypl:CH46_715
ko:K02950	ypl:CH46_716
ko:K07237	ypl:CH46_717
ko:K07236	ypl:CH46_718
ko:K07235	ypl:CH46_719
ko:K03772	ypl:CH46_721
ko:K03745	ypl:CH46_722
ko:K03775	ypl:CH46_723
ko:K07393	ypl:CH46_1545
ko:K06889	ypl:CH46_1548
ko:K02990	ypl:CH46_1550
ko:K02963	ypl:CH46_1551
ko:K02939	ypl:CH46_1552
ko:K07491	ypl:CH46_1553
ko:K07269	ypl:CH46_1555
ko:K03773	ypl:CH46_1556
ko:K07322	ypl:CH46_1557
ko:K01119	ypl:CH46_1558
ko:K01082	ypl:CH46_1559
ko:K07109	ypl:CH46_1560
ko:K07304	ypl:CH46_1563
ko:K07278	ypl:CH46_1564
ko:K09800	ypl:CH46_1565
ko:K01507	ypl:CH46_1567
ko:K03841	ypl:CH46_1568
ko:K02558	ypl:CH46_1569
ko:K03402	ypl:CH46_1571
ko:K00024	ypl:CH46_1572
ko:K07724	ypl:CH46_1573
ko:K02523	ypl:CH46_1575
ko:K02888	ypl:CH46_1576
ko:K02899	ypl:CH46_1577
ko:K03979	ypl:CH46_1579
ko:K07643	ypl:CH46_1580
ko:K07771	ypl:CH46_1581
ko:K07259	ypl:CH46_1582
ko:K03624	ypl:CH46_1583
ko:K07574	ypl:CH46_1584
ko:K02427	ypl:CH46_1585
ko:K03798	ypl:CH46_1586
ko:K00796	ypl:CH46_1587
ko:K03431	ypl:CH46_1588
ko:K03075	ypl:CH46_1589
ko:K09748	ypl:CH46_1592
ko:K02600	ypl:CH46_1593
ko:K02519	ypl:CH46_1594
ko:K02834	ypl:CH46_1595
ko:K03177	ypl:CH46_1596
ko:K02956	ypl:CH46_1597
ko:K07483	ypl:CH46_1598
ko:K07160	ypl:CH46_2406
ko:K01669	ypl:CH46_2412
ko:K01546	ypl:CH46_2415
ko:K01547	ypl:CH46_2416
ko:K01548	ypl:CH46_2417
ko:K07646	ypl:CH46_2418
ko:K07667	ypl:CH46_2419
ko:K08978	ypl:CH46_2420
ko:K01835	ypl:CH46_2423
ko:K03645	ypl:CH46_2424
ko:K03478	ypl:CH46_2427
ko:K03490	ypl:CH46_2428
ko:K02759	ypl:CH46_2429
ko:K02761	ypl:CH46_2430
ko:K02760	ypl:CH46_2431
ko:K06199	ypl:CH46_2432
ko:K06199	ypl:CH46_2433
ko:K10716	ypl:CH46_2434
ko:K07241	ypl:CH46_2436
ko:K08717	ypl:CH46_2437
ko:K03190	ypl:CH46_2438
ko:K03189	ypl:CH46_2439
ko:K03188	ypl:CH46_2440
ko:K03187	ypl:CH46_2441
ko:K01428	ypl:CH46_2442
ko:K01429	ypl:CH46_2443
ko:K01430	ypl:CH46_2444
ko:K02034	ypl:CH46_2448
ko:K02033	ypl:CH46_2449
ko:K02035	ypl:CH46_2450
ko:K03704	ypl:CH46_2451
ko:K10010	ypl:CH46_3275
ko:K10009	ypl:CH46_3276
ko:K02424	ypl:CH46_3277
ko:K05396	ypl:CH46_3278
ko:K02425	ypl:CH46_3279
ko:K02405	ypl:CH46_3280
ko:K02406	ypl:CH46_3281
ko:K02407	ypl:CH46_3282
ko:K02422	ypl:CH46_3283
ko:K02423	ypl:CH46_3284
ko:K01247	ypl:CH46_3288
ko:K07341	ypl:CH46_3289
ko:K02408	ypl:CH46_3291
ko:K02409	ypl:CH46_3292
ko:K02410	ypl:CH46_3293
ko:K02411	ypl:CH46_3294
ko:K02412	ypl:CH46_3295
ko:K02413	ypl:CH46_3296
ko:K02414	ypl:CH46_3297
ko:K02415	ypl:CH46_3298
ko:K02416	ypl:CH46_3299
ko:K02417	ypl:CH46_3300
ko:K02418	ypl:CH46_3301
ko:K02419	ypl:CH46_3302
ko:K02420	ypl:CH46_3303
ko:K02421	ypl:CH46_3304
ko:K02057	ypl:CH46_3308
ko:K02056	ypl:CH46_3309
ko:K02058	ypl:CH46_3310
ko:K02057	ypl:CH46_3311
ko:K02397	ypl:CH46_3315
ko:K02396	ypl:CH46_3316
ko:K02395	ypl:CH46_3317
ko:K02394	ypl:CH46_3318
ko:K02393	ypl:CH46_3319
ko:K02392	ypl:CH46_3320
ko:K02391	ypl:CH46_3321
ko:K02390	ypl:CH46_3322
ko:K02389	ypl:CH46_3323
ko:K02388	ypl:CH46_3324
ko:K02387	ypl:CH46_3325
ko:K08304	ypl:CH46_4120
ko:K01448	ypl:CH46_4123
ko:K14682	ypl:CH46_4124
ko:K03581	ypl:CH46_4125
ko:K03582	ypl:CH46_4126
ko:K01407	ypl:CH46_4127
ko:K03583	ypl:CH46_4128
ko:K02681	ypl:CH46_4129
ko:K02680	ypl:CH46_4131
ko:K02014	ypl:CH46_4135
ko:K01258	ypl:CH46_4136
ko:K12942	ypl:CH46_4137
ko:K12678	ypl:CH46_4141
ko:K07483	ypl:CH46_4149
ko:K02014	ypl:CH46_4151
ko:K03897	ypl:CH46_4152
ko:K03895	ypl:CH46_4153
ko:K03831	ypl:CH46_448
ko:K00616	ypl:CH46_449
ko:K09861	ypl:CH46_450
ko:K01733	ypl:CH46_452
ko:K00872	ypl:CH46_453
ko:K12524	ypl:CH46_454
ko:K07773	ypl:CH46_456
ko:K05805	ypl:CH46_457
ko:K05804	ypl:CH46_460
ko:K03720	ypl:CH46_461
ko:K08309	ypl:CH46_463
ko:K06211	ypl:CH46_471
ko:K04485	ypl:CH46_472
ko:K01079	ypl:CH46_473
ko:K07186	ypl:CH46_474
ko:K03784	ypl:CH46_475
ko:K01839	ypl:CH46_476
ko:K00758	ypl:CH46_477
ko:K00758	ypl:CH46_478
ko:K01619	ypl:CH46_479
ko:K03317	ypl:CH46_480
ko:K03424	ypl:CH46_481
ko:K04065	ypl:CH46_484
ko:K02837	ypl:CH46_485
ko:K03789	ypl:CH46_486
ko:K02344	ypl:CH46_487
ko:K00564	ypl:CH46_488
ko:K01051	ypl:CH46_492
ko:K02849	ypl:CH46_498
ko:K11216	ypl:CH46_499
ko:K11531	ypl:CH46_500
ko:K10558	ypl:CH46_502
ko:K02601	ypl:CH46_1325
ko:K02867	ypl:CH46_1326
ko:K02863	ypl:CH46_1327
ko:K02864	ypl:CH46_1328
ko:K02935	ypl:CH46_1329
ko:K03043	ypl:CH46_1330
ko:K03046	ypl:CH46_1331
ko:K07491	ypl:CH46_1332
ko:K03150	ypl:CH46_1333
ko:K03149	ypl:CH46_1334
ko:K03154	ypl:CH46_1335
ko:K03148	ypl:CH46_1336
ko:K00788	ypl:CH46_1337
ko:K03147	ypl:CH46_1338
ko:K07740	ypl:CH46_1339
ko:K03426	ypl:CH46_1340
ko:K01599	ypl:CH46_1342
ko:K05982	ypl:CH46_1343
ko:K09891	ypl:CH46_1344
ko:K05787	ypl:CH46_1345
ko:K01945	ypl:CH46_1347
ko:K00602	ypl:CH46_1348
ko:K00651	ypl:CH46_1359
ko:K01638	ypl:CH46_1360
ko:K01637	ypl:CH46_1361
ko:K00906	ypl:CH46_1362
ko:K13641	ypl:CH46_1363
ko:K13641	ypl:CH46_1364
ko:K00548	ypl:CH46_1365
ko:K11016	ypl:CH46_1366
ko:K11017	ypl:CH46_1367
ko:K00928	ypl:CH46_1368
ko:K01810	ypl:CH46_1369
ko:K13256	ypl:CH46_1370
ko:K10110	ypl:CH46_1371
ko:K10109	ypl:CH46_1372
ko:K10108	ypl:CH46_1373
ko:K10111	ypl:CH46_1375
ko:K02024	ypl:CH46_1376
ko:K05775	ypl:CH46_1377
ko:K11903	ypl:CH46_1379
ko:K11901	ypl:CH46_1380
ko:K04751	ypl:CH46_2192
ko:K05916	ypl:CH46_2195
ko:K00600	ypl:CH46_2196
ko:K16078	ypl:CH46_2197
ko:K05820	ypl:CH46_2199
ko:K07491	ypl:CH46_2202
ko:K01092	ypl:CH46_2203
ko:K15396	ypl:CH46_2204
ko:K13643	ypl:CH46_2205
ko:K04487	ypl:CH46_2206
ko:K04488	ypl:CH46_2207
ko:K13628	ypl:CH46_2208
ko:K04082	ypl:CH46_2209
ko:K04044	ypl:CH46_2210
ko:K04755	ypl:CH46_2211
ko:K07751	ypl:CH46_2213
ko:K00940	ypl:CH46_2219
ko:K06941	ypl:CH46_2220
ko:K02656	ypl:CH46_2221
ko:K15539	ypl:CH46_2222
ko:K03526	ypl:CH46_2223
ko:K01892	ypl:CH46_2224
ko:K17713	ypl:CH46_2226
ko:K03977	ypl:CH46_2227
ko:K07088	ypl:CH46_2228
ko:K03601	ypl:CH46_2230
ko:K00088	ypl:CH46_2231
ko:K01951	ypl:CH46_2232
ko:K07491	ypl:CH46_2233
ko:K06887	ypl:CH46_2234
ko:K00941	ypl:CH46_2244
ko:K03550	ypl:CH46_3054
ko:K01159	ypl:CH46_3055
ko:K08310	ypl:CH46_3057
ko:K01876	ypl:CH46_3058
ko:K07136	ypl:CH46_3060
ko:K15256	ypl:CH46_3061
ko:K15257	ypl:CH46_3062
ko:K06201	ypl:CH46_3063
ko:K09907	ypl:CH46_3064
ko:K01887	ypl:CH46_3065
ko:K11016	ypl:CH46_3066
ko:K11017	ypl:CH46_3067
ko:K03980	ypl:CH46_3068
ko:K03810	ypl:CH46_3069
ko:K03790	ypl:CH46_3070
ko:K08162	ypl:CH46_3071
ko:K04477	ypl:CH46_3074
ko:K07491	ypl:CH46_3079
ko:K02054	ypl:CH46_3081
ko:K02053	ypl:CH46_3082
ko:K02055	ypl:CH46_3083
ko:K03321	ypl:CH46_3086
ko:K03321	ypl:CH46_3089
ko:K07491	ypl:CH46_3090
ko:K01627	ypl:CH46_3091
ko:K02493	ypl:CH46_3094
ko:K02835	ypl:CH46_3095
ko:K02492	ypl:CH46_3096
ko:K02494	ypl:CH46_3097
ko:K00919	ypl:CH46_3098
ko:K00948	ypl:CH46_3099
ko:K01056	ypl:CH46_3101
ko:K06942	ypl:CH46_3102
ko:K09475	ypl:CH46_3909
ko:K07676	ypl:CH46_3912
ko:K07676	ypl:CH46_3913
ko:K07687	ypl:CH46_3914
ko:K07677	ypl:CH46_3915
ko:K02469	ypl:CH46_3916
ko:K00568	ypl:CH46_3917
ko:K03896	ypl:CH46_4154
ko:K03894	ypl:CH46_4155
ko:K03894	ypl:CH46_4156
ko:K07052	ypl:CH46_4163
ko:K11901	ypl:CH46_4168
ko:K11900	ypl:CH46_4169
ko:K11893	ypl:CH46_4170
ko:K11892	ypl:CH46_4171
ko:K11903	ypl:CH46_4173
ko:K11107	ypl:CH46_3920
ko:K08276	ypl:CH46_3921
ko:K03834	ypl:CH46_3923
ko:K03781	ypl:CH46_3925
ko:K01584	ypl:CH46_3930
ko:K03759	ypl:CH46_3931
ko:K05846	ypl:CH46_3932
ko:K05847	ypl:CH46_3933
ko:K05846	ypl:CH46_3934
ko:K01011	ypl:CH46_3937
ko:K11963	ypl:CH46_3940
ko:K11962	ypl:CH46_3941
ko:K11961	ypl:CH46_3942
ko:K11960	ypl:CH46_3943
ko:K11959	ypl:CH46_3944
ko:K02042	ypl:CH46_3946
ko:K02042	ypl:CH46_3947
ko:K02044	ypl:CH46_3948
ko:K02041	ypl:CH46_3949
ko:K05873	ypl:CH46_3953
ko:K03777	ypl:CH46_3954
ko:K07262	ypl:CH46_3955
ko:K05541	ypl:CH46_3957
ko:K07491	ypl:CH46_3959
ko:K11537	ypl:CH46_3960
ko:K03815	ypl:CH46_3961
ko:K07070	ypl:CH46_724
ko:K11747	ypl:CH46_725
ko:K11748	ypl:CH46_726
ko:K06158	ypl:CH46_728
ko:K03119	ypl:CH46_731
ko:K15552	ypl:CH46_732
ko:K10831	ypl:CH46_733
ko:K15551	ypl:CH46_734
ko:K07019	ypl:CH46_736
ko:K09898	ypl:CH46_737
ko:K00855	ypl:CH46_738
ko:K07397	ypl:CH46_740
ko:K10914	ypl:CH46_741
ko:K01664	ypl:CH46_744
ko:K06915	ypl:CH46_745
ko:K03767	ypl:CH46_746
ko:K01222	ypl:CH46_747
ko:K01222	ypl:CH46_750
ko:K02014	ypl:CH46_752
ko:K06141	ypl:CH46_753
ko:K01485	ypl:CH46_754
ko:K00362	ypl:CH46_755
ko:K00363	ypl:CH46_756
ko:K02598	ypl:CH46_757
ko:K02302	ypl:CH46_758
ko:K01867	ypl:CH46_759
ko:K01091	ypl:CH46_760
ko:K01783	ypl:CH46_761
ko:K03112	ypl:CH46_763
ko:K01735	ypl:CH46_764
ko:K00891	ypl:CH46_765
ko:K02507	ypl:CH46_766
ko:K12291	ypl:CH46_767
ko:K12290	ypl:CH46_768
ko:K12289	ypl:CH46_769
ko:K12288	ypl:CH46_770
ko:K05366	ypl:CH46_771
ko:K08312	ypl:CH46_772
ko:K04762	ypl:CH46_776
ko:K04083	ypl:CH46_777
ko:K00962	ypl:CH46_1600
ko:K05803	ypl:CH46_1601
ko:K05592	ypl:CH46_1602
ko:K03585	ypl:CH46_1607
ko:K18138	ypl:CH46_1608
ko:K18139	ypl:CH46_1609
ko:K08303	ypl:CH46_1611
ko:K03824	ypl:CH46_1613
ko:K07461	ypl:CH46_1614
ko:K02027	ypl:CH46_1617
ko:K02025	ypl:CH46_1618
ko:K02026	ypl:CH46_1619
ko:K10112	ypl:CH46_1620
ko:K09979	ypl:CH46_1622
ko:K06167	ypl:CH46_1624
ko:K05774	ypl:CH46_1625
ko:K06162	ypl:CH46_1626
ko:K05780	ypl:CH46_1627
ko:K05781	ypl:CH46_1628
ko:K06163	ypl:CH46_1629
ko:K06164	ypl:CH46_1630
ko:K06165	ypl:CH46_1631
ko:K06166	ypl:CH46_1632
ko:K02043	ypl:CH46_1633
ko:K02034	ypl:CH46_1639
ko:K02033	ypl:CH46_1640
ko:K00611	ypl:CH46_1644
ko:K09893	ypl:CH46_1645
ko:K03828	ypl:CH46_1646
ko:K01873	ypl:CH46_1647
ko:K02339	ypl:CH46_1648
ko:K01255	ypl:CH46_1649
ko:K07091	ypl:CH46_1650
ko:K11720	ypl:CH46_1651
ko:K03647	ypl:CH46_2460
ko:K10556	ypl:CH46_503
ko:K10557	ypl:CH46_504
ko:K10555	ypl:CH46_505
ko:K08321	ypl:CH46_506
ko:K11530	ypl:CH46_507
ko:K08483	ypl:CH46_509
ko:K11189	ypl:CH46_509
ko:K11201	ypl:CH46_509
ko:K11203	ypl:CH46_510
ko:K11202	ypl:CH46_511
ko:K11202	ypl:CH46_513
ko:K19147	ypl:CH46_526
ko:K07452	ypl:CH46_527
ko:K09456	ypl:CH46_532
ko:K03218	ypl:CH46_533
ko:K12573	ypl:CH46_534
ko:K13771	ypl:CH46_535
ko:K01939	ypl:CH46_536
ko:K09937	ypl:CH46_537
ko:K04087	ypl:CH46_538
ko:K04088	ypl:CH46_539
ko:K03665	ypl:CH46_540
ko:K03666	ypl:CH46_541
ko:K00791	ypl:CH46_542
ko:K03572	ypl:CH46_543
ko:K01448	ypl:CH46_544
ko:K06925	ypl:CH46_545
ko:K17758	ypl:CH46_546
ko:K17759	ypl:CH46_546
ko:K18979	ypl:CH46_547
ko:K13288	ypl:CH46_550
ko:K06949	ypl:CH46_551
ko:K01613	ypl:CH46_552
ko:K04568	ypl:CH46_554
ko:K00244	ypl:CH46_555
ko:K00245	ypl:CH46_556
ko:K00246	ypl:CH46_557
ko:K00247	ypl:CH46_558
ko:K11900	ypl:CH46_1381
ko:K11905	ypl:CH46_1382
ko:K11896	ypl:CH46_1384
ko:K07483	ypl:CH46_1385
ko:K11895	ypl:CH46_1387
ko:K11906	ypl:CH46_1389
ko:K11893	ypl:CH46_1390
ko:K11892	ypl:CH46_1391
ko:K11907	ypl:CH46_1392
ko:K11909	ypl:CH46_1394
ko:K11910	ypl:CH46_1395
ko:K11891	ypl:CH46_1396
ko:K11911	ypl:CH46_1397
ko:K11911	ypl:CH46_1398
ko:K11904	ypl:CH46_1399
ko:K19048	ypl:CH46_1405
ko:K11904	ypl:CH46_1408
ko:K02057	ypl:CH46_1415
ko:K00852	ypl:CH46_1416
ko:K01619	ypl:CH46_1417
ko:K00299	ypl:CH46_1418
ko:K15553	ypl:CH46_1419
ko:K04091	ypl:CH46_1420
ko:K15554	ypl:CH46_1421
ko:K15555	ypl:CH46_1422
ko:K07473	ypl:CH46_1423
ko:K06901	ypl:CH46_1424
ko:K03316	ypl:CH46_1425
ko:K12974	ypl:CH46_1427
ko:K02058	ypl:CH46_1428
ko:K02056	ypl:CH46_1429
ko:K02057	ypl:CH46_1430
ko:K02057	ypl:CH46_1431
ko:K11209	ypl:CH46_1434
ko:K08303	ypl:CH46_2249
ko:K09946	ypl:CH46_2250
ko:K07664	ypl:CH46_2251
ko:K07642	ypl:CH46_2252
ko:K18326	ypl:CH46_2253
ko:K07789	ypl:CH46_2254
ko:K07788	ypl:CH46_2255
ko:K07799	ypl:CH46_2256
ko:K02052	ypl:CH46_2257
ko:K00375	ypl:CH46_2258
ko:K00823	ypl:CH46_2259
ko:K02055	ypl:CH46_2260
ko:K02054	ypl:CH46_2261
ko:K02053	ypl:CH46_2262
ko:K04046	ypl:CH46_2263
ko:K06213	ypl:CH46_2264
ko:K01524	ypl:CH46_2265
ko:K00937	ypl:CH46_2266
ko:K02037	ypl:CH46_2267
ko:K02038	ypl:CH46_2268
ko:K02036	ypl:CH46_2269
ko:K18475	ypl:CH46_2270
ko:K18475	ypl:CH46_2271
ko:K00657	ypl:CH46_2272
ko:K11175	ypl:CH46_2273
ko:K01933	ypl:CH46_2274
ko:K00761	ypl:CH46_2275
ko:K07491	ypl:CH46_2276
ko:K14761	ypl:CH46_2277
ko:K01491	ypl:CH46_2278
ko:K00981	ypl:CH46_2286
ko:K06221	ypl:CH46_2299
ko:K06889	ypl:CH46_3111
ko:K07665	ypl:CH46_3112
ko:K07644	ypl:CH46_3113
ko:K01607	ypl:CH46_3114
ko:K07126	ypl:CH46_3126
ko:K02000	ypl:CH46_2463
ko:K02001	ypl:CH46_2464
ko:K02002	ypl:CH46_2465
ko:K16842	ypl:CH46_2466
ko:K03839	ypl:CH46_2476
ko:K03711	ypl:CH46_2477
ko:K12373	ypl:CH46_2478
ko:K01886	ypl:CH46_2481
ko:K07491	ypl:CH46_2482
ko:K02802	ypl:CH46_2483
ko:K02803	ypl:CH46_2483
ko:K02804	ypl:CH46_2483
ko:K02564	ypl:CH46_2484
ko:K01443	ypl:CH46_2485
ko:K02565	ypl:CH46_2486
ko:K02566	ypl:CH46_2487
ko:K01953	ypl:CH46_2488
ko:K03184	ypl:CH46_2494
ko:K06168	ypl:CH46_2495
ko:K07042	ypl:CH46_2497
ko:K06189	ypl:CH46_2498
ko:K03820	ypl:CH46_2499
ko:K10001	ypl:CH46_2500
ko:K10003	ypl:CH46_2501
ko:K10002	ypl:CH46_2502
ko:K10004	ypl:CH46_2503
ko:K01869	ypl:CH46_2505
ko:K03643	ypl:CH46_2506
ko:K02340	ypl:CH46_2507
ko:K00969	ypl:CH46_2508
ko:K09710	ypl:CH46_2509
ko:K00783	ypl:CH46_2510
ko:K05515	ypl:CH46_2511
ko:K05837	ypl:CH46_2512
ko:K03642	ypl:CH46_2513
ko:K02386	ypl:CH46_3326
ko:K02398	ypl:CH46_3327
ko:K02399	ypl:CH46_3328
ko:K07491	ypl:CH46_3330
ko:K03516	ypl:CH46_3332
ko:K02400	ypl:CH46_3333
ko:K02401	ypl:CH46_3334
ko:K07245	ypl:CH46_3338
ko:K07156	ypl:CH46_3339
ko:K02217	ypl:CH46_3340
ko:K02345	ypl:CH46_3341
ko:K01259	ypl:CH46_3342
ko:K01354	ypl:CH46_3343
ko:K09900	ypl:CH46_3345
ko:K09918	ypl:CH46_3346
ko:K05591	ypl:CH46_3347
ko:K08289	ypl:CH46_3348
ko:K09917	ypl:CH46_3349
ko:K01665	ypl:CH46_3350
ko:K01752	ypl:CH46_3352
ko:K00484	ypl:CH46_3353
ko:K00483	ypl:CH46_3354
ko:K02511	ypl:CH46_3355
ko:K02510	ypl:CH46_3356
ko:K02509	ypl:CH46_3357
ko:K01826	ypl:CH46_3358
ko:K00455	ypl:CH46_3359
ko:K00151	ypl:CH46_3360
ko:K05921	ypl:CH46_3361
ko:K05921	ypl:CH46_3362
ko:K02793	ypl:CH46_3365
ko:K02794	ypl:CH46_3365
ko:K02795	ypl:CH46_3366
ko:K02014	ypl:CH46_3370
ko:K00563	ypl:CH46_3373
ko:K03704	ypl:CH46_3375
ko:K11907	ypl:CH46_4174
ko:K11904	ypl:CH46_4175
ko:K07480	ypl:CH46_4182
ko:K01581	ypl:CH46_4186
ko:K10439	ypl:CH46_4187
ko:K10441	ypl:CH46_4188
ko:K10440	ypl:CH46_4189
ko:K02014	ypl:CH46_4190
ko:K02016	ypl:CH46_4191
ko:K08306	ypl:CH46_4192
ko:K03575	ypl:CH46_4194
ko:K03439	ypl:CH46_4195
ko:K09923	ypl:CH46_4196
ko:K01425	ypl:CH46_4197
ko:K02428	ypl:CH46_4202
ko:K09131	ypl:CH46_4203
ko:K02221	ypl:CH46_4204
ko:K00286	ypl:CH46_4205
ko:K06997	ypl:CH46_4206
ko:K02669	ypl:CH46_4207
ko:K10536	ypl:CH46_4208
ko:K12251	ypl:CH46_4209
ko:K07447	ypl:CH46_4210
ko:K07735	ypl:CH46_4211
ko:K01920	ypl:CH46_4212
ko:K09761	ypl:CH46_4213
ko:K01150	ypl:CH46_4214
ko:K02742	ypl:CH46_4215
ko:K00789	ypl:CH46_4216
ko:K01585	ypl:CH46_4218
ko:K07387	ypl:CH46_4220
ko:K00615	ypl:CH46_4221
ko:K07491	ypl:CH46_4222
ko:K03472	ypl:CH46_4225
ko:K00927	ypl:CH46_4226
ko:K01624	ypl:CH46_4227
ko:K03442	ypl:CH46_4228
ko:K01120	ypl:CH46_2411
ko:K00720	ypl:CH46_3132
ko:K00648	ypl:CH46_3137
ko:K00648	ypl:CH46_3138
ko:K09975	ypl:CH46_3140
ko:K05603	ypl:CH46_3141
ko:K05836	ypl:CH46_3142
ko:K01468	ypl:CH46_3143
ko:K01479	ypl:CH46_3144
ko:K05526	ypl:CH46_3148
ko:K01484	ypl:CH46_3149
ko:K06447	ypl:CH46_3150
ko:K00673	ypl:CH46_3151
ko:K00840	ypl:CH46_3152
ko:K07673	ypl:CH46_3156
ko:K07300	ypl:CH46_3157
ko:K02168	ypl:CH46_3964
ko:K02167	ypl:CH46_3965
ko:K07491	ypl:CH46_3968
ko:K06890	ypl:CH46_3969
ko:K03635	ypl:CH46_3970
ko:K03636	ypl:CH46_3971
ko:K03637	ypl:CH46_3972
ko:K03639	ypl:CH46_3973
ko:K03702	ypl:CH46_3977
ko:K01935	ypl:CH46_3979
ko:K02169	ypl:CH46_3980
ko:K00652	ypl:CH46_3981
ko:K01012	ypl:CH46_3982
ko:K00833	ypl:CH46_3983
ko:K07404	ypl:CH46_3984
ko:K02017	ypl:CH46_3986
ko:K02018	ypl:CH46_3987
ko:K02020	ypl:CH46_3988
ko:K02019	ypl:CH46_3990
ko:K05776	ypl:CH46_3991
ko:K07052	ypl:CH46_3993
ko:K01784	ypl:CH46_3994
ko:K00965	ypl:CH46_3995
ko:K00849	ypl:CH46_3996
ko:K01785	ypl:CH46_3998
ko:K01834	ypl:CH46_4000
ko:K01626	ypl:CH46_4003
ko:K16264	ypl:CH46_4005
ko:K03811	ypl:CH46_4006
ko:K03517	ypl:CH46_4007
ko:K03640	ypl:CH46_4011
ko:K03641	ypl:CH46_4012
ko:K03646	ypl:CH46_4013
ko:K07491	ypl:CH46_559
ko:K11741	ypl:CH46_560
ko:K02356	ypl:CH46_561
ko:K04077	ypl:CH46_564
ko:K04078	ypl:CH46_565
ko:K07113	ypl:CH46_566
ko:K01744	ypl:CH46_567
ko:K07791	ypl:CH46_568
ko:K03926	ypl:CH46_569
ko:K04084	ypl:CH46_570
ko:K05796	ypl:CH46_572
ko:K02856	ypl:CH46_580
ko:K02854	ypl:CH46_581
ko:K02855	ypl:CH46_582
ko:K00848	ypl:CH46_585
ko:K01813	ypl:CH46_586
ko:K01629	ypl:CH46_587
ko:K03534	ypl:CH46_589
ko:K03111	ypl:CH46_590
ko:K03701	ypl:CH46_591
ko:K00832	ypl:CH46_593
ko:K01775	ypl:CH46_594
ko:K05539	ypl:CH46_598
ko:K09823	ypl:CH46_599
ko:K01356	ypl:CH46_600
ko:K00901	ypl:CH46_601
ko:K00631	ypl:CH46_602
ko:K03179	ypl:CH46_603
ko:K03181	ypl:CH46_604
ko:K05795	ypl:CH46_612
ko:K05795	ypl:CH46_613
ko:K07491	ypl:CH46_1437
ko:K03704	ypl:CH46_1438
ko:K03704	ypl:CH46_1439
ko:K01607	ypl:CH46_1443
ko:K03557	ypl:CH46_1447
ko:K05540	ypl:CH46_1448
ko:K02687	ypl:CH46_1449
ko:K14392	ypl:CH46_1450
ko:K01961	ypl:CH46_1453
ko:K02160	ypl:CH46_1454
ko:K03786	ypl:CH46_1455
ko:K17247	ypl:CH46_1456
ko:K18765	ypl:CH46_1459
ko:K03569	ypl:CH46_1460
ko:K03570	ypl:CH46_1461
