ko:K02495	elu:UM146_19570
ko:K06133	elu:UM146_07085
ko:K00645	elu:UM146_07125
ko:K11605	elu:UM146_11315
ko:K11606	elu:UM146_11320
ko:K00286	elu:UM146_15435
ko:K01921	elu:UM146_15470
ko:K01698	elu:UM146_15515
ko:K03119	elu:UM146_15520
ko:K15552	elu:UM146_15525
ko:K15551	elu:UM146_15535
ko:K01070	elu:UM146_15570
ko:K09912	elu:UM146_15575
ko:K02532	elu:UM146_15590
ko:K10974	elu:UM146_15605
ko:K01908	elu:UM146_15610
ko:K01720	elu:UM146_15615
ko:K03329	elu:UM146_15645
ko:K13979	elu:UM146_15655
ko:K02057	elu:UM146_15660
ko:K02057	elu:UM146_15665
ko:K00926	elu:UM146_15690
ko:K07058	elu:UM146_19645
ko:K07560	elu:UM146_19650
ko:K02380	elu:UM146_19685
ko:K00123	elu:UM146_19700
ko:K00123	elu:UM146_19705
ko:K02379	elu:UM146_19710
ko:K03534	elu:UM146_19730
ko:K00848	elu:UM146_19745
ko:K02854	elu:UM146_19760
ko:K02856	elu:UM146_19765
ko:K04564	elu:UM146_19770
ko:K02526	elu:UM146_19780
ko:K06006	elu:UM146_19800
ko:K00850	elu:UM146_19810
ko:K02048	elu:UM146_19815
ko:K01521	elu:UM146_19820
ko:K01803	elu:UM146_19825
ko:K14065	elu:UM146_19845
ko:K00528	elu:UM146_19850
ko:K00864	elu:UM146_19860
ko:K02440	elu:UM146_19865
ko:K02553	elu:UM146_19880
ko:K02548	elu:UM146_19885
ko:K03667	elu:UM146_19890
ko:K01419	elu:UM146_19895
ko:K03591	elu:UM146_19900
ko:K04066	elu:UM146_19915
ko:K02909	elu:UM146_19920
ko:K03764	elu:UM146_19930
ko:K07043	elu:UM146_00890
ko:K03931	elu:UM146_00905
ko:K12112	elu:UM146_00920
ko:K12111	elu:UM146_00925
ko:K12113	elu:UM146_00930
ko:K06878	elu:UM146_00935
ko:K07229	elu:UM146_00955
ko:K03086	elu:UM146_00965
ko:K04651	elu:UM146_01400
ko:K04653	elu:UM146_01405
ko:K01460	elu:UM146_01415
ko:K11720	elu:UM146_01460
ko:K11474	elu:UM146_01495
ko:K11472	elu:UM146_01505
ko:K11473	elu:UM146_01510
ko:K11477	elu:UM146_01515
ko:K01638	elu:UM146_01520
ko:K10939	elu:UM146_01530
ko:K02654	elu:UM146_01535
ko:K02452	elu:UM146_01545
ko:K02453	elu:UM146_01550
ko:K02455	elu:UM146_01560
ko:K02456	elu:UM146_01565
ko:K02457	elu:UM146_01570
ko:K02458	elu:UM146_01575
ko:K02459	elu:UM146_01580
ko:K02460	elu:UM146_01585
ko:K02461	elu:UM146_01590
ko:K02462	elu:UM146_01595
ko:K09688	elu:UM146_01600
ko:K09689	elu:UM146_01605
ko:K07265	elu:UM146_01645
ko:K07266	elu:UM146_01650
ko:K00979	elu:UM146_01655
ko:K10107	elu:UM146_01665
ko:K06041	elu:UM146_01670
ko:K02573	elu:UM146_05780
ko:K02568	elu:UM146_05790
ko:K02194	elu:UM146_05805
ko:K02195	elu:UM146_05810
ko:K02196	elu:UM146_05815
ko:K02197	elu:UM146_05820
ko:K02198	elu:UM146_05825
ko:K02199	elu:UM146_05830
ko:K07685	elu:UM146_05840
ko:K07014	elu:UM146_05850
ko:K09904	elu:UM146_05855
ko:K06899	elu:UM146_05860
ko:K02897	elu:UM146_05865
ko:K07552	elu:UM146_05880
ko:K13896	elu:UM146_05890
ko:K13895	elu:UM146_05895
ko:K13894	elu:UM146_05900
ko:K13893	elu:UM146_05905
ko:K13694	elu:UM146_05915
ko:K02356	elu:UM146_05935
ko:K06940	elu:UM146_05940
ko:K03291	elu:UM146_05945
ko:K02768	elu:UM146_05950
ko:K11183	elu:UM146_05950
ko:K02769	elu:UM146_05960
ko:K02770	elu:UM146_05960
ko:K10213	elu:UM146_05985
ko:K01151	elu:UM146_05995
ko:K11733	elu:UM146_06010
ko:K01070	elu:UM146_06020
ko:K01495	elu:UM146_06025
ko:K07148	elu:UM146_06030
ko:K02529	elu:UM146_06035
ko:K14053	elu:UM146_10180
ko:K03971	elu:UM146_10240
ko:K03970	elu:UM146_10250
ko:K03969	elu:UM146_10255
ko:K03974	elu:UM146_10260
ko:K07552	elu:UM146_10295
ko:K00208	elu:UM146_10320
ko:K01147	elu:UM146_10330
ko:K14051	elu:UM146_10335
ko:K04062	elu:UM146_10355
ko:K03113	elu:UM146_10360
ko:K01591	elu:UM146_10365
ko:K01681	elu:UM146_10390
ko:K13634	elu:UM146_10410
ko:K03168	elu:UM146_10415
ko:K03704	elu:UM146_14395
ko:K12973	elu:UM146_14400
ko:K07702	elu:UM146_14410
ko:K07700	elu:UM146_14415
ko:K01910	elu:UM146_14420
ko:K01646	elu:UM146_14425
ko:K01644	elu:UM146_14430
ko:K01643	elu:UM146_14435
ko:K05964	elu:UM146_14440
ko:K01169	elu:UM146_14455
ko:K06140	elu:UM146_14460
ko:K11932	elu:UM146_14465
ko:K03387	elu:UM146_14470
ko:K03805	elu:UM146_14480
ko:K14287	elu:UM146_14500
ko:K08317	elu:UM146_14505
ko:K06200	elu:UM146_14515
ko:K00216	elu:UM146_14525
ko:K01252	elu:UM146_14530
ko:K02363	elu:UM146_14535
ko:K02361	elu:UM146_14540
ko:K02016	elu:UM146_14545
ko:K02015	elu:UM146_14555
ko:K02015	elu:UM146_14560
ko:K02013	elu:UM146_14565
ko:K02364	elu:UM146_14575
ko:K02362	elu:UM146_14595
ko:K06048	elu:UM146_14610
ko:K10679	elu:UM146_14625
ko:K11732	elu:UM146_14635
ko:K07787	elu:UM146_14640
ko:K07798	elu:UM146_14645
ko:K07085	elu:UM146_18610
ko:K04081	elu:UM146_18620
ko:K04080	elu:UM146_18625
ko:K01807	elu:UM146_01960
ko:K09888	elu:UM146_01975
ko:K09895	elu:UM146_01980
ko:K03185	elu:UM146_01990
ko:K00605	elu:UM146_02000
ko:K02437	elu:UM146_02005
ko:K00281	elu:UM146_02010
ko:K01223	elu:UM146_02015
ko:K09900	elu:UM146_02020
ko:K11068	elu:UM146_02025
ko:K06980	elu:UM146_02030
ko:K09159	elu:UM146_02035
ko:K03840	elu:UM146_02045
ko:K03981	elu:UM146_02055
ko:K07462	elu:UM146_02060
ko:K02836	elu:UM146_02065
ko:K04567	elu:UM146_02070
ko:K06901	elu:UM146_02100
ko:K12528	elu:UM146_02115
ko:K12529	elu:UM146_02120
ko:K12527	elu:UM146_02130
ko:K07141	elu:UM146_02135
ko:K07402	elu:UM146_02145
ko:K00926	elu:UM146_02150
ko:K01464	elu:UM146_02155
ko:K01751	elu:UM146_02165
ko:K13480	elu:UM146_02180
ko:K01815	elu:UM146_02210
ko:K02773	elu:UM146_06320
ko:K02774	elu:UM146_06325
ko:K08303	elu:UM146_06355
ko:K09946	elu:UM146_06385
ko:K07664	elu:UM146_06390
ko:K07642	elu:UM146_06395
ko:K07789	elu:UM146_06405
ko:K07788	elu:UM146_06410
ko:K07799	elu:UM146_06415
ko:K04046	elu:UM146_06435
ko:K01247	elu:UM146_06440
ko:K00876	elu:UM146_06450
ko:K01494	elu:UM146_06455
ko:K07289	elu:UM146_06460
ko:K01991	elu:UM146_06480
ko:K03819	elu:UM146_06500
ko:K13684	elu:UM146_06505
ko:K13620	elu:UM146_06510
ko:K13683	elu:UM146_06515
ko:K03818	elu:UM146_06520
ko:K01711	elu:UM146_06525
ko:K02377	elu:UM146_06530
ko:K03207	elu:UM146_06535
ko:K03208	elu:UM146_06540
ko:K00963	elu:UM146_06585
ko:K07275	elu:UM146_10790
ko:K06190	elu:UM146_10800
ko:K10806	elu:UM146_10805
ko:K03832	elu:UM146_10810
ko:K09780	elu:UM146_10815
ko:K10716	elu:UM146_10820
ko:K06131	elu:UM146_10825
ko:K09901	elu:UM146_10830
ko:K15581	elu:UM146_10850
ko:K15580	elu:UM146_10855
ko:K04072	elu:UM146_10870
ko:K00963	elu:UM146_10890
ko:K07001	elu:UM146_10900
ko:K09858	elu:UM146_10905
ko:K01433	elu:UM146_10910
ko:K00373	elu:UM146_10925
ko:K00371	elu:UM146_10930
ko:K00370	elu:UM146_10935
ko:K02575	elu:UM146_10940
ko:K07673	elu:UM146_10945
ko:K01425	elu:UM146_14920
ko:K09973	elu:UM146_14940
ko:K08223	elu:UM146_14965
ko:K00892	elu:UM146_14975
ko:K01772	elu:UM146_14985
ko:K04079	elu:UM146_14995
ko:K06187	elu:UM146_15000
ko:K09747	elu:UM146_15005
ko:K02343	elu:UM146_15010
ko:K00759	elu:UM146_15015
ko:K09790	elu:UM146_15020
ko:K05802	elu:UM146_15035
ko:K03577	elu:UM146_15040
ko:K07443	elu:UM146_15085
ko:K09914	elu:UM146_15090
ko:K10805	elu:UM146_15095
ko:K03320	elu:UM146_15100
ko:K04752	elu:UM146_15105
ko:K05800	elu:UM146_15120
ko:K11938	elu:UM146_15125
ko:K06920	elu:UM146_15135
ko:K12500	elu:UM146_15140
ko:K02237	elu:UM146_15145
ko:K03770	elu:UM146_15150
ko:K03530	elu:UM146_15155
ko:K01338	elu:UM146_15160
ko:K03544	elu:UM146_15165
ko:K01358	elu:UM146_15170
ko:K06871	elu:UM146_19125
ko:K02498	elu:UM146_19135
ko:K02496	elu:UM146_19140
ko:K01749	elu:UM146_19150
ko:K05851	elu:UM146_19155
ko:K06202	elu:UM146_19160
ko:K01778	elu:UM146_19180
ko:K09921	elu:UM146_19185
ko:K03733	elu:UM146_19190
ko:K03657	elu:UM146_19200
ko:K03284	elu:UM146_19215
ko:K05786	elu:UM146_19230
ko:K01058	elu:UM146_19240
ko:K03654	elu:UM146_19245
ko:K05835	elu:UM146_19250
ko:K05834	elu:UM146_19255
ko:K03576	elu:UM146_19275
ko:K00549	elu:UM146_19280
ko:K08094	elu:UM146_19310
ko:K00615	elu:UM146_19320
ko:K00926	elu:UM146_19350
ko:K01061	elu:UM146_19380
ko:K00163	elu:UM146_23375
ko:K00627	elu:UM146_23380
ko:K00382	elu:UM146_23385
ko:K01682	elu:UM146_23395
ko:K09910	elu:UM146_23400
ko:K01611	elu:UM146_23405
ko:K00797	elu:UM146_23410
ko:K14588	elu:UM146_23420
ko:K00117	elu:UM146_23425
ko:K00760	elu:UM146_23430
ko:K01673	elu:UM146_23435
ko:K01579	elu:UM146_23460
ko:K01918	elu:UM146_23470
ko:K00606	elu:UM146_23475
ko:K00950	elu:UM146_23515
ko:K01894	elu:UM146_23525
ko:K06204	elu:UM146_23530
ko:K06206	elu:UM146_23535
ko:K01975	elu:UM146_23540
ko:K03579	elu:UM146_23545
ko:K05365	elu:UM146_23555
ko:K02013	elu:UM146_23570
ko:K02016	elu:UM146_23575
ko:K02015	elu:UM146_23580
ko:K01845	elu:UM146_23585
ko:K03281	elu:UM146_23590
ko:K15724	elu:UM146_23595
ko:K01129	elu:UM146_23615
ko:K01175	elu:UM146_14125
ko:K06958	elu:UM146_00355
ko:K05808	elu:UM146_00365
ko:K03092	elu:UM146_00370
ko:K06861	elu:UM146_00375
ko:K09774	elu:UM146_00380
ko:K11719	elu:UM146_00385
ko:K03270	elu:UM146_00390
ko:K06041	elu:UM146_00395
ko:K07301	elu:UM146_00400
ko:K02065	elu:UM146_00405
ko:K02066	elu:UM146_00410
ko:K07323	elu:UM146_00420
ko:K07122	elu:UM146_00425
ko:K00790	elu:UM146_00435
ko:K02523	elu:UM146_00445
ko:K02888	elu:UM146_00450
ko:K02899	elu:UM146_00455
ko:K03979	elu:UM146_00465
ko:K07259	elu:UM146_00470
ko:K03624	elu:UM146_00475
ko:K07574	elu:UM146_00480
ko:K03798	elu:UM146_00490
ko:K00796	elu:UM146_00495
ko:K03431	elu:UM146_00500
ko:K03075	elu:UM146_00505
ko:K01940	elu:UM146_00515
ko:K09748	elu:UM146_00520
ko:K02600	elu:UM146_00525
ko:K02519	elu:UM146_00530
ko:K02834	elu:UM146_00535
ko:K02956	elu:UM146_00545
ko:K00962	elu:UM146_00550
ko:K05803	elu:UM146_00555
ko:K05592	elu:UM146_00560
ko:K03835	elu:UM146_00565
ko:K08303	elu:UM146_00580
ko:K03824	elu:UM146_00590
ko:K07461	elu:UM146_00595
ko:K09979	elu:UM146_00600
ko:K05520	elu:UM146_00605
ko:K14261	elu:UM146_04705
ko:K12974	elu:UM146_04710
ko:K07088	elu:UM146_04740
ko:K07679	elu:UM146_04750
ko:K07690	elu:UM146_04755
ko:K07797	elu:UM146_04760
ko:K07786	elu:UM146_04765
ko:K01753	elu:UM146_04770
ko:K13629	elu:UM146_04775
ko:K14155	elu:UM146_09045
ko:K01195	elu:UM146_09070
ko:K01809	elu:UM146_09090
ko:K01676	elu:UM146_09095
ko:K07661	elu:UM146_09120
ko:K13938	elu:UM146_09135
ko:K03758	elu:UM146_09140
ko:K00324	elu:UM146_09150
ko:K00325	elu:UM146_09155
ko:K11744	elu:UM146_09160
ko:K11743	elu:UM146_09165
ko:K11742	elu:UM146_09170
ko:K04775	elu:UM146_09175
ko:K08224	elu:UM146_09185
ko:K15545	elu:UM146_09195
ko:K01935	elu:UM146_09200
ko:K03281	elu:UM146_09205
ko:K07311	elu:UM146_09220
ko:K07310	elu:UM146_09225
ko:K09771	elu:UM146_09260
ko:K08323	elu:UM146_09265
ko:K08322	elu:UM146_09270
ko:K01284	elu:UM146_09300
ko:K15268	elu:UM146_09325
ko:K11075	elu:UM146_13370
ko:K11076	elu:UM146_13375
ko:K11073	elu:UM146_13380
ko:K07085	elu:UM146_13415
ko:K08160	elu:UM146_13440
ko:K11534	elu:UM146_13450
ko:K14441	elu:UM146_13475
ko:K13891	elu:UM146_13490
ko:K13890	elu:UM146_13495
ko:K13889	elu:UM146_13500
ko:K13892	elu:UM146_13505
ko:K13051	elu:UM146_13510
ko:K03750	elu:UM146_13515
ko:K04069	elu:UM146_13530
ko:K00656	elu:UM146_13535
ko:K11924	elu:UM146_13560
ko:K11934	elu:UM146_13575
ko:K11939	elu:UM146_13580
ko:K04047	elu:UM146_13585
ko:K10036	elu:UM146_13590
ko:K10037	elu:UM146_13595
ko:K13650	elu:UM146_13615
ko:K10824	elu:UM146_17525
ko:K07722	elu:UM146_17530
ko:K02773	elu:UM146_17545
ko:K02774	elu:UM146_17550
ko:K13926	elu:UM146_17580
ko:K01993	elu:UM146_17585
ko:K07007	elu:UM146_17595
ko:K06144	elu:UM146_17605
ko:K03305	elu:UM146_17615
ko:K15984	elu:UM146_17620
ko:K01414	elu:UM146_17625
ko:K07115	elu:UM146_17630
ko:K07285	elu:UM146_17645
ko:K07225	elu:UM146_17655
ko:K02016	elu:UM146_17665
ko:K02015	elu:UM146_17685
ko:K02013	elu:UM146_17690
ko:K07507	elu:UM146_17695
ko:K00428	elu:UM146_17745
ko:K01194	elu:UM146_17750
ko:K07058	elu:UM146_17765
ko:K07290	elu:UM146_17775
ko:K00874	elu:UM146_17785
ko:K07345	elu:UM146_21745
ko:K15977	elu:UM146_21755
ko:K11003	elu:UM146_21835
ko:K11004	elu:UM146_21840
ko:K15125	elu:UM146_21955
ko:K01753	elu:UM146_21995
ko:K13629	elu:UM146_22000
ko:K02970	elu:UM146_00975
ko:K11106	elu:UM146_00985
ko:K03780	elu:UM146_00990
ko:K08591	elu:UM146_01005
ko:K01633	elu:UM146_01010
ko:K06153	elu:UM146_01015
ko:K07184	elu:UM146_01025
ko:K00982	elu:UM146_01035
ko:K03272	elu:UM146_01040
ko:K07238	elu:UM146_01095
ko:K03611	elu:UM146_01105
ko:K03673	elu:UM146_01110
ko:K10016	elu:UM146_05270
ko:K10015	elu:UM146_05275
ko:K10017	elu:UM146_05280
ko:K07071	elu:UM146_05290
ko:K07589	elu:UM146_05295
ko:K07095	elu:UM146_05310
ko:K13788	elu:UM146_05325
ko:K00925	elu:UM146_05330
ko:K09899	elu:UM146_05340
ko:K09161	elu:UM146_05345
ko:K14260	elu:UM146_05365
ko:K00330	elu:UM146_05375
ko:K00331	elu:UM146_05380
ko:K13378	elu:UM146_05385
ko:K00334	elu:UM146_05390
ko:K00337	elu:UM146_05405
ko:K00338	elu:UM146_05410
ko:K00339	elu:UM146_05415
ko:K00340	elu:UM146_05420
ko:K00341	elu:UM146_05425
ko:K00342	elu:UM146_05430
ko:K00343	elu:UM146_05435
ko:K05594	elu:UM146_05465
ko:K02551	elu:UM146_05475
ko:K01661	elu:UM146_05485
ko:K01911	elu:UM146_05495
ko:K12963	elu:UM146_05505
ko:K12962	elu:UM146_05510
ko:K07264	elu:UM146_05515
ko:K13014	elu:UM146_05520
ko:K13243	elu:UM146_09615
ko:K02972	elu:UM146_09630
ko:K08349	elu:UM146_09660
ko:K02575	elu:UM146_09680
ko:K00675	elu:UM146_09710
ko:K11208	elu:UM146_09755
ko:K11738	elu:UM146_09765
ko:K03823	elu:UM146_09785
ko:K09936	elu:UM146_09790
ko:K00137	elu:UM146_09805
ko:K02053	elu:UM146_09810
ko:K08303	elu:UM146_09840
ko:K03304	elu:UM146_09870
ko:K03817	elu:UM146_09880
ko:K03811	elu:UM146_13900
ko:K03517	elu:UM146_13905
ko:K03640	elu:UM146_13920
ko:K03641	elu:UM146_13925
ko:K03562	elu:UM146_13940
ko:K07107	elu:UM146_13945
ko:K00426	elu:UM146_13960
ko:K00425	elu:UM146_13965
ko:K01902	elu:UM146_13980
ko:K01903	elu:UM146_13985
ko:K00658	elu:UM146_13990
ko:K00164	elu:UM146_13995
ko:K00240	elu:UM146_14000
ko:K00239	elu:UM146_14005
ko:K00242	elu:UM146_14010
ko:K01647	elu:UM146_14020
ko:K07160	elu:UM146_14040
ko:K03305	elu:UM146_14060
ko:K01669	elu:UM146_14065
ko:K01546	elu:UM146_14080
ko:K01547	elu:UM146_14085
ko:K01548	elu:UM146_14090
ko:K07646	elu:UM146_14095
ko:K07667	elu:UM146_14100
ko:K01581	elu:UM146_14105
ko:K03645	elu:UM146_14120
ko:K03839	elu:UM146_14135
ko:K00880	elu:UM146_18080
ko:K00138	elu:UM146_18100
ko:K13954	elu:UM146_18110
ko:K03833	elu:UM146_18115
ko:K01042	elu:UM146_18120
ko:K00009	elu:UM146_18145
ko:K02562	elu:UM146_18150
ko:K14762	elu:UM146_18160
ko:K00427	elu:UM146_18180
ko:K14348	elu:UM146_18185
ko:K03216	elu:UM146_18195
ko:K00640	elu:UM146_18200
ko:K00057	elu:UM146_18205
ko:K03071	elu:UM146_18210
ko:K15633	elu:UM146_18225
ko:K09798	elu:UM146_18235
ko:K00060	elu:UM146_18245
ko:K03274	elu:UM146_18255
ko:K02841	elu:UM146_18265
ko:K02847	elu:UM146_18270
ko:K02850	elu:UM146_18290
ko:K02848	elu:UM146_18305
ko:K02844	elu:UM146_18310
ko:K02527	elu:UM146_18320
ko:K00954	elu:UM146_18325
ko:K05879	elu:UM146_22320
ko:K05878	elu:UM146_22325
ko:K00005	elu:UM146_22330
ko:K01608	elu:UM146_22370
ko:K03315	elu:UM146_22385
ko:K01305	elu:UM146_22400
ko:K07559	elu:UM146_22415
ko:K01154	elu:UM146_22475
ko:K03427	elu:UM146_22480
ko:K01153	elu:UM146_22485
ko:K02317	elu:UM146_22565
ko:K01684	elu:UM146_18650
ko:K01631	elu:UM146_18655
ko:K00883	elu:UM146_18660
ko:K02470	elu:UM146_18685
ko:K03629	elu:UM146_18690
ko:K02338	elu:UM146_18695
ko:K02313	elu:UM146_18700
ko:K02914	elu:UM146_18705
ko:K03536	elu:UM146_18710
ko:K08998	elu:UM146_18715
ko:K03217	elu:UM146_18720
ko:K03650	elu:UM146_18725
ko:K01667	elu:UM146_18730
ko:K03836	elu:UM146_18735
ko:K08163	elu:UM146_18740
ko:K06901	elu:UM146_18760
ko:K10124	elu:UM146_18790
ko:K01223	elu:UM146_18795
ko:K02039	elu:UM146_18810
ko:K02036	elu:UM146_18815
ko:K02038	elu:UM146_18820
ko:K02037	elu:UM146_18825
ko:K02040	elu:UM146_18830
ko:K00820	elu:UM146_18835
ko:K04042	elu:UM146_18840
ko:K02114	elu:UM146_18845
ko:K02112	elu:UM146_18850
ko:K02115	elu:UM146_18855
ko:K02111	elu:UM146_18860
ko:K02113	elu:UM146_18865
ko:K02109	elu:UM146_18870
ko:K03686	elu:UM146_22850
ko:K03313	elu:UM146_22875
ko:K03717	elu:UM146_22880
ko:K02968	elu:UM146_22885
ko:K11753	elu:UM146_22895
ko:K01870	elu:UM146_22900
ko:K03101	elu:UM146_22905
ko:K03774	elu:UM146_22910
ko:K03527	elu:UM146_22915
ko:K12700	elu:UM146_22920
ko:K00215	elu:UM146_22930
ko:K01956	elu:UM146_22935
ko:K01955	elu:UM146_22940
ko:K08277	elu:UM146_22950
ko:K02182	elu:UM146_22965
ko:K08298	elu:UM146_22970
ko:K08297	elu:UM146_22975
ko:K05245	elu:UM146_22980
ko:K03521	elu:UM146_22985
ko:K03522	elu:UM146_22990
ko:K00313	elu:UM146_22995
ko:K08368	elu:UM146_23005
ko:K11746	elu:UM146_23010
ko:K06195	elu:UM146_23045
ko:K02528	elu:UM146_23050
ko:K00097	elu:UM146_23055
ko:K03771	elu:UM146_23060
ko:K04744	elu:UM146_23065
ko:K05801	elu:UM146_23070
ko:K03580	elu:UM146_23080
ko:K02336	elu:UM146_23085
ko:K01804	elu:UM146_23095
ko:K10108	elu:UM146_20285
ko:K16052	elu:UM146_10120
ko:K14228	elu:UM146_t23977
ko:K14237	elu:UM146_t23847
ko:K14237	elu:UM146_t23849
ko:K14237	elu:UM146_t23851
ko:K14228	elu:UM146_t23877
ko:K14227	elu:UM146_t23933
ko:K14227	elu:UM146_t23963
ko:K14227	elu:UM146_t23985
ko:K00104	elu:UM146_01500
ko:K14234	elu:UM146_t23941
ko:K03111	elu:UM146_20480
ko:K14225	elu:UM146_t23937
ko:K14237	elu:UM146_t23881
ko:K14237	elu:UM146_t23879
ko:K14230	elu:UM146_t23887
ko:K14222	elu:UM146_t23875
ko:K16087	elu:UM146_24586
ko:K16087	elu:UM146_17660
ko:K14225	elu:UM146_t23873
ko:K14225	elu:UM146_t23975
ko:K14225	elu:UM146_t23971
ko:K14225	elu:UM146_t23973
ko:K14233	elu:UM146_t23893
ko:K14233	elu:UM146_t23899
ko:K14230	elu:UM146_t23905
ko:K14230	elu:UM146_t23913
ko:K16087	elu:UM146_07025
ko:K14223	elu:UM146_t23915
ko:K14223	elu:UM146_t23917
ko:K14234	elu:UM146_t23923
ko:K14234	elu:UM146_t23925
ko:K14221	elu:UM146_t23927
ko:K14221	elu:UM146_t23951
ko:K14221	elu:UM146_t23929
ko:K01985	elu:UM146_r23993
ko:K01985	elu:UM146_r23995
ko:K01985	elu:UM146_r24003
ko:K01985	elu:UM146_r23989
ko:K01985	elu:UM146_r24001
ko:K01985	elu:UM146_r23999
ko:K01985	elu:UM146_r23997
ko:K01985	elu:UM146_r23991
ko:K14218	elu:UM146_t23931
ko:K14218	elu:UM146_t23965
ko:K14218	elu:UM146_t23987
ko:K07279	elu:UM146_05640
ko:K20037	elu:UM146_22040
ko:K07645	elu:UM146_01215
ko:K04065	elu:UM146_22630
ko:K10109	elu:UM146_20280
ko:K10110	elu:UM146_20275
ko:K16053	elu:UM146_14630
ko:K14223	elu:UM146_t23909
ko:K14223	elu:UM146_t23911
ko:K14228	elu:UM146_t23959
ko:K14228	elu:UM146_t23983
ko:K14228	elu:UM146_t23979
ko:K14228	elu:UM146_t23981
ko:K07347	elu:UM146_06245
ko:K07666	elu:UM146_01220
ko:K14232	elu:UM146_t23961
ko:K16076	elu:UM146_07520
ko:K16076	elu:UM146_11470
ko:K14233	elu:UM146_t23871
ko:K07347	elu:UM146_12345
ko:K10013	elu:UM146_05260
ko:K16066	elu:UM146_09295
ko:K16074	elu:UM146_10065
ko:K14235	elu:UM146_t23953
ko:K11072	elu:UM146_11690
ko:K11071	elu:UM146_11695
ko:K11069	elu:UM146_11705
ko:K06889	elu:UM146_15850
ko:K08314	elu:UM146_19990
ko:K13641	elu:UM146_20150
ko:K00548	elu:UM146_20155
ko:K02782	elu:UM146_03075
ko:K02783	elu:UM146_03075
ko:K02783	elu:UM146_03080
ko:K08305	elu:UM146_03085
ko:K03743	elu:UM146_03090
ko:K03647	elu:UM146_03210
ko:K00135	elu:UM146_03285
ko:K02414	elu:UM146_07470
ko:K06910	elu:UM146_07510
ko:K01176	elu:UM146_07545
ko:K02619	elu:UM146_11845
ko:K00059	elu:UM146_11860
ko:K06179	elu:UM146_11895
ko:K03810	elu:UM146_11990
ko:K00769	elu:UM146_16025
ko:K03830	elu:UM146_16045
ko:K07491	elu:UM146_16075
ko:K06445	elu:UM146_16100
ko:K06887	elu:UM146_16240
ko:K02342	elu:UM146_16250
ko:K03469	elu:UM146_16255
ko:K00068	elu:UM146_20215
ko:K02004	elu:UM146_24671
ko:K02004	elu:UM146_24676
ko:K00956	elu:UM146_02800
ko:K11929	elu:UM146_16010
ko:K01250	elu:UM146_14295
ko:K00575	elu:UM146_07730
ko:K06201	elu:UM146_07785
ko:K09815	elu:UM146_07865
ko:K08161	elu:UM146_12065
ko:K04477	elu:UM146_12155
ko:K07126	elu:UM146_12250
ko:K03747	elu:UM146_16330
ko:K03499	elu:UM146_16355
ko:K00016	elu:UM146_20445
ko:K03316	elu:UM146_20510
ko:K04018	elu:UM146_20575
ko:K07126	elu:UM146_20585
ko:K02033	elu:UM146_20605
ko:K00568	elu:UM146_05645
ko:K07346	elu:UM146_09520
ko:K07346	elu:UM146_17235
ko:K02806	elu:UM146_00360
ko:K02067	elu:UM146_00415
ko:K02427	elu:UM146_00485
ko:K03177	elu:UM146_00540
ko:K01577	elu:UM146_04735
ko:K13636	elu:UM146_04780
ko:K00076	elu:UM146_09060
ko:K01679	elu:UM146_09100
ko:K07312	elu:UM146_09215
ko:K00657	elu:UM146_09250
ko:K05844	elu:UM146_13390
ko:K07258	elu:UM146_13455
ko:K07757	elu:UM146_13540
ko:K02775	elu:UM146_17555
ko:K11189	elu:UM146_17565
ko:K06149	elu:UM146_17610
ko:K00383	elu:UM146_17635
ko:K07227	elu:UM146_17675
ko:K01580	elu:UM146_17740
ko:K10530	elu:UM146_21760
ko:K07771	elu:UM146_20800
ko:K07345	elu:UM146_12360
ko:K07351	elu:UM146_12355
ko:K07675	elu:UM146_18550
ko:K03803	elu:UM146_03870
ko:K11392	elu:UM146_07990
ko:K02795	elu:UM146_08080
ko:K02793	elu:UM146_08085
ko:K02794	elu:UM146_08085
ko:K07017	elu:UM146_12310
ko:K02450	elu:UM146_16525
ko:K02454	elu:UM146_16540
ko:K00867	elu:UM146_16615
ko:K07709	elu:UM146_16650
ko:K03148	elu:UM146_16705
ko:K04750	elu:UM146_20770
ko:K07792	elu:UM146_20850
ko:K03757	elu:UM146_20900
ko:K12961	elu:UM146_00625
ko:K02744	elu:UM146_00680
ko:K02745	elu:UM146_00695
ko:K07393	elu:UM146_00805
ko:K01782	elu:UM146_05110
ko:K00647	elu:UM146_05195
ko:K05595	elu:UM146_09375
ko:K00598	elu:UM146_09420
ko:K07263	elu:UM146_09585
ko:K01580	elu:UM146_09595
ko:K07027	elu:UM146_13705
ko:K03635	elu:UM146_13720
ko:K00652	elu:UM146_13770
ko:K06910	elu:UM146_13785
ko:K07404	elu:UM146_13820
ko:K02017	elu:UM146_13830
ko:K01784	elu:UM146_13860
ko:K01785	elu:UM146_13875
ko:K00854	elu:UM146_17990
ko:K03796	elu:UM146_18020
ko:K01176	elu:UM146_18025
ko:K13637	elu:UM146_22305
ko:K02056	elu:UM146_03985
ko:K06889	elu:UM146_04030
ko:K01092	elu:UM146_04035
ko:K04488	elu:UM146_04055
ko:K13628	elu:UM146_04060
ko:K01011	elu:UM146_04095
ko:K00088	elu:UM146_04180
ko:K07305	elu:UM146_08255
ko:K01424	elu:UM146_08310
ko:K01916	elu:UM146_08450
