ko:K11720	sys:SYNPCCN_2878
ko:K14228	sys:SYNPCCN_t0042
ko:K14237	sys:SYNPCCN_t0043
ko:K01485	sys:SYNPCCN_0952
ko:K16786	sys:SYNPCCN_1196
ko:K11331	sys:SYNPCCN_2736
ko:K16915	sys:SYNPCCN_2420
ko:K11328	sys:SYNPCCN_2732
ko:K11991	sys:SYNPCCN_1187
ko:K04035	sys:SYNPCCN_0005
ko:K00218	sys:SYNPCCN_2616
ko:K03559	sys:SYNPCCN_0025
ko:K03559	sys:SYNPCCN_2625
ko:K03559	sys:SYNPCCN_0383
ko:K14228	sys:SYNPCCN_t0008
ko:K02303	sys:SYNPCCN_2429
ko:K02006	sys:SYNPCCN_2417
ko:K16881	sys:SYNPCCN_2991
ko:K04035	sys:SYNPCCN_1644
ko:K11327	sys:SYNPCCN_2734
ko:K11330	sys:SYNPCCN_2733
ko:K11356	sys:SYNPCCN_1621
ko:K14606	sys:SYNPCCN_2800
ko:K08698	sys:SYNPCCN_0197
ko:K05586	sys:SYNPCCN_1522
ko:K00367	sys:SYNPCCN_0913
ko:K06596	sys:SYNPCCN_2057
ko:K02636	sys:SYNPCCN_1687
ko:K02636	sys:SYNPCCN_1053
ko:K02636	sys:SYNPCCN_3125
ko:K11520	sys:SYNPCCN_2394
ko:K11354	sys:SYNPCCN_2342
ko:K11355	sys:SYNPCCN_2343
ko:K11720	sys:SYNPCCN_1031
ko:K00988	sys:SYNPCCN_2860
ko:K17062	sys:SYNPCCN_1009
ko:K17063	sys:SYNPCCN_1192
ko:K17246	sys:SYNPCCN_1336
ko:K17108	sys:SYNPCCN_1087
ko:K17245	sys:SYNPCCN_0808
ko:K01537	sys:SYNPCCN_2779
ko:K01992	sys:SYNPCCN_1774
ko:K01992	sys:SYNPCCN_3169
ko:K01990	sys:SYNPCCN_0050
ko:K01990	sys:SYNPCCN_0784
ko:K01990	sys:SYNPCCN_2275
ko:K17244	sys:SYNPCCN_0780
ko:K00951	sys:SYNPCCN_1502
ko:K17218	sys:SYNPCCN_1021
ko:K07024	sys:SYNPCCN_1844
ko:K01537	sys:SYNPCCN_1562
ko:K01992	sys:SYNPCCN_2189
ko:K01992	sys:SYNPCCN_2163
ko:K01990	sys:SYNPCCN_2606
ko:K01990	sys:SYNPCCN_2164
ko:K00104	sys:SYNPCCN_2290
ko:K11527	sys:SYNPCCN_1509
ko:K10112	sys:SYNPCCN_0933
ko:K10112	sys:SYNPCCN_3033
ko:K17836	sys:SYNPCCN_2695
ko:K02027	sys:SYNPCCN_1083
ko:K03292	sys:SYNPCCN_1681
ko:K00226	sys:SYNPCCN_2806
ko:K08700	sys:SYNPCCN_2287
ko:K00971	sys:SYNPCCN_1685
ko:K02055	sys:SYNPCCN_1958
ko:K00290	sys:SYNPCCN_2299
ko:K12574	sys:SYNPCCN_2906
ko:K00254	sys:SYNPCCN_2921
ko:K07494	sys:SYNPCCN_1324
ko:K07494	sys:SYNPCCN_1404
ko:K07494	sys:SYNPCCN_1575
ko:K07494	sys:SYNPCCN_1732
ko:K07494	sys:SYNPCCN_2025
ko:K07494	sys:SYNPCCN_2260
ko:K07494	sys:SYNPCCN_2777
ko:K01658	sys:SYNPCCN_2314
ko:K17758	sys:SYNPCCN_1735
ko:K17759	sys:SYNPCCN_1735
ko:K17838	sys:SYNPCCN_2724
ko:K07263	sys:SYNPCCN_1513
ko:K01791	sys:SYNPCCN_2662
ko:K00128	sys:SYNPCCN_2600
ko:K04749	sys:SYNPCCN_1076
ko:K07814	sys:SYNPCCN_1417
ko:K18007	sys:SYNPCCN_1518
ko:K13010	sys:SYNPCCN_1474
ko:K07494	sys:SYNPCCN_1459
ko:K07492	sys:SYNPCCN_1255
ko:K07492	sys:SYNPCCN_2787
ko:K07492	sys:SYNPCCN_2771
ko:K07492	sys:SYNPCCN_2775
ko:K13010	sys:SYNPCCN_0333
ko:K07814	sys:SYNPCCN_1195
ko:K07222	sys:SYNPCCN_2754
ko:K01286	sys:SYNPCCN_2002
ko:K00091	sys:SYNPCCN_0663
ko:K00436	sys:SYNPCCN_1515
ko:K06921	sys:SYNPCCN_1245
ko:K01768	sys:SYNPCCN_0393
ko:K18235	sys:SYNPCCN_2091
ko:K18234	sys:SYNPCCN_1603
ko:K11955	sys:SYNPCCN_1339
ko:K03969	sys:SYNPCCN_3128
ko:K05568	sys:SYNPCCN_0678
ko:K06196	sys:SYNPCCN_2370
ko:K02456	sys:SYNPCCN_2950
ko:K07260	sys:SYNPCCN_2832
ko:K11326	sys:SYNPCCN_2735
ko:K07494	sys:SYNPCCN_1711
ko:K07494	sys:SYNPCCN_1710
ko:K07492	sys:SYNPCCN_0879
ko:K07492	sys:SYNPCCN_1152
ko:K07492	sys:SYNPCCN_1254
ko:K07492	sys:SYNPCCN_1343
ko:K07492	sys:SYNPCCN_1366
ko:K07492	sys:SYNPCCN_1523
ko:K07492	sys:SYNPCCN_2000
ko:K07492	sys:SYNPCCN_2016
ko:K07492	sys:SYNPCCN_2103
ko:K07492	sys:SYNPCCN_2104
ko:K07494	sys:SYNPCCN_0550
ko:K03742	sys:SYNPCCN_2442
ko:K03462	sys:SYNPCCN_2729
ko:K01437	sys:SYNPCCN_0662
ko:K00681	sys:SYNPCCN_1694
ko:K18534	sys:SYNPCCN_1912
ko:K00241	sys:SYNPCCN_2455
ko:K18678	sys:SYNPCCN_3061
ko:K05946	sys:SYNPCCN_1696
ko:K18828	sys:SYNPCCN_0436
ko:K18910	sys:SYNPCCN_1068
ko:K18829	sys:SYNPCCN_0437
ko:K18814	sys:SYNPCCN_1448
ko:K03789	sys:SYNPCCN_2208
ko:K05366	sys:SYNPCCN_2242
ko:K07171	sys:SYNPCCN_0953
ko:K07171	sys:SYNPCCN_0338
ko:K18829	sys:SYNPCCN_2366
ko:K07389	sys:SYNPCCN_3058
ko:K07480	sys:SYNPCCN_1413
ko:K07480	sys:SYNPCCN_0598
ko:K09932	sys:SYNPCCN_2334
ko:K07480	sys:SYNPCCN_0786
ko:K11811	sys:SYNPCCN_1831
ko:K03496	sys:SYNPCCN_2684
ko:K03502	sys:SYNPCCN_2731
ko:K03111	sys:SYNPCCN_2884
ko:K03496	sys:SYNPCCN_2887
ko:K07480	sys:SYNPCCN_1256
ko:K09797	sys:SYNPCCN_1275
ko:K11521	sys:SYNPCCN_0869
ko:K01665	sys:SYNPCCN_1640
ko:K03668	sys:SYNPCCN_2562
ko:K07495	sys:SYNPCCN_1579
ko:K02663	sys:SYNPCCN_1700
ko:K18979	sys:SYNPCCN_0991
ko:K19032	sys:SYNPCCN_2509
ko:K02664	sys:SYNPCCN_1701
ko:K16149	sys:SYNPCCN_3035
ko:K19155	sys:SYNPCCN_0094
ko:K19156	sys:SYNPCCN_0093
ko:K19221	sys:SYNPCCN_1359
ko:K19159	sys:SYNPCCN_1900
ko:K01046	sys:SYNPCCN_0828
ko:K00002	sys:SYNPCCN_1827
ko:K08678	sys:SYNPCCN_1535
ko:K01710	sys:SYNPCCN_2554
ko:K19159	sys:SYNPCCN_1464
ko:K19159	sys:SYNPCCN_1890
ko:K05978	sys:SYNPCCN_3032
ko:K01621	sys:SYNPCCN_3100
ko:K00020	sys:SYNPCCN_2267
ko:K19302	sys:SYNPCCN_2523
ko:K09690	sys:SYNPCCN_3143
ko:K07495	sys:SYNPCCN_0523
ko:K03722	sys:SYNPCCN_0041
ko:K07496	sys:SYNPCCN_1293
ko:K07497	sys:SYNPCCN_1458
ko:K07492	sys:SYNPCCN_2747
ko:K07493	sys:SYNPCCN_2772
ko:K07494	sys:SYNPCCN_0351
ko:K07494	sys:SYNPCCN_3110
ko:K07494	sys:SYNPCCN_0389
ko:K07494	sys:SYNPCCN_3029
ko:K07494	sys:SYNPCCN_3028
ko:K07494	sys:SYNPCCN_2268
ko:K07494	sys:SYNPCCN_2776
ko:K07494	sys:SYNPCCN_2294
ko:K07494	sys:SYNPCCN_2197
ko:K07494	sys:SYNPCCN_1753
ko:K07494	sys:SYNPCCN_1559
ko:K07494	sys:SYNPCCN_1558
ko:K07494	sys:SYNPCCN_1472
ko:K07494	sys:SYNPCCN_1220
ko:K07494	sys:SYNPCCN_0996
ko:K07492	sys:SYNPCCN_0435
ko:K07492	sys:SYNPCCN_0471
ko:K07492	sys:SYNPCCN_0472
ko:K07492	sys:SYNPCCN_0787
ko:K07492	sys:SYNPCCN_0788
ko:K07492	sys:SYNPCCN_2623
ko:K07492	sys:SYNPCCN_2194
ko:K07492	sys:SYNPCCN_2228
ko:K02031	sys:SYNPCCN_0671
ko:K02032	sys:SYNPCCN_0671
ko:K07494	sys:SYNPCCN_0109
ko:K07492	sys:SYNPCCN_1999
ko:K07495	sys:SYNPCCN_1796
ko:K07013	sys:SYNPCCN_1971
ko:K07492	sys:SYNPCCN_2015
ko:K07492	sys:SYNPCCN_2746
ko:K07066	sys:SYNPCCN_2801
ko:K07494	sys:SYNPCCN_0042
ko:K05275	sys:SYNPCCN_1428
ko:K15669	sys:SYNPCCN_2221
ko:K09690	sys:SYNPCCN_0320
ko:K09691	sys:SYNPCCN_0324
ko:K09690	sys:SYNPCCN_1465
ko:K09691	sys:SYNPCCN_1466
ko:K19707	sys:SYNPCCN_2298
ko:K20024	sys:SYNPCCN_1680
ko:K05770	sys:SYNPCCN_2033
ko:K20074	sys:SYNPCCN_1094
ko:K12132	sys:SYNPCCN_0660
ko:K20207	sys:SYNPCCN_1768
ko:K20207	sys:SYNPCCN_1304
ko:K00507	sys:SYNPCCN_2536
ko:K09691	sys:SYNPCCN_3142
ko:K20534	sys:SYNPCCN_2869
ko:K18889	sys:SYNPCCN_2648
ko:K20534	sys:SYNPCCN_2036
ko:K18890	sys:SYNPCCN_0731
ko:K07242	sys:SYNPCCN_0682
ko:K01179	sys:SYNPCCN_2482
ko:K01214	sys:SYNPCCN_0122
ko:K01214	sys:SYNPCCN_1077
ko:K01208	sys:SYNPCCN_1232
ko:K02487	sys:SYNPCCN_0623
ko:K02487	sys:SYNPCCN_2576
ko:K21071	sys:SYNPCCN_0269
ko:K01768	sys:SYNPCCN_1249
ko:K01768	sys:SYNPCCN_1303
ko:K00525	sys:SYNPCCN_1758
ko:K21071	sys:SYNPCCN_2805
ko:K00821	sys:SYNPCCN_0584
ko:K21231	sys:SYNPCCN_2001
ko:K02703	sys:SYNPCCN_3121
ko:K03553	sys:SYNPCCN_3149
ko:K00526	sys:SYNPCCN_3144
ko:K06217	sys:SYNPCCN_0540
ko:K06223	sys:SYNPCCN_1151
ko:K02706	sys:SYNPCCN_1223
ko:K02703	sys:SYNPCCN_0008
ko:K03676	sys:SYNPCCN_0957
ko:K02715	sys:SYNPCCN_1055
ko:K02316	sys:SYNPCCN_1653
ko:K02703	sys:SYNPCCN_1654
ko:K07313	sys:SYNPCCN_1661
ko:K03546	sys:SYNPCCN_0456
ko:K03465	sys:SYNPCCN_0498
ko:K02706	sys:SYNPCCN_2886
ko:K03676	sys:SYNPCCN_2995
ko:K06223	sys:SYNPCCN_3045
ko:K00558	sys:SYNPCCN_2244
ko:K02638	sys:SYNPCCN_2261
ko:K02314	sys:SYNPCCN_2552
ko:K05371	sys:SYNPCCN_2689
ko:K13522	sys:SYNPCCN_2728
ko:K21147	sys:SYNPCCN_1863
ko:K02022	sys:SYNPCCN_1688
ko:K03636	sys:SYNPCCN_1560
ko:K01090	sys:SYNPCCN_0195
ko:K11527	sys:SYNPCCN_1421
ko:K11527	sys:SYNPCCN_1308
ko:K11527	sys:SYNPCCN_1415
ko:K11527	sys:SYNPCCN_1416
ko:K11527	sys:SYNPCCN_1510
ko:K02335	sys:SYNPCCN_2783
ko:K14333	sys:SYNPCCN_2654
ko:K22044	sys:SYNPCCN_0599
ko:K21480	sys:SYNPCCN_0288
ko:K21480	sys:SYNPCCN_1643
ko:K21430	sys:SYNPCCN_0445
ko:K21563	sys:SYNPCCN_3088
ko:K10026	sys:SYNPCCN_1135
ko:K10914	sys:SYNPCCN_1684
ko:K21703	sys:SYNPCCN_1347
ko:K21600	sys:SYNPCCN_2087
ko:K21561	sys:SYNPCCN_1434
ko:K10914	sys:SYNPCCN_0685
ko:K21703	sys:SYNPCCN_2837
ko:K13638	sys:SYNPCCN_2768
ko:K03741	sys:SYNPCCN_1832
ko:K22044	sys:SYNPCCN_2804
ko:K21903	sys:SYNPCCN_2741
ko:K22044	sys:SYNPCCN_0174
ko:K03595	sys:SYNPCCN_2056
ko:K08994	sys:SYNPCCN_0367
ko:K02257	sys:SYNPCCN_1605
ko:K03181	sys:SYNPCCN_0776
ko:K22305	sys:SYNPCCN_0073
ko:K02226	sys:SYNPCCN_0919
ko:K01551	sys:SYNPCCN_2582
ko:K11206	sys:SYNPCCN_2405
ko:K00728	sys:SYNPCCN_0459
ko:K01007	sys:SYNPCCN_2703
