ko:K02345	ypq:DJ40_564
ko:K10026	ypq:DJ40_1616
ko:K01689	ypq:DJ40_1618
ko:K01937	ypq:DJ40_1619
ko:K04765	ypq:DJ40_1620
ko:K00951	ypq:DJ40_1621
ko:K07678	ypq:DJ40_1622
ko:K01129	ypq:DJ40_1624
ko:K01243	ypq:DJ40_1625
ko:K06858	ypq:DJ40_1626
ko:K00297	ypq:DJ40_2063
ko:K07227	ypq:DJ40_2065
ko:K16087	ypq:DJ40_2068
ko:K07225	ypq:DJ40_2069
ko:K02016	ypq:DJ40_2070
ko:K02015	ypq:DJ40_2071
ko:K02013	ypq:DJ40_2072
ko:K01760	ypq:DJ40_2073
ko:K07112	ypq:DJ40_2077
ko:K03229	ypq:DJ40_2078
ko:K03228	ypq:DJ40_2079
ko:K03226	ypq:DJ40_2080
ko:K03225	ypq:DJ40_2081
ko:K03224	ypq:DJ40_2084
ko:K03230	ypq:DJ40_2085
ko:K00854	ypq:DJ40_2514
ko:K01805	ypq:DJ40_2515
ko:K10543	ypq:DJ40_2516
ko:K10545	ypq:DJ40_2517
ko:K10544	ypq:DJ40_2518
ko:K02529	ypq:DJ40_2519
ko:K03710	ypq:DJ40_407
ko:K09803	ypq:DJ40_418
ko:K07733	ypq:DJ40_1321
ko:K11751	ypq:DJ40_1339
ko:K08223	ypq:DJ40_1340
ko:K03455	ypq:DJ40_1341
ko:K00892	ypq:DJ40_1342
ko:K02344	ypq:DJ40_1799
ko:K00564	ypq:DJ40_1800
ko:K01051	ypq:DJ40_1806
ko:K02849	ypq:DJ40_1812
ko:K11216	ypq:DJ40_1813
ko:K11531	ypq:DJ40_1814
ko:K10558	ypq:DJ40_1815
ko:K10556	ypq:DJ40_1816
ko:K10557	ypq:DJ40_1817
ko:K10555	ypq:DJ40_1818
ko:K08321	ypq:DJ40_1819
ko:K11530	ypq:DJ40_1820
ko:K08483	ypq:DJ40_1822
ko:K11189	ypq:DJ40_1822
ko:K11201	ypq:DJ40_1822
ko:K11203	ypq:DJ40_1823
ko:K11202	ypq:DJ40_1824
ko:K11202	ypq:DJ40_1826
ko:K02013	ypq:DJ40_2530
ko:K02015	ypq:DJ40_2532
ko:K02015	ypq:DJ40_2533
ko:K02016	ypq:DJ40_2534
ko:K00759	ypq:DJ40_2537
ko:K01738	ypq:DJ40_2538
ko:K01712	ypq:DJ40_2539
ko:K01745	ypq:DJ40_2540
ko:K10112	ypq:DJ40_2975
ko:K02529	ypq:DJ40_2977
ko:K02027	ypq:DJ40_2978
ko:K02025	ypq:DJ40_2979
ko:K02026	ypq:DJ40_2980
ko:K05349	ypq:DJ40_2982
ko:K15547	ypq:DJ40_2984
ko:K15549	ypq:DJ40_2985
ko:K07396	ypq:DJ40_2995
ko:K04095	ypq:DJ40_2998
ko:K01586	ypq:DJ40_3434
ko:K02529	ypq:DJ40_3433
ko:K08351	ypq:DJ40_3435
ko:K05939	ypq:DJ40_3436
ko:K08227	ypq:DJ40_3437
ko:K03573	ypq:DJ40_3441
ko:K08311	ypq:DJ40_3442
ko:K08484	ypq:DJ40_3443
ko:K13292	ypq:DJ40_3444
ko:K02679	ypq:DJ40_3446
ko:K02680	ypq:DJ40_3447
ko:K02681	ypq:DJ40_3449
ko:K03583	ypq:DJ40_3450
ko:K01407	ypq:DJ40_3451
ko:K03582	ypq:DJ40_3452
ko:K03581	ypq:DJ40_3453
ko:K14682	ypq:DJ40_3454
ko:K01448	ypq:DJ40_3455
ko:K08304	ypq:DJ40_3459
ko:K07347	ypq:DJ40_3875
ko:K11901	ypq:DJ40_3877
ko:K11900	ypq:DJ40_3878
ko:K11903	ypq:DJ40_3879
ko:K11906	ypq:DJ40_3880
ko:K11893	ypq:DJ40_3881
ko:K11892	ypq:DJ40_3882
ko:K11891	ypq:DJ40_3883
ko:K11904	ypq:DJ40_3884
ko:K11898	ypq:DJ40_3887
ko:K11897	ypq:DJ40_3888
ko:K06193	ypq:DJ40_3890
ko:K03744	ypq:DJ40_3892
ko:K02193	ypq:DJ40_3895
ko:K02194	ypq:DJ40_3896
ko:K02195	ypq:DJ40_3897
ko:K02196	ypq:DJ40_3898
ko:K02197	ypq:DJ40_3899
ko:K02198	ypq:DJ40_3900
ko:K02199	ypq:DJ40_3901
ko:K02200	ypq:DJ40_3902
ko:K03656	ypq:DJ40_2261
ko:K03769	ypq:DJ40_2262
ko:K07345	ypq:DJ40_2264
ko:K00053	ypq:DJ40_2271
ko:K02521	ypq:DJ40_2272
ko:K01754	ypq:DJ40_2278
ko:K01687	ypq:DJ40_2279
ko:K00826	ypq:DJ40_2280
ko:K11258	ypq:DJ40_2281
ko:K01652	ypq:DJ40_2282
ko:K07391	ypq:DJ40_2283
ko:K09897	ypq:DJ40_2284
ko:K02057	ypq:DJ40_2285
ko:K02057	ypq:DJ40_2287
ko:K02056	ypq:DJ40_2288
ko:K02058	ypq:DJ40_2289
ko:K02954	ypq:DJ40_2712
ko:K02994	ypq:DJ40_2713
ko:K02933	ypq:DJ40_2714
ko:K02881	ypq:DJ40_2715
ko:K02907	ypq:DJ40_2717
ko:K02876	ypq:DJ40_2718
ko:K03076	ypq:DJ40_2719
ko:K02919	ypq:DJ40_2720
ko:K02952	ypq:DJ40_2721
ko:K02948	ypq:DJ40_2722
ko:K02986	ypq:DJ40_2723
ko:K03040	ypq:DJ40_2724
ko:K02879	ypq:DJ40_2725
ko:K09890	ypq:DJ40_2727
ko:K03282	ypq:DJ40_2728
ko:K03499	ypq:DJ40_2729
ko:K03500	ypq:DJ40_2730
ko:K00604	ypq:DJ40_2731
ko:K01462	ypq:DJ40_2732
ko:K03747	ypq:DJ40_2735
ko:K07479	ypq:DJ40_2736
ko:K07566	ypq:DJ40_2737
ko:K00014	ypq:DJ40_2738
ko:K07052	ypq:DJ40_3181
ko:K11901	ypq:DJ40_3186
ko:K11900	ypq:DJ40_3187
ko:K11893	ypq:DJ40_3188
ko:K11892	ypq:DJ40_3189
ko:K11903	ypq:DJ40_3191
ko:K11907	ypq:DJ40_3192
ko:K11904	ypq:DJ40_3193
ko:K11904	ypq:DJ40_3198
ko:K00059	ypq:DJ40_4071
ko:K02078	ypq:DJ40_4072
ko:K09458	ypq:DJ40_4073
ko:K02619	ypq:DJ40_4074
ko:K07082	ypq:DJ40_4075
ko:K00943	ypq:DJ40_4076
ko:K02341	ypq:DJ40_4077
ko:K03424	ypq:DJ40_4078
ko:K02778	ypq:DJ40_4079
ko:K02779	ypq:DJ40_4079
ko:K00014	ypq:DJ40_4080
ko:K02503	ypq:DJ40_4081
ko:K07337	ypq:DJ40_4083
ko:K07251	ypq:DJ40_4084
ko:K01207	ypq:DJ40_4085
ko:K07000	ypq:DJ40_4086
ko:K03885	ypq:DJ40_4087
ko:K03723	ypq:DJ40_4091
ko:K09808	ypq:DJ40_4092
ko:K09810	ypq:DJ40_4093
ko:K00884	ypq:DJ40_4095
ko:K12410	ypq:DJ40_4096
ko:K01258	ypq:DJ40_4097
ko:K00979	ypq:DJ40_800
ko:K09791	ypq:DJ40_801
ko:K03704	ypq:DJ40_802
ko:K00912	ypq:DJ40_805
ko:K11085	ypq:DJ40_806
ko:K02238	ypq:DJ40_807
ko:K05788	ypq:DJ40_808
ko:K02945	ypq:DJ40_810
ko:K00945	ypq:DJ40_811
ko:K00800	ypq:DJ40_812
ko:K00831	ypq:DJ40_813
ko:K12342	ypq:DJ40_814
ko:K12342	ypq:DJ40_815
ko:K01424	ypq:DJ40_816
ko:K09136	ypq:DJ40_817
ko:K06212	ypq:DJ40_818
ko:K00656	ypq:DJ40_819
ko:K07270	ypq:DJ40_820
ko:K04069	ypq:DJ40_821
ko:K08219	ypq:DJ40_822
ko:K01875	ypq:DJ40_823
ko:K07478	ypq:DJ40_824
ko:K03634	ypq:DJ40_826
ko:K03466	ypq:DJ40_827
ko:K03719	ypq:DJ40_828
ko:K00384	ypq:DJ40_829
ko:K16013	ypq:DJ40_830
ko:K16012	ypq:DJ40_831
ko:K00684	ypq:DJ40_832
ko:K02518	ypq:DJ40_833
ko:K03694	ypq:DJ40_834
ko:K06891	ypq:DJ40_835
ko:K03704	ypq:DJ40_836
ko:K05685	ypq:DJ40_837
ko:K13888	ypq:DJ40_838
ko:K09824	ypq:DJ40_839
ko:K07459	ypq:DJ40_840
ko:K05601	ypq:DJ40_842
ko:K11933	ypq:DJ40_843
ko:K00156	ypq:DJ40_844
ko:K01620	ypq:DJ40_845
ko:K04093	ypq:DJ40_849
ko:K10000	ypq:DJ40_850
ko:K09997	ypq:DJ40_851
ko:K09999	ypq:DJ40_852
ko:K09998	ypq:DJ40_853
ko:K03563	ypq:DJ40_1547
ko:K01872	ypq:DJ40_1548
ko:K03565	ypq:DJ40_1549
ko:K03743	ypq:DJ40_1551
ko:K00864	ypq:DJ40_1555
ko:K00615	ypq:DJ40_1556
ko:K00615	ypq:DJ40_1557
ko:K17203	ypq:DJ40_1558
ko:K17204	ypq:DJ40_1559
ko:K17202	ypq:DJ40_1561
ko:K03782	ypq:DJ40_1562
ko:K15536	ypq:DJ40_1563
ko:K12262	ypq:DJ40_1564
ko:K07308	ypq:DJ40_1566
ko:K07307	ypq:DJ40_1567
ko:K07306	ypq:DJ40_1568
ko:K02430	ypq:DJ40_1570
ko:K02058	ypq:DJ40_1571
ko:K02056	ypq:DJ40_1572
ko:K02057	ypq:DJ40_1573
ko:K04077	ypq:DJ40_2002
ko:K07113	ypq:DJ40_2004
ko:K01744	ypq:DJ40_2005
ko:K07791	ypq:DJ40_2006
ko:K03926	ypq:DJ40_2007
ko:K04084	ypq:DJ40_2008
ko:K05796	ypq:DJ40_2010
ko:K02856	ypq:DJ40_2018
ko:K02855	ypq:DJ40_2021
ko:K00848	ypq:DJ40_2024
ko:K01813	ypq:DJ40_2025
ko:K01629	ypq:DJ40_2026
ko:K03534	ypq:DJ40_2028
ko:K03701	ypq:DJ40_2030
ko:K02914	ypq:DJ40_2459
ko:K02313	ypq:DJ40_2461
ko:K02338	ypq:DJ40_2462
ko:K03629	ypq:DJ40_2463
ko:K02470	ypq:DJ40_2464
ko:K01754	ypq:DJ40_2468
ko:K04080	ypq:DJ40_2472
ko:K04081	ypq:DJ40_2473
ko:K07085	ypq:DJ40_2474
ko:K00835	ypq:DJ40_2475
ko:K01176	ypq:DJ40_2479
ko:K00090	ypq:DJ40_2480
ko:K03826	ypq:DJ40_2483
ko:K01246	ypq:DJ40_2484
ko:K01878	ypq:DJ40_2485
ko:K03270	ypq:DJ40_2896
ko:K00265	ypq:DJ40_2917
ko:K07139	ypq:DJ40_2919
ko:K07648	ypq:DJ40_2921
ko:K03814	ypq:DJ40_2923
ko:K12961	ypq:DJ40_2925
ko:K07460	ypq:DJ40_2926
ko:K07121	ypq:DJ40_2927
ko:K07056	ypq:DJ40_2928
ko:K06911	ypq:DJ40_2929
ko:K07393	ypq:DJ40_2931
ko:K15977	ypq:DJ40_2932
ko:K08191	ypq:DJ40_2941
ko:K01812	ypq:DJ40_2942
ko:K17207	ypq:DJ40_3375
ko:K10111	ypq:DJ40_3376
ko:K15770	ypq:DJ40_3377
ko:K15771	ypq:DJ40_3378
ko:K15772	ypq:DJ40_3379
ko:K02054	ypq:DJ40_295
ko:K02053	ypq:DJ40_296
ko:K03321	ypq:DJ40_301
ko:K01627	ypq:DJ40_302
ko:K02493	ypq:DJ40_305
ko:K02835	ypq:DJ40_306
ko:K02492	ypq:DJ40_307
ko:K02494	ypq:DJ40_308
ko:K00919	ypq:DJ40_309
ko:K00948	ypq:DJ40_310
ko:K01056	ypq:DJ40_312
ko:K06942	ypq:DJ40_313
ko:K06889	ypq:DJ40_317
ko:K07665	ypq:DJ40_318
ko:K07644	ypq:DJ40_319
ko:K01607	ypq:DJ40_320
ko:K07126	ypq:DJ40_332
ko:K00720	ypq:DJ40_337
ko:K00648	ypq:DJ40_342
ko:K09975	ypq:DJ40_344
ko:K05603	ypq:DJ40_345
ko:K05836	ypq:DJ40_346
ko:K01468	ypq:DJ40_347
ko:K01479	ypq:DJ40_348
ko:K05526	ypq:DJ40_350
ko:K07258	ypq:DJ40_1179
ko:K09158	ypq:DJ40_1180
ko:K03801	ypq:DJ40_1181
ko:K03644	ypq:DJ40_1182
ko:K03425	ypq:DJ40_1183
ko:K06199	ypq:DJ40_1184
ko:K03704	ypq:DJ40_1185
ko:K06147	ypq:DJ40_1191
ko:K03337	ypq:DJ40_1193
ko:K03335	ypq:DJ40_1194
ko:K03338	ypq:DJ40_1195
ko:K17209	ypq:DJ40_1197
ko:K17210	ypq:DJ40_1198
ko:K17208	ypq:DJ40_1199
ko:K00010	ypq:DJ40_1200
ko:K03336	ypq:DJ40_1201
ko:K00140	ypq:DJ40_1202
ko:K06894	ypq:DJ40_1205
ko:K05367	ypq:DJ40_1206
ko:K06887	ypq:DJ40_1211
ko:K06182	ypq:DJ40_1217
ko:K05349	ypq:DJ40_1220
ko:K06221	ypq:DJ40_1222
ko:K00981	ypq:DJ40_1230
ko:K01955	ypq:DJ40_1744
ko:K01956	ypq:DJ40_1745
ko:K00215	ypq:DJ40_1746
ko:K03527	ypq:DJ40_1747
ko:K03774	ypq:DJ40_1748
ko:K03101	ypq:DJ40_1749
ko:K01870	ypq:DJ40_1750
ko:K11753	ypq:DJ40_1751
ko:K02968	ypq:DJ40_1752
ko:K03717	ypq:DJ40_1753
ko:K03313	ypq:DJ40_1754
ko:K03686	ypq:DJ40_1755
ko:K04043	ypq:DJ40_1756
ko:K07034	ypq:DJ40_1757
ko:K03831	ypq:DJ40_1762
ko:K00616	ypq:DJ40_1763
ko:K09861	ypq:DJ40_1764
ko:K01733	ypq:DJ40_1766
ko:K00872	ypq:DJ40_1767
ko:K12524	ypq:DJ40_1768
ko:K07773	ypq:DJ40_1770
ko:K08316	ypq:DJ40_2200
ko:K01534	ypq:DJ40_2205
ko:K04085	ypq:DJ40_2206
ko:K09125	ypq:DJ40_2207
ko:K00113	ypq:DJ40_2209
ko:K00112	ypq:DJ40_2210
ko:K00111	ypq:DJ40_2211
ko:K01126	ypq:DJ40_2212
ko:K01048	ypq:DJ40_2215
ko:K05834	ypq:DJ40_2216
ko:K05835	ypq:DJ40_2217
ko:K03654	ypq:DJ40_2218
ko:K01058	ypq:DJ40_2219
ko:K05786	ypq:DJ40_2221
ko:K03284	ypq:DJ40_2222
ko:K03657	ypq:DJ40_2226
ko:K03733	ypq:DJ40_2228
ko:K09921	ypq:DJ40_2229
ko:K02598	ypq:DJ40_2654
ko:K00363	ypq:DJ40_2655
ko:K00362	ypq:DJ40_2656
ko:K01485	ypq:DJ40_2657
ko:K06141	ypq:DJ40_2658
ko:K02014	ypq:DJ40_2659
ko:K01222	ypq:DJ40_2661
ko:K03767	ypq:DJ40_2662
ko:K06915	ypq:DJ40_2663
ko:K01664	ypq:DJ40_2664
ko:K10914	ypq:DJ40_2667
ko:K07397	ypq:DJ40_2668
ko:K00855	ypq:DJ40_2670
ko:K09898	ypq:DJ40_2671
ko:K07019	ypq:DJ40_2672
ko:K15551	ypq:DJ40_2674
ko:K18691	ypq:DJ40_3664
ko:K02511	ypq:DJ40_579
ko:K02510	ypq:DJ40_580
ko:K02509	ypq:DJ40_581
ko:K01826	ypq:DJ40_582
ko:K00455	ypq:DJ40_583
ko:K00151	ypq:DJ40_584
ko:K05921	ypq:DJ40_585
ko:K05921	ypq:DJ40_586
ko:K02793	ypq:DJ40_589
ko:K02794	ypq:DJ40_589
ko:K02795	ypq:DJ40_590
ko:K02014	ypq:DJ40_594
ko:K00563	ypq:DJ40_597
ko:K03704	ypq:DJ40_599
ko:K12973	ypq:DJ40_601
ko:K11734	ypq:DJ40_602
ko:K06147	ypq:DJ40_611
ko:K07178	ypq:DJ40_612
ko:K09933	ypq:DJ40_614
ko:K02529	ypq:DJ40_616
ko:K02532	ypq:DJ40_617
ko:K07407	ypq:DJ40_618
ko:K09912	ypq:DJ40_627
ko:K01940	ypq:DJ40_632
ko:K00773	ypq:DJ40_1430
ko:K07568	ypq:DJ40_1431
ko:K08682	ypq:DJ40_1432
ko:K03386	ypq:DJ40_1433
ko:K00681	ypq:DJ40_1434
ko:K01187	ypq:DJ40_1436
ko:K11736	ypq:DJ40_1437
ko:K03311	ypq:DJ40_1438
ko:K02040	ypq:DJ40_1439
ko:K07636	ypq:DJ40_1440
ko:K07657	ypq:DJ40_1441
ko:K03547	ypq:DJ40_1442
ko:K00847	ypq:DJ40_1444
ko:K03554	ypq:DJ40_1445
ko:K09913	ypq:DJ40_1446
ko:K00891	ypq:DJ40_1447
ko:K00147	ypq:DJ40_1452
ko:K00931	ypq:DJ40_1453
ko:K11926	ypq:DJ40_1454
ko:K11750	ypq:DJ40_1455
ko:K00769	ypq:DJ40_1456
ko:K07491	ypq:DJ40_1459
ko:K02025	ypq:DJ40_1885
ko:K07461	ypq:DJ40_1890
ko:K03824	ypq:DJ40_1891
ko:K08303	ypq:DJ40_1893
ko:K05592	ypq:DJ40_1902
ko:K05803	ypq:DJ40_1903
ko:K00962	ypq:DJ40_1904
ko:K02956	ypq:DJ40_1905
ko:K03177	ypq:DJ40_1906
ko:K02834	ypq:DJ40_1907
ko:K02519	ypq:DJ40_1908
ko:K02600	ypq:DJ40_1909
ko:K09748	ypq:DJ40_1910
ko:K03075	ypq:DJ40_1913
ko:K03319	ypq:DJ40_2346
ko:K02020	ypq:DJ40_2347
ko:K02048	ypq:DJ40_2348
ko:K00850	ypq:DJ40_2349
ko:K13283	ypq:DJ40_2350
ko:K06006	ypq:DJ40_2352
ko:K07640	ypq:DJ40_2354
ko:K10778	ypq:DJ40_2355
ko:K03216	ypq:DJ40_2356
ko:K00640	ypq:DJ40_2357
ko:K00057	ypq:DJ40_2358
ko:K03071	ypq:DJ40_2359
ko:K15633	ypq:DJ40_2362
ko:K09798	ypq:DJ40_2364
ko:K00060	ypq:DJ40_2365
ko:K00639	ypq:DJ40_2366
ko:K03274	ypq:DJ40_2367
ko:K02843	ypq:DJ40_2368
ko:K02841	ypq:DJ40_2369
ko:K02527	ypq:DJ40_2370
ko:K12984	ypq:DJ40_2371
ko:K00954	ypq:DJ40_2372
ko:K11909	ypq:DJ40_2779
ko:K02057	ypq:DJ40_2804
ko:K00852	ypq:DJ40_2805
ko:K01619	ypq:DJ40_2806
ko:K00299	ypq:DJ40_2807
ko:K15553	ypq:DJ40_2808
ko:K04091	ypq:DJ40_2809
ko:K15554	ypq:DJ40_2810
ko:K15555	ypq:DJ40_2811
ko:K06901	ypq:DJ40_2813
ko:K03316	ypq:DJ40_2814
ko:K12974	ypq:DJ40_2816
ko:K02058	ypq:DJ40_2817
ko:K02056	ypq:DJ40_2818
ko:K02057	ypq:DJ40_2819
ko:K02057	ypq:DJ40_2820
ko:K11209	ypq:DJ40_2823
ko:K03704	ypq:DJ40_2826
ko:K03704	ypq:DJ40_2827
ko:K11895	ypq:DJ40_3264
ko:K11906	ypq:DJ40_3265
ko:K11905	ypq:DJ40_3266
ko:K11911	ypq:DJ40_3268
ko:K01581	ypq:DJ40_3278
ko:K10439	ypq:DJ40_3279
ko:K10441	ypq:DJ40_3280
ko:K10440	ypq:DJ40_3281
ko:K02016	ypq:DJ40_3284
ko:K08306	ypq:DJ40_3285
ko:K03575	ypq:DJ40_3287
ko:K03439	ypq:DJ40_3288
ko:K09923	ypq:DJ40_3289
ko:K01425	ypq:DJ40_3290
ko:K03977	ypq:DJ40_3705
ko:K07088	ypq:DJ40_3706
ko:K03601	ypq:DJ40_3708
ko:K00088	ypq:DJ40_3709
ko:K01951	ypq:DJ40_3710
ko:K06887	ypq:DJ40_3711
ko:K00941	ypq:DJ40_3717
ko:K08303	ypq:DJ40_3721
ko:K09946	ypq:DJ40_3722
ko:K07664	ypq:DJ40_3723
ko:K07642	ypq:DJ40_3724
ko:K18326	ypq:DJ40_3725
ko:K07789	ypq:DJ40_3726
ko:K07788	ypq:DJ40_3727
ko:K07799	ypq:DJ40_3728
ko:K02052	ypq:DJ40_3729
ko:K00375	ypq:DJ40_3730
ko:K00823	ypq:DJ40_3731
ko:K07507	ypq:DJ40_4155
ko:K01531	ypq:DJ40_4156
ko:K02403	ypq:DJ40_4157
ko:K02402	ypq:DJ40_4158
ko:K02556	ypq:DJ40_4159
ko:K02557	ypq:DJ40_4160
ko:K03407	ypq:DJ40_4161
ko:K03408	ypq:DJ40_4162
ko:K05877	ypq:DJ40_4166
ko:K00575	ypq:DJ40_4167
ko:K03412	ypq:DJ40_4168
ko:K03413	ypq:DJ40_4169
ko:K03414	ypq:DJ40_4170
ko:K01775	ypq:DJ40_4176
ko:K00995	ypq:DJ40_481
ko:K03703	ypq:DJ40_482
ko:K11737	ypq:DJ40_490
ko:K17948	ypq:DJ40_491
ko:K03809	ypq:DJ40_492
ko:K07224	ypq:DJ40_495
ko:K07243	ypq:DJ40_496
ko:K11928	ypq:DJ40_497
ko:K13821	ypq:DJ40_499
ko:K10010	ypq:DJ40_502
ko:K10009	ypq:DJ40_503
ko:K02424	ypq:DJ40_504
ko:K02425	ypq:DJ40_506
ko:K02405	ypq:DJ40_507
ko:K02406	ypq:DJ40_508
ko:K02407	ypq:DJ40_509
ko:K02422	ypq:DJ40_510
ko:K02423	ypq:DJ40_511
ko:K01247	ypq:DJ40_514
ko:K07341	ypq:DJ40_515
ko:K02408	ypq:DJ40_517
ko:K02409	ypq:DJ40_518
ko:K02410	ypq:DJ40_519
ko:K02411	ypq:DJ40_520
ko:K02412	ypq:DJ40_521
ko:K02413	ypq:DJ40_522
ko:K02414	ypq:DJ40_523
ko:K02415	ypq:DJ40_524
ko:K03273	ypq:DJ40_1345
ko:K03271	ypq:DJ40_1347
ko:K07031	ypq:DJ40_1348
ko:K01711	ypq:DJ40_1349
ko:K13005	ypq:DJ40_1354
ko:K12454	ypq:DJ40_1356
ko:K12452	ypq:DJ40_1358
ko:K01709	ypq:DJ40_1359
ko:K00978	ypq:DJ40_1360
ko:K00523	ypq:DJ40_1361
ko:K01772	ypq:DJ40_1362
ko:K00939	ypq:DJ40_1363
ko:K04079	ypq:DJ40_1364
ko:K06187	ypq:DJ40_1365
ko:K09747	ypq:DJ40_1366
ko:K02343	ypq:DJ40_1367
ko:K00759	ypq:DJ40_1368
ko:K09790	ypq:DJ40_1369
ko:K04067	ypq:DJ40_1370
ko:K05802	ypq:DJ40_1371
ko:K06039	ypq:DJ40_1372
ko:K03577	ypq:DJ40_1373
ko:K03585	ypq:DJ40_1374
ko:K18138	ypq:DJ40_1375
ko:K02909	ypq:DJ40_1376
ko:K02919	ypq:DJ40_1377
ko:K07443	ypq:DJ40_1381
ko:K09914	ypq:DJ40_1382
ko:K10805	ypq:DJ40_1383
ko:K03320	ypq:DJ40_1384
ko:K04752	ypq:DJ40_1385
ko:K05800	ypq:DJ40_1388
ko:K01738	ypq:DJ40_1389
ko:K11938	ypq:DJ40_1390
ko:K06920	ypq:DJ40_1392
ko:K12500	ypq:DJ40_1393
ko:K02237	ypq:DJ40_1394
ko:K03427	ypq:DJ40_1830
ko:K01154	ypq:DJ40_1831
ko:K01153	ypq:DJ40_1832
ko:K07733	ypq:DJ40_1849
ko:K11720	ypq:DJ40_1854
ko:K07091	ypq:DJ40_1855
ko:K01255	ypq:DJ40_1856
ko:K07346	ypq:DJ40_2265
ko:K07347	ypq:DJ40_2266
ko:K01776	ypq:DJ40_2297
ko:K16092	ypq:DJ40_2298
ko:K00322	ypq:DJ40_2303
ko:K04761	ypq:DJ40_2302
ko:K00382	ypq:DJ40_2305
ko:K03832	ypq:DJ40_2306
ko:K12537	ypq:DJ40_2307
ko:K12536	ypq:DJ40_2308
ko:K01755	ypq:DJ40_2312
ko:K00930	ypq:DJ40_2313
ko:K00145	ypq:DJ40_2314
ko:K01438	ypq:DJ40_2315
ko:K01595	ypq:DJ40_2316
ko:K00297	ypq:DJ40_2317
ko:K02988	ypq:DJ40_2716
ko:K00651	ypq:DJ40_2749
ko:K01638	ypq:DJ40_2750
ko:K01637	ypq:DJ40_2751
ko:K00906	ypq:DJ40_2752
ko:K13641	ypq:DJ40_2753
ko:K00548	ypq:DJ40_2754
ko:K11016	ypq:DJ40_2755
ko:K00928	ypq:DJ40_2756
ko:K01810	ypq:DJ40_2757
ko:K13256	ypq:DJ40_2758
ko:K10110	ypq:DJ40_2759
ko:K10109	ypq:DJ40_2760
ko:K10108	ypq:DJ40_2761
ko:K10111	ypq:DJ40_2763
ko:K02024	ypq:DJ40_2764
ko:K05775	ypq:DJ40_2765
ko:K11903	ypq:DJ40_2767
ko:K11901	ypq:DJ40_2768
ko:K11900	ypq:DJ40_2769
ko:K11905	ypq:DJ40_2770
ko:K11896	ypq:DJ40_2771
ko:K11895	ypq:DJ40_2772
ko:K11895	ypq:DJ40_3226
ko:K11896	ypq:DJ40_3227
ko:K11906	ypq:DJ40_3228
ko:K11891	ypq:DJ40_3229
ko:K07341	ypq:DJ40_3651
ko:K07106	ypq:DJ40_3661
ko:K11991	ypq:DJ40_3663
ko:K01952	ypq:DJ40_3665
ko:K07491	ypq:DJ40_3668
ko:K07711	ypq:DJ40_3669
ko:K07715	ypq:DJ40_3671
ko:K01950	ypq:DJ40_3672
ko:K04751	ypq:DJ40_3673
ko:K05916	ypq:DJ40_3675
ko:K09808	ypq:DJ40_4094
ko:K07637	ypq:DJ40_4099
ko:K07660	ypq:DJ40_4100
ko:K01756	ypq:DJ40_4102
ko:K07153	ypq:DJ40_4103
ko:K00566	ypq:DJ40_4104
ko:K12152	ypq:DJ40_4105
ko:K06181	ypq:DJ40_4106
ko:K00031	ypq:DJ40_4107
ko:K05874	ypq:DJ40_3428
ko:K00101	ypq:DJ40_633
ko:K18334	ypq:DJ40_635
ko:K18335	ypq:DJ40_637
ko:K09802	ypq:DJ40_641
ko:K01141	ypq:DJ40_643
ko:K08317	ypq:DJ40_646
ko:K02056	ypq:DJ40_647
ko:K02057	ypq:DJ40_648
ko:K00765	ypq:DJ40_651
ko:K00013	ypq:DJ40_652
ko:K00817	ypq:DJ40_653
ko:K01089	ypq:DJ40_654
ko:K02501	ypq:DJ40_655
ko:K01814	ypq:DJ40_656
ko:K02500	ypq:DJ40_657
ko:K11755	ypq:DJ40_658
ko:K00033	ypq:DJ40_659
ko:K00963	ypq:DJ40_660
ko:K00963	ypq:DJ40_661
ko:K16088	ypq:DJ40_663
ko:K02016	ypq:DJ40_664
ko:K02015	ypq:DJ40_665
ko:K02015	ypq:DJ40_666
ko:K02013	ypq:DJ40_667
ko:K03897	ypq:DJ40_670
ko:K13745	ypq:DJ40_671
ko:K13255	ypq:DJ40_672
ko:K07289	ypq:DJ40_674
ko:K01494	ypq:DJ40_675
ko:K00876	ypq:DJ40_676
ko:K03593	ypq:DJ40_677
ko:K01874	ypq:DJ40_678
ko:K02058	ypq:DJ40_680
ko:K06518	ypq:DJ40_683
ko:K01489	ypq:DJ40_685
ko:K01270	ypq:DJ40_1461
ko:K02346	ypq:DJ40_1462
ko:K05952	ypq:DJ40_1464
ko:K03734	ypq:DJ40_1465
ko:K00351	ypq:DJ40_1466
ko:K00350	ypq:DJ40_1467
ko:K00349	ypq:DJ40_1468
ko:K00348	ypq:DJ40_1469
ko:K00347	ypq:DJ40_1470
ko:K00346	ypq:DJ40_1471
ko:K03271	ypq:DJ40_1474
ko:K06445	ypq:DJ40_1475
ko:K00899	ypq:DJ40_1480
ko:K08963	ypq:DJ40_1481
ko:K08967	ypq:DJ40_1482
ko:K09880	ypq:DJ40_1483
ko:K08964	ypq:DJ40_1484
ko:K03431	ypq:DJ40_1914
ko:K00796	ypq:DJ40_1915
ko:K03798	ypq:DJ40_1916
ko:K02427	ypq:DJ40_1917
ko:K07574	ypq:DJ40_1918
ko:K03624	ypq:DJ40_1919
ko:K07259	ypq:DJ40_1920
