ko:K02495	seni:CY43_20935
ko:K03556	seni:CY43_18270
ko:K01974	seni:CY43_18285
ko:K14415	seni:CY43_18290
ko:K14414	seni:CY43_18300
ko:K02444	seni:CY43_18305
ko:K02441	seni:CY43_18310
ko:K02439	seni:CY43_18315
ko:K00111	seni:CY43_18320
ko:K02040	seni:CY43_18330
ko:K00005	seni:CY43_18335
ko:K01687	seni:CY43_18345
ko:K00688	seni:CY43_18360
ko:K00703	seni:CY43_18365
ko:K00975	seni:CY43_18370
ko:K00700	seni:CY43_18380
ko:K00133	seni:CY43_18385
ko:K06156	seni:CY43_18390
ko:K00851	seni:CY43_18395
ko:K06145	seni:CY43_18400
ko:K06911	seni:CY43_18405
ko:K03825	seni:CY43_18415
ko:K09936	seni:CY43_18435
ko:K07048	seni:CY43_18440
ko:K00681	seni:CY43_18445
ko:K01126	seni:CY43_18455
ko:K05816	seni:CY43_18460
ko:K05815	seni:CY43_18465
ko:K05814	seni:CY43_18470
ko:K10716	seni:CY43_22795
ko:K08989	seni:CY43_22805
ko:K09456	seni:CY43_22820
ko:K06889	seni:CY43_22835
ko:K03477	seni:CY43_22840
ko:K03476	seni:CY43_22845
ko:K03475	seni:CY43_22850
ko:K02822	seni:CY43_22855
ko:K02821	seni:CY43_22860
ko:K03078	seni:CY43_22865
ko:K03079	seni:CY43_22870
ko:K03077	seni:CY43_22875
ko:K02990	seni:CY43_22885
ko:K02686	seni:CY43_22890
ko:K02963	seni:CY43_22895
ko:K02939	seni:CY43_22900
ko:K07269	seni:CY43_22910
ko:K03773	seni:CY43_22915
ko:K11737	seni:CY43_22920
ko:K07322	seni:CY43_22925
ko:K01119	seni:CY43_22945
ko:K01082	seni:CY43_22950
ko:K07109	seni:CY43_22955
ko:K07304	seni:CY43_22970
ko:K07278	seni:CY43_22975
ko:K01507	seni:CY43_23000
ko:K03841	seni:CY43_23005
ko:K02558	seni:CY43_23010
ko:K08138	seni:CY43_23025
ko:K03337	seni:CY43_23040
ko:K00140	seni:CY43_23045
ko:K03335	seni:CY43_23055
ko:K00010	seni:CY43_23060
ko:K01201	seni:CY43_23065
ko:K09803	seni:CY43_23570
ko:K01002	seni:CY43_23635
ko:K02317	seni:CY43_23650
ko:K09918	seni:CY43_09930
ko:K08289	seni:CY43_09935
ko:K01625	seni:CY43_09945
ko:K01690	seni:CY43_09950
ko:K00036	seni:CY43_09955
ko:K00873	seni:CY43_09965
ko:K02560	seni:CY43_09970
ko:K09815	seni:CY43_09980
ko:K09817	seni:CY43_09985
ko:K09816	seni:CY43_09990
ko:K03551	seni:CY43_09995
ko:K03550	seni:CY43_10000
ko:K01159	seni:CY43_10015
ko:K08310	seni:CY43_10025
ko:K01876	seni:CY43_10030
ko:K07136	seni:CY43_10045
ko:K15256	seni:CY43_10050
ko:K15257	seni:CY43_10055
ko:K06201	seni:CY43_10060
ko:K02570	seni:CY43_12130
ko:K00112	seni:CY43_12250
ko:K00113	seni:CY43_12255
ko:K10973	seni:CY43_02925
ko:K01608	seni:CY43_02930
ko:K00926	seni:CY43_02945
ko:K01589	seni:CY43_02950
ko:K01588	seni:CY43_02955
ko:K03269	seni:CY43_02960
ko:K03768	seni:CY43_02965
ko:K01883	seni:CY43_02970
ko:K07038	seni:CY43_02985
ko:K14761	seni:CY43_02990
ko:K01491	seni:CY43_02995
ko:K07345	seni:CY43_03000
ko:K07351	seni:CY43_03005
ko:K07346	seni:CY43_03010
ko:K07347	seni:CY43_03015
ko:K07350	seni:CY43_03020
ko:K07348	seni:CY43_03025
ko:K07688	seni:CY43_03030
ko:K08088	seni:CY43_03035
ko:K08087	seni:CY43_03045
ko:K07644	seni:CY43_03090
ko:K11732	seni:CY43_03125
ko:K16053	seni:CY43_03130
ko:K12686	seni:CY43_03135
ko:K02795	seni:CY43_03160
ko:K02794	seni:CY43_03165
ko:K02793	seni:CY43_03170
ko:K10679	seni:CY43_03175
ko:K18325	seni:CY43_03190
ko:K06048	seni:CY43_03200
ko:K02362	seni:CY43_03205
ko:K15268	seni:CY43_07730
ko:K13630	seni:CY43_07735
ko:K13632	seni:CY43_07740
ko:K03712	seni:CY43_07745
ko:K05595	seni:CY43_07750
ko:K08159	seni:CY43_07755
ko:K08324	seni:CY43_07765
ko:K01425	seni:CY43_07770
ko:K04651	seni:CY43_07795
ko:K03618	seni:CY43_07805
ko:K03619	seni:CY43_07810
ko:K04653	seni:CY43_07815
ko:K03605	seni:CY43_07820
ko:K03620	seni:CY43_07825
ko:K06281	seni:CY43_07830
ko:K06282	seni:CY43_07835
ko:K02529	seni:CY43_07940
ko:K03315	seni:CY43_07945
ko:K14155	seni:CY43_07950
ko:K06044	seni:CY43_07960
ko:K04063	seni:CY43_07980
ko:K02972	seni:CY43_07990
ko:K00027	seni:CY43_07995
ko:K13953	seni:CY43_08000
ko:K08350	seni:CY43_08005
ko:K08349	seni:CY43_08010
ko:K01993	seni:CY43_04385
ko:K11927	seni:CY43_04395
ko:K06970	seni:CY43_04420
ko:K10038	seni:CY43_04435
ko:K10037	seni:CY43_04440
ko:K04047	seni:CY43_04455
ko:K11939	seni:CY43_04460
ko:K11934	seni:CY43_04465
ko:K11924	seni:CY43_04480
ko:K07757	seni:CY43_04505
ko:K07757	seni:CY43_04515
ko:K00656	seni:CY43_04520
ko:K04069	seni:CY43_04525
ko:K03750	seni:CY43_04535
ko:K13051	seni:CY43_04540
ko:K13892	seni:CY43_04545
ko:K13889	seni:CY43_04550
ko:K13890	seni:CY43_04555
ko:K13891	seni:CY43_04560
ko:K14441	seni:CY43_04565
ko:K03521	seni:CY43_04580
ko:K03522	seni:CY43_04585
ko:K00311	seni:CY43_04600
ko:K07258	seni:CY43_04625
ko:K11534	seni:CY43_04630
ko:K08160	seni:CY43_04640
ko:K07085	seni:CY43_04660
ko:K10806	seni:CY43_08870
ko:K03832	seni:CY43_08875
ko:K09780	seni:CY43_08880
ko:K06131	seni:CY43_08890
ko:K09901	seni:CY43_08895
ko:K10716	seni:CY43_08900
ko:K10823	seni:CY43_08905
ko:K15583	seni:CY43_08910
ko:K15582	seni:CY43_08915
ko:K15581	seni:CY43_08920
ko:K15580	seni:CY43_08925
ko:K04072	seni:CY43_08935
ko:K00963	seni:CY43_08950
ko:K07001	seni:CY43_08960
ko:K09858	seni:CY43_08965
ko:K01433	seni:CY43_08970
ko:K07126	seni:CY43_08985
ko:K00374	seni:CY43_08995
ko:K00373	seni:CY43_09000
ko:K00371	seni:CY43_09005
ko:K00033	seni:CY43_11230
ko:K00971	seni:CY43_11245
ko:K12992	seni:CY43_11250
ko:K13005	seni:CY43_11260
ko:K12452	seni:CY43_11275
ko:K01709	seni:CY43_11280
ko:K00978	seni:CY43_11290
ko:K00523	seni:CY43_11295
ko:K01790	seni:CY43_11300
ko:K00973	seni:CY43_11305
ko:K00067	seni:CY43_11310
ko:K00963	seni:CY43_11320
ko:K16703	seni:CY43_11330
ko:K16710	seni:CY43_11335
ko:K16695	seni:CY43_11340
ko:K03606	seni:CY43_11345
ko:K01840	seni:CY43_11350
ko:K00971	seni:CY43_11355
ko:K03208	seni:CY43_11360
ko:K03207	seni:CY43_11365
ko:K02377	seni:CY43_11370
ko:K07751	seni:CY43_13540
ko:K04755	seni:CY43_13550
ko:K04044	seni:CY43_13555
ko:K04082	seni:CY43_13560
ko:K13628	seni:CY43_13565
ko:K04488	seni:CY43_13570
ko:K04487	seni:CY43_13575
ko:K13643	seni:CY43_13580
ko:K15396	seni:CY43_13585
ko:K01092	seni:CY43_13590
ko:K06889	seni:CY43_13595
ko:K16950	seni:CY43_13600
ko:K16951	seni:CY43_13605
ko:K00385	seni:CY43_13610
ko:K05820	seni:CY43_13630
ko:K00600	seni:CY43_13635
ko:K05916	seni:CY43_13640
ko:K03765	seni:CY43_13645
ko:K03305	seni:CY43_13660
ko:K04751	seni:CY43_13665
ko:K12943	seni:CY43_15840
ko:K01823	seni:CY43_15845
ko:K04567	seni:CY43_15850
ko:K02836	seni:CY43_15855
ko:K07462	seni:CY43_15860
ko:K03981	seni:CY43_15865
ko:K04763	seni:CY43_15870
ko:K03840	seni:CY43_15875
ko:K09159	seni:CY43_15885
ko:K06980	seni:CY43_15895
ko:K11068	seni:CY43_15900
ko:K09900	seni:CY43_15905
ko:K01223	seni:CY43_15910
ko:K00281	seni:CY43_15920
ko:K02437	seni:CY43_15925
ko:K00605	seni:CY43_15930
ko:K18800	seni:CY43_15935
ko:K08092	seni:CY43_19040
ko:K00880	seni:CY43_19070
ko:K09955	seni:CY43_19095
ko:K00138	seni:CY43_19100
ko:K03833	seni:CY43_19110
ko:K01042	seni:CY43_19115
ko:K02798	seni:CY43_19125
ko:K02799	seni:CY43_19125
ko:K02800	seni:CY43_19125
ko:K00009	seni:CY43_19130
ko:K02562	seni:CY43_19135
ko:K14762	seni:CY43_19145
ko:K00427	seni:CY43_19160
ko:K14348	seni:CY43_19165
ko:K00101	seni:CY43_19170
ko:K18015	seni:CY43_12260
ko:K12660	seni:CY43_12270
ko:K12661	seni:CY43_12280
ko:K12944	seni:CY43_12300
ko:K07806	seni:CY43_12310
ko:K10012	seni:CY43_12315
ko:K10011	seni:CY43_12320
ko:K13014	seni:CY43_12325
ko:K07264	seni:CY43_12330
ko:K12962	seni:CY43_12335
ko:K12963	seni:CY43_12340
ko:K01911	seni:CY43_12350
ko:K02549	seni:CY43_12355
ko:K01661	seni:CY43_12360
ko:K08680	seni:CY43_12365
ko:K02551	seni:CY43_12370
ko:K02552	seni:CY43_12375
ko:K05594	seni:CY43_12380
ko:K02348	seni:CY43_12385
ko:K00784	seni:CY43_12390
ko:K07649	seni:CY43_14555
ko:K07774	seni:CY43_14560
ko:K07795	seni:CY43_14565
ko:K07794	seni:CY43_14570
ko:K07793	seni:CY43_14575
ko:K15736	seni:CY43_14585
ko:K00135	seni:CY43_14590
ko:K07250	seni:CY43_14595
ko:K11735	seni:CY43_14600
ko:K15735	seni:CY43_14605
ko:K00375	seni:CY43_14655
ko:K03647	seni:CY43_14670
ko:K02000	seni:CY43_14685
ko:K02001	seni:CY43_14690
ko:K02002	seni:CY43_14695
ko:K09251	seni:CY43_16775
ko:K07043	seni:CY43_16790
ko:K07862	seni:CY43_16810
ko:K15977	seni:CY43_16845
ko:K07393	seni:CY43_16850
ko:K06911	seni:CY43_16865
ko:K01752	seni:CY43_16885
ko:K00656	seni:CY43_16890
ko:K00932	seni:CY43_16895
ko:K03838	seni:CY43_16900
ko:K01754	seni:CY43_16905
ko:K07592	seni:CY43_16910
ko:K00865	seni:CY43_16915
ko:K07058	seni:CY43_21045
ko:K07560	seni:CY43_21050
ko:K18831	seni:CY43_21060
ko:K02380	seni:CY43_21085
ko:K00127	seni:CY43_21090
ko:K00124	seni:CY43_21095
ko:K00123	seni:CY43_21100
ko:K00123	seni:CY43_21105
ko:K02379	seni:CY43_21110
ko:K03534	seni:CY43_21140
ko:K01629	seni:CY43_21150
ko:K01813	seni:CY43_21155
ko:K00848	seni:CY43_21160
ko:K02855	seni:CY43_21165
ko:K02854	seni:CY43_21170
ko:K02856	seni:CY43_21175
ko:K07491	seni:CY43_21190
ko:K04564	seni:CY43_21210
ko:K07640	seni:CY43_21225
ko:K06006	seni:CY43_21235
ko:K13283	seni:CY43_21240
ko:K00850	seni:CY43_21245
ko:K02048	seni:CY43_21250
ko:K01521	seni:CY43_21255
ko:K00847	seni:CY43_21265
ko:K11216	seni:CY43_21295
ko:K11531	seni:CY43_21300
ko:K10558	seni:CY43_21305
ko:K10556	seni:CY43_21310
ko:K10557	seni:CY43_21315
ko:K10555	seni:CY43_21320
ko:K08321	seni:CY43_21325
ko:K11530	seni:CY43_21330
ko:K01783	seni:CY43_21335
ko:K01977	seni:CY43_01250
ko:K01977	seni:CY43_21590
ko:K20866	seni:CY43_21040
ko:K03216	seni:CY43_19175
ko:K06145	seni:CY43_19180
ko:K03535	seni:CY43_19190
ko:K00640	seni:CY43_19195
ko:K00057	seni:CY43_19200
ko:K03071	seni:CY43_19205
ko:K15633	seni:CY43_19220
ko:K09798	seni:CY43_19230
ko:K00060	seni:CY43_19240
ko:K00639	seni:CY43_19245
ko:K03274	seni:CY43_19250
ko:K02843	seni:CY43_19255
ko:K02841	seni:CY43_19260
ko:K02847	seni:CY43_19265
ko:K03280	seni:CY43_19270
ko:K12981	seni:CY43_19275
ko:K02850	seni:CY43_19280
ko:K03278	seni:CY43_19290
ko:K02840	seni:CY43_19295
ko:K13255	seni:CY43_23680
ko:K00564	seni:CY43_23710
ko:K02344	seni:CY43_23715
ko:K03789	seni:CY43_23720
ko:K08723	seni:CY43_23725
ko:K02837	seni:CY43_23730
ko:K04065	seni:CY43_23735
ko:K03424	seni:CY43_23750
ko:K01619	seni:CY43_23765
ko:K00758	seni:CY43_23770
ko:K01839	seni:CY43_23775
ko:K03784	seni:CY43_23780
ko:K03800	seni:CY43_23810
ko:K07186	seni:CY43_23815
ko:K01079	seni:CY43_23820
ko:K04485	seni:CY43_23825
ko:K06211	seni:CY43_23830
ko:K08309	seni:CY43_23840
ko:K03720	seni:CY43_23845
ko:K05804	seni:CY43_23860
ko:K05805	seni:CY43_23865
ko:K07663	seni:CY43_23870
ko:K07641	seni:CY43_23875
ko:K06143	seni:CY43_23880
ko:K07773	seni:CY43_23920
ko:K02533	seni:CY43_23925
ko:K20881	seni:CY43_18175
ko:K01704	seni:CY43_00545
ko:K01703	seni:CY43_00550
ko:K00052	seni:CY43_00555
ko:K01649	seni:CY43_00560
ko:K05798	seni:CY43_00565
ko:K01652	seni:CY43_00570
ko:K01653	seni:CY43_00575
ko:K03435	seni:CY43_00580
ko:K03925	seni:CY43_00590
ko:K03438	seni:CY43_00595
ko:K03586	seni:CY43_00600
ko:K03587	seni:CY43_00605
ko:K01928	seni:CY43_00610
ko:K01929	seni:CY43_00615
ko:K01000	seni:CY43_00620
ko:K01925	seni:CY43_00625
ko:K03588	seni:CY43_00630
ko:K02563	seni:CY43_00635
ko:K01924	seni:CY43_00640
ko:K01921	seni:CY43_00645
ko:K03589	seni:CY43_00650
ko:K03590	seni:CY43_00655
ko:K03531	seni:CY43_00660
ko:K02535	seni:CY43_00665
ko:K13301	seni:CY43_00670
ko:K03070	seni:CY43_00675
ko:K03574	seni:CY43_00680
ko:K09862	seni:CY43_00690
ko:K18778	seni:CY43_00695
ko:K00859	seni:CY43_00700
ko:K00364	seni:CY43_00705
ko:K02505	seni:CY43_00710
ko:K02504	seni:CY43_00715
ko:K02682	seni:CY43_00720
ko:K00767	seni:CY43_00725
ko:K03806	seni:CY43_00730
ko:K03807	seni:CY43_00735
ko:K11734	seni:CY43_00750
ko:K00163	seni:CY43_00760
ko:K00627	seni:CY43_00765
ko:K00382	seni:CY43_00770
ko:K01682	seni:CY43_00795
ko:K09910	seni:CY43_00805
ko:K02526	seni:CY43_00810
ko:K01256	seni:CY43_05410
ko:K00254	seni:CY43_05415
ko:K18657	seni:CY43_05420
ko:K07140	seni:CY43_05425
ko:K12297	seni:CY43_05430
ko:K15738	seni:CY43_05435
ko:K03808	seni:CY43_05440
ko:K06192	seni:CY43_05445
ko:K09857	seni:CY43_05450
ko:K03812	seni:CY43_05455
ko:K01716	seni:CY43_05460
ko:K04770	seni:CY43_05465
ko:K09911	seni:CY43_05470
ko:K03286	seni:CY43_05475
ko:K13053	seni:CY43_05480
ko:K07343	seni:CY43_05485
ko:K03658	seni:CY43_05500
ko:K01734	seni:CY43_05505
ko:K09909	seni:CY43_05510
ko:K06929	seni:CY43_05515
ko:K11940	seni:CY43_05520
ko:K06969	seni:CY43_05525
ko:K06910	seni:CY43_05530
ko:K11903	seni:CY43_01380
ko:K11903	seni:CY43_01395
ko:K11906	seni:CY43_01400
ko:K11893	seni:CY43_01405
ko:K03386	seni:CY43_02345
ko:K08682	seni:CY43_02350
ko:K07568	seni:CY43_02355
ko:K00773	seni:CY43_02360
ko:K03210	seni:CY43_02365
ko:K03072	seni:CY43_02370
ko:K03074	seni:CY43_02375
ko:K06996	seni:CY43_02380
ko:K05517	seni:CY43_02400
ko:K07738	seni:CY43_02410
ko:K11752	seni:CY43_02415
ko:K00794	seni:CY43_02420
ko:K03625	seni:CY43_02425
ko:K00946	seni:CY43_02430
ko:K01095	seni:CY43_02435
ko:K01662	seni:CY43_02445
ko:K00795	seni:CY43_02450
ko:K03602	seni:CY43_02455
ko:K03151	seni:CY43_02460
ko:K11082	seni:CY43_02465
ko:K11083	seni:CY43_02470
ko:K11084	seni:CY43_02475
ko:K11081	seni:CY43_02480
ko:K03430	seni:CY43_02495
ko:K05306	seni:CY43_02500
ko:K03152	seni:CY43_02505
ko:K00077	seni:CY43_02510
ko:K09767	seni:CY43_02515
ko:K02300	seni:CY43_02540
ko:K02299	seni:CY43_02545
ko:K02298	seni:CY43_02550
ko:K02297	seni:CY43_02555
ko:K08218	seni:CY43_02560
ko:K07286	seni:CY43_02565
ko:K05527	seni:CY43_02570
ko:K03545	seni:CY43_02575
ko:K01358	seni:CY43_02580
ko:K03544	seni:CY43_02585
ko:K01338	seni:CY43_02590
ko:K03530	seni:CY43_02595
ko:K03770	seni:CY43_02600
ko:K02237	seni:CY43_02605
ko:K12500	seni:CY43_02610
ko:K06920	seni:CY43_02615
ko:K11717	seni:CY43_06985
ko:K02426	seni:CY43_06990
ko:K06078	seni:CY43_07000
ko:K06078	seni:CY43_07005
ko:K00873	seni:CY43_07010
ko:K01259	seni:CY43_07020
ko:K08357	seni:CY43_07035
ko:K08359	seni:CY43_07040
ko:K08358	seni:CY43_07045
ko:K13040	seni:CY43_07050
ko:K13041	seni:CY43_07055
ko:K14979	seni:CY43_07080
ko:K14978	seni:CY43_07085
ko:K03219	seni:CY43_07095
ko:K03220	seni:CY43_07100
ko:K15344	seni:CY43_07115
ko:K15368	seni:CY43_07120
ko:K15345	seni:CY43_07125
ko:K15346	seni:CY43_07130
ko:K15350	seni:CY43_07145
ko:K03221	seni:CY43_07155
ko:K03222	seni:CY43_07170
ko:K03230	seni:CY43_07195
ko:K03224	seni:CY43_07200
ko:K03225	seni:CY43_07215
ko:K03226	seni:CY43_07220
ko:K03227	seni:CY43_07225
ko:K03228	seni:CY43_07230
ko:K03229	seni:CY43_07235
ko:K03327	seni:CY43_07250
ko:K00793	seni:CY43_07255
ko:K00370	seni:CY43_09010
ko:K02575	seni:CY43_09015
ko:K07673	seni:CY43_09020
ko:K07684	seni:CY43_09025
ko:K06039	seni:CY43_09035
ko:K07300	seni:CY43_09045
ko:K07491	seni:CY43_09050
ko:K01627	seni:CY43_09055
ko:K02493	seni:CY43_09070
ko:K02835	seni:CY43_09075
ko:K02492	seni:CY43_09080
ko:K02494	seni:CY43_09085
ko:K00919	seni:CY43_09090
ko:K00948	seni:CY43_09095
ko:K03321	seni:CY43_09100
ko:K01056	seni:CY43_09110
ko:K06942	seni:CY43_09115
ko:K06282	seni:CY43_09125
ko:K06281	seni:CY43_09130
ko:K03620	seni:CY43_09135
ko:K03605	seni:CY43_09140
ko:K03619	seni:CY43_09145
ko:K03618	seni:CY43_09150
ko:K01711	seni:CY43_11375
ko:K03818	seni:CY43_11380
ko:K13683	seni:CY43_11385
ko:K13620	seni:CY43_11390
ko:K13684	seni:CY43_11395
ko:K03819	seni:CY43_11400
ko:K16692	seni:CY43_11410
ko:K01104	seni:CY43_11415
ko:K01991	seni:CY43_11420
ko:K07289	seni:CY43_11430
ko:K01494	seni:CY43_11435
ko:K00876	seni:CY43_11440
ko:K01247	seni:CY43_11450
ko:K04046	seni:CY43_11455
ko:K07799	seni:CY43_11460
ko:K07788	seni:CY43_11465
ko:K07789	seni:CY43_11470
ko:K18326	seni:CY43_11475
ko:K07642	seni:CY43_11480
ko:K07664	seni:CY43_11485
ko:K08303	seni:CY43_11505
ko:K03757	seni:CY43_13650
ko:K07715	seni:CY43_13670
ko:K07711	seni:CY43_13680
ko:K01952	seni:CY43_13685
ko:K18691	seni:CY43_13690
ko:K11991	seni:CY43_13695
ko:K18697	seni:CY43_13700
ko:K02809	seni:CY43_13705
ko:K02810	seni:CY43_13705
ko:K07106	seni:CY43_13710
ko:K00077	seni:CY43_13720
ko:K00997	seni:CY43_13740
ko:K03474	seni:CY43_13745
ko:K03584	seni:CY43_13750
ko:K03685	seni:CY43_13760
ko:K09907	seni:CY43_10065
ko:K01887	seni:CY43_10070
ko:K05515	seni:CY43_10075
ko:K03516	seni:CY43_10085
ko:K02400	seni:CY43_10090
ko:K02401	seni:CY43_10095
ko:K03414	seni:CY43_10100
ko:K03413	seni:CY43_10105
ko:K03412	seni:CY43_10110
ko:K00575	seni:CY43_10115
ko:K03408	seni:CY43_10130
ko:K03407	seni:CY43_10135
ko:K02557	seni:CY43_10140
ko:K02556	seni:CY43_10145
ko:K02402	seni:CY43_10150
ko:K02403	seni:CY43_10155
ko:K14064	seni:CY43_10160
ko:K00697	seni:CY43_10165
ko:K01087	seni:CY43_10170
ko:K02255	seni:CY43_10185
ko:K02217	seni:CY43_10200
ko:K03834	seni:CY43_10210
ko:K07039	seni:CY43_10215
ko:K03415	seni:CY43_12395
ko:K07114	seni:CY43_12400
ko:K00343	seni:CY43_12410
ko:K00342	seni:CY43_12415
ko:K00341	seni:CY43_12420
ko:K00340	seni:CY43_12425
ko:K00339	seni:CY43_12430
ko:K00338	seni:CY43_12435
ko:K00337	seni:CY43_12440
ko:K00334	seni:CY43_12455
ko:K13378	seni:CY43_12460
ko:K00331	seni:CY43_12465
ko:K00330	seni:CY43_12470
ko:K14260	seni:CY43_12480
ko:K09161	seni:CY43_12500
ko:K09899	seni:CY43_12505
ko:K00925	seni:CY43_12510
ko:K13788	seni:CY43_12515
ko:K00615	seni:CY43_12525
ko:K00615	seni:CY43_12530
ko:K15737	seni:CY43_14580
ko:K15974	seni:CY43_14705
ko:K03543	seni:CY43_14710
ko:K03446	seni:CY43_14715
ko:K07173	seni:CY43_14725
ko:K01919	seni:CY43_14730
ko:K03563	seni:CY43_14770
ko:K01872	seni:CY43_14775
ko:K03565	seni:CY43_14780
ko:K03743	seni:CY43_14790
ko:K08305	seni:CY43_14795
ko:K02783	seni:CY43_14800
ko:K02782	seni:CY43_14805
ko:K02783	seni:CY43_14805
ko:K02781	seni:CY43_14810
ko:K00068	seni:CY43_14815
ko:K02466	seni:CY43_14820
ko:K02468	seni:CY43_14825
ko:K11391	seni:CY43_16785
ko:K01630	seni:CY43_16925
ko:K08302	seni:CY43_16945
ko:K16370	seni:CY43_16950
ko:K02769	seni:CY43_16955
ko:K02770	seni:CY43_16955
ko:K11189	seni:CY43_16960
ko:K16371	seni:CY43_16965
ko:K02773	seni:CY43_16970
ko:K02774	seni:CY43_16975
ko:K02775	seni:CY43_16980
ko:K00094	seni:CY43_16985
ko:K02436	seni:CY43_16990
ko:K07056	seni:CY43_16995
ko:K07121	seni:CY43_17000
ko:K07460	seni:CY43_17005
ko:K12961	seni:CY43_17010
ko:K05520	seni:CY43_17025
ko:K09979	seni:CY43_17030
ko:K07461	seni:CY43_17035
ko:K03824	seni:CY43_17040
ko:K08303	seni:CY43_17050
ko:K01803	seni:CY43_21340
ko:K00528	seni:CY43_21355
ko:K02446	seni:CY43_21360
ko:K00864	seni:CY43_21365
ko:K02440	seni:CY43_21370
ko:K09892	seni:CY43_21375
ko:K02553	seni:CY43_21380
ko:K02548	seni:CY43_21385
ko:K03667	seni:CY43_21390
ko:K01419	seni:CY43_21395
ko:K03591	seni:CY43_21400
ko:K05499	seni:CY43_21405
ko:K04066	seni:CY43_21410
ko:K02909	seni:CY43_21415
ko:K03764	seni:CY43_21430
ko:K01739	seni:CY43_21435
ko:K12525	seni:CY43_21440
ko:K00297	seni:CY43_21465
ko:K03782	seni:CY43_21470
ko:K09974	seni:CY43_21475
ko:K00005	seni:CY43_21480
ko:K08314	seni:CY43_21485
ko:K08483	seni:CY43_21490
ko:K11189	seni:CY43_21490
ko:K11201	seni:CY43_21490
ko:K11203	seni:CY43_21495
ko:K11202	seni:CY43_21500
ko:K00656	seni:CY43_21505
ko:K04069	seni:CY43_21510
ko:K11202	seni:CY43_21515
ko:K01595	seni:CY43_21530
ko:K03645	seni:CY43_03775
ko:K01835	seni:CY43_03780
ko:K03756	seni:CY43_03790
ko:K01581	seni:CY43_03795
ko:K07667	seni:CY43_03805
ko:K07646	seni:CY43_03810
ko:K01548	seni:CY43_03815
ko:K01547	seni:CY43_03820
ko:K01546	seni:CY43_03825
ko:K01669	seni:CY43_03840
ko:K03305	seni:CY43_03845
ko:K07160	seni:CY43_03865
ko:K07357	seni:CY43_03875
ko:K01854	seni:CY43_03890
ko:K05522	seni:CY43_03930
ko:K07120	seni:CY43_03935
ko:K01647	seni:CY43_03940
ko:K00241	seni:CY43_03945
ko:K00242	seni:CY43_03950
ko:K00239	seni:CY43_03955
ko:K00240	seni:CY43_03960
ko:K00164	seni:CY43_03965
ko:K00658	seni:CY43_03970
ko:K01903	seni:CY43_03975
ko:K01902	seni:CY43_03980
ko:K00425	seni:CY43_03995
ko:K00426	seni:CY43_04000
ko:K07107	seni:CY43_04020
ko:K03562	seni:CY43_04025
ko:K03560	seni:CY43_04030
ko:K03641	seni:CY43_04040
ko:K03640	seni:CY43_04045
ko:K03517	seni:CY43_04080
ko:K03811	seni:CY43_04085
ko:K11892	seni:CY43_01410
ko:K11891	seni:CY43_01425
ko:K11890	seni:CY43_01430
ko:K11904	seni:CY43_01445
ko:K07347	seni:CY43_01515
ko:K06445	seni:CY43_01560
ko:K03271	seni:CY43_01565
ko:K02346	seni:CY43_01580
ko:K02839	seni:CY43_01595
ko:K01270	seni:CY43_01600
ko:K00769	seni:CY43_01605
ko:K11750	seni:CY43_01610
ko:K11926	seni:CY43_01615
ko:K11929	seni:CY43_01620
ko:K00931	seni:CY43_01625
ko:K00147	seni:CY43_01630
ko:K07082	seni:CY43_06110
ko:K00943	seni:CY43_06115
ko:K02341	seni:CY43_06120
ko:K03424	seni:CY43_06125
ko:K02778	seni:CY43_06130
ko:K02779	seni:CY43_06130
ko:K16088	seni:CY43_06135
ko:K02503	seni:CY43_06140
ko:K07337	seni:CY43_06150
ko:K07251	seni:CY43_06155
ko:K01207	seni:CY43_06160
ko:K07000	seni:CY43_06165
ko:K03885	seni:CY43_06170
ko:K12151	seni:CY43_06190
ko:K09808	seni:CY43_06205
ko:K09810	seni:CY43_06210
ko:K09808	seni:CY43_06215
ko:K00884	seni:CY43_06220
ko:K12410	seni:CY43_06225
ko:K11069	seni:CY43_06230
ko:K11070	seni:CY43_06235
ko:K15347	seni:CY43_06245
ko:K11071	seni:CY43_06250
ko:K11072	seni:CY43_06255
ko:K01258	seni:CY43_06260
ko:K07637	seni:CY43_06275
ko:K07660	seni:CY43_06280
ko:K01756	seni:CY43_06285
ko:K07153	seni:CY43_06290
ko:K00566	seni:CY43_06295
ko:K12152	seni:CY43_06300
ko:K06181	seni:CY43_06310
ko:K00031	seni:CY43_06315
ko:K07804	seni:CY43_06345
ko:K04080	seni:CY43_06370
ko:K02035	seni:CY43_06390
ko:K02033	seni:CY43_06395
ko:K02034	seni:CY43_06400
ko:K03100	seni:CY43_13765
ko:K03596	seni:CY43_13770
ko:K03185	seni:CY43_15940
ko:K01262	seni:CY43_15945
ko:K09895	seni:CY43_15950
ko:K09888	seni:CY43_15955
ko:K01934	seni:CY43_15960
ko:K00058	seni:CY43_15965
ko:K01807	seni:CY43_15970
ko:K05596	seni:CY43_15975
ko:K09807	seni:CY43_15985
ko:K06895	seni:CY43_15990
ko:K03442	seni:CY43_15995
ko:K01624	seni:CY43_16000
ko:K00927	seni:CY43_16005
ko:K03472	seni:CY43_16010
ko:K06934	seni:CY43_16015
ko:K16923	seni:CY43_16020
ko:K16785	seni:CY43_16025
ko:K16786	seni:CY43_16030
