ko:K07498	babc:DO78_1705
ko:K02054	babc:DO78_3133
ko:K02055	babc:DO78_3134
ko:K03543	babc:DO78_3137
ko:K02401	babc:DO78_3141
ko:K02410	babc:DO78_3142
ko:K02417	babc:DO78_3144
ko:K02416	babc:DO78_3147
ko:K02416	babc:DO78_3148
ko:K02556	babc:DO78_3149
ko:K02391	babc:DO78_3151
ko:K02412	babc:DO78_3152
ko:K02387	babc:DO78_3169
ko:K02388	babc:DO78_3170
ko:K02408	babc:DO78_3171
ko:K02392	babc:DO78_3172
ko:K02386	babc:DO78_3173
ko:K02394	babc:DO78_3174
ko:K02393	babc:DO78_3176
ko:K02415	babc:DO78_3177
ko:K02419	babc:DO78_3178
ko:K09709	babc:DO78_3183
ko:K01644	babc:DO78_3184
ko:K00381	babc:DO78_108
ko:K00390	babc:DO78_109
ko:K00567	babc:DO78_112
ko:K00548	babc:DO78_115
ko:K07782	babc:DO78_116
ko:K16871	babc:DO78_117
ko:K00957	babc:DO78_119
ko:K00955	babc:DO78_120
ko:K01082	babc:DO78_121
ko:K02444	babc:DO78_125
ko:K00111	babc:DO78_126
ko:K00138	babc:DO78_128
ko:K00138	babc:DO78_129
ko:K13953	babc:DO78_130
ko:K09959	babc:DO78_131
ko:K02529	babc:DO78_132
ko:K06147	babc:DO78_133
ko:K15599	babc:DO78_135
ko:K03707	babc:DO78_136
ko:K15598	babc:DO78_137
ko:K00788	babc:DO78_138
ko:K03149	babc:DO78_139
ko:K03154	babc:DO78_140
ko:K03153	babc:DO78_141
ko:K00941	babc:DO78_142
ko:K05846	babc:DO78_146
ko:K05847	babc:DO78_147
ko:K05846	babc:DO78_148
ko:K05845	babc:DO78_149
ko:K00262	babc:DO78_151
ko:K00303	babc:DO78_152
ko:K00305	babc:DO78_158
ko:K00252	babc:DO78_997
ko:K18138	babc:DO78_1001
ko:K03585	babc:DO78_1002
ko:K00773	babc:DO78_1004
ko:K07568	babc:DO78_1005
ko:K00954	babc:DO78_1008
ko:K02469	babc:DO78_1010
ko:K05595	babc:DO78_1011
ko:K05774	babc:DO78_1012
ko:K02043	babc:DO78_1013
ko:K03111	babc:DO78_1015
ko:K03701	babc:DO78_1018
ko:K03530	babc:DO78_1019
ko:K01338	babc:DO78_1020
ko:K03544	babc:DO78_1021
ko:K01358	babc:DO78_1022
ko:K03665	babc:DO78_1023
ko:K03666	babc:DO78_1024
ko:K03499	babc:DO78_1026
ko:K13599	babc:DO78_1027
ko:K13598	babc:DO78_1028
ko:K07712	babc:DO78_1029
ko:K07708	babc:DO78_1030
ko:K12506	babc:DO78_1032
ko:K03743	babc:DO78_1033
ko:K18588	babc:DO78_1034
ko:K03644	babc:DO78_1036
ko:K00382	babc:DO78_1037
ko:K00627	babc:DO78_1038
ko:K00162	babc:DO78_1039
ko:K00161	babc:DO78_1040
ko:K00760	babc:DO78_1825
ko:K00817	babc:DO78_1827
ko:K00220	babc:DO78_1829
ko:K07232	babc:DO78_1830
ko:K02221	babc:DO78_1832
ko:K01507	babc:DO78_1833
ko:K00655	babc:DO78_1834
ko:K09811	babc:DO78_1836
ko:K09812	babc:DO78_1837
ko:K06188	babc:DO78_1839
ko:K01142	babc:DO78_1841
ko:K09125	babc:DO78_1852
ko:K02902	babc:DO78_1853
ko:K01534	babc:DO78_1856
ko:K09883	babc:DO78_1859
ko:K05527	babc:DO78_1862
ko:K01735	babc:DO78_1864
ko:K00891	babc:DO78_1865
ko:K04763	babc:DO78_1867
ko:K01962	babc:DO78_1868
ko:K04085	babc:DO78_1870
ko:K00059	babc:DO78_1876
ko:K03427	babc:DO78_2671
ko:K01154	babc:DO78_2672
ko:K01153	babc:DO78_2673
ko:K07043	babc:DO78_2674
ko:K17202	babc:DO78_2684
ko:K17203	babc:DO78_2685
ko:K17204	babc:DO78_2686
ko:K00862	babc:DO78_2688
ko:K01624	babc:DO78_2695
ko:K03841	babc:DO78_2696
ko:K06207	babc:DO78_2699
ko:K06213	babc:DO78_2700
ko:K01284	babc:DO78_2701
ko:K01644	babc:DO78_2704
ko:K01704	babc:DO78_2705
ko:K00133	babc:DO78_2709
ko:K10778	babc:DO78_2711
ko:K00052	babc:DO78_2712
ko:K09791	babc:DO78_2713
ko:K00336	babc:DO78_730
ko:K01907	babc:DO78_2037
ko:K08678	babc:DO78_2388
ko:K12448	babc:DO78_2389
ko:K19221	babc:DO78_1205
ko:K07497	babc:DO78_3160
ko:K07497	babc:DO78_2891
ko:K07497	babc:DO78_2932
ko:K07497	babc:DO78_452
ko:K07497	babc:DO78_453
ko:K02032	babc:DO78_2831
ko:K02032	babc:DO78_2613
ko:K00020	babc:DO78_859
ko:K00020	babc:DO78_860
ko:K00020	babc:DO78_1213
ko:K00001	babc:DO78_769
ko:K01992	babc:DO78_1245
ko:K01992	babc:DO78_2321
ko:K19342	babc:DO78_2184
ko:K06041	babc:DO78_3096
ko:K02032	babc:DO78_2912
ko:K11080	babc:DO78_2924
ko:K09691	babc:DO78_456
ko:K04771	babc:DO78_1284
ko:K07492	babc:DO78_465
ko:K00001	babc:DO78_2278
ko:K00035	babc:DO78_2765
ko:K07498	babc:DO78_1702
ko:K11080	babc:DO78_2925
ko:K00525	babc:DO78_2217
ko:K19339	babc:DO78_2179
ko:K19340	babc:DO78_2182
ko:K19341	babc:DO78_2183
ko:K00875	babc:DO78_2175
ko:K02032	babc:DO78_2918
ko:K02031	babc:DO78_2911
ko:K02031	babc:DO78_2896
ko:K02031	babc:DO78_2832
ko:K02031	babc:DO78_2282
ko:K09690	babc:DO78_457
ko:K09386	babc:DO78_242
ko:K17686	babc:DO78_145
ko:K01985	babc:DO78_1510
ko:K01985	babc:DO78_2934
ko:K01985	babc:DO78_1709
ko:K07102	babc:DO78_1936
ko:K19689	babc:DO78_1981
ko:K00992	babc:DO78_1937
ko:K01980	babc:DO78_1511
ko:K01977	babc:DO78_1514
ko:K01977	babc:DO78_1713
ko:K01977	babc:DO78_2938
ko:K17722	babc:DO78_241
ko:K19777	babc:DO78_2240
ko:K00799	babc:DO78_861
ko:K08744	babc:DO78_622
ko:K07147	babc:DO78_2811
ko:K19802	babc:DO78_929
ko:K07484	babc:DO78_2400
ko:K09796	babc:DO78_2070
ko:K20265	babc:DO78_2238
ko:K02483	babc:DO78_2330
ko:K00525	babc:DO78_953
ko:K00526	babc:DO78_2218
ko:K14230	babc:DO78_1509
ko:K14230	babc:DO78_1708
ko:K14230	babc:DO78_2933
ko:K14237	babc:DO78_3068
ko:K14221	babc:DO78_2223
ko:K14221	babc:DO78_722
ko:K14232	babc:DO78_642
ko:K14231	babc:DO78_207
ko:K14234	babc:DO78_217
ko:K14234	babc:DO78_847
ko:K14234	babc:DO78_2662
ko:K14219	babc:DO78_231
ko:K14219	babc:DO78_872
ko:K14219	babc:DO78_1875
ko:K14223	babc:DO78_449
ko:K14223	babc:DO78_1489
ko:K14233	babc:DO78_569
ko:K14233	babc:DO78_1701
ko:K14233	babc:DO78_2403
ko:K14233	babc:DO78_2890
ko:K14228	babc:DO78_813
ko:K14228	babc:DO78_959
ko:K14228	babc:DO78_1793
ko:K14228	babc:DO78_2872
ko:K14225	babc:DO78_874
ko:K14225	babc:DO78_2718
ko:K14225	babc:DO78_2840
ko:K01980	babc:DO78_2935
ko:K14228	babc:DO78_995
ko:K14228	babc:DO78_989
ko:K14232	babc:DO78_702
ko:K14232	babc:DO78_122
ko:K14237	babc:DO78_721
ko:K14237	babc:DO78_871
ko:K14235	babc:DO78_1152
ko:K14236	babc:DO78_1155
ko:K14224	babc:DO78_1178
ko:K14224	babc:DO78_1179
ko:K14224	babc:DO78_1527
ko:K14229	babc:DO78_2431
ko:K20539	babc:DO78_1515
ko:K03200	babc:DO78_3087
ko:K03198	babc:DO78_3089
ko:K03197	babc:DO78_3090
ko:K03296	babc:DO78_235
ko:K00304	babc:DO78_153
ko:K03199	babc:DO78_3088
ko:K03195	babc:DO78_3082
ko:K11529	babc:DO78_308
ko:K16011	babc:DO78_2244
ko:K21054	babc:DO78_2689
ko:K21062	babc:DO78_2149
ko:K21137	babc:DO78_2739
ko:K22025	babc:DO78_3163
ko:K21136	babc:DO78_2740
ko:K13609	babc:DO78_2150
ko:K00821	babc:DO78_257
ko:K21134	babc:DO78_2738
ko:K01520	babc:DO78_1547
ko:K03676	babc:DO78_1726
ko:K01286	babc:DO78_983
ko:K09882	babc:DO78_1860
ko:K01286	babc:DO78_1872
ko:K01286	babc:DO78_1079
ko:K03553	babc:DO78_1107
ko:K06217	babc:DO78_1987
ko:K02314	babc:DO78_391
ko:K00287	babc:DO78_1288
ko:K00560	babc:DO78_1289
ko:K06904	babc:DO78_522
ko:K02316	babc:DO78_1366
ko:K06191	babc:DO78_2215
ko:K06952	babc:DO78_592
ko:K02004	babc:DO78_1544
ko:K02483	babc:DO78_537
ko:K01740	babc:DO78_714
ko:K01738	babc:DO78_714
ko:K00108	babc:DO78_1508
ko:K01802	babc:DO78_1007
ko:K09017	babc:DO78_238
ko:K09806	babc:DO78_1404
ko:K01139	babc:DO78_579
ko:K02335	babc:DO78_51
ko:K00015	babc:DO78_2011
ko:K01649	babc:DO78_603
ko:K21420	babc:DO78_680
ko:K21470	babc:DO78_686
ko:K01420	babc:DO78_581
ko:K21603	babc:DO78_2961
ko:K21564	babc:DO78_2186
ko:K21697	babc:DO78_3140
ko:K21564	babc:DO78_2169
ko:K00344	babc:DO78_2414
ko:K21832	babc:DO78_1348
ko:K19591	babc:DO78_144
ko:K21910	babc:DO78_2693
ko:K21948	babc:DO78_3166
ko:K21929	babc:DO78_576
ko:K21929	babc:DO78_553
ko:K05802	babc:DO78_1220
ko:K22131	babc:DO78_3165
ko:K22130	babc:DO78_3162
ko:K03595	babc:DO78_589
ko:K00302	babc:DO78_154
ko:K00302	babc:DO78_155
ko:K00302	babc:DO78_156
ko:K22187	babc:DO78_134
ko:K22310	babc:DO78_77
ko:K11991	babc:DO78_2115
ko:K02257	babc:DO78_408
ko:K11206	babc:DO78_1725
ko:K00424	babc:DO78_2362
ko:K22548	babc:DO78_289
