ko:K07050	bsui:BSSP1_I0647
ko:K06131	bsui:BSSP1_II1014
ko:K02837	bsui:BSSP1_II1018
ko:K13038	bsui:BSSP1_II1019
ko:K03688	bsui:BSSP1_II1020
ko:K03183	bsui:BSSP1_II1021
ko:K00761	bsui:BSSP1_II1022
ko:K03745	bsui:BSSP1_II1023
ko:K07304	bsui:BSSP1_II1024
ko:K00135	bsui:BSSP1_II1031
ko:K02034	bsui:BSSP1_II1035
ko:K02033	bsui:BSSP1_II1036
ko:K00627	bsui:BSSP1_II1039
ko:K02035	bsui:BSSP1_II1040
ko:K11381	bsui:BSSP1_II1041
ko:K00074	bsui:BSSP1_II1042
ko:K06446	bsui:BSSP1_II1044
ko:K06446	bsui:BSSP1_II1045
ko:K01434	bsui:BSSP1_II1046
ko:K02035	bsui:BSSP1_II1047
ko:K02033	bsui:BSSP1_II1048
ko:K02034	bsui:BSSP1_II1049
ko:K02035	bsui:BSSP1_II1054
ko:K02033	bsui:BSSP1_II1055
ko:K01997	bsui:BSSP1_II0590
ko:K01998	bsui:BSSP1_II0591
ko:K01995	bsui:BSSP1_II0593
ko:K01996	bsui:BSSP1_II0594
ko:K01486	bsui:BSSP1_II0595
ko:K01273	bsui:BSSP1_II0596
ko:K05813	bsui:BSSP1_II0597
ko:K05813	bsui:BSSP1_II0598
ko:K05814	bsui:BSSP1_II0599
ko:K05815	bsui:BSSP1_II0600
ko:K05816	bsui:BSSP1_II0601
ko:K06901	bsui:BSSP1_II0604
ko:K00826	bsui:BSSP1_II0610
ko:K07090	bsui:BSSP1_II0611
ko:K07077	bsui:BSSP1_II0612
ko:K00128	bsui:BSSP1_II0614
ko:K00128	bsui:BSSP1_II0615
ko:K02016	bsui:BSSP1_II0616
ko:K02015	bsui:BSSP1_II0617
ko:K18676	bsui:BSSP1_II1308
ko:K09815	bsui:BSSP1_II1311
ko:K09817	bsui:BSSP1_II1312
ko:K09816	bsui:BSSP1_II1313
ko:K09823	bsui:BSSP1_II1314
ko:K02421	bsui:BSSP1_II1318
ko:K02400	bsui:BSSP1_II1319
ko:K02420	bsui:BSSP1_II1321
ko:K02389	bsui:BSSP1_II1322
ko:K06601	bsui:BSSP1_II1323
ko:K06602	bsui:BSSP1_II1324
ko:K02397	bsui:BSSP1_II1325
ko:K02396	bsui:BSSP1_II1326
ko:K02390	bsui:BSSP1_II1327
ko:K10565	bsui:BSSP1_II1330
ko:K10564	bsui:BSSP1_II1331
ko:K02557	bsui:BSSP1_II1332
ko:K02409	bsui:BSSP1_II1335
ko:K02406	bsui:BSSP1_II1337
ko:K10543	bsui:BSSP1_II1343
ko:K10545	bsui:BSSP1_II1345
ko:K10544	bsui:BSSP1_II1346
ko:K02510	bsui:BSSP1_II1350
ko:K02509	bsui:BSSP1_II1352
ko:K08296	bsui:BSSP1_I0667
ko:K06918	bsui:BSSP1_I0668
ko:K08990	bsui:BSSP1_I0669
ko:K00950	bsui:BSSP1_I0671
ko:K01633	bsui:BSSP1_I0672
ko:K00796	bsui:BSSP1_I0673
ko:K00384	bsui:BSSP1_I0676
ko:K18480	bsui:BSSP1_I0680
ko:K02067	bsui:BSSP1_I0681
ko:K02065	bsui:BSSP1_I0682
ko:K02066	bsui:BSSP1_I0683
ko:K00029	bsui:BSSP1_I0686
ko:K01885	bsui:BSSP1_I0687
ko:K01916	bsui:BSSP1_I0688
ko:K00901	bsui:BSSP1_I0689
ko:K01626	bsui:BSSP1_I0690
ko:K00383	bsui:BSSP1_I0691
ko:K09924	bsui:BSSP1_I0692
ko:K01807	bsui:BSSP1_I0693
ko:K01091	bsui:BSSP1_I0695
ko:K04751	bsui:BSSP1_I0698
ko:K01915	bsui:BSSP1_I0699
ko:K01091	bsui:BSSP1_I0701
ko:K06179	bsui:BSSP1_I0703
ko:K06147	bsui:BSSP1_I0704
ko:K06167	bsui:BSSP1_I0705
ko:K03424	bsui:BSSP1_I0706
ko:K01874	bsui:BSSP1_I0707
ko:K02341	bsui:BSSP1_I0709
ko:K00943	bsui:BSSP1_I0710
ko:K07258	bsui:BSSP1_I0711
ko:K03642	bsui:BSSP1_I0712
ko:K00537	bsui:BSSP1_I0713
ko:K00598	bsui:BSSP1_I1474
ko:K09988	bsui:BSSP1_I1479
ko:K00479	bsui:BSSP1_I1480
ko:K06193	bsui:BSSP1_I1482
ko:K08281	bsui:BSSP1_I1483
ko:K09799	bsui:BSSP1_I1484
ko:K01442	bsui:BSSP1_I1486
ko:K09807	bsui:BSSP1_I1494
ko:K09160	bsui:BSSP1_I1496
ko:K03086	bsui:BSSP1_I1498
ko:K03324	bsui:BSSP1_I1500
ko:K09117	bsui:BSSP1_I1501
ko:K01956	bsui:BSSP1_I1502
ko:K14218	bsui:BSSP1_I1662
ko:K14218	bsui:BSSP1_II1305
ko:K14218	bsui:BSSP1_II1080
ko:K14226	bsui:BSSP1_I1622
ko:K14227	bsui:BSSP1_I1663
ko:K14227	bsui:BSSP1_II1306
ko:K14227	bsui:BSSP1_II1081
ko:K14233	bsui:BSSP1_II0514
ko:K14234	bsui:BSSP1_II0776
ko:K03585	bsui:BSSP1_I0308
ko:K18138	bsui:BSSP1_I0309
ko:K02030	bsui:BSSP1_I0311
ko:K07636	bsui:BSSP1_I0316
ko:K13583	bsui:BSSP1_I0317
ko:K04083	bsui:BSSP1_I0320
ko:K06195	bsui:BSSP1_I0321
ko:K10764	bsui:BSSP1_I0322
ko:K01494	bsui:BSSP1_I0323
ko:K00254	bsui:BSSP1_I0328
ko:K01259	bsui:BSSP1_I0331
ko:K03282	bsui:BSSP1_I0335
ko:K00643	bsui:BSSP1_I0336
ko:K06518	bsui:BSSP1_I0342
ko:K01918	bsui:BSSP1_I0348
ko:K00606	bsui:BSSP1_I0349
ko:K00528	bsui:BSSP1_I0350
ko:K13747	bsui:BSSP1_I0353
ko:K03327	bsui:BSSP1_I0358
ko:K05366	bsui:BSSP1_I1126
ko:K11357	bsui:BSSP1_I1132
ko:K02426	bsui:BSSP1_I1134
ko:K02433	bsui:BSSP1_I1135
ko:K01354	bsui:BSSP1_I1141
ko:K04564	bsui:BSSP1_I1143
ko:K01560	bsui:BSSP1_I1144
ko:K06915	bsui:BSSP1_I1146
ko:K03449	bsui:BSSP1_I1148
ko:K03284	bsui:BSSP1_I1150
ko:K07341	bsui:BSSP1_I1152
ko:K02167	bsui:BSSP1_I1155
ko:K02529	bsui:BSSP1_I1160
ko:K00854	bsui:BSSP1_I1161
ko:K01805	bsui:BSSP1_I1162
ko:K10439	bsui:BSSP1_I1165
ko:K10440	bsui:BSSP1_I1166
ko:K10441	bsui:BSSP1_I1167
ko:K12995	bsui:BSSP1_I1168
ko:K00971	bsui:BSSP1_I1170
ko:K01840	bsui:BSSP1_I1171
ko:K08304	bsui:BSSP1_I1874
ko:K03667	bsui:BSSP1_I1878
ko:K01419	bsui:BSSP1_I1879
ko:K01693	bsui:BSSP1_I1880
ko:K02501	bsui:BSSP1_I1882
ko:K01814	bsui:BSSP1_I1883
ko:K02500	bsui:BSSP1_I1884
ko:K01523	bsui:BSSP1_I1885
ko:K00867	bsui:BSSP1_I1886
ko:K15034	bsui:BSSP1_I1887
ko:K01610	bsui:BSSP1_I1888
ko:K01610	bsui:BSSP1_I1889
ko:K14981	bsui:BSSP1_I1890
ko:K14980	bsui:BSSP1_I1891
ko:K02793	bsui:BSSP1_I1893
ko:K11189	bsui:BSSP1_I1894
ko:K01251	bsui:BSSP1_I1896
ko:K03671	bsui:BSSP1_I1903
ko:K11754	bsui:BSSP1_I1904
ko:K01963	bsui:BSSP1_I1905
ko:K01695	bsui:BSSP1_I1906
ko:K01696	bsui:BSSP1_I1908
ko:K01817	bsui:BSSP1_I1909
ko:K07043	bsui:BSSP1_I1911
ko:K05782	bsui:BSSP1_I1913
ko:K02520	bsui:BSSP1_I1916
ko:K02916	bsui:BSSP1_I1918
ko:K02887	bsui:BSSP1_I1919
ko:K01889	bsui:BSSP1_I1921
ko:K01890	bsui:BSSP1_I1922
ko:K02015	bsui:BSSP1_II0618
ko:K02013	bsui:BSSP1_II0619
ko:K01469	bsui:BSSP1_II0621
ko:K02424	bsui:BSSP1_II0622
ko:K10009	bsui:BSSP1_II0623
ko:K10010	bsui:BSSP1_II0624
ko:K01524	bsui:BSSP1_II0625
ko:K02427	bsui:BSSP1_II0626
ko:K10112	bsui:BSSP1_II0628
ko:K17317	bsui:BSSP1_II0629
ko:K17316	bsui:BSSP1_II0630
ko:K17315	bsui:BSSP1_II0631
ko:K00794	bsui:BSSP1_II0633
ko:K02379	bsui:BSSP1_II0634
ko:K02011	bsui:BSSP1_II0639
ko:K02012	bsui:BSSP1_II0640
ko:K02010	bsui:BSSP1_II0641
ko:K07054	bsui:BSSP1_I1504
ko:K01955	bsui:BSSP1_I1507
ko:K02471	bsui:BSSP1_I1509
ko:K03704	bsui:BSSP1_I1511
ko:K00799	bsui:BSSP1_I1512
ko:K00812	bsui:BSSP1_I1514
ko:K00384	bsui:BSSP1_I1517
ko:K03498	bsui:BSSP1_I1518
ko:K12989	bsui:BSSP1_I1520
ko:K03624	bsui:BSSP1_I1521
ko:K03435	bsui:BSSP1_II0225
ko:K10543	bsui:BSSP1_II0227
ko:K10545	bsui:BSSP1_II0228
ko:K10544	bsui:BSSP1_II0229
ko:K00039	bsui:BSSP1_II0231
ko:K00376	bsui:BSSP1_II0239
ko:K07218	bsui:BSSP1_II0240
ko:K03734	bsui:BSSP1_II0244
ko:K07234	bsui:BSSP1_II0247
ko:K02051	bsui:BSSP1_II0248
ko:K02050	bsui:BSSP1_II0249
ko:K02049	bsui:BSSP1_II0250
ko:K08303	bsui:BSSP1_II0253
ko:K03182	bsui:BSSP1_II0255
ko:K03186	bsui:BSSP1_II0256
ko:K03769	bsui:BSSP1_II0258
ko:K00374	bsui:BSSP1_II0259
ko:K00373	bsui:BSSP1_II0260
ko:K00371	bsui:BSSP1_II0261
ko:K00370	bsui:BSSP1_II0262
ko:K02575	bsui:BSSP1_II0263
ko:K02529	bsui:BSSP1_II0265
ko:K10236	bsui:BSSP1_II0266
ko:K10237	bsui:BSSP1_II0267
ko:K10238	bsui:BSSP1_II0268
ko:K10111	bsui:BSSP1_II0269
ko:K15736	bsui:BSSP1_II0960
ko:K02342	bsui:BSSP1_II0961
ko:K02433	bsui:BSSP1_II0962
ko:K02433	bsui:BSSP1_II0963
ko:K02034	bsui:BSSP1_II0966
ko:K02033	bsui:BSSP1_II0967
ko:K02035	bsui:BSSP1_II0968
ko:K00059	bsui:BSSP1_II0969
ko:K00128	bsui:BSSP1_II0970
ko:K08169	bsui:BSSP1_II0973
ko:K02914	bsui:BSSP1_II0977
ko:K03536	bsui:BSSP1_II0978
ko:K03217	bsui:BSSP1_II0979
ko:K03978	bsui:BSSP1_II0980
ko:K00930	bsui:BSSP1_II0981
ko:K07025	bsui:BSSP1_II0982
ko:K06966	bsui:BSSP1_II0983
ko:K00674	bsui:BSSP1_II0984
ko:K01439	bsui:BSSP1_II0986
ko:K06173	bsui:BSSP1_II0988
ko:K00604	bsui:BSSP1_II0989
ko:K01462	bsui:BSSP1_II0990
ko:K09760	bsui:BSSP1_II0991
ko:K07401	bsui:BSSP1_II0992
ko:K07461	bsui:BSSP1_II0993
ko:K03596	bsui:BSSP1_II0994
ko:K00329	bsui:BSSP1_II0996
ko:K00356	bsui:BSSP1_II0996
ko:K06153	bsui:BSSP1_II0997
ko:K00799	bsui:BSSP1_II0998
ko:K07261	bsui:BSSP1_II1001
ko:K01734	bsui:BSSP1_II1002
ko:K00845	bsui:BSSP1_II1003
ko:K06147	bsui:BSSP1_II1004
ko:K00215	bsui:BSSP1_II1005
ko:K01834	bsui:BSSP1_II1006
ko:K02034	bsui:BSSP1_II1056
ko:K14588	bsui:BSSP1_II0645
ko:K04756	bsui:BSSP1_II0648
ko:K03386	bsui:BSSP1_II0649
ko:K04761	bsui:BSSP1_II0650
ko:K00010	bsui:BSSP1_II0652
ko:K03338	bsui:BSSP1_II0654
ko:K03338	bsui:BSSP1_II0655
ko:K03336	bsui:BSSP1_II0656
ko:K03336	bsui:BSSP1_II0657
ko:K03335	bsui:BSSP1_II0658
ko:K03337	bsui:BSSP1_II0659
ko:K01092	bsui:BSSP1_II0660
ko:K02010	bsui:BSSP1_II0661
ko:K02011	bsui:BSSP1_II0662
ko:K02012	bsui:BSSP1_II0663
ko:K13821	bsui:BSSP1_II0664
ko:K03719	bsui:BSSP1_II0665
ko:K00151	bsui:BSSP1_II1355
ko:K01826	bsui:BSSP1_II1356
ko:K07025	bsui:BSSP1_II1361
ko:K01999	bsui:BSSP1_II1369
ko:K01997	bsui:BSSP1_II1370
ko:K01995	bsui:BSSP1_II1371
ko:K01998	bsui:BSSP1_II1371
ko:K01996	bsui:BSSP1_II1372
ko:K07090	bsui:BSSP1_II1374
ko:K03710	bsui:BSSP1_II1375
ko:K02027	bsui:BSSP1_II1376
ko:K02026	bsui:BSSP1_II1377
ko:K02025	bsui:BSSP1_II1378
ko:K10112	bsui:BSSP1_II1379
ko:K02051	bsui:BSSP1_II1383
ko:K02049	bsui:BSSP1_II1384
ko:K02050	bsui:BSSP1_II1385
ko:K16087	bsui:BSSP1_II1387
ko:K01999	bsui:BSSP1_II1389
ko:K01997	bsui:BSSP1_II1390
ko:K01998	bsui:BSSP1_II1391
ko:K01995	bsui:BSSP1_II1392
ko:K01996	bsui:BSSP1_II1393
ko:K00773	bsui:BSSP1_I0723
ko:K09803	bsui:BSSP1_I0724
ko:K16079	bsui:BSSP1_I0727
ko:K01676	bsui:BSSP1_I0742
ko:K03639	bsui:BSSP1_I0745
ko:K03752	bsui:BSSP1_I0746
ko:K03753	bsui:BSSP1_I0747
ko:K02030	bsui:BSSP1_I0749
ko:K02029	bsui:BSSP1_I0750
ko:K02029	bsui:BSSP1_I0751
ko:K06076	bsui:BSSP1_I0754
ko:K01873	bsui:BSSP1_I0756
ko:K09991	bsui:BSSP1_I0757
ko:K12340	bsui:BSSP1_I0758
ko:K00573	bsui:BSSP1_I0759
ko:K07213	bsui:BSSP1_I0761
ko:K13628	bsui:BSSP1_I0763
ko:K00858	bsui:BSSP1_I0765
ko:K02480	bsui:BSSP1_I0360
ko:K02048	bsui:BSSP1_I0365
ko:K02046	bsui:BSSP1_I0366
ko:K02047	bsui:BSSP1_I0367
ko:K07002	bsui:BSSP1_I0368
ko:K07027	bsui:BSSP1_I0369
ko:K03455	bsui:BSSP1_I0370
ko:K12257	bsui:BSSP1_I0371
ko:K02232	bsui:BSSP1_I0382
ko:K02231	bsui:BSSP1_I0385
ko:K02234	bsui:BSSP1_I0386
ko:K02230	bsui:BSSP1_I0387
ko:K08978	bsui:BSSP1_I0389
ko:K07090	bsui:BSSP1_I0390
ko:K02189	bsui:BSSP1_I0392
ko:K05936	bsui:BSSP1_I0393
ko:K05895	bsui:BSSP1_I0394
ko:K02188	bsui:BSSP1_I0395
ko:K02303	bsui:BSSP1_I0396
ko:K02224	bsui:BSSP1_I0397
ko:K02225	bsui:BSSP1_I0398
ko:K02227	bsui:BSSP1_I0399
ko:K01999	bsui:BSSP1_I0400
ko:K13786	bsui:BSSP1_I0401
ko:K13541	bsui:BSSP1_I0404
ko:K03394	bsui:BSSP1_I0405
ko:K06042	bsui:BSSP1_I0406
ko:K02229	bsui:BSSP1_I0407
ko:K01711	bsui:BSSP1_I1184
ko:K07127	bsui:BSSP1_I1196
ko:K01483	bsui:BSSP1_I1197
ko:K03523	bsui:BSSP1_I1198
ko:K01006	bsui:BSSP1_I1206
ko:K06996	bsui:BSSP1_I1207
ko:K16264	bsui:BSSP1_I1208
ko:K03529	bsui:BSSP1_I1209
ko:K03575	bsui:BSSP1_I1213
ko:K01560	bsui:BSSP1_I1214
ko:K03281	bsui:BSSP1_I1216
ko:K01733	bsui:BSSP1_I1221
ko:K03790	bsui:BSSP1_I1223
ko:K07735	bsui:BSSP1_I1225
ko:K04043	bsui:BSSP1_I1924
ko:K03686	bsui:BSSP1_I1925
ko:K00570	bsui:BSSP1_I1926
ko:K01591	bsui:BSSP1_I1927
ko:K01920	bsui:BSSP1_I1930
ko:K07391	bsui:BSSP1_I1931
ko:K03642	bsui:BSSP1_I1933
ko:K09790	bsui:BSSP1_I1935
ko:K02040	bsui:BSSP1_I1936
ko:K02037	bsui:BSSP1_I1937
ko:K02038	bsui:BSSP1_I1938
ko:K02036	bsui:BSSP1_I1939
ko:K02039	bsui:BSSP1_I1940
ko:K07657	bsui:BSSP1_I1941
ko:K04047	bsui:BSSP1_I1945
ko:K03789	bsui:BSSP1_I1948
ko:K06168	bsui:BSSP1_I1950
ko:K07042	bsui:BSSP1_I1953
ko:K03820	bsui:BSSP1_I1955
ko:K00789	bsui:BSSP1_I1957
ko:K03439	bsui:BSSP1_I1958
ko:K09748	bsui:BSSP1_I1959
ko:K02600	bsui:BSSP1_I1960
ko:K07742	bsui:BSSP1_I1962
ko:K02519	bsui:BSSP1_I1963
ko:K02834	bsui:BSSP1_I1964
ko:K03177	bsui:BSSP1_I1965
ko:K02956	bsui:BSSP1_I1966
ko:K00962	bsui:BSSP1_I1967
ko:K00564	bsui:BSSP1_I1968
ko:K00208	bsui:BSSP1_I1969
ko:K00647	bsui:BSSP1_I1970
ko:K00281	bsui:BSSP1_II0666
ko:K02437	bsui:BSSP1_II0667
ko:K00605	bsui:BSSP1_II0668
ko:K01915	bsui:BSSP1_II0673
ko:K02002	bsui:BSSP1_II0678
ko:K02001	bsui:BSSP1_II0679
ko:K02000	bsui:BSSP1_II0680
ko:K10112	bsui:BSSP1_II0684
ko:K02027	bsui:BSSP1_II0686
ko:K02025	bsui:BSSP1_II0687
ko:K02026	bsui:BSSP1_II0688
ko:K02013	bsui:BSSP1_II0691
ko:K02013	bsui:BSSP1_II0692
ko:K02015	bsui:BSSP1_II0693
ko:K02016	bsui:BSSP1_II0694
ko:K06075	bsui:BSSP1_II0699
ko:K09761	bsui:BSSP1_II0700
ko:K01919	bsui:BSSP1_II0701
ko:K03601	bsui:BSSP1_II0702
ko:K01915	bsui:BSSP1_II0706
ko:K09471	bsui:BSSP1_II0708
ko:K00852	bsui:BSSP1_II1406
ko:K02057	bsui:BSSP1_II1408
ko:K02057	bsui:BSSP1_II1409
ko:K02056	bsui:BSSP1_II1410
ko:K18707	bsui:BSSP1_I1734
ko:K01161	bsui:BSSP1_II0576
ko:K00336	bsui:BSSP1_I0896
ko:K05366	bsui:BSSP1_I0114
ko:K18893	bsui:BSSP1_I1565
ko:K00335	bsui:BSSP1_I0897
ko:K16898	bsui:BSSP1_I1902
ko:K03497	bsui:BSSP1_II1401
ko:K03496	bsui:BSSP1_II1400
ko:K19055	bsui:BSSP1_II0839
ko:K14224	bsui:BSSP1_II1095
ko:K09472	bsui:BSSP1_II1366
ko:K00020	bsui:BSSP1_I0379
ko:K02483	bsui:BSSP1_II0194
ko:K18979	bsui:BSSP1_II0999
ko:K03526	bsui:BSSP1_II1218
ko:K07483	bsui:BSSP1_II0511
ko:K07473	bsui:BSSP1_II0334
ko:K03497	bsui:BSSP1_I1856
ko:K03496	bsui:BSSP1_I1857
ko:K04565	bsui:BSSP1_II0644
ko:K00446	bsui:BSSP1_II1354
ko:K03196	bsui:BSSP1_II0027
ko:K03204	bsui:BSSP1_II0029
ko:K03203	bsui:BSSP1_II0030
ko:K03201	bsui:BSSP1_II0031
ko:K03194	bsui:BSSP1_II0036
ko:K03111	bsui:BSSP1_I0596
ko:K07498	bsui:BSSP1_II1297
ko:K03761	bsui:BSSP1_I1472
ko:K03761	bsui:BSSP1_I1473
ko:K16899	bsui:BSSP1_I1901
ko:K07484	bsui:BSSP1_II0510
ko:K02483	bsui:BSSP1_I1095
ko:K00611	bsui:BSSP1_I0319
ko:K18996	bsui:BSSP1_II1402
ko:K00344	bsui:BSSP1_II0526
ko:K02032	bsui:BSSP1_II0964
ko:K13581	bsui:BSSP1_I1215
ko:K13642	bsui:BSSP1_II0264
ko:K00875	bsui:BSSP1_II0232
ko:K02032	bsui:BSSP1_II0358
ko:K02032	bsui:BSSP1_II1033
ko:K00020	bsui:BSSP1_I0753
ko:K12448	bsui:BSSP1_II0494
ko:K04747	bsui:BSSP1_II0210
ko:K00529	bsui:BSSP1_II0670
ko:K00798	bsui:BSSP1_I1776
ko:K22468	bsui:BSSP1_I0315
ko:K01621	bsui:BSSP1_II0339
ko:K01239	bsui:BSSP1_II1407
ko:K19181	bsui:BSSP1_I1848
ko:K00102	bsui:BSSP1_I1428
ko:K01710	bsui:BSSP1_II0795
ko:K01710	bsui:BSSP1_II0796
ko:K02032	bsui:BSSP1_II0723
ko:K00344	bsui:BSSP1_II0345
ko:K08678	bsui:BSSP1_II0493
ko:K19221	bsui:BSSP1_I0388
ko:K01992	bsui:BSSP1_I1370
ko:K01992	bsui:BSSP1_II0425
ko:K19342	bsui:BSSP1_II0243
ko:K07497	bsui:BSSP1_II1028
ko:K07497	bsui:BSSP1_II1075
ko:K07497	bsui:BSSP1_I1189
ko:K06041	bsui:BSSP1_II0041
ko:K02032	bsui:BSSP1_II1051
ko:K11080	bsui:BSSP1_II1067
ko:K04771	bsui:BSSP1_I1411
ko:K00001	bsui:BSSP1_II0355
ko:K07498	bsui:BSSP1_II1293
ko:K11080	bsui:BSSP1_II1065
ko:K07492	bsui:BSSP1_II0507
ko:K19339	bsui:BSSP1_II0238
ko:K19340	bsui:BSSP1_II0241
ko:K19341	bsui:BSSP1_II0242
ko:K02032	bsui:BSSP1_II1058
ko:K02031	bsui:BSSP1_II1050
ko:K02031	bsui:BSSP1_II1034
ko:K02031	bsui:BSSP1_II0965
ko:K00525	bsui:BSSP1_II0277
ko:K07344	bsui:BSSP1_II0323
ko:K09386	bsui:BSSP1_I0301
ko:K17686	bsui:BSSP1_I0216
ko:K19713	bsui:BSSP1_II0311
ko:K07102	bsui:BSSP1_I1899
ko:K19689	bsui:BSSP1_I1944
ko:K00992	bsui:BSSP1_I1900
ko:K17722	bsui:BSSP1_I0300
ko:K19777	bsui:BSSP1_II0302
ko:K14218	bsui:BSSP1_I1792
ko:K14237	bsui:BSSP1_II0011
ko:K14229	bsui:BSSP1_II0542
ko:K14222	bsui:BSSP1_II0574
ko:K14220	bsui:BSSP1_II0581
ko:K14233	bsui:BSSP1_II1027
ko:K01980	bsui:BSSP1_II1079
ko:K01980	bsui:BSSP1_II1304
ko:K00799	bsui:BSSP1_I0752
ko:K08744	bsui:BSSP1_I1010
ko:K07147	bsui:BSSP1_II0944
ko:K19802	bsui:BSSP1_I0684
ko:K07497	bsui:BSSP1_I1175
ko:K14221	bsui:BSSP1_I0904
ko:K14221	bsui:BSSP1_II0284
ko:K14229	bsui:BSSP1_I1357
ko:K14230	bsui:BSSP1_I1493
ko:K14230	bsui:BSSP1_I1620
ko:K14230	bsui:BSSP1_I1658
ko:K14230	bsui:BSSP1_II1301
ko:K14230	bsui:BSSP1_II1076
ko:K09796	bsui:BSSP1_I0049
ko:K20265	bsui:BSSP1_II0300
ko:K20266	bsui:BSSP1_II0324
ko:K02483	bsui:BSSP1_II0435
ko:K14219	bsui:BSSP1_I0739
ko:K14219	bsui:BSSP1_I0981
ko:K14219	bsui:BSSP1_I1838
ko:K14228	bsui:BSSP1_I0808
ko:K14228	bsui:BSSP1_I1750
ko:K14237	bsui:BSSP1_I0906
ko:K14223	bsui:BSSP1_I1191
ko:K14231	bsui:BSSP1_I0267
ko:K14225	bsui:BSSP1_I0444
ko:K14232	bsui:BSSP1_I0193
ko:K14236	bsui:BSSP1_I0443
ko:K14232	bsui:BSSP1_I0926
ko:K14225	bsui:BSSP1_I0737
ko:K00525	bsui:BSSP1_I0659
ko:K06075	bsui:BSSP1_II0431
ko:K00526	bsui:BSSP1_II0278
ko:K14224	bsui:BSSP1_I0416
ko:K14225	bsui:BSSP1_II0841
ko:K14225	bsui:BSSP1_II0974
ko:K14235	bsui:BSSP1_I0447
ko:K14228	bsui:BSSP1_I0615
ko:K14228	bsui:BSSP1_I0620
ko:K14228	bsui:BSSP1_I0651
ko:K20539	bsui:BSSP1_II1083
ko:K03200	bsui:BSSP1_II0032
ko:K03198	bsui:BSSP1_II0034
ko:K03197	bsui:BSSP1_II0035
ko:K03296	bsui:BSSP1_I0294
ko:K03199	bsui:BSSP1_II0033
ko:K03195	bsui:BSSP1_II0028
ko:K11529	bsui:BSSP1_I1342
ko:K16011	bsui:BSSP1_II0305
ko:K21054	bsui:BSSP1_II0809
ko:K21062	bsui:BSSP1_II0204
ko:K21137	bsui:BSSP1_II0862
ko:K00821	bsui:BSSP1_I0318
ko:K07497	bsui:BSSP1_I1187
ko:K21136	bsui:BSSP1_II0863
ko:K13609	bsui:BSSP1_II0205
ko:K21134	bsui:BSSP1_II0861
ko:K06191	bsui:BSSP1_II0275
ko:K01520	bsui:BSSP1_II1116
ko:K03676	bsui:BSSP1_I1678
ko:K06952	bsui:BSSP1_I1042
ko:K09882	bsui:BSSP1_I1822
ko:K06904	bsui:BSSP1_I1121
ko:K01286	bsui:BSSP1_I1835
ko:K06217	bsui:BSSP1_I1952
ko:K02314	bsui:BSSP1_I1253
ko:K03553	bsui:BSSP1_I0497
ko:K01286	bsui:BSSP1_I0528
ko:K00287	bsui:BSSP1_I1415
ko:K00560	bsui:BSSP1_I1416
ko:K01286	bsui:BSSP1_I0628
ko:K02316	bsui:BSSP1_I1499
ko:K02483	bsui:BSSP1_I1103
ko:K01740	bsui:BSSP1_I0910
ko:K01738	bsui:BSSP1_I0910
ko:K00108	bsui:BSSP1_I1656
ko:K01802	bsui:BSSP1_I0604
ko:K09017	bsui:BSSP1_I0297
ko:K09806	bsui:BSSP1_I1544
ko:K01139	bsui:BSSP1_I1055
ko:K02335	bsui:BSSP1_I0120
ko:K00015	bsui:BSSP1_I1976
ko:K07497	bsui:BSSP1_I0974
ko:K01649	bsui:BSSP1_I1030
ko:K21420	bsui:BSSP1_I0950
ko:K02483	bsui:BSSP1_II0193
ko:K21470	bsui:BSSP1_I0943
ko:K21470	bsui:BSSP1_I0741
ko:K01420	bsui:BSSP1_I1053
ko:K21603	bsui:BSSP1_II1328
ko:K21564	bsui:BSSP1_II0245
ko:K21697	bsui:BSSP1_II0087
ko:K21564	bsui:BSSP1_II0224
ko:K21832	bsui:BSSP1_I1481
ko:K19591	bsui:BSSP1_I0217
ko:K21910	bsui:BSSP1_II0814
ko:K21948	bsui:BSSP1_II0110
ko:K21929	bsui:BSSP1_I1059
ko:K21929	bsui:BSSP1_I1086
ko:K05802	bsui:BSSP1_I0373
ko:K22025	bsui:BSSP1_II0107
ko:K22131	bsui:BSSP1_II0109
ko:K22130	bsui:BSSP1_II0106
ko:K08319	bsui:BSSP1_II0111
ko:K03595	bsui:BSSP1_I1045
ko:K00304	bsui:BSSP1_I0225
ko:K00302	bsui:BSSP1_I0226
ko:K00302	bsui:BSSP1_I0227
ko:K22187	bsui:BSSP1_I0205
ko:K22310	bsui:BSSP1_I0145
ko:K11991	bsui:BSSP1_II0164
ko:K02257	bsui:BSSP1_I1236
ko:K11206	bsui:BSSP1_I1677
ko:K00424	bsui:BSSP1_II0469
ko:K22548	bsui:BSSP1_I0356
