ko:K04112	rpt:Rpal_0724
ko:K02909	rpt:Rpal_0988
ko:K02557	rpt:Rpal_0991
ko:K00574	rpt:Rpal_0994
ko:K07727	rpt:Rpal_0997
ko:K03186	rpt:Rpal_1000
ko:K03182	rpt:Rpal_1001
ko:K07160	rpt:Rpal_2956
ko:K01714	rpt:Rpal_2961
ko:K03282	rpt:Rpal_2962
ko:K03664	rpt:Rpal_2963
ko:K03060	rpt:Rpal_2967
ko:K03474	rpt:Rpal_2969
ko:K00997	rpt:Rpal_2970
ko:K03100	rpt:Rpal_2971
ko:K03685	rpt:Rpal_2972
ko:K03595	rpt:Rpal_2973
ko:K03584	rpt:Rpal_2975
ko:K03322	rpt:Rpal_2981
ko:K01698	rpt:Rpal_2988
ko:K06886	rpt:Rpal_2995
ko:K00600	rpt:Rpal_3004
ko:K07738	rpt:Rpal_3005
ko:K00794	rpt:Rpal_3008
ko:K03625	rpt:Rpal_3009
ko:K00946	rpt:Rpal_3011
ko:K03621	rpt:Rpal_3019
ko:K00648	rpt:Rpal_3020
ko:K04764	rpt:Rpal_3021
ko:K03559	rpt:Rpal_3966
ko:K07336	rpt:Rpal_3968
ko:K09937	rpt:Rpal_4003
ko:K04087	rpt:Rpal_4004
ko:K04088	rpt:Rpal_4005
ko:K00287	rpt:Rpal_4006
ko:K00560	rpt:Rpal_4007
ko:K07240	rpt:Rpal_4011
ko:K07240	rpt:Rpal_4012
ko:K09985	rpt:Rpal_4013
ko:K01679	rpt:Rpal_4014
ko:K07107	rpt:Rpal_4019
ko:K03657	rpt:Rpal_4021
ko:K06196	rpt:Rpal_4965
ko:K07112	rpt:Rpal_4968
ko:K07112	rpt:Rpal_4970
ko:K03575	rpt:Rpal_4978
ko:K03529	rpt:Rpal_4983
ko:K03744	rpt:Rpal_4985
ko:K03799	rpt:Rpal_4986
ko:K00759	rpt:Rpal_4990
ko:K06193	rpt:Rpal_4993
ko:K07275	rpt:Rpal_4994
ko:K01908	rpt:Rpal_4996
ko:K07080	rpt:Rpal_5002
ko:K09862	rpt:Rpal_5017
ko:K00330	rpt:Rpal_3300
ko:K03530	rpt:Rpal_3302
ko:K01258	rpt:Rpal_3303
ko:K01338	rpt:Rpal_3307
ko:K03544	rpt:Rpal_3308
ko:K03545	rpt:Rpal_3310
ko:K01915	rpt:Rpal_3315
ko:K01935	rpt:Rpal_3319
ko:K00525	rpt:Rpal_3325
ko:K00151	rpt:Rpal_4281
ko:K01652	rpt:Rpal_4284
ko:K02613	rpt:Rpal_4285
ko:K02612	rpt:Rpal_4286
ko:K02611	rpt:Rpal_4287
ko:K02610	rpt:Rpal_4288
ko:K02609	rpt:Rpal_4289
ko:K00285	rpt:Rpal_4295
ko:K07141	rpt:Rpal_4320
ko:K07402	rpt:Rpal_4321
ko:K07161	rpt:Rpal_4323
ko:K03519	rpt:Rpal_4325
ko:K03518	rpt:Rpal_4326
ko:K01997	rpt:Rpal_4330
ko:K01998	rpt:Rpal_4331
ko:K01995	rpt:Rpal_4332
ko:K01996	rpt:Rpal_4333
ko:K01999	rpt:Rpal_4334
ko:K02039	rpt:Rpal_5262
ko:K02036	rpt:Rpal_5263
ko:K02038	rpt:Rpal_5264
ko:K02037	rpt:Rpal_5265
ko:K02040	rpt:Rpal_5266
ko:K07636	rpt:Rpal_5267
ko:K05813	rpt:Rpal_5274
ko:K03088	rpt:Rpal_5278
ko:K00425	rpt:Rpal_5279
ko:K00426	rpt:Rpal_5280
ko:K02003	rpt:Rpal_5296
ko:K01999	rpt:Rpal_5300
ko:K04079	rpt:Rpal_5302
ko:K08963	rpt:Rpal_5307
ko:K00772	rpt:Rpal_5308
ko:K03654	rpt:Rpal_5313
ko:K02182	rpt:Rpal_5316
ko:K03735	rpt:Rpal_4270
ko:K08303	rpt:Rpal_1003
ko:K00788	rpt:Rpal_1009
ko:K01623	rpt:Rpal_1010
ko:K00927	rpt:Rpal_1013
ko:K00134	rpt:Rpal_1014
ko:K00615	rpt:Rpal_1015
ko:K09888	rpt:Rpal_1017
ko:K03215	rpt:Rpal_1018
ko:K03327	rpt:Rpal_1019
ko:K06442	rpt:Rpal_1020
ko:K01662	rpt:Rpal_1022
ko:K03602	rpt:Rpal_1023
ko:K07798	rpt:Rpal_1046
ko:K02115	rpt:Rpal_1049
ko:K02111	rpt:Rpal_1050
ko:K02109	rpt:Rpal_1051
ko:K02110	rpt:Rpal_1052
ko:K02108	rpt:Rpal_1053
ko:K02114	rpt:Rpal_1056
ko:K02112	rpt:Rpal_1057
ko:K03088	rpt:Rpal_1058
ko:K01595	rpt:Rpal_1972
ko:K02433	rpt:Rpal_1980
ko:K00481	rpt:Rpal_1983
ko:K01999	rpt:Rpal_1991
ko:K01996	rpt:Rpal_1993
ko:K01995	rpt:Rpal_1994
ko:K01998	rpt:Rpal_1994
ko:K01997	rpt:Rpal_1995
ko:K03088	rpt:Rpal_2016
ko:K09970	rpt:Rpal_2900
ko:K09971	rpt:Rpal_2901
ko:K02051	rpt:Rpal_2902
ko:K02050	rpt:Rpal_2903
ko:K02585	rpt:Rpal_2906
ko:K02588	rpt:Rpal_2907
ko:K02586	rpt:Rpal_2908
ko:K02591	rpt:Rpal_2909
ko:K02035	rpt:Rpal_2913
ko:K02034	rpt:Rpal_2916
ko:K02033	rpt:Rpal_2917
ko:K02035	rpt:Rpal_2918
ko:K00820	rpt:Rpal_2934
ko:K00800	rpt:Rpal_0064
ko:K09778	rpt:Rpal_0065
ko:K00945	rpt:Rpal_0066
ko:K02945	rpt:Rpal_0067
ko:K04773	rpt:Rpal_0068
ko:K05788	rpt:Rpal_0069
ko:K01817	rpt:Rpal_0071
ko:K01696	rpt:Rpal_0072
ko:K01695	rpt:Rpal_0073
ko:K03671	rpt:Rpal_0076
ko:K07102	rpt:Rpal_0081
ko:K01520	rpt:Rpal_0083
ko:K03688	rpt:Rpal_0085
ko:K03183	rpt:Rpal_0086
ko:K10563	rpt:Rpal_0087
ko:K03585	rpt:Rpal_0099
ko:K02388	rpt:Rpal_0101
ko:K02032	rpt:Rpal_0102
ko:K02031	rpt:Rpal_0103
ko:K02034	rpt:Rpal_0104
ko:K02033	rpt:Rpal_0105
ko:K03412	rpt:Rpal_0140
ko:K03412	rpt:Rpal_1820
ko:K00658	rpt:Rpal_0183
ko:K22617	rpt:Rpal_4813
ko:K03070	rpt:Rpal_0511
ko:K01159	rpt:Rpal_1289
ko:K03551	rpt:Rpal_1292
ko:K00826	rpt:Rpal_4854
ko:K00826	rpt:Rpal_5073
ko:K03555	rpt:Rpal_0513
ko:K04564	rpt:Rpal_1890
ko:K01755	rpt:Rpal_5225
ko:K05896	rpt:Rpal_3191
ko:K02806	rpt:Rpal_0054
ko:K02591	rpt:Rpal_1620
ko:K01545	rpt:Rpal_3414
ko:K11333	rpt:Rpal_1710
ko:K06136	rpt:Rpal_2158
ko:K02586	rpt:Rpal_1622
ko:K02588	rpt:Rpal_5101
ko:K04763	rpt:Rpal_0507
ko:K04037	rpt:Rpal_1733
ko:K11312	rpt:Rpal_1490
ko:K11334	rpt:Rpal_1711
ko:K11335	rpt:Rpal_1712
ko:K11336	rpt:Rpal_1729
ko:K02588	rpt:Rpal_1623
ko:K04565	rpt:Rpal_0224
ko:K11473	rpt:Rpal_1323
ko:K09019	rpt:Rpal_4764
ko:K01644	rpt:Rpal_5039
ko:K11689	rpt:Rpal_2261
ko:K03636	rpt:Rpal_1360
ko:K05527	rpt:Rpal_0502
ko:K01154	rpt:Rpal_1502
ko:K11472	rpt:Rpal_1322
ko:K00104	rpt:Rpal_1321
ko:K11475	rpt:Rpal_4140
ko:K00567	rpt:Rpal_4914
ko:K16087	rpt:Rpal_2550
ko:K03426	rpt:Rpal_0617
ko:K00459	rpt:Rpal_2151
ko:K00058	rpt:Rpal_4789
ko:K00253	rpt:Rpal_1804
ko:K01061	rpt:Rpal_1386
ko:K00228	rpt:Rpal_1701
ko:K00602	rpt:Rpal_0029
ko:K07454	rpt:Rpal_4880
ko:K01897	rpt:Rpal_4572
ko:K01079	rpt:Rpal_2240
ko:K07726	rpt:Rpal_2181
ko:K00647	rpt:Rpal_0430
ko:K02057	rpt:Rpal_5056
ko:K02056	rpt:Rpal_5055
ko:K02058	rpt:Rpal_5058
ko:K00575	rpt:Rpal_1874
ko:K00575	rpt:Rpal_1821
ko:K03496	rpt:Rpal_0294
ko:K00906	rpt:Rpal_0350
ko:K03832	rpt:Rpal_3695
ko:K03446	rpt:Rpal_0515
ko:K03446	rpt:Rpal_4220
ko:K07343	rpt:Rpal_2753
ko:K12508	rpt:Rpal_1989
ko:K04116	rpt:Rpal_0718
ko:K12573	rpt:Rpal_3536
ko:K06905	rpt:Rpal_0698
ko:K10027	rpt:Rpal_1699
ko:K13292	rpt:Rpal_4842
ko:K00059	rpt:Rpal_3484
ko:K00297	rpt:Rpal_4223
ko:K13013	rpt:Rpal_4506
ko:K01077	rpt:Rpal_0396
ko:K00215	rpt:Rpal_0342
ko:K00558	rpt:Rpal_3927
ko:K00558	rpt:Rpal_0352
ko:K00799	rpt:Rpal_0888
ko:K11209	rpt:Rpal_2996
ko:K01569	rpt:Rpal_1526
ko:K02483	rpt:Rpal_2126
ko:K02483	rpt:Rpal_2141
ko:K07787	rpt:Rpal_1603
ko:K00274	rpt:Rpal_0413
ko:K09845	rpt:Rpal_1706
ko:K04103	rpt:Rpal_3526
ko:K01659	rpt:Rpal_2647
ko:K01515	rpt:Rpal_4209
ko:K07535	rpt:Rpal_0721
ko:K00031	rpt:Rpal_4362
ko:K00612	rpt:Rpal_4499
ko:K07289	rpt:Rpal_4636
ko:K00059	rpt:Rpal_3725
ko:K00059	rpt:Rpal_1879
ko:K07124	rpt:Rpal_0423
ko:K03769	rpt:Rpal_0512
ko:K00059	rpt:Rpal_2453
ko:K00059	rpt:Rpal_0963
ko:K00059	rpt:Rpal_0964
ko:K03827	rpt:Rpal_0990
ko:K02624	rpt:Rpal_1174
ko:K00059	rpt:Rpal_5077
ko:K05564	rpt:Rpal_3133
ko:K01207	rpt:Rpal_3192
ko:K03478	rpt:Rpal_1338
ko:K00059	rpt:Rpal_5138
ko:K07289	rpt:Rpal_5162
ko:K07724	rpt:Rpal_0642
ko:K12410	rpt:Rpal_2800
ko:K03414	rpt:Rpal_1335
ko:K01560	rpt:Rpal_4679
ko:K05521	rpt:Rpal_2658
ko:K03711	rpt:Rpal_0454
ko:K03791	rpt:Rpal_2124
ko:K13256	rpt:Rpal_4769
ko:K01069	rpt:Rpal_0614
ko:K08300	rpt:Rpal_2728
ko:K01144	rpt:Rpal_1466
ko:K00537	rpt:Rpal_4072
ko:K00666	rpt:Rpal_3119
ko:K00666	rpt:Rpal_4934
ko:K07304	rpt:Rpal_4604
ko:K07027	rpt:Rpal_5268
ko:K07027	rpt:Rpal_4504
ko:K07027	rpt:Rpal_4466
ko:K12508	rpt:Rpal_1907
ko:K03272	rpt:Rpal_4507
ko:K01993	rpt:Rpal_4312
ko:K13049	rpt:Rpal_0416
ko:K01011	rpt:Rpal_4133
ko:K01847	rpt:Rpal_2041
ko:K00626	rpt:Rpal_3607
ko:K00626	rpt:Rpal_0886
ko:K00626	rpt:Rpal_1903
ko:K00626	rpt:Rpal_4830
ko:K00626	rpt:Rpal_0532
ko:K00626	rpt:Rpal_2547
ko:K00626	rpt:Rpal_3956
ko:K00626	rpt:Rpal_1956
ko:K07659	rpt:Rpal_4852
ko:K01081	rpt:Rpal_1025
ko:K06168	rpt:Rpal_0452
ko:K00748	rpt:Rpal_3255
ko:K04035	rpt:Rpal_1740
ko:K03643	rpt:Rpal_0291
ko:K08929	rpt:Rpal_1717
ko:K08928	rpt:Rpal_1716
ko:K02302	rpt:Rpal_4696
ko:K08927	rpt:Rpal_1714
ko:K08926	rpt:Rpal_1715
ko:K08939	rpt:Rpal_3422
ko:K08939	rpt:Rpal_1678
ko:K08939	rpt:Rpal_4770
ko:K08939	rpt:Rpal_2927
ko:K08930	rpt:Rpal_1679
ko:K08930	rpt:Rpal_3421
ko:K00595	rpt:Rpal_2376
ko:K11690	rpt:Rpal_2262
ko:K08930	rpt:Rpal_3419
ko:K08930	rpt:Rpal_4771
ko:K08930	rpt:Rpal_2926
ko:K08939	rpt:Rpal_3418
ko:K01601	rpt:Rpal_0263
ko:K00074	rpt:Rpal_5230
ko:K03855	rpt:Rpal_5083
ko:K11717	rpt:Rpal_2745
ko:K03524	rpt:Rpal_3284
ko:K05520	rpt:Rpal_1491
ko:K00568	rpt:Rpal_0607
ko:K00344	rpt:Rpal_0404
ko:K04487	rpt:Rpal_5089
ko:K00661	rpt:Rpal_4862
ko:K07304	rpt:Rpal_5321
ko:K05951	rpt:Rpal_1616
ko:K02303	rpt:Rpal_2372
ko:K00758	rpt:Rpal_4625
ko:K09846	rpt:Rpal_1708
ko:K01501	rpt:Rpal_4645
ko:K11753	rpt:Rpal_4863
ko:K01895	rpt:Rpal_2545
ko:K01895	rpt:Rpal_3934
ko:K02017	rpt:Rpal_2671
ko:K04487	rpt:Rpal_2741
ko:K04755	rpt:Rpal_4477
ko:K04755	rpt:Rpal_2078
ko:K11940	rpt:Rpal_2944
ko:K05951	rpt:Rpal_2657
ko:K01092	rpt:Rpal_1007
ko:K03496	rpt:Rpal_3563
ko:K01710	rpt:Rpal_4448
ko:K01710	rpt:Rpal_0120
ko:K03403	rpt:Rpal_1732
ko:K04091	rpt:Rpal_2883
ko:K07787	rpt:Rpal_1045
ko:K02281	rpt:Rpal_4201
ko:K01760	rpt:Rpal_2831
ko:K07090	rpt:Rpal_0970
ko:K04751	rpt:Rpal_3314
ko:K11720	rpt:Rpal_3472
ko:K01358	rpt:Rpal_3309
ko:K12262	rpt:Rpal_2549
ko:K01092	rpt:Rpal_0973
ko:K02313	rpt:Rpal_3048
ko:K02313	rpt:Rpal_3374
ko:K02313	rpt:Rpal_0650
ko:K08309	rpt:Rpal_2697
ko:K10219	rpt:Rpal_5184
ko:K07025	rpt:Rpal_0631
ko:K07025	rpt:Rpal_4067
ko:K01061	rpt:Rpal_5319
ko:K00019	rpt:Rpal_4687
ko:K00634	rpt:Rpal_5047
ko:K08070	rpt:Rpal_3736
ko:K12262	rpt:Rpal_0508
ko:K07749	rpt:Rpal_2155
ko:K07165	rpt:Rpal_3700
ko:K00407	rpt:Rpal_0018
ko:K13588	rpt:Rpal_1816
ko:K13590	rpt:Rpal_2754
ko:K01644	rpt:Rpal_0232
ko:K13819	rpt:Rpal_5090
ko:K09803	rpt:Rpal_3226
ko:K03321	rpt:Rpal_4804
ko:K13255	rpt:Rpal_2635
ko:K00117	rpt:Rpal_3825
ko:K08995	rpt:Rpal_3731
ko:K13378	rpt:Rpal_4741
ko:K09945	rpt:Rpal_1337
ko:K03316	rpt:Rpal_3823
ko:K13893	rpt:Rpal_4213
ko:K02614	rpt:Rpal_1924
ko:K07246	rpt:Rpal_1942
ko:K01995	rpt:Rpal_3715
ko:K05343	rpt:Rpal_4164
ko:K13583	rpt:Rpal_5260
ko:K13584	rpt:Rpal_1822
ko:K13623	rpt:Rpal_0797
ko:K13622	rpt:Rpal_0798
ko:K02503	rpt:Rpal_3549
ko:K01534	rpt:Rpal_3679
ko:K17103	rpt:Rpal_2218
ko:K13795	rpt:Rpal_2382
ko:K03406	rpt:Rpal_5172
ko:K03406	rpt:Rpal_4783
ko:K03406	rpt:Rpal_4788
ko:K03406	rpt:Rpal_4941
ko:K03406	rpt:Rpal_5119
ko:K03406	rpt:Rpal_5120
ko:K02793	rpt:Rpal_0358
ko:K12510	rpt:Rpal_4204
ko:K04100	rpt:Rpal_5182
ko:K02651	rpt:Rpal_4197
ko:K12511	rpt:Rpal_4205
ko:K04100	rpt:Rpal_1198
ko:K00529	rpt:Rpal_4303
ko:K00652	rpt:Rpal_3320
ko:K01048	rpt:Rpal_0956
ko:K07799	rpt:Rpal_3971
ko:K08299	rpt:Rpal_1962
ko:K00455	rpt:Rpal_1859
ko:K03406	rpt:Rpal_2054
ko:K03406	rpt:Rpal_0435
ko:K02016	rpt:Rpal_0791
ko:K03406	rpt:Rpal_0142
ko:K03406	rpt:Rpal_4787
ko:K10220	rpt:Rpal_5178
ko:K13991	rpt:Rpal_1736
ko:K01470	rpt:Rpal_0472
ko:K07793	rpt:Rpal_4009
ko:K01420	rpt:Rpal_1280
ko:K13926	rpt:Rpal_0749
ko:K13503	rpt:Rpal_4991
ko:K07726	rpt:Rpal_3572
ko:K01286	rpt:Rpal_4745
ko:K07516	rpt:Rpal_4238
ko:K13574	rpt:Rpal_4277
ko:K01053	rpt:Rpal_4144
ko:K01533	rpt:Rpal_0014
ko:K01782	rpt:Rpal_0887
ko:K13796	rpt:Rpal_2383
ko:K04117	rpt:Rpal_0719
ko:K01697	rpt:Rpal_2600
ko:K00620	rpt:Rpal_0595
ko:K03294	rpt:Rpal_0590
ko:K03979	rpt:Rpal_0157
ko:K03413	rpt:Rpal_1870
ko:K00368	rpt:Rpal_4623
ko:K07492	rpt:Rpal_1074
ko:K01087	rpt:Rpal_5142
ko:K01537	rpt:Rpal_3238
ko:K00433	rpt:Rpal_2396
ko:K07823	rpt:Rpal_0514
ko:K01187	rpt:Rpal_5242
ko:K00121	rpt:Rpal_2166
ko:K09457	rpt:Rpal_3217
ko:K13789	rpt:Rpal_1707
ko:K13895	rpt:Rpal_4211
ko:K00281	rpt:Rpal_4375
ko:K01491	rpt:Rpal_0417
ko:K07250	rpt:Rpal_2567
ko:K01843	rpt:Rpal_2794
ko:K13038	rpt:Rpal_0084
ko:K03797	rpt:Rpal_0593
ko:K06889	rpt:Rpal_1930
ko:K07397	rpt:Rpal_1930
ko:K01555	rpt:Rpal_5151
ko:K12506	rpt:Rpal_2860
ko:K01455	rpt:Rpal_1448
ko:K01826	rpt:Rpal_4280
ko:K05524	rpt:Rpal_0490
ko:K01286	rpt:Rpal_3559
ko:K05337	rpt:Rpal_1933
ko:K07126	rpt:Rpal_1008
ko:K07126	rpt:Rpal_3512
ko:K07126	rpt:Rpal_3203
ko:K07232	rpt:Rpal_5214
ko:K02077	rpt:Rpal_0928
ko:K05712	rpt:Rpal_5156
ko:K03649	rpt:Rpal_4358
ko:K04069	rpt:Rpal_2640
ko:K13993	rpt:Rpal_3241
ko:K11189	rpt:Rpal_0357
ko:K03782	rpt:Rpal_0433
ko:K00955	rpt:Rpal_0824
ko:K13810	rpt:Rpal_4155
ko:K02224	rpt:Rpal_2373
ko:K04750	rpt:Rpal_3682
ko:K07117	rpt:Rpal_4392
ko:K13777	rpt:Rpal_2436
ko:K13778	rpt:Rpal_2435
ko:K00441	rpt:Rpal_1688
ko:K13775	rpt:Rpal_0025
ko:K13581	rpt:Rpal_1218
ko:K10778	rpt:Rpal_0344
ko:K13652	rpt:Rpal_0946
ko:K00024	rpt:Rpal_0187
ko:K01455	rpt:Rpal_2134
ko:K00666	rpt:Rpal_5072
ko:K13582	rpt:Rpal_0882
ko:K13593	rpt:Rpal_1371
ko:K13599	rpt:Rpal_2865
ko:K01916	rpt:Rpal_2199
ko:K01607	rpt:Rpal_5286
ko:K01534	rpt:Rpal_2293
ko:K03317	rpt:Rpal_2461
ko:K07052	rpt:Rpal_3435
ko:K07341	rpt:Rpal_4664
ko:K06147	rpt:Rpal_2216
ko:K01791	rpt:Rpal_4578
ko:K02004	rpt:Rpal_5297
ko:K02004	rpt:Rpal_0192
ko:K00368	rpt:Rpal_3727
ko:K02391	rpt:Rpal_2294
ko:K05973	rpt:Rpal_0578
ko:K11754	rpt:Rpal_0075
ko:K02651	rpt:Rpal_0974
ko:K02651	rpt:Rpal_2088
ko:K00329	rpt:Rpal_0046
ko:K00356	rpt:Rpal_0046
ko:K01826	rpt:Rpal_3395
ko:K13598	rpt:Rpal_2864
ko:K13893	rpt:Rpal_4214
ko:K13953	rpt:Rpal_4176
ko:K13953	rpt:Rpal_0378
ko:K13894	rpt:Rpal_4212
ko:K13896	rpt:Rpal_4210
ko:K13587	rpt:Rpal_4405
ko:K13592	rpt:Rpal_0987
ko:K01784	rpt:Rpal_4513
ko:K01784	rpt:Rpal_5062
ko:K13821	rpt:Rpal_1768
ko:K08978	rpt:Rpal_0605
ko:K00029	rpt:Rpal_3452
ko:K14162	rpt:Rpal_2006
ko:K06147	rpt:Rpal_0989
ko:K01039	rpt:Rpal_2561
ko:K01560	rpt:Rpal_2786
ko:K01039	rpt:Rpal_5132
ko:K01113	rpt:Rpal_5006
ko:K14235	rpt:Rpal_R0037
ko:K00124	rpt:Rpal_0804
ko:K01447	rpt:Rpal_4057
ko:K00531	rpt:Rpal_1621
ko:K02055	rpt:Rpal_5129
ko:K00058	rpt:Rpal_1944
ko:K14225	rpt:Rpal_R0005
ko:K14228	rpt:Rpal_R0009
ko:K01621	rpt:Rpal_1869
ko:K00799	rpt:Rpal_0024
ko:K02027	rpt:Rpal_0129
ko:K05847	rpt:Rpal_2252
ko:K02027	rpt:Rpal_3960
ko:K14220	rpt:Rpal_R0028
ko:K01983	rpt:Rpal_R0060
ko:K07794	rpt:Rpal_4010
ko:K14230	rpt:Rpal_R0016
ko:K14225	rpt:Rpal_R0038
ko:K04105	rpt:Rpal_0736
ko:K18096	rpt:Rpal_0322
ko:K03404	rpt:Rpal_1694
ko:K13954	rpt:Rpal_1398
ko:K00020	rpt:Rpal_3935
ko:K00626	rpt:Rpal_4236
ko:K03574	rpt:Rpal_0597
ko:K00058	rpt:Rpal_3323
ko:K06049	rpt:Rpal_1698
ko:K00265	rpt:Rpal_0959
ko:K03088	rpt:Rpal_1094
ko:K13924	rpt:Rpal_3739
ko:K03394	rpt:Rpal_2379
ko:K00951	rpt:Rpal_2968
ko:K05934	rpt:Rpal_2378
ko:K04034	rpt:Rpal_1864
ko:K04036	rpt:Rpal_1863
ko:K01965	rpt:Rpal_3585
ko:K13589	rpt:Rpal_0976
ko:K07484	rpt:Rpal_1111
ko:K13628	rpt:Rpal_5091
ko:K00941	rpt:Rpal_4493
ko:K03605	rpt:Rpal_1157
ko:K02483	rpt:Rpal_4089
ko:K01039	rpt:Rpal_1221
ko:K00344	rpt:Rpal_2949
ko:K01966	rpt:Rpal_3618
ko:K14218	rpt:Rpal_R0047
ko:K14218	rpt:Rpal_R0054
ko:K14228	rpt:Rpal_R0041
ko:K14236	rpt:Rpal_R0039
ko:K14224	rpt:Rpal_R0006
ko:K14222	rpt:Rpal_R0027
ko:K14228	rpt:Rpal_R0035
ko:K00799	rpt:Rpal_0044
ko:K18098	rpt:Rpal_0323
ko:K04085	rpt:Rpal_4174
ko:K14226	rpt:Rpal_R0044
ko:K14234	rpt:Rpal_R0004
ko:K14234	rpt:Rpal_R0052
ko:K14232	rpt:Rpal_R0015
ko:K14232	rpt:Rpal_R0030
ko:K14233	rpt:Rpal_R0003
ko:K14232	rpt:Rpal_R0025
ko:K02053	rpt:Rpal_1664
ko:K02053	rpt:Rpal_1665
ko:K14223	rpt:Rpal_R0014
ko:K01995	rpt:Rpal_1557
ko:K00480	rpt:Rpal_3920
ko:K14233	rpt:Rpal_R0022
ko:K14219	rpt:Rpal_R0026
ko:K01561	rpt:Rpal_1354
ko:K07045	rpt:Rpal_4678
ko:K07068	rpt:Rpal_1979
ko:K01934	rpt:Rpal_4946
ko:K05559	rpt:Rpal_3128
ko:K03741	rpt:Rpal_4073
ko:K02510	rpt:Rpal_4276
ko:K00799	rpt:Rpal_4403
ko:K02509	rpt:Rpal_4279
ko:K02444	rpt:Rpal_1565
ko:K02055	rpt:Rpal_1663
ko:K14230	rpt:Rpal_R0019
ko:K14230	rpt:Rpal_R0034
ko:K07536	rpt:Rpal_0720
ko:K00433	rpt:Rpal_1520
ko:K14223	rpt:Rpal_R0042
ko:K14231	rpt:Rpal_R0051
ko:K14229	rpt:Rpal_R0029
ko:K01978	rpt:Rpal_R0059
ko:K04108	rpt:Rpal_0738
ko:K04109	rpt:Rpal_0739
ko:K00666	rpt:Rpal_2990
ko:K00102	rpt:Rpal_4018
ko:K01897	rpt:Rpal_1967
ko:K14219	rpt:Rpal_R0012
ko:K02053	rpt:Rpal_5130
ko:K02054	rpt:Rpal_5130
ko:K00344	rpt:Rpal_3398
ko:K01768	rpt:Rpal_2534
ko:K07003	rpt:Rpal_4267
ko:K01179	rpt:Rpal_5064
ko:K01066	rpt:Rpal_2703
ko:K02022	rpt:Rpal_1562
ko:K01802	rpt:Rpal_2874
ko:K14233	rpt:Rpal_R0023
ko:K14160	rpt:Rpal_2004
ko:K03297	rpt:Rpal_1973
ko:K00674	rpt:Rpal_0630
ko:K14218	rpt:Rpal_R0002
ko:K14218	rpt:Rpal_R0007
ko:K14228	rpt:Rpal_R0001
ko:K08177	rpt:Rpal_2154
ko:K01977	rpt:Rpal_R0049
ko:K04115	rpt:Rpal_0727
ko:K04114	rpt:Rpal_0726
ko:K09810	rpt:Rpal_1841
ko:K00249	rpt:Rpal_0848
ko:K02031	rpt:Rpal_1407
ko:K02032	rpt:Rpal_1407
ko:K01457	rpt:Rpal_1587
ko:K03520	rpt:Rpal_1760
ko:K01768	rpt:Rpal_1770
ko:K00249	rpt:Rpal_2429
ko:K03520	rpt:Rpal_2488
ko:K06147	rpt:Rpal_3684
ko:K01897	rpt:Rpal_4237
ko:K03520	rpt:Rpal_4497
ko:K00249	rpt:Rpal_4526
ko:K06147	rpt:Rpal_4744
ko:K00020	rpt:Rpal_2186
ko:K00799	rpt:Rpal_2508
ko:K00128	rpt:Rpal_2445
ko:K14219	rpt:Rpal_R0008
ko:K01985	rpt:Rpal_R0045
ko:K01985	rpt:Rpal_R0061
ko:K14219	rpt:Rpal_R0036
ko:K11961	rpt:Rpal_4189
ko:K14237	rpt:Rpal_R0017
ko:K03088	rpt:Rpal_4940
ko:K02040	rpt:Rpal_4257
ko:K03500	rpt:Rpal_2497
ko:K08316	rpt:Rpal_1357
ko:K00830	rpt:Rpal_0857
ko:K14225	rpt:Rpal_R0058
ko:K14234	rpt:Rpal_R0040
ko:K14441	rpt:Rpal_2950
ko:K00249	rpt:Rpal_0885
ko:K01768	rpt:Rpal_1395
ko:K01897	rpt:Rpal_1427
ko:K06148	rpt:Rpal_1563
ko:K03406	rpt:Rpal_1286
ko:K02052	rpt:Rpal_1666
ko:K00344	rpt:Rpal_2478
ko:K01502	rpt:Rpal_1751
ko:K00666	rpt:Rpal_2630
ko:K01802	rpt:Rpal_2872
ko:K01003	rpt:Rpal_3584
ko:K03296	rpt:Rpal_3972
ko:K00446	rpt:Rpal_4282
ko:K02052	rpt:Rpal_5131
ko:K01796	rpt:Rpal_5150
ko:K02030	rpt:Rpal_5167
ko:K00355	rpt:Rpal_5228
ko:K14237	rpt:Rpal_R0032
ko:K14237	rpt:Rpal_R0013
ko:K14224	rpt:Rpal_R0024
ko:K14230	rpt:Rpal_R0018
ko:K01524	rpt:Rpal_3457
ko:K01524	rpt:Rpal_2489
ko:K00970	rpt:Rpal_1380
ko:K01802	rpt:Rpal_2816
ko:K07068	rpt:Rpal_3606
ko:K12243	rpt:Rpal_4364
ko:K07486	rpt:Rpal_5211
ko:K00666	rpt:Rpal_1635
ko:K01897	rpt:Rpal_5310
ko:K01992	rpt:Rpal_0577
ko:K07506	rpt:Rpal_1543
ko:K01897	rpt:Rpal_2434
ko:K01185	rpt:Rpal_3077
ko:K01426	rpt:Rpal_4481
ko:K14652	rpt:Rpal_1283
ko:K05606	rpt:Rpal_3282
ko:K01761	rpt:Rpal_2896
ko:K02075	rpt:Rpal_0927
ko:K06147	rpt:Rpal_4514
ko:K14229	rpt:Rpal_R0020
ko:K00721	rpt:Rpal_4305
ko:K03088	rpt:Rpal_2633
ko:K14219	rpt:Rpal_R0010
ko:K10218	rpt:Rpal_5179
ko:K14161	rpt:Rpal_2005
ko:K09810	rpt:Rpal_3274
