ko:K19744	pap:PSPA7_1243
ko:K00626	pap:PSPA7_1182
ko:K00626	pap:PSPA7_3293
ko:K06958	pap:PSPA7_5038
ko:K07222	pap:PSPA7_6179
ko:K03316	pap:PSPA7_1220
ko:K03316	pap:PSPA7_1479
ko:K07090	pap:PSPA7_3473
ko:K07090	pap:PSPA7_0354
ko:K00832	pap:PSPA7_1989
ko:K07090	pap:PSPA7_5761
ko:K00567	pap:PSPA7_4403
ko:K00832	pap:PSPA7_4646
ko:K03767	pap:PSPA7_1899
ko:K07090	pap:PSPA7_1342
ko:K01895	pap:PSPA7_4627
ko:K01895	pap:PSPA7_5450
ko:K01895	pap:PSPA7_2681
ko:K01091	pap:PSPA7_0752
ko:K00032	pap:PSPA7_2977
ko:K06149	pap:PSPA7_2142
ko:K02453	pap:PSPA7_1416
ko:K06203	pap:PSPA7_4674
ko:K07665	pap:PSPA7_2348
ko:K03841	pap:PSPA7_5843
ko:K07661	pap:PSPA7_4222
ko:K11444	pap:PSPA7_1436
ko:K07052	pap:PSPA7_2270
ko:K07659	pap:PSPA7_5944
ko:K07774	pap:PSPA7_4764
ko:K00666	pap:PSPA7_2679
ko:K00666	pap:PSPA7_1183
ko:K05794	pap:PSPA7_2688
ko:K03566	pap:PSPA7_0909
ko:K11383	pap:PSPA7_6283
ko:K11384	pap:PSPA7_6282
ko:K05802	pap:PSPA7_5759
ko:K07660	pap:PSPA7_4200
ko:K01625	pap:PSPA7_2001
ko:K01625	pap:PSPA7_1949
ko:K01091	pap:PSPA7_2187
ko:K01091	pap:PSPA7_0065
ko:K00868	pap:PSPA7_6318
ko:K02017	pap:PSPA7_3429
ko:K07052	pap:PSPA7_5866
ko:K07645	pap:PSPA7_5498
ko:K07344	pap:PSPA7_3700
ko:K07235	pap:PSPA7_2603
ko:K02529	pap:PSPA7_3343
ko:K02619	pap:PSPA7_2197
ko:K01525	pap:PSPA7_0734
ko:K00703	pap:PSPA7_3141
ko:K00262	pap:PSPA7_5228
ko:K00799	pap:PSPA7_3395
ko:K11731	pap:PSPA7_2265
ko:K03760	pap:PSPA7_1810
ko:K01358	pap:PSPA7_1794
ko:K00523	pap:PSPA7_5979
ko:K11073	pap:PSPA7_2607
ko:K06899	pap:PSPA7_4451
ko:K02003	pap:PSPA7_5234
ko:K02362	pap:PSPA7_4215
ko:K01426	pap:PSPA7_0927
ko:K12266	pap:PSPA7_2534
ko:K12297	pap:PSPA7_2090
ko:K02456	pap:PSPA7_1413
ko:K02458	pap:PSPA7_1411
ko:K12340	pap:PSPA7_5705
ko:K02042	pap:PSPA7_1804
ko:K02041	pap:PSPA7_1805
ko:K02044	pap:PSPA7_1806
ko:K03580	pap:PSPA7_1812
ko:K03088	pap:PSPA7_1834
ko:K00655	pap:PSPA7_0005
ko:K01879	pap:PSPA7_0008
ko:K02517	pap:PSPA7_0011
ko:K03499	pap:PSPA7_0017
ko:K00604	pap:PSPA7_0019
ko:K01462	pap:PSPA7_0020
ko:K04096	pap:PSPA7_0022
ko:K07566	pap:PSPA7_0023
ko:K03924	pap:PSPA7_2070
ko:K03812	pap:PSPA7_2088
ko:K03825	pap:PSPA7_4008
ko:K07088	pap:PSPA7_6264
ko:K03300	pap:PSPA7_6266
ko:K01673	pap:PSPA7_3235
ko:K01725	pap:PSPA7_3236
ko:K08998	pap:PSPA7_3242
ko:K01881	pap:PSPA7_4552
ko:K07058	pap:PSPA7_4558
ko:K03809	pap:PSPA7_4560
ko:K09938	pap:PSPA7_4563
ko:K03215	pap:PSPA7_4577
ko:K03778	pap:PSPA7_4583
ko:K07014	pap:PSPA7_4586
ko:K03549	pap:PSPA7_4594
ko:K07240	pap:PSPA7_4856
ko:K03821	pap:PSPA7_5797
ko:K03690	pap:PSPA7_5803
ko:K01496	pap:PSPA7_5805
ko:K01523	pap:PSPA7_5806
ko:K03116	pap:PSPA7_5807
ko:K03670	pap:PSPA7_5817
ko:K10974	pap:PSPA7_0539
ko:K01915	pap:PSPA7_1774
ko:K09931	pap:PSPA7_1776
ko:K03415	pap:PSPA7_1781
ko:K07001	pap:PSPA7_1791
ko:K07401	pap:PSPA7_1792
ko:K07044	pap:PSPA7_1795
ko:K09936	pap:PSPA7_1800
ko:K01114	pap:PSPA7_1801
ko:K02042	pap:PSPA7_1803
ko:K03579	pap:PSPA7_1148
ko:K02457	pap:PSPA7_2033
ko:K09977	pap:PSPA7_2049
ko:K00858	pap:PSPA7_2050
ko:K02441	pap:PSPA7_2052
ko:K09916	pap:PSPA7_2053
ko:K01256	pap:PSPA7_2055
ko:K07560	pap:PSPA7_5818
ko:K00285	pap:PSPA7_5823
ko:K01468	pap:PSPA7_5826
ko:K01745	pap:PSPA7_5827
ko:K01745	pap:PSPA7_5831
ko:K01712	pap:PSPA7_5833
ko:K09975	pap:PSPA7_5837
ko:K03473	pap:PSPA7_4010
ko:K07798	pap:PSPA7_4014
ko:K03088	pap:PSPA7_4021
ko:K03327	pap:PSPA7_4023
ko:K03088	pap:PSPA7_4032
ko:K01915	pap:PSPA7_3247
ko:K01652	pap:PSPA7_3250
ko:K05800	pap:PSPA7_3259
ko:K00383	pap:PSPA7_3263
ko:K00963	pap:PSPA7_3265
ko:K00012	pap:PSPA7_3266
ko:K01968	pap:PSPA7_3277
ko:K01640	pap:PSPA7_3278
ko:K00451	pap:PSPA7_3280
ko:K03820	pap:PSPA7_1124
ko:K03274	pap:PSPA7_1793
ko:K10253	pap:PSPA7_0035
ko:K09165	pap:PSPA7_0040
ko:K02106	pap:PSPA7_3291
ko:K02014	pap:PSPA7_5556
ko:K03113	pap:PSPA7_5560
ko:K04084	pap:PSPA7_5565
ko:K01945	pap:PSPA7_5575
ko:K03823	pap:PSPA7_5587
ko:K04046	pap:PSPA7_5595
ko:K04064	pap:PSPA7_5598
ko:K07290	pap:PSPA7_5601
ko:K07644	pap:PSPA7_5609
ko:K05836	pap:PSPA7_5838
ko:K03098	pap:PSPA7_5840
ko:K06207	pap:PSPA7_5850
ko:K03151	pap:PSPA7_5851
ko:K01915	pap:PSPA7_5853
ko:K02437	pap:PSPA7_2804
ko:K00600	pap:PSPA7_2807
ko:K01752	pap:PSPA7_2808
ko:K00605	pap:PSPA7_2809
ko:K04087	pap:PSPA7_2814
ko:K03088	pap:PSPA7_2827
ko:K07238	pap:PSPA7_5081
ko:K09889	pap:PSPA7_5087
ko:K03568	pap:PSPA7_5088
ko:K08301	pap:PSPA7_5091
ko:K06287	pap:PSPA7_5092
ko:K03642	pap:PSPA7_5099
ko:K06894	pap:PSPA7_5103
ko:K01129	pap:PSPA7_4245
ko:K01462	pap:PSPA7_4247
ko:K00243	pap:PSPA7_4253
ko:K07347	pap:PSPA7_5301
ko:K12256	pap:PSPA7_0390
ko:K01420	pap:PSPA7_3788
ko:K12242	pap:PSPA7_0871
ko:K12251	pap:PSPA7_0384
ko:K07304	pap:PSPA7_0128
ko:K03560	pap:PSPA7_0281
ko:K11754	pap:PSPA7_2022
ko:K00598	pap:PSPA7_2668
ko:K08964	pap:PSPA7_3589
ko:K07304	pap:PSPA7_5755
ko:K04782	pap:PSPA7_0870
ko:K07506	pap:PSPA7_1207
ko:K11749	pap:PSPA7_1490
ko:K12254	pap:PSPA7_6087
ko:K12239	pap:PSPA7_0874
ko:K12241	pap:PSPA7_0876
ko:K12243	pap:PSPA7_0873
ko:K04091	pap:PSPA7_1683
ko:K00299	pap:PSPA7_1681
ko:K01426	pap:PSPA7_4805
ko:K01426	pap:PSPA7_1764
ko:K11928	pap:PSPA7_4736
ko:K03768	pap:PSPA7_3510
ko:K00108	pap:PSPA7_6157
ko:K11743	pap:PSPA7_3791
ko:K01485	pap:PSPA7_0538
ko:K02237	pap:PSPA7_1987
ko:K00647	pap:PSPA7_0172
ko:K03496	pap:PSPA7_3864
ko:K11900	pap:PSPA7_0156
ko:K12253	pap:PSPA7_5710
ko:K11902	pap:PSPA7_0154
ko:K01886	pap:PSPA7_3509
ko:K06169	pap:PSPA7_3513
ko:K06938	pap:PSPA7_3515
ko:K07183	pap:PSPA7_3519
ko:K02575	pap:PSPA7_3522
ko:K00362	pap:PSPA7_3525
ko:K00363	pap:PSPA7_3526
ko:K00372	pap:PSPA7_3527
ko:K03088	pap:PSPA7_3530
ko:K01007	pap:PSPA7_3536
ko:K09773	pap:PSPA7_3538
ko:K03556	pap:PSPA7_3547
ko:K01876	pap:PSPA7_4545
ko:K03704	pap:PSPA7_4547
ko:K03745	pap:PSPA7_4548
ko:K09792	pap:PSPA7_3785
ko:K00759	pap:PSPA7_3789
ko:K07044	pap:PSPA7_3790
ko:K03824	pap:PSPA7_4800
ko:K03559	pap:PSPA7_4816
ko:K02461	pap:PSPA7_4827
ko:K02460	pap:PSPA7_4828
ko:K02452	pap:PSPA7_4831
ko:K02457	pap:PSPA7_4832
ko:K02459	pap:PSPA7_4833
ko:K03088	pap:PSPA7_4835
ko:K07347	pap:PSPA7_3021
ko:K07345	pap:PSPA7_3023
ko:K00375	pap:PSPA7_3030
ko:K09989	pap:PSPA7_3982
ko:K01738	pap:PSPA7_3986
ko:K11073	pap:PSPA7_3989
ko:K03405	pap:PSPA7_2221
ko:K01756	pap:PSPA7_1630
ko:K09983	pap:PSPA7_0055
ko:K07226	pap:PSPA7_4959
ko:K07443	pap:PSPA7_4963
ko:K08218	pap:PSPA7_4964
ko:K03442	pap:PSPA7_4965
ko:K09767	pap:PSPA7_4966
ko:K00077	pap:PSPA7_4968
ko:K03589	pap:PSPA7_4981
ko:K01921	pap:PSPA7_4982
ko:K01924	pap:PSPA7_4983
ko:K00688	pap:PSPA7_3164
ko:K00432	pap:PSPA7_4103
ko:K00768	pap:PSPA7_4111
ko:K02232	pap:PSPA7_4113
ko:K02225	pap:PSPA7_4114
ko:K02227	pap:PSPA7_4115
ko:K04719	pap:PSPA7_4116
ko:K00164	pap:PSPA7_3689
ko:K01647	pap:PSPA7_3694
ko:K03205	pap:PSPA7_3708
ko:K07667	pap:PSPA7_3717
ko:K01118	pap:PSPA7_4734
ko:K02014	pap:PSPA7_4738
ko:K01338	pap:PSPA7_4740
ko:K03182	pap:PSPA7_5980
ko:K02014	pap:PSPA7_2861
ko:K03088	pap:PSPA7_2873
ko:K00101	pap:PSPA7_2879
ko:K07302	pap:PSPA7_2882
ko:K07303	pap:PSPA7_2883
ko:K06916	pap:PSPA7_2909
ko:K00428	pap:PSPA7_5227
ko:K06076	pap:PSPA7_5229
ko:K07107	pap:PSPA7_6171
ko:K01438	pap:PSPA7_6175
ko:K09958	pap:PSPA7_6181
ko:K03522	pap:PSPA7_6187
ko:K03521	pap:PSPA7_6188
ko:K07727	pap:PSPA7_6190
ko:K01620	pap:PSPA7_6201
ko:K00600	pap:PSPA7_6203
ko:K00304	pap:PSPA7_6205
ko:K02040	pap:PSPA7_2689
ko:K01142	pap:PSPA7_2692
ko:K00995	pap:PSPA7_2696
ko:K00981	pap:PSPA7_2701
ko:K03310	pap:PSPA7_2703
ko:K00817	pap:PSPA7_2705
ko:K07799	pap:PSPA7_2708
ko:K07788	pap:PSPA7_2709
ko:K07789	pap:PSPA7_2710
ko:K07644	pap:PSPA7_2713
ko:K00606	pap:PSPA7_3676
ko:K04079	pap:PSPA7_3678
ko:K07107	pap:PSPA7_5927
ko:K04083	pap:PSPA7_5937
ko:K04762	pap:PSPA7_5939
ko:K05844	pap:PSPA7_5941
ko:K06959	pap:PSPA7_5945
ko:K01919	pap:PSPA7_5948
ko:K01438	pap:PSPA7_5950
ko:K03306	pap:PSPA7_5952
ko:K07220	pap:PSPA7_5953
ko:K02454	pap:PSPA7_5955
ko:K07340	pap:PSPA7_5956
ko:K02437	pap:PSPA7_5959
ko:K00605	pap:PSPA7_5960
ko:K02011	pap:PSPA7_5961
ko:K02012	pap:PSPA7_5962
ko:K01262	pap:PSPA7_5967
ko:K09895	pap:PSPA7_5968
ko:K02415	pap:PSPA7_5976
ko:K02445	pap:PSPA7_5978
ko:K03885	pap:PSPA7_5174
ko:K06916	pap:PSPA7_5175
ko:K03695	pap:PSPA7_5181
ko:K05807	pap:PSPA7_5184
ko:K06950	pap:PSPA7_5185
ko:K02668	pap:PSPA7_5186
ko:K02667	pap:PSPA7_5187
ko:K03153	pap:PSPA7_5188
ko:K03527	pap:PSPA7_5197
ko:K03774	pap:PSPA7_5198
ko:K03101	pap:PSPA7_5199
ko:K01870	pap:PSPA7_5200
ko:K02968	pap:PSPA7_5203
ko:K05805	pap:PSPA7_5204
ko:K02899	pap:PSPA7_5207
ko:K02888	pap:PSPA7_5208
ko:K02523	pap:PSPA7_5209
ko:K03556	pap:PSPA7_3548
ko:K01665	pap:PSPA7_3549
ko:K00390	pap:PSPA7_3551
ko:K00077	pap:PSPA7_3556
ko:K01626	pap:PSPA7_3558
ko:K06975	pap:PSPA7_3559
ko:K07088	pap:PSPA7_3571
ko:K07395	pap:PSPA7_3573
ko:K00797	pap:PSPA7_3584
ko:K05820	pap:PSPA7_3590
ko:K01736	pap:PSPA7_3591
ko:K07320	pap:PSPA7_3594
ko:K01495	pap:PSPA7_3598
ko:K06996	pap:PSPA7_3600
ko:K06911	pap:PSPA7_2841
ko:K01194	pap:PSPA7_2843
ko:K00836	pap:PSPA7_2846
ko:K05375	pap:PSPA7_2847
ko:K09816	pap:PSPA7_2850
ko:K09817	pap:PSPA7_2851
ko:K09815	pap:PSPA7_2852
ko:K09747	pap:PSPA7_3800
ko:K01972	pap:PSPA7_3804
ko:K03528	pap:PSPA7_3805
ko:K00496	pap:PSPA7_3808
ko:K06901	pap:PSPA7_3815
ko:K07127	pap:PSPA7_3816
ko:K02168	pap:PSPA7_6064
ko:K03327	pap:PSPA7_6069
ko:K00156	pap:PSPA7_6071
ko:K01775	pap:PSPA7_6076
ko:K00285	pap:PSPA7_6078
ko:K09978	pap:PSPA7_6079
ko:K09471	pap:PSPA7_6084
ko:K00822	pap:PSPA7_6089
ko:K06995	pap:PSPA7_6090
ko:K02913	pap:PSPA7_6091
ko:K02035	pap:PSPA7_6093
ko:K01520	pap:PSPA7_6097
ko:K00930	pap:PSPA7_6099
ko:K07107	pap:PSPA7_6106
ko:K01772	pap:PSPA7_5304
ko:K07071	pap:PSPA7_5305
ko:K06955	pap:PSPA7_5306
ko:K01669	pap:PSPA7_5309
ko:K01776	pap:PSPA7_5311
ko:K02492	pap:PSPA7_5315
ko:K00919	pap:PSPA7_5318
ko:K02897	pap:PSPA7_5321
ko:K06942	pap:PSPA7_5323
ko:K02527	pap:PSPA7_5723
ko:K07507	pap:PSPA7_2677
ko:K04758	pap:PSPA7_4930
ko:K09964	pap:PSPA7_4935
ko:K07231	pap:PSPA7_4939
ko:K07338	pap:PSPA7_4941
ko:K09947	pap:PSPA7_4942
ko:K00763	pap:PSPA7_4945
ko:K06199	pap:PSPA7_4954
ko:K04077	pap:PSPA7_4956
ko:K07113	pap:PSPA7_4958
ko:K00027	pap:PSPA7_1656
ko:K01740	pap:PSPA7_5762
ko:K11741	pap:PSPA7_4733
ko:K01890	pap:PSPA7_2509
ko:K00821	pap:PSPA7_0632
ko:K01874	pap:PSPA7_1644
ko:K11016	pap:PSPA7_4642
ko:K11017	pap:PSPA7_4641
ko:K10942	pap:PSPA7_4273
ko:K11103	pap:PSPA7_0194
ko:K02907	pap:PSPA7_0855
ko:K02946	pap:PSPA7_0836
ko:K02950	pap:PSPA7_0832
ko:K02508	pap:PSPA7_0972
ko:K01591	pap:PSPA7_2278
ko:K02963	pap:PSPA7_5661
ko:K03189	pap:PSPA7_5616
ko:K11102	pap:PSPA7_6277
ko:K02867	pap:PSPA7_0826
ko:K04078	pap:PSPA7_4957
ko:K02674	pap:PSPA7_5194
ko:K03630	pap:PSPA7_6095
ko:K02935	pap:PSPA7_0829
ko:K01679	pap:PSPA7_4665
ko:K01894	pap:PSPA7_5440
ko:K03187	pap:PSPA7_5614
ko:K03188	pap:PSPA7_5615
ko:K00014	pap:PSPA7_0026
ko:K10954	pap:PSPA7_5366
ko:K02614	pap:PSPA7_5946
ko:K02456	pap:PSPA7_2032
ko:K03638	pap:PSPA7_2129
ko:K02394	pap:PSPA7_4293
ko:K02399	pap:PSPA7_1778
ko:K02393	pap:PSPA7_4294
ko:K02395	pap:PSPA7_4292
ko:K02864	pap:PSPA7_0828
ko:K03554	pap:PSPA7_1858
ko:K02616	pap:PSPA7_0915
ko:K01448	pap:PSPA7_6339
ko:K09125	pap:PSPA7_0013
ko:K00324	pap:PSPA7_0276
ko:K02388	pap:PSPA7_4299
ko:K02389	pap:PSPA7_4298
ko:K04043	pap:PSPA7_5481
ko:K11085	pap:PSPA7_5732
ko:K02926	pap:PSPA7_0838
ko:K11065	pap:PSPA7_2704
ko:K10914	pap:PSPA7_0793
ko:K03087	pap:PSPA7_1517
ko:K05600	pap:PSPA7_2724
ko:K05599	pap:PSPA7_2725
ko:K01624	pap:PSPA7_0658
ko:K02673	pap:PSPA7_5193
ko:K02672	pap:PSPA7_5192
ko:K03610	pap:PSPA7_1882
ko:K01153	pap:PSPA7_6047
ko:K03427	pap:PSPA7_6045
ko:K03070	pap:PSPA7_4974
ko:K09957	pap:PSPA7_3300
ko:K00003	pap:PSPA7_1383
ko:K00674	pap:PSPA7_1473
ko:K02570	pap:PSPA7_4204
ko:K07090	pap:PSPA7_1670
ko:K11105	pap:PSPA7_5758
ko:K05349	pap:PSPA7_3580
ko:K11175	pap:PSPA7_4565
ko:K04763	pap:PSPA7_1381
ko:K07862	pap:PSPA7_3245
ko:K02356	pap:PSPA7_2304
ko:K01448	pap:PSPA7_5676
ko:K07347	pap:PSPA7_4405
ko:K02666	pap:PSPA7_5777
ko:K03644	pap:PSPA7_1113
ko:K03496	pap:PSPA7_6365
ko:K00074	pap:PSPA7_1552
ko:K02916	pap:PSPA7_2506
ko:K03412	pap:PSPA7_3867
ko:K03412	pap:PSPA7_0253
ko:K00339	pap:PSPA7_2561
ko:K00569	pap:PSPA7_2323
ko:K11103	pap:PSPA7_4196
ko:K00340	pap:PSPA7_2560
ko:K03781	pap:PSPA7_5254
ko:K06176	pap:PSPA7_1513
ko:K06177	pap:PSPA7_1879
ko:K00336	pap:PSPA7_2564
ko:K00335	pap:PSPA7_2566
ko:K06181	pap:PSPA7_1141
ko:K06183	pap:PSPA7_4790
ko:K01676	pap:PSPA7_4902
ko:K01697	pap:PSPA7_0499
ko:K00760	pap:PSPA7_5294
ko:K03833	pap:PSPA7_5526
ko:K01589	pap:PSPA7_6213
ko:K03816	pap:PSPA7_6072
ko:K07391	pap:PSPA7_6032
ko:K03320	pap:PSPA7_6029
ko:K03771	pap:PSPA7_0738
ko:K04744	pap:PSPA7_0739
ko:K11068	pap:PSPA7_5552
ko:K00342	pap:PSPA7_2558
ko:K00341	pap:PSPA7_2559
ko:K00343	pap:PSPA7_2557
ko:K00334	pap:PSPA7_2567
ko:K00331	pap:PSPA7_2569
ko:K00330	pap:PSPA7_2570
ko:K01961	pap:PSPA7_5568
ko:K00302	pap:PSPA7_6206
ko:K02412	pap:PSPA7_4267
ko:K08483	pap:PSPA7_1583
ko:K11183	pap:PSPA7_1583
ko:K02768	pap:PSPA7_1583
ko:K01424	pap:PSPA7_2988
ko:K11311	pap:PSPA7_2723
ko:K06223	pap:PSPA7_4452
ko:K06024	pap:PSPA7_1929
ko:K04564	pap:PSPA7_5082
ko:K03529	pap:PSPA7_3806
ko:K05896	pap:PSPA7_1928
ko:K09160	pap:PSPA7_4092
ko:K04075	pap:PSPA7_1501
ko:K02298	pap:PSPA7_4072
ko:K03570	pap:PSPA7_5094
ko:K01681	pap:PSPA7_3768
ko:K09948	pap:PSPA7_1688
ko:K07589	pap:PSPA7_1689
ko:K01495	pap:PSPA7_1690
ko:K02662	pap:PSPA7_5781
ko:K03787	pap:PSPA7_1514
ko:K06205	pap:PSPA7_1692
ko:K09471	pap:PSPA7_2456
ko:K07223	pap:PSPA7_2468
ko:K03086	pap:PSPA7_0718
ko:K01409	pap:PSPA7_0723
ko:K01633	pap:PSPA7_0725
ko:K00950	pap:PSPA7_0727
ko:K09786	pap:PSPA7_0730
ko:K07180	pap:PSPA7_0731
ko:K02439	pap:PSPA7_0733
ko:K06195	pap:PSPA7_0735
ko:K00097	pap:PSPA7_0737
ko:K07102	pap:PSPA7_0740
ko:K05801	pap:PSPA7_0742
ko:K00240	pap:PSPA7_3690
ko:K02569	pap:PSPA7_4207
ko:K06147	pap:PSPA7_4419
ko:K02453	pap:PSPA7_2028
ko:K01783	pap:PSPA7_0751
ko:K06903	pap:PSPA7_0761
ko:K06907	pap:PSPA7_0765
ko:K06908	pap:PSPA7_0766
ko:K05786	pap:PSPA7_1653
ko:K01953	pap:PSPA7_1668
ko:K09915	pap:PSPA7_1674
ko:K00116	pap:PSPA7_1675
ko:K01494	pap:PSPA7_1646
ko:K01295	pap:PSPA7_2444
ko:K05596	pap:PSPA7_4934
ko:K07684	pap:PSPA7_1229
ko:K02458	pap:PSPA7_2034
ko:K11066	pap:PSPA7_6284
ko:K03273	pap:PSPA7_0006
ko:K10011	pap:PSPA7_1591
ko:K10012	pap:PSPA7_1592
ko:K09861	pap:PSPA7_1607
ko:K00611	pap:PSPA7_1609
ko:K07390	pap:PSPA7_1614
ko:K02192	pap:PSPA7_1617
ko:K01465	pap:PSPA7_1620
ko:K01940	pap:PSPA7_1622
ko:K03593	pap:PSPA7_1645
ko:K00615	pap:PSPA7_0651
ko:K07007	pap:PSPA7_0662
ko:K07043	pap:PSPA7_0664
ko:K07806	pap:PSPA7_1593
ko:K03497	pap:PSPA7_3740
ko:K07305	pap:PSPA7_2328
ko:K00479	pap:PSPA7_6197
ko:K01545	pap:PSPA7_3641
ko:K02419	pap:PSPA7_3881
ko:K01040	pap:PSPA7_0313
ko:K00631	pap:PSPA7_1466
ko:K02653	pap:PSPA7_5163
ko:K03076	pap:PSPA7_0857
ko:K06911	pap:PSPA7_4173
ko:K02650	pap:PSPA7_5161
ko:K01951	pap:PSPA7_1347
ko:K06135	pap:PSPA7_3309
ko:K07679	pap:PSPA7_4410
ko:K02482	pap:PSPA7_2646
ko:K05784	pap:PSPA7_2721
ko:K02459	pap:PSPA7_2035
ko:K03719	pap:PSPA7_2639
ko:K01546	pap:PSPA7_3712
ko:K00265	pap:PSPA7_5773
ko:K00266	pap:PSPA7_5772
ko:K06222	pap:PSPA7_0925
ko:K03561	pap:PSPA7_0280
ko:K00652	pap:PSPA7_0601
ko:K00029	pap:PSPA7_5783
ko:K11690	pap:PSPA7_5908
ko:K00104	pap:PSPA7_6132
ko:K02455	pap:PSPA7_1414
ko:K02455	pap:PSPA7_4823
ko:K11477	pap:PSPA7_6129
ko:K11690	pap:PSPA7_4628
ko:K11689	pap:PSPA7_5907
ko:K03711	pap:PSPA7_5484
ko:K00820	pap:PSPA7_1359
ko:K01092	pap:PSPA7_1295
ko:K05527	pap:PSPA7_4662
ko:K11903	pap:PSPA7_2894
ko:K00031	pap:PSPA7_2584
ko:K10026	pap:PSPA7_4533
ko:K03381	pap:PSPA7_3907
ko:K03381	pap:PSPA7_2732
ko:K05548	pap:PSPA7_5623
ko:K00074	pap:PSPA7_3645
ko:K01477	pap:PSPA7_3820
ko:K12962	pap:PSPA7_1588
ko:K01897	pap:PSPA7_1824
ko:K01897	pap:PSPA7_1825
ko:K08224	pap:PSPA7_5767
ko:K10125	pap:PSPA7_5904
ko:K10126	pap:PSPA7_5905
ko:K03773	pap:PSPA7_6000
ko:K11472	pap:PSPA7_6131
ko:K11473	pap:PSPA7_6130
ko:K07278	pap:PSPA7_2694
ko:K03426	pap:PSPA7_3472
ko:K03773	pap:PSPA7_5212
ko:K11896	pap:PSPA7_3612
ko:K11896	pap:PSPA7_0160
ko:K11892	pap:PSPA7_2900
ko:K13486	pap:PSPA7_1431
ko:K11475	pap:PSPA7_5629
ko:K11474	pap:PSPA7_6133
ko:K00459	pap:PSPA7_4359
ko:K11441	pap:PSPA7_2979
ko:K11903	pap:PSPA7_1247
ko:K01759	pap:PSPA7_5844
ko:K01759	pap:PSPA7_1623
ko:K08195	pap:PSPA7_2766
ko:K09974	pap:PSPA7_3755
ko:K08195	pap:PSPA7_3283
ko:K09880	pap:PSPA7_3587
ko:K00666	pap:PSPA7_0900
ko:K11811	pap:PSPA7_2961
ko:K12368	pap:PSPA7_5114
ko:K11177	pap:PSPA7_3354
ko:K03719	pap:PSPA7_5506
ko:K11927	pap:PSPA7_0528
ko:K09946	pap:PSPA7_0421
ko:K02671	pap:PSPA7_5191
ko:K02458	pap:PSPA7_4830
ko:K12979	pap:PSPA7_5126
ko:K12979	pap:PSPA7_4574
ko:K07793	pap:PSPA7_4768
ko:K00228	pap:PSPA7_0025
ko:K01487	pap:PSPA7_3812
ko:K00066	pap:PSPA7_1605
ko:K02663	pap:PSPA7_5780
ko:K12992	pap:PSPA7_3008
ko:K07794	pap:PSPA7_4767
ko:K00906	pap:PSPA7_4009
ko:K07690	pap:PSPA7_1160
ko:K07690	pap:PSPA7_2093
ko:K03769	pap:PSPA7_1238
ko:K01207	pap:PSPA7_2154
ko:K00059	pap:PSPA7_3469
ko:K00059	pap:PSPA7_5508
ko:K07124	pap:PSPA7_5551
ko:K07289	pap:PSPA7_5883
ko:K02002	pap:PSPA7_5830
ko:K02002	pap:PSPA7_5836
ko:K00059	pap:PSPA7_3856
ko:K00612	pap:PSPA7_5740
ko:K00612	pap:PSPA7_3227
ko:K03769	pap:PSPA7_3298
ko:K00059	pap:PSPA7_6325
ko:K05564	pap:PSPA7_4319
ko:K03769	pap:PSPA7_0918
ko:K02002	pap:PSPA7_0031
ko:K02002	pap:PSPA7_1889
ko:K07124	pap:PSPA7_0799
ko:K12370	pap:PSPA7_5118
ko:K00620	pap:PSPA7_4973
ko:K03636	pap:PSPA7_1191
ko:K12538	pap:PSPA7_1726
ko:K00657	pap:PSPA7_0978
ko:K01075	pap:PSPA7_4540
ko:K01130	pap:PSPA7_3903
ko:K06905	pap:PSPA7_0772
ko:K12943	pap:PSPA7_5650
ko:K07126	pap:PSPA7_0453
ko:K07126	pap:PSPA7_1130
ko:K07126	pap:PSPA7_5130
ko:K06600	pap:PSPA7_0517
ko:K06598	pap:PSPA7_0515
ko:K06599	pap:PSPA7_0516
ko:K03446	pap:PSPA7_5898
ko:K03446	pap:PSPA7_1991
ko:K02001	pap:PSPA7_5829
ko:K02001	pap:PSPA7_6162
ko:K01297	pap:PSPA7_5942
ko:K12976	pap:PSPA7_5310
ko:K11074	pap:PSPA7_0395
ko:K11892	pap:PSPA7_3604
ko:K03324	pap:PSPA7_6270
ko:K11898	pap:PSPA7_0158
ko:K11904	pap:PSPA7_1248
ko:K00274	pap:PSPA7_0521
ko:K00117	pap:PSPA7_2951
ko:K11076	pap:PSPA7_0393
ko:K03457	pap:PSPA7_5832
ko:K11890	pap:PSPA7_0147
ko:K11891	pap:PSPA7_2901
ko:K07687	pap:PSPA7_1421
ko:K07687	pap:PSPA7_1021
ko:K03496	pap:PSPA7_3730
ko:K01515	pap:PSPA7_5700
ko:K04042	pap:PSPA7_6354
ko:K08364	pap:PSPA7_0092
ko:K13063	pap:PSPA7_0885
ko:K07687	pap:PSPA7_3018
ko:K01720	pap:PSPA7_4727
ko:K00602	pap:PSPA7_5574
ko:K00031	pap:PSPA7_2583
ko:K12255	pap:PSPA7_3918
ko:K07665	pap:PSPA7_2714
ko:K06160	pap:PSPA7_2862
ko:K07665	pap:PSPA7_3892
ko:K03827	pap:PSPA7_3901
ko:K00059	pap:PSPA7_4960
ko:K02002	pap:PSPA7_6174
ko:K02002	pap:PSPA7_6163
ko:K15371	pap:PSPA7_2072
ko:K11742	pap:PSPA7_3793
ko:K12410	pap:PSPA7_4244
ko:K05540	pap:PSPA7_5572
