ko:K19168	ahj:V469_19090
ko:K02302	ahj:V469_00825
ko:K02598	ahj:V469_00830
ko:K00363	ahj:V469_00835
ko:K00362	ahj:V469_00845
ko:K03667	ahj:V469_00860
ko:K01419	ahj:V469_00865
ko:K03591	ahj:V469_00870
ko:K01887	ahj:V469_00875
ko:K07157	ahj:V469_00880
ko:K03088	ahj:V469_00885
ko:K07167	ahj:V469_00890
ko:K06153	ahj:V469_00895
ko:K00647	ahj:V469_04525
ko:K03635	ahj:V469_14440
ko:K03636	ahj:V469_14445
ko:K03637	ahj:V469_14450
ko:K03638	ahj:V469_14455
ko:K02569	ahj:V469_14460
ko:K02568	ahj:V469_14465
ko:K02574	ahj:V469_14470
ko:K02573	ahj:V469_14475
ko:K02567	ahj:V469_14480
ko:K02570	ahj:V469_14490
ko:K02572	ahj:V469_14495
ko:K03639	ahj:V469_14500
ko:K07674	ahj:V469_14505
ko:K07685	ahj:V469_14510
ko:K07157	ahj:V469_14515
ko:K02014	ahj:V469_17445
ko:K02051	ahj:V469_17455
ko:K02050	ahj:V469_17460
ko:K02049	ahj:V469_17465
ko:K12266	ahj:V469_17470
ko:K02014	ahj:V469_17475
ko:K02016	ahj:V469_17485
ko:K02015	ahj:V469_17490
ko:K02013	ahj:V469_17495
ko:K09973	ahj:V469_17570
ko:K01299	ahj:V469_17585
ko:K13529	ahj:V469_17595
ko:K00567	ahj:V469_17600
ko:K08303	ahj:V469_17605
ko:K00648	ahj:V469_17620
ko:K03406	ahj:V469_17625
ko:K03413	ahj:V469_17630
ko:K03407	ahj:V469_17640
ko:K03406	ahj:V469_17645
ko:K03408	ahj:V469_17650
ko:K00575	ahj:V469_17660
ko:K03411	ahj:V469_17665
ko:K03412	ahj:V469_17670
ko:K08303	ahj:V469_17710
ko:K01775	ahj:V469_17725
ko:K04083	ahj:V469_20275
ko:K01610	ahj:V469_20280
ko:K01262	ahj:V469_20290
ko:K06077	ahj:V469_20305
ko:K01119	ahj:V469_20310
ko:K06895	ahj:V469_20315
ko:K05596	ahj:V469_20330
ko:K01147	ahj:V469_20335
ko:K02798	ahj:V469_20355
ko:K02799	ahj:V469_20355
ko:K02800	ahj:V469_20355
ko:K00009	ahj:V469_20360
ko:K02562	ahj:V469_20365
ko:K16074	ahj:V469_20390
ko:K07038	ahj:V469_20410
ko:K11535	ahj:V469_20415
ko:K05591	ahj:V469_20420
ko:K02548	ahj:V469_20445
ko:K02552	ahj:V469_20450
ko:K02551	ahj:V469_20455
ko:K08680	ahj:V469_20460
ko:K01661	ahj:V469_20465
ko:K02549	ahj:V469_20470
ko:K01911	ahj:V469_20475
ko:K03748	ahj:V469_20525
ko:K04564	ahj:V469_20530
ko:K07107	ahj:V469_20555
ko:K11925	ahj:V469_20560
ko:K01740	ahj:V469_20570
ko:K12265	ahj:V469_22635
ko:K12264	ahj:V469_22640
ko:K12266	ahj:V469_22645
ko:K03482	ahj:V469_22650
ko:K02749	ahj:V469_22655
ko:K02750	ahj:V469_22655
ko:K01232	ahj:V469_22660
ko:K03604	ahj:V469_22665
ko:K01999	ahj:V469_22670
ko:K01997	ahj:V469_22675
ko:K01998	ahj:V469_22680
ko:K01995	ahj:V469_22685
ko:K01996	ahj:V469_22690
ko:K02439	ahj:V469_22705
ko:K02441	ahj:V469_22710
ko:K09806	ahj:V469_22720
ko:K05368	ahj:V469_22725
ko:K03182	ahj:V469_22730
ko:K03628	ahj:V469_22740
ko:K03671	ahj:V469_22745
ko:K03732	ahj:V469_22750
ko:K01524	ahj:V469_22755
ko:K15984	ahj:V469_22770
ko:K01414	ahj:V469_22780
ko:K01698	ahj:V469_22785
ko:K03424	ahj:V469_22790
ko:K03118	ahj:V469_22795
ko:K03117	ahj:V469_22800
ko:K03116	ahj:V469_22805
ko:K03688	ahj:V469_22810
ko:K03690	ahj:V469_22815
ko:K03183	ahj:V469_22820
ko:K06199	ahj:V469_22825
ko:K01485	ahj:V469_22830
ko:K03832	ahj:V469_22875
ko:K03559	ahj:V469_22880
ko:K03561	ahj:V469_22885
ko:K03835	ahj:V469_22620
ko:K00059	ahj:V469_04535
ko:K09458	ahj:V469_04540
ko:K03831	ahj:V469_04550
ko:K02000	ahj:V469_04575
ko:K02001	ahj:V469_04580
ko:K02002	ahj:V469_04585
ko:K00390	ahj:V469_04590
ko:K00381	ahj:V469_04595
ko:K00380	ahj:V469_04600
ko:K04567	ahj:V469_04610
ko:K02836	ahj:V469_04615
ko:K03406	ahj:V469_04620
ko:K03312	ahj:V469_04625
ko:K01424	ahj:V469_04630
ko:K09916	ahj:V469_04635
ko:K00134	ahj:V469_04640
ko:K04773	ahj:V469_04655
ko:K00219	ahj:V469_04660
ko:K00661	ahj:V469_04670
ko:K00058	ahj:V469_04675
ko:K02687	ahj:V469_04680
ko:K14392	ahj:V469_04700
ko:K01961	ahj:V469_04710
ko:K02160	ahj:V469_04715
ko:K03786	ahj:V469_04720
ko:K01895	ahj:V469_04730
ko:K03533	ahj:V469_04760
ko:K00600	ahj:V469_04775
ko:K07738	ahj:V469_04790
ko:K11752	ahj:V469_04795
ko:K00793	ahj:V469_04800
ko:K06177	ahj:V469_08470
ko:K18697	ahj:V469_08475
ko:K00457	ahj:V469_08480
ko:K00451	ahj:V469_08485
ko:K16171	ahj:V469_08490
ko:K00799	ahj:V469_08500
ko:K01953	ahj:V469_08510
ko:K06995	ahj:V469_08515
ko:K02566	ahj:V469_08525
ko:K10680	ahj:V469_08535
ko:K05592	ahj:V469_08565
ko:K07084	ahj:V469_08570
ko:K03683	ahj:V469_08575
ko:K01759	ahj:V469_08590
ko:K10773	ahj:V469_08595
ko:K03613	ahj:V469_08600
ko:K03612	ahj:V469_08605
ko:K03614	ahj:V469_08610
ko:K03615	ahj:V469_08615
ko:K03616	ahj:V469_08620
ko:K03617	ahj:V469_08625
ko:K03406	ahj:V469_08640
ko:K00209	ahj:V469_08645
ko:K14260	ahj:V469_08655
ko:K03674	ahj:V469_08665
ko:K07259	ahj:V469_08670
ko:K02477	ahj:V469_08695
ko:K02478	ahj:V469_08700
ko:K04072	ahj:V469_08710
ko:K15580	ahj:V469_08725
ko:K15581	ahj:V469_08730
ko:K15582	ahj:V469_08735
ko:K15583	ahj:V469_08740
ko:K01956	ahj:V469_08150
ko:K01955	ahj:V469_08155
ko:K01649	ahj:V469_08160
ko:K00657	ahj:V469_08190
ko:K13639	ahj:V469_08220
ko:K02424	ahj:V469_08235
ko:K10009	ahj:V469_08240
ko:K10010	ahj:V469_08245
ko:K00266	ahj:V469_08250
ko:K00265	ahj:V469_08255
ko:K07139	ahj:V469_08260
ko:K12541	ahj:V469_08265
ko:K12542	ahj:V469_08270
ko:K12543	ahj:V469_08275
ko:K09807	ahj:V469_08290
ko:K11734	ahj:V469_08295
ko:K09773	ahj:V469_08305
ko:K05349	ahj:V469_08320
ko:K13652	ahj:V469_08355
ko:K02073	ahj:V469_08365
ko:K03473	ahj:V469_08375
ko:K00133	ahj:V469_08380
ko:K08086	ahj:V469_08385
ko:K06173	ahj:V469_08390
ko:K01963	ahj:V469_08395
ko:K11754	ahj:V469_08400
ko:K03749	ahj:V469_08405
ko:K11179	ahj:V469_08410
ko:K03760	ahj:V469_08440
ko:K14205	ahj:V469_08450
ko:K07506	ahj:V469_12095
ko:K07090	ahj:V469_12110
ko:K05812	ahj:V469_12120
ko:K06996	ahj:V469_12125
ko:K01921	ahj:V469_12130
ko:K07394	ahj:V469_12135
ko:K00432	ahj:V469_12140
ko:K11927	ahj:V469_12145
ko:K03827	ahj:V469_12150
ko:K09771	ahj:V469_12160
ko:K05873	ahj:V469_12170
ko:K00005	ahj:V469_12185
ko:K00868	ahj:V469_12195
ko:K03821	ahj:V469_12225
ko:K14761	ahj:V469_12235
ko:K18890	ahj:V469_12250
ko:K18889	ahj:V469_12260
ko:K03672	ahj:V469_12270
ko:K14445	ahj:V469_12275
ko:K00688	ahj:V469_12280
ko:K01676	ahj:V469_12300
ko:K01665	ahj:V469_12305
ko:K03837	ahj:V469_12315
ko:K07862	ahj:V469_12320
ko:K03654	ahj:V469_12325
ko:K07180	ahj:V469_12330
ko:K09786	ahj:V469_12335
ko:K03603	ahj:V469_12345
ko:K03314	ahj:V469_12350
ko:K03611	ahj:V469_12355
ko:K03975	ahj:V469_12360
ko:K03702	ahj:V469_12370
ko:K07085	ahj:V469_12385
ko:K07795	ahj:V469_12395
ko:K07794	ahj:V469_12400
ko:K07793	ahj:V469_12405
ko:K03271	ahj:V469_14545
ko:K06445	ahj:V469_14555
ko:K02342	ahj:V469_14575
ko:K03469	ahj:V469_14580
ko:K01069	ahj:V469_14590
ko:K08307	ahj:V469_14595
ko:K10806	ahj:V469_14610
ko:K02529	ahj:V469_14620
ko:K08309	ahj:V469_14625
ko:K05809	ahj:V469_14635
ko:K09800	ahj:V469_14655
ko:K07278	ahj:V469_14660
ko:K03769	ahj:V469_14670
ko:K05777	ahj:V469_14695
ko:K05778	ahj:V469_14700
ko:K05779	ahj:V469_14705
ko:K08305	ahj:V469_14715
ko:K15269	ahj:V469_14725
ko:K01835	ahj:V469_14730
ko:K03645	ahj:V469_14735
ko:K03839	ahj:V469_14755
ko:K03711	ahj:V469_14765
ko:K01886	ahj:V469_14770
ko:K12373	ahj:V469_14775
ko:K02803	ahj:V469_14780
ko:K02804	ahj:V469_14780
ko:K02564	ahj:V469_14785
ko:K01443	ahj:V469_14790
ko:K02565	ahj:V469_14795
ko:K03760	ahj:V469_14805
ko:K01876	ahj:V469_14815
ko:K03772	ahj:V469_17775
ko:K03745	ahj:V469_17785
ko:K03775	ahj:V469_17790
ko:K07070	ahj:V469_17795
ko:K03415	ahj:V469_17805
ko:K07019	ahj:V469_17810
ko:K09898	ahj:V469_17820
ko:K00012	ahj:V469_17825
ko:K07806	ahj:V469_17830
ko:K10012	ahj:V469_17835
ko:K10011	ahj:V469_17840
ko:K13014	ahj:V469_17845
ko:K07264	ahj:V469_17850
ko:K12962	ahj:V469_17855
ko:K12963	ahj:V469_17860
ko:K00855	ahj:V469_17865
ko:K07397	ahj:V469_17880
ko:K10914	ahj:V469_17885
ko:K00563	ahj:V469_17890
ko:K01183	ahj:V469_17905
ko:K07727	ahj:V469_17920
ko:K05820	ahj:V469_17925
ko:K16087	ahj:V469_17930
ko:K07226	ahj:V469_17950
ko:K07227	ahj:V469_17955
ko:K02016	ahj:V469_17960
ko:K02015	ahj:V469_17965
ko:K02013	ahj:V469_17970
ko:K08679	ahj:V469_17980
ko:K01619	ahj:V469_17990
ko:K03317	ahj:V469_17995
ko:K03815	ahj:V469_18000
ko:K01243	ahj:V469_18025
ko:K08325	ahj:V469_20580
ko:K16066	ahj:V469_20600
ko:K07507	ahj:V469_20620
ko:K02014	ahj:V469_20630
ko:K00651	ahj:V469_20655
ko:K01993	ahj:V469_20685
ko:K09749	ahj:V469_20690
ko:K07010	ahj:V469_20700
ko:K03733	ahj:V469_20725
ko:K09921	ahj:V469_20730
ko:K01778	ahj:V469_20735
ko:K01586	ahj:V469_20740
ko:K06202	ahj:V469_20745
ko:K06999	ahj:V469_20750
ko:K05851	ahj:V469_20755
ko:K01749	ahj:V469_20760
ko:K01719	ahj:V469_20765
ko:K02496	ahj:V469_20770
ko:K02498	ahj:V469_20775
ko:K06940	ahj:V469_20780
ko:K02446	ahj:V469_20785
ko:K02014	ahj:V469_20800
ko:K09939	ahj:V469_20805
ko:K03826	ahj:V469_20820
ko:K03837	ahj:V469_20850
ko:K00820	ahj:V469_22905
ko:K07663	ahj:V469_22915
ko:K07641	ahj:V469_22920
ko:K06143	ahj:V469_22930
ko:K04042	ahj:V469_22935
ko:K02114	ahj:V469_22940
ko:K02112	ahj:V469_22945
ko:K02115	ahj:V469_22950
ko:K02111	ahj:V469_22955
ko:K02113	ahj:V469_22960
ko:K02109	ahj:V469_22965
ko:K02110	ahj:V469_22970
ko:K02108	ahj:V469_22975
ko:K02116	ahj:V469_22980
ko:K03497	ahj:V469_22985
ko:K03496	ahj:V469_22990
ko:K03501	ahj:V469_22995
ko:K03495	ahj:V469_23000
ko:K06205	ahj:V469_23005
ko:K02014	ahj:V469_23010
ko:K06159	ahj:V469_23015
ko:K02013	ahj:V469_23020
ko:K02016	ahj:V469_23025
ko:K02015	ahj:V469_23030
ko:K03650	ahj:V469_23035
ko:K03217	ahj:V469_23040
ko:K03536	ahj:V469_23045
ko:K02914	ahj:V469_23050
ko:K16963	ahj:V469_23055
ko:K16962	ahj:V469_23060
ko:K16961	ahj:V469_23065
ko:K01785	ahj:V469_00905
ko:K00849	ahj:V469_00910
ko:K00965	ahj:V469_00915
ko:K01784	ahj:V469_00920
ko:K02529	ahj:V469_00925
ko:K01190	ahj:V469_00930
ko:K10540	ahj:V469_00935
ko:K10542	ahj:V469_00940
ko:K10541	ahj:V469_00945
ko:K03406	ahj:V469_00950
ko:K03496	ahj:V469_00960
ko:K01478	ahj:V469_00970
ko:K00926	ahj:V469_00975
ko:K00611	ahj:V469_00980
ko:K00610	ahj:V469_00995
ko:K00609	ahj:V469_01000
ko:K01613	ahj:V469_01015
ko:K03406	ahj:V469_01020
ko:K03098	ahj:V469_01025
ko:K08325	ahj:V469_01035
ko:K00324	ahj:V469_01040
ko:K00325	ahj:V469_01045
ko:K02030	ahj:V469_01050
ko:K06956	ahj:V469_01065
ko:K05807	ahj:V469_01075
ko:K06180	ahj:V469_01080
ko:K05810	ahj:V469_01085
ko:K03695	ahj:V469_01090
ko:K06897	ahj:V469_01095
ko:K01914	ahj:V469_01100
ko:K03718	ahj:V469_01105
ko:K02030	ahj:V469_01110
ko:K13938	ahj:V469_01125
ko:K07711	ahj:V469_01140
ko:K07715	ahj:V469_01150
ko:K17247	ahj:V469_01170
ko:K07812	ahj:V469_01200
ko:K14652	ahj:V469_04805
ko:K01325	ahj:V469_04810
ko:K00794	ahj:V469_04815
ko:K03625	ahj:V469_04820
ko:K00946	ahj:V469_04825
ko:K01095	ahj:V469_04830
ko:K02031	ahj:V469_04835
ko:K02032	ahj:V469_04835
ko:K02035	ahj:V469_04840
ko:K02033	ahj:V469_04845
ko:K02034	ahj:V469_04850
ko:K01662	ahj:V469_04855
ko:K00795	ahj:V469_04860
ko:K03602	ahj:V469_04865
ko:K02556	ahj:V469_04870
ko:K02557	ahj:V469_04875
ko:K03624	ahj:V469_04880
ko:K07574	ahj:V469_04890
ko:K02427	ahj:V469_04895
ko:K03798	ahj:V469_04900
ko:K00796	ahj:V469_04905
ko:K03431	ahj:V469_04910
ko:K01803	ahj:V469_04915
ko:K03075	ahj:V469_04920
ko:K09748	ahj:V469_04935
ko:K02600	ahj:V469_04940
ko:K02519	ahj:V469_04945
ko:K02834	ahj:V469_04950
ko:K03177	ahj:V469_04955
ko:K02956	ahj:V469_04960
ko:K00962	ahj:V469_04965
ko:K06039	ahj:V469_04980
ko:K01679	ahj:V469_04990
ko:K05995	ahj:V469_04995
ko:K06200	ahj:V469_05000
ko:K02477	ahj:V469_05005
ko:K13041	ahj:V469_05015
ko:K13040	ahj:V469_05020
ko:K08358	ahj:V469_05025
ko:K08359	ahj:V469_05030
ko:K08357	ahj:V469_05035
ko:K06996	ahj:V469_05075
ko:K03592	ahj:V469_05080
ko:K03568	ahj:V469_05085
ko:K03840	ahj:V469_05090
ko:K10823	ahj:V469_08750
ko:K01775	ahj:V469_08760
ko:K01465	ahj:V469_08785
ko:K03406	ahj:V469_08795
ko:K02503	ahj:V469_08800
ko:K09859	ahj:V469_08805
ko:K07337	ahj:V469_08815
ko:K03072	ahj:V469_08835
ko:K03074	ahj:V469_08840
ko:K09781	ahj:V469_08850
ko:K08602	ahj:V469_08855
ko:K08602	ahj:V469_08860
ko:K07000	ahj:V469_08870
ko:K03885	ahj:V469_08875
ko:K02302	ahj:V469_08905
ko:K00385	ahj:V469_08910
ko:K16951	ahj:V469_08915
ko:K16950	ahj:V469_08920
ko:K00928	ahj:V469_08945
ko:K14682	ahj:V469_08950
ko:K07304	ahj:V469_08955
ko:K03830	ahj:V469_08970
ko:K01759	ahj:V469_08985
ko:K03303	ahj:V469_09005
ko:K18928	ahj:V469_09010
ko:K18929	ahj:V469_09015
ko:K00782	ahj:V469_09020
ko:K18930	ahj:V469_09025
ko:K03532	ahj:V469_01205
ko:K03169	ahj:V469_01210
ko:K03498	ahj:V469_01230
ko:K03499	ahj:V469_01235
ko:K00075	ahj:V469_01240
ko:K03524	ahj:V469_01245
ko:K00867	ahj:V469_01250
ko:K02358	ahj:V469_01265
ko:K03073	ahj:V469_01275
ko:K02601	ahj:V469_01280
ko:K02867	ahj:V469_01285
ko:K02863	ahj:V469_01290
ko:K02864	ahj:V469_01295
ko:K02935	ahj:V469_01300
ko:K03043	ahj:V469_01305
ko:K03046	ahj:V469_01310
ko:K07235	ahj:V469_01330
ko:K07236	ahj:V469_01335
ko:K07237	ahj:V469_01340
ko:K02950	ahj:V469_01345
ko:K02992	ahj:V469_01350
ko:K02355	ahj:V469_01355
ko:K02358	ahj:V469_01360
ko:K03273	ahj:V469_01365
ko:K11312	ahj:V469_01400
ko:K06901	ahj:V469_01405
ko:K05878	ahj:V469_01410
ko:K05879	ahj:V469_01415
ko:K05881	ahj:V469_01420
ko:K00005	ahj:V469_01425
ko:K05880	ahj:V469_01430
ko:K03566	ahj:V469_01435
ko:K10536	ahj:V469_01440
ko:K03366	ahj:V469_01445
ko:K03781	ahj:V469_01480
ko:K03825	ahj:V469_01485
ko:K13652	ahj:V469_01490
ko:K08983	ahj:V469_01500
ko:K04763	ahj:V469_05095
ko:K03282	ahj:V469_05100
ko:K03981	ahj:V469_05105
ko:K07462	ahj:V469_05110
ko:K00350	ahj:V469_05130
ko:K07002	ahj:V469_05135
ko:K03644	ahj:V469_05145
ko:K03801	ahj:V469_05155
ko:K09158	ahj:V469_05160
ko:K07258	ahj:V469_05165
ko:K03642	ahj:V469_05170
ko:K08305	ahj:V469_05175
ko:K05837	ahj:V469_05185
ko:K05515	ahj:V469_05190
ko:K00783	ahj:V469_05195
ko:K09710	ahj:V469_05200
ko:K00969	ahj:V469_05205
ko:K02340	ahj:V469_05210
ko:K03643	ahj:V469_05215
ko:K01869	ahj:V469_05220
ko:K03820	ahj:V469_05230
ko:K06189	ahj:V469_05235
ko:K07042	ahj:V469_05240
ko:K06168	ahj:V469_05250
ko:K03184	ahj:V469_05255
ko:K07078	ahj:V469_05290
ko:K00018	ahj:V469_05305
ko:K08984	ahj:V469_05315
ko:K02356	ahj:V469_05320
ko:K00364	ahj:V469_05330
ko:K07645	ahj:V469_05340
ko:K09927	ahj:V469_05380
ko:K02004	ahj:V469_09035
ko:K02003	ahj:V469_09040
ko:K07552	ahj:V469_09050
ko:K07243	ahj:V469_09070
ko:K03321	ahj:V469_09100
ko:K01775	ahj:V469_09190
ko:K03406	ahj:V469_09195
ko:K03412	ahj:V469_09205
ko:K00575	ahj:V469_09210
ko:K03408	ahj:V469_09215
ko:K03406	ahj:V469_09220
ko:K03407	ahj:V469_09225
ko:K03413	ahj:V469_09235
ko:K06282	ahj:V469_09240
ko:K06281	ahj:V469_09255
ko:K03605	ahj:V469_09260
ko:K02035	ahj:V469_09270
ko:K02033	ahj:V469_09275
ko:K02034	ahj:V469_09280
ko:K04651	ahj:V469_09305
ko:K04655	ahj:V469_09310
ko:K04654	ahj:V469_09315
ko:K04653	ahj:V469_09320
ko:K04656	ahj:V469_09325
ko:K03833	ahj:V469_09330
ko:K01042	ahj:V469_09335
ko:K08315	ahj:V469_09345
ko:K15256	ahj:V469_14825
ko:K15257	ahj:V469_14830
ko:K03386	ahj:V469_14850
ko:K04761	ahj:V469_14855
ko:K00154	ahj:V469_14875
ko:K12339	ahj:V469_14900
ko:K06975	ahj:V469_14905
ko:K09962	ahj:V469_14910
ko:K09794	ahj:V469_14930
ko:K07116	ahj:V469_14940
ko:K03737	ahj:V469_14945
ko:K07140	ahj:V469_14955
ko:K03406	ahj:V469_14960
ko:K03799	ahj:V469_14965
ko:K01935	ahj:V469_14970
ko:K02169	ahj:V469_14975
ko:K00652	ahj:V469_14980
ko:K01012	ahj:V469_14985
ko:K00833	ahj:V469_14990
ko:K01893	ahj:V469_15005
ko:K07792	ahj:V469_15010
ko:K01295	ahj:V469_15020
ko:K03326	ahj:V469_15025
ko:K01439	ahj:V469_15045
ko:K03406	ahj:V469_15085
ko:K01250	ahj:V469_15105
ko:K06177	ahj:V469_15110
ko:K00757	ahj:V469_15115
ko:K02052	ahj:V469_01515
ko:K02053	ahj:V469_01520
ko:K02054	ahj:V469_01525
ko:K02055	ahj:V469_01535
ko:K06911	ahj:V469_01560
ko:K15977	ahj:V469_01565
ko:K03583	ahj:V469_01570
ko:K03582	ahj:V469_01575
ko:K03581	ahj:V469_01580
ko:K01759	ahj:V469_01590
ko:K16089	ahj:V469_01635
ko:K03704	ahj:V469_01640
ko:K03111	ahj:V469_01665
ko:K03701	ahj:V469_01675
ko:K07275	ahj:V469_01690
ko:K03406	ahj:V469_01695
ko:K10117	ahj:V469_01700
ko:K00297	ahj:V469_01710
ko:K05782	ahj:V469_01720
ko:K07234	ahj:V469_01730
ko:K09802	ahj:V469_01760
ko:K09889	ahj:V469_01770
ko:K03592	ahj:V469_01775
ko:K00790	ahj:V469_01780
ko:K07122	ahj:V469_01790
ko:K07323	ahj:V469_01795
ko:K02067	ahj:V469_01800
ko:K02066	ahj:V469_01805
ko:K02030	ahj:V469_05385
ko:K00247	ahj:V469_05400
ko:K00246	ahj:V469_05405
ko:K00245	ahj:V469_05410
ko:K00244	ahj:V469_05415
ko:K03406	ahj:V469_05420
ko:K01126	ahj:V469_05425
ko:K03406	ahj:V469_05470
ko:K04761	ahj:V469_05475
ko:K05366	ahj:V469_05480
ko:K02662	ahj:V469_05485
ko:K02665	ahj:V469_05500
ko:K02666	ahj:V469_05505
ko:K00891	ahj:V469_05510
ko:K01735	ahj:V469_05515
ko:K03112	ahj:V469_05520
ko:K01783	ahj:V469_05530
ko:K01091	ahj:V469_05535
ko:K01867	ahj:V469_05540
ko:K01664	ahj:V469_05550
ko:K00673	ahj:V469_05560
ko:K06447	ahj:V469_05565
ko:K03737	ahj:V469_05585
ko:K09900	ahj:V469_05605
ko:K00757	ahj:V469_05615
ko:K03811	ahj:V469_05620
ko:K06942	ahj:V469_05670
ko:K01056	ahj:V469_05675
ko:K15834	ahj:V469_09350
ko:K12143	ahj:V469_09360
ko:K15830	ahj:V469_09365
ko:K12138	ahj:V469_09370
ko:K12136	ahj:V469_09380
ko:K03549	ahj:V469_09385
ko:K05796	ahj:V469_09395
ko:K15836	ahj:V469_09415
ko:K02379	ahj:V469_09420
ko:K06187	ahj:V469_09425
ko:K04079	ahj:V469_09430
ko:K00939	ahj:V469_09435
ko:K01772	ahj:V469_09440
ko:K07136	ahj:V469_09445
ko:K00892	ahj:V469_09450
ko:K00975	ahj:V469_09470
ko:K02361	ahj:V469_09485
ko:K02363	ahj:V469_09490
ko:K01252	ahj:V469_09495
ko:K00216	ahj:V469_09505
ko:K02016	ahj:V469_09520
ko:K02013	ahj:V469_09530
ko:K02015	ahj:V469_09535
ko:K02015	ahj:V469_09540
ko:K16089	ahj:V469_09545
ko:K03284	ahj:V469_09565
ko:K00311	ahj:V469_09570
ko:K03521	ahj:V469_09575
ko:K03522	ahj:V469_09585
ko:K00831	ahj:V469_09590
ko:K00800	ahj:V469_09595
ko:K01626	ahj:V469_09600
ko:K03406	ahj:V469_09605
ko:K03601	ahj:V469_09615
ko:K03559	ahj:V469_09625
ko:K03561	ahj:V469_09630
ko:K03832	ahj:V469_09635
ko:K12511	ahj:V469_15145
ko:K12510	ahj:V469_15150
ko:K02283	ahj:V469_15155
ko:K02282	ahj:V469_15160
ko:K02280	ahj:V469_15170
ko:K02279	ahj:V469_15175
ko:K02278	ahj:V469_15180
ko:K02651	ahj:V469_15185
ko:K06186	ahj:V469_15200
ko:K09801	ahj:V469_15210
ko:K03664	ahj:V469_15220
ko:K13954	ahj:V469_15120
ko:K06041	ahj:V469_01815
ko:K03270	ahj:V469_01820
ko:K11719	ahj:V469_01825
ko:K09774	ahj:V469_01830
ko:K06861	ahj:V469_01835
ko:K03092	ahj:V469_01840
ko:K05808	ahj:V469_01845
ko:K02806	ahj:V469_01850
ko:K06958	ahj:V469_01855
ko:K08485	ahj:V469_01860
ko:K01042	ahj:V469_01875
ko:K01465	ahj:V469_01880
ko:K04691	ahj:V469_01910
ko:K09908	ahj:V469_01920
ko:K06916	ahj:V469_01925
ko:K02871	ahj:V469_01930
ko:K02996	ahj:V469_01935
ko:K00411	ahj:V469_01940
ko:K00412	ahj:V469_01945
ko:K00413	ahj:V469_01950
ko:K03599	ahj:V469_01955
ko:K03600	ahj:V469_01960
ko:K12961	ahj:V469_01970
ko:K07460	ahj:V469_01975
ko:K07121	ahj:V469_01980
ko:K07056	ahj:V469_01985
ko:K03925	ahj:V469_01990
ko:K03438	ahj:V469_01995
ko:K03586	ahj:V469_02000
ko:K03587	ahj:V469_02005
ko:K01928	ahj:V469_02010
ko:K01929	ahj:V469_02015
ko:K01000	ahj:V469_02020
ko:K01925	ahj:V469_02025
ko:K03588	ahj:V469_02030
ko:K02563	ahj:V469_02035
ko:K01924	ahj:V469_02040
ko:K03589	ahj:V469_02045
ko:K03590	ahj:V469_02050
ko:K03531	ahj:V469_02055
ko:K02535	ahj:V469_02060
ko:K03070	ahj:V469_02070
ko:K03574	ahj:V469_02080
ko:K02065	ahj:V469_01810
ko:K01081	ahj:V469_05680
ko:K00948	ahj:V469_05685
ko:K00919	ahj:V469_05695
ko:K02494	ahj:V469_05700
ko:K02492	ahj:V469_05705
ko:K02835	ahj:V469_05710
ko:K02493	ahj:V469_05715
ko:K01627	ahj:V469_05730
ko:K11103	ahj:V469_05735
ko:K03648	ahj:V469_05745
ko:K00616	ahj:V469_05760
ko:K03310	ahj:V469_05765
ko:K03924	ahj:V469_05780
ko:K03305	ahj:V469_05790
ko:K07447	ahj:V469_05795
ko:K07735	ahj:V469_05800
ko:K03406	ahj:V469_05805
ko:K01920	ahj:V469_05810
ko:K09761	ahj:V469_05815
ko:K01150	ahj:V469_05820
ko:K02742	ahj:V469_05825
ko:K00789	ahj:V469_05830
ko:K00615	ahj:V469_05835
ko:K05523	ahj:V469_05865
ko:K09001	ahj:V469_05875
ko:K01866	ahj:V469_05895
ko:K03931	ahj:V469_05900
ko:K06910	ahj:V469_05910
ko:K01939	ahj:V469_05915
ko:K14155	ahj:V469_05930
ko:K03291	ahj:V469_05935
ko:K04774	ahj:V469_05950
ko:K01484	ahj:V469_05955
ko:K03168	ahj:V469_05960
ko:K07443	ahj:V469_05970
ko:K12373	ahj:V469_05985
ko:K03549	ahj:V469_09640
ko:K00088	ahj:V469_09645
ko:K01951	ahj:V469_09650
ko:K07733	ahj:V469_09660
ko:K10778	ahj:V469_09715
ko:K00569	ahj:V469_09730
ko:K08296	ahj:V469_09740
ko:K15580	ahj:V469_09755
ko:K03841	ahj:V469_09760
ko:K03723	ahj:V469_09765
ko:K09808	ahj:V469_09775
ko:K09810	ahj:V469_09780
ko:K09808	ahj:V469_09785
ko:K08722	ahj:V469_09790
ko:K03545	ahj:V469_09800
ko:K01358	ahj:V469_09805
ko:K03544	ahj:V469_09810
ko:K01338	ahj:V469_09815
ko:K03530	ahj:V469_09820
ko:K03770	ahj:V469_09825
ko:K14393	ahj:V469_09835
ko:K02342	ahj:V469_09845
ko:K07182	ahj:V469_09850
ko:K03310	ahj:V469_09900
ko:K09933	ahj:V469_09910
ko:K07034	ahj:V469_09915
ko:K01640	ahj:V469_09935
ko:K01968	ahj:V469_09940
ko:K13766	ahj:V469_09945
ko:K01969	ahj:V469_09950
ko:K00253	ahj:V469_09955
ko:K03406	ahj:V469_12425
