ko:K07799	xor:XOC_0585
ko:K03560	xor:XOC_3353
ko:K01197	xor:XOC_4258
ko:K09806	xor:XOC_4260
ko:K00508	xor:XOC_4266
ko:K14232	xor:XOC_t010
ko:K14232	xor:XOC_t020
ko:K14219	xor:XOC_t011
ko:K14230	xor:XOC_t036
ko:K14235	xor:XOC_t009
ko:K01218	xor:XOC_2180
ko:K00253	xor:XOC_4591
ko:K16088	xor:XOC_3622
ko:K12982	xor:XOC_1149
ko:K01977	xor:XOC_r005
ko:K01977	xor:XOC_r006
ko:K01715	xor:XOC_1811
ko:K01980	xor:XOC_r003
ko:K01980	xor:XOC_r004
ko:K07038	xor:XOC_0880
ko:K16211	xor:XOC_3756
ko:K01992	xor:XOC_4023
ko:K01992	xor:XOC_4022
ko:K00209	xor:XOC_0167
ko:K01834	xor:XOC_1554
ko:K03699	xor:XOC_2806
ko:K01739	xor:XOC_3218
ko:K01659	xor:XOC_1187
ko:K07346	xor:XOC_3063
ko:K07346	xor:XOC_3067
ko:K01139	xor:XOC_3650
ko:K01179	xor:XOC_0050
ko:K01179	xor:XOC_0051
ko:K01179	xor:XOC_0053
ko:K01179	xor:XOC_0671
ko:K07782	xor:XOC_1422
ko:K01069	xor:XOC_1142
ko:K16514	xor:XOC_0385
ko:K01992	xor:XOC_1768
ko:K05349	xor:XOC_4466
ko:K12262	xor:XOC_2830
ko:K12262	xor:XOC_3211
ko:K01990	xor:XOC_4024
ko:K01990	xor:XOC_1769
ko:K01800	xor:XOC_3877
ko:K05349	xor:XOC_2177
ko:K16171	xor:XOC_3878
ko:K00568	xor:XOC_2125
ko:K13472	xor:XOC_1276
ko:K05889	xor:XOC_0353
ko:K12262	xor:XOC_4291
ko:K16264	xor:XOC_3190
ko:K14234	xor:XOC_t035
ko:K14220	xor:XOC_t041
ko:K14230	xor:XOC_t040
ko:K14229	xor:XOC_t013
ko:K14221	xor:XOC_t016
ko:K14221	xor:XOC_t017
ko:K14233	xor:XOC_t054
ko:K00090	xor:XOC_2960
ko:K14219	xor:XOC_t034
ko:K14223	xor:XOC_t005
ko:K14230	xor:XOC_t031
ko:K14236	xor:XOC_t006
ko:K14225	xor:XOC_t007
ko:K14234	xor:XOC_t008
ko:K14226	xor:XOC_t012
ko:K14228	xor:XOC_t014
ko:K14228	xor:XOC_t029
ko:K14228	xor:XOC_t053
ko:K14228	xor:XOC_t045
ko:K14228	xor:XOC_t039
ko:K14237	xor:XOC_t015
ko:K14237	xor:XOC_t019
ko:K14237	xor:XOC_t042
ko:K14233	xor:XOC_t018
ko:K14234	xor:XOC_t038
ko:K14233	xor:XOC_t043
ko:K14224	xor:XOC_t025
ko:K14224	xor:XOC_t027
ko:K14219	xor:XOC_t022
ko:K14222	xor:XOC_t047
ko:K14218	xor:XOC_t052
ko:K14231	xor:XOC_t021
ko:K14225	xor:XOC_t037
ko:K02768	xor:XOC_1975
ko:K08483	xor:XOC_1975
ko:K11183	xor:XOC_1975
ko:K10112	xor:XOC_2606
ko:K01985	xor:XOC_r001
ko:K01985	xor:XOC_r002
ko:K14219	xor:XOC_t051
ko:K14219	xor:XOC_t050
ko:K14224	xor:XOC_t049
ko:K14228	xor:XOC_t023
ko:K14225	xor:XOC_t046
ko:K14225	xor:XOC_t048
ko:K14229	xor:XOC_t030
ko:K14223	xor:XOC_t032
ko:K02484	xor:XOC_0788
ko:K14232	xor:XOC_t028
ko:K14233	xor:XOC_t044
ko:K14218	xor:XOC_t001
ko:K14218	xor:XOC_t003
ko:K14227	xor:XOC_t002
ko:K14227	xor:XOC_t004
ko:K05825	xor:XOC_2247
ko:K05845	xor:XOC_0270
ko:K05846	xor:XOC_0270
ko:K10947	xor:XOC_3095
ko:K13659	xor:XOC_1876
ko:K13657	xor:XOC_1873
ko:K13663	xor:XOC_1871
ko:K09810	xor:XOC_2596
ko:K03559	xor:XOC_0012
ko:K03559	xor:XOC_0013
ko:K06075	xor:XOC_0213
ko:K03559	xor:XOC_2590
ko:K01485	xor:XOC_0700
ko:K13664	xor:XOC_1872
ko:K02485	xor:XOC_0744
ko:K00265	xor:XOC_0135
ko:K01467	xor:XOC_3239
ko:K03719	xor:XOC_3960
ko:K03574	xor:XOC_0855
ko:K13662	xor:XOC_1870
ko:K13665	xor:XOC_1877
ko:K13661	xor:XOC_1868
ko:K13815	xor:XOC_2264
ko:K10715	xor:XOC_2265
ko:K00118	xor:XOC_0940
ko:K04034	xor:XOC_2814
ko:K04065	xor:XOC_0742
ko:K00128	xor:XOC_2193
ko:K13485	xor:XOC_4626
ko:K02196	xor:XOC_2722
ko:K10819	xor:XOC_3739
ko:K07481	xor:XOC_1721
ko:K13658	xor:XOC_1874
ko:K13656	xor:XOC_1869
ko:K01897	xor:XOC_2267
ko:K03417	xor:XOC_1186
ko:K08316	xor:XOC_1940
ko:K17103	xor:XOC_2656
ko:K01802	xor:XOC_1660
ko:K01802	xor:XOC_1813
ko:K11209	xor:XOC_4114
ko:K03574	xor:XOC_2658
ko:K00951	xor:XOC_3317
ko:K00040	xor:XOC_4465
ko:K17103	xor:XOC_3827
ko:K17713	xor:XOC_2432
ko:K01990	xor:XOC_3976
ko:K01990	xor:XOC_4097
ko:K01992	xor:XOC_3975
ko:K01992	xor:XOC_4096
ko:K03292	xor:XOC_0355
ko:K02027	xor:XOC_2705
ko:K17758	xor:XOC_2092
ko:K17759	xor:XOC_2092
ko:K01263	xor:XOC_3565
ko:K00108	xor:XOC_0770
ko:K05540	xor:XOC_0881
ko:K01658	xor:XOC_4208
ko:K02026	xor:XOC_2703
ko:K17752	xor:XOC_3433
ko:K17762	xor:XOC_3434
ko:K17763	xor:XOC_3435
ko:K01271	xor:XOC_3660
ko:K00537	xor:XOC_3777
ko:K00661	xor:XOC_0393
ko:K00128	xor:XOC_0933
ko:K00254	xor:XOC_2190
ko:K01190	xor:XOC_0755
ko:K01497	xor:XOC_4124
ko:K17733	xor:XOC_1306
ko:K03585	xor:XOC_3567
ko:K18138	xor:XOC_3566
ko:K18195	xor:XOC_3774
ko:K07486	xor:XOC_2060
ko:K01768	xor:XOC_3176
ko:K15270	xor:XOC_0641
ko:K07506	xor:XOC_3710
ko:K03296	xor:XOC_2615
ko:K03296	xor:XOC_2614
ko:K06148	xor:XOC_2812
ko:K03772	xor:XOC_1773
ko:K01007	xor:XOC_2661
ko:K00632	xor:XOC_2423
ko:K00020	xor:XOC_3192
ko:K03772	xor:XOC_2569
ko:K01758	xor:XOC_3870
ko:K14742	xor:XOC_3311
ko:K01184	xor:XOC_2128
ko:K03719	xor:XOC_0261
ko:K21449	xor:XOC_3808
ko:K05973	xor:XOC_3092
ko:K07814	xor:XOC_1984
ko:K00001	xor:XOC_1619
ko:K17850	xor:XOC_3373
ko:K18240	xor:XOC_0424
ko:K11747	xor:XOC_0446
ko:K11747	xor:XOC_2684
ko:K11894	xor:XOC_2531
ko:K07789	xor:XOC_0583
ko:K05874	xor:XOC_2293
ko:K02650	xor:XOC_4138
ko:K02650	xor:XOC_3512
ko:K11752	xor:XOC_0810
ko:K00794	xor:XOC_0815
ko:K02902	xor:XOC_0381
ko:K02671	xor:XOC_2902
ko:K11893	xor:XOC_1329
ko:K02004	xor:XOC_3906
ko:K02004	xor:XOC_3907
ko:K02049	xor:XOC_0894
ko:K02003	xor:XOC_0899
ko:K11893	xor:XOC_1339
ko:K01284	xor:XOC_3023
ko:K06975	xor:XOC_3033
ko:K01811	xor:XOC_2157
ko:K15125	xor:XOC_4054
ko:K15125	xor:XOC_4059
ko:K06140	xor:XOC_0956
ko:K02004	xor:XOC_4086
ko:K13408	xor:XOC_0039
ko:K01190	xor:XOC_3201
ko:K03301	xor:XOC_3238
ko:K03786	xor:XOC_4156
ko:K05520	xor:XOC_1478
ko:K07114	xor:XOC_3283
ko:K00845	xor:XOC_3327
ko:K06895	xor:XOC_3339
ko:K06895	xor:XOC_3340
ko:K07642	xor:XOC_4357
ko:K13529	xor:XOC_1624
ko:K07238	xor:XOC_2562
ko:K01805	xor:XOC_4474
ko:K13409	xor:XOC_2634
ko:K07074	xor:XOC_4524
ko:K07386	xor:XOC_1727
ko:K16088	xor:XOC_3623
ko:K00864	xor:XOC_4554
ko:K00548	xor:XOC_1783
ko:K00548	xor:XOC_1786
ko:K03449	xor:XOC_2738
ko:K03736	xor:XOC_2763
ko:K00817	xor:XOC_3681
ko:K02484	xor:XOC_0783
ko:K01919	xor:XOC_0784
ko:K01273	xor:XOC_4674
ko:K18376	xor:XOC_4457
ko:K18383	xor:XOC_0934
ko:K18373	xor:XOC_4442
ko:K18374	xor:XOC_4441
ko:K18378	xor:XOC_4432
ko:K18379	xor:XOC_4450
ko:K18380	xor:XOC_4454
ko:K18381	xor:XOC_4446
ko:K12979	xor:XOC_4518
ko:K07260	xor:XOC_1299
ko:K18295	xor:XOC_2508
ko:K18294	xor:XOC_2509
ko:K18296	xor:XOC_2507
ko:K18375	xor:XOC_4453
ko:K18457	xor:XOC_1423
ko:K11904	xor:XOC_2533
ko:K11904	xor:XOC_3538
ko:K18480	xor:XOC_3835
ko:K03462	xor:XOC_0731
ko:K16235	xor:XOC_3104
ko:K11904	xor:XOC_2004
ko:K11904	xor:XOC_3290
ko:K11904	xor:XOC_2478
ko:K11904	xor:XOC_4382
ko:K00681	xor:XOC_1944
ko:K02664	xor:XOC_3638
ko:K18581	xor:XOC_2062
ko:K02663	xor:XOC_3639
ko:K01829	xor:XOC_0543
ko:K18697	xor:XOC_4203
ko:K14266	xor:XOC_1412
ko:K02847	xor:XOC_4130
ko:K01971	xor:XOC_2081
ko:K18786	xor:XOC_0356
ko:K03328	xor:XOC_2824
ko:K18893	xor:XOC_1648
ko:K20862	xor:XOC_4286
ko:K09892	xor:XOC_3664
ko:K01971	xor:XOC_2080
ko:K01971	xor:XOC_2082
ko:K18874	xor:XOC_1098a
ko:K18876	xor:XOC_2480
ko:K18954	xor:XOC_4558
ko:K18850	xor:XOC_1755
ko:K01971	xor:XOC_2085
ko:K01971	xor:XOC_2083
ko:K03746	xor:XOC_3830
ko:K03497	xor:XOC_2058
ko:K04101	xor:XOC_0929
ko:K04100	xor:XOC_0930
ko:K14266	xor:XOC_4108
ko:K14266	xor:XOC_4109
ko:K14266	xor:XOC_4110
ko:K03496	xor:XOC_2307
ko:K03496	xor:XOC_4222
ko:K03497	xor:XOC_4223
ko:K03646	xor:XOC_3352
ko:K03111	xor:XOC_1514
ko:K08151	xor:XOC_0226
ko:K18139	xor:XOC_1643
ko:K03496	xor:XOC_0279
ko:K04565	xor:XOC_0298
ko:K04565	xor:XOC_0299
ko:K14266	xor:XOC_4642
ko:K07481	xor:XOC_1335
ko:K07481	xor:XOC_2494
ko:K07481	xor:XOC_2495
ko:K07481	xor:XOC_2496
ko:K07481	xor:XOC_2629
ko:K07481	xor:XOC_2848
ko:K07481	xor:XOC_2865
ko:K07481	xor:XOC_2992
ko:K07481	xor:XOC_4081
ko:K07481	xor:XOC_4407
ko:K03761	xor:XOC_0208
ko:K07497	xor:XOC_1346
ko:K07483	xor:XOC_1580
ko:K07483	xor:XOC_1581
ko:K07483	xor:XOC_4397
ko:K07483	xor:XOC_1586
ko:K07483	xor:XOC_1587
ko:K07483	xor:XOC_0750
ko:K07483	xor:XOC_1711
ko:K07483	xor:XOC_1712
ko:K07497	xor:XOC_1706
ko:K07497	xor:XOC_2893
ko:K07497	xor:XOC_3403
ko:K07497	xor:XOC_3445
ko:K07497	xor:XOC_3555
ko:K19033	xor:XOC_1618
ko:K03976	xor:XOC_0984
ko:K00335	xor:XOC_2932
ko:K20074	xor:XOC_1146
ko:K07481	xor:XOC_0073
ko:K07481	xor:XOC_0786
ko:K03526	xor:XOC_2183
ko:K07481	xor:XOC_1257
ko:K07481	xor:XOC_1268
ko:K07481	xor:XOC_1971
ko:K07481	xor:XOC_3859
ko:K07481	xor:XOC_3861
ko:K07481	xor:XOC_1334
ko:K07481	xor:XOC_3897
ko:K07481	xor:XOC_1343
ko:K07481	xor:XOC_3993
ko:K07481	xor:XOC_0470
ko:K07481	xor:XOC_0487
ko:K07481	xor:XOC_1368
ko:K07481	xor:XOC_1369
ko:K07481	xor:XOC_1386
ko:K07481	xor:XOC_3079
ko:K07481	xor:XOC_3097
ko:K07481	xor:XOC_4026
ko:K07481	xor:XOC_4047
ko:K07481	xor:XOC_4051
ko:K07481	xor:XOC_4053
ko:K07481	xor:XOC_0032
ko:K07481	xor:XOC_4072
ko:K07481	xor:XOC_4079
ko:K07481	xor:XOC_0075
ko:K07481	xor:XOC_1468
ko:K07481	xor:XOC_0126
ko:K07481	xor:XOC_4255
ko:K07481	xor:XOC_4256
ko:K07481	xor:XOC_1510
ko:K07481	xor:XOC_1511
ko:K07481	xor:XOC_2443
ko:K07481	xor:XOC_2445
ko:K07481	xor:XOC_4309
ko:K07481	xor:XOC_4345
ko:K07481	xor:XOC_0647
ko:K07481	xor:XOC_2491
ko:K07481	xor:XOC_2535
ko:K07481	xor:XOC_0201
ko:K07481	xor:XOC_2554
ko:K07481	xor:XOC_2555
ko:K07481	xor:XOC_3518
ko:K07481	xor:XOC_3519
ko:K07481	xor:XOC_3520
ko:K07481	xor:XOC_0239
ko:K07481	xor:XOC_0242
ko:K07481	xor:XOC_0245
ko:K07481	xor:XOC_2628
ko:K07481	xor:XOC_2632
ko:K07481	xor:XOC_4496
ko:K07481	xor:XOC_4497
ko:K07481	xor:XOC_4501
ko:K07481	xor:XOC_4502
ko:K07481	xor:XOC_4503
ko:K07481	xor:XOC_4528
ko:K07481	xor:XOC_4535
ko:K07481	xor:XOC_4536
ko:K07481	xor:XOC_0740
ko:K07481	xor:XOC_3617
ko:K07481	xor:XOC_3629
ko:K07481	xor:XOC_0301
ko:K07481	xor:XOC_3701
ko:K07481	xor:XOC_3702
ko:K07481	xor:XOC_4658
ko:K07481	xor:XOC_4666
ko:K07481	xor:XOC_0781
ko:K07481	xor:XOC_0782
ko:K07481	xor:XOC_1854
ko:K07481	xor:XOC_3755
ko:K07481	xor:XOC_1075
ko:K07481	xor:XOC_2441
ko:K07481	xor:XOC_3532
ko:K07481	xor:XOC_0443
ko:K07481	xor:XOC_0237
ko:K07481	xor:XOC_1376
ko:K07481	xor:XOC_4049
ko:K07481	xor:XOC_2397
ko:K18979	xor:XOC_2091
ko:K19048	xor:XOC_3521
ko:K19048	xor:XOC_0236
ko:K00344	xor:XOC_1084
ko:K19048	xor:XOC_1937
ko:K19048	xor:XOC_4056
ko:K19048	xor:XOC_4062
ko:K19048	xor:XOC_2319
ko:K06893	xor:XOC_3744
ko:K07746	xor:XOC_1189
ko:K19163	xor:XOC_0832
ko:K09065	xor:XOC_2751
ko:K01154	xor:XOC_1233
ko:K19092	xor:XOC_1190
ko:K01710	xor:XOC_3846
ko:K19168	xor:XOC_2598
ko:K01239	xor:XOC_3647
ko:K07448	xor:XOC_4659
ko:K01014	xor:XOC_0868
ko:K19221	xor:XOC_3397
ko:K00336	xor:XOC_2931
ko:K06954	xor:XOC_3117
ko:K03722	xor:XOC_3312
ko:K03722	xor:XOC_4329
ko:K19335	xor:XOC_1216
ko:K07497	xor:XOC_2971
ko:K07497	xor:XOC_2972
ko:K07497	xor:XOC_0459
ko:K07497	xor:XOC_4029
ko:K07497	xor:XOC_2200
ko:K07497	xor:XOC_0527
ko:K07497	xor:XOC_1028
ko:K07497	xor:XOC_4247
ko:K07497	xor:XOC_1556
ko:K07497	xor:XOC_1561a
ko:K07497	xor:XOC_2514
ko:K07497	xor:XOC_4385
ko:K07497	xor:XOC_4398
ko:K07497	xor:XOC_1128
ko:K07497	xor:XOC_1582
ko:K07497	xor:XOC_4530
ko:K07497	xor:XOC_0749
ko:K07497	xor:XOC_1710
ko:K07497	xor:XOC_1718
ko:K07497	xor:XOC_3626
ko:K00839	xor:XOC_4629
ko:K01066	xor:XOC_4538
ko:K19267	xor:XOC_4348
ko:K00035	xor:XOC_0862
ko:K19302	xor:XOC_2184
ko:K04771	xor:XOC_3186
ko:K08646	xor:XOC_1688
ko:K19302	xor:XOC_1111
ko:K00525	xor:XOC_0454
ko:K06867	xor:XOC_0439
ko:K06867	xor:XOC_4324
ko:K19577	xor:XOC_3132
ko:K09690	xor:XOC_3869
ko:K00683	xor:XOC_2716
ko:K01728	xor:XOC_2506
ko:K03328	xor:XOC_1875
ko:K07011	xor:XOC_3786
ko:K01090	xor:XOC_2526
ko:K06977	xor:XOC_1292
ko:K00992	xor:XOC_1458
ko:K12960	xor:XOC_2124
ko:K19696	xor:XOC_3170
ko:K07666	xor:XOC_3605
ko:K19668	xor:XOC_0644
ko:K22292	xor:XOC_2126
ko:K03582	xor:XOC_0105
ko:K00799	xor:XOC_0948
ko:K07147	xor:XOC_2879
ko:K07119	xor:XOC_4616
ko:K15777	xor:XOC_3983
ko:K19784	xor:XOC_2998
ko:K13775	xor:XOC_3693
ko:K19804	xor:XOC_2690
ko:K19802	xor:XOC_0564
ko:K07274	xor:XOC_1644
ko:K08992	xor:XOC_2691
ko:K01198	xor:XOC_3429
ko:K01209	xor:XOC_3429
ko:K05770	xor:XOC_2195
ko:K14218	xor:XOC_t033
ko:K09796	xor:XOC_3471
ko:K07481	xor:XOC_3089
ko:K00507	xor:XOC_3116
ko:K00507	xor:XOC_0267
ko:K20444	xor:XOC_3315
ko:K20455	xor:XOC_1188
ko:K20429	xor:XOC_2365
ko:K20326	xor:XOC_3785
ko:K20327	xor:XOC_3784
ko:K20328	xor:XOC_3783
ko:K20420	xor:XOC_0085
ko:K20444	xor:XOC_2354
ko:K09788	xor:XOC_1193
ko:K20534	xor:XOC_3227
ko:K20628	xor:XOC_0642
ko:K21117	xor:XOC_0083
ko:K03406	xor:XOC_2289
ko:K22132	xor:XOC_3008
ko:K07183	xor:XOC_2456
ko:K07183	xor:XOC_2457
ko:K22067	xor:XOC_2458
ko:K01214	xor:XOC_3526
ko:K20866	xor:XOC_3687
ko:K01214	xor:XOC_4411
ko:K07481	xor:XOC_3898
ko:K21071	xor:XOC_3700
ko:K21061	xor:XOC_1906
ko:K21062	xor:XOC_1909
ko:K21023	xor:XOC_2335
ko:K13877	xor:XOC_1910
ko:K00821	xor:XOC_3688
ko:K21116	xor:XOC_0084
ko:K21118	xor:XOC_0080
ko:K21025	xor:XOC_2102
ko:K08968	xor:XOC_3885
ko:K12658	xor:XOC_1905
ko:K00526	xor:XOC_0455
ko:K02335	xor:XOC_0405
ko:K07451	xor:XOC_2134
ko:K06223	xor:XOC_3287
ko:K01520	xor:XOC_4231
ko:K03676	xor:XOC_1119
ko:K06223	xor:XOC_0020
ko:K00560	xor:XOC_0909
ko:K00287	xor:XOC_0911
ko:K13522	xor:XOC_0730
ko:K02314	xor:XOC_2767
ko:K03553	xor:XOC_2772
ko:K02316	xor:XOC_0546
ko:K00857	xor:XOC_4651
ko:K06217	xor:XOC_2031
ko:K02314	xor:XOC_2997
ko:K02481	xor:XOC_0322
ko:K03293	xor:XOC_1425
ko:K02483	xor:XOC_0789
ko:K21472	xor:XOC_1483
ko:K21420	xor:XOC_3478
ko:K01420	xor:XOC_2210
ko:K01420	xor:XOC_2211
ko:K21498	xor:XOC_0101
ko:K07334	xor:XOC_0102
ko:K21686	xor:XOC_3197
ko:K21815	xor:XOC_2500
ko:K21929	xor:XOC_3981
ko:K21949	xor:XOC_2071
ko:K22003	xor:XOC_3742
ko:K03442	xor:XOC_2662
ko:K22318	xor:XOC_0331
ko:K22105	xor:XOC_4268
ko:K13874	xor:XOC_2151
ko:K03595	xor:XOC_3181
ko:K08994	xor:XOC_3696
ko:K22319	xor:XOC_0333
ko:K01337	xor:XOC_1419
ko:K17758	xor:XOC_1244
ko:K02257	xor:XOC_0542
ko:K22317	xor:XOC_0329
ko:K22320	xor:XOC_0334
ko:K13566	xor:XOC_2717
ko:K01337	xor:XOC_1253
ko:K22478	xor:XOC_2747
ko:K22479	xor:XOC_2746
ko:K22550	xor:XOC_1907
ko:K22549	xor:XOC_1908
