ko:K01006	lmg:LMKG_00471
ko:K14227	lmg:LMKG_3521
ko:K14227	lmg:LMKG_3566
ko:K14227	lmg:LMKG_3561
ko:K14226	lmg:LMKG_3523
ko:K14226	lmg:LMKG_3550
ko:K14230	lmg:LMKG_3526
ko:K14230	lmg:LMKG_3555
ko:K14230	lmg:LMKG_3529
ko:K14233	lmg:LMKG_3527
ko:K14234	lmg:LMKG_3542
ko:K14228	lmg:LMKG_3540
ko:K14228	lmg:LMKG_3546
ko:K14223	lmg:LMKG_3544
ko:K14222	lmg:LMKG_3547
ko:K14233	lmg:LMKG_3558
ko:K14219	lmg:LMKG_3562
ko:K04027	lmg:LMKG_01751
ko:K16899	lmg:LMKG_00038
ko:K06400	lmg:LMKG_02834
ko:K16960	lmg:LMKG_02820
ko:K16959	lmg:LMKG_02819
ko:K16958	lmg:LMKG_02818
ko:K16957	lmg:LMKG_02817
ko:K11070	lmg:LMKG_01063
ko:K10027	lmg:LMKG_01924
ko:K01992	lmg:LMKG_00081
ko:K01990	lmg:LMKG_00080
ko:K01992	lmg:LMKG_00094
ko:K02029	lmg:LMKG_00056
ko:K02030	lmg:LMKG_00056
ko:K02029	lmg:LMKG_02450
ko:K02030	lmg:LMKG_02450
ko:K17319	lmg:LMKG_03195
ko:K17318	lmg:LMKG_00319
ko:K02028	lmg:LMKG_02614
ko:K01990	lmg:LMKG_00093
ko:K13923	lmg:LMKG_01774
ko:K02913	lmg:LMKG_01682
ko:K03073	lmg:LMKG_01681
ko:K02601	lmg:LMKG_01680
ko:K02867	lmg:LMKG_01678
ko:K02863	lmg:LMKG_01677
ko:K02864	lmg:LMKG_01676
ko:K02935	lmg:LMKG_01675
ko:K00564	lmg:LMKG_03149
ko:K03043	lmg:LMKG_01666
ko:K03046	lmg:LMKG_01665
ko:K03091	lmg:LMKG_01683
ko:K01992	lmg:LMKG_00175
ko:K01992	lmg:LMKG_00366
ko:K02028	lmg:LMKG_00055
ko:K02028	lmg:LMKG_02449
ko:K17320	lmg:LMKG_00318
ko:K00951	lmg:LMKG_00688
ko:K00265	lmg:LMKG_02619
ko:K08986	lmg:LMKG_02370
ko:K01992	lmg:LMKG_01120
ko:K17472	lmg:LMKG_00696
ko:K01992	lmg:LMKG_00068
ko:K01992	lmg:LMKG_01218
ko:K01992	lmg:LMKG_01944
ko:K10112	lmg:LMKG_01644
ko:K14233	lmg:LMKG_3513
ko:K14233	lmg:LMKG_3519
ko:K14223	lmg:LMKG_3549
ko:K17686	lmg:LMKG_00484
ko:K01990	lmg:LMKG_00067
ko:K01990	lmg:LMKG_00365
ko:K01990	lmg:LMKG_01219
ko:K01990	lmg:LMKG_01945
ko:K01990	lmg:LMKG_02068
ko:K01990	lmg:LMKG_00564
ko:K01990	lmg:LMKG_02368
ko:K07260	lmg:LMKG_00482
ko:K02027	lmg:LMKG_02623
ko:K01791	lmg:LMKG_02494
ko:K17752	lmg:LMKG_02401
ko:K02026	lmg:LMKG_01110
ko:K02026	lmg:LMKG_02434
ko:K02026	lmg:LMKG_02621
ko:K02026	lmg:LMKG_01993
ko:K02027	lmg:LMKG_02794
ko:K02027	lmg:LMKG_02436
ko:K01658	lmg:LMKG_00568
ko:K17828	lmg:LMKG_00505
ko:K02027	lmg:LMKG_01109
ko:K02027	lmg:LMKG_01991
ko:K12574	lmg:LMKG_00781
ko:K12574	lmg:LMKG_01897
ko:K17763	lmg:LMKG_03060
ko:K17763	lmg:LMKG_02403
ko:K00661	lmg:LMKG_01222
ko:K00537	lmg:LMKG_02714
ko:K17762	lmg:LMKG_02402
ko:K17733	lmg:LMKG_00995
ko:K07145	lmg:LMKG_01417
ko:K09022	lmg:LMKG_03168
ko:K18104	lmg:LMKG_02093
ko:K08221	lmg:LMKG_00806
ko:K02770	lmg:LMKG_00180
ko:K08316	lmg:LMKG_00270
ko:K01101	lmg:LMKG_02743
ko:K02073	lmg:LMKG_01636
ko:K08969	lmg:LMKG_01634
ko:K07668	lmg:LMKG_01633
ko:K07652	lmg:LMKG_01632
ko:K00783	lmg:LMKG_01625
ko:K03491	lmg:LMKG_01620
ko:K02761	lmg:LMKG_01619
ko:K02760	lmg:LMKG_01618
ko:K02759	lmg:LMKG_01616
ko:K03424	lmg:LMKG_01604
ko:K03707	lmg:LMKG_01602
ko:K01439	lmg:LMKG_01659
ko:K15975	lmg:LMKG_01657
ko:K02034	lmg:LMKG_01654
ko:K02072	lmg:LMKG_01638
ko:K02071	lmg:LMKG_01637
ko:K02770	lmg:LMKG_01510
ko:K02770	lmg:LMKG_01482
ko:K00008	lmg:LMKG_01392
ko:K13731	lmg:LMKG_03216
ko:K22597	lmg:LMKG_01990
ko:K02794	lmg:LMKG_01092
ko:K22597	lmg:LMKG_02103
ko:K00008	lmg:LMKG_02993
ko:K00008	lmg:LMKG_02994
ko:K18231	lmg:LMKG_02372
ko:K00878	lmg:LMKG_01601
ko:K05352	lmg:LMKG_01833
ko:K02911	lmg:LMKG_01414
ko:K09017	lmg:LMKG_00367
ko:K22579	lmg:LMKG_01499
ko:K01297	lmg:LMKG_00562
ko:K02538	lmg:LMKG_01485
ko:K03483	lmg:LMKG_03005
ko:K03742	lmg:LMKG_00819
ko:K03892	lmg:LMKG_02167
ko:K04749	lmg:LMKG_02399
ko:K18672	lmg:LMKG_00196
ko:K18673	lmg:LMKG_02073
ko:K18682	lmg:LMKG_00816
ko:K18692	lmg:LMKG_00765
ko:K03790	lmg:LMKG_03130
ko:K07171	lmg:LMKG_02404
ko:K18892	lmg:LMKG_02086
ko:K18891	lmg:LMKG_02087
ko:K18821	lmg:LMKG_02947
ko:K18967	lmg:LMKG_00135
ko:K03111	lmg:LMKG_02284
ko:K03111	lmg:LMKG_00006
ko:K03111	lmg:LMKG_02512
ko:K08151	lmg:LMKG_02460
ko:K00662	lmg:LMKG_02647
ko:K03502	lmg:LMKG_02980
ko:K03502	lmg:LMKG_02172
ko:K03169	lmg:LMKG_02082
ko:K03497	lmg:LMKG_02044
ko:K03496	lmg:LMKG_02043
ko:K03497	lmg:LMKG_02040
ko:K07483	lmg:LMKG_01442
ko:K06148	lmg:LMKG_01804
ko:K00020	lmg:LMKG_01919
ko:K19005	lmg:LMKG_02365
ko:K04028	lmg:LMKG_01747
ko:K07029	lmg:LMKG_02600
ko:K03526	lmg:LMKG_00774
ko:K18979	lmg:LMKG_02357
ko:K07816	lmg:LMKG_03163
ko:K03741	lmg:LMKG_02171
ko:K19002	lmg:LMKG_02474
ko:K02777	lmg:LMKG_01907
ko:K00354	lmg:LMKG_02567
ko:K03339	lmg:LMKG_02473
ko:K00798	lmg:LMKG_01719
ko:K05881	lmg:LMKG_01563
ko:K01710	lmg:LMKG_01837
ko:K05881	lmg:LMKG_02142
ko:K00571	lmg:LMKG_00623
ko:K19225	lmg:LMKG_00882
ko:K19285	lmg:LMKG_02355
ko:K03722	lmg:LMKG_00436
ko:K01990	lmg:LMKG_01121
ko:K01992	lmg:LMKG_00563
ko:K01992	lmg:LMKG_02367
ko:K19351	lmg:LMKG_02772
ko:K19411	lmg:LMKG_01697
ko:K19302	lmg:LMKG_00307
ko:K19267	lmg:LMKG_01472
ko:K04771	lmg:LMKG_01628
ko:K19405	lmg:LMKG_01696
ko:K19302	lmg:LMKG_00577
ko:K03574	lmg:LMKG_02968
ko:K19509	lmg:LMKG_00327
ko:K19508	lmg:LMKG_00326
ko:K19507	lmg:LMKG_00325
ko:K19504	lmg:LMKG_00328
ko:K06881	lmg:LMKG_00631
ko:K02796	lmg:LMKG_01094
ko:K19510	lmg:LMKG_00329
ko:K19504	lmg:LMKG_02294
ko:K00887	lmg:LMKG_00751
ko:K02796	lmg:LMKG_02307
ko:K02796	lmg:LMKG_02228
ko:K19689	lmg:LMKG_00599
ko:K01258	lmg:LMKG_00842
ko:K22251	lmg:LMKG_01570
ko:K00547	lmg:LMKG_02959
ko:K00297	lmg:LMKG_02959
ko:K02538	lmg:LMKG_00177
ko:K00285	lmg:LMKG_00424
ko:K21636	lmg:LMKG_01643
ko:K19975	lmg:LMKG_00490
ko:K19976	lmg:LMKG_00489
ko:K19973	lmg:LMKG_00488
ko:K20074	lmg:LMKG_00517
ko:K12132	lmg:LMKG_00518
ko:K20265	lmg:LMKG_02803
ko:K20265	lmg:LMKG_02292
ko:K20265	lmg:LMKG_01461
ko:K20201	lmg:LMKG_02491
ko:K00525	lmg:LMKG_03197
ko:K20534	lmg:LMKG_02359
ko:K18889	lmg:LMKG_00547
ko:K18890	lmg:LMKG_00548
ko:K20534	lmg:LMKG_02479
ko:K22103	lmg:LMKG_00210
ko:K20885	lmg:LMKG_02431
ko:K01208	lmg:LMKG_00190
ko:K21030	lmg:LMKG_01834
ko:K21029	lmg:LMKG_01874
ko:K08968	lmg:LMKG_00609
ko:K21064	lmg:LMKG_00043
ko:K00821	lmg:LMKG_00617
ko:K00435	lmg:LMKG_00204
ko:K02314	lmg:LMKG_02275
ko:K04068	lmg:LMKG_01642
ko:K03553	lmg:LMKG_00817
ko:K17733	lmg:LMKG_00031
ko:K02316	lmg:LMKG_00760
ko:K06217	lmg:LMKG_00748
ko:K01493	lmg:LMKG_00730
ko:K07313	lmg:LMKG_01233
ko:K03546	lmg:LMKG_00555
ko:K00857	lmg:LMKG_02486
ko:K01520	lmg:LMKG_02665
ko:K00287	lmg:LMKG_00465
ko:K00560	lmg:LMKG_00464
ko:K06223	lmg:LMKG_01820
ko:K06919	lmg:LMKG_01027
ko:K21298	lmg:LMKG_02625
ko:K02335	lmg:LMKG_00643
ko:K21285	lmg:LMKG_01832
ko:K07741	lmg:LMKG_02845
ko:K00526	lmg:LMKG_00160
ko:K21252	lmg:LMKG_02653
ko:K22044	lmg:LMKG_01911
ko:K21481	lmg:LMKG_03199
ko:K21465	lmg:LMKG_00777
ko:K21467	lmg:LMKG_01468
ko:K21471	lmg:LMKG_02534
ko:K21471	lmg:LMKG_02533
ko:K18704	lmg:LMKG_01835
ko:K21567	lmg:LMKG_03024
ko:K21567	lmg:LMKG_00368
ko:K21600	lmg:LMKG_00483
ko:K21560	lmg:LMKG_02775
ko:K18704	lmg:LMKG_01843
ko:K00680	lmg:LMKG_02816
ko:K21993	lmg:LMKG_02379
ko:K22043	lmg:LMKG_02545
ko:K00936	lmg:LMKG_01758
ko:K21960	lmg:LMKG_02814
ko:K03595	lmg:LMKG_00753
ko:K03547	lmg:LMKG_03200
ko:K01537	lmg:LMKG_02458
ko:K22278	lmg:LMKG_01495
ko:K17758	lmg:LMKG_00578
ko:K02257	lmg:LMKG_00266
ko:K05592	lmg:LMKG_00980
ko:K13566	lmg:LMKG_01639
ko:K22441	lmg:LMKG_01056
