ko:K07713	sea:SeAg_B4418
ko:K00525	sea:SeAg_B2924
ko:K00526	sea:SeAg_B2925
ko:K03543	sea:SeAg_B2931
ko:K07173	sea:SeAg_B2935
ko:K07347	sea:SeAg_B3851
ko:K01246	sea:SeAg_B3856
ko:K03826	sea:SeAg_B3857
ko:K03704	sea:SeAg_B3864
ko:K01879	sea:SeAg_B3868
ko:K01878	sea:SeAg_B3869
ko:K01805	sea:SeAg_B3875
ko:K03796	sea:SeAg_B3877
ko:K00880	sea:SeAg_B3888
ko:K09955	sea:SeAg_B3893
ko:K03833	sea:SeAg_B3896
ko:K01042	sea:SeAg_B3897
ko:K00009	sea:SeAg_B3902
ko:K02562	sea:SeAg_B3903
ko:K01867	sea:SeAg_B4838
ko:K01305	sea:SeAg_B4843
ko:K00135	sea:SeAg_B4853
ko:K02317	sea:SeAg_B4865
ko:K02344	sea:SeAg_B4878
ko:K03789	sea:SeAg_B4879
ko:K02837	sea:SeAg_B4881
ko:K03424	sea:SeAg_B4885
ko:K01619	sea:SeAg_B4889
ko:K01839	sea:SeAg_B4891
ko:K03784	sea:SeAg_B4892
ko:K03774	sea:SeAg_B0054
ko:K03527	sea:SeAg_B0055
ko:K07700	sea:SeAg_B0060
ko:K01572	sea:SeAg_B0061
ko:K01573	sea:SeAg_B0063
ko:K01910	sea:SeAg_B0065
ko:K01646	sea:SeAg_B0066
ko:K05788	sea:SeAg_B0988
ko:K02238	sea:SeAg_B0989
ko:K00912	sea:SeAg_B0991
ko:K09927	sea:SeAg_B0992
ko:K09791	sea:SeAg_B0993
ko:K00979	sea:SeAg_B0994
ko:K06219	sea:SeAg_B0997
ko:K01893	sea:SeAg_B1008
ko:K03229	sea:SeAg_B1752
ko:K02805	sea:SeAg_B4151
ko:K02679	sea:SeAg_B3146
ko:K02680	sea:SeAg_B3145
ko:K02682	sea:SeAg_B0164
ko:K02504	sea:SeAg_B0163
ko:K01751	sea:SeAg_B1011
ko:K03310	sea:SeAg_B1013
ko:K03151	sea:SeAg_B0464
ko:K03430	sea:SeAg_B0470
ko:K05306	sea:SeAg_B0471
ko:K03152	sea:SeAg_B0472
ko:K00077	sea:SeAg_B0473
ko:K09767	sea:SeAg_B0474
ko:K02300	sea:SeAg_B0479
ko:K02299	sea:SeAg_B0480
ko:K02298	sea:SeAg_B0481
ko:K02297	sea:SeAg_B0482
ko:K08218	sea:SeAg_B0484
ko:K03545	sea:SeAg_B0487
ko:K03544	sea:SeAg_B0489
ko:K01338	sea:SeAg_B0490
ko:K03530	sea:SeAg_B0491
ko:K03770	sea:SeAg_B0492
ko:K06920	sea:SeAg_B0495
ko:K01738	sea:SeAg_B0498
ko:K05800	sea:SeAg_B0499
ko:K01657	sea:SeAg_B1423
ko:K07053	sea:SeAg_B1425
ko:K06178	sea:SeAg_B1427
ko:K03168	sea:SeAg_B1432
ko:K01681	sea:SeAg_B1437
ko:K01591	sea:SeAg_B1442
ko:K03113	sea:SeAg_B1443
ko:K04062	sea:SeAg_B1444
ko:K00208	sea:SeAg_B1450
ko:K03974	sea:SeAg_B1459
ko:K03969	sea:SeAg_B1460
ko:K06918	sea:SeAg_B1465
ko:K08990	sea:SeAg_B1466
ko:K03721	sea:SeAg_B1467
ko:K11065	sea:SeAg_B1468
ko:K02573	sea:SeAg_B2393
ko:K13920	sea:SeAg_B2165
ko:K02567	sea:SeAg_B2394
ko:K02572	sea:SeAg_B2396
ko:K08276	sea:SeAg_B2398
ko:K03919	sea:SeAg_B2400
ko:K03734	sea:SeAg_B2402
ko:K09475	sea:SeAg_B2403
ko:K07676	sea:SeAg_B2405
ko:K02469	sea:SeAg_B2408
ko:K00525	sea:SeAg_B2413
ko:K00526	sea:SeAg_B2414
ko:K11107	sea:SeAg_B2415
ko:K01126	sea:SeAg_B2418
ko:K02445	sea:SeAg_B2419
ko:K00111	sea:SeAg_B2420
ko:K00112	sea:SeAg_B2421
ko:K10012	sea:SeAg_B2434
ko:K10011	sea:SeAg_B2435
ko:K02549	sea:SeAg_B2442
ko:K01661	sea:SeAg_B2443
ko:K08680	sea:SeAg_B2444
ko:K02551	sea:SeAg_B2445
ko:K02552	sea:SeAg_B2446
ko:K05594	sea:SeAg_B2447
ko:K02348	sea:SeAg_B2448
ko:K03315	sea:SeAg_B1609
ko:K02371	sea:SeAg_B1612
ko:K06282	sea:SeAg_B1632
ko:K06281	sea:SeAg_B1633
ko:K03620	sea:SeAg_B1634
ko:K04653	sea:SeAg_B1636
ko:K02505	sea:SeAg_B0162
ko:K04651	sea:SeAg_B2976
ko:K04651	sea:SeAg_B1640
ko:K04651	sea:SeAg_B3317
ko:K02401	sea:SeAg_B1208
ko:K03534	sea:SeAg_B4286
ko:K01629	sea:SeAg_B4288
ko:K00848	sea:SeAg_B4290
ko:K02855	sea:SeAg_B4291
ko:K02854	sea:SeAg_B4292
ko:K02856	sea:SeAg_B4293
ko:K07640	sea:SeAg_B4304
ko:K07662	sea:SeAg_B4305
ko:K02048	sea:SeAg_B4309
ko:K00847	sea:SeAg_B4312
ko:K10558	sea:SeAg_B4320
ko:K10556	sea:SeAg_B4321
ko:K10557	sea:SeAg_B4322
ko:K10555	sea:SeAg_B4323
ko:K08321	sea:SeAg_B4324
ko:K03210	sea:SeAg_B0445
ko:K03072	sea:SeAg_B0446
ko:K03074	sea:SeAg_B0447
ko:K05517	sea:SeAg_B0451
ko:K07738	sea:SeAg_B0454
ko:K00794	sea:SeAg_B0456
ko:K03625	sea:SeAg_B0457
ko:K00946	sea:SeAg_B0458
ko:K01095	sea:SeAg_B0459
ko:K01662	sea:SeAg_B0461
ko:K00795	sea:SeAg_B0462
ko:K03602	sea:SeAg_B0463
ko:K03619	sea:SeAg_B1637
ko:K03618	sea:SeAg_B1638
ko:K01425	sea:SeAg_B1645
ko:K08159	sea:SeAg_B1648
ko:K01284	sea:SeAg_B1659
ko:K09954	sea:SeAg_B2570
ko:K01972	sea:SeAg_B2571
ko:K03528	sea:SeAg_B2572
ko:K01738	sea:SeAg_B2574
ko:K02933	sea:SeAg_B3621
ko:K08483	sea:SeAg_B2577
ko:K02777	sea:SeAg_B2578
ko:K01951	sea:SeAg_B2582
ko:K02045	sea:SeAg_B2586
ko:K02047	sea:SeAg_B2587
ko:K02046	sea:SeAg_B2588
ko:K02048	sea:SeAg_B2589
ko:K07223	sea:SeAg_B2591
ko:K01448	sea:SeAg_B2595
ko:K04033	sea:SeAg_B2599
ko:K04026	sea:SeAg_B2601
ko:K03736	sea:SeAg_B2602
ko:K03735	sea:SeAg_B2603
ko:K04019	sea:SeAg_B2604
ko:K04023	sea:SeAg_B2605
ko:K04024	sea:SeAg_B2607
ko:K04032	sea:SeAg_B2612
ko:K04029	sea:SeAg_B2614
ko:K04031	sea:SeAg_B2615
ko:K00616	sea:SeAg_B2617
ko:K00615	sea:SeAg_B2618
ko:K07674	sea:SeAg_B2624
ko:K01573	sea:SeAg_B3544
ko:K03402	sea:SeAg_B3551
ko:K03623	sea:SeAg_B3554
ko:K03568	sea:SeAg_B3559
ko:K08301	sea:SeAg_B3561
ko:K06287	sea:SeAg_B3562
ko:K03571	sea:SeAg_B3563
ko:K03570	sea:SeAg_B3564
ko:K07147	sea:SeAg_B3568
ko:K02687	sea:SeAg_B3574
ko:K00014	sea:SeAg_B3597
ko:K07566	sea:SeAg_B3598
ko:K07479	sea:SeAg_B3599
ko:K03747	sea:SeAg_B3600
ko:K04096	sea:SeAg_B3601
ko:K01462	sea:SeAg_B3602
ko:K00604	sea:SeAg_B3603
ko:K03500	sea:SeAg_B3604
ko:K03499	sea:SeAg_B3605
ko:K06901	sea:SeAg_B4528
ko:K03385	sea:SeAg_B4536
ko:K04013	sea:SeAg_B4537
ko:K02994	sea:SeAg_B3622
ko:K02954	sea:SeAg_B3623
ko:K02931	sea:SeAg_B3624
ko:K02895	sea:SeAg_B3625
ko:K02874	sea:SeAg_B3626
ko:K02961	sea:SeAg_B3627
ko:K02904	sea:SeAg_B3628
ko:K02878	sea:SeAg_B3629
ko:K02982	sea:SeAg_B3630
ko:K02890	sea:SeAg_B3631
ko:K02965	sea:SeAg_B3632
ko:K02886	sea:SeAg_B3633
ko:K11102	sea:SeAg_B4543
ko:K06193	sea:SeAg_B4551
ko:K07643	sea:SeAg_B4553
ko:K01584	sea:SeAg_B4560
ko:K07406	sea:SeAg_B4562
ko:K01676	sea:SeAg_B4564
ko:K00969	sea:SeAg_B0688
ko:K02340	sea:SeAg_B0689
ko:K03643	sea:SeAg_B0690
ko:K02892	sea:SeAg_B3634
ko:K02926	sea:SeAg_B3635
ko:K02906	sea:SeAg_B3636
ko:K02946	sea:SeAg_B3637
ko:K03594	sea:SeAg_B3639
ko:K02192	sea:SeAg_B3640
ko:K02358	sea:SeAg_B3642
ko:K02355	sea:SeAg_B3643
ko:K02992	sea:SeAg_B3644
ko:K02950	sea:SeAg_B3645
ko:K07237	sea:SeAg_B3646
ko:K07236	sea:SeAg_B3647
ko:K03745	sea:SeAg_B3651
ko:K03775	sea:SeAg_B3652
ko:K07070	sea:SeAg_B3653
ko:K06158	sea:SeAg_B3656
ko:K07019	sea:SeAg_B3659
ko:K00855	sea:SeAg_B3661
ko:K10914	sea:SeAg_B3663
ko:K02796	sea:SeAg_B4592
ko:K04084	sea:SeAg_B4601
ko:K03926	sea:SeAg_B4602
ko:K01744	sea:SeAg_B4604
ko:K07113	sea:SeAg_B4605
ko:K04078	sea:SeAg_B4607
ko:K04077	sea:SeAg_B4608
ko:K02356	sea:SeAg_B4612
ko:K01869	sea:SeAg_B0691
ko:K10004	sea:SeAg_B0705
ko:K10002	sea:SeAg_B0706
ko:K10003	sea:SeAg_B0707
ko:K10001	sea:SeAg_B0709
ko:K03820	sea:SeAg_B0710
ko:K06189	sea:SeAg_B0711
ko:K07042	sea:SeAg_B0713
ko:K06217	sea:SeAg_B0714
ko:K03184	sea:SeAg_B0716
ko:K01953	sea:SeAg_B0727
ko:K02565	sea:SeAg_B0729
ko:K01443	sea:SeAg_B0730
ko:K02564	sea:SeAg_B0731
ko:K01886	sea:SeAg_B0733
ko:K03787	sea:SeAg_B3052
ko:K03676	sea:SeAg_B3920
ko:K09798	sea:SeAg_B3924
ko:K00639	sea:SeAg_B3927
ko:K00266	sea:SeAg_B3522
ko:K02364	sea:SeAg_B0627
ko:K02013	sea:SeAg_B0629
ko:K02015	sea:SeAg_B0630
ko:K02015	sea:SeAg_B0631
ko:K02016	sea:SeAg_B0633
ko:K02361	sea:SeAg_B0634
ko:K02363	sea:SeAg_B0635
ko:K01252	sea:SeAg_B0636
ko:K00216	sea:SeAg_B0637
ko:K06200	sea:SeAg_B0639
ko:K03805	sea:SeAg_B0646
ko:K06140	sea:SeAg_B0656
ko:K05964	sea:SeAg_B0660
ko:K01646	sea:SeAg_B0663
ko:K01910	sea:SeAg_B0664
ko:K07700	sea:SeAg_B0666
ko:K03326	sea:SeAg_B0668
ko:K03704	sea:SeAg_B0670
ko:K06199	sea:SeAg_B0671
ko:K03644	sea:SeAg_B0674
ko:K03801	sea:SeAg_B0677
ko:K09158	sea:SeAg_B0678
ko:K07258	sea:SeAg_B0679
ko:K03642	sea:SeAg_B0680
ko:K05837	sea:SeAg_B0681
ko:K00783	sea:SeAg_B0683
ko:K09710	sea:SeAg_B0684
ko:K06044	sea:SeAg_B1606
ko:K06222	sea:SeAg_B0299
ko:K03274	sea:SeAg_B3928
ko:K02843	sea:SeAg_B3929
ko:K02841	sea:SeAg_B3930
ko:K02848	sea:SeAg_B3938
ko:K02844	sea:SeAg_B3939
ko:K02849	sea:SeAg_B3940
ko:K02527	sea:SeAg_B3941
ko:K00954	sea:SeAg_B3942
ko:K10563	sea:SeAg_B3943
ko:K02913	sea:SeAg_B3944
ko:K02902	sea:SeAg_B3945
ko:K03630	sea:SeAg_B3946
ko:K01520	sea:SeAg_B3948
ko:K05501	sea:SeAg_B3949
ko:K00762	sea:SeAg_B3950
ko:K00989	sea:SeAg_B3951
ko:K01972	sea:SeAg_B3956
ko:K00942	sea:SeAg_B3957
ko:K03060	sea:SeAg_B3958
ko:K00556	sea:SeAg_B3960
ko:K03800	sea:SeAg_B4899
ko:K04485	sea:SeAg_B4903
ko:K08309	sea:SeAg_B4906
ko:K03720	sea:SeAg_B4907
ko:K05805	sea:SeAg_B4911
ko:K07663	sea:SeAg_B4912
ko:K07641	sea:SeAg_B4913
ko:K06143	sea:SeAg_B4914
ko:K07773	sea:SeAg_B4922
ko:K02533	sea:SeAg_B4923
ko:K03169	sea:SeAg_A0020
ko:K03205	sea:SeAg_A0023
ko:K03196	sea:SeAg_A0024
ko:K03195	sea:SeAg_A0025
ko:K03204	sea:SeAg_A0026
ko:K03203	sea:SeAg_A0027
ko:K03200	sea:SeAg_A0029
ko:K03199	sea:SeAg_A0030
ko:K03194	sea:SeAg_A0033
ko:K01956	sea:SeAg_B0073
ko:K01955	sea:SeAg_B0074
ko:K02182	sea:SeAg_B0078
ko:K05245	sea:SeAg_B0081
ko:K03521	sea:SeAg_B0084
ko:K03522	sea:SeAg_B0085
ko:K00313	sea:SeAg_B0086
ko:K00287	sea:SeAg_B0096
ko:K06195	sea:SeAg_B0098
ko:K02528	sea:SeAg_B0099
ko:K00097	sea:SeAg_B0100
ko:K03771	sea:SeAg_B0101
ko:K04744	sea:SeAg_B0102
ko:K05801	sea:SeAg_B0104
ko:K06177	sea:SeAg_B0105
ko:K03580	sea:SeAg_B0106
ko:K01804	sea:SeAg_B0113
ko:K02063	sea:SeAg_B0118
ko:K02064	sea:SeAg_B0119
ko:K02007	sea:SeAg_B2145
ko:K02190	sea:SeAg_B2147
ko:K05895	sea:SeAg_B2148
ko:K02189	sea:SeAg_B2150
ko:K05936	sea:SeAg_B2151
ko:K03399	sea:SeAg_B2153
ko:K02188	sea:SeAg_B2154
ko:K06042	sea:SeAg_B2155
ko:K01770	sea:SeAg_B3054
ko:K00991	sea:SeAg_B3055
ko:K05589	sea:SeAg_B3056
ko:K00860	sea:SeAg_B3058
ko:K01704	sea:SeAg_B0126
ko:K01703	sea:SeAg_B0127
ko:K00052	sea:SeAg_B0128
ko:K01649	sea:SeAg_B0129
ko:K07127	sea:SeAg_B1056
ko:K00483	sea:SeAg_B1058
ko:K00151	sea:SeAg_B1061
ko:K03809	sea:SeAg_B1078
ko:K03675	sea:SeAg_B2023
ko:K01465	sea:SeAg_B2025
ko:K02846	sea:SeAg_B2028
ko:K07146	sea:SeAg_B2033
ko:K02517	sea:SeAg_B2034
ko:K03669	sea:SeAg_B2038
ko:K03670	sea:SeAg_B2039
ko:K04338	sea:SeAg_B2050
ko:K06214	sea:SeAg_B2051
ko:K09933	sea:SeAg_B2066
ko:K03221	sea:SeAg_B2995
ko:K02078	sea:SeAg_B3003
ko:K03555	sea:SeAg_B3030
ko:K03186	sea:SeAg_B3042
ko:K06194	sea:SeAg_B3050
ko:K00573	sea:SeAg_B3051
ko:K06176	sea:SeAg_B3053
ko:K03655	sea:SeAg_B3961
ko:K03312	sea:SeAg_B3963
ko:K01811	sea:SeAg_B3966
ko:K01531	sea:SeAg_B3988
ko:K07507	sea:SeAg_B3989
ko:K03186	sea:SeAg_B2498
ko:K01586	sea:SeAg_B2502
ko:K00764	sea:SeAg_B2504
ko:K03558	sea:SeAg_B2505
ko:K03749	sea:SeAg_B2506
ko:K01752	sea:SeAg_B3428
ko:K00656	sea:SeAg_B3429
ko:K01754	sea:SeAg_B3432
ko:K08302	sea:SeAg_B3443
ko:K02775	sea:SeAg_B3447
ko:K07056	sea:SeAg_B3450
ko:K07121	sea:SeAg_B3451
ko:K07460	sea:SeAg_B3452
ko:K07461	sea:SeAg_B3457
ko:K03824	sea:SeAg_B3459
ko:K08303	sea:SeAg_B3461
ko:K03835	sea:SeAg_B3466
ko:K05592	sea:SeAg_B3467
ko:K05803	sea:SeAg_B3468
ko:K02956	sea:SeAg_B3471
ko:K03177	sea:SeAg_B3473
ko:K02834	sea:SeAg_B3474
ko:K02519	sea:SeAg_B3475
ko:K02600	sea:SeAg_B3476
ko:K09748	sea:SeAg_B3477
ko:K01940	sea:SeAg_B3479
ko:K03431	sea:SeAg_B3483
ko:K00796	sea:SeAg_B3484
ko:K03798	sea:SeAg_B3485
ko:K03073	sea:SeAg_B4389
ko:K02601	sea:SeAg_B4390
ko:K02867	sea:SeAg_B4391
ko:K02863	sea:SeAg_B4392
ko:K02864	sea:SeAg_B4393
ko:K02935	sea:SeAg_B4394
ko:K03043	sea:SeAg_B4396
ko:K03046	sea:SeAg_B4397
ko:K03150	sea:SeAg_B4402
ko:K03149	sea:SeAg_B4403
ko:K03154	sea:SeAg_B4404
ko:K00788	sea:SeAg_B4406
ko:K03147	sea:SeAg_B4407
ko:K07740	sea:SeAg_B4409
ko:K01599	sea:SeAg_B4411
ko:K05982	sea:SeAg_B4412
ko:K09891	sea:SeAg_B4413
ko:K07803	sea:SeAg_B4416
ko:K07709	sea:SeAg_B4417
ko:K01945	sea:SeAg_B4419
ko:K00651	sea:SeAg_B4428
ko:K01638	sea:SeAg_B4429
ko:K01637	sea:SeAg_B4430
ko:K00548	sea:SeAg_B4435
ko:K05995	sea:SeAg_B4442
ko:K09912	sea:SeAg_B4443
ko:K06182	sea:SeAg_B4444
ko:K03453	sea:SeAg_B4446
ko:K00784	sea:SeAg_B2449
ko:K00763	sea:SeAg_B1014
ko:K01256	sea:SeAg_B1015
ko:K07140	sea:SeAg_B1018
ko:K03808	sea:SeAg_B1021
ko:K06192	sea:SeAg_B1022
ko:K09857	sea:SeAg_B1023
ko:K01716	sea:SeAg_B1025
ko:K04770	sea:SeAg_B1026
ko:K09911	sea:SeAg_B1027
ko:K03658	sea:SeAg_B1033
ko:K01734	sea:SeAg_B1034
ko:K09909	sea:SeAg_B1035
ko:K06969	sea:SeAg_B1038
ko:K06910	sea:SeAg_B1039
ko:K01512	sea:SeAg_B1041
ko:K11179	sea:SeAg_B1042
ko:K09808	sea:SeAg_B1965
ko:K09808	sea:SeAg_B1967
ko:K03723	sea:SeAg_B1969
ko:K03885	sea:SeAg_B1974
ko:K07000	sea:SeAg_B1975
ko:K07337	sea:SeAg_B1978
ko:K03424	sea:SeAg_B1984
ko:K02341	sea:SeAg_B1985
ko:K00943	sea:SeAg_B1986
ko:K07082	sea:SeAg_B1987
ko:K09458	sea:SeAg_B1989
ko:K02078	sea:SeAg_B1990
ko:K00645	sea:SeAg_B1992
ko:K00648	sea:SeAg_B1993
ko:K03621	sea:SeAg_B1995
ko:K07040	sea:SeAg_B1996
ko:K06179	sea:SeAg_B2001
ko:K08300	sea:SeAg_B2003
ko:K02397	sea:SeAg_B2004
ko:K02396	sea:SeAg_B2005
ko:K02395	sea:SeAg_B2006
ko:K02394	sea:SeAg_B2007
ko:K02393	sea:SeAg_B2008
ko:K02392	sea:SeAg_B2009
ko:K02391	sea:SeAg_B2010
ko:K02390	sea:SeAg_B2011
ko:K02389	sea:SeAg_B2012
ko:K02388	sea:SeAg_B2013
ko:K02387	sea:SeAg_B2014
ko:K02386	sea:SeAg_B2015
ko:K02398	sea:SeAg_B2016
ko:K02399	sea:SeAg_B2017
ko:K03980	sea:SeAg_B2018
ko:K09915	sea:SeAg_B2020
ko:K03790	sea:SeAg_B2021
ko:K08162	sea:SeAg_B2022
ko:K01919	sea:SeAg_B2937
ko:K03563	sea:SeAg_B2945
ko:K01872	sea:SeAg_B2946
ko:K03565	sea:SeAg_B2947
ko:K03553	sea:SeAg_B2948
ko:K03743	sea:SeAg_B2949
ko:K00068	sea:SeAg_B2955
ko:K02466	sea:SeAg_B2956
ko:K02467	sea:SeAg_B2958
ko:K04656	sea:SeAg_B2962
ko:K08161	sea:SeAg_B2035
ko:K01643	sea:SeAg_B0068
ko:K01643	sea:SeAg_B0661
ko:K03711	sea:SeAg_B0740
ko:K03636	sea:SeAg_B0840
ko:K00059	sea:SeAg_B1991
ko:K00758	sea:SeAg_B4890
ko:K01760	sea:SeAg_B3335
ko:K01104	sea:SeAg_B2242
ko:K00031	sea:SeAg_B1946
ko:K11530	sea:SeAg_B4325
ko:K07689	sea:SeAg_B1173
ko:K01897	sea:SeAg_B1314
ko:K11531	sea:SeAg_B4319
ko:K03748	sea:SeAg_B2330
ko:K11072	sea:SeAg_B1958
ko:K08224	sea:SeAg_B1686
ko:K09898	sea:SeAg_B3660
ko:K03773	sea:SeAg_B4675
ko:K07278	sea:SeAg_B4689
ko:K01154	sea:SeAg_B4821
ko:K02217	sea:SeAg_B1186
ko:K07264	sea:SeAg_B2437
ko:K11535	sea:SeAg_B2552
ko:K07122	sea:SeAg_B3499
ko:K08219	sea:SeAg_B0972
ko:K05396	sea:SeAg_B1167
ko:K03780	sea:SeAg_B3545
ko:K03779	sea:SeAg_B3546
ko:K11896	sea:SeAg_B1108
ko:K11747	sea:SeAg_B3654
ko:K07592	sea:SeAg_B3433
ko:K03972	sea:SeAg_B1464
ko:K06934	sea:SeAg_B3233
ko:K01420	sea:SeAg_B1491
ko:K01894	sea:SeAg_B0219
ko:K11537	sea:SeAg_B2565
ko:K11903	sea:SeAg_B1113
ko:K07454	sea:SeAg_B4825
ko:K09251	sea:SeAg_B3405
ko:K08359	sea:SeAg_B1787
ko:K08322	sea:SeAg_B1666
ko:K06956	sea:SeAg_B1803
ko:K04334	sea:SeAg_B2046
ko:K00262	sea:SeAg_B1876
ko:K11749	sea:SeAg_B0263
ko:K03208	sea:SeAg_B2231
ko:K04335	sea:SeAg_B2047
ko:K04333	sea:SeAg_B2048
ko:K01916	sea:SeAg_B1861
ko:K07726	sea:SeAg_B4004
ko:K06889	sea:SeAg_B4658
ko:K07782	sea:SeAg_B1170
ko:K04751	sea:SeAg_B2720
ko:K11755	sea:SeAg_B2203
ko:K07343	sea:SeAg_B1030
ko:K07126	sea:SeAg_B0697
ko:K09953	sea:SeAg_B1843
ko:K12975	sea:SeAg_B3848
ko:K12962	sea:SeAg_B2438
ko:K12963	sea:SeAg_B2439
ko:K12981	sea:SeAg_B3933
ko:K02851	sea:SeAg_B4144
ko:K01779	sea:SeAg_B4841
ko:K01460	sea:SeAg_B3312
ko:K00906	sea:SeAg_B4432
ko:K01534	sea:SeAg_B3778
ko:K07794	sea:SeAg_B2899
ko:K03278	sea:SeAg_B3936
ko:K06905	sea:SeAg_B2842
ko:K01176	sea:SeAg_B1157
ko:K06183	sea:SeAg_B2371
ko:K12370	sea:SeAg_B3840
ko:K00138	sea:SeAg_B3894
ko:K07186	sea:SeAg_B4901
ko:K08324	sea:SeAg_B1646
ko:K06218	sea:SeAg_B1619
ko:K05875	sea:SeAg_B3402
ko:K12944	sea:SeAg_B2431
ko:K12979	sea:SeAg_B4548
ko:K13005	sea:SeAg_B2212
ko:K01424	sea:SeAg_B1881
ko:K13288	sea:SeAg_B4628
ko:K07347	sea:SeAg_B4917
ko:K00558	sea:SeAg_B1127
ko:K00799	sea:SeAg_B1723
ko:K11209	sea:SeAg_B3313
ko:K04775	sea:SeAg_B1689
ko:K03757	sea:SeAg_B2717
ko:K03759	sea:SeAg_B4556
ko:K03755	sea:SeAg_B4559
ko:K03535	sea:SeAg_B3916
ko:K02436	sea:SeAg_B3449
ko:K00748	sea:SeAg_B0270
ko:K03324	sea:SeAg_B4441
ko:K11929	sea:SeAg_B0354
ko:K07307	sea:SeAg_B4569
ko:K04065	sea:SeAg_B4882
ko:K09017	sea:SeAg_B1081
ko:K11738	sea:SeAg_B1576
ko:K11745	sea:SeAg_B0095
ko:K11753	sea:SeAg_B0050
ko:K11735	sea:SeAg_B2906
ko:K02009	sea:SeAg_B2144
ko:K04018	sea:SeAg_B4541
ko:K04750	sea:SeAg_B4550
ko:K03760	sea:SeAg_B4555
ko:K08314	sea:SeAg_B4357
ko:K12297	sea:SeAg_B1019
ko:K06606	sea:SeAg_B4717
ko:K06606	sea:SeAg_B4709
ko:K12290	sea:SeAg_B3689
ko:K12288	sea:SeAg_B3691
ko:K11732	sea:SeAg_B0613
ko:K08344	sea:SeAg_B1073
ko:K01809	sea:SeAg_B1707
ko:K03426	sea:SeAg_B4410
ko:K06146	sea:SeAg_B4766
ko:K03827	sea:SeAg_B4427
ko:K04045	sea:SeAg_B0702
ko:K03478	sea:SeAg_B1854
ko:K01207	sea:SeAg_B1976
ko:K00046	sea:SeAg_B4768
ko:K02002	sea:SeAg_B2928
ko:K04337	sea:SeAg_B2049
ko:K04477	sea:SeAg_B2054
ko:K07289	sea:SeAg_B2247
ko:K00046	sea:SeAg_B1540
ko:K03769	sea:SeAg_B4135
ko:K09974	sea:SeAg_B4355
ko:K08317	sea:SeAg_B0641
ko:K01042	sea:SeAg_B4728
ko:K07470	sea:SeAg_B2184
ko:K07724	sea:SeAg_B3496
ko:K12455	sea:SeAg_B2214
ko:K04021	sea:SeAg_B2608
ko:K04025	sea:SeAg_B2600
ko:K12452	sea:SeAg_B2215
ko:K12410	sea:SeAg_B1963
ko:K09979	sea:SeAg_B3458
ko:K08485	sea:SeAg_B3514
ko:K05540	sea:SeAg_B3575
ko:K08163	sea:SeAg_B4071
ko:K01175	sea:SeAg_B0743
ko:K08092	sea:SeAg_B3882
ko:K00835	sea:SeAg_B3879
ko:K01934	sea:SeAg_B3221
ko:K05934	sea:SeAg_B2149
ko:K00228	sea:SeAg_B2596
ko:K02598	sea:SeAg_B3674
ko:K02068	sea:SeAg_B0549
ko:K07351	sea:SeAg_B0590
ko:K11736	sea:SeAg_B0439
ko:K06079	sea:SeAg_B0282
ko:K00385	sea:SeAg_B2705
ko:K11737	sea:SeAg_B4676
ko:K07027	sea:SeAg_B0846
ko:K01497	sea:SeAg_B1438
ko:K01491	sea:SeAg_B0588
ko:K06889	sea:SeAg_B2702
ko:K03078	sea:SeAg_B4664
ko:K12372	sea:SeAg_B3838
ko:K03394	sea:SeAg_B2146
ko:K13053	sea:SeAg_B1029
ko:K04336	sea:SeAg_B2045
ko:K01069	sea:SeAg_B0305
ko:K05595	sea:SeAg_B1649
ko:K01813	sea:SeAg_B4289
ko:K01201	sea:SeAg_B4708
ko:K00537	sea:SeAg_B2642
ko:K05368	sea:SeAg_B4210
ko:K02840	sea:SeAg_B3937
ko:K07459	sea:SeAg_B0940
ko:K12525	sea:SeAg_B4348
ko:K12500	sea:SeAg_B0494
ko:K03819	sea:SeAg_B2239
ko:K08094	sea:SeAg_B4594
ko:K03970	sea:SeAg_B1461
ko:K03838	sea:SeAg_B3431
ko:K08137	sea:SeAg_B3254
ko:K02478	sea:SeAg_B2305
ko:K13051	sea:SeAg_B0888
ko:K13085	sea:SeAg_B1050
ko:K12961	sea:SeAg_B3453
ko:K13292	sea:SeAg_B3149
ko:K12992	sea:SeAg_B2210
ko:K10804	sea:SeAg_B0554
ko:K13014	sea:SeAg_B2436
ko:K01011	sea:SeAg_B2685
ko:K07005	sea:SeAg_B0746
ko:K00626	sea:SeAg_B3171
ko:K11750	sea:SeAg_B0352
ko:K04772	sea:SeAg_B3539
ko:K11939	sea:SeAg_B0870
ko:K08477	sea:SeAg_B2535
ko:K09474	sea:SeAg_B4585
ko:K00632	sea:SeAg_B4212
ko:K11685	sea:SeAg_B2913
ko:K11930	sea:SeAg_B4053
ko:K04771	sea:SeAg_B0248
ko:K07126	sea:SeAg_B1381
ko:K07126	sea:SeAg_B4545
ko:K00884	sea:SeAg_B1964
ko:K01139	sea:SeAg_B3959
ko:K00060	sea:SeAg_B3926
ko:K11607	sea:SeAg_B2984
ko:K11605	sea:SeAg_B2985
ko:K01739	sea:SeAg_B4347
ko:K11901	sea:SeAg_B1111
ko:K00568	sea:SeAg_B2412
ko:K11909	sea:SeAg_B1101
ko:K11925	sea:SeAg_B0122
ko:K11926	sea:SeAg_B0353
ko:K11752	sea:SeAg_B0455
