ko:K01006	lmoa:LMOATCC19117_1885
ko:K03685	lmoa:LMOATCC19117_1821
ko:K02078	lmoa:LMOATCC19117_1823
ko:K00645	lmoa:LMOATCC19117_1825
ko:K03621	lmoa:LMOATCC19117_1826
ko:K03655	lmoa:LMOATCC19117_1828
ko:K01752	lmoa:LMOATCC19117_1829
ko:K01752	lmoa:LMOATCC19117_1830
ko:K02902	lmoa:LMOATCC19117_1833
ko:K01783	lmoa:LMOATCC19117_1835
ko:K06949	lmoa:LMOATCC19117_1836
ko:K03500	lmoa:LMOATCC19117_1839
ko:K00604	lmoa:LMOATCC19117_1840
ko:K04066	lmoa:LMOATCC19117_1841
ko:K13038	lmoa:LMOATCC19117_1842
ko:K01358	lmoa:LMOATCC19117_2477
ko:K06958	lmoa:LMOATCC19117_2483
ko:K00384	lmoa:LMOATCC19117_2487
ko:K06019	lmoa:LMOATCC19117_2490
ko:K13292	lmoa:LMOATCC19117_2491
ko:K08972	lmoa:LMOATCC19117_2493
ko:K03701	lmoa:LMOATCC19117_2497
ko:K03702	lmoa:LMOATCC19117_2498
ko:K07023	lmoa:LMOATCC19117_2501
ko:K02039	lmoa:LMOATCC19117_2504
ko:K02036	lmoa:LMOATCC19117_2505
ko:K02036	lmoa:LMOATCC19117_2506
ko:K02038	lmoa:LMOATCC19117_2507
ko:K02037	lmoa:LMOATCC19117_2508
ko:K02040	lmoa:LMOATCC19117_2509
ko:K07636	lmoa:LMOATCC19117_2510
ko:K06131	lmoa:LMOATCC19117_2513
ko:K09811	lmoa:LMOATCC19117_2516
ko:K09812	lmoa:LMOATCC19117_2517
ko:K02781	lmoa:LMOATCC19117_0572
ko:K08325	lmoa:LMOATCC19117_0584
ko:K03305	lmoa:LMOATCC19117_0585
ko:K00262	lmoa:LMOATCC19117_0590
ko:K02500	lmoa:LMOATCC19117_0593
ko:K01814	lmoa:LMOATCC19117_0594
ko:K02501	lmoa:LMOATCC19117_0595
ko:K01693	lmoa:LMOATCC19117_0596
ko:K00013	lmoa:LMOATCC19117_0597
ko:K00765	lmoa:LMOATCC19117_0598
ko:K02502	lmoa:LMOATCC19117_0599
ko:K04486	lmoa:LMOATCC19117_0600
ko:K07443	lmoa:LMOATCC19117_0601
ko:K06901	lmoa:LMOATCC19117_0603
ko:K01223	lmoa:LMOATCC19117_0604
ko:K00014	lmoa:LMOATCC19117_0520
ko:K03785	lmoa:LMOATCC19117_0521
ko:K06978	lmoa:LMOATCC19117_0523
ko:K01808	lmoa:LMOATCC19117_0527
ko:K01783	lmoa:LMOATCC19117_0528
ko:K02773	lmoa:LMOATCC19117_0532
ko:K01783	lmoa:LMOATCC19117_0534
ko:K02774	lmoa:LMOATCC19117_0536
ko:K00948	lmoa:LMOATCC19117_0538
ko:K07282	lmoa:LMOATCC19117_0545
ko:K08987	lmoa:LMOATCC19117_0549
ko:K06999	lmoa:LMOATCC19117_0610
ko:K06969	lmoa:LMOATCC19117_0611
ko:K03070	lmoa:LMOATCC19117_0613
ko:K01669	lmoa:LMOATCC19117_0618
ko:K00641	lmoa:LMOATCC19117_0624
ko:K01740	lmoa:LMOATCC19117_0625
ko:K03523	lmoa:LMOATCC19117_0628
ko:K01118	lmoa:LMOATCC19117_0641
ko:K02389	lmoa:LMOATCC19117_0732
ko:K02390	lmoa:LMOATCC19117_0733
ko:K02417	lmoa:LMOATCC19117_0734
ko:K02416	lmoa:LMOATCC19117_0735
ko:K02417	lmoa:LMOATCC19117_0736
ko:K09770	lmoa:LMOATCC19117_0739
ko:K02396	lmoa:LMOATCC19117_0741
ko:K02397	lmoa:LMOATCC19117_0742
ko:K02407	lmoa:LMOATCC19117_0743
ko:K02422	lmoa:LMOATCC19117_0744
ko:K02387	lmoa:LMOATCC19117_0746
ko:K02388	lmoa:LMOATCC19117_0747
ko:K02408	lmoa:LMOATCC19117_0748
ko:K02409	lmoa:LMOATCC19117_0749
ko:K02410	lmoa:LMOATCC19117_0750
ko:K02411	lmoa:LMOATCC19117_0751
ko:K02412	lmoa:LMOATCC19117_0752
ko:K00820	lmoa:LMOATCC19117_0762
ko:K07726	lmoa:LMOATCC19117_0768
ko:K00656	lmoa:LMOATCC19117_1415
ko:K04069	lmoa:LMOATCC19117_1416
ko:K07727	lmoa:LMOATCC19117_1420
ko:K00075	lmoa:LMOATCC19117_1429
ko:K05847	lmoa:LMOATCC19117_1430
ko:K03322	lmoa:LMOATCC19117_1433
ko:K05846	lmoa:LMOATCC19117_1434
ko:K05845	lmoa:LMOATCC19117_1435
ko:K05846	lmoa:LMOATCC19117_1436
ko:K05847	lmoa:LMOATCC19117_1437
ko:K01714	lmoa:LMOATCC19117_1444
ko:K00928	lmoa:LMOATCC19117_1445
ko:K00133	lmoa:LMOATCC19117_1446
ko:K04564	lmoa:LMOATCC19117_1448
ko:K09816	lmoa:LMOATCC19117_1455
ko:K09817	lmoa:LMOATCC19117_1456
ko:K01151	lmoa:LMOATCC19117_1458
ko:K02774	lmoa:LMOATCC19117_2118
ko:K02773	lmoa:LMOATCC19117_2119
ko:K06215	lmoa:LMOATCC19117_2122
ko:K08681	lmoa:LMOATCC19117_2123
ko:K04758	lmoa:LMOATCC19117_2125
ko:K04759	lmoa:LMOATCC19117_2126
ko:K01443	lmoa:LMOATCC19117_2130
ko:K01809	lmoa:LMOATCC19117_2132
ko:K02003	lmoa:LMOATCC19117_2136
ko:K03431	lmoa:LMOATCC19117_2140
ko:K01624	lmoa:LMOATCC19117_2156
ko:K01624	lmoa:LMOATCC19117_2157
ko:K02003	lmoa:LMOATCC19117_2788
ko:K06942	lmoa:LMOATCC19117_2793
ko:K02759	lmoa:LMOATCC19117_2794
ko:K05349	lmoa:LMOATCC19117_2795
ko:K02760	lmoa:LMOATCC19117_2796
ko:K02761	lmoa:LMOATCC19117_2797
ko:K03781	lmoa:LMOATCC19117_2799
ko:K03501	lmoa:LMOATCC19117_2813
ko:K03495	lmoa:LMOATCC19117_2821
ko:K03650	lmoa:LMOATCC19117_2822
ko:K08170	lmoa:LMOATCC19117_2829
ko:K01358	lmoa:LMOATCC19117_1138
ko:K02304	lmoa:LMOATCC19117_1140
ko:K04031	lmoa:LMOATCC19117_1143
ko:K04029	lmoa:LMOATCC19117_1144
ko:K02231	lmoa:LMOATCC19117_1146
ko:K02233	lmoa:LMOATCC19117_1147
ko:K13919	lmoa:LMOATCC19117_1154
ko:K13920	lmoa:LMOATCC19117_1155
ko:K04024	lmoa:LMOATCC19117_1161
ko:K13922	lmoa:LMOATCC19117_1165
ko:K02440	lmoa:LMOATCC19117_1167
ko:K00925	lmoa:LMOATCC19117_1168
ko:K03060	lmoa:LMOATCC19117_1843
ko:K00942	lmoa:LMOATCC19117_1844
ko:K00762	lmoa:LMOATCC19117_1848
ko:K01591	lmoa:LMOATCC19117_1849
ko:K01955	lmoa:LMOATCC19117_1852
ko:K01956	lmoa:LMOATCC19117_1853
ko:K01465	lmoa:LMOATCC19117_1854
ko:K00609	lmoa:LMOATCC19117_1855
ko:K02825	lmoa:LMOATCC19117_1857
ko:K06180	lmoa:LMOATCC19117_1861
ko:K03101	lmoa:LMOATCC19117_1862
ko:K06901	lmoa:LMOATCC19117_1863
ko:K03327	lmoa:LMOATCC19117_1864
ko:K03797	lmoa:LMOATCC19117_1869
ko:K11068	lmoa:LMOATCC19117_1882
ko:K09773	lmoa:LMOATCC19117_1884
ko:K02836	lmoa:LMOATCC19117_2519
ko:K03070	lmoa:LMOATCC19117_2520
ko:K05946	lmoa:LMOATCC19117_2531
ko:K02372	lmoa:LMOATCC19117_2534
ko:K03569	lmoa:LMOATCC19117_2535
ko:K00790	lmoa:LMOATCC19117_2536
ko:K02114	lmoa:LMOATCC19117_2538
ko:K02112	lmoa:LMOATCC19117_2539
ko:K02115	lmoa:LMOATCC19117_2540
ko:K02111	lmoa:LMOATCC19117_2541
ko:K02113	lmoa:LMOATCC19117_2542
ko:K02109	lmoa:LMOATCC19117_2543
ko:K02110	lmoa:LMOATCC19117_2544
ko:K02108	lmoa:LMOATCC19117_2545
ko:K00761	lmoa:LMOATCC19117_2548
ko:K00600	lmoa:LMOATCC19117_2549
ko:K07566	lmoa:LMOATCC19117_2551
ko:K02493	lmoa:LMOATCC19117_2552
ko:K02835	lmoa:LMOATCC19117_2553
ko:K00872	lmoa:LMOATCC19117_2555
ko:K01733	lmoa:LMOATCC19117_2556
ko:K00003	lmoa:LMOATCC19117_2557
ko:K02909	lmoa:LMOATCC19117_2558
ko:K03628	lmoa:LMOATCC19117_2560
ko:K00790	lmoa:LMOATCC19117_2561
ko:K02851	lmoa:LMOATCC19117_0980
ko:K16644	lmoa:LMOATCC19117_0212
ko:K15770	lmoa:LMOATCC19117_2148
ko:K15770	lmoa:LMOATCC19117_0262
ko:K15772	lmoa:LMOATCC19117_0264
ko:K13730	lmoa:LMOATCC19117_0474
ko:K13731	lmoa:LMOATCC19117_0475
ko:K07979	lmoa:LMOATCC19117_2304
ko:K15772	lmoa:LMOATCC19117_2146
ko:K15771	lmoa:LMOATCC19117_2147
ko:K16786	lmoa:LMOATCC19117_2611
ko:K02768	lmoa:LMOATCC19117_0451
ko:K02026	lmoa:LMOATCC19117_0189
ko:K16787	lmoa:LMOATCC19117_2610
ko:K16785	lmoa:LMOATCC19117_2609
ko:K09681	lmoa:LMOATCC19117_1750
ko:K00980	lmoa:LMOATCC19117_1107
ko:K16789	lmoa:LMOATCC19117_1438
ko:K01838	lmoa:LMOATCC19117_2842
ko:K02768	lmoa:LMOATCC19117_0426
ko:K02768	lmoa:LMOATCC19117_2160
ko:K02768	lmoa:LMOATCC19117_0662
ko:K02025	lmoa:LMOATCC19117_0188
ko:K13052	lmoa:LMOATCC19117_0224
ko:K10947	lmoa:LMOATCC19117_0755
ko:K03574	lmoa:LMOATCC19117_1633
ko:K16785	lmoa:LMOATCC19117_2644
ko:K03574	lmoa:LMOATCC19117_2367
ko:K02768	lmoa:LMOATCC19117_0384
ko:K11050	lmoa:LMOATCC19117_1008
ko:K16651	lmoa:LMOATCC19117_1170
ko:K02851	lmoa:LMOATCC19117_2529
ko:K14219	lmoa:LMO19117_tRNA08
ko:K14219	lmoa:LMO19117_tRNA32
ko:K01834	lmoa:LMOATCC19117_2230
ko:K02030	lmoa:LMOATCC19117_1753
ko:K01985	lmoa:LMO19117_rRNA03
ko:K01985	lmoa:LMO19117_rRNA16
ko:K01985	lmoa:LMO19117_rRNA13
ko:K01985	lmoa:LMO19117_rRNA07
ko:K01985	lmoa:LMO19117_rRNA10
ko:K01985	lmoa:LMO19117_rRNA06
ko:K02006	lmoa:LMOATCC19117_1206
ko:K01271	lmoa:LMOATCC19117_1589
ko:K02226	lmoa:LMOATCC19117_1148
ko:K11991	lmoa:LMOATCC19117_2730
ko:K00951	lmoa:LMOATCC19117_1532
ko:K10974	lmoa:LMOATCC19117_0492
ko:K02008	lmoa:LMOATCC19117_1205
ko:K14221	lmoa:LMO19117_tRNA15
ko:K14221	lmoa:LMO19117_tRNA25
ko:K14221	lmoa:LMO19117_tRNA54
ko:K04027	lmoa:LMOATCC19117_1181
ko:K16899	lmoa:LMOATCC19117_2330
ko:K16898	lmoa:LMOATCC19117_2329
ko:K14222	lmoa:LMO19117_tRNA47
ko:K16960	lmoa:LMOATCC19117_2345
ko:K16959	lmoa:LMOATCC19117_2346
ko:K16958	lmoa:LMOATCC19117_2347
ko:K16957	lmoa:LMOATCC19117_2348
ko:K14218	lmoa:LMO19117_tRNA10
ko:K14218	lmoa:LMO19117_tRNA65
ko:K14218	lmoa:LMO19117_tRNA30
ko:K14218	lmoa:LMO19117_tRNA60
ko:K11070	lmoa:LMOATCC19117_0826
ko:K10027	lmoa:LMOATCC19117_1022
ko:K14228	lmoa:LMO19117_tRNA05
ko:K14228	lmoa:LMO19117_tRNA35
ko:K01992	lmoa:LMOATCC19117_2289
ko:K14232	lmoa:LMO19117_tRNA09
ko:K14232	lmoa:LMO19117_tRNA31
ko:K01977	lmoa:LMO19117_rRNA01
ko:K01977	lmoa:LMO19117_rRNA12
ko:K01977	lmoa:LMO19117_rRNA04
ko:K01977	lmoa:LMO19117_rRNA09
ko:K01977	lmoa:LMO19117_rRNA18
ko:K01977	lmoa:LMO19117_rRNA15
ko:K01990	lmoa:LMOATCC19117_2290
ko:K01992	lmoa:LMOATCC19117_2239
ko:K02029	lmoa:LMOATCC19117_0865
ko:K02030	lmoa:LMOATCC19117_0865
ko:K02029	lmoa:LMOATCC19117_2313
ko:K02030	lmoa:LMOATCC19117_2313
ko:K17319	lmoa:LMOATCC19117_2021
ko:K17318	lmoa:LMOATCC19117_2019
ko:K14219	lmoa:LMO19117_tRNA39
ko:K14229	lmoa:LMO19117_tRNA04
ko:K14229	lmoa:LMO19117_tRNA36
ko:K14229	lmoa:LMO19117_tRNA45
ko:K02028	lmoa:LMOATCC19117_1754
ko:K14228	lmoa:LMO19117_tRNA46
ko:K01990	lmoa:LMOATCC19117_2240
ko:K13923	lmoa:LMOATCC19117_1160
ko:K01990	lmoa:LMOATCC19117_0771
ko:K01990	lmoa:LMOATCC19117_2162
ko:K01990	lmoa:LMOATCC19117_1739
ko:K14220	lmoa:LMO19117_tRNA12
ko:K14220	lmoa:LMO19117_tRNA59
ko:K14220	lmoa:LMO19117_tRNA20
ko:K14220	lmoa:LMO19117_tRNA64
ko:K01992	lmoa:LMOATCC19117_2163
ko:K01992	lmoa:LMOATCC19117_1981
ko:K01664	lmoa:LMOATCC19117_2376
ko:K01980	lmoa:LMO19117_rRNA11
ko:K01980	lmoa:LMO19117_rRNA17
ko:K01980	lmoa:LMO19117_rRNA05
ko:K01980	lmoa:LMO19117_rRNA02
ko:K01980	lmoa:LMO19117_rRNA14
ko:K01980	lmoa:LMO19117_rRNA08
ko:K02028	lmoa:LMOATCC19117_0866
ko:K02028	lmoa:LMOATCC19117_2314
ko:K00265	lmoa:LMOATCC19117_1749
ko:K03574	lmoa:LMOATCC19117_1254
ko:K17320	lmoa:LMOATCC19117_2020
ko:K08986	lmoa:LMOATCC19117_0944
ko:K14226	lmoa:LMO19117_tRNA23
ko:K14226	lmoa:LMO19117_tRNA50
ko:K01992	lmoa:LMOATCC19117_0781
ko:K17472	lmoa:LMOATCC19117_1524
ko:K01992	lmoa:LMOATCC19117_0703
ko:K01992	lmoa:LMOATCC19117_1002
ko:K01992	lmoa:LMOATCC19117_2267
ko:K01992	lmoa:LMOATCC19117_2302
ko:K14233	lmoa:LMO19117_tRNA58
ko:K10112	lmoa:LMOATCC19117_0295
ko:K14224	lmoa:LMO19117_tRNA14
ko:K14224	lmoa:LMO19117_tRNA57
ko:K14224	lmoa:LMO19117_tRNA41
ko:K14224	lmoa:LMO19117_tRNA18
ko:K14227	lmoa:LMO19117_tRNA21
ko:K14227	lmoa:LMO19117_tRNA66
ko:K14227	lmoa:LMO19117_tRNA61
ko:K14230	lmoa:LMO19117_tRNA26
ko:K14230	lmoa:LMO19117_tRNA55
ko:K14233	lmoa:LMO19117_tRNA13
ko:K14233	lmoa:LMO19117_tRNA19
ko:K14223	lmoa:LMO19117_tRNA49
ko:K14225	lmoa:LMO19117_tRNA06
ko:K14225	lmoa:LMO19117_tRNA34
ko:K14225	lmoa:LMO19117_tRNA48
ko:K17686	lmoa:LMOATCC19117_1871
ko:K01990	lmoa:LMOATCC19117_0033
ko:K01990	lmoa:LMOATCC19117_0702
ko:K01990	lmoa:LMOATCC19117_1001
ko:K01990	lmoa:LMOATCC19117_1982
ko:K01990	lmoa:LMOATCC19117_1983
ko:K01990	lmoa:LMOATCC19117_2266
ko:K01990	lmoa:LMOATCC19117_2303
ko:K01990	lmoa:LMOATCC19117_2783
ko:K14228	lmoa:LMO19117_tRNA40
ko:K14237	lmoa:LMO19117_tRNA02
ko:K14237	lmoa:LMO19117_tRNA38
ko:K14237	lmoa:LMO19117_tRNA56
ko:K14234	lmoa:LMO19117_tRNA03
ko:K14234	lmoa:LMO19117_tRNA37
ko:K14225	lmoa:LMO19117_tRNA16
ko:K14225	lmoa:LMO19117_tRNA22
ko:K14228	lmoa:LMO19117_tRNA07
ko:K14228	lmoa:LMO19117_tRNA33
ko:K14219	lmoa:LMO19117_tRNA17
ko:K14233	lmoa:LMO19117_tRNA11
ko:K14233	lmoa:LMO19117_tRNA27
ko:K14231	lmoa:LMO19117_tRNA24
ko:K14231	lmoa:LMO19117_tRNA53
ko:K14230	lmoa:LMO19117_tRNA28
ko:K14230	lmoa:LMO19117_tRNA29
ko:K14234	lmoa:LMO19117_tRNA42
ko:K14234	lmoa:LMO19117_tRNA63
ko:K14236	lmoa:LMO19117_tRNA43
ko:K14236	lmoa:LMO19117_tRNA52
ko:K14223	lmoa:LMO19117_tRNA44
ko:K14219	lmoa:LMO19117_tRNA62
ko:K14237	lmoa:LMO19117_tRNA67
ko:K14229	lmoa:LMO19117_tRNA01
ko:K14235	lmoa:LMO19117_tRNA51
ko:K07260	lmoa:LMOATCC19117_1873
ko:K01739	lmoa:LMOATCC19117_1695
ko:K01840	lmoa:LMOATCC19117_0883
ko:K02027	lmoa:LMOATCC19117_1745
ko:K12574	lmoa:LMOATCC19117_1049
ko:K12574	lmoa:LMOATCC19117_1443
ko:K02026	lmoa:LMOATCC19117_0879
ko:K02026	lmoa:LMOATCC19117_1747
ko:K17752	lmoa:LMOATCC19117_0910
ko:K02026	lmoa:LMOATCC19117_2848
ko:K02027	lmoa:LMOATCC19117_0190
ko:K01658	lmoa:LMOATCC19117_1644
ko:K17828	lmoa:LMOATCC19117_1850
ko:K02027	lmoa:LMOATCC19117_2850
ko:K17763	lmoa:LMOATCC19117_0174
ko:K17763	lmoa:LMOATCC19117_0908
ko:K00661	lmoa:LMOATCC19117_0699
ko:K07284	lmoa:LMOATCC19117_0951
ko:K02027	lmoa:LMOATCC19117_0877
ko:K00537	lmoa:LMOATCC19117_2434
ko:K01791	lmoa:LMOATCC19117_2547
ko:K04757	lmoa:LMOATCC19117_0914
ko:K01183	lmoa:LMOATCC19117_0120
ko:K17762	lmoa:LMOATCC19117_0909
ko:K01187	lmoa:LMOATCC19117_0192
ko:K02769	lmoa:LMOATCC19117_0427
ko:K02769	lmoa:LMOATCC19117_0452
ko:K02769	lmoa:LMOATCC19117_2159
ko:K07145	lmoa:LMOATCC19117_0511
ko:K09022	lmoa:LMOATCC19117_0862
ko:K18104	lmoa:LMOATCC19117_2756
ko:K08221	lmoa:LMOATCC19117_1418
ko:K02770	lmoa:LMOATCC19117_2158
ko:K08316	lmoa:LMOATCC19117_2073
ko:K01101	lmoa:LMOATCC19117_2410
ko:K02809	lmoa:LMOATCC19117_1672
ko:K02810	lmoa:LMOATCC19117_1672
ko:K02770	lmoa:LMOATCC19117_0428
ko:K02770	lmoa:LMOATCC19117_0453
ko:K22597	lmoa:LMOATCC19117_2851
ko:K02794	lmoa:LMOATCC19117_0025
ko:K02794	lmoa:LMOATCC19117_0800
ko:K22597	lmoa:LMOATCC19117_2746
ko:K00008	lmoa:LMOATCC19117_2674
ko:K00008	lmoa:LMOATCC19117_2673
ko:K00008	lmoa:LMOATCC19117_0535
ko:K18231	lmoa:LMOATCC19117_0941
ko:K01551	lmoa:LMOATCC19117_2258
ko:K06147	lmoa:LMOATCC19117_0123
ko:K05352	lmoa:LMOATCC19117_1103
ko:K13731	lmoa:LMOATCC19117_2567
ko:K09017	lmoa:LMOATCC19117_1980
ko:K22579	lmoa:LMOATCC19117_0438
ko:K02538	lmoa:LMOATCC19117_0450
ko:K03483	lmoa:LMOATCC19117_2661
ko:K01297	lmoa:LMOATCC19117_1650
ko:K03742	lmoa:LMOATCC19117_1406
ko:K03328	lmoa:LMOATCC19117_0222
ko:K04749	lmoa:LMOATCC19117_0912
ko:K04749	lmoa:LMOATCC19117_0913
ko:K09809	lmoa:LMOATCC19117_1105
ko:K00285	lmoa:LMOATCC19117_1928
ko:K18672	lmoa:LMOATCC19117_2142
ko:K18673	lmoa:LMOATCC19117_2777
ko:K18682	lmoa:LMOATCC19117_1408
ko:K18692	lmoa:LMOATCC19117_1459
ko:K03790	lmoa:LMOATCC19117_2855
ko:K07171	lmoa:LMOATCC19117_0907
ko:K18892	lmoa:LMOATCC19117_2763
ko:K18891	lmoa:LMOATCC19117_2762
ko:K09692	lmoa:LMOATCC19117_1093
ko:K18821	lmoa:LMOATCC19117_2575
ko:K03111	lmoa:LMOATCC19117_2533
ko:K07467	lmoa:LMOATCC19117_2279
ko:K18967	lmoa:LMOATCC19117_2198
ko:K08151	lmoa:LMOATCC19117_0857
ko:K00662	lmoa:LMOATCC19117_1724
ko:K03111	lmoa:LMOATCC19117_0053
ko:K03497	lmoa:LMOATCC19117_2801
ko:K03496	lmoa:LMOATCC19117_2802
ko:K03497	lmoa:LMOATCC19117_2805
ko:K03502	lmoa:LMOATCC19117_2686
ko:K03169	lmoa:LMOATCC19117_2768
ko:K19005	lmoa:LMOATCC19117_0949
ko:K04028	lmoa:LMOATCC19117_1185
ko:K00634	lmoa:LMOATCC19117_1376
ko:K07029	lmoa:LMOATCC19117_1768
ko:K07483	lmoa:LMOATCC19117_0692
ko:K03526	lmoa:LMOATCC19117_1450
ko:K18979	lmoa:LMOATCC19117_0956
ko:K07483	lmoa:LMOATCC19117_2038
ko:K07483	lmoa:LMOATCC19117_0850
ko:K07816	lmoa:LMOATCC19117_0819
ko:K19002	lmoa:LMOATCC19117_2564
ko:K00354	lmoa:LMOATCC19117_2480
ko:K03339	lmoa:LMOATCC19117_2565
ko:K00798	lmoa:LMOATCC19117_1208
ko:K05881	lmoa:LMOATCC19117_0376
ko:K05881	lmoa:LMOATCC19117_2706
ko:K02777	lmoa:LMOATCC19117_1039
ko:K00020	lmoa:LMOATCC19117_1027
ko:K00571	lmoa:LMOATCC19117_1593
ko:K07448	lmoa:LMOATCC19117_0323
ko:K19225	lmoa:LMOATCC19117_1344
ko:K19285	lmoa:LMOATCC19117_0958
ko:K01990	lmoa:LMOATCC19117_0780
ko:K01992	lmoa:LMOATCC19117_0947
ko:K01992	lmoa:LMOATCC19117_1649
ko:K19351	lmoa:LMOATCC19117_0211
ko:K01990	lmoa:LMOATCC19117_0946
ko:K01990	lmoa:LMOATCC19117_1648
ko:K19411	lmoa:LMOATCC19117_0238
ko:K19302	lmoa:LMOATCC19117_2029
ko:K19267	lmoa:LMOATCC19117_0477
ko:K04771	lmoa:LMOATCC19117_0310
ko:K19405	lmoa:LMOATCC19117_0239
ko:K19302	lmoa:LMOATCC19117_1635
ko:K03574	lmoa:LMOATCC19117_1684
ko:K03722	lmoa:LMOATCC19117_1917
ko:K19509	lmoa:LMOATCC19117_2012
ko:K19508	lmoa:LMOATCC19117_2013
ko:K19507	lmoa:LMOATCC19117_2014
ko:K19504	lmoa:LMOATCC19117_2011
ko:K06881	lmoa:LMOATCC19117_1586
ko:K19510	lmoa:LMOATCC19117_2010
ko:K19504	lmoa:LMOATCC19117_0043
ko:K00887	lmoa:LMOATCC19117_1473
ko:K02796	lmoa:LMOATCC19117_0027
ko:K02796	lmoa:LMOATCC19117_0112
ko:K02796	lmoa:LMOATCC19117_0798
ko:K19689	lmoa:LMOATCC19117_1613
ko:K01258	lmoa:LMOATCC19117_1383
ko:K00547	lmoa:LMOATCC19117_1693
ko:K00297	lmoa:LMOATCC19117_1693
ko:K02538	lmoa:LMOATCC19117_2161
ko:K21636	lmoa:LMOATCC19117_0296
ko:K19975	lmoa:LMOATCC19117_1865
ko:K19976	lmoa:LMOATCC19117_1866
ko:K19973	lmoa:LMOATCC19117_1867
ko:K20074	lmoa:LMOATCC19117_1838
ko:K12132	lmoa:LMOATCC19117_1837
ko:K20265	lmoa:LMOATCC19117_2361
ko:K20265	lmoa:LMOATCC19117_0045
ko:K20201	lmoa:LMOATCC19117_2550
ko:K00525	lmoa:LMOATCC19117_2179
ko:K18889	lmoa:LMOATCC19117_1663
ko:K18890	lmoa:LMOATCC19117_1662
ko:K20885	lmoa:LMOATCC19117_0882
ko:K01208	lmoa:LMOATCC19117_2149
ko:K21030	lmoa:LMOATCC19117_1102
ko:K21029	lmoa:LMOATCC19117_1071
ko:K08968	lmoa:LMOATCC19117_1606
ko:K21064	lmoa:LMOATCC19117_2325
ko:K00821	lmoa:LMOATCC19117_1599
ko:K00435	lmoa:LMOATCC19117_2135
ko:K00558	lmoa:LMOATCC19117_0336
ko:K04068	lmoa:LMOATCC19117_0297
ko:K07313	lmoa:LMOATCC19117_0687
ko:K02316	lmoa:LMOATCC19117_1464
ko:K06217	lmoa:LMOATCC19117_1476
ko:K01493	lmoa:LMOATCC19117_1492
ko:K09935	lmoa:LMOATCC19117_0920
ko:K03553	lmoa:LMOATCC19117_1407
ko:K01520	lmoa:LMOATCC19117_1706
ko:K03546	lmoa:LMOATCC19117_1657
ko:K00287	lmoa:LMOATCC19117_1892
ko:K00560	lmoa:LMOATCC19117_1893
ko:K00857	lmoa:LMOATCC19117_2554
ko:K02314	lmoa:LMOATCC19117_0062
ko:K21298	lmoa:LMOATCC19117_1743
ko:K02335	lmoa:LMOATCC19117_1576
ko:K21285	lmoa:LMOATCC19117_1106
ko:K00526	lmoa:LMOATCC19117_2178
ko:K21252	lmoa:LMOATCC19117_1718
ko:K22044	lmoa:LMOATCC19117_1035
ko:K03892	lmoa:LMOATCC19117_2259
ko:K21481	lmoa:LMOATCC19117_2238
ko:K21465	lmoa:LMOATCC19117_1447
ko:K21467	lmoa:LMOATCC19117_0481
ko:K03892	lmoa:LMOATCC19117_2261
ko:K21471	lmoa:LMOATCC19117_2514
ko:K21471	lmoa:LMOATCC19117_2515
ko:K18704	lmoa:LMOATCC19117_1099
ko:K21567	lmoa:LMOATCC19117_2400
ko:K21567	lmoa:LMOATCC19117_1979
ko:K21600	lmoa:LMOATCC19117_1872
ko:K21560	lmoa:LMOATCC19117_0208
ko:K00680	lmoa:LMOATCC19117_2349
ko:K21993	lmoa:LMOATCC19117_0934
ko:K22043	lmoa:LMOATCC19117_2503
ko:K00936	lmoa:LMOATCC19117_1174
ko:K21960	lmoa:LMOATCC19117_2351
ko:K21903	lmoa:LMOATCC19117_2269
ko:K03595	lmoa:LMOATCC19117_1471
ko:K03547	lmoa:LMOATCC19117_2247
ko:K22103	lmoa:LMOATCC19117_2129
ko:K01537	lmoa:LMOATCC19117_0859
ko:K22251	lmoa:LMOATCC19117_0369
ko:K22278	lmoa:LMOATCC19117_0443
ko:K17758	lmoa:LMOATCC19117_1634
ko:K02257	lmoa:LMOATCC19117_2077
ko:K05592	lmoa:LMOATCC19117_1252
ko:K13566	lmoa:LMOATCC19117_0299
