ko:K02495	ese:ECSF_3720
ko:K03305	ese:ECSF_1497
ko:K00868	ese:ECSF_1499
ko:K01866	ese:ECSF_1500
ko:K00275	ese:ECSF_1501
ko:K09001	ese:ECSF_1503
ko:K06077	ese:ECSF_1504
ko:K06938	ese:ECSF_1511
ko:K16137	ese:ECSF_1512
ko:K10680	ese:ECSF_1513
ko:K03683	ese:ECSF_1515
ko:K07390	ese:ECSF_1516
ko:K04564	ese:ECSF_1518
ko:K00574	ese:ECSF_1523
ko:K00793	ese:ECSF_1524
ko:K03327	ese:ECSF_1525
ko:K08354	ese:ECSF_1530
ko:K00873	ese:ECSF_1536
ko:K02426	ese:ECSF_1539
ko:K11717	ese:ECSF_1540
ko:K09015	ese:ECSF_1541
ko:K09013	ese:ECSF_1542
ko:K09014	ese:ECSF_1543
ko:K05997	ese:ECSF_1544
ko:K05887	ese:ECSF_1552
ko:K03785	ese:ECSF_1553
ko:K07715	ese:ECSF_2393
ko:K07711	ese:ECSF_2395
ko:K01952	ese:ECSF_2396
ko:K11991	ese:ECSF_2398
ko:K00997	ese:ECSF_2402
ko:K03474	ese:ECSF_2403
ko:K03584	ese:ECSF_2404
ko:K03685	ese:ECSF_2406
ko:K03100	ese:ECSF_2407
ko:K03596	ese:ECSF_2408
ko:K03598	ese:ECSF_2410
ko:K03597	ese:ECSF_2411
ko:K03088	ese:ECSF_2412
ko:K00278	ese:ECSF_2413
ko:K05590	ese:ECSF_2415
ko:K11249	ese:ECSF_2417
ko:K03648	ese:ECSF_2419
ko:K03214	ese:ECSF_2420
ko:K03672	ese:ECSF_2421
ko:K00998	ese:ECSF_2424
ko:K05811	ese:ECSF_2425
ko:K03695	ese:ECSF_2430
ko:K05810	ese:ECSF_2431
ko:K06180	ese:ECSF_2432
ko:K05807	ese:ECSF_2433
ko:K05809	ese:ECSF_2434
ko:K14170	ese:ECSF_2435
ko:K14187	ese:ECSF_2436
ko:K01626	ese:ECSF_2437
ko:K02884	ese:ECSF_2442
ko:K00554	ese:ECSF_2443
ko:K02860	ese:ECSF_2444
ko:K02959	ese:ECSF_2445
ko:K09125	ese:ECSF_3290
ko:K06133	ese:ECSF_3294
ko:K15584	ese:ECSF_3295
ko:K15585	ese:ECSF_3296
ko:K15586	ese:ECSF_3297
ko:K15587	ese:ECSF_3298
ko:K10824	ese:ECSF_3299
ko:K07722	ese:ECSF_3300
ko:K02773	ese:ECSF_3302
ko:K02774	ese:ECSF_3303
ko:K13926	ese:ECSF_3309
ko:K01993	ese:ECSF_3310
ko:K07007	ese:ECSF_3312
ko:K16322	ese:ECSF_3313
ko:K06144	ese:ECSF_3314
ko:K03305	ese:ECSF_3316
ko:K15984	ese:ECSF_3317
ko:K01414	ese:ECSF_3318
ko:K07115	ese:ECSF_3319
ko:K07285	ese:ECSF_3324
ko:K07225	ese:ECSF_3326
ko:K16087	ese:ECSF_3327
ko:K02016	ese:ECSF_3329
ko:K02015	ese:ECSF_3333
ko:K02013	ese:ECSF_3334
ko:K07507	ese:ECSF_3335
ko:K00428	ese:ECSF_3346
ko:K01194	ese:ECSF_3347
ko:K02429	ese:ECSF_4184
ko:K11534	ese:ECSF_4186
ko:K06946	ese:ECSF_4200
ko:K12687	ese:ECSF_4202
ko:K12687	ese:ECSF_4205
ko:K00899	ese:ECSF_4223
ko:K08963	ese:ECSF_4224
ko:K05340	ese:ECSF_4226
ko:K02773	ese:ECSF_4234
ko:K09914	ese:ECSF_0414
ko:K07443	ese:ECSF_0415
ko:K03577	ese:ECSF_0424
ko:K05802	ese:ECSF_0425
ko:K09790	ese:ECSF_0428
ko:K00759	ese:ECSF_0429
ko:K02343	ese:ECSF_0430
ko:K09747	ese:ECSF_0431
ko:K06187	ese:ECSF_0432
ko:K04079	ese:ECSF_0433
ko:K01772	ese:ECSF_0435
ko:K00892	ese:ECSF_0437
ko:K08223	ese:ECSF_0439
ko:K09973	ese:ECSF_0444
ko:K01425	ese:ECSF_0448
ko:K07340	ese:ECSF_0452
ko:K02068	ese:ECSF_0454
ko:K02069	ese:ECSF_0455
ko:K05838	ese:ECSF_0456
ko:K10804	ese:ECSF_0459
ko:K02003	ese:ECSF_0458
ko:K06917	ese:ECSF_0466
ko:K10972	ese:ECSF_0467
ko:K01483	ese:ECSF_0468
ko:K10973	ese:ECSF_0469
ko:K01608	ese:ECSF_0470
ko:K10975	ese:ECSF_0473
ko:K05591	ese:ECSF_1324
ko:K14058	ese:ECSF_1325
ko:K03737	ese:ECSF_1330
ko:K03778	ese:ECSF_1333
ko:K09978	ese:ECSF_1336
ko:K12516	ese:ECSF_1338
ko:K01118	ese:ECSF_1340
ko:K03578	ese:ECSF_1341
ko:K07248	ese:ECSF_1343
ko:K00134	ese:ECSF_1344
ko:K12262	ese:ECSF_1345
ko:K09794	ese:ECSF_1352
ko:K03817	ese:ECSF_1353
ko:K03304	ese:ECSF_1355
ko:K16868	ese:ECSF_1356
ko:K05782	ese:ECSF_1358
ko:K08303	ese:ECSF_1360
ko:K02054	ese:ECSF_1366
ko:K02053	ese:ECSF_1367
ko:K00137	ese:ECSF_1368
ko:K09936	ese:ECSF_1371
ko:K03823	ese:ECSF_1372
ko:K11738	ese:ECSF_1376
ko:K00675	ese:ECSF_1379
ko:K07733	ese:ECSF_2233
ko:K13629	ese:ECSF_2235
ko:K01753	ese:ECSF_2236
ko:K07786	ese:ECSF_2237
ko:K07797	ese:ECSF_2238
ko:K07690	ese:ECSF_2239
ko:K07679	ese:ECSF_2240
ko:K07088	ese:ECSF_2242
ko:K12974	ese:ECSF_2248
ko:K14261	ese:ECSF_2249
ko:K02478	ese:ECSF_2250
ko:K08483	ese:ECSF_2253
ko:K11189	ese:ECSF_2253
ko:K11201	ese:ECSF_2253
ko:K08326	ese:ECSF_2255
ko:K11203	ese:ECSF_2256
ko:K11202	ese:ECSF_2257
ko:K03322	ese:ECSF_2261
ko:K11535	ese:ECSF_2262
ko:K11537	ese:ECSF_2269
ko:K03815	ese:ECSF_2270
ko:K14347	ese:ECSF_2273
ko:K09954	ese:ECSF_2274
ko:K01972	ese:ECSF_2275
ko:K03528	ese:ECSF_2276
ko:K06203	ese:ECSF_2277
ko:K01738	ese:ECSF_2278
ko:K02986	ese:ECSF_3121
ko:K02948	ese:ECSF_3122
ko:K02952	ese:ECSF_3123
ko:K02919	ese:ECSF_3124
ko:K03076	ese:ECSF_3125
ko:K02876	ese:ECSF_3126
ko:K02907	ese:ECSF_3127
ko:K02988	ese:ECSF_3128
ko:K02881	ese:ECSF_3129
ko:K02933	ese:ECSF_3130
ko:K02994	ese:ECSF_3131
ko:K02954	ese:ECSF_3132
ko:K02931	ese:ECSF_3133
ko:K02895	ese:ECSF_3134
ko:K02874	ese:ECSF_3135
ko:K02961	ese:ECSF_3136
ko:K02904	ese:ECSF_3137
ko:K02878	ese:ECSF_3138
ko:K02982	ese:ECSF_3139
ko:K02890	ese:ECSF_3140
ko:K02965	ese:ECSF_3141
ko:K00926	ese:ECSF_0300
ko:K13979	ese:ECSF_0302
ko:K03329	ese:ECSF_0303
ko:K02688	ese:ECSF_0305
ko:K01720	ese:ECSF_0309
ko:K01908	ese:ECSF_0310
ko:K10974	ese:ECSF_0311
ko:K02532	ese:ECSF_0314
ko:K05818	ese:ECSF_0317
ko:K01666	ese:ECSF_0323
ko:K05819	ese:ECSF_0324
ko:K09912	ese:ECSF_0325
ko:K01070	ese:ECSF_0326
ko:K15551	ese:ECSF_0329
ko:K15552	ese:ECSF_0331
ko:K03119	ese:ECSF_0332
ko:K01698	ese:ECSF_0333
ko:K01921	ese:ECSF_0342
ko:K00286	ese:ECSF_0347
ko:K09768	ese:ECSF_0348
ko:K00891	ese:ECSF_0349
ko:K14591	ese:ECSF_0351
ko:K09913	ese:ECSF_0352
ko:K03554	ese:ECSF_0354
ko:K00847	ese:ECSF_0355
ko:K01433	ese:ECSF_1213
ko:K09858	ese:ECSF_1214
ko:K07001	ese:ECSF_1215
ko:K00963	ese:ECSF_1217
ko:K04072	ese:ECSF_1221
ko:K15580	ese:ECSF_1224
ko:K15581	ese:ECSF_1225
ko:K09901	ese:ECSF_1229
ko:K06131	ese:ECSF_1230
ko:K10716	ese:ECSF_1231
ko:K09780	ese:ECSF_1232
ko:K03832	ese:ECSF_1233
ko:K10806	ese:ECSF_1234
ko:K06190	ese:ECSF_1235
ko:K07275	ese:ECSF_1237
ko:K01695	ese:ECSF_1238
ko:K01696	ese:ECSF_1239
ko:K13498	ese:ECSF_1240
ko:K13497	ese:ECSF_1241
ko:K01657	ese:ECSF_1242
ko:K07053	ese:ECSF_1244
ko:K06178	ese:ECSF_1247
ko:K03168	ese:ECSF_1254
ko:K13634	ese:ECSF_1255
ko:K01681	ese:ECSF_1258
ko:K01591	ese:ECSF_1264
ko:K03113	ese:ECSF_1265
ko:K04062	ese:ECSF_1266
ko:K11107	ese:ECSF_2117
ko:K01126	ese:ECSF_2119
ko:K02445	ese:ECSF_2120
ko:K00111	ese:ECSF_2121
ko:K00112	ese:ECSF_2122
ko:K00113	ese:ECSF_2123
ko:K12660	ese:ECSF_2125
ko:K12661	ese:ECSF_2127
ko:K07806	ese:ECSF_2133
ko:K10012	ese:ECSF_2134
ko:K10011	ese:ECSF_2135
ko:K13014	ese:ECSF_2136
ko:K07264	ese:ECSF_2137
ko:K12962	ese:ECSF_2138
ko:K12963	ese:ECSF_2139
ko:K01911	ese:ECSF_2141
ko:K01661	ese:ECSF_2143
ko:K02551	ese:ECSF_2145
ko:K05594	ese:ECSF_2147
ko:K00343	ese:ECSF_2153
ko:K00342	ese:ECSF_2154
ko:K00341	ese:ECSF_2155
ko:K00340	ese:ECSF_2156
ko:K00339	ese:ECSF_2157
ko:K00338	ese:ECSF_2158
ko:K00337	ese:ECSF_2159
ko:K00334	ese:ECSF_2162
ko:K13378	ese:ECSF_2163
ko:K00331	ese:ECSF_2164
ko:K00330	ese:ECSF_2165
ko:K14260	ese:ECSF_2167
ko:K09161	ese:ECSF_2171
ko:K09899	ese:ECSF_2172
ko:K03624	ese:ECSF_3013
ko:K07259	ese:ECSF_3014
ko:K03979	ese:ECSF_3015
ko:K02899	ese:ECSF_3017
ko:K02888	ese:ECSF_3018
ko:K02523	ese:ECSF_3019
ko:K00790	ese:ECSF_3021
ko:K07122	ese:ECSF_3023
ko:K07323	ese:ECSF_3024
ko:K02066	ese:ECSF_3026
ko:K02065	ese:ECSF_3027
ko:K07301	ese:ECSF_3028
ko:K06041	ese:ECSF_3029
ko:K03270	ese:ECSF_3030
ko:K11719	ese:ECSF_3031
ko:K09774	ese:ECSF_3032
ko:K06861	ese:ECSF_3033
ko:K03092	ese:ECSF_3034
ko:K05808	ese:ECSF_3035
ko:K06958	ese:ECSF_3037
ko:K03814	ese:ECSF_3040
ko:K07648	ese:ECSF_3042
ko:K07139	ese:ECSF_3043
ko:K00266	ese:ECSF_3045
ko:K00885	ese:ECSF_3047
ko:K03290	ese:ECSF_3049
ko:K03600	ese:ECSF_3052
ko:K03599	ese:ECSF_3053
ko:K02996	ese:ECSF_3054
ko:K02871	ese:ECSF_3055
ko:K06916	ese:ECSF_3056
ko:K09908	ese:ECSF_3057
ko:K04691	ese:ECSF_3059
ko:K00024	ese:ECSF_3060
ko:K03402	ese:ECSF_3061
ko:K03623	ese:ECSF_3063
ko:K03468	ese:ECSF_3064
ko:K15548	ese:ECSF_3065
ko:K03568	ese:ECSF_3068
ko:K08301	ese:ECSF_3070
ko:K03179	ese:ECSF_3896
ko:K00631	ese:ECSF_3897
ko:K00901	ese:ECSF_3898
ko:K01356	ese:ECSF_3899
ko:K03327	ese:ECSF_3900
ko:K09823	ese:ECSF_3902
ko:K05539	ese:ECSF_3903
ko:K02529	ese:ECSF_3910
ko:K01775	ese:ECSF_3912
ko:K03811	ese:ECSF_3913
ko:K00832	ese:ECSF_3915
ko:K00164	ese:ECSF_3916
ko:K00658	ese:ECSF_3917
ko:K00382	ese:ECSF_3918
ko:K01903	ese:ECSF_3919
ko:K01902	ese:ECSF_3920
ko:K10126	ese:ECSF_3923
ko:K10125	ese:ECSF_3924
ko:K03788	ese:ECSF_3925
ko:K03701	ese:ECSF_3928
ko:K13631	ese:ECSF_3932
ko:K13639	ese:ECSF_3933
ko:K06901	ese:ECSF_3935
ko:K14393	ese:ECSF_3940
ko:K01895	ese:ECSF_3942
ko:K03385	ese:ECSF_3943
ko:K04013	ese:ECSF_3944
ko:K04014	ese:ECSF_3945
ko:K04016	ese:ECSF_3947
ko:K11102	ese:ECSF_3950
ko:K02886	ese:ECSF_3142
ko:K02892	ese:ECSF_3143
ko:K02926	ese:ECSF_3144
ko:K02906	ese:ECSF_3145
ko:K02946	ese:ECSF_3146
ko:K02451	ese:ECSF_3147
ko:K02452	ese:ECSF_3149
ko:K02453	ese:ECSF_3150
ko:K02455	ese:ECSF_3152
ko:K02456	ese:ECSF_3153
ko:K02457	ese:ECSF_3154
ko:K02458	ese:ECSF_3155
ko:K02459	ese:ECSF_3156
ko:K02460	ese:ECSF_3157
ko:K02461	ese:ECSF_3158
ko:K02462	ese:ECSF_3159
ko:K03594	ese:ECSF_3161
ko:K02192	ese:ECSF_3162
ko:K02358	ese:ECSF_3165
ko:K02355	ese:ECSF_3166
ko:K02992	ese:ECSF_3167
ko:K02950	ese:ECSF_3168
ko:K07237	ese:ECSF_3169
ko:K07236	ese:ECSF_3170
ko:K07235	ese:ECSF_3171
ko:K03745	ese:ECSF_3174
ko:K03775	ese:ECSF_3175
ko:K07070	ese:ECSF_3176
ko:K06975	ese:ECSF_4007
ko:K04567	ese:ECSF_4018
ko:K03305	ese:ECSF_4019
ko:K03765	ese:ECSF_4022
ko:K04084	ese:ECSF_4024
ko:K03926	ese:ECSF_4025
ko:K07791	ese:ECSF_4026
ko:K01744	ese:ECSF_4027
ko:K07113	ese:ECSF_4028
ko:K16263	ese:ECSF_4029
ko:K04078	ese:ECSF_4030
ko:K04077	ese:ECSF_4031
ko:K02356	ese:ECSF_4035
ko:K16347	ese:ECSF_4036
ko:K16348	ese:ECSF_4037
ko:K03098	ese:ECSF_4039
ko:K00246	ese:ECSF_4042
ko:K04568	ese:ECSF_4045
ko:K01613	ese:ECSF_4049
ko:K06949	ese:ECSF_4050
ko:K13288	ese:ECSF_4051
ko:K06925	ese:ECSF_4054
ko:K01448	ese:ECSF_4055
ko:K03572	ese:ECSF_4056
ko:K00791	ese:ECSF_4057
ko:K03666	ese:ECSF_4058
ko:K03665	ese:ECSF_4059
ko:K04088	ese:ECSF_4060
ko:K04087	ese:ECSF_4061
ko:K09937	ese:ECSF_4062
ko:K02967	ese:ECSF_0184
ko:K02357	ese:ECSF_0185
ko:K09903	ese:ECSF_0186
ko:K02838	ese:ECSF_0187
ko:K00099	ese:ECSF_0188
ko:K00806	ese:ECSF_0189
ko:K00981	ese:ECSF_0190
ko:K11749	ese:ECSF_0191
ko:K07277	ese:ECSF_0192
ko:K06142	ese:ECSF_0193
ko:K02536	ese:ECSF_0194
ko:K02372	ese:ECSF_0195
ko:K00677	ese:ECSF_0196
ko:K00748	ese:ECSF_0197
ko:K03470	ese:ECSF_0198
ko:K02337	ese:ECSF_0199
ko:K01962	ese:ECSF_0200
ko:K04075	ese:ECSF_0203
ko:K15034	ese:ECSF_0207
ko:K06079	ese:ECSF_0208
ko:K01881	ese:ECSF_0210
ko:K06080	ese:ECSF_0212
ko:K02073	ese:ECSF_0213
ko:K02072	ese:ECSF_0214
ko:K02071	ese:ECSF_0215
ko:K03273	ese:ECSF_0216
ko:K06222	ese:ECSF_0217
ko:K08307	ese:ECSF_0221
ko:K03271	ese:ECSF_0229
ko:K02400	ese:ECSF_0235
ko:K02557	ese:ECSF_0234
ko:K02346	ese:ECSF_0236
ko:K11606	ese:ECSF_1097
ko:K11605	ese:ECSF_1098
ko:K03608	ese:ECSF_1119
ko:K03609	ese:ECSF_1120
ko:K03610	ese:ECSF_1121
ko:K09902	ese:ECSF_1124
ko:K09160	ese:ECSF_1126
ko:K11139	ese:ECSF_1127
ko:K03611	ese:ECSF_1130
ko:K03314	ese:ECSF_1131
ko:K03603	ese:ECSF_1132
ko:K00285	ese:ECSF_1134
ko:K01775	ese:ECSF_1135
ko:K08308	ese:ECSF_1138
ko:K03813	ese:ECSF_1142
ko:K02013	ese:ECSF_1144
ko:K02015	ese:ECSF_1145
ko:K02016	ese:ECSF_1146
ko:K01194	ese:ECSF_1147
ko:K05881	ese:ECSF_1148
ko:K05879	ese:ECSF_1149
ko:K05878	ese:ECSF_1150
ko:K02478	ese:ECSF_2008
ko:K05846	ese:ECSF_2010
ko:K05847	ese:ECSF_2011
ko:K05846	ese:ECSF_2012
ko:K05845	ese:ECSF_2013
ko:K05349	ese:ECSF_2015
ko:K03777	ese:ECSF_2016
ko:K07262	ese:ECSF_2017
ko:K05541	ese:ECSF_2022
ko:K10542	ese:ECSF_2031
ko:K02529	ese:ECSF_2033
ko:K07148	ese:ECSF_2034
ko:K01495	ese:ECSF_2035
ko:K01070	ese:ECSF_2036
ko:K16089	ese:ECSF_2037
ko:K11733	ese:ECSF_2038
ko:K01151	ese:ECSF_2041
ko:K10213	ese:ECSF_2043
ko:K16326	ese:ECSF_2044
ko:K16324	ese:ECSF_2045
ko:K02769	ese:ECSF_2048
ko:K02770	ese:ECSF_2048
ko:K02768	ese:ECSF_2050
ko:K11183	ese:ECSF_2050
ko:K03291	ese:ECSF_2051
ko:K06940	ese:ECSF_2052
ko:K02356	ese:ECSF_2053
ko:K13694	ese:ECSF_2057
ko:K13893	ese:ECSF_2059
ko:K13894	ese:ECSF_2060
ko:K06153	ese:ECSF_2901
ko:K01633	ese:ECSF_2902
ko:K08591	ese:ECSF_2903
ko:K03780	ese:ECSF_2906
ko:K11106	ese:ECSF_2907
ko:K02970	ese:ECSF_2909
ko:K03086	ese:ECSF_2911
ko:K07229	ese:ECSF_2913
ko:K06878	ese:ECSF_2917
ko:K12113	ese:ECSF_2918
ko:K12111	ese:ECSF_2919
ko:K12112	ese:ECSF_2920
ko:K03931	ese:ECSF_2923
ko:K11391	ese:ECSF_2927
ko:K07043	ese:ECSF_2928
ko:K07862	ese:ECSF_2932
ko:K01685	ese:ECSF_2934
ko:K01812	ese:ECSF_2935
ko:K08191	ese:ECSF_2936
ko:K15977	ese:ECSF_2944
ko:K06911	ese:ECSF_2948
ko:K01752	ese:ECSF_2952
ko:K00656	ese:ECSF_2954
ko:K03838	ese:ECSF_2956
ko:K01754	ese:ECSF_2957
ko:K07592	ese:ECSF_2958
ko:K03591	ese:ECSF_3793
ko:K04066	ese:ECSF_3795
ko:K02909	ese:ECSF_3796
ko:K03764	ese:ECSF_3798
ko:K12525	ese:ECSF_3800
ko:K00297	ese:ECSF_3803
ko:K03782	ese:ECSF_3804
ko:K09974	ese:ECSF_3806
ko:K00005	ese:ECSF_3807
ko:K08483	ese:ECSF_3809
ko:K11189	ese:ECSF_3809
ko:K11201	ese:ECSF_3809
ko:K11203	ese:ECSF_3810
ko:K11202	ese:ECSF_3811
ko:K00656	ese:ECSF_3812
ko:K04069	ese:ECSF_3813
ko:K11202	ese:ECSF_3814
ko:K01595	ese:ECSF_3817
ko:K01438	ese:ECSF_3818
ko:K00145	ese:ECSF_3819
ko:K00930	ese:ECSF_3820
ko:K01755	ese:ECSF_3821
ko:K04761	ese:ECSF_3822
ko:K00322	ese:ECSF_3823
ko:K16092	ese:ECSF_3829
ko:K01776	ese:ECSF_3830
ko:K00075	ese:ECSF_3831
ko:K03524	ese:ECSF_3832
ko:K02358	ese:ECSF_3834
ko:K03073	ese:ECSF_3835
ko:K02601	ese:ECSF_3836
ko:K02867	ese:ECSF_3837
ko:K02863	ese:ECSF_3838
ko:K02864	ese:ECSF_3839
ko:K04781	ese:ECSF_1825
ko:K07279	ese:ECSF_2114
ko:K03779	ese:ECSF_2905
ko:K07358	ese:ECSF_4254
ko:K16923	ese:ECSF_2721
ko:K14229	ese:ECSF_tRNA07
ko:K14229	ese:ECSF_tRNA09
ko:K14229	ese:ECSF_tRNA13
ko:K14229	ese:ECSF_tRNA12
ko:K14229	ese:ECSF_tRNA11
ko:K14229	ese:ECSF_tRNA23
ko:K14220	ese:ECSF_tRNA16
ko:K14220	ese:ECSF_tRNA17
ko:K14220	ese:ECSF_tRNA67
ko:K14220	ese:ECSF_tRNA68
ko:K14219	ese:ECSF_tRNA19
ko:K09477	ese:ECSF_0552
ko:K01420	ese:ECSF_1315
ko:K14231	ese:ECSF_tRNA27
ko:K14231	ese:ECSF_tRNA51
ko:K14228	ese:ECSF_tRNA56
ko:K14236	ese:ECSF_tRNA40
ko:K14236	ese:ECSF_tRNA73
ko:K14236	ese:ECSF_tRNA74
ko:K14234	ese:ECSF_tRNA42
ko:K14234	ese:ECSF_tRNA05
ko:K14228	ese:ECSF_tRNA79
ko:K14218	ese:ECSF_tRNA65
ko:K14218	ese:ECSF_tRNA66
ko:K14232	ese:ECSF_tRNA35
ko:K14235	ese:ECSF_tRNA31
ko:K03559	ese:ECSF_2834
ko:K14227	ese:ECSF_tRNA01
ko:K14227	ese:ECSF_tRNA53
ko:K14227	ese:ECSF_tRNA37
ko:K14225	ese:ECSF_tRNA41
ko:K08302	ese:ECSF_3086
ko:K00040	ese:ECSF_4264
ko:K08302	ese:ECSF_2975
ko:K00265	ese:ECSF_3044
ko:K00821	ese:ECSF_3186
ko:K00951	ese:ECSF_2575
ko:K03604	ese:ECSF_1520
ko:K12524	ese:ECSF_0002
ko:K00872	ese:ECSF_0003
ko:K01733	ese:ECSF_0004
ko:K09861	ese:ECSF_0006
ko:K03310	ese:ECSF_0007
ko:K15738	ese:ECSF_0863
ko:K03808	ese:ECSF_0864
ko:K06192	ese:ECSF_0865
ko:K09857	ese:ECSF_0866
ko:K03812	ese:ECSF_0867
ko:K01716	ese:ECSF_0868
ko:K04770	ese:ECSF_0869
ko:K09911	ese:ECSF_0870
ko:K03658	ese:ECSF_0876
ko:K01734	ese:ECSF_0877
ko:K06929	ese:ECSF_0879
ko:K11940	ese:ECSF_0880
ko:K06969	ese:ECSF_0881
ko:K01512	ese:ECSF_0882
ko:K03620	ese:ECSF_0888
ko:K03619	ese:ECSF_0890
ko:K03618	ese:ECSF_0891
ko:K00425	ese:ECSF_0892
ko:K00426	ese:ECSF_0893
ko:K01093	ese:ECSF_0894
ko:K03704	ese:ECSF_0895
ko:K03704	ese:ECSF_0896
ko:K07647	ese:ECSF_0900
ko:K11930	ese:ECSF_0901
ko:K03532	ese:ECSF_0903
ko:K07811	ese:ECSF_0904
ko:K03533	ese:ECSF_0905
ko:K05516	ese:ECSF_0907
ko:K01085	ese:ECSF_0908
ko:K03809	ese:ECSF_0910
ko:K09016	ese:ECSF_0912
ko:K09024	ese:ECSF_0913
ko:K09019	ese:ECSF_0914
ko:K09023	ese:ECSF_0915
ko:K09021	ese:ECSF_0916
ko:K09018	ese:ECSF_0918
ko:K13821	ese:ECSF_0920
ko:K07112	ese:ECSF_1782
ko:K02408	ese:ECSF_1789
ko:K02409	ese:ECSF_1790
ko:K02410	ese:ECSF_1791
ko:K02411	ese:ECSF_1792
ko:K02412	ese:ECSF_1793
ko:K02413	ese:ECSF_1794
ko:K02415	ese:ECSF_1796
ko:K02416	ese:ECSF_1797
ko:K02417	ese:ECSF_1798
ko:K02418	ese:ECSF_1799
ko:K02419	ese:ECSF_1800
ko:K02420	ese:ECSF_1801
ko:K02421	ese:ECSF_1802
ko:K07781	ese:ECSF_1803
ko:K07026	ese:ECSF_1806
ko:K09781	ese:ECSF_1809
ko:K07458	ese:ECSF_1811
ko:K06950	ese:ECSF_1813
ko:K05523	ese:ECSF_1816
ko:K07127	ese:ECSF_1819
ko:K09933	ese:ECSF_1823
ko:K05373	ese:ECSF_1826
ko:K05372	ese:ECSF_1829
ko:K04786	ese:ECSF_1831
ko:K04785	ese:ECSF_1832
ko:K05374	ese:ECSF_1833
ko:K04783	ese:ECSF_1834
ko:K15721	ese:ECSF_1835
ko:K07402	ese:ECSF_2671
ko:K07141	ese:ECSF_2673
ko:K12527	ese:ECSF_2674
ko:K12529	ese:ECSF_2676
ko:K12528	ese:ECSF_2677
ko:K16346	ese:ECSF_2678
ko:K06901	ese:ECSF_2680
ko:K04567	ese:ECSF_2685
ko:K02836	ese:ECSF_2686
ko:K07462	ese:ECSF_2687
ko:K03981	ese:ECSF_2688
ko:K03840	ese:ECSF_2690
ko:K09159	ese:ECSF_2692
ko:K06980	ese:ECSF_2693
ko:K11068	ese:ECSF_2694
ko:K09900	ese:ECSF_2695
ko:K01223	ese:ECSF_2696
ko:K00281	ese:ECSF_2697
ko:K02437	ese:ECSF_2698
ko:K00605	ese:ECSF_2699
ko:K03185	ese:ECSF_2701
ko:K09895	ese:ECSF_2703
ko:K09888	ese:ECSF_2704
ko:K01807	ese:ECSF_2707
ko:K05596	ese:ECSF_2709
ko:K09807	ese:ECSF_2714
ko:K06895	ese:ECSF_2715
ko:K01624	ese:ECSF_2717
ko:K00927	ese:ECSF_2718
ko:K03472	ese:ECSF_2719
ko:K07160	ese:ECSF_0641
ko:K01685	ese:ECSF_0649
ko:K01647	ese:ECSF_0653
ko:K00242	ese:ECSF_0655
ko:K00239	ese:ECSF_0656
ko:K00240	ese:ECSF_0657
ko:K00164	ese:ECSF_0658
ko:K00658	ese:ECSF_0659
ko:K01903	ese:ECSF_0660
ko:K01902	ese:ECSF_0661
ko:K11922	ese:ECSF_0662
ko:K11198	ese:ECSF_0663
ko:K11199	ese:ECSF_0663
ko:K11200	ese:ECSF_0663
ko:K00425	ese:ECSF_0666
ko:K00426	ese:ECSF_0667
ko:K07107	ese:ECSF_0669
ko:K03562	ese:ECSF_0670
ko:K03641	ese:ECSF_0673
ko:K03640	ese:ECSF_0674
ko:K03517	ese:ECSF_0676
ko:K03811	ese:ECSF_0677
ko:K16264	ese:ECSF_0678
ko:K01626	ese:ECSF_0680
ko:K00849	ese:ECSF_0683
ko:K00965	ese:ECSF_0684
ko:K05776	ese:ECSF_0686
ko:K02019	ese:ECSF_0687
ko:K02020	ese:ECSF_0689
ko:K02018	ese:ECSF_0690
ko:K00313	ese:ECSF_1559
ko:K12507	ese:ECSF_1561
ko:K09773	ese:ECSF_1564
ko:K01626	ese:ECSF_1565
ko:K06074	ese:ECSF_1570
ko:K00432	ese:ECSF_1571
ko:K06073	ese:ECSF_1572
ko:K04764	ese:ECSF_1573
ko:K01890	ese:ECSF_1574
ko:K01889	ese:ECSF_1575
ko:K02887	ese:ECSF_1576
ko:K02916	ese:ECSF_1577
ko:K02520	ese:ECSF_1578
ko:K01868	ese:ECSF_1579
ko:K07038	ese:ECSF_1590
ko:K06956	ese:ECSF_1591
ko:K15722	ese:ECSF_1592
ko:K03781	ese:ECSF_1593
ko:K03490	ese:ECSF_1596
ko:K02759	ese:ECSF_1597
ko:K02761	ese:ECSF_1598
ko:K02760	ese:ECSF_1599
ko:K04064	ese:ECSF_1600
ko:K05984	ese:ECSF_1602
ko:K09975	ese:ECSF_1603
ko:K05526	ese:ECSF_1605
ko:K01484	ese:ECSF_1606
ko:K06447	ese:ECSF_1607
ko:K00673	ese:ECSF_1608
ko:K00840	ese:ECSF_1609
ko:K01142	ese:ECSF_1610
ko:K03106	ese:ECSF_2446
ko:K03687	ese:ECSF_2449
ko:K00858	ese:ECSF_2450
ko:K03631	ese:ECSF_2451
ko:K06186	ese:ECSF_2452
ko:K09801	ese:ECSF_2453
ko:K03664	ese:ECSF_2455
ko:K15737	ese:ECSF_2456
ko:K15736	ese:ECSF_2457
ko:K11735	ese:ECSF_2460
ko:K15735	ese:ECSF_2461
ko:K02000	ese:ECSF_2474
ko:K02001	ese:ECSF_2475
ko:K02002	ese:ECSF_2476
ko:K15974	ese:ECSF_2480
