ko:K07062	xct:J151_04498
ko:K07277	xct:J151_01559
ko:K11749	xct:J151_01560
ko:K00099	xct:J151_01561
ko:K00981	xct:J151_01562
ko:K00806	xct:J151_01563
ko:K02838	xct:J151_01564
ko:K09903	xct:J151_01565
ko:K02357	xct:J151_01567
ko:K02967	xct:J151_01568
ko:K07346	xct:J151_01569
ko:K07347	xct:J151_01572
ko:K07346	xct:J151_01573
ko:K01265	xct:J151_01575
ko:K00990	xct:J151_01576
ko:K00674	xct:J151_01577
ko:K03630	xct:J151_02337
ko:K07733	xct:J151_02338
ko:K02014	xct:J151_02345
ko:K03088	xct:J151_02352
ko:K07165	xct:J151_02353
ko:K11003	xct:J151_02363
ko:K11004	xct:J151_02364
ko:K07733	xct:J151_02365
ko:K12055	xct:J151_02366
ko:K03111	xct:J151_02373
ko:K03169	xct:J151_02374
ko:K11939	xct:J151_02390
ko:K00355	xct:J151_02393
ko:K00790	xct:J151_03150
ko:K06041	xct:J151_03152
ko:K03270	xct:J151_03153
ko:K11719	xct:J151_03154
ko:K09774	xct:J151_03155
ko:K02313	xct:J151_00113
ko:K02338	xct:J151_00114
ko:K03629	xct:J151_00115
ko:K02470	xct:J151_00117
ko:K07052	xct:J151_00118
ko:K03832	xct:J151_00121
ko:K03561	xct:J151_00122
ko:K03559	xct:J151_00123
ko:K03559	xct:J151_00124
ko:K03474	xct:J151_00125
ko:K06131	xct:J151_00127
ko:K06076	xct:J151_00132
ko:K00058	xct:J151_00135
ko:K03797	xct:J151_00136
ko:K13979	xct:J151_00144
ko:K00266	xct:J151_00145
ko:K00265	xct:J151_00146
ko:K01434	xct:J151_00150
ko:K12994	xct:J151_00153
ko:K12995	xct:J151_00154
ko:K03606	xct:J151_00155
ko:K01791	xct:J151_00156
ko:K05946	xct:J151_00158
ko:K01953	xct:J151_00163
ko:K02031	xct:J151_00987
ko:K02032	xct:J151_00987
ko:K01525	xct:J151_00988
ko:K06195	xct:J151_00989
ko:K02528	xct:J151_00990
ko:K00097	xct:J151_00991
ko:K03771	xct:J151_00992
ko:K06861	xct:J151_03156
ko:K03092	xct:J151_03157
ko:K05808	xct:J151_03158
ko:K02806	xct:J151_03159
ko:K06023	xct:J151_03160
ko:K06958	xct:J151_03161
ko:K02821	xct:J151_03162
ko:K11189	xct:J151_03163
ko:K08483	xct:J151_03164
ko:K06213	xct:J151_03165
ko:K00426	xct:J151_03167
ko:K00425	xct:J151_03168
ko:K01273	xct:J151_03169
ko:K01728	xct:J151_03171
ko:K18457	xct:J151_03172
ko:K07782	xct:J151_03173
ko:K14266	xct:J151_03180
ko:K13639	xct:J151_03185
ko:K08989	xct:J151_03190
ko:K10716	xct:J151_03192
ko:K09980	xct:J151_03194
ko:K00275	xct:J151_03195
ko:K00891	xct:J151_03196
ko:K01735	xct:J151_03197
ko:K01599	xct:J151_03199
ko:K01118	xct:J151_03952
ko:K01265	xct:J151_03961
ko:K03086	xct:J151_03966
ko:K07560	xct:J151_03967
ko:K02517	xct:J151_03968
ko:K03823	xct:J151_03969
ko:K01497	xct:J151_03970
ko:K09167	xct:J151_03971
ko:K08981	xct:J151_03972
ko:K02847	xct:J151_03975
ko:K03500	xct:J151_03977
ko:K00604	xct:J151_03978
ko:K01462	xct:J151_03979
ko:K04096	xct:J151_03981
ko:K03747	xct:J151_03982
ko:K03168	xct:J151_03985
ko:K07566	xct:J151_03986
ko:K08081	xct:J151_03989
ko:K04773	xct:J151_03991
ko:K03327	xct:J151_03992
ko:K04066	xct:J151_03996
ko:K03885	xct:J151_04000
ko:K03089	xct:J151_04002
ko:K03648	xct:J151_04003
ko:K04744	xct:J151_00993
ko:K00798	xct:J151_00997
ko:K03185	xct:J151_00999
ko:K03184	xct:J151_01000
ko:K11475	xct:J151_01004
ko:K04101	xct:J151_01005
ko:K04100	xct:J151_01006
ko:K02623	xct:J151_01007
ko:K00666	xct:J151_01008
ko:K18383	xct:J151_01010
ko:K06968	xct:J151_01016
ko:K01886	xct:J151_01020
ko:K07304	xct:J151_01027
ko:K00616	xct:J151_01029
ko:K06140	xct:J151_01030
ko:K04761	xct:J151_01031
ko:K03387	xct:J151_01032
ko:K03386	xct:J151_01033
ko:K02493	xct:J151_01034
ko:K01259	xct:J151_01035
ko:K17247	xct:J151_01799
ko:K00831	xct:J151_01801
ko:K14170	xct:J151_01802
ko:K00800	xct:J151_01803
ko:K03832	xct:J151_01804
ko:K01875	xct:J151_01806
ko:K01118	xct:J151_01807
ko:K08482	xct:J151_01824
ko:K02200	xct:J151_01827
ko:K02199	xct:J151_01828
ko:K02198	xct:J151_01829
ko:K02197	xct:J151_01830
ko:K02196	xct:J151_01831
ko:K02195	xct:J151_01832
ko:K03088	xct:J151_01835
ko:K08738	xct:J151_01838
ko:K12262	xct:J151_01840
ko:K06915	xct:J151_02619
ko:K03408	xct:J151_02623
ko:K03406	xct:J151_02624
ko:K03652	xct:J151_02625
ko:K03724	xct:J151_02626
ko:K03600	xct:J151_02629
ko:K03599	xct:J151_02630
ko:K00413	xct:J151_02631
ko:K00412	xct:J151_02632
ko:K00411	xct:J151_02633
ko:K00799	xct:J151_02636
ko:K06168	xct:J151_02637
ko:K07042	xct:J151_02640
ko:K06189	xct:J151_02642
ko:K03284	xct:J151_02644
ko:K00135	xct:J151_02645
ko:K11074	xct:J151_02646
ko:K11075	xct:J151_02647
ko:K11076	xct:J151_02648
ko:K03446	xct:J151_02650
ko:K03543	xct:J151_02651
ko:K11073	xct:J151_02652
ko:K12256	xct:J151_02653
ko:K01915	xct:J151_02654
ko:K07010	xct:J151_02655
ko:K01915	xct:J151_02656
ko:K09471	xct:J151_02657
ko:K02379	xct:J151_02663
ko:K00822	xct:J151_02665
ko:K01902	xct:J151_03421
ko:K01903	xct:J151_03422
ko:K02668	xct:J151_03423
ko:K02667	xct:J151_03424
ko:K02652	xct:J151_03428
ko:K02653	xct:J151_03431
ko:K02654	xct:J151_03432
ko:K00859	xct:J151_03433
ko:K05844	xct:J151_03441
ko:K03630	xct:J151_03455
ko:K03406	xct:J151_03458
ko:K03413	xct:J151_03461
ko:K14266	xct:J151_04227
ko:K03832	xct:J151_04228
ko:K09696	xct:J151_04229
ko:K09697	xct:J151_04230
ko:K07729	xct:J151_04232
ko:K01198	xct:J151_04234
ko:K02014	xct:J151_04238
ko:K13633	xct:J151_04240
ko:K01990	xct:J151_04242
ko:K01992	xct:J151_04243
ko:K00077	xct:J151_04246
ko:K03671	xct:J151_04250
ko:K09799	xct:J151_04254
ko:K06213	xct:J151_04256
ko:K01674	xct:J151_04257
ko:K11747	xct:J151_04258
ko:K00036	xct:J151_04259
ko:K09902	xct:J151_04263
ko:K00647	xct:J151_04264
ko:K00059	xct:J151_04269
ko:K06983	xct:J151_00717
ko:K01713	xct:J151_00719
ko:K11737	xct:J151_00722
ko:K03284	xct:J151_00724
ko:K01194	xct:J151_00726
ko:K05522	xct:J151_00728
ko:K03321	xct:J151_00736
ko:K03669	xct:J151_00740
ko:K06999	xct:J151_00741
ko:K08082	xct:J151_00742
ko:K08083	xct:J151_00743
ko:K01749	xct:J151_00744
ko:K07283	xct:J151_00745
ko:K03098	xct:J151_00747
ko:K01322	xct:J151_00749
ko:K01354	xct:J151_00752
ko:K09790	xct:J151_00753
ko:K01778	xct:J151_00755
ko:K09921	xct:J151_00756
ko:K03733	xct:J151_00757
ko:K01419	xct:J151_00758
ko:K03667	xct:J151_00759
ko:K01485	xct:J151_00760
ko:K02348	xct:J151_00761
ko:K03183	xct:J151_00764
ko:K01439	xct:J151_01579
ko:K01953	xct:J151_01580
ko:K02014	xct:J151_01582
ko:K01434	xct:J151_01584
ko:K03594	xct:J151_01585
ko:K00569	xct:J151_01586
ko:K02621	xct:J151_01588
ko:K03543	xct:J151_01592
ko:K03446	xct:J151_01593
ko:K05349	xct:J151_01595
ko:K03305	xct:J151_01597
ko:K06975	xct:J151_01600
ko:K15974	xct:J151_01602
ko:K01284	xct:J151_01603
ko:K00432	xct:J151_01604
ko:K00528	xct:J151_01605
ko:K06147	xct:J151_01606
ko:K01676	xct:J151_01607
ko:K00799	xct:J151_01608
ko:K01673	xct:J151_01609
ko:K01058	xct:J151_01610
ko:K09793	xct:J151_01611
ko:K03704	xct:J151_01612
ko:K06077	xct:J151_01613
ko:K03424	xct:J151_01616
ko:K00252	xct:J151_01619
ko:K00799	xct:J151_01621
ko:K01953	xct:J151_01622
ko:K01669	xct:J151_01625
ko:K00799	xct:J151_02394
ko:K03449	xct:J151_02398
ko:K03658	xct:J151_02430
ko:K03630	xct:J151_02451
ko:K12262	xct:J151_03219
ko:K01752	xct:J151_03222
ko:K00003	xct:J151_03224
ko:K01739	xct:J151_03225
ko:K00641	xct:J151_03226
ko:K02837	xct:J151_03229
ko:K11068	xct:J151_03230
ko:K07290	xct:J151_03231
ko:K03814	xct:J151_03234
ko:K04083	xct:J151_03235
ko:K02014	xct:J151_03237
ko:K06445	xct:J151_03241
ko:K08987	xct:J151_03242
ko:K03301	xct:J151_03243
ko:K01467	xct:J151_03244
ko:K02437	xct:J151_03246
ko:K00605	xct:J151_03247
ko:K07340	xct:J151_03248
ko:K09771	xct:J151_03250
ko:K04765	xct:J151_03251
ko:K01082	xct:J151_03252
ko:K08312	xct:J151_03253
ko:K00833	xct:J151_03254
ko:K09761	xct:J151_03255
ko:K09811	xct:J151_04005
ko:K09812	xct:J151_04006
ko:K03732	xct:J151_04007
ko:K03671	xct:J151_04008
ko:K03628	xct:J151_04009
ko:K00906	xct:J151_04010
ko:K00031	xct:J151_04013
ko:K07012	xct:J151_04015
ko:K15342	xct:J151_04021
ko:K06879	xct:J151_04025
ko:K07799	xct:J151_04027
ko:K07788	xct:J151_04028
ko:K07789	xct:J151_04029
ko:K07025	xct:J151_04033
ko:K08641	xct:J151_04038
ko:K05349	xct:J151_04048
ko:K01633	xct:J151_04049
ko:K01409	xct:J151_04050
ko:K02970	xct:J151_04051
ko:K09117	xct:J151_04052
ko:K07058	xct:J151_04053
ko:K14347	xct:J151_04055
ko:K07497	xct:J151_01655
ko:K07497	xct:J151_02596
ko:K07497	xct:J151_01654
ko:K07497	xct:J151_02597
ko:K19048	xct:J151_02071
ko:K18373	xct:J151_00530
ko:K19048	xct:J151_03435
ko:K19048	xct:J151_03046
ko:K02664	xct:J151_03567
ko:K07497	xct:J151_02259
ko:K07497	xct:J151_00005
ko:K07497	xct:J151_00055
ko:K07497	xct:J151_02543
ko:K07497	xct:J151_00004
ko:K07497	xct:J151_00056
ko:K07497	xct:J151_02260
ko:K07497	xct:J151_03074
ko:K07497	xct:J151_03467
ko:K07497	xct:J151_03944
ko:K07497	xct:J151_04123
ko:K18321	xct:J151_00446
ko:K18322	xct:J151_00447
ko:K07746	xct:J151_01274
ko:K01977	xct:J151_04075
ko:K01977	xct:J151_04473
ko:K07326	xct:J151_01970
ko:K16011	xct:J151_03765
ko:K19119	xct:J151_04016
ko:K13664	xct:J151_02761
ko:K13656	xct:J151_02764
ko:K13661	xct:J151_02765
ko:K19092	xct:J151_01275
ko:K09951	xct:J151_04022
ko:K09065	xct:J151_02525
ko:K01263	xct:J151_03502
ko:K01139	xct:J151_03578
ko:K01271	xct:J151_03588
ko:K13657	xct:J151_02760
ko:K00130	xct:J151_00841
ko:K02487	xct:J151_02418
ko:K01239	xct:J151_03575
ko:K00571	xct:J151_02825
ko:K00001	xct:J151_03008
ko:K00020	xct:J151_01460
ko:K06893	xct:J151_03664
ko:K19163	xct:J151_00893
ko:K01710	xct:J151_03770
ko:K18323	xct:J151_00448
ko:K13658	xct:J151_02759
ko:K19117	xct:J151_04017
ko:K13665	xct:J151_02756
ko:K13663	xct:J151_02762
ko:K13662	xct:J151_02763
ko:K13660	xct:J151_02755
ko:K13659	xct:J151_02757
ko:K01457	xct:J151_04510
ko:K19118	xct:J151_04019
ko:K01978	xct:J151_00892
ko:K19168	xct:J151_02240
ko:K00433	xct:J151_02194
ko:K19164	xct:J151_00894
ko:K05886	xct:J151_04098
ko:K01014	xct:J151_00928
ko:K19221	xct:J151_03374
ko:K00336	xct:J151_02878
ko:K06954	xct:J151_01524
ko:K01802	xct:J151_01737
ko:K06148	xct:J151_01858
ko:K07497	xct:J151_03408
ko:K07497	xct:J151_01814
ko:K07497	xct:J151_03437
ko:K07497	xct:J151_00206
ko:K07497	xct:J151_03504
ko:K07497	xct:J151_00270
ko:K07497	xct:J151_01179
ko:K07497	xct:J151_02787
ko:K07497	xct:J151_02788
ko:K07497	xct:J151_02817
ko:K07497	xct:J151_04390
ko:K07497	xct:J151_01204
ko:K07497	xct:J151_01238
ko:K07497	xct:J151_02028
ko:K07497	xct:J151_02845
ko:K07497	xct:J151_02077
ko:K07497	xct:J151_02081
ko:K07497	xct:J151_03690
ko:K07497	xct:J151_04506
ko:K07497	xct:J151_00463
ko:K07497	xct:J151_00093
ko:K07497	xct:J151_02261
ko:K07497	xct:J151_00105
ko:K07497	xct:J151_00106
ko:K07497	xct:J151_02292
ko:K07497	xct:J151_02333
ko:K07497	xct:J151_00699
ko:K07497	xct:J151_02389
ko:K19265	xct:J151_03383
ko:K00839	xct:J151_00419
ko:K00118	xct:J151_01015
ko:K19335	xct:J151_01297
ko:K03722	xct:J151_04209
ko:K03722	xct:J151_03290
ko:K18240	xct:J151_04282
ko:K01066	xct:J151_00497
ko:K19267	xct:J151_00458
ko:K00035	xct:J151_00922
ko:K19302	xct:J151_01956
ko:K00324	xct:J151_01045
ko:K04771	xct:J151_01465
ko:K08646	xct:J151_02945
ko:K19302	xct:J151_01164
ko:K19336	xct:J151_01296
ko:K06867	xct:J151_04207
ko:K06867	xct:J151_04262
ko:K18379	xct:J151_00523
ko:K00632	xct:J151_02171
ko:K11894	xct:J151_04301
ko:K19577	xct:J151_01508
ko:K19577	xct:J151_03019
ko:K01768	xct:J151_01474
ko:K02650	xct:J151_03430
ko:K00683	xct:J151_02493
ko:K03328	xct:J151_01846
ko:K18377	xct:J151_00540
ko:K18375	xct:J151_00520
ko:K18380	xct:J151_00519
ko:K02479	xct:J151_02327
ko:K18378	xct:J151_00539
ko:K19586	xct:J151_01631
ko:K19585	xct:J151_01632
ko:K07483	xct:J151_02603
ko:K07216	xct:J151_02659
ko:K03406	xct:J151_02055
ko:K03406	xct:J151_03635
ko:K09690	xct:J151_03787
ko:K02483	xct:J151_04154
ko:K03328	xct:J151_02758
ko:K00799	xct:J151_01021
ko:K07011	xct:J151_03712
ko:K02650	xct:J151_03429
ko:K02650	xct:J151_03983
ko:K01184	xct:J151_02546
ko:K01090	xct:J151_04296
ko:K06977	xct:J151_01368
ko:K02021	xct:J151_01680
ko:K00992	xct:J151_03140
ko:K12960	xct:J151_02550
ko:K19696	xct:J151_01480
ko:K22292	xct:J151_02548
ko:K01983	xct:J151_01235
ko:K00799	xct:J151_03997
ko:K06132	xct:J151_03054
ko:K07119	xct:J151_00406
ko:K07147	xct:J151_01800
ko:K20938	xct:J151_00982
ko:K15777	xct:J151_03890
ko:K19784	xct:J151_01623
ko:K19804	xct:J151_02467
ko:K19802	xct:J151_04041
ko:K08992	xct:J151_02468
ko:K13775	xct:J151_03615
ko:K22003	xct:J151_03661
ko:K07274	xct:J151_02983
ko:K06884	xct:J151_02315
ko:K01434	xct:J151_01583
ko:K05770	xct:J151_01975
ko:K21420	xct:J151_01380
ko:K09796	xct:J151_01387
ko:K00020	xct:J151_02446
ko:K14225	xct:J151_01081
ko:K14225	xct:J151_02254
ko:K14225	xct:J151_02256
ko:K14234	xct:J151_01082
ko:K14228	xct:J151_01594
ko:K14228	xct:J151_01717
ko:K14228	xct:J151_02215
ko:K14228	xct:J151_02264
ko:K14228	xct:J151_02885
ko:K14237	xct:J151_01215
ko:K14237	xct:J151_01268
ko:K14233	xct:J151_01226
ko:K14233	xct:J151_01243
ko:K14233	xct:J151_01809
ko:K14233	xct:J151_01899
ko:K14218	xct:J151_02590
ko:K14218	xct:J151_04143
ko:K14231	xct:J151_02741
ko:K14220	xct:J151_02809
ko:K14230	xct:J151_02870
ko:K14230	xct:J151_03964
ko:K01985	xct:J151_04070
ko:K01985	xct:J151_04468
ko:K15035	xct:J151_01662
ko:K14219	xct:J151_00514
ko:K14219	xct:J151_01176
ko:K14219	xct:J151_01904
ko:K14219	xct:J151_01905
ko:K14219	xct:J151_01965
ko:K14223	xct:J151_00612
ko:K14223	xct:J151_01075
ko:K14230	xct:J151_00613
ko:K14225	xct:J151_03483
ko:K14224	xct:J151_01939
ko:K14224	xct:J151_02217
ko:K14224	xct:J151_02219
ko:K14218	xct:J151_02218
ko:K14218	xct:J151_02220
ko:K14218	xct:J151_04074
ko:K14218	xct:J151_04472
ko:K14222	xct:J151_02255
ko:K01980	xct:J151_04071
ko:K01980	xct:J151_04469
ko:K14227	xct:J151_04073
ko:K14227	xct:J151_04471
ko:K14234	xct:J151_01399
ko:K14235	xct:J151_01084
ko:K14232	xct:J151_01175
ko:K14232	xct:J151_02512
ko:K14232	xct:J151_02767
ko:K14226	xct:J151_01177
ko:K14229	xct:J151_01206
ko:K14229	xct:J151_03319
ko:K14228	xct:J151_01209
ko:K14237	xct:J151_02807
ko:K14221	xct:J151_01216
ko:K14221	xct:J151_01217
ko:K14234	xct:J151_04194
ko:K14236	xct:J151_01080
ko:K00507	xct:J151_00296
ko:K00507	xct:J151_01525
ko:K20444	xct:J151_03293
ko:K20444	xct:J151_03784
ko:K20444	xct:J151_03783
ko:K20455	xct:J151_01273
ko:K20429	xct:J151_02123
ko:K20444	xct:J151_02113
ko:K20326	xct:J151_03711
ko:K20327	xct:J151_03710
ko:K20328	xct:J151_03709
ko:K20542	xct:J151_03701
ko:K20541	xct:J151_03702
ko:K20543	xct:J151_03700
ko:K01179	xct:J151_02699
ko:K03200	xct:J151_02795
ko:K03198	xct:J151_02797
ko:K03197	xct:J151_02798
ko:K03200	xct:J151_00087
ko:K03198	xct:J151_00089
ko:K03197	xct:J151_00090
ko:K20534	xct:J151_03233
ko:K22132	xct:J151_01615
ko:K01179	xct:J151_00143
ko:K03199	xct:J151_02796
ko:K01179	xct:J151_00467
ko:K03199	xct:J151_00088
ko:K01179	xct:J151_00735
ko:K03195	xct:J151_02801
ko:K03195	xct:J151_00081
ko:K01179	xct:J151_00141
ko:K01179	xct:J151_00142
ko:K20755	xct:J151_03013
ko:K20755	xct:J151_03016
ko:K01214	xct:J151_03442
ko:K01214	xct:J151_00554
ko:K20866	xct:J151_03612
ko:K11937	xct:J151_01966
ko:K21071	xct:J151_03622
ko:K21061	xct:J151_02730
ko:K21062	xct:J151_02727
ko:K21023	xct:J151_02095
ko:K13877	xct:J151_02726
ko:K00821	xct:J151_03613
ko:K21025	xct:J151_02570
ko:K08968	xct:J151_03803
ko:K12658	xct:J151_02731
ko:K00526	xct:J151_04252
ko:K00560	xct:J151_00969
ko:K00287	xct:J151_00971
ko:K06919	xct:J151_01816
ko:K06217	xct:J151_02638
ko:K03553	xct:J151_01895
ko:K05889	xct:J151_04381
ko:K03676	xct:J151_01171
ko:K01185	xct:J151_01194
ko:K03791	xct:J151_02835
ko:K00857	xct:J151_04463
ko:K03791	xct:J151_00589
ko:K10747	xct:J151_01485
ko:K07336	xct:J151_03127
ko:K00558	xct:J151_02375
ko:K02314	xct:J151_01624
ko:K02316	xct:J151_04054
ko:K13522	xct:J151_00794
ko:K03462	xct:J151_00795
ko:K01520	xct:J151_04092
ko:K02335	xct:J151_04289
ko:K02014	xct:J151_01149
ko:K00108	xct:J151_00840
ko:K00525	xct:J151_04253
ko:K02481	xct:J151_00343
ko:K07275	xct:J151_03539
ko:K03293	xct:J151_03170
ko:K21472	xct:J151_03113
ko:K21472	xct:J151_03552
ko:K02483	xct:J151_00853
ko:K21405	xct:J151_00775
ko:K01420	xct:J151_01981
ko:K21686	xct:J151_01455
ko:K01777	xct:J151_02395
ko:K21495	xct:J151_04497
ko:K21929	xct:J151_03888
ko:K03442	xct:J151_02199
ko:K22318	xct:J151_00352
ko:K22105	xct:J151_04139
ko:K13874	xct:J151_01918
ko:K03595	xct:J151_01470
ko:K08994	xct:J151_03618
ko:K22319	xct:J151_00354
ko:K01337	xct:J151_03177
ko:K17758	xct:J151_01311
ko:K02257	xct:J151_04057
ko:K22317	xct:J151_00350
ko:K22320	xct:J151_00356
ko:K13566	xct:J151_02494
ko:K22478	xct:J151_02521
ko:K22479	xct:J151_02520
ko:K00424	xct:J151_02511
ko:K22550	xct:J151_02729
ko:K22549	xct:J151_02728
