ko:K16238	kpv:KPNIH29_05445
ko:K05782	kpv:KPNIH29_14600
ko:K07506	kpv:KPNIH29_14605
ko:K16868	kpv:KPNIH29_14620
ko:K03304	kpv:KPNIH29_14625
ko:K03817	kpv:KPNIH29_14635
ko:K00055	kpv:KPNIH29_14645
ko:K03929	kpv:KPNIH29_14650
ko:K00449	kpv:KPNIH29_14660
ko:K00448	kpv:KPNIH29_14665
ko:K05358	kpv:KPNIH29_14675
ko:K00121	kpv:KPNIH29_14680
ko:K12262	kpv:KPNIH29_14690
ko:K15578	kpv:KPNIH29_16075
ko:K15577	kpv:KPNIH29_16080
ko:K06039	kpv:KPNIH29_16100
ko:K07232	kpv:KPNIH29_16110
ko:K07300	kpv:KPNIH29_16120
ko:K01627	kpv:KPNIH29_16125
ko:K02493	kpv:KPNIH29_16140
ko:K02835	kpv:KPNIH29_16145
ko:K02492	kpv:KPNIH29_16150
ko:K02494	kpv:KPNIH29_16155
ko:K00919	kpv:KPNIH29_16160
ko:K00948	kpv:KPNIH29_16165
ko:K03321	kpv:KPNIH29_16170
ko:K01056	kpv:KPNIH29_16185
ko:K06942	kpv:KPNIH29_16190
ko:K17213	kpv:KPNIH29_16200
ko:K11911	kpv:KPNIH29_16205
ko:K11905	kpv:KPNIH29_16210
ko:K11906	kpv:KPNIH29_16215
ko:K11895	kpv:KPNIH29_16220
ko:K11896	kpv:KPNIH29_16225
ko:K11891	kpv:KPNIH29_16230
ko:K11904	kpv:KPNIH29_16305
ko:K11892	kpv:KPNIH29_16315
ko:K11893	kpv:KPNIH29_16320
ko:K09912	kpv:KPNIH29_16335
ko:K06177	kpv:KPNIH29_16340
ko:K00854	kpv:KPNIH29_17975
ko:K00007	kpv:KPNIH29_17980
ko:K03435	kpv:KPNIH29_17990
ko:K00039	kpv:KPNIH29_17995
ko:K00941	kpv:KPNIH29_18015
ko:K00878	kpv:KPNIH29_18020
ko:K01486	kpv:KPNIH29_18040
ko:K06901	kpv:KPNIH29_18045
ko:K03593	kpv:KPNIH29_18065
ko:K01874	kpv:KPNIH29_18070
ko:K02477	kpv:KPNIH29_18080
ko:K02478	kpv:KPNIH29_18085
ko:K05846	kpv:KPNIH29_18095
ko:K05847	kpv:KPNIH29_18100
ko:K05846	kpv:KPNIH29_18105
ko:K05845	kpv:KPNIH29_18110
ko:K05349	kpv:KPNIH29_18115
ko:K03777	kpv:KPNIH29_18120
ko:K03823	kpv:KPNIH29_18125
ko:K07262	kpv:KPNIH29_18130
ko:K01223	kpv:KPNIH29_18155
ko:K02755	kpv:KPNIH29_18160
ko:K02756	kpv:KPNIH29_18160
ko:K02757	kpv:KPNIH29_18160
ko:K03488	kpv:KPNIH29_18165
ko:K07267	kpv:KPNIH29_18170
ko:K05541	kpv:KPNIH29_18175
ko:K06518	kpv:KPNIH29_18180
ko:K01489	kpv:KPNIH29_18190
ko:K03748	kpv:KPNIH29_18195
ko:K10541	kpv:KPNIH29_18200
ko:K10542	kpv:KPNIH29_18205
ko:K10540	kpv:KPNIH29_18210
ko:K02529	kpv:KPNIH29_18215
ko:K07148	kpv:KPNIH29_18220
ko:K03631	kpv:KPNIH29_20080
ko:K06186	kpv:KPNIH29_20090
ko:K09801	kpv:KPNIH29_20095
ko:K03664	kpv:KPNIH29_20105
ko:K03746	kpv:KPNIH29_20190
ko:K18900	kpv:KPNIH29_20265
ko:K05804	kpv:KPNIH29_20275
ko:K12255	kpv:KPNIH29_20300
ko:K02030	kpv:KPNIH29_20315
ko:K02028	kpv:KPNIH29_20320
ko:K02029	kpv:KPNIH29_20320
ko:K12972	kpv:KPNIH29_20330
ko:K01713	kpv:KPNIH29_20345
ko:K07345	kpv:KPNIH29_20355
ko:K01697	kpv:KPNIH29_22525
ko:K01758	kpv:KPNIH29_22530
ko:K01460	kpv:KPNIH29_22560
ko:K11209	kpv:KPNIH29_22575
ko:K01061	kpv:KPNIH29_22585
ko:K03559	kpv:KPNIH29_22605
ko:K03561	kpv:KPNIH29_22610
ko:K01760	kpv:KPNIH29_22620
ko:K08325	kpv:KPNIH29_22635
ko:K06221	kpv:KPNIH29_22640
ko:K00655	kpv:KPNIH29_22660
ko:K02621	kpv:KPNIH29_22665
ko:K13652	kpv:KPNIH29_22670
ko:K07666	kpv:KPNIH29_22680
ko:K07645	kpv:KPNIH29_22685
ko:K03923	kpv:KPNIH29_22690
ko:K02622	kpv:KPNIH29_22700
ko:K07000	kpv:KPNIH29_22705
ko:K03651	kpv:KPNIH29_22710
ko:K09920	kpv:KPNIH29_22715
ko:K01515	kpv:KPNIH29_22720
ko:K12340	kpv:KPNIH29_22725
ko:K07238	kpv:KPNIH29_22745
ko:K02858	kpv:KPNIH29_22750
ko:K09806	kpv:KPNIH29_22755
ko:K03272	kpv:KPNIH29_22770
ko:K00982	kpv:KPNIH29_22775
ko:K18446	kpv:KPNIH29_22780
ko:K00854	kpv:KPNIH29_25195
ko:K01805	kpv:KPNIH29_25200
ko:K10543	kpv:KPNIH29_25205
ko:K10545	kpv:KPNIH29_25210
ko:K10544	kpv:KPNIH29_25215
ko:K02529	kpv:KPNIH29_25220
ko:K03796	kpv:KPNIH29_25225
ko:K01176	kpv:KPNIH29_25230
ko:K00835	kpv:KPNIH29_25235
ko:K05796	kpv:KPNIH29_25240
ko:K03833	kpv:KPNIH29_25245
ko:K01042	kpv:KPNIH29_25250
ko:K02798	kpv:KPNIH29_25260
ko:K02799	kpv:KPNIH29_25260
ko:K02800	kpv:KPNIH29_25260
ko:K00009	kpv:KPNIH29_25265
ko:K02562	kpv:KPNIH29_25270
ko:K14762	kpv:KPNIH29_25280
ko:K00427	kpv:KPNIH29_25285
ko:K14348	kpv:KPNIH29_25290
ko:K00101	kpv:KPNIH29_25295
ko:K03216	kpv:KPNIH29_25300
ko:K00640	kpv:KPNIH29_25305
ko:K00057	kpv:KPNIH29_25310
ko:K03071	kpv:KPNIH29_25315
ko:K15633	kpv:KPNIH29_25330
ko:K09798	kpv:KPNIH29_25340
ko:K00060	kpv:KPNIH29_25350
ko:K00639	kpv:KPNIH29_25355
ko:K03637	kpv:KPNIH29_08430
ko:K07290	kpv:KPNIH29_24910
ko:K00874	kpv:KPNIH29_24920
ko:K11103	kpv:KPNIH29_24930
ko:K00694	kpv:KPNIH29_24960
ko:K12372	kpv:KPNIH29_25030
ko:K12371	kpv:KPNIH29_25035
ko:K12370	kpv:KPNIH29_25040
ko:K12369	kpv:KPNIH29_25045
ko:K12368	kpv:KPNIH29_25050
ko:K12975	kpv:KPNIH29_25070
ko:K08177	kpv:KPNIH29_25075
ko:K01246	kpv:KPNIH29_25085
ko:K03826	kpv:KPNIH29_25090
ko:K08351	kpv:KPNIH29_25095
ko:K02525	kpv:KPNIH29_25110
ko:K00874	kpv:KPNIH29_25120
ko:K00090	kpv:KPNIH29_25130
ko:K08195	kpv:KPNIH29_25140
ko:K07726	kpv:KPNIH29_25145
ko:K03704	kpv:KPNIH29_25150
ko:K18920	kpv:KPNIH29_25160
ko:K01879	kpv:KPNIH29_25165
ko:K01878	kpv:KPNIH29_25170
ko:K01804	kpv:KPNIH29_04120
ko:K00853	kpv:KPNIH29_04125
ko:K02099	kpv:KPNIH29_04135
ko:K02062	kpv:KPNIH29_04145
ko:K02063	kpv:KPNIH29_04150
ko:K02064	kpv:KPNIH29_04155
ko:K11925	kpv:KPNIH29_04160
ko:K03291	kpv:KPNIH29_04175
ko:K08194	kpv:KPNIH29_04180
ko:K03785	kpv:KPNIH29_04190
ko:K00014	kpv:KPNIH29_04200
ko:K01704	kpv:KPNIH29_04210
ko:K01703	kpv:KPNIH29_04215
ko:K00052	kpv:KPNIH29_04220
ko:K01649	kpv:KPNIH29_04225
ko:K05798	kpv:KPNIH29_04235
ko:K01652	kpv:KPNIH29_04240
ko:K01653	kpv:KPNIH29_04245
ko:K03435	kpv:KPNIH29_04250
ko:K03925	kpv:KPNIH29_04255
ko:K03438	kpv:KPNIH29_04260
ko:K03586	kpv:KPNIH29_04265
ko:K03587	kpv:KPNIH29_04270
ko:K01928	kpv:KPNIH29_04275
ko:K01929	kpv:KPNIH29_04280
ko:K01000	kpv:KPNIH29_04285
ko:K01925	kpv:KPNIH29_04290
ko:K03588	kpv:KPNIH29_04295
ko:K02563	kpv:KPNIH29_04300
ko:K01924	kpv:KPNIH29_04305
ko:K01921	kpv:KPNIH29_04310
ko:K03589	kpv:KPNIH29_04315
ko:K03590	kpv:KPNIH29_04320
ko:K03531	kpv:KPNIH29_04325
ko:K02535	kpv:KPNIH29_04330
ko:K13301	kpv:KPNIH29_04335
ko:K03070	kpv:KPNIH29_04340
ko:K03574	kpv:KPNIH29_04345
ko:K09862	kpv:KPNIH29_04350
ko:K18778	kpv:KPNIH29_04355
ko:K00859	kpv:KPNIH29_04360
ko:K00364	kpv:KPNIH29_04370
ko:K02505	kpv:KPNIH29_04375
ko:K03636	kpv:KPNIH29_08435
ko:K03635	kpv:KPNIH29_08440
ko:K06890	kpv:KPNIH29_08445
ko:K07027	kpv:KPNIH29_08450
ko:K01993	kpv:KPNIH29_08485
ko:K00615	kpv:KPNIH29_08515
ko:K00615	kpv:KPNIH29_08520
ko:K11927	kpv:KPNIH29_08525
ko:K13650	kpv:KPNIH29_08550
ko:K06970	kpv:KPNIH29_08560
ko:K10038	kpv:KPNIH29_08570
ko:K10037	kpv:KPNIH29_08575
ko:K10036	kpv:KPNIH29_08580
ko:K04047	kpv:KPNIH29_08585
ko:K11939	kpv:KPNIH29_08590
ko:K11934	kpv:KPNIH29_08600
ko:K11924	kpv:KPNIH29_08615
ko:K01223	kpv:KPNIH29_08625
ko:K03492	kpv:KPNIH29_08630
ko:K01187	kpv:KPNIH29_08650
ko:K08191	kpv:KPNIH29_08655
ko:K07757	kpv:KPNIH29_08670
ko:K00656	kpv:KPNIH29_08675
ko:K04069	kpv:KPNIH29_08680
ko:K03750	kpv:KPNIH29_08690
ko:K13051	kpv:KPNIH29_08695
ko:K13892	kpv:KPNIH29_08700
ko:K06205	kpv:KPNIH29_00005
ko:K03718	kpv:KPNIH29_00010
ko:K01914	kpv:KPNIH29_00015
ko:K03924	kpv:KPNIH29_00025
ko:K03549	kpv:KPNIH29_00030
ko:K06726	kpv:KPNIH29_00035
ko:K10441	kpv:KPNIH29_00040
ko:K10440	kpv:KPNIH29_00045
ko:K10439	kpv:KPNIH29_00050
ko:K00852	kpv:KPNIH29_00055
ko:K02529	kpv:KPNIH29_00060
ko:K03753	kpv:KPNIH29_00095
ko:K03752	kpv:KPNIH29_00100
ko:K09896	kpv:KPNIH29_00105
ko:K03673	kpv:KPNIH29_00115
ko:K03978	kpv:KPNIH29_00130
ko:K09894	kpv:KPNIH29_00135
ko:K07712	kpv:KPNIH29_00145
ko:K07708	kpv:KPNIH29_00150
ko:K01915	kpv:KPNIH29_00155
ko:K06207	kpv:KPNIH29_00165
ko:K07058	kpv:KPNIH29_00175
ko:K07560	kpv:KPNIH29_00180
ko:K02380	kpv:KPNIH29_00205
ko:K00127	kpv:KPNIH29_00210
ko:K00124	kpv:KPNIH29_00215
ko:K00123	kpv:KPNIH29_00220
ko:K00123	kpv:KPNIH29_00225
ko:K02379	kpv:KPNIH29_00230
ko:K02529	kpv:KPNIH29_00255
ko:K02504	kpv:KPNIH29_04380
ko:K02682	kpv:KPNIH29_04385
ko:K00767	kpv:KPNIH29_04390
ko:K03806	kpv:KPNIH29_04395
ko:K03807	kpv:KPNIH29_04400
ko:K11734	kpv:KPNIH29_04415
ko:K00163	kpv:KPNIH29_04430
ko:K00627	kpv:KPNIH29_04435
ko:K00382	kpv:KPNIH29_04440
ko:K01682	kpv:KPNIH29_04465
ko:K09910	kpv:KPNIH29_04470
ko:K01611	kpv:KPNIH29_04475
ko:K00797	kpv:KPNIH29_04480
ko:K14588	kpv:KPNIH29_04500
ko:K00117	kpv:KPNIH29_04505
ko:K00760	kpv:KPNIH29_04515
ko:K01673	kpv:KPNIH29_04520
ko:K01990	kpv:KPNIH29_04525
ko:K01992	kpv:KPNIH29_04530
ko:K01579	kpv:KPNIH29_04545
ko:K01918	kpv:KPNIH29_04550
ko:K00606	kpv:KPNIH29_04555
ko:K00950	kpv:KPNIH29_04560
ko:K00970	kpv:KPNIH29_04565
ko:K01894	kpv:KPNIH29_04570
ko:K06204	kpv:KPNIH29_04575
ko:K06206	kpv:KPNIH29_04580
ko:K01975	kpv:KPNIH29_04585
ko:K03579	kpv:KPNIH29_04590
ko:K02463	kpv:KPNIH29_04600
ko:K02462	kpv:KPNIH29_04605
ko:K02461	kpv:KPNIH29_04610
ko:K02460	kpv:KPNIH29_04615
ko:K02459	kpv:KPNIH29_04620
ko:K02458	kpv:KPNIH29_04625
ko:K02457	kpv:KPNIH29_04630
ko:K02456	kpv:KPNIH29_04635
ko:K02455	kpv:KPNIH29_04640
ko:K13889	kpv:KPNIH29_08705
ko:K13890	kpv:KPNIH29_08710
ko:K13891	kpv:KPNIH29_08715
ko:K14441	kpv:KPNIH29_08720
ko:K07258	kpv:KPNIH29_08750
ko:K11534	kpv:KPNIH29_08755
ko:K08160	kpv:KPNIH29_08765
ko:K07085	kpv:KPNIH29_08790
ko:K03674	kpv:KPNIH29_08800
ko:K05844	kpv:KPNIH29_08815
ko:K11073	kpv:KPNIH29_08825
ko:K11076	kpv:KPNIH29_08830
ko:K11075	kpv:KPNIH29_08835
ko:K11074	kpv:KPNIH29_08840
ko:K03212	kpv:KPNIH29_08850
ko:K09996	kpv:KPNIH29_08865
ko:K09998	kpv:KPNIH29_08870
ko:K09999	kpv:KPNIH29_08875
ko:K09997	kpv:KPNIH29_08880
ko:K10000	kpv:KPNIH29_08885
ko:K11066	kpv:KPNIH29_08905
ko:K01620	kpv:KPNIH29_08920
ko:K00156	kpv:KPNIH29_08925
ko:K15977	kpv:KPNIH29_08930
ko:K11933	kpv:KPNIH29_08935
ko:K05601	kpv:KPNIH29_08940
ko:K06188	kpv:KPNIH29_08950
ko:K07459	kpv:KPNIH29_08960
ko:K13888	kpv:KPNIH29_08965
ko:K05685	kpv:KPNIH29_08970
ko:K07407	kpv:KPNIH29_00260
ko:K02532	kpv:KPNIH29_00265
ko:K03534	kpv:KPNIH29_00270
ko:K10561	kpv:KPNIH29_00280
ko:K10560	kpv:KPNIH29_00285
ko:K10562	kpv:KPNIH29_00290
ko:K10559	kpv:KPNIH29_00295
ko:K01629	kpv:KPNIH29_00300
ko:K01813	kpv:KPNIH29_00305
ko:K00848	kpv:KPNIH29_00310
ko:K02855	kpv:KPNIH29_00315
ko:K02854	kpv:KPNIH29_00320
ko:K19166	kpv:KPNIH29_27530
ko:K03274	kpv:KPNIH29_25360
ko:K02843	kpv:KPNIH29_25365
ko:K02841	kpv:KPNIH29_25370
ko:K02849	kpv:KPNIH29_25395
ko:K02844	kpv:KPNIH29_25400
ko:K02527	kpv:KPNIH29_25415
ko:K12984	kpv:KPNIH29_25420
ko:K00954	kpv:KPNIH29_25425
ko:K10563	kpv:KPNIH29_25430
ko:K02913	kpv:KPNIH29_25435
ko:K13631	kpv:KPNIH29_01630
ko:K13639	kpv:KPNIH29_01635
ko:K00799	kpv:KPNIH29_01640
ko:K06901	kpv:KPNIH29_01645
ko:K03316	kpv:KPNIH29_01650
ko:K06518	kpv:KPNIH29_01660
ko:K07347	kpv:KPNIH29_01685
ko:K14393	kpv:KPNIH29_01700
ko:K01895	kpv:KPNIH29_01715
ko:K11102	kpv:KPNIH29_01725
ko:K07126	kpv:KPNIH29_01730
ko:K10439	kpv:KPNIH29_01770
ko:K10440	kpv:KPNIH29_01775
ko:K10441	kpv:KPNIH29_01780
ko:K06167	kpv:KPNIH29_01795
ko:K05774	kpv:KPNIH29_01800
ko:K06162	kpv:KPNIH29_01805
ko:K05780	kpv:KPNIH29_01810
ko:K05781	kpv:KPNIH29_01815
ko:K06163	kpv:KPNIH29_01820
ko:K06164	kpv:KPNIH29_01825
ko:K06165	kpv:KPNIH29_01830
ko:K06166	kpv:KPNIH29_01835
ko:K02043	kpv:KPNIH29_01840
ko:K04750	kpv:KPNIH29_01845
ko:K06193	kpv:KPNIH29_01850
ko:K03762	kpv:KPNIH29_01860
ko:K07406	kpv:KPNIH29_01870
ko:K11104	kpv:KPNIH29_01875
ko:K18997	kpv:KPNIH29_01895
ko:K05516	kpv:KPNIH29_01900
ko:K18889	kpv:KPNIH29_05975
ko:K18890	kpv:KPNIH29_05980
ko:K04752	kpv:KPNIH29_05985
ko:K03320	kpv:KPNIH29_05990
ko:K10805	kpv:KPNIH29_05995
ko:K09914	kpv:KPNIH29_06000
ko:K07443	kpv:KPNIH29_06005
ko:K10111	kpv:KPNIH29_06050
ko:K15770	kpv:KPNIH29_06060
ko:K15771	kpv:KPNIH29_06065
ko:K15772	kpv:KPNIH29_06070
ko:K01224	kpv:KPNIH29_06075
ko:K12308	kpv:KPNIH29_06080
ko:K02778	kpv:KPNIH29_06085
ko:K02024	kpv:KPNIH29_06090
ko:K02909	kpv:KPNIH29_06100
ko:K02919	kpv:KPNIH29_06105
ko:K00375	kpv:KPNIH29_06115
ko:K00661	kpv:KPNIH29_06130
ko:K05839	kpv:KPNIH29_06135
ko:K18138	kpv:KPNIH29_06145
ko:K03585	kpv:KPNIH29_06150
ko:K03577	kpv:KPNIH29_06155
ko:K05802	kpv:KPNIH29_06160
ko:K04067	kpv:KPNIH29_06175
ko:K09790	kpv:KPNIH29_06180
ko:K00759	kpv:KPNIH29_06185
ko:K02343	kpv:KPNIH29_06190
ko:K09747	kpv:KPNIH29_06195
ko:K06187	kpv:KPNIH29_06200
ko:K04079	kpv:KPNIH29_06205
ko:K00939	kpv:KPNIH29_06210
ko:K01772	kpv:KPNIH29_06215
ko:K00892	kpv:KPNIH29_06220
ko:K03455	kpv:KPNIH29_06225
ko:K08223	kpv:KPNIH29_06240
ko:K11751	kpv:KPNIH29_06245
ko:K03478	kpv:KPNIH29_10895
ko:K03781	kpv:KPNIH29_10900
ko:K15722	kpv:KPNIH29_10905
ko:K06956	kpv:KPNIH29_10910
ko:K07038	kpv:KPNIH29_10915
ko:K00065	kpv:KPNIH29_10920
ko:K10806	kpv:KPNIH29_10935
ko:K06190	kpv:KPNIH29_10945
ko:K06940	kpv:KPNIH29_10955
ko:K07275	kpv:KPNIH29_10960
ko:K16090	kpv:KPNIH29_10970
ko:K01695	kpv:KPNIH29_10995
ko:K01696	kpv:KPNIH29_11000
ko:K13498	kpv:KPNIH29_11005
ko:K13497	kpv:KPNIH29_11010
ko:K01657	kpv:KPNIH29_11015
ko:K07053	kpv:KPNIH29_11020
ko:K03566	kpv:KPNIH29_11035
ko:K06178	kpv:KPNIH29_11040
ko:K04774	kpv:KPNIH29_11060
ko:K03168	kpv:KPNIH29_11075
ko:K13634	kpv:KPNIH29_11080
ko:K01681	kpv:KPNIH29_11095
ko:K01497	kpv:KPNIH29_11100
ko:K08992	kpv:KPNIH29_11110
ko:K01591	kpv:KPNIH29_11120
ko:K03113	kpv:KPNIH29_11125
ko:K04062	kpv:KPNIH29_11130
ko:K01147	kpv:KPNIH29_11150
ko:K11891	kpv:KPNIH29_11460
ko:K11910	kpv:KPNIH29_11465
ko:K11896	kpv:KPNIH29_11480
ko:K11895	kpv:KPNIH29_11485
ko:K11906	kpv:KPNIH29_11490
ko:K08969	kpv:KPNIH29_11565
ko:K02073	kpv:KPNIH29_11570
ko:K02071	kpv:KPNIH29_11575
ko:K02072	kpv:KPNIH29_11580
ko:K00832	kpv:KPNIH29_11585
ko:K11734	kpv:KPNIH29_11600
ko:K16074	kpv:KPNIH29_11625
ko:K05591	kpv:KPNIH29_11630
ko:K14058	kpv:KPNIH29_11635
ko:K14061	kpv:KPNIH29_11640
ko:K14062	kpv:KPNIH29_11650
ko:K03737	kpv:KPNIH29_11655
ko:K03668	kpv:KPNIH29_11665
ko:K03778	kpv:KPNIH29_11670
ko:K09978	kpv:KPNIH29_11690
ko:K14063	kpv:KPNIH29_11695
ko:K00077	kpv:KPNIH29_11705
ko:K12941	kpv:KPNIH29_12375
ko:K12940	kpv:KPNIH29_12380
ko:K14057	kpv:KPNIH29_12385
ko:K02624	kpv:KPNIH29_12395
ko:K01031	kpv:KPNIH29_12400
ko:K01032	kpv:KPNIH29_12405
ko:K01857	kpv:KPNIH29_12415
ko:K01055	kpv:KPNIH29_12420
ko:K01607	kpv:KPNIH29_12425
ko:K01676	kpv:KPNIH29_12440
ko:K11106	kpv:KPNIH29_12445
ko:K00244	kpv:KPNIH29_12455
ko:K03734	kpv:KPNIH29_12460
ko:K07703	kpv:KPNIH29_12465
ko:K07701	kpv:KPNIH29_12470
ko:K07106	kpv:KPNIH29_12480
ko:K00116	kpv:KPNIH29_12485
ko:K13928	kpv:KPNIH29_12490
ko:K13935	kpv:KPNIH29_12495
ko:K13934	kpv:KPNIH29_12500
ko:K13936	kpv:KPNIH29_12505
ko:K13933	kpv:KPNIH29_12510
ko:K13932	kpv:KPNIH29_12515
ko:K13931	kpv:KPNIH29_12520
ko:K13930	kpv:KPNIH29_12525
ko:K08476	kpv:KPNIH29_13395
ko:K08475	kpv:KPNIH29_13400
ko:K08478	kpv:KPNIH29_13405
ko:K11382	kpv:KPNIH29_13410
ko:K03707	kpv:KPNIH29_13425
ko:K06971	kpv:KPNIH29_13430
ko:K00852	kpv:KPNIH29_13435
ko:K10439	kpv:KPNIH29_13440
ko:K02529	kpv:KPNIH29_13450
ko:K02056	kpv:KPNIH29_13455
ko:K02057	kpv:KPNIH29_13460
ko:K07048	kpv:KPNIH29_13465
ko:K01439	kpv:KPNIH29_13475
ko:K02770	kpv:KPNIH29_13510
ko:K02769	kpv:KPNIH29_13515
ko:K17195	kpv:KPNIH29_13535
ko:K03475	kpv:KPNIH29_13540
ko:K02822	kpv:KPNIH29_13545
ko:K02821	kpv:KPNIH29_13550
ko:K11903	kpv:KPNIH29_13580
ko:K08178	kpv:KPNIH29_13605
ko:K01488	kpv:KPNIH29_14715
ko:K01223	kpv:KPNIH29_14725
ko:K03617	kpv:KPNIH29_14740
ko:K03616	kpv:KPNIH29_14745
ko:K03615	kpv:KPNIH29_14750
ko:K03614	kpv:KPNIH29_14755
ko:K03612	kpv:KPNIH29_14760
ko:K03613	kpv:KPNIH29_14765
ko:K10773	kpv:KPNIH29_14770
ko:K03305	kpv:KPNIH29_14780
ko:K00799	kpv:KPNIH29_14785
ko:K00868	kpv:KPNIH29_14790
ko:K01866	kpv:KPNIH29_14795
ko:K00275	kpv:KPNIH29_14800
ko:K09001	kpv:KPNIH29_14810
ko:K06077	kpv:KPNIH29_14815
ko:K06075	kpv:KPNIH29_14825
ko:K04565	kpv:KPNIH29_14845
ko:K06938	kpv:KPNIH29_14855
ko:K16137	kpv:KPNIH29_14860
ko:K10680	kpv:KPNIH29_14865
ko:K01759	kpv:KPNIH29_14870
ko:K03683	kpv:KPNIH29_14875
ko:K07390	kpv:KPNIH29_14880
ko:K04564	kpv:KPNIH29_14895
ko:K03604	kpv:KPNIH29_14910
ko:K00574	kpv:KPNIH29_14925
ko:K00793	kpv:KPNIH29_14930
ko:K03327	kpv:KPNIH29_14935
ko:K06966	kpv:KPNIH29_14945
ko:K03288	kpv:KPNIH29_16360
ko:K01610	kpv:KPNIH29_16375
ko:K01996	kpv:KPNIH29_16385
ko:K01995	kpv:KPNIH29_16390
ko:K02856	kpv:KPNIH29_00325
ko:K04564	kpv:KPNIH29_00330
ko:K07640	kpv:KPNIH29_00340
ko:K06006	kpv:KPNIH29_00350
ko:K13283	kpv:KPNIH29_00355
ko:K00850	kpv:KPNIH29_00360
ko:K02553	kpv:KPNIH29_00365
ko:K02548	kpv:KPNIH29_00370
ko:K03667	kpv:KPNIH29_00375
ko:K01419	kpv:KPNIH29_00380
ko:K03591	kpv:KPNIH29_00385
ko:K05499	kpv:KPNIH29_00390
ko:K04066	kpv:KPNIH29_00400
ko:K02909	kpv:KPNIH29_00405
ko:K03764	kpv:KPNIH29_00410
ko:K01739	kpv:KPNIH29_00415
ko:K12525	kpv:KPNIH29_00420
ko:K01607	kpv:KPNIH29_00435
ko:K00297	kpv:KPNIH29_00445
ko:K00005	kpv:KPNIH29_00455
ko:K08314	kpv:KPNIH29_00460
ko:K01595	kpv:KPNIH29_00475
ko:K01438	kpv:KPNIH29_00480
ko:K00145	kpv:KPNIH29_00485
ko:K00930	kpv:KPNIH29_00490
ko:K01755	kpv:KPNIH29_00495
ko:K04761	kpv:KPNIH29_00500
ko:K00322	kpv:KPNIH29_00505
ko:K02454	kpv:KPNIH29_04645
ko:K02453	kpv:KPNIH29_04650
ko:K02452	kpv:KPNIH29_04655
ko:K02451	kpv:KPNIH29_04670
ko:K02465	kpv:KPNIH29_04675
ko:K05365	kpv:KPNIH29_04690
ko:K02013	kpv:KPNIH29_04700
ko:K02016	kpv:KPNIH29_04705
ko:K02015	kpv:KPNIH29_04710
ko:K01845	kpv:KPNIH29_04715
ko:K03281	kpv:KPNIH29_04720
ko:K15724	kpv:KPNIH29_04725
ko:K06858	kpv:KPNIH29_04735
ko:K01243	kpv:KPNIH29_04740
ko:K01129	kpv:KPNIH29_04745
ko:K02647	kpv:KPNIH29_04755
ko:K00674	kpv:KPNIH29_04765
ko:K00990	kpv:KPNIH29_04770
ko:K01265	kpv:KPNIH29_04775
ko:K02967	kpv:KPNIH29_04780
ko:K02357	kpv:KPNIH29_04785
ko:K09903	kpv:KPNIH29_04790
ko:K02838	kpv:KPNIH29_04795
ko:K00099	kpv:KPNIH29_04800
ko:K00806	kpv:KPNIH29_04805
ko:K00981	kpv:KPNIH29_04810
ko:K11749	kpv:KPNIH29_04815
ko:K07277	kpv:KPNIH29_04820
ko:K06142	kpv:KPNIH29_04825
ko:K02536	kpv:KPNIH29_04830
ko:K02372	kpv:KPNIH29_04835
ko:K00677	kpv:KPNIH29_04840
ko:K00748	kpv:KPNIH29_04845
ko:K03470	kpv:KPNIH29_04850
ko:K02337	kpv:KPNIH29_04855
ko:K01962	kpv:KPNIH29_04860
ko:K08234	kpv:KPNIH29_04870
ko:K04075	kpv:KPNIH29_04875
ko:K19000	kpv:KPNIH29_04880
ko:K15034	kpv:KPNIH29_04895
ko:K06079	kpv:KPNIH29_04900
ko:K03704	kpv:KPNIH29_08975
ko:K06891	kpv:KPNIH29_08980
ko:K03694	kpv:KPNIH29_08985
ko:K02518	kpv:KPNIH29_08990
ko:K00684	kpv:KPNIH29_08995
ko:K16012	kpv:KPNIH29_09000
ko:K16013	kpv:KPNIH29_09005
ko:K00384	kpv:KPNIH29_09010
ko:K03719	kpv:KPNIH29_09020
ko:K03466	kpv:KPNIH29_09025
ko:K03634	kpv:KPNIH29_09030
ko:K07478	kpv:KPNIH29_09035
ko:K01875	kpv:KPNIH29_09040
ko:K07306	kpv:KPNIH29_09045
ko:K07307	kpv:KPNIH29_09050
ko:K07308	kpv:KPNIH29_09055
ko:K08219	kpv:KPNIH29_09065
ko:K04069	kpv:KPNIH29_09070
ko:K00656	kpv:KPNIH29_09075
ko:K06212	kpv:KPNIH29_09080
ko:K09136	kpv:KPNIH29_09085
ko:K00831	kpv:KPNIH29_09095
ko:K00800	kpv:KPNIH29_09100
ko:K00945	kpv:KPNIH29_09105
ko:K02945	kpv:KPNIH29_09110
ko:K05788	kpv:KPNIH29_09115
ko:K02238	kpv:KPNIH29_09120
ko:K11085	kpv:KPNIH29_09125
ko:K00912	kpv:KPNIH29_09130
ko:K09927	kpv:KPNIH29_09135
ko:K09791	kpv:KPNIH29_09140
ko:K00979	kpv:KPNIH29_09145
ko:K06219	kpv:KPNIH29_09160
ko:K03633	kpv:KPNIH29_09165
ko:K03804	kpv:KPNIH29_09170
ko:K03632	kpv:KPNIH29_09175
ko:K00813	kpv:KPNIH29_09195
