ko:K19744	pfw:PF1751_v1c20450
ko:K02426	pfw:PF1751_v1c12090
ko:K01766	pfw:PF1751_v1c12100
ko:K00674	pfw:PF1751_v1c12110
ko:K03316	pfw:PF1751_v1c12130
ko:K14267	pfw:PF1751_v1c12140
ko:K00990	pfw:PF1751_v1c12150
ko:K01265	pfw:PF1751_v1c12160
ko:K02967	pfw:PF1751_v1c12170
ko:K02357	pfw:PF1751_v1c12180
ko:K09903	pfw:PF1751_v1c12190
ko:K02838	pfw:PF1751_v1c12200
ko:K00806	pfw:PF1751_v1c12210
ko:K00981	pfw:PF1751_v1c12220
ko:K00099	pfw:PF1751_v1c12230
ko:K11749	pfw:PF1751_v1c12240
ko:K07277	pfw:PF1751_v1c12250
ko:K06142	pfw:PF1751_v1c12260
ko:K02536	pfw:PF1751_v1c12270
ko:K02372	pfw:PF1751_v1c12280
ko:K00677	pfw:PF1751_v1c12290
ko:K00748	pfw:PF1751_v1c12300
ko:K01531	pfw:PF1751_v1c20010
ko:K07507	pfw:PF1751_v1c20020
ko:K07690	pfw:PF1751_v1c20030
ko:K07679	pfw:PF1751_v1c20040
ko:K06222	pfw:PF1751_v1c20060
ko:K15866	pfw:PF1751_v1c20080
ko:K00355	pfw:PF1751_v1c20120
ko:K01626	pfw:PF1751_v1c20130
ko:K03703	pfw:PF1751_v1c20190
ko:K00995	pfw:PF1751_v1c20200
ko:K02002	pfw:PF1751_v1c20270
ko:K18143	pfw:PF1751_v1c20320
ko:K18144	pfw:PF1751_v1c20330
ko:K02392	pfw:PF1751_v1c20340
ko:K11735	pfw:PF1751_v1c20360
ko:K07303	pfw:PF1751_v1c20390
ko:K07302	pfw:PF1751_v1c20400
ko:K02050	pfw:PF1751_v1c28070
ko:K02051	pfw:PF1751_v1c28080
ko:K02049	pfw:PF1751_v1c28090
ko:K03406	pfw:PF1751_v1c28150
ko:K00703	pfw:PF1751_v1c28210
ko:K01236	pfw:PF1751_v1c28220
ko:K00705	pfw:PF1751_v1c28230
ko:K06044	pfw:PF1751_v1c28240
ko:K11737	pfw:PF1751_v1c28340
ko:K16088	pfw:PF1751_v1c28370
ko:K03406	pfw:PF1751_v1c28380
ko:K03762	pfw:PF1751_v1c28390
ko:K00286	pfw:PF1751_v1c28430
ko:K06996	pfw:PF1751_v1c28440
ko:K01714	pfw:PF1751_v1c28510
ko:K09136	pfw:PF1751_v1c28520
ko:K03776	pfw:PF1751_v1c28530
ko:K01998	pfw:PF1751_v1c32770
ko:K01997	pfw:PF1751_v1c32780
ko:K01995	pfw:PF1751_v1c32790
ko:K05559	pfw:PF1751_v1c32860
ko:K05560	pfw:PF1751_v1c32870
ko:K05561	pfw:PF1751_v1c32880
ko:K05562	pfw:PF1751_v1c32890
ko:K05563	pfw:PF1751_v1c32900
ko:K05564	pfw:PF1751_v1c32910
ko:K03100	pfw:PF1751_v1c32950
ko:K01883	pfw:PF1751_v1c32980
ko:K01886	pfw:PF1751_v1c32990
ko:K03768	pfw:PF1751_v1c33000
ko:K03269	pfw:PF1751_v1c33010
ko:K03446	pfw:PF1751_v1c33020
ko:K00764	pfw:PF1751_v1c36890
ko:K03558	pfw:PF1751_v1c36900
ko:K03749	pfw:PF1751_v1c36910
ko:K11754	pfw:PF1751_v1c36920
ko:K01963	pfw:PF1751_v1c36930
ko:K01817	pfw:PF1751_v1c36940
ko:K06173	pfw:PF1751_v1c36950
ko:K08086	pfw:PF1751_v1c36960
ko:K00133	pfw:PF1751_v1c36980
ko:K00052	pfw:PF1751_v1c36990
ko:K01704	pfw:PF1751_v1c37010
ko:K01703	pfw:PF1751_v1c37020
ko:K05541	pfw:PF1751_v1c37080
ko:K07107	pfw:PF1751_v1c37090
ko:K12297	pfw:PF1751_v1c41100
ko:K00254	pfw:PF1751_v1c41110
ko:K03225	pfw:PF1751_v1c41140
ko:K02575	pfw:PF1751_v1c41180
ko:K02303	pfw:PF1751_v1c41200
ko:K03286	pfw:PF1751_v1c41210
ko:K03088	pfw:PF1751_v1c41220
ko:K16074	pfw:PF1751_v1c41250
ko:K02553	pfw:PF1751_v1c41260
ko:K09773	pfw:PF1751_v1c41290
ko:K01738	pfw:PF1751_v1c41330
ko:K00640	pfw:PF1751_v1c41340
ko:K07050	pfw:PF1751_v1c41350
ko:K18691	pfw:PF1751_v1c45190
ko:K02024	pfw:PF1751_v1c45220
ko:K01226	pfw:PF1751_v1c45230
ko:K02818	pfw:PF1751_v1c45240
ko:K02819	pfw:PF1751_v1c45240
ko:K03486	pfw:PF1751_v1c45250
ko:K01951	pfw:PF1751_v1c45280
ko:K00088	pfw:PF1751_v1c45290
ko:K07090	pfw:PF1751_v1c45310
ko:K03601	pfw:PF1751_v1c45330
ko:K01649	pfw:PF1751_v1c45350
ko:K14287	pfw:PF1751_v1c45370
ko:K03977	pfw:PF1751_v1c45380
ko:K17713	pfw:PF1751_v1c45390
ko:K01892	pfw:PF1751_v1c45410
ko:K03526	pfw:PF1751_v1c45420
ko:K15539	pfw:PF1751_v1c45430
ko:K02656	pfw:PF1751_v1c45440
ko:K06941	pfw:PF1751_v1c45450
ko:K03076	pfw:PF1751_v1c49310
ko:K02876	pfw:PF1751_v1c49320
ko:K02907	pfw:PF1751_v1c49330
ko:K02988	pfw:PF1751_v1c49340
ko:K02881	pfw:PF1751_v1c49350
ko:K02933	pfw:PF1751_v1c49360
ko:K00135	pfw:PF1751_v1c01750
ko:K14268	pfw:PF1751_v1c01760
ko:K02048	pfw:PF1751_v1c01820
ko:K02046	pfw:PF1751_v1c01830
ko:K02047	pfw:PF1751_v1c01840
ko:K02045	pfw:PF1751_v1c01850
ko:K07665	pfw:PF1751_v1c01880
ko:K03449	pfw:PF1751_v1c01920
ko:K07002	pfw:PF1751_v1c01940
ko:K02073	pfw:PF1751_v1c01960
ko:K02029	pfw:PF1751_v1c01970
ko:K02029	pfw:PF1751_v1c01980
ko:K02028	pfw:PF1751_v1c01990
ko:K02030	pfw:PF1751_v1c02000
ko:K02072	pfw:PF1751_v1c02060
ko:K02071	pfw:PF1751_v1c02070
ko:K02073	pfw:PF1751_v1c02080
ko:K10010	pfw:PF1751_v1c02130
ko:K10009	pfw:PF1751_v1c02140
ko:K02424	pfw:PF1751_v1c02150
ko:K05396	pfw:PF1751_v1c02160
ko:K00640	pfw:PF1751_v1c02170
ko:K02168	pfw:PF1751_v1c02180
ko:K07687	pfw:PF1751_v1c09760
ko:K07461	pfw:PF1751_v1c09780
ko:K02014	pfw:PF1751_v1c09800
ko:K07259	pfw:PF1751_v1c09810
ko:K00451	pfw:PF1751_v1c09830
ko:K01555	pfw:PF1751_v1c09840
ko:K08195	pfw:PF1751_v1c09860
ko:K00263	pfw:PF1751_v1c09880
ko:K01061	pfw:PF1751_v1c09900
ko:K09918	pfw:PF1751_v1c09910
ko:K03837	pfw:PF1751_v1c09940
ko:K01752	pfw:PF1751_v1c09950
ko:K03566	pfw:PF1751_v1c09960
ko:K16091	pfw:PF1751_v1c09980
ko:K07165	pfw:PF1751_v1c09990
ko:K03088	pfw:PF1751_v1c10000
ko:K03088	pfw:PF1751_v1c10040
ko:K07165	pfw:PF1751_v1c10050
ko:K06899	pfw:PF1751_v1c10070
ko:K03530	pfw:PF1751_v1c10080
ko:K06970	pfw:PF1751_v1c10090
ko:K01873	pfw:PF1751_v1c10100
ko:K02339	pfw:PF1751_v1c10120
ko:K01255	pfw:PF1751_v1c10130
ko:K07091	pfw:PF1751_v1c10140
ko:K11720	pfw:PF1751_v1c10150
ko:K03596	pfw:PF1751_v1c10160
ko:K03100	pfw:PF1751_v1c10170
ko:K03685	pfw:PF1751_v1c10180
ko:K03584	pfw:PF1751_v1c10200
ko:K03474	pfw:PF1751_v1c10210
ko:K01591	pfw:PF1751_v1c17980
ko:K03406	pfw:PF1751_v1c18020
ko:K00375	pfw:PF1751_v1c18050
ko:K03561	pfw:PF1751_v1c18090
ko:K02014	pfw:PF1751_v1c18100
ko:K03832	pfw:PF1751_v1c18110
ko:K03559	pfw:PF1751_v1c18120
ko:K01113	pfw:PF1751_v1c18140
ko:K06445	pfw:PF1751_v1c18180
ko:K01990	pfw:PF1751_v1c18210
ko:K01992	pfw:PF1751_v1c18220
ko:K11741	pfw:PF1751_v1c18280
ko:K03453	pfw:PF1751_v1c18290
ko:K03554	pfw:PF1751_v1c18300
ko:K06978	pfw:PF1751_v1c18320
ko:K03773	pfw:PF1751_v1c18360
ko:K18297	pfw:PF1751_v1c26030
ko:K01835	pfw:PF1751_v1c26070
ko:K06911	pfw:PF1751_v1c26080
ko:K06995	pfw:PF1751_v1c26130
ko:K11073	pfw:PF1751_v1c26140
ko:K01266	pfw:PF1751_v1c26170
ko:K12536	pfw:PF1751_v1c26200
ko:K12537	pfw:PF1751_v1c26210
ko:K12538	pfw:PF1751_v1c26220
ko:K12685	pfw:PF1751_v1c26230
ko:K12685	pfw:PF1751_v1c26240
ko:K12252	pfw:PF1751_v1c26370
ko:K02030	pfw:PF1751_v1c26380
ko:K02029	pfw:PF1751_v1c26390
ko:K02029	pfw:PF1751_v1c26400
ko:K06987	pfw:PF1751_v1c26430
ko:K12262	pfw:PF1751_v1c26530
ko:K10441	pfw:PF1751_v1c26540
ko:K09912	pfw:PF1751_v1c39990
ko:K03215	pfw:PF1751_v1c40020
ko:K12339	pfw:PF1751_v1c40030
ko:K12255	pfw:PF1751_v1c40070
ko:K03307	pfw:PF1751_v1c40100
ko:K03457	pfw:PF1751_v1c40140
ko:K00243	pfw:PF1751_v1c40160
ko:K04764	pfw:PF1751_v1c36490
ko:K01890	pfw:PF1751_v1c36500
ko:K01889	pfw:PF1751_v1c36510
ko:K02887	pfw:PF1751_v1c36520
ko:K02916	pfw:PF1751_v1c36530
ko:K02520	pfw:PF1751_v1c36540
ko:K01868	pfw:PF1751_v1c36550
ko:K03704	pfw:PF1751_v1c36570
ko:K01239	pfw:PF1751_v1c36610
ko:K06726	pfw:PF1751_v1c36620
ko:K00852	pfw:PF1751_v1c36630
ko:K02529	pfw:PF1751_v1c36640
ko:K07052	pfw:PF1751_v1c40620
ko:K03776	pfw:PF1751_v1c40630
ko:K07020	pfw:PF1751_v1c40640
ko:K00404	pfw:PF1751_v1c40650
ko:K00405	pfw:PF1751_v1c40660
ko:K00407	pfw:PF1751_v1c40670
ko:K00406	pfw:PF1751_v1c40680
ko:K00404	pfw:PF1751_v1c40690
ko:K00405	pfw:PF1751_v1c40700
ko:K00407	pfw:PF1751_v1c40710
ko:K00406	pfw:PF1751_v1c40720
ko:K09926	pfw:PF1751_v1c40760
ko:K01533	pfw:PF1751_v1c40770
ko:K09792	pfw:PF1751_v1c40790
ko:K18138	pfw:PF1751_v1c44690
ko:K04077	pfw:PF1751_v1c44750
ko:K04078	pfw:PF1751_v1c44760
ko:K07113	pfw:PF1751_v1c44770
ko:K07226	pfw:PF1751_v1c44780
ko:K07443	pfw:PF1751_v1c44800
ko:K08218	pfw:PF1751_v1c44810
ko:K01881	pfw:PF1751_v1c44820
ko:K02346	pfw:PF1751_v1c44840
ko:K14205	pfw:PF1751_v1c44850
ko:K07462	pfw:PF1751_v1c44870
ko:K01733	pfw:PF1751_v1c44920
ko:K00003	pfw:PF1751_v1c44930
ko:K03602	pfw:PF1751_v1c48840
ko:K13789	pfw:PF1751_v1c48850
ko:K01662	pfw:PF1751_v1c48860
ko:K16092	pfw:PF1751_v1c48870
ko:K06858	pfw:PF1751_v1c48880
ko:K01497	pfw:PF1751_v1c48900
ko:K00946	pfw:PF1751_v1c48920
ko:K03625	pfw:PF1751_v1c48930
ko:K00794	pfw:PF1751_v1c48940
ko:K14652	pfw:PF1751_v1c48950
ko:K00793	pfw:PF1751_v1c48960
ko:K11752	pfw:PF1751_v1c48970
ko:K07738	pfw:PF1751_v1c48980
ko:K05838	pfw:PF1751_v1c49010
ko:K02003	pfw:PF1751_v1c49040
ko:K02994	pfw:PF1751_v1c49370
ko:K02954	pfw:PF1751_v1c49380
ko:K02931	pfw:PF1751_v1c49390
ko:K02895	pfw:PF1751_v1c49400
ko:K02874	pfw:PF1751_v1c49410
ko:K02961	pfw:PF1751_v1c49420
ko:K02904	pfw:PF1751_v1c49430
ko:K02878	pfw:PF1751_v1c49440
ko:K02982	pfw:PF1751_v1c49450
ko:K02890	pfw:PF1751_v1c49460
ko:K02965	pfw:PF1751_v1c49470
ko:K02886	pfw:PF1751_v1c49480
ko:K02892	pfw:PF1751_v1c49490
ko:K02926	pfw:PF1751_v1c49500
ko:K02906	pfw:PF1751_v1c49510
ko:K02946	pfw:PF1751_v1c49520
ko:K02358	pfw:PF1751_v1c49530
ko:K02355	pfw:PF1751_v1c49540
ko:K02992	pfw:PF1751_v1c49550
ko:K02950	pfw:PF1751_v1c49560
ko:K02259	pfw:PF1751_v1c00660
ko:K07152	pfw:PF1751_v1c00680
ko:K02073	pfw:PF1751_v1c00690
ko:K02072	pfw:PF1751_v1c00700
ko:K02071	pfw:PF1751_v1c00710
ko:K03781	pfw:PF1751_v1c00720
ko:K09816	pfw:PF1751_v1c00740
ko:K09817	pfw:PF1751_v1c00750
ko:K09823	pfw:PF1751_v1c00760
ko:K09815	pfw:PF1751_v1c00770
ko:K02204	pfw:PF1751_v1c00780
ko:K03978	pfw:PF1751_v1c00810
ko:K03673	pfw:PF1751_v1c00840
ko:K13590	pfw:PF1751_v1c00860
ko:K11066	pfw:PF1751_v1c00870
ko:K11383	pfw:PF1751_v1c00880
ko:K11384	pfw:PF1751_v1c00890
ko:K11102	pfw:PF1751_v1c00930
ko:K18480	pfw:PF1751_v1c00950
ko:K02067	pfw:PF1751_v1c00960
ko:K02065	pfw:PF1751_v1c00970
ko:K02066	pfw:PF1751_v1c00980
ko:K03324	pfw:PF1751_v1c01010
ko:K03300	pfw:PF1751_v1c01030
ko:K18118	pfw:PF1751_v1c01090
ko:K00325	pfw:PF1751_v1c01100
ko:K00324	pfw:PF1751_v1c01110
ko:K00324	pfw:PF1751_v1c01120
ko:K00252	pfw:PF1751_v1c01140
ko:K00116	pfw:PF1751_v1c08710
ko:K07286	pfw:PF1751_v1c08740
ko:K03406	pfw:PF1751_v1c08810
ko:K00564	pfw:PF1751_v1c08840
ko:K00018	pfw:PF1751_v1c08850
ko:K00666	pfw:PF1751_v1c08870
ko:K03556	pfw:PF1751_v1c08900
ko:K03271	pfw:PF1751_v1c08940
ko:K07460	pfw:PF1751_v1c08950
ko:K07121	pfw:PF1751_v1c08960
ko:K07056	pfw:PF1751_v1c08970
ko:K03925	pfw:PF1751_v1c08980
ko:K03438	pfw:PF1751_v1c08990
ko:K03586	pfw:PF1751_v1c09000
ko:K03587	pfw:PF1751_v1c09010
ko:K01928	pfw:PF1751_v1c09020
ko:K01929	pfw:PF1751_v1c09030
ko:K01000	pfw:PF1751_v1c09040
ko:K01925	pfw:PF1751_v1c09050
ko:K03588	pfw:PF1751_v1c09060
ko:K02563	pfw:PF1751_v1c09070
ko:K01924	pfw:PF1751_v1c09080
ko:K01921	pfw:PF1751_v1c09090
ko:K03589	pfw:PF1751_v1c09100
ko:K03590	pfw:PF1751_v1c09110
ko:K03531	pfw:PF1751_v1c09120
ko:K02535	pfw:PF1751_v1c09130
ko:K07644	pfw:PF1751_v1c09160
ko:K07665	pfw:PF1751_v1c09170
ko:K00569	pfw:PF1751_v1c16970
ko:K03799	pfw:PF1751_v1c16980
ko:K14260	pfw:PF1751_v1c16990
ko:K07305	pfw:PF1751_v1c17000
ko:K00432	pfw:PF1751_v1c17010
ko:K06923	pfw:PF1751_v1c17040
ko:K07679	pfw:PF1751_v1c17060
ko:K07690	pfw:PF1751_v1c17070
ko:K01129	pfw:PF1751_v1c17090
ko:K03320	pfw:PF1751_v1c17140
ko:K03455	pfw:PF1751_v1c17150
ko:K06177	pfw:PF1751_v1c17180
ko:K03752	pfw:PF1751_v1c17200
ko:K03638	pfw:PF1751_v1c17210
ko:K03750	pfw:PF1751_v1c17220
ko:K04061	pfw:PF1751_v1c17230
ko:K02193	pfw:PF1751_v1c17250
ko:K02194	pfw:PF1751_v1c17260
ko:K02195	pfw:PF1751_v1c17270
ko:K02196	pfw:PF1751_v1c17280
ko:K02197	pfw:PF1751_v1c17290
ko:K02198	pfw:PF1751_v1c17300
ko:K02199	pfw:PF1751_v1c17310
ko:K02200	pfw:PF1751_v1c17320
ko:K02200	pfw:PF1751_v1c17330
ko:K05774	pfw:PF1751_v1c17350
ko:K02048	pfw:PF1751_v1c17420
ko:K10716	pfw:PF1751_v1c17430
ko:K08717	pfw:PF1751_v1c17440
ko:K00873	pfw:PF1751_v1c17450
ko:K07217	pfw:PF1751_v1c25000
ko:K06915	pfw:PF1751_v1c25360
ko:K01118	pfw:PF1751_v1c25440
ko:K01971	pfw:PF1751_v1c25520
ko:K10979	pfw:PF1751_v1c25530
ko:K02029	pfw:PF1751_v1c35340
ko:K02030	pfw:PF1751_v1c35350
ko:K07277	pfw:PF1751_v1c35400
ko:K07112	pfw:PF1751_v1c35410
ko:K07112	pfw:PF1751_v1c35420
ko:K07245	pfw:PF1751_v1c40200
ko:K07156	pfw:PF1751_v1c40210
ko:K07233	pfw:PF1751_v1c40220
ko:K16053	pfw:PF1751_v1c40270
ko:K03745	pfw:PF1751_v1c44160
ko:K18093	pfw:PF1751_v1c44180
ko:K03442	pfw:PF1751_v1c44190
ko:K09767	pfw:PF1751_v1c44200
ko:K00077	pfw:PF1751_v1c44210
ko:K00798	pfw:PF1751_v1c44230
ko:K03574	pfw:PF1751_v1c44240
ko:K00620	pfw:PF1751_v1c44250
ko:K03070	pfw:PF1751_v1c44260
ko:K06915	pfw:PF1751_v1c44280
ko:K03406	pfw:PF1751_v1c44290
ko:K01433	pfw:PF1751_v1c44310
ko:K01141	pfw:PF1751_v1c44330
ko:K03924	pfw:PF1751_v1c44380
ko:K01869	pfw:PF1751_v1c48270
ko:K03643	pfw:PF1751_v1c48280
ko:K02340	pfw:PF1751_v1c48290
ko:K09890	pfw:PF1751_v1c48300
ko:K08305	pfw:PF1751_v1c48310
ko:K01297	pfw:PF1751_v1c48320
ko:K03644	pfw:PF1751_v1c48330
ko:K03801	pfw:PF1751_v1c48340
ko:K09158	pfw:PF1751_v1c48350
ko:K07258	pfw:PF1751_v1c48360
ko:K03642	pfw:PF1751_v1c48370
ko:K08305	pfw:PF1751_v1c48380
ko:K05837	pfw:PF1751_v1c48390
ko:K05515	pfw:PF1751_v1c48400
ko:K00783	pfw:PF1751_v1c48410
ko:K09710	pfw:PF1751_v1c48420
ko:K00969	pfw:PF1751_v1c48430
ko:K00147	pfw:PF1751_v1c48440
ko:K03652	pfw:PF1751_v1c48450
ko:K07157	pfw:PF1751_v1c48470
ko:K11159	pfw:PF1751_v1c35450
ko:K05712	pfw:PF1751_v1c35480
ko:K00128	pfw:PF1751_v1c35500
ko:K01426	pfw:PF1751_v1c35560
ko:K01721	pfw:PF1751_v1c35570
ko:K02391	pfw:PF1751_v1c39490
ko:K03721	pfw:PF1751_v1c39500
ko:K00500	pfw:PF1751_v1c39510
ko:K01724	pfw:PF1751_v1c39520
ko:K00832	pfw:PF1751_v1c39530
ko:K07401	pfw:PF1751_v1c39580
ko:K07001	pfw:PF1751_v1c39590
ko:K06075	pfw:PF1751_v1c39600
ko:K03654	pfw:PF1751_v1c39610
ko:K07039	pfw:PF1751_v1c39630
ko:K09790	pfw:PF1751_v1c39640
ko:K09760	pfw:PF1751_v1c39660
ko:K06076	pfw:PF1751_v1c39710
ko:K00432	pfw:PF1751_v1c39720
ko:K15034	pfw:PF1751_v1c43650
ko:K11734	pfw:PF1751_v1c43660
ko:K06178	pfw:PF1751_v1c43690
ko:K06024	pfw:PF1751_v1c43710
ko:K05896	pfw:PF1751_v1c43720
ko:K07053	pfw:PF1751_v1c43740
ko:K06190	pfw:PF1751_v1c43750
ko:K09780	pfw:PF1751_v1c43760
ko:K01247	pfw:PF1751_v1c43820
ko:K03758	pfw:PF1751_v1c43830
ko:K03758	pfw:PF1751_v1c43840
ko:K01478	pfw:PF1751_v1c43850
ko:K00611	pfw:PF1751_v1c43860
ko:K00926	pfw:PF1751_v1c43870
ko:K12538	pfw:PF1751_v1c47740
ko:K12537	pfw:PF1751_v1c47750
ko:K12536	pfw:PF1751_v1c47760
ko:K12545	pfw:PF1751_v1c47770
ko:K16152	pfw:PF1751_v1c47780
ko:K07165	pfw:PF1751_v1c47790
ko:K03088	pfw:PF1751_v1c47800
ko:K03786	pfw:PF1751_v1c47810
ko:K00014	pfw:PF1751_v1c47820
ko:K00457	pfw:PF1751_v1c47840
ko:K08191	pfw:PF1751_v1c47850
ko:K07054	pfw:PF1751_v1c47880
ko:K10805	pfw:PF1751_v1c47910
ko:K07007	pfw:PF1751_v1c47940
ko:K03719	pfw:PF1751_v1c47970
ko:K02342	pfw:PF1751_v1c47980
ko:K02012	pfw:PF1751_v1c52900
ko:K18800	pfw:PF1751_v1c52910
ko:K03185	pfw:PF1751_v1c52930
ko:K01262	pfw:PF1751_v1c52940
ko:K09895	pfw:PF1751_v1c52950
ko:K09892	pfw:PF1751_v1c52960
ko:K09888	pfw:PF1751_v1c52970
ko:K01934	pfw:PF1751_v1c52980
ko:K01993	pfw:PF1751_v1c53010
ko:K13926	pfw:PF1751_v1c53020
ko:K02415	pfw:PF1751_v1c53040
ko:K02445	pfw:PF1751_v1c53060
ko:K07232	pfw:PF1751_v1c53070
ko:K00523	pfw:PF1751_v1c53090
ko:K03182	pfw:PF1751_v1c53100
ko:K03628	pfw:PF1751_v1c53110
ko:K03671	pfw:PF1751_v1c53120
ko:K02030	pfw:PF1751_v1c53140
ko:K01719	pfw:PF1751_v1c53410
ko:K01749	pfw:PF1751_v1c53420
ko:K08083	pfw:PF1751_v1c53430
ko:K01755	pfw:PF1751_v1c53440
ko:K00799	pfw:PF1751_v1c53450
ko:K05851	pfw:PF1751_v1c53480
ko:K06140	pfw:PF1751_v1c53490
ko:K06202	pfw:PF1751_v1c53500
ko:K01586	pfw:PF1751_v1c53520
ko:K01778	pfw:PF1751_v1c53530
ko:K09921	pfw:PF1751_v1c53540
ko:K03733	pfw:PF1751_v1c53550
ko:K03320	pfw:PF1751_v1c53590
ko:K04752	pfw:PF1751_v1c53600
ko:K09806	pfw:PF1751_v1c53610
ko:K07391	pfw:PF1751_v1c53630
ko:K01079	pfw:PF1751_v1c04730
ko:K01613	pfw:PF1751_v1c04740
ko:K01011	pfw:PF1751_v1c04750
ko:K02556	pfw:PF1751_v1c04770
ko:K02557	pfw:PF1751_v1c04780
ko:K06949	pfw:PF1751_v1c04790
ko:K13288	pfw:PF1751_v1c04800
ko:K18979	pfw:PF1751_v1c04820
ko:K06925	pfw:PF1751_v1c04840
ko:K01448	pfw:PF1751_v1c04850
ko:K03572	pfw:PF1751_v1c04860
ko:K00791	pfw:PF1751_v1c04870
ko:K03666	pfw:PF1751_v1c04880
ko:K03665	pfw:PF1751_v1c04890
ko:K04088	pfw:PF1751_v1c04900
ko:K04087	pfw:PF1751_v1c04910
ko:K02502	pfw:PF1751_v1c04920
ko:K01939	pfw:PF1751_v1c04930
ko:K02011	pfw:PF1751_v1c04950
ko:K02012	pfw:PF1751_v1c04960
ko:K12573	pfw:PF1751_v1c04970
ko:K03218	pfw:PF1751_v1c04980
ko:K02990	pfw:PF1751_v1c04990
ko:K02963	pfw:PF1751_v1c05000
ko:K02939	pfw:PF1751_v1c05020
ko:K01916	pfw:PF1751_v1c05120
ko:K00763	pfw:PF1751_v1c05130
ko:K00128	pfw:PF1751_v1c05150
ko:K01999	pfw:PF1751_v1c05170
ko:K01997	pfw:PF1751_v1c05180
ko:K01998	pfw:PF1751_v1c05190
ko:K01995	pfw:PF1751_v1c05200
ko:K01996	pfw:PF1751_v1c05210
ko:K00275	pfw:PF1751_v1c12810
ko:K06077	pfw:PF1751_v1c12820
ko:K03313	pfw:PF1751_v1c12830
ko:K01738	pfw:PF1751_v1c12840
ko:K07137	pfw:PF1751_v1c12850
ko:K08985	pfw:PF1751_v1c12860
ko:K01823	pfw:PF1751_v1c06720
ko:K04058	pfw:PF1751_v1c06770
ko:K03230	pfw:PF1751_v1c06780
ko:K03220	pfw:PF1751_v1c06790
ko:K03224	pfw:PF1751_v1c06800
ko:K03225	pfw:PF1751_v1c06830
ko:K03226	pfw:PF1751_v1c06840
ko:K03227	pfw:PF1751_v1c06850
ko:K03228	pfw:PF1751_v1c06860
ko:K03229	pfw:PF1751_v1c06870
ko:K03219	pfw:PF1751_v1c06900
ko:K03223	pfw:PF1751_v1c06930
ko:K03222	pfw:PF1751_v1c06950
ko:K06942	pfw:PF1751_v1c06990
ko:K01056	pfw:PF1751_v1c07000
ko:K02897	pfw:PF1751_v1c07010
ko:K00948	pfw:PF1751_v1c07020
ko:K00919	pfw:PF1751_v1c07030
ko:K02494	pfw:PF1751_v1c07040
ko:K02492	pfw:PF1751_v1c07060
ko:K02835	pfw:PF1751_v1c07070
ko:K02493	pfw:PF1751_v1c07080
ko:K01776	pfw:PF1751_v1c07100
ko:K00574	pfw:PF1751_v1c07140
ko:K09701	pfw:PF1751_v1c07150
ko:K01669	pfw:PF1751_v1c07190
ko:K18954	pfw:PF1751_v1c14900
ko:K00481	pfw:PF1751_v1c14910
ko:K01725	pfw:PF1751_v1c14940
ko:K01673	pfw:PF1751_v1c14950
ko:K11921	pfw:PF1751_v1c14960
ko:K01713	pfw:PF1751_v1c14970
ko:K01915	pfw:PF1751_v1c14980
ko:K03684	pfw:PF1751_v1c15000
ko:K09902	pfw:PF1751_v1c15010
ko:K09160	pfw:PF1751_v1c15050
ko:K01354	pfw:PF1751_v1c15140
ko:K07160	pfw:PF1751_v1c15190
ko:K09989	pfw:PF1751_v1c15230
ko:K01738	pfw:PF1751_v1c15260
ko:K01681	pfw:PF1751_v1c15280
ko:K06968	pfw:PF1751_v1c15290
ko:K04085	pfw:PF1751_v1c15300
ko:K03327	pfw:PF1751_v1c15310
ko:K03473	pfw:PF1751_v1c15320
ko:K06147	pfw:PF1751_v1c15340
ko:K08309	pfw:PF1751_v1c15350
ko:K15738	pfw:PF1751_v1c15360
ko:K06149	pfw:PF1751_v1c15370
ko:K01825	pfw:PF1751_v1c15390
ko:K13896	pfw:PF1751_v1c22980
ko:K13895	pfw:PF1751_v1c22990
ko:K13894	pfw:PF1751_v1c23000
ko:K13893	pfw:PF1751_v1c23010
ko:K03769	pfw:PF1751_v1c23020
ko:K13896	pfw:PF1751_v1c23030
ko:K13895	pfw:PF1751_v1c23040
ko:K13894	pfw:PF1751_v1c23050
ko:K13893	pfw:PF1751_v1c23060
ko:K13893	pfw:PF1751_v1c23070
ko:K08307	pfw:PF1751_v1c23080
ko:K01069	pfw:PF1751_v1c23090
ko:K03469	pfw:PF1751_v1c23110
ko:K02342	pfw:PF1751_v1c23120
ko:K01584	pfw:PF1751_v1c23130
ko:K00156	pfw:PF1751_v1c23190
ko:K00381	pfw:PF1751_v1c23230
ko:K00548	pfw:PF1751_v1c23270
ko:K07400	pfw:PF1751_v1c23290
ko:K05936	pfw:PF1751_v1c23300
ko:K02189	pfw:PF1751_v1c23310
ko:K01807	pfw:PF1751_v1c52400
ko:K00058	pfw:PF1751_v1c52450
ko:K07394	pfw:PF1751_v1c52490
ko:K01434	pfw:PF1751_v1c52530
ko:K18991	pfw:PF1751_v1c52540
ko:K11074	pfw:PF1751_v1c52580
ko:K11075	pfw:PF1751_v1c52590
ko:K11076	pfw:PF1751_v1c52600
ko:K11073	pfw:PF1751_v1c52610
ko:K11073	pfw:PF1751_v1c52620
ko:K12256	pfw:PF1751_v1c52630
ko:K01915	pfw:PF1751_v1c52640
ko:K15977	pfw:PF1751_v1c12890
ko:K09930	pfw:PF1751_v1c12910
ko:K01996	pfw:PF1751_v1c12930
