ko:K07062	xcu:J159_04447
ko:K07473	xcu:J159_02588
ko:K02227	xcu:J159_03348
ko:K19221	xcu:J159_03349
ko:K16092	xcu:J159_03352
ko:K03695	xcu:J159_03354
ko:K15555	xcu:J159_03355
ko:K15554	xcu:J159_03356
ko:K15553	xcu:J159_03357
ko:K02014	xcu:J159_03360
ko:K07461	xcu:J159_03361
ko:K00799	xcu:J159_03362
ko:K06901	xcu:J159_03365
ko:K02014	xcu:J159_03368
ko:K01087	xcu:J159_03369
ko:K00697	xcu:J159_03371
ko:K00117	xcu:J159_03372
ko:K03406	xcu:J159_03373
ko:K05810	xcu:J159_03376
ko:K06180	xcu:J159_03377
ko:K05807	xcu:J159_03378
ko:K01950	xcu:J159_03380
ko:K07483	xcu:J159_03382
ko:K01902	xcu:J159_03396
ko:K01903	xcu:J159_03397
ko:K02668	xcu:J159_03398
ko:K02667	xcu:J159_03399
ko:K03781	xcu:J159_04157
ko:K00014	xcu:J159_04161
ko:K00380	xcu:J159_04163
ko:K01173	xcu:J159_04164
ko:K01698	xcu:J159_04167
ko:K01278	xcu:J159_04171
ko:K14266	xcu:J159_04176
ko:K03832	xcu:J159_04177
ko:K09696	xcu:J159_04178
ko:K09697	xcu:J159_04179
ko:K07729	xcu:J159_04181
ko:K01198	xcu:J159_04183
ko:K02014	xcu:J159_04187
ko:K13633	xcu:J159_04189
ko:K01990	xcu:J159_04191
ko:K01992	xcu:J159_04192
ko:K00077	xcu:J159_04195
ko:K03671	xcu:J159_04199
ko:K09799	xcu:J159_04203
ko:K06213	xcu:J159_04205
ko:K01674	xcu:J159_04206
ko:K11747	xcu:J159_04207
ko:K00036	xcu:J159_04208
ko:K07483	xcu:J159_00461
ko:K01687	xcu:J159_00463
ko:K06940	xcu:J159_00465
ko:K00141	xcu:J159_00472
ko:K18954	xcu:J159_00473
ko:K00481	xcu:J159_00474
ko:K00864	xcu:J159_00477
ko:K02440	xcu:J159_00478
ko:K00111	xcu:J159_00479
ko:K02444	xcu:J159_00480
ko:K03924	xcu:J159_01248
ko:K06287	xcu:J159_01252
ko:K07040	xcu:J159_01253
ko:K02911	xcu:J159_01254
ko:K00648	xcu:J159_01255
ko:K00645	xcu:J159_01257
ko:K00059	xcu:J159_01258
ko:K02078	xcu:J159_01259
ko:K09458	xcu:J159_01260
ko:K01657	xcu:J159_01261
ko:K07082	xcu:J159_01262
ko:K02341	xcu:J159_01263
ko:K02676	xcu:J159_01264
ko:K02688	xcu:J159_01267
ko:K03417	xcu:J159_01268
ko:K01659	xcu:J159_01269
ko:K07746	xcu:J159_01271
ko:K02014	xcu:J159_01274
ko:K06894	xcu:J159_01276
ko:K01126	xcu:J159_01278
ko:K05367	xcu:J159_01279
ko:K03594	xcu:J159_01280
ko:K13993	xcu:J159_01282
ko:K05516	xcu:J159_01283
ko:K02658	xcu:J159_01285
ko:K04088	xcu:J159_01287
ko:K04087	xcu:J159_01288
ko:K01939	xcu:J159_01290
ko:K01256	xcu:J159_01291
ko:K19048	xcu:J159_02059
ko:K07483	xcu:J159_02066
ko:K06871	xcu:J159_02072
ko:K03407	xcu:J159_02075
ko:K03414	xcu:J159_02076
ko:K03413	xcu:J159_02077
ko:K02405	xcu:J159_02078
ko:K04562	xcu:J159_02079
ko:K02404	xcu:J159_02080
ko:K02400	xcu:J159_02081
ko:K02401	xcu:J159_02082
ko:K02421	xcu:J159_02086
ko:K02420	xcu:J159_02087
ko:K02419	xcu:J159_02089
ko:K02418	xcu:J159_02090
ko:K02417	xcu:J159_02091
ko:K02416	xcu:J159_02092
ko:K02415	xcu:J159_02093
ko:K02414	xcu:J159_02094
ko:K02413	xcu:J159_02095
ko:K02412	xcu:J159_02096
ko:K02411	xcu:J159_02097
ko:K02410	xcu:J159_02098
ko:K02409	xcu:J159_02099
ko:K02408	xcu:J159_02100
ko:K00648	xcu:J159_02109
ko:K07124	xcu:J159_02871
ko:K06886	xcu:J159_02872
ko:K03431	xcu:J159_02877
ko:K01963	xcu:J159_02878
ko:K01695	xcu:J159_02879
ko:K01696	xcu:J159_02881
ko:K01817	xcu:J159_02883
ko:K06173	xcu:J159_02884
ko:K06996	xcu:J159_02886
ko:K08086	xcu:J159_02887
ko:K00133	xcu:J159_02888
ko:K00090	xcu:J159_02889
ko:K01736	xcu:J159_02890
ko:K07320	xcu:J159_02891
ko:K07152	xcu:J159_02892
ko:K01613	xcu:J159_02893
ko:K08307	xcu:J159_02894
ko:K06915	xcu:J159_02895
ko:K04760	xcu:J159_02899
ko:K14441	xcu:J159_02900
ko:K01061	xcu:J159_02901
ko:K01494	xcu:J159_02905
ko:K03593	xcu:J159_02906
ko:K07386	xcu:J159_02910
ko:K07386	xcu:J159_02911
ko:K07386	xcu:J159_02912
ko:K07443	xcu:J159_02914
ko:K00383	xcu:J159_02915
ko:K00285	xcu:J159_02916
ko:K07148	xcu:J159_02917
ko:K03775	xcu:J159_02918
ko:K00694	xcu:J159_03677
ko:K00763	xcu:J159_03680
ko:K02014	xcu:J159_03687
ko:K03811	xcu:J159_03688
ko:K02453	xcu:J159_03691
ko:K02463	xcu:J159_03692
ko:K02462	xcu:J159_03693
ko:K02461	xcu:J159_03694
ko:K02460	xcu:J159_03695
ko:K02459	xcu:J159_03696
ko:K02458	xcu:J159_03697
ko:K02457	xcu:J159_03698
ko:K02456	xcu:J159_03699
ko:K02455	xcu:J159_03700
ko:K02454	xcu:J159_03701
ko:K14645	xcu:J159_03702
ko:K14645	xcu:J159_03704
ko:K01952	xcu:J159_03706
ko:K03981	xcu:J159_03707
ko:K04763	xcu:J159_03708
ko:K11720	xcu:J159_03711
ko:K07091	xcu:J159_03712
ko:K01255	xcu:J159_03713
ko:K02339	xcu:J159_03715
ko:K01873	xcu:J159_03716
ko:K02014	xcu:J159_03717
ko:K08309	xcu:J159_03718
ko:K01728	xcu:J159_03719
ko:K03789	xcu:J159_03720
ko:K17103	xcu:J159_03722
ko:K01881	xcu:J159_03724
ko:K03746	xcu:J159_03725
ko:K07012	xcu:J159_03987
ko:K19119	xcu:J159_03988
ko:K19117	xcu:J159_03989
ko:K19117	xcu:J159_03990
ko:K19118	xcu:J159_03991
ko:K03733	xcu:J159_00754
ko:K01419	xcu:J159_00755
ko:K03667	xcu:J159_00756
ko:K01485	xcu:J159_00757
ko:K02348	xcu:J159_00758
ko:K03183	xcu:J159_00761
ko:K00121	xcu:J159_00770
ko:K00856	xcu:J159_00773
ko:K03569	xcu:J159_00774
ko:K03570	xcu:J159_00775
ko:K03571	xcu:J159_00776
ko:K05515	xcu:J159_00777
ko:K05837	xcu:J159_00778
ko:K08305	xcu:J159_00780
ko:K03642	xcu:J159_00781
ko:K07258	xcu:J159_00782
ko:K09158	xcu:J159_00784
ko:K03801	xcu:J159_00785
ko:K03644	xcu:J159_00786
ko:K03797	xcu:J159_00787
ko:K07090	xcu:J159_00788
ko:K00033	xcu:J159_00798
ko:K04065	xcu:J159_00800
ko:K00950	xcu:J159_00804
ko:K03793	xcu:J159_00805
ko:K07347	xcu:J159_01568
ko:K07346	xcu:J159_01569
ko:K01265	xcu:J159_01571
ko:K00990	xcu:J159_01572
ko:K00674	xcu:J159_01573
ko:K01439	xcu:J159_01575
ko:K01953	xcu:J159_01576
ko:K02014	xcu:J159_01578
ko:K01434	xcu:J159_01580
ko:K03594	xcu:J159_01581
ko:K00569	xcu:J159_01582
ko:K02621	xcu:J159_01584
ko:K03543	xcu:J159_01588
ko:K03446	xcu:J159_01589
ko:K05349	xcu:J159_01591
ko:K03305	xcu:J159_01593
ko:K06975	xcu:J159_01596
ko:K15974	xcu:J159_01598
ko:K01284	xcu:J159_01599
ko:K00432	xcu:J159_01600
ko:K00528	xcu:J159_01601
ko:K06147	xcu:J159_01602
ko:K01676	xcu:J159_01603
ko:K00799	xcu:J159_01604
ko:K01673	xcu:J159_01605
ko:K01058	xcu:J159_01606
ko:K09793	xcu:J159_01607
ko:K03704	xcu:J159_01608
ko:K06077	xcu:J159_01609
ko:K03424	xcu:J159_01612
ko:K00252	xcu:J159_01615
ko:K00799	xcu:J159_01617
ko:K01953	xcu:J159_01618
ko:K00799	xcu:J159_02383
ko:K03449	xcu:J159_02387
ko:K03658	xcu:J159_02418
ko:K12262	xcu:J159_03194
ko:K01752	xcu:J159_03197
ko:K00003	xcu:J159_03199
ko:K01739	xcu:J159_03200
ko:K00641	xcu:J159_03201
ko:K02837	xcu:J159_03204
ko:K11068	xcu:J159_03205
ko:K07290	xcu:J159_03206
ko:K03814	xcu:J159_03209
ko:K04083	xcu:J159_03210
ko:K02014	xcu:J159_03212
ko:K06445	xcu:J159_03216
ko:K08987	xcu:J159_03217
ko:K03301	xcu:J159_03218
ko:K01467	xcu:J159_03219
ko:K02437	xcu:J159_03221
ko:K00605	xcu:J159_03222
ko:K07340	xcu:J159_03223
ko:K09771	xcu:J159_03225
ko:K04765	xcu:J159_03226
ko:K01082	xcu:J159_03227
ko:K08312	xcu:J159_03228
ko:K00833	xcu:J159_03229
ko:K09761	xcu:J159_03230
ko:K00845	xcu:J159_03231
ko:K02014	xcu:J159_03232
ko:K01206	xcu:J159_03233
ko:K12373	xcu:J159_03235
ko:K01192	xcu:J159_03236
ko:K05349	xcu:J159_03237
ko:K12308	xcu:J159_03239
ko:K07464	xcu:J159_03992
ko:K15342	xcu:J159_03993
ko:K09951	xcu:J159_03994
ko:K06879	xcu:J159_03997
ko:K07799	xcu:J159_03999
ko:K07788	xcu:J159_04000
ko:K07789	xcu:J159_04001
ko:K07025	xcu:J159_04005
ko:K08641	xcu:J159_04010
ko:K05349	xcu:J159_04020
ko:K01633	xcu:J159_04021
ko:K01409	xcu:J159_04022
ko:K02970	xcu:J159_04023
ko:K09117	xcu:J159_04024
ko:K01039	xcu:J159_00483
ko:K01040	xcu:J159_00484
ko:K07823	xcu:J159_00485
ko:K00449	xcu:J159_00486
ko:K00448	xcu:J159_00487
ko:K01857	xcu:J159_00488
ko:K01055	xcu:J159_00489
ko:K01607	xcu:J159_00490
ko:K02624	xcu:J159_00492
ko:K07178	xcu:J159_00493
ko:K03495	xcu:J159_00496
ko:K01754	xcu:J159_00498
ko:K02169	xcu:J159_00502
ko:K00059	xcu:J159_00503
ko:K02170	xcu:J159_00504
ko:K00652	xcu:J159_00506
ko:K01012	xcu:J159_00507
ko:K03179	xcu:J159_00509
ko:K18376	xcu:J159_00513
ko:K03220	xcu:J159_00519
ko:K03227	xcu:J159_00521
ko:K03226	xcu:J159_00522
ko:K03225	xcu:J159_00523
ko:K18381	xcu:J159_00524
ko:K03230	xcu:J159_00525
ko:K03229	xcu:J159_00526
ko:K18373	xcu:J159_00527
ko:K18374	xcu:J159_00528
ko:K03222	xcu:J159_00529
ko:K03223	xcu:J159_00531
ko:K03224	xcu:J159_00532
ko:K03228	xcu:J159_00534
ko:K03219	xcu:J159_00535
ko:K01201	xcu:J159_01309
ko:K00384	xcu:J159_01316
ko:K03701	xcu:J159_01320
ko:K11177	xcu:J159_01321
ko:K11178	xcu:J159_01322
ko:K13483	xcu:J159_01323
ko:K09003	xcu:J159_01324
ko:K07341	xcu:J159_01328
ko:K01356	xcu:J159_01330
ko:K14161	xcu:J159_01332
ko:K14162	xcu:J159_01333
ko:K03781	xcu:J159_01347
ko:K03929	xcu:J159_01349
ko:K00281	xcu:J159_01350
ko:K07552	xcu:J159_01353
ko:K01283	xcu:J159_01355
ko:K03760	xcu:J159_01356
ko:K10941	xcu:J159_02112
ko:K03092	xcu:J159_02114
ko:K02422	xcu:J159_02118
ko:K02407	xcu:J159_02119
ko:K02406	xcu:J159_02120
ko:K02397	xcu:J159_02121
ko:K02396	xcu:J159_02122
ko:K02395	xcu:J159_02123
ko:K02394	xcu:J159_02124
ko:K02393	xcu:J159_02125
ko:K02392	xcu:J159_02126
ko:K02391	xcu:J159_02127
ko:K02390	xcu:J159_02128
ko:K02389	xcu:J159_02129
ko:K02388	xcu:J159_02130
ko:K02387	xcu:J159_02131
ko:K03415	xcu:J159_02132
ko:K02386	xcu:J159_02133
ko:K02398	xcu:J159_02134
ko:K03406	xcu:J159_02141
ko:K07153	xcu:J159_02142
ko:K00566	xcu:J159_02143
ko:K06891	xcu:J159_02145
ko:K03694	xcu:J159_02146
ko:K02518	xcu:J159_02147
ko:K00684	xcu:J159_02148
ko:K09919	xcu:J159_02149
ko:K00384	xcu:J159_02150
ko:K03466	xcu:J159_02151
ko:K03634	xcu:J159_02153
ko:K07478	xcu:J159_02155
ko:K06199	xcu:J159_02157
ko:K07516	xcu:J159_02160
ko:K01077	xcu:J159_02924
ko:K04075	xcu:J159_02925
ko:K03602	xcu:J159_02926
ko:K00795	xcu:J159_02927
ko:K09940	xcu:J159_02929
ko:K03592	xcu:J159_02930
ko:K09889	xcu:J159_02931
ko:K03568	xcu:J159_02932
ko:K08301	xcu:J159_02935
ko:K06287	xcu:J159_02936
ko:K09807	xcu:J159_02937
ko:K03832	xcu:J159_02939
ko:K00783	xcu:J159_02940
ko:K07093	xcu:J159_02941
ko:K09710	xcu:J159_02942
ko:K00969	xcu:J159_02943
ko:K02340	xcu:J159_02944
ko:K03643	xcu:J159_02945
ko:K01869	xcu:J159_02946
ko:K05838	xcu:J159_02948
ko:K09779	xcu:J159_02953
ko:K18893	xcu:J159_02961
ko:K02553	xcu:J159_02972
ko:K02066	xcu:J159_03727
ko:K02065	xcu:J159_03728
ko:K02067	xcu:J159_03729
ko:K18480	xcu:J159_03730
ko:K00311	xcu:J159_03732
ko:K01029	xcu:J159_03734
ko:K01028	xcu:J159_03735
ko:K15778	xcu:J159_03736
ko:K16011	xcu:J159_03737
ko:K00012	xcu:J159_03738
ko:K00067	xcu:J159_03739
ko:K01790	xcu:J159_03740
ko:K00973	xcu:J159_03741
ko:K01710	xcu:J159_03742
ko:K03521	xcu:J159_03743
ko:K03522	xcu:J159_03744
ko:K01758	xcu:J159_03760
ko:K01697	xcu:J159_03761
ko:K02670	xcu:J159_03765
ko:K16171	xcu:J159_03767
ko:K11927	xcu:J159_03768
ko:K01301	xcu:J159_03769
ko:K02014	xcu:J159_03771
ko:K01737	xcu:J159_03772
ko:K01935	xcu:J159_03774
ko:K07017	xcu:J159_03777
ko:K07058	xcu:J159_04025
ko:K14347	xcu:J159_04027
ko:K02259	xcu:J159_04030
ko:K02276	xcu:J159_04034
ko:K02258	xcu:J159_04035
ko:K02274	xcu:J159_04037
ko:K02275	xcu:J159_04038
ko:K13821	xcu:J159_04040
ko:K05886	xcu:J159_04070
ko:K01014	xcu:J159_00925
ko:K06954	xcu:J159_01520
ko:K01802	xcu:J159_01733
ko:K06148	xcu:J159_01846
ko:K13663	xcu:J159_02747
ko:K13661	xcu:J159_02750
ko:K19265	xcu:J159_03358
ko:K00839	xcu:J159_00416
ko:K00020	xcu:J159_01456
ko:K07497	xcu:J159_00204
ko:K07497	xcu:J159_03412
ko:K07497	xcu:J159_03442
ko:K07497	xcu:J159_03443
ko:K07497	xcu:J159_00092
ko:K07497	xcu:J159_00093
ko:K07497	xcu:J159_00104
ko:K07497	xcu:J159_00105
ko:K07497	xcu:J159_04339
ko:K07497	xcu:J159_04455
ko:K07497	xcu:J159_00004
ko:K07497	xcu:J159_00005
ko:K07497	xcu:J159_00054
ko:K07497	xcu:J159_00055
ko:K07497	xcu:J159_03479
ko:K07497	xcu:J159_00268
ko:K07497	xcu:J159_01176
ko:K07497	xcu:J159_02772
ko:K07497	xcu:J159_02773
ko:K07497	xcu:J159_02802
ko:K07497	xcu:J159_01201
ko:K07497	xcu:J159_01235
ko:K07497	xcu:J159_02016
ko:K07497	xcu:J159_02828
ko:K07497	xcu:J159_03664
ko:K07497	xcu:J159_03665
ko:K07497	xcu:J159_00460
ko:K07497	xcu:J159_02065
ko:K07497	xcu:J159_02069
ko:K07497	xcu:J159_02247
ko:K07497	xcu:J159_02248
ko:K07497	xcu:J159_02249
ko:K07497	xcu:J159_03056
ko:K07497	xcu:J159_03057
ko:K07497	xcu:J159_00696
ko:K00118	xcu:J159_01012
ko:K07497	xcu:J159_02280
ko:K07497	xcu:J159_02321
ko:K07497	xcu:J159_03916
ko:K07497	xcu:J159_03917
ko:K07497	xcu:J159_02378
ko:K07497	xcu:J159_01650
ko:K07497	xcu:J159_01651
ko:K07497	xcu:J159_02531
ko:K07497	xcu:J159_02584
ko:K07497	xcu:J159_02585
ko:K07497	xcu:J159_03383
ko:K19335	xcu:J159_01294
ko:K03722	xcu:J159_03265
ko:K03722	xcu:J159_04158
ko:K18323	xcu:J159_00445
ko:K18322	xcu:J159_00444
ko:K18240	xcu:J159_04231
ko:K01066	xcu:J159_00494
ko:K19267	xcu:J159_00455
ko:K00001	xcu:J159_02991
ko:K00035	xcu:J159_00919
ko:K19302	xcu:J159_01944
ko:K18321	xcu:J159_00443
ko:K04771	xcu:J159_01461
ko:K08646	xcu:J159_02928
ko:K19302	xcu:J159_01161
ko:K19336	xcu:J159_01293
ko:K06867	xcu:J159_04211
ko:K06867	xcu:J159_04156
ko:K13658	xcu:J159_02744
ko:K18379	xcu:J159_00520
ko:K00632	xcu:J159_02159
ko:K11894	xcu:J159_04250
ko:K19577	xcu:J159_01504
ko:K19577	xcu:J159_03002
ko:K01768	xcu:J159_01470
ko:K02650	xcu:J159_03405
ko:K00683	xcu:J159_02481
ko:K13656	xcu:J159_02749
ko:K07216	xcu:J159_02647
ko:K03406	xcu:J159_03609
ko:K03406	xcu:J159_02043
ko:K03328	xcu:J159_01834
ko:K18377	xcu:J159_00537
ko:K19092	xcu:J159_01272
ko:K13665	xcu:J159_02741
ko:K18375	xcu:J159_00517
ko:K18380	xcu:J159_00516
ko:K02479	xcu:J159_02315
ko:K18378	xcu:J159_00536
ko:K00433	xcu:J159_02182
ko:K19586	xcu:J159_01627
ko:K19585	xcu:J159_01628
ko:K00324	xcu:J159_01042
ko:K07483	xcu:J159_02591
ko:K09690	xcu:J159_03759
ko:K02483	xcu:J159_04103
ko:K03328	xcu:J159_02743
ko:K00799	xcu:J159_01018
ko:K09065	xcu:J159_02513
ko:K07011	xcu:J159_03685
ko:K19033	xcu:J159_02992
ko:K02650	xcu:J159_03404
ko:K02650	xcu:J159_03955
ko:K01184	xcu:J159_02534
ko:K01090	xcu:J159_04245
ko:K06977	xcu:J159_01365
ko:K02021	xcu:J159_01676
ko:K00992	xcu:J159_03115
ko:K12960	xcu:J159_02538
ko:K01978	xcu:J159_00889
ko:K19696	xcu:J159_01476
ko:K22292	xcu:J159_02536
ko:K01983	xcu:J159_01232
ko:K00799	xcu:J159_03969
ko:K06132	xcu:J159_03037
ko:K20938	xcu:J159_00979
ko:K07119	xcu:J159_00403
ko:K07147	xcu:J159_01796
ko:K15777	xcu:J159_03862
ko:K19784	xcu:J159_01619
ko:K01457	xcu:J159_04459
ko:K19804	xcu:J159_02455
ko:K19802	xcu:J159_04013
ko:K08992	xcu:J159_02456
ko:K22003	xcu:J159_03635
ko:K13775	xcu:J159_03590
ko:K07274	xcu:J159_02966
ko:K06884	xcu:J159_02303
ko:K01434	xcu:J159_01579
ko:K05770	xcu:J159_01963
ko:K21420	xcu:J159_01377
ko:K09796	xcu:J159_01384
ko:K00020	xcu:J159_02434
ko:K01977	xcu:J159_04047
ko:K01977	xcu:J159_04422
ko:K14225	xcu:J159_01078
ko:K14225	xcu:J159_02242
ko:K14225	xcu:J159_02244
ko:K14234	xcu:J159_01079
ko:K14228	xcu:J159_01590
ko:K14228	xcu:J159_01713
ko:K14228	xcu:J159_02203
ko:K14228	xcu:J159_02252
ko:K14228	xcu:J159_02868
ko:K14237	xcu:J159_01212
ko:K14237	xcu:J159_01265
ko:K14233	xcu:J159_01223
ko:K14233	xcu:J159_01240
ko:K14233	xcu:J159_01805
ko:K14233	xcu:J159_01887
ko:K14218	xcu:J159_02578
ko:K14218	xcu:J159_04092
ko:K14231	xcu:J159_02726
ko:K14220	xcu:J159_02794
ko:K14230	xcu:J159_02853
ko:K01985	xcu:J159_04042
ko:K01985	xcu:J159_04417
ko:K14219	xcu:J159_00511
ko:K14219	xcu:J159_01173
ko:K14219	xcu:J159_01892
ko:K14219	xcu:J159_01893
ko:K14219	xcu:J159_01953
ko:K14223	xcu:J159_00609
ko:K14223	xcu:J159_01072
ko:K14230	xcu:J159_00610
ko:K14225	xcu:J159_03458
ko:K15035	xcu:J159_01658
ko:K14224	xcu:J159_01927
ko:K14224	xcu:J159_02205
ko:K14224	xcu:J159_02207
ko:K14218	xcu:J159_02206
ko:K14218	xcu:J159_02208
ko:K14218	xcu:J159_04046
ko:K14218	xcu:J159_04421
ko:K14222	xcu:J159_02243
ko:K01980	xcu:J159_04043
ko:K01980	xcu:J159_04418
ko:K14227	xcu:J159_04045
ko:K14227	xcu:J159_04420
ko:K14234	xcu:J159_01396
ko:K14235	xcu:J159_01081
ko:K14232	xcu:J159_01172
ko:K14232	xcu:J159_02500
ko:K14232	xcu:J159_02752
ko:K14226	xcu:J159_01174
ko:K14229	xcu:J159_01203
ko:K14229	xcu:J159_03294
ko:K14228	xcu:J159_01206
ko:K14237	xcu:J159_02792
ko:K14221	xcu:J159_01213
ko:K14221	xcu:J159_01214
ko:K14234	xcu:J159_04143
ko:K14236	xcu:J159_01077
ko:K00507	xcu:J159_00294
ko:K00507	xcu:J159_01521
ko:K20444	xcu:J159_03268
ko:K20444	xcu:J159_03756
ko:K20444	xcu:J159_03755
ko:K20455	xcu:J159_01270
ko:K20429	xcu:J159_02111
ko:K20444	xcu:J159_02101
ko:K20326	xcu:J159_03684
ko:K20327	xcu:J159_03683
ko:K20328	xcu:J159_03682
ko:K20542	xcu:J159_03675
ko:K20541	xcu:J159_03676
ko:K20543	xcu:J159_03674
ko:K01179	xcu:J159_02685
ko:K03200	xcu:J159_00086
ko:K03198	xcu:J159_00088
ko:K03197	xcu:J159_00089
ko:K03200	xcu:J159_02780
ko:K03198	xcu:J159_02782
ko:K03197	xcu:J159_02783
ko:K20534	xcu:J159_03208
ko:K22132	xcu:J159_01611
ko:K00130	xcu:J159_00838
ko:K03199	xcu:J159_00087
ko:K03199	xcu:J159_02781
ko:K01179	xcu:J159_00464
ko:K01179	xcu:J159_00732
ko:K01179	xcu:J159_00141
ko:K03195	xcu:J159_02786
ko:K03195	xcu:J159_00080
ko:K01179	xcu:J159_00139
ko:K01179	xcu:J159_00140
ko:K20755	xcu:J159_02996
ko:K20755	xcu:J159_02999
ko:K01214	xcu:J159_03417
ko:K14230	xcu:J159_03936
ko:K01214	xcu:J159_00551
ko:K20866	xcu:J159_03587
ko:K02487	xcu:J159_02407
ko:K11937	xcu:J159_01954
ko:K21071	xcu:J159_03597
ko:K21061	xcu:J159_02715
ko:K21062	xcu:J159_02712
ko:K21023	xcu:J159_02083
ko:K13877	xcu:J159_02711
ko:K21025	xcu:J159_02558
ko:K08968	xcu:J159_03775
ko:K12658	xcu:J159_02716
ko:K00821	xcu:J159_03588
ko:K00526	xcu:J159_04201
ko:K02335	xcu:J159_04238
ko:K06217	xcu:J159_02626
ko:K05889	xcu:J159_04330
ko:K00857	xcu:J159_04412
ko:K03553	xcu:J159_01883
ko:K03676	xcu:J159_01168
ko:K01185	xcu:J159_01191
ko:K03791	xcu:J159_02818
ko:K03791	xcu:J159_00586
ko:K10747	xcu:J159_01481
ko:K07336	xcu:J159_03102
ko:K00558	xcu:J159_02364
ko:K13522	xcu:J159_00791
ko:K03462	xcu:J159_00792
ko:K02316	xcu:J159_04026
ko:K02314	xcu:J159_01620
ko:K01520	xcu:J159_04064
ko:K00560	xcu:J159_00966
ko:K00287	xcu:J159_00968
ko:K02014	xcu:J159_01146
ko:K00108	xcu:J159_00837
ko:K00525	xcu:J159_04202
ko:K02481	xcu:J159_00341
ko:K01139	xcu:J159_03553
ko:K07275	xcu:J159_03514
ko:K03293	xcu:J159_03145
ko:K21472	xcu:J159_03088
ko:K21472	xcu:J159_03527
ko:K21405	xcu:J159_00772
ko:K02483	xcu:J159_00850
ko:K01420	xcu:J159_01969
ko:K21686	xcu:J159_01451
ko:K01777	xcu:J159_02384
ko:K21495	xcu:J159_04446
ko:K21929	xcu:J159_03860
ko:K03442	xcu:J159_02187
ko:K22318	xcu:J159_00350
ko:K22105	xcu:J159_04088
ko:K13874	xcu:J159_01906
ko:K03595	xcu:J159_01466
ko:K08994	xcu:J159_03593
ko:K22319	xcu:J159_00352
ko:K01337	xcu:J159_03152
ko:K17758	xcu:J159_01308
ko:K02257	xcu:J159_04029
ko:K22317	xcu:J159_00348
ko:K22320	xcu:J159_00354
ko:K13566	xcu:J159_02482
ko:K22478	xcu:J159_02509
ko:K22479	xcu:J159_02508
ko:K00424	xcu:J159_02499
ko:K22550	xcu:J159_02714
ko:K22549	xcu:J159_02713
