ko:K13060	yew:CH47_1045
ko:K01873	yew:CH47_2980
ko:K03828	yew:CH47_2981
ko:K09893	yew:CH47_2982
ko:K00611	yew:CH47_2983
ko:K02035	yew:CH47_2985
ko:K02033	yew:CH47_2986
ko:K02034	yew:CH47_2987
ko:K07019	yew:CH47_3781
ko:K15551	yew:CH47_3784
ko:K10831	yew:CH47_3785
ko:K15552	yew:CH47_3786
ko:K03119	yew:CH47_3787
ko:K06158	yew:CH47_3790
ko:K11747	yew:CH47_3792
ko:K07070	yew:CH47_3793
ko:K03775	yew:CH47_3794
ko:K03745	yew:CH47_3795
ko:K03772	yew:CH47_3796
ko:K07235	yew:CH47_3798
ko:K07236	yew:CH47_3799
ko:K07237	yew:CH47_3800
ko:K02950	yew:CH47_3801
ko:K02992	yew:CH47_3802
ko:K02355	yew:CH47_3803
ko:K02358	yew:CH47_3804
ko:K02192	yew:CH47_3805
ko:K03594	yew:CH47_3807
ko:K02946	yew:CH47_3808
ko:K02906	yew:CH47_3809
ko:K02926	yew:CH47_3810
ko:K02892	yew:CH47_3811
ko:K02886	yew:CH47_3812
ko:K02965	yew:CH47_3813
ko:K02890	yew:CH47_3814
ko:K02982	yew:CH47_3815
ko:K02878	yew:CH47_3816
ko:K02904	yew:CH47_3817
ko:K02961	yew:CH47_3818
ko:K02874	yew:CH47_3819
ko:K02895	yew:CH47_3820
ko:K02931	yew:CH47_3821
ko:K02954	yew:CH47_3822
ko:K02994	yew:CH47_3823
ko:K02933	yew:CH47_3824
ko:K02881	yew:CH47_3825
ko:K02988	yew:CH47_3826
ko:K02907	yew:CH47_3827
ko:K02876	yew:CH47_3828
ko:K03076	yew:CH47_3829
ko:K02919	yew:CH47_3830
ko:K02952	yew:CH47_3831
ko:K02948	yew:CH47_3832
ko:K02986	yew:CH47_3833
ko:K03040	yew:CH47_3834
ko:K02879	yew:CH47_3835
ko:K11749	yew:CH47_266
ko:K07277	yew:CH47_267
ko:K06142	yew:CH47_268
ko:K02536	yew:CH47_269
ko:K02372	yew:CH47_270
ko:K00677	yew:CH47_271
ko:K00748	yew:CH47_272
ko:K03470	yew:CH47_273
ko:K02337	yew:CH47_274
ko:K01962	yew:CH47_275
ko:K08234	yew:CH47_277
ko:K04075	yew:CH47_278
ko:K19000	yew:CH47_280
ko:K15034	yew:CH47_283
ko:K06079	yew:CH47_284
ko:K01881	yew:CH47_285
ko:K06080	yew:CH47_287
ko:K02073	yew:CH47_288
ko:K02072	yew:CH47_289
ko:K02071	yew:CH47_290
ko:K03273	yew:CH47_291
ko:K15461	yew:CH47_704
ko:K00647	yew:CH47_705
ko:K01779	yew:CH47_707
ko:K02024	yew:CH47_708
ko:K02759	yew:CH47_709
ko:K01223	yew:CH47_710
ko:K02761	yew:CH47_711
ko:K02760	yew:CH47_712
ko:K01085	yew:CH47_714
ko:K08344	yew:CH47_717
ko:K03473	yew:CH47_724
ko:K08173	yew:CH47_23
ko:K02016	yew:CH47_25
ko:K02015	yew:CH47_26
ko:K02015	yew:CH47_27
ko:K02013	yew:CH47_28
ko:K01265	yew:CH47_29
ko:K02465	yew:CH47_35
ko:K02462	yew:CH47_37
ko:K02461	yew:CH47_38
ko:K02460	yew:CH47_39
ko:K02459	yew:CH47_40
ko:K02458	yew:CH47_41
ko:K02457	yew:CH47_42
ko:K02456	yew:CH47_43
ko:K02455	yew:CH47_44
ko:K02454	yew:CH47_45
ko:K02453	yew:CH47_46
ko:K02452	yew:CH47_47
ko:K07048	yew:CH47_457
ko:K05916	yew:CH47_461
ko:K00600	yew:CH47_462
ko:K05820	yew:CH47_464
ko:K01092	yew:CH47_469
ko:K15396	yew:CH47_470
ko:K13643	yew:CH47_471
ko:K04487	yew:CH47_472
ko:K04488	yew:CH47_473
ko:K13628	yew:CH47_474
ko:K04082	yew:CH47_475
ko:K04044	yew:CH47_476
ko:K04755	yew:CH47_477
ko:K07751	yew:CH47_479
ko:K06894	yew:CH47_481
ko:K05367	yew:CH47_482
ko:K11607	yew:CH47_1334
ko:K11604	yew:CH47_1335
ko:K08308	yew:CH47_1336
ko:K05595	yew:CH47_1337
ko:K01868	yew:CH47_1346
ko:K02520	yew:CH47_1347
ko:K02916	yew:CH47_1348
ko:K02887	yew:CH47_1349
ko:K01889	yew:CH47_1350
ko:K01890	yew:CH47_1351
ko:K04764	yew:CH47_1352
ko:K18828	yew:CH47_1357
ko:K18829	yew:CH47_1358
ko:K02413	yew:CH47_1884
ko:K02414	yew:CH47_1885
ko:K02415	yew:CH47_1886
ko:K02416	yew:CH47_1887
ko:K02417	yew:CH47_1888
ko:K02418	yew:CH47_1889
ko:K02419	yew:CH47_1890
ko:K06173	yew:CH47_727
ko:K03975	yew:CH47_728
ko:K07506	yew:CH47_1141
ko:K07178	yew:CH47_1149
ko:K06147	yew:CH47_1150
ko:K03758	yew:CH47_1152
ko:K11734	yew:CH47_1161
ko:K12973	yew:CH47_1162
ko:K03704	yew:CH47_1164
ko:K03587	yew:CH47_1166
ko:K06938	yew:CH47_1581
ko:K03760	yew:CH47_1582
ko:K16137	yew:CH47_1583
ko:K10680	yew:CH47_1584
ko:K01759	yew:CH47_1585
ko:K03683	yew:CH47_1586
ko:K07390	yew:CH47_1587
ko:K04564	yew:CH47_1589
ko:K03604	yew:CH47_1591
ko:K00574	yew:CH47_1594
ko:K00793	yew:CH47_1595
ko:K03327	yew:CH47_1596
ko:K00873	yew:CH47_1600
ko:K06078	yew:CH47_1601
ko:K02426	yew:CH47_1603
ko:K11717	yew:CH47_1604
ko:K09015	yew:CH47_1605
ko:K09013	yew:CH47_1606
ko:K09014	yew:CH47_1607
ko:K05997	yew:CH47_1608
ko:K10003	yew:CH47_2360
ko:K10002	yew:CH47_2361
ko:K10004	yew:CH47_2362
ko:K01869	yew:CH47_2364
ko:K03643	yew:CH47_2365
ko:K02340	yew:CH47_2366
ko:K00969	yew:CH47_2367
ko:K09710	yew:CH47_2368
ko:K00783	yew:CH47_2369
ko:K05515	yew:CH47_2370
ko:K05837	yew:CH47_2371
ko:K03642	yew:CH47_2372
ko:K07258	yew:CH47_2373
ko:K09158	yew:CH47_2374
ko:K03801	yew:CH47_2375
ko:K03644	yew:CH47_2376
ko:K03425	yew:CH47_2377
ko:K18968	yew:CH47_2378
ko:K06199	yew:CH47_2379
ko:K03704	yew:CH47_2380
ko:K06147	yew:CH47_2387
ko:K03182	yew:CH47_2389
ko:K18850	yew:CH47_2391
ko:K06889	yew:CH47_2392
ko:K07665	yew:CH47_2393
ko:K07644	yew:CH47_2394
ko:K06221	yew:CH47_2398
ko:K09953	yew:CH47_2405
ko:K07483	yew:CH47_2406
ko:K00867	yew:CH47_3204
ko:K03524	yew:CH47_3205
ko:K00075	yew:CH47_3206
ko:K07491	yew:CH47_3207
ko:K00230	yew:CH47_3213
ko:K03498	yew:CH47_3214
ko:K01825	yew:CH47_3217
ko:K05368	yew:CH47_3219
ko:K03182	yew:CH47_3220
ko:K05785	yew:CH47_3221
ko:K01698	yew:CH47_3222
ko:K03424	yew:CH47_3223
ko:K03118	yew:CH47_3224
ko:K03117	yew:CH47_3225
ko:K03116	yew:CH47_3226
ko:K03688	yew:CH47_3227
ko:K03690	yew:CH47_3228
ko:K03183	yew:CH47_3229
ko:K09760	yew:CH47_3230
ko:K06200	yew:CH47_3232
ko:K00757	yew:CH47_3234
ko:K01061	yew:CH47_3235
ko:K00549	yew:CH47_3236
ko:K03576	yew:CH47_3238
ko:K07088	yew:CH47_3239
ko:K01126	yew:CH47_3240
ko:K05816	yew:CH47_3241
ko:K05815	yew:CH47_3242
ko:K05814	yew:CH47_3243
ko:K05813	yew:CH47_3244
ko:K01996	yew:CH47_3251
ko:K01995	yew:CH47_3252
ko:K01998	yew:CH47_3253
ko:K00266	yew:CH47_4061
ko:K00265	yew:CH47_4062
ko:K07139	yew:CH47_4063
ko:K07648	yew:CH47_4064
ko:K03814	yew:CH47_4066
ko:K12961	yew:CH47_4068
ko:K07460	yew:CH47_4069
ko:K07121	yew:CH47_4070
ko:K07056	yew:CH47_4071
ko:K13979	yew:CH47_4076
ko:K06911	yew:CH47_4077
ko:K07393	yew:CH47_4079
ko:K15977	yew:CH47_4080
ko:K08191	yew:CH47_4090
ko:K01812	yew:CH47_4091
ko:K00041	yew:CH47_4092
ko:K01685	yew:CH47_4093
ko:K07862	yew:CH47_4095
ko:K07043	yew:CH47_4098
ko:K00219	yew:CH47_4101
ko:K15268	yew:CH47_4102
ko:K01580	yew:CH47_4106
ko:K01425	yew:CH47_4108
ko:K11191	yew:CH47_4109
ko:K11192	yew:CH47_4109
ko:K07106	yew:CH47_4110
ko:K15835	yew:CH47_4111
ko:K01207	yew:CH47_4112
ko:K01699	yew:CH47_2079
ko:K02420	yew:CH47_1891
ko:K02421	yew:CH47_1892
ko:K02397	yew:CH47_1893
ko:K02396	yew:CH47_1894
ko:K02395	yew:CH47_1895
ko:K02394	yew:CH47_1896
ko:K02393	yew:CH47_1897
ko:K02392	yew:CH47_1898
ko:K02391	yew:CH47_1899
ko:K02390	yew:CH47_1900
ko:K02389	yew:CH47_1901
ko:K02388	yew:CH47_1902
ko:K02387	yew:CH47_1903
ko:K02386	yew:CH47_1904
ko:K02398	yew:CH47_1905
ko:K02399	yew:CH47_1906
ko:K03516	yew:CH47_1908
ko:K02400	yew:CH47_1909
ko:K02401	yew:CH47_1910
ko:K03414	yew:CH47_1912
ko:K03413	yew:CH47_1913
ko:K03412	yew:CH47_1914
ko:K00575	yew:CH47_1915
ko:K05877	yew:CH47_1916
ko:K03408	yew:CH47_1918
ko:K03407	yew:CH47_1919
ko:K02557	yew:CH47_1920
ko:K02556	yew:CH47_1921
ko:K02402	yew:CH47_1922
ko:K02403	yew:CH47_1923
ko:K14064	yew:CH47_1924
ko:K01531	yew:CH47_1926
ko:K07507	yew:CH47_1927
ko:K05876	yew:CH47_1929
ko:K03704	yew:CH47_1932
ko:K01190	yew:CH47_1934
ko:K00381	yew:CH47_2730
ko:K00380	yew:CH47_2731
ko:K01737	yew:CH47_2732
ko:K10026	yew:CH47_2733
ko:K04565	yew:CH47_2734
ko:K01689	yew:CH47_2738
ko:K01937	yew:CH47_2739
ko:K04765	yew:CH47_2740
ko:K00951	yew:CH47_2741
ko:K03215	yew:CH47_2742
ko:K07678	yew:CH47_2743
ko:K01129	yew:CH47_2745
ko:K01243	yew:CH47_2746
ko:K06858	yew:CH47_2747
ko:K15724	yew:CH47_2749
ko:K03281	yew:CH47_2750
ko:K01845	yew:CH47_2751
ko:K02575	yew:CH47_2752
ko:K02015	yew:CH47_2754
ko:K02016	yew:CH47_2755
ko:K02013	yew:CH47_2756
ko:K05365	yew:CH47_2757
ko:K03579	yew:CH47_2758
ko:K01975	yew:CH47_2759
ko:K06206	yew:CH47_2760
ko:K06204	yew:CH47_2761
ko:K01894	yew:CH47_2762
ko:K00970	yew:CH47_2763
ko:K00950	yew:CH47_2764
ko:K00606	yew:CH47_2765
ko:K01918	yew:CH47_2766
ko:K01579	yew:CH47_2767
ko:K01992	yew:CH47_2769
ko:K01990	yew:CH47_2770
ko:K01673	yew:CH47_2771
ko:K00760	yew:CH47_2772
ko:K14588	yew:CH47_2773
ko:K00797	yew:CH47_2775
ko:K01611	yew:CH47_2776
ko:K09910	yew:CH47_2779
ko:K01682	yew:CH47_2780
ko:K01176	yew:CH47_3568
ko:K00090	yew:CH47_3569
ko:K03826	yew:CH47_3575
ko:K01246	yew:CH47_3576
ko:K01878	yew:CH47_3577
ko:K01879	yew:CH47_3578
ko:K02798	yew:CH47_3581
ko:K02799	yew:CH47_3581
ko:K02800	yew:CH47_3581
ko:K00009	yew:CH47_3582
ko:K02562	yew:CH47_3584
ko:K14762	yew:CH47_3586
ko:K18829	yew:CH47_3587
ko:K18828	yew:CH47_3588
ko:K04564	yew:CH47_3591
ko:K02379	yew:CH47_3592
ko:K00123	yew:CH47_3593
ko:K00123	yew:CH47_3594
ko:K00124	yew:CH47_3595
ko:K00127	yew:CH47_3596
ko:K02380	yew:CH47_3597
ko:K01042	yew:CH47_3598
ko:K03833	yew:CH47_3599
ko:K07154	yew:CH47_3601
ko:K08160	yew:CH47_3602
ko:K00854	yew:CH47_3607
ko:K01805	yew:CH47_3608
ko:K10543	yew:CH47_3609
ko:K10545	yew:CH47_3610
ko:K10544	yew:CH47_3611
ko:K02529	yew:CH47_3612
ko:K09895	yew:CH47_154
ko:K01262	yew:CH47_155
ko:K03185	yew:CH47_156
ko:K18800	yew:CH47_157
ko:K00605	yew:CH47_158
ko:K02437	yew:CH47_159
ko:K00281	yew:CH47_160
ko:K07023	yew:CH47_162
ko:K11068	yew:CH47_163
ko:K06980	yew:CH47_164
ko:K09159	yew:CH47_165
ko:K07663	yew:CH47_167
ko:K07641	yew:CH47_168
ko:K06143	yew:CH47_169
ko:K03840	yew:CH47_170
ko:K04763	yew:CH47_171
ko:K03981	yew:CH47_172
ko:K07462	yew:CH47_173
ko:K02836	yew:CH47_174
ko:K04567	yew:CH47_175
ko:K03893	yew:CH47_180
ko:K00537	yew:CH47_181
ko:K02048	yew:CH47_592
ko:K02046	yew:CH47_593
ko:K02047	yew:CH47_594
ko:K02045	yew:CH47_595
ko:K12339	yew:CH47_596
ko:K05685	yew:CH47_597
ko:K13888	yew:CH47_598
ko:K02484	yew:CH47_600
ko:K08483	yew:CH47_602
ko:K02784	yew:CH47_603
ko:K01738	yew:CH47_604
ko:K06203	yew:CH47_605
ko:K03528	yew:CH47_606
ko:K01972	yew:CH47_607
ko:K09954	yew:CH47_608
ko:K09962	yew:CH47_611
ko:K01885	yew:CH47_614
ko:K11535	yew:CH47_619
ko:K03286	yew:CH47_1029
ko:K13053	yew:CH47_1030
ko:K07343	yew:CH47_1031
ko:K03658	yew:CH47_1034
ko:K01734	yew:CH47_1035
ko:K09909	yew:CH47_1036
ko:K06929	yew:CH47_1037
ko:K11940	yew:CH47_1038
ko:K06969	yew:CH47_1039
ko:K01512	yew:CH47_1042
ko:K11179	yew:CH47_1043
ko:K11105	yew:CH47_1048
ko:K11941	yew:CH47_1050
ko:K03670	yew:CH47_1051
ko:K03669	yew:CH47_1052
ko:K03305	yew:CH47_1055
ko:K08161	yew:CH47_1056
ko:K11209	yew:CH47_1475
ko:K06987	yew:CH47_1476
ko:K10014	yew:CH47_1480
ko:K01482	yew:CH47_1481
ko:K01241	yew:CH47_1488
ko:K01092	yew:CH47_1490
ko:K07783	yew:CH47_1491
ko:K01652	yew:CH47_1495
ko:K01653	yew:CH47_1496
ko:K12136	yew:CH47_2149
ko:K12138	yew:CH47_2151
ko:K12139	yew:CH47_2152
ko:K12140	yew:CH47_2153
ko:K12141	yew:CH47_2154
ko:K12142	yew:CH47_2155
ko:K12143	yew:CH47_2156
ko:K12145	yew:CH47_2158
ko:K08315	yew:CH47_2159
ko:K05796	yew:CH47_2160
ko:K15836	yew:CH47_2162
ko:K06212	yew:CH47_2163
ko:K10541	yew:CH47_2164
ko:K10542	yew:CH47_2165
ko:K10540	yew:CH47_2166
ko:K02529	yew:CH47_2167
ko:K07148	yew:CH47_2168
ko:K01495	yew:CH47_2169
ko:K00121	yew:CH47_2172
ko:K01070	yew:CH47_2173
ko:K02004	yew:CH47_2176
ko:K02005	yew:CH47_2177
ko:K02003	yew:CH47_2178
ko:K06871	yew:CH47_2179
ko:K03750	yew:CH47_2181
ko:K11934	yew:CH47_2188
ko:K11939	yew:CH47_2189
ko:K03088	yew:CH47_2192
ko:K00598	yew:CH47_2194
ko:K04047	yew:CH47_2195
ko:K10036	yew:CH47_2197
ko:K10037	yew:CH47_2198
ko:K10038	yew:CH47_2199
ko:K03406	yew:CH47_2200
ko:K02043	yew:CH47_2998
ko:K06166	yew:CH47_2999
ko:K06165	yew:CH47_3000
ko:K06164	yew:CH47_3001
ko:K06163	yew:CH47_3002
ko:K05781	yew:CH47_3003
ko:K05780	yew:CH47_3004
ko:K06162	yew:CH47_3005
ko:K05774	yew:CH47_3006
ko:K06167	yew:CH47_3007
ko:K09979	yew:CH47_3010
ko:K10112	yew:CH47_3012
ko:K02026	yew:CH47_3013
ko:K02025	yew:CH47_3014
ko:K02027	yew:CH47_3015
ko:K01581	yew:CH47_3018
ko:K03756	yew:CH47_3019
ko:K07461	yew:CH47_3021
ko:K03824	yew:CH47_3020
ko:K08303	yew:CH47_3023
ko:K18139	yew:CH47_3027
ko:K18138	yew:CH47_3028
ko:K03585	yew:CH47_3029
ko:K05592	yew:CH47_3032
ko:K05803	yew:CH47_3033
ko:K00962	yew:CH47_3034
ko:K02956	yew:CH47_3035
ko:K03177	yew:CH47_3036
ko:K02834	yew:CH47_3037
ko:K02600	yew:CH47_3040
ko:K09890	yew:CH47_3838
ko:K03282	yew:CH47_3839
ko:K03499	yew:CH47_3840
ko:K03500	yew:CH47_3841
ko:K00604	yew:CH47_3842
ko:K01462	yew:CH47_3843
ko:K04096	yew:CH47_3844
ko:K03747	yew:CH47_3845
ko:K07479	yew:CH47_3846
ko:K07566	yew:CH47_3847
ko:K00014	yew:CH47_3848
ko:K00651	yew:CH47_3858
ko:K01638	yew:CH47_3859
ko:K01637	yew:CH47_3860
ko:K00906	yew:CH47_3861
ko:K13641	yew:CH47_3862
ko:K00548	yew:CH47_3863
ko:K00928	yew:CH47_3865
ko:K01810	yew:CH47_3866
ko:K13256	yew:CH47_3867
ko:K10110	yew:CH47_3868
ko:K10109	yew:CH47_3869
ko:K10108	yew:CH47_3870
ko:K10111	yew:CH47_3871
ko:K02024	yew:CH47_3872
ko:K05775	yew:CH47_3873
ko:K03181	yew:CH47_3875
ko:K03179	yew:CH47_3876
ko:K00631	yew:CH47_3877
ko:K00901	yew:CH47_3878
ko:K01356	yew:CH47_3879
ko:K09823	yew:CH47_3881
ko:K02078	yew:CH47_302
ko:K02078	yew:CH47_303
ko:K07107	yew:CH47_308
ko:K00647	yew:CH47_312
ko:K00059	yew:CH47_314
ko:K09458	yew:CH47_315
ko:K06222	yew:CH47_316
ko:K08307	yew:CH47_320
ko:K01069	yew:CH47_321
ko:K01963	yew:CH47_729
ko:K11754	yew:CH47_730
ko:K03749	yew:CH47_731
ko:K03558	yew:CH47_732
ko:K00764	yew:CH47_733
ko:K03186	yew:CH47_734
ko:K10014	yew:CH47_735
ko:K10016	yew:CH47_736
ko:K10015	yew:CH47_737
ko:K10017	yew:CH47_738
ko:K07071	yew:CH47_740
ko:K07491	yew:CH47_745
ko:K03475	yew:CH47_747
ko:K02822	yew:CH47_748
ko:K02821	yew:CH47_749
ko:K07491	yew:CH47_751
ko:K13788	yew:CH47_752
ko:K00925	yew:CH47_753
ko:K09899	yew:CH47_754
ko:K09161	yew:CH47_755
ko:K00563	yew:CH47_1167
ko:K03230	yew:CH47_69
ko:K00940	yew:CH47_484
ko:K06941	yew:CH47_485
ko:K02656	yew:CH47_486
ko:K15539	yew:CH47_487
ko:K03526	yew:CH47_488
ko:K01892	yew:CH47_489
ko:K17713	yew:CH47_491
ko:K02014	yew:CH47_1170
ko:K02795	yew:CH47_1174
ko:K02793	yew:CH47_1175
ko:K02794	yew:CH47_1175
ko:K01752	yew:CH47_1178
ko:K01665	yew:CH47_1180
ko:K09917	yew:CH47_1181
ko:K08289	yew:CH47_1182
ko:K05591	yew:CH47_1183
ko:K09918	yew:CH47_1184
ko:K09900	yew:CH47_1185
ko:K01354	yew:CH47_1187
ko:K10857	yew:CH47_1188
ko:K01259	yew:CH47_1191
ko:K02345	yew:CH47_1192
ko:K09773	yew:CH47_1613
ko:K01626	yew:CH47_1614
ko:K16087	yew:CH47_1615
ko:K07225	yew:CH47_1616
ko:K02016	yew:CH47_1617
ko:K08997	yew:CH47_1618
ko:K03800	yew:CH47_1619
ko:K12963	yew:CH47_1621
ko:K12962	yew:CH47_1622
ko:K07264	yew:CH47_1623
ko:K13014	yew:CH47_1624
ko:K10011	yew:CH47_1625
ko:K10012	yew:CH47_1626
ko:K07806	yew:CH47_1627
ko:K06074	yew:CH47_1628
ko:K00432	yew:CH47_1629
ko:K06073	yew:CH47_1630
ko:K13634	yew:CH47_1632
ko:K03168	yew:CH47_1633
ko:K04774	yew:CH47_1635
ko:K01491	yew:CH47_2422
ko:K14761	yew:CH47_2423
ko:K01883	yew:CH47_2424
ko:K03768	yew:CH47_2425
ko:K03269	yew:CH47_2426
ko:K01588	yew:CH47_2427
ko:K01589	yew:CH47_2428
ko:K02004	yew:CH47_2429
ko:K02003	yew:CH47_2430
ko:K10804	yew:CH47_2431
ko:K05838	yew:CH47_2433
ko:K07340	yew:CH47_2435
ko:K17686	yew:CH47_2437
ko:K09973	yew:CH47_2438
ko:K11751	yew:CH47_2441
ko:K08223	yew:CH47_2442
ko:K03455	yew:CH47_2443
ko:K00892	yew:CH47_2444
ko:K01784	yew:CH47_2446
ko:K01840	yew:CH47_2447
ko:K00971	yew:CH47_2448
ko:K02377	yew:CH47_2449
ko:K01711	yew:CH47_2450
ko:K13005	yew:CH47_2458
ko:K01790	yew:CH47_2460
ko:K01709	yew:CH47_2461
ko:K00978	yew:CH47_2462
ko:K01772	yew:CH47_2463
ko:K00939	yew:CH47_2464
ko:K04079	yew:CH47_2465
ko:K06187	yew:CH47_2466
ko:K01997	yew:CH47_3254
ko:K01999	yew:CH47_3255
ko:K03089	yew:CH47_3257
ko:K09811	yew:CH47_3258
ko:K09812	yew:CH47_3259
ko:K03110	yew:CH47_3260
ko:K08316	yew:CH47_3261
ko:K08993	yew:CH47_3262
ko:K01534	yew:CH47_3266
ko:K04085	yew:CH47_3267
ko:K09125	yew:CH47_3268
ko:K00113	yew:CH47_3270
ko:K00112	yew:CH47_3271
ko:K00111	yew:CH47_3272
ko:K02445	yew:CH47_3273
ko:K01126	yew:CH47_3274
ko:K01048	yew:CH47_3276
ko:K05834	yew:CH47_3277
ko:K05835	yew:CH47_3278
ko:K03654	yew:CH47_3279
ko:K01058	yew:CH47_3280
ko:K05786	yew:CH47_3282
ko:K03284	yew:CH47_3283
ko:K03657	yew:CH47_3287
ko:K03733	yew:CH47_3289
ko:K09921	yew:CH47_3290
ko:K01778	yew:CH47_3291
ko:K06202	yew:CH47_3293
ko:K05851	yew:CH47_3294
ko:K01749	yew:CH47_3295
ko:K01719	yew:CH47_3296
ko:K02496	yew:CH47_3297
ko:K02498	yew:CH47_3298
ko:K02852	yew:CH47_3305
ko:K02853	yew:CH47_3306
ko:K12582	yew:CH47_3307
ko:K03086	yew:CH47_4116
ko:K02970	yew:CH47_4118
ko:K01409	yew:CH47_4119
ko:K08591	yew:CH47_4120
ko:K01633	yew:CH47_4121
ko:K06153	yew:CH47_4122
ko:K00974	yew:CH47_4123
ko:K07184	yew:CH47_4124
ko:K18446	yew:CH47_4125
ko:K00982	yew:CH47_4126
ko:K03272	yew:CH47_4127
ko:K16263	yew:CH47_4128
ko:K09806	yew:CH47_4129
ko:K02858	yew:CH47_4130
ko:K12340	yew:CH47_4134
ko:K01515	yew:CH47_4135
ko:K09920	yew:CH47_4136
ko:K07000	yew:CH47_4139
ko:K02622	yew:CH47_4140
ko:K03923	yew:CH47_4143
ko:K02621	yew:CH47_4144
ko:K00655	yew:CH47_4145
ko:K06221	yew:CH47_4148
ko:K08325	yew:CH47_4149
ko:K01760	yew:CH47_4152
ko:K03561	yew:CH47_4153
ko:K03559	yew:CH47_4154
ko:K12515	yew:CH47_4155
ko:K12514	yew:CH47_4156
ko:K12513	yew:CH47_4157
ko:K12512	yew:CH47_4158
ko:K12511	yew:CH47_4159
ko:K12510	yew:CH47_4160
ko:K02283	yew:CH47_4161
ko:K02282	yew:CH47_4162
ko:K02280	yew:CH47_4164
ko:K02279	yew:CH47_4165
ko:K02278	yew:CH47_4166
ko:K03977	yew:CH47_492
ko:K07088	yew:CH47_493
ko:K03601	yew:CH47_495
ko:K00088	yew:CH47_496
ko:K01951	yew:CH47_497
ko:K00941	yew:CH47_504
ko:K02467	yew:CH47_508
ko:K02468	yew:CH47_509
ko:K02466	yew:CH47_510
ko:K00068	yew:CH47_511
ko:K07085	yew:CH47_933
ko:K03674	yew:CH47_936
ko:K11073	yew:CH47_939
ko:K11076	yew:CH47_940
ko:K11075	yew:CH47_941
ko:K11074	yew:CH47_942
ko:K03212	yew:CH47_944
ko:K09996	yew:CH47_945
ko:K09998	yew:CH47_947
ko:K09999	yew:CH47_948
ko:K13821	yew:CH47_1363
ko:K11928	yew:CH47_1364
ko:K07243	yew:CH47_1370
ko:K07224	yew:CH47_1371
ko:K16301	yew:CH47_1372
ko:K03809	yew:CH47_1373
ko:K17948	yew:CH47_1375
ko:K09016	yew:CH47_1376
ko:K09024	yew:CH47_1377
ko:K09019	yew:CH47_1378
ko:K09023	yew:CH47_1379
ko:K09021	yew:CH47_1380
ko:K09020	yew:CH47_1381
ko:K09018	yew:CH47_1382
ko:K11737	yew:CH47_1384
ko:K03719	yew:CH47_1939
ko:K01093	yew:CH47_1942
ko:K00975	yew:CH47_1943
ko:K00058	yew:CH47_1948
ko:K10440	yew:CH47_1950
ko:K10440	yew:CH47_1951
ko:K10441	yew:CH47_1952
ko:K10439	yew:CH47_1953
ko:K09933	yew:CH47_1954
ko:K04781	yew:CH47_1958
ko:K05373	yew:CH47_1959
ko:K06147	yew:CH47_1960
ko:K06147	yew:CH47_1961
ko:K05372	yew:CH47_1962
ko:K04784	yew:CH47_1963
ko:K04786	yew:CH47_1964
ko:K04785	yew:CH47_1965
ko:K05374	yew:CH47_1966
ko:K04783	yew:CH47_1967
ko:K15721	yew:CH47_1968
ko:K07483	yew:CH47_1972
ko:K06177	yew:CH47_1982
ko:K09912	yew:CH47_1983
ko:K00382	yew:CH47_2783
ko:K00627	yew:CH47_2784
ko:K00163	yew:CH47_2785
ko:K11734	yew:CH47_2787
ko:K13735	yew:CH47_2788
ko:K03807	yew:CH47_2789
ko:K03806	yew:CH47_2790
ko:K00767	yew:CH47_2791
ko:K02682	yew:CH47_2792
ko:K02504	yew:CH47_2793
ko:K02505	yew:CH47_2794
ko:K00364	yew:CH47_2795
ko:K00859	yew:CH47_2796
ko:K18778	yew:CH47_2797
ko:K09862	yew:CH47_2798
ko:K03574	yew:CH47_2799
ko:K03070	yew:CH47_2800
ko:K13301	yew:CH47_2801
ko:K02535	yew:CH47_2803
ko:K03531	yew:CH47_2804
ko:K03590	yew:CH47_2805
ko:K03589	yew:CH47_2806
ko:K01921	yew:CH47_2807
ko:K01924	yew:CH47_2808
ko:K02563	yew:CH47_2809
ko:K03588	yew:CH47_2810
ko:K01925	yew:CH47_2811
ko:K01000	yew:CH47_2812
ko:K01929	yew:CH47_2813
ko:K01928	yew:CH47_2814
ko:K03587	yew:CH47_2815
ko:K03586	yew:CH47_2816
ko:K03438	yew:CH47_2817
ko:K03925	yew:CH47_2818
ko:K03435	yew:CH47_2820
ko:K01653	yew:CH47_2821
ko:K01652	yew:CH47_2822
ko:K01897	yew:CH47_2823
ko:K05798	yew:CH47_2825
ko:K01649	yew:CH47_2826
ko:K00052	yew:CH47_2827
ko:K01703	yew:CH47_2828
ko:K01704	yew:CH47_2829
ko:K00847	yew:CH47_3625
ko:K02759	yew:CH47_3626
ko:K02761	yew:CH47_3627
ko:K02760	yew:CH47_3628
ko:K02761	yew:CH47_3629
ko:K16077	yew:CH47_3630
ko:K01223	yew:CH47_3632
ko:K01809	yew:CH47_3633
ko:K01712	yew:CH47_3634
ko:K01745	yew:CH47_3635
ko:K16234	yew:CH47_3636
ko:K12975	yew:CH47_3639
ko:K07675	yew:CH47_3641
ko:K07783	yew:CH47_3642
ko:K12368	yew:CH47_3647
ko:K12369	yew:CH47_3648
ko:K12370	yew:CH47_3649
ko:K12371	yew:CH47_3650
ko:K12372	yew:CH47_3651
ko:K00694	yew:CH47_3658
ko:K01728	yew:CH47_3664
