ko:K18893	pfn:HZ99_25390
ko:K02982	pfn:HZ99_14405
ko:K02890	pfn:HZ99_14410
ko:K02965	pfn:HZ99_14415
ko:K02886	pfn:HZ99_14420
ko:K02892	pfn:HZ99_14425
ko:K02926	pfn:HZ99_14430
ko:K02906	pfn:HZ99_14435
ko:K02946	pfn:HZ99_14440
ko:K02358	pfn:HZ99_14445
ko:K02355	pfn:HZ99_14450
ko:K02992	pfn:HZ99_14455
ko:K02950	pfn:HZ99_14460
ko:K03046	pfn:HZ99_14465
ko:K03043	pfn:HZ99_14470
ko:K03832	pfn:HZ99_18890
ko:K03561	pfn:HZ99_18895
ko:K07002	pfn:HZ99_18905
ko:K02073	pfn:HZ99_18915
ko:K02029	pfn:HZ99_18925
ko:K02029	pfn:HZ99_18930
ko:K02028	pfn:HZ99_18935
ko:K02030	pfn:HZ99_18940
ko:K02072	pfn:HZ99_18990
ko:K02071	pfn:HZ99_18995
ko:K02073	pfn:HZ99_19000
ko:K03630	pfn:HZ99_19060
ko:K18139	pfn:HZ99_19170
ko:K16264	pfn:HZ99_19190
ko:K07807	pfn:HZ99_19195
ko:K02024	pfn:HZ99_23715
ko:K01952	pfn:HZ99_23735
ko:K02803	pfn:HZ99_23750
ko:K02804	pfn:HZ99_23750
ko:K11189	pfn:HZ99_23755
ko:K00820	pfn:HZ99_23760
ko:K01443	pfn:HZ99_23765
ko:K03710	pfn:HZ99_23770
ko:K06938	pfn:HZ99_23795
ko:K08289	pfn:HZ99_23805
ko:K03106	pfn:HZ99_23825
ko:K02959	pfn:HZ99_23830
ko:K02860	pfn:HZ99_23835
ko:K00554	pfn:HZ99_23840
ko:K02884	pfn:HZ99_23845
ko:K04763	pfn:HZ99_23855
ko:K03981	pfn:HZ99_23860
ko:K00003	pfn:HZ99_23865
ko:K01733	pfn:HZ99_23870
ko:K07679	pfn:HZ99_23875
ko:K07687	pfn:HZ99_23885
ko:K07462	pfn:HZ99_23910
ko:K02836	pfn:HZ99_23940
ko:K04567	pfn:HZ99_23945
ko:K06889	pfn:HZ99_23965
ko:K01595	pfn:HZ99_23995
ko:K00939	pfn:HZ99_24000
ko:K05800	pfn:HZ99_00700
ko:K01997	pfn:HZ99_00715
ko:K01998	pfn:HZ99_00720
ko:K01995	pfn:HZ99_00725
ko:K01996	pfn:HZ99_00730
ko:K01999	pfn:HZ99_00735
ko:K06016	pfn:HZ99_00745
ko:K02433	pfn:HZ99_00750
ko:K02529	pfn:HZ99_00760
ko:K14347	pfn:HZ99_00770
ko:K08159	pfn:HZ99_00775
ko:K16088	pfn:HZ99_00780
ko:K03088	pfn:HZ99_00790
ko:K13747	pfn:HZ99_00805
ko:K00549	pfn:HZ99_00810
ko:K00963	pfn:HZ99_02305
ko:K00383	pfn:HZ99_02310
ko:K03386	pfn:HZ99_02325
ko:K03387	pfn:HZ99_02330
ko:K01759	pfn:HZ99_02335
ko:K00457	pfn:HZ99_02370
ko:K05786	pfn:HZ99_02380
ko:K02031	pfn:HZ99_02400
ko:K02032	pfn:HZ99_02400
ko:K02034	pfn:HZ99_02405
ko:K02033	pfn:HZ99_02420
ko:K02035	pfn:HZ99_02425
ko:K06872	pfn:HZ99_00870
ko:K10680	pfn:HZ99_00880
ko:K07152	pfn:HZ99_00920
ko:K09943	pfn:HZ99_00925
ko:K07044	pfn:HZ99_00940
ko:K00496	pfn:HZ99_00960
ko:K13378	pfn:HZ99_05790
ko:K00334	pfn:HZ99_05795
ko:K00337	pfn:HZ99_05810
ko:K00338	pfn:HZ99_05815
ko:K00339	pfn:HZ99_05820
ko:K00340	pfn:HZ99_05825
ko:K00341	pfn:HZ99_05830
ko:K00342	pfn:HZ99_05835
ko:K00343	pfn:HZ99_05840
ko:K17321	pfn:HZ99_05845
ko:K17323	pfn:HZ99_05855
ko:K17322	pfn:HZ99_05860
ko:K17325	pfn:HZ99_05865
ko:K17324	pfn:HZ99_05870
ko:K06887	pfn:HZ99_05880
ko:K01883	pfn:HZ99_05895
ko:K01886	pfn:HZ99_05900
ko:K03768	pfn:HZ99_05905
ko:K03269	pfn:HZ99_05910
ko:K03446	pfn:HZ99_05915
ko:K03543	pfn:HZ99_05920
ko:K09800	pfn:HZ99_05930
ko:K07278	pfn:HZ99_05935
ko:K01142	pfn:HZ99_05945
ko:K02040	pfn:HZ99_05950
ko:K01640	pfn:HZ99_05970
ko:K00666	pfn:HZ99_05975
ko:K00253	pfn:HZ99_05980
ko:K01969	pfn:HZ99_05985
ko:K13766	pfn:HZ99_05990
ko:K01968	pfn:HZ99_05995
ko:K06916	pfn:HZ99_06025
ko:K03430	pfn:HZ99_06055
ko:K05306	pfn:HZ99_06060
ko:K12262	pfn:HZ99_06065
ko:K04047	pfn:HZ99_10645
ko:K03704	pfn:HZ99_10650
ko:K03745	pfn:HZ99_10655
ko:K18093	pfn:HZ99_10665
ko:K03442	pfn:HZ99_10675
ko:K09767	pfn:HZ99_10680
ko:K00077	pfn:HZ99_10685
ko:K00798	pfn:HZ99_10695
ko:K03574	pfn:HZ99_10700
ko:K00620	pfn:HZ99_10705
ko:K03070	pfn:HZ99_10710
ko:K06915	pfn:HZ99_10720
ko:K03406	pfn:HZ99_10725
ko:K01433	pfn:HZ99_10735
ko:K01141	pfn:HZ99_10745
ko:K03924	pfn:HZ99_10775
ko:K00873	pfn:HZ99_10795
ko:K01676	pfn:HZ99_10810
ko:K10125	pfn:HZ99_10815
ko:K10126	pfn:HZ99_10820
ko:K00845	pfn:HZ99_10865
ko:K01690	pfn:HZ99_10870
ko:K00134	pfn:HZ99_10875
ko:K07165	pfn:HZ99_10885
ko:K16087	pfn:HZ99_10890
ko:K09790	pfn:HZ99_10900
ko:K03406	pfn:HZ99_10905
ko:K07338	pfn:HZ99_10920
ko:K00303	pfn:HZ99_15380
ko:K00600	pfn:HZ99_15385
ko:K01620	pfn:HZ99_15395
ko:K00479	pfn:HZ99_15405
ko:K03521	pfn:HZ99_15410
ko:K03522	pfn:HZ99_15415
ko:K01273	pfn:HZ99_15435
ko:K17736	pfn:HZ99_15450
ko:K02002	pfn:HZ99_15455
ko:K17735	pfn:HZ99_15465
ko:K07107	pfn:HZ99_15470
ko:K01752	pfn:HZ99_15485
ko:K02002	pfn:HZ99_15490
ko:K02001	pfn:HZ99_15495
ko:K02000	pfn:HZ99_15500
ko:K02168	pfn:HZ99_15505
ko:K02167	pfn:HZ99_15510
ko:K18100	pfn:HZ99_15540
ko:K05591	pfn:HZ99_15550
ko:K07007	pfn:HZ99_15555
ko:K02030	pfn:HZ99_15565
ko:K02348	pfn:HZ99_15570
ko:K07043	pfn:HZ99_15580
ko:K01775	pfn:HZ99_15595
ko:K01624	pfn:HZ99_15600
ko:K00927	pfn:HZ99_15615
ko:K03472	pfn:HZ99_15620
ko:K00615	pfn:HZ99_15625
ko:K00789	pfn:HZ99_15635
ko:K01972	pfn:HZ99_15645
ko:K03821	pfn:HZ99_20095
ko:K03821	pfn:HZ99_20105
ko:K03667	pfn:HZ99_20115
ko:K01419	pfn:HZ99_20120
ko:K01887	pfn:HZ99_20130
ko:K04066	pfn:HZ99_20135
ko:K02909	pfn:HZ99_20140
ko:K00029	pfn:HZ99_20150
ko:K05366	pfn:HZ99_20155
ko:K02662	pfn:HZ99_20160
ko:K02665	pfn:HZ99_20175
ko:K02666	pfn:HZ99_20180
ko:K00891	pfn:HZ99_20185
ko:K01735	pfn:HZ99_20190
ko:K03112	pfn:HZ99_20195
ko:K00265	pfn:HZ99_20200
ko:K00266	pfn:HZ99_20205
ko:K01599	pfn:HZ99_20210
ko:K08224	pfn:HZ99_20215
ko:K09458	pfn:HZ99_20230
ko:K00059	pfn:HZ99_20235
ko:K00647	pfn:HZ99_20245
ko:K07107	pfn:HZ99_20275
ko:K01745	pfn:HZ99_20280
ko:K02078	pfn:HZ99_20305
ko:K02078	pfn:HZ99_20310
ko:K03672	pfn:HZ99_20330
ko:K05802	pfn:HZ99_20340
ko:K11105	pfn:HZ99_20345
ko:K03406	pfn:HZ99_20350
ko:K09967	pfn:HZ99_24880
ko:K09967	pfn:HZ99_24885
ko:K02049	pfn:HZ99_24890
ko:K02050	pfn:HZ99_24895
ko:K02051	pfn:HZ99_24900
ko:K03648	pfn:HZ99_24920
ko:K07120	pfn:HZ99_24925
ko:K07793	pfn:HZ99_24930
ko:K07794	pfn:HZ99_24935
ko:K07795	pfn:HZ99_24940
ko:K07774	pfn:HZ99_24950
ko:K07649	pfn:HZ99_24955
ko:K06980	pfn:HZ99_24965
ko:K09159	pfn:HZ99_24970
ko:K00278	pfn:HZ99_24980
ko:K03088	pfn:HZ99_24985
ko:K03597	pfn:HZ99_24990
ko:K03598	pfn:HZ99_24995
ko:K03564	pfn:HZ99_25015
ko:K03567	pfn:HZ99_25020
ko:K01714	pfn:HZ99_25025
ko:K07287	pfn:HZ99_25030
ko:K01923	pfn:HZ99_25040
ko:K07516	pfn:HZ99_25065
ko:K03521	pfn:HZ99_25080
ko:K03522	pfn:HZ99_25085
ko:K00074	pfn:HZ99_25105
ko:K00626	pfn:HZ99_25110
ko:K00626	pfn:HZ99_25115
ko:K00666	pfn:HZ99_25120
ko:K00459	pfn:HZ99_25140
ko:K18297	pfn:HZ99_25160
ko:K07118	pfn:HZ99_25170
ko:K02014	pfn:HZ99_02430
ko:K02647	pfn:HZ99_02445
ko:K00865	pfn:HZ99_02450
ko:K03825	pfn:HZ99_02455
ko:K01779	pfn:HZ99_02460
ko:K00404	pfn:HZ99_02470
ko:K00381	pfn:HZ99_02475
ko:K01130	pfn:HZ99_02500
ko:K07114	pfn:HZ99_02515
ko:K07114	pfn:HZ99_02520
ko:K03924	pfn:HZ99_02535
ko:K04764	pfn:HZ99_07285
ko:K01890	pfn:HZ99_07290
ko:K01889	pfn:HZ99_07295
ko:K02887	pfn:HZ99_07300
ko:K02916	pfn:HZ99_07305
ko:K02520	pfn:HZ99_07310
ko:K01868	pfn:HZ99_07315
ko:K03704	pfn:HZ99_07325
ko:K06726	pfn:HZ99_07350
ko:K00852	pfn:HZ99_07355
ko:K02529	pfn:HZ99_07360
ko:K10440	pfn:HZ99_07365
ko:K10441	pfn:HZ99_07370
ko:K10439	pfn:HZ99_07375
ko:K05597	pfn:HZ99_07380
ko:K01150	pfn:HZ99_07390
ko:K03563	pfn:HZ99_07400
ko:K01304	pfn:HZ99_07420
ko:K02014	pfn:HZ99_07445
ko:K07165	pfn:HZ99_07450
ko:K03088	pfn:HZ99_07455
ko:K00799	pfn:HZ99_07470
ko:K09471	pfn:HZ99_07480
ko:K10764	pfn:HZ99_07505
ko:K00764	pfn:HZ99_07510
ko:K03558	pfn:HZ99_07515
ko:K03749	pfn:HZ99_07520
ko:K11754	pfn:HZ99_07525
ko:K01963	pfn:HZ99_07530
ko:K01817	pfn:HZ99_07535
ko:K06173	pfn:HZ99_07540
ko:K08086	pfn:HZ99_07545
ko:K00133	pfn:HZ99_07555
ko:K00052	pfn:HZ99_07560
ko:K01921	pfn:HZ99_12100
ko:K01924	pfn:HZ99_12105
ko:K02563	pfn:HZ99_12110
ko:K03588	pfn:HZ99_12115
ko:K01925	pfn:HZ99_12120
ko:K01000	pfn:HZ99_12125
ko:K01929	pfn:HZ99_12130
ko:K01928	pfn:HZ99_12135
ko:K03587	pfn:HZ99_12140
ko:K03586	pfn:HZ99_12145
ko:K03438	pfn:HZ99_12150
ko:K03925	pfn:HZ99_12155
ko:K07056	pfn:HZ99_12160
ko:K07121	pfn:HZ99_12165
ko:K07460	pfn:HZ99_12170
ko:K03271	pfn:HZ99_12175
ko:K09136	pfn:HZ99_12195
ko:K03556	pfn:HZ99_12200
ko:K00666	pfn:HZ99_12215
ko:K00018	pfn:HZ99_12225
ko:K00564	pfn:HZ99_12230
ko:K03406	pfn:HZ99_12245
ko:K07286	pfn:HZ99_12280
ko:K00116	pfn:HZ99_12295
ko:K00760	pfn:HZ99_12310
ko:K00761	pfn:HZ99_12315
ko:K02824	pfn:HZ99_12320
ko:K00817	pfn:HZ99_12325
ko:K00013	pfn:HZ99_12330
ko:K00765	pfn:HZ99_12335
ko:K00790	pfn:HZ99_12340
ko:K07122	pfn:HZ99_12350
ko:K07323	pfn:HZ99_12355
ko:K02067	pfn:HZ99_12360
ko:K03327	pfn:HZ99_16830
ko:K03656	pfn:HZ99_16840
ko:K03816	pfn:HZ99_16845
ko:K01775	pfn:HZ99_16865
ko:K00285	pfn:HZ99_16875
ko:K03719	pfn:HZ99_16880
ko:K06940	pfn:HZ99_16885
ko:K12254	pfn:HZ99_16915
ko:K06995	pfn:HZ99_16920
ko:K02913	pfn:HZ99_16925
ko:K02902	pfn:HZ99_16930
ko:K02035	pfn:HZ99_16935
ko:K03630	pfn:HZ99_16940
ko:K13038	pfn:HZ99_16945
ko:K15778	pfn:HZ99_16955
ko:K00930	pfn:HZ99_16960
ko:K00762	pfn:HZ99_16965
ko:K01142	pfn:HZ99_16970
ko:K09940	pfn:HZ99_16975
ko:K00989	pfn:HZ99_16980
ko:K00942	pfn:HZ99_16990
ko:K03060	pfn:HZ99_16995
ko:K03561	pfn:HZ99_17020
ko:K03559	pfn:HZ99_17025
ko:K03832	pfn:HZ99_17030
ko:K04761	pfn:HZ99_17035
ko:K03655	pfn:HZ99_17040
ko:K05297	pfn:HZ99_17075
ko:K03181	pfn:HZ99_17085
ko:K03179	pfn:HZ99_17090
ko:K07657	pfn:HZ99_17100
ko:K07636	pfn:HZ99_17105
ko:K16137	pfn:HZ99_21775
ko:K17218	pfn:HZ99_21795
ko:K07090	pfn:HZ99_21800
ko:K07112	pfn:HZ99_21815
ko:K07112	pfn:HZ99_21820
ko:K00389	pfn:HZ99_21835
ko:K03406	pfn:HZ99_21875
ko:K01591	pfn:HZ99_26400
ko:K03406	pfn:HZ99_26420
ko:K03781	pfn:HZ99_26490
ko:K06445	pfn:HZ99_26545
ko:K01990	pfn:HZ99_26560
ko:K01992	pfn:HZ99_26565
ko:K03453	pfn:HZ99_26590
ko:K03554	pfn:HZ99_26595
ko:K16088	pfn:HZ99_26610
ko:K03088	pfn:HZ99_26620
ko:K03773	pfn:HZ99_26645
ko:K03797	pfn:HZ99_26675
ko:K10228	pfn:HZ99_03885
ko:K10229	pfn:HZ99_03890
ko:K10111	pfn:HZ99_03895
ko:K00045	pfn:HZ99_03900
ko:K00854	pfn:HZ99_03905
ko:K00847	pfn:HZ99_03910
ko:K06188	pfn:HZ99_03915
ko:K08276	pfn:HZ99_03925
ko:K01265	pfn:HZ99_03935
ko:K03284	pfn:HZ99_03940
ko:K17228	pfn:HZ99_03955
ko:K07090	pfn:HZ99_03960
ko:K03426	pfn:HZ99_03965
ko:K01692	pfn:HZ99_03970
ko:K02484	pfn:HZ99_03975
ko:K03585	pfn:HZ99_03985
ko:K18138	pfn:HZ99_03990
ko:K02525	pfn:HZ99_04015
ko:K11441	pfn:HZ99_04025
ko:K00032	pfn:HZ99_04035
ko:K16345	pfn:HZ99_04040
ko:K13609	pfn:HZ99_04060
ko:K07165	pfn:HZ99_04075
ko:K03314	pfn:HZ99_04120
ko:K00036	pfn:HZ99_04130
ko:K00033	pfn:HZ99_04135
ko:K06916	pfn:HZ99_04195
ko:K01256	pfn:HZ99_04200
ko:K03321	pfn:HZ99_08925
ko:K01692	pfn:HZ99_08935
ko:K00655	pfn:HZ99_08940
ko:K03284	pfn:HZ99_08945
ko:K01782	pfn:HZ99_08955
ko:K00626	pfn:HZ99_08960
ko:K06940	pfn:HZ99_09005
ko:K03522	pfn:HZ99_09035
ko:K03521	pfn:HZ99_09040
ko:K00311	pfn:HZ99_09045
ko:K13979	pfn:HZ99_09055
ko:K09986	pfn:HZ99_09080
ko:K03639	pfn:HZ99_09090
ko:K03424	pfn:HZ99_09100
ko:K02341	pfn:HZ99_09105
ko:K00943	pfn:HZ99_09110
ko:K02619	pfn:HZ99_09120
ko:K03801	pfn:HZ99_13555
ko:K09158	pfn:HZ99_13560
ko:K07258	pfn:HZ99_13565
ko:K03642	pfn:HZ99_13570
ko:K08305	pfn:HZ99_13575
ko:K05837	pfn:HZ99_13580
ko:K05515	pfn:HZ99_13585
ko:K00783	pfn:HZ99_13590
ko:K09710	pfn:HZ99_13595
ko:K00969	pfn:HZ99_13600
ko:K00147	pfn:HZ99_13605
ko:K03652	pfn:HZ99_13610
ko:K07157	pfn:HZ99_13625
ko:K03186	pfn:HZ99_13660
ko:K02558	pfn:HZ99_13665
ko:K00138	pfn:HZ99_13680
ko:K03735	pfn:HZ99_13690
ko:K03736	pfn:HZ99_13695
ko:K03975	pfn:HZ99_13705
ko:K09933	pfn:HZ99_13710
ko:K01507	pfn:HZ99_13715
ko:K16137	pfn:HZ99_13780
ko:K08325	pfn:HZ99_13785
ko:K00135	pfn:HZ99_13800
ko:K10680	pfn:HZ99_13810
ko:K07141	pfn:HZ99_13830
ko:K07303	pfn:HZ99_13865
ko:K11102	pfn:HZ99_18285
ko:K18480	pfn:HZ99_18295
ko:K02067	pfn:HZ99_18300
ko:K02065	pfn:HZ99_18305
ko:K02066	pfn:HZ99_18310
ko:K03324	pfn:HZ99_18325
ko:K03300	pfn:HZ99_18335
ko:K18118	pfn:HZ99_18365
ko:K00325	pfn:HZ99_18370
ko:K00324	pfn:HZ99_18375
ko:K00324	pfn:HZ99_18380
ko:K00252	pfn:HZ99_18390
ko:K03406	pfn:HZ99_18430
ko:K12543	pfn:HZ99_18480
ko:K12541	pfn:HZ99_18485
ko:K12542	pfn:HZ99_18490
ko:K03119	pfn:HZ99_18495
ko:K02051	pfn:HZ99_18500
ko:K02049	pfn:HZ99_18505
ko:K02050	pfn:HZ99_18510
ko:K03543	pfn:HZ99_18525
ko:K03088	pfn:HZ99_18535
ko:K07165	pfn:HZ99_18540
ko:K02014	pfn:HZ99_18545
ko:K06075	pfn:HZ99_18565
ko:K00263	pfn:HZ99_23095
ko:K09918	pfn:HZ99_23100
ko:K03837	pfn:HZ99_23115
ko:K01752	pfn:HZ99_23120
ko:K03566	pfn:HZ99_23125
ko:K16091	pfn:HZ99_23135
ko:K07165	pfn:HZ99_23140
ko:K03088	pfn:HZ99_23145
ko:K03088	pfn:HZ99_23165
ko:K07165	pfn:HZ99_23170
ko:K02919	pfn:HZ99_23175
ko:K02014	pfn:HZ99_23180
ko:K07259	pfn:HZ99_23185
ko:K07506	pfn:HZ99_23190
ko:K12266	pfn:HZ99_23200
ko:K05916	pfn:HZ99_23205
ko:K03611	pfn:HZ99_23210
ko:K02297	pfn:HZ99_23215
ko:K02298	pfn:HZ99_23220
ko:K02299	pfn:HZ99_23225
ko:K02300	pfn:HZ99_23230
ko:K12252	pfn:HZ99_23255
ko:K02029	pfn:HZ99_23260
ko:K02029	pfn:HZ99_23265
ko:K02030	pfn:HZ99_23270
ko:K02028	pfn:HZ99_23275
ko:K03566	pfn:HZ99_23285
ko:K01652	pfn:HZ99_23290
ko:K08738	pfn:HZ99_23330
ko:K01497	pfn:HZ99_23360
ko:K07271	pfn:HZ99_23395
ko:K11752	pfn:HZ99_23405
ko:K17218	pfn:HZ99_01755
ko:K00598	pfn:HZ99_01765
ko:K07552	pfn:HZ99_01775
ko:K07345	pfn:HZ99_01785
ko:K07347	pfn:HZ99_01795
ko:K07690	pfn:HZ99_01810
ko:K05515	pfn:HZ99_00010
ko:K00059	pfn:HZ99_00020
ko:K00128	pfn:HZ99_00025
ko:K07246	pfn:HZ99_00030
ko:K02336	pfn:HZ99_00040
ko:K11208	pfn:HZ99_00045
ko:K03088	pfn:HZ99_00055
ko:K07165	pfn:HZ99_00060
ko:K16088	pfn:HZ99_00065
ko:K12992	pfn:HZ99_00115
ko:K16088	pfn:HZ99_00135
ko:K07165	pfn:HZ99_00140
ko:K03088	pfn:HZ99_00145
ko:K18199	pfn:HZ99_00150
ko:K00034	pfn:HZ99_00170
ko:K03543	pfn:HZ99_00185
ko:K16088	pfn:HZ99_00225
ko:K06160	pfn:HZ99_00250
ko:K05685	pfn:HZ99_00280
ko:K13888	pfn:HZ99_00285
ko:K10531	pfn:HZ99_00290
ko:K07507	pfn:HZ99_00295
ko:K07690	pfn:HZ99_00300
ko:K07679	pfn:HZ99_00305
ko:K06222	pfn:HZ99_00315
ko:K02016	pfn:HZ99_00320
ko:K16092	pfn:HZ99_00330
ko:K01626	pfn:HZ99_05155
ko:K03769	pfn:HZ99_05160
ko:K13893	pfn:HZ99_05165
ko:K13894	pfn:HZ99_05170
ko:K13895	pfn:HZ99_05175
ko:K13896	pfn:HZ99_05180
ko:K00019	pfn:HZ99_05195
ko:K01907	pfn:HZ99_05200
ko:K03769	pfn:HZ99_05210
ko:K00874	pfn:HZ99_05215
ko:K01808	pfn:HZ99_05250
ko:K17207	pfn:HZ99_05255
ko:K17206	pfn:HZ99_05260
ko:K17205	pfn:HZ99_05265
ko:K00065	pfn:HZ99_05270
ko:K05878	pfn:HZ99_05280
ko:K05879	pfn:HZ99_05285
ko:K04774	pfn:HZ99_05290
ko:K09794	pfn:HZ99_05310
ko:K14162	pfn:HZ99_05320
ko:K14161	pfn:HZ99_05325
ko:K01356	pfn:HZ99_05335
ko:K02014	pfn:HZ99_05375
ko:K12658	pfn:HZ99_05395
ko:K07221	pfn:HZ99_05425
ko:K16074	pfn:HZ99_10050
ko:K03306	pfn:HZ99_10055
ko:K07160	pfn:HZ99_10070
ko:K03088	pfn:HZ99_10100
ko:K13653	pfn:HZ99_10135
ko:K14261	pfn:HZ99_10140
ko:K03299	pfn:HZ99_10145
ko:K00851	pfn:HZ99_10150
ko:K06145	pfn:HZ99_10155
ko:K00799	pfn:HZ99_10160
ko:K03406	pfn:HZ99_10175
ko:K01462	pfn:HZ99_10190
ko:K07058	pfn:HZ99_10195
ko:K01897	pfn:HZ99_10210
ko:K01897	pfn:HZ99_10215
ko:K09954	pfn:HZ99_10235
ko:K01625	pfn:HZ99_10245
ko:K01057	pfn:HZ99_10250
ko:K00036	pfn:HZ99_10255
ko:K07267	pfn:HZ99_10270
ko:K10112	pfn:HZ99_10275
ko:K17317	pfn:HZ99_10280
ko:K17316	pfn:HZ99_10285
ko:K17315	pfn:HZ99_10290
ko:K05596	pfn:HZ99_10310
ko:K09964	pfn:HZ99_10315
ko:K06895	pfn:HZ99_10320
ko:K04564	pfn:HZ99_10325
ko:K07231	pfn:HZ99_10340
ko:K06195	pfn:HZ99_14750
ko:K01525	pfn:HZ99_14755
ko:K02439	pfn:HZ99_14760
ko:K07180	pfn:HZ99_14765
ko:K09786	pfn:HZ99_14770
ko:K00974	pfn:HZ99_14780
ko:K00950	pfn:HZ99_14785
ko:K01633	pfn:HZ99_14790
ko:K08591	pfn:HZ99_14795
ko:K01409	pfn:HZ99_14800
ko:K02970	pfn:HZ99_14805
ko:K03086	pfn:HZ99_14815
ko:K03581	pfn:HZ99_14850
ko:K07240	pfn:HZ99_14900
ko:K15726	pfn:HZ99_14935
ko:K07807	pfn:HZ99_14945
ko:K03823	pfn:HZ99_15025
ko:K00537	pfn:HZ99_15045
ko:K03893	pfn:HZ99_15060
ko:K10126	pfn:HZ99_19500
ko:K10125	pfn:HZ99_19505
ko:K00067	pfn:HZ99_19510
ko:K00973	pfn:HZ99_19515
ko:K12251	pfn:HZ99_19530
ko:K10536	pfn:HZ99_19535
ko:K02014	pfn:HZ99_19545
ko:K15268	pfn:HZ99_19580
ko:K02029	pfn:HZ99_19645
ko:K02029	pfn:HZ99_19650
ko:K02030	pfn:HZ99_19655
ko:K02028	pfn:HZ99_19660
ko:K11735	pfn:HZ99_19665
ko:K03575	pfn:HZ99_19705
ko:K07289	pfn:HZ99_19710
ko:K01693	pfn:HZ99_19720
ko:K02501	pfn:HZ99_19725
ko:K01814	pfn:HZ99_19735
ko:K02500	pfn:HZ99_19740
ko:K09798	pfn:HZ99_19760
ko:K03797	pfn:HZ99_19765
ko:K15633	pfn:HZ99_19775
ko:K03071	pfn:HZ99_19790
ko:K00573	pfn:HZ99_24290
ko:K06194	pfn:HZ99_24295
ko:K03087	pfn:HZ99_24300
ko:K03704	pfn:HZ99_24305
ko:K01494	pfn:HZ99_24310
ko:K07116	pfn:HZ99_24320
ko:K09858	pfn:HZ99_24340
ko:K08993	pfn:HZ99_24355
ko:K00275	pfn:HZ99_24390
ko:K06077	pfn:HZ99_24400
ko:K03313	pfn:HZ99_24405
ko:K01738	pfn:HZ99_24410
ko:K07137	pfn:HZ99_24415
ko:K08985	pfn:HZ99_24420
ko:K15977	pfn:HZ99_24440
ko:K09930	pfn:HZ99_24450
ko:K01996	pfn:HZ99_24460
ko:K01995	pfn:HZ99_24465
ko:K15736	pfn:HZ99_01855
ko:K00800	pfn:HZ99_01885
ko:K07039	pfn:HZ99_01890
ko:K03088	pfn:HZ99_01900
ko:K07090	pfn:HZ99_01910
ko:K01004	pfn:HZ99_01915
ko:K06969	pfn:HZ99_01920
ko:K00163	pfn:HZ99_01925
ko:K06938	pfn:HZ99_01930
ko:K02014	pfn:HZ99_01955
ko:K04091	pfn:HZ99_01960
ko:K01737	pfn:HZ99_06680
ko:K07729	pfn:HZ99_06690
ko:K10974	pfn:HZ99_06700
ko:K01485	pfn:HZ99_06710
ko:K16091	pfn:HZ99_06745
ko:K07165	pfn:HZ99_06750
ko:K03088	pfn:HZ99_06755
ko:K11073	pfn:HZ99_06770
ko:K01915	pfn:HZ99_06775
ko:K02014	pfn:HZ99_06785
ko:K06911	pfn:HZ99_06800
ko:K01295	pfn:HZ99_06820
ko:K01426	pfn:HZ99_06845
ko:K02529	pfn:HZ99_06875
ko:K00854	pfn:HZ99_06885
ko:K00008	pfn:HZ99_06890
ko:K10440	pfn:HZ99_06895
ko:K10441	pfn:HZ99_06900
ko:K10439	pfn:HZ99_06905
ko:K01761	pfn:HZ99_06935
ko:K02508	pfn:HZ99_06955
ko:K05921	pfn:HZ99_06960
ko:K05921	pfn:HZ99_06965
ko:K00151	pfn:HZ99_06970
ko:K00455	pfn:HZ99_06975
ko:K02909	pfn:HZ99_11520
ko:K02014	pfn:HZ99_11600
ko:K07267	pfn:HZ99_11605
ko:K00117	pfn:HZ99_11610
ko:K02055	pfn:HZ99_11620
ko:K00059	pfn:HZ99_11635
ko:K00059	pfn:HZ99_11640
ko:K01338	pfn:HZ99_11660
ko:K14475	pfn:HZ99_11665
ko:K15256	pfn:HZ99_11675
ko:K15257	pfn:HZ99_11680
ko:K03474	pfn:HZ99_11695
ko:K03584	pfn:HZ99_11700
ko:K03685	pfn:HZ99_11710
ko:K03100	pfn:HZ99_11715
ko:K03596	pfn:HZ99_11720
ko:K11720	pfn:HZ99_11725
ko:K07091	pfn:HZ99_11730
ko:K01255	pfn:HZ99_11735
ko:K02339	pfn:HZ99_11740
ko:K01873	pfn:HZ99_11750
ko:K06970	pfn:HZ99_11755
ko:K03530	pfn:HZ99_11760
ko:K06899	pfn:HZ99_11765
ko:K07461	pfn:HZ99_11780
ko:K07687	pfn:HZ99_11790
ko:K07394	pfn:HZ99_16235
ko:K01434	pfn:HZ99_16255
ko:K11074	pfn:HZ99_16270
ko:K11075	pfn:HZ99_16275
ko:K11076	pfn:HZ99_16280
ko:K11073	pfn:HZ99_16285
ko:K11073	pfn:HZ99_16290
ko:K12256	pfn:HZ99_16295
ko:K01915	pfn:HZ99_16300
ko:K07010	pfn:HZ99_16305
ko:K01915	pfn:HZ99_16310
ko:K15555	pfn:HZ99_16325
ko:K15554	pfn:HZ99_16330
ko:K04091	pfn:HZ99_16335
ko:K15553	pfn:HZ99_16340
ko:K00299	pfn:HZ99_16345
ko:K15551	pfn:HZ99_16360
ko:K14682	pfn:HZ99_16365
ko:K01438	pfn:HZ99_16370
ko:K05800	pfn:HZ99_16380
ko:K02454	pfn:HZ99_16390
ko:K07340	pfn:HZ99_16400
