ko:K01212	ppo:PPM_0699
ko:K03308	ppo:PPM_4877
ko:K01875	ppo:PPM_4879
ko:K05916	ppo:PPM_4880
ko:K01223	ppo:PPM_4883
ko:K02761	ppo:PPM_4884
ko:K02759	ppo:PPM_4885
ko:K02760	ppo:PPM_4886
ko:K03588	ppo:PPM_3356
ko:K01925	ppo:PPM_3357
ko:K01000	ppo:PPM_3358
ko:K01929	ppo:PPM_3359
ko:K01928	ppo:PPM_3360
ko:K08384	ppo:PPM_3361
ko:K03438	ppo:PPM_3364
ko:K03925	ppo:PPM_3365
ko:K01251	ppo:PPM_3366
ko:K15581	ppo:PPM_3370
ko:K15580	ppo:PPM_3371
ko:K00077	ppo:PPM_3372
ko:K07175	ppo:PPM_3375
ko:K06207	ppo:PPM_3377
ko:K03151	ppo:PPM_3381
ko:K04487	ppo:PPM_3382
ko:K05825	ppo:PPM_3389
ko:K06967	ppo:PPM_3392
ko:K03086	ppo:PPM_3393
ko:K09768	ppo:PPM_3395
ko:K01879	ppo:PPM_3396
ko:K01878	ppo:PPM_3397
ko:K03584	ppo:PPM_3398
ko:K07042	ppo:PPM_3401
ko:K07037	ppo:PPM_3402
ko:K06438	ppo:PPM_3404
ko:K07718	ppo:PPM_4148
ko:K01247	ppo:PPM_4151
ko:K13531	ppo:PPM_4153
ko:K13530	ppo:PPM_4154
ko:K03310	ppo:PPM_4155
ko:K01223	ppo:PPM_4158
ko:K00615	ppo:PPM_4160
ko:K00615	ppo:PPM_4161
ko:K00864	ppo:PPM_4162
ko:K02759	ppo:PPM_4164
ko:K02760	ppo:PPM_4165
ko:K02761	ppo:PPM_4166
ko:K03088	ppo:PPM_4168
ko:K02003	ppo:PPM_4171
ko:K11636	ppo:PPM_4174
ko:K11635	ppo:PPM_4175
ko:K03088	ppo:PPM_4179
ko:K03437	ppo:PPM_4180
ko:K02837	ppo:PPM_4183
ko:K00036	ppo:PPM_4184
ko:K11622	ppo:PPM_4189
ko:K03969	ppo:PPM_4190
ko:K10824	ppo:PPM_4902
ko:K15587	ppo:PPM_4903
ko:K15586	ppo:PPM_4904
ko:K15585	ppo:PPM_4905
ko:K15584	ppo:PPM_4906
ko:K16169	ppo:PPM_4912
ko:K03816	ppo:PPM_4913
ko:K00848	ppo:PPM_4914
ko:K07088	ppo:PPM_4920
ko:K03778	ppo:PPM_4921
ko:K11614	ppo:PPM_4923
ko:K06941	ppo:PPM_4927
ko:K13653	ppo:PPM_4928
ko:K00432	ppo:PPM_4933
ko:K06439	ppo:PPM_4948
ko:K07403	ppo:PPM_3409
ko:K09117	ppo:PPM_3410
ko:K02970	ppo:PPM_3411
ko:K02503	ppo:PPM_3412
ko:K03547	ppo:PPM_3416
ko:K16898	ppo:PPM_3417
ko:K06969	ppo:PPM_3419
ko:K03324	ppo:PPM_3420
ko:K09761	ppo:PPM_3423
ko:K02687	ppo:PPM_3425
ko:K11616	ppo:PPM_3429
ko:K11614	ppo:PPM_3431
ko:K03686	ppo:PPM_3432
ko:K04043	ppo:PPM_3433
ko:K03687	ppo:PPM_3434
ko:K03705	ppo:PPM_3435
ko:K03596	ppo:PPM_3439
ko:K06385	ppo:PPM_3441
ko:K06012	ppo:PPM_3442
ko:K02968	ppo:PPM_3443
ko:K02340	ppo:PPM_3444
ko:K03088	ppo:PPM_3446
ko:K02237	ppo:PPM_3449
ko:K02239	ppo:PPM_3450
ko:K01869	ppo:PPM_3451
ko:K00243	ppo:PPM_3454
ko:K09013	ppo:PPM_4199
ko:K07507	ppo:PPM_4207
ko:K02434	ppo:PPM_4209
ko:K02435	ppo:PPM_4211
ko:K06911	ppo:PPM_4223
ko:K07023	ppo:PPM_4953
ko:K11630	ppo:PPM_4954
ko:K11629	ppo:PPM_4955
ko:K11631	ppo:PPM_4956
ko:K11632	ppo:PPM_4957
ko:K06193	ppo:PPM_4966
ko:K00981	ppo:PPM_4970
ko:K02768	ppo:PPM_4972
ko:K02769	ppo:PPM_4972
ko:K02770	ppo:PPM_4972
ko:K02647	ppo:PPM_4977
ko:K00865	ppo:PPM_4978
ko:K11476	ppo:PPM_4980
ko:K16137	ppo:PPM_4988
ko:K03088	ppo:PPM_4992
ko:K16137	ppo:PPM_4997
ko:K00116	ppo:PPM_4998
ko:K09710	ppo:PPM_3455
ko:K00969	ppo:PPM_3457
ko:K07574	ppo:PPM_3458
ko:K00014	ppo:PPM_3459
ko:K07015	ppo:PPM_3461
ko:K03924	ppo:PPM_3464
ko:K06407	ppo:PPM_3465
ko:K06406	ppo:PPM_3466
ko:K06405	ppo:PPM_3467
ko:K07038	ppo:PPM_3469
ko:K03091	ppo:PPM_3480
ko:K02018	ppo:PPM_3499
ko:K02020	ppo:PPM_3500
ko:K02379	ppo:PPM_3504
ko:K03639	ppo:PPM_3505
ko:K02013	ppo:PPM_4244
ko:K02015	ppo:PPM_4245
ko:K02016	ppo:PPM_4246
ko:K02016	ppo:PPM_4251
ko:K02015	ppo:PPM_4252
ko:K02013	ppo:PPM_4253
ko:K00426	ppo:PPM_4256
ko:K00425	ppo:PPM_4257
ko:K11733	ppo:PPM_4261
ko:K04759	ppo:PPM_4264
ko:K01805	ppo:PPM_4272
ko:K00384	ppo:PPM_4275
ko:K07238	ppo:PPM_4276
ko:K03809	ppo:PPM_4278
ko:K01804	ppo:PPM_5001
ko:K02103	ppo:PPM_5004
ko:K08600	ppo:PPM_5011
ko:K00783	ppo:PPM_5021
ko:K01939	ppo:PPM_5039
ko:K02939	ppo:PPM_5041
ko:K02034	ppo:PPM_5050
ko:K00123	ppo:PPM_3506
ko:K02526	ppo:PPM_3509
ko:K07335	ppo:PPM_3513
ko:K01744	ppo:PPM_3516
ko:K05823	ppo:PPM_3524
ko:K14189	ppo:PPM_3552
ko:K14415	ppo:PPM_3745
ko:K01534	ppo:PPM_4281
ko:K01534	ppo:PPM_4283
ko:K02300	ppo:PPM_4286
ko:K02299	ppo:PPM_4287
ko:K02827	ppo:PPM_4288
ko:K02297	ppo:PPM_4289
ko:K15923	ppo:PPM_4292
ko:K00426	ppo:PPM_4299
ko:K00425	ppo:PPM_4300
ko:K07718	ppo:PPM_4302
ko:K01462	ppo:PPM_4303
ko:K06153	ppo:PPM_4310
ko:K02016	ppo:PPM_4314
ko:K02013	ppo:PPM_4315
ko:K02015	ppo:PPM_4316
ko:K02015	ppo:PPM_4317
ko:K02003	ppo:PPM_4320
ko:K02003	ppo:PPM_4323
ko:K06871	ppo:PPM_4325
ko:K02963	ppo:PPM_5053
ko:K02990	ppo:PPM_5055
ko:K03501	ppo:PPM_5065
ko:K03495	ppo:PPM_5066
ko:K03650	ppo:PPM_5067
ko:K03217	ppo:PPM_5069
ko:K03536	ppo:PPM_5070
ko:K02914	ppo:PPM_5071
ko:K02016	ppo:PPM_3557
ko:K07002	ppo:PPM_3585
ko:K09925	ppo:PPM_3598
ko:K15975	ppo:PPM_4334
ko:K00868	ppo:PPM_4336
ko:K02044	ppo:PPM_4339
ko:K02041	ppo:PPM_4340
ko:K02042	ppo:PPM_4341
ko:K02042	ppo:PPM_4342
ko:K02047	ppo:PPM_4344
ko:K02046	ppo:PPM_4345
ko:K02048	ppo:PPM_4346
ko:K00756	ppo:PPM_4350
ko:K01839	ppo:PPM_4352
ko:K11535	ppo:PPM_4353
ko:K05346	ppo:PPM_4356
ko:K03408	ppo:PPM_4357
ko:K11752	ppo:PPM_4361
ko:K05520	ppo:PPM_4366
ko:K03893	ppo:PPM_4372
ko:K03639	ppo:PPM_3613
ko:K03636	ppo:PPM_3614
ko:K02575	ppo:PPM_3617
ko:K07696	ppo:PPM_3618
ko:K07683	ppo:PPM_3619
ko:K10851	ppo:PPM_3620
ko:K00373	ppo:PPM_3622
ko:K00371	ppo:PPM_3623
ko:K00370	ppo:PPM_3624
ko:K02018	ppo:PPM_3625
ko:K02020	ppo:PPM_3626
ko:K07322	ppo:PPM_3627
ko:K00231	ppo:PPM_3628
ko:K02073	ppo:PPM_3641
ko:K13530	ppo:PPM_3645
ko:K02529	ppo:PPM_3656
ko:K01620	ppo:PPM_4380
ko:K06425	ppo:PPM_4388
ko:K01193	ppo:PPM_4390
ko:K10119	ppo:PPM_4391
ko:K10117	ppo:PPM_4393
ko:K03484	ppo:PPM_4394
ko:K00820	ppo:PPM_4407
ko:K03431	ppo:PPM_4408
ko:K03088	ppo:PPM_4412
ko:K01595	ppo:PPM_4413
ko:K00262	ppo:PPM_3663
ko:K01733	ppo:PPM_3664
ko:K03592	ppo:PPM_3665
ko:K03568	ppo:PPM_3666
ko:K06294	ppo:PPM_4417
ko:K01448	ppo:PPM_4419
ko:K00958	ppo:PPM_4420
ko:K00390	ppo:PPM_4421
ko:K02996	ppo:PPM_4422
ko:K02871	ppo:PPM_4423
ko:K06173	ppo:PPM_4424
ko:K02879	ppo:PPM_4425
ko:K03040	ppo:PPM_4426
ko:K02948	ppo:PPM_4427
ko:K02952	ppo:PPM_4428
ko:K02919	ppo:PPM_4429
ko:K02518	ppo:PPM_4430
ko:K03076	ppo:PPM_4434
ko:K02876	ppo:PPM_4435
ko:K02907	ppo:PPM_4436
ko:K02988	ppo:PPM_4437
ko:K02881	ppo:PPM_4438
ko:K02933	ppo:PPM_4439
ko:K02994	ppo:PPM_4440
ko:K02954	ppo:PPM_4441
ko:K02931	ppo:PPM_4442
ko:K02895	ppo:PPM_4443
ko:K02874	ppo:PPM_4444
ko:K02961	ppo:PPM_4445
ko:K02904	ppo:PPM_4446
ko:K02878	ppo:PPM_4447
ko:K02982	ppo:PPM_4448
ko:K02890	ppo:PPM_4449
ko:K02965	ppo:PPM_4450
ko:K02886	ppo:PPM_4451
ko:K02892	ppo:PPM_4452
ko:K02926	ppo:PPM_4453
ko:K02906	ppo:PPM_4454
ko:K02946	ppo:PPM_4455
ko:K02358	ppo:PPM_4456
ko:K02355	ppo:PPM_4457
ko:K02992	ppo:PPM_4458
ko:K02950	ppo:PPM_4459
ko:K07590	ppo:PPM_4460
ko:K03046	ppo:PPM_4461
ko:K10119	ppo:PPM_3713
ko:K10117	ppo:PPM_3715
ko:K07718	ppo:PPM_3717
ko:K02525	ppo:PPM_3721
ko:K05982	ppo:PPM_3724
ko:K01728	ppo:PPM_3731
ko:K13276	ppo:PPM_3741
ko:K03321	ppo:PPM_3743
ko:K10010	ppo:PPM_3748
ko:K10009	ppo:PPM_3749
ko:K02424	ppo:PPM_3750
ko:K06940	ppo:PPM_3753
ko:K01060	ppo:PPM_3754
ko:K00005	ppo:PPM_3760
ko:K03043	ppo:PPM_4462
ko:K02935	ppo:PPM_4464
ko:K02864	ppo:PPM_4465
ko:K02863	ppo:PPM_4466
ko:K02867	ppo:PPM_4467
ko:K02601	ppo:PPM_4468
ko:K03073	ppo:PPM_4469
ko:K02913	ppo:PPM_4470
ko:K03091	ppo:PPM_4471
ko:K06962	ppo:PPM_4472
ko:K03218	ppo:PPM_4473
ko:K11145	ppo:PPM_4474
ko:K01883	ppo:PPM_4475
ko:K00640	ppo:PPM_4476
ko:K01770	ppo:PPM_4478
ko:K00991	ppo:PPM_4479
ko:K17103	ppo:PPM_4481
ko:K04485	ppo:PPM_4483
ko:K03696	ppo:PPM_4484
ko:K01972	ppo:PPM_4489
ko:K03657	ppo:PPM_4490
ko:K00067	ppo:PPM_4496
ko:K01790	ppo:PPM_4498
ko:K00973	ppo:PPM_4499
ko:K08177	ppo:PPM_3778
ko:K02478	ppo:PPM_3780
ko:K02897	ppo:PPM_3783
ko:K00009	ppo:PPM_3787
ko:K02437	ppo:PPM_3791
ko:K00605	ppo:PPM_3792
ko:K00282	ppo:PPM_3793
ko:K00283	ppo:PPM_3794
ko:K03480	ppo:PPM_3798
ko:K00965	ppo:PPM_3802
ko:K00849	ppo:PPM_3804
ko:K12410	ppo:PPM_3807
ko:K01091	ppo:PPM_3808
ko:K00963	ppo:PPM_4510
ko:K08303	ppo:PPM_4511
ko:K03701	ppo:PPM_4517
ko:K03702	ppo:PPM_4518
ko:K02556	ppo:PPM_4519
ko:K02557	ppo:PPM_4520
ko:K03088	ppo:PPM_4525
ko:K03797	ppo:PPM_4532
ko:K09811	ppo:PPM_4534
ko:K09812	ppo:PPM_4535
ko:K01755	ppo:PPM_4544
ko:K01940	ppo:PPM_4545
ko:K00611	ppo:PPM_4546
ko:K00930	ppo:PPM_4548
ko:K00620	ppo:PPM_4549
ko:K00145	ppo:PPM_4550
ko:K02836	ppo:PPM_4553
ko:K03070	ppo:PPM_4554
ko:K05808	ppo:PPM_4555
ko:K01687	ppo:PPM_3812
ko:K08303	ppo:PPM_3817
ko:K08303	ppo:PPM_3818
ko:K07082	ppo:PPM_3819
ko:K07447	ppo:PPM_3822
ko:K01872	ppo:PPM_3824
ko:K04487	ppo:PPM_3829
ko:K00566	ppo:PPM_3831
ko:K06199	ppo:PPM_3837
ko:K07478	ppo:PPM_3838
ko:K03657	ppo:PPM_3839
ko:K06901	ppo:PPM_3841
ko:K01876	ppo:PPM_3843
ko:K01892	ppo:PPM_3844
ko:K05520	ppo:PPM_3846
ko:K07560	ppo:PPM_3847
ko:K00759	ppo:PPM_3851
ko:K07462	ppo:PPM_3852
ko:K12257	ppo:PPM_3855
ko:K06409	ppo:PPM_3857
ko:K03210	ppo:PPM_3860
ko:K03704	ppo:PPM_4559
ko:K02422	ppo:PPM_4561
ko:K02407	ppo:PPM_4562
ko:K01790	ppo:PPM_4565
ko:K01709	ppo:PPM_4567
ko:K00978	ppo:PPM_4568
ko:K02406	ppo:PPM_4571
ko:K03563	ppo:PPM_4572
ko:K13626	ppo:PPM_4573
ko:K02397	ppo:PPM_4575
ko:K02396	ppo:PPM_4576
ko:K02398	ppo:PPM_4578
ko:K07777	ppo:PPM_4585
ko:K00789	ppo:PPM_4590
ko:K05946	ppo:PPM_4599
ko:K00773	ppo:PPM_3861
ko:K07568	ppo:PPM_3862
ko:K06381	ppo:PPM_3863
ko:K03551	ppo:PPM_3864
ko:K03550	ppo:PPM_3865
ko:K01159	ppo:PPM_3866
ko:K06318	ppo:PPM_3867
ko:K06370	ppo:PPM_3868
ko:K00826	ppo:PPM_3869
ko:K00872	ppo:PPM_3871
ko:K00003	ppo:PPM_3872
ko:K06209	ppo:PPM_3873
ko:K03979	ppo:PPM_3874
ko:K02899	ppo:PPM_3876
ko:K02888	ppo:PPM_3878
ko:K08301	ppo:PPM_3879
ko:K06401	ppo:PPM_3881
ko:K03609	ppo:PPM_3882
ko:K03610	ppo:PPM_3883
ko:K03571	ppo:PPM_3884
ko:K03570	ppo:PPM_3885
ko:K03569	ppo:PPM_3886
ko:K03630	ppo:PPM_3887
ko:K06287	ppo:PPM_3888
ko:K01924	ppo:PPM_3891
ko:K11754	ppo:PPM_3892
ko:K01873	ppo:PPM_3893
ko:K06417	ppo:PPM_3894
ko:K06180	ppo:PPM_3895
ko:K01845	ppo:PPM_3896
ko:K01698	ppo:PPM_3897
ko:K02372	ppo:PPM_4604
ko:K02392	ppo:PPM_4606
ko:K02392	ppo:PPM_4607
ko:K03569	ppo:PPM_4608
ko:K06283	ppo:PPM_4609
ko:K06386	ppo:PPM_4610
ko:K06381	ppo:PPM_4611
ko:K00790	ppo:PPM_4612
ko:K02114	ppo:PPM_4615
ko:K02112	ppo:PPM_4616
ko:K02115	ppo:PPM_4617
ko:K02111	ppo:PPM_4618
ko:K02113	ppo:PPM_4619
ko:K02109	ppo:PPM_4620
ko:K02110	ppo:PPM_4621
ko:K02108	ppo:PPM_4622
ko:K00761	ppo:PPM_4626
ko:K10117	ppo:PPM_4627
ko:K10119	ppo:PPM_4628
ko:K00600	ppo:PPM_4630
ko:K07566	ppo:PPM_4634
ko:K06387	ppo:PPM_4635
ko:K02493	ppo:PPM_4637
ko:K02835	ppo:PPM_4638
ko:K06942	ppo:PPM_4639
ko:K09936	ppo:PPM_4642
ko:K09936	ppo:PPM_4644
ko:K06131	ppo:PPM_4646
ko:K13542	ppo:PPM_3898
ko:K01749	ppo:PPM_3899
ko:K02304	ppo:PPM_3900
ko:K02497	ppo:PPM_3901
ko:K02492	ppo:PPM_3902
ko:K01611	ppo:PPM_3903
ko:K03978	ppo:PPM_3905
ko:K01338	ppo:PPM_3906
ko:K03544	ppo:PPM_3909
ko:K01358	ppo:PPM_3910
ko:K03545	ppo:PPM_3911
ko:K01142	ppo:PPM_3913
ko:K02529	ppo:PPM_3916
ko:K00864	ppo:PPM_3917
ko:K02440	ppo:PPM_3918
ko:K02803	ppo:PPM_3919
ko:K02804	ppo:PPM_3919
ko:K10240	ppo:PPM_3920
ko:K10241	ppo:PPM_3921
ko:K10242	ppo:PPM_3922
ko:K06871	ppo:PPM_3923
ko:K06871	ppo:PPM_3926
ko:K03310	ppo:PPM_3929
ko:K01223	ppo:PPM_3930
ko:K03707	ppo:PPM_3946
ko:K06895	ppo:PPM_4655
ko:K03752	ppo:PPM_4656
ko:K05820	ppo:PPM_4657
ko:K01886	ppo:PPM_4658
ko:K03817	ppo:PPM_4660
ko:K00432	ppo:PPM_4668
ko:K02013	ppo:PPM_4669
ko:K09835	ppo:PPM_4688
ko:K02029	ppo:PPM_4692
ko:K02029	ppo:PPM_4693
ko:K03321	ppo:PPM_4694
ko:K03688	ppo:PPM_4696
ko:K02224	ppo:PPM_4700
ko:K02189	ppo:PPM_4701
ko:K05936	ppo:PPM_4702
ko:K03394	ppo:PPM_4703
ko:K02188	ppo:PPM_4705
ko:K00878	ppo:PPM_3947
ko:K00941	ppo:PPM_3948
ko:K00788	ppo:PPM_3949
ko:K01476	ppo:PPM_3951
ko:K01953	ppo:PPM_3956
ko:K00989	ppo:PPM_3958
ko:K07124	ppo:PPM_3962
ko:K13015	ppo:PPM_3970
ko:K00563	ppo:PPM_3979
ko:K01994	ppo:PPM_3983
ko:K07224	ppo:PPM_3984
ko:K16301	ppo:PPM_3985
ko:K07243	ppo:PPM_3986
ko:K01586	ppo:PPM_3987
ko:K06042	ppo:PPM_4706
ko:K05895	ppo:PPM_4707
ko:K06966	ppo:PPM_4710
ko:K06297	ppo:PPM_4713
ko:K06295	ppo:PPM_4714
ko:K06911	ppo:PPM_4716
ko:K06296	ppo:PPM_4725
ko:K06297	ppo:PPM_4726
ko:K05349	ppo:PPM_4730
ko:K00549	ppo:PPM_4734
ko:K00491	ppo:PPM_4742
ko:K04047	ppo:PPM_4743
ko:K01486	ppo:PPM_4744
ko:K02053	ppo:PPM_4746
ko:K02054	ppo:PPM_4747
ko:K06113	ppo:PPM_1764
ko:K06113	ppo:PPM_4814
ko:K11070	ppo:PPM_3521
ko:K17319	ppo:PPM_2062
ko:K17103	ppo:PPM_0647
ko:K17319	ppo:PPM_3474
ko:K01992	ppo:PPM_3992
ko:K01990	ppo:PPM_3993
ko:K01990	ppo:PPM_4057
ko:K01990	ppo:PPM_4265
ko:K01990	ppo:PPM_0327
ko:K02029	ppo:PPM_0831
ko:K02030	ppo:PPM_0831
ko:K02029	ppo:PPM_2578
ko:K02030	ppo:PPM_2578
ko:K17319	ppo:PPM_2442
ko:K17319	ppo:PPM_3200
ko:K17319	ppo:PPM_3256
ko:K17318	ppo:PPM_0968
ko:K17318	ppo:PPM_2440
ko:K17318	ppo:PPM_2457
ko:K17318	ppo:PPM_3201
ko:K17318	ppo:PPM_3254
ko:K17318	ppo:PPM_3472
ko:K01218	ppo:PPM_2466
ko:K01992	ppo:PPM_2844
ko:K01990	ppo:PPM_0762
ko:K01990	ppo:PPM_0583
ko:K01990	ppo:PPM_0584
ko:K11623	ppo:PPM_4385
ko:K01992	ppo:PPM_0763
ko:K17244	ppo:PPM_0362
ko:K01992	ppo:PPM_0585
ko:K01992	ppo:PPM_0764
ko:K01992	ppo:PPM_3991
ko:K01992	ppo:PPM_4056
ko:K17319	ppo:PPM_0554
ko:K17320	ppo:PPM_0555
ko:K17318	ppo:PPM_4293
ko:K17318	ppo:PPM_1778
ko:K17318	ppo:PPM_0556
ko:K17319	ppo:PPM_4295
ko:K17320	ppo:PPM_4294
ko:K17318	ppo:PPM_2064
ko:K17320	ppo:PPM_2063
ko:K02028	ppo:PPM_0832
ko:K02028	ppo:PPM_2577
ko:K17217	ppo:PPM_2116
ko:K17245	ppo:PPM_0363
ko:K17246	ppo:PPM_0364
ko:K00096	ppo:PPM_1663
ko:K17216	ppo:PPM_2115
ko:K00040	ppo:PPM_2329
ko:K02032	ppo:PPM_0391
ko:K02484	ppo:PPM_0354
ko:K15024	ppo:PPM_1969
ko:K17320	ppo:PPM_2441
ko:K17320	ppo:PPM_3199
ko:K17320	ppo:PPM_3257
ko:K17320	ppo:PPM_3473
ko:K00951	ppo:PPM_3848
ko:K06298	ppo:PPM_3959
ko:K14234	ppo:PPM_t088
ko:K17319	ppo:PPM_0966
ko:K17320	ppo:PPM_0967
ko:K17320	ppo:PPM_2455
ko:K17319	ppo:PPM_2456
ko:K17318	ppo:PPM_4833
ko:K17319	ppo:PPM_4832
ko:K17320	ppo:PPM_4831
ko:K01537	ppo:PPM_3141
ko:K01992	ppo:PPM_4009
ko:K17235	ppo:PPM_0815
ko:K17236	ppo:PPM_0816
ko:K19309	ppo:PPM_4864
ko:K01992	ppo:PPM_0919
ko:K01992	ppo:PPM_0987
ko:K01992	ppo:PPM_2081
ko:K01992	ppo:PPM_p0040
ko:K01992	ppo:PPM_p0041
ko:K01977	ppo:PPM_r039
ko:K14225	ppo:PPM_t096
ko:K10112	ppo:PPM_0144
ko:K14218	ppo:PPM_t109
ko:K14218	ppo:PPM_t107
ko:K05592	ppo:PPM_4674
ko:K17472	ppo:PPM_3830
ko:K17686	ppo:PPM_0421
ko:K01739	ppo:PPM_1376
ko:K01990	ppo:PPM_0920
ko:K01990	ppo:PPM_0986
ko:K01990	ppo:PPM_p0042
ko:K01985	ppo:PPM_r031
ko:K01985	ppo:PPM_r036
ko:K01985	ppo:PPM_r038
ko:K01985	ppo:PPM_r040
ko:K15534	ppo:PPM_0844
ko:K14230	ppo:PPM_t074
ko:K14230	ppo:PPM_t091
ko:K01980	ppo:PPM_r032
ko:K01980	ppo:PPM_r034
ko:K14227	ppo:PPM_t108
ko:K14224	ppo:PPM_t093
ko:K14224	ppo:PPM_t104
ko:K14224	ppo:PPM_t076
ko:K07979	ppo:PPM_0582
ko:K03292	ppo:PPM_2054
ko:K03292	ppo:PPM_2384
ko:K03292	ppo:PPM_3117
ko:K00290	ppo:PPM_1652
ko:K01980	ppo:PPM_r037
ko:K06518	ppo:PPM_4772
ko:K01791	ppo:PPM_4034
ko:K01791	ppo:PPM_4625
ko:K02026	ppo:PPM_0338
ko:K02026	ppo:PPM_0755
ko:K02026	ppo:PPM_1763
ko:K14235	ppo:PPM_t086
ko:K00254	ppo:PPM_1725
ko:K02026	ppo:PPM_4803
ko:K02026	ppo:PPM_4145
ko:K02027	ppo:PPM_0302
ko:K02027	ppo:PPM_4147
ko:K02027	ppo:PPM_0336
ko:K02027	ppo:PPM_0753
ko:K02027	ppo:PPM_1761
ko:K07979	ppo:PPM_0985
ko:K07979	ppo:PPM_0326
ko:K00661	ppo:PPM_0624
ko:K17758	ppo:PPM_0472
ko:K17759	ppo:PPM_0472
ko:K00209	ppo:PPM_1661
ko:K01190	ppo:PPM_0616
ko:K17733	ppo:PPM_2745
ko:K17733	ppo:PPM_3267
ko:K00209	ppo:PPM_3737
ko:K04757	ppo:PPM_4230
ko:K12574	ppo:PPM_0711
ko:K12574	ppo:PPM_1947
ko:K01497	ppo:PPM_4362
ko:K05946	ppo:PPM_1097
ko:K07284	ppo:PPM_0402
ko:K14231	ppo:PPM_t089
ko:K09022	ppo:PPM_0519
ko:K18104	ppo:PPM_3840
ko:K18104	ppo:PPM_1078
ko:K01980	ppo:PPM_r041
ko:K02809	ppo:PPM_0728
ko:K02810	ppo:PPM_0728
ko:K08221	ppo:PPM_0676
ko:K02058	ppo:PPM_2948
ko:K01977	ppo:PPM_r035
ko:K00004	ppo:PPM_3657
ko:K01977	ppo:PPM_r033
ko:K17882	ppo:PPM_1439
ko:K19302	ppo:PPM_2451
ko:K13953	ppo:PPM_2358
ko:K07145	ppo:PPM_4254
ko:K03719	ppo:PPM_1033
ko:K21472	ppo:PPM_4142
ko:K06880	ppo:PPM_4403
ko:K06880	ppo:PPM_2423
ko:K18197	ppo:PPM_0906
ko:K14219	ppo:PPM_t070
ko:K14219	ppo:PPM_t098
ko:K07114	ppo:PPM_2122
ko:K03413	ppo:PPM_2145
ko:K01649	ppo:PPM_2518
ko:K00975	ppo:PPM_2583
ko:K02041	ppo:PPM_2587
ko:K01265	ppo:PPM_2261
ko:K09007	ppo:PPM_2353
ko:K09007	ppo:PPM_2354
ko:K05340	ppo:PPM_2473
ko:K05340	ppo:PPM_2474
ko:K02016	ppo:PPM_2547
ko:K02016	ppo:PPM_2548
ko:K02016	ppo:PPM_2550
ko:K02935	ppo:PPM_2219
ko:K06295	ppo:PPM_2240
ko:K02529	ppo:PPM_2382
ko:K00971	ppo:PPM_2201
ko:K01569	ppo:PPM_2204
ko:K03086	ppo:PPM_2658
ko:K01159	ppo:PPM_2660
ko:K00278	ppo:PPM_2700
ko:K02283	ppo:PPM_2615
ko:K07658	ppo:PPM_2603
ko:K07718	ppo:PPM_0269
ko:K00128	ppo:PPM_0074
ko:K09458	ppo:PPM_0076
ko:K10026	ppo:PPM_0186
ko:K06920	ppo:PPM_0187
ko:K03630	ppo:PPM_0197
ko:K09770	ppo:PPM_0015
ko:K10851	ppo:PPM_0373
ko:K07720	ppo:PPM_0380
ko:K06284	ppo:PPM_1018
ko:K01265	ppo:PPM_0577
ko:K07273	ppo:PPM_1073
ko:K02016	ppo:PPM_0606
ko:K02818	ppo:PPM_0628
ko:K02819	ppo:PPM_0628
ko:K06310	ppo:PPM_0638
ko:K07718	ppo:PPM_0661
ko:K06284	ppo:PPM_0685
ko:K06311	ppo:PPM_0720
ko:K06311	ppo:PPM_0281
ko:K06312	ppo:PPM_0282
ko:K06310	ppo:PPM_0283
ko:K02015	ppo:PPM_0300
ko:K01560	ppo:PPM_0484
ko:K06878	ppo:PPM_0944
ko:K08153	ppo:PPM_0973
ko:K04077	ppo:PPM_1162
ko:K03406	ppo:PPM_1182
ko:K03406	ppo:PPM_1581
ko:K02016	ppo:PPM_1596
ko:K03488	ppo:PPM_1609
ko:K03406	ppo:PPM_1263
ko:K02755	ppo:PPM_1264
ko:K02756	ppo:PPM_1264
ko:K02757	ppo:PPM_1264
ko:K07282	ppo:PPM_1689
ko:K05825	ppo:PPM_1398
ko:K02529	ppo:PPM_1779
ko:K02532	ppo:PPM_1793
ko:K07559	ppo:PPM_1507
ko:K06333	ppo:PPM_1537
ko:K19576	ppo:PPM_0289
ko:K01218	ppo:PPM_3238
ko:K02755	ppo:PPM_4014
ko:K02756	ppo:PPM_4014
ko:K02757	ppo:PPM_4014
ko:K02755	ppo:PPM_4015
ko:K02756	ppo:PPM_4015
ko:K02757	ppo:PPM_4015
ko:K02003	ppo:PPM_4834
ko:K07720	ppo:PPM_4867
ko:K03491	ppo:PPM_4163
ko:K02033	ppo:PPM_4910
ko:K09014	ppo:PPM_4197
ko:K09015	ppo:PPM_4198
ko:K03406	ppo:PPM_5016
ko:K07258	ppo:PPM_5047
ko:K02016	ppo:PPM_3555
ko:K06284	ppo:PPM_p0030
ko:K18104	ppo:PPM_4327
ko:K01580	ppo:PPM_p0045
ko:K06284	ppo:PPM_p0058
ko:K01223	ppo:PPM_3609
ko:K01223	ppo:PPM_3610
ko:K03528	ppo:PPM_3635
ko:K02003	ppo:PPM_p0087
ko:K03088	ppo:PPM_p0089
ko:K05795	ppo:PPM_p0090
ko:K02016	ppo:PPM_3658
ko:K13653	ppo:PPM_3668
ko:K13727	ppo:PPM_3672
ko:K01265	ppo:PPM_4432
ko:K07775	ppo:PPM_3734
