ko:K02495	seb:STM474_4182
ko:K03430	seb:STM474_0451
ko:K05306	seb:STM474_0452
ko:K03152	seb:STM474_0453
ko:K00077	seb:STM474_0454
ko:K09767	seb:STM474_0455
ko:K02300	seb:STM474_0460
ko:K02299	seb:STM474_0461
ko:K02298	seb:STM474_0462
ko:K02297	seb:STM474_0463
ko:K08218	seb:STM474_0465
ko:K07286	seb:STM474_0466
ko:K05527	seb:STM474_0467
ko:K03545	seb:STM474_0468
ko:K01358	seb:STM474_0469
ko:K03544	seb:STM474_0470
ko:K01338	seb:STM474_0471
ko:K03530	seb:STM474_0472
ko:K03770	seb:STM474_0473
ko:K02237	seb:STM474_0474
ko:K12500	seb:STM474_0475
ko:K06920	seb:STM474_0476
ko:K11938	seb:STM474_0478
ko:K01738	seb:STM474_0479
ko:K05800	seb:STM474_0480
ko:K04752	seb:STM474_0483
ko:K03320	seb:STM474_0484
ko:K10805	seb:STM474_0485
ko:K09914	seb:STM474_0486
ko:K07443	seb:STM474_0487
ko:K02909	seb:STM474_0489
ko:K02919	seb:STM474_0490
ko:K03577	seb:STM474_0497
ko:K05802	seb:STM474_0498
ko:K09790	seb:STM474_0502
ko:K09712	seb:STM474_1278
ko:K03449	seb:STM474_1281
ko:K09786	seb:STM474_1287
ko:K07180	seb:STM474_1288
ko:K06871	seb:STM474_1291
ko:K01792	seb:STM474_1293
ko:K00134	seb:STM474_1294
ko:K09916	seb:STM474_1296
ko:K08281	seb:STM474_1297
ko:K04773	seb:STM474_1299
ko:K01008	seb:STM474_1301
ko:K00262	seb:STM474_1303
ko:K08320	seb:STM474_1305
ko:K01142	seb:STM474_1306
ko:K00840	seb:STM474_1307
ko:K00673	seb:STM474_1308
ko:K06447	seb:STM474_1309
ko:K01484	seb:STM474_1310
ko:K05526	seb:STM474_1311
ko:K05984	seb:STM474_1313
ko:K04064	seb:STM474_1316
ko:K02760	seb:STM474_1317
ko:K02761	seb:STM474_1318
ko:K02759	seb:STM474_1319
ko:K03490	seb:STM474_1320
ko:K03781	seb:STM474_1323
ko:K15722	seb:STM474_1324
ko:K06956	seb:STM474_1325
ko:K12543	seb:STM474_2813
ko:K00759	seb:STM474_0503
ko:K02343	seb:STM474_0504
ko:K09747	seb:STM474_0505
ko:K06187	seb:STM474_0506
ko:K04079	seb:STM474_0507
ko:K01772	seb:STM474_0510
ko:K00892	seb:STM474_0512
ko:K08223	seb:STM474_0514
ko:K09973	seb:STM474_0517
ko:K07340	seb:STM474_0521
ko:K02068	seb:STM474_0523
ko:K02069	seb:STM474_0524
ko:K05838	seb:STM474_0525
ko:K10804	seb:STM474_0527
ko:K02003	seb:STM474_0528
ko:K02073	seb:STM474_0531
ko:K02071	seb:STM474_0532
ko:K02072	seb:STM474_0533
ko:K06917	seb:STM474_0534
ko:K10972	seb:STM474_0535
ko:K01483	seb:STM474_0536
ko:K10973	seb:STM474_0537
ko:K01608	seb:STM474_0538
ko:K10975	seb:STM474_0543
ko:K00865	seb:STM474_0546
ko:K14977	seb:STM474_0547
ko:K00926	seb:STM474_0553
ko:K01589	seb:STM474_0554
ko:K01588	seb:STM474_0555
ko:K03269	seb:STM474_0556
ko:K07038	seb:STM474_1326
ko:K01173	seb:STM474_1335
ko:K01868	seb:STM474_1337
ko:K02520	seb:STM474_1338
ko:K02916	seb:STM474_1339
ko:K02887	seb:STM474_1340
ko:K01889	seb:STM474_1341
ko:K01890	seb:STM474_1342
ko:K04764	seb:STM474_1343
ko:K06073	seb:STM474_1344
ko:K00432	seb:STM474_1345
ko:K06074	seb:STM474_1346
ko:K01626	seb:STM474_1351
ko:K09773	seb:STM474_1352
ko:K12507	seb:STM474_1355
ko:K00313	seb:STM474_1357
ko:K03785	seb:STM474_1363
ko:K05887	seb:STM474_1364
ko:K06956	seb:STM474_1372
ko:K05997	seb:STM474_1373
ko:K09014	seb:STM474_1374
ko:K09013	seb:STM474_1375
ko:K09015	seb:STM474_1376
ko:K11717	seb:STM474_1377
ko:K02426	seb:STM474_1378
ko:K01883	seb:STM474_0558
ko:K07038	seb:STM474_0561
ko:K01491	seb:STM474_0563
ko:K07345	seb:STM474_0564
ko:K07351	seb:STM474_0565
ko:K07347	seb:STM474_0567
ko:K07350	seb:STM474_0568
ko:K07348	seb:STM474_0569
ko:K07688	seb:STM474_0570
ko:K07644	seb:STM474_0581
ko:K11732	seb:STM474_0588
ko:K12686	seb:STM474_0590
ko:K10679	seb:STM474_0598
ko:K06048	seb:STM474_0603
ko:K02362	seb:STM474_0604
ko:K02364	seb:STM474_0608
ko:K02013	seb:STM474_0610
ko:K00873	seb:STM474_1382
ko:K03219	seb:STM474_1400
ko:K03220	seb:STM474_1401
ko:K03221	seb:STM474_1412
ko:K03222	seb:STM474_1415
ko:K03230	seb:STM474_1420
ko:K03224	seb:STM474_1421
ko:K03225	seb:STM474_1424
ko:K03226	seb:STM474_1425
ko:K03228	seb:STM474_1427
ko:K03229	seb:STM474_1428
ko:K03327	seb:STM474_1431
ko:K02083	seb:STM474_0548
ko:K02884	seb:STM474_2797
ko:K00554	seb:STM474_2798
ko:K02860	seb:STM474_2799
ko:K02959	seb:STM474_2800
ko:K03106	seb:STM474_2801
ko:K03687	seb:STM474_2805
ko:K00858	seb:STM474_2806
ko:K03631	seb:STM474_2807
ko:K06186	seb:STM474_2808
ko:K09801	seb:STM474_2809
ko:K03664	seb:STM474_2811
ko:K03112	seb:STM474_3652
ko:K01735	seb:STM474_3653
ko:K00891	seb:STM474_3654
ko:K02507	seb:STM474_3655
ko:K12291	seb:STM474_3656
ko:K12290	seb:STM474_3657
ko:K12289	seb:STM474_3658
ko:K12288	seb:STM474_3659
ko:K05366	seb:STM474_3660
ko:K08312	seb:STM474_3661
ko:K04762	seb:STM474_3664
ko:K04083	seb:STM474_3665
ko:K01610	seb:STM474_3667
ko:K07638	seb:STM474_3668
ko:K07659	seb:STM474_3669
ko:K04760	seb:STM474_3670
ko:K06959	seb:STM474_3671
ko:K04758	seb:STM474_3672
ko:K04759	seb:STM474_3673
ko:K07490	seb:STM474_3674
ko:K02170	seb:STM474_3677
ko:K07400	seb:STM474_3679
ko:K06155	seb:STM474_3680
ko:K00705	seb:STM474_3681
ko:K00688	seb:STM474_3682
ko:K03556	seb:STM474_3683
ko:K14415	seb:STM474_3687
ko:K14414	seb:STM474_3689
ko:K02444	seb:STM474_3690
ko:K02439	seb:STM474_3692
ko:K00111	seb:STM474_3693
ko:K02040	seb:STM474_3695
ko:K00005	seb:STM474_3696
ko:K01687	seb:STM474_3698
ko:K00688	seb:STM474_3701
ko:K00703	seb:STM474_3702
ko:K00975	seb:STM474_3703
ko:K09474	seb:STM474_4514
ko:K04084	seb:STM474_4520
ko:K03926	seb:STM474_4521
ko:K07791	seb:STM474_4522
ko:K01744	seb:STM474_4523
ko:K07113	seb:STM474_4524
ko:K04078	seb:STM474_4526
ko:K04077	seb:STM474_4527
ko:K02356	seb:STM474_4531
ko:K03098	seb:STM474_4536
ko:K00246	seb:STM474_4538
ko:K04568	seb:STM474_4541
ko:K01613	seb:STM474_4545
ko:K06949	seb:STM474_4546
ko:K13288	seb:STM474_4547
ko:K09996	seb:STM474_4548
ko:K06925	seb:STM474_4554
ko:K01448	seb:STM474_4555
ko:K03572	seb:STM474_4556
ko:K00791	seb:STM474_4557
ko:K03666	seb:STM474_4558
ko:K03665	seb:STM474_4559
ko:K04088	seb:STM474_4560
ko:K04087	seb:STM474_4561
ko:K09937	seb:STM474_4562
ko:K01939	seb:STM474_4563
ko:K13771	seb:STM474_4564
ko:K12573	seb:STM474_4565
ko:K03218	seb:STM474_4566
ko:K09980	seb:STM474_4567
ko:K02015	seb:STM474_0611
ko:K02015	seb:STM474_0612
ko:K02016	seb:STM474_0614
ko:K02361	seb:STM474_0615
ko:K02363	seb:STM474_0616
ko:K01252	seb:STM474_0617
ko:K00216	seb:STM474_0618
ko:K06200	seb:STM474_0620
ko:K08317	seb:STM474_0622
ko:K14287	seb:STM474_0623
ko:K03805	seb:STM474_0627
ko:K03387	seb:STM474_0629
ko:K11932	seb:STM474_0634
ko:K06140	seb:STM474_0637
ko:K01169	seb:STM474_0638
ko:K05964	seb:STM474_0641
ko:K01643	seb:STM474_0642
ko:K01644	seb:STM474_0643
ko:K01646	seb:STM474_0644
ko:K01910	seb:STM474_0645
ko:K07700	seb:STM474_0646
ko:K07702	seb:STM474_0647
ko:K12973	seb:STM474_0649
ko:K03704	seb:STM474_0650
ko:K06199	seb:STM474_0651
ko:K03425	seb:STM474_0653
ko:K03644	seb:STM474_0654
ko:K03801	seb:STM474_0656
ko:K09158	seb:STM474_0657
ko:K03642	seb:STM474_0659
ko:K05837	seb:STM474_0660
ko:K05515	seb:STM474_0661
ko:K00783	seb:STM474_0662
ko:K09710	seb:STM474_0663
ko:K00793	seb:STM474_1432
ko:K00574	seb:STM474_1433
ko:K04564	seb:STM474_1437
ko:K07390	seb:STM474_1440
ko:K03683	seb:STM474_1441
ko:K10680	seb:STM474_1443
ko:K06938	seb:STM474_1445
ko:K06077	seb:STM474_1452
ko:K09001	seb:STM474_1453
ko:K00275	seb:STM474_1455
ko:K01866	seb:STM474_1456
ko:K00868	seb:STM474_1457
ko:K03305	seb:STM474_1459
ko:K10773	seb:STM474_1460
ko:K01809	seb:STM474_1474
ko:K01676	seb:STM474_1475
ko:K07639	seb:STM474_1478
ko:K07661	seb:STM474_1482
ko:K03758	seb:STM474_1484
ko:K00969	seb:STM474_0666
ko:K02340	seb:STM474_0667
ko:K03643	seb:STM474_0668
ko:K01869	seb:STM474_0669
ko:K04045	seb:STM474_0680
ko:K10004	seb:STM474_0683
ko:K10002	seb:STM474_0684
ko:K10003	seb:STM474_0685
ko:K10001	seb:STM474_0686
ko:K03820	seb:STM474_0687
ko:K06189	seb:STM474_0688
ko:K07042	seb:STM474_0689
ko:K06168	seb:STM474_0691
ko:K03184	seb:STM474_0692
ko:K01953	seb:STM474_0701
ko:K02565	seb:STM474_0703
ko:K01443	seb:STM474_0704
ko:K02802	seb:STM474_0706
ko:K02803	seb:STM474_0706
ko:K02804	seb:STM474_0706
ko:K01886	seb:STM474_0707
ko:K03288	seb:STM474_0710
ko:K13795	seb:STM474_0711
ko:K09910	seb:STM474_0169
ko:K02526	seb:STM474_0170
ko:K01611	seb:STM474_0174
ko:K00797	seb:STM474_0175
ko:K14588	seb:STM474_0177
ko:K00117	seb:STM474_0178
ko:K00760	seb:STM474_0179
ko:K01673	seb:STM474_0180
ko:K07347	seb:STM474_0184
ko:K01579	seb:STM474_0189
ko:K01918	seb:STM474_0190
ko:K00606	seb:STM474_0191
ko:K00950	seb:STM474_0192
ko:K01894	seb:STM474_0194
ko:K06204	seb:STM474_0195
ko:K06206	seb:STM474_0196
ko:K01975	seb:STM474_0197
ko:K03579	seb:STM474_0198
ko:K05365	seb:STM474_0199
ko:K02013	seb:STM474_0201
ko:K02016	seb:STM474_0202
ko:K02015	seb:STM474_0203
ko:K01845	seb:STM474_0211
ko:K03281	seb:STM474_0212
ko:K15724	seb:STM474_0213
ko:K01129	seb:STM474_0217
ko:K02647	seb:STM474_0219
ko:K01256	seb:STM474_1049
ko:K03620	seb:STM474_1808
ko:K03619	seb:STM474_1810
ko:K03618	seb:STM474_1811
ko:K00425	seb:STM474_1812
ko:K00426	seb:STM474_1813
ko:K00261	seb:STM474_1815
ko:K01194	seb:STM474_1817
ko:K08308	seb:STM474_1820
ko:K01775	seb:STM474_1823
ko:K00285	seb:STM474_1824
ko:K03603	seb:STM474_1826
ko:K03314	seb:STM474_1827
ko:K03611	seb:STM474_1828
ko:K09160	seb:STM474_1832
ko:K09902	seb:STM474_1834
ko:K03610	seb:STM474_1835
ko:K03609	seb:STM474_1836
ko:K03608	seb:STM474_1837
ko:K03684	seb:STM474_1838
ko:K07285	seb:STM474_1841
ko:K09917	seb:STM474_1845
ko:K01665	seb:STM474_1846
ko:K01752	seb:STM474_1848
ko:K00563	seb:STM474_1857
ko:K03587	seb:STM474_1858
ko:K03704	seb:STM474_1859
ko:K13922	seb:STM474_2136
ko:K04031	seb:STM474_2140
ko:K04029	seb:STM474_2141
ko:K09802	seb:STM474_2144
ko:K07470	seb:STM474_2146
ko:K08354	seb:STM474_2148
ko:K01141	seb:STM474_2152
ko:K00765	seb:STM474_2156
ko:K00013	seb:STM474_2157
ko:K00817	seb:STM474_2158
ko:K01089	seb:STM474_2159
ko:K02501	seb:STM474_2160
ko:K01814	seb:STM474_2161
ko:K02500	seb:STM474_2162
ko:K11755	seb:STM474_2163
ko:K05789	seb:STM474_2164
ko:K00012	seb:STM474_2165
ko:K12452	seb:STM474_2175
ko:K01709	seb:STM474_2176
ko:K00978	seb:STM474_2177
ko:K01790	seb:STM474_2179
ko:K00973	seb:STM474_2180
ko:K00067	seb:STM474_2181
ko:K00963	seb:STM474_2183
ko:K03208	seb:STM474_2191
ko:K03207	seb:STM474_2192
ko:K02377	seb:STM474_2193
ko:K01711	seb:STM474_2194
ko:K03818	seb:STM474_2195
ko:K13683	seb:STM474_2196
ko:K13620	seb:STM474_2197
ko:K13684	seb:STM474_2198
ko:K03819	seb:STM474_2199
ko:K01991	seb:STM474_2203
ko:K07289	seb:STM474_2205
ko:K13796	seb:STM474_0712
ko:K13794	seb:STM474_0713
ko:K03839	seb:STM474_0715
ko:K00324	seb:STM474_1486
ko:K00325	seb:STM474_1487
ko:K11744	seb:STM474_1488
ko:K11743	seb:STM474_1490
ko:K11742	seb:STM474_1491
ko:K04775	seb:STM474_1492
ko:K08224	seb:STM474_1495
ko:K15545	seb:STM474_1498
ko:K01935	seb:STM474_1499
ko:K03281	seb:STM474_1500
ko:K05847	seb:STM474_1501
ko:K05846	seb:STM474_1502
ko:K05845	seb:STM474_1503
ko:K05846	seb:STM474_1504
ko:K07310	seb:STM474_1508
ko:K07309	seb:STM474_1509
ko:K09771	seb:STM474_1514
ko:K08323	seb:STM474_1515
ko:K08322	seb:STM474_1516
ko:K01284	seb:STM474_1523
ko:K15268	seb:STM474_1528
ko:K13630	seb:STM474_1529
ko:K13632	seb:STM474_1530
ko:K08159	seb:STM474_1533
ko:K08324	seb:STM474_1535
ko:K01425	seb:STM474_1536
ko:K16347	seb:STM474_4532
ko:K16348	seb:STM474_4533
ko:K03111	seb:STM474_4450
ko:K12542	seb:STM474_2815
ko:K12541	seb:STM474_2814
ko:K10716	seb:STM474_1759
ko:K02032	seb:STM474_1259
ko:K15984	seb:STM474_3761
ko:K15974	seb:STM474_2951
ko:K03712	seb:STM474_1531
ko:K03111	seb:STM474_p1043
ko:K10906	seb:STM474_0995
ko:K10906	seb:STM474_2745
ko:K18968	seb:STM474_0401
ko:K06148	seb:STM474_4457
ko:K18984	seb:STM474_1402
ko:K15922	seb:STM474_4196
ko:K04067	seb:STM474_0501
ko:K00939	seb:STM474_0508
ko:K03455	seb:STM474_0513
ko:K11751	seb:STM474_0515
ko:K02004	seb:STM474_0529
ko:K03574	seb:STM474_0143
ko:K02381	seb:STM474_0550
ko:K03768	seb:STM474_0557
ko:K01466	seb:STM474_0544
ko:K05806	seb:STM474_0120
ko:K00970	seb:STM474_0193
ko:K01243	seb:STM474_0216
ko:K00674	seb:STM474_0222
ko:K02795	seb:STM474_0595
ko:K02793	seb:STM474_0597
ko:K03386	seb:STM474_0628
ko:K05966	seb:STM474_0640
ko:K03326	seb:STM474_0648
ko:K07258	seb:STM474_0658
ko:K04720	seb:STM474_0665
ko:K07126	seb:STM474_0675
ko:K05522	seb:STM474_0751
ko:K07120	seb:STM474_0752
ko:K00241	seb:STM474_0755
ko:K03560	seb:STM474_0771
ko:K03469	seb:STM474_0274
ko:K02342	seb:STM474_0275
ko:K06445	seb:STM474_0324
ko:K00769	seb:STM474_0332
ko:K01561	seb:STM474_0347
ko:K07213	seb:STM474_0369
ko:K08178	seb:STM474_0370
ko:K07316	seb:STM474_0371
ko:K01156	seb:STM474_0372
ko:K02014	seb:STM474_0379
ko:K08161	seb:STM474_0397
ko:K07657	seb:STM474_0415
ko:K03386	seb:STM474_0421
ko:K11072	seb:STM474_1223
ko:K01258	seb:STM474_1224
ko:K07660	seb:STM474_1229
ko:K02033	seb:STM474_1256
ko:K04093	seb:STM474_1270
ko:K07305	seb:STM474_1295
ko:K01424	seb:STM474_1298
ko:K06078	seb:STM474_1380
ko:K06078	seb:STM474_1381
ko:K01259	seb:STM474_1385
ko:K08357	seb:STM474_1388
ko:K08359	seb:STM474_1389
ko:K08358	seb:STM474_1390
ko:K13040	seb:STM474_1391
ko:K03307	seb:STM474_1122
ko:K01788	seb:STM474_1123
ko:K04477	seb:STM474_1131
ko:K08161	seb:STM474_1149
ko:K11069	seb:STM474_1219
ko:K11071	seb:STM474_1222
ko:K14237	seb:STM474_t1429
ko:K14219	seb:STM474_t1263
ko:K14233	seb:STM474_t2080
ko:K13287	seb:STM474_3022
ko:K13285	seb:STM474_3024
ko:K00854	seb:STM474_3832
ko:K03796	seb:STM474_3835
ko:K01176	seb:STM474_3836
ko:K02798	seb:STM474_3857
ko:K02799	seb:STM474_3857
ko:K02800	seb:STM474_3857
ko:K00101	seb:STM474_3866
ko:K03747	seb:STM474_3569
ko:K07709	seb:STM474_4359
ko:K13641	seb:STM474_4377
ko:K00548	seb:STM474_4378
ko:K14219	seb:STM474_t2725
ko:K14219	seb:STM474_t4109
ko:K14218	seb:STM474_t2512
ko:K14218	seb:STM474_t2513
ko:K03803	seb:STM474_2750
ko:K03499	seb:STM474_3574
ko:K02506	seb:STM474_3607
ko:K14219	seb:STM474_t2493
ko:K00882	seb:STM474_2296
ko:K06183	seb:STM474_2315
ko:K02200	seb:STM474_2343
ko:K02193	seb:STM474_2350
ko:K02569	seb:STM474_2351
ko:K02574	seb:STM474_2353
ko:K00784	seb:STM474_2409
ko:K02549	seb:STM474_2402
ko:K08680	seb:STM474_2404
ko:K02552	seb:STM474_2406
ko:K02348	seb:STM474_2408
ko:K07114	seb:STM474_2411
ko:K16092	seb:STM474_4313
ko:K13741	seb:STM474_2826
ko:K07019	seb:STM474_3629
ko:K09898	seb:STM474_3630
ko:K10914	seb:STM474_3633
ko:K00799	seb:STM474_4462
ko:K03316	seb:STM474_4465
ko:K04018	seb:STM474_4478
ko:K07126	seb:STM474_4480
ko:K04750	seb:STM474_4484
ko:K11104	seb:STM474_4495
ko:K07792	seb:STM474_4497
ko:K07307	seb:STM474_4502
ko:K07308	seb:STM474_4503
ko:K11745	seb:STM474_0090
ko:K02566	seb:STM474_0702
ko:K02564	seb:STM474_0705
ko:K03711	seb:STM474_0714
ko:K01835	seb:STM474_0719
ko:K03756	seb:STM474_0721
ko:K01571	seb:STM474_0792
ko:K01785	seb:STM474_0798
ko:K01784	seb:STM474_0801
ko:K02017	seb:STM474_0808
ko:K07404	seb:STM474_0810
ko:K01479	seb:STM474_0813
ko:K06910	seb:STM474_0817
ko:K00652	seb:STM474_0821
ko:K03635	seb:STM474_0831
ko:K01916	seb:STM474_1314
ko:K01222	seb:STM474_1321
ko:K03478	seb:STM474_1322
ko:K07283	seb:STM474_1332
ko:K08997	seb:STM474_1349
ko:K07027	seb:STM474_0836
ko:K07757	seb:STM474_0865
ko:K07757	seb:STM474_0867
ko:K07307	seb:STM474_0952
ko:K07308	seb:STM474_0953
ko:K06212	seb:STM474_0960
ko:K02238	seb:STM474_0969
ko:K11085	seb:STM474_0970
ko:K14978	seb:STM474_1398
ko:K14979	seb:STM474_1397
ko:K03227	seb:STM474_1426
ko:K01759	seb:STM474_1442
ko:K00799	seb:STM474_1458
ko:K03613	seb:STM474_1461
ko:K03612	seb:STM474_1462
ko:K03614	seb:STM474_1463
ko:K03615	seb:STM474_1464
ko:K03616	seb:STM474_1465
ko:K03617	seb:STM474_1466
ko:K01488	seb:STM474_1470
ko:K01679	seb:STM474_1476
ko:K03475	seb:STM474_2439
ko:K02822	seb:STM474_2440
ko:K02821	seb:STM474_2441
ko:K07052	seb:STM474_2476
ko:K00647	seb:STM474_2477
ko:K01782	seb:STM474_2487
ko:K08476	seb:STM474_2495
ko:K08475	seb:STM474_2496
ko:K08478	seb:STM474_2497
ko:K00845	seb:STM474_2504
ko:K01885	seb:STM474_2516
ko:K02784	seb:STM474_2534
ko:K08483	seb:STM474_2535
ko:K00616	seb:STM474_2576
ko:K01439	seb:STM474_2586
ko:K16088	seb:STM474_1201
ko:K03087	seb:STM474_3064
ko:K00380	seb:STM474_3090
ko:K06897	seb:STM474_3092
ko:K04765	seb:STM474_3098
ko:K00639	seb:STM474_3882
ko:K02843	seb:STM474_3884
ko:K03279	seb:STM474_3890
ko:K10563	seb:STM474_3899
ko:K16089	seb:STM474_2288
ko:K01297	seb:STM474_1821
ko:K11105	seb:STM474_1822
ko:K02793	seb:STM474_1852
ko:K02794	seb:STM474_1852
ko:K02795	seb:STM474_1853
ko:K11392	seb:STM474_1873
ko:K13741	seb:STM474_1879
ko:K09815	seb:STM474_1923
ko:K06201	seb:STM474_1940
ko:K00575	seb:STM474_1951
ko:K11189	seb:STM474_3953
ko:K02775	seb:STM474_3956
ko:K07784	seb:STM474_3961
ko:K00852	seb:STM474_3967
ko:K13636	seb:STM474_3975
ko:K00389	seb:STM474_3980
ko:K14228	seb:STM474_t0699
ko:K14233	seb:STM474_t1078
ko:K16345	seb:STM474_3921
ko:K02100	seb:STM474_3163
ko:K00626	seb:STM474_3166
ko:K12943	seb:STM474_3185
ko:K01823	seb:STM474_3186
ko:K04763	seb:STM474_3191
ko:K01262	seb:STM474_3205
ko:K02200	seb:STM474_3989
ko:K02193	seb:STM474_3996
ko:K07772	seb:STM474_4001
ko:K01934	seb:STM474_3208
ko:K00058	seb:STM474_3209
ko:K03442	seb:STM474_3214
ko:K06934	seb:STM474_3218
ko:K01480	seb:STM474_3225
ko:K01585	seb:STM474_3234
ko:K02428	seb:STM474_3251
ko:K01424	seb:STM474_3254
ko:K02116	seb:STM474_4051
ko:K03718	seb:STM474_4055
ko:K10440	seb:STM474_4062
ko:K08138	seb:STM474_4615
ko:K00852	seb:STM474_4064
ko:K14220	seb:STM474_t2082
ko:K14220	seb:STM474_t2083
ko:K14220	seb:STM474_t2099
ko:K14220	seb:STM474_t2097
ko:K14232	seb:STM474_t2322
ko:K14224	seb:STM474_t2771
ko:K14224	seb:STM474_t4365
ko:K14224	seb:STM474_t3561
ko:K14224	seb:STM474_t4069
ko:K00853	seb:STM474_0106
ko:K07054	seb:STM474_2589
ko:K03548	seb:STM474_2596
ko:K02824	seb:STM474_2600
ko:K00088	seb:STM474_2612
ko:K07308	seb:STM474_2630
ko:K01011	seb:STM474_2635
ko:K08278	seb:STM474_0001
ko:K00616	seb:STM474_0007
ko:K07034	seb:STM474_0009
ko:K01572	seb:STM474_0057
ko:K01571	seb:STM474_0058
ko:K05966	seb:STM474_0066
ko:K08299	seb:STM474_0073
ko:K03855	seb:STM474_0082
ko:K01525	seb:STM474_0092
ko:K06177	seb:STM474_0099
ko:K19611	seb:STM474_2912
ko:K03289	seb:STM474_3261
ko:K11209	seb:STM474_3290
ko:K06281	seb:STM474_3297
ko:K06282	seb:STM474_3300
ko:K03406	seb:STM474_3303
ko:K01760	seb:STM474_3312
ko:K03769	seb:STM474_4088
ko:K02851	seb:STM474_4096
ko:K02852	seb:STM474_4107
ko:K01719	seb:STM474_4115
ko:K14219	seb:STM474_t2959
ko:K14219	seb:STM474_t2960
ko:K14219	seb:STM474_t2962
ko:K14219	seb:STM474_t2961
ko:K14233	seb:STM474_t2963
ko:K14230	seb:STM474_t3135
ko:K14230	seb:STM474_t3136
ko:K14230	seb:STM474_t3447
ko:K07258	seb:STM474_0889
ko:K05844	seb:STM474_0900
ko:K03475	seb:STM474_0908
ko:K02822	seb:STM474_0909
ko:K09998	seb:STM474_0912
ko:K10000	seb:STM474_0915
ko:K07491	seb:STM474_0933
ko:K10762	seb:STM474_1004
ko:K03286	seb:STM474_1062
ko:K07343	seb:STM474_1064
ko:K09909	seb:STM474_1069
ko:K06910	seb:STM474_1073
ko:K11179	seb:STM474_1076
ko:K01826	seb:STM474_1096
ko:K02510	seb:STM474_1098
ko:K03810	seb:STM474_1165
ko:K06179	seb:STM474_1183
ko:K00059	seb:STM474_1192
ko:K02619	seb:STM474_1195
ko:K07312	seb:STM474_1506
ko:K00657	seb:STM474_1512
ko:K05595	seb:STM474_1532
ko:K06281	seb:STM474_1548
ko:K06282	seb:STM474_1549
ko:K04063	seb:STM474_1575
ko:K00027	seb:STM474_1579
ko:K13953	seb:STM474_1580
ko:K08350	seb:STM474_1581
ko:K08167	seb:STM474_1587
ko:K02014	seb:STM474_1600
ko:K02775	seb:STM474_1626
ko:K06971	seb:STM474_1627
ko:K14587	seb:STM474_1629
ko:K03929	seb:STM474_1635
ko:K00121	seb:STM474_1639
ko:K01515	seb:STM474_3339
ko:K14225	seb:STM474_t3184
ko:K14231	seb:STM474_t3265
ko:K14231	seb:STM474_t4518
ko:K14230	seb:STM474_t3367
ko:K14228	seb:STM474_t3450
ko:K14234	seb:STM474_t3557
ko:K14232	seb:STM474_t3806
ko:K14226	seb:STM474_t4110
ko:K16137	seb:STM474_1444
ko:K01176	seb:STM474_1995
ko:K02414	seb:STM474_2006
ko:K07126	seb:STM474_2087
ko:K02009	seb:STM474_2107
ko:K02190	seb:STM474_2110
ko:K03399	seb:STM474_2116
ko:K02782	seb:STM474_2887
ko:K02783	seb:STM474_2887
ko:K08093	seb:STM474_2890
ko:K01974	seb:STM474_3686
ko:K02441	seb:STM474_3691
ko:K00700	seb:STM474_3705
ko:K00851	seb:STM474_3708
ko:K03825	seb:STM474_3712
ko:K07048	seb:STM474_3717
ko:K05816	seb:STM474_3721
ko:K05815	seb:STM474_3722
ko:K00247	seb:STM474_4537
ko:K00245	seb:STM474_4539
ko:K00244	seb:STM474_4540
ko:K06889	seb:STM474_4577
ko:K03476	seb:STM474_4579
ko:K03475	seb:STM474_4580
ko:K02822	seb:STM474_4581
ko:K02821	seb:STM474_4582
ko:K01119	seb:STM474_4600
ko:K01082	seb:STM474_4601
ko:K07304	seb:STM474_4605
ko:K01507	seb:STM474_4611
ko:K00010	seb:STM474_4622
ko:K09806	seb:STM474_3350
ko:K00974	seb:STM474_3358
ko:K01409	seb:STM474_3362
ko:K03498	seb:STM474_4164
ko:K00230	seb:STM474_4165
ko:K02858	seb:STM474_3349
ko:K03649	seb:STM474_3366
ko:K09251	seb:STM474_3372
ko:K00219	seb:STM474_3373
ko:K07393	seb:STM474_3387
ko:K11189	seb:STM474_3413
ko:K00127	seb:STM474_4214
ko:K00124	seb:STM474_4215
ko:K01629	seb:STM474_4225
ko:K01813	seb:STM474_4226
ko:K02855	seb:STM474_4228
ko:K07640	seb:STM474_4240
ko:K14234	seb:STM474_t4330
ko:K00010	seb:STM474_4629
ko:K01226	seb:STM474_4650
ko:K09022	seb:STM474_4656
ko:K01478	seb:STM474_4664
ko:K00046	seb:STM474_4681
ko:K00851	seb:STM474_4683
ko:K13637	seb:STM474_4708
ko:K06887	seb:STM474_4711
ko:K00135	seb:STM474_4723
ko:K00564	seb:STM474_4760
ko:K13628	seb:STM474_2645
ko:K04488	seb:STM474_2646
ko:K01092	seb:STM474_2650
ko:K06889	seb:STM474_2651
ko:K00385	seb:STM474_2654
ko:K03757	seb:STM474_2663
ko:K07017	seb:STM474_2911
ko:K07793	seb:STM474_2922
ko:K00135	seb:STM474_2926
ko:K03647	seb:STM474_2944
ko:K05814	seb:STM474_3723
ko:K03406	seb:STM474_3744
ko:K04085	seb:STM474_3745
ko:K06149	seb:STM474_3759
ko:K00383	seb:STM474_3765
ko:K01424	seb:STM474_3766
ko:K07792	seb:STM474_3767
ko:K01572	seb:STM474_0793
ko:K07491	seb:STM474_3646
ko:K07491	seb:STM474_3454
