ko:K02495	senj:CFSAN001992_13695
ko:K02911	senj:CFSAN001992_05685
ko:K07040	senj:CFSAN001992_05690
ko:K08300	senj:CFSAN001992_05715
ko:K02397	senj:CFSAN001992_05720
ko:K01929	senj:CFSAN001992_10385
ko:K01928	senj:CFSAN001992_10390
ko:K03587	senj:CFSAN001992_10395
ko:K03586	senj:CFSAN001992_10400
ko:K03438	senj:CFSAN001992_10405
ko:K03925	senj:CFSAN001992_10410
ko:K03435	senj:CFSAN001992_10415
ko:K01653	senj:CFSAN001992_10420
ko:K01652	senj:CFSAN001992_10425
ko:K05798	senj:CFSAN001992_10430
ko:K18292	senj:CFSAN001992_17975
ko:K01649	senj:CFSAN001992_10440
ko:K00052	senj:CFSAN001992_10445
ko:K01703	senj:CFSAN001992_10450
ko:K01704	senj:CFSAN001992_10455
ko:K11925	senj:CFSAN001992_10465
ko:K02064	senj:CFSAN001992_10470
ko:K02063	senj:CFSAN001992_10475
ko:K02805	senj:CFSAN001992_14035
ko:K16704	senj:CFSAN001992_14040
ko:K02472	senj:CFSAN001992_14055
ko:K05790	senj:CFSAN001992_14065
ko:K03628	senj:CFSAN001992_14075
ko:K03671	senj:CFSAN001992_14080
ko:K03732	senj:CFSAN001992_14085
ko:K01524	senj:CFSAN001992_14090
ko:K03656	senj:CFSAN001992_14095
ko:K03811	senj:CFSAN001992_14100
ko:K00757	senj:CFSAN001992_14105
ko:K00053	senj:CFSAN001992_14120
ko:K02521	senj:CFSAN001992_14125
ko:K01754	senj:CFSAN001992_14145
ko:K01687	senj:CFSAN001992_14150
ko:K00826	senj:CFSAN001992_14155
ko:K11258	senj:CFSAN001992_14160
ko:K01652	senj:CFSAN001992_14165
ko:K07391	senj:CFSAN001992_14175
ko:K02529	senj:CFSAN001992_14205
ko:K10441	senj:CFSAN001992_14225
ko:K06726	senj:CFSAN001992_14230
ko:K03549	senj:CFSAN001992_14235
ko:K03924	senj:CFSAN001992_14240
ko:K01914	senj:CFSAN001992_14250
ko:K11903	senj:CFSAN001992_17920
ko:K06995	senj:CFSAN001992_17940
ko:K06871	senj:CFSAN001992_17960
ko:K07150	senj:CFSAN001992_17995
ko:K01581	senj:CFSAN001992_18005
ko:K08306	senj:CFSAN001992_18015
ko:K03575	senj:CFSAN001992_18025
ko:K03439	senj:CFSAN001992_18030
ko:K09923	senj:CFSAN001992_18035
ko:K09131	senj:CFSAN001992_18065
ko:K02221	senj:CFSAN001992_18070
ko:K06997	senj:CFSAN001992_18075
ko:K02669	senj:CFSAN001992_18080
ko:K07447	senj:CFSAN001992_18090
ko:K07735	senj:CFSAN001992_18095
ko:K01920	senj:CFSAN001992_18100
ko:K09761	senj:CFSAN001992_18105
ko:K01150	senj:CFSAN001992_18110
ko:K02742	senj:CFSAN001992_18115
ko:K08137	senj:CFSAN001992_18120
ko:K00789	senj:CFSAN001992_18125
ko:K07387	senj:CFSAN001992_18150
ko:K00615	senj:CFSAN001992_18155
ko:K10017	senj:CFSAN001992_21825
ko:K07071	senj:CFSAN001992_21830
ko:K07095	senj:CFSAN001992_21845
ko:K00615	senj:CFSAN001992_21880
ko:K00615	senj:CFSAN001992_21885
ko:K13788	senj:CFSAN001992_21895
ko:K00925	senj:CFSAN001992_21900
ko:K09899	senj:CFSAN001992_21905
ko:K09161	senj:CFSAN001992_21910
ko:K14260	senj:CFSAN001992_21930
ko:K00330	senj:CFSAN001992_21940
ko:K00331	senj:CFSAN001992_21945
ko:K13378	senj:CFSAN001992_21950
ko:K00334	senj:CFSAN001992_21955
ko:K00337	senj:CFSAN001992_21970
ko:K00338	senj:CFSAN001992_21975
ko:K00339	senj:CFSAN001992_21980
ko:K00340	senj:CFSAN001992_21985
ko:K00341	senj:CFSAN001992_21990
ko:K00342	senj:CFSAN001992_21995
ko:K00343	senj:CFSAN001992_22000
ko:K03415	senj:CFSAN001992_22005
ko:K05594	senj:CFSAN001992_22020
ko:K02551	senj:CFSAN001992_22030
ko:K01661	senj:CFSAN001992_22040
ko:K01911	senj:CFSAN001992_22050
ko:K02478	senj:CFSAN001992_00565
ko:K01874	senj:CFSAN001992_00590
ko:K07347	senj:CFSAN001992_00615
ko:K00878	senj:CFSAN001992_00630
ko:K00941	senj:CFSAN001992_00635
ko:K08303	senj:CFSAN001992_00680
ko:K07664	senj:CFSAN001992_00760
ko:K07642	senj:CFSAN001992_00765
ko:K07789	senj:CFSAN001992_00775
ko:K07788	senj:CFSAN001992_00785
ko:K07799	senj:CFSAN001992_00790
ko:K04046	senj:CFSAN001992_00795
ko:K01247	senj:CFSAN001992_00800
ko:K00876	senj:CFSAN001992_00810
ko:K01494	senj:CFSAN001992_00815
ko:K07289	senj:CFSAN001992_00820
ko:K01991	senj:CFSAN001992_00830
ko:K03222	senj:CFSAN001992_04545
ko:K03221	senj:CFSAN001992_04560
ko:K03220	senj:CFSAN001992_04615
ko:K03219	senj:CFSAN001992_04620
ko:K00873	senj:CFSAN001992_04705
ko:K02426	senj:CFSAN001992_04730
ko:K11717	senj:CFSAN001992_04735
ko:K09015	senj:CFSAN001992_04740
ko:K09013	senj:CFSAN001992_04745
ko:K09014	senj:CFSAN001992_04750
ko:K05997	senj:CFSAN001992_04755
ko:K06956	senj:CFSAN001992_04760
ko:K02016	senj:CFSAN001992_08360
ko:K02015	senj:CFSAN001992_08370
ko:K02015	senj:CFSAN001992_08375
ko:K02013	senj:CFSAN001992_08380
ko:K02362	senj:CFSAN001992_08415
ko:K06048	senj:CFSAN001992_08420
ko:K10679	senj:CFSAN001992_08445
ko:K12686	senj:CFSAN001992_08450
ko:K16053	senj:CFSAN001992_08455
ko:K11732	senj:CFSAN001992_08460
ko:K08088	senj:CFSAN001992_08535
ko:K07688	senj:CFSAN001992_08540
ko:K07348	senj:CFSAN001992_08545
ko:K07350	senj:CFSAN001992_08550
ko:K07347	senj:CFSAN001992_08555
ko:K07351	senj:CFSAN001992_08565
ko:K07345	senj:CFSAN001992_08570
ko:K01491	senj:CFSAN001992_08575
ko:K07038	senj:CFSAN001992_08585
ko:K01883	senj:CFSAN001992_08600
ko:K16348	senj:CFSAN001992_12175
ko:K16347	senj:CFSAN001992_12180
ko:K02356	senj:CFSAN001992_12185
ko:K04077	senj:CFSAN001992_12205
ko:K04078	senj:CFSAN001992_12210
ko:K16263	senj:CFSAN001992_12215
ko:K07113	senj:CFSAN001992_12220
ko:K01744	senj:CFSAN001992_12225
ko:K07791	senj:CFSAN001992_12230
ko:K03926	senj:CFSAN001992_12235
ko:K04084	senj:CFSAN001992_12240
ko:K09474	senj:CFSAN001992_12255
ko:K07306	senj:CFSAN001992_12340
ko:K07703	senj:CFSAN001992_12355
ko:K01676	senj:CFSAN001992_12365
ko:K07406	senj:CFSAN001992_12375
ko:K01584	senj:CFSAN001992_12385
ko:K03755	senj:CFSAN001992_12390
ko:K03759	senj:CFSAN001992_12395
ko:K03760	senj:CFSAN001992_12400
ko:K07771	senj:CFSAN001992_12405
ko:K07643	senj:CFSAN001992_12410
ko:K02444	senj:CFSAN001992_16000
ko:K03556	senj:CFSAN001992_16005
ko:K00688	senj:CFSAN001992_16010
ko:K00705	senj:CFSAN001992_16015
ko:K06155	senj:CFSAN001992_16020
ko:K07400	senj:CFSAN001992_16025
ko:K02170	senj:CFSAN001992_16035
ko:K07490	senj:CFSAN001992_16045
ko:K04759	senj:CFSAN001992_16050
ko:K04758	senj:CFSAN001992_16055
ko:K06959	senj:CFSAN001992_16060
ko:K04760	senj:CFSAN001992_16065
ko:K07659	senj:CFSAN001992_16070
ko:K07638	senj:CFSAN001992_16075
ko:K01610	senj:CFSAN001992_16080
ko:K04083	senj:CFSAN001992_16090
ko:K04762	senj:CFSAN001992_16095
ko:K08312	senj:CFSAN001992_16110
ko:K05366	senj:CFSAN001992_16115
ko:K12288	senj:CFSAN001992_16120
ko:K12289	senj:CFSAN001992_16125
ko:K12290	senj:CFSAN001992_16130
ko:K12291	senj:CFSAN001992_16135
ko:K02507	senj:CFSAN001992_16140
ko:K02396	senj:CFSAN001992_05725
ko:K02395	senj:CFSAN001992_05730
ko:K02394	senj:CFSAN001992_05735
ko:K02393	senj:CFSAN001992_05740
ko:K01698	senj:CFSAN001992_09335
ko:K01908	senj:CFSAN001992_09340
ko:K01720	senj:CFSAN001992_09345
ko:K02688	senj:CFSAN001992_09360
ko:K03329	senj:CFSAN001992_09370
ko:K00426	senj:CFSAN001992_09390
ko:K00425	senj:CFSAN001992_09395
ko:K07345	senj:CFSAN001992_09490
ko:K07347	senj:CFSAN001992_09500
ko:K00145	senj:CFSAN001992_13085
ko:K01438	senj:CFSAN001992_13090
ko:K01595	senj:CFSAN001992_13095
ko:K11202	senj:CFSAN001992_13110
ko:K04069	senj:CFSAN001992_13115
ko:K00656	senj:CFSAN001992_13120
ko:K11202	senj:CFSAN001992_13125
ko:K11203	senj:CFSAN001992_13130
ko:K08483	senj:CFSAN001992_13135
ko:K11189	senj:CFSAN001992_13135
ko:K11201	senj:CFSAN001992_13135
ko:K00005	senj:CFSAN001992_13145
ko:K03782	senj:CFSAN001992_13150
ko:K00297	senj:CFSAN001992_13155
ko:K12525	senj:CFSAN001992_13185
ko:K03764	senj:CFSAN001992_13195
ko:K02909	senj:CFSAN001992_13210
ko:K04066	senj:CFSAN001992_13215
ko:K03591	senj:CFSAN001992_13225
ko:K01419	senj:CFSAN001992_13230
ko:K03667	senj:CFSAN001992_13235
ko:K02548	senj:CFSAN001992_13240
ko:K02553	senj:CFSAN001992_13245
ko:K09892	senj:CFSAN001992_13250
ko:K02440	senj:CFSAN001992_13255
ko:K00864	senj:CFSAN001992_13260
ko:K00528	senj:CFSAN001992_13270
ko:K01803	senj:CFSAN001992_13285
ko:K01783	senj:CFSAN001992_13290
ko:K08321	senj:CFSAN001992_13300
ko:K10555	senj:CFSAN001992_13305
ko:K10557	senj:CFSAN001992_13310
ko:K10556	senj:CFSAN001992_13315
ko:K10558	senj:CFSAN001992_13320
ko:K11531	senj:CFSAN001992_13325
ko:K05808	senj:CFSAN001992_16950
ko:K03092	senj:CFSAN001992_16955
ko:K06861	senj:CFSAN001992_16960
ko:K09774	senj:CFSAN001992_16965
ko:K11719	senj:CFSAN001992_16970
ko:K03270	senj:CFSAN001992_16975
ko:K06041	senj:CFSAN001992_16980
ko:K07301	senj:CFSAN001992_16985
ko:K02065	senj:CFSAN001992_16990
ko:K02066	senj:CFSAN001992_16995
ko:K07323	senj:CFSAN001992_17005
ko:K07122	senj:CFSAN001992_17010
ko:K00790	senj:CFSAN001992_17020
ko:K02523	senj:CFSAN001992_17030
ko:K02888	senj:CFSAN001992_17035
ko:K03979	senj:CFSAN001992_17045
ko:K07259	senj:CFSAN001992_17050
ko:K03624	senj:CFSAN001992_17060
ko:K07574	senj:CFSAN001992_17065
ko:K03798	senj:CFSAN001992_17075
ko:K00796	senj:CFSAN001992_17080
ko:K03431	senj:CFSAN001992_17085
ko:K03075	senj:CFSAN001992_17090
ko:K01940	senj:CFSAN001992_17095
ko:K09748	senj:CFSAN001992_17100
ko:K02600	senj:CFSAN001992_17105
ko:K02519	senj:CFSAN001992_17110
ko:K02834	senj:CFSAN001992_17115
ko:K02956	senj:CFSAN001992_17125
ko:K00962	senj:CFSAN001992_17130
ko:K05803	senj:CFSAN001992_17135
ko:K05592	senj:CFSAN001992_17140
ko:K03835	senj:CFSAN001992_17145
ko:K08303	senj:CFSAN001992_17160
ko:K03824	senj:CFSAN001992_17170
ko:K07461	senj:CFSAN001992_17175
ko:K07751	senj:CFSAN001992_20865
ko:K06894	senj:CFSAN001992_20890
ko:K05367	senj:CFSAN001992_20895
ko:K07306	senj:CFSAN001992_20900
ko:K00940	senj:CFSAN001992_20920
ko:K06941	senj:CFSAN001992_20925
ko:K15539	senj:CFSAN001992_20930
ko:K01892	senj:CFSAN001992_20940
ko:K03977	senj:CFSAN001992_20955
ko:K13735	senj:CFSAN001992_20965
ko:K03601	senj:CFSAN001992_20990
ko:K01951	senj:CFSAN001992_21000
ko:K01524	senj:CFSAN001992_21060
ko:K00937	senj:CFSAN001992_21065
ko:K11175	senj:CFSAN001992_21070
ko:K01933	senj:CFSAN001992_21075
ko:K00761	senj:CFSAN001992_21080
ko:K10763	senj:CFSAN001992_21090
ko:K02647	senj:CFSAN001992_21110
ko:K00137	senj:CFSAN001992_03545
ko:K09936	senj:CFSAN001992_03580
ko:K03823	senj:CFSAN001992_03585
ko:K11738	senj:CFSAN001992_03615
ko:K00675	senj:CFSAN001992_03625
ko:K02575	senj:CFSAN001992_03655
ko:K08349	senj:CFSAN001992_03695
ko:K02972	senj:CFSAN001992_03715
ko:K06044	senj:CFSAN001992_03760
ko:K14155	senj:CFSAN001992_03770
ko:K03315	senj:CFSAN001992_03775
ko:K02529	senj:CFSAN001992_03780
ko:K03702	senj:CFSAN001992_07435
ko:K01935	senj:CFSAN001992_07440
ko:K02169	senj:CFSAN001992_07445
ko:K01012	senj:CFSAN001992_07455
ko:K00833	senj:CFSAN001992_07460
ko:K01745	senj:CFSAN001992_07470
ko:K01712	senj:CFSAN001992_07475
ko:K00891	senj:CFSAN001992_16145
ko:K01735	senj:CFSAN001992_16150
ko:K03112	senj:CFSAN001992_16155
ko:K01783	senj:CFSAN001992_16165
ko:K01091	senj:CFSAN001992_16170
ko:K01867	senj:CFSAN001992_16175
ko:K12516	senj:CFSAN001992_16185
ko:K02302	senj:CFSAN001992_16190
ko:K02598	senj:CFSAN001992_16195
ko:K00363	senj:CFSAN001992_16200
ko:K00362	senj:CFSAN001992_16205
ko:K06141	senj:CFSAN001992_16210
ko:K04095	senj:CFSAN001992_16225
ko:K12542	senj:CFSAN001992_19985
ko:K12541	senj:CFSAN001992_19990
ko:K12543	senj:CFSAN001992_19995
ko:K03664	senj:CFSAN001992_20005
ko:K09801	senj:CFSAN001992_20015
ko:K06186	senj:CFSAN001992_20020
ko:K03631	senj:CFSAN001992_20025
ko:K00858	senj:CFSAN001992_20030
ko:K03687	senj:CFSAN001992_20035
ko:K03106	senj:CFSAN001992_20055
ko:K02959	senj:CFSAN001992_20060
ko:K02860	senj:CFSAN001992_20065
ko:K00554	senj:CFSAN001992_20070
ko:K02884	senj:CFSAN001992_20075
ko:K05836	senj:CFSAN001992_07480
ko:K01468	senj:CFSAN001992_07490
ko:K01051	senj:CFSAN001992_07495
ko:K02018	senj:CFSAN001992_07535
ko:K02020	senj:CFSAN001992_07540
ko:K02019	senj:CFSAN001992_07550
ko:K05776	senj:CFSAN001992_07555
ko:K00965	senj:CFSAN001992_07570
ko:K00849	senj:CFSAN001992_07575
ko:K02013	senj:CFSAN001992_07590
ko:K02015	senj:CFSAN001992_07595
ko:K01626	senj:CFSAN001992_07600
ko:K16264	senj:CFSAN001992_07610
ko:K03811	senj:CFSAN001992_07615
ko:K03517	senj:CFSAN001992_07620
ko:K03640	senj:CFSAN001992_07635
ko:K03641	senj:CFSAN001992_07640
ko:K03424	senj:CFSAN001992_11215
ko:K02837	senj:CFSAN001992_11235
ko:K08723	senj:CFSAN001992_11240
ko:K03789	senj:CFSAN001992_11245
ko:K02344	senj:CFSAN001992_11250
ko:K13255	senj:CFSAN001992_11270
ko:K02317	senj:CFSAN001992_11300
ko:K01305	senj:CFSAN001992_11400
ko:K01779	senj:CFSAN001992_11410
ko:K01867	senj:CFSAN001992_11420
ko:K02913	senj:CFSAN001992_15015
ko:K00954	senj:CFSAN001992_15025
ko:K02527	senj:CFSAN001992_15030
ko:K02844	senj:CFSAN001992_15040
ko:K02848	senj:CFSAN001992_15045
ko:K00785	senj:CFSAN001992_15050
ko:K02840	senj:CFSAN001992_15055
ko:K02850	senj:CFSAN001992_15070
ko:K02847	senj:CFSAN001992_15085
ko:K02841	senj:CFSAN001992_15090
ko:K03274	senj:CFSAN001992_15100
ko:K00060	senj:CFSAN001992_15110
ko:K09798	senj:CFSAN001992_15120
ko:K15633	senj:CFSAN001992_15130
ko:K03071	senj:CFSAN001992_15145
ko:K00057	senj:CFSAN001992_15150
ko:K00640	senj:CFSAN001992_15155
ko:K03216	senj:CFSAN001992_15160
ko:K14348	senj:CFSAN001992_15170
ko:K00427	senj:CFSAN001992_15175
ko:K14762	senj:CFSAN001992_15195
ko:K02562	senj:CFSAN001992_15205
ko:K00009	senj:CFSAN001992_15210
ko:K01042	senj:CFSAN001992_15225
ko:K03833	senj:CFSAN001992_15230
ko:K13954	senj:CFSAN001992_15235
ko:K00138	senj:CFSAN001992_15245
ko:K09955	senj:CFSAN001992_15250
ko:K00991	senj:CFSAN001992_18890
ko:K01770	senj:CFSAN001992_18895
ko:K06176	senj:CFSAN001992_18900
ko:K03787	senj:CFSAN001992_18905
ko:K00573	senj:CFSAN001992_18910
ko:K06194	senj:CFSAN001992_18915
ko:K03186	senj:CFSAN001992_18935
ko:K03555	senj:CFSAN001992_18995
ko:K07314	senj:CFSAN001992_19005
ko:K03230	senj:CFSAN001992_19045
ko:K03225	senj:CFSAN001992_19070
ko:K02078	senj:CFSAN001992_19120
ko:K07275	senj:CFSAN001992_02800
ko:K07217	senj:CFSAN001992_02805
ko:K01695	senj:CFSAN001992_02825
ko:K01696	senj:CFSAN001992_02830
ko:K13498	senj:CFSAN001992_02835
ko:K01657	senj:CFSAN001992_02865
ko:K07053	senj:CFSAN001992_02870
ko:K06178	senj:CFSAN001992_02880
ko:K13634	senj:CFSAN001992_02915
ko:K01681	senj:CFSAN001992_02925
ko:K01591	senj:CFSAN001992_02955
ko:K03113	senj:CFSAN001992_02960
ko:K04062	senj:CFSAN001992_02965
ko:K14051	senj:CFSAN001992_02980
ko:K01147	senj:CFSAN001992_02985
ko:K00208	senj:CFSAN001992_02995
ko:K05788	senj:CFSAN001992_06745
ko:K02945	senj:CFSAN001992_06750
ko:K00945	senj:CFSAN001992_06755
ko:K07387	senj:CFSAN001992_06760
ko:K00800	senj:CFSAN001992_06765
ko:K00831	senj:CFSAN001992_06770
ko:K09136	senj:CFSAN001992_06780
ko:K00656	senj:CFSAN001992_06790
ko:K04069	senj:CFSAN001992_06805
ko:K08219	senj:CFSAN001992_06815
ko:K07306	senj:CFSAN001992_06830
ko:K01875	senj:CFSAN001992_06835
ko:K07478	senj:CFSAN001992_06840
ko:K03634	senj:CFSAN001992_06845
ko:K03466	senj:CFSAN001992_06850
ko:K00384	senj:CFSAN001992_06860
ko:K00684	senj:CFSAN001992_06875
ko:K02518	senj:CFSAN001992_06880
ko:K06911	senj:CFSAN001992_06890
ko:K03694	senj:CFSAN001992_06900
ko:K06891	senj:CFSAN001992_06905
ko:K03704	senj:CFSAN001992_06910
ko:K05685	senj:CFSAN001992_06915
ko:K13888	senj:CFSAN001992_06920
ko:K09824	senj:CFSAN001992_06925
ko:K11933	senj:CFSAN001992_06945
ko:K00156	senj:CFSAN001992_06950
ko:K01620	senj:CFSAN001992_06955
ko:K02062	senj:CFSAN001992_10480
ko:K01804	senj:CFSAN001992_10500
ko:K02336	senj:CFSAN001992_10535
ko:K03580	senj:CFSAN001992_10540
ko:K05801	senj:CFSAN001992_10550
ko:K04744	senj:CFSAN001992_10555
ko:K03771	senj:CFSAN001992_10565
ko:K00097	senj:CFSAN001992_10570
ko:K02528	senj:CFSAN001992_10575
ko:K06195	senj:CFSAN001992_10580
ko:K11746	senj:CFSAN001992_10600
ko:K08368	senj:CFSAN001992_10630
ko:K14234	senj:CFSAN001992t22418
ko:K14236	senj:CFSAN001992t22416
ko:K14236	senj:CFSAN001992t22342
ko:K14236	senj:CFSAN001992t22340
ko:K14234	senj:CFSAN001992t22412
ko:K14218	senj:CFSAN001992t22390
ko:K14218	senj:CFSAN001992t22424
ko:K14218	senj:CFSAN001992t22420
ko:K14228	senj:CFSAN001992t22400
ko:K14234	senj:CFSAN001992t22384
ko:K14237	senj:CFSAN001992t22364
ko:K14237	senj:CFSAN001992t22478
ko:K14237	senj:CFSAN001992t22482
ko:K14237	senj:CFSAN001992t22480
ko:K14237	senj:CFSAN001992t22344
ko:K14228	senj:CFSAN001992t22338
ko:K14233	senj:CFSAN001992t22354
ko:K14222	senj:CFSAN001992t22336
ko:K02402	senj:CFSAN001992_01810
ko:K02556	senj:CFSAN001992_01815
ko:K02557	senj:CFSAN001992_01820
ko:K03407	senj:CFSAN001992_01825
ko:K03408	senj:CFSAN001992_01830
ko:K03412	senj:CFSAN001992_01845
ko:K03413	senj:CFSAN001992_01850
ko:K03414	senj:CFSAN001992_01855
ko:K02401	senj:CFSAN001992_01860
ko:K02400	senj:CFSAN001992_01865
ko:K03516	senj:CFSAN001992_01870
ko:K15532	senj:CFSAN001992_01875
ko:K05515	senj:CFSAN001992_01880
ko:K01887	senj:CFSAN001992_01885
ko:K09907	senj:CFSAN001992_01890
ko:K15257	senj:CFSAN001992_01900
ko:K15256	senj:CFSAN001992_01905
ko:K07136	senj:CFSAN001992_01910
ko:K01876	senj:CFSAN001992_01925
ko:K08310	senj:CFSAN001992_01930
ko:K01159	senj:CFSAN001992_01940
ko:K03550	senj:CFSAN001992_01950
ko:K03551	senj:CFSAN001992_01955
ko:K09816	senj:CFSAN001992_01960
ko:K09817	senj:CFSAN001992_01965
ko:K02560	senj:CFSAN001992_01985
ko:K00873	senj:CFSAN001992_01990
ko:K00036	senj:CFSAN001992_02000
ko:K01690	senj:CFSAN001992_02005
ko:K01625	senj:CFSAN001992_02010
ko:K08289	senj:CFSAN001992_02020
ko:K09918	senj:CFSAN001992_02025
ko:K01354	senj:CFSAN001992_02040
ko:K10857	senj:CFSAN001992_02045
ko:K02392	senj:CFSAN001992_05745
ko:K02391	senj:CFSAN001992_05750
ko:K02390	senj:CFSAN001992_05755
ko:K02389	senj:CFSAN001992_05760
ko:K02388	senj:CFSAN001992_05765
ko:K02387	senj:CFSAN001992_05770
ko:K02386	senj:CFSAN001992_05775
ko:K02398	senj:CFSAN001992_05780
ko:K02399	senj:CFSAN001992_05785
ko:K03980	senj:CFSAN001992_05790
ko:K09915	senj:CFSAN001992_05800
ko:K03790	senj:CFSAN001992_05805
ko:K08162	senj:CFSAN001992_05810
ko:K03675	senj:CFSAN001992_05815
ko:K01465	senj:CFSAN001992_05825
ko:K12149	senj:CFSAN001992_05830
ko:K12148	senj:CFSAN001992_05835
ko:K02846	senj:CFSAN001992_05840
ko:K07146	senj:CFSAN001992_05860
ko:K02517	senj:CFSAN001992_05865
ko:K12147	senj:CFSAN001992_05875
ko:K03669	senj:CFSAN001992_05885
ko:K03670	senj:CFSAN001992_05890
ko:K04336	senj:CFSAN001992_05920
ko:K04334	senj:CFSAN001992_05925
ko:K04335	senj:CFSAN001992_05930
ko:K04337	senj:CFSAN001992_05940
ko:K04338	senj:CFSAN001992_05945
ko:K06214	senj:CFSAN001992_05950
ko:K12972	senj:CFSAN001992_05970
ko:K00147	senj:CFSAN001992_09580
ko:K00931	senj:CFSAN001992_09585
ko:K11929	senj:CFSAN001992_09590
ko:K11926	senj:CFSAN001992_09595
ko:K11750	senj:CFSAN001992_09600
ko:K02839	senj:CFSAN001992_09615
ko:K02346	senj:CFSAN001992_09625
ko:K03271	senj:CFSAN001992_09640
ko:K11902	senj:CFSAN001992_09680
ko:K08307	senj:CFSAN001992_09705
ko:K06222	senj:CFSAN001992_09730
ko:K03273	senj:CFSAN001992_09735
ko:K02071	senj:CFSAN001992_09740
ko:K02072	senj:CFSAN001992_09745
ko:K02073	senj:CFSAN001992_09750
ko:K06080	senj:CFSAN001992_09755
ko:K01881	senj:CFSAN001992_09765
ko:K00313	senj:CFSAN001992_10640
ko:K03522	senj:CFSAN001992_10645
ko:K03521	senj:CFSAN001992_10650
ko:K05245	senj:CFSAN001992_10655
ko:K08297	senj:CFSAN001992_10660
ko:K08298	senj:CFSAN001992_10665
ko:K02182	senj:CFSAN001992_10670
ko:K08277	senj:CFSAN001992_10685
ko:K01955	senj:CFSAN001992_10690
ko:K01956	senj:CFSAN001992_10695
ko:K00215	senj:CFSAN001992_10710
ko:K06205	senj:CFSAN001992_14260
ko:K03495	senj:CFSAN001992_14265
ko:K03501	senj:CFSAN001992_14270
ko:K02108	senj:CFSAN001992_14280
ko:K02110	senj:CFSAN001992_14285
ko:K02109	senj:CFSAN001992_14290
ko:K02113	senj:CFSAN001992_14295
ko:K02111	senj:CFSAN001992_14300
ko:K02115	senj:CFSAN001992_14305
ko:K02112	senj:CFSAN001992_14310
ko:K02114	senj:CFSAN001992_14315
ko:K06890	senj:CFSAN001992_14320
ko:K04042	senj:CFSAN001992_14325
ko:K00820	senj:CFSAN001992_14330
ko:K02769	senj:CFSAN001992_14350
ko:K02770	senj:CFSAN001992_14350
ko:K02040	senj:CFSAN001992_14355
ko:K02037	senj:CFSAN001992_14360
ko:K02038	senj:CFSAN001992_14365
ko:K02036	senj:CFSAN001992_14370
ko:K02039	senj:CFSAN001992_14375
ko:K06901	senj:CFSAN001992_14385
ko:K08163	senj:CFSAN001992_14405
ko:K03650	senj:CFSAN001992_14410
ko:K03217	senj:CFSAN001992_14415
ko:K08998	senj:CFSAN001992_14420
ko:K03536	senj:CFSAN001992_14425
ko:K02914	senj:CFSAN001992_14430
ko:K02313	senj:CFSAN001992_14440
ko:K02338	senj:CFSAN001992_14445
ko:K03629	senj:CFSAN001992_14450
ko:K02470	senj:CFSAN001992_14455
ko:K07647	senj:CFSAN001992_14495
ko:K11930	senj:CFSAN001992_14500
ko:K03472	senj:CFSAN001992_18215
ko:K00927	senj:CFSAN001992_18220
ko:K01624	senj:CFSAN001992_18225
ko:K06895	senj:CFSAN001992_18235
ko:K09807	senj:CFSAN001992_18240
ko:K05596	senj:CFSAN001992_18245
ko:K01807	senj:CFSAN001992_18250
ko:K09888	senj:CFSAN001992_18265
ko:K09895	senj:CFSAN001992_18270
ko:K03185	senj:CFSAN001992_18280
ko:K00605	senj:CFSAN001992_18290
ko:K02437	senj:CFSAN001992_18295
ko:K00281	senj:CFSAN001992_18300
ko:K01223	senj:CFSAN001992_18310
ko:K09900	senj:CFSAN001992_18315
ko:K11068	senj:CFSAN001992_18320
ko:K06980	senj:CFSAN001992_18325
ko:K09159	senj:CFSAN001992_18335
ko:K03840	senj:CFSAN001992_18345
ko:K03981	senj:CFSAN001992_18355
ko:K07462	senj:CFSAN001992_18360
ko:K04567	senj:CFSAN001992_18375
ko:K12963	senj:CFSAN001992_22060
ko:K12962	senj:CFSAN001992_22065
ko:K07264	senj:CFSAN001992_22070
ko:K13014	senj:CFSAN001992_22075
ko:K10011	senj:CFSAN001992_22080
ko:K10012	senj:CFSAN001992_22085
ko:K07806	senj:CFSAN001992_22090
ko:K00113	senj:CFSAN001992_22125
ko:K00112	senj:CFSAN001992_22130
ko:K00111	senj:CFSAN001992_22135
ko:K02445	senj:CFSAN001992_22140
ko:K01126	senj:CFSAN001992_22145
ko:K11107	senj:CFSAN001992_22160
ko:K02469	senj:CFSAN001992_22200
ko:K07677	senj:CFSAN001992_22205
ko:K07687	senj:CFSAN001992_22210
ko:K07676	senj:CFSAN001992_22215
ko:K09475	senj:CFSAN001992_22220
ko:K03734	senj:CFSAN001992_22225
ko:K10778	senj:CFSAN001992_22230
ko:K03919	senj:CFSAN001992_22235
ko:K06159	senj:CFSAN001992_22240
ko:K08276	senj:CFSAN001992_22245
ko:K02572	senj:CFSAN001992_22250
ko:K02570	senj:CFSAN001992_22255
ko:K02567	senj:CFSAN001992_22260
ko:K02573	senj:CFSAN001992_22265
ko:K02568	senj:CFSAN001992_22275
ko:K14233	senj:CFSAN001992t22464
ko:K14219	senj:CFSAN001992t22466
ko:K14219	senj:CFSAN001992t22468
ko:K14219	senj:CFSAN001992t22472
ko:K14219	senj:CFSAN001992t22470
ko:K14225	senj:CFSAN001992t22458
ko:K14230	senj:CFSAN001992t22454
ko:K14228	senj:CFSAN001992t22450
