ko:K08744	mtl:CCDC5180_1659
ko:K01985	mtl:CCDC5180_12290
ko:K12431	mtl:CCDC5180_3504
ko:K12425	mtl:CCDC5180_3505
ko:K12432	mtl:CCDC5180_1085
ko:K12956	mtl:CCDC5180_0885
ko:K07695	mtl:CCDC5180_2849
ko:K11628	mtl:CCDC5180_2664
ko:K12424	mtl:CCDC5180_2672
ko:K12442	mtl:CCDC5180_2657
ko:K12952	mtl:CCDC5180_0831
ko:K13670	mtl:CCDC5180_1387
ko:K14955	mtl:CCDC5180_1165
ko:K07656	mtl:CCDC5180_0947
ko:K16652	mtl:CCDC5180_3469
ko:K16650	mtl:CCDC5180_3486
ko:K16647	mtl:CCDC5180_2426
ko:K16649	mtl:CCDC5180_3460
ko:K16648	mtl:CCDC5180_0219
ko:K02851	mtl:CCDC5180_1196
ko:K00561	mtl:CCDC5180_1811
ko:K16906	mtl:CCDC5180_2440
ko:K16907	mtl:CCDC5180_2441
ko:K02030	mtl:CCDC5180_0380
ko:K11387	mtl:CCDC5180_3471
ko:K14220	mtl:CCDC5180_21650
ko:K14234	mtl:CCDC5180_05900
ko:K14219	mtl:CCDC5180_12040
ko:K14228	mtl:CCDC5180_00240
ko:K14228	mtl:CCDC5180_09820
ko:K14228	mtl:CCDC5180_19780
ko:K01980	mtl:CCDC5180_12280
ko:K14230	mtl:CCDC5180_05910
ko:K14237	mtl:CCDC5180_24420
ko:K16785	mtl:CCDC5180_2122
ko:K01426	mtl:CCDC5180_1159
ko:K01426	mtl:CCDC5180_2157
ko:K14233	mtl:CCDC5180_35020
ko:K14230	mtl:CCDC5180_29460
ko:K14234	mtl:CCDC5180_06990
ko:K01426	mtl:CCDC5180_2890
ko:K01426	mtl:CCDC5180_2615
ko:K00966	mtl:CCDC5180_2975
ko:K11991	mtl:CCDC5180_3432
ko:K04781	mtl:CCDC5180_2177
ko:K16870	mtl:CCDC5180_2976
ko:K01426	mtl:CCDC5180_3076
ko:K03922	mtl:CCDC5180_1002
ko:K14225	mtl:CCDC5180_24430
ko:K16905	mtl:CCDC5180_2439
ko:K14223	mtl:CCDC5180_09490
ko:K14237	mtl:CCDC5180_24450
ko:K14221	mtl:CCDC5180_07710
ko:K14233	mtl:CCDC5180_34490
ko:K14227	mtl:CCDC5180_00100
ko:K14234	mtl:CCDC5180_33700
ko:K14229	mtl:CCDC5180_23260
ko:K14224	mtl:CCDC5180_27500
ko:K14219	mtl:CCDC5180_08530
ko:K14225	mtl:CCDC5180_02960
ko:K14218	mtl:CCDC5180_00110
ko:K14236	mtl:CCDC5180_05290
ko:K14229	mtl:CCDC5180_07690
ko:K14224	mtl:CCDC5180_07700
ko:K14231	mtl:CCDC5180_07720
ko:K14228	mtl:CCDC5180_12600
ko:K14228	mtl:CCDC5180_15130
ko:K14232	mtl:CCDC5180_16030
ko:K14237	mtl:CCDC5180_20720
ko:K14230	mtl:CCDC5180_21330
ko:K14225	mtl:CCDC5180_22730
ko:K14219	mtl:CCDC5180_22930
ko:K14219	mtl:CCDC5180_34950
ko:K14226	mtl:CCDC5180_23190
ko:K14223	mtl:CCDC5180_27510
ko:K14218	mtl:CCDC5180_28280
ko:K14233	mtl:CCDC5180_34760
ko:K14233	mtl:CCDC5180_34960
ko:K17218	mtl:CCDC5180_0305
ko:K12445	mtl:CCDC5180_2677
ko:K15581	mtl:CCDC5180_3345
ko:K19311	mtl:CCDC5180_2917
ko:K01990	mtl:CCDC5180_1548
ko:K07045	mtl:CCDC5180_1714
ko:K07045	mtl:CCDC5180_2101
ko:K01990	mtl:CCDC5180_1118
ko:K01990	mtl:CCDC5180_1344
ko:K01990	mtl:CCDC5180_2660
ko:K03574	mtl:CCDC5180_0382
ko:K00265	mtl:CCDC5180_3535
ko:K00951	mtl:CCDC5180_2352
ko:K17103	mtl:CCDC5180_0402
ko:K02484	mtl:CCDC5180_0556
ko:K02484	mtl:CCDC5180_0557
ko:K15580	mtl:CCDC5180_3346
ko:K15582	mtl:CCDC5180_3344
ko:K10112	mtl:CCDC5180_1862
ko:K17484	mtl:CCDC5180_2080
ko:K17483	mtl:CCDC5180_2081
ko:K00384	mtl:CCDC5180_1359
ko:K10112	mtl:CCDC5180_1137
ko:K01739	mtl:CCDC5180_0989
ko:K17811	mtl:CCDC5180_3078
ko:K01130	mtl:CCDC5180_3008
ko:K01130	mtl:CCDC5180_0650
ko:K01130	mtl:CCDC5180_0608
ko:K00344	mtl:CCDC5180_1341
ko:K17836	mtl:CCDC5180_1888
ko:K03767	mtl:CCDC5180_0011
ko:K12574	mtl:CCDC5180_2496
ko:K00254	mtl:CCDC5180_1951
ko:K02026	mtl:CCDC5180_1136
ko:K02026	mtl:CCDC5180_1863
ko:K02026	mtl:CCDC5180_2114
ko:K14337	mtl:CCDC5180_1983
ko:K00020	mtl:CCDC5180_0686
ko:K00128	mtl:CCDC5180_3002
ko:K00128	mtl:CCDC5180_0206
ko:K00128	mtl:CCDC5180_0132
ko:K00128	mtl:CCDC5180_0702
ko:K02027	mtl:CCDC5180_1134
ko:K02027	mtl:CCDC5180_1865
ko:K02027	mtl:CCDC5180_2115
ko:K01187	mtl:CCDC5180_2252
ko:K17947	mtl:CCDC5180_0496
ko:K00344	mtl:CCDC5180_2857
ko:K07493	mtl:CCDC5180_3131
ko:K07493	mtl:CCDC5180_3327
ko:K07064	mtl:CCDC5180_2594
ko:K07064	mtl:CCDC5180_3030
ko:K07064	mtl:CCDC5180_3379
ko:K02031	mtl:CCDC5180_3343
ko:K02032	mtl:CCDC5180_3343
ko:K02031	mtl:CCDC5180_1176
ko:K02032	mtl:CCDC5180_1176
ko:K17883	mtl:CCDC5180_2585
ko:K00529	mtl:CCDC5180_1704
ko:K07068	mtl:CCDC5180_3214
ko:K00249	mtl:CCDC5180_0891
ko:K08351	mtl:CCDC5180_1329
ko:K00897	mtl:CCDC5180_3495
ko:K03719	mtl:CCDC5180_3000
ko:K00104	mtl:CCDC5180_1152
ko:K00104	mtl:CCDC5180_2083
ko:K11159	mtl:CCDC5180_0604
ko:K21688	mtl:CCDC5180_0925
ko:K00138	mtl:CCDC5180_0424
ko:K04077	mtl:CCDC5180_3116
ko:K14743	mtl:CCDC5180_3149
ko:K14952	mtl:CCDC5180_3496
ko:K02067	mtl:CCDC5180_0547
ko:K03924	mtl:CCDC5180_1367
ko:K00281	mtl:CCDC5180_1668
ko:K12953	mtl:CCDC5180_1818
ko:K03075	mtl:CCDC5180_1327
ko:K00631	mtl:CCDC5180_1435
ko:K11065	mtl:CCDC5180_1762
ko:K02224	mtl:CCDC5180_2577
ko:K07054	mtl:CCDC5180_0387
ko:K07485	mtl:CCDC5180_3476
ko:K07100	mtl:CCDC5180_0528
ko:K03742	mtl:CCDC5180_1734
ko:K02067	mtl:CCDC5180_0156
ko:K18481	mtl:CCDC5180_3184
ko:K18481	mtl:CCDC5180_1793
ko:K18481	mtl:CCDC5180_1253
ko:K18481	mtl:CCDC5180_3183
ko:K18481	mtl:CCDC5180_1252
ko:K18481	mtl:CCDC5180_1794
ko:K18481	mtl:CCDC5180_2181
ko:K18481	mtl:CCDC5180_0159
ko:K18481	mtl:CCDC5180_0160
ko:K18481	mtl:CCDC5180_0161
ko:K18481	mtl:CCDC5180_0162
ko:K18455	mtl:CCDC5180_0992
ko:K18472	mtl:CCDC5180_2056
ko:K00681	mtl:CCDC5180_0707
ko:K00681	mtl:CCDC5180_2185
ko:K03574	mtl:CCDC5180_2706
ko:K22311	mtl:CCDC5180_2380
ko:K18554	mtl:CCDC5180_2401
ko:K18688	mtl:CCDC5180_3208
ko:K12429	mtl:CCDC5180_1097
ko:K07485	mtl:CCDC5180_1206
ko:K18687	mtl:CCDC5180_3254
ko:K18688	mtl:CCDC5180_3206
ko:K01990	mtl:CCDC5180_3459
ko:K01992	mtl:CCDC5180_3461
ko:K07171	mtl:CCDC5180_2818
ko:K21672	mtl:CCDC5180_0846
ko:K18955	mtl:CCDC5180_3114
ko:K18913	mtl:CCDC5180_3382
ko:K07171	mtl:CCDC5180_1382
ko:K07171	mtl:CCDC5180_1884
ko:K18851	mtl:CCDC5180_3482
ko:K07171	mtl:CCDC5180_2540
ko:K18851	mtl:CCDC5180_1721
ko:K10747	mtl:CCDC5180_2783
ko:K18894	mtl:CCDC5180_0177
ko:K01971	mtl:CCDC5180_0858
ko:K18955	mtl:CCDC5180_3362
ko:K18911	mtl:CCDC5180_3383
ko:K18912	mtl:CCDC5180_3385
ko:K03496	mtl:CCDC5180_2927
ko:K03497	mtl:CCDC5180_3587
ko:K03496	mtl:CCDC5180_3588
ko:K03111	mtl:CCDC5180_0051
ko:K04565	mtl:CCDC5180_0398
ko:K03496	mtl:CCDC5180_1568
ko:K03111	mtl:CCDC5180_2258
ko:K07496	mtl:CCDC5180_2530
ko:K07496	mtl:CCDC5180_2612
ko:K07496	mtl:CCDC5180_2699
ko:K07496	mtl:CCDC5180_3506
ko:K07497	mtl:CCDC5180_2547
ko:K03325	mtl:CCDC5180_2408
ko:K03741	mtl:CCDC5180_2408
ko:K07481	mtl:CCDC5180_2683
ko:K07481	mtl:CCDC5180_3084
ko:K07481	mtl:CCDC5180_3083
ko:K03761	mtl:CCDC5180_3170
ko:K03822	mtl:CCDC5180_1545
ko:K07064	mtl:CCDC5180_2371
ko:K00335	mtl:CCDC5180_2866
ko:K07483	mtl:CCDC5180_2739
ko:K07483	mtl:CCDC5180_0002
ko:K07483	mtl:CCDC5180_1261
ko:K07483	mtl:CCDC5180_1356
ko:K07483	mtl:CCDC5180_1838
ko:K07483	mtl:CCDC5180_1610
ko:K07483	mtl:CCDC5180_1922
ko:K07483	mtl:CCDC5180_2147
ko:K07483	mtl:CCDC5180_2549
ko:K07483	mtl:CCDC5180_2894
ko:K07483	mtl:CCDC5180_2898
ko:K07064	mtl:CCDC5180_2899
ko:K02483	mtl:CCDC5180_3444
ko:K00249	mtl:CCDC5180_0115
ko:K00249	mtl:CCDC5180_0138
ko:K07497	mtl:CCDC5180_0003
ko:K07497	mtl:CCDC5180_0728
ko:K07497	mtl:CCDC5180_1040
ko:K07497	mtl:CCDC5180_1260
ko:K07497	mtl:CCDC5180_1355
ko:K07497	mtl:CCDC5180_1609
ko:K07497	mtl:CCDC5180_1637
ko:K07497	mtl:CCDC5180_1837
ko:K07497	mtl:CCDC5180_1923
ko:K07497	mtl:CCDC5180_2148
ko:K07497	mtl:CCDC5180_2550
ko:K07497	mtl:CCDC5180_2738
ko:K07497	mtl:CCDC5180_2843
ko:K07497	mtl:CCDC5180_2895
ko:K07497	mtl:CCDC5180_2897
ko:K07497	mtl:CCDC5180_3036
ko:K07497	mtl:CCDC5180_3125
ko:K07064	mtl:CCDC5180_0222
ko:K06893	mtl:CCDC5180_0032
ko:K07064	mtl:CCDC5180_0568
ko:K00249	mtl:CCDC5180_0214
ko:K00249	mtl:CCDC5180_2856
ko:K00001	mtl:CCDC5180_0146
ko:K00001	mtl:CCDC5180_1415
ko:K02113	mtl:CCDC5180_1200
ko:K02109	mtl:CCDC5180_1200
ko:K07485	mtl:CCDC5180_0678
ko:K01822	mtl:CCDC5180_0695
ko:K01046	mtl:CCDC5180_2817
ko:K01768	mtl:CCDC5180_1160
ko:K01768	mtl:CCDC5180_1211
ko:K01768	mtl:CCDC5180_1213
ko:K01768	mtl:CCDC5180_1214
ko:K01768	mtl:CCDC5180_1490
ko:K01768	mtl:CCDC5180_3330
ko:K14215	mtl:CCDC5180_2155
ko:K07064	mtl:CCDC5180_1140
ko:K00336	mtl:CCDC5180_2867
ko:K07064	mtl:CCDC5180_1783
ko:K01436	mtl:CCDC5180_3014
ko:K03892	mtl:CCDC5180_2407
ko:K07100	mtl:CCDC5180_1955
ko:K07064	mtl:CCDC5180_2303
ko:K07064	mtl:CCDC5180_3082
ko:K02483	mtl:CCDC5180_0692
ko:K00344	mtl:CCDC5180_0134
ko:K08095	mtl:CCDC5180_1808
ko:K08095	mtl:CCDC5180_3151
ko:K08095	mtl:CCDC5180_2100
ko:K07450	mtl:CCDC5180_0841
ko:K07481	mtl:CCDC5180_0949
ko:K07481	mtl:CCDC5180_0951
ko:K07493	mtl:CCDC5180_0960
ko:K07493	mtl:CCDC5180_1100
ko:K07493	mtl:CCDC5180_2288
ko:K07493	mtl:CCDC5180_2744
ko:K07493	mtl:CCDC5180_2831
ko:K07481	mtl:CCDC5180_0950
ko:K00370	mtl:CCDC5180_1594
ko:K03526	mtl:CCDC5180_2597
ko:K00273	mtl:CCDC5180_1738
ko:K08299	mtl:CCDC5180_1042
ko:K19221	mtl:CCDC5180_2578
ko:K19138	mtl:CCDC5180_2552
ko:K06893	mtl:CCDC5180_0126
ko:K07064	mtl:CCDC5180_0607
ko:K07064	mtl:CCDC5180_2600
ko:K19093	mtl:CCDC5180_1954
ko:K03469	mtl:CCDC5180_2038
ko:K00798	mtl:CCDC5180_1207
ko:K07064	mtl:CCDC5180_0256
ko:K01865	mtl:CCDC5180_2799
ko:K01710	mtl:CCDC5180_3161
ko:K01710	mtl:CCDC5180_3462
ko:K01239	mtl:CCDC5180_3091
ko:K00135	mtl:CCDC5180_1590
ko:K07064	mtl:CCDC5180_0685
ko:K07064	mtl:CCDC5180_1675
ko:K07064	mtl:CCDC5180_2270
ko:K07493	mtl:CCDC5180_0840
ko:K03722	mtl:CCDC5180_1223
ko:K07496	mtl:CCDC5180_0842
ko:K07497	mtl:CCDC5180_2740
ko:K01992	mtl:CCDC5180_1547
ko:K07065	mtl:CCDC5180_2320
ko:K00091	mtl:CCDC5180_0124
ko:K07486	mtl:CCDC5180_1835
ko:K17840	mtl:CCDC5180_0243
ko:K07068	mtl:CCDC5180_3235
ko:K07496	mtl:CCDC5180_0561
ko:K07065	mtl:CCDC5180_0539
ko:K07486	mtl:CCDC5180_1834
ko:K07098	mtl:CCDC5180_3364
ko:K06881	mtl:CCDC5180_2566
ko:K15856	mtl:CCDC5180_0098
ko:K08884	mtl:CCDC5180_1601
ko:K19686	mtl:CCDC5180_0575
ko:K19686	mtl:CCDC5180_0563
ko:K19710	mtl:CCDC5180_2381
ko:K19686	mtl:CCDC5180_1806
ko:K19686	mtl:CCDC5180_2501
ko:K07064	mtl:CCDC5180_1921
ko:K15510	mtl:CCDC5180_0376
ko:K12132	mtl:CCDC5180_0015
ko:K12132	mtl:CCDC5180_1907
ko:K12132	mtl:CCDC5180_0016
ko:K20074	mtl:CCDC5180_0019
ko:K20467	mtl:CCDC5180_0186
ko:K22552	mtl:CCDC5180_0774
ko:K20469	mtl:CCDC5180_0188
ko:K20497	mtl:CCDC5180_2074
ko:K20470	mtl:CCDC5180_0189
ko:K20466	mtl:CCDC5180_0185
ko:K20468	mtl:CCDC5180_0187
ko:K01214	mtl:CCDC5180_1447
ko:K08884	mtl:CCDC5180_2639
ko:K20814	mtl:CCDC5180_1927
ko:K21059	mtl:CCDC5180_2673
ko:K01768	mtl:CCDC5180_1212
ko:K21071	mtl:CCDC5180_2730
ko:K21140	mtl:CCDC5180_1227
ko:K21014	mtl:CCDC5180_0273
ko:K00821	mtl:CCDC5180_1519
ko:K21119	mtl:CCDC5180_1151
ko:K21147	mtl:CCDC5180_2920
ko:K21142	mtl:CCDC5180_2834
ko:K21199	mtl:CCDC5180_2076
ko:K00526	mtl:CCDC5180_2770
ko:K00526	mtl:CCDC5180_0216
ko:K00526	mtl:CCDC5180_1805
ko:K02335	mtl:CCDC5180_1494
ko:K00525	mtl:CCDC5180_2773
ko:K02314	mtl:CCDC5180_0053
ko:K07465	mtl:CCDC5180_1933
ko:K06904	mtl:CCDC5180_2413
ko:K01520	mtl:CCDC5180_2450
ko:K03553	mtl:CCDC5180_2482
ko:K03465	mtl:CCDC5180_2498
ko:K00287	mtl:CCDC5180_2504
ko:K00560	mtl:CCDC5180_2505
ko:K02316	mtl:CCDC5180_2139
ko:K06217	mtl:CCDC5180_2162
ko:K08884	mtl:CCDC5180_1985
ko:K05364	mtl:CCDC5180_0017
ko:K21142	mtl:CCDC5180_3032
ko:K21302	mtl:CCDC5180_3019
ko:K22468	mtl:CCDC5180_2945
ko:K08884	mtl:CCDC5180_0851
ko:K06954	mtl:CCDC5180_0415
ko:K07027	mtl:CCDC5180_0542
ko:K00257	mtl:CCDC5180_1237
ko:K08884	mtl:CCDC5180_1599
ko:K21147	mtl:CCDC5180_2832
ko:K21148	mtl:CCDC5180_1228
ko:K07133	mtl:CCDC5180_3003
ko:K00525	mtl:CCDC5180_0527
ko:K21200	mtl:CCDC5180_1620
ko:K21310	mtl:CCDC5180_2950
ko:K00632	mtl:CCDC5180_2529
ko:K21397	mtl:CCDC5180_1602
ko:K21473	mtl:CCDC5180_1365
ko:K21474	mtl:CCDC5180_1366
ko:K02483	mtl:CCDC5180_0558
ko:K21401	mtl:CCDC5180_0519
ko:K21481	mtl:CCDC5180_3285
ko:K21687	mtl:CCDC5180_0794
ko:K21600	mtl:CCDC5180_0884
ko:K10914	mtl:CCDC5180_3356
ko:K21608	mtl:CCDC5180_0775
ko:K21691	mtl:CCDC5180_2233
ko:K21672	mtl:CCDC5180_0969
ko:K21686	mtl:CCDC5180_1034
ko:K21689	mtl:CCDC5180_1719
ko:K21690	mtl:CCDC5180_2180
ko:K21884	mtl:CCDC5180_1537
ko:K21885	mtl:CCDC5180_1815
ko:K21886	mtl:CCDC5180_3426
ko:K21929	mtl:CCDC5180_1155
ko:K21887	mtl:CCDC5180_3425
ko:K21961	mtl:CCDC5180_3532
ko:K21992	mtl:CCDC5180_1238
ko:K21962	mtl:CCDC5180_1362
ko:K22027	mtl:CCDC5180_2814
ko:K00936	mtl:CCDC5180_2933
ko:K22010	mtl:CCDC5180_1491
ko:K22044	mtl:CCDC5180_2824
ko:K22107	mtl:CCDC5180_3267
ko:K22108	mtl:CCDC5180_3250
ko:K12436	mtl:CCDC5180_1872
ko:K12436	mtl:CCDC5180_1873
ko:K17758	mtl:CCDC5180_3133
ko:K17759	mtl:CCDC5180_3133
ko:K02226	mtl:CCDC5180_2037
ko:K22297	mtl:CCDC5180_1742
ko:K22306	mtl:CCDC5180_2207
ko:K02257	mtl:CCDC5180_1338
ko:K22336	mtl:CCDC5180_3519
ko:K01563	mtl:CCDC5180_2348
ko:K01563	mtl:CCDC5180_2095
ko:K15510	mtl:CCDC5180_0116
ko:K19302	mtl:CCDC5180_0283
ko:K01934	mtl:CCDC5180_0908
ko:K05606	mtl:CCDC5180_1216
ko:K03929	mtl:CCDC5180_1013
ko:K13775	mtl:CCDC5180_2937
ko:K01563	mtl:CCDC5180_1670
ko:K22295	mtl:CCDC5180_3104
ko:K22298	mtl:CCDC5180_2152
ko:K01551	mtl:CCDC5180_1993
ko:K22303	mtl:CCDC5180_3105
ko:K11206	mtl:CCDC5180_0442
ko:K07141	mtl:CCDC5180_0318
ko:K00728	mtl:CCDC5180_0918
ko:K08300	mtl:CCDC5180_2227
ko:K08301	mtl:CCDC5180_2227
ko:K07566	mtl:CCDC5180_1195
ko:K22476	mtl:CCDC5180_0395
