ko:K18137	abaj:BJAB0868_02239
ko:K04084	abaj:BJAB0868_03593
ko:K16842	abaj:BJAB0868_03597
ko:K16840	abaj:BJAB0868_03598
ko:K07127	abaj:BJAB0868_03599
ko:K01477	abaj:BJAB0868_03603
ko:K01483	abaj:BJAB0868_03604
ko:K02622	abaj:BJAB0868_03607
ko:K07000	abaj:BJAB0868_03608
ko:K03611	abaj:BJAB0868_03614
ko:K01919	abaj:BJAB0868_03615
ko:K14287	abaj:BJAB0868_03619
ko:K07636	abaj:BJAB0868_03624
ko:K01613	abaj:BJAB0868_03629
ko:K09710	abaj:BJAB0868_00626
ko:K07678	abaj:BJAB0868_00630
ko:K12339	abaj:BJAB0868_00631
ko:K07501	abaj:BJAB0868_00632
ko:K03215	abaj:BJAB0868_00633
ko:K02237	abaj:BJAB0868_00637
ko:K00950	abaj:BJAB0868_00639
ko:K00606	abaj:BJAB0868_00640
ko:K01918	abaj:BJAB0868_00641
ko:K06958	abaj:BJAB0868_00642
ko:K09889	abaj:BJAB0868_00644
ko:K01868	abaj:BJAB0868_00646
ko:K02520	abaj:BJAB0868_00647
ko:K02916	abaj:BJAB0868_00651
ko:K02887	abaj:BJAB0868_00652
ko:K01889	abaj:BJAB0868_00656
ko:K01890	abaj:BJAB0868_00657
ko:K04764	abaj:BJAB0868_00658
ko:K03628	abaj:BJAB0868_00661
ko:K03671	abaj:BJAB0868_00662
ko:K01524	abaj:BJAB0868_00664
ko:K01962	abaj:BJAB0868_00665
ko:K04075	abaj:BJAB0868_00666
ko:K00286	abaj:BJAB0868_00667
ko:K02221	abaj:BJAB0868_00668
ko:K12658	abaj:BJAB0868_01440
ko:K01752	abaj:BJAB0868_01448
ko:K02618	abaj:BJAB0868_01449
ko:K02609	abaj:BJAB0868_01450
ko:K02610	abaj:BJAB0868_01451
ko:K02611	abaj:BJAB0868_01452
ko:K02612	abaj:BJAB0868_01453
ko:K02613	abaj:BJAB0868_01454
ko:K15866	abaj:BJAB0868_01456
ko:K00074	abaj:BJAB0868_01457
ko:K01912	abaj:BJAB0868_01459
ko:K02616	abaj:BJAB0868_01460
ko:K02617	abaj:BJAB0868_01461
ko:K03781	abaj:BJAB0868_01471
ko:K03457	abaj:BJAB0868_01481
ko:K01118	abaj:BJAB0868_01486
ko:K02624	abaj:BJAB0868_01487
ko:K00481	abaj:BJAB0868_01488
ko:K06142	abaj:BJAB0868_02227
ko:K07277	abaj:BJAB0868_02228
ko:K11749	abaj:BJAB0868_02229
ko:K00099	abaj:BJAB0868_02230
ko:K00981	abaj:BJAB0868_02231
ko:K00806	abaj:BJAB0868_02232
ko:K02838	abaj:BJAB0868_02233
ko:K09903	abaj:BJAB0868_02234
ko:K14441	abaj:BJAB0868_02235
ko:K07708	abaj:BJAB0868_02237
ko:K07712	abaj:BJAB0868_02238
ko:K01770	abaj:BJAB0868_02242
ko:K00285	abaj:BJAB0868_02244
ko:K07235	abaj:BJAB0868_02250
ko:K03750	abaj:BJAB0868_02257
ko:K03639	abaj:BJAB0868_02261
ko:K03752	abaj:BJAB0868_02263
ko:K00372	abaj:BJAB0868_02264
ko:K00362	abaj:BJAB0868_02266
ko:K03786	abaj:BJAB0868_02270
ko:K02160	abaj:BJAB0868_02271
ko:K01961	abaj:BJAB0868_02272
ko:K05820	abaj:BJAB0868_02274
ko:K02982	abaj:BJAB0868_03318
ko:K02890	abaj:BJAB0868_03319
ko:K02965	abaj:BJAB0868_03320
ko:K02886	abaj:BJAB0868_03321
ko:K02892	abaj:BJAB0868_03322
ko:K02926	abaj:BJAB0868_03323
ko:K02906	abaj:BJAB0868_03324
ko:K02946	abaj:BJAB0868_03325
ko:K06915	abaj:BJAB0868_03328
ko:K05916	abaj:BJAB0868_03329
ko:K13771	abaj:BJAB0868_03330
ko:K03978	abaj:BJAB0868_03331
ko:K07044	abaj:BJAB0868_03332
ko:K10805	abaj:BJAB0868_03334
ko:K00631	abaj:BJAB0868_03335
ko:K03655	abaj:BJAB0868_03338
ko:K01990	abaj:BJAB0868_02551
ko:K01985	abaj:BJAB0868_rRNA1
ko:K01985	abaj:BJAB0868_rRNA9
ko:K01985	abaj:BJAB0868_rRNA12
ko:K01985	abaj:BJAB0868_rRNA13
ko:K01985	abaj:BJAB0868_rRNA6
ko:K01985	abaj:BJAB0868_rRNA16
ko:K14218	abaj:BJAB0868_tRNA1
ko:K14218	abaj:BJAB0868_tRNA60
ko:K14218	abaj:BJAB0868_tRNA62
ko:K14218	abaj:BJAB0868_tRNA8
ko:K14218	abaj:BJAB0868_tRNA4
ko:K14218	abaj:BJAB0868_tRNA20
ko:K14227	abaj:BJAB0868_tRNA2
ko:K14227	abaj:BJAB0868_tRNA3
ko:K14227	abaj:BJAB0868_tRNA19
ko:K14227	abaj:BJAB0868_tRNA7
ko:K14227	abaj:BJAB0868_tRNA63
ko:K14227	abaj:BJAB0868_tRNA61
ko:K01977	abaj:BJAB0868_rRNA3
ko:K14230	abaj:BJAB0868_tRNA16
ko:K14230	abaj:BJAB0868_tRNA15
ko:K14230	abaj:BJAB0868_tRNA29
ko:K14230	abaj:BJAB0868_tRNA30
ko:K14230	abaj:BJAB0868_tRNA34
ko:K01977	abaj:BJAB0868_rRNA10
ko:K14232	abaj:BJAB0868_tRNA21
ko:K14232	abaj:BJAB0868_tRNA24
ko:K14219	abaj:BJAB0868_tRNA22
ko:K14219	abaj:BJAB0868_tRNA31
ko:K14219	abaj:BJAB0868_tRNA52
ko:K14226	abaj:BJAB0868_tRNA23
ko:K01897	abaj:BJAB0868_00236
ko:K01992	abaj:BJAB0868_02552
ko:K01992	abaj:BJAB0868_02834
ko:K01980	abaj:BJAB0868_rRNA2
ko:K01980	abaj:BJAB0868_rRNA17
ko:K01980	abaj:BJAB0868_rRNA14
ko:K01980	abaj:BJAB0868_rRNA5
ko:K01980	abaj:BJAB0868_rRNA11
ko:K01980	abaj:BJAB0868_rRNA8
ko:K01977	abaj:BJAB0868_rRNA4
ko:K01977	abaj:BJAB0868_rRNA7
ko:K14225	abaj:BJAB0868_tRNA5
ko:K14225	abaj:BJAB0868_tRNA6
ko:K14225	abaj:BJAB0868_tRNA35
ko:K14234	abaj:BJAB0868_tRNA9
ko:K14234	abaj:BJAB0868_tRNA75
ko:K14234	abaj:BJAB0868_tRNA12
ko:K14236	abaj:BJAB0868_tRNA10
ko:K14235	abaj:BJAB0868_tRNA13
ko:K14228	abaj:BJAB0868_tRNA14
ko:K14223	abaj:BJAB0868_tRNA25
ko:K14223	abaj:BJAB0868_tRNA28
ko:K14223	abaj:BJAB0868_tRNA26
ko:K14223	abaj:BJAB0868_tRNA27
ko:K14224	abaj:BJAB0868_tRNA32
ko:K14224	abaj:BJAB0868_tRNA71
ko:K14224	abaj:BJAB0868_tRNA70
ko:K14224	abaj:BJAB0868_tRNA69
ko:K14233	abaj:BJAB0868_tRNA33
ko:K14233	abaj:BJAB0868_tRNA47
ko:K14235	abaj:BJAB0868_tRNA37
ko:K14235	abaj:BJAB0868_tRNA39
ko:K14228	abaj:BJAB0868_tRNA38
ko:K14228	abaj:BJAB0868_tRNA40
ko:K14228	abaj:BJAB0868_tRNA49
ko:K14228	abaj:BJAB0868_tRNA50
ko:K14228	abaj:BJAB0868_tRNA59
ko:K14219	abaj:BJAB0868_tRNA51
ko:K14220	abaj:BJAB0868_tRNA42
ko:K14220	abaj:BJAB0868_tRNA46
ko:K14220	abaj:BJAB0868_tRNA44
ko:K14220	abaj:BJAB0868_tRNA43
ko:K14237	abaj:BJAB0868_tRNA45
ko:K14237	abaj:BJAB0868_tRNA53
ko:K14237	abaj:BJAB0868_tRNA55
ko:K14237	abaj:BJAB0868_tRNA58
ko:K14222	abaj:BJAB0868_tRNA48
ko:K14221	abaj:BJAB0868_tRNA54
ko:K14221	abaj:BJAB0868_tRNA56
ko:K14221	abaj:BJAB0868_tRNA57
ko:K01977	abaj:BJAB0868_rRNA15
ko:K01977	abaj:BJAB0868_rRNA18
ko:K14219	abaj:BJAB0868_tRNA64
ko:K14219	abaj:BJAB0868_tRNA65
ko:K14219	abaj:BJAB0868_tRNA66
ko:K14233	abaj:BJAB0868_tRNA67
ko:K14233	abaj:BJAB0868_tRNA74
ko:K14218	abaj:BJAB0868_tRNA68
ko:K14231	abaj:BJAB0868_tRNA72
ko:K14231	abaj:BJAB0868_tRNA73
ko:K02049	abaj:BJAB0868_01405
ko:K07215	abaj:BJAB0868_01027
ko:K15555	abaj:BJAB0868_00063
ko:K00130	abaj:BJAB0868_01037
ko:K00567	abaj:BJAB0868_00713
ko:K01488	abaj:BJAB0868_00716
ko:K02010	abaj:BJAB0868_01491
ko:K00626	abaj:BJAB0868_01504
ko:K00666	abaj:BJAB0868_01525
ko:K03743	abaj:BJAB0868_01536
ko:K01104	abaj:BJAB0868_02283
ko:K08167	abaj:BJAB0868_02289
ko:K00059	abaj:BJAB0868_02293
ko:K00626	abaj:BJAB0868_02294
ko:K00616	abaj:BJAB0868_02297
ko:K02014	abaj:BJAB0868_02322
ko:K02433	abaj:BJAB0868_03076
ko:K00380	abaj:BJAB0868_03093
ko:K09806	abaj:BJAB0868_00289
ko:K04763	abaj:BJAB0868_00311
ko:K01515	abaj:BJAB0868_00320
ko:K00548	abaj:BJAB0868_01082
ko:K02004	abaj:BJAB0868_01099
ko:K02014	abaj:BJAB0868_01884
ko:K00626	abaj:BJAB0868_01890
ko:K02017	abaj:BJAB0868_01916
ko:K01081	abaj:BJAB0868_01920
ko:K01759	abaj:BJAB0868_02673
ko:K07258	abaj:BJAB0868_02681
ko:K04774	abaj:BJAB0868_02689
ko:K00508	abaj:BJAB0868_02703
ko:K06177	abaj:BJAB0868_02708
ko:K01885	abaj:BJAB0868_03453
ko:K15727	abaj:BJAB0868_03460
ko:K15725	abaj:BJAB0868_03461
ko:K14230	abaj:BJAB0868_tRNA36
ko:K14219	abaj:BJAB0868_tRNA41
ko:K01719	abaj:BJAB0868_00332
ko:K02463	abaj:BJAB0868_00337
ko:K00939	abaj:BJAB0868_01138
ko:K02028	abaj:BJAB0868_01553
ko:K02030	abaj:BJAB0868_01554
ko:K02030	abaj:BJAB0868_01555
ko:K00059	abaj:BJAB0868_01563
ko:K11209	abaj:BJAB0868_01565
ko:K04093	abaj:BJAB0868_02326
ko:K00799	abaj:BJAB0868_02329
ko:K01826	abaj:BJAB0868_02335
ko:K03768	abaj:BJAB0868_02346
ko:K06177	abaj:BJAB0868_02355
ko:K06183	abaj:BJAB0868_02358
ko:K01439	abaj:BJAB0868_03099
ko:K02660	abaj:BJAB0868_03102
ko:K02659	abaj:BJAB0868_03103
ko:K02658	abaj:BJAB0868_03104
ko:K02657	abaj:BJAB0868_03105
ko:K02014	abaj:BJAB0868_03119
ko:K10563	abaj:BJAB0868_03124
ko:K03769	abaj:BJAB0868_03125
ko:K00564	abaj:BJAB0868_03131
ko:K03286	abaj:BJAB0868_03135
ko:K00626	abaj:BJAB0868_03137
ko:K04750	abaj:BJAB0868_03138
ko:K00626	abaj:BJAB0868_03147
ko:K01782	abaj:BJAB0868_03148
ko:K03616	abaj:BJAB0868_01141
ko:K01934	abaj:BJAB0868_01149
ko:K00121	abaj:BJAB0868_01936
ko:K07263	abaj:BJAB0868_02716
ko:K07258	abaj:BJAB0868_02727
ko:K00135	abaj:BJAB0868_03523
ko:K00821	abaj:BJAB0868_02188
ko:K03593	abaj:BJAB0868_00797
ko:K01243	abaj:BJAB0868_00798
ko:K10831	abaj:BJAB0868_01598
ko:K03325	abaj:BJAB0868_01610
ko:K07305	abaj:BJAB0868_01623
ko:K08997	abaj:BJAB0868_03177
ko:K00799	abaj:BJAB0868_03184
ko:K02014	abaj:BJAB0868_03189
ko:K02653	abaj:BJAB0868_00391
ko:K01262	abaj:BJAB0868_01206
ko:K02014	abaj:BJAB0868_01229
ko:K00219	abaj:BJAB0868_01234
ko:K02619	abaj:BJAB0868_02775
ko:K00674	abaj:BJAB0868_02784
ko:K03560	abaj:BJAB0868_02804
ko:K00088	abaj:BJAB0868_03567
ko:K02014	abaj:BJAB0868_03570
ko:K04085	abaj:BJAB0868_00435
ko:K06179	abaj:BJAB0868_00459
ko:K00799	abaj:BJAB0868_00462
ko:K10914	abaj:BJAB0868_01279
ko:K03743	abaj:BJAB0868_01284
ko:K00058	abaj:BJAB0868_02033
ko:K02238	abaj:BJAB0868_02823
ko:K02014	abaj:BJAB0868_03586
ko:K16839	abaj:BJAB0868_03602
ko:K07657	abaj:BJAB0868_03623
ko:K01011	abaj:BJAB0868_03630
ko:K05794	abaj:BJAB0868_00032
ko:K01243	abaj:BJAB0868_00061
ko:K04091	abaj:BJAB0868_00065
ko:K00568	abaj:BJAB0868_00073
ko:K00652	abaj:BJAB0868_00824
ko:K00059	abaj:BJAB0868_00835
ko:K02858	abaj:BJAB0868_00840
ko:K03451	abaj:BJAB0868_00863
ko:K00135	abaj:BJAB0868_00866
ko:K00799	abaj:BJAB0868_01646
ko:K07346	abaj:BJAB0868_02456
ko:K07098	abaj:BJAB0868_03234
ko:K01525	abaj:BJAB0868_03241
ko:K01424	abaj:BJAB0868_00483
ko:K03455	abaj:BJAB0868_00505
ko:K07304	abaj:BJAB0868_00514
ko:K00799	abaj:BJAB0868_01292
ko:K07004	abaj:BJAB0868_01294
ko:K00799	abaj:BJAB0868_01295
ko:K01104	abaj:BJAB0868_00089
ko:K01784	abaj:BJAB0868_00109
ko:K00101	abaj:BJAB0868_00114
ko:K00647	abaj:BJAB0868_00127
ko:K00647	abaj:BJAB0868_00873
ko:K03711	abaj:BJAB0868_00905
ko:K03153	abaj:BJAB0868_00915
ko:K09966	abaj:BJAB0868_01712
ko:K11085	abaj:BJAB0868_01725
ko:K01409	abaj:BJAB0868_02484
ko:K00090	abaj:BJAB0868_02488
ko:K04085	abaj:BJAB0868_02502
ko:K00784	abaj:BJAB0868_02510
ko:K01270	abaj:BJAB0868_02511
ko:K07017	abaj:BJAB0868_02515
ko:K07213	abaj:BJAB0868_01312
ko:K00276	abaj:BJAB0868_02105
ko:K00059	abaj:BJAB0868_02109
ko:K01426	abaj:BJAB0868_02115
ko:K01596	abaj:BJAB0868_02888
ko:K01113	abaj:BJAB0868_02895
ko:K02427	abaj:BJAB0868_02900
ko:K01479	abaj:BJAB0868_03648
ko:K03386	abaj:BJAB0868_01301
ko:K02428	abaj:BJAB0868_00528
ko:K03299	abaj:BJAB0868_00545
ko:K00851	abaj:BJAB0868_00546
ko:K05524	abaj:BJAB0868_01356
ko:K00970	abaj:BJAB0868_00638
ko:K00666	abaj:BJAB0868_00645
ko:K02454	abaj:BJAB0868_00673
ko:K01692	abaj:BJAB0868_01455
ko:K00135	abaj:BJAB0868_01483
ko:K01607	abaj:BJAB0868_01484
ko:K01679	abaj:BJAB0868_02248
ko:K01784	abaj:BJAB0868_02249
ko:K11179	abaj:BJAB0868_02253
ko:K03635	abaj:BJAB0868_02259
ko:K06177	abaj:BJAB0868_00132
ko:K02014	abaj:BJAB0868_00135
ko:K01692	abaj:BJAB0868_00149
ko:K00657	abaj:BJAB0868_01751
ko:K02014	abaj:BJAB0868_01756
ko:K02033	abaj:BJAB0868_01760
ko:K01082	abaj:BJAB0868_01765
ko:K13628	abaj:BJAB0868_01779
ko:K04488	abaj:BJAB0868_01780
ko:K03574	abaj:BJAB0868_02523
ko:K02454	abaj:BJAB0868_02528
ko:K08305	abaj:BJAB0868_02556
ko:K01760	abaj:BJAB0868_03327
ko:K03574	abaj:BJAB0868_03340
ko:K07025	abaj:BJAB0868_01374
ko:K11263	abaj:BJAB0868_01386
ko:K01607	abaj:BJAB0868_02135
ko:K07019	abaj:BJAB0868_02150
ko:K00219	abaj:BJAB0868_02153
ko:K03499	abaj:BJAB0868_02167
ko:K03498	abaj:BJAB0868_02168
ko:K03316	abaj:BJAB0868_02915
ko:K07054	abaj:BJAB0868_02916
ko:K00241	abaj:BJAB0868_02928
ko:K00799	abaj:BJAB0868_03710
ko:K02014	abaj:BJAB0868_p0010
ko:K00647	abaj:BJAB0868_00580
ko:K00059	abaj:BJAB0868_00582
ko:K07126	abaj:BJAB0868_01388
ko:K01941	abaj:BJAB0868_01396
ko:K02051	abaj:BJAB0868_01404
ko:K02050	abaj:BJAB0868_01406
ko:K03286	abaj:BJAB0868_01418
ko:K03298	abaj:BJAB0868_01438
ko:K09909	abaj:BJAB0868_02179
ko:K00882	abaj:BJAB0868_02199
ko:K07666	abaj:BJAB0868_02969
ko:K00799	abaj:BJAB0868_00178
ko:K00027	abaj:BJAB0868_00181
ko:K09815	abaj:BJAB0868_00188
ko:K02116	abaj:BJAB0868_00189
ko:K02014	abaj:BJAB0868_00209
ko:K02014	abaj:BJAB0868_01801
ko:K06445	abaj:BJAB0868_02572
ko:K01607	abaj:BJAB0868_02573
ko:K00974	abaj:BJAB0868_02580
ko:K01262	abaj:BJAB0868_02591
ko:K02067	abaj:BJAB0868_03346
ko:K01092	abaj:BJAB0868_03351
ko:K07273	abaj:BJAB0868_00227
ko:K01507	abaj:BJAB0868_00239
ko:K01785	abaj:BJAB0868_01075
ko:K00004	abaj:BJAB0868_01863
ko:K02051	abaj:BJAB0868_01878
ko:K02050	abaj:BJAB0868_01879
ko:K02049	abaj:BJAB0868_01880
ko:K02014	abaj:BJAB0868_02621
ko:K09684	abaj:BJAB0868_02658
ko:K00058	abaj:BJAB0868_03399
ko:K03177	abaj:BJAB0868_03404
ko:K02674	abaj:BJAB0868_03413
ko:K02665	abaj:BJAB0868_03438
ko:K01069	abaj:BJAB0868_02434
ko:K01659	abaj:BJAB0868_00121
ko:K03767	abaj:BJAB0868_00051
ko:K00108	abaj:BJAB0868_01036
ko:K01130	abaj:BJAB0868_01089
ko:K01487	abaj:BJAB0868_00028
ko:K06518	abaj:BJAB0868_01568
ko:K05540	abaj:BJAB0868_02741
ko:K01791	abaj:BJAB0868_02737
ko:K03892	abaj:BJAB0868_01609
ko:K00537	abaj:BJAB0868_01608
ko:K00254	abaj:BJAB0868_02493
ko:K11928	abaj:BJAB0868_01696
ko:K01658	abaj:BJAB0868_02592
ko:K00632	abaj:BJAB0868_00368
ko:K00146	abaj:BJAB0868_02103
ko:K00128	abaj:BJAB0868_01479
ko:K06972	abaj:BJAB0868_02170
ko:K01840	abaj:BJAB0868_00110
ko:K07318	abaj:BJAB0868_00294
ko:K10673	abaj:BJAB0868_00286
ko:K01497	abaj:BJAB0868_03353
ko:K17733	abaj:BJAB0868_01425
ko:K17737	abaj:BJAB0868_01894
ko:K00001	abaj:BJAB0868_02285
ko:K01046	abaj:BJAB0868_03406
ko:K18139	abaj:BJAB0868_02955
ko:K00130	abaj:BJAB0868_01257
ko:K03719	abaj:BJAB0868_00137
ko:K03719	abaj:BJAB0868_02325
ko:K05599	abaj:BJAB0868_01912
ko:K11311	abaj:BJAB0868_01910
ko:K11747	abaj:BJAB0868_02054
ko:K01800	abaj:BJAB0868_03660
ko:K07003	abaj:BJAB0868_00160
ko:K02031	abaj:BJAB0868_01762
ko:K02032	abaj:BJAB0868_01762
ko:K17938	abaj:BJAB0868_03083
ko:K07506	abaj:BJAB0868_01871
ko:K01007	abaj:BJAB0868_02406
ko:K00956	abaj:BJAB0868_01114
ko:K03366	abaj:BJAB0868_01862
ko:K08485	abaj:BJAB0868_00643
ko:K09017	abaj:BJAB0868_00062
ko:K05600	abaj:BJAB0868_01911
ko:K04343	abaj:BJAB0868_00285
ko:K00557	abaj:BJAB0868_01691
ko:K03772	abaj:BJAB0868_00087
ko:K21449	abaj:BJAB0868_01147
ko:K00220	abaj:BJAB0868_02513
ko:K00800	abaj:BJAB0868_02513
ko:K18143	abaj:BJAB0868_01966
ko:K02614	abaj:BJAB0868_01462
ko:K18144	abaj:BJAB0868_01965
ko:K10014	abaj:BJAB0868_02540
ko:K03719	abaj:BJAB0868_01695
ko:K00020	abaj:BJAB0868_00146
ko:K00249	abaj:BJAB0868_03256
ko:K07782	abaj:BJAB0868_00154
ko:K11747	abaj:BJAB0868_00427
ko:K02768	abaj:BJAB0868_02198
ko:K08483	abaj:BJAB0868_02198
ko:K11183	abaj:BJAB0868_02198
ko:K18118	abaj:BJAB0868_03476
ko:K18231	abaj:BJAB0868_p0108
ko:K00840	abaj:BJAB0868_03380
ko:K00375	abaj:BJAB0868_00246
ko:K06135	abaj:BJAB0868_01922
ko:K02338	abaj:BJAB0868_01156
ko:K06923	abaj:BJAB0868_01949
ko:K02073	abaj:BJAB0868_01238
ko:K07126	abaj:BJAB0868_01246
ko:K11734	abaj:BJAB0868_01251
ko:K01032	abaj:BJAB0868_02099
ko:K22003	abaj:BJAB0868_00725
ko:K07391	abaj:BJAB0868_00247
ko:K11939	abaj:BJAB0868_01362
ko:K11734	abaj:BJAB0868_02982
ko:K07240	abaj:BJAB0868_00759
ko:K02014	abaj:BJAB0868_03122
ko:K01991	abaj:BJAB0868_00090
ko:K00140	abaj:BJAB0868_00144
ko:K01263	abaj:BJAB0868_02593
ko:K18320	abaj:BJAB0868_02439
ko:K18320	abaj:BJAB0868_01262
ko:K18320	abaj:BJAB0868_p0116
ko:K18320	abaj:BJAB0868_01265
ko:K18320	abaj:BJAB0868_01267
ko:K12262	abaj:BJAB0868_01472
ko:K07165	abaj:BJAB0868_01022
ko:K01791	abaj:BJAB0868_00095
ko:K18303	abaj:BJAB0868_03695
ko:K18302	abaj:BJAB0868_03696
ko:K18301	abaj:BJAB0868_03697
ko:K00138	abaj:BJAB0868_02340
ko:K03446	abaj:BJAB0868_01986
ko:K00984	abaj:BJAB0868_p0101
ko:K03296	abaj:BJAB0868_03108
ko:K16234	abaj:BJAB0868_03650
ko:K18476	abaj:BJAB0868_00282
ko:K11904	abaj:BJAB0868_01376
ko:K07645	abaj:BJAB0868_02525
ko:K21758	abaj:BJAB0868_02118
ko:K16235	abaj:BJAB0868_03383
ko:K03462	abaj:BJAB0868_02005
ko:K11904	abaj:BJAB0868_01242
ko:K00681	abaj:BJAB0868_00920
ko:K18698	abaj:BJAB0868_01264
ko:K21645	abaj:BJAB0868_01888
ko:K18845	abaj:BJAB0868_p0105
ko:K03427	abaj:BJAB0868_03048
ko:K18902	abaj:BJAB0868_02544
ko:K18893	abaj:BJAB0868_01701
ko:K18794	abaj:BJAB0868_01679
ko:K18900	abaj:BJAB0868_02541
ko:K00984	abaj:BJAB0868_00173
ko:K18793	abaj:BJAB0868_01950
ko:K18824	abaj:BJAB0868_00253
ko:K18850	abaj:BJAB0868_01707
ko:K18850	abaj:BJAB0868_01710
ko:K18901	abaj:BJAB0868_02543
ko:K18903	abaj:BJAB0868_02545
ko:K03496	abaj:BJAB0868_p0024
ko:K03746	abaj:BJAB0868_p0033
ko:K03502	abaj:BJAB0868_p0047
ko:K12056	abaj:BJAB0868_p0050
ko:K12072	abaj:BJAB0868_p0051
ko:K12057	abaj:BJAB0868_p0052
ko:K12058	abaj:BJAB0868_p0053
ko:K12059	abaj:BJAB0868_p0054
ko:K12060	abaj:BJAB0868_p0055
ko:K12061	abaj:BJAB0868_p0056
ko:K12062	abaj:BJAB0868_p0057
ko:K12063	abaj:BJAB0868_p0059
ko:K12065	abaj:BJAB0868_p0062
ko:K12066	abaj:BJAB0868_p0063
ko:K12067	abaj:BJAB0868_p0064
ko:K12068	abaj:BJAB0868_p0065
ko:K03502	abaj:BJAB0868_02269
ko:K03503	abaj:BJAB0868_01544
ko:K03496	abaj:BJAB0868_01721
ko:K03497	abaj:BJAB0868_01722
ko:K03496	abaj:BJAB0868_00166
ko:K03502	abaj:BJAB0868_01009
ko:K03496	abaj:BJAB0868_03389
ko:K04565	abaj:BJAB0868_03391
ko:K03746	abaj:BJAB0868_00336
ko:K03496	abaj:BJAB0868_01946
ko:K03111	abaj:BJAB0868_03530
ko:K03646	abaj:BJAB0868_02805
ko:K01856	abaj:BJAB0868_02095
ko:K02663	abaj:BJAB0868_03440
ko:K02625	abaj:BJAB0868_01883
ko:K18974	abaj:BJAB0868_p0102
ko:K00335	abaj:BJAB0868_00771
ko:K00336	abaj:BJAB0868_00772
ko:K03761	abaj:BJAB0868_02891
ko:K03976	abaj:BJAB0868_01793
ko:K03526	abaj:BJAB0868_00560
ko:K06596	abaj:BJAB0868_03101
ko:K18979	abaj:BJAB0868_01673
ko:K12064	abaj:BJAB0868_p0060
ko:K03431	abaj:BJAB0868_00254
ko:K18997	abaj:BJAB0868_00423
ko:K02664	abaj:BJAB0868_03439
ko:K06992	abaj:BJAB0868_00692
ko:K06992	abaj:BJAB0868_00693
ko:K19278	abaj:BJAB0868_p0099
ko:K22444	abaj:BJAB0868_00867
ko:K00499	abaj:BJAB0868_02650
ko:K03446	abaj:BJAB0868_02027
ko:K12979	abaj:BJAB0868_00370
ko:K19165	abaj:BJAB0868_02030
ko:K19165	abaj:BJAB0868_02641
ko:K07497	abaj:BJAB0868_00249
ko:K07497	abaj:BJAB0868_00256
ko:K07497	abaj:BJAB0868_00274
ko:K01066	abaj:BJAB0868_00864
ko:K01992	abaj:BJAB0868_01824
ko:K01992	abaj:BJAB0868_01825
ko:K01992	abaj:BJAB0868_02835
ko:K01392	abaj:BJAB0868_01759
ko:K00638	abaj:BJAB0868_02907
ko:K00638	abaj:BJAB0868_p0100
ko:K19302	abaj:BJAB0868_00554
ko:K06867	abaj:BJAB0868_01427
ko:K04771	abaj:BJAB0868_02770
ko:K19272	abaj:BJAB0868_p0097
ko:K01096	abaj:BJAB0868_02952
ko:K07216	abaj:BJAB0868_00901
ko:K10938	abaj:BJAB0868_03626
ko:K19577	abaj:BJAB0868_02365
ko:K19577	abaj:BJAB0868_03689
ko:K00042	abaj:BJAB0868_02018
ko:K02650	abaj:BJAB0868_03427
ko:K17686	abaj:BJAB0868_01313
ko:K00992	abaj:BJAB0868_01719
ko:K07645	abaj:BJAB0868_02968
ko:K00799	abaj:BJAB0868_01566
ko:K06132	abaj:BJAB0868_03235
ko:K15777	abaj:BJAB0868_01144
ko:K19810	abaj:BJAB0868_02668
ko:K20034	abaj:BJAB0868_02080
ko:K00020	abaj:BJAB0868_00628
ko:K22443	abaj:BJAB0868_00865
ko:K16066	abaj:BJAB0868_02759
ko:K03809	abaj:BJAB0868_00855
ko:K01802	abaj:BJAB0868_01047
ko:K20276	abaj:BJAB0868_02913
ko:K20276	abaj:BJAB0868_02914
ko:K00507	abaj:BJAB0868_03176
ko:K20455	abaj:BJAB0868_00122
ko:K09788	abaj:BJAB0868_02980
ko:K20534	abaj:BJAB0868_02837
ko:K02483	abaj:BJAB0868_02526
ko:K20881	abaj:BJAB0868_02219
ko:K21062	abaj:BJAB0868_01437
ko:K13877	abaj:BJAB0868_02088
ko:K13877	abaj:BJAB0868_02025
ko:K21061	abaj:BJAB0868_01441
ko:K01768	abaj:BJAB0868_01775
ko:K11935	abaj:BJAB0868_02404
ko:K11931	abaj:BJAB0868_02403
ko:K11937	abaj:BJAB0868_02401
ko:K13877	abaj:BJAB0868_01446
ko:K21021	abaj:BJAB0868_03232
ko:K21023	abaj:BJAB0868_00604
ko:K00525	abaj:BJAB0868_00762
ko:K21801	abaj:BJAB0868_01988
ko:K00249	abaj:BJAB0868_01789
ko:K00249	abaj:BJAB0868_02084
ko:K00001	abaj:BJAB0868_02939
ko:K00287	abaj:BJAB0868_00516
ko:K00560	abaj:BJAB0868_00517
ko:K07336	abaj:BJAB0868_00533
ko:K03676	abaj:BJAB0868_00587
ko:K03553	abaj:BJAB0868_02221
ko:K00558	abaj:BJAB0868_p0029
ko:K09935	abaj:BJAB0868_00653
ko:K07313	abaj:BJAB0868_03032
ko:K02314	abaj:BJAB0868_02416
ko:K02316	abaj:BJAB0868_00851
ko:K01520	abaj:BJAB0868_00896
ko:K03546	abaj:BJAB0868_00909
ko:K06217	abaj:BJAB0868_03271
