ko:K10747	pstt:CH92_14500
ko:K02536	pstt:CH92_06400
ko:K02372	pstt:CH92_06405
ko:K00677	pstt:CH92_06410
ko:K00748	pstt:CH92_06415
ko:K03470	pstt:CH92_06420
ko:K02337	pstt:CH92_06425
ko:K01962	pstt:CH92_06430
ko:K04075	pstt:CH92_06435
ko:K01937	pstt:CH92_06440
ko:K01627	pstt:CH92_06445
ko:K01689	pstt:CH92_06450
ko:K05589	pstt:CH92_06455
ko:K00991	pstt:CH92_06460
ko:K00121	pstt:CH92_06480
ko:K01070	pstt:CH92_06485
ko:K01770	pstt:CH92_06500
ko:K06176	pstt:CH92_06505
ko:K03787	pstt:CH92_06510
ko:K00573	pstt:CH92_06515
ko:K08974	pstt:CH92_06520
ko:K06194	pstt:CH92_06525
ko:K03087	pstt:CH92_06530
ko:K02428	pstt:CH92_06560
ko:K06886	pstt:CH92_06565
ko:K15268	pstt:CH92_06585
ko:K03406	pstt:CH92_06595
ko:K01129	pstt:CH92_06600
ko:K03320	pstt:CH92_06605
ko:K18301	pstt:CH92_06615
ko:K18302	pstt:CH92_06620
ko:K18303	pstt:CH92_06625
ko:K00799	pstt:CH92_06635
ko:K07006	pstt:CH92_06640
ko:K01561	pstt:CH92_06685
ko:K03809	pstt:CH92_06690
ko:K03825	pstt:CH92_06695
ko:K03723	pstt:CH92_06705
ko:K00134	pstt:CH92_06710
ko:K00346	pstt:CH92_06715
ko:K00347	pstt:CH92_06720
ko:K00348	pstt:CH92_06725
ko:K00349	pstt:CH92_06730
ko:K00350	pstt:CH92_06735
ko:K00351	pstt:CH92_06740
ko:K03734	pstt:CH92_06745
ko:K05952	pstt:CH92_06750
ko:K00322	pstt:CH92_06755
ko:K01126	pstt:CH92_06760
ko:K09808	pstt:CH92_06775
ko:K09810	pstt:CH92_06780
ko:K09808	pstt:CH92_06785
ko:K09928	pstt:CH92_06790
ko:K02238	pstt:CH92_06795
ko:K03561	pstt:CH92_06800
ko:K03559	pstt:CH92_06805
ko:K00912	pstt:CH92_06810
ko:K09791	pstt:CH92_06815
ko:K00979	pstt:CH92_06820
ko:K01104	pstt:CH92_06825
ko:K00075	pstt:CH92_06830
ko:K08300	pstt:CH92_06845
ko:K06179	pstt:CH92_06850
ko:K01091	pstt:CH92_06855
ko:K04773	pstt:CH92_06860
ko:K07040	pstt:CH92_06870
ko:K02911	pstt:CH92_06875
ko:K03621	pstt:CH92_06880
ko:K00645	pstt:CH92_06885
ko:K00059	pstt:CH92_06890
ko:K02078	pstt:CH92_06895
ko:K09458	pstt:CH92_06900
ko:K02619	pstt:CH92_06905
ko:K07082	pstt:CH92_06910
ko:K00943	pstt:CH92_06915
ko:K02341	pstt:CH92_06920
ko:K02676	pstt:CH92_06925
ko:K03424	pstt:CH92_06930
ko:K11734	pstt:CH92_06935
ko:K09986	pstt:CH92_06955
ko:K00563	pstt:CH92_06965
ko:K01439	pstt:CH92_06970
ko:K02426	pstt:CH92_06980
ko:K01766	pstt:CH92_06985
ko:K00674	pstt:CH92_06990
ko:K03671	pstt:CH92_07000
ko:K14267	pstt:CH92_07015
ko:K08985	pstt:CH92_07020
ko:K11175	pstt:CH92_07030
ko:K01933	pstt:CH92_07035
ko:K09938	pstt:CH92_07040
ko:K10763	pstt:CH92_07050
ko:K03809	pstt:CH92_07060
ko:K00537	pstt:CH92_07065
ko:K07058	pstt:CH92_07070
ko:K01881	pstt:CH92_07090
ko:K18093	pstt:CH92_07095
ko:K03745	pstt:CH92_07105
ko:K03704	pstt:CH92_07110
ko:K04047	pstt:CH92_07115
ko:K01876	pstt:CH92_07120
ko:K01159	pstt:CH92_07130
ko:K03550	pstt:CH92_07135
ko:K03551	pstt:CH92_07140
ko:K01075	pstt:CH92_07145
ko:K03562	pstt:CH92_07150
ko:K03560	pstt:CH92_07155
ko:K03641	pstt:CH92_07165
ko:K03640	pstt:CH92_07170
ko:K06920	pstt:CH92_07185
ko:K18118	pstt:CH92_07195
ko:K03517	pstt:CH92_07200
ko:K03548	pstt:CH92_07215
ko:K03564	pstt:CH92_07220
ko:K03567	pstt:CH92_07225
ko:K01714	pstt:CH92_07230
ko:K07287	pstt:CH92_07235
ko:K01923	pstt:CH92_07240
ko:K00681	pstt:CH92_07250
ko:K03778	pstt:CH92_07270
ko:K01083	pstt:CH92_07295
ko:K03562	pstt:CH92_07300
ko:K03560	pstt:CH92_07305
ko:K07093	pstt:CH92_07315
ko:K06152	pstt:CH92_07325
ko:K06151	pstt:CH92_07330
ko:K09978	pstt:CH92_07340
ko:K09760	pstt:CH92_07360
ko:K05775	pstt:CH92_07390
ko:K02024	pstt:CH92_07395
ko:K02623	pstt:CH92_07405
ko:K00449	pstt:CH92_07410
ko:K00448	pstt:CH92_07415
ko:K06916	pstt:CH92_07420
ko:K07088	pstt:CH92_07425
ko:K01857	pstt:CH92_07430
ko:K01607	pstt:CH92_07435
ko:K01176	pstt:CH92_07445
ko:K10108	pstt:CH92_07450
ko:K10109	pstt:CH92_07455
ko:K10110	pstt:CH92_07460
ko:K03556	pstt:CH92_07465
ko:K00661	pstt:CH92_07470
ko:K01187	pstt:CH92_07480
ko:K10111	pstt:CH92_07485
ko:K03453	pstt:CH92_07495
ko:K03554	pstt:CH92_07500
ko:K03773	pstt:CH92_07515
ko:K00832	pstt:CH92_07530
ko:K03702	pstt:CH92_07535
ko:K03446	pstt:CH92_07540
ko:K03543	pstt:CH92_07545
ko:K01885	pstt:CH92_07555
ko:K07107	pstt:CH92_07585
ko:K02346	pstt:CH92_07600
ko:K08224	pstt:CH92_07620
ko:K02742	pstt:CH92_07625
ko:K14058	pstt:CH92_07645
ko:K01626	pstt:CH92_07650
ko:K12410	pstt:CH92_07660
ko:K16092	pstt:CH92_07695
ko:K02224	pstt:CH92_07710
ko:K04719	pstt:CH92_07715
ko:K02227	pstt:CH92_07720
ko:K02225	pstt:CH92_07725
ko:K02232	pstt:CH92_07730
ko:K02231	pstt:CH92_07735
ko:K00768	pstt:CH92_07740
ko:K02226	pstt:CH92_07745
ko:K02233	pstt:CH92_07750
ko:K02017	pstt:CH92_07755
ko:K02018	pstt:CH92_07760
ko:K02020	pstt:CH92_07765
ko:K02019	pstt:CH92_07770
ko:K00432	pstt:CH92_07775
ko:K06076	pstt:CH92_07780
ko:K01011	pstt:CH92_07785
ko:K03684	pstt:CH92_07790
ko:K09902	pstt:CH92_07795
ko:K09160	pstt:CH92_07800
ko:K01620	pstt:CH92_07810
ko:K01872	pstt:CH92_07815
ko:K00928	pstt:CH92_07820
ko:K03563	pstt:CH92_07825
ko:K06213	pstt:CH92_07850
ko:K01573	pstt:CH92_07855
ko:K01571	pstt:CH92_07860
ko:K01572	pstt:CH92_07865
ko:K02399	pstt:CH92_07895
ko:K02398	pstt:CH92_07900
ko:K02386	pstt:CH92_07905
ko:K03415	pstt:CH92_07910
ko:K00575	pstt:CH92_07915
ko:K02387	pstt:CH92_07920
ko:K02388	pstt:CH92_07925
ko:K02389	pstt:CH92_07930
ko:K02390	pstt:CH92_07935
ko:K02391	pstt:CH92_07940
ko:K02392	pstt:CH92_07945
ko:K02393	pstt:CH92_07950
ko:K02394	pstt:CH92_07955
ko:K02395	pstt:CH92_07960
ko:K02396	pstt:CH92_07965
ko:K02397	pstt:CH92_07970
ko:K02237	pstt:CH92_07975
ko:K03797	pstt:CH92_08005
ko:K01267	pstt:CH92_08010
ko:K06177	pstt:CH92_08015
ko:K03608	pstt:CH92_08020
ko:K03609	pstt:CH92_08025
ko:K03610	pstt:CH92_08030
ko:K02517	pstt:CH92_08035
ko:K06911	pstt:CH92_08040
ko:K04754	pstt:CH92_08045
ko:K03923	pstt:CH92_00710
ko:K00325	pstt:CH92_00715
ko:K00324	pstt:CH92_00720
ko:K00324	pstt:CH92_00725
ko:K02454	pstt:CH92_00730
ko:K02455	pstt:CH92_00735
ko:K02456	pstt:CH92_00740
ko:K02457	pstt:CH92_00745
ko:K02458	pstt:CH92_00750
ko:K02459	pstt:CH92_00755
ko:K02460	pstt:CH92_00760
ko:K02461	pstt:CH92_00765
ko:K02462	pstt:CH92_00770
ko:K03655	pstt:CH92_00780
ko:K04761	pstt:CH92_00785
ko:K07088	pstt:CH92_00810
ko:K01061	pstt:CH92_00830
ko:K03098	pstt:CH92_01155
ko:K01259	pstt:CH92_01165
ko:K07560	pstt:CH92_01170
ko:K03118	pstt:CH92_01185
ko:K03117	pstt:CH92_01190
ko:K03116	pstt:CH92_01195
ko:K01523	pstt:CH92_01200
ko:K01496	pstt:CH92_01205
ko:K03688	pstt:CH92_01210
ko:K03690	pstt:CH92_01215
ko:K03183	pstt:CH92_01220
ko:K03667	pstt:CH92_01235
ko:K01419	pstt:CH92_01240
ko:K03216	pstt:CH92_01245
ko:K07712	pstt:CH92_01255
ko:K07708	pstt:CH92_01260
ko:K01915	pstt:CH92_01275
ko:K03151	pstt:CH92_01280
ko:K06207	pstt:CH92_01285
ko:K01821	pstt:CH92_01315
ko:K06988	pstt:CH92_01325
ko:K11614	pstt:CH92_01335
ko:K03406	pstt:CH92_01345
ko:K07017	pstt:CH92_01365
ko:K09956	pstt:CH92_01370
ko:K16088	pstt:CH92_01375
ko:K02030	pstt:CH92_01415
ko:K07137	pstt:CH92_01430
ko:K01674	pstt:CH92_01435
ko:K09940	pstt:CH92_02030
ko:K01142	pstt:CH92_02035
ko:K00762	pstt:CH92_02040
ko:K00930	pstt:CH92_02050
ko:K15778	pstt:CH92_02055
ko:K13038	pstt:CH92_02065
ko:K03630	pstt:CH92_02070
ko:K00074	pstt:CH92_02085
ko:K03406	pstt:CH92_02090
ko:K03719	pstt:CH92_02115
ko:K00285	pstt:CH92_02120
ko:K03816	pstt:CH92_02145
ko:K05343	pstt:CH92_02160
ko:K01187	pstt:CH92_02165
ko:K00134	pstt:CH92_02170
ko:K00140	pstt:CH92_02185
ko:K03656	pstt:CH92_02195
ko:K02168	pstt:CH92_02205
ko:K07391	pstt:CH92_02210
ko:K09806	pstt:CH92_02215
ko:K04752	pstt:CH92_02220
ko:K03320	pstt:CH92_02225
ko:K03320	pstt:CH92_02230
ko:K03733	pstt:CH92_02250
ko:K09921	pstt:CH92_02255
ko:K01778	pstt:CH92_02260
ko:K01586	pstt:CH92_02265
ko:K06202	pstt:CH92_02275
ko:K06140	pstt:CH92_02280
ko:K05851	pstt:CH92_02285
ko:K03284	pstt:CH92_02300
ko:K01755	pstt:CH92_02320
ko:K07397	pstt:CH92_02895
ko:K01611	pstt:CH92_02900
ko:K06134	pstt:CH92_02905
ko:K02503	pstt:CH92_02910
ko:K00459	pstt:CH92_02925
ko:K08973	pstt:CH92_02930
ko:K00145	pstt:CH92_02935
ko:K15724	pstt:CH92_02940
ko:K09001	pstt:CH92_02945
ko:K01866	pstt:CH92_02955
ko:K11904	pstt:CH92_03010
ko:K11904	pstt:CH92_03025
ko:K11916	pstt:CH92_03030
ko:K11891	pstt:CH92_03040
ko:K11892	pstt:CH92_03045
ko:K11893	pstt:CH92_03050
ko:K11906	pstt:CH92_03055
ko:K11904	pstt:CH92_03085
ko:K11914	pstt:CH92_03090
ko:K11907	pstt:CH92_03095
ko:K11895	pstt:CH92_03100
ko:K11896	pstt:CH92_03105
ko:K11905	pstt:CH92_03120
ko:K11900	pstt:CH92_03125
ko:K11901	pstt:CH92_03130
ko:K11910	pstt:CH92_03135
ko:K03524	pstt:CH92_03165
ko:K03525	pstt:CH92_03170
ko:K14393	pstt:CH92_08065
ko:K03449	pstt:CH92_08085
ko:K09898	pstt:CH92_08095
ko:K01953	pstt:CH92_08115
ko:K15461	pstt:CH92_08130
ko:K01679	pstt:CH92_08145
ko:K09924	pstt:CH92_08150
ko:K05527	pstt:CH92_08155
ko:K07146	pstt:CH92_08160
ko:K07396	pstt:CH92_08165
ko:K03406	pstt:CH92_08175
ko:K07038	pstt:CH92_08185
ko:K15034	pstt:CH92_08190
ko:K18289	pstt:CH92_08225
ko:K18292	pstt:CH92_08230
ko:K11688	pstt:CH92_08235
ko:K06445	pstt:CH92_08245
ko:K01990	pstt:CH92_08250
ko:K01992	pstt:CH92_08255
ko:K06879	pstt:CH92_08260
ko:K04754	pstt:CH92_08270
ko:K00616	pstt:CH92_08290
ko:K05539	pstt:CH92_08295
ko:K07793	pstt:CH92_08300
ko:K07794	pstt:CH92_08305
ko:K01652	pstt:CH92_08315
ko:K14162	pstt:CH92_08335
ko:K14161	pstt:CH92_08340
ko:K07002	pstt:CH92_08350
ko:K08963	pstt:CH92_08360
ko:K02469	pstt:CH92_08365
ko:K00831	pstt:CH92_08370
ko:K14170	pstt:CH92_08375
ko:K00817	pstt:CH92_08380
ko:K00945	pstt:CH92_08390
ko:K02945	pstt:CH92_08395
ko:K00799	pstt:CH92_08410
ko:K10253	pstt:CH92_00280
ko:K03811	pstt:CH92_00285
ko:K05995	pstt:CH92_00300
ko:K11209	pstt:CH92_00325
ko:K07154	pstt:CH92_00350
ko:K01695	pstt:CH92_00355
ko:K01696	pstt:CH92_00360
ko:K01784	pstt:CH92_00375
ko:K01854	pstt:CH92_00385
ko:K06147	pstt:CH92_00395
ko:K09165	pstt:CH92_00405
ko:K01091	pstt:CH92_00450
ko:K14347	pstt:CH92_00465
ko:K01414	pstt:CH92_00470
ko:K07070	pstt:CH92_00475
ko:K01673	pstt:CH92_00495
ko:K02275	pstt:CH92_00510
ko:K02274	pstt:CH92_00515
ko:K02258	pstt:CH92_00520
ko:K02276	pstt:CH92_00525
ko:K02259	pstt:CH92_00545
ko:K07152	pstt:CH92_00555
ko:K16087	pstt:CH92_00560
ko:K03088	pstt:CH92_00865
ko:K10126	pstt:CH92_00870
ko:K03321	pstt:CH92_00880
ko:K00574	pstt:CH92_00890
ko:K03833	pstt:CH92_00910
ko:K01042	pstt:CH92_00915
ko:K03657	pstt:CH92_00930
ko:K00928	pstt:CH92_00960
ko:K10674	pstt:CH92_00965
ko:K06720	pstt:CH92_00970
ko:K00036	pstt:CH92_00985
ko:K02028	pstt:CH92_01030
ko:K02029	pstt:CH92_01035
ko:K02029	pstt:CH92_01040
ko:K02030	pstt:CH92_01050
ko:K12658	pstt:CH92_01075
ko:K01959	pstt:CH92_01090
ko:K01960	pstt:CH92_01095
ko:K01425	pstt:CH92_01110
ko:K01673	pstt:CH92_01115
ko:K06940	pstt:CH92_01130
ko:K00688	pstt:CH92_01135
ko:K03841	pstt:CH92_01140
ko:K11069	pstt:CH92_01475
ko:K09932	pstt:CH92_01480
ko:K00981	pstt:CH92_01510
ko:K00852	pstt:CH92_01520
ko:K05569	pstt:CH92_01530
ko:K05570	pstt:CH92_01535
ko:K05571	pstt:CH92_01540
ko:K05567	pstt:CH92_01550
ko:K04335	pstt:CH92_01610
ko:K04337	pstt:CH92_01615
ko:K00058	pstt:CH92_01640
ko:K01807	pstt:CH92_01665
ko:K01754	pstt:CH92_01670
ko:K08311	pstt:CH92_01690
ko:K08484	pstt:CH92_01695
ko:K07090	pstt:CH92_01705
ko:K13292	pstt:CH92_01710
ko:K00820	pstt:CH92_21820
ko:K03406	pstt:CH92_21830
ko:K04042	pstt:CH92_21835
ko:K02114	pstt:CH92_21840
ko:K02112	pstt:CH92_21845
ko:K02115	pstt:CH92_21850
ko:K02111	pstt:CH92_21855
ko:K02113	pstt:CH92_21860
ko:K02109	pstt:CH92_21865
ko:K02110	pstt:CH92_21870
ko:K02108	pstt:CH92_21875
ko:K02116	pstt:CH92_21880
ko:K03501	pstt:CH92_21895
ko:K03495	pstt:CH92_21900
ko:K03650	pstt:CH92_21905
ko:K03217	pstt:CH92_21910
ko:K08998	pstt:CH92_21915
ko:K03536	pstt:CH92_21920
ko:K02914	pstt:CH92_21925
ko:K01495	pstt:CH92_08415
ko:K07320	pstt:CH92_08435
ko:K06889	pstt:CH92_08445
ko:K01736	pstt:CH92_08450
ko:K05820	pstt:CH92_08455
ko:K08964	pstt:CH92_08460
ko:K08967	pstt:CH92_08465
ko:K09880	pstt:CH92_08470
ko:K01247	pstt:CH92_08490
ko:K00797	pstt:CH92_08495
ko:K07090	pstt:CH92_08510
ko:K03327	pstt:CH92_08515
ko:K03473	pstt:CH92_08520
ko:K02343	pstt:CH92_08525
ko:K09747	pstt:CH92_08530
ko:K06187	pstt:CH92_08535
ko:K02051	pstt:CH92_08540
ko:K02049	pstt:CH92_08545
ko:K02050	pstt:CH92_08550
ko:K02030	pstt:CH92_08555
ko:K07152	pstt:CH92_08560
ko:K00759	pstt:CH92_08565
ko:K01916	pstt:CH92_08580
ko:K09792	pstt:CH92_08585
ko:K01533	pstt:CH92_08595
ko:K09926	pstt:CH92_08600
ko:K00406	pstt:CH92_08610
ko:K00407	pstt:CH92_08615
ko:K00405	pstt:CH92_08620
ko:K00404	pstt:CH92_08625
ko:K00406	pstt:CH92_08630
ko:K00405	pstt:CH92_08635
ko:K00404	pstt:CH92_08640
ko:K07020	pstt:CH92_08645
ko:K03776	pstt:CH92_08650
ko:K01681	pstt:CH92_08655
ko:K06968	pstt:CH92_08660
ko:K04085	pstt:CH92_08665
ko:K15408	pstt:CH92_08675
ko:K02275	pstt:CH92_08680
ko:K10716	pstt:CH92_08695
ko:K03639	pstt:CH92_08700
ko:K03529	pstt:CH92_08705
ko:K03528	pstt:CH92_08710
ko:K01972	pstt:CH92_08715
ko:K02406	pstt:CH92_08730
ko:K01998	pstt:CH92_01725
ko:K01997	pstt:CH92_01730
ko:K08083	pstt:CH92_02335
ko:K01749	pstt:CH92_02340
ko:K01719	pstt:CH92_02345
ko:K02496	pstt:CH92_02350
ko:K02498	pstt:CH92_02355
ko:K03611	pstt:CH92_02360
ko:K07740	pstt:CH92_02365
ko:K06158	pstt:CH92_02380
ko:K05834	pstt:CH92_02395
ko:K09768	pstt:CH92_02400
ko:K01698	pstt:CH92_02415
ko:K00937	pstt:CH92_02420
ko:K01524	pstt:CH92_02425
ko:K03671	pstt:CH92_02430
ko:K03628	pstt:CH92_02435
ko:K03182	pstt:CH92_02440
ko:K00523	pstt:CH92_02445
ko:K01887	pstt:CH92_02455
ko:K04066	pstt:CH92_02460
ko:K02909	pstt:CH92_02465
ko:K00029	pstt:CH92_02475
ko:K05366	pstt:CH92_02480
ko:K02662	pstt:CH92_02485
ko:K02665	pstt:CH92_02500
ko:K02666	pstt:CH92_02505
ko:K00891	pstt:CH92_02510
ko:K01735	pstt:CH92_02515
ko:K03112	pstt:CH92_02520
ko:K00265	pstt:CH92_02525
ko:K00266	pstt:CH92_02530
ko:K01599	pstt:CH92_02535
ko:K09458	pstt:CH92_02550
ko:K00059	pstt:CH92_02555
ko:K00647	pstt:CH92_02565
ko:K07107	pstt:CH92_02590
ko:K01745	pstt:CH92_02595
ko:K02358	pstt:CH92_03195
ko:K03073	pstt:CH92_03205
ko:K02601	pstt:CH92_03210
ko:K02867	pstt:CH92_03215
ko:K02863	pstt:CH92_03220
ko:K02864	pstt:CH92_03225
ko:K02935	pstt:CH92_03230
ko:K03043	pstt:CH92_03235
ko:K03046	pstt:CH92_03240
ko:K02950	pstt:CH92_03245
ko:K02992	pstt:CH92_03250
ko:K02355	pstt:CH92_03255
ko:K02358	pstt:CH92_03260
ko:K02946	pstt:CH92_03265
ko:K02906	pstt:CH92_03270
ko:K02926	pstt:CH92_03275
ko:K02892	pstt:CH92_03280
ko:K02886	pstt:CH92_03285
ko:K02965	pstt:CH92_03290
ko:K02890	pstt:CH92_03295
ko:K02982	pstt:CH92_03300
ko:K02878	pstt:CH92_03305
ko:K02904	pstt:CH92_03310
ko:K02961	pstt:CH92_03315
ko:K02874	pstt:CH92_03320
ko:K02895	pstt:CH92_03325
ko:K02931	pstt:CH92_03330
ko:K02954	pstt:CH92_03335
ko:K02994	pstt:CH92_03340
ko:K02933	pstt:CH92_03345
ko:K02881	pstt:CH92_03350
ko:K02988	pstt:CH92_03355
ko:K02907	pstt:CH92_03360
ko:K02876	pstt:CH92_03365
ko:K03076	pstt:CH92_03370
ko:K02919	pstt:CH92_03375
ko:K02952	pstt:CH92_03380
ko:K02948	pstt:CH92_03385
ko:K02986	pstt:CH92_03390
ko:K03040	pstt:CH92_03395
ko:K02879	pstt:CH92_03400
ko:K03781	pstt:CH92_03405
ko:K03701	pstt:CH92_03410
ko:K00067	pstt:CH92_03425
ko:K01784	pstt:CH92_03430
ko:K07275	pstt:CH92_03435
ko:K03561	pstt:CH92_03445
ko:K03561	pstt:CH92_03450
ko:K03559	pstt:CH92_03455
ko:K03832	pstt:CH92_03460
ko:K09950	pstt:CH92_03470
ko:K02004	pstt:CH92_03475
ko:K02003	pstt:CH92_03480
ko:K00479	pstt:CH92_03775
ko:K00851	pstt:CH92_03780
ko:K00600	pstt:CH92_03815
ko:K02480	pstt:CH92_03820
ko:K04485	pstt:CH92_03840
ko:K09794	pstt:CH92_03850
ko:K03282	pstt:CH92_03855
ko:K03773	pstt:CH92_03880
ko:K02523	pstt:CH92_03890
ko:K02888	pstt:CH92_03895
ko:K02899	pstt:CH92_03900
ko:K03979	pstt:CH92_03905
ko:K00931	pstt:CH92_03910
ko:K05805	pstt:CH92_03915
ko:K02968	pstt:CH92_03920
ko:K03980	pstt:CH92_03925
ko:K11753	pstt:CH92_03930
ko:K01870	pstt:CH92_03935
ko:K03101	pstt:CH92_03940
ko:K03774	pstt:CH92_03945
ko:K03527	pstt:CH92_03950
ko:K02655	pstt:CH92_03955
ko:K02674	pstt:CH92_03960
ko:K02673	pstt:CH92_03965
ko:K02672	pstt:CH92_03970
ko:K02671	pstt:CH92_03975
ko:K08084	pstt:CH92_03985
ko:K03153	pstt:CH92_03990
ko:K03113	pstt:CH92_03995
ko:K01585	pstt:CH92_04000
ko:K05522	pstt:CH92_04005
ko:K09005	pstt:CH92_04010
ko:K05774	pstt:CH92_04015
ko:K05800	pstt:CH92_04020
ko:K04090	pstt:CH92_04025
ko:K00263	pstt:CH92_04030
ko:K03308	pstt:CH92_04035
ko:K00457	pstt:CH92_04040
ko:K03308	pstt:CH92_04050
ko:K03406	pstt:CH92_04055
ko:K01714	pstt:CH92_04410
ko:K00135	pstt:CH92_04420
ko:K01652	pstt:CH92_04425
ko:K08368	pstt:CH92_04430
ko:K00286	pstt:CH92_04435
ko:K06995	pstt:CH92_04445
ko:K00018	pstt:CH92_04470
ko:K12262	pstt:CH92_04530
ko:K00101	pstt:CH92_04545
ko:K03303	pstt:CH92_04550
ko:K03664	pstt:CH92_04560
ko:K09801	pstt:CH92_04570
ko:K06186	pstt:CH92_04575
ko:K03711	pstt:CH92_04580
ko:K03631	pstt:CH92_04585
ko:K03687	pstt:CH92_04590
ko:K04043	pstt:CH92_04595
ko:K03686	pstt:CH92_04600
ko:K00215	pstt:CH92_04605
ko:K01956	pstt:CH92_04610
ko:K01955	pstt:CH92_04615
ko:K03624	pstt:CH92_04620
ko:K07574	pstt:CH92_04630
ko:K02427	pstt:CH92_04635
ko:K03798	pstt:CH92_04640
ko:K00796	pstt:CH92_04645
ko:K03431	pstt:CH92_04650
ko:K01803	pstt:CH92_04655
ko:K03075	pstt:CH92_04660
ko:K01952	pstt:CH92_05240
ko:K06938	pstt:CH92_05280
ko:K08289	pstt:CH92_05285
ko:K03106	pstt:CH92_05300
ko:K02959	pstt:CH92_05305
ko:K02860	pstt:CH92_05310
ko:K00554	pstt:CH92_05315
ko:K02884	pstt:CH92_05320
ko:K04763	pstt:CH92_05325
ko:K03981	pstt:CH92_05330
ko:K00003	pstt:CH92_05340
ko:K01733	pstt:CH92_05345
ko:K00830	pstt:CH92_05385
ko:K03683	pstt:CH92_05395
ko:K01465	pstt:CH92_05400
ko:K09857	pstt:CH92_05405
ko:K06192	pstt:CH92_05410
ko:K03808	pstt:CH92_05415
ko:K03808	pstt:CH92_05420
ko:K01940	pstt:CH92_05430
ko:K01759	pstt:CH92_05435
ko:K10773	pstt:CH92_05445
ko:K03613	pstt:CH92_05450
ko:K03612	pstt:CH92_05455
ko:K03614	pstt:CH92_05460
ko:K03615	pstt:CH92_05465
ko:K03616	pstt:CH92_05470
ko:K03617	pstt:CH92_05475
ko:K03648	pstt:CH92_05495
ko:K08995	pstt:CH92_05500
ko:K06980	pstt:CH92_05510
ko:K09159	pstt:CH92_05515
ko:K06142	pstt:CH92_06395
ko:K00363	pstt:CH92_09885
ko:K00362	pstt:CH92_09890
ko:K00457	pstt:CH92_09945
ko:K03315	pstt:CH92_09955
ko:K06911	pstt:CH92_09975
ko:K07552	pstt:CH92_09990
ko:K08223	pstt:CH92_10005
ko:K03406	pstt:CH92_10060
ko:K07576	pstt:CH92_10065
ko:K10010	pstt:CH92_10075
ko:K10009	pstt:CH92_10080
ko:K02424	pstt:CH92_10085
ko:K01640	pstt:CH92_10105
ko:K00054	pstt:CH92_10110
ko:K10218	pstt:CH92_10140
ko:K00154	pstt:CH92_10150
ko:K04033	pstt:CH92_10200
ko:K01118	pstt:CH92_10210
ko:K00375	pstt:CH92_10220
ko:K00799	pstt:CH92_10230
ko:K00451	pstt:CH92_10255
ko:K01555	pstt:CH92_10260
ko:K02078	pstt:CH92_10270
ko:K03406	pstt:CH92_10290
ko:K02106	pstt:CH92_10295
ko:K00626	pstt:CH92_10300
ko:K01029	pstt:CH92_10305
ko:K01028	pstt:CH92_10310
ko:K17737	pstt:CH92_10315
ko:K02624	pstt:CH92_10330
ko:K01980	pstt:CH92_02975
ko:K01980	pstt:CH92_03155
ko:K01980	pstt:CH92_16640
ko:K01980	pstt:CH92_12305
ko:K14225	pstt:CH92_03185
ko:K14220	pstt:CH92_07525
ko:K14220	pstt:CH92_17855
ko:K14229	pstt:CH92_07190
ko:K14229	pstt:CH92_17845
ko:K14237	pstt:CH92_07505
ko:K14218	pstt:CH92_07560
ko:K14218	pstt:CH92_07570
ko:K14219	pstt:CH92_07835
ko:K14219	pstt:CH92_07840
ko:K14219	pstt:CH92_07885
ko:K14222	pstt:CH92_11050
ko:K14228	pstt:CH92_11060
ko:K14232	pstt:CH92_12890
ko:K14237	pstt:CH92_12935
ko:K21645	pstt:CH92_20535
ko:K14238	pstt:CH92_00895
ko:K14230	pstt:CH92_02710
ko:K14225	pstt:CH92_05700
ko:K14227	pstt:CH92_02965
ko:K14227	pstt:CH92_16650
ko:K14227	pstt:CH92_12315
ko:K14227	pstt:CH92_03145
ko:K14218	pstt:CH92_02970
ko:K14218	pstt:CH92_16645
ko:K14218	pstt:CH92_03150
ko:K14218	pstt:CH92_12310
ko:K14236	pstt:CH92_03180
ko:K14235	pstt:CH92_03200
ko:K14228	pstt:CH92_04665
ko:K14230	pstt:CH92_04670
ko:K14230	pstt:CH92_13470
ko:K14230	pstt:CH92_13465
ko:K14234	pstt:CH92_06135
ko:K14233	pstt:CH92_07245
ko:K14232	pstt:CH92_12985
ko:K14233	pstt:CH92_13810
ko:K14228	pstt:CH92_15500
ko:K14223	pstt:CH92_16460
ko:K14223	pstt:CH92_16465
ko:K14230	pstt:CH92_16520
ko:K14232	pstt:CH92_17850
ko:K14228	pstt:CH92_17995
ko:K14228	pstt:CH92_18000
ko:K14231	pstt:CH92_20445
ko:K14234	pstt:CH92_20940
ko:K14219	pstt:CH92_21285
ko:K14225	pstt:CH92_11045
ko:K14225	pstt:CH92_13995
ko:K18893	pstt:CH92_00290
ko:K18800	pstt:CH92_20300
ko:K20862	pstt:CH92_02245
ko:K14224	pstt:CH92_07565
ko:K14224	pstt:CH92_07575
ko:K14224	pstt:CH92_14000
ko:K14219	pstt:CH92_11725
ko:K01977	pstt:CH92_12320
ko:K01977	pstt:CH92_16655
ko:K01977	pstt:CH92_03140
ko:K14226	pstt:CH92_11720
ko:K01977	pstt:CH92_02960
ko:K14234	pstt:CH92_03190
ko:K14233	pstt:CH92_07830
ko:K14233	pstt:CH92_09290
ko:K09892	pstt:CH92_20320
