ko:K22350	pput:L483_17555
ko:K00363	pput:L483_06085
ko:K02623	pput:L483_06090
ko:K03773	pput:L483_06100
ko:K03797	pput:L483_06125
ko:K02053	pput:L483_06145
ko:K02054	pput:L483_06150
ko:K03608	pput:L483_06190
ko:K03609	pput:L483_06195
ko:K03610	pput:L483_06200
ko:K02517	pput:L483_06205
ko:K07001	pput:L483_06210
ko:K04754	pput:L483_06215
ko:K02002	pput:L483_06235
ko:K14393	pput:L483_06245
ko:K03563	pput:L483_06260
ko:K01953	pput:L483_06280
ko:K15461	pput:L483_06285
ko:K09924	pput:L483_06305
ko:K05527	pput:L483_06310
ko:K07146	pput:L483_06315
ko:K07396	pput:L483_06320
ko:K02040	pput:L483_10740
ko:K02037	pput:L483_10745
ko:K02038	pput:L483_10750
ko:K02036	pput:L483_10755
ko:K07675	pput:L483_10815
ko:K17226	pput:L483_10845
ko:K01753	pput:L483_10880
ko:K13629	pput:L483_10885
ko:K07395	pput:L483_10895
ko:K09817	pput:L483_19820
ko:K09816	pput:L483_19825
ko:K01433	pput:L483_19860
ko:K01491	pput:L483_19865
ko:K00303	pput:L483_19870
ko:K00305	pput:L483_19885
ko:K14652	pput:L483_19895
ko:K02054	pput:L483_19905
ko:K02053	pput:L483_19910
ko:K02040	pput:L483_19920
ko:K04487	pput:L483_19950
ko:K05819	pput:L483_20015
ko:K12508	pput:L483_20045
ko:K01740	pput:L483_20085
ko:K01915	pput:L483_24340
ko:K00166	pput:L483_24350
ko:K00167	pput:L483_24355
ko:K09699	pput:L483_24360
ko:K00382	pput:L483_24365
ko:K05774	pput:L483_24400
ko:K06213	pput:L483_24410
ko:K03563	pput:L483_24435
ko:K00928	pput:L483_24440
ko:K01872	pput:L483_24445
ko:K05526	pput:L483_24450
ko:K01484	pput:L483_24460
ko:K06447	pput:L483_24465
ko:K00673	pput:L483_24470
ko:K00673	pput:L483_24475
ko:K10025	pput:L483_24490
ko:K10023	pput:L483_24495
ko:K10022	pput:L483_24505
ko:K01895	pput:L483_24510
ko:K03721	pput:L483_24520
ko:K00500	pput:L483_24525
ko:K11734	pput:L483_24565
ko:K06178	pput:L483_24570
ko:K06024	pput:L483_24575
ko:K05896	pput:L483_24580
ko:K07053	pput:L483_24590
ko:K06190	pput:L483_24595
ko:K09780	pput:L483_24600
ko:K01706	pput:L483_28890
ko:K10805	pput:L483_28915
ko:K07007	pput:L483_28935
ko:K09945	pput:L483_28960
ko:K03579	pput:L483_28970
ko:K06181	pput:L483_29000
ko:K01241	pput:L483_29005
ko:K09456	pput:L483_29010
ko:K00941	pput:L483_29055
ko:K00788	pput:L483_29060
ko:K01845	pput:L483_29065
ko:K07042	pput:L483_29085
ko:K06189	pput:L483_29090
ko:K03820	pput:L483_29095
ko:K01869	pput:L483_29110
ko:K03643	pput:L483_29115
ko:K02340	pput:L483_29120
ko:K09890	pput:L483_29125
ko:K04065	pput:L483_28090
ko:K05838	pput:L483_02685
ko:K07738	pput:L483_02700
ko:K11752	pput:L483_02705
ko:K00793	pput:L483_02710
ko:K14652	pput:L483_02715
ko:K00794	pput:L483_02720
ko:K03625	pput:L483_02725
ko:K00946	pput:L483_02730
ko:K01095	pput:L483_02735
ko:K16092	pput:L483_02760
ko:K01662	pput:L483_02765
ko:K13789	pput:L483_02770
ko:K03602	pput:L483_02775
ko:K16088	pput:L483_02805
ko:K09933	pput:L483_02825
ko:K03975	pput:L483_02830
ko:K03736	pput:L483_02840
ko:K03735	pput:L483_02845
ko:K02558	pput:L483_02865
ko:K03186	pput:L483_02870
ko:K00627	pput:L483_02895
ko:K01961	pput:L483_02920
ko:K02160	pput:L483_02925
ko:K03786	pput:L483_02930
ko:K04084	pput:L483_02935
ko:K04080	pput:L483_07230
ko:K01703	pput:L483_07245
ko:K01704	pput:L483_07250
ko:K00052	pput:L483_07260
ko:K00133	pput:L483_07265
ko:K06173	pput:L483_07290
ko:K01817	pput:L483_07295
ko:K01963	pput:L483_07300
ko:K11754	pput:L483_07305
ko:K03749	pput:L483_07310
ko:K03558	pput:L483_07315
ko:K00764	pput:L483_07320
ko:K10764	pput:L483_07325
ko:K12262	pput:L483_07385
ko:K00858	pput:L483_07395
ko:K09916	pput:L483_07410
ko:K01256	pput:L483_07420
ko:K03547	pput:L483_07460
ko:K03924	pput:L483_07490
ko:K05782	pput:L483_07505
ko:K01714	pput:L483_07510
ko:K03630	pput:L483_11940
ko:K12055	pput:L483_12000
ko:K07733	pput:L483_12005
ko:K01685	pput:L483_12095
ko:K16137	pput:L483_16505
ko:K02013	pput:L483_16535
ko:K02015	pput:L483_16540
ko:K02016	pput:L483_16545
ko:K07075	pput:L483_16595
ko:K03284	pput:L483_16615
ko:K00163	pput:L483_16695
ko:K00382	pput:L483_16705
ko:K04764	pput:L483_21155
ko:K01890	pput:L483_21160
ko:K01889	pput:L483_21165
ko:K02887	pput:L483_21170
ko:K02916	pput:L483_21175
ko:K02520	pput:L483_21180
ko:K01868	pput:L483_21185
ko:K03704	pput:L483_21195
ko:K06726	pput:L483_21215
ko:K02529	pput:L483_21225
ko:K10441	pput:L483_21235
ko:K03827	pput:L483_25470
ko:K06182	pput:L483_25475
ko:K11103	pput:L483_25490
ko:K07637	pput:L483_25495
ko:K02362	pput:L483_25515
ko:K07639	pput:L483_25520
ko:K07661	pput:L483_25525
ko:K08191	pput:L483_25585
ko:K07006	pput:L483_25595
ko:K07039	pput:L483_25605
ko:K01652	pput:L483_25635
ko:K03580	pput:L483_25720
ko:K01999	pput:L483_25740
ko:K01997	pput:L483_25745
ko:K01998	pput:L483_25750
ko:K03472	pput:L483_29970
ko:K00615	pput:L483_29975
ko:K00789	pput:L483_29985
ko:K01972	pput:L483_29990
ko:K08304	pput:L483_30005
ko:K01251	pput:L483_30030
ko:K00297	pput:L483_30035
ko:K11927	pput:L483_30050
ko:K00833	pput:L483_30075
ko:K09761	pput:L483_30080
ko:K11068	pput:L483_30085
ko:K06598	pput:L483_30090
ko:K01920	pput:L483_30120
ko:K03832	pput:L483_30125
ko:K07735	pput:L483_30130
ko:K07447	pput:L483_30135
ko:K02825	pput:L483_30140
ko:K00609	pput:L483_30145
ko:K01465	pput:L483_30150
ko:K01419	pput:L483_30155
ko:K03667	pput:L483_30160
ko:K03821	pput:L483_30170
ko:K03821	pput:L483_30180
ko:K03183	pput:L483_30210
ko:K03690	pput:L483_30215
ko:K03688	pput:L483_30220
ko:K03116	pput:L483_30235
ko:K03117	pput:L483_30240
ko:K14231	pput:L483_01450
ko:K14267	pput:L483_05525
ko:K00990	pput:L483_05530
ko:K01265	pput:L483_05535
ko:K02967	pput:L483_05540
ko:K02357	pput:L483_05545
ko:K09903	pput:L483_05550
ko:K02838	pput:L483_05555
ko:K00806	pput:L483_05560
ko:K00981	pput:L483_05565
ko:K00099	pput:L483_05570
ko:K11749	pput:L483_05575
ko:K07277	pput:L483_05580
ko:K06142	pput:L483_05585
ko:K02536	pput:L483_05590
ko:K02372	pput:L483_05595
ko:K00677	pput:L483_05600
ko:K00748	pput:L483_05605
ko:K03470	pput:L483_05610
ko:K02337	pput:L483_05615
ko:K01962	pput:L483_05620
ko:K04075	pput:L483_05625
ko:K01937	pput:L483_05630
ko:K01627	pput:L483_05635
ko:K01689	pput:L483_05640
ko:K05589	pput:L483_05645
ko:K00991	pput:L483_05650
ko:K01070	pput:L483_05665
ko:K01770	pput:L483_05670
ko:K06176	pput:L483_05675
ko:K03787	pput:L483_05680
ko:K00573	pput:L483_05685
ko:K06194	pput:L483_05690
ko:K03555	pput:L483_05705
ko:K03565	pput:L483_05725
ko:K06966	pput:L483_05730
ko:K00901	pput:L483_05755
ko:K00528	pput:L483_05765
ko:K02742	pput:L483_05770
ko:K14058	pput:L483_05780
ko:K02034	pput:L483_10135
ko:K15553	pput:L483_10175
ko:K03088	pput:L483_10195
ko:K16088	pput:L483_10215
ko:K03088	pput:L483_10225
ko:K06911	pput:L483_10240
ko:K09857	pput:L483_10315
ko:K00077	pput:L483_10360
ko:K00014	pput:L483_10380
ko:K07302	pput:L483_14760
ko:K03100	pput:L483_14880
ko:K03782	pput:L483_19250
ko:K06222	pput:L483_19260
ko:K03381	pput:L483_19275
ko:K03464	pput:L483_19280
ko:K11737	pput:L483_19295
ko:K16135	pput:L483_19310
ko:K07246	pput:L483_19315
ko:K00355	pput:L483_19355
ko:K12252	pput:L483_19365
ko:K01775	pput:L483_19370
ko:K15866	pput:L483_19390
ko:K02205	pput:L483_19395
ko:K02003	pput:L483_19435
ko:K11475	pput:L483_19455
ko:K05515	pput:L483_19470
ko:K01996	pput:L483_19475
ko:K01995	pput:L483_19480
ko:K01998	pput:L483_19485
ko:K01997	pput:L483_19490
ko:K01999	pput:L483_19495
ko:K01652	pput:L483_19510
ko:K01608	pput:L483_23800
ko:K00873	pput:L483_23820
ko:K08717	pput:L483_23825
ko:K10716	pput:L483_23830
ko:K02048	pput:L483_23835
ko:K06969	pput:L483_23845
ko:K03457	pput:L483_23860
ko:K00285	pput:L483_23870
ko:K02199	pput:L483_23920
ko:K02198	pput:L483_23925
ko:K02197	pput:L483_23930
ko:K02196	pput:L483_23935
ko:K02195	pput:L483_23940
ko:K02194	pput:L483_23945
ko:K04061	pput:L483_23960
ko:K03408	pput:L483_23980
ko:K03408	pput:L483_23985
ko:K02557	pput:L483_23995
ko:K02556	pput:L483_24000
ko:K03412	pput:L483_24005
ko:K03407	pput:L483_24010
ko:K03414	pput:L483_24015
ko:K03413	pput:L483_24020
ko:K02405	pput:L483_24025
ko:K04562	pput:L483_24030
ko:K02404	pput:L483_24035
ko:K02400	pput:L483_24040
ko:K02401	pput:L483_24045
ko:K02421	pput:L483_24050
ko:K02420	pput:L483_24055
ko:K02419	pput:L483_24060
ko:K02418	pput:L483_24065
ko:K02417	pput:L483_24070
ko:K06137	pput:L483_01930
ko:K06136	pput:L483_01935
ko:K00466	pput:L483_01950
ko:K03086	pput:L483_01975
ko:K02970	pput:L483_01985
ko:K08591	pput:L483_01995
ko:K01633	pput:L483_02000
ko:K00950	pput:L483_02005
ko:K09786	pput:L483_02020
ko:K07180	pput:L483_02025
ko:K02439	pput:L483_02030
ko:K06195	pput:L483_02040
ko:K02528	pput:L483_02045
ko:K00097	pput:L483_02050
ko:K03771	pput:L483_02055
ko:K04744	pput:L483_02060
ko:K07102	pput:L483_02065
ko:K05801	pput:L483_02075
ko:K08963	pput:L483_06355
ko:K02469	pput:L483_06360
ko:K00831	pput:L483_06365
ko:K14170	pput:L483_06370
ko:K00945	pput:L483_06380
ko:K02945	pput:L483_06385
ko:K05788	pput:L483_06390
ko:K15778	pput:L483_06410
ko:K01790	pput:L483_06460
ko:K00973	pput:L483_06465
ko:K00067	pput:L483_06470
ko:K01666	pput:L483_06510
ko:K12340	pput:L483_06545
ko:K01711	pput:L483_06550
ko:K13007	pput:L483_06575
ko:K02237	pput:L483_06600
ko:K01591	pput:L483_06610
ko:K05782	pput:L483_06630
ko:K00281	pput:L483_11000
ko:K01142	pput:L483_11050
ko:K00156	pput:L483_11055
ko:K05520	pput:L483_11075
ko:K11177	pput:L483_11125
ko:K11178	pput:L483_11130
ko:K03607	pput:L483_11155
ko:K00549	pput:L483_11185
ko:K10979	pput:L483_11200
ko:K15977	pput:L483_11205
ko:K09930	pput:L483_11215
ko:K03088	pput:L483_11225
ko:K03101	pput:L483_15715
ko:K01425	pput:L483_20130
ko:K08195	pput:L483_20155
ko:K16516	pput:L483_20165
ko:K16515	pput:L483_20170
ko:K10218	pput:L483_20175
ko:K16514	pput:L483_20180
ko:K01495	pput:L483_20190
ko:K07401	pput:L483_24655
ko:K07001	pput:L483_24660
ko:K03654	pput:L483_24670
ko:K07039	pput:L483_24675
ko:K09790	pput:L483_24680
ko:K12543	pput:L483_24685
ko:K16053	pput:L483_24760
ko:K07088	pput:L483_24765
ko:K01118	pput:L483_24775
ko:K09919	pput:L483_24805
ko:K16872	pput:L483_24815
ko:K03578	pput:L483_24820
ko:K01915	pput:L483_24825
ko:K03088	pput:L483_24855
ko:K01462	pput:L483_24885
ko:K07058	pput:L483_24890
ko:K03644	pput:L483_29140
ko:K03801	pput:L483_29145
ko:K09158	pput:L483_29150
ko:K03642	pput:L483_29160
ko:K05837	pput:L483_29170
ko:K05515	pput:L483_29175
ko:K00783	pput:L483_29180
ko:K09710	pput:L483_29185
ko:K00969	pput:L483_29190
ko:K00147	pput:L483_29195
ko:K07157	pput:L483_29205
ko:K02687	pput:L483_29225
ko:K03557	pput:L483_29240
ko:K00602	pput:L483_29245
ko:K01945	pput:L483_29250
ko:K13541	pput:L483_29280
ko:K03394	pput:L483_29285
ko:K06042	pput:L483_29290
ko:K02229	pput:L483_29295
ko:K02188	pput:L483_29305
ko:K05895	pput:L483_29310
ko:K07340	pput:L483_29315
ko:K11737	pput:L483_29350
ko:K11959	pput:L483_29355
ko:K11960	pput:L483_29360
ko:K11961	pput:L483_29365
ko:K11962	pput:L483_29370
ko:K11963	pput:L483_29375
ko:K03823	pput:L483_29380
ko:K05516	pput:L483_29390
ko:K04046	pput:L483_29395
ko:K01990	pput:L483_06990
ko:K01990	pput:L483_10800
ko:K07576	pput:L483_06400
ko:K14233	pput:L483_06760
ko:K14228	pput:L483_04205
ko:K14228	pput:L483_29570
ko:K14228	pput:L483_29575
ko:K14230	pput:L483_28130
ko:K14225	pput:L483_20415
ko:K01992	pput:L483_23530
ko:K01992	pput:L483_06995
ko:K01992	pput:L483_10795
ko:K14234	pput:L483_01390
ko:K14234	pput:L483_02260
ko:K01977	pput:L483_08990
ko:K01977	pput:L483_00455
ko:K01977	pput:L483_03125
ko:K01977	pput:L483_02220
ko:K01977	pput:L483_27920
ko:K01980	pput:L483_00460
ko:K01980	pput:L483_02225
ko:K01980	pput:L483_03140
ko:K01980	pput:L483_25645
ko:K01980	pput:L483_09005
ko:K01980	pput:L483_27905
ko:K14227	pput:L483_03130
ko:K14227	pput:L483_27915
ko:K14227	pput:L483_08995
ko:K14230	pput:L483_25415
ko:K14230	pput:L483_25425
ko:K14230	pput:L483_25420
ko:K14236	pput:L483_02250
ko:K14225	pput:L483_26405
ko:K14229	pput:L483_03265
ko:K14229	pput:L483_25290
ko:K14229	pput:L483_03275
ko:K14219	pput:L483_24395
ko:K14222	pput:L483_21585
ko:K14228	pput:L483_21505
ko:K14228	pput:L483_09250
ko:K14237	pput:L483_21325
ko:K14237	pput:L483_21355
ko:K14232	pput:L483_21145
ko:K14226	pput:L483_09245
ko:K14226	pput:L483_09255
ko:K14232	pput:L483_07845
ko:K14237	pput:L483_06060
ko:K14237	pput:L483_07335
ko:K14218	pput:L483_07190
ko:K14218	pput:L483_07200
ko:K14220	pput:L483_03255
ko:K14220	pput:L483_07155
ko:K07215	pput:L483_04875
ko:K01985	pput:L483_00465
ko:K01985	pput:L483_25640
ko:K01985	pput:L483_02230
ko:K01985	pput:L483_03145
ko:K01985	pput:L483_09010
ko:K01985	pput:L483_00470
ko:K01985	pput:L483_27900
ko:K14225	pput:L483_06915
ko:K14225	pput:L483_22825
ko:K14225	pput:L483_06920
ko:K17686	pput:L483_03065
ko:K01092	pput:L483_04240
ko:K04488	pput:L483_04265
ko:K13628	pput:L483_04270
ko:K00380	pput:L483_04350
ko:K00127	pput:L483_08710
ko:K00124	pput:L483_08715
ko:K02014	pput:L483_08760
ko:K01480	pput:L483_08775
ko:K03406	pput:L483_13355
ko:K04750	pput:L483_13410
ko:K01784	pput:L483_17820
ko:K14162	pput:L483_17880
ko:K01426	pput:L483_17940
ko:K06910	pput:L483_17990
ko:K03769	pput:L483_18005
ko:K11179	pput:L483_22390
ko:K07393	pput:L483_22400
ko:K01692	pput:L483_22530
ko:K07338	pput:L483_26795
ko:K03442	pput:L483_26890
ko:K03574	pput:L483_26915
ko:K00058	pput:L483_30910
ko:K02030	pput:L483_30960
ko:K02028	pput:L483_30965
ko:K02454	pput:L483_31120
ko:K02051	pput:L483_00740
ko:K02050	pput:L483_00745
ko:K02049	pput:L483_00750
ko:K02014	pput:L483_00790
ko:K10831	pput:L483_00900
ko:K04091	pput:L483_00930
ko:K04763	pput:L483_05220
ko:K02052	pput:L483_05290
ko:K02055	pput:L483_05295
ko:K06889	pput:L483_05365
ko:K00939	pput:L483_05395
ko:K15725	pput:L483_09780
ko:K15727	pput:L483_09785
ko:K02014	pput:L483_09800
ko:K02014	pput:L483_09865
ko:K00598	pput:L483_10000
ko:K15982	pput:L483_14320
ko:K01759	pput:L483_14400
ko:K00059	pput:L483_14500
ko:K02028	pput:L483_18850
ko:K03535	pput:L483_18865
ko:K01708	pput:L483_18870
ko:K02050	pput:L483_19045
ko:K02051	pput:L483_19050
ko:K02049	pput:L483_19055
ko:K03406	pput:L483_19100
ko:K01990	pput:L483_23535
ko:K07028	pput:L483_27970
ko:K00970	pput:L483_28040
ko:K03177	pput:L483_28105
ko:K07807	pput:L483_32030
ko:K07665	pput:L483_32095
ko:K00130	pput:L483_30455
ko:K14233	pput:L483_24430
ko:K14233	pput:L483_22360
ko:K14219	pput:L483_24415
ko:K14219	pput:L483_24420
ko:K14219	pput:L483_24425
ko:K14232	pput:L483_03260
ko:K14232	pput:L483_03270
ko:K02052	pput:L483_02095
ko:K02055	pput:L483_02100
ko:K10914	pput:L483_02155
ko:K03406	pput:L483_06625
ko:K00799	pput:L483_06635
ko:K06889	pput:L483_06675
ko:K01692	pput:L483_06755
ko:K02014	pput:L483_06765
ko:K01630	pput:L483_11395
ko:K03307	pput:L483_11420
ko:K03325	pput:L483_15965
ko:K07665	pput:L483_16000
ko:K15725	pput:L483_16010
ko:K15727	pput:L483_16015
ko:K07126	pput:L483_29070
ko:K01297	pput:L483_29135
ko:K07258	pput:L483_29155
ko:K08305	pput:L483_29165
ko:K05844	pput:L483_00980
ko:K01082	pput:L483_01045
ko:K02014	pput:L483_01080
ko:K01439	pput:L483_05480
ko:K00674	pput:L483_05505
ko:K03316	pput:L483_05520
ko:K00121	pput:L483_05660
ko:K03087	pput:L483_05695
ko:K05524	pput:L483_05700
ko:K03743	pput:L483_05715
ko:K02014	pput:L483_10070
ko:K02014	pput:L483_10075
ko:K04091	pput:L483_10090
ko:K04091	pput:L483_10120
ko:K02035	pput:L483_10125
ko:K02033	pput:L483_10130
ko:K04091	pput:L483_10150
ko:K02035	pput:L483_10160
ko:K04091	pput:L483_10165
ko:K02014	pput:L483_10205
ko:K00121	pput:L483_14650
ko:K01759	pput:L483_14790
ko:K01607	pput:L483_19140
ko:K03451	pput:L483_19320
ko:K02030	pput:L483_23675
ko:K02200	pput:L483_23910
ko:K02200	pput:L483_23915
ko:K02427	pput:L483_28165
ko:K03711	pput:L483_28220
ko:K00101	pput:L483_28250
ko:K02116	pput:L483_32240
ko:K03499	pput:L483_32385
ko:K02030	pput:L483_01420
ko:K02028	pput:L483_01425
ko:K05812	pput:L483_05745
ko:K04765	pput:L483_05855
ko:K03406	pput:L483_14855
ko:K02030	pput:L483_19405
ko:K02004	pput:L483_19430
ko:K01474	pput:L483_19530
ko:K00799	pput:L483_19565
ko:K00626	pput:L483_19645
ko:K02193	pput:L483_23950
ko:K02414	pput:L483_24085
ko:K10943	pput:L483_24135
ko:K10942	pput:L483_24140
ko:K02030	pput:L483_28605
ko:K02028	pput:L483_28620
ko:K02014	pput:L483_28640
ko:K00124	pput:L483_02580
ko:K00127	pput:L483_02585
ko:K01424	pput:L483_02610
ko:K01784	pput:L483_02640
ko:K00569	pput:L483_06865
ko:K07305	pput:L483_06880
ko:K02238	pput:L483_07005
ko:K06179	pput:L483_07050
ko:K00059	pput:L483_07090
ko:K02619	pput:L483_07105
ko:K00135	pput:L483_11455
ko:K07027	pput:L483_11570
ko:K07221	pput:L483_16045
ko:K07665	pput:L483_16080
ko:K07665	pput:L483_16290
ko:K07213	pput:L483_16330
ko:K02014	pput:L483_25170
ko:K03548	pput:L483_25250
ko:K03406	pput:L483_25280
ko:K05595	pput:L483_29260
ko:K00595	pput:L483_29300
ko:K02014	pput:L483_29340
ko:K01916	pput:L483_29490
ko:K03406	pput:L483_01615
ko:K03406	pput:L483_01630
ko:K07304	pput:L483_01715
ko:K02843	pput:L483_01740
ko:K02014	pput:L483_01790
ko:K02052	pput:L483_06140
ko:K02055	pput:L483_06160
ko:K06177	pput:L483_06185
ko:K09898	pput:L483_06265
ko:K03406	pput:L483_10650
ko:K13636	pput:L483_10875
ko:K07126	pput:L483_15215
ko:K00575	pput:L483_19675
ko:K02228	pput:L483_19690
ko:K01759	pput:L483_19705
ko:K10531	pput:L483_19790
ko:K09815	pput:L483_19815
ko:K02055	pput:L483_19900
ko:K02052	pput:L483_19915
ko:K05794	pput:L483_19925
ko:K06603	pput:L483_24230
ko:K00575	pput:L483_24305
ko:K02342	pput:L483_28950
ko:K17686	pput:L483_16315
ko:K02342	pput:L483_01805
ko:K07182	pput:L483_01810
ko:K00652	pput:L483_01855
ko:K01409	pput:L483_01990
ko:K00974	pput:L483_02010
ko:K01525	pput:L483_02035
ko:K01679	pput:L483_06300
ko:K00568	pput:L483_06350
ko:K01480	pput:L483_10960
ko:K00059	pput:L483_19965
ko:K00799	pput:L483_19985
ko:K00058	pput:L483_20000
ko:K01081	pput:L483_20010
ko:K00626	pput:L483_20040
ko:K00274	pput:L483_20065
ko:K02014	pput:L483_20075
ko:K01724	pput:L483_24530
ko:K01104	pput:L483_24540
ko:K03498	pput:L483_24625
ko:K03776	pput:L483_24695
ko:K03307	pput:L483_24710
ko:K02004	pput:L483_02665
ko:K02030	pput:L483_02740
ko:K02858	pput:L483_02780
ko:K07017	pput:L483_02790
ko:K01507	pput:L483_02820
ko:K01885	pput:L483_07180
ko:K08086	pput:L483_07285
ko:K00219	pput:L483_07375
ko:K02441	pput:L483_07405
ko:K02055	pput:L483_16490
ko:K02055	pput:L483_16520
ko:K02014	pput:L483_16550
ko:K03560	pput:L483_25325
ko:K07660	pput:L483_25500
ko:K01011	pput:L483_29685
ko:K01515	pput:L483_29745
ko:K01585	pput:L483_02970
ko:K00059	pput:L483_03040
ko:K00626	pput:L483_03045
ko:K03406	pput:L483_03055
ko:K07213	pput:L483_03075
ko:K07114	pput:L483_07470
ko:K07114	pput:L483_07475
ko:K03286	pput:L483_07690
ko:K03406	pput:L483_12215
ko:K07304	pput:L483_16625
ko:K07305	pput:L483_16630
ko:K02200	pput:L483_16650
ko:K00852	pput:L483_21220
ko:K10440	pput:L483_21230
ko:K02014	pput:L483_21250
ko:K09471	pput:L483_21360
ko:K00799	pput:L483_25600
ko:K01424	pput:L483_25610
ko:K11085	pput:L483_29810
ko:K02030	pput:L483_29925
ko:K02348	pput:L483_29930
ko:K03316	pput:L483_30020
ko:K02030	pput:L483_30045
ko:K04063	pput:L483_00085
ko:K07126	pput:L483_04365
ko:K02433	pput:L483_04530
ko:K01679	pput:L483_04595
ko:K11189	pput:L483_04615
ko:K02806	pput:L483_04625
ko:K00626	pput:L483_08875
ko:K01692	pput:L483_08885
ko:K06889	pput:L483_08965
ko:K01262	pput:L483_08975
ko:K00626	pput:L483_09035
ko:K00666	pput:L483_09140
ko:K02051	pput:L483_13525
ko:K03299	pput:L483_13570
ko:K00851	pput:L483_13575
ko:K03406	pput:L483_13585
ko:K02014	pput:L483_13625
ko:K04091	pput:L483_13630
ko:K02033	pput:L483_13650
ko:K02035	pput:L483_13655
ko:K02014	pput:L483_13685
ko:K03769	pput:L483_18035
ko:K00567	pput:L483_18075
ko:K12981	pput:L483_18080
ko:K00666	pput:L483_18140
ko:K06147	pput:L483_18185
ko:K02454	pput:L483_18255
ko:K00784	pput:L483_22555
ko:K03153	pput:L483_03225
ko:K02653	pput:L483_03320
ko:K02030	pput:L483_03380
ko:K06177	pput:L483_07795
ko:K03776	pput:L483_07800
ko:K04085	pput:L483_07820
ko:K06147	pput:L483_07835
ko:K03406	pput:L483_07840
ko:K06149	pput:L483_07910
ko:K02055	pput:L483_12530
ko:K03386	pput:L483_21410
ko:K00383	pput:L483_21415
ko:K02017	pput:L483_21470
ko:K13953	pput:L483_21520
ko:K04774	pput:L483_21595
ko:K07116	pput:L483_25925
ko:K03593	pput:L483_25970
ko:K03617	pput:L483_25980
ko:K03614	pput:L483_25985
ko:K03612	pput:L483_25990
ko:K03613	pput:L483_25995
ko:K03386	pput:L483_26040
ko:K02010	pput:L483_26075
ko:K00274	pput:L483_30065
ko:K02487	pput:L483_30095
ko:K06596	pput:L483_30095
ko:K02660	pput:L483_30100
ko:K02659	pput:L483_30105
ko:K02658	pput:L483_30110
ko:K02657	pput:L483_30115
ko:K01496	pput:L483_30225
ko:K01523	pput:L483_30230
ko:K03406	pput:L483_30255
ko:K03406	pput:L483_30260
ko:K02028	pput:L483_30265
ko:K02030	pput:L483_30275
ko:K01259	pput:L483_30295
ko:K01479	pput:L483_30305
ko:K00033	pput:L483_22610
ko:K00700	pput:L483_22660
ko:K00666	pput:L483_22680
ko:K03635	pput:L483_27200
ko:K00066	pput:L483_27235
ko:K01262	pput:L483_31170
ko:K01934	pput:L483_31190
ko:K07232	pput:L483_31225
ko:K02274	pput:L483_00155
ko:K02258	pput:L483_00160
ko:K09815	pput:L483_00240
ko:K13590	pput:L483_00285
ko:K02067	pput:L483_00350
ko:K02067	pput:L483_04675
ko:K06970	pput:L483_04750
ko:K01478	pput:L483_04855
ko:K03406	pput:L483_09190
ko:K03776	pput:L483_09225
ko:K02004	pput:L483_09345
ko:K09471	pput:L483_13920
ko:K02030	pput:L483_13925
ko:K03405	pput:L483_18390
ko:K02014	pput:L483_23030
ko:K02342	pput:L483_23050
ko:K03469	pput:L483_23055
ko:K00090	pput:L483_27355
ko:K02014	pput:L483_27370
ko:K02035	pput:L483_31570
ko:K02824	pput:L483_03780
ko:K00616	pput:L483_08085
ko:K07116	pput:L483_12680
ko:K03768	pput:L483_12690
ko:K00721	pput:L483_12845
ko:K02014	pput:L483_17210
ko:K01692	pput:L483_17245
ko:K07027	pput:L483_17365
ko:K01243	pput:L483_17405
ko:K01826	pput:L483_21755
ko:K02033	pput:L483_21775
ko:K02035	pput:L483_21780
ko:K00059	pput:L483_21870
ko:K11072	pput:L483_21925
ko:K11069	pput:L483_21940
ko:K01470	pput:L483_21945
ko:K02014	pput:L483_26200
ko:K07665	pput:L483_26250
ko:K07793	pput:L483_26360
ko:K07120	pput:L483_26365
ko:K01081	pput:L483_26370
ko:K06183	pput:L483_26395
ko:K11105	pput:L483_30470
ko:K02014	pput:L483_00475
ko:K02051	pput:L483_00525
ko:K02049	pput:L483_00530
ko:K02050	pput:L483_00535
ko:K00799	pput:L483_00610
ko:K01719	pput:L483_00630
ko:K00845	pput:L483_04905
ko:K10112	pput:L483_04940
ko:K00088	pput:L483_05005
ko:K02454	pput:L483_05080
ko:K02463	pput:L483_05120
ko:K07346	pput:L483_09555
ko:K00548	pput:L483_09640
ko:K02030	pput:L483_14020
ko:K02028	pput:L483_14035
ko:K00076	pput:L483_14070
ko:K01426	pput:L483_14085
ko:K16047	pput:L483_14090
ko:K16051	pput:L483_14100
ko:K15983	pput:L483_14105
ko:K16050	pput:L483_14175
ko:K00059	pput:L483_14185
ko:K00666	pput:L483_14205
ko:K16049	pput:L483_14230
ko:K01039	pput:L483_14235
ko:K01692	pput:L483_14245
ko:K01692	pput:L483_14255
ko:K00626	pput:L483_14270
ko:K00059	pput:L483_14280
ko:K00626	pput:L483_14290
ko:K00666	pput:L483_18615
ko:K03406	pput:L483_18635
ko:K02014	pput:L483_18745
ko:K01835	pput:L483_18760
ko:K02030	pput:L483_18830
ko:K02014	pput:L483_23105
ko:K01545	pput:L483_23150
ko:K00647	pput:L483_23210
ko:K00241	pput:L483_23300
ko:K00626	pput:L483_27675
ko:K07054	pput:L483_27780
ko:K03406	pput:L483_27785
ko:K07657	pput:L483_31735
