ko:K19296	ppuh:B479_22200
ko:K01555	ppuh:B479_22360
ko:K00451	ppuh:B479_22365
ko:K06205	ppuh:B479_22400
ko:K10806	ppuh:B479_26385
ko:K01792	ppuh:B479_26390
ko:K09950	ppuh:B479_26395
ko:K01589	ppuh:B479_26405
ko:K01588	ppuh:B479_26410
ko:K01744	ppuh:B479_26425
ko:K11073	ppuh:B479_26440
ko:K00375	ppuh:B479_26445
ko:K07734	ppuh:B479_26450
ko:K01960	ppuh:B479_26465
ko:K03119	ppuh:B479_01190
ko:K11903	ppuh:B479_01210
ko:K07243	ppuh:B479_01280
ko:K01755	ppuh:B479_01300
ko:K08083	ppuh:B479_01305
ko:K01749	ppuh:B479_01310
ko:K02496	ppuh:B479_01320
ko:K02498	ppuh:B479_01325
ko:K03611	ppuh:B479_01330
ko:K07740	ppuh:B479_01335
ko:K03773	ppuh:B479_01340
ko:K06158	ppuh:B479_01355
ko:K05834	ppuh:B479_01365
ko:K07403	ppuh:B479_01375
ko:K03710	ppuh:B479_01420
ko:K00036	ppuh:B479_05390
ko:K01057	ppuh:B479_05395
ko:K01625	ppuh:B479_05400
ko:K01649	ppuh:B479_05405
ko:K03601	ppuh:B479_05415
ko:K07090	ppuh:B479_05425
ko:K01951	ppuh:B479_05440
ko:K01952	ppuh:B479_05475
ko:K03118	ppuh:B479_05485
ko:K03117	ppuh:B479_05490
ko:K03116	ppuh:B479_05495
ko:K02460	ppuh:B479_05500
ko:K07093	ppuh:B479_05505
ko:K02452	ppuh:B479_05515
ko:K02453	ppuh:B479_05520
ko:K02455	ppuh:B479_05530
ko:K02456	ppuh:B479_05535
ko:K02457	ppuh:B479_05540
ko:K02458	ppuh:B479_05545
ko:K02459	ppuh:B479_05550
ko:K02461	ppuh:B479_05555
ko:K11016	ppuh:B479_05570
ko:K11017	ppuh:B479_05575
ko:K06938	ppuh:B479_05600
ko:K08289	ppuh:B479_05610
ko:K03106	ppuh:B479_05630
ko:K02959	ppuh:B479_05635
ko:K02860	ppuh:B479_05640
ko:K00554	ppuh:B479_05645
ko:K04754	ppuh:B479_09650
ko:K09958	ppuh:B479_09665
ko:K06222	ppuh:B479_09680
ko:K00381	ppuh:B479_09690
ko:K07400	ppuh:B479_09725
ko:K07152	ppuh:B479_09730
ko:K09190	ppuh:B479_09775
ko:K02336	ppuh:B479_09785
ko:K09930	ppuh:B479_09805
ko:K09929	ppuh:B479_09810
ko:K15977	ppuh:B479_09815
ko:K00014	ppuh:B479_09845
ko:K03786	ppuh:B479_09850
ko:K15726	ppuh:B479_09865
ko:K03762	ppuh:B479_09870
ko:K02013	ppuh:B479_09905
ko:K02015	ppuh:B479_09910
ko:K02016	ppuh:B479_09915
ko:K11900	ppuh:B479_14095
ko:K11897	ppuh:B479_14100
ko:K11896	ppuh:B479_14105
ko:K11895	ppuh:B479_14110
ko:K11907	ppuh:B479_14115
ko:K11906	ppuh:B479_14120
ko:K11893	ppuh:B479_14125
ko:K11892	ppuh:B479_14130
ko:K11891	ppuh:B479_14135
ko:K11890	ppuh:B479_14140
ko:K11891	ppuh:B479_14145
ko:K11903	ppuh:B479_14150
ko:K11902	ppuh:B479_14155
ko:K03701	ppuh:B479_14160
ko:K07088	ppuh:B479_14180
ko:K06151	ppuh:B479_14220
ko:K06152	ppuh:B479_14225
ko:K04335	ppuh:B479_14240
ko:K03919	ppuh:B479_14250
ko:K06911	ppuh:B479_14275
ko:K02189	ppuh:B479_14305
ko:K05936	ppuh:B479_14310
ko:K09984	ppuh:B479_14315
ko:K07679	ppuh:B479_14325
ko:K06145	ppuh:B479_14335
ko:K02199	ppuh:B479_18465
ko:K02198	ppuh:B479_18470
ko:K02197	ppuh:B479_18475
ko:K02196	ppuh:B479_18480
ko:K02195	ppuh:B479_18485
ko:K02194	ppuh:B479_18490
ko:K04061	ppuh:B479_18505
ko:K06137	ppuh:B479_18535
ko:K03408	ppuh:B479_18560
ko:K03408	ppuh:B479_18565
ko:K02557	ppuh:B479_18575
ko:K02556	ppuh:B479_18580
ko:K03412	ppuh:B479_18585
ko:K03407	ppuh:B479_18590
ko:K03414	ppuh:B479_18595
ko:K03413	ppuh:B479_18600
ko:K02405	ppuh:B479_18605
ko:K04562	ppuh:B479_18610
ko:K02404	ppuh:B479_18615
ko:K02400	ppuh:B479_18620
ko:K02401	ppuh:B479_18625
ko:K02421	ppuh:B479_18630
ko:K02420	ppuh:B479_18635
ko:K02419	ppuh:B479_18640
ko:K02418	ppuh:B479_18645
ko:K02417	ppuh:B479_18650
ko:K02416	ppuh:B479_18655
ko:K02415	ppuh:B479_18660
ko:K03581	ppuh:B479_22695
ko:K03582	ppuh:B479_22700
ko:K03583	ppuh:B479_22705
ko:K00053	ppuh:B479_22725
ko:K01653	ppuh:B479_22730
ko:K01652	ppuh:B479_22735
ko:K05365	ppuh:B479_22750
ko:K02013	ppuh:B479_22770
ko:K02015	ppuh:B479_22775
ko:K02016	ppuh:B479_22780
ko:K06206	ppuh:B479_22790
ko:K06204	ppuh:B479_22800
ko:K01894	ppuh:B479_22805
ko:K00950	ppuh:B479_22830
ko:K00606	ppuh:B479_22835
ko:K01918	ppuh:B479_22840
ko:K01810	ppuh:B479_22845
ko:K01895	ppuh:B479_22850
ko:K00962	ppuh:B479_22880
ko:K02956	ppuh:B479_22885
ko:K02834	ppuh:B479_22895
ko:K02519	ppuh:B479_22900
ko:K02600	ppuh:B479_22905
ko:K09748	ppuh:B479_22910
ko:K02536	ppuh:B479_06060
ko:K02372	ppuh:B479_06065
ko:K00677	ppuh:B479_06070
ko:K00748	ppuh:B479_06075
ko:K03470	ppuh:B479_06080
ko:K02337	ppuh:B479_06085
ko:K01962	ppuh:B479_06090
ko:K04075	ppuh:B479_06095
ko:K01937	ppuh:B479_06100
ko:K01627	ppuh:B479_06105
ko:K01689	ppuh:B479_06110
ko:K05589	ppuh:B479_06115
ko:K00991	ppuh:B479_06120
ko:K01070	ppuh:B479_06135
ko:K01770	ppuh:B479_06140
ko:K06176	ppuh:B479_06145
ko:K03787	ppuh:B479_06150
ko:K00573	ppuh:B479_06155
ko:K06194	ppuh:B479_06160
ko:K03555	ppuh:B479_06175
ko:K06214	ppuh:B479_14650
ko:K04338	ppuh:B479_14655
ko:K04337	ppuh:B479_14660
ko:K02456	ppuh:B479_14670
ko:K02456	ppuh:B479_14675
ko:K02453	ppuh:B479_14680
ko:K07152	ppuh:B479_14730
ko:K13935	ppuh:B479_14760
ko:K13934	ppuh:B479_14765
ko:K13933	ppuh:B479_14770
ko:K13932	ppuh:B479_14775
ko:K13931	ppuh:B479_14780
ko:K13930	ppuh:B479_14785
ko:K13929	ppuh:B479_14790
ko:K06967	ppuh:B479_14815
ko:K08303	ppuh:B479_14825
ko:K13747	ppuh:B479_14845
ko:K00012	ppuh:B479_14865
ko:K00116	ppuh:B479_14875
ko:K00793	ppuh:B479_14895
ko:K05774	ppuh:B479_18950
ko:K06213	ppuh:B479_18960
ko:K03563	ppuh:B479_18965
ko:K00928	ppuh:B479_18970
ko:K01872	ppuh:B479_18975
ko:K05526	ppuh:B479_18985
ko:K01484	ppuh:B479_18995
ko:K06447	ppuh:B479_19000
ko:K00673	ppuh:B479_19005
ko:K00673	ppuh:B479_19010
ko:K10025	ppuh:B479_19025
ko:K10023	ppuh:B479_19030
ko:K10022	ppuh:B479_19040
ko:K01895	ppuh:B479_19045
ko:K03721	ppuh:B479_19055
ko:K00500	ppuh:B479_19060
ko:K11734	ppuh:B479_19090
ko:K06178	ppuh:B479_19095
ko:K06024	ppuh:B479_19100
ko:K05896	ppuh:B479_19105
ko:K07053	ppuh:B479_19115
ko:K06190	ppuh:B479_19120
ko:K09780	ppuh:B479_19125
ko:K07733	ppuh:B479_23190
ko:K01706	ppuh:B479_23220
ko:K10805	ppuh:B479_23245
ko:K07007	ppuh:B479_23265
ko:K09945	ppuh:B479_23295
ko:K03579	ppuh:B479_23305
ko:K06181	ppuh:B479_23340
ko:K01241	ppuh:B479_23345
ko:K09456	ppuh:B479_23350
ko:K00941	ppuh:B479_23360
ko:K00788	ppuh:B479_23365
ko:K01845	ppuh:B479_23370
ko:K07042	ppuh:B479_23390
ko:K06189	ppuh:B479_23395
ko:K03820	ppuh:B479_23400
ko:K01869	ppuh:B479_23415
ko:K03643	ppuh:B479_23420
ko:K02340	ppuh:B479_23425
ko:K09890	ppuh:B479_23430
ko:K03644	ppuh:B479_23445
ko:K03801	ppuh:B479_23450
ko:K00036	ppuh:B479_26485
ko:K03657	ppuh:B479_26495
ko:K00868	ppuh:B479_26520
ko:K09007	ppuh:B479_26545
ko:K06131	ppuh:B479_26555
ko:K00574	ppuh:B479_26560
ko:K00382	ppuh:B479_26565
ko:K04023	ppuh:B479_26580
ko:K06204	ppuh:B479_26590
ko:K03321	ppuh:B479_26600
ko:K02072	ppuh:B479_01525
ko:K02071	ppuh:B479_01530
ko:K02073	ppuh:B479_01535
ko:K10010	ppuh:B479_01555
ko:K10009	ppuh:B479_01560
ko:K02424	ppuh:B479_01565
ko:K00640	ppuh:B479_01570
ko:K02168	ppuh:B479_01575
ko:K03119	ppuh:B479_01580
ko:K15551	ppuh:B479_01600
ko:K00299	ppuh:B479_01615
ko:K15553	ppuh:B479_01620
ko:K15554	ppuh:B479_01630
ko:K01919	ppuh:B479_01650
ko:K06959	ppuh:B479_01660
ko:K07659	ppuh:B479_01665
ko:K07638	ppuh:B479_01670
ko:K04762	ppuh:B479_01685
ko:K04083	ppuh:B479_01695
ko:K01610	ppuh:B479_01700
ko:K07107	ppuh:B479_01705
ko:K02379	ppuh:B479_01720
ko:K02884	ppuh:B479_05650
ko:K03981	ppuh:B479_05665
ko:K00003	ppuh:B479_05670
ko:K01733	ppuh:B479_05675
ko:K07462	ppuh:B479_05705
ko:K00137	ppuh:B479_05715
ko:K02053	ppuh:B479_05720
ko:K02054	ppuh:B479_05725
ko:K13487	ppuh:B479_05745
ko:K13488	ppuh:B479_05750
ko:K13486	ppuh:B479_05755
ko:K13489	ppuh:B479_05760
ko:K13491	ppuh:B479_05770
ko:K11444	ppuh:B479_05775
ko:K02836	ppuh:B479_05785
ko:K04567	ppuh:B479_05790
ko:K01595	ppuh:B479_05835
ko:K15984	ppuh:B479_05875
ko:K09914	ppuh:B479_05915
ko:K03717	ppuh:B479_09930
ko:K05597	ppuh:B479_09975
ko:K10441	ppuh:B479_09985
ko:K02529	ppuh:B479_09995
ko:K06726	ppuh:B479_10005
ko:K03704	ppuh:B479_10025
ko:K01868	ppuh:B479_10035
ko:K02520	ppuh:B479_10040
ko:K02916	ppuh:B479_10045
ko:K02887	ppuh:B479_10050
ko:K01889	ppuh:B479_10055
ko:K01890	ppuh:B479_10060
ko:K04764	ppuh:B479_10065
ko:K02456	ppuh:B479_14375
ko:K02455	ppuh:B479_14380
ko:K00457	ppuh:B479_14425
ko:K05786	ppuh:B479_14435
ko:K01754	ppuh:B479_14485
ko:K11740	ppuh:B479_14495
ko:K11739	ppuh:B479_14500
ko:K03585	ppuh:B479_14525
ko:K03752	ppuh:B479_14535
ko:K06871	ppuh:B479_14555
ko:K02413	ppuh:B479_18685
ko:K02412	ppuh:B479_18690
ko:K02411	ppuh:B479_18695
ko:K02410	ppuh:B479_18700
ko:K02409	ppuh:B479_18705
ko:K02408	ppuh:B479_18710
ko:K01273	ppuh:B479_01990
ko:K03522	ppuh:B479_02010
ko:K03521	ppuh:B479_02015
ko:K00479	ppuh:B479_02025
ko:K01620	ppuh:B479_02055
ko:K00600	ppuh:B479_02060
ko:K00303	ppuh:B479_02065
ko:K00305	ppuh:B479_02080
ko:K01433	ppuh:B479_02085
ko:K07663	ppuh:B479_02140
ko:K07641	ppuh:B479_02145
ko:K06143	ppuh:B479_02150
ko:K00627	ppuh:B479_02170
ko:K00163	ppuh:B479_02175
ko:K00982	ppuh:B479_02180
ko:K02841	ppuh:B479_02190
ko:K02844	ppuh:B479_02195
ko:K02848	ppuh:B479_02200
ko:K03088	ppuh:B479_02240
ko:K03565	ppuh:B479_06195
ko:K06966	ppuh:B479_06200
ko:K00901	ppuh:B479_06225
ko:K00528	ppuh:B479_06235
ko:K02742	ppuh:B479_06240
ko:K14058	ppuh:B479_06250
ko:K03809	ppuh:B479_06265
ko:K03778	ppuh:B479_06290
ko:K07678	ppuh:B479_06295
ko:K12339	ppuh:B479_06310
ko:K03215	ppuh:B479_06315
ko:K09912	ppuh:B479_06330
ko:K11175	ppuh:B479_06345
ko:K01933	ppuh:B479_06350
ko:K09938	ppuh:B479_06355
ko:K10763	ppuh:B479_06365
ko:K02224	ppuh:B479_06400
ko:K04719	ppuh:B479_06405
ko:K02227	ppuh:B479_06410
ko:K02225	ppuh:B479_06415
ko:K02232	ppuh:B479_06420
ko:K02231	ppuh:B479_06425
ko:K00768	ppuh:B479_06430
ko:K02233	ppuh:B479_06440
ko:K07458	ppuh:B479_10620
ko:K06950	ppuh:B479_10645
ko:K01425	ppuh:B479_10655
ko:K01740	ppuh:B479_10720
ko:K09703	ppuh:B479_10740
ko:K03762	ppuh:B479_14905
ko:K01698	ppuh:B479_14910
ko:K07178	ppuh:B479_14915
ko:K11735	ppuh:B479_14920
ko:K15736	ppuh:B479_14925
ko:K15737	ppuh:B479_14930
ko:K15735	ppuh:B479_14935
ko:K01883	ppuh:B479_14950
ko:K01886	ppuh:B479_14955
ko:K03269	ppuh:B479_14965
ko:K09800	ppuh:B479_15005
ko:K07278	ppuh:B479_15010
ko:K01142	ppuh:B479_15020
ko:K15553	ppuh:B479_15030
ko:K14977	ppuh:B479_15040
ko:K00481	ppuh:B479_15065
ko:K01640	ppuh:B479_15080
ko:K07507	ppuh:B479_15085
ko:K03734	ppuh:B479_15120
ko:K03446	ppuh:B479_15135
ko:K03543	ppuh:B479_15140
ko:K07401	ppuh:B479_19180
ko:K07001	ppuh:B479_19185
ko:K03654	ppuh:B479_19195
ko:K07039	ppuh:B479_19200
ko:K09790	ppuh:B479_19205
ko:K12543	ppuh:B479_19210
ko:K16053	ppuh:B479_19270
ko:K01118	ppuh:B479_19285
ko:K09919	ppuh:B479_19315
ko:K03578	ppuh:B479_19330
ko:K01915	ppuh:B479_19335
ko:K03088	ppuh:B479_19365
ko:K01462	ppuh:B479_19405
ko:K07058	ppuh:B479_19410
ko:K00243	ppuh:B479_19425
ko:K00906	ppuh:B479_19435
ko:K09158	ppuh:B479_23455
ko:K03642	ppuh:B479_23465
ko:K05837	ppuh:B479_23475
ko:K05515	ppuh:B479_23480
ko:K00783	ppuh:B479_23485
ko:K09710	ppuh:B479_23490
ko:K00969	ppuh:B479_23495
ko:K00147	ppuh:B479_23500
ko:K03652	ppuh:B479_23505
ko:K07157	ppuh:B479_23515
ko:K02687	ppuh:B479_23535
ko:K03557	ppuh:B479_23550
ko:K00602	ppuh:B479_23555
ko:K01945	ppuh:B479_23560
ko:K13541	ppuh:B479_23585
ko:K03394	ppuh:B479_23590
ko:K06042	ppuh:B479_23595
ko:K02229	ppuh:B479_23600
ko:K02188	ppuh:B479_23610
ko:K05895	ppuh:B479_23615
ko:K07340	ppuh:B479_23620
ko:K11737	ppuh:B479_23655
ko:K11959	ppuh:B479_23660
ko:K11960	ppuh:B479_23665
ko:K11961	ppuh:B479_23670
ko:K11962	ppuh:B479_23675
ko:K11963	ppuh:B479_23680
ko:K03823	ppuh:B479_23685
ko:K05516	ppuh:B479_23695
ko:K04046	ppuh:B479_23700
ko:K02001	ppuh:B479_00085
ko:K02001	ppuh:B479_00090
ko:K02002	ppuh:B479_00075
ko:K02000	ppuh:B479_00080
ko:K07233	ppuh:B479_00310
ko:K07644	ppuh:B479_00335
ko:K07798	ppuh:B479_00345
ko:K07787	ppuh:B479_00350
ko:K03501	ppuh:B479_00215
ko:K03495	ppuh:B479_00220
ko:K03650	ppuh:B479_00225
ko:K03217	ppuh:B479_00230
ko:K08998	ppuh:B479_00235
ko:K03536	ppuh:B479_00240
ko:K02338	ppuh:B479_00255
ko:K00820	ppuh:B479_00145
ko:K04042	ppuh:B479_00155
ko:K02114	ppuh:B479_00160
ko:K02112	ppuh:B479_00165
ko:K02115	ppuh:B479_00170
ko:K02111	ppuh:B479_00175
ko:K02113	ppuh:B479_00180
ko:K02109	ppuh:B479_00185
ko:K02110	ppuh:B479_00190
ko:K02108	ppuh:B479_00195
ko:K02914	ppuh:B479_00245
ko:K02313	ppuh:B479_00250
ko:K03629	ppuh:B479_00260
ko:K02470	ppuh:B479_00265
ko:K01714	ppuh:B479_00050
ko:K08368	ppuh:B479_00055
ko:K02525	ppuh:B479_14210
ko:K01977	ppuh:B479_r26783
ko:K01980	ppuh:B479_r26797
ko:K14230	ppuh:B479_t26637
ko:K14221	ppuh:B479_t26669
ko:K14220	ppuh:B479_t26649
ko:K14219	ppuh:B479_t26711
ko:K14232	ppuh:B479_t26725
ko:K14232	ppuh:B479_t26705
ko:K14232	ppuh:B479_t26651
ko:K14237	ppuh:B479_t26721
ko:K01985	ppuh:B479_r26775
ko:K01985	ppuh:B479_r26767
ko:K00253	ppuh:B479_17240
ko:K15554	ppuh:B479_01465
ko:K15553	ppuh:B479_01470
ko:K01985	ppuh:B479_r26771
ko:K05812	ppuh:B479_06215
ko:K01977	ppuh:B479_r26785
ko:K01977	ppuh:B479_r26787
ko:K01977	ppuh:B479_r26789
ko:K01977	ppuh:B479_r26791
ko:K01980	ppuh:B479_r26799
ko:K01980	ppuh:B479_r26801
ko:K01980	ppuh:B479_r26803
ko:K01980	ppuh:B479_r26805
ko:K14224	ppuh:B479_t26677
ko:K14218	ppuh:B479_t26689
ko:K12368	ppuh:B479_04905
ko:K18842	ppuh:B479_04340
ko:K00104	ppuh:B479_15975
ko:K14218	ppuh:B479_t26629
ko:K14226	ppuh:B479_t26713
ko:K14228	ppuh:B479_t26715
ko:K14228	ppuh:B479_t26761
ko:K14228	ppuh:B479_t26665
ko:K14219	ppuh:B479_t26631
ko:K14219	ppuh:B479_t26739
ko:K14227	ppuh:B479_t26627
ko:K14237	ppuh:B479_t26667
ko:K14233	ppuh:B479_t26675
ko:K14230	ppuh:B479_t26759
ko:K14230	ppuh:B479_t26661
ko:K14234	ppuh:B479_t26633
ko:K14234	ppuh:B479_t26643
ko:K14234	ppuh:B479_t26659
ko:K14231	ppuh:B479_t26635
ko:K14236	ppuh:B479_t26639
ko:K14235	ppuh:B479_t26645
ko:K14229	ppuh:B479_t26653
ko:K14233	ppuh:B479_t26743
ko:K14233	ppuh:B479_t26731
ko:K14219	ppuh:B479_t26735
ko:K14222	ppuh:B479_t26729
ko:K14228	ppuh:B479_t26727
ko:K14225	ppuh:B479_t26679
ko:K14230	ppuh:B479_t26749
ko:K02554	ppuh:B479_25875
ko:K07090	ppuh:B479_25200
ko:K05714	ppuh:B479_25880
ko:K02303	ppuh:B479_08065
ko:K01959	ppuh:B479_26470
ko:K14475	ppuh:B479_21085
ko:K00128	ppuh:B479_26035
ko:K14225	ppuh:B479_t26641
ko:K12254	ppuh:B479_26140
ko:K11384	ppuh:B479_00995
ko:K01729	ppuh:B479_22185
ko:K06970	ppuh:B479_05175
ko:K09472	ppuh:B479_11125
ko:K14218	ppuh:B479_t26709
ko:K14218	ppuh:B479_t26755
ko:K14218	ppuh:B479_t26693
ko:K10001	ppuh:B479_04640
ko:K02030	ppuh:B479_03735
ko:K02030	ppuh:B479_04020
ko:K02030	ppuh:B479_15350
ko:K02030	ppuh:B479_01830
ko:K02030	ppuh:B479_17325
ko:K02030	ppuh:B479_24235
ko:K02030	ppuh:B479_25315
ko:K06016	ppuh:B479_10860
ko:K06016	ppuh:B479_17125
ko:K00114	ppuh:B479_11545
ko:K00355	ppuh:B479_15815
ko:K00355	ppuh:B479_16385
ko:K14268	ppuh:B479_01500
ko:K08721	ppuh:B479_13780
ko:K09810	ppuh:B479_08400
ko:K08316	ppuh:B479_25040
ko:K17716	ppuh:B479_06955
ko:K03559	ppuh:B479_26270
ko:K06075	ppuh:B479_01240
ko:K06075	ppuh:B479_19190
ko:K03559	ppuh:B479_07405
ko:K00265	ppuh:B479_24850
ko:K11383	ppuh:B479_00990
ko:K07794	ppuh:B479_21215
ko:K00114	ppuh:B479_11520
ko:K11441	ppuh:B479_14200
ko:K02226	ppuh:B479_06435
ko:K09005	ppuh:B479_27059
ko:K16871	ppuh:B479_13880
ko:K16872	ppuh:B479_19325
ko:K03321	ppuh:B479_27229
ko:K06204	ppuh:B479_27239
ko:K01467	ppuh:B479_12310
ko:K16011	ppuh:B479_22205
ko:K01985	ppuh:B479_r26777
ko:K01985	ppuh:B479_r26781
ko:K01985	ppuh:B479_r26779
ko:K01985	ppuh:B479_r26769
ko:K01985	ppuh:B479_r26773
ko:K12255	ppuh:B479_19230
ko:K16081	ppuh:B479_22170
ko:K12976	ppuh:B479_04180
ko:K07215	ppuh:B479_05305
ko:K12253	ppuh:B479_15835
ko:K01800	ppuh:B479_22355
ko:K02030	ppuh:B479_24360
ko:K13490	ppuh:B479_05765
ko:K08365	ppuh:B479_00020
ko:K14233	ppuh:B479_t26745
ko:K01501	ppuh:B479_13035
ko:K17226	ppuh:B479_11535
ko:K14232	ppuh:B479_t26655
ko:K14229	ppuh:B479_t26657
ko:K14229	ppuh:B479_t26747
ko:K14237	ppuh:B479_t26671
ko:K14237	ppuh:B479_t26697
ko:K14227	ppuh:B479_t26707
ko:K14227	ppuh:B479_t26757
ko:K14226	ppuh:B479_t26717
ko:K14219	ppuh:B479_t26737
ko:K14219	ppuh:B479_t26741
ko:K14230	ppuh:B479_t26751
ko:K14225	ppuh:B479_t26753
ko:K14228	ppuh:B479_t26763
ko:K14228	ppuh:B479_t26765
ko:K03417	ppuh:B479_09485
ko:K02030	ppuh:B479_15865
ko:K02030	ppuh:B479_03095
ko:K17315	ppuh:B479_05355
ko:K14223	ppuh:B479_t26719
ko:K14221	ppuh:B479_t26701
ko:K14221	ppuh:B479_t26703
ko:K14221	ppuh:B479_t26699
ko:K14221	ppuh:B479_t26673
ko:K01802	ppuh:B479_18430
ko:K16841	ppuh:B479_18415
ko:K17316	ppuh:B479_05360
ko:K18979	ppuh:B479_23965
ko:K17325	ppuh:B479_09270
ko:K17323	ppuh:B479_09280
ko:K17321	ppuh:B479_09290
ko:K02030	ppuh:B479_24580
ko:K00032	ppuh:B479_14190
ko:K07665	ppuh:B479_00330
ko:K07213	ppuh:B479_00380
ko:K07665	ppuh:B479_00465
ko:K07221	ppuh:B479_00505
ko:K15727	ppuh:B479_00535
ko:K15725	ppuh:B479_00540
ko:K07665	ppuh:B479_00550
ko:K01092	ppuh:B479_04685
ko:K04488	ppuh:B479_04710
ko:K13628	ppuh:B479_04715
ko:K00616	ppuh:B479_08460
ko:K02049	ppuh:B479_12990
ko:K02050	ppuh:B479_12995
ko:K04073	ppuh:B479_25870
ko:K02051	ppuh:B479_13000
ko:K07120	ppuh:B479_13015
ko:K01607	ppuh:B479_13065
ko:K01692	ppuh:B479_13100
ko:K00700	ppuh:B479_17215
ko:K00666	ppuh:B479_17235
ko:K03776	ppuh:B479_17345
ko:K01607	ppuh:B479_21485
ko:K01039	ppuh:B479_21515
ko:K03406	ppuh:B479_21545
ko:K14335	ppuh:B479_21550
ko:K06986	ppuh:B479_21555
ko:K09806	ppuh:B479_25720
ko:K02014	ppuh:B479_17775
ko:K00647	ppuh:B479_17795
ko:K00241	ppuh:B479_17885
ko:K00066	ppuh:B479_22150
ko:K02035	ppuh:B479_26160
ko:K07657	ppuh:B479_26330
ko:K02843	ppuh:B479_02185
ko:K02014	ppuh:B479_02230
ko:K02342	ppuh:B479_02245
ko:K07182	ppuh:B479_02250
ko:K00652	ppuh:B479_02295
ko:K01409	ppuh:B479_02430
ko:K01426	ppuh:B479_14830
ko:K03768	ppuh:B479_14960
ko:K07116	ppuh:B479_14970
ko:K01724	ppuh:B479_19065
ko:K03498	ppuh:B479_19150
ko:K03776	ppuh:B479_19220
ko:K03307	ppuh:B479_19235
ko:K02342	ppuh:B479_23285
ko:K07126	ppuh:B479_23375
ko:K01297	ppuh:B479_23440
ko:K07258	ppuh:B479_23460
ko:K08305	ppuh:B479_23470
ko:K02004	ppuh:B479_03020
ko:K02858	ppuh:B479_03130
ko:K02004	ppuh:B479_03170
ko:K02004	ppuh:B479_03175
ko:K02005	ppuh:B479_03185
ko:K01507	ppuh:B479_03195
ko:K01692	ppuh:B479_07185
ko:K02014	ppuh:B479_07190
ko:K00569	ppuh:B479_07285
ko:K07305	ppuh:B479_07300
ko:K06445	ppuh:B479_07370
ko:K02052	ppuh:B479_11220
ko:K03406	ppuh:B479_11310
ko:K01607	ppuh:B479_15610
ko:K01515	ppuh:B479_24060
ko:K11085	ppuh:B479_24120
ko:K02348	ppuh:B479_24240
ko:K14238	ppuh:B479_t26647
ko:K17317	ppuh:B479_05365
ko:K03406	ppuh:B479_02050
ko:K07304	ppuh:B479_02160
ko:K00121	ppuh:B479_06130
ko:K03087	ppuh:B479_06165
ko:K05524	ppuh:B479_06170
ko:K02028	ppuh:B479_15370
ko:K02028	ppuh:B479_25320
ko:K03286	ppuh:B479_08060
ko:K00059	ppuh:B479_12060
ko:K03406	ppuh:B479_12230
ko:K02055	ppuh:B479_12275
ko:K03386	ppuh:B479_16435
ko:K00383	ppuh:B479_16440
ko:K02017	ppuh:B479_16490
ko:K13953	ppuh:B479_16535
ko:K04774	ppuh:B479_16625
ko:K07116	ppuh:B479_20785
ko:K03593	ppuh:B479_20835
ko:K03617	ppuh:B479_20845
ko:K03614	ppuh:B479_20850
ko:K03612	ppuh:B479_20855
ko:K03613	ppuh:B479_20860
ko:K02428	ppuh:B479_24970
ko:K07019	ppuh:B479_25055
ko:K01011	ppuh:B479_25060
ko:K00389	ppuh:B479_07920
ko:K00626	ppuh:B479_07960
ko:K03743	ppuh:B479_06185
ko:K04765	ppuh:B479_06325
ko:K07729	ppuh:B479_10235
ko:K00666	ppuh:B479_14540
ko:K06147	ppuh:B479_14585
ko:K02454	ppuh:B479_14705
ko:K00575	ppuh:B479_18860
ko:K03711	ppuh:B479_23000
ko:K00101	ppuh:B479_23030
ko:K01585	ppuh:B479_03345
ko:K00059	ppuh:B479_03415
ko:K00626	ppuh:B479_03420
ko:K03406	ppuh:B479_03430
ko:K07213	ppuh:B479_03450
ko:K02238	ppuh:B479_07395
ko:K01104	ppuh:B479_07425
ko:K06179	ppuh:B479_07440
ko:K00059	ppuh:B479_07480
ko:K01990	ppuh:B479_18070
ko:K02030	ppuh:B479_15475
ko:K02619	ppuh:B479_07495
ko:K01885	ppuh:B479_07570
ko:K01470	ppuh:B479_11665
ko:K03325	ppuh:B479_11715
ko:K02004	ppuh:B479_15890
ko:K00799	ppuh:B479_15960
ko:K00626	ppuh:B479_16030
ko:K00575	ppuh:B479_16060
ko:K02228	ppuh:B479_16075
ko:K01759	ppuh:B479_16090
ko:K03548	ppuh:B479_20220
ko:K03406	ppuh:B479_20250
ko:K03560	ppuh:B479_20290
ko:K03316	ppuh:B479_24335
ko:K00274	ppuh:B479_24380
ko:K02487	ppuh:B479_24405
ko:K06596	ppuh:B479_24405
ko:K02660	ppuh:B479_24410
ko:K02659	ppuh:B479_24415
ko:K02658	ppuh:B479_24420
ko:K02657	ppuh:B479_24425
ko:K01496	ppuh:B479_24530
ko:K01523	ppuh:B479_24535
ko:K05844	ppuh:B479_01675
ko:K01082	ppuh:B479_01740
ko:K02014	ppuh:B479_01770
ko:K00939	ppuh:B479_05840
ko:K01439	ppuh:B479_05950
ko:K00674	ppuh:B479_05975
ko:K03316	ppuh:B479_05990
ko:K15725	ppuh:B479_09855
ko:K15727	ppuh:B479_09860
ko:K02014	ppuh:B479_09875
ko:K02014	ppuh:B479_09925
ko:K00974	ppuh:B479_02450
ko:K01525	ppuh:B479_02475
