ko:K19744	psg:G655_05385
ko:K01999	psg:G655_25905
ko:K08281	psg:G655_25930
ko:K00763	psg:G655_25935
ko:K06966	psg:G655_25955
ko:K01775	psg:G655_25995
ko:K02939	psg:G655_26005
ko:K02963	psg:G655_26015
ko:K02990	psg:G655_26020
ko:K03218	psg:G655_26025
ko:K12573	psg:G655_26030
ko:K01939	psg:G655_26035
ko:K02502	psg:G655_26040
ko:K09937	psg:G655_26045
ko:K04087	psg:G655_26050
ko:K04088	psg:G655_26055
ko:K03665	psg:G655_26060
ko:K03666	psg:G655_26065
ko:K00791	psg:G655_26070
ko:K03572	psg:G655_26075
ko:K05523	psg:G655_19565
ko:K12990	psg:G655_19590
ko:K12410	psg:G655_19615
ko:K01129	psg:G655_19620
ko:K01462	psg:G655_19630
ko:K00243	psg:G655_19660
ko:K06182	psg:G655_19700
ko:K02413	psg:G655_19725
ko:K02412	psg:G655_19730
ko:K02411	psg:G655_19735
ko:K02410	psg:G655_19740
ko:K02409	psg:G655_19745
ko:K02408	psg:G655_19750
ko:K10941	psg:G655_19765
ko:K02422	psg:G655_19775
ko:K02422	psg:G655_19780
ko:K02407	psg:G655_19785
ko:K02406	psg:G655_19795
ko:K00648	psg:G655_19830
ko:K02397	psg:G655_19845
ko:K02396	psg:G655_19850
ko:K02395	psg:G655_19855
ko:K02394	psg:G655_19860
ko:K02393	psg:G655_19865
ko:K02392	psg:G655_19870
ko:K02391	psg:G655_19875
ko:K02390	psg:G655_19880
ko:K02389	psg:G655_19885
ko:K02388	psg:G655_19890
ko:K02387	psg:G655_19895
ko:K01999	psg:G655_19910
ko:K01997	psg:G655_19915
ko:K01998	psg:G655_19920
ko:K01995	psg:G655_19925
ko:K01996	psg:G655_19930
ko:K04079	psg:G655_19940
ko:K08985	psg:G655_19960
ko:K01738	psg:G655_19975
ko:K05564	psg:G655_19985
ko:K05563	psg:G655_19990
ko:K05562	psg:G655_19995
ko:K05561	psg:G655_20000
ko:K05560	psg:G655_20005
ko:K05559	psg:G655_20010
ko:K06077	psg:G655_20015
ko:K00865	psg:G655_20025
ko:K02647	psg:G655_20035
ko:K00275	psg:G655_20040
ko:K05539	psg:G655_10895
ko:K01295	psg:G655_10940
ko:K07727	psg:G655_10950
ko:K03464	psg:G655_12490
ko:K03381	psg:G655_12495
ko:K03449	psg:G655_12530
ko:K04084	psg:G655_12640
ko:K03805	psg:G655_12650
ko:K08195	psg:G655_12670
ko:K16165	psg:G655_12675
ko:K00450	psg:G655_12680
ko:K03088	psg:G655_12690
ko:K10229	psg:G655_13350
ko:K10228	psg:G655_13355
ko:K10227	psg:G655_13360
ko:K06145	psg:G655_13455
ko:K06995	psg:G655_13460
ko:K03119	psg:G655_13500
ko:K03710	psg:G655_13555
ko:K07267	psg:G655_13585
ko:K00117	psg:G655_13590
ko:K07345	psg:G655_14485
ko:K10778	psg:G655_14545
ko:K07160	psg:G655_14575
ko:K00156	psg:G655_14595
ko:K03088	psg:G655_14635
ko:K01953	psg:G655_14680
ko:K07130	psg:G655_14695
ko:K01556	psg:G655_14700
ko:K02355	psg:G655_14745
ko:K00612	psg:G655_14755
ko:K05820	psg:G655_14760
ko:K06941	psg:G655_15950
ko:K00381	psg:G655_15965
ko:K07090	psg:G655_16035
ko:K03426	psg:G655_16040
ko:K03314	psg:G655_16055
ko:K01584	psg:G655_16065
ko:K08307	psg:G655_16095
ko:K13893	psg:G655_16100
ko:K13893	psg:G655_16105
ko:K13894	psg:G655_16110
ko:K13895	psg:G655_16115
ko:K13896	psg:G655_16120
ko:K00208	psg:G655_16125
ko:K03770	psg:G655_16130
ko:K03530	psg:G655_16135
ko:K01338	psg:G655_16140
ko:K03544	psg:G655_16145
ko:K01358	psg:G655_16150
ko:K03545	psg:G655_16155
ko:K00658	psg:G655_17280
ko:K00164	psg:G655_17285
ko:K00240	psg:G655_17290
ko:K00239	psg:G655_17295
ko:K00242	psg:G655_17300
ko:K01647	psg:G655_17310
ko:K06940	psg:G655_17320
ko:K09922	psg:G655_17330
ko:K09913	psg:G655_17345
ko:K09974	psg:G655_17350
ko:K01915	psg:G655_17385
ko:K06968	psg:G655_17400
ko:K01681	psg:G655_17405
ko:K07020	psg:G655_17420
ko:K00404	psg:G655_17425
ko:K00405	psg:G655_17430
ko:K00407	psg:G655_17435
ko:K00406	psg:G655_17440
ko:K00404	psg:G655_17445
ko:K00405	psg:G655_17450
ko:K00407	psg:G655_17455
ko:K00406	psg:G655_17460
ko:K09926	psg:G655_17470
ko:K09792	psg:G655_17485
ko:K00759	psg:G655_17505
ko:K07044	psg:G655_17510
ko:K11743	psg:G655_17515
ko:K11742	psg:G655_17520
ko:K09925	psg:G655_17540
ko:K06187	psg:G655_17550
ko:K09747	psg:G655_17555
ko:K03088	psg:G655_18410
ko:K10001	psg:G655_18455
ko:K10003	psg:G655_18460
ko:K10002	psg:G655_18465
ko:K10004	psg:G655_18470
ko:K05597	psg:G655_18480
ko:K10680	psg:G655_18495
ko:K01173	psg:G655_18530
ko:K01754	psg:G655_18535
ko:K16090	psg:G655_18555
ko:K02300	psg:G655_18565
ko:K02299	psg:G655_18570
ko:K02298	psg:G655_18575
ko:K02297	psg:G655_18580
ko:K05306	psg:G655_18610
ko:K03430	psg:G655_18615
ko:K01354	psg:G655_18645
ko:K03100	psg:G655_18650
ko:K16087	psg:G655_18655
ko:K03088	psg:G655_18665
ko:K09160	psg:G655_18670
ko:K08993	psg:G655_20075
ko:K09858	psg:G655_20090
ko:K09760	psg:G655_20130
ko:K00459	psg:G655_20170
ko:K08196	psg:G655_20200
ko:K01923	psg:G655_20235
ko:K07287	psg:G655_20245
ko:K01714	psg:G655_20250
ko:K03567	psg:G655_20255
ko:K03564	psg:G655_20260
ko:K03517	psg:G655_20280
ko:K01657	psg:G655_20295
ko:K07347	psg:G655_20330
ko:K06920	psg:G655_20465
ko:K10026	psg:G655_20470
ko:K03640	psg:G655_20480
ko:K03641	psg:G655_20485
ko:K03562	psg:G655_20500
ko:K11903	psg:G655_27725
ko:K03284	psg:G655_27730
ko:K05851	psg:G655_27750
ko:K06140	psg:G655_27760
ko:K06202	psg:G655_27770
ko:K01586	psg:G655_27780
ko:K01778	psg:G655_27785
ko:K09921	psg:G655_27790
ko:K03733	psg:G655_27795
ko:K03320	psg:G655_27835
ko:K04752	psg:G655_27840
ko:K07391	psg:G655_27850
ko:K02168	psg:G655_27855
ko:K03327	psg:G655_27870
ko:K03656	psg:G655_27880
ko:K00156	psg:G655_27885
ko:K03816	psg:G655_27890
ko:K01775	psg:G655_27910
ko:K00285	psg:G655_27920
ko:K09978	psg:G655_27925
ko:K12254	psg:G655_27960
ko:K00822	psg:G655_27965
ko:K06995	psg:G655_27970
ko:K02913	psg:G655_27975
ko:K02902	psg:G655_27980
ko:K03630	psg:G655_27995
ko:K01075	psg:G655_20505
ko:K03551	psg:G655_20510
ko:K03550	psg:G655_20515
ko:K01159	psg:G655_20520
ko:K01876	psg:G655_20530
ko:K04047	psg:G655_20535
ko:K03704	psg:G655_20540
ko:K03745	psg:G655_20545
ko:K01881	psg:G655_20565
ko:K01512	psg:G655_20575
ko:K07058	psg:G655_20595
ko:K03809	psg:G655_20605
ko:K10763	psg:G655_20615
ko:K09938	psg:G655_20620
ko:K01933	psg:G655_20625
ko:K11175	psg:G655_20630
ko:K09912	psg:G655_20670
ko:K03215	psg:G655_20690
ko:K12339	psg:G655_20695
ko:K07678	psg:G655_20715
ko:K03778	psg:G655_20720
ko:K07014	psg:G655_20735
ko:K02346	psg:G655_20740
ko:K14205	psg:G655_20755
ko:K12262	psg:G655_20765
ko:K03549	psg:G655_20770
ko:K14441	psg:G655_20775
ko:K06213	psg:G655_20790
ko:K03563	psg:G655_20825
ko:K00928	psg:G655_20830
ko:K01872	psg:G655_20835
ko:K01620	psg:G655_20840
ko:K05526	psg:G655_20845
ko:K01484	psg:G655_20855
ko:K06447	psg:G655_20860
ko:K00673	psg:G655_20865
ko:K00673	psg:G655_20870
ko:K10025	psg:G655_20890
ko:K06987	psg:G655_20895
ko:K10023	psg:G655_20900
ko:K10022	psg:G655_20910
ko:K01895	psg:G655_20915
ko:K03721	psg:G655_20985
ko:K00500	psg:G655_20990
ko:K00832	psg:G655_21000
ko:K07262	psg:G655_21005
ko:K15034	psg:G655_21010
ko:K11734	psg:G655_21020
ko:K00457	psg:G655_21025
ko:K07396	psg:G655_21060
ko:K07146	psg:G655_21065
ko:K05527	psg:G655_21070
ko:K09924	psg:G655_21075
ko:K01754	psg:G655_21100
ko:K06203	psg:G655_21125
ko:K01114	psg:G655_21135
ko:K16137	psg:G655_21160
ko:K00432	psg:G655_21165
ko:K03775	psg:G655_21170
ko:K00925	psg:G655_21180
ko:K13788	psg:G655_21185
ko:K07044	psg:G655_21210
ko:K06991	psg:G655_21270
ko:K03322	psg:G655_21310
ko:K01720	psg:G655_21395
ko:K07090	psg:G655_21405
ko:K01118	psg:G655_21440
ko:K13821	psg:G655_21455
ko:K07223	psg:G655_11070
ko:K06995	psg:G655_11095
ko:K08276	psg:G655_11130
ko:K07058	psg:G655_11165
ko:K01150	psg:G655_11185
ko:K01265	psg:G655_11195
ko:K01868	psg:G655_11230
ko:K02520	psg:G655_11235
ko:K02916	psg:G655_11240
ko:K02887	psg:G655_11245
ko:K01889	psg:G655_11250
ko:K01890	psg:G655_11255
ko:K04764	psg:G655_11260
ko:K09384	psg:G655_11315
ko:K07223	psg:G655_11350
ko:K03321	psg:G655_12195
ko:K03893	psg:G655_13650
ko:K13979	psg:G655_13665
ko:K13639	psg:G655_13675
ko:K03587	psg:G655_13680
ko:K06151	psg:G655_13715
ko:K06152	psg:G655_13720
ko:K02525	psg:G655_13745
ko:K03310	psg:G655_13785
ko:K00382	psg:G655_13795
ko:K09699	psg:G655_13800
ko:K00167	psg:G655_13805
ko:K00166	psg:G655_13810
ko:K03168	psg:G655_13825
ko:K07233	psg:G655_14780
ko:K04487	psg:G655_14790
ko:K13896	psg:G655_14795
ko:K13895	psg:G655_14800
ko:K13894	psg:G655_14805
ko:K13893	psg:G655_14810
ko:K11921	psg:G655_14830
ko:K01673	psg:G655_14835
ko:K01725	psg:G655_14840
ko:K03088	psg:G655_14850
ko:K08998	psg:G655_14875
ko:K07862	psg:G655_14895
ko:K14052	psg:G655_14900
ko:K01915	psg:G655_14905
ko:K01652	psg:G655_14925
ko:K15256	psg:G655_14930
ko:K05800	psg:G655_14960
ko:K14347	psg:G655_14970
ko:K00963	psg:G655_14985
ko:K00012	psg:G655_14990
ko:K00253	psg:G655_15030
ko:K01969	psg:G655_15035
ko:K13766	psg:G655_15040
ko:K01968	psg:G655_15045
ko:K01491	psg:G655_16185
ko:K01883	psg:G655_16190
ko:K01886	psg:G655_16195
ko:K03269	psg:G655_16205
ko:K06169	psg:G655_16215
ko:K06938	psg:G655_16225
ko:K01682	psg:G655_16230
ko:K02575	psg:G655_16250
ko:K00362	psg:G655_16260
ko:K00363	psg:G655_16265
ko:K00372	psg:G655_16270
ko:K03088	psg:G655_16285
ko:K16074	psg:G655_16300
ko:K02553	psg:G655_16305
ko:K09773	psg:G655_16325
ko:K03556	psg:G655_16370
ko:K03556	psg:G655_16375
ko:K01665	psg:G655_16380
ko:K02203	psg:G655_16385
ko:K00390	psg:G655_16390
ko:K13634	psg:G655_16400
ko:K00077	psg:G655_16410
ko:K01626	psg:G655_16420
ko:K06975	psg:G655_16425
ko:K02343	psg:G655_17560
ko:K01972	psg:G655_17575
ko:K03528	psg:G655_17580
ko:K03529	psg:G655_17585
ko:K00496	psg:G655_17595
ko:K13481	psg:G655_17600
ko:K13482	psg:G655_17605
ko:K07402	psg:G655_17610
ko:K06901	psg:G655_17625
ko:K07127	psg:G655_17630
ko:K01477	psg:G655_17645
ko:K01483	psg:G655_17650
ko:K11903	psg:G655_17660
ko:K03639	psg:G655_17690
ko:K01608	psg:G655_17705
ko:K00873	psg:G655_17725
ko:K08717	psg:G655_17730
ko:K10716	psg:G655_17735
ko:K02048	psg:G655_17750
ko:K04023	psg:G655_17760
ko:K02444	psg:G655_17765
ko:K00864	psg:G655_17780
ko:K01266	psg:G655_17785
ko:K02199	psg:G655_17815
ko:K02198	psg:G655_17820
ko:K02197	psg:G655_17825
ko:K02196	psg:G655_17830
ko:K01448	psg:G655_26080
ko:K06925	psg:G655_26085
ko:K13288	psg:G655_26100
ko:K06949	psg:G655_26105
ko:K02557	psg:G655_26110
ko:K02556	psg:G655_26115
ko:K01613	psg:G655_26130
ko:K01079	psg:G655_26145
ko:K07038	psg:G655_26155
ko:K09857	psg:G655_26160
ko:K02621	psg:G655_26165
ko:K06985	psg:G655_26170
ko:K02622	psg:G655_26180
ko:K07000	psg:G655_26185
ko:K03651	psg:G655_26190
ko:K09920	psg:G655_26195
ko:K03147	psg:G655_26210
ko:K12340	psg:G655_26215
ko:K00355	psg:G655_26220
ko:K12252	psg:G655_26225
ko:K15866	psg:G655_26245
ko:K02205	psg:G655_26250
ko:K02527	psg:G655_26290
ko:K02195	psg:G655_17835
ko:K02194	psg:G655_17840
ko:K09902	psg:G655_18690
ko:K03684	psg:G655_18695
ko:K06076	psg:G655_18725
ko:K00432	psg:G655_18730
ko:K02233	psg:G655_18760
ko:K00768	psg:G655_18770
ko:K02231	psg:G655_18775
ko:K02232	psg:G655_18780
ko:K02225	psg:G655_18785
ko:K02227	psg:G655_18790
ko:K04719	psg:G655_18795
ko:K02224	psg:G655_18800
ko:K16092	psg:G655_18810
ko:K12658	psg:G655_18825
ko:K02029	psg:G655_18880
ko:K02029	psg:G655_18885
ko:K12537	psg:G655_18935
ko:K12536	psg:G655_18940
ko:K01338	psg:G655_21470
ko:K15256	psg:G655_21490
ko:K15257	psg:G655_21495
ko:K03474	psg:G655_21500
ko:K03584	psg:G655_21505
ko:K03685	psg:G655_21515
ko:K03100	psg:G655_21525
ko:K03596	psg:G655_21530
ko:K03598	psg:G655_21545
ko:K03597	psg:G655_21550
ko:K03088	psg:G655_21555
ko:K00278	psg:G655_21560
ko:K09159	psg:G655_21570
ko:K06980	psg:G655_21575
ko:K07649	psg:G655_21585
ko:K07774	psg:G655_21590
ko:K07795	psg:G655_21600
ko:K03648	psg:G655_21620
ko:K00140	psg:G655_21635
ko:K07118	psg:G655_21665
ko:K09982	psg:G655_21795
ko:K03824	psg:G655_21800
ko:K03561	psg:G655_21900
ko:K02455	psg:G655_21925
ko:K02453	psg:G655_21935
ko:K02462	psg:G655_21940
ko:K02461	psg:G655_21945
ko:K02460	psg:G655_21950
ko:K02456	psg:G655_21955
ko:K02458	psg:G655_21960
ko:K02452	psg:G655_21965
ko:K02457	psg:G655_21970
ko:K02459	psg:G655_21975
ko:K03088	psg:G655_21985
ko:K14161	psg:G655_22010
ko:K03547	psg:G655_22020
ko:K03581	psg:G655_22030
ko:K03582	psg:G655_22035
ko:K03583	psg:G655_22040
ko:K01640	psg:G655_15050
ko:K00451	psg:G655_15060
ko:K01555	psg:G655_15065
ko:K08195	psg:G655_15075
ko:K00019	psg:G655_15090
ko:K02106	psg:G655_15095
ko:K01029	psg:G655_15105
ko:K01028	psg:G655_15110
ko:K09957	psg:G655_15135
ko:K06139	psg:G655_15160
ko:K06138	psg:G655_15165
ko:K06137	psg:G655_15170
ko:K06136	psg:G655_15175
ko:K06135	psg:G655_15180
ko:K03760	psg:G655_15250
ko:K03311	psg:G655_15255
ko:K01118	psg:G655_15300
ko:K06153	psg:G655_15315
ko:K03811	psg:G655_15320
ko:K07088	psg:G655_16500
ko:K07395	psg:G655_16510
ko:K05349	psg:G655_16545
ko:K03223	psg:G655_16550
ko:K03222	psg:G655_16560
ko:K03221	psg:G655_16580
ko:K03220	psg:G655_16590
ko:K03219	psg:G655_16595
ko:K03230	psg:G655_16665
ko:K04058	psg:G655_16690
ko:K03224	psg:G655_16695
ko:K03225	psg:G655_16710
ko:K03226	psg:G655_16715
ko:K12266	psg:G655_11665
ko:K05916	psg:G655_11670
ko:K07234	psg:G655_11680
ko:K07084	psg:G655_11730
ko:K00343	psg:G655_11750
ko:K00342	psg:G655_11755
ko:K00341	psg:G655_11760
ko:K00340	psg:G655_11765
ko:K00339	psg:G655_11770
ko:K00338	psg:G655_11775
ko:K00337	psg:G655_11780
ko:K00334	psg:G655_11795
ko:K13378	psg:G655_11800
ko:K00331	psg:G655_11805
ko:K00330	psg:G655_11810
ko:K07093	psg:G655_11820
ko:K01637	psg:G655_11825
ko:K01756	psg:G655_11855
ko:K07153	psg:G655_11865
ko:K00566	psg:G655_11870
ko:K00031	psg:G655_11880
ko:K00031	psg:G655_11885
ko:K03704	psg:G655_11890
ko:K06891	psg:G655_11895
ko:K03694	psg:G655_11900
ko:K02518	psg:G655_11905
ko:K00684	psg:G655_11915
ko:K00384	psg:G655_11920
ko:K03466	psg:G655_11925
ko:K03272	psg:G655_26330
ko:K13038	psg:G655_28000
ko:K15778	psg:G655_28010
ko:K00930	psg:G655_28015
ko:K07107	psg:G655_28045
ko:K00762	psg:G655_28055
ko:K01142	psg:G655_28060
ko:K09940	psg:G655_28065
ko:K00989	psg:G655_28070
ko:K00942	psg:G655_28080
ko:K03060	psg:G655_28085
ko:K04761	psg:G655_28120
ko:K03655	psg:G655_28125
ko:K05787	psg:G655_28140
ko:K05297	psg:G655_28145
ko:K11477	psg:G655_28160
ko:K11473	psg:G655_28165
ko:K11472	psg:G655_28170
ko:K11474	psg:G655_28180
ko:K03181	psg:G655_28185
ko:K03179	psg:G655_28190
ko:K07636	psg:G655_28205
ko:K02039	psg:G655_28225
ko:K02036	psg:G655_28230
ko:K02038	psg:G655_28235
ko:K02037	psg:G655_28240
ko:K02040	psg:G655_28245
ko:K02687	psg:G655_25580
ko:K03557	psg:G655_25595
ko:K00602	psg:G655_25600
ko:K01945	psg:G655_25605
ko:K11959	psg:G655_25625
ko:K11960	psg:G655_25630
ko:K11961	psg:G655_25635
ko:K11962	psg:G655_25640
ko:K11963	psg:G655_25645
ko:K03190	psg:G655_25655
ko:K01430	psg:G655_25660
ko:K03823	psg:G655_25665
ko:K01429	psg:G655_25670
ko:K01428	psg:G655_25675
ko:K04046	psg:G655_25705
ko:K04064	psg:G655_25720
ko:K07290	psg:G655_25735
ko:K03594	psg:G655_25740
ko:K07644	psg:G655_25770
ko:K03187	psg:G655_25795
ko:K03188	psg:G655_25800
ko:K03189	psg:G655_25805
ko:K03192	psg:G655_25810
ko:K03088	psg:G655_25820
ko:K16087	psg:G655_25825
ko:K05548	psg:G655_25840
ko:K01961	psg:G655_25570
ko:K00574	psg:G655_23885
ko:K09701	psg:G655_23890
ko:K03695	psg:G655_23940
ko:K05810	psg:G655_23945
ko:K06180	psg:G655_23950
ko:K05807	psg:G655_23955
ko:K06950	psg:G655_23960
ko:K02668	psg:G655_23965
ko:K02667	psg:G655_23970
ko:K08084	psg:G655_23980
ko:K02671	psg:G655_23990
ko:K02672	psg:G655_23995
ko:K02673	psg:G655_24000
ko:K02655	psg:G655_24015
ko:K03527	psg:G655_24020
ko:K03774	psg:G655_24025
ko:K03101	psg:G655_24030
ko:K01870	psg:G655_24035
ko:K11753	psg:G655_24040
ko:K03980	psg:G655_24045
ko:K02968	psg:G655_24050
ko:K05805	psg:G655_24055
ko:K00931	psg:G655_24060
ko:K03979	psg:G655_24065
ko:K02899	psg:G655_24070
ko:K02888	psg:G655_24075
ko:K02523	psg:G655_24080
ko:K03773	psg:G655_24095
ko:K14414	psg:G655_24140
ko:K14415	psg:G655_24150
ko:K07074	psg:G655_24155
ko:K00428	psg:G655_24170
ko:K00262	psg:G655_24175
ko:K06076	psg:G655_24180
ko:K02003	psg:G655_24205
ko:K00600	psg:G655_24250
ko:K06200	psg:G655_24275
ko:K04485	psg:G655_24290
ko:K09794	psg:G655_24300
ko:K03781	psg:G655_24310
ko:K03282	psg:G655_24315
ko:K00528	psg:G655_24320
ko:K07141	psg:G655_24335
ko:K07402	psg:G655_24340
ko:K11733	psg:G655_24410
ko:K07490	psg:G655_22405
ko:K04759	psg:G655_22410
ko:K04758	psg:G655_22415
ko:K05596	psg:G655_22440
ko:K09964	psg:G655_22445
ko:K06895	psg:G655_22450
ko:K04564	psg:G655_22455
ko:K03744	psg:G655_22470
ko:K07231	psg:G655_22475
ko:K09947	psg:G655_22490
ko:K00763	psg:G655_22505
ko:K06199	psg:G655_22545
ko:K04077	psg:G655_22555
ko:K04078	psg:G655_22560
ko:K07113	psg:G655_22565
ko:K07226	psg:G655_22570
ko:K07443	psg:G655_22590
ko:K08218	psg:G655_22595
ko:K09767	psg:G655_22605
ko:K06876	psg:G655_23870
ko:K07507	psg:G655_24445
ko:K07286	psg:G655_24475
ko:K00116	psg:G655_24480
ko:K00760	psg:G655_24505
ko:K00761	psg:G655_24510
ko:K07347	psg:G655_24540
ko:K01772	psg:G655_24555
ko:K07071	psg:G655_24560
ko:K06955	psg:G655_24565
ko:K01669	psg:G655_24580
ko:K01776	psg:G655_24590
ko:K02493	psg:G655_24600
ko:K02835	psg:G655_24605
ko:K02492	psg:G655_24610
ko:K02494	psg:G655_24620
ko:K00919	psg:G655_24625
ko:K00948	psg:G655_24630
ko:K02897	psg:G655_24635
ko:K01056	psg:G655_24640
ko:K06942	psg:G655_24645
ko:K01673	psg:G655_24665
ko:K03789	psg:G655_24675
ko:K02012	psg:G655_24720
ko:K02011	psg:G655_24725
ko:K00053	psg:G655_24750
ko:K01653	psg:G655_24755
ko:K01652	psg:G655_24760
ko:K05365	psg:G655_24780
ko:K02013	psg:G655_24810
ko:K02015	psg:G655_24815
ko:K02016	psg:G655_24820
ko:K07225	psg:G655_24825
ko:K16087	psg:G655_24830
ko:K14261	psg:G655_24855
ko:K06901	psg:G655_24875
ko:K06206	psg:G655_24885
ko:K06204	psg:G655_24895
ko:K01894	psg:G655_24900
ko:K00950	psg:G655_24920
ko:K00606	psg:G655_24925
ko:K01918	psg:G655_24930
ko:K01579	psg:G655_24935
ko:K01810	psg:G655_24940
ko:K01895	psg:G655_24945
ko:K00962	psg:G655_24980
ko:K02956	psg:G655_24985
ko:K02834	psg:G655_24995
ko:K02519	psg:G655_25000
ko:K02600	psg:G655_25005
ko:K09748	psg:G655_25010
ko:K03075	psg:G655_25015
ko:K01803	psg:G655_25020
ko:K03431	psg:G655_25025
ko:K00796	psg:G655_25030
ko:K03798	psg:G655_25035
ko:K07574	psg:G655_25045
ko:K03624	psg:G655_25055
ko:K01955	psg:G655_25060
ko:K02030	psg:G655_26730
ko:K11441	psg:G655_13735
ko:K00032	psg:G655_13725
ko:K11250	psg:G655_25065
ko:K01956	psg:G655_25070
ko:K00215	psg:G655_25075
ko:K03686	psg:G655_25080
ko:K04043	psg:G655_25085
ko:K03687	psg:G655_25090
ko:K03631	psg:G655_25095
ko:K06186	psg:G655_25105
ko:K09801	psg:G655_25110
ko:K03664	psg:G655_25120
ko:K03303	psg:G655_25130
ko:K01611	psg:G655_25145
ko:K00797	psg:G655_25150
ko:K09962	psg:G655_25175
ko:K15268	psg:G655_25180
ko:K07178	psg:G655_25185
ko:K06219	psg:G655_25235
ko:K01126	psg:G655_25245
ko:K03833	psg:G655_25355
ko:K01042	psg:G655_25360
ko:K02380	psg:G655_25365
ko:K00123	psg:G655_25380
ko:K00123	psg:G655_25385
ko:K09936	psg:G655_25400
ko:K06940	psg:G655_25410
ko:K03327	psg:G655_25430
ko:K03324	psg:G655_25440
ko:K01531	psg:G655_25455
ko:K00675	psg:G655_25465
ko:K08983	psg:G655_25470
ko:K00382	psg:G655_25475
ko:K07124	psg:G655_25490
ko:K11068	psg:G655_25495
ko:K03113	psg:G655_25530
ko:K04084	psg:G655_25555
ko:K03786	psg:G655_25560
ko:K02160	psg:G655_25565
ko:K00077	psg:G655_22615
ko:K00798	psg:G655_22625
ko:K00620	psg:G655_22640
ko:K03070	psg:G655_22645
ko:K02535	psg:G655_22660
ko:K03531	psg:G655_22665
ko:K03590	psg:G655_22670
ko:K03589	psg:G655_22675
ko:K01921	psg:G655_22680
ko:K01924	psg:G655_22685
ko:K02563	psg:G655_22690
ko:K03588	psg:G655_22695
ko:K01925	psg:G655_22700
ko:K01000	psg:G655_22705
ko:K01929	psg:G655_22710
ko:K01928	psg:G655_22715
ko:K03587	psg:G655_22720
ko:K03586	psg:G655_22725
ko:K03438	psg:G655_22730
ko:K03925	psg:G655_22735
ko:K07056	psg:G655_22740
ko:K07121	psg:G655_22745
ko:K07460	psg:G655_22750
ko:K03271	psg:G655_22755
ko:K03600	psg:G655_22765
ko:K03599	psg:G655_22770
ko:K00413	psg:G655_22775
ko:K00412	psg:G655_22780
ko:K00411	psg:G655_22785
ko:K02996	psg:G655_22790
ko:K02871	psg:G655_22795
ko:K06916	psg:G655_22820
ko:K01867	psg:G655_22825
ko:K07018	psg:G655_22830
ko:K09908	psg:G655_22835
ko:K00955	psg:G655_22840
ko:K00957	psg:G655_22845
ko:K04691	psg:G655_22860
ko:K00817	psg:G655_22865
ko:K00013	psg:G655_22870
ko:K00765	psg:G655_22875
ko:K00790	psg:G655_22880
ko:K07122	psg:G655_22890
ko:K07323	psg:G655_22895
ko:K02066	psg:G655_22905
ko:K02065	psg:G655_22910
ko:K06041	psg:G655_22915
ko:K03270	psg:G655_22920
ko:K11719	psg:G655_22925
ko:K09774	psg:G655_22930
ko:K06861	psg:G655_22935
ko:K03092	psg:G655_22940
ko:K05808	psg:G655_22945
ko:K06958	psg:G655_22955
ko:K07238	psg:G655_22965
ko:K04564	psg:G655_22975
ko:K03592	psg:G655_22995
ko:K09889	psg:G655_23000
ko:K03568	psg:G655_23005
ko:K08301	psg:G655_23020
ko:K06287	psg:G655_23025
ko:K03571	psg:G655_23030
ko:K03570	psg:G655_23035
ko:K03569	psg:G655_23040
ko:K02435	psg:G655_23045
ko:K02434	psg:G655_23055
ko:K03642	psg:G655_23060
ko:K06894	psg:G655_23080
ko:K09934	psg:G655_23085
ko:K15012	psg:G655_23100
ko:K15011	psg:G655_23105
ko:K12368	psg:G655_23115
ko:K12368	psg:G655_23135
ko:K12368	psg:G655_23145
ko:K12369	psg:G655_23150
ko:K12370	psg:G655_23155
ko:K12371	psg:G655_23160
ko:K12372	psg:G655_23165
ko:K07160	psg:G655_23190
ko:K16090	psg:G655_23205
ko:K01581	psg:G655_23230
ko:K03807	psg:G655_23240
ko:K03806	psg:G655_23245
ko:K00767	psg:G655_23255
ko:K02652	psg:G655_23265
ko:K02654	psg:G655_23275
ko:K00859	psg:G655_23280
ko:K09862	psg:G655_23285
ko:K03885	psg:G655_23325
ko:K06916	psg:G655_23330
ko:K12055	psg:G655_23345
ko:K03168	psg:G655_23455
ko:K02669	psg:G655_23510
ko:K10806	psg:G655_28255
ko:K02167	psg:G655_28270
ko:K02168	psg:G655_28275
ko:K02000	psg:G655_28280
ko:K02001	psg:G655_28285
ko:K02002	psg:G655_28290
ko:K01752	psg:G655_28295
ko:K07107	psg:G655_28325
ko:K02002	psg:G655_28340
ko:K01438	psg:G655_28350
ko:K00612	psg:G655_26375
ko:K02848	psg:G655_26395
ko:K02844	psg:G655_26400
ko:K02841	psg:G655_26405
ko:K00826	psg:G655_26415
ko:K00982	psg:G655_26420
ko:K00163	psg:G655_26425
ko:K00627	psg:G655_26430
ko:K07115	psg:G655_26445
ko:K05802	psg:G655_26460
ko:K07090	psg:G655_26470
ko:K01740	psg:G655_26475
ko:K08224	psg:G655_26500
ko:K01599	psg:G655_26520
ko:K00266	psg:G655_26525
ko:K03112	psg:G655_26535
ko:K01735	psg:G655_26540
ko:K00891	psg:G655_26545
ko:K02666	psg:G655_26550
ko:K02662	psg:G655_26570
ko:K05366	psg:G655_26575
ko:K00029	psg:G655_26580
ko:K02909	psg:G655_26595
ko:K04066	psg:G655_26600
ko:K01887	psg:G655_26605
