ko:K01006	lmx:LMOSLCC2372_1933
ko:K07404	lmx:LMOSLCC2372_0567
ko:K01523	lmx:LMOSLCC2372_0570
ko:K01496	lmx:LMOSLCC2372_0571
ko:K09167	lmx:LMOSLCC2372_0894
ko:K08981	lmx:LMOSLCC2372_0895
ko:K07315	lmx:LMOSLCC2372_0904
ko:K03090	lmx:LMOSLCC2372_0907
ko:K05518	lmx:LMOSLCC2372_0908
ko:K03095	lmx:LMOSLCC2372_0911
ko:K03492	lmx:LMOSLCC2372_0915
ko:K00383	lmx:LMOSLCC2372_0919
ko:K00135	lmx:LMOSLCC2372_0926
ko:K03491	lmx:LMOSLCC2372_0931
ko:K00867	lmx:LMOSLCC2372_0935
ko:K01104	lmx:LMOSLCC2372_0951
ko:K02564	lmx:LMOSLCC2372_0970
ko:K07816	lmx:LMOSLCC2372_0980
ko:K16651	lmx:LMOSLCC2372_1165
ko:K02851	lmx:LMOSLCC2372_2582
ko:K01507	lmx:LMOSLCC2372_0339
ko:K00616	lmx:LMOSLCC2372_0344
ko:K00244	lmx:LMOSLCC2372_0356
ko:K00567	lmx:LMOSLCC2372_1010
ko:K03697	lmx:LMOSLCC2372_1011
ko:K02004	lmx:LMOSLCC2372_1076
ko:K01092	lmx:LMOSLCC2372_1080
ko:K01958	lmx:LMOSLCC2372_1086
ko:K09693	lmx:LMOSLCC2372_1089
ko:K01916	lmx:LMOSLCC2372_1107
ko:K06889	lmx:LMOSLCC2372_1123
ko:K04750	lmx:LMOSLCC2372_1301
ko:K03486	lmx:LMOSLCC2372_1314
ko:K01226	lmx:LMOSLCC2372_1315
ko:K09764	lmx:LMOSLCC2372_1387
ko:K03177	lmx:LMOSLCC2372_1389
ko:K01934	lmx:LMOSLCC2372_1397
ko:K00845	lmx:LMOSLCC2372_1400
ko:K02249	lmx:LMOSLCC2372_1402
ko:K02248	lmx:LMOSLCC2372_1403
ko:K02246	lmx:LMOSLCC2372_1405
ko:K02245	lmx:LMOSLCC2372_1406
ko:K02244	lmx:LMOSLCC2372_1407
ko:K02243	lmx:LMOSLCC2372_1408
ko:K01262	lmx:LMOSLCC2372_1415
ko:K13921	lmx:LMOSLCC2372_1161
ko:K04720	lmx:LMOSLCC2372_1164
ko:K03399	lmx:LMOSLCC2372_1192
ko:K02190	lmx:LMOSLCC2372_1198
ko:K02009	lmx:LMOSLCC2372_1201
ko:K02004	lmx:LMOSLCC2372_1220
ko:K06994	lmx:LMOSLCC2372_1222
ko:K03471	lmx:LMOSLCC2372_1224
ko:K02428	lmx:LMOSLCC2372_1235
ko:K03713	lmx:LMOSLCC2372_1359
ko:K09976	lmx:LMOSLCC2372_1367
ko:K07052	lmx:LMOSLCC2372_1012
ko:K11189	lmx:LMOSLCC2372_1016
ko:K08483	lmx:LMOSLCC2372_1017
ko:K00841	lmx:LMOSLCC2372_1020
ko:K05822	lmx:LMOSLCC2372_1025
ko:K06201	lmx:LMOSLCC2372_1032
ko:K11617	lmx:LMOSLCC2372_1035
ko:K11618	lmx:LMOSLCC2372_1036
ko:K03499	lmx:LMOSLCC2372_1037
ko:K02755	lmx:LMOSLCC2372_1049
ko:K02756	lmx:LMOSLCC2372_1049
ko:K02757	lmx:LMOSLCC2372_1049
ko:K02017	lmx:LMOSLCC2372_1053
ko:K03635	lmx:LMOSLCC2372_1058
ko:K00929	lmx:LMOSLCC2372_1431
ko:K00033	lmx:LMOSLCC2372_1438
ko:K01823	lmx:LMOSLCC2372_1444
ko:K02056	lmx:LMOSLCC2372_1450
ko:K00059	lmx:LMOSLCC2372_1455
ko:K02443	lmx:LMOSLCC2372_1466
ko:K03488	lmx:LMOSLCC2372_2498
ko:K07032	lmx:LMOSLCC2372_2499
ko:K01580	lmx:LMOSLCC2372_2496
ko:K01439	lmx:LMOSLCC2372_1685
ko:K06994	lmx:LMOSLCC2372_2525
ko:K09762	lmx:LMOSLCC2372_2534
ko:K01835	lmx:LMOSLCC2372_2537
ko:K01785	lmx:LMOSLCC2372_2538
ko:K01784	lmx:LMOSLCC2372_2539
ko:K06023	lmx:LMOSLCC2372_2545
ko:K07658	lmx:LMOSLCC2372_2563
ko:K00016	lmx:LMOSLCC2372_1732
ko:K09815	lmx:LMOSLCC2372_1736
ko:K08680	lmx:LMOSLCC2372_1739
ko:K02552	lmx:LMOSLCC2372_1741
ko:K01760	lmx:LMOSLCC2372_1744
ko:K02242	lmx:LMOSLCC2372_2575
ko:K02240	lmx:LMOSLCC2372_2576
ko:K07692	lmx:LMOSLCC2372_2578
ko:K02549	lmx:LMOSLCC2372_2583
ko:K02116	lmx:LMOSLCC2372_2599
ko:K09825	lmx:LMOSLCC2372_1749
ko:K07586	lmx:LMOSLCC2372_1753
ko:K07027	lmx:LMOSLCC2372_2617
ko:K03048	lmx:LMOSLCC2372_2624
ko:K02035	lmx:LMOSLCC2372_2633
ko:K02004	lmx:LMOSLCC2372_2646
ko:K07504	lmx:LMOSLCC2372_1783
ko:K09963	lmx:LMOSLCC2372_1784
ko:K02025	lmx:LMOSLCC2372_1797
ko:K02004	lmx:LMOSLCC2372_1812
ko:K02433	lmx:LMOSLCC2372_1821
ko:K07094	lmx:LMOSLCC2372_1826
ko:K03593	lmx:LMOSLCC2372_2656
ko:K01426	lmx:LMOSLCC2372_2669
ko:K00939	lmx:LMOSLCC2372_2677
ko:K01258	lmx:LMOSLCC2372_1846
ko:K01104	lmx:LMOSLCC2372_1866
ko:K09787	lmx:LMOSLCC2372_1868
ko:K00805	lmx:LMOSLCC2372_2706
ko:K00805	lmx:LMOSLCC2372_2707
ko:K01470	lmx:LMOSLCC2372_2713
ko:K07048	lmx:LMOSLCC2372_2714
ko:K03475	lmx:LMOSLCC2372_2715
ko:K02822	lmx:LMOSLCC2372_2716
ko:K02775	lmx:LMOSLCC2372_2731
ko:K00059	lmx:LMOSLCC2372_1873
ko:K07030	lmx:LMOSLCC2372_1880
ko:K00949	lmx:LMOSLCC2372_1883
ko:K02823	lmx:LMOSLCC2372_1900
ko:K02824	lmx:LMOSLCC2372_1905
ko:K03325	lmx:LMOSLCC2372_2750
ko:K00851	lmx:LMOSLCC2372_2791
ko:K07213	lmx:LMOSLCC2372_1918
ko:K03784	lmx:LMOSLCC2372_1922
ko:K03810	lmx:LMOSLCC2372_1924
ko:K07305	lmx:LMOSLCC2372_1925
ko:K07304	lmx:LMOSLCC2372_1926
ko:K03469	lmx:LMOSLCC2372_1946
ko:K03700	lmx:LMOSLCC2372_1957
ko:K16012	lmx:LMOSLCC2372_2794
ko:K16013	lmx:LMOSLCC2372_2795
ko:K04750	lmx:LMOSLCC2372_2803
ko:K01191	lmx:LMOSLCC2372_2813
ko:K08161	lmx:LMOSLCC2372_2820
ko:K00616	lmx:LMOSLCC2372_2822
ko:K07343	lmx:LMOSLCC2372_2825
ko:K03342	lmx:LMOSLCC2372_2829
ko:K07258	lmx:LMOSLCC2372_2833
ko:K00088	lmx:LMOSLCC2372_2837
ko:K02086	lmx:LMOSLCC2372_1961
ko:K00974	lmx:LMOSLCC2372_1971
ko:K00027	lmx:LMOSLCC2372_1981
ko:K04517	lmx:LMOSLCC2372_1990
ko:K00805	lmx:LMOSLCC2372_1996
ko:K00805	lmx:LMOSLCC2372_1998
ko:K01104	lmx:LMOSLCC2372_2002
ko:K08724	lmx:LMOSLCC2372_2106
ko:K08152	lmx:LMOSLCC2372_2110
ko:K07177	lmx:LMOSLCC2372_2117
ko:K07052	lmx:LMOSLCC2372_2137
ko:K06889	lmx:LMOSLCC2372_2141
ko:K01409	lmx:LMOSLCC2372_2142
ko:K02755	lmx:LMOSLCC2372_2851
ko:K02756	lmx:LMOSLCC2372_2851
ko:K02757	lmx:LMOSLCC2372_2851
ko:K03488	lmx:LMOSLCC2372_2852
ko:K02004	lmx:LMOSLCC2372_2854
ko:K03491	lmx:LMOSLCC2372_2863
ko:K02755	lmx:LMOSLCC2372_2866
ko:K02756	lmx:LMOSLCC2372_2866
ko:K02757	lmx:LMOSLCC2372_2866
ko:K03488	lmx:LMOSLCC2372_2867
ko:K02798	lmx:LMOSLCC2372_2876
ko:K02799	lmx:LMOSLCC2372_2878
ko:K02800	lmx:LMOSLCC2372_2878
ko:K01788	lmx:LMOSLCC2372_2880
ko:K01424	lmx:LMOSLCC2372_2007
ko:K03783	lmx:LMOSLCC2372_2019
ko:K04763	lmx:LMOSLCC2372_2021
ko:K03711	lmx:LMOSLCC2372_2022
ko:K01515	lmx:LMOSLCC2372_2031
ko:K07048	lmx:LMOSLCC2372_2036
ko:K03475	lmx:LMOSLCC2372_2037
ko:K02822	lmx:LMOSLCC2372_2038
ko:K02821	lmx:LMOSLCC2372_2039
ko:K00784	lmx:LMOSLCC2372_2043
ko:K05020	lmx:LMOSLCC2372_2159
ko:K00882	lmx:LMOSLCC2372_2162
ko:K02775	lmx:LMOSLCC2372_2163
ko:K00625	lmx:LMOSLCC2372_2170
ko:K07098	lmx:LMOSLCC2372_2174
ko:K02004	lmx:LMOSLCC2372_2183
ko:K00691	lmx:LMOSLCC2372_2189
ko:K07052	lmx:LMOSLCC2372_2195
ko:K00059	lmx:LMOSLCC2372_2895
ko:K00058	lmx:LMOSLCC2372_2904
ko:K04844	lmx:LMOSLCC2372_2913
ko:K02025	lmx:LMOSLCC2372_2918
ko:K01629	lmx:LMOSLCC2372_2926
ko:K01813	lmx:LMOSLCC2372_2927
ko:K06610	lmx:LMOSLCC2372_2929
ko:K06346	lmx:LMOSLCC2372_2932
ko:K04086	lmx:LMOSLCC2372_p0048
ko:K01619	lmx:LMOSLCC2372_2061
ko:K02793	lmx:LMOSLCC2372_2063
ko:K07720	lmx:LMOSLCC2372_2077
ko:K09704	lmx:LMOSLCC2372_2080
ko:K01191	lmx:LMOSLCC2372_2081
ko:K01191	lmx:LMOSLCC2372_2082
ko:K07105	lmx:LMOSLCC2372_2088
ko:K07035	lmx:LMOSLCC2372_2213
ko:K01759	lmx:LMOSLCC2372_2236
ko:K01026	lmx:LMOSLCC2372_2240
ko:K10823	lmx:LMOSLCC2372_2260
ko:K15583	lmx:LMOSLCC2372_2261
ko:K15582	lmx:LMOSLCC2372_2262
ko:K06976	lmx:LMOSLCC2372_2277
ko:K07533	lmx:LMOSLCC2372_2287
ko:K03698	lmx:LMOSLCC2372_2288
ko:K00626	lmx:LMOSLCC2372_1475
ko:K01641	lmx:LMOSLCC2372_1476
ko:K06902	lmx:LMOSLCC2372_1478
ko:K01679	lmx:LMOSLCC2372_2293
ko:K12555	lmx:LMOSLCC2372_2297
ko:K06889	lmx:LMOSLCC2372_2329
ko:K05845	lmx:LMOSLCC2372_1483
ko:K05846	lmx:LMOSLCC2372_1483
ko:K00383	lmx:LMOSLCC2372_1494
ko:K07533	lmx:LMOSLCC2372_1506
ko:K02076	lmx:LMOSLCC2372_1507
ko:K15986	lmx:LMOSLCC2372_1510
ko:K03700	lmx:LMOSLCC2372_2364
ko:K01489	lmx:LMOSLCC2372_1525
ko:K02238	lmx:LMOSLCC2372_1544
ko:K06948	lmx:LMOSLCC2372_1553
ko:K01243	lmx:LMOSLCC2372_1556
ko:K02004	lmx:LMOSLCC2372_1568
ko:K00882	lmx:LMOSLCC2372_2398
ko:K18344	lmx:LMOSLCC2372_1074
ko:K03436	lmx:LMOSLCC2372_2399
ko:K01372	lmx:LMOSLCC2372_2400
ko:K06183	lmx:LMOSLCC2372_2404
ko:K02564	lmx:LMOSLCC2372_2421
ko:K01580	lmx:LMOSLCC2372_2426
ko:K00016	lmx:LMOSLCC2372_1596
ko:K04518	lmx:LMOSLCC2372_1598
ko:K07584	lmx:LMOSLCC2372_1603
ko:K02236	lmx:LMOSLCC2372_1612
ko:K07570	lmx:LMOSLCC2372_2432
ko:K02004	lmx:LMOSLCC2372_2434
ko:K03768	lmx:LMOSLCC2372_2440
ko:K05565	lmx:LMOSLCC2372_2442
ko:K05568	lmx:LMOSLCC2372_2445
ko:K05570	lmx:LMOSLCC2372_2447
ko:K00657	lmx:LMOSLCC2372_2463
ko:K01719	lmx:LMOSLCC2372_1618
ko:K11144	lmx:LMOSLCC2372_1623
ko:K03346	lmx:LMOSLCC2372_1624
ko:K10563	lmx:LMOSLCC2372_1627
ko:K06286	lmx:LMOSLCC2372_1659
ko:K07729	lmx:LMOSLCC2372_2471
ko:K04488	lmx:LMOSLCC2372_2475
ko:K16898	lmx:LMOSLCC2372_2334
ko:K14229	lmx:LMOSLCC2372tRNA01
ko:K14229	lmx:LMOSLCC2372tRNA45
ko:K01834	lmx:LMOSLCC2372_2273
ko:K14229	lmx:LMOSLCC2372tRNA36
ko:K01977	lmx:LMOSLCC2372rRNA01
ko:K01980	lmx:LMOSLCC2372rRNA05
ko:K01980	lmx:LMOSLCC2372rRNA08
ko:K01980	lmx:LMOSLCC2372rRNA11
ko:K01980	lmx:LMOSLCC2372rRNA14
ko:K14225	lmx:LMOSLCC2372tRNA34
ko:K14219	lmx:LMOSLCC2372tRNA17
ko:K14219	lmx:LMOSLCC2372tRNA32
ko:K14218	lmx:LMOSLCC2372tRNA10
ko:K14226	lmx:LMOSLCC2372tRNA50
ko:K14231	lmx:LMOSLCC2372tRNA24
ko:K14231	lmx:LMOSLCC2372tRNA53
ko:K14230	lmx:LMOSLCC2372tRNA26
ko:K14230	lmx:LMOSLCC2372tRNA28
ko:K14230	lmx:LMOSLCC2372tRNA29
ko:K14230	lmx:LMOSLCC2372tRNA55
ko:K14218	lmx:LMOSLCC2372tRNA30
ko:K14236	lmx:LMOSLCC2372tRNA43
ko:K14236	lmx:LMOSLCC2372tRNA52
ko:K14223	lmx:LMOSLCC2372tRNA44
ko:K14223	lmx:LMOSLCC2372tRNA49
ko:K14222	lmx:LMOSLCC2372tRNA47
ko:K14235	lmx:LMOSLCC2372tRNA51
ko:K14221	lmx:LMOSLCC2372tRNA54
ko:K14224	lmx:LMOSLCC2372tRNA57
ko:K14220	lmx:LMOSLCC2372tRNA59
ko:K14220	lmx:LMOSLCC2372tRNA64
ko:K02030	lmx:LMOSLCC2372_1804
ko:K02006	lmx:LMOSLCC2372_1203
ko:K01980	lmx:LMOSLCC2372rRNA02
ko:K14234	lmx:LMOSLCC2372tRNA63
ko:K14225	lmx:LMOSLCC2372tRNA06
ko:K14225	lmx:LMOSLCC2372tRNA16
ko:K01985	lmx:LMOSLCC2372rRNA13
ko:K01985	lmx:LMOSLCC2372rRNA16
ko:K14226	lmx:LMOSLCC2372tRNA23
ko:K14227	lmx:LMOSLCC2372tRNA61
ko:K01980	lmx:LMOSLCC2372rRNA17
ko:K14227	lmx:LMOSLCC2372tRNA66
ko:K01977	lmx:LMOSLCC2372rRNA18
ko:K14237	lmx:LMOSLCC2372tRNA67
ko:K02226	lmx:LMOSLCC2372_1144
ko:K18345	lmx:LMOSLCC2372_1075
ko:K14220	lmx:LMOSLCC2372tRNA12
ko:K14229	lmx:LMOSLCC2372tRNA04
ko:K14220	lmx:LMOSLCC2372tRNA20
ko:K11991	lmx:LMOSLCC2372_2798
ko:K07979	lmx:LMOSLCC2372_2309
ko:K08986	lmx:LMOSLCC2372_0934
ko:K10974	lmx:LMOSLCC2372_0461
ko:K14237	lmx:LMOSLCC2372tRNA02
ko:K14237	lmx:LMOSLCC2372tRNA38
ko:K14237	lmx:LMOSLCC2372tRNA56
ko:K14234	lmx:LMOSLCC2372tRNA03
ko:K14234	lmx:LMOSLCC2372tRNA37
ko:K14234	lmx:LMOSLCC2372tRNA42
ko:K14228	lmx:LMOSLCC2372tRNA05
ko:K14228	lmx:LMOSLCC2372tRNA07
ko:K14228	lmx:LMOSLCC2372tRNA33
ko:K14228	lmx:LMOSLCC2372tRNA35
ko:K14228	lmx:LMOSLCC2372tRNA40
ko:K14228	lmx:LMOSLCC2372tRNA46
ko:K14232	lmx:LMOSLCC2372tRNA31
ko:K14218	lmx:LMOSLCC2372tRNA60
ko:K14218	lmx:LMOSLCC2372tRNA65
ko:K01985	lmx:LMOSLCC2372rRNA06
ko:K01985	lmx:LMOSLCC2372rRNA07
ko:K01985	lmx:LMOSLCC2372rRNA10
ko:K14233	lmx:LMOSLCC2372tRNA11
ko:K14233	lmx:LMOSLCC2372tRNA13
ko:K14233	lmx:LMOSLCC2372tRNA19
ko:K14233	lmx:LMOSLCC2372tRNA27
ko:K14233	lmx:LMOSLCC2372tRNA58
ko:K14224	lmx:LMOSLCC2372tRNA14
ko:K14224	lmx:LMOSLCC2372tRNA18
ko:K14224	lmx:LMOSLCC2372tRNA41
ko:K14221	lmx:LMOSLCC2372tRNA15
ko:K14221	lmx:LMOSLCC2372tRNA25
ko:K14227	lmx:LMOSLCC2372tRNA21
ko:K02008	lmx:LMOSLCC2372_1202
ko:K04027	lmx:LMOSLCC2372_1177
ko:K14225	lmx:LMOSLCC2372tRNA22
ko:K14225	lmx:LMOSLCC2372tRNA48
ko:K14219	lmx:LMOSLCC2372tRNA08
ko:K14219	lmx:LMOSLCC2372tRNA39
ko:K14219	lmx:LMOSLCC2372tRNA62
ko:K14232	lmx:LMOSLCC2372tRNA09
ko:K16899	lmx:LMOSLCC2372_2335
ko:K06400	lmx:LMOSLCC2372_2394
ko:K16960	lmx:LMOSLCC2372_2408
ko:K16959	lmx:LMOSLCC2372_2409
ko:K16958	lmx:LMOSLCC2372_2410
ko:K16957	lmx:LMOSLCC2372_2411
ko:K10027	lmx:LMOSLCC2372_1014
ko:K11070	lmx:LMOSLCC2372_0819
ko:K01992	lmx:LMOSLCC2372_2294
ko:K01990	lmx:LMOSLCC2372_2295
ko:K02029	lmx:LMOSLCC2372_0857
ko:K02030	lmx:LMOSLCC2372_0857
ko:K02029	lmx:LMOSLCC2372_2318
ko:K02030	lmx:LMOSLCC2372_2318
ko:K17319	lmx:LMOSLCC2372_2076
ko:K17318	lmx:LMOSLCC2372_2074
ko:K02028	lmx:LMOSLCC2372_1805
ko:K01990	lmx:LMOSLCC2372_2283
ko:K13923	lmx:LMOSLCC2372_1155
ko:K01992	lmx:LMOSLCC2372_2029
ko:K01992	lmx:LMOSLCC2372_2208
ko:K02028	lmx:LMOSLCC2372_2319
ko:K02028	lmx:LMOSLCC2372_0858
ko:K17320	lmx:LMOSLCC2372_2075
ko:K00951	lmx:LMOSLCC2372_1585
ko:K00265	lmx:LMOSLCC2372_1800
ko:K01992	lmx:LMOSLCC2372_2282
ko:K01992	lmx:LMOSLCC2372_0767
ko:K09692	lmx:LMOSLCC2372_1088
ko:K17472	lmx:LMOSLCC2372_1577
ko:K01992	lmx:LMOSLCC2372_0678
ko:K01992	lmx:LMOSLCC2372_0994
ko:K01992	lmx:LMOSLCC2372_2307
ko:K10112	lmx:LMOSLCC2372_0279
ko:K17686	lmx:LMOSLCC2372_1919
ko:K01990	lmx:LMOSLCC2372_0677
ko:K01990	lmx:LMOSLCC2372_0993
ko:K01990	lmx:LMOSLCC2372_2030
ko:K01990	lmx:LMOSLCC2372_2308
ko:K01990	lmx:LMOSLCC2372_2848
ko:K01990	lmx:LMOSLCC2372_0936
ko:K01990	lmx:LMOSLCC2372_1701
ko:K01533	lmx:LMOSLCC2372_p0025
ko:K07260	lmx:LMOSLCC2372_1921
ko:K01739	lmx:LMOSLCC2372_1745
ko:K01791	lmx:LMOSLCC2372_2600
ko:K01840	lmx:LMOSLCC2372_0876
ko:K02027	lmx:LMOSLCC2372_1796
ko:K17752	lmx:LMOSLCC2372_0903
ko:K02027	lmx:LMOSLCC2372_0182
ko:K02026	lmx:LMOSLCC2372_0872
ko:K02026	lmx:LMOSLCC2372_0777
ko:K02026	lmx:LMOSLCC2372_2917
ko:K02026	lmx:LMOSLCC2372_1798
ko:K17828	lmx:LMOSLCC2372_1899
ko:K01658	lmx:LMOSLCC2372_1697
ko:K02027	lmx:LMOSLCC2372_0778
ko:K02027	lmx:LMOSLCC2372_2919
ko:K12574	lmx:LMOSLCC2372_1041
ko:K12574	lmx:LMOSLCC2372_1495
ko:K17763	lmx:LMOSLCC2372_0162
ko:K17763	lmx:LMOSLCC2372_0901
ko:K17762	lmx:LMOSLCC2372_0902
ko:K02027	lmx:LMOSLCC2372_0870
ko:K00537	lmx:LMOSLCC2372_2488
ko:K01183	lmx:LMOSLCC2372_0104
ko:K00661	lmx:LMOSLCC2372_0674
ko:K17733	lmx:LMOSLCC2372_2342
ko:K01187	lmx:LMOSLCC2372_0184
ko:K02769	lmx:LMOSLCC2372_0430
ko:K02769	lmx:LMOSLCC2372_0403
ko:K02769	lmx:LMOSLCC2372_2204
ko:K07145	lmx:LMOSLCC2372_0492
ko:K09022	lmx:LMOSLCC2372_0854
ko:K18104	lmx:LMOSLCC2372_2824
ko:K08221	lmx:LMOSLCC2372_1470
ko:K02770	lmx:LMOSLCC2372_2203
ko:K08316	lmx:LMOSLCC2372_2119
ko:K01101	lmx:LMOSLCC2372_2464
ko:K07741	lmx:LMOSLCC2372_2381
ko:K02770	lmx:LMOSLCC2372_0404
ko:K02770	lmx:LMOSLCC2372_0431
ko:K00008	lmx:LMOSLCC2372_0514
ko:K01297	lmx:LMOSLCC2372_1704
ko:K13731	lmx:LMOSLCC2372_2622
ko:K22597	lmx:LMOSLCC2372_2920
ko:K02794	lmx:LMOSLCC2372_0793
ko:K02794	lmx:LMOSLCC2372_0022
ko:K22597	lmx:LMOSLCC2372_2814
ko:K00008	lmx:LMOSLCC2372_2730
ko:K00008	lmx:LMOSLCC2372_2729
ko:K18231	lmx:LMOSLCC2372_0932
ko:K05352	lmx:LMOSLCC2372_1101
ko:K09017	lmx:LMOSLCC2372_2028
ko:K22579	lmx:LMOSLCC2372_0414
ko:K01297	lmx:LMOSLCC2372_1703
ko:K02538	lmx:LMOSLCC2372_0428
ko:K03483	lmx:LMOSLCC2372_2718
ko:K03742	lmx:LMOSLCC2372_1458
ko:K15780	lmx:LMOSLCC2372_0220
ko:K03892	lmx:LMOSLCC2372_2753
ko:K04749	lmx:LMOSLCC2372_0905
ko:K18672	lmx:LMOSLCC2372_2188
ko:K18673	lmx:LMOSLCC2372_2843
ko:K18682	lmx:LMOSLCC2372_1460
ko:K18692	lmx:LMOSLCC2372_1512
ko:K03790	lmx:LMOSLCC2372_2923
ko:K07171	lmx:LMOSLCC2372_0900
ko:K18892	lmx:LMOSLCC2372_2831
ko:K18891	lmx:LMOSLCC2372_2830
ko:K18821	lmx:LMOSLCC2372_2630
ko:K18967	lmx:LMOSLCC2372_2242
ko:K03502	lmx:LMOSLCC2372_p0052
ko:K03111	lmx:LMOSLCC2372_2366
ko:K03111	lmx:LMOSLCC2372_2586
ko:K00662	lmx:LMOSLCC2372_1774
ko:K03502	lmx:LMOSLCC2372_2742
ko:K03502	lmx:LMOSLCC2372_2748
ko:K03169	lmx:LMOSLCC2372_2835
ko:K03497	lmx:LMOSLCC2372_2869
ko:K03496	lmx:LMOSLCC2372_2870
ko:K03497	lmx:LMOSLCC2372_2873
ko:K08151	lmx:LMOSLCC2372_0849
ko:K03111	lmx:LMOSLCC2372_0045
ko:K07483	lmx:LMOSLCC2372_p0043
ko:K07498	lmx:LMOSLCC2372_p0020
ko:K06148	lmx:LMOSLCC2372_1127
ko:K00020	lmx:LMOSLCC2372_1019
ko:K19005	lmx:LMOSLCC2372_0939
ko:K04028	lmx:LMOSLCC2372_1181
ko:K07029	lmx:LMOSLCC2372_1819
ko:K03526	lmx:LMOSLCC2372_1503
ko:K18979	lmx:LMOSLCC2372_0947
ko:K07816	lmx:LMOSLCC2372_0812
ko:K03741	lmx:LMOSLCC2372_2749
ko:K19002	lmx:LMOSLCC2372_2619
ko:K07498	lmx:LMOSLCC2372_p0021
ko:K02777	lmx:LMOSLCC2372_1031
ko:K00354	lmx:LMOSLCC2372_2533
ko:K03339	lmx:LMOSLCC2372_2620
ko:K00798	lmx:LMOSLCC2372_1205
ko:K19090	lmx:LMOSLCC2372_p0039
ko:K05881	lmx:LMOSLCC2372_0352
ko:K01710	lmx:LMOSLCC2372_1097
ko:K05881	lmx:LMOSLCC2372_2775
ko:K00571	lmx:LMOSLCC2372_1646
ko:K19225	lmx:LMOSLCC2372_1398
ko:K19285	lmx:LMOSLCC2372_0949
ko:K03722	lmx:LMOSLCC2372_1965
ko:K01990	lmx:LMOSLCC2372_0766
ko:K01992	lmx:LMOSLCC2372_0937
ko:K01992	lmx:LMOSLCC2372_1702
ko:K19351	lmx:LMOSLCC2372_0204
ko:K19411	lmx:LMOSLCC2372_0232
ko:K19302	lmx:LMOSLCC2372_2084
ko:K19267	lmx:LMOSLCC2372_0441
ko:K04771	lmx:LMOSLCC2372_0294
ko:K19405	lmx:LMOSLCC2372_0233
ko:K19302	lmx:LMOSLCC2372_1688
ko:K03574	lmx:LMOSLCC2372_1734
ko:K19509	lmx:LMOSLCC2372_2066
ko:K19508	lmx:LMOSLCC2372_2067
ko:K19507	lmx:LMOSLCC2372_2068
ko:K19504	lmx:LMOSLCC2372_2065
ko:K06881	lmx:LMOSLCC2372_1638
ko:K19510	lmx:LMOSLCC2372_2064
ko:K19504	lmx:LMOSLCC2372_0035
ko:K02796	lmx:LMOSLCC2372_0791
ko:K02796	lmx:LMOSLCC2372_0024
ko:K02796	lmx:LMOSLCC2372_0097
ko:K00887	lmx:LMOSLCC2372_1526
ko:K19689	lmx:LMOSLCC2372_1777
ko:K19689	lmx:LMOSLCC2372_1668
ko:K01258	lmx:LMOSLCC2372_1437
ko:K00547	lmx:LMOSLCC2372_1743
ko:K00297	lmx:LMOSLCC2372_1743
ko:K02538	lmx:LMOSLCC2372_2206
ko:K00285	lmx:LMOSLCC2372_1976
ko:K21636	lmx:LMOSLCC2372_0280
ko:K19975	lmx:LMOSLCC2372_1913
ko:K19976	lmx:LMOSLCC2372_1914
ko:K19973	lmx:LMOSLCC2372_1915
ko:K20074	lmx:LMOSLCC2372_1887
ko:K12132	lmx:LMOSLCC2372_1886
ko:K20265	lmx:LMOSLCC2372_2425
ko:K20265	lmx:LMOSLCC2372_0037
ko:K20265	lmx:LMOSLCC2372_0452
ko:K20201	lmx:LMOSLCC2372_2603
ko:K00525	lmx:LMOSLCC2372_2223
ko:K18889	lmx:LMOSLCC2372_1718
ko:K20534	lmx:LMOSLCC2372_0946
ko:K18890	lmx:LMOSLCC2372_1717
ko:K20534	lmx:LMOSLCC2372_2614
ko:K22103	lmx:LMOSLCC2372_2175
ko:K20885	lmx:LMOSLCC2372_0875
ko:K01208	lmx:LMOSLCC2372_2194
ko:K21030	lmx:LMOSLCC2372_1100
ko:K21029	lmx:LMOSLCC2372_1063
ko:K08968	lmx:LMOSLCC2372_1660
ko:K21064	lmx:LMOSLCC2372_2330
ko:K00821	lmx:LMOSLCC2372_1653
ko:K00435	lmx:LMOSLCC2372_2181
ko:K00857	lmx:LMOSLCC2372_2608
ko:K03546	lmx:LMOSLCC2372_1711
ko:K01520	lmx:LMOSLCC2372_1757
ko:K02314	lmx:LMOSLCC2372_0054
ko:K07313	lmx:LMOSLCC2372_0665
ko:K02316	lmx:LMOSLCC2372_1517
ko:K00287	lmx:LMOSLCC2372_1940
ko:K00560	lmx:LMOSLCC2372_1941
ko:K04068	lmx:LMOSLCC2372_0281
ko:K03553	lmx:LMOSLCC2372_1459
ko:K06217	lmx:LMOSLCC2372_1529
ko:K01493	lmx:LMOSLCC2372_1545
ko:K06223	lmx:LMOSLCC2372_1114
ko:K06919	lmx:LMOSLCC2372_1265
ko:K17733	lmx:LMOSLCC2372_1293
ko:K21298	lmx:LMOSLCC2372_1794
ko:K02335	lmx:LMOSLCC2372_1628
ko:K21285	lmx:LMOSLCC2372_1102
ko:K00526	lmx:LMOSLCC2372_2222
ko:K21252	lmx:LMOSLCC2372_1768
ko:K22044	lmx:LMOSLCC2372_1027
ko:K21481	lmx:LMOSLCC2372_2281
ko:K21465	lmx:LMOSLCC2372_1500
