ko:K19272	kpc:KPNIH10_26765
ko:K17214	kpc:KPNIH10_06635
ko:K19337	kpc:KPNIH10_16610
ko:K19271	kpc:KPNIH10_14825
ko:K19338	kpc:KPNIH10_16970
ko:K19304	kpc:KPNIH10_16625
ko:K19505	kpc:KPNIH10_03340
ko:K19334	kpc:KPNIH10_02585
ko:K19302	kpc:KPNIH10_08565
ko:K01175	kpc:KPNIH10_07720
ko:K19270	kpc:KPNIH10_10605
ko:K14233	kpc:KPNIH10_09640
ko:K14233	kpc:KPNIH10_09660
ko:K19271	kpc:KPNIH10_26670
ko:K19336	kpc:KPNIH10_11635
ko:K19333	kpc:KPNIH10_16480
ko:K01785	kpc:KPNIH10_19515
ko:K02031	kpc:KPNIH10_07050
ko:K02031	kpc:KPNIH10_14845
ko:K01193	kpc:KPNIH10_21550
ko:K02532	kpc:KPNIH10_21555
ko:K02100	kpc:KPNIH10_21565
ko:K00065	kpc:KPNIH10_21570
ko:K01730	kpc:KPNIH10_21575
ko:K00626	kpc:KPNIH10_21590
ko:K07347	kpc:KPNIH10_21640
ko:K07345	kpc:KPNIH10_21650
ko:K00281	kpc:KPNIH10_21940
ko:K02437	kpc:KPNIH10_21945
ko:K00605	kpc:KPNIH10_21950
ko:K18800	kpc:KPNIH10_21955
ko:K03185	kpc:KPNIH10_21960
ko:K01262	kpc:KPNIH10_21965
ko:K09895	kpc:KPNIH10_21970
ko:K09888	kpc:KPNIH10_21975
ko:K01934	kpc:KPNIH10_21980
ko:K00058	kpc:KPNIH10_21985
ko:K01807	kpc:KPNIH10_21990
ko:K05596	kpc:KPNIH10_21995
ko:K09807	kpc:KPNIH10_22000
ko:K06895	kpc:KPNIH10_22005
ko:K03442	kpc:KPNIH10_22010
ko:K01624	kpc:KPNIH10_22015
ko:K00927	kpc:KPNIH10_22020
ko:K03472	kpc:KPNIH10_22025
ko:K00615	kpc:KPNIH10_22030
ko:K07387	kpc:KPNIH10_22035
ko:K01652	kpc:KPNIH10_22045
ko:K06989	kpc:KPNIH10_22055
ko:K01480	kpc:KPNIH10_22120
ko:K01585	kpc:KPNIH10_22125
ko:K00789	kpc:KPNIH10_22135
ko:K08137	kpc:KPNIH10_22140
ko:K02742	kpc:KPNIH10_22145
ko:K01150	kpc:KPNIH10_22150
ko:K09761	kpc:KPNIH10_22155
ko:K01920	kpc:KPNIH10_22160
ko:K07735	kpc:KPNIH10_22165
ko:K07447	kpc:KPNIH10_22170
ko:K02669	kpc:KPNIH10_22180
ko:K06997	kpc:KPNIH10_22185
ko:K02221	kpc:KPNIH10_22190
ko:K09131	kpc:KPNIH10_22195
ko:K02428	kpc:KPNIH10_22200
ko:K07238	kpc:KPNIH10_22815
ko:K02858	kpc:KPNIH10_22820
ko:K09806	kpc:KPNIH10_22825
ko:K03272	kpc:KPNIH10_22835
ko:K00982	kpc:KPNIH10_22840
ko:K18446	kpc:KPNIH10_22845
ko:K07184	kpc:KPNIH10_22850
ko:K00974	kpc:KPNIH10_22855
ko:K06153	kpc:KPNIH10_22860
ko:K01633	kpc:KPNIH10_22865
ko:K08591	kpc:KPNIH10_22870
ko:K03190	kpc:KPNIH10_22880
ko:K01430	kpc:KPNIH10_22885
ko:K01429	kpc:KPNIH10_22890
ko:K01428	kpc:KPNIH10_22895
ko:K03187	kpc:KPNIH10_22900
ko:K03188	kpc:KPNIH10_22905
ko:K03189	kpc:KPNIH10_22910
ko:K01409	kpc:KPNIH10_22920
ko:K02970	kpc:KPNIH10_22925
ko:K03086	kpc:KPNIH10_22935
ko:K03649	kpc:KPNIH10_22940
ko:K07690	kpc:KPNIH10_22960
ko:K07679	kpc:KPNIH10_22965
ko:K02440	kpc:KPNIH10_22985
ko:K06122	kpc:KPNIH10_22995
ko:K06121	kpc:KPNIH10_23000
ko:K06120	kpc:KPNIH10_23005
ko:K05880	kpc:KPNIH10_23030
ko:K00005	kpc:KPNIH10_23035
ko:K05878	kpc:KPNIH10_23045
ko:K05879	kpc:KPNIH10_23050
ko:K05881	kpc:KPNIH10_23055
ko:K07229	kpc:KPNIH10_23065
ko:K07056	kpc:KPNIH10_23355
ko:K07121	kpc:KPNIH10_23360
ko:K07460	kpc:KPNIH10_23365
ko:K12961	kpc:KPNIH10_23370
ko:K07089	kpc:KPNIH10_23380
ko:K05520	kpc:KPNIH10_23390
ko:K09979	kpc:KPNIH10_23395
ko:K07461	kpc:KPNIH10_23400
ko:K03824	kpc:KPNIH10_23405
ko:K08303	kpc:KPNIH10_23415
ko:K03835	kpc:KPNIH10_23430
ko:K05592	kpc:KPNIH10_23435
ko:K05803	kpc:KPNIH10_23440
ko:K00962	kpc:KPNIH10_23445
ko:K02956	kpc:KPNIH10_23450
ko:K03177	kpc:KPNIH10_23455
ko:K02834	kpc:KPNIH10_23460
ko:K02519	kpc:KPNIH10_23465
ko:K02600	kpc:KPNIH10_23470
ko:K09748	kpc:KPNIH10_23475
ko:K01940	kpc:KPNIH10_23485
ko:K03075	kpc:KPNIH10_23510
ko:K03431	kpc:KPNIH10_23515
ko:K00796	kpc:KPNIH10_23520
ko:K03798	kpc:KPNIH10_23525
ko:K02427	kpc:KPNIH10_23530
ko:K07574	kpc:KPNIH10_23535
ko:K03624	kpc:KPNIH10_23540
ko:K07259	kpc:KPNIH10_23545
ko:K03979	kpc:KPNIH10_23550
ko:K02899	kpc:KPNIH10_23560
ko:K02888	kpc:KPNIH10_23565
ko:K02523	kpc:KPNIH10_23570
ko:K07724	kpc:KPNIH10_23575
ko:K00790	kpc:KPNIH10_23580
ko:K07122	kpc:KPNIH10_23590
ko:K07323	kpc:KPNIH10_23595
ko:K02067	kpc:KPNIH10_23600
ko:K02066	kpc:KPNIH10_23605
ko:K02065	kpc:KPNIH10_23610
ko:K07301	kpc:KPNIH10_23615
ko:K05540	kpc:KPNIH10_23885
ko:K03557	kpc:KPNIH10_23890
ko:K18140	kpc:KPNIH10_24000
ko:K18141	kpc:KPNIH10_24005
ko:K18142	kpc:KPNIH10_24010
ko:K00014	kpc:KPNIH10_24055
ko:K07566	kpc:KPNIH10_24060
ko:K07479	kpc:KPNIH10_24065
ko:K03747	kpc:KPNIH10_24070
ko:K04096	kpc:KPNIH10_24075
ko:K01462	kpc:KPNIH10_24080
ko:K00604	kpc:KPNIH10_24085
ko:K03500	kpc:KPNIH10_24090
ko:K03499	kpc:KPNIH10_24095
ko:K03282	kpc:KPNIH10_24100
ko:K09890	kpc:KPNIH10_24105
ko:K02879	kpc:KPNIH10_24120
ko:K03040	kpc:KPNIH10_24125
ko:K02986	kpc:KPNIH10_24130
ko:K02948	kpc:KPNIH10_24135
ko:K02952	kpc:KPNIH10_24140
ko:K03076	kpc:KPNIH10_24145
ko:K02876	kpc:KPNIH10_24150
ko:K02907	kpc:KPNIH10_24155
ko:K01091	kpc:KPNIH10_24430
ko:K01783	kpc:KPNIH10_24435
ko:K03112	kpc:KPNIH10_24445
ko:K01735	kpc:KPNIH10_24450
ko:K00891	kpc:KPNIH10_24455
ko:K02507	kpc:KPNIH10_24460
ko:K12291	kpc:KPNIH10_24465
ko:K12290	kpc:KPNIH10_24470
ko:K12289	kpc:KPNIH10_24475
ko:K12288	kpc:KPNIH10_24480
ko:K05366	kpc:KPNIH10_24485
ko:K08312	kpc:KPNIH10_24490
ko:K04762	kpc:KPNIH10_24505
ko:K04083	kpc:KPNIH10_24510
ko:K01610	kpc:KPNIH10_24515
ko:K07638	kpc:KPNIH10_24520
ko:K07659	kpc:KPNIH10_24525
ko:K04760	kpc:KPNIH10_24530
ko:K06959	kpc:KPNIH10_24535
ko:K04758	kpc:KPNIH10_24545
ko:K04759	kpc:KPNIH10_24550
ko:K07490	kpc:KPNIH10_24555
ko:K02170	kpc:KPNIH10_24565
ko:K07400	kpc:KPNIH10_24575
ko:K06155	kpc:KPNIH10_24580
ko:K00705	kpc:KPNIH10_24585
ko:K00688	kpc:KPNIH10_24590
ko:K03556	kpc:KPNIH10_24595
ko:K02444	kpc:KPNIH10_24600
ko:K02441	kpc:KPNIH10_24605
ko:K02439	kpc:KPNIH10_24610
ko:K00111	kpc:KPNIH10_24615
ko:K00688	kpc:KPNIH10_24630
ko:K00703	kpc:KPNIH10_24635
ko:K00975	kpc:KPNIH10_24640
ko:K00700	kpc:KPNIH10_24650
ko:K00133	kpc:KPNIH10_24655
ko:K06156	kpc:KPNIH10_24660
ko:K00851	kpc:KPNIH10_24665
ko:K06145	kpc:KPNIH10_24670
ko:K06911	kpc:KPNIH10_24675
ko:K03825	kpc:KPNIH10_24690
ko:K02822	kpc:KPNIH10_02245
ko:K02821	kpc:KPNIH10_02250
ko:K03078	kpc:KPNIH10_02255
ko:K03079	kpc:KPNIH10_02260
ko:K03077	kpc:KPNIH10_02265
ko:K02990	kpc:KPNIH10_02280
ko:K02686	kpc:KPNIH10_02285
ko:K02963	kpc:KPNIH10_02290
ko:K02939	kpc:KPNIH10_02295
ko:K07269	kpc:KPNIH10_02300
ko:K03773	kpc:KPNIH10_02305
ko:K11737	kpc:KPNIH10_02310
ko:K07322	kpc:KPNIH10_02315
ko:K01119	kpc:KPNIH10_02340
ko:K01082	kpc:KPNIH10_02345
ko:K07109	kpc:KPNIH10_02350
ko:K07304	kpc:KPNIH10_02370
ko:K07278	kpc:KPNIH10_02375
ko:K09800	kpc:KPNIH10_02380
ko:K01507	kpc:KPNIH10_02400
ko:K02058	kpc:KPNIH10_02405
ko:K02056	kpc:KPNIH10_02410
ko:K02057	kpc:KPNIH10_02415
ko:K02057	kpc:KPNIH10_02420
ko:K03841	kpc:KPNIH10_02425
ko:K02558	kpc:KPNIH10_02430
ko:K09889	kpc:KPNIH10_02445
ko:K03335	kpc:KPNIH10_02725
ko:K05813	kpc:KPNIH10_02730
ko:K05816	kpc:KPNIH10_02735
ko:K05815	kpc:KPNIH10_02745
ko:K05814	kpc:KPNIH10_02750
ko:K12957	kpc:KPNIH10_02755
ko:K01673	kpc:KPNIH10_02765
ko:K07733	kpc:KPNIH10_02815
ko:K11903	kpc:KPNIH10_02860
ko:K07454	kpc:KPNIH10_02880
ko:K01198	kpc:KPNIH10_02890
ko:K03292	kpc:KPNIH10_02895
ko:K01805	kpc:KPNIH10_02900
ko:K02024	kpc:KPNIH10_02905
ko:K00574	kpc:KPNIH10_02930
ko:K09701	kpc:KPNIH10_02935
ko:K03098	kpc:KPNIH10_02960
ko:K07787	kpc:KPNIH10_02970
ko:K07798	kpc:KPNIH10_02975
ko:K07810	kpc:KPNIH10_02980
ko:K07796	kpc:KPNIH10_02985
ko:K07665	kpc:KPNIH10_02990
ko:K07644	kpc:KPNIH10_02995
ko:K18850	kpc:KPNIH10_03010
ko:K03720	kpc:KPNIH10_03575
ko:K05804	kpc:KPNIH10_03590
ko:K05805	kpc:KPNIH10_03595
ko:K07663	kpc:KPNIH10_03600
ko:K07641	kpc:KPNIH10_03605
ko:K06143	kpc:KPNIH10_03610
ko:K07773	kpc:KPNIH10_03615
ko:K02533	kpc:KPNIH10_03620
ko:K12524	kpc:KPNIH10_03625
ko:K00872	kpc:KPNIH10_03630
ko:K01733	kpc:KPNIH10_03635
ko:K09861	kpc:KPNIH10_03645
ko:K03310	kpc:KPNIH10_03650
ko:K00616	kpc:KPNIH10_03655
ko:K03831	kpc:KPNIH10_03660
ko:K07034	kpc:KPNIH10_03670
ko:K04043	kpc:KPNIH10_03685
ko:K03686	kpc:KPNIH10_03690
ko:K03313	kpc:KPNIH10_03695
ko:K03717	kpc:KPNIH10_03700
ko:K02968	kpc:KPNIH10_03705
ko:K11753	kpc:KPNIH10_03710
ko:K01870	kpc:KPNIH10_03715
ko:K03101	kpc:KPNIH10_03720
ko:K03774	kpc:KPNIH10_03725
ko:K03527	kpc:KPNIH10_03730
ko:K12700	kpc:KPNIH10_03735
ko:K07702	kpc:KPNIH10_03755
ko:K07700	kpc:KPNIH10_03760
ko:K01572	kpc:KPNIH10_03765
ko:K01571	kpc:KPNIH10_03770
ko:K01573	kpc:KPNIH10_03775
ko:K01910	kpc:KPNIH10_03785
ko:K01646	kpc:KPNIH10_03790
ko:K01644	kpc:KPNIH10_03795
ko:K01643	kpc:KPNIH10_03800
ko:K05966	kpc:KPNIH10_03805
ko:K00215	kpc:KPNIH10_03810
ko:K01956	kpc:KPNIH10_03820
ko:K01955	kpc:KPNIH10_03825
ko:K11746	kpc:KPNIH10_03835
ko:K01525	kpc:KPNIH10_03850
ko:K03579	kpc:KPNIH10_04380
ko:K02463	kpc:KPNIH10_04390
ko:K02462	kpc:KPNIH10_04395
ko:K02461	kpc:KPNIH10_04400
ko:K02460	kpc:KPNIH10_04405
ko:K02459	kpc:KPNIH10_04410
ko:K02458	kpc:KPNIH10_04415
ko:K02457	kpc:KPNIH10_04420
ko:K02456	kpc:KPNIH10_04425
ko:K02455	kpc:KPNIH10_04430
ko:K02454	kpc:KPNIH10_04435
ko:K02453	kpc:KPNIH10_04440
ko:K02452	kpc:KPNIH10_04445
ko:K02451	kpc:KPNIH10_04455
ko:K02465	kpc:KPNIH10_04460
ko:K05365	kpc:KPNIH10_04470
ko:K02014	kpc:KPNIH10_04475
ko:K02013	kpc:KPNIH10_04480
ko:K02016	kpc:KPNIH10_04485
ko:K02015	kpc:KPNIH10_04490
ko:K01845	kpc:KPNIH10_04495
ko:K03281	kpc:KPNIH10_04500
ko:K15724	kpc:KPNIH10_04505
ko:K06858	kpc:KPNIH10_04515
ko:K01243	kpc:KPNIH10_04520
ko:K01129	kpc:KPNIH10_04525
ko:K04771	kpc:KPNIH10_04530
ko:K02647	kpc:KPNIH10_04535
ko:K00674	kpc:KPNIH10_04545
ko:K00990	kpc:KPNIH10_04550
ko:K01265	kpc:KPNIH10_04555
ko:K02967	kpc:KPNIH10_04560
ko:K02357	kpc:KPNIH10_04565
ko:K09903	kpc:KPNIH10_04570
ko:K02838	kpc:KPNIH10_04575
ko:K00099	kpc:KPNIH10_04580
ko:K00806	kpc:KPNIH10_04585
ko:K00981	kpc:KPNIH10_04590
ko:K11749	kpc:KPNIH10_04595
ko:K07277	kpc:KPNIH10_04600
ko:K06142	kpc:KPNIH10_04605
ko:K02536	kpc:KPNIH10_04610
ko:K02372	kpc:KPNIH10_04615
ko:K00677	kpc:KPNIH10_04620
ko:K00748	kpc:KPNIH10_04625
ko:K03470	kpc:KPNIH10_04630
ko:K02337	kpc:KPNIH10_04635
ko:K01962	kpc:KPNIH10_04640
ko:K02030	kpc:KPNIH10_05195
ko:K01996	kpc:KPNIH10_05205
ko:K01995	kpc:KPNIH10_05210
ko:K01998	kpc:KPNIH10_05215
ko:K01997	kpc:KPNIH10_05220
ko:K01999	kpc:KPNIH10_05225
ko:K03736	kpc:KPNIH10_05230
ko:K03735	kpc:KPNIH10_05235
ko:K16235	kpc:KPNIH10_05250
ko:K00547	kpc:KPNIH10_05255
ko:K15551	kpc:KPNIH10_05260
ko:K10831	kpc:KPNIH10_05265
ko:K15552	kpc:KPNIH10_05270
ko:K03119	kpc:KPNIH10_05275
ko:K01698	kpc:KPNIH10_05285
ko:K18988	kpc:KPNIH10_05290
ko:K17938	kpc:KPNIH10_05300
ko:K01921	kpc:KPNIH10_05320
ko:K08161	kpc:KPNIH10_05330
ko:K01077	kpc:KPNIH10_05340
ko:K00286	kpc:KPNIH10_05350
ko:K09768	kpc:KPNIH10_05355
ko:K09945	kpc:KPNIH10_05360
ko:K00891	kpc:KPNIH10_05365
ko:K14591	kpc:KPNIH10_05375
ko:K09913	kpc:KPNIH10_05380
ko:K03554	kpc:KPNIH10_05385
ko:K00847	kpc:KPNIH10_05390
ko:K03547	kpc:KPNIH10_05400
ko:K07657	kpc:KPNIH10_05405
ko:K07636	kpc:KPNIH10_05410
ko:K03311	kpc:KPNIH10_05415
ko:K11736	kpc:KPNIH10_05420
ko:K01187	kpc:KPNIH10_05425
ko:K09932	kpc:KPNIH10_05445
ko:K01624	kpc:KPNIH10_05455
ko:K03475	kpc:KPNIH10_05465
ko:K08223	kpc:KPNIH10_06030
ko:K11751	kpc:KPNIH10_06035
ko:K03976	kpc:KPNIH10_06040
ko:K09973	kpc:KPNIH10_06045
ko:K17686	kpc:KPNIH10_06050
ko:K07340	kpc:KPNIH10_06060
ko:K02068	kpc:KPNIH10_06070
ko:K02069	kpc:KPNIH10_06075
ko:K05838	kpc:KPNIH10_06080
ko:K10804	kpc:KPNIH10_06090
ko:K02003	kpc:KPNIH10_06095
ko:K02004	kpc:KPNIH10_06100
ko:K06917	kpc:KPNIH10_06110
ko:K01589	kpc:KPNIH10_06115
ko:K01588	kpc:KPNIH10_06120
ko:K03269	kpc:KPNIH10_06130
ko:K03768	kpc:KPNIH10_06135
ko:K01883	kpc:KPNIH10_06140
ko:K14761	kpc:KPNIH10_06145
ko:K01491	kpc:KPNIH10_06150
ko:K10679	kpc:KPNIH10_06925
ko:K18325	kpc:KPNIH10_06945
ko:K07483	kpc:KPNIH10_06980
ko:K06048	kpc:KPNIH10_06995
ko:K00375	kpc:KPNIH10_07010
ko:K02030	kpc:KPNIH10_07015
ko:K02029	kpc:KPNIH10_07020
ko:K02029	kpc:KPNIH10_07025
ko:K02028	kpc:KPNIH10_07030
ko:K15373	kpc:KPNIH10_07035
ko:K15372	kpc:KPNIH10_07040
ko:K02034	kpc:KPNIH10_07055
ko:K02033	kpc:KPNIH10_07060
ko:K03088	kpc:KPNIH10_26580
ko:K01999	kpc:KPNIH10_26595
ko:K02034	kpc:KPNIH10_26605
ko:K02033	kpc:KPNIH10_26610
ko:K02035	kpc:KPNIH10_26615
ko:K02031	kpc:KPNIH10_26625
ko:K02032	kpc:KPNIH10_26625
ko:K07483	kpc:KPNIH10_26645
ko:K07480	kpc:KPNIH10_26665
ko:K18975	kpc:KPNIH10_26710
ko:K18974	kpc:KPNIH10_26715
ko:K07240	kpc:KPNIH10_26725
ko:K06979	kpc:KPNIH10_26755
ko:K18320	kpc:KPNIH10_26760
ko:K18320	kpc:KPNIH10_26770
ko:K18320	kpc:KPNIH10_26780
ko:K07481	kpc:KPNIH10_26785
ko:K02041	kpc:KPNIH10_26790
ko:K02044	kpc:KPNIH10_26795
ko:K02042	kpc:KPNIH10_26800
ko:K18916	kpc:KPNIH10_26805
ko:K07481	kpc:KPNIH10_26815
ko:K07481	kpc:KPNIH10_26820
ko:K07480	kpc:KPNIH10_26825
ko:K13993	kpc:KPNIH10_26845
ko:K03799	kpc:KPNIH10_26865
ko:K05839	kpc:KPNIH10_26910
ko:K01551	kpc:KPNIH10_26945
ko:K03893	kpc:KPNIH10_26950
ko:K00537	kpc:KPNIH10_26955
ko:K03823	kpc:KPNIH10_26960
ko:K03088	kpc:KPNIH10_26975
ko:K11811	kpc:KPNIH10_26980
ko:K03823	kpc:KPNIH10_26990
ko:K07644	kpc:KPNIH10_27025
ko:K07665	kpc:KPNIH10_27030
ko:K07245	kpc:KPNIH10_27035
ko:K07156	kpc:KPNIH10_27040
ko:K07233	kpc:KPNIH10_27045
ko:K17686	kpc:KPNIH10_27070
ko:K07787	kpc:KPNIH10_27080
ko:K07798	kpc:KPNIH10_27085
ko:K07810	kpc:KPNIH10_27090
ko:K07796	kpc:KPNIH10_27095
ko:K07665	kpc:KPNIH10_27105
ko:K07644	kpc:KPNIH10_27110
ko:K07480	kpc:KPNIH10_27125
ko:K07483	kpc:KPNIH10_27130
ko:K07480	kpc:KPNIH10_27140
ko:K02168	kpc:KPNIH10_27145
ko:K03496	kpc:KPNIH10_27190
ko:K03497	kpc:KPNIH10_27195
ko:K07733	kpc:KPNIH10_27230
ko:K03502	kpc:KPNIH10_27460
ko:K03503	kpc:KPNIH10_27465
ko:K02345	kpc:KPNIH10_27485
ko:K03111	kpc:KPNIH10_27515
ko:K03497	kpc:KPNIH10_27525
ko:K18921	kpc:KPNIH10_27555
ko:K18831	kpc:KPNIH10_27595
ko:K07481	kpc:KPNIH10_27600
ko:K12068	kpc:KPNIH10_27605
ko:K12067	kpc:KPNIH10_27610
ko:K12066	kpc:KPNIH10_27615
ko:K12065	kpc:KPNIH10_27620
ko:K12062	kpc:KPNIH10_27665
ko:K12061	kpc:KPNIH10_27670
ko:K12060	kpc:KPNIH10_27675
ko:K12059	kpc:KPNIH10_27680
ko:K12058	kpc:KPNIH10_27685
ko:K12057	kpc:KPNIH10_27705
ko:K12072	kpc:KPNIH10_27725
ko:K12056	kpc:KPNIH10_27730
ko:K03607	kpc:KPNIH10_27845
ko:K18768	kpc:KPNIH10_27890
ko:K18320	kpc:KPNIH10_27930
ko:K18698	kpc:KPNIH10_27950
ko:K18320	kpc:KPNIH10_27955
ko:K19059	kpc:KPNIH10_27970
ko:K19057	kpc:KPNIH10_27975
ko:K00520	kpc:KPNIH10_27980
ko:K19058	kpc:KPNIH10_27985
ko:K07480	kpc:KPNIH10_27990
ko:K18828	kpc:KPNIH10_28000
ko:K18829	kpc:KPNIH10_28005
ko:K01153	kpc:KPNIH10_28050
ko:K01154	kpc:KPNIH10_28055
ko:K03427	kpc:KPNIH10_28060
ko:K03497	kpc:KPNIH10_28080
ko:K02035	kpc:KPNIH10_07065
ko:K02167	kpc:KPNIH10_07085
ko:K02168	kpc:KPNIH10_07090
ko:K16053	kpc:KPNIH10_07100
ko:K03566	kpc:KPNIH10_07105
ko:K17203	kpc:KPNIH10_07125
ko:K17204	kpc:KPNIH10_07130
ko:K17202	kpc:KPNIH10_07140
ko:K00864	kpc:KPNIH10_07145
ko:K00615	kpc:KPNIH10_07155
ko:K00615	kpc:KPNIH10_07160
ko:K02362	kpc:KPNIH10_07165
ko:K07214	kpc:KPNIH10_07175
ko:K02364	kpc:KPNIH10_07185
ko:K02013	kpc:KPNIH10_07190
ko:K02015	kpc:KPNIH10_07195
ko:K07667	kpc:KPNIH10_07740
ko:K07646	kpc:KPNIH10_07745
ko:K01548	kpc:KPNIH10_07750
ko:K01547	kpc:KPNIH10_07755
ko:K01546	kpc:KPNIH10_07760
ko:K01669	kpc:KPNIH10_07770
ko:K03305	kpc:KPNIH10_07775
ko:K07160	kpc:KPNIH10_07795
ko:K01304	kpc:KPNIH10_07810
ko:K05522	kpc:KPNIH10_07815
ko:K01647	kpc:KPNIH10_07825
ko:K00241	kpc:KPNIH10_07830
ko:K00242	kpc:KPNIH10_07835
ko:K00239	kpc:KPNIH10_07840
ko:K00240	kpc:KPNIH10_07845
ko:K00164	kpc:KPNIH10_07850
ko:K00658	kpc:KPNIH10_07855
ko:K01903	kpc:KPNIH10_07860
ko:K01902	kpc:KPNIH10_07865
ko:K00425	kpc:KPNIH10_07875
ko:K00426	kpc:KPNIH10_07880
ko:K07107	kpc:KPNIH10_07895
ko:K03562	kpc:KPNIH10_07900
ko:K03560	kpc:KPNIH10_07905
ko:K03646	kpc:KPNIH10_07910
ko:K03641	kpc:KPNIH10_07915
ko:K03640	kpc:KPNIH10_07920
ko:K03517	kpc:KPNIH10_07965
ko:K03811	kpc:KPNIH10_07970
ko:K16264	kpc:KPNIH10_07975
ko:K01626	kpc:KPNIH10_07985
ko:K01834	kpc:KPNIH10_07990
ko:K01785	kpc:KPNIH10_07995
ko:K00849	kpc:KPNIH10_08000
ko:K00965	kpc:KPNIH10_08005
ko:K01784	kpc:KPNIH10_08010
ko:K09996	kpc:KPNIH10_08895
ko:K09998	kpc:KPNIH10_08900
ko:K09999	kpc:KPNIH10_08905
ko:K09997	kpc:KPNIH10_08910
ko:K10000	kpc:KPNIH10_08915
ko:K11066	kpc:KPNIH10_08935
ko:K01620	kpc:KPNIH10_08950
ko:K00156	kpc:KPNIH10_08955
ko:K15977	kpc:KPNIH10_08960
ko:K11933	kpc:KPNIH10_08965
ko:K05601	kpc:KPNIH10_08970
ko:K06188	kpc:KPNIH10_08980
ko:K07459	kpc:KPNIH10_08985
ko:K13888	kpc:KPNIH10_08990
ko:K05685	kpc:KPNIH10_08995
ko:K03704	kpc:KPNIH10_09000
ko:K06891	kpc:KPNIH10_09005
ko:K03694	kpc:KPNIH10_09010
ko:K02518	kpc:KPNIH10_09015
ko:K00684	kpc:KPNIH10_09020
ko:K16012	kpc:KPNIH10_09025
ko:K16013	kpc:KPNIH10_09030
ko:K00384	kpc:KPNIH10_09035
ko:K03719	kpc:KPNIH10_09040
ko:K03466	kpc:KPNIH10_09045
ko:K03634	kpc:KPNIH10_09050
ko:K07478	kpc:KPNIH10_09055
ko:K01875	kpc:KPNIH10_09060
ko:K07306	kpc:KPNIH10_09065
ko:K07307	kpc:KPNIH10_09070
ko:K07308	kpc:KPNIH10_09075
ko:K08219	kpc:KPNIH10_09080
ko:K04069	kpc:KPNIH10_09085
ko:K00656	kpc:KPNIH10_09090
ko:K06212	kpc:KPNIH10_09095
ko:K09136	kpc:KPNIH10_09100
ko:K00831	kpc:KPNIH10_09110
ko:K00800	kpc:KPNIH10_09115
ko:K00945	kpc:KPNIH10_09120
ko:K02945	kpc:KPNIH10_09125
ko:K05788	kpc:KPNIH10_09130
ko:K02238	kpc:KPNIH10_09135
ko:K11085	kpc:KPNIH10_09140
ko:K00912	kpc:KPNIH10_09145
ko:K09927	kpc:KPNIH10_09150
ko:K09791	kpc:KPNIH10_09155
ko:K00979	kpc:KPNIH10_09160
ko:K11070	kpc:KPNIH10_09995
ko:K03436	kpc:KPNIH10_13155
ko:K06889	kpc:KPNIH10_13170
ko:K00134	kpc:KPNIH10_13185
ko:K02352	kpc:KPNIH10_13215
ko:K08476	kpc:KPNIH10_13240
ko:K08475	kpc:KPNIH10_13245
ko:K08478	kpc:KPNIH10_13250
ko:K11382	kpc:KPNIH10_13255
ko:K03707	kpc:KPNIH10_13270
ko:K06971	kpc:KPNIH10_13275
ko:K00852	kpc:KPNIH10_13280
ko:K10439	kpc:KPNIH10_13285
ko:K02529	kpc:KPNIH10_13290
ko:K02056	kpc:KPNIH10_13295
ko:K02057	kpc:KPNIH10_13300
ko:K07048	kpc:KPNIH10_13305
ko:K01439	kpc:KPNIH10_13315
ko:K03646	kpc:KPNIH10_13320
ko:K02770	kpc:KPNIH10_13350
ko:K02769	kpc:KPNIH10_13355
ko:K02768	kpc:KPNIH10_13365
ko:K17195	kpc:KPNIH10_13370
ko:K03475	kpc:KPNIH10_13375
ko:K02822	kpc:KPNIH10_13380
ko:K02821	kpc:KPNIH10_13385
ko:K15598	kpc:KPNIH10_13695
ko:K00836	kpc:KPNIH10_13700
ko:K13745	kpc:KPNIH10_13705
ko:K01273	kpc:KPNIH10_13735
ko:K06136	kpc:KPNIH10_13745
ko:K06137	kpc:KPNIH10_13750
ko:K06138	kpc:KPNIH10_13755
ko:K06139	kpc:KPNIH10_13760
ko:K01951	kpc:KPNIH10_13770
ko:K05515	kpc:KPNIH10_13775
ko:K09936	kpc:KPNIH10_13780
ko:K09936	kpc:KPNIH10_13785
ko:K03782	kpc:KPNIH10_13795
ko:K06916	kpc:KPNIH10_13800
ko:K07507	kpc:KPNIH10_13805
ko:K08369	kpc:KPNIH10_13810
ko:K02030	kpc:KPNIH10_13835
ko:K04063	kpc:KPNIH10_13845
ko:K07481	kpc:KPNIH10_13860
ko:K05343	kpc:KPNIH10_13885
ko:K02972	kpc:KPNIH10_13930
ko:K00027	kpc:KPNIH10_13935
ko:K01507	kpc:KPNIH10_13955
ko:K13953	kpc:KPNIH10_13960
ko:K02035	kpc:KPNIH10_13965
ko:K02033	kpc:KPNIH10_13970
ko:K02034	kpc:KPNIH10_13975
ko:K03502	kpc:KPNIH10_28095
ko:K03503	kpc:KPNIH10_28100
ko:K02345	kpc:KPNIH10_28155
ko:K03111	kpc:KPNIH10_28185
ko:K03497	kpc:KPNIH10_28195
ko:K12068	kpc:KPNIH10_28275
ko:K12067	kpc:KPNIH10_28280
ko:K12066	kpc:KPNIH10_28285
ko:K12065	kpc:KPNIH10_28290
