ko:K10440	smk:Sinme_5390
ko:K02342	smk:Sinme_3337
ko:K02510	smk:Sinme_3347
ko:K04085	smk:Sinme_2740
ko:K07273	smk:Sinme_5026
ko:K00799	smk:Sinme_3759
ko:K05816	smk:Sinme_3760
ko:K05815	smk:Sinme_3761
ko:K05814	smk:Sinme_3762
ko:K01258	smk:Sinme_5058
ko:K02033	smk:Sinme_5062
ko:K02035	smk:Sinme_5063
ko:K07304	smk:Sinme_3537
ko:K08738	smk:Sinme_3549
ko:K04518	smk:Sinme_3551
ko:K03177	smk:Sinme_3568
ko:K00564	smk:Sinme_3572
ko:K00647	smk:Sinme_3574
ko:K00058	smk:Sinme_2785
ko:K02004	smk:Sinme_3218
ko:K02193	smk:Sinme_3227
ko:K00949	smk:Sinme_3247
ko:K10440	smk:Sinme_3353
ko:K11189	smk:Sinme_3371
ko:K02793	smk:Sinme_3372
ko:K00867	smk:Sinme_3380
ko:K01523	smk:Sinme_3381
ko:K10439	smk:Sinme_3351
ko:K06118	smk:Sinme_2800
ko:K07098	smk:Sinme_2803
ko:K01934	smk:Sinme_2813
ko:K06147	smk:Sinme_2830
ko:K01092	smk:Sinme_2833
ko:K07126	smk:Sinme_2834
ko:K07232	smk:Sinme_2714
ko:K09705	smk:Sinme_2720
ko:K04763	smk:Sinme_2737
ko:K02619	smk:Sinme_2853
ko:K00808	smk:Sinme_2855
ko:K01259	smk:Sinme_2871
ko:K02033	smk:Sinme_2872
ko:K02035	smk:Sinme_2875
ko:K06147	smk:Sinme_5198
ko:K07346	smk:Sinme_6941
ko:K15784	smk:Sinme_3745
ko:K15785	smk:Sinme_3757
ko:K00128	smk:Sinme_4900
ko:K14225	smk:Sinme_R0017
ko:K14225	smk:Sinme_R0056
ko:K14226	smk:Sinme_R0006
ko:K14223	smk:Sinme_R0007
ko:K14232	smk:Sinme_R0009
ko:K14232	smk:Sinme_R0029
ko:K14232	smk:Sinme_R0011
ko:K14233	smk:Sinme_R0010
ko:K14233	smk:Sinme_R0021
ko:K14233	smk:Sinme_R0022
ko:K14233	smk:Sinme_R0063
ko:K14233	smk:Sinme_R0055
ko:K14237	smk:Sinme_R0012
ko:K14220	smk:Sinme_R0025
ko:K14229	smk:Sinme_R0027
ko:K14229	smk:Sinme_R0034
ko:K14219	smk:Sinme_R0028
ko:K14230	smk:Sinme_R0037
ko:K14230	smk:Sinme_R0045
ko:K14218	smk:Sinme_R0065
ko:K01082	smk:Sinme_4971
ko:K15551	smk:Sinme_4746
ko:K10831	smk:Sinme_4745
ko:K05603	smk:Sinme_2754
ko:K14223	smk:Sinme_R0008
ko:K15736	smk:Sinme_4066
ko:K00220	smk:Sinme_2716
ko:K15738	smk:Sinme_3246
ko:K09017	smk:Sinme_2500
ko:K03719	smk:Sinme_3674
ko:K15552	smk:Sinme_4744
ko:K00059	smk:Sinme_5275
ko:K02035	smk:Sinme_5279
ko:K02033	smk:Sinme_5281
ko:K08167	smk:Sinme_5374
ko:K02056	smk:Sinme_5380
ko:K08167	smk:Sinme_5399
ko:K06889	smk:Sinme_5408
ko:K15256	smk:Sinme_5535
ko:K07213	smk:Sinme_5212
ko:K10439	smk:Sinme_5263
ko:K10440	smk:Sinme_5265
ko:K01607	smk:Sinme_5327
ko:K10439	smk:Sinme_5349
ko:K10440	smk:Sinme_5350
ko:K00135	smk:Sinme_5355
ko:K02342	smk:Sinme_5358
ko:K01578	smk:Sinme_5418
ko:K02033	smk:Sinme_5451
ko:K04765	smk:Sinme_1268
ko:K15582	smk:Sinme_4843
ko:K02031	smk:Sinme_5943
ko:K15721	smk:Sinme_3542
ko:K02056	smk:Sinme_5468
ko:K01674	smk:Sinme_5480
ko:K07126	smk:Sinme_5500
ko:K00127	smk:Sinme_5503
ko:K00124	smk:Sinme_5504
ko:K02056	smk:Sinme_5524
ko:K01784	smk:Sinme_5155
ko:K01854	smk:Sinme_5177
ko:K02428	smk:Sinme_0007
ko:K01966	smk:Sinme_4287
ko:K15783	smk:Sinme_3746
ko:K15786	smk:Sinme_3756
ko:K01505	smk:Sinme_5642
ko:K07305	smk:Sinme_5770
ko:K06988	smk:Sinme_5782
ko:K07032	smk:Sinme_5783
ko:K14162	smk:Sinme_5789
ko:K01006	smk:Sinme_5739
ko:K14231	smk:Sinme_R0005
ko:K14219	smk:Sinme_R0001
ko:K14225	smk:Sinme_R0003
ko:K14237	smk:Sinme_R0047
ko:K02034	smk:Sinme_6442
ko:K02010	smk:Sinme_3815
ko:K02592	smk:Sinme_6319
ko:K00059	smk:Sinme_6332
ko:K02035	smk:Sinme_6231
ko:K02033	smk:Sinme_6232
ko:K07304	smk:Sinme_6267
ko:K08151	smk:Sinme_1475
ko:K10559	smk:Sinme_0322
ko:K10560	smk:Sinme_0324
ko:K01478	smk:Sinme_6104
ko:K02014	smk:Sinme_6161
ko:K02052	smk:Sinme_6167
ko:K02055	smk:Sinme_6168
ko:K02035	smk:Sinme_5949
ko:K10440	smk:Sinme_5971
ko:K02033	smk:Sinme_5978
ko:K02035	smk:Sinme_5979
ko:K00626	smk:Sinme_5985
ko:K08738	smk:Sinme_6004
ko:K00830	smk:Sinme_6009
ko:K00799	smk:Sinme_6010
ko:K00575	smk:Sinme_6040
ko:K03406	smk:Sinme_6042
ko:K03498	smk:Sinme_6119
ko:K02056	smk:Sinme_6016
ko:K05568	smk:Sinme_6032
ko:K05568	smk:Sinme_6034
ko:K03455	smk:Sinme_6069
ko:K07807	smk:Sinme_6085
ko:K15581	smk:Sinme_4844
ko:K02031	smk:Sinme_6441
ko:K00459	smk:Sinme_0150
ko:K15580	smk:Sinme_4845
ko:K00303	smk:Sinme_3416
ko:K01915	smk:Sinme_3421
ko:K02651	smk:Sinme_3468
ko:K02278	smk:Sinme_3469
ko:K02279	smk:Sinme_3470
ko:K02280	smk:Sinme_3471
ko:K02281	smk:Sinme_3472
ko:K02282	smk:Sinme_3473
ko:K02283	smk:Sinme_3474
ko:K12510	smk:Sinme_3475
ko:K12511	smk:Sinme_3476
ko:K01255	smk:Sinme_3479
ko:K12972	smk:Sinme_3482
ko:K13896	smk:Sinme_3483
ko:K13895	smk:Sinme_3484
ko:K13894	smk:Sinme_3485
ko:K13893	smk:Sinme_3486
ko:K07261	smk:Sinme_3487
ko:K01734	smk:Sinme_3488
ko:K00215	smk:Sinme_3491
ko:K10778	smk:Sinme_3493
ko:K04043	smk:Sinme_3509
ko:K03686	smk:Sinme_3510
ko:K03306	smk:Sinme_3513
ko:K07220	smk:Sinme_3514
ko:K03629	smk:Sinme_3515
ko:K03577	smk:Sinme_3518
ko:K03585	smk:Sinme_3520
ko:K10191	smk:Sinme_4168
ko:K01190	smk:Sinme_4169
ko:K15782	smk:Sinme_3755
ko:K07106	smk:Sinme_3526
ko:K03710	smk:Sinme_3528
ko:K00820	smk:Sinme_3529
ko:K01443	smk:Sinme_3530
ko:K06203	smk:Sinme_3534
ko:K03745	smk:Sinme_3535
ko:K07335	smk:Sinme_3536
ko:K05373	smk:Sinme_3541
ko:K07088	smk:Sinme_3547
ko:K00826	smk:Sinme_3548
ko:K00979	smk:Sinme_3550
ko:K03426	smk:Sinme_3555
ko:K02343	smk:Sinme_3557
ko:K09747	smk:Sinme_3558
ko:K06187	smk:Sinme_3560
ko:K09748	smk:Sinme_3563
ko:K02600	smk:Sinme_3564
ko:K07742	smk:Sinme_3565
ko:K02519	smk:Sinme_3566
ko:K02834	smk:Sinme_3567
ko:K02956	smk:Sinme_3570
ko:K00962	smk:Sinme_3571
ko:K00208	smk:Sinme_3573
ko:K01716	smk:Sinme_3575
ko:K09826	smk:Sinme_3576
ko:K00800	smk:Sinme_3580
ko:K00945	smk:Sinme_3581
ko:K02945	smk:Sinme_3582
ko:K18334	smk:Sinme_5006
ko:K07461	smk:Sinme_3594
ko:K07401	smk:Sinme_3595
ko:K15977	smk:Sinme_3596
ko:K06140	smk:Sinme_3597
ko:K03596	smk:Sinme_3599
ko:K01053	smk:Sinme_3731
ko:K01686	smk:Sinme_3738
ko:K00098	smk:Sinme_3739
ko:K02575	smk:Sinme_3744
ko:K01754	smk:Sinme_3748
ko:K01799	smk:Sinme_3749
ko:K02029	smk:Sinme_3750
ko:K02029	smk:Sinme_3751
ko:K03684	smk:Sinme_3590
ko:K05813	smk:Sinme_3763
ko:K01433	smk:Sinme_3429
ko:K00605	smk:Sinme_3430
ko:K00605	smk:Sinme_3435
ko:K01534	smk:Sinme_3455
ko:K02057	smk:Sinme_3457
ko:K02057	smk:Sinme_3458
ko:K00761	smk:Sinme_3462
ko:K01839	smk:Sinme_3464
ko:K10773	smk:Sinme_3495
ko:K04568	smk:Sinme_3606
ko:K02356	smk:Sinme_3607
ko:K00574	smk:Sinme_3608
ko:K02520	smk:Sinme_3612
ko:K02916	smk:Sinme_3613
ko:K02887	smk:Sinme_3614
ko:K01889	smk:Sinme_3615
ko:K01890	smk:Sinme_3616
ko:K03601	smk:Sinme_3627
ko:K00832	smk:Sinme_3636
ko:K06987	smk:Sinme_3637
ko:K01951	smk:Sinme_3643
ko:K06153	smk:Sinme_3658
ko:K01591	smk:Sinme_3662
ko:K02338	smk:Sinme_3665
ko:K07056	smk:Sinme_3666
ko:K07460	smk:Sinme_3667
ko:K01920	smk:Sinme_3668
ko:K07391	smk:Sinme_3669
ko:K01738	smk:Sinme_3670
ko:K13038	smk:Sinme_3689
ko:K03688	smk:Sinme_3694
ko:K03183	smk:Sinme_3695
ko:K02968	smk:Sinme_3698
ko:K01628	smk:Sinme_3701
ko:K02057	smk:Sinme_3704
ko:K02057	smk:Sinme_3705
ko:K03435	smk:Sinme_3708
ko:K09947	smk:Sinme_3647
ko:K03284	smk:Sinme_3649
ko:K01082	smk:Sinme_2535
ko:K15861	smk:Sinme_5884
ko:K07231	smk:Sinme_3652
ko:K03500	smk:Sinme_3653
ko:K03642	smk:Sinme_3654
ko:K02837	smk:Sinme_3676
ko:K03337	smk:Sinme_3681
ko:K03335	smk:Sinme_3682
ko:K03336	smk:Sinme_3683
ko:K03338	smk:Sinme_3684
ko:K01953	smk:Sinme_3710
ko:K15371	smk:Sinme_3311
ko:K02032	smk:Sinme_5942
ko:K01209	smk:Sinme_4665
ko:K01198	smk:Sinme_1888
ko:K06998	smk:Sinme_2017
ko:K18335	smk:Sinme_5008
ko:K10545	smk:Sinme_4518
ko:K10543	smk:Sinme_4520
ko:K10546	smk:Sinme_4529
ko:K10548	smk:Sinme_4530
ko:K10547	smk:Sinme_4531
ko:K11927	smk:Sinme_4544
ko:K01483	smk:Sinme_4551
ko:K07127	smk:Sinme_4552
ko:K05520	smk:Sinme_5348
ko:K10441	smk:Sinme_5351
ko:K00697	smk:Sinme_5369
ko:K00262	smk:Sinme_5372
ko:K01815	smk:Sinme_5381
ko:K01053	smk:Sinme_5391
ko:K03549	smk:Sinme_6201
ko:K01438	smk:Sinme_6219
ko:K12972	smk:Sinme_6220
ko:K06995	smk:Sinme_6221
ko:K07246	smk:Sinme_6223
ko:K02034	smk:Sinme_6233
ko:K01714	smk:Sinme_4397
ko:K09003	smk:Sinme_4448
ko:K03168	smk:Sinme_4458
ko:K00014	smk:Sinme_4133
ko:K03088	smk:Sinme_4139
ko:K07406	smk:Sinme_4182
ko:K02616	smk:Sinme_4184
ko:K02609	smk:Sinme_4185
ko:K02610	smk:Sinme_4186
ko:K02611	smk:Sinme_4187
ko:K02612	smk:Sinme_4188
ko:K02613	smk:Sinme_4189
ko:K15866	smk:Sinme_4192
ko:K13747	smk:Sinme_4194
ko:K02529	smk:Sinme_4196
ko:K09955	smk:Sinme_4200
ko:K15977	smk:Sinme_4234
ko:K03466	smk:Sinme_4235
ko:K08995	smk:Sinme_4237
ko:K03088	smk:Sinme_4238
ko:K01512	smk:Sinme_4239
ko:K01040	smk:Sinme_4241
ko:K02624	smk:Sinme_4243
ko:K00481	smk:Sinme_4246
ko:K00457	smk:Sinme_4248
ko:K02623	smk:Sinme_4250
ko:K01055	smk:Sinme_4251
ko:K00449	smk:Sinme_4253
ko:K00448	smk:Sinme_4254
ko:K01857	smk:Sinme_4255
ko:K06044	smk:Sinme_4256
ko:K00299	smk:Sinme_4257
ko:K01999	smk:Sinme_4262
ko:K01997	smk:Sinme_4263
ko:K01998	smk:Sinme_4264
ko:K01995	smk:Sinme_4265
ko:K01996	smk:Sinme_4266
ko:K02043	smk:Sinme_4284
ko:K01915	smk:Sinme_4297
ko:K07795	smk:Sinme_4303
ko:K02012	smk:Sinme_4304
ko:K07649	smk:Sinme_4306
ko:K10441	smk:Sinme_4309
ko:K06606	smk:Sinme_4317
ko:K03652	smk:Sinme_4320
ko:K00703	smk:Sinme_4325
ko:K01142	smk:Sinme_4339
ko:K07020	smk:Sinme_4340
ko:K10979	smk:Sinme_4342
ko:K14977	smk:Sinme_4344
ko:K01608	smk:Sinme_4347
ko:K01483	smk:Sinme_4351
ko:K02529	smk:Sinme_4354
ko:K10441	smk:Sinme_4355
ko:K06145	smk:Sinme_4361
ko:K01754	smk:Sinme_6238
ko:K09792	smk:Sinme_6241
ko:K00404	smk:Sinme_6246
ko:K00643	smk:Sinme_6249
ko:K07152	smk:Sinme_6250
ko:K01953	smk:Sinme_4376
ko:K03610	smk:Sinme_4382
ko:K03609	smk:Sinme_4383
ko:K03608	smk:Sinme_4384
ko:K03585	smk:Sinme_4407
ko:K02300	smk:Sinme_4415
ko:K02299	smk:Sinme_4416
ko:K02298	smk:Sinme_4417
ko:K02297	smk:Sinme_4418
ko:K03088	smk:Sinme_4422
ko:K09799	smk:Sinme_4436
ko:K03710	smk:Sinme_4440
ko:K03088	smk:Sinme_5242
ko:K02016	smk:Sinme_4467
ko:K02015	smk:Sinme_4468
ko:K02013	smk:Sinme_4469
ko:K01790	smk:Sinme_4470
ko:K01709	smk:Sinme_4480
ko:K00978	smk:Sinme_4481
ko:K10979	smk:Sinme_4489
ko:K10979	smk:Sinme_4490
ko:K12454	smk:Sinme_3929
ko:K01783	smk:Sinme_3977
ko:K01070	smk:Sinme_3995
ko:K02034	smk:Sinme_4025
ko:K01714	smk:Sinme_4027
ko:K03186	smk:Sinme_4032
ko:K02057	smk:Sinme_4041
ko:K02057	smk:Sinme_4042
ko:K02034	smk:Sinme_4057
ko:K03310	smk:Sinme_4099
ko:K09165	smk:Sinme_4100
ko:K02013	smk:Sinme_4111
ko:K02015	smk:Sinme_4112
ko:K02016	smk:Sinme_4113
ko:K07080	smk:Sinme_4116
ko:K02355	smk:Sinme_4121
ko:K05836	smk:Sinme_4122
ko:K06178	smk:Sinme_4146
ko:K11381	smk:Sinme_4150
ko:K00658	smk:Sinme_4151
ko:K10441	smk:Sinme_4153
ko:K07238	smk:Sinme_4159
ko:K03781	smk:Sinme_4163
ko:K07006	smk:Sinme_4164
ko:K00286	smk:Sinme_4167
ko:K02529	smk:Sinme_4175
ko:K07406	smk:Sinme_4177
ko:K02034	smk:Sinme_4180
ko:K13013	smk:Sinme_4964
ko:K01955	smk:Sinme_4969
ko:K00955	smk:Sinme_4972
ko:K00957	smk:Sinme_4973
ko:K08963	smk:Sinme_4206
ko:K00899	smk:Sinme_4207
ko:K02057	smk:Sinme_4209
ko:K00788	smk:Sinme_4212
ko:K03149	smk:Sinme_4213
ko:K03154	smk:Sinme_4214
ko:K03147	smk:Sinme_4216
ko:K10126	smk:Sinme_4218
ko:K10125	smk:Sinme_4219
ko:K11103	smk:Sinme_4220
ko:K02029	smk:Sinme_5022
ko:K01755	smk:Sinme_5023
ko:K00097	smk:Sinme_4271
ko:K05780	smk:Sinme_4278
ko:K05781	smk:Sinme_4279
ko:K06163	smk:Sinme_4280
ko:K06164	smk:Sinme_4281
ko:K06165	smk:Sinme_4282
ko:K06166	smk:Sinme_4283
ko:K11216	smk:Sinme_5078
ko:K11531	smk:Sinme_5079
ko:K10558	smk:Sinme_5080
ko:K10556	smk:Sinme_5081
ko:K10557	smk:Sinme_5082
ko:K10555	smk:Sinme_5083
ko:K02078	smk:Sinme_5089
ko:K07039	smk:Sinme_5099
ko:K03543	smk:Sinme_4330
ko:K03446	smk:Sinme_4331
ko:K10107	smk:Sinme_5124
ko:K07266	smk:Sinme_5127
ko:K09688	smk:Sinme_5128
ko:K00606	smk:Sinme_5130
ko:K02529	smk:Sinme_5134
ko:K07289	smk:Sinme_5135
ko:K01991	smk:Sinme_5148
ko:K00973	smk:Sinme_5149
ko:K01790	smk:Sinme_5150
ko:K00067	smk:Sinme_5152
ko:K01586	smk:Sinme_5187
ko:K06041	smk:Sinme_5202
ko:K07276	smk:Sinme_5210
ko:K09790	smk:Sinme_5215
ko:K00340	smk:Sinme_6035
ko:K00339	smk:Sinme_6036
ko:K00573	smk:Sinme_6037
ko:K09930	smk:Sinme_5244
ko:K15977	smk:Sinme_5246
ko:K13924	smk:Sinme_5253
ko:K01684	smk:Sinme_5257
ko:K10537	smk:Sinme_5259
ko:K10539	smk:Sinme_5260
ko:K10538	smk:Sinme_5261
ko:K10441	smk:Sinme_5264
ko:K00111	smk:Sinme_5268
ko:K01745	smk:Sinme_5277
ko:K02034	smk:Sinme_5282
ko:K02034	smk:Sinme_6092
ko:K15584	smk:Sinme_6094
ko:K03585	smk:Sinme_6100
ko:K03758	smk:Sinme_6102
ko:K07124	smk:Sinme_5314
ko:K02167	smk:Sinme_6147
ko:K02002	smk:Sinme_6149
ko:K02013	smk:Sinme_6157
ko:K02015	smk:Sinme_6158
ko:K02015	smk:Sinme_6159
ko:K02016	smk:Sinme_6160
ko:K02053	smk:Sinme_6165
ko:K02002	smk:Sinme_3768
ko:K10856	smk:Sinme_3770
ko:K13483	smk:Sinme_3781
ko:K11178	smk:Sinme_3782
ko:K11177	smk:Sinme_3783
ko:K00694	smk:Sinme_3787
ko:K02053	smk:Sinme_3797
ko:K07302	smk:Sinme_3835
ko:K07303	smk:Sinme_3836
ko:K07007	smk:Sinme_3860
ko:K02057	smk:Sinme_3861
ko:K02057	smk:Sinme_3864
ko:K05878	smk:Sinme_3865
ko:K05879	smk:Sinme_3866
ko:K05878	smk:Sinme_3867
ko:K07080	smk:Sinme_3880
ko:K07090	smk:Sinme_3885
ko:K07397	smk:Sinme_3902
ko:K12658	smk:Sinme_3905
ko:K00285	smk:Sinme_3906
ko:K01858	smk:Sinme_3924
ko:K13483	smk:Sinme_4714
ko:K11178	smk:Sinme_4715
ko:K11177	smk:Sinme_4716
ko:K07124	smk:Sinme_3957
ko:K01821	smk:Sinme_3963
ko:K06139	smk:Sinme_3964
ko:K06138	smk:Sinme_3965
ko:K06137	smk:Sinme_3966
ko:K06136	smk:Sinme_3967
ko:K03841	smk:Sinme_3970
ko:K00855	smk:Sinme_3971
ko:K00615	smk:Sinme_3972
ko:K01624	smk:Sinme_3973
ko:K07301	smk:Sinme_4764
ko:K02275	smk:Sinme_4765
ko:K07058	smk:Sinme_4770
ko:K02012	smk:Sinme_4009
ko:K02012	smk:Sinme_4010
ko:K02011	smk:Sinme_4012
ko:K03324	smk:Sinme_4014
ko:K03760	smk:Sinme_4829
ko:K01993	smk:Sinme_4833
ko:K06999	smk:Sinme_4838
ko:K05343	smk:Sinme_4068
ko:K00156	smk:Sinme_4072
ko:K02042	smk:Sinme_4863
ko:K02042	smk:Sinme_4864
ko:K06162	smk:Sinme_4866
ko:K05774	smk:Sinme_4867
ko:K01468	smk:Sinme_4872
ko:K01745	smk:Sinme_4873
ko:K01712	smk:Sinme_4875
ko:K05846	smk:Sinme_4891
ko:K05847	smk:Sinme_4892
ko:K05846	smk:Sinme_4893
ko:K05845	smk:Sinme_4894
ko:K02431	smk:Sinme_4899
ko:K07402	smk:Sinme_4913
ko:K13482	smk:Sinme_4914
ko:K13481	smk:Sinme_4915
ko:K07127	smk:Sinme_4916
ko:K01477	smk:Sinme_4918
ko:K06901	smk:Sinme_4920
ko:K01486	smk:Sinme_4923
ko:K02053	smk:Sinme_4926
ko:K02529	smk:Sinme_4929
ko:K02034	smk:Sinme_4937
ko:K00604	smk:Sinme_4963
ko:K02029	smk:Sinme_4984
ko:K02029	smk:Sinme_4985
ko:K02048	smk:Sinme_4988
ko:K02046	smk:Sinme_4989
ko:K02047	smk:Sinme_4990
ko:K02045	smk:Sinme_4991
ko:K13766	smk:Sinme_4995
ko:K01640	smk:Sinme_4996
ko:K01968	smk:Sinme_4997
ko:K01969	smk:Sinme_4999
ko:K03534	smk:Sinme_5011
ko:K07282	smk:Sinme_5059
ko:K02034	smk:Sinme_5061
ko:K14986	smk:Sinme_5887
ko:K02568	smk:Sinme_5890
ko:K02567	smk:Sinme_5891
ko:K02570	smk:Sinme_5892
ko:K02572	smk:Sinme_5893
ko:K09688	smk:Sinme_5122
ko:K09689	smk:Sinme_5123
ko:K07090	smk:Sinme_5941
ko:K02034	smk:Sinme_5944
ko:K06222	smk:Sinme_5963
ko:K05845	smk:Sinme_5992
ko:K05846	smk:Sinme_5993
ko:K05847	smk:Sinme_5994
ko:K05846	smk:Sinme_5995
ko:K14083	smk:Sinme_5999
ko:K00315	smk:Sinme_6001
ko:K07303	smk:Sinme_6005
ko:K07302	smk:Sinme_6006
ko:K02057	smk:Sinme_6017
ko:K02057	smk:Sinme_6018
ko:K00337	smk:Sinme_6020
ko:K00338	smk:Sinme_6021
ko:K00334	smk:Sinme_6025
ko:K00333	smk:Sinme_6026
ko:K00332	smk:Sinme_6027
ko:K00331	smk:Sinme_6028
ko:K00343	smk:Sinme_6030
ko:K00342	smk:Sinme_6031
ko:K03408	smk:Sinme_6041
ko:K03407	smk:Sinme_6043
ko:K03412	smk:Sinme_6044
ko:K12511	smk:Sinme_6045
ko:K12510	smk:Sinme_6046
ko:K02283	smk:Sinme_6047
ko:K02651	smk:Sinme_6048
ko:K02282	smk:Sinme_6050
ko:K02279	smk:Sinme_6051
ko:K02278	smk:Sinme_6052
ko:K06162	smk:Sinme_6903
ko:K02043	smk:Sinme_6904
ko:K03758	smk:Sinme_6103
ko:K01476	smk:Sinme_6138
ko:K01486	smk:Sinme_6140
ko:K06901	smk:Sinme_6141
ko:K01486	smk:Sinme_6142
ko:K02529	smk:Sinme_3855
ko:K01808	smk:Sinme_3807
ko:K09808	smk:Sinme_3809
ko:K02012	smk:Sinme_3813
ko:K02011	smk:Sinme_3814
ko:K00363	smk:Sinme_4607
ko:K00362	smk:Sinme_4608
ko:K12308	smk:Sinme_4624
ko:K00941	smk:Sinme_4627
ko:K00963	smk:Sinme_4630
ko:K05879	smk:Sinme_3868
ko:K02057	smk:Sinme_4682
ko:K02057	smk:Sinme_4683
ko:K01920	smk:Sinme_4686
ko:K02002	smk:Sinme_4701
ko:K04078	smk:Sinme_4706
ko:K04077	smk:Sinme_4707
ko:K07112	smk:Sinme_4722
ko:K02011	smk:Sinme_4729
ko:K02012	smk:Sinme_4731
ko:K03430	smk:Sinme_4734
ko:K03324	smk:Sinme_4735
ko:K03852	smk:Sinme_4741
ko:K00375	smk:Sinme_4747
ko:K10441	smk:Sinme_4757
ko:K05366	smk:Sinme_5561
ko:K07058	smk:Sinme_4776
ko:K01812	smk:Sinme_4778
ko:K01815	smk:Sinme_4783
ko:K02529	smk:Sinme_4786
ko:K10441	smk:Sinme_4788
ko:K11177	smk:Sinme_4792
ko:K11178	smk:Sinme_4793
ko:K13483	smk:Sinme_4794
ko:K00067	smk:Sinme_4804
ko:K01790	smk:Sinme_4806
ko:K00973	smk:Sinme_4807
ko:K03284	smk:Sinme_5623
ko:K10125	smk:Sinme_4840
ko:K10126	smk:Sinme_4841
ko:K01624	smk:Sinme_4846
ko:K00823	smk:Sinme_4852
ko:K00925	smk:Sinme_4854
ko:K04079	smk:Sinme_4855
ko:K00252	smk:Sinme_4857
ko:K14083	smk:Sinme_4860
ko:K02041	smk:Sinme_4861
ko:K02044	smk:Sinme_4862
ko:K11534	smk:Sinme_4902
ko:K06894	smk:Sinme_4903
ko:K05367	smk:Sinme_4904
ko:K04080	smk:Sinme_4906
ko:K13993	smk:Sinme_4907
ko:K07734	smk:Sinme_5728
ko:K00375	smk:Sinme_5729
ko:K03704	smk:Sinme_5732
ko:K06999	smk:Sinme_5734
ko:K03786	smk:Sinme_5751
ko:K01845	smk:Sinme_5752
ko:K00812	smk:Sinme_5759
ko:K01841	smk:Sinme_5760
ko:K00375	smk:Sinme_5776
ko:K09136	smk:Sinme_5779
ko:K14160	smk:Sinme_5787
ko:K14161	smk:Sinme_5788
ko:K07282	smk:Sinme_5824
ko:K02034	smk:Sinme_5826
ko:K01821	smk:Sinme_5858
ko:K05916	smk:Sinme_5867
ko:K07322	smk:Sinme_5870
ko:K14166	smk:Sinme_5871
ko:K00406	smk:Sinme_5879
ko:K00407	smk:Sinme_5880
ko:K00405	smk:Sinme_5881
ko:K00404	smk:Sinme_5882
ko:K07160	smk:Sinme_6688
ko:K06987	smk:Sinme_6690
ko:K00285	smk:Sinme_6701
ko:K07010	smk:Sinme_6703
ko:K02034	smk:Sinme_6753
ko:K02034	smk:Sinme_5977
ko:K01707	smk:Sinme_5980
ko:K08369	smk:Sinme_5983
ko:K07726	smk:Sinme_6798
ko:K08482	smk:Sinme_6802
ko:K02045	smk:Sinme_6805
ko:K02048	smk:Sinme_6806
ko:K02034	smk:Sinme_6815
ko:K07118	smk:Sinme_6822
ko:K01586	smk:Sinme_6863
ko:K01697	smk:Sinme_6864
ko:K02016	smk:Sinme_6868
ko:K01953	smk:Sinme_6913
ko:K00812	smk:Sinme_6917
ko:K01841	smk:Sinme_6918
ko:K07347	smk:Sinme_6942
ko:K06145	smk:Sinme_6965
ko:K03885	smk:Sinme_4563
ko:K06859	smk:Sinme_4567
ko:K10441	smk:Sinme_4569
ko:K05346	smk:Sinme_4573
ko:K06920	smk:Sinme_4650
ko:K01737	smk:Sinme_4651
ko:K10026	smk:Sinme_4652
ko:K02471	smk:Sinme_4653
ko:K02034	smk:Sinme_5450
ko:K01266	smk:Sinme_5455
ko:K00824	smk:Sinme_5456
ko:K02029	smk:Sinme_5463
ko:K02029	smk:Sinme_5464
ko:K02529	smk:Sinme_5465
ko:K01706	smk:Sinme_5478
ko:K01008	smk:Sinme_5488
ko:K01042	smk:Sinme_5501
ko:K00123	smk:Sinme_5505
ko:K03782	smk:Sinme_5518
ko:K02057	smk:Sinme_5522
ko:K02057	smk:Sinme_5523
ko:K02346	smk:Sinme_5531
ko:K11177	smk:Sinme_5532
ko:K11178	smk:Sinme_5533
ko:K13483	smk:Sinme_5534
ko:K01546	smk:Sinme_5540
ko:K01547	smk:Sinme_5541
ko:K01548	smk:Sinme_5542
ko:K07646	smk:Sinme_5543
ko:K07667	smk:Sinme_5544
ko:K03657	smk:Sinme_5546
ko:K03657	smk:Sinme_5581
ko:K04043	smk:Sinme_5586
ko:K04078	smk:Sinme_5608
ko:K00133	smk:Sinme_6420
ko:K03154	smk:Sinme_5649
ko:K03704	smk:Sinme_5665
ko:K00285	smk:Sinme_6482
ko:K01799	smk:Sinme_6483
ko:K06204	smk:Sinme_6550
ko:K06911	smk:Sinme_6592
ko:K03809	smk:Sinme_6597
ko:K15977	smk:Sinme_6601
ko:K01778	smk:Sinme_6638
ko:K06987	smk:Sinme_6654
ko:K02029	smk:Sinme_6658
ko:K02034	smk:Sinme_6664
ko:K09967	smk:Sinme_6685
ko:K06720	smk:Sinme_6717
ko:K00133	smk:Sinme_6729
ko:K03098	smk:Sinme_6843
ko:K13482	smk:Sinme_4580
ko:K13481	smk:Sinme_4581
ko:K00019	smk:Sinme_4582
ko:K00864	smk:Sinme_4583
ko:K01265	smk:Sinme_4590
ko:K03977	smk:Sinme_4597
ko:K07403	smk:Sinme_4602
ko:K02302	smk:Sinme_4605
ko:K00372	smk:Sinme_4606
ko:K03704	smk:Sinme_5400
ko:K02280	smk:Sinme_5413
ko:K03833	smk:Sinme_5499
