ko:K19272	kpne:KU54_00025
ko:K07678	kpne:KU54_005435
ko:K03215	kpne:KU54_005440
ko:K00951	kpne:KU54_005445
ko:K04765	kpne:KU54_005450
ko:K01937	kpne:KU54_005455
ko:K01689	kpne:KU54_005460
ko:K03704	kpne:KU54_009620
ko:K03587	kpne:KU54_009625
ko:K00563	kpne:KU54_009630
ko:K02795	kpne:KU54_009650
ko:K02793	kpne:KU54_009655
ko:K02794	kpne:KU54_009655
ko:K01752	kpne:KU54_009675
ko:K01665	kpne:KU54_009685
ko:K09917	kpne:KU54_009690
ko:K14742	kpne:KU54_009705
ko:K07285	kpne:KU54_009710
ko:K01897	kpne:KU54_009715
ko:K03684	kpne:KU54_009720
ko:K03608	kpne:KU54_009725
ko:K03609	kpne:KU54_009730
ko:K03610	kpne:KU54_009735
ko:K09902	kpne:KU54_009745
ko:K09160	kpne:KU54_009755
ko:K03611	kpne:KU54_009765
ko:K03314	kpne:KU54_009770
ko:K03603	kpne:KU54_009775
ko:K00285	kpne:KU54_009790
ko:K01775	kpne:KU54_009795
ko:K11105	kpne:KU54_009800
ko:K08308	kpne:KU54_009810
ko:K02014	kpne:KU54_009815
ko:K01194	kpne:KU54_009820
ko:K07395	kpne:KU54_009840
ko:K07592	kpne:KU54_009865
ko:K01754	kpne:KU54_009870
ko:K03758	kpne:KU54_014060
ko:K13938	kpne:KU54_014065
ko:K07661	kpne:KU54_014075
ko:K07639	kpne:KU54_014085
ko:K10748	kpne:KU54_014090
ko:K01679	kpne:KU54_014095
ko:K01676	kpne:KU54_014100
ko:K01809	kpne:KU54_014105
ko:K16136	kpne:KU54_014115
ko:K14155	kpne:KU54_014125
ko:K16074	kpne:KU54_014130
ko:K08987	kpne:KU54_014145
ko:K07112	kpne:KU54_014150
ko:K00134	kpne:KU54_014170
ko:K07248	kpne:KU54_014175
ko:K05526	kpne:KU54_014200
ko:K01484	kpne:KU54_014205
ko:K06447	kpne:KU54_014210
ko:K00673	kpne:KU54_014215
ko:K00840	kpne:KU54_014220
ko:K00261	kpne:KU54_014230
ko:K06075	kpne:KU54_014245
ko:K03578	kpne:KU54_014270
ko:K01118	kpne:KU54_014275
ko:K02617	kpne:KU54_014285
ko:K02616	kpne:KU54_014290
ko:K01912	kpne:KU54_014295
ko:K02615	kpne:KU54_014300
ko:K02614	kpne:KU54_014305
ko:K00074	kpne:KU54_014310
ko:K15866	kpne:KU54_014315
ko:K01692	kpne:KU54_014320
ko:K02613	kpne:KU54_014325
ko:K01626	kpne:KU54_018445
ko:K16264	kpne:KU54_018455
ko:K03811	kpne:KU54_018460
ko:K03517	kpne:KU54_018465
ko:K03640	kpne:KU54_018515
ko:K03641	kpne:KU54_018520
ko:K03646	kpne:KU54_018525
ko:K03560	kpne:KU54_018530
ko:K03562	kpne:KU54_018535
ko:K07107	kpne:KU54_018540
ko:K00426	kpne:KU54_018555
ko:K00425	kpne:KU54_018560
ko:K01902	kpne:KU54_018570
ko:K01903	kpne:KU54_018575
ko:K00658	kpne:KU54_018580
ko:K00164	kpne:KU54_018585
ko:K00240	kpne:KU54_018590
ko:K00239	kpne:KU54_018595
ko:K00242	kpne:KU54_018600
ko:K00241	kpne:KU54_018605
ko:K01647	kpne:KU54_018610
ko:K05522	kpne:KU54_018620
ko:K01304	kpne:KU54_018625
ko:K07160	kpne:KU54_018640
ko:K03305	kpne:KU54_018660
ko:K01669	kpne:KU54_018665
ko:K01546	kpne:KU54_018675
ko:K01547	kpne:KU54_018680
ko:K01548	kpne:KU54_018685
ko:K07646	kpne:KU54_018690
ko:K07667	kpne:KU54_018695
ko:K00322	kpne:KU54_026255
ko:K01755	kpne:KU54_026265
ko:K00930	kpne:KU54_026270
ko:K00145	kpne:KU54_026275
ko:K01438	kpne:KU54_026280
ko:K01595	kpne:KU54_026285
ko:K08314	kpne:KU54_026300
ko:K00005	kpne:KU54_026305
ko:K00297	kpne:KU54_026315
ko:K01607	kpne:KU54_026325
ko:K12525	kpne:KU54_026340
ko:K01739	kpne:KU54_026345
ko:K03764	kpne:KU54_026350
ko:K02909	kpne:KU54_026355
ko:K04066	kpne:KU54_026360
ko:K05499	kpne:KU54_026370
ko:K03591	kpne:KU54_026375
ko:K01419	kpne:KU54_026380
ko:K03667	kpne:KU54_026385
ko:K02548	kpne:KU54_026390
ko:K02553	kpne:KU54_026395
ko:K00850	kpne:KU54_026400
ko:K13283	kpne:KU54_026405
ko:K06006	kpne:KU54_026410
ko:K07640	kpne:KU54_026420
ko:K04564	kpne:KU54_026430
ko:K02856	kpne:KU54_026435
ko:K02854	kpne:KU54_026440
ko:K02855	kpne:KU54_026445
ko:K00848	kpne:KU54_026450
ko:K01813	kpne:KU54_026455
ko:K01629	kpne:KU54_026460
ko:K10559	kpne:KU54_026465
ko:K10562	kpne:KU54_026470
ko:K10560	kpne:KU54_026475
ko:K10561	kpne:KU54_026480
ko:K03534	kpne:KU54_026490
ko:K02532	kpne:KU54_026495
ko:K07407	kpne:KU54_026500
ko:K02529	kpne:KU54_026505
ko:K10558	kpne:KU54_003210
ko:K10556	kpne:KU54_003215
ko:K10557	kpne:KU54_003220
ko:K10555	kpne:KU54_003225
ko:K08321	kpne:KU54_003230
ko:K11530	kpne:KU54_003235
ko:K09251	kpne:KU54_003240
ko:K07229	kpne:KU54_003255
ko:K05881	kpne:KU54_003265
ko:K05879	kpne:KU54_003270
ko:K05878	kpne:KU54_003275
ko:K00005	kpne:KU54_003285
ko:K05880	kpne:KU54_003290
ko:K06120	kpne:KU54_003315
ko:K06121	kpne:KU54_003320
ko:K06122	kpne:KU54_003325
ko:K02440	kpne:KU54_003335
ko:K07679	kpne:KU54_003355
ko:K07690	kpne:KU54_003360
ko:K03649	kpne:KU54_003380
ko:K03086	kpne:KU54_003385
ko:K02970	kpne:KU54_003395
ko:K01409	kpne:KU54_003400
ko:K03189	kpne:KU54_003410
ko:K03188	kpne:KU54_003415
ko:K03187	kpne:KU54_003420
ko:K01429	kpne:KU54_003430
ko:K01430	kpne:KU54_003435
ko:K03190	kpne:KU54_003440
ko:K08591	kpne:KU54_003455
ko:K01633	kpne:KU54_003460
ko:K06153	kpne:KU54_003465
ko:K00974	kpne:KU54_003470
ko:K07184	kpne:KU54_003475
ko:K18446	kpne:KU54_003480
ko:K00330	kpne:KU54_007680
ko:K00331	kpne:KU54_007685
ko:K13378	kpne:KU54_007690
ko:K00334	kpne:KU54_007695
ko:K00335	kpne:KU54_007700
ko:K00336	kpne:KU54_007705
ko:K00337	kpne:KU54_007710
ko:K00338	kpne:KU54_007715
ko:K00339	kpne:KU54_007720
ko:K00340	kpne:KU54_007725
ko:K00341	kpne:KU54_007730
ko:K00342	kpne:KU54_007735
ko:K00343	kpne:KU54_007740
ko:K00784	kpne:KU54_007745
ko:K02348	kpne:KU54_007750
ko:K02552	kpne:KU54_007755
ko:K02551	kpne:KU54_007760
ko:K08680	kpne:KU54_007765
ko:K01661	kpne:KU54_007770
ko:K02549	kpne:KU54_007775
ko:K01911	kpne:KU54_007780
ko:K12944	kpne:KU54_007785
ko:K12660	kpne:KU54_007825
ko:K00113	kpne:KU54_007830
ko:K00112	kpne:KU54_007835
ko:K00111	kpne:KU54_007840
ko:K02445	kpne:KU54_007845
ko:K01126	kpne:KU54_007850
ko:K11107	kpne:KU54_007855
ko:K00568	kpne:KU54_007870
ko:K02469	kpne:KU54_007875
ko:K07677	kpne:KU54_007880
ko:K07687	kpne:KU54_007885
ko:K07676	kpne:KU54_007890
ko:K09475	kpne:KU54_007900
ko:K03734	kpne:KU54_007905
ko:K10778	kpne:KU54_007910
ko:K03919	kpne:KU54_007915
ko:K06159	kpne:KU54_007920
ko:K06213	kpne:KU54_007925
ko:K03321	kpne:KU54_007930
ko:K00116	kpne:KU54_007935
ko:K05550	kpne:KU54_012105
ko:K05784	kpne:KU54_012110
ko:K05783	kpne:KU54_012115
ko:K08349	kpne:KU54_012135
ko:K08350	kpne:KU54_012140
ko:K02034	kpne:KU54_012180
ko:K02033	kpne:KU54_012185
ko:K02035	kpne:KU54_012190
ko:K13953	kpne:KU54_012195
ko:K01507	kpne:KU54_012205
ko:K00027	kpne:KU54_012225
ko:K03337	kpne:KU54_023910
ko:K00140	kpne:KU54_023915
ko:K06606	kpne:KU54_023920
ko:K06915	kpne:KU54_023925
ko:K11720	kpne:KU54_023930
ko:K07091	kpne:KU54_023935
ko:K01255	kpne:KU54_023940
ko:K02339	kpne:KU54_023945
ko:K01873	kpne:KU54_023950
ko:K03828	kpne:KU54_023955
ko:K06169	kpne:KU54_023960
ko:K09893	kpne:KU54_023965
ko:K00611	kpne:KU54_023970
ko:K03710	kpne:KU54_023975
ko:K00609	kpne:KU54_024010
ko:K00610	kpne:KU54_024015
ko:K09022	kpne:KU54_024020
ko:K01531	kpne:KU54_024025
ko:K03485	kpne:KU54_024030
ko:K02818	kpne:KU54_024035
ko:K02819	kpne:KU54_024035
ko:K01226	kpne:KU54_024040
ko:K02761	kpne:KU54_024045
ko:K01222	kpne:KU54_024050
ko:K02760	kpne:KU54_024055
ko:K06218	kpne:KU54_024085
ko:K18918	kpne:KU54_024090
ko:K01042	kpne:KU54_024110
ko:K01465	kpne:KU54_024115
ko:K15536	kpne:KU54_024150
ko:K03592	kpne:KU54_024155
ko:K09889	kpne:KU54_024160
ko:K02972	kpne:KU54_012235
ko:K05343	kpne:KU54_012280
ko:K07481	kpne:KU54_012300
ko:K02030	kpne:KU54_012325
ko:K08369	kpne:KU54_012355
ko:K07507	kpne:KU54_012360
ko:K06916	kpne:KU54_012365
ko:K03782	kpne:KU54_012370
ko:K09936	kpne:KU54_012380
ko:K07224	kpne:KU54_016530
ko:K07243	kpne:KU54_016535
ko:K03317	kpne:KU54_016540
ko:K11928	kpne:KU54_016550
ko:K13821	kpne:KU54_016555
ko:K09018	kpne:KU54_016570
ko:K09020	kpne:KU54_016575
ko:K09021	kpne:KU54_016580
ko:K09023	kpne:KU54_016585
ko:K09019	kpne:KU54_016590
ko:K09024	kpne:KU54_016595
ko:K09016	kpne:KU54_016600
ko:K03809	kpne:KU54_016620
ko:K01085	kpne:KU54_016630
ko:K07124	kpne:KU54_016640
ko:K14052	kpne:KU54_016655
ko:K09470	kpne:KU54_016660
ko:K09473	kpne:KU54_016665
ko:K14056	kpne:KU54_016670
ko:K09472	kpne:KU54_016675
ko:K09471	kpne:KU54_016680
ko:K16135	kpne:KU54_016685
ko:K07246	kpne:KU54_016690
ko:K03451	kpne:KU54_016695
ko:K00135	kpne:KU54_016705
ko:K18920	kpne:KU54_000975
ko:K03704	kpne:KU54_000985
ko:K07726	kpne:KU54_000990
ko:K08195	kpne:KU54_000995
ko:K00090	kpne:KU54_001005
ko:K00874	kpne:KU54_001015
ko:K02525	kpne:KU54_001025
ko:K08351	kpne:KU54_001040
ko:K03826	kpne:KU54_001045
ko:K01246	kpne:KU54_001050
ko:K08177	kpne:KU54_001060
ko:K12975	kpne:KU54_001065
ko:K07483	kpne:KU54_001080
ko:K12368	kpne:KU54_001095
ko:K12369	kpne:KU54_001100
ko:K12370	kpne:KU54_001105
ko:K12371	kpne:KU54_001110
ko:K12372	kpne:KU54_001115
ko:K00694	kpne:KU54_001185
ko:K11103	kpne:KU54_001215
ko:K00874	kpne:KU54_001225
ko:K07290	kpne:KU54_001235
ko:K07058	kpne:KU54_001245
ko:K10026	kpne:KU54_005475
ko:K01737	kpne:KU54_005480
ko:K00380	kpne:KU54_005490
ko:K00381	kpne:KU54_005495
ko:K00390	kpne:KU54_005500
ko:K09612	kpne:KU54_005505
ko:K02302	kpne:KU54_005510
ko:K00957	kpne:KU54_005515
ko:K00956	kpne:KU54_005520
ko:K00860	kpne:KU54_005525
ko:K05589	kpne:KU54_005535
ko:K00991	kpne:KU54_005540
ko:K01770	kpne:KU54_005545
ko:K06176	kpne:KU54_005550
ko:K03787	kpne:KU54_005555
ko:K00573	kpne:KU54_005560
ko:K06194	kpne:KU54_005565
ko:K03087	kpne:KU54_005570
ko:K03186	kpne:KU54_005595
ko:K18922	kpne:KU54_005610
ko:K03555	kpne:KU54_005615
ko:K11903	kpne:KU54_005625
ko:K02013	kpne:KU54_005630
ko:K02015	kpne:KU54_005635
ko:K02016	kpne:KU54_005640
ko:K07225	kpne:KU54_005645
ko:K16087	kpne:KU54_005650
ko:K07401	kpne:KU54_005655
ko:K01652	kpne:KU54_005660
ko:K07088	kpne:KU54_005665
ko:K11606	kpne:KU54_005680
ko:K11605	kpne:KU54_005685
ko:K11607	kpne:KU54_005690
ko:K11604	kpne:KU54_005695
ko:K00847	kpne:KU54_005705
ko:K02759	kpne:KU54_005710
ko:K02761	kpne:KU54_005715
ko:K02760	kpne:KU54_005720
ko:K02761	kpne:KU54_005725
ko:K16077	kpne:KU54_005730
ko:K03838	kpne:KU54_009875
ko:K00932	kpne:KU54_009880
ko:K00656	kpne:KU54_009885
ko:K01999	kpne:KU54_009895
ko:K01997	kpne:KU54_009900
ko:K01998	kpne:KU54_009905
ko:K01995	kpne:KU54_009910
ko:K01996	kpne:KU54_009915
ko:K01610	kpne:KU54_009925
ko:K03288	kpne:KU54_009940
ko:K06177	kpne:KU54_009960
ko:K09912	kpne:KU54_009965
ko:K11893	kpne:KU54_009980
ko:K11892	kpne:KU54_009985
ko:K07481	kpne:KU54_010075
ko:K11891	kpne:KU54_010105
ko:K11896	kpne:KU54_010110
ko:K11895	kpne:KU54_010115
ko:K11906	kpne:KU54_010120
ko:K11905	kpne:KU54_010125
ko:K11911	kpne:KU54_010130
ko:K17213	kpne:KU54_010135
ko:K06942	kpne:KU54_010145
ko:K01056	kpne:KU54_010150
ko:K02612	kpne:KU54_014330
ko:K02611	kpne:KU54_014335
ko:K02610	kpne:KU54_014340
ko:K02609	kpne:KU54_014345
ko:K02618	kpne:KU54_014350
ko:K00276	kpne:KU54_014355
ko:K00077	kpne:KU54_014365
ko:K14063	kpne:KU54_014375
ko:K09978	kpne:KU54_014380
ko:K03778	kpne:KU54_014400
ko:K03668	kpne:KU54_014405
ko:K03737	kpne:KU54_014415
ko:K14062	kpne:KU54_014420
ko:K14061	kpne:KU54_014430
ko:K14058	kpne:KU54_014435
ko:K05591	kpne:KU54_014440
ko:K16074	kpne:KU54_014445
ko:K11734	kpne:KU54_014470
ko:K00832	kpne:KU54_014485
ko:K02072	kpne:KU54_014490
ko:K02071	kpne:KU54_014495
ko:K02073	kpne:KU54_014500
ko:K08969	kpne:KU54_014505
ko:K11906	kpne:KU54_014580
ko:K11895	kpne:KU54_014585
ko:K11896	kpne:KU54_014590
ko:K11910	kpne:KU54_014595
ko:K11910	kpne:KU54_014600
ko:K01835	kpne:KU54_018705
ko:K03645	kpne:KU54_018710
ko:K03839	kpne:KU54_018730
ko:K03711	kpne:KU54_018735
ko:K01886	kpne:KU54_018760
ko:K02802	kpne:KU54_018765
ko:K02803	kpne:KU54_018765
ko:K02804	kpne:KU54_018765
ko:K02564	kpne:KU54_018770
ko:K01443	kpne:KU54_018775
ko:K02565	kpne:KU54_018780
ko:K02566	kpne:KU54_018785
ko:K01953	kpne:KU54_018790
ko:K03184	kpne:KU54_018830
ko:K06168	kpne:KU54_018835
ko:K07042	kpne:KU54_018845
ko:K06189	kpne:KU54_018850
ko:K03820	kpne:KU54_018855
ko:K10001	kpne:KU54_018860
ko:K10003	kpne:KU54_018865
ko:K10002	kpne:KU54_018870
ko:K10004	kpne:KU54_018875
ko:K01869	kpne:KU54_018900
ko:K03643	kpne:KU54_018905
ko:K02340	kpne:KU54_018910
ko:K00969	kpne:KU54_018915
ko:K02226	kpne:KU54_018920
ko:K09710	kpne:KU54_018925
ko:K00783	kpne:KU54_018930
ko:K05515	kpne:KU54_018935
ko:K05837	kpne:KU54_018940
ko:K03642	kpne:KU54_018945
ko:K07258	kpne:KU54_018950
ko:K09158	kpne:KU54_018955
ko:K03801	kpne:KU54_018960
ko:K03644	kpne:KU54_018970
ko:K03425	kpne:KU54_018975
ko:K07443	kpne:KU54_020680
ko:K09914	kpne:KU54_020685
ko:K10805	kpne:KU54_020690
ko:K03320	kpne:KU54_020695
ko:K04752	kpne:KU54_020700
ko:K18890	kpne:KU54_020705
ko:K18889	kpne:KU54_020710
ko:K05800	kpne:KU54_020715
ko:K01738	kpne:KU54_020720
ko:K11938	kpne:KU54_020725
ko:K06920	kpne:KU54_020735
ko:K12500	kpne:KU54_020740
ko:K02237	kpne:KU54_020745
ko:K03770	kpne:KU54_020750
ko:K03530	kpne:KU54_020755
ko:K01338	kpne:KU54_020760
ko:K03544	kpne:KU54_020765
ko:K01358	kpne:KU54_020770
ko:K03545	kpne:KU54_020775
ko:K05527	kpne:KU54_020780
ko:K07286	kpne:KU54_020785
ko:K08218	kpne:KU54_020790
ko:K02297	kpne:KU54_020795
ko:K02298	kpne:KU54_020800
ko:K02299	kpne:KU54_020805
ko:K02300	kpne:KU54_020810
ko:K02624	kpne:KU54_020825
ko:K00014	kpne:KU54_020830
ko:K08195	kpne:KU54_020855
ko:K09767	kpne:KU54_020870
ko:K00077	kpne:KU54_020875
ko:K00382	kpne:KU54_022290
ko:K00627	kpne:KU54_022295
ko:K00163	kpne:KU54_022300
ko:K11734	kpne:KU54_022315
ko:K03807	kpne:KU54_022330
ko:K03806	kpne:KU54_022335
ko:K00767	kpne:KU54_022340
ko:K02682	kpne:KU54_022345
ko:K02504	kpne:KU54_022350
ko:K02505	kpne:KU54_022355
ko:K00364	kpne:KU54_022360
ko:K00859	kpne:KU54_022370
ko:K18778	kpne:KU54_022375
ko:K09862	kpne:KU54_022380
ko:K03574	kpne:KU54_022385
ko:K03070	kpne:KU54_022390
ko:K13301	kpne:KU54_022395
ko:K02535	kpne:KU54_022400
ko:K03531	kpne:KU54_022405
ko:K03590	kpne:KU54_022410
ko:K03589	kpne:KU54_022415
ko:K01921	kpne:KU54_022420
ko:K01924	kpne:KU54_022425
ko:K02563	kpne:KU54_022430
ko:K03588	kpne:KU54_022435
ko:K01925	kpne:KU54_022440
ko:K01000	kpne:KU54_022445
ko:K01929	kpne:KU54_022450
ko:K01928	kpne:KU54_022455
ko:K03587	kpne:KU54_022460
ko:K03586	kpne:KU54_022465
ko:K03438	kpne:KU54_022470
ko:K03925	kpne:KU54_022475
ko:K03435	kpne:KU54_022480
ko:K01653	kpne:KU54_022485
ko:K01652	kpne:KU54_022490
ko:K05798	kpne:KU54_022495
ko:K01649	kpne:KU54_022505
ko:K00052	kpne:KU54_022510
ko:K01703	kpne:KU54_022515
ko:K01704	kpne:KU54_022520
ko:K00014	kpne:KU54_022530
ko:K02821	kpne:KU54_026530
ko:K01624	kpne:KU54_026540
ko:K03475	kpne:KU54_026545
ko:K02822	kpne:KU54_026550
ko:K00850	kpne:KU54_026555
ko:K02379	kpne:KU54_026565
ko:K00123	kpne:KU54_026570
ko:K00123	kpne:KU54_026575
ko:K00124	kpne:KU54_026580
ko:K00127	kpne:KU54_026585
ko:K02380	kpne:KU54_026590
ko:K07560	kpne:KU54_026615
ko:K07058	kpne:KU54_026620
ko:K06207	kpne:KU54_026630
ko:K01915	kpne:KU54_026640
ko:K07708	kpne:KU54_026645
ko:K07712	kpne:KU54_026650
ko:K09894	kpne:KU54_026660
ko:K03978	kpne:KU54_026665
ko:K03673	kpne:KU54_026680
ko:K09896	kpne:KU54_026690
ko:K03752	kpne:KU54_026695
ko:K03753	kpne:KU54_026700
ko:K02529	kpne:KU54_026735
ko:K00852	kpne:KU54_026740
ko:K10439	kpne:KU54_026745
ko:K10440	kpne:KU54_026750
ko:K10441	kpne:KU54_026755
ko:K06726	kpne:KU54_026760
ko:K03549	kpne:KU54_026765
ko:K03924	kpne:KU54_026770
ko:K01914	kpne:KU54_026780
ko:K03718	kpne:KU54_026785
ko:K19058	kpne:KU54_01230
ko:K07480	kpne:KU54_01240
ko:K18828	kpne:KU54_01255
ko:K18829	kpne:KU54_01260
ko:K18320	kpne:KU54_01310
ko:K03497	kpne:KU54_01335
ko:K03502	kpne:KU54_01340
ko:K03503	kpne:KU54_01345
ko:K07480	kpne:KU54_01360
ko:K02016	kpne:KU54_01370
ko:K16091	kpne:KU54_01375
ko:K07165	kpne:KU54_01380
ko:K03088	kpne:KU54_01385
ko:K01999	kpne:KU54_01400
ko:K02034	kpne:KU54_01410
ko:K02033	kpne:KU54_01415
ko:K02035	kpne:KU54_01420
ko:K02031	kpne:KU54_01430
ko:K02032	kpne:KU54_01430
ko:K07483	kpne:KU54_01450
ko:K07480	kpne:KU54_01470
ko:K00982	kpne:KU54_003485
ko:K03272	kpne:KU54_003490
ko:K09806	kpne:KU54_003505
ko:K02858	kpne:KU54_003510
ko:K07238	kpne:KU54_003515
ko:K12340	kpne:KU54_003535
ko:K01515	kpne:KU54_003540
ko:K09920	kpne:KU54_003545
ko:K03651	kpne:KU54_003550
ko:K07000	kpne:KU54_003555
ko:K02622	kpne:KU54_003560
ko:K03923	kpne:KU54_003570
ko:K07645	kpne:KU54_003575
ko:K07666	kpne:KU54_003580
ko:K13652	kpne:KU54_003590
ko:K02621	kpne:KU54_003595
ko:K00655	kpne:KU54_003600
ko:K06221	kpne:KU54_003620
ko:K08325	kpne:KU54_003625
ko:K01760	kpne:KU54_003640
ko:K03561	kpne:KU54_003650
ko:K03559	kpne:KU54_003655
ko:K01061	kpne:KU54_003675
ko:K11209	kpne:KU54_003685
ko:K01460	kpne:KU54_003700
ko:K01758	kpne:KU54_003730
ko:K01697	kpne:KU54_003735
ko:K12055	kpne:KU54_003760
ko:K08276	kpne:KU54_007940
ko:K07014	kpne:KU54_007955
ko:K09904	kpne:KU54_007960
ko:K06899	kpne:KU54_007965
ko:K02897	kpne:KU54_007990
ko:K06183	kpne:KU54_008000
ko:K07552	kpne:KU54_008005
ko:K13896	kpne:KU54_008015
ko:K13895	kpne:KU54_008020
ko:K13894	kpne:KU54_008025
ko:K13893	kpne:KU54_008030
ko:K13694	kpne:KU54_008040
ko:K01686	kpne:KU54_008060
ko:K02356	kpne:KU54_008065
ko:K09968	kpne:KU54_008075
ko:K03291	kpne:KU54_008080
ko:K02768	kpne:KU54_008085
ko:K11183	kpne:KU54_008085
ko:K00882	kpne:KU54_008090
ko:K02769	kpne:KU54_008095
ko:K02770	kpne:KU54_008095
ko:K01151	kpne:KU54_008100
ko:K11733	kpne:KU54_008120
ko:K16089	kpne:KU54_008125
ko:K01070	kpne:KU54_008130
ko:K01495	kpne:KU54_008135
ko:K07148	kpne:KU54_008140
ko:K02529	kpne:KU54_008145
ko:K10540	kpne:KU54_008150
ko:K10542	kpne:KU54_008155
ko:K10541	kpne:KU54_008160
ko:K03748	kpne:KU54_008165
ko:K01489	kpne:KU54_008170
ko:K06518	kpne:KU54_008180
ko:K05541	kpne:KU54_008185
ko:K07267	kpne:KU54_008190
ko:K03488	kpne:KU54_008195
ko:K02755	kpne:KU54_008200
ko:K02756	kpne:KU54_008200
ko:K02757	kpne:KU54_008200
ko:K01223	kpne:KU54_008205
ko:K09936	kpne:KU54_012385
ko:K05515	kpne:KU54_012390
ko:K01951	kpne:KU54_012395
ko:K06139	kpne:KU54_012405
ko:K06138	kpne:KU54_012410
ko:K06137	kpne:KU54_012415
ko:K06136	kpne:KU54_012420
ko:K06135	kpne:KU54_012425
ko:K01273	kpne:KU54_012430
ko:K13745	kpne:KU54_012460
ko:K00836	kpne:KU54_012465
ko:K15598	kpne:KU54_012470
ko:K15599	kpne:KU54_012475
ko:K15600	kpne:KU54_012480
ko:K03707	kpne:KU54_012485
ko:K03335	kpne:KU54_012505
ko:K02529	kpne:KU54_012510
ko:K01487	kpne:KU54_012520
ko:K03457	kpne:KU54_012525
ko:K16841	kpne:KU54_012535
ko:K16842	kpne:KU54_012540
ko:K07090	kpne:KU54_012545
ko:K01118	kpne:KU54_012580
ko:K01951	kpne:KU54_012590
ko:K09936	kpne:KU54_012620
ko:K09936	kpne:KU54_012625
ko:K09458	kpne:KU54_012630
ko:K03543	kpne:KU54_012640
ko:K00133	kpne:KU54_012655
ko:K03497	kpne:KU54_016915
ko:K15580	kpne:KU54_016995
ko:K11179	kpne:KU54_017005
ko:K01512	kpne:KU54_017010
ko:K06910	kpne:KU54_017020
ko:K06969	kpne:KU54_017025
ko:K03152	kpne:KU54_020880
ko:K03151	kpne:KU54_020890
ko:K03602	kpne:KU54_020895
ko:K00795	kpne:KU54_020900
ko:K01662	kpne:KU54_020905
ko:K01095	kpne:KU54_020915
ko:K00946	kpne:KU54_020920
ko:K03625	kpne:KU54_020925
ko:K00794	kpne:KU54_020930
ko:K05781	kpne:KU54_024890
ko:K05780	kpne:KU54_024895
ko:K06162	kpne:KU54_024900
ko:K05774	kpne:KU54_024905
ko:K06167	kpne:KU54_024910
ko:K10441	kpne:KU54_024925
ko:K10440	kpne:KU54_024930
ko:K10439	kpne:KU54_024935
ko:K07126	kpne:KU54_024975
ko:K11102	kpne:KU54_024980
ko:K01895	kpne:KU54_024990
ko:K14393	kpne:KU54_025005
ko:K07347	kpne:KU54_025020
ko:K06518	kpne:KU54_025045
ko:K03316	kpne:KU54_025055
ko:K06901	kpne:KU54_025060
ko:K00799	kpne:KU54_025065
ko:K13639	kpne:KU54_025070
ko:K13631	kpne:KU54_025075
ko:K01092	kpne:KU54_025120
ko:K07277	kpne:KU54_025130
ko:K18325	kpne:KU54_025150
ko:K11940	kpne:KU54_017030
ko:K06929	kpne:KU54_017035
ko:K01734	kpne:KU54_017040
ko:K07343	kpne:KU54_017060
ko:K13053	kpne:KU54_017065
ko:K03286	kpne:KU54_017070
ko:K09911	kpne:KU54_017075
ko:K04770	kpne:KU54_017080
ko:K01716	kpne:KU54_017085
ko:K03812	kpne:KU54_017090
ko:K01194	kpne:KU54_001265
ko:K00799	kpne:KU54_001275
ko:K00383	kpne:KU54_001280
ko:K07115	kpne:KU54_001285
ko:K01414	kpne:KU54_001295
ko:K15984	kpne:KU54_001300
ko:K03305	kpne:KU54_001305
ko:K06149	kpne:KU54_001310
ko:K06144	kpne:KU54_001315
ko:K16322	kpne:KU54_001320
ko:K07007	kpne:KU54_001325
ko:K06213	kpne:KU54_001330
ko:K07722	kpne:KU54_001335
ko:K10824	kpne:KU54_001340
ko:K15587	kpne:KU54_001345
ko:K15586	kpne:KU54_001350
ko:K15585	kpne:KU54_001355
ko:K15584	kpne:KU54_001360
ko:K13727	kpne:KU54_001370
ko:K07806	kpne:KU54_001375
ko:K10012	kpne:KU54_001380
ko:K10011	kpne:KU54_001385
ko:K13014	kpne:KU54_001390
ko:K07264	kpne:KU54_001395
ko:K12962	kpne:KU54_001400
ko:K12963	kpne:KU54_001405
ko:K09125	kpne:KU54_001425
ko:K04085	kpne:KU54_001430
ko:K01534	kpne:KU54_001435
ko:K08993	kpne:KU54_001450
ko:K08316	kpne:KU54_001455
ko:K03110	kpne:KU54_001460
ko:K09812	kpne:KU54_001465
ko:K09811	kpne:KU54_001470
ko:K03089	kpne:KU54_001475
ko:K00375	kpne:KU54_001480
ko:K00823	kpne:KU54_001485
ko:K01999	kpne:KU54_001495
ko:K01999	kpne:KU54_001515
ko:K01997	kpne:KU54_001520
ko:K01223	kpne:KU54_005740
ko:K15836	kpne:KU54_005745
ko:K04655	kpne:KU54_005750
ko:K04653	kpne:KU54_005760
ko:K04652	kpne:KU54_005765
ko:K04651	kpne:KU54_005770
ko:K15833	kpne:KU54_005775
ko:K15827	kpne:KU54_005780
ko:K15828	kpne:KU54_005785
ko:K15829	kpne:KU54_005790
ko:K15830	kpne:KU54_005795
ko:K15831	kpne:KU54_005800
ko:K15832	kpne:KU54_005805
ko:K15834	kpne:KU54_005810
ko:K08315	kpne:KU54_005815
ko:K19048	kpne:KU54_005820
ko:K01223	kpne:KU54_005825
ko:K02752	kpne:KU54_005830
