ko:K02495	sene:IA1_19455
ko:K06181	sene:IA1_06105
ko:K00031	sene:IA1_06110
ko:K03704	sene:IA1_06140
ko:K07804	sene:IA1_06145
ko:K00963	sene:IA1_10430
ko:K16703	sene:IA1_10440
ko:K16710	sene:IA1_10445
ko:K16695	sene:IA1_10450
ko:K03606	sene:IA1_10455
ko:K03208	sene:IA1_10470
ko:K03207	sene:IA1_10475
ko:K12151	sene:IA1_05985
ko:K02377	sene:IA1_10480
ko:K01711	sene:IA1_10485
ko:K03818	sene:IA1_10490
ko:K13683	sene:IA1_10495
ko:K13620	sene:IA1_10500
ko:K13684	sene:IA1_10505
ko:K03819	sene:IA1_10510
ko:K16692	sene:IA1_10520
ko:K01104	sene:IA1_10525
ko:K01991	sene:IA1_10530
ko:K07289	sene:IA1_10540
ko:K01494	sene:IA1_10545
ko:K00876	sene:IA1_10550
ko:K01247	sene:IA1_10560
ko:K04046	sene:IA1_10565
ko:K07799	sene:IA1_10570
ko:K07788	sene:IA1_10575
ko:K07789	sene:IA1_10580
ko:K07642	sene:IA1_10590
ko:K07664	sene:IA1_10595
ko:K00615	sene:IA1_14835
ko:K07387	sene:IA1_14840
ko:K01480	sene:IA1_14845
ko:K01585	sene:IA1_14890
ko:K00789	sene:IA1_14905
ko:K08137	sene:IA1_14910
ko:K02742	sene:IA1_14915
ko:K01150	sene:IA1_14920
ko:K09761	sene:IA1_14925
ko:K01920	sene:IA1_14930
ko:K07735	sene:IA1_14935
ko:K07447	sene:IA1_14940
ko:K02669	sene:IA1_14950
ko:K06997	sene:IA1_14955
ko:K02221	sene:IA1_14960
ko:K09131	sene:IA1_14965
ko:K02428	sene:IA1_14970
ko:K01424	sene:IA1_14985
ko:K09923	sene:IA1_14995
ko:K03439	sene:IA1_15000
ko:K03575	sene:IA1_15005
ko:K08306	sene:IA1_15015
ko:K03289	sene:IA1_15020
ko:K01581	sene:IA1_15025
ko:K07150	sene:IA1_15035
ko:K06871	sene:IA1_15075
ko:K06995	sene:IA1_15095
ko:K09471	sene:IA1_15100
ko:K11903	sene:IA1_15120
ko:K03116	sene:IA1_19310
ko:K03117	sene:IA1_19315
ko:K03118	sene:IA1_19320
ko:K03424	sene:IA1_19325
ko:K03182	sene:IA1_19335
ko:K05368	sene:IA1_19340
ko:K01825	sene:IA1_19355
ko:K03498	sene:IA1_19370
ko:K00230	sene:IA1_19375
ko:K03753	sene:IA1_19405
ko:K03752	sene:IA1_19410
ko:K09896	sene:IA1_19415
ko:K03673	sene:IA1_19425
ko:K03978	sene:IA1_19440
ko:K09894	sene:IA1_19450
ko:K07712	sene:IA1_19460
ko:K07708	sene:IA1_19465
ko:K01915	sene:IA1_19470
ko:K06207	sene:IA1_19475
ko:K15922	sene:IA1_19525
ko:K07090	sene:IA1_19530
ko:K01671	sene:IA1_19545
ko:K08318	sene:IA1_19550
ko:K07058	sene:IA1_19570
ko:K07560	sene:IA1_19575
ko:K09861	sene:IA1_00020
ko:K03310	sene:IA1_00025
ko:K00616	sene:IA1_00030
ko:K03831	sene:IA1_00035
ko:K07034	sene:IA1_00040
ko:K04043	sene:IA1_00060
ko:K03686	sene:IA1_00065
ko:K07347	sene:IA1_00115
ko:K07085	sene:IA1_04435
ko:K05844	sene:IA1_04460
ko:K11073	sene:IA1_04470
ko:K11076	sene:IA1_04475
ko:K11075	sene:IA1_04480
ko:K11074	sene:IA1_04485
ko:K03212	sene:IA1_04495
ko:K03475	sene:IA1_04500
ko:K02822	sene:IA1_04505
ko:K09996	sene:IA1_04515
ko:K09998	sene:IA1_04520
ko:K09999	sene:IA1_04525
ko:K09997	sene:IA1_04530
ko:K10000	sene:IA1_04535
ko:K11066	sene:IA1_04550
ko:K01620	sene:IA1_04565
ko:K00156	sene:IA1_04570
ko:K11933	sene:IA1_04575
ko:K05601	sene:IA1_04580
ko:K09824	sene:IA1_04595
ko:K13888	sene:IA1_04600
ko:K05685	sene:IA1_04605
ko:K03704	sene:IA1_04610
ko:K06891	sene:IA1_04615
ko:K03694	sene:IA1_04620
ko:K06911	sene:IA1_04635
ko:K02518	sene:IA1_04645
ko:K00684	sene:IA1_04650
ko:K16012	sene:IA1_04655
ko:K16013	sene:IA1_04660
ko:K00384	sene:IA1_04665
ko:K03466	sene:IA1_04675
ko:K03634	sene:IA1_04680
ko:K07478	sene:IA1_04685
ko:K01875	sene:IA1_04690
ko:K07306	sene:IA1_04695
ko:K07307	sene:IA1_04700
ko:K07308	sene:IA1_04705
ko:K08219	sene:IA1_04710
ko:K09160	sene:IA1_08995
ko:K09902	sene:IA1_09005
ko:K03610	sene:IA1_09010
ko:K03609	sene:IA1_09015
ko:K03608	sene:IA1_09020
ko:K03684	sene:IA1_09025
ko:K01897	sene:IA1_09030
ko:K07285	sene:IA1_09035
ko:K09917	sene:IA1_09055
ko:K01665	sene:IA1_09060
ko:K02795	sene:IA1_09090
ko:K00563	sene:IA1_09110
ko:K03587	sene:IA1_09115
ko:K03704	sene:IA1_09120
ko:K08169	sene:IA1_09150
ko:K03799	sene:IA1_09155
ko:K03797	sene:IA1_09160
ko:K03607	sene:IA1_09165
ko:K03808	sene:IA1_09175
ko:K11392	sene:IA1_09185
ko:K13741	sene:IA1_09210
ko:K07173	sene:IA1_13460
ko:K01919	sene:IA1_13465
ko:K01752	sene:IA1_09070
ko:K03563	sene:IA1_13505
ko:K01872	sene:IA1_13510
ko:K03565	sene:IA1_13515
ko:K03743	sene:IA1_13525
ko:K08305	sene:IA1_13530
ko:K02783	sene:IA1_13535
ko:K02782	sene:IA1_13540
ko:K02783	sene:IA1_13540
ko:K02781	sene:IA1_13545
ko:K00068	sene:IA1_13550
ko:K02793	sene:IA1_09085
ko:K02794	sene:IA1_09085
ko:K02466	sene:IA1_13555
ko:K02468	sene:IA1_13560
ko:K02467	sene:IA1_13565
ko:K12266	sene:IA1_13570
ko:K12264	sene:IA1_13575
ko:K12265	sene:IA1_13580
ko:K04656	sene:IA1_13585
ko:K05796	sene:IA1_13590
ko:K08315	sene:IA1_13600
ko:K15834	sene:IA1_13605
ko:K15832	sene:IA1_13610
ko:K15831	sene:IA1_13615
ko:K15830	sene:IA1_13620
ko:K15829	sene:IA1_13625
ko:K15828	sene:IA1_13630
ko:K15827	sene:IA1_13635
ko:K15833	sene:IA1_13640
ko:K04651	sene:IA1_13645
ko:K04652	sene:IA1_13650
ko:K04653	sene:IA1_13655
ko:K06871	sene:IA1_00185
ko:K03313	sene:IA1_00205
ko:K03717	sene:IA1_00210
ko:K01811	sene:IA1_00215
ko:K02968	sene:IA1_00225
ko:K11753	sene:IA1_00230
ko:K01870	sene:IA1_00235
ko:K03101	sene:IA1_00240
ko:K03774	sene:IA1_00245
ko:K03527	sene:IA1_00250
ko:K12700	sene:IA1_00260
ko:K07702	sene:IA1_00265
ko:K07700	sene:IA1_00270
ko:K01572	sene:IA1_00275
ko:K01571	sene:IA1_00280
ko:K01573	sene:IA1_00285
ko:K01646	sene:IA1_00300
ko:K01644	sene:IA1_00305
ko:K01643	sene:IA1_00310
ko:K05964	sene:IA1_00315
ko:K05966	sene:IA1_00320
ko:K00215	sene:IA1_00325
ko:K01956	sene:IA1_00335
ko:K01955	sene:IA1_00340
ko:K08277	sene:IA1_00345
ko:K08279	sene:IA1_00350
ko:K08299	sene:IA1_00355
ko:K02182	sene:IA1_00360
ko:K08298	sene:IA1_00365
ko:K08297	sene:IA1_00370
ko:K05245	sene:IA1_00375
ko:K03521	sene:IA1_00385
ko:K03522	sene:IA1_00390
ko:K00313	sene:IA1_00395
ko:K03855	sene:IA1_00400
ko:K08368	sene:IA1_00405
ko:K11746	sene:IA1_00430
ko:K04069	sene:IA1_04720
ko:K00656	sene:IA1_04735
ko:K09862	sene:IA1_00705
ko:K00859	sene:IA1_00715
ko:K00364	sene:IA1_00720
ko:K02505	sene:IA1_00725
ko:K02504	sene:IA1_00730
ko:K02682	sene:IA1_00735
ko:K00767	sene:IA1_00740
ko:K03806	sene:IA1_00745
ko:K03807	sene:IA1_00750
ko:K11734	sene:IA1_00765
ko:K00163	sene:IA1_00775
ko:K00627	sene:IA1_00780
ko:K00382	sene:IA1_00785
ko:K01682	sene:IA1_00810
ko:K09910	sene:IA1_00855
ko:K02526	sene:IA1_00860
ko:K01611	sene:IA1_00880
ko:K00797	sene:IA1_00885
ko:K14588	sene:IA1_00895
ko:K00117	sene:IA1_00900
ko:K00760	sene:IA1_00905
ko:K01673	sene:IA1_00910
ko:K01990	sene:IA1_00915
ko:K01992	sene:IA1_00920
ko:K07347	sene:IA1_00930
ko:K07347	sene:IA1_00975
ko:K15540	sene:IA1_00980
ko:K06969	sene:IA1_05315
ko:K06910	sene:IA1_05320
ko:K01512	sene:IA1_05330
ko:K11179	sene:IA1_05335
ko:K13085	sene:IA1_05370
ko:K02484	sene:IA1_05390
ko:K07127	sene:IA1_05400
ko:K00484	sene:IA1_05405
ko:K05921	sene:IA1_05420
ko:K00151	sene:IA1_05425
ko:K00455	sene:IA1_05430
ko:K01826	sene:IA1_05435
ko:K02509	sene:IA1_05440
ko:K02510	sene:IA1_05445
ko:K02511	sene:IA1_05450
ko:K02508	sene:IA1_05455
ko:K05516	sene:IA1_05470
ko:K08344	sene:IA1_05480
ko:K01085	sene:IA1_05495
ko:K03809	sene:IA1_05505
ko:K13821	sene:IA1_05525
ko:K03307	sene:IA1_05550
ko:K01788	sene:IA1_05555
ko:K12972	sene:IA1_05590
ko:K07026	sene:IA1_09860
ko:K09781	sene:IA1_09875
ko:K07458	sene:IA1_09885
ko:K06950	sene:IA1_09895
ko:K03704	sene:IA1_09910
ko:K09933	sene:IA1_09930
ko:K07126	sene:IA1_09965
ko:K01241	sene:IA1_09990
ko:K03325	sene:IA1_10030
ko:K01551	sene:IA1_10035
ko:K00768	sene:IA1_10060
ko:K02233	sene:IA1_10065
ko:K02231	sene:IA1_10070
ko:K02232	sene:IA1_10075
ko:K02006	sene:IA1_10080
ko:K02008	sene:IA1_10085
ko:K02009	sene:IA1_10090
ko:K02007	sene:IA1_10095
ko:K03394	sene:IA1_10100
ko:K02190	sene:IA1_10105
ko:K05895	sene:IA1_10110
ko:K02189	sene:IA1_10120
ko:K02019	sene:IA1_03965
ko:K02020	sene:IA1_03975
ko:K02018	sene:IA1_03980
ko:K02017	sene:IA1_03985
ko:K07404	sene:IA1_03995
ko:K01051	sene:IA1_04000
ko:K01468	sene:IA1_04005
ko:K01479	sene:IA1_04010
ko:K05836	sene:IA1_04015
ko:K01712	sene:IA1_04020
ko:K01745	sene:IA1_04025
ko:K06910	sene:IA1_04030
ko:K00833	sene:IA1_04035
ko:K01012	sene:IA1_04040
ko:K00652	sene:IA1_04045
ko:K02169	sene:IA1_04050
ko:K01935	sene:IA1_04055
ko:K03702	sene:IA1_04060
ko:K03639	sene:IA1_04075
ko:K03638	sene:IA1_04080
ko:K09136	sene:IA1_04745
ko:K00831	sene:IA1_04755
ko:K00800	sene:IA1_04760
ko:K07387	sene:IA1_04765
ko:K00945	sene:IA1_04770
ko:K02945	sene:IA1_04775
ko:K05788	sene:IA1_04780
ko:K02238	sene:IA1_04785
ko:K11085	sene:IA1_04790
ko:K00912	sene:IA1_04795
ko:K09927	sene:IA1_04800
ko:K09791	sene:IA1_04805
ko:K00979	sene:IA1_04810
ko:K06219	sene:IA1_04825
ko:K03633	sene:IA1_04830
ko:K03804	sene:IA1_04835
ko:K03632	sene:IA1_04840
ko:K00813	sene:IA1_04860
ko:K09476	sene:IA1_04865
ko:K01893	sene:IA1_04870
ko:K01751	sene:IA1_04885
ko:K03310	sene:IA1_04890
ko:K00763	sene:IA1_04895
ko:K10762	sene:IA1_04970
ko:K07245	sene:IA1_09315
ko:K07156	sene:IA1_09320
ko:K10857	sene:IA1_09335
ko:K01354	sene:IA1_09340
ko:K09918	sene:IA1_09355
ko:K08289	sene:IA1_09360
ko:K01625	sene:IA1_09370
ko:K01690	sene:IA1_09375
ko:K00036	sene:IA1_09380
ko:K00873	sene:IA1_09390
ko:K02560	sene:IA1_09395
ko:K09815	sene:IA1_09405
ko:K09817	sene:IA1_09410
ko:K09816	sene:IA1_09415
ko:K03551	sene:IA1_09420
ko:K03550	sene:IA1_09425
ko:K01159	sene:IA1_09440
ko:K08310	sene:IA1_09450
ko:K01876	sene:IA1_09455
ko:K07136	sene:IA1_09470
ko:K15256	sene:IA1_09475
ko:K15257	sene:IA1_09480
ko:K06201	sene:IA1_09485
ko:K09907	sene:IA1_09490
ko:K06212	sene:IA1_04740
ko:K05936	sene:IA1_10125
ko:K02191	sene:IA1_10130
ko:K15723	sene:IA1_14275
ko:K06879	sene:IA1_14280
ko:K06966	sene:IA1_14285
ko:K03837	sene:IA1_14290
ko:K01752	sene:IA1_14295
ko:K01146	sene:IA1_14300
ko:K00048	sene:IA1_14305
ko:K01628	sene:IA1_14310
ko:K02429	sene:IA1_14315
ko:K01818	sene:IA1_14320
ko:K02431	sene:IA1_14330
ko:K02430	sene:IA1_14335
ko:K06968	sene:IA1_14340
ko:K01766	sene:IA1_14360
ko:K02426	sene:IA1_14365
ko:K08304	sene:IA1_14380
ko:K01448	sene:IA1_14395
ko:K14682	sene:IA1_14400
ko:K03581	sene:IA1_14405
ko:K03582	sene:IA1_14410
ko:K01407	sene:IA1_14415
ko:K03583	sene:IA1_14420
ko:K02681	sene:IA1_14425
ko:K02680	sene:IA1_14435
ko:K02679	sene:IA1_14440
ko:K13292	sene:IA1_14455
ko:K08484	sene:IA1_14460
ko:K08311	sene:IA1_14465
ko:K03573	sene:IA1_14470
ko:K08227	sene:IA1_14490
ko:K05939	sene:IA1_14495
ko:K02529	sene:IA1_14500
ko:K01586	sene:IA1_14510
ko:K02100	sene:IA1_14525
ko:K00065	sene:IA1_14530
ko:K01815	sene:IA1_14535
ko:K00626	sene:IA1_14540
ko:K02040	sene:IA1_18745
ko:K02769	sene:IA1_18750
ko:K02770	sene:IA1_18750
ko:K00014	sene:IA1_18755
ko:K00820	sene:IA1_18765
ko:K02111	sene:IA1_18805
ko:K02113	sene:IA1_18810
ko:K02109	sene:IA1_18815
ko:K02110	sene:IA1_18820
ko:K02108	sene:IA1_18825
ko:K02116	sene:IA1_18830
ko:K03501	sene:IA1_18835
ko:K03495	sene:IA1_18840
ko:K06205	sene:IA1_18845
ko:K03718	sene:IA1_18850
ko:K01914	sene:IA1_18855
ko:K03924	sene:IA1_18865
ko:K03549	sene:IA1_18870
ko:K06726	sene:IA1_18875
ko:K10441	sene:IA1_18880
ko:K10440	sene:IA1_18885
ko:K10439	sene:IA1_18890
ko:K00852	sene:IA1_18895
ko:K02529	sene:IA1_18900
ko:K09897	sene:IA1_18950
ko:K07391	sene:IA1_18955
ko:K01652	sene:IA1_18960
ko:K11258	sene:IA1_18965
ko:K00826	sene:IA1_18970
ko:K01687	sene:IA1_18975
ko:K01754	sene:IA1_18980
ko:K02521	sene:IA1_18995
ko:K00053	sene:IA1_19000
ko:K03769	sene:IA1_19005
ko:K03656	sene:IA1_19015
ko:K01524	sene:IA1_19020
ko:K04042	sene:IA1_18770
ko:K06890	sene:IA1_18780
ko:K02114	sene:IA1_18790
ko:K02112	sene:IA1_18795
ko:K02115	sene:IA1_18800
ko:K03636	sene:IA1_04090
ko:K03635	sene:IA1_04095
ko:K06890	sene:IA1_04100
ko:K06890	sene:IA1_04105
ko:K07027	sene:IA1_04120
ko:K01147	sene:IA1_08435
ko:K14051	sene:IA1_08440
ko:K04062	sene:IA1_08455
ko:K03113	sene:IA1_08460
ko:K01591	sene:IA1_08465
ko:K08992	sene:IA1_08475
ko:K01681	sene:IA1_08490
ko:K13634	sene:IA1_08505
ko:K03168	sene:IA1_08510
ko:K04774	sene:IA1_08520
ko:K06178	sene:IA1_08535
ko:K07053	sene:IA1_08545
ko:K01657	sene:IA1_08550
ko:K13497	sene:IA1_08555
ko:K13498	sene:IA1_08560
ko:K01696	sene:IA1_08565
ko:K01695	sene:IA1_08570
ko:K07217	sene:IA1_08590
ko:K07275	sene:IA1_08595
ko:K06940	sene:IA1_08600
ko:K06190	sene:IA1_08610
ko:K10806	sene:IA1_08615
ko:K03832	sene:IA1_08620
ko:K09780	sene:IA1_08625
ko:K06131	sene:IA1_08635
ko:K09901	sene:IA1_08640
ko:K10716	sene:IA1_08645
ko:K10823	sene:IA1_08650
ko:K15583	sene:IA1_08655
ko:K15582	sene:IA1_08660
ko:K03637	sene:IA1_04085
ko:K15581	sene:IA1_08665
ko:K15580	sene:IA1_08670
ko:K01993	sene:IA1_04155
ko:K11927	sene:IA1_04165
ko:K06970	sene:IA1_04190
ko:K10037	sene:IA1_04210
ko:K10036	sene:IA1_04215
ko:K04047	sene:IA1_04225
ko:K04654	sene:IA1_13660
ko:K04655	sene:IA1_13665
ko:K15836	sene:IA1_13670
ko:K11604	sene:IA1_13680
ko:K11607	sene:IA1_13685
ko:K11605	sene:IA1_13690
ko:K11606	sene:IA1_13695
ko:K02562	sene:IA1_17920
ko:K14762	sene:IA1_17930
ko:K00427	sene:IA1_17945
ko:K14348	sene:IA1_17950
ko:K00101	sene:IA1_17955
ko:K03216	sene:IA1_17960
ko:K06145	sene:IA1_17965
ko:K03535	sene:IA1_17975
ko:K00640	sene:IA1_17980
ko:K00057	sene:IA1_17985
ko:K03071	sene:IA1_17990
ko:K15633	sene:IA1_18005
ko:K09798	sene:IA1_18015
ko:K00060	sene:IA1_18025
ko:K00639	sene:IA1_18030
ko:K03274	sene:IA1_18035
ko:K02843	sene:IA1_18040
ko:K02841	sene:IA1_18045
ko:K02847	sene:IA1_18050
ko:K03280	sene:IA1_18055
ko:K12981	sene:IA1_18060
ko:K02850	sene:IA1_18065
ko:K03279	sene:IA1_18070
ko:K03278	sene:IA1_18075
ko:K02840	sene:IA1_18080
ko:K02848	sene:IA1_18090
ko:K02844	sene:IA1_18095
ko:K02849	sene:IA1_18100
ko:K02527	sene:IA1_18105
ko:K00954	sene:IA1_18110
ko:K10563	sene:IA1_18115
ko:K02913	sene:IA1_18120
ko:K02902	sene:IA1_18125
ko:K03630	sene:IA1_18130
ko:K13038	sene:IA1_18135
ko:K15532	sene:IA1_09505
ko:K03516	sene:IA1_09510
ko:K02400	sene:IA1_09515
ko:K02401	sene:IA1_09520
ko:K03414	sene:IA1_09525
ko:K03413	sene:IA1_09530
ko:K03412	sene:IA1_09535
ko:K00575	sene:IA1_09540
ko:K01887	sene:IA1_09495
ko:K03408	sene:IA1_09550
ko:K03407	sene:IA1_09555
ko:K02557	sene:IA1_09560
ko:K02556	sene:IA1_09565
ko:K03221	sene:IA1_13740
ko:K02078	sene:IA1_13780
ko:K13284	sene:IA1_13785
ko:K13287	sene:IA1_13790
ko:K13286	sene:IA1_13795
ko:K13285	sene:IA1_13800
ko:K03225	sene:IA1_13830
ko:K03230	sene:IA1_13855
ko:K07314	sene:IA1_13915
ko:K03555	sene:IA1_13935
ko:K03186	sene:IA1_13995
ko:K03060	sene:IA1_18190
ko:K00556	sene:IA1_18200
ko:K03655	sene:IA1_18205
ko:K03312	sene:IA1_18210
ko:K16345	sene:IA1_18215
ko:K01811	sene:IA1_18225
ko:K12678	sene:IA1_18245
ko:K01531	sene:IA1_18275
ko:K05515	sene:IA1_09500
ko:K07507	sene:IA1_18280
ko:K17463	sene:IA1_18295
ko:K17468	sene:IA1_18300
ko:K17467	sene:IA1_18305
ko:K17466	sene:IA1_18310
ko:K17465	sene:IA1_18315
ko:K17464	sene:IA1_18320
ko:K17473	sene:IA1_18325
ko:K01223	sene:IA1_18335
ko:K07726	sene:IA1_18350
ko:K00963	sene:IA1_08695
ko:K07001	sene:IA1_08705
ko:K03584	sene:IA1_12890
ko:K03685	sene:IA1_12900
ko:K03100	sene:IA1_12905
ko:K03596	sene:IA1_12910
ko:K03803	sene:IA1_12915
ko:K03598	sene:IA1_12920
ko:K03597	sene:IA1_12925
ko:K03088	sene:IA1_12930
ko:K00278	sene:IA1_12935
ko:K15460	sene:IA1_12940
ko:K05590	sene:IA1_12945
ko:K11249	sene:IA1_12955
ko:K03648	sene:IA1_12965
ko:K03214	sene:IA1_12970
ko:K03672	sene:IA1_12975
ko:K05812	sene:IA1_12980
ko:K00998	sene:IA1_12990
ko:K05811	sene:IA1_12995
ko:K03695	sene:IA1_13030
ko:K05810	sene:IA1_13035
ko:K06180	sene:IA1_13040
ko:K05807	sene:IA1_13045
ko:K05809	sene:IA1_13050
ko:K14170	sene:IA1_13055
ko:K14187	sene:IA1_13065
ko:K01626	sene:IA1_13070
ko:K02884	sene:IA1_13085
ko:K00554	sene:IA1_13090
ko:K02860	sene:IA1_13095
ko:K02959	sene:IA1_13100
ko:K03106	sene:IA1_13105
ko:K03687	sene:IA1_13125
ko:K00858	sene:IA1_13130
ko:K03631	sene:IA1_13135
ko:K06186	sene:IA1_13140
ko:K09801	sene:IA1_13145
ko:K03664	sene:IA1_13155
ko:K12543	sene:IA1_13165
ko:K04072	sene:IA1_08680
ko:K04085	sene:IA1_17355
ko:K09125	sene:IA1_17360
ko:K06133	sene:IA1_17380
ko:K07722	sene:IA1_17385
ko:K11939	sene:IA1_04230
ko:K11934	sene:IA1_04235
ko:K11924	sene:IA1_04250
ko:K07757	sene:IA1_04285
ko:K00656	sene:IA1_04290
ko:K04069	sene:IA1_04295
ko:K03750	sene:IA1_04305
ko:K13051	sene:IA1_04310
ko:K13892	sene:IA1_04315
ko:K13889	sene:IA1_04320
ko:K13890	sene:IA1_04325
ko:K13891	sene:IA1_04330
ko:K14441	sene:IA1_04335
ko:K03521	sene:IA1_04350
ko:K03522	sene:IA1_04355
ko:K00311	sene:IA1_04370
ko:K07258	sene:IA1_04400
ko:K11534	sene:IA1_04405
ko:K08160	sene:IA1_04415
ko:K09858	sene:IA1_08710
ko:K01433	sene:IA1_08715
ko:K07126	sene:IA1_08730
ko:K00374	sene:IA1_08740
ko:K00373	sene:IA1_08745
ko:K00371	sene:IA1_08750
ko:K00370	sene:IA1_08755
ko:K02575	sene:IA1_08760
ko:K07673	sene:IA1_08765
ko:K06039	sene:IA1_08780
ko:K07300	sene:IA1_08790
ko:K01627	sene:IA1_08795
ko:K02493	sene:IA1_08810
ko:K02835	sene:IA1_08815
ko:K02492	sene:IA1_08820
ko:K02494	sene:IA1_08825
ko:K00919	sene:IA1_08830
ko:K00948	sene:IA1_08835
ko:K03321	sene:IA1_08840
ko:K01056	sene:IA1_08850
ko:K06942	sene:IA1_08855
ko:K06282	sene:IA1_08865
ko:K06281	sene:IA1_08870
ko:K03620	sene:IA1_08875
ko:K03619	sene:IA1_08885
ko:K03618	sene:IA1_08890
ko:K00425	sene:IA1_08895
ko:K00426	sene:IA1_08900
ko:K00261	sene:IA1_08910
ko:K01194	sene:IA1_08915
ko:K08308	sene:IA1_08930
ko:K01297	sene:IA1_08935
ko:K11105	sene:IA1_08940
ko:K01775	sene:IA1_08945
ko:K00285	sene:IA1_08950
ko:K03603	sene:IA1_08965
ko:K03314	sene:IA1_08970
ko:K03611	sene:IA1_08975
ko:K12541	sene:IA1_13170
ko:K12542	sene:IA1_13175
ko:K06915	sene:IA1_13190
ko:K02406	sene:IA1_13225
ko:K07017	sene:IA1_13250
ko:K09824	sene:IA1_13265
ko:K07241	sene:IA1_13280
ko:K07649	sene:IA1_13285
ko:K07774	sene:IA1_13290
ko:K07795	sene:IA1_13295
ko:K07793	sene:IA1_13305
ko:K15737	sene:IA1_13315
ko:K15736	sene:IA1_13320
ko:K00135	sene:IA1_13325
ko:K07250	sene:IA1_13330
ko:K11735	sene:IA1_13335
ko:K15735	sene:IA1_13340
ko:K00375	sene:IA1_13390
ko:K03647	sene:IA1_13405
ko:K02000	sene:IA1_13420
ko:K02001	sene:IA1_13425
ko:K02002	sene:IA1_13430
ko:K15974	sene:IA1_13440
ko:K03543	sene:IA1_13445
ko:K03446	sene:IA1_13450
ko:K12975	sene:IA1_17640
ko:K07347	sene:IA1_17655
ko:K01246	sene:IA1_17680
ko:K03826	sene:IA1_17685
ko:K00090	sene:IA1_17700
ko:K07726	sene:IA1_17710
ko:K03704	sene:IA1_17715
ko:K03830	sene:IA1_17735
ko:K01879	sene:IA1_17745
ko:K01878	sene:IA1_17750
ko:K00854	sene:IA1_17770
ko:K01805	sene:IA1_17775
ko:K02529	sene:IA1_17780
ko:K03796	sene:IA1_17785
ko:K01176	sene:IA1_17795
ko:K00835	sene:IA1_17800
ko:K08092	sene:IA1_17815
ko:K00880	sene:IA1_17845
ko:K09955	sene:IA1_17870
ko:K00138	sene:IA1_17875
ko:K03833	sene:IA1_17885
ko:K01042	sene:IA1_17890
ko:K02798	sene:IA1_17910
ko:K02799	sene:IA1_17910
ko:K02800	sene:IA1_17910
ko:K00009	sene:IA1_17915
ko:K01002	sene:IA1_22180
ko:K02317	sene:IA1_22195
ko:K13255	sene:IA1_22225
ko:K00564	sene:IA1_22255
ko:K02344	sene:IA1_22260
ko:K03789	sene:IA1_22265
ko:K08723	sene:IA1_22270
ko:K02837	sene:IA1_22275
ko:K03424	sene:IA1_22295
ko:K01619	sene:IA1_22310
ko:K00758	sene:IA1_22315
ko:K01839	sene:IA1_22320
ko:K03784	sene:IA1_22325
ko:K03800	sene:IA1_22355
ko:K07186	sene:IA1_22360
ko:K01079	sene:IA1_22365
ko:K04485	sene:IA1_22370
ko:K06211	sene:IA1_22375
ko:K08309	sene:IA1_22385
ko:K03720	sene:IA1_22390
ko:K05804	sene:IA1_22405
ko:K05805	sene:IA1_22410
ko:K07663	sene:IA1_22415
ko:K07641	sene:IA1_22420
ko:K06143	sene:IA1_22425
ko:K05501	sene:IA1_18145
ko:K00762	sene:IA1_18150
ko:K00989	sene:IA1_18155
ko:K01972	sene:IA1_18180
ko:K00942	sene:IA1_18185
ko:K07347	sene:IA1_22440
ko:K07773	sene:IA1_22465
ko:K02533	sene:IA1_22470
ko:K09968	sene:IA1_18355
ko:K11189	sene:IA1_18365
ko:K02775	sene:IA1_18380
ko:K02429	sene:IA1_18435
ko:K00852	sene:IA1_18440
ko:K11534	sene:IA1_18445
ko:K01653	sene:IA1_18450
ko:K01652	sene:IA1_18455
ko:K02774	sene:IA1_18385
ko:K02773	sene:IA1_18390
ko:K07784	sene:IA1_18410
ko:K07783	sene:IA1_18415
ko:K07675	sene:IA1_18420
ko:K13926	sene:IA1_17395
ko:K01993	sene:IA1_17400
ko:K07007	sene:IA1_17405
ko:K16322	sene:IA1_17410
ko:K06144	sene:IA1_17415
ko:K06149	sene:IA1_17420
ko:K03305	sene:IA1_17425
ko:K15984	sene:IA1_17430
ko:K01414	sene:IA1_17435
ko:K07115	sene:IA1_17445
ko:K00383	sene:IA1_17450
ko:K01424	sene:IA1_17455
ko:K07792	sene:IA1_17460
ko:K03710	sene:IA1_17475
ko:K01194	sene:IA1_17480
ko:K07058	sene:IA1_17505
ko:K07290	sene:IA1_17515
ko:K00874	sene:IA1_17525
ko:K11103	sene:IA1_17535
ko:K00694	sene:IA1_17560
ko:K12370	sene:IA1_17605
ko:K12369	sene:IA1_17610
ko:K12368	sene:IA1_17615
ko:K00851	sene:IA1_21855
ko:K12957	sene:IA1_21860
ko:K07733	sene:IA1_21880
ko:K07316	sene:IA1_21960
ko:K07454	sene:IA1_21975
ko:K09982	sene:IA1_21990
ko:K13637	sene:IA1_22015
ko:K01867	sene:IA1_22020
ko:K06887	sene:IA1_22025
ko:K01779	sene:IA1_22030
ko:K01305	sene:IA1_22040
ko:K00135	sene:IA1_22080
ko:K03427	sene:IA1_22110
ko:K01153	sene:IA1_22115
ko:K13796	sene:IA1_03585
ko:K13794	sene:IA1_03590
ko:K03711	sene:IA1_03595
ko:K03839	sene:IA1_03600
ko:K03645	sene:IA1_03615
ko:K01835	sene:IA1_03620
ko:K03756	sene:IA1_03630
