ko:K19744	paes:SCV20265_1135
ko:K00059	paes:SCV20265_4963
ko:K07443	paes:SCV20265_4966
ko:K08218	paes:SCV20265_4967
ko:K11105	paes:SCV20265_5692
ko:K05802	paes:SCV20265_5693
ko:K07090	paes:SCV20265_5695
ko:K01740	paes:SCV20265_5696
ko:K08224	paes:SCV20265_5701
ko:K01599	paes:SCV20265_5705
ko:K00266	paes:SCV20265_5706
ko:K00265	paes:SCV20265_5707
ko:K03112	paes:SCV20265_5709
ko:K01735	paes:SCV20265_5710
ko:K00891	paes:SCV20265_5711
ko:K02666	paes:SCV20265_5712
ko:K02665	paes:SCV20265_5713
ko:K02662	paes:SCV20265_5716
ko:K05366	paes:SCV20265_5717
ko:K00029	paes:SCV20265_5718
ko:K02909	paes:SCV20265_5721
ko:K04066	paes:SCV20265_5722
ko:K01887	paes:SCV20265_5723
ko:K01419	paes:SCV20265_5725
ko:K03667	paes:SCV20265_5726
ko:K03821	paes:SCV20265_5728
ko:K03821	paes:SCV20265_5730
ko:K03183	paes:SCV20265_5735
ko:K03690	paes:SCV20265_5736
ko:K03688	paes:SCV20265_5737
ko:K01496	paes:SCV20265_5738
ko:K01523	paes:SCV20265_5739
ko:K03116	paes:SCV20265_5740
ko:K01953	paes:SCV20265_0053
ko:K07559	paes:SCV20265_0055
ko:K09983	paes:SCV20265_0056
ko:K07396	paes:SCV20265_0059
ko:K04063	paes:SCV20265_0060
ko:K01091	paes:SCV20265_0066
ko:K01414	paes:SCV20265_0068
ko:K07070	paes:SCV20265_0069
ko:K02004	paes:SCV20265_0073
ko:K02003	paes:SCV20265_0074
ko:K11890	paes:SCV20265_0077
ko:K11891	paes:SCV20265_0078
ko:K11892	paes:SCV20265_0079
ko:K11893	paes:SCV20265_0080
ko:K11906	paes:SCV20265_0081
ko:K11902	paes:SCV20265_0084
ko:K11901	paes:SCV20265_0085
ko:K11900	paes:SCV20265_0086
ko:K11903	paes:SCV20265_0087
ko:K11898	paes:SCV20265_0088
ko:K11897	paes:SCV20265_0089
ko:K11896	paes:SCV20265_0090
ko:K11895	paes:SCV20265_0091
ko:K11907	paes:SCV20265_0092
ko:K00647	paes:SCV20265_0100
ko:K01673	paes:SCV20265_0104
ko:K06966	paes:SCV20265_0852
ko:K00657	paes:SCV20265_0853
ko:K08159	paes:SCV20265_0854
ko:K09930	paes:SCV20265_0864
ko:K09929	paes:SCV20265_0865
ko:K15977	paes:SCV20265_0866
ko:K07267	paes:SCV20265_0873
ko:K00484	paes:SCV20265_0880
ko:K00483	paes:SCV20265_0881
ko:K09956	paes:SCV20265_0882
ko:K00059	paes:SCV20265_0883
ko:K01845	paes:SCV20265_0884
ko:K07345	paes:SCV20265_0886
ko:K07347	paes:SCV20265_0888
ko:K07687	paes:SCV20265_0892
ko:K07729	paes:SCV20265_0895
ko:K01993	paes:SCV20265_1644
ko:K01992	paes:SCV20265_1645
ko:K00528	paes:SCV20265_1649
ko:K07218	paes:SCV20265_1653
ko:K00376	paes:SCV20265_1654
ko:K02041	paes:SCV20265_1662
ko:K02044	paes:SCV20265_1663
ko:K02042	paes:SCV20265_1664
ko:K02043	paes:SCV20265_1665
ko:K06166	paes:SCV20265_1666
ko:K06165	paes:SCV20265_1667
ko:K06164	paes:SCV20265_1668
ko:K06163	paes:SCV20265_1669
ko:K05781	paes:SCV20265_1670
ko:K05780	paes:SCV20265_1671
ko:K06162	paes:SCV20265_1672
ko:K05774	paes:SCV20265_1673
ko:K06167	paes:SCV20265_1674
ko:K01426	paes:SCV20265_1680
ko:K01999	paes:SCV20265_1682
ko:K01753	paes:SCV20265_1689
ko:K01915	paes:SCV20265_1690
ko:K09931	paes:SCV20265_1692
ko:K01295	paes:SCV20265_2440
ko:K07727	paes:SCV20265_2442
ko:K09471	paes:SCV20265_2451
ko:K03574	paes:SCV20265_2460
ko:K07223	paes:SCV20265_2464
ko:K06995	paes:SCV20265_2469
ko:K08276	paes:SCV20265_2476
ko:K07058	paes:SCV20265_2483
ko:K01150	paes:SCV20265_2487
ko:K08995	paes:SCV20265_3249
ko:K07347	paes:SCV20265_3253
ko:K07346	paes:SCV20265_3254
ko:K07345	paes:SCV20265_3255
ko:K10778	paes:SCV20265_3270
ko:K07160	paes:SCV20265_3278
ko:K00156	paes:SCV20265_3282
ko:K03088	paes:SCV20265_3290
ko:K03825	paes:SCV20265_4037
ko:K00906	paes:SCV20265_4038
ko:K03473	paes:SCV20265_4039
ko:K09458	paes:SCV20265_4041
ko:K02014	paes:SCV20265_4043
ko:K03088	paes:SCV20265_4045
ko:K03327	paes:SCV20265_4047
ko:K11939	paes:SCV20265_4048
ko:K04750	paes:SCV20265_4055
ko:K03088	paes:SCV20265_4058
ko:K10001	paes:SCV20265_4068
ko:K10003	paes:SCV20265_4069
ko:K10002	paes:SCV20265_4070
ko:K10004	paes:SCV20265_4071
ko:K05597	paes:SCV20265_4073
ko:K17060	paes:SCV20265_4074
ko:K17061	paes:SCV20265_4075
ko:K10680	paes:SCV20265_4076
ko:K07795	paes:SCV20265_4773
ko:K07793	paes:SCV20265_4775
ko:K07120	paes:SCV20265_4776
ko:K03648	paes:SCV20265_4777
ko:K00140	paes:SCV20265_4780
ko:K03182	paes:SCV20265_0258
ko:K11903	paes:SCV20265_0270
ko:K00135	paes:SCV20265_0272
ko:K14268	paes:SCV20265_0274
ko:K00375	paes:SCV20265_0277
ko:K03449	paes:SCV20265_0282
ko:K07387	paes:SCV20265_0286
ko:K07090	paes:SCV20265_0287
ko:K02045	paes:SCV20265_0289
ko:K02047	paes:SCV20265_0290
ko:K02046	paes:SCV20265_0291
ko:K02048	paes:SCV20265_0292
ko:K03307	paes:SCV20265_0297
ko:K10536	paes:SCV20265_0303
ko:K12251	paes:SCV20265_0304
ko:K03530	paes:SCV20265_1053
ko:K15551	paes:SCV20265_1055
ko:K10831	paes:SCV20265_1056
ko:K15552	paes:SCV20265_1057
ko:K03119	paes:SCV20265_1058
ko:K02168	paes:SCV20265_1060
ko:K02073	paes:SCV20265_1062
ko:K00425	paes:SCV20265_1064
ko:K00426	paes:SCV20265_1065
ko:K00626	paes:SCV20265_1069
ko:K00666	paes:SCV20265_1070
ko:K03556	paes:SCV20265_1073
ko:K17686	paes:SCV20265_1074
ko:K07175	paes:SCV20265_1076
ko:K03637	paes:SCV20265_1077
ko:K03636	paes:SCV20265_1078
ko:K03635	paes:SCV20265_1079
ko:K03638	paes:SCV20265_1080
ko:K03750	paes:SCV20265_1081
ko:K08303	paes:SCV20265_1082
ko:K01113	paes:SCV20265_1085
ko:K07004	paes:SCV20265_1086
ko:K02837	paes:SCV20265_1092
ko:K16091	paes:SCV20265_1094
ko:K03088	paes:SCV20265_1096
ko:K00090	paes:SCV20265_1099
ko:K02067	paes:SCV20265_1843
ko:K02065	paes:SCV20265_1844
ko:K02066	paes:SCV20265_1845
ko:K03498	paes:SCV20265_1846
ko:K06940	paes:SCV20265_1847
ko:K09780	paes:SCV20265_1854
ko:K06190	paes:SCV20265_1855
ko:K07053	paes:SCV20265_1856
ko:K05896	paes:SCV20265_1858
ko:K06024	paes:SCV20265_1859
ko:K00134	paes:SCV20265_1862
ko:K01690	paes:SCV20265_1863
ko:K00845	paes:SCV20265_1864
ko:K17315	paes:SCV20265_1867
ko:K17316	paes:SCV20265_1868
ko:K17317	paes:SCV20265_1869
ko:K10112	paes:SCV20265_1870
ko:K07267	paes:SCV20265_1872
ko:K00036	paes:SCV20265_1876
ko:K01057	paes:SCV20265_1877
ko:K01625	paes:SCV20265_1878
ko:K03574	paes:SCV20265_1879
ko:K06178	paes:SCV20265_1880
ko:K03312	paes:SCV20265_1884
ko:K01479	paes:SCV20265_1885
ko:K00568	paes:SCV20265_1889
ko:K03466	paes:SCV20265_2639
ko:K03634	paes:SCV20265_2640
ko:K07478	paes:SCV20265_2641
ko:K01875	paes:SCV20265_2642
ko:K02302	paes:SCV20265_2643
ko:K07393	paes:SCV20265_2644
ko:K11179	paes:SCV20265_2646
ko:K07237	paes:SCV20265_2647
ko:K07236	paes:SCV20265_2648
ko:K07235	paes:SCV20265_2649
ko:K04091	paes:SCV20265_2654
ko:K02051	paes:SCV20265_2655
ko:K04091	paes:SCV20265_2656
ko:K15553	paes:SCV20265_2658
ko:K15553	paes:SCV20265_2659
ko:K15553	paes:SCV20265_2660
ko:K11073	paes:SCV20265_2662
ko:K02014	paes:SCV20265_2664
ko:K03703	paes:SCV20265_2670
ko:K07679	paes:SCV20265_2672
ko:K03607	paes:SCV20265_2673
ko:K03923	paes:SCV20265_2675
ko:K00453	paes:SCV20265_2676
ko:K07078	paes:SCV20265_2680
ko:K00496	paes:SCV20265_2681
ko:K03406	paes:SCV20265_2682
ko:K00852	paes:SCV20265_3444
ko:K02529	paes:SCV20265_3445
ko:K10440	paes:SCV20265_3446
ko:K10441	paes:SCV20265_3447
ko:K10439	paes:SCV20265_3448
ko:K11177	paes:SCV20265_3458
ko:K11178	paes:SCV20265_3459
ko:K13483	paes:SCV20265_3460
ko:K03406	paes:SCV20265_3461
ko:K03790	paes:SCV20265_3463
ko:K00549	paes:SCV20265_3464
ko:K09136	paes:SCV20265_3465
ko:K02230	paes:SCV20265_3468
ko:K16089	paes:SCV20265_3469
ko:K06995	paes:SCV20265_3476
ko:K09684	paes:SCV20265_3478
ko:K03088	paes:SCV20265_3482
ko:K02014	paes:SCV20265_3484
ko:K13063	paes:SCV20265_3492
ko:K06714	paes:SCV20265_4226
ko:K01482	paes:SCV20265_4227
ko:K03758	paes:SCV20265_4228
ko:K14058	paes:SCV20265_4230
ko:K02742	paes:SCV20265_4233
ko:K03566	paes:SCV20265_4238
ko:K11103	paes:SCV20265_4239
ko:K07637	paes:SCV20265_4243
ko:K07660	paes:SCV20265_4244
ko:K02571	paes:SCV20265_4246
ko:K02572	paes:SCV20265_4247
ko:K02570	paes:SCV20265_4248
ko:K02567	paes:SCV20265_4249
ko:K02568	paes:SCV20265_4250
ko:K02569	paes:SCV20265_4251
ko:K02362	paes:SCV20265_4258
ko:K01439	paes:SCV20265_4261
ko:K00563	paes:SCV20265_4262
ko:K03704	paes:SCV20265_4264
ko:K07639	paes:SCV20265_4265
ko:K07661	paes:SCV20265_4266
ko:K03442	paes:SCV20265_4968
ko:K09767	paes:SCV20265_4969
ko:K00077	paes:SCV20265_4971
ko:K00798	paes:SCV20265_4973
ko:K03574	paes:SCV20265_4974
ko:K00620	paes:SCV20265_4976
ko:K03070	paes:SCV20265_4977
ko:K02535	paes:SCV20265_4981
ko:K03531	paes:SCV20265_4982
ko:K03590	paes:SCV20265_4983
ko:K03589	paes:SCV20265_4984
ko:K01921	paes:SCV20265_4985
ko:K01924	paes:SCV20265_4986
ko:K02563	paes:SCV20265_4987
ko:K03588	paes:SCV20265_4988
ko:K01925	paes:SCV20265_4989
ko:K01000	paes:SCV20265_4990
ko:K01929	paes:SCV20265_4991
ko:K01928	paes:SCV20265_4992
ko:K03587	paes:SCV20265_4993
ko:K03586	paes:SCV20265_4994
ko:K03438	paes:SCV20265_4995
ko:K03925	paes:SCV20265_4996
ko:K07056	paes:SCV20265_4997
ko:K07121	paes:SCV20265_4998
ko:K07118	paes:SCV20265_4786
ko:K06183	paes:SCV20265_4796
ko:K09982	paes:SCV20265_4802
ko:K03824	paes:SCV20265_4803
ko:K01759	paes:SCV20265_4804
ko:K11530	paes:SCV20265_4805
ko:K01426	paes:SCV20265_4811
ko:K00508	paes:SCV20265_5548
ko:K03187	paes:SCV20265_5551
ko:K03188	paes:SCV20265_5552
ko:K03189	paes:SCV20265_5553
ko:K03192	paes:SCV20265_5554
ko:K03088	paes:SCV20265_5556
ko:K16087	paes:SCV20265_5557
ko:K00128	paes:SCV20265_5559
ko:K05548	paes:SCV20265_5560
ko:K01576	paes:SCV20265_5561
ko:K11475	paes:SCV20265_5566
ko:K01996	paes:SCV20265_5569
ko:K01995	paes:SCV20265_5570
ko:K01998	paes:SCV20265_5571
ko:K01997	paes:SCV20265_5572
ko:K01999	paes:SCV20265_5573
ko:K03406	paes:SCV20265_5575
ko:K08281	paes:SCV20265_5578
ko:K00763	paes:SCV20265_5579
ko:K01916	paes:SCV20265_5580
ko:K06966	paes:SCV20265_5583
ko:K03442	paes:SCV20265_5585
ko:K01775	paes:SCV20265_5590
ko:K02939	paes:SCV20265_5592
ko:K02963	paes:SCV20265_5594
ko:K07460	paes:SCV20265_4999
ko:K03271	paes:SCV20265_5000
ko:K03600	paes:SCV20265_5002
ko:K03599	paes:SCV20265_5003
ko:K00413	paes:SCV20265_5004
ko:K00412	paes:SCV20265_5005
ko:K00411	paes:SCV20265_5006
ko:K02996	paes:SCV20265_5007
ko:K02871	paes:SCV20265_5008
ko:K06916	paes:SCV20265_5013
ko:K03117	paes:SCV20265_5741
ko:K03118	paes:SCV20265_5742
ko:K03406	paes:SCV20265_5745
ko:K02028	paes:SCV20265_5747
ko:K02029	paes:SCV20265_5748
ko:K02030	paes:SCV20265_5749
ko:K03669	paes:SCV20265_5750
ko:K03670	paes:SCV20265_5751
ko:K07560	paes:SCV20265_5752
ko:K01259	paes:SCV20265_5753
ko:K10001	paes:SCV20265_5755
ko:K00285	paes:SCV20265_5757
ko:K07126	paes:SCV20265_5759
ko:K01479	paes:SCV20265_5763
ko:K01468	paes:SCV20265_5764
ko:K01745	paes:SCV20265_5765
ko:K02000	paes:SCV20265_5766
ko:K02001	paes:SCV20265_5767
ko:K02002	paes:SCV20265_5768
ko:K01745	paes:SCV20265_5770
ko:K03457	paes:SCV20265_5771
ko:K01712	paes:SCV20265_5772
ko:K02002	paes:SCV20265_5775
ko:K09975	paes:SCV20265_5776
ko:K05836	paes:SCV20265_5777
ko:K05603	paes:SCV20265_5778
ko:K03098	paes:SCV20265_5779
ko:K03841	paes:SCV20265_5782
ko:K01759	paes:SCV20265_5783
ko:K12686	paes:SCV20265_5784
ko:K02275	paes:SCV20265_0108
ko:K02274	paes:SCV20265_0109
ko:K02258	paes:SCV20265_0110
ko:K02276	paes:SCV20265_0111
ko:K02259	paes:SCV20265_0115
ko:K07152	paes:SCV20265_0117
ko:K02348	paes:SCV20265_0118
ko:K11103	paes:SCV20265_0122
ko:K06193	paes:SCV20265_0131
ko:K11735	paes:SCV20265_0132
ko:K00140	paes:SCV20265_0133
ko:K00822	paes:SCV20265_0135
ko:K02056	paes:SCV20265_0139
ko:K02057	paes:SCV20265_0140
ko:K02057	paes:SCV20265_0141
ko:K03386	paes:SCV20265_0143
ko:K03387	paes:SCV20265_0144
ko:K03088	paes:SCV20265_0153
ko:K02014	paes:SCV20265_0155
ko:K02623	paes:SCV20265_0156
ko:K00067	paes:SCV20265_0904
ko:K01784	paes:SCV20265_0905
ko:K07275	paes:SCV20265_0907
ko:K09950	paes:SCV20265_0908
ko:K02004	paes:SCV20265_0909
ko:K02003	paes:SCV20265_0910
ko:K05838	paes:SCV20265_0913
ko:K07738	paes:SCV20265_0917
ko:K11752	paes:SCV20265_0918
ko:K00793	paes:SCV20265_0919
ko:K14652	paes:SCV20265_0920
ko:K00794	paes:SCV20265_0921
ko:K03625	paes:SCV20265_0922
ko:K00946	paes:SCV20265_0923
ko:K01095	paes:SCV20265_0924
ko:K06985	paes:SCV20265_0926
ko:K01497	paes:SCV20265_0927
ko:K01662	paes:SCV20265_0930
ko:K13789	paes:SCV20265_0931
ko:K03602	paes:SCV20265_0932
ko:K01992	paes:SCV20265_0936
ko:K01990	paes:SCV20265_0937
ko:K06188	paes:SCV20265_0940
ko:K01507	paes:SCV20265_0943
ko:K09933	paes:SCV20265_0944
ko:K03975	paes:SCV20265_0945
ko:K02030	paes:SCV20265_0947
ko:K03736	paes:SCV20265_0949
ko:K03735	paes:SCV20265_0950
ko:K02399	paes:SCV20265_1694
ko:K02398	paes:SCV20265_1695
ko:K02386	paes:SCV20265_1696
ko:K03415	paes:SCV20265_1697
ko:K00575	paes:SCV20265_1698
ko:K03654	paes:SCV20265_1702
ko:K06075	paes:SCV20265_1706
ko:K07001	paes:SCV20265_1709
ko:K07401	paes:SCV20265_1710
ko:K03274	paes:SCV20265_1711
ko:K02078	paes:SCV20265_1714
ko:K00648	paes:SCV20265_1715
ko:K01358	paes:SCV20265_1722
ko:K07044	paes:SCV20265_1723
ko:K09936	paes:SCV20265_1728
ko:K01114	paes:SCV20265_1730
ko:K02042	paes:SCV20265_1733
ko:K02042	paes:SCV20265_1734
ko:K02041	paes:SCV20265_1735
ko:K02044	paes:SCV20265_1736
ko:K03760	paes:SCV20265_1739
ko:K01265	paes:SCV20265_2489
ko:K01868	paes:SCV20265_2496
ko:K02520	paes:SCV20265_2497
ko:K02916	paes:SCV20265_2498
ko:K02887	paes:SCV20265_2499
ko:K01889	paes:SCV20265_2500
ko:K01890	paes:SCV20265_2501
ko:K04764	paes:SCV20265_2502
ko:K05524	paes:SCV20265_2532
ko:K11073	paes:SCV20265_2537
ko:K02014	paes:SCV20265_3294
ko:K01561	paes:SCV20265_3297
ko:K01953	paes:SCV20265_3299
ko:K07130	paes:SCV20265_3302
ko:K01556	paes:SCV20265_3303
ko:K02355	paes:SCV20265_3315
ko:K02014	paes:SCV20265_3316
ko:K00612	paes:SCV20265_3318
ko:K05820	paes:SCV20265_3319
ko:K07233	paes:SCV20265_3323
ko:K04487	paes:SCV20265_3325
ko:K13896	paes:SCV20265_3326
ko:K13895	paes:SCV20265_3327
ko:K13894	paes:SCV20265_3328
ko:K13893	paes:SCV20265_3329
ko:K11921	paes:SCV20265_3333
ko:K01673	paes:SCV20265_3334
ko:K01725	paes:SCV20265_3335
ko:K03088	paes:SCV20265_3337
ko:K01173	paes:SCV20265_4084
ko:K01754	paes:SCV20265_4085
ko:K16090	paes:SCV20265_4089
ko:K02300	paes:SCV20265_4091
ko:K02299	paes:SCV20265_4092
ko:K02298	paes:SCV20265_4093
ko:K02297	paes:SCV20265_4094
ko:K05306	paes:SCV20265_4101
ko:K03430	paes:SCV20265_4102
ko:K01354	paes:SCV20265_4108
ko:K03100	paes:SCV20265_4109
ko:K16087	paes:SCV20265_4110
ko:K03088	paes:SCV20265_4112
ko:K09160	paes:SCV20265_4113
ko:K09902	paes:SCV20265_4117
ko:K03684	paes:SCV20265_4118
ko:K01011	paes:SCV20265_4121
ko:K06076	paes:SCV20265_4125
ko:K00432	paes:SCV20265_4126
ko:K03559	paes:SCV20265_4822
ko:K03561	paes:SCV20265_4823
ko:K02455	paes:SCV20265_4830
ko:K02454	paes:SCV20265_4831
ko:K02453	paes:SCV20265_4832
ko:K02462	paes:SCV20265_4833
ko:K02461	paes:SCV20265_4834
ko:K02460	paes:SCV20265_4835
ko:K02456	paes:SCV20265_4836
ko:K02458	paes:SCV20265_4837
ko:K02452	paes:SCV20265_4838
ko:K02457	paes:SCV20265_4839
ko:K02459	paes:SCV20265_4840
ko:K03088	paes:SCV20265_4842
ko:K14161	paes:SCV20265_4847
ko:K14162	paes:SCV20265_4848
ko:K03547	paes:SCV20265_4850
ko:K03581	paes:SCV20265_4852
ko:K03582	paes:SCV20265_4853
ko:K03583	paes:SCV20265_4854
ko:K07240	paes:SCV20265_4858
ko:K03406	paes:SCV20265_4859
ko:K16322	paes:SCV20265_4861
ko:K02278	paes:SCV20265_4864
ko:K02990	paes:SCV20265_5595
ko:K03218	paes:SCV20265_5596
ko:K12573	paes:SCV20265_5597
ko:K01939	paes:SCV20265_5598
ko:K02502	paes:SCV20265_5599
ko:K09937	paes:SCV20265_5600
ko:K04087	paes:SCV20265_5601
ko:K04088	paes:SCV20265_5602
ko:K03665	paes:SCV20265_5603
ko:K03666	paes:SCV20265_5604
ko:K00791	paes:SCV20265_5605
ko:K03572	paes:SCV20265_5606
ko:K01448	paes:SCV20265_5607
ko:K06925	paes:SCV20265_5608
ko:K17758	paes:SCV20265_5609
ko:K17759	paes:SCV20265_5609
ko:K13288	paes:SCV20265_5611
ko:K06949	paes:SCV20265_5612
ko:K02557	paes:SCV20265_5613
ko:K02556	paes:SCV20265_5614
ko:K01011	paes:SCV20265_5616
ko:K01613	paes:SCV20265_5617
ko:K01079	paes:SCV20265_5621
ko:K07038	paes:SCV20265_5623
ko:K09857	paes:SCV20265_5624
ko:K02621	paes:SCV20265_5625
ko:K01915	paes:SCV20265_0307
ko:K07010	paes:SCV20265_0308
ko:K01915	paes:SCV20265_0309
ko:K12256	paes:SCV20265_0310
ko:K11073	paes:SCV20265_0311
ko:K11073	paes:SCV20265_0312
ko:K11076	paes:SCV20265_0313
ko:K11075	paes:SCV20265_0314
ko:K11074	paes:SCV20265_0315
ko:K01434	paes:SCV20265_0316
ko:K07394	paes:SCV20265_0323
ko:K10009	paes:SCV20265_0326
ko:K02424	paes:SCV20265_0327
ko:K00058	paes:SCV20265_0329
ko:K11069	paes:SCV20265_0336
ko:K11070	paes:SCV20265_0337
ko:K11071	paes:SCV20265_0338
ko:K11072	paes:SCV20265_0339
ko:K09946	paes:SCV20265_0343
ko:K01807	paes:SCV20265_0344
ko:K01754	paes:SCV20265_0345
ko:K08311	paes:SCV20265_0351
ko:K08484	paes:SCV20265_0352
ko:K07090	paes:SCV20265_0355
ko:K05847	paes:SCV20265_1105
ko:K05846	paes:SCV20265_1106
ko:K05845	paes:SCV20265_1107
ko:K05846	paes:SCV20265_1108
ko:K03316	paes:SCV20265_1109
ko:K07684	paes:SCV20265_1118
ko:K07673	paes:SCV20265_1119
ko:K02575	paes:SCV20265_1120
ko:K02575	paes:SCV20265_1121
ko:K00370	paes:SCV20265_1122
ko:K00371	paes:SCV20265_1123
ko:K00373	paes:SCV20265_1124
ko:K00374	paes:SCV20265_1125
ko:K03769	paes:SCV20265_1126
ko:K03639	paes:SCV20265_1127
ko:K10022	paes:SCV20265_1132
ko:K03732	paes:SCV20265_1136
ko:K00666	paes:SCV20265_1137
ko:K06999	paes:SCV20265_1138
ko:K09969	paes:SCV20265_1139
ko:K01004	paes:SCV20265_1140
ko:K07461	paes:SCV20265_1143
ko:K06899	paes:SCV20265_1148
ko:K08963	paes:SCV20265_1891
ko:K02469	paes:SCV20265_1892
ko:K00831	paes:SCV20265_1893
ko:K14170	paes:SCV20265_1894
ko:K00817	paes:SCV20265_1895
ko:K00945	paes:SCV20265_1897
ko:K02945	paes:SCV20265_1898
ko:K05788	paes:SCV20265_1899
ko:K13007	paes:SCV20265_1906
ko:K02237	paes:SCV20265_1908
ko:K00832	paes:SCV20265_1909
ko:K03702	paes:SCV20265_1910
ko:K03446	paes:SCV20265_1911
ko:K03543	paes:SCV20265_1912
ko:K01885	paes:SCV20265_1914
ko:K01625	paes:SCV20265_1917
ko:K07107	paes:SCV20265_1918
ko:K05541	paes:SCV20265_1919
ko:K04080	paes:SCV20265_1922
ko:K01703	paes:SCV20265_1927
ko:K01704	paes:SCV20265_1928
ko:K00052	paes:SCV20265_1930
ko:K00133	paes:SCV20265_1931
ko:K08086	paes:SCV20265_1933
ko:K06173	paes:SCV20265_1934
ko:K17218	paes:SCV20265_2689
ko:K00598	paes:SCV20265_2691
ko:K03321	paes:SCV20265_2692
ko:K03406	paes:SCV20265_2694
ko:K07507	paes:SCV20265_2699
ko:K00666	paes:SCV20265_2700
ko:K01895	paes:SCV20265_2703
ko:K00626	paes:SCV20265_2705
ko:K05794	paes:SCV20265_2710
ko:K02040	paes:SCV20265_2711
ko:K01142	paes:SCV20265_2714
ko:K07278	paes:SCV20265_2716
ko:K09800	paes:SCV20265_2717
ko:K00995	paes:SCV20265_2718
ko:K00981	paes:SCV20265_2723
ko:K01626	paes:SCV20265_3494
ko:K01434	paes:SCV20265_3502
ko:K00799	paes:SCV20265_3505
ko:K02336	paes:SCV20265_3510
ko:K00330	paes:SCV20265_3513
ko:K07302	paes:SCV20265_3515
ko:K07303	paes:SCV20265_3516
ko:K07023	paes:SCV20265_3519
ko:K12542	paes:SCV20265_3520
ko:K12541	paes:SCV20265_3521
ko:K12543	paes:SCV20265_3522
ko:K16074	paes:SCV20265_3524
ko:K02453	paes:SCV20265_3529
ko:K02452	paes:SCV20265_3530
ko:K02020	paes:SCV20265_3536
ko:K02018	paes:SCV20265_3537
ko:K02017	paes:SCV20265_3538
ko:K09781	paes:SCV20265_3542
ko:K14977	paes:SCV20265_4284
ko:K05523	paes:SCV20265_4289
ko:K12990	paes:SCV20265_4294
ko:K12410	paes:SCV20265_4299
ko:K01129	paes:SCV20265_4300
ko:K01462	paes:SCV20265_4303
ko:K00243	paes:SCV20265_4309
ko:K06147	paes:SCV20265_4312
ko:K06182	paes:SCV20265_4317
ko:K02413	paes:SCV20265_4322
ko:K02412	paes:SCV20265_4323
ko:K02411	paes:SCV20265_4324
ko:K06985	paes:SCV20265_5626
ko:K02622	paes:SCV20265_5628
ko:K07000	paes:SCV20265_5629
ko:K03651	paes:SCV20265_5630
ko:K09920	paes:SCV20265_5631
ko:K01515	paes:SCV20265_5632
ko:K03147	paes:SCV20265_5634
ko:K12340	paes:SCV20265_5637
ko:K00355	paes:SCV20265_5638
ko:K12252	paes:SCV20265_5639
ko:K01487	paes:SCV20265_0137
ko:K01487	paes:SCV20265_3897
ko:K02661	paes:SCV20265_0429
ko:K00130	paes:SCV20265_6101
ko:K00104	paes:SCV20265_6083
ko:K03719	paes:SCV20265_5440
ko:K00249	paes:SCV20265_2708
ko:K07003	paes:SCV20265_3132
ko:K02058	paes:SCV20265_0150
ko:K01533	paes:SCV20265_3868
ko:K01485	paes:SCV20265_0456
ko:K12253	paes:SCV20265_5640
ko:K18001	paes:SCV20265_4445
ko:K16636	paes:SCV20265_0045
ko:K11913	paes:SCV20265_0082
ko:K11894	paes:SCV20265_3746
ko:K01758	paes:SCV20265_0417
ko:K01800	paes:SCV20265_3385
ko:K09472	paes:SCV20265_0773
ko:K18000	paes:SCV20265_4446
ko:K18002	paes:SCV20265_4444
ko:K18003	paes:SCV20265_4443
ko:K18004	paes:SCV20265_0772
ko:K01007	paes:SCV20265_3638
ko:K02614	paes:SCV20265_5922
ko:K06148	paes:SCV20265_4668
ko:K03719	paes:SCV20265_1013
ko:K03719	paes:SCV20265_2678
ko:K17940	paes:SCV20265_2667
ko:K00004	paes:SCV20265_0875
ko:K05599	paes:SCV20265_2797
ko:K11311	paes:SCV20265_2795
ko:K03719	paes:SCV20265_6033
ko:K01267	paes:SCV20265_1809
ko:K12976	paes:SCV20265_5299
ko:K01977	paes:SCV20265_6314
ko:K01977	paes:SCV20265_6386
ko:K01977	paes:SCV20265_6374
ko:K01977	paes:SCV20265_6362
ko:K01985	paes:SCV20265_6318
ko:K01985	paes:SCV20265_6370
ko:K01985	paes:SCV20265_6358
ko:K01985	paes:SCV20265_6382
ko:K00114	paes:SCV20265_3410
ko:K07483	paes:SCV20265_2515
ko:K01729	paes:SCV20265_1516
ko:K07068	paes:SCV20265_4426
ko:K01133	paes:SCV20265_0030
ko:K07003	paes:SCV20265_1969
ko:K06998	paes:SCV20265_3491
ko:K01980	paes:SCV20265_6359
ko:K01980	paes:SCV20265_6383
ko:K01980	paes:SCV20265_6317
ko:K01980	paes:SCV20265_6371
ko:K07506	paes:SCV20265_1097
ko:K15856	paes:SCV20265_6187
ko:K05786	paes:SCV20265_0509
ko:K02019	paes:SCV20265_0511
ko:K05811	paes:SCV20265_0512
ko:K07160	paes:SCV20265_0516
ko:K01961	paes:SCV20265_0518
ko:K01012	paes:SCV20265_0525
ko:K00652	paes:SCV20265_0526
ko:K02170	paes:SCV20265_0527
ko:K02169	paes:SCV20265_0528
ko:K01935	paes:SCV20265_0529
ko:K02303	paes:SCV20265_0537
ko:K08738	paes:SCV20265_0545
ko:K15864	paes:SCV20265_0546
ko:K04748	paes:SCV20265_0547
ko:K02164	paes:SCV20265_0548
ko:K02305	paes:SCV20265_0550
ko:K04561	paes:SCV20265_0551
