ko:K01699	lmoe:BN418_1353
ko:K02026	lmoe:BN418_1037
ko:K02026	lmoe:BN418_0187
ko:K02768	lmoe:BN418_0399
ko:K02768	lmoe:BN418_0450
ko:K02768	lmoe:BN418_0488
ko:K17828	lmoe:BN418_2205
ko:K02027	lmoe:BN418_0888
ko:K02027	lmoe:BN418_3367
ko:K12574	lmoe:BN418_1683
ko:K12574	lmoe:BN418_1240
ko:K17763	lmoe:BN418_0166
ko:K17763	lmoe:BN418_1076
ko:K02226	lmoe:BN418_1349
ko:K07284	lmoe:BN418_1128
ko:K00537	lmoe:BN418_2873
ko:K00661	lmoe:BN418_0768
ko:K01183	lmoe:BN418_0107
ko:K04757	lmoe:BN418_1081
ko:K17762	lmoe:BN418_1077
ko:K17733	lmoe:BN418_2729
ko:K02027	lmoe:BN418_1032
ko:K01187	lmoe:BN418_0192
ko:K02027	lmoe:BN418_2070
ko:K02769	lmoe:BN418_0489
ko:K02769	lmoe:BN418_2574
ko:K07145	lmoe:BN418_0554
ko:K02769	lmoe:BN418_0451
ko:K18104	lmoe:BN418_3250
ko:K08221	lmoe:BN418_1655
ko:K02770	lmoe:BN418_2573
ko:K01271	lmoe:BN418_1853
ko:K08316	lmoe:BN418_2469
ko:K01101	lmoe:BN418_2849
ko:K01537	lmoe:BN418_0998
ko:K01838	lmoe:BN418_3356
ko:K02034	lmoe:BN418_0146
ko:K02770	lmoe:BN418_0490
ko:K02770	lmoe:BN418_0452
ko:K15524	lmoe:BN418_0453
ko:K22597	lmoe:BN418_3368
ko:K22579	lmoe:BN418_0467
ko:K22579	lmoe:BN418_0468
ko:K22579	lmoe:BN418_0469
ko:K02794	lmoe:BN418_0904
ko:K02794	lmoe:BN418_0024
ko:K22597	lmoe:BN418_3236
ko:K00008	lmoe:BN418_3146
ko:K00008	lmoe:BN418_3147
ko:K03116	lmoe:BN418_0405
ko:K16301	lmoe:BN418_0413
ko:K16301	lmoe:BN418_0414
ko:K16301	lmoe:BN418_0415
ko:K05350	lmoe:BN418_0422
ko:K03336	lmoe:BN418_0437
ko:K02440	lmoe:BN418_1369
ko:K03327	lmoe:BN418_2222
ko:K01006	lmoe:BN418_2248
ko:K01938	lmoe:BN418_2257
ko:K01783	lmoe:BN418_3143
ko:K01783	lmoe:BN418_3144
ko:K15524	lmoe:BN418_0454
ko:K15524	lmoe:BN418_0456
ko:K03306	lmoe:BN418_0462
ko:K03306	lmoe:BN418_0463
ko:K02224	lmoe:BN418_1395
ko:K02227	lmoe:BN418_1398
ko:K02227	lmoe:BN418_1400
ko:K05895	lmoe:BN418_1410
ko:K09936	lmoe:BN418_1425
ko:K01889	lmoe:BN418_1438
ko:K06994	lmoe:BN418_1447
ko:K00656	lmoe:BN418_2301
ko:K01735	lmoe:BN418_2313
ko:K01735	lmoe:BN418_2315
ko:K00805	lmoe:BN418_2319
ko:K01531	lmoe:BN418_3174
ko:K01531	lmoe:BN418_3175
ko:K05878	lmoe:BN418_3187
ko:K16013	lmoe:BN418_3210
ko:K00425	lmoe:BN418_3213
ko:K10254	lmoe:BN418_0548
ko:K10254	lmoe:BN418_0549
ko:K06941	lmoe:BN418_0552
ko:K00014	lmoe:BN418_0562
ko:K00014	lmoe:BN418_0563
ko:K03703	lmoe:BN418_1455
ko:K03703	lmoe:BN418_1457
ko:K01776	lmoe:BN418_1461
ko:K03486	lmoe:BN418_1486
ko:K02818	lmoe:BN418_1489
ko:K02819	lmoe:BN418_1489
ko:K01586	lmoe:BN418_2342
ko:K02015	lmoe:BN418_2349
ko:K07124	lmoe:BN418_2368
ko:K00036	lmoe:BN418_2370
ko:K01687	lmoe:BN418_2377
ko:K02768	lmoe:BN418_3233
ko:K02769	lmoe:BN418_3233
ko:K02770	lmoe:BN418_3233
ko:K03699	lmoe:BN418_3239
ko:K03699	lmoe:BN418_3240
ko:K08161	lmoe:BN418_3244
ko:K00616	lmoe:BN418_3247
ko:K00616	lmoe:BN418_3248
ko:K03342	lmoe:BN418_3256
ko:K00088	lmoe:BN418_3265
ko:K05352	lmoe:BN418_1305
ko:K00008	lmoe:BN418_0578
ko:K00008	lmoe:BN418_0579
ko:K01222	lmoe:BN418_0596
ko:K01222	lmoe:BN418_0614
ko:K01635	lmoe:BN418_0617
ko:K02622	lmoe:BN418_1522
ko:K00099	lmoe:BN418_1553
ko:K01754	lmoe:BN418_2388
ko:K01575	lmoe:BN418_2389
ko:K00756	lmoe:BN418_2392
ko:K02529	lmoe:BN418_2393
ko:K01619	lmoe:BN418_2396
ko:K09704	lmoe:BN418_2415
ko:K01870	lmoe:BN418_2429
ko:K01870	lmoe:BN418_2430
ko:K06942	lmoe:BN418_3294
ko:K05349	lmoe:BN418_3296
ko:K02799	lmoe:BN418_3316
ko:K02800	lmoe:BN418_3316
ko:K03495	lmoe:BN418_3326
ko:K03650	lmoe:BN418_3330
ko:K03305	lmoe:BN418_0635
ko:K02500	lmoe:BN418_0646
ko:K01814	lmoe:BN418_0648
ko:K01693	lmoe:BN418_0650
ko:K00013	lmoe:BN418_0653
ko:K06901	lmoe:BN418_0659
ko:K01223	lmoe:BN418_0661
ko:K01223	lmoe:BN418_0662
ko:K01223	lmoe:BN418_0663
ko:K06969	lmoe:BN418_0672
ko:K01669	lmoe:BN418_0685
ko:K00962	lmoe:BN418_1570
ko:K00167	lmoe:BN418_1615
ko:K03217	lmoe:BN418_1622
ko:K04487	lmoe:BN418_2434
ko:K00278	lmoe:BN418_2436
ko:K00767	lmoe:BN418_2439
ko:K03517	lmoe:BN418_2440
ko:K00831	lmoe:BN418_3350
ko:K04844	lmoe:BN418_3359
ko:K00848	lmoe:BN418_3379
ko:K01823	lmoe:BN418_1628
ko:K05847	lmoe:BN418_1675
ko:K05847	lmoe:BN418_1677
ko:K02775	lmoe:BN418_2520
ko:K00625	lmoe:BN418_2531
ko:K01990	lmoe:BN418_0772
ko:K02401	lmoe:BN418_0786
ko:K02392	lmoe:BN418_0790
ko:K03415	lmoe:BN418_0797
ko:K02390	lmoe:BN418_0806
ko:K09817	lmoe:BN418_1697
ko:K15986	lmoe:BN418_1699
ko:K15986	lmoe:BN418_1700
ko:K01879	lmoe:BN418_1712
ko:K02687	lmoe:BN418_1727
ko:K03686	lmoe:BN418_1730
ko:K15771	lmoe:BN418_2556
ko:K02416	lmoe:BN418_0810
ko:K02417	lmoe:BN418_0813
ko:K01990	lmoe:BN418_0872
ko:K02238	lmoe:BN418_1743
ko:K01026	lmoe:BN418_2619
ko:K01990	lmoe:BN418_0873
ko:K09704	lmoe:BN418_0884
ko:K09704	lmoe:BN418_0885
ko:K01118	lmoe:BN418_0907
ko:K05786	lmoe:BN418_0922
ko:K11733	lmoe:BN418_0927
ko:K03551	lmoe:BN418_1795
ko:K01990	lmoe:BN418_2666
ko:K07282	lmoe:BN418_0018
ko:K03316	lmoe:BN418_0933
ko:K03316	lmoe:BN418_0934
ko:K11072	lmoe:BN418_0940
ko:K11070	lmoe:BN418_0942
ko:K11069	lmoe:BN418_0945
ko:K01674	lmoe:BN418_0947
ko:K00847	lmoe:BN418_0950
ko:K04750	lmoe:BN418_0954
ko:K03737	lmoe:BN418_0977
ko:K01963	lmoe:BN418_1841
ko:K00925	lmoe:BN418_1856
ko:K00925	lmoe:BN418_1857
ko:K01866	lmoe:BN418_1875
ko:K01866	lmoe:BN418_1876
ko:K13853	lmoe:BN418_1881
ko:K01939	lmoe:BN418_0060
ko:K03466	lmoe:BN418_0070
ko:K07784	lmoe:BN418_0990
ko:K01537	lmoe:BN418_0996
ko:K02029	lmoe:BN418_1013
ko:K02030	lmoe:BN418_1013
ko:K02029	lmoe:BN418_1015
ko:K02030	lmoe:BN418_1015
ko:K02028	lmoe:BN418_1016
ko:K02028	lmoe:BN418_1017
ko:K01921	lmoe:BN418_1027
ko:K02027	lmoe:BN418_1033
ko:K03466	lmoe:BN418_1889
ko:K06878	lmoe:BN418_1896
ko:K03547	lmoe:BN418_1943
ko:K01580	lmoe:BN418_2790
ko:K05565	lmoe:BN418_2823
ko:K00088	lmoe:BN418_0139
ko:K02035	lmoe:BN418_0153
ko:K15580	lmoe:BN418_0154
ko:K02761	lmoe:BN418_1054
ko:K02564	lmoe:BN418_1058
ko:K00997	lmoe:BN418_1071
ko:K06959	lmoe:BN418_1086
ko:K00383	lmoe:BN418_1100
ko:K00383	lmoe:BN418_1101
ko:K01869	lmoe:BN418_1962
ko:K01953	lmoe:BN418_1966
ko:K01661	lmoe:BN418_1980
ko:K02552	lmoe:BN418_1984
ko:K07090	lmoe:BN418_2852
ko:K09014	lmoe:BN418_2856
ko:K09817	lmoe:BN418_0158
ko:K09816	lmoe:BN418_0159
ko:K02004	lmoe:BN418_0204
ko:K02760	lmoe:BN418_1112
ko:K02761	lmoe:BN418_1114
ko:K03800	lmoe:BN418_1132
ko:K03449	lmoe:BN418_1151
ko:K01443	lmoe:BN418_1161
ko:K03569	lmoe:BN418_2048
ko:K12573	lmoe:BN418_2900
ko:K01835	lmoe:BN418_2932
ko:K03723	lmoe:BN418_0226
ko:K09698	lmoe:BN418_0265
ko:K01883	lmoe:BN418_0267
ko:K00826	lmoe:BN418_1186
ko:K11050	lmoe:BN418_1196
ko:K02529	lmoe:BN418_2061
ko:K02529	lmoe:BN418_2062
ko:K05349	lmoe:BN418_2067
ko:K05349	lmoe:BN418_2068
ko:K02027	lmoe:BN418_2069
ko:K02036	lmoe:BN418_2953
ko:K02036	lmoe:BN418_2954
ko:K02038	lmoe:BN418_2955
ko:K02836	lmoe:BN418_2968
ko:K02112	lmoe:BN418_2991
ko:K02115	lmoe:BN418_2992
ko:K02111	lmoe:BN418_2995
ko:K02113	lmoe:BN418_2998
ko:K03046	lmoe:BN418_0292
ko:K01223	lmoe:BN418_0306
ko:K02071	lmoe:BN418_0322
ko:K02002	lmoe:BN418_1227
ko:K06201	lmoe:BN418_1230
ko:K00243	lmoe:BN418_1231
ko:K03639	lmoe:BN418_1264
ko:K00162	lmoe:BN418_1271
ko:K03657	lmoe:BN418_2111
ko:K03657	lmoe:BN418_2113
ko:K01933	lmoe:BN418_2121
ko:K00764	lmoe:BN418_2123
ko:K01142	lmoe:BN418_2142
ko:K00600	lmoe:BN418_3005
ko:K02835	lmoe:BN418_3010
ko:K00872	lmoe:BN418_3012
ko:K02004	lmoe:BN418_3051
ko:K00878	lmoe:BN418_0348
ko:K01223	lmoe:BN418_0352
ko:K01223	lmoe:BN418_0353
ko:K00615	lmoe:BN418_0382
ko:K00615	lmoe:BN418_0383
ko:K00763	lmoe:BN418_1310
ko:K00763	lmoe:BN418_1311
ko:K03110	lmoe:BN418_2168
ko:K00645	lmoe:BN418_2173
ko:K03621	lmoe:BN418_2175
ko:K00604	lmoe:BN418_2192
ko:K04066	lmoe:BN418_2195
ko:K13038	lmoe:BN418_2197
ko:K06901	lmoe:BN418_2220
ko:K16785	lmoe:BN418_3079
ko:K16785	lmoe:BN418_3080
ko:K09017	lmoe:BN418_2353
ko:K02538	lmoe:BN418_0487
ko:K03483	lmoe:BN418_3134
ko:K01297	lmoe:BN418_1929
ko:K15780	lmoe:BN418_0231
ko:K03328	lmoe:BN418_0227
ko:K04749	lmoe:BN418_1080
ko:K18672	lmoe:BN418_2551
ko:K18673	lmoe:BN418_3276
ko:K18673	lmoe:BN418_3277
ko:K18682	lmoe:BN418_1645
ko:K18692	lmoe:BN418_1703
ko:K03790	lmoe:BN418_3373
ko:K07171	lmoe:BN418_1075
ko:K18892	lmoe:BN418_3259
ko:K18892	lmoe:BN418_3260
ko:K18891	lmoe:BN418_3258
ko:K18821	lmoe:BN418_3034
ko:K18967	lmoe:BN418_2621
ko:K03497	lmoe:BN418_3306
ko:K03496	lmoe:BN418_3307
ko:K03497	lmoe:BN418_3310
ko:K03111	lmoe:BN418_0047
ko:K08151	lmoe:BN418_0991
ko:K18231	lmoe:BN418_1117
ko:K18231	lmoe:BN418_1118
ko:K18231	lmoe:BN418_1119
ko:K00662	lmoe:BN418_2042
ko:K03502	lmoe:BN418_3159
ko:K03169	lmoe:BN418_3263
ko:K06148	lmoe:BN418_1331
ko:K00020	lmoe:BN418_1216
ko:K19005	lmoe:BN418_1126
ko:K04028	lmoe:BN418_1388
ko:K00634	lmoe:BN418_1608
ko:K07483	lmoe:BN418_0762
ko:K07029	lmoe:BN418_2104
ko:K03526	lmoe:BN418_1690
ko:K13052	lmoe:BN418_0229
ko:K07483	lmoe:BN418_0983
ko:K18979	lmoe:BN418_1137
ko:K07816	lmoe:BN418_0932
ko:K19002	lmoe:BN418_3022
ko:K00354	lmoe:BN418_2925
ko:K00354	lmoe:BN418_2926
ko:K02777	lmoe:BN418_1229
ko:K03339	lmoe:BN418_3023
ko:K16644	lmoe:BN418_0214
ko:K16644	lmoe:BN418_0215
ko:K05881	lmoe:BN418_3189
ko:K01710	lmoe:BN418_1301
ko:K00798	lmoe:BN418_1422
ko:K00798	lmoe:BN418_1423
ko:K19225	lmoe:BN418_1576
ko:K19285	lmoe:BN418_1139
ko:K03722	lmoe:BN418_2281
ko:K01992	lmoe:BN418_1124
ko:K01992	lmoe:BN418_1928
ko:K19351	lmoe:BN418_0213
ko:K01990	lmoe:BN418_1927
ko:K19411	lmoe:BN418_0257
ko:K19302	lmoe:BN418_2425
ko:K19267	lmoe:BN418_0511
ko:K19405	lmoe:BN418_0258
ko:K19302	lmoe:BN418_1912
ko:K03574	lmoe:BN418_1975
ko:K19509	lmoe:BN418_2401
ko:K19508	lmoe:BN418_2402
ko:K19507	lmoe:BN418_2403
ko:K19504	lmoe:BN418_2400
ko:K16960	lmoe:BN418_2771
ko:K16960	lmoe:BN418_2772
ko:K06881	lmoe:BN418_1845
ko:K19510	lmoe:BN418_2399
ko:K19504	lmoe:BN418_0037
ko:K02796	lmoe:BN418_0902
ko:K02796	lmoe:BN418_0026
ko:K02796	lmoe:BN418_0100
ko:K00887	lmoe:BN418_1720
ko:K19689	lmoe:BN418_2045
ko:K19689	lmoe:BN418_1885
ko:K19689	lmoe:BN418_1884
ko:K03739	lmoe:BN418_1180
ko:K00547	lmoe:BN418_1987
ko:K00297	lmoe:BN418_1987
ko:K02538	lmoe:BN418_2576
ko:K02538	lmoe:BN418_0486
ko:K21636	lmoe:BN418_0315
ko:K21636	lmoe:BN418_0316
ko:K19976	lmoe:BN418_2224
ko:K20074	lmoe:BN418_2190
ko:K12132	lmoe:BN418_2189
ko:K20265	lmoe:BN418_0039
ko:K20265	lmoe:BN418_2789
ko:K20201	lmoe:BN418_3006
ko:K00525	lmoe:BN418_2593
ko:K20534	lmoe:BN418_1135
ko:K18890	lmoe:BN418_1950
ko:K18890	lmoe:BN418_1951
ko:K20534	lmoe:BN418_3017
ko:K18890	lmoe:BN418_1952
ko:K18889	lmoe:BN418_1953
ko:K18889	lmoe:BN418_1954
ko:K22103	lmoe:BN418_2536
ko:K20885	lmoe:BN418_1041
ko:K01208	lmoe:BN418_2559
ko:K21030	lmoe:BN418_1304
ko:K21029	lmoe:BN418_1266
ko:K08968	lmoe:BN418_1872
ko:K21064	lmoe:BN418_2717
ko:K00821	lmoe:BN418_1865
ko:K00435	lmoe:BN418_2544
ko:K02316	lmoe:BN418_1708
ko:K06217	lmoe:BN418_1723
ko:K01493	lmoe:BN418_1744
ko:K02335	lmoe:BN418_1830
ko:K02335	lmoe:BN418_1831
ko:K02314	lmoe:BN418_0057
ko:K02314	lmoe:BN418_0058
ko:K03546	lmoe:BN418_1942
ko:K01520	lmoe:BN418_2024
ko:K04068	lmoe:BN418_0317
ko:K00287	lmoe:BN418_2254
ko:K00560	lmoe:BN418_2255
ko:K13730	lmoe:BN418_0501
ko:K13730	lmoe:BN418_0502
ko:K03553	lmoe:BN418_1644
ko:K21298	lmoe:BN418_2063
ko:K02335	lmoe:BN418_1833
ko:K13731	lmoe:BN418_3025
ko:K13731	lmoe:BN418_3026
ko:K13731	lmoe:BN418_0503
ko:K21285	lmoe:BN418_1306
ko:K07497	lmoe:BN418_0974
ko:K07497	lmoe:BN418_0178
ko:K07497	lmoe:BN418_0367
ko:K00526	lmoe:BN418_2592
ko:K21252	lmoe:BN418_2035
ko:K21298	lmoe:BN418_2064
ko:K21298	lmoe:BN418_2065
ko:K08316	lmoe:BN418_2470
ko:K22044	lmoe:BN418_1224
ko:K21481	lmoe:BN418_2663
ko:K21465	lmoe:BN418_1687
ko:K21467	lmoe:BN418_0516
ko:K21467	lmoe:BN418_0517
ko:K21467	lmoe:BN418_0518
ko:K21471	lmoe:BN418_2963
ko:K21471	lmoe:BN418_2964
ko:K18704	lmoe:BN418_1303
ko:K21493	lmoe:BN418_0075
ko:K21567	lmoe:BN418_2837
ko:K21567	lmoe:BN418_2352
ko:K21600	lmoe:BN418_2231
ko:K21560	lmoe:BN418_0210
ko:K18704	lmoe:BN418_1295
ko:K21960	lmoe:BN418_2778
ko:K00680	lmoe:BN418_2776
ko:K21993	lmoe:BN418_1108
ko:K22043	lmoe:BN418_2950
ko:K00936	lmoe:BN418_1377
ko:K21960	lmoe:BN418_2779
ko:K03547	lmoe:BN418_2673
ko:K01537	lmoe:BN418_0995
ko:K01537	lmoe:BN418_0997
ko:K22251	lmoe:BN418_0385
ko:K22278	lmoe:BN418_0474
ko:K17758	lmoe:BN418_1911
ko:K02257	lmoe:BN418_2474
ko:K05592	lmoe:BN418_1472
ko:K05592	lmoe:BN418_1473
ko:K05592	lmoe:BN418_1475
ko:K13566	lmoe:BN418_0320
ko:K22441	lmoe:BN418_0953
