ko:K02495	ecoi:ECOPMV1_04229
ko:K10538	ecoi:ECOPMV1_01989
ko:K10539	ecoi:ECOPMV1_01990
ko:K10537	ecoi:ECOPMV1_01991
ko:K02255	ecoi:ECOPMV1_01992
ko:K02217	ecoi:ECOPMV1_01995
ko:K03834	ecoi:ECOPMV1_01997
ko:K07039	ecoi:ECOPMV1_01998
ko:K00995	ecoi:ECOPMV1_02002
ko:K03703	ecoi:ECOPMV1_02003
ko:K07689	ecoi:ECOPMV1_02004
ko:K10010	ecoi:ECOPMV1_02007
ko:K10009	ecoi:ECOPMV1_02008
ko:K02424	ecoi:ECOPMV1_02010
ko:K02425	ecoi:ECOPMV1_02011
ko:K02405	ecoi:ECOPMV1_02012
ko:K02406	ecoi:ECOPMV1_02013
ko:K02407	ecoi:ECOPMV1_02014
ko:K02422	ecoi:ECOPMV1_02015
ko:K02423	ecoi:ECOPMV1_02016
ko:K07112	ecoi:ECOPMV1_02019
ko:K03598	ecoi:ECOPMV1_02753
ko:K03597	ecoi:ECOPMV1_02754
ko:K03088	ecoi:ECOPMV1_02755
ko:K00278	ecoi:ECOPMV1_02756
ko:K05590	ecoi:ECOPMV1_02758
ko:K11249	ecoi:ECOPMV1_02760
ko:K03648	ecoi:ECOPMV1_02762
ko:K03214	ecoi:ECOPMV1_02763
ko:K03672	ecoi:ECOPMV1_02764
ko:K00998	ecoi:ECOPMV1_02767
ko:K05811	ecoi:ECOPMV1_02768
ko:K00602	ecoi:ECOPMV1_02781
ko:K01945	ecoi:ECOPMV1_02782
ko:K07803	ecoi:ECOPMV1_02786
ko:K05787	ecoi:ECOPMV1_02788
ko:K09891	ecoi:ECOPMV1_02789
ko:K05982	ecoi:ECOPMV1_02790
ko:K01599	ecoi:ECOPMV1_02791
ko:K03426	ecoi:ECOPMV1_02792
ko:K07740	ecoi:ECOPMV1_02793
ko:K03147	ecoi:ECOPMV1_02795
ko:K00788	ecoi:ECOPMV1_02796
ko:K03154	ecoi:ECOPMV1_02798
ko:K03149	ecoi:ECOPMV1_02799
ko:K03150	ecoi:ECOPMV1_02800
ko:K03046	ecoi:ECOPMV1_02801
ko:K03043	ecoi:ECOPMV1_02802
ko:K15548	ecoi:ECOPMV1_03545
ko:K03568	ecoi:ECOPMV1_03548
ko:K08301	ecoi:ECOPMV1_03550
ko:K06287	ecoi:ECOPMV1_03551
ko:K03571	ecoi:ECOPMV1_03552
ko:K03570	ecoi:ECOPMV1_03553
ko:K03569	ecoi:ECOPMV1_03554
ko:K02160	ecoi:ECOPMV1_03557
ko:K01961	ecoi:ECOPMV1_03558
ko:K10441	ecoi:ECOPMV1_03562
ko:K14392	ecoi:ECOPMV1_03568
ko:K02687	ecoi:ECOPMV1_03569
ko:K03557	ecoi:ECOPMV1_03571
ko:K09969	ecoi:ECOPMV1_03579
ko:K09970	ecoi:ECOPMV1_03580
ko:K09971	ecoi:ECOPMV1_03581
ko:K09972	ecoi:ECOPMV1_03582
ko:K00014	ecoi:ECOPMV1_03592
ko:K07566	ecoi:ECOPMV1_03593
ko:K05517	ecoi:ECOPMV1_04340
ko:K00297	ecoi:ECOPMV1_04345
ko:K03782	ecoi:ECOPMV1_04346
ko:K09974	ecoi:ECOPMV1_04348
ko:K00005	ecoi:ECOPMV1_04349
ko:K08483	ecoi:ECOPMV1_04351
ko:K11189	ecoi:ECOPMV1_04351
ko:K11201	ecoi:ECOPMV1_04351
ko:K11203	ecoi:ECOPMV1_04352
ko:K11202	ecoi:ECOPMV1_04353
ko:K00656	ecoi:ECOPMV1_04354
ko:K04069	ecoi:ECOPMV1_04355
ko:K11202	ecoi:ECOPMV1_04356
ko:K01595	ecoi:ECOPMV1_04359
ko:K01438	ecoi:ECOPMV1_04360
ko:K00145	ecoi:ECOPMV1_04361
ko:K00930	ecoi:ECOPMV1_04362
ko:K01755	ecoi:ECOPMV1_04363
ko:K04761	ecoi:ECOPMV1_04367
ko:K00322	ecoi:ECOPMV1_04368
ko:K16092	ecoi:ECOPMV1_04375
ko:K01776	ecoi:ECOPMV1_04376
ko:K03827	ecoi:ECOPMV1_04384
ko:K00651	ecoi:ECOPMV1_04385
ko:K01638	ecoi:ECOPMV1_04386
ko:K01637	ecoi:ECOPMV1_04387
ko:K00906	ecoi:ECOPMV1_04388
ko:K01804	ecoi:ECOPMV1_00063
ko:K02062	ecoi:ECOPMV1_00069
ko:K02063	ecoi:ECOPMV1_00070
ko:K02064	ecoi:ECOPMV1_00071
ko:K11925	ecoi:ECOPMV1_00073
ko:K01704	ecoi:ECOPMV1_00075
ko:K01703	ecoi:ECOPMV1_00076
ko:K00052	ecoi:ECOPMV1_00077
ko:K01649	ecoi:ECOPMV1_00078
ko:K05798	ecoi:ECOPMV1_00080
ko:K01652	ecoi:ECOPMV1_00081
ko:K01653	ecoi:ECOPMV1_00082
ko:K03435	ecoi:ECOPMV1_00083
ko:K03925	ecoi:ECOPMV1_00084
ko:K03438	ecoi:ECOPMV1_00085
ko:K03586	ecoi:ECOPMV1_00086
ko:K03587	ecoi:ECOPMV1_00087
ko:K01928	ecoi:ECOPMV1_00088
ko:K01929	ecoi:ECOPMV1_00089
ko:K01000	ecoi:ECOPMV1_00090
ko:K01925	ecoi:ECOPMV1_00091
ko:K03588	ecoi:ECOPMV1_00092
ko:K02563	ecoi:ECOPMV1_00093
ko:K01924	ecoi:ECOPMV1_00094
ko:K01921	ecoi:ECOPMV1_00095
ko:K03589	ecoi:ECOPMV1_00096
ko:K03590	ecoi:ECOPMV1_00097
ko:K03531	ecoi:ECOPMV1_00098
ko:K02535	ecoi:ECOPMV1_00099
ko:K13301	ecoi:ECOPMV1_00100
ko:K09862	ecoi:ECOPMV1_00103
ko:K00859	ecoi:ECOPMV1_00105
ko:K00364	ecoi:ECOPMV1_00106
ko:K02505	ecoi:ECOPMV1_00107
ko:K02504	ecoi:ECOPMV1_00108
ko:K02682	ecoi:ECOPMV1_00109
ko:K00767	ecoi:ECOPMV1_00110
ko:K09997	ecoi:ECOPMV1_00866
ko:K11066	ecoi:ECOPMV1_00870
ko:K01620	ecoi:ECOPMV1_00873
ko:K00156	ecoi:ECOPMV1_00874
ko:K11933	ecoi:ECOPMV1_00875
ko:K05601	ecoi:ECOPMV1_00876
ko:K06188	ecoi:ECOPMV1_00878
ko:K09824	ecoi:ECOPMV1_00880
ko:K13888	ecoi:ECOPMV1_00881
ko:K05685	ecoi:ECOPMV1_00882
ko:K03704	ecoi:ECOPMV1_00883
ko:K06891	ecoi:ECOPMV1_00899
ko:K03694	ecoi:ECOPMV1_00900
ko:K15342	ecoi:ECOPMV1_00909
ko:K08322	ecoi:ECOPMV1_01675
ko:K08323	ecoi:ECOPMV1_01676
ko:K09771	ecoi:ECOPMV1_01677
ko:K07309	ecoi:ECOPMV1_01682
ko:K07310	ecoi:ECOPMV1_01683
ko:K07311	ecoi:ECOPMV1_01684
ko:K03281	ecoi:ECOPMV1_01687
ko:K01935	ecoi:ECOPMV1_01688
ko:K15545	ecoi:ECOPMV1_01689
ko:K08224	ecoi:ECOPMV1_01691
ko:K04775	ecoi:ECOPMV1_01693
ko:K11742	ecoi:ECOPMV1_01694
ko:K11743	ecoi:ECOPMV1_01695
ko:K11744	ecoi:ECOPMV1_01696
ko:K00325	ecoi:ECOPMV1_01697
ko:K00324	ecoi:ECOPMV1_01698
ko:K03758	ecoi:ECOPMV1_01700
ko:K02300	ecoi:ECOPMV1_00415
ko:K02299	ecoi:ECOPMV1_00416
ko:K02298	ecoi:ECOPMV1_00417
ko:K02297	ecoi:ECOPMV1_00418
ko:K08218	ecoi:ECOPMV1_00419
ko:K07286	ecoi:ECOPMV1_00420
ko:K05527	ecoi:ECOPMV1_00421
ko:K03545	ecoi:ECOPMV1_00422
ko:K01358	ecoi:ECOPMV1_00423
ko:K03544	ecoi:ECOPMV1_00424
ko:K01338	ecoi:ECOPMV1_00426
ko:K03530	ecoi:ECOPMV1_00427
ko:K03770	ecoi:ECOPMV1_00428
ko:K02237	ecoi:ECOPMV1_00429
ko:K12500	ecoi:ECOPMV1_00430
ko:K06920	ecoi:ECOPMV1_00431
ko:K11938	ecoi:ECOPMV1_00433
ko:K05800	ecoi:ECOPMV1_00434
ko:K04752	ecoi:ECOPMV1_00437
ko:K03320	ecoi:ECOPMV1_00438
ko:K10805	ecoi:ECOPMV1_00439
ko:K09914	ecoi:ECOPMV1_00440
ko:K07443	ecoi:ECOPMV1_00441
ko:K03577	ecoi:ECOPMV1_00451
ko:K05802	ecoi:ECOPMV1_00452
ko:K09790	ecoi:ECOPMV1_00455
ko:K00759	ecoi:ECOPMV1_00456
ko:K09747	ecoi:ECOPMV1_00458
ko:K06187	ecoi:ECOPMV1_00459
ko:K04079	ecoi:ECOPMV1_00460
ko:K01772	ecoi:ECOPMV1_00462
ko:K00892	ecoi:ECOPMV1_00464
ko:K03805	ecoi:ECOPMV1_00623
ko:K03387	ecoi:ECOPMV1_00625
ko:K11932	ecoi:ECOPMV1_00626
ko:K06140	ecoi:ECOPMV1_00628
ko:K01169	ecoi:ECOPMV1_00630
ko:K05964	ecoi:ECOPMV1_00633
ko:K01643	ecoi:ECOPMV1_00634
ko:K01644	ecoi:ECOPMV1_00635
ko:K01646	ecoi:ECOPMV1_00636
ko:K01910	ecoi:ECOPMV1_00637
ko:K07700	ecoi:ECOPMV1_00638
ko:K07702	ecoi:ECOPMV1_00639
ko:K12973	ecoi:ECOPMV1_00641
ko:K06199	ecoi:ECOPMV1_00643
ko:K03425	ecoi:ECOPMV1_00645
ko:K03644	ecoi:ECOPMV1_00646
ko:K03801	ecoi:ECOPMV1_00647
ko:K09158	ecoi:ECOPMV1_00648
ko:K03642	ecoi:ECOPMV1_00650
ko:K05837	ecoi:ECOPMV1_00651
ko:K05515	ecoi:ECOPMV1_00652
ko:K00783	ecoi:ECOPMV1_00653
ko:K09710	ecoi:ECOPMV1_00654
ko:K00969	ecoi:ECOPMV1_00656
ko:K02340	ecoi:ECOPMV1_00657
ko:K03643	ecoi:ECOPMV1_00658
ko:K01869	ecoi:ECOPMV1_00659
ko:K10004	ecoi:ECOPMV1_00662
ko:K10002	ecoi:ECOPMV1_00663
ko:K10003	ecoi:ECOPMV1_00664
ko:K03820	ecoi:ECOPMV1_00667
ko:K06189	ecoi:ECOPMV1_00668
ko:K01695	ecoi:ECOPMV1_01455
ko:K01696	ecoi:ECOPMV1_01456
ko:K13498	ecoi:ECOPMV1_01457
ko:K13497	ecoi:ECOPMV1_01458
ko:K01657	ecoi:ECOPMV1_01459
ko:K07053	ecoi:ECOPMV1_01461
ko:K06178	ecoi:ECOPMV1_01464
ko:K03168	ecoi:ECOPMV1_01469
ko:K13634	ecoi:ECOPMV1_01470
ko:K01681	ecoi:ECOPMV1_01474
ko:K01991	ecoi:ECOPMV1_02217
ko:K07289	ecoi:ECOPMV1_02222
ko:K01494	ecoi:ECOPMV1_02223
ko:K00876	ecoi:ECOPMV1_02224
ko:K01247	ecoi:ECOPMV1_02226
ko:K04046	ecoi:ECOPMV1_02227
ko:K07799	ecoi:ECOPMV1_02233
ko:K07788	ecoi:ECOPMV1_02234
ko:K07789	ecoi:ECOPMV1_02235
ko:K07642	ecoi:ECOPMV1_02237
ko:K07664	ecoi:ECOPMV1_02238
ko:K09946	ecoi:ECOPMV1_02239
ko:K08303	ecoi:ECOPMV1_02244
ko:K02774	ecoi:ECOPMV1_02251
ko:K02773	ecoi:ECOPMV1_02252
ko:K16371	ecoi:ECOPMV1_02253
ko:K00941	ecoi:ECOPMV1_02261
ko:K00878	ecoi:ECOPMV1_02262
ko:K01770	ecoi:ECOPMV1_03006
ko:K00991	ecoi:ECOPMV1_03007
ko:K05589	ecoi:ECOPMV1_03008
ko:K00860	ecoi:ECOPMV1_03010
ko:K00957	ecoi:ECOPMV1_03012
ko:K09612	ecoi:ECOPMV1_03013
ko:K00390	ecoi:ECOPMV1_03015
ko:K00381	ecoi:ECOPMV1_03016
ko:K01737	ecoi:ECOPMV1_03018
ko:K00313	ecoi:ECOPMV1_03019
ko:K10026	ecoi:ECOPMV1_03030
ko:K03744	ecoi:ECOPMV1_03031
ko:K06872	ecoi:ECOPMV1_03032
ko:K06872	ecoi:ECOPMV1_03033
ko:K06872	ecoi:ECOPMV1_03034
ko:K01689	ecoi:ECOPMV1_03035
ko:K01937	ecoi:ECOPMV1_03036
ko:K03215	ecoi:ECOPMV1_03041
ko:K07678	ecoi:ECOPMV1_03042
ko:K01706	ecoi:ECOPMV1_03043
ko:K13918	ecoi:ECOPMV1_03044
ko:K06175	ecoi:ECOPMV1_03047
ko:K15723	ecoi:ECOPMV1_03050
ko:K06879	ecoi:ECOPMV1_03051
ko:K06966	ecoi:ECOPMV1_03052
ko:K03837	ecoi:ECOPMV1_03053
ko:K09125	ecoi:ECOPMV1_03791
ko:K06133	ecoi:ECOPMV1_03796
ko:K15584	ecoi:ECOPMV1_03797
ko:K15585	ecoi:ECOPMV1_03798
ko:K15586	ecoi:ECOPMV1_03799
ko:K15587	ecoi:ECOPMV1_03800
ko:K10824	ecoi:ECOPMV1_03801
ko:K07722	ecoi:ECOPMV1_03802
ko:K02773	ecoi:ECOPMV1_03805
ko:K02774	ecoi:ECOPMV1_03806
ko:K13926	ecoi:ECOPMV1_03812
ko:K01993	ecoi:ECOPMV1_03813
ko:K07007	ecoi:ECOPMV1_03815
ko:K16322	ecoi:ECOPMV1_03816
ko:K06144	ecoi:ECOPMV1_03817
ko:K03305	ecoi:ECOPMV1_03819
ko:K15984	ecoi:ECOPMV1_03820
ko:K01414	ecoi:ECOPMV1_03821
ko:K07115	ecoi:ECOPMV1_03822
ko:K07285	ecoi:ECOPMV1_03827
ko:K07225	ecoi:ECOPMV1_03829
ko:K16087	ecoi:ECOPMV1_03830
ko:K02016	ecoi:ECOPMV1_03831
ko:K02015	ecoi:ECOPMV1_03835
ko:K02013	ecoi:ECOPMV1_03836
ko:K07507	ecoi:ECOPMV1_03837
ko:K07109	ecoi:ECOPMV1_04687
ko:K07278	ecoi:ECOPMV1_04692
ko:K09800	ecoi:ECOPMV1_04693
ko:K02057	ecoi:ECOPMV1_04698
ko:K02057	ecoi:ECOPMV1_04699
ko:K03841	ecoi:ECOPMV1_04700
ko:K02558	ecoi:ECOPMV1_04701
ko:K13938	ecoi:ECOPMV1_01701
ko:K07661	ecoi:ECOPMV1_01703
ko:K07639	ecoi:ECOPMV1_01704
ko:K01676	ecoi:ECOPMV1_01707
ko:K01809	ecoi:ECOPMV1_01708
ko:K16140	ecoi:ECOPMV1_01710
ko:K16139	ecoi:ECOPMV1_01711
ko:K01195	ecoi:ECOPMV1_01712
ko:K16138	ecoi:ECOPMV1_01713
ko:K16136	ecoi:ECOPMV1_01715
ko:K14155	ecoi:ECOPMV1_01717
ko:K07095	ecoi:ECOPMV1_02459
ko:K07589	ecoi:ECOPMV1_02462
ko:K07071	ecoi:ECOPMV1_02463
ko:K10017	ecoi:ECOPMV1_02465
ko:K10015	ecoi:ECOPMV1_02466
ko:K10016	ecoi:ECOPMV1_02467
ko:K10013	ecoi:ECOPMV1_02469
ko:K03186	ecoi:ECOPMV1_02470
ko:K00764	ecoi:ECOPMV1_02471
ko:K03558	ecoi:ECOPMV1_02472
ko:K03749	ecoi:ECOPMV1_02473
ko:K11754	ecoi:ECOPMV1_02474
ko:K01963	ecoi:ECOPMV1_02475
ko:K03975	ecoi:ECOPMV1_02476
ko:K06173	ecoi:ECOPMV1_02477
ko:K03473	ecoi:ECOPMV1_02479
ko:K15461	ecoi:ECOPMV1_02483
ko:K09906	ecoi:ECOPMV1_02485
ko:K07090	ecoi:ECOPMV1_02486
ko:K07261	ecoi:ECOPMV1_02487
ko:K01736	ecoi:ECOPMV1_02488
ko:K07320	ecoi:ECOPMV1_02489
ko:K08296	ecoi:ECOPMV1_02498
ko:K06076	ecoi:ECOPMV1_02502
ko:K04754	ecoi:ECOPMV1_02503
ko:K09689	ecoi:ECOPMV1_03254
ko:K09688	ecoi:ECOPMV1_03255
ko:K02462	ecoi:ECOPMV1_03257
ko:K02461	ecoi:ECOPMV1_03258
ko:K02460	ecoi:ECOPMV1_03259
ko:K02459	ecoi:ECOPMV1_03260
ko:K02458	ecoi:ECOPMV1_03261
ko:K02457	ecoi:ECOPMV1_03262
ko:K02456	ecoi:ECOPMV1_03263
ko:K02455	ecoi:ECOPMV1_03264
ko:K02453	ecoi:ECOPMV1_03266
ko:K02452	ecoi:ECOPMV1_03267
ko:K02654	ecoi:ECOPMV1_03269
ko:K10939	ecoi:ECOPMV1_03270
ko:K02550	ecoi:ECOPMV1_03271
ko:K01638	ecoi:ECOPMV1_03273
ko:K11477	ecoi:ECOPMV1_03274
ko:K11473	ecoi:ECOPMV1_03275
ko:K11472	ecoi:ECOPMV1_03276
ko:K11474	ecoi:ECOPMV1_03278
ko:K11720	ecoi:ECOPMV1_03284
ko:K07091	ecoi:ECOPMV1_03285
ko:K16322	ecoi:ECOPMV1_03292
ko:K01460	ecoi:ECOPMV1_03293
ko:K04653	ecoi:ECOPMV1_03295
ko:K04651	ecoi:ECOPMV1_03296
ko:K02470	ecoi:ECOPMV1_04038
ko:K03629	ecoi:ECOPMV1_04039
ko:K02338	ecoi:ECOPMV1_04040
ko:K02313	ecoi:ECOPMV1_04041
ko:K02914	ecoi:ECOPMV1_04042
ko:K03536	ecoi:ECOPMV1_04043
ko:K03217	ecoi:ECOPMV1_04044
ko:K03650	ecoi:ECOPMV1_04045
ko:K01667	ecoi:ECOPMV1_04046
ko:K03836	ecoi:ECOPMV1_04047
ko:K08163	ecoi:ECOPMV1_04048
ko:K06901	ecoi:ECOPMV1_04052
ko:K10124	ecoi:ECOPMV1_04057
ko:K01223	ecoi:ECOPMV1_04058
ko:K02039	ecoi:ECOPMV1_04061
ko:K02036	ecoi:ECOPMV1_04062
ko:K02038	ecoi:ECOPMV1_04063
ko:K02037	ecoi:ECOPMV1_04064
ko:K02040	ecoi:ECOPMV1_04065
ko:K00820	ecoi:ECOPMV1_04066
ko:K04042	ecoi:ECOPMV1_04067
ko:K02114	ecoi:ECOPMV1_04069
ko:K02112	ecoi:ECOPMV1_04070
ko:K02115	ecoi:ECOPMV1_04071
ko:K02111	ecoi:ECOPMV1_04072
ko:K02113	ecoi:ECOPMV1_04073
ko:K02109	ecoi:ECOPMV1_04074
ko:K02110	ecoi:ECOPMV1_04075
ko:K02108	ecoi:ECOPMV1_04076
ko:K03501	ecoi:ECOPMV1_04078
ko:K03495	ecoi:ECOPMV1_04079
ko:K06205	ecoi:ECOPMV1_04080
ko:K01914	ecoi:ECOPMV1_04082
ko:K03924	ecoi:ECOPMV1_04084
ko:K02408	ecoi:ECOPMV1_02026
ko:K02409	ecoi:ECOPMV1_02027
ko:K02410	ecoi:ECOPMV1_02028
ko:K02411	ecoi:ECOPMV1_02029
ko:K02412	ecoi:ECOPMV1_02030
ko:K02413	ecoi:ECOPMV1_02031
ko:K02415	ecoi:ECOPMV1_02033
ko:K02416	ecoi:ECOPMV1_02034
ko:K02417	ecoi:ECOPMV1_02035
ko:K02418	ecoi:ECOPMV1_02036
ko:K02419	ecoi:ECOPMV1_02037
ko:K02420	ecoi:ECOPMV1_02038
ko:K02421	ecoi:ECOPMV1_02039
ko:K07781	ecoi:ECOPMV1_02040
ko:K07026	ecoi:ECOPMV1_02044
ko:K09781	ecoi:ECOPMV1_02047
ko:K07458	ecoi:ECOPMV1_02049
ko:K06950	ecoi:ECOPMV1_02051
ko:K05523	ecoi:ECOPMV1_02055
ko:K07127	ecoi:ECOPMV1_02058
ko:K17247	ecoi:ECOPMV1_02060
ko:K09933	ecoi:ECOPMV1_02063
ko:K05373	ecoi:ECOPMV1_02067
ko:K02935	ecoi:ECOPMV1_02804
ko:K02864	ecoi:ECOPMV1_02805
ko:K02863	ecoi:ECOPMV1_02806
ko:K02867	ecoi:ECOPMV1_02807
ko:K02601	ecoi:ECOPMV1_02808
ko:K03073	ecoi:ECOPMV1_02809
ko:K02358	ecoi:ECOPMV1_02810
ko:K03524	ecoi:ECOPMV1_02816
ko:K00075	ecoi:ECOPMV1_02817
ko:K03695	ecoi:ECOPMV1_02823
ko:K05810	ecoi:ECOPMV1_02824
ko:K06180	ecoi:ECOPMV1_02825
ko:K05807	ecoi:ECOPMV1_02826
ko:K05809	ecoi:ECOPMV1_02827
ko:K14170	ecoi:ECOPMV1_02829
ko:K14187	ecoi:ECOPMV1_02830
ko:K01626	ecoi:ECOPMV1_02831
ko:K02884	ecoi:ECOPMV1_02836
ko:K00554	ecoi:ECOPMV1_02837
ko:K02860	ecoi:ECOPMV1_02838
ko:K02959	ecoi:ECOPMV1_02839
ko:K03106	ecoi:ECOPMV1_02840
ko:K03687	ecoi:ECOPMV1_02843
ko:K00858	ecoi:ECOPMV1_02844
ko:K03631	ecoi:ECOPMV1_02845
ko:K06186	ecoi:ECOPMV1_02846
ko:K09801	ecoi:ECOPMV1_02847
ko:K03664	ecoi:ECOPMV1_02849
ko:K09968	ecoi:ECOPMV1_02854
ko:K07479	ecoi:ECOPMV1_03594
ko:K04096	ecoi:ECOPMV1_03596
ko:K01462	ecoi:ECOPMV1_03597
ko:K00604	ecoi:ECOPMV1_03598
ko:K03500	ecoi:ECOPMV1_03599
ko:K03282	ecoi:ECOPMV1_03601
ko:K09890	ecoi:ECOPMV1_03602
ko:K02879	ecoi:ECOPMV1_03605
ko:K03040	ecoi:ECOPMV1_03606
ko:K02986	ecoi:ECOPMV1_03607
ko:K02948	ecoi:ECOPMV1_03608
ko:K02919	ecoi:ECOPMV1_03610
ko:K03076	ecoi:ECOPMV1_03611
ko:K02876	ecoi:ECOPMV1_03612
ko:K02907	ecoi:ECOPMV1_03613
ko:K02988	ecoi:ECOPMV1_03614
ko:K02881	ecoi:ECOPMV1_03615
ko:K02933	ecoi:ECOPMV1_03616
ko:K02994	ecoi:ECOPMV1_03617
ko:K02954	ecoi:ECOPMV1_03618
ko:K02931	ecoi:ECOPMV1_03619
ko:K02895	ecoi:ECOPMV1_03620
ko:K02874	ecoi:ECOPMV1_03621
ko:K02961	ecoi:ECOPMV1_03622
ko:K02904	ecoi:ECOPMV1_03623
ko:K02878	ecoi:ECOPMV1_03624
ko:K02982	ecoi:ECOPMV1_03625
ko:K02890	ecoi:ECOPMV1_03626
ko:K02965	ecoi:ECOPMV1_03627
ko:K02886	ecoi:ECOPMV1_03628
ko:K02892	ecoi:ECOPMV1_03629
ko:K02926	ecoi:ECOPMV1_03630
ko:K02906	ecoi:ECOPMV1_03631
ko:K02946	ecoi:ECOPMV1_03632
ko:K02451	ecoi:ECOPMV1_03633
ko:K02452	ecoi:ECOPMV1_03635
ko:K02453	ecoi:ECOPMV1_03636
ko:K02455	ecoi:ECOPMV1_03638
ko:K02456	ecoi:ECOPMV1_03639
ko:K02457	ecoi:ECOPMV1_03640
ko:K02458	ecoi:ECOPMV1_03641
ko:K02459	ecoi:ECOPMV1_03642
ko:K02460	ecoi:ECOPMV1_03643
ko:K03324	ecoi:ECOPMV1_04393
ko:K05995	ecoi:ECOPMV1_04394
ko:K02815	ecoi:ECOPMV1_04396
ko:K02814	ecoi:ECOPMV1_04397
ko:K02813	ecoi:ECOPMV1_04398
ko:K02812	ecoi:ECOPMV1_04399
ko:K06182	ecoi:ECOPMV1_04402
ko:K00928	ecoi:ECOPMV1_04404
ko:K01810	ecoi:ECOPMV1_04406
ko:K13256	ecoi:ECOPMV1_04413
ko:K10110	ecoi:ECOPMV1_04414
ko:K10109	ecoi:ECOPMV1_04415
ko:K10108	ecoi:ECOPMV1_04416
ko:K10111	ecoi:ECOPMV1_04417
ko:K02024	ecoi:ECOPMV1_04418
ko:K05775	ecoi:ECOPMV1_04419
ko:K03181	ecoi:ECOPMV1_04420
ko:K03179	ecoi:ECOPMV1_04421
ko:K00631	ecoi:ECOPMV1_04422
ko:K00901	ecoi:ECOPMV1_04423
ko:K01356	ecoi:ECOPMV1_04424
ko:K03327	ecoi:ECOPMV1_04425
ko:K09823	ecoi:ECOPMV1_04427
ko:K09889	ecoi:ECOPMV1_04702
ko:K03592	ecoi:ECOPMV1_04703
ko:K15536	ecoi:ECOPMV1_04704
ko:K02818	ecoi:ECOPMV1_04709
ko:K02819	ecoi:ECOPMV1_04709
ko:K03485	ecoi:ECOPMV1_04710
ko:K01531	ecoi:ECOPMV1_04712
ko:K00610	ecoi:ECOPMV1_04714
ko:K00609	ecoi:ECOPMV1_04715
ko:K00611	ecoi:ECOPMV1_04718
ko:K00926	ecoi:ECOPMV1_04719
ko:K00611	ecoi:ECOPMV1_04722
ko:K09893	ecoi:ECOPMV1_04723
ko:K03828	ecoi:ECOPMV1_04724
ko:K01873	ecoi:ECOPMV1_04726
ko:K02339	ecoi:ECOPMV1_04727
ko:K01255	ecoi:ECOPMV1_04728
ko:K07091	ecoi:ECOPMV1_04729
ko:K11720	ecoi:ECOPMV1_04730
ko:K06915	ecoi:ECOPMV1_04731
ko:K06146	ecoi:ECOPMV1_04732
ko:K06157	ecoi:ECOPMV1_04733
ko:K03315	ecoi:ECOPMV1_04786
ko:K01305	ecoi:ECOPMV1_04788
ko:K07559	ecoi:ECOPMV1_04791
ko:K01154	ecoi:ECOPMV1_04802
ko:K03427	ecoi:ECOPMV1_04803
ko:K01153	ecoi:ECOPMV1_04804
ko:K02317	ecoi:ECOPMV1_04819
ko:K13255	ecoi:ECOPMV1_04824
ko:K02344	ecoi:ECOPMV1_04831
ko:K03789	ecoi:ECOPMV1_04832
ko:K08723	ecoi:ECOPMV1_04833
ko:K02837	ecoi:ECOPMV1_04834
ko:K08223	ecoi:ECOPMV1_00466
ko:K01425	ecoi:ECOPMV1_00475
ko:K07340	ecoi:ECOPMV1_00482
ko:K02068	ecoi:ECOPMV1_00484
ko:K02069	ecoi:ECOPMV1_00485
ko:K05838	ecoi:ECOPMV1_00486
ko:K10804	ecoi:ECOPMV1_00488
ko:K02003	ecoi:ECOPMV1_00489
ko:K06917	ecoi:ECOPMV1_00491
ko:K10972	ecoi:ECOPMV1_00492
ko:K01483	ecoi:ECOPMV1_00493
ko:K10973	ecoi:ECOPMV1_00494
ko:K01608	ecoi:ECOPMV1_00495
ko:K10975	ecoi:ECOPMV1_00498
ko:K00865	ecoi:ECOPMV1_00501
ko:K14977	ecoi:ECOPMV1_00503
ko:K02083	ecoi:ECOPMV1_00504
ko:K00926	ecoi:ECOPMV1_00509
ko:K01589	ecoi:ECOPMV1_00510
ko:K01588	ecoi:ECOPMV1_00511
ko:K03269	ecoi:ECOPMV1_00513
ko:K01883	ecoi:ECOPMV1_00515
ko:K11606	ecoi:ECOPMV1_01277
ko:K11605	ecoi:ECOPMV1_01278
ko:K03608	ecoi:ECOPMV1_01297
ko:K03609	ecoi:ECOPMV1_01298
ko:K03610	ecoi:ECOPMV1_01299
ko:K03806	ecoi:ECOPMV1_00111
ko:K03807	ecoi:ECOPMV1_00112
ko:K11734	ecoi:ECOPMV1_00113
ko:K00163	ecoi:ECOPMV1_00120
ko:K00627	ecoi:ECOPMV1_00121
ko:K00382	ecoi:ECOPMV1_00122
ko:K01682	ecoi:ECOPMV1_00124
ko:K09910	ecoi:ECOPMV1_00125
ko:K01611	ecoi:ECOPMV1_00126
ko:K00797	ecoi:ECOPMV1_00127
ko:K14588	ecoi:ECOPMV1_00129
ko:K00117	ecoi:ECOPMV1_00130
ko:K00760	ecoi:ECOPMV1_00131
ko:K01673	ecoi:ECOPMV1_00132
ko:K01579	ecoi:ECOPMV1_00137
ko:K01918	ecoi:ECOPMV1_00139
ko:K00606	ecoi:ECOPMV1_00140
ko:K07347	ecoi:ECOPMV1_00145
ko:K15540	ecoi:ECOPMV1_00146
ko:K00950	ecoi:ECOPMV1_00148
