ko:K08744	mtuu:HKBT2_1919
ko:K15526	mtuu:HKBT2_2250
ko:K01082	mtuu:HKBT2_2251
ko:K06153	mtuu:HKBT2_2256
ko:K00254	mtuu:HKBT2_2260
ko:K06910	mtuu:HKBT2_2261
ko:K02221	mtuu:HKBT2_2268
ko:K09772	mtuu:HKBT2_2269
ko:K06997	mtuu:HKBT2_2270
ko:K05810	mtuu:HKBT2_2271
ko:K03531	mtuu:HKBT2_2272
ko:K03589	mtuu:HKBT2_2273
ko:K01924	mtuu:HKBT2_2274
ko:K02563	mtuu:HKBT2_2275
ko:K03588	mtuu:HKBT2_2276
ko:K01925	mtuu:HKBT2_2277
ko:K01000	mtuu:HKBT2_2278
ko:K01929	mtuu:HKBT2_2279
ko:K01928	mtuu:HKBT2_2280
ko:K03587	mtuu:HKBT2_2285
ko:K03438	mtuu:HKBT2_2287
ko:K12430	mtuu:HKBT2_3098
ko:K12424	mtuu:HKBT2_3099
ko:K14728	mtuu:HKBT2_3102
ko:K12445	mtuu:HKBT2_3104
ko:K07089	mtuu:HKBT2_3116
ko:K01433	mtuu:HKBT2_3117
ko:K00954	mtuu:HKBT2_3119
ko:K01958	mtuu:HKBT2_3121
ko:K03655	mtuu:HKBT2_3128
ko:K07030	mtuu:HKBT2_3129
ko:K02902	mtuu:HKBT2_3130
ko:K03648	mtuu:HKBT2_3131
ko:K00946	mtuu:HKBT2_3132
ko:K01921	mtuu:HKBT2_3136
ko:K00057	mtuu:HKBT2_3137
ko:K14941	mtuu:HKBT2_3138
ko:K00937	mtuu:HKBT2_3139
ko:K03530	mtuu:HKBT2_3141
ko:K01704	mtuu:HKBT2_3142
ko:K01703	mtuu:HKBT2_3143
ko:K01885	mtuu:HKBT2_3147
ko:K07008	mtuu:HKBT2_3917
ko:K01919	mtuu:HKBT2_3919
ko:K00133	mtuu:HKBT2_3924
ko:K00928	mtuu:HKBT2_3925
ko:K01649	mtuu:HKBT2_3926
ko:K02342	mtuu:HKBT2_3927
ko:K07009	mtuu:HKBT2_3929
ko:K06187	mtuu:HKBT2_3931
ko:K09747	mtuu:HKBT2_3932
ko:K01448	mtuu:HKBT2_3933
ko:K00574	mtuu:HKBT2_3936
ko:K02343	mtuu:HKBT2_3937
ko:K07001	mtuu:HKBT2_3946
ko:K06937	mtuu:HKBT2_3947
ko:K09129	mtuu:HKBT2_3953
ko:K09966	mtuu:HKBT2_3964
ko:K00252	mtuu:HKBT2_0415
ko:K06994	mtuu:HKBT2_0417
ko:K13788	mtuu:HKBT2_0424
ko:K00925	mtuu:HKBT2_0425
ko:K14949	mtuu:HKBT2_0426
ko:K02030	mtuu:HKBT2_0427
ko:K00788	mtuu:HKBT2_0430
ko:K03153	mtuu:HKBT2_0431
ko:K03154	mtuu:HKBT2_0432
ko:K03149	mtuu:HKBT2_0433
ko:K07020	mtuu:HKBT2_0438
ko:K00941	mtuu:HKBT2_0439
ko:K03147	mtuu:HKBT2_0440
ko:K06980	mtuu:HKBT2_0853
ko:K02619	mtuu:HKBT2_0854
ko:K01011	mtuu:HKBT2_0857
ko:K15520	mtuu:HKBT2_0861
ko:K02036	mtuu:HKBT2_0862
ko:K02039	mtuu:HKBT2_0863
ko:K03921	mtuu:HKBT2_0866
ko:K00666	mtuu:HKBT2_1288
ko:K00796	mtuu:HKBT2_1290
ko:K13693	mtuu:HKBT2_1291
ko:K01246	mtuu:HKBT2_1293
ko:K16148	mtuu:HKBT2_1295
ko:K00975	mtuu:HKBT2_1296
ko:K06978	mtuu:HKBT2_1298
ko:K01992	mtuu:HKBT2_1300
ko:K01990	mtuu:HKBT2_1301
ko:K03088	mtuu:HKBT2_1304
ko:K03117	mtuu:HKBT2_1307
ko:K08981	mtuu:HKBT2_1309
ko:K09167	mtuu:HKBT2_1310
ko:K03593	mtuu:HKBT2_1313
ko:K00425	mtuu:HKBT2_1719
ko:K02945	mtuu:HKBT2_1726
ko:K00859	mtuu:HKBT2_1727
ko:K09146	mtuu:HKBT2_1728
ko:K03702	mtuu:HKBT2_1729
ko:K14340	mtuu:HKBT2_1731
ko:K03701	mtuu:HKBT2_1734
ko:K04567	mtuu:HKBT2_1737
ko:K02520	mtuu:HKBT2_1738
ko:K02916	mtuu:HKBT2_1739
ko:K02887	mtuu:HKBT2_1740
ko:K03437	mtuu:HKBT2_1741
ko:K03925	mtuu:HKBT2_2288
ko:K13787	mtuu:HKBT2_2293
ko:K14337	mtuu:HKBT2_2294
ko:K01626	mtuu:HKBT2_2298
ko:K13671	mtuu:HKBT2_2302
ko:K00655	mtuu:HKBT2_2303
ko:K01897	mtuu:HKBT2_2308
ko:K13668	mtuu:HKBT2_2309
ko:K02342	mtuu:HKBT2_2313
ko:K00766	mtuu:HKBT2_2314
ko:K02276	mtuu:HKBT2_2315
ko:K03889	mtuu:HKBT2_2316
ko:K03890	mtuu:HKBT2_2317
ko:K03891	mtuu:HKBT2_2318
ko:K02275	mtuu:HKBT2_2322
ko:K01953	mtuu:HKBT2_2323
ko:K00856	mtuu:HKBT2_2324
ko:K00865	mtuu:HKBT2_2327
ko:K00768	mtuu:HKBT2_2329
ko:K02233	mtuu:HKBT2_2330
ko:K00826	mtuu:HKBT2_2332
ko:K00605	mtuu:HKBT2_2333
ko:K01255	mtuu:HKBT2_2335
ko:K00658	mtuu:HKBT2_2337
ko:K07071	mtuu:HKBT2_2338
ko:K03801	mtuu:HKBT2_2339
ko:K03644	mtuu:HKBT2_2340
ko:K00052	mtuu:HKBT2_3150
ko:K00058	mtuu:HKBT2_3151
ko:K02069	mtuu:HKBT2_3156
ko:K00053	mtuu:HKBT2_3158
ko:K01653	mtuu:HKBT2_3159
ko:K01652	mtuu:HKBT2_3160
ko:K15977	mtuu:HKBT2_3162
ko:K02434	mtuu:HKBT2_3166
ko:K02433	mtuu:HKBT2_3168
ko:K02435	mtuu:HKBT2_3169
ko:K01972	mtuu:HKBT2_3171
ko:K00566	mtuu:HKBT2_3183
ko:K04487	mtuu:HKBT2_3184
ko:K03522	mtuu:HKBT2_3187
ko:K03521	mtuu:HKBT2_3188
ko:K16149	mtuu:HKBT2_3190
ko:K16150	mtuu:HKBT2_3191
ko:K01692	mtuu:HKBT2_3199
ko:K02013	mtuu:HKBT2_3201
ko:K01079	mtuu:HKBT2_3202
ko:K02274	mtuu:HKBT2_3203
ko:K02016	mtuu:HKBT2_3204
ko:K11991	mtuu:HKBT2_3971
ko:K04517	mtuu:HKBT2_3973
ko:K09957	mtuu:HKBT2_3974
ko:K05846	mtuu:HKBT2_3975
ko:K05846	mtuu:HKBT2_3976
ko:K05847	mtuu:HKBT2_3977
ko:K05845	mtuu:HKBT2_3978
ko:K14953	mtuu:HKBT2_3982
ko:K02484	mtuu:HKBT2_3983
ko:K00817	mtuu:HKBT2_3993
ko:K01692	mtuu:HKBT2_3995
ko:K16649	mtuu:HKBT2_4003
ko:K16653	mtuu:HKBT2_4012
ko:K16652	mtuu:HKBT2_4013
ko:K13686	mtuu:HKBT2_4014
ko:K11387	mtuu:HKBT2_4015
ko:K11385	mtuu:HKBT2_4016
ko:K11386	mtuu:HKBT2_4017
ko:K14218	mtuu:HKBT2_t02
ko:K14229	mtuu:HKBT2_t10
ko:K14229	mtuu:HKBT2_t30
ko:K14221	mtuu:HKBT2_t12
ko:K14231	mtuu:HKBT2_t13
ko:K14219	mtuu:HKBT2_t14
ko:K14219	mtuu:HKBT2_t18
ko:K14219	mtuu:HKBT2_t28
ko:K14219	mtuu:HKBT2_t43
ko:K14223	mtuu:HKBT2_t16
ko:K14223	mtuu:HKBT2_t36
ko:K14232	mtuu:HKBT2_t40
ko:K00681	mtuu:HKBT2_2528
ko:K00681	mtuu:HKBT2_0813
ko:K14227	mtuu:HKBT2_t01
ko:K14218	mtuu:HKBT2_t15
ko:K14228	mtuu:HKBT2_t03
ko:K14228	mtuu:HKBT2_t17
ko:K14228	mtuu:HKBT2_t19
ko:K14228	mtuu:HKBT2_t20
ko:K14228	mtuu:HKBT2_t22
ko:K14225	mtuu:HKBT2_t04
ko:K14225	mtuu:HKBT2_t27
ko:K14225	mtuu:HKBT2_t32
ko:K14236	mtuu:HKBT2_t05
ko:K14234	mtuu:HKBT2_t06
ko:K14234	mtuu:HKBT2_t09
ko:K14234	mtuu:HKBT2_t39
ko:K14230	mtuu:HKBT2_t07
ko:K14230	mtuu:HKBT2_t24
ko:K14230	mtuu:HKBT2_t38
ko:K14235	mtuu:HKBT2_t08
ko:K14232	mtuu:HKBT2_t21
ko:K14232	mtuu:HKBT2_t26
ko:K01977	mtuu:HKBT2_r01
ko:K01980	mtuu:HKBT2_r02
ko:K01985	mtuu:HKBT2_r03
ko:K14237	mtuu:HKBT2_t31
ko:K14237	mtuu:HKBT2_t34
ko:K14220	mtuu:HKBT2_t25
ko:K14226	mtuu:HKBT2_t29
ko:K14222	mtuu:HKBT2_t33
ko:K14218	mtuu:HKBT2_t37
ko:K14233	mtuu:HKBT2_t41
ko:K14233	mtuu:HKBT2_t42
ko:K14233	mtuu:HKBT2_t44
ko:K14233	mtuu:HKBT2_t45
ko:K14224	mtuu:HKBT2_t11
ko:K14224	mtuu:HKBT2_t35
ko:K14237	mtuu:HKBT2_t23
ko:K03574	mtuu:HKBT2_3140
ko:K14956	mtuu:HKBT2_4099
ko:K22311	mtuu:HKBT2_2757
ko:K18554	mtuu:HKBT2_2784
ko:K18688	mtuu:HKBT2_3725
ko:K12436	mtuu:HKBT2_2164
ko:K12429	mtuu:HKBT2_1275
ko:K07068	mtuu:HKBT2_3752
ko:K07485	mtuu:HKBT2_1400
ko:K07497	mtuu:HKBT2_3991
ko:K17484	mtuu:HKBT2_2401
ko:K18687	mtuu:HKBT2_3771
ko:K07171	mtuu:HKBT2_2793
ko:K01990	mtuu:HKBT2_4002
ko:K01992	mtuu:HKBT2_4004
ko:K21672	mtuu:HKBT2_0975
ko:K18851	mtuu:HKBT2_0139
ko:K18917	mtuu:HKBT2_3377
ko:K18955	mtuu:HKBT2_3614
ko:K18913	mtuu:HKBT2_3915
ko:K18955	mtuu:HKBT2_3400
ko:K07481	mtuu:HKBT2_1094
ko:K07171	mtuu:HKBT2_2037
ko:K07171	mtuu:HKBT2_2179
ko:K07171	mtuu:HKBT2_3259
ko:K07171	mtuu:HKBT2_1600
ko:K07171	mtuu:HKBT2_2950
ko:K18851	mtuu:HKBT2_4026
ko:K18851	mtuu:HKBT2_1983
ko:K10747	mtuu:HKBT2_3222
ko:K18894	mtuu:HKBT2_0210
ko:K01971	mtuu:HKBT2_0987
ko:K18955	mtuu:HKBT2_3895
ko:K18911	mtuu:HKBT2_3916
ko:K18912	mtuu:HKBT2_3918
ko:K04565	mtuu:HKBT2_0449
ko:K03111	mtuu:HKBT2_0059
ko:K03496	mtuu:HKBT2_1808
ko:K03497	mtuu:HKBT2_4143
ko:K03496	mtuu:HKBT2_4144
ko:K03496	mtuu:HKBT2_3394
ko:K18851	mtuu:HKBT2_0997
ko:K03111	mtuu:HKBT2_2620
ko:K03976	mtuu:HKBT2_3408
ko:K07492	mtuu:HKBT2_1103
ko:K07496	mtuu:HKBT2_0971
ko:K07496	mtuu:HKBT2_2940
ko:K07496	mtuu:HKBT2_3035
ko:K07496	mtuu:HKBT2_3133
ko:K07496	mtuu:HKBT2_4050
ko:K07497	mtuu:HKBT2_2963
ko:K03325	mtuu:HKBT2_2791
ko:K03741	mtuu:HKBT2_2791
ko:K07481	mtuu:HKBT2_3114
ko:K07481	mtuu:HKBT2_3584
ko:K07481	mtuu:HKBT2_3583
ko:K03822	mtuu:HKBT2_1781
ko:K07064	mtuu:HKBT2_2748
ko:K00335	mtuu:HKBT2_3319
ko:K07064	mtuu:HKBT2_3355
ko:K02483	mtuu:HKBT2_3984
ko:K00249	mtuu:HKBT2_0141
ko:K00249	mtuu:HKBT2_0167
ko:K07064	mtuu:HKBT2_0257
ko:K06893	mtuu:HKBT2_0039
ko:K07064	mtuu:HKBT2_0647
ko:K00249	mtuu:HKBT2_0247
ko:K00249	mtuu:HKBT2_1030
ko:K00249	mtuu:HKBT2_3309
ko:K00529	mtuu:HKBT2_1966
ko:K00001	mtuu:HKBT2_0178
ko:K00001	mtuu:HKBT2_1638
ko:K02113	mtuu:HKBT2_1394
ko:K02109	mtuu:HKBT2_1394
ko:K07497	mtuu:HKBT2_0003
ko:K07497	mtuu:HKBT2_0838
ko:K07497	mtuu:HKBT2_1017
ko:K07497	mtuu:HKBT2_1210
ko:K07497	mtuu:HKBT2_1451
ko:K07497	mtuu:HKBT2_1465
ko:K07497	mtuu:HKBT2_1570
ko:K07497	mtuu:HKBT2_1859
ko:K07497	mtuu:HKBT2_2010
ko:K07497	mtuu:HKBT2_2125
ko:K07497	mtuu:HKBT2_2224
ko:K07497	mtuu:HKBT2_2486
ko:K07497	mtuu:HKBT2_2959
ko:K07497	mtuu:HKBT2_2966
ko:K07497	mtuu:HKBT2_3178
ko:K07497	mtuu:HKBT2_3293
ko:K07497	mtuu:HKBT2_3351
ko:K07497	mtuu:HKBT2_3353
ko:K07497	mtuu:HKBT2_3517
ko:K07497	mtuu:HKBT2_3579
ko:K07497	mtuu:HKBT2_3629
ko:K07485	mtuu:HKBT2_0779
ko:K02483	mtuu:HKBT2_0797
ko:K01822	mtuu:HKBT2_0800
ko:K01046	mtuu:HKBT2_3258
ko:K12431	mtuu:HKBT2_4048
ko:K12435	mtuu:HKBT2_1759
ko:K12439	mtuu:HKBT2_1760
ko:K01239	mtuu:HKBT2_3590
ko:K01768	mtuu:HKBT2_1349
ko:K01768	mtuu:HKBT2_1406
ko:K01768	mtuu:HKBT2_1408
ko:K01768	mtuu:HKBT2_1409
ko:K01768	mtuu:HKBT2_1721
ko:K01768	mtuu:HKBT2_3855
ko:K14215	mtuu:HKBT2_2494
ko:K00020	mtuu:HKBT2_0790
ko:K07064	mtuu:HKBT2_1326
ko:K00336	mtuu:HKBT2_3320
ko:K07064	mtuu:HKBT2_2056
ko:K16233	mtuu:HKBT2_1468
ko:K05898	mtuu:HKBT2_3747
ko:K01436	mtuu:HKBT2_3490
ko:K17483	mtuu:HKBT2_2402
ko:K03892	mtuu:HKBT2_2790
ko:K07100	mtuu:HKBT2_2265
ko:K07064	mtuu:HKBT2_2674
ko:K07064	mtuu:HKBT2_3581
ko:K13572	mtuu:HKBT2_2214
ko:K16191	mtuu:HKBT2_0946
ko:K00344	mtuu:HKBT2_0160
ko:K00344	mtuu:HKBT2_1555
ko:K12954	mtuu:HKBT2_2099
ko:K13670	mtuu:HKBT2_1606
ko:K16193	mtuu:HKBT2_0948
ko:K16048	mtuu:HKBT2_3778
ko:K08095	mtuu:HKBT2_2088
ko:K08095	mtuu:HKBT2_3663
ko:K08095	mtuu:HKBT2_2423
ko:K07450	mtuu:HKBT2_0970
ko:K07482	mtuu:HKBT2_3366
ko:K03761	mtuu:HKBT2_3685
ko:K07481	mtuu:HKBT2_1093
ko:K07481	mtuu:HKBT2_1095
ko:K07483	mtuu:HKBT2_0837
ko:K07483	mtuu:HKBT2_3177
ko:K07483	mtuu:HKBT2_0002
ko:K07483	mtuu:HKBT2_3294
ko:K07483	mtuu:HKBT2_2485
ko:K07483	mtuu:HKBT2_3350
ko:K07483	mtuu:HKBT2_3354
ko:K07483	mtuu:HKBT2_1860
ko:K07483	mtuu:HKBT2_1018
ko:K07483	mtuu:HKBT2_1452
ko:K07483	mtuu:HKBT2_1466
ko:K07483	mtuu:HKBT2_3518
ko:K07483	mtuu:HKBT2_3578
ko:K07483	mtuu:HKBT2_3630
ko:K07483	mtuu:HKBT2_1571
ko:K07483	mtuu:HKBT2_2011
ko:K07483	mtuu:HKBT2_2958
ko:K07483	mtuu:HKBT2_2965
ko:K07483	mtuu:HKBT2_1211
ko:K07483	mtuu:HKBT2_2126
ko:K07483	mtuu:HKBT2_2223
ko:K07493	mtuu:HKBT2_1110
ko:K07493	mtuu:HKBT2_1281
ko:K07493	mtuu:HKBT2_2655
ko:K07493	mtuu:HKBT2_3182
ko:K07493	mtuu:HKBT2_3277
ko:K00370	mtuu:HKBT2_1839
ko:K03526	mtuu:HKBT2_3018
ko:K07746	mtuu:HKBT2_2055
ko:K08299	mtuu:HKBT2_1214
ko:K19092	mtuu:HKBT2_2053
ko:K00273	mtuu:HKBT2_2004
ko:K19221	mtuu:HKBT2_2997
ko:K19159	mtuu:HKBT2_3552
ko:K19138	mtuu:HKBT2_2969
ko:K16192	mtuu:HKBT2_0947
ko:K06893	mtuu:HKBT2_0152
ko:K07064	mtuu:HKBT2_0694
ko:K07064	mtuu:HKBT2_3022
ko:K19093	mtuu:HKBT2_2263
ko:K00798	mtuu:HKBT2_1401
ko:K19158	mtuu:HKBT2_3553
ko:K07064	mtuu:HKBT2_0294
ko:K01865	mtuu:HKBT2_3238
ko:K07492	mtuu:HKBT2_1230
ko:K07016	mtuu:HKBT2_2970
ko:K01710	mtuu:HKBT2_4005
ko:K01710	mtuu:HKBT2_3675
ko:K00135	mtuu:HKBT2_1833
ko:K07064	mtuu:HKBT2_0787
ko:K07064	mtuu:HKBT2_1935
ko:K07064	mtuu:HKBT2_2636
ko:K07493	mtuu:HKBT2_0969
ko:K19094	mtuu:HKBT2_2264
ko:K07496	mtuu:HKBT2_0870
ko:K12952	mtuu:HKBT2_0955
ko:K03722	mtuu:HKBT2_1419
ko:K01992	mtuu:HKBT2_1784
ko:K07065	mtuu:HKBT2_2695
ko:K00091	mtuu:HKBT2_0150
ko:K07486	mtuu:HKBT2_2122
ko:K17840	mtuu:HKBT2_0279
ko:K07496	mtuu:HKBT2_0634
ko:K07065	mtuu:HKBT2_0608
ko:K02483	mtuu:HKBT2_0630
ko:K07486	mtuu:HKBT2_2121
ko:K07098	mtuu:HKBT2_3897
ko:K15856	mtuu:HKBT2_0121
ko:K08884	mtuu:HKBT2_1849
ko:K19686	mtuu:HKBT2_2906
ko:K07064	mtuu:HKBT2_2220
ko:K19686	mtuu:HKBT2_0655
ko:K19686	mtuu:HKBT2_0637
ko:K19687	mtuu:HKBT2_0654
ko:K19687	mtuu:HKBT2_1843
ko:K19710	mtuu:HKBT2_2759
ko:K19687	mtuu:HKBT2_0636
ko:K19686	mtuu:HKBT2_2085
ko:K19687	mtuu:HKBT2_2086
ko:K19686	mtuu:HKBT2_1844
ko:K15510	mtuu:HKBT2_0423
ko:K07682	mtuu:HKBT2_3300
ko:K12132	mtuu:HKBT2_0019
ko:K12132	mtuu:HKBT2_2206
ko:K12132	mtuu:HKBT2_0020
ko:K20074	mtuu:HKBT2_0023
ko:K20467	mtuu:HKBT2_0219
ko:K22552	mtuu:HKBT2_0890
ko:K03636	mtuu:HKBT2_1425
ko:K20469	mtuu:HKBT2_0221
ko:K20497	mtuu:HKBT2_2392
ko:K20470	mtuu:HKBT2_0222
ko:K07695	mtuu:HKBT2_3301
ko:K20466	mtuu:HKBT2_0218
ko:K20468	mtuu:HKBT2_0220
ko:K01179	mtuu:HKBT2_0067
ko:K01179	mtuu:HKBT2_1159
ko:K01179	mtuu:HKBT2_1160
ko:K01214	mtuu:HKBT2_1674
ko:K20814	mtuu:HKBT2_2230
ko:K21059	mtuu:HKBT2_3101
ko:K01768	mtuu:HKBT2_1407
ko:K21071	mtuu:HKBT2_3167
ko:K21140	mtuu:HKBT2_1424
ko:K21014	mtuu:HKBT2_0313
ko:K00821	mtuu:HKBT2_1752
ko:K21119	mtuu:HKBT2_1340
ko:K21147	mtuu:HKBT2_3386
ko:K21142	mtuu:HKBT2_3281
ko:K21199	mtuu:HKBT2_2394
ko:K00526	mtuu:HKBT2_3208
ko:K00526	mtuu:HKBT2_0249
ko:K00526	mtuu:HKBT2_2084
ko:K02335	mtuu:HKBT2_1725
ko:K00525	mtuu:HKBT2_3211
ko:K07465	mtuu:HKBT2_2237
ko:K06191	mtuu:HKBT2_3213
ko:K02314	mtuu:HKBT2_0063
ko:K02316	mtuu:HKBT2_2474
ko:K06217	mtuu:HKBT2_2501
ko:K06904	mtuu:HKBT2_2798
ko:K01520	mtuu:HKBT2_2843
ko:K03553	mtuu:HKBT2_2883
ko:K03465	mtuu:HKBT2_2901
ko:K00287	mtuu:HKBT2_2910
ko:K00560	mtuu:HKBT2_2911
ko:K08884	mtuu:HKBT2_2296
ko:K21302	mtuu:HKBT2_3495
ko:K05364	mtuu:HKBT2_0021
ko:K21142	mtuu:HKBT2_3510
ko:K22468	mtuu:HKBT2_3416
ko:K08884	mtuu:HKBT2_0980
ko:K06954	mtuu:HKBT2_0466
ko:K07027	mtuu:HKBT2_0611
ko:K00257	mtuu:HKBT2_1436
ko:K21147	mtuu:HKBT2_3278
ko:K21148	mtuu:HKBT2_1426
ko:K03636	mtuu:HKBT2_0912
ko:K05375	mtuu:HKBT2_2510
ko:K07133	mtuu:HKBT2_3479
ko:K00525	mtuu:HKBT2_0594
ko:K21200	mtuu:HKBT2_1874
ko:K21310	mtuu:HKBT2_3421
ko:K07054	mtuu:HKBT2_0436
ko:K00632	mtuu:HKBT2_2939
ko:K21397	mtuu:HKBT2_1850
ko:K21473	mtuu:HKBT2_1581
ko:K03651	mtuu:HKBT2_0847
ko:K21474	mtuu:HKBT2_1582
ko:K21401	mtuu:HKBT2_0585
ko:K21481	mtuu:HKBT2_3803
ko:K21495	mtuu:HKBT2_2047
ko:K21609	mtuu:HKBT2_0202
ko:K21687	mtuu:HKBT2_0911
ko:K21600	mtuu:HKBT2_1022
ko:K21600	mtuu:HKBT2_0206
ko:K10914	mtuu:HKBT2_3888
ko:K21608	mtuu:HKBT2_0891
ko:K21691	mtuu:HKBT2_2592
ko:K21672	mtuu:HKBT2_1125
ko:K21686	mtuu:HKBT2_1202
ko:K21689	mtuu:HKBT2_1981
ko:K21690	mtuu:HKBT2_2523
ko:K21884	mtuu:HKBT2_1773
ko:K21885	mtuu:HKBT2_2101
ko:K21886	mtuu:HKBT2_3963
ko:K21929	mtuu:HKBT2_1343
ko:K21887	mtuu:HKBT2_3962
ko:K21961	mtuu:HKBT2_4080
ko:K21992	mtuu:HKBT2_1437
ko:K21962	mtuu:HKBT2_1578
ko:K22027	mtuu:HKBT2_3255
ko:K00936	mtuu:HKBT2_3401
ko:K22010	mtuu:HKBT2_1722
ko:K22044	mtuu:HKBT2_3266
ko:K22107	mtuu:HKBT2_3785
ko:K03595	mtuu:HKBT2_2497
ko:K22108	mtuu:HKBT2_3767
ko:K17758	mtuu:HKBT2_3644
ko:K17759	mtuu:HKBT2_3644
ko:K22306	mtuu:HKBT2_2557
ko:K02257	mtuu:HKBT2_1552
ko:K22336	mtuu:HKBT2_4063
ko:K01563	mtuu:HKBT2_2724
ko:K01563	mtuu:HKBT2_2418
ko:K05606	mtuu:HKBT2_1412
ko:K13775	mtuu:HKBT2_3406
ko:K15510	mtuu:HKBT2_0142
ko:K01934	mtuu:HKBT2_1047
ko:K18688	mtuu:HKBT2_3722
ko:K19302	mtuu:HKBT2_0325
ko:K01563	mtuu:HKBT2_1930
ko:K22295	mtuu:HKBT2_3603
ko:K22298	mtuu:HKBT2_2491
ko:K01551	mtuu:HKBT2_2305
ko:K22303	mtuu:HKBT2_3604
ko:K03181	mtuu:HKBT2_3100
ko:K11206	mtuu:HKBT2_0500
ko:K07141	mtuu:HKBT2_0361
ko:K00728	mtuu:HKBT2_1059
ko:K08300	mtuu:HKBT2_2586
ko:K08301	mtuu:HKBT2_2586
ko:K07566	mtuu:HKBT2_1388
