ko:K01212	bamc:U471_39230
ko:K03706	bamc:U471_16410
ko:K02387	bamc:U471_16420
ko:K02388	bamc:U471_16430
ko:K02408	bamc:U471_16440
ko:K02409	bamc:U471_16450
ko:K02410	bamc:U471_16460
ko:K02411	bamc:U471_16470
ko:K02412	bamc:U471_16480
ko:K02413	bamc:U471_16490
ko:K02414	bamc:U471_16510
ko:K02389	bamc:U471_16520
ko:K02390	bamc:U471_16530
ko:K02385	bamc:U471_16540
ko:K02415	bamc:U471_16550
ko:K02416	bamc:U471_16560
ko:K02417	bamc:U471_16570
ko:K03413	bamc:U471_16580
ko:K02418	bamc:U471_16590
ko:K02419	bamc:U471_16600
ko:K02420	bamc:U471_16610
ko:K02421	bamc:U471_16620
ko:K02401	bamc:U471_16630
ko:K02400	bamc:U471_16640
ko:K02404	bamc:U471_16650
ko:K04562	bamc:U471_16660
ko:K03412	bamc:U471_16670
ko:K03407	bamc:U471_16680
ko:K03408	bamc:U471_16690
ko:K03410	bamc:U471_16700
ko:K03411	bamc:U471_16710
ko:K02405	bamc:U471_16720
ko:K02967	bamc:U471_16740
ko:K02357	bamc:U471_16750
ko:K09903	bamc:U471_16760
ko:K02838	bamc:U471_16770
ko:K00806	bamc:U471_16780
ko:K00981	bamc:U471_16790
ko:K00099	bamc:U471_16800
ko:K11749	bamc:U471_16810
ko:K01881	bamc:U471_16820
ko:K03763	bamc:U471_16830
ko:K09748	bamc:U471_16840
ko:K02600	bamc:U471_16850
ko:K07742	bamc:U471_16860
ko:K02519	bamc:U471_16880
ko:K09764	bamc:U471_16890
ko:K02834	bamc:U471_16900
ko:K03177	bamc:U471_16910
ko:K11753	bamc:U471_16920
ko:K00962	bamc:U471_16930
ko:K06410	bamc:U471_16970
ko:K06411	bamc:U471_16980
ko:K00133	bamc:U471_16990
ko:K00928	bamc:U471_17000
ko:K01714	bamc:U471_17010
ko:K03466	bamc:U471_17050
ko:K03710	bamc:U471_17060
ko:K08221	bamc:U471_17070
ko:K06994	bamc:U471_17090
ko:K00059	bamc:U471_17120
ko:K00995	bamc:U471_17160
ko:K09769	bamc:U471_17220
ko:K06416	bamc:U471_17230
ko:K00060	bamc:U471_17240
ko:K00639	bamc:U471_17250
ko:K06168	bamc:U471_17260
ko:K06328	bamc:U471_17280
ko:K03555	bamc:U471_17290
ko:K03572	bamc:U471_17300
ko:K15328	bamc:U471_17340
ko:K15329	bamc:U471_17350
ko:K15337	bamc:U471_17360
ko:K15311	bamc:U471_17370
ko:K15312	bamc:U471_17380
ko:K15313	bamc:U471_17390
ko:K17734	bamc:U471_17510
ko:K00791	bamc:U471_17600
ko:K03666	bamc:U471_17610
ko:K03647	bamc:U471_17640
ko:K01448	bamc:U471_17680
ko:K06413	bamc:U471_17700
ko:K03665	bamc:U471_17710
ko:K03713	bamc:U471_17730
ko:K01915	bamc:U471_17740
ko:K01198	bamc:U471_17800
ko:K01805	bamc:U471_17820
ko:K00854	bamc:U471_17830
ko:K03310	bamc:U471_18470
ko:K00874	bamc:U471_18480
ko:K08322	bamc:U471_18490
ko:K01625	bamc:U471_18500
ko:K01686	bamc:U471_18510
ko:K02525	bamc:U471_18530
ko:K15924	bamc:U471_18670
ko:K15921	bamc:U471_18680
ko:K00645	bamc:U471_18720
ko:K00019	bamc:U471_18750
ko:K01029	bamc:U471_18760
ko:K01028	bamc:U471_18770
ko:K01012	bamc:U471_18800
ko:K01935	bamc:U471_18810
ko:K00652	bamc:U471_18820
ko:K00963	bamc:U471_18860
ko:K01640	bamc:U471_18900
ko:K02160	bamc:U471_18910
ko:K01961	bamc:U471_18920
ko:K00666	bamc:U471_18930
ko:K07259	bamc:U471_19020
ko:K01034	bamc:U471_20190
ko:K06322	bamc:U471_20250
ko:K06319	bamc:U471_20270
ko:K01083	bamc:U471_20290
ko:K06359	bamc:U471_20340
ko:K01069	bamc:U471_20360
ko:K17218	bamc:U471_20370
ko:K07305	bamc:U471_20460
ko:K07304	bamc:U471_20470
ko:K07152	bamc:U471_20510
ko:K01754	bamc:U471_20530
ko:K11068	bamc:U471_20550
ko:K00655	bamc:U471_20560
ko:K01687	bamc:U471_20620
ko:K06950	bamc:U471_20640
ko:K00432	bamc:U471_20650
ko:K00651	bamc:U471_20670
ko:K03704	bamc:U471_20690
ko:K03469	bamc:U471_20730
ko:K09125	bamc:U471_20740
ko:K03469	bamc:U471_20750
ko:K17758	bamc:U471_37470
ko:K17762	bamc:U471_04770
ko:K01980	bamc:U471_r00050
ko:K01652	bamc:U471_34510
ko:K03893	bamc:U471_34540
ko:K06325	bamc:U471_34560
ko:K06330	bamc:U471_34570
ko:K07240	bamc:U471_34630
ko:K07240	bamc:U471_34640
ko:K05982	bamc:U471_34650
ko:K00012	bamc:U471_34790
ko:K01104	bamc:U471_34810
ko:K02529	bamc:U471_34420
ko:K12263	bamc:U471_33690
ko:K02836	bamc:U471_33710
ko:K03070	bamc:U471_33720
ko:K02423	bamc:U471_33750
ko:K02422	bamc:U471_33760
ko:K02407	bamc:U471_33770
ko:K02406	bamc:U471_33780
ko:K03563	bamc:U471_33790
ko:K13626	bamc:U471_33800
ko:K02397	bamc:U471_33820
ko:K02396	bamc:U471_33830
ko:K02398	bamc:U471_33850
ko:K02242	bamc:U471_33870
ko:K02241	bamc:U471_33880
ko:K02240	bamc:U471_33890
ko:K09812	bamc:U471_33680
ko:K00600	bamc:U471_35500
ko:K01808	bamc:U471_35520
ko:K07566	bamc:U471_35560
ko:K06387	bamc:U471_35580
ko:K02493	bamc:U471_35610
ko:K02835	bamc:U471_35620
ko:K08234	bamc:U471_35630
ko:K11686	bamc:U471_35640
ko:K07088	bamc:U471_35650
ko:K00027	bamc:U471_35660
ko:K03628	bamc:U471_35680
ko:K02446	bamc:U471_35700
ko:K00790	bamc:U471_35710
ko:K00616	bamc:U471_35720
ko:K01624	bamc:U471_35730
ko:K02490	bamc:U471_35740
ko:K01937	bamc:U471_35760
ko:K03048	bamc:U471_35770
ko:K06131	bamc:U471_35790
ko:K06147	bamc:U471_35820
ko:K06131	bamc:U471_35830
ko:K00374	bamc:U471_35850
ko:K00373	bamc:U471_35860
ko:K00371	bamc:U471_35870
ko:K00370	bamc:U471_35880
ko:K00761	bamc:U471_35490
ko:K01790	bamc:U471_36520
ko:K00067	bamc:U471_36530
ko:K00973	bamc:U471_36550
ko:K07257	bamc:U471_36570
ko:K06305	bamc:U471_36630
ko:K03648	bamc:U471_36670
ko:K00868	bamc:U471_36720
ko:K01193	bamc:U471_36740
ko:K03488	bamc:U471_36760
ko:K14647	bamc:U471_36780
ko:K05837	bamc:U471_36820
ko:K03829	bamc:U471_36830
ko:K02829	bamc:U471_36850
ko:K02828	bamc:U471_36860
ko:K02827	bamc:U471_36870
ko:K02826	bamc:U471_36880
ko:K03282	bamc:U471_34930
ko:K02372	bamc:U471_34940
ko:K02392	bamc:U471_34960
ko:K02392	bamc:U471_34970
ko:K03569	bamc:U471_34990
ko:K06283	bamc:U471_35000
ko:K01887	bamc:U471_35930
ko:K07729	bamc:U471_35990
ko:K01480	bamc:U471_36040
ko:K00797	bamc:U471_36050
ko:K01821	bamc:U471_36100
ko:K03294	bamc:U471_36130
ko:K06885	bamc:U471_36150
ko:K06314	bamc:U471_36180
ko:K10947	bamc:U471_36190
ko:K01990	bamc:U471_36210
ko:K01992	bamc:U471_36220
ko:K02575	bamc:U471_35920
ko:K16869	bamc:U471_36270
ko:K00625	bamc:U471_36300
ko:K11692	bamc:U471_04520
ko:K11103	bamc:U471_04530
ko:K01990	bamc:U471_04550
ko:K01921	bamc:U471_04640
ko:K01929	bamc:U471_04650
ko:K05592	bamc:U471_04670
ko:K09167	bamc:U471_04680
ko:K08981	bamc:U471_04690
ko:K00997	bamc:U471_04710
ko:K01775	bamc:U471_04730
ko:K07723	bamc:U471_04740
ko:K07315	bamc:U471_04790
ko:K03090	bamc:U471_04820
ko:K05518	bamc:U471_04830
ko:K06959	bamc:U471_04840
ko:K03095	bamc:U471_04860
ko:K03762	bamc:U471_04920
ko:K07118	bamc:U471_04980
ko:K16137	bamc:U471_05000
ko:K07124	bamc:U471_05010
ko:K10255	bamc:U471_05040
ko:K13953	bamc:U471_17890
ko:K01356	bamc:U471_18150
ko:K00615	bamc:U471_18200
ko:K09976	bamc:U471_18220
ko:K06196	bamc:U471_18240
ko:K03413	bamc:U471_18250
ko:K06335	bamc:U471_18290
ko:K06433	bamc:U471_18300
ko:K06432	bamc:U471_18310
ko:K01681	bamc:U471_18330
ko:K06431	bamc:U471_18360
ko:K06434	bamc:U471_18370
ko:K07107	bamc:U471_18380
ko:K08591	bamc:U471_18410
ko:K02622	bamc:U471_18430
ko:K02621	bamc:U471_18440
ko:K13955	bamc:U471_19130
ko:K00266	bamc:U471_19150
ko:K00265	bamc:U471_19160
ko:K00931	bamc:U471_19180
ko:K00286	bamc:U471_19190
ko:K00059	bamc:U471_19230
ko:K11216	bamc:U471_19270
ko:K00058	bamc:U471_19280
ko:K06878	bamc:U471_19370
ko:K08976	bamc:U471_19450
ko:K03654	bamc:U471_19530
ko:K01118	bamc:U471_19550
ko:K13993	bamc:U471_19590
ko:K06429	bamc:U471_20760
ko:K16168	bamc:U471_20820
ko:K16167	bamc:U471_20830
ko:K07443	bamc:U471_20860
ko:K16169	bamc:U471_20900
ko:K03816	bamc:U471_20910
ko:K01299	bamc:U471_20920
ko:K07444	bamc:U471_20970
ko:K07502	bamc:U471_21000
ko:K06877	bamc:U471_21010
ko:K03700	bamc:U471_21100
ko:K05366	bamc:U471_21110
ko:K10773	bamc:U471_21130
ko:K02086	bamc:U471_21140
ko:K01893	bamc:U471_21150
ko:K00812	bamc:U471_21160
ko:K01579	bamc:U471_21210
ko:K01918	bamc:U471_21220
ko:K00606	bamc:U471_21230
ko:K03524	bamc:U471_21240
ko:K00974	bamc:U471_21250
ko:K01734	bamc:U471_21280
ko:K00215	bamc:U471_21290
ko:K07052	bamc:U471_21860
ko:K03654	bamc:U471_21870
ko:K05337	bamc:U471_21890
ko:K00058	bamc:U471_21920
ko:K03088	bamc:U471_21940
ko:K07651	bamc:U471_21950
ko:K07775	bamc:U471_21960
ko:K07399	bamc:U471_21980
ko:K06178	bamc:U471_22000
ko:K06374	bamc:U471_22010
ko:K06373	bamc:U471_22020
ko:K06024	bamc:U471_22060
ko:K05896	bamc:U471_22070
ko:K09763	bamc:U471_22080
ko:K02859	bamc:U471_22090
ko:K00794	bamc:U471_22100
ko:K14652	bamc:U471_22110
ko:K00793	bamc:U471_22120
ko:K11752	bamc:U471_22130
ko:K03100	bamc:U471_22150
ko:K01586	bamc:U471_22200
ko:K06408	bamc:U471_22210
ko:K06407	bamc:U471_22220
ko:K06407	bamc:U471_22230
ko:K06406	bamc:U471_22240
ko:K06405	bamc:U471_22250
ko:K06404	bamc:U471_22260
ko:K06403	bamc:U471_22270
ko:K03091	bamc:U471_22280
ko:K06379	bamc:U471_22290
ko:K07258	bamc:U471_22310
ko:K03783	bamc:U471_22320
ko:K01839	bamc:U471_22330
ko:K04763	bamc:U471_22340
ko:K03711	bamc:U471_22360
ko:K01966	bamc:U471_22970
ko:K15657	bamc:U471_03290
ko:K14218	bamc:U471_t00020
ko:K14218	bamc:U471_t00050
ko:K14218	bamc:U471_t00160
ko:K14218	bamc:U471_t00720
ko:K01187	bamc:U471_29340
ko:K00537	bamc:U471_30990
ko:K08221	bamc:U471_07440
ko:K18104	bamc:U471_33320
ko:K00104	bamc:U471_26740
ko:K07149	bamc:U471_32910
ko:K00632	bamc:U471_31010
ko:K00008	bamc:U471_06250
ko:K02809	bamc:U471_01720
ko:K02810	bamc:U471_01720
ko:K16697	bamc:U471_34010
ko:K16694	bamc:U471_34020
ko:K00004	bamc:U471_06370
ko:K07222	bamc:U471_05280
ko:K00130	bamc:U471_29130
ko:K01101	bamc:U471_30480
ko:K03892	bamc:U471_37340
ko:K03206	bamc:U471_09420
ko:K21471	bamc:U471_33270
ko:K07145	bamc:U471_07060
ko:K21469	bamc:U471_01710
ko:K21472	bamc:U471_30530
ko:K03719	bamc:U471_04170
ko:K21466	bamc:U471_14030
ko:K02809	bamc:U471_36750
ko:K02810	bamc:U471_36750
ko:K00634	bamc:U471_23120
ko:K01046	bamc:U471_02600
ko:K18231	bamc:U471_05710
ko:K15654	bamc:U471_03260
ko:K11923	bamc:U471_09620
ko:K19546	bamc:U471_36380
ko:K11691	bamc:U471_04510
ko:K19449	bamc:U471_23720
ko:K19429	bamc:U471_32750
ko:K19430	bamc:U471_32740
ko:K06366	bamc:U471_04310
ko:K16960	bamc:U471_31950
ko:K13614	bamc:U471_17430
ko:K05937	bamc:U471_10550
ko:K15973	bamc:U471_13350
ko:K00004	bamc:U471_01610
ko:K19420	bamc:U471_32870
ko:K09457	bamc:U471_13810
ko:K06284	bamc:U471_14530
ko:K06304	bamc:U471_04290
ko:K17716	bamc:U471_20300
ko:K03768	bamc:U471_22180
ko:K06304	bamc:U471_23300
ko:K22579	bamc:U471_33600
ko:K19422	bamc:U471_32840
ko:K03742	bamc:U471_17170
ko:K13615	bamc:U471_17440
ko:K15468	bamc:U471_17460
ko:K16236	bamc:U471_38040
ko:K07705	bamc:U471_26960
ko:K00681	bamc:U471_19080
ko:K08693	bamc:U471_07860
ko:K15640	bamc:U471_10460
ko:K09388	bamc:U471_36140
ko:K06389	bamc:U471_12750
ko:K06430	bamc:U471_21080
ko:K06380	bamc:U471_26060
ko:K09809	bamc:U471_34120
ko:K04749	bamc:U471_04800
ko:K06384	bamc:U471_22370
ko:K12555	bamc:U471_10260
ko:K15632	bamc:U471_05350
ko:K18770	bamc:U471_29590
ko:K18672	bamc:U471_01780
ko:K18707	bamc:U471_24550
ko:K18692	bamc:U471_24260
ko:K18929	bamc:U471_32660
ko:K01971	bamc:U471_13370
ko:K18928	bamc:U471_32670
ko:K18925	bamc:U471_13060
ko:K06147	bamc:U471_08270
ko:K09692	bamc:U471_34110
ko:K11814	bamc:U471_17570
ko:K11815	bamc:U471_17560
ko:K01612	bamc:U471_03420
ko:K03111	bamc:U471_34900
ko:K07171	bamc:U471_04750
ko:K13611	bamc:U471_17400
ko:K18967	bamc:U471_09200
ko:K06147	bamc:U471_08260
ko:K04565	bamc:U471_19750
ko:K01233	bamc:U471_30820
ko:K06979	bamc:U471_02390
ko:K03169	bamc:U471_04180
ko:K03502	bamc:U471_20350
ko:K03111	bamc:U471_39560
ko:K03497	bamc:U471_39640
ko:K03496	bamc:U471_39650
ko:K03497	bamc:U471_39660
ko:K06321	bamc:U471_20260
ko:K06320	bamc:U471_20280
ko:K06343	bamc:U471_11730
ko:K06340	bamc:U471_11760
ko:K02538	bamc:U471_25100
ko:K08191	bamc:U471_18540
ko:K06352	bamc:U471_12500
ko:K06378	bamc:U471_22300
ko:K16247	bamc:U471_06240
ko:K06372	bamc:U471_23710
ko:K16956	bamc:U471_31990
ko:K16593	bamc:U471_18790
ko:K06344	bamc:U471_11720
ko:K19005	bamc:U471_07300
ko:K06376	bamc:U471_13640
ko:K06437	bamc:U471_14300
ko:K09681	bamc:U471_19170
ko:K06323	bamc:U471_20240
ko:K03526	bamc:U471_24190
ko:K06289	bamc:U471_31310
ko:K19005	bamc:U471_07750
ko:K18979	bamc:U471_08960
ko:K13052	bamc:U471_00660
ko:K11639	bamc:U471_07640
ko:K07816	bamc:U471_37150
ko:K14742	bamc:U471_06090
ko:K06368	bamc:U471_02670
ko:K03429	bamc:U471_20680
ko:K06361	bamc:U471_03650
ko:K06353	bamc:U471_03660
ko:K11624	bamc:U471_05680
ko:K06595	bamc:U471_10500
ko:K06609	bamc:U471_06060
ko:K06415	bamc:U471_09480
ko:K19242	bamc:U471_09510
ko:K02483	bamc:U471_03620
ko:K19563	bamc:U471_18830
ko:K06292	bamc:U471_34210
ko:K06293	bamc:U471_34220
ko:K13037	bamc:U471_36350
ko:K06360	bamc:U471_35250
ko:K02032	bamc:U471_12990
ko:K16921	bamc:U471_28580
ko:K02777	bamc:U471_21020
ko:K15662	bamc:U471_18700
ko:K05375	bamc:U471_30060
ko:K07149	bamc:U471_03360
ko:K11633	bamc:U471_38210
ko:K00354	bamc:U471_22870
ko:K02253	bamc:U471_29810
ko:K06355	bamc:U471_35980
ko:K13277	bamc:U471_37110
ko:K16699	bamc:U471_33960
ko:K19220	bamc:U471_19760
ko:K15663	bamc:U471_18690
ko:K00798	bamc:U471_31400
ko:K19223	bamc:U471_09450
ko:K19224	bamc:U471_09500
ko:K06345	bamc:U471_25840
ko:K11615	bamc:U471_29630
ko:K01710	bamc:U471_36540
ko:K01897	bamc:U471_10480
ko:K01447	bamc:U471_12730
ko:K11634	bamc:U471_38220
ko:K12132	bamc:U471_16000
ko:K06288	bamc:U471_31300
ko:K01447	bamc:U471_12510
ko:K07451	bamc:U471_06930
ko:K06336	bamc:U471_23730
ko:K06291	bamc:U471_34200
ko:K11620	bamc:U471_31370
ko:K16706	bamc:U471_33980
ko:K01227	bamc:U471_34170
ko:K06362	bamc:U471_34950
ko:K06364	bamc:U471_35970
ko:K15661	bamc:U471_18710
ko:K03339	bamc:U471_38280
ko:K01785	bamc:U471_19030
ko:K19426	bamc:U471_32790
ko:K19433	bamc:U471_23750
ko:K19285	bamc:U471_36810
ko:K19286	bamc:U471_03760
ko:K19302	bamc:U471_20070
ko:K00020	bamc:U471_14010
ko:K19424	bamc:U471_32820
ko:K06884	bamc:U471_04460
ko:K02100	bamc:U471_32510
ko:K01567	bamc:U471_08040
ko:K03722	bamc:U471_20930
ko:K03722	bamc:U471_21200
ko:K01992	bamc:U471_04560
ko:K01992	bamc:U471_09160
ko:K01992	bamc:U471_11850
ko:K01992	bamc:U471_31710
ko:K15667	bamc:U471_18980
ko:K15666	bamc:U471_18990
ko:K15665	bamc:U471_19000
ko:K00839	bamc:U471_30650
ko:K19421	bamc:U471_32850
ko:K04771	bamc:U471_31220
ko:K04771	bamc:U471_12870
ko:K15664	bamc:U471_19010
ko:K01400	bamc:U471_14890
ko:K19405	bamc:U471_00920
ko:K07149	bamc:U471_32600
ko:K19302	bamc:U471_35100
ko:K19411	bamc:U471_00910
ko:K00525	bamc:U471_17650
ko:K19432	bamc:U471_36940
ko:K00903	bamc:U471_32860
ko:K19419	bamc:U471_32810
ko:K19423	bamc:U471_32830
ko:K19425	bamc:U471_32800
ko:K03574	bamc:U471_28850
ko:K19428	bamc:U471_32760
ko:K19431	bamc:U471_32730
ko:K19418	bamc:U471_32770
ko:K18567	bamc:U471_05950
ko:K19550	bamc:U471_36320
ko:K02032	bamc:U471_11330
ko:K06881	bamc:U471_27370
ko:K19577	bamc:U471_08490
ko:K11625	bamc:U471_05690
ko:K16248	bamc:U471_06260
ko:K13613	bamc:U471_22760
ko:K06440	bamc:U471_05650
ko:K00887	bamc:U471_24440
ko:K01906	bamc:U471_18840
ko:K21755	bamc:U471_03400
ko:K19549	bamc:U471_36330
ko:K19548	bamc:U471_36360
ko:K19547	bamc:U471_36370
ko:K19552	bamc:U471_36340
ko:K08164	bamc:U471_19090
ko:K19701	bamc:U471_32420
ko:K01258	bamc:U471_22960
ko:K07119	bamc:U471_07490
ko:K19802	bamc:U471_12970
ko:K19955	bamc:U471_29470
ko:K01342	bamc:U471_10430
ko:K19955	bamc:U471_29450
ko:K05770	bamc:U471_29050
ko:K20074	bamc:U471_15990
ko:K01520	bamc:U471_18080
ko:K02316	bamc:U471_24340
ko:K06217	bamc:U471_24470
ko:K12132	bamc:U471_39470
ko:K03546	bamc:U471_10760
ko:K07474	bamc:U471_12660
ko:K17733	bamc:U471_02660
ko:K20201	bamc:U471_35530
ko:K03553	bamc:U471_17180
ko:K00287	bamc:U471_20570
ko:K00560	bamc:U471_20580
ko:K20116	bamc:U471_13950
ko:K20117	bamc:U471_13950
ko:K20118	bamc:U471_13950
ko:K21613	bamc:U471_03570
ko:K01271	bamc:U471_13900
ko:K20492	bamc:U471_32140
ko:K20461	bamc:U471_38270
ko:K20459	bamc:U471_38250
ko:K20460	bamc:U471_38260
ko:K20487	bamc:U471_32120
ko:K20488	bamc:U471_32130
ko:K20490	bamc:U471_32160
ko:K20491	bamc:U471_32150
ko:K20534	bamc:U471_12850
ko:K18889	bamc:U471_09800
ko:K08884	bamc:U471_00710
ko:K18890	bamc:U471_09810
ko:K20534	bamc:U471_08590
ko:K21759	bamc:U471_03430
ko:K22103	bamc:U471_34890
ko:K01179	bamc:U471_18630
ko:K20742	bamc:U471_12980
ko:K07258	bamc:U471_22040
ko:K06419	bamc:U471_09840
ko:K02101	bamc:U471_26830
ko:K22106	bamc:U471_25160
ko:K21029	bamc:U471_14320
ko:K20895	bamc:U471_15550
ko:K03148	bamc:U471_11680
ko:K21064	bamc:U471_34270
ko:K08968	bamc:U471_27640
ko:K00821	bamc:U471_11170
ko:K21064	bamc:U471_03950
ko:K00435	bamc:U471_36310
ko:K00857	bamc:U471_35670
ko:K00526	bamc:U471_17660
ko:K00560	bamc:U471_05380
ko:K01493	bamc:U471_24710
ko:K02314	bamc:U471_27780
ko:K02314	bamc:U471_39030
ko:K21285	bamc:U471_34160
ko:K05799	bamc:U471_32690
ko:K01297	bamc:U471_19490
ko:K03328	bamc:U471_00610
ko:K03293	bamc:U471_01980
ko:K03293	bamc:U471_28760
ko:K00980	bamc:U471_34140
ko:K02483	bamc:U471_24950
ko:K02335	bamc:U471_27160
ko:K01759	bamc:U471_20120
ko:K21416	bamc:U471_08140
ko:K21417	bamc:U471_08150
ko:K13281	bamc:U471_35800
ko:K06607	bamc:U471_38390
ko:K03293	bamc:U471_32570
ko:K21405	bamc:U471_08180
ko:K21464	bamc:U471_36060
ko:K21481	bamc:U471_10250
ko:K21465	bamc:U471_24130
ko:K21467	bamc:U471_04050
ko:K21468	bamc:U471_25330
ko:K21567	bamc:U471_03080
ko:K21487	bamc:U471_19350
ko:K21601	bamc:U471_03870
ko:K21567	bamc:U471_30240
ko:K21600	bamc:U471_31850
ko:K21488	bamc:U471_19340
ko:K21745	bamc:U471_05460
ko:K21701	bamc:U471_01680
ko:K21802	bamc:U471_07380
ko:K21902	bamc:U471_07430
ko:K21935	bamc:U471_20160
ko:K06299	bamc:U471_29910
ko:K21959	bamc:U471_19120
ko:K18244	bamc:U471_23180
ko:K00680	bamc:U471_32000
ko:K22043	bamc:U471_19420
ko:K21960	bamc:U471_32010
ko:K21993	bamc:U471_25220
ko:K00754	bamc:U471_21260
ko:K01463	bamc:U471_21270
ko:K22135	bamc:U471_19830
ko:K22136	bamc:U471_15340
ko:K03595	bamc:U471_24420
ko:K14274	bamc:U471_31450
ko:K22132	bamc:U471_25590
ko:K22109	bamc:U471_29140
ko:K01932	bamc:U471_34350
ko:K22116	bamc:U471_34340
ko:K22230	bamc:U471_29240
ko:K03547	bamc:U471_10040
ko:K22278	bamc:U471_24850
ko:K03077	bamc:U471_26840
ko:K22301	bamc:U471_32210
ko:K22299	bamc:U471_32100
ko:K01486	bamc:U471_14570
ko:K02257	bamc:U471_08310
ko:K02257	bamc:U471_15080
ko:K22299	bamc:U471_32090
ko:K19784	bamc:U471_29430
ko:K22301	bamc:U471_32260
ko:K03574	bamc:U471_04250
ko:K09988	bamc:U471_04120
ko:K13566	bamc:U471_13580
ko:K18672	bamc:U471_19790
ko:K22441	bamc:U471_32920
ko:K22579	bamc:U471_17840
