ko:K02495	senc:SEET0819_03850
ko:K04077	senc:SEET0819_05525
ko:K02356	senc:SEET0819_05545
ko:K16347	senc:SEET0819_05550
ko:K16348	senc:SEET0819_05555
ko:K11741	senc:SEET0819_05565
ko:K03098	senc:SEET0819_05570
ko:K00247	senc:SEET0819_05575
ko:K00246	senc:SEET0819_05580
ko:K00245	senc:SEET0819_05585
ko:K00244	senc:SEET0819_05590
ko:K04568	senc:SEET0819_05595
ko:K01613	senc:SEET0819_05615
ko:K06949	senc:SEET0819_05620
ko:K13288	senc:SEET0819_05625
ko:K09996	senc:SEET0819_05630
ko:K18979	senc:SEET0819_05650
ko:K17758	senc:SEET0819_05655
ko:K17759	senc:SEET0819_05655
ko:K06925	senc:SEET0819_05660
ko:K01448	senc:SEET0819_05665
ko:K03572	senc:SEET0819_05670
ko:K00791	senc:SEET0819_05675
ko:K03666	senc:SEET0819_05680
ko:K03665	senc:SEET0819_05685
ko:K04088	senc:SEET0819_05690
ko:K04087	senc:SEET0819_05695
ko:K11732	senc:SEET0819_09805
ko:K16053	senc:SEET0819_09810
ko:K12686	senc:SEET0819_09815
ko:K02795	senc:SEET0819_09840
ko:K02794	senc:SEET0819_09845
ko:K02793	senc:SEET0819_09850
ko:K10679	senc:SEET0819_09855
ko:K18325	senc:SEET0819_09870
ko:K06048	senc:SEET0819_09880
ko:K02362	senc:SEET0819_09885
ko:K07214	senc:SEET0819_09895
ko:K02364	senc:SEET0819_09905
ko:K02013	senc:SEET0819_09915
ko:K02015	senc:SEET0819_09920
ko:K02015	senc:SEET0819_09925
ko:K08225	senc:SEET0819_09930
ko:K02016	senc:SEET0819_09935
ko:K02361	senc:SEET0819_09940
ko:K02363	senc:SEET0819_09945
ko:K01252	senc:SEET0819_09950
ko:K02805	senc:SEET0819_03480
ko:K16693	senc:SEET0819_03485
ko:K12582	senc:SEET0819_03490
ko:K02853	senc:SEET0819_03495
ko:K02852	senc:SEET0819_03500
ko:K02498	senc:SEET0819_03530
ko:K02496	senc:SEET0819_03535
ko:K01719	senc:SEET0819_03540
ko:K01749	senc:SEET0819_03545
ko:K05851	senc:SEET0819_03550
ko:K06202	senc:SEET0819_03555
ko:K01778	senc:SEET0819_03575
ko:K09921	senc:SEET0819_03580
ko:K03733	senc:SEET0819_03585
ko:K03657	senc:SEET0819_03595
ko:K03284	senc:SEET0819_03600
ko:K05786	senc:SEET0819_03610
ko:K01058	senc:SEET0819_03620
ko:K03654	senc:SEET0819_03625
ko:K05835	senc:SEET0819_03630
ko:K05834	senc:SEET0819_03635
ko:K01048	senc:SEET0819_03640
ko:K03576	senc:SEET0819_03655
ko:K00549	senc:SEET0819_03660
ko:K06871	senc:SEET0819_03670
ko:K01061	senc:SEET0819_03675
ko:K00757	senc:SEET0819_03680
ko:K09760	senc:SEET0819_03685
ko:K03183	senc:SEET0819_03690
ko:K03690	senc:SEET0819_03695
ko:K03688	senc:SEET0819_03700
ko:K03116	senc:SEET0819_03705
ko:K03117	senc:SEET0819_03710
ko:K03118	senc:SEET0819_03715
ko:K03424	senc:SEET0819_03720
ko:K05785	senc:SEET0819_03725
ko:K03182	senc:SEET0819_03730
ko:K05368	senc:SEET0819_03735
ko:K00606	senc:SEET0819_07840
ko:K00950	senc:SEET0819_07845
ko:K00970	senc:SEET0819_07850
ko:K01894	senc:SEET0819_07855
ko:K06204	senc:SEET0819_07860
ko:K06206	senc:SEET0819_07865
ko:K01975	senc:SEET0819_07870
ko:K03579	senc:SEET0819_07875
ko:K05365	senc:SEET0819_07880
ko:K02014	senc:SEET0819_07885
ko:K02013	senc:SEET0819_07890
ko:K02016	senc:SEET0819_07895
ko:K02015	senc:SEET0819_07900
ko:K01845	senc:SEET0819_07940
ko:K03281	senc:SEET0819_07945
ko:K15724	senc:SEET0819_07950
ko:K06858	senc:SEET0819_07960
ko:K01243	senc:SEET0819_07965
ko:K01129	senc:SEET0819_07970
ko:K02647	senc:SEET0819_07980
ko:K00674	senc:SEET0819_07995
ko:K00990	senc:SEET0819_08000
ko:K01265	senc:SEET0819_08005
ko:K02967	senc:SEET0819_08010
ko:K02357	senc:SEET0819_08015
ko:K09903	senc:SEET0819_08020
ko:K02838	senc:SEET0819_08025
ko:K00099	senc:SEET0819_08030
ko:K00806	senc:SEET0819_08035
ko:K00981	senc:SEET0819_08040
ko:K11749	senc:SEET0819_08045
ko:K07277	senc:SEET0819_08050
ko:K06142	senc:SEET0819_08055
ko:K02536	senc:SEET0819_08060
ko:K02372	senc:SEET0819_08065
ko:K00677	senc:SEET0819_08070
ko:K00748	senc:SEET0819_08075
ko:K03470	senc:SEET0819_08080
ko:K02337	senc:SEET0819_08085
ko:K00151	senc:SEET0819_12170
ko:K00455	senc:SEET0819_12175
ko:K01826	senc:SEET0819_12180
ko:K02509	senc:SEET0819_12185
ko:K02510	senc:SEET0819_12190
ko:K02511	senc:SEET0819_12195
ko:K02508	senc:SEET0819_12200
ko:K18997	senc:SEET0819_12210
ko:K05516	senc:SEET0819_12215
ko:K08344	senc:SEET0819_12225
ko:K01085	senc:SEET0819_12240
ko:K03809	senc:SEET0819_12250
ko:K13821	senc:SEET0819_12270
ko:K11928	senc:SEET0819_12275
ko:K12972	senc:SEET0819_12325
ko:K04477	senc:SEET0819_12330
ko:K06214	senc:SEET0819_12345
ko:K04338	senc:SEET0819_12350
ko:K04337	senc:SEET0819_12355
ko:K04335	senc:SEET0819_12365
ko:K04334	senc:SEET0819_12370
ko:K11941	senc:SEET0819_12390
ko:K03670	senc:SEET0819_12395
ko:K03669	senc:SEET0819_12400
ko:K12147	senc:SEET0819_12410
ko:K08161	senc:SEET0819_12415
ko:K02517	senc:SEET0819_12420
ko:K07146	senc:SEET0819_12425
ko:K07136	senc:SEET0819_16535
ko:K15256	senc:SEET0819_16540
ko:K15257	senc:SEET0819_16545
ko:K06201	senc:SEET0819_16550
ko:K09907	senc:SEET0819_16555
ko:K01887	senc:SEET0819_16560
ko:K05515	senc:SEET0819_16565
ko:K15532	senc:SEET0819_16570
ko:K03516	senc:SEET0819_16575
ko:K02400	senc:SEET0819_16580
ko:K02401	senc:SEET0819_16585
ko:K03414	senc:SEET0819_16590
ko:K03413	senc:SEET0819_16595
ko:K03412	senc:SEET0819_16600
ko:K00575	senc:SEET0819_16605
ko:K03408	senc:SEET0819_16615
ko:K03407	senc:SEET0819_16620
ko:K02557	senc:SEET0819_16625
ko:K02556	senc:SEET0819_16630
ko:K02402	senc:SEET0819_16635
ko:K02403	senc:SEET0819_16640
ko:K14064	senc:SEET0819_16645
ko:K00697	senc:SEET0819_16650
ko:K01087	senc:SEET0819_16655
ko:K10538	senc:SEET0819_16660
ko:K02255	senc:SEET0819_16670
ko:K02217	senc:SEET0819_16685
ko:K03834	senc:SEET0819_16695
ko:K07039	senc:SEET0819_16700
ko:K00995	senc:SEET0819_16735
ko:K03703	senc:SEET0819_16740
ko:K07689	senc:SEET0819_16745
ko:K07782	senc:SEET0819_16760
ko:K15735	senc:SEET0819_20780
ko:K11685	senc:SEET0819_20810
ko:K00375	senc:SEET0819_20830
ko:K03647	senc:SEET0819_20845
ko:K02000	senc:SEET0819_20860
ko:K02001	senc:SEET0819_20865
ko:K02002	senc:SEET0819_20870
ko:K15974	senc:SEET0819_20880
ko:K03543	senc:SEET0819_20885
ko:K03446	senc:SEET0819_20890
ko:K00216	senc:SEET0819_09955
ko:K06200	senc:SEET0819_09965
ko:K08317	senc:SEET0819_09975
ko:K14287	senc:SEET0819_09980
ko:K03758	senc:SEET0819_14045
ko:K00324	senc:SEET0819_14055
ko:K00325	senc:SEET0819_14060
ko:K11744	senc:SEET0819_14065
ko:K11743	senc:SEET0819_14070
ko:K11742	senc:SEET0819_14075
ko:K04775	senc:SEET0819_14080
ko:K08224	senc:SEET0819_14095
ko:K15545	senc:SEET0819_14105
ko:K01935	senc:SEET0819_14110
ko:K03281	senc:SEET0819_14115
ko:K05847	senc:SEET0819_14120
ko:K05846	senc:SEET0819_14125
ko:K05845	senc:SEET0819_14130
ko:K05846	senc:SEET0819_14135
ko:K07312	senc:SEET0819_14145
ko:K07307	senc:SEET0819_14150
ko:K07310	senc:SEET0819_14155
ko:K07309	senc:SEET0819_14160
ko:K00657	senc:SEET0819_14175
ko:K09771	senc:SEET0819_14185
ko:K08323	senc:SEET0819_14190
ko:K08322	senc:SEET0819_14195
ko:K08173	senc:SEET0819_14200
ko:K00040	senc:SEET0819_14205
ko:K16066	senc:SEET0819_14220
ko:K01284	senc:SEET0819_14225
ko:K15268	senc:SEET0819_14255
ko:K13630	senc:SEET0819_14260
ko:K13632	senc:SEET0819_14265
ko:K03712	senc:SEET0819_14270
ko:K05595	senc:SEET0819_14275
ko:K08159	senc:SEET0819_14280
ko:K08324	senc:SEET0819_14290
ko:K01425	senc:SEET0819_14295
ko:K02193	senc:SEET0819_18380
ko:K02569	senc:SEET0819_18385
ko:K02568	senc:SEET0819_18390
ko:K02574	senc:SEET0819_18395
ko:K02573	senc:SEET0819_18400
ko:K02567	senc:SEET0819_18405
ko:K02570	senc:SEET0819_18410
ko:K02572	senc:SEET0819_18415
ko:K08276	senc:SEET0819_18420
ko:K06159	senc:SEET0819_18425
ko:K03919	senc:SEET0819_18430
ko:K10778	senc:SEET0819_18435
ko:K03734	senc:SEET0819_18440
ko:K09475	senc:SEET0819_18445
ko:K07676	senc:SEET0819_18450
ko:K07687	senc:SEET0819_18455
ko:K07677	senc:SEET0819_18460
ko:K02469	senc:SEET0819_18465
ko:K00568	senc:SEET0819_18470
ko:K11107	senc:SEET0819_18485
ko:K01126	senc:SEET0819_18500
ko:K02445	senc:SEET0819_18505
ko:K00111	senc:SEET0819_18510
ko:K00112	senc:SEET0819_18515
ko:K00113	senc:SEET0819_18520
ko:K18015	senc:SEET0819_18525
ko:K12660	senc:SEET0819_18535
ko:K12661	senc:SEET0819_18545
ko:K12944	senc:SEET0819_18565
ko:K07806	senc:SEET0819_18575
ko:K10012	senc:SEET0819_18580
ko:K10011	senc:SEET0819_18585
ko:K13014	senc:SEET0819_18590
ko:K07264	senc:SEET0819_18595
ko:K12962	senc:SEET0819_18600
ko:K12963	senc:SEET0819_18605
ko:K19238	senc:SEET0819_18610
ko:K01911	senc:SEET0819_18615
ko:K02549	senc:SEET0819_18620
ko:K01661	senc:SEET0819_18625
ko:K08680	senc:SEET0819_18630
ko:K11903	senc:SEET0819_22660
ko:K08191	senc:SEET0819_22675
ko:K01686	senc:SEET0819_22680
ko:K00040	senc:SEET0819_22685
ko:K01812	senc:SEET0819_22690
ko:K01460	senc:SEET0819_22700
ko:K11209	senc:SEET0819_22705
ko:K02020	senc:SEET0819_22710
ko:K02016	senc:SEET0819_22715
ko:K04653	senc:SEET0819_22720
ko:K04651	senc:SEET0819_22725
ko:K03605	senc:SEET0819_22735
ko:K06281	senc:SEET0819_22740
ko:K06282	senc:SEET0819_22755
ko:K03406	senc:SEET0819_22765
ko:K03559	senc:SEET0819_22795
ko:K03561	senc:SEET0819_22800
ko:K01760	senc:SEET0819_22810
ko:K08325	senc:SEET0819_22825
ko:K06221	senc:SEET0819_22830
ko:K03319	senc:SEET0819_22835
ko:K00655	senc:SEET0819_22875
ko:K02621	senc:SEET0819_22880
ko:K13652	senc:SEET0819_22885
ko:K07666	senc:SEET0819_22895
ko:K07645	senc:SEET0819_22900
ko:K07810	senc:SEET0819_01595
ko:K07796	senc:SEET0819_01600
ko:K07665	senc:SEET0819_01605
ko:K07644	senc:SEET0819_01610
ko:K15773	senc:SEET0819_01630
ko:K07007	senc:SEET0819_01655
ko:K16322	senc:SEET0819_01660
ko:K06144	senc:SEET0819_01665
ko:K06149	senc:SEET0819_01670
ko:K03305	senc:SEET0819_01675
ko:K15984	senc:SEET0819_01680
ko:K01414	senc:SEET0819_01685
ko:K07115	senc:SEET0819_01700
ko:K00383	senc:SEET0819_01705
ko:K07792	senc:SEET0819_01715
ko:K03710	senc:SEET0819_01730
ko:K01194	senc:SEET0819_01735
ko:K07058	senc:SEET0819_01760
ko:K07290	senc:SEET0819_01770
ko:K00874	senc:SEET0819_01780
ko:K11103	senc:SEET0819_01790
ko:K00694	senc:SEET0819_01815
ko:K12372	senc:SEET0819_01860
ko:K12371	senc:SEET0819_01865
ko:K12370	senc:SEET0819_01870
ko:K08138	senc:SEET0819_05965
ko:K03337	senc:SEET0819_05980
ko:K00140	senc:SEET0819_05985
ko:K03335	senc:SEET0819_05995
ko:K00010	senc:SEET0819_06000
ko:K01201	senc:SEET0819_06005
ko:K06606	senc:SEET0819_06010
ko:K03338	senc:SEET0819_06020
ko:K03336	senc:SEET0819_06030
ko:K00010	senc:SEET0819_06035
ko:K06606	senc:SEET0819_06045
ko:K06605	senc:SEET0819_06050
ko:K09889	senc:SEET0819_06055
ko:K03592	senc:SEET0819_06060
ko:K15536	senc:SEET0819_06065
ko:K01465	senc:SEET0819_06095
ko:K01042	senc:SEET0819_06100
ko:K18918	senc:SEET0819_06115
ko:K06218	senc:SEET0819_06120
ko:K01226	senc:SEET0819_06135
ko:K02818	senc:SEET0819_06140
ko:K02819	senc:SEET0819_06140
ko:K03485	senc:SEET0819_06145
ko:K01531	senc:SEET0819_06150
ko:K09022	senc:SEET0819_06160
ko:K00610	senc:SEET0819_06165
ko:K00609	senc:SEET0819_06170
ko:K00611	senc:SEET0819_06195
ko:K00926	senc:SEET0819_06200
ko:K01478	senc:SEET0819_06205
ko:K00611	senc:SEET0819_06215
ko:K09893	senc:SEET0819_06220
ko:K06169	senc:SEET0819_06225
ko:K04045	senc:SEET0819_10265
ko:K01250	senc:SEET0819_10275
ko:K10004	senc:SEET0819_10280
ko:K10002	senc:SEET0819_10285
ko:K10003	senc:SEET0819_10290
ko:K10001	senc:SEET0819_10295
ko:K03820	senc:SEET0819_10300
ko:K06189	senc:SEET0819_10305
ko:K07042	senc:SEET0819_10310
ko:K06168	senc:SEET0819_10320
ko:K03184	senc:SEET0819_10325
ko:K01953	senc:SEET0819_10370
ko:K02566	senc:SEET0819_10375
ko:K02565	senc:SEET0819_10380
ko:K01443	senc:SEET0819_10385
ko:K02564	senc:SEET0819_10390
ko:K02802	senc:SEET0819_10395
ko:K02803	senc:SEET0819_10395
ko:K02804	senc:SEET0819_10395
ko:K01886	senc:SEET0819_10400
ko:K03288	senc:SEET0819_10415
ko:K13795	senc:SEET0819_10420
ko:K13796	senc:SEET0819_10425
ko:K13794	senc:SEET0819_10430
ko:K02108	senc:SEET0819_03215
ko:K02116	senc:SEET0819_03220
ko:K03501	senc:SEET0819_03225
ko:K03495	senc:SEET0819_03230
ko:K06205	senc:SEET0819_03235
ko:K03718	senc:SEET0819_03240
ko:K01914	senc:SEET0819_03245
ko:K03924	senc:SEET0819_03255
ko:K03549	senc:SEET0819_03260
ko:K06726	senc:SEET0819_03265
ko:K10441	senc:SEET0819_03270
ko:K10440	senc:SEET0819_03275
ko:K10439	senc:SEET0819_03280
ko:K00852	senc:SEET0819_03285
ko:K02529	senc:SEET0819_03290
ko:K09897	senc:SEET0819_03340
ko:K07391	senc:SEET0819_03345
ko:K01652	senc:SEET0819_03350
ko:K11258	senc:SEET0819_03355
ko:K00826	senc:SEET0819_03360
ko:K01687	senc:SEET0819_03365
ko:K01754	senc:SEET0819_03370
ko:K02521	senc:SEET0819_03385
ko:K00053	senc:SEET0819_03390
ko:K03769	senc:SEET0819_03395
ko:K00757	senc:SEET0819_03405
ko:K03811	senc:SEET0819_03410
ko:K03656	senc:SEET0819_03415
ko:K01524	senc:SEET0819_03420
ko:K03732	senc:SEET0819_03425
ko:K03671	senc:SEET0819_03430
ko:K03628	senc:SEET0819_03435
ko:K02851	senc:SEET0819_03445
ko:K05790	senc:SEET0819_03450
ko:K01791	senc:SEET0819_03455
ko:K02472	senc:SEET0819_03460
ko:K01710	senc:SEET0819_03465
ko:K00973	senc:SEET0819_03470
ko:K16704	senc:SEET0819_03475
ko:K18778	senc:SEET0819_07580
ko:K00859	senc:SEET0819_07585
ko:K00364	senc:SEET0819_07590
ko:K02505	senc:SEET0819_07595
ko:K02504	senc:SEET0819_07600
ko:K02682	senc:SEET0819_07605
ko:K00767	senc:SEET0819_07610
ko:K03806	senc:SEET0819_07615
ko:K03807	senc:SEET0819_07620
ko:K11734	senc:SEET0819_07635
ko:K00163	senc:SEET0819_07645
ko:K00627	senc:SEET0819_07650
ko:K00382	senc:SEET0819_07655
ko:K01682	senc:SEET0819_07680
ko:K09910	senc:SEET0819_07695
ko:K02526	senc:SEET0819_07700
ko:K01611	senc:SEET0819_07720
ko:K00797	senc:SEET0819_07725
ko:K14588	senc:SEET0819_07735
ko:K00117	senc:SEET0819_07740
ko:K00760	senc:SEET0819_07745
ko:K01673	senc:SEET0819_07750
ko:K01990	senc:SEET0819_07755
ko:K01992	senc:SEET0819_07760
ko:K07347	senc:SEET0819_07770
ko:K07347	senc:SEET0819_07815
ko:K15540	senc:SEET0819_07820
ko:K01579	senc:SEET0819_07830
ko:K01918	senc:SEET0819_07835
ko:K03711	senc:SEET0819_10435
ko:K03839	senc:SEET0819_10440
ko:K03645	senc:SEET0819_10455
ko:K01835	senc:SEET0819_10460
ko:K03756	senc:SEET0819_10470
ko:K01581	senc:SEET0819_10475
ko:K07667	senc:SEET0819_10490
ko:K07646	senc:SEET0819_10495
ko:K01548	senc:SEET0819_10500
ko:K01547	senc:SEET0819_10505
ko:K01546	senc:SEET0819_10510
ko:K00370	senc:SEET0819_14580
ko:K00371	senc:SEET0819_14585
ko:K00373	senc:SEET0819_14590
ko:K00374	senc:SEET0819_14595
ko:K00675	senc:SEET0819_14605
ko:K11738	senc:SEET0819_14615
ko:K02014	senc:SEET0819_14630
ko:K03823	senc:SEET0819_14645
ko:K09936	senc:SEET0819_14650
ko:K00137	senc:SEET0819_14685
ko:K08641	senc:SEET0819_14695
ko:K08303	senc:SEET0819_14715
ko:K05782	senc:SEET0819_14725
ko:K16868	senc:SEET0819_14735
ko:K03304	senc:SEET0819_14740
ko:K03817	senc:SEET0819_14750
ko:K02774	senc:SEET0819_14760
ko:K02775	senc:SEET0819_14765
ko:K06971	senc:SEET0819_14770
ko:K02773	senc:SEET0819_14775
ko:K14587	senc:SEET0819_14780
ko:K03929	senc:SEET0819_14810
ko:K05876	senc:SEET0819_14825
ko:K00121	senc:SEET0819_14830
ko:K15349	senc:SEET0819_14850
ko:K01586	senc:SEET0819_18895
ko:K06714	senc:SEET0819_18900
ko:K00764	senc:SEET0819_18905
ko:K03558	senc:SEET0819_18910
ko:K03749	senc:SEET0819_18920
ko:K11754	senc:SEET0819_18925
ko:K01963	senc:SEET0819_18930
ko:K03975	senc:SEET0819_18935
ko:K06173	senc:SEET0819_18940
ko:K03473	senc:SEET0819_18950
ko:K07052	senc:SEET0819_18985
ko:K00647	senc:SEET0819_18990
ko:K15461	senc:SEET0819_18995
ko:K09906	senc:SEET0819_19005
ko:K07090	senc:SEET0819_19010
ko:K07261	senc:SEET0819_19015
ko:K01736	senc:SEET0819_19020
ko:K07320	senc:SEET0819_19025
ko:K08296	senc:SEET0819_19035
ko:K01782	senc:SEET0819_19040
ko:K06076	senc:SEET0819_19055
ko:K04754	senc:SEET0819_19060
ko:K07393	senc:SEET0819_23175
ko:K06911	senc:SEET0819_23190
ko:K01752	senc:SEET0819_23210
ko:K00656	senc:SEET0819_23215
ko:K00932	senc:SEET0819_23220
ko:K03838	senc:SEET0819_23225
ko:K01754	senc:SEET0819_23230
ko:K07592	senc:SEET0819_23235
ko:K00865	senc:SEET0819_23240
ko:K01630	senc:SEET0819_23250
ko:K01708	senc:SEET0819_23255
ko:K08302	senc:SEET0819_23260
ko:K16371	senc:SEET0819_23265
ko:K02773	senc:SEET0819_23270
ko:K02774	senc:SEET0819_23275
ko:K02775	senc:SEET0819_23280
ko:K00094	senc:SEET0819_23285
ko:K02436	senc:SEET0819_23290
ko:K07056	senc:SEET0819_23295
ko:K07121	senc:SEET0819_23300
ko:K07460	senc:SEET0819_23305
ko:K12961	senc:SEET0819_23310
ko:K05520	senc:SEET0819_23325
ko:K09979	senc:SEET0819_23330
ko:K07461	senc:SEET0819_23335
ko:K03824	senc:SEET0819_23340
ko:K08303	senc:SEET0819_23350
ko:K03835	senc:SEET0819_23365
ko:K05592	senc:SEET0819_23370
ko:K09955	senc:SEET0819_02155
ko:K00138	senc:SEET0819_02160
ko:K03833	senc:SEET0819_02170
ko:K01042	senc:SEET0819_02175
ko:K02798	senc:SEET0819_02185
ko:K02799	senc:SEET0819_02185
ko:K02800	senc:SEET0819_02185
ko:K00009	senc:SEET0819_02190
ko:K02562	senc:SEET0819_02195
ko:K14762	senc:SEET0819_02205
ko:K00427	senc:SEET0819_02220
ko:K14348	senc:SEET0819_02225
ko:K00101	senc:SEET0819_02230
ko:K03216	senc:SEET0819_02235
ko:K06145	senc:SEET0819_02240
ko:K03535	senc:SEET0819_02250
ko:K00640	senc:SEET0819_02255
ko:K00057	senc:SEET0819_02260
ko:K03071	senc:SEET0819_02265
ko:K15633	senc:SEET0819_02280
ko:K09798	senc:SEET0819_02290
ko:K00060	senc:SEET0819_02300
ko:K00639	senc:SEET0819_02305
ko:K03274	senc:SEET0819_02310
ko:K02843	senc:SEET0819_02315
ko:K07173	senc:SEET0819_20900
ko:K01919	senc:SEET0819_20905
ko:K03563	senc:SEET0819_20945
ko:K01872	senc:SEET0819_20950
ko:K03565	senc:SEET0819_20955
ko:K03743	senc:SEET0819_20965
ko:K08305	senc:SEET0819_20975
ko:K02783	senc:SEET0819_20980
ko:K02782	senc:SEET0819_20985
ko:K02783	senc:SEET0819_20985
ko:K02781	senc:SEET0819_20990
ko:K00068	senc:SEET0819_20995
ko:K02466	senc:SEET0819_21000
ko:K02468	senc:SEET0819_21005
ko:K02467	senc:SEET0819_21010
ko:K12266	senc:SEET0819_21015
ko:K12264	senc:SEET0819_21020
ko:K12265	senc:SEET0819_21025
ko:K04656	senc:SEET0819_21030
ko:K05796	senc:SEET0819_21035
ko:K02841	senc:SEET0819_02320
ko:K02847	senc:SEET0819_02325
ko:K03280	senc:SEET0819_02330
ko:K12981	senc:SEET0819_02335
ko:K02850	senc:SEET0819_02340
ko:K03279	senc:SEET0819_02345
ko:K03278	senc:SEET0819_02350
ko:K02840	senc:SEET0819_02355
ko:K02848	senc:SEET0819_02365
ko:K02844	senc:SEET0819_02370
ko:K02849	senc:SEET0819_02375
ko:K02527	senc:SEET0819_02380
ko:K00954	senc:SEET0819_02385
ko:K10563	senc:SEET0819_02390
ko:K00135	senc:SEET0819_06515
ko:K19048	senc:SEET0819_06535
ko:K01154	senc:SEET0819_06540
ko:K03427	senc:SEET0819_06545
ko:K01153	senc:SEET0819_06550
ko:K01002	senc:SEET0819_06615
ko:K02317	senc:SEET0819_06630
ko:K13255	senc:SEET0819_06660
ko:K00564	senc:SEET0819_06690
ko:K02344	senc:SEET0819_06695
ko:K03789	senc:SEET0819_06700
ko:K08723	senc:SEET0819_06705
ko:K02837	senc:SEET0819_06710
ko:K04065	senc:SEET0819_06715
ko:K03424	senc:SEET0819_06730
ko:K01619	senc:SEET0819_06745
ko:K00758	senc:SEET0819_06750
ko:K01839	senc:SEET0819_06755
ko:K03784	senc:SEET0819_06760
ko:K01785	senc:SEET0819_10805
ko:K00849	senc:SEET0819_10810
ko:K00965	senc:SEET0819_10815
ko:K01784	senc:SEET0819_10820
ko:K05776	senc:SEET0819_10830
ko:K02019	senc:SEET0819_10835
ko:K02020	senc:SEET0819_10845
ko:K02018	senc:SEET0819_10850
ko:K02017	senc:SEET0819_10855
ko:K07404	senc:SEET0819_10865
ko:K01051	senc:SEET0819_10870
ko:K01468	senc:SEET0819_10875
ko:K01479	senc:SEET0819_10880
ko:K05836	senc:SEET0819_10885
ko:K01712	senc:SEET0819_10890
ko:K01745	senc:SEET0819_10895
ko:K06910	senc:SEET0819_10900
ko:K00833	senc:SEET0819_10905
ko:K01012	senc:SEET0819_10910
ko:K00652	senc:SEET0819_10915
ko:K02169	senc:SEET0819_10920
ko:K01935	senc:SEET0819_10925
ko:K03702	senc:SEET0819_10930
ko:K03639	senc:SEET0819_10945
ko:K03638	senc:SEET0819_10950
ko:K03637	senc:SEET0819_10955
ko:K03636	senc:SEET0819_10960
ko:K03635	senc:SEET0819_10965
ko:K06890	senc:SEET0819_10970
ko:K06890	senc:SEET0819_10975
ko:K07027	senc:SEET0819_10990
ko:K01993	senc:SEET0819_11025
ko:K00615	senc:SEET0819_11050
ko:K00615	senc:SEET0819_11055
ko:K04072	senc:SEET0819_11060
ko:K15580	senc:SEET0819_15130
ko:K14054	senc:SEET0819_15135
ko:K11065	senc:SEET0819_15145
ko:K03721	senc:SEET0819_15150
ko:K08990	senc:SEET0819_15155
ko:K06918	senc:SEET0819_15160
ko:K03972	senc:SEET0819_15165
ko:K03971	senc:SEET0819_15170
ko:K03970	senc:SEET0819_15180
ko:K03969	senc:SEET0819_15185
ko:K03974	senc:SEET0819_15190
ko:K19226	senc:SEET0819_15195
ko:K19227	senc:SEET0819_15200
ko:K19228	senc:SEET0819_15205
ko:K19229	senc:SEET0819_15210
ko:K19230	senc:SEET0819_15215
ko:K00208	senc:SEET0819_15230
ko:K01147	senc:SEET0819_15240
ko:K14051	senc:SEET0819_15245
ko:K04062	senc:SEET0819_15260
ko:K03113	senc:SEET0819_15265
ko:K01591	senc:SEET0819_15270
ko:K08992	senc:SEET0819_15280
ko:K01497	senc:SEET0819_15290
ko:K01681	senc:SEET0819_15295
ko:K13634	senc:SEET0819_15310
ko:K03168	senc:SEET0819_15315
ko:K04774	senc:SEET0819_15325
ko:K19221	senc:SEET0819_15335
ko:K06178	senc:SEET0819_15340
ko:K07053	senc:SEET0819_15350
ko:K01657	senc:SEET0819_15355
ko:K13497	senc:SEET0819_15360
ko:K13498	senc:SEET0819_15365
ko:K01696	senc:SEET0819_15370
ko:K01695	senc:SEET0819_15375
ko:K12974	senc:SEET0819_19450
ko:K14261	senc:SEET0819_19455
ko:K00845	senc:SEET0819_19460
ko:K03322	senc:SEET0819_19485
ko:K11535	senc:SEET0819_19490
ko:K01885	senc:SEET0819_19520
ko:K11537	senc:SEET0819_19555
ko:K03815	senc:SEET0819_19560
ko:K14347	senc:SEET0819_19575
ko:K09954	senc:SEET0819_19580
ko:K01972	senc:SEET0819_19585
ko:K03528	senc:SEET0819_19590
ko:K06203	senc:SEET0819_19595
ko:K01738	senc:SEET0819_19600
ko:K02784	senc:SEET0819_19610
ko:K08483	senc:SEET0819_19615
ko:K02777	senc:SEET0819_19620
ko:K00868	senc:SEET0819_19630
ko:K01951	senc:SEET0819_19640
ko:K12339	senc:SEET0819_19655
ko:K02045	senc:SEET0819_19660
ko:K02047	senc:SEET0819_19665
ko:K02046	senc:SEET0819_19670
ko:K02048	senc:SEET0819_19675
ko:K07223	senc:SEET0819_19685
ko:K01448	senc:SEET0819_19705
ko:K00228	senc:SEET0819_19710
ko:K00123	senc:SEET0819_04020
ko:K02379	senc:SEET0819_04025
ko:K03534	senc:SEET0819_04055
ko:K01629	senc:SEET0819_04065
ko:K01813	senc:SEET0819_04070
ko:K00848	senc:SEET0819_04075
ko:K02855	senc:SEET0819_04080
ko:K02854	senc:SEET0819_04085
ko:K02856	senc:SEET0819_04090
ko:K04564	senc:SEET0819_04120
ko:K07640	senc:SEET0819_04135
ko:K06006	senc:SEET0819_04145
ko:K13283	senc:SEET0819_04150
ko:K00850	senc:SEET0819_04155
ko:K02048	senc:SEET0819_04160
ko:K01521	senc:SEET0819_04165
ko:K00847	senc:SEET0819_04175
ko:K11216	senc:SEET0819_04205
ko:K11531	senc:SEET0819_04210
ko:K10558	senc:SEET0819_04215
ko:K10556	senc:SEET0819_04220
ko:K10557	senc:SEET0819_04225
