ko:K01212	bya:BANAU_3943
ko:K13612	bya:BANAU_1675
ko:K13611	bya:BANAU_1674
ko:K15924	bya:BANAU_1939
ko:K06343	bya:BANAU_1082
ko:K05518	bya:BANAU_0438
ko:K06329	bya:BANAU_3938
ko:K11626	bya:BANAU_0225
ko:K06335	bya:BANAU_1903
ko:K13532	bya:BANAU_1278
ko:K06344	bya:BANAU_1081
ko:K15921	bya:BANAU_1940
ko:K16202	bya:BANAU_1216
ko:K16199	bya:BANAU_1217
ko:K16201	bya:BANAU_1215
ko:K16200	bya:BANAU_1214
ko:K16203	bya:BANAU_1213
ko:K09022	bya:BANAU_0048
ko:K09685	bya:BANAU_0047
ko:K02499	bya:BANAU_0058
ko:K07114	bya:BANAU_0065
ko:K02619	bya:BANAU_0076
ko:K01081	bya:BANAU_0850
ko:K02443	bya:BANAU_0858
ko:K01835	bya:BANAU_0862
ko:K03647	bya:BANAU_1696
ko:K03713	bya:BANAU_1705
ko:K13300	bya:BANAU_2500
ko:K01489	bya:BANAU_2510
ko:K03299	bya:BANAU_3318
ko:K02238	bya:BANAU_2539
ko:K05595	bya:BANAU_3299
ko:K00851	bya:BANAU_3317
ko:K00158	bya:BANAU_0393
ko:K03294	bya:BANAU_1206
ko:K01297	bya:BANAU_1218
ko:K07404	bya:BANAU_1222
ko:K03307	bya:BANAU_2058
ko:K00027	bya:BANAU_2844
ko:K00059	bya:BANAU_2853
ko:K06286	bya:BANAU_2872
ko:K06147	bya:BANAU_3626
ko:K00374	bya:BANAU_3629
ko:K07729	bya:BANAU_3640
ko:K01480	bya:BANAU_3644
ko:K03294	bya:BANAU_3652
ko:K00625	bya:BANAU_3667
ko:K07045	bya:BANAU_0814
ko:K01092	bya:BANAU_0160
ko:K01560	bya:BANAU_0192
ko:K07120	bya:BANAU_0977
ko:K15629	bya:BANAU_1013
ko:K06889	bya:BANAU_1020
ko:K03647	bya:BANAU_1825
ko:K00854	bya:BANAU_1860
ko:K13953	bya:BANAU_1865
ko:K02242	bya:BANAU_3449
ko:K02241	bya:BANAU_3450
ko:K02240	bya:BANAU_3451
ko:K07692	bya:BANAU_3453
ko:K01104	bya:BANAU_0727
ko:K07104	bya:BANAU_0761
ko:K02414	bya:BANAU_1580
ko:K00626	bya:BANAU_2397
ko:K01262	bya:BANAU_2432
ko:K07770	bya:BANAU_3201
ko:K01679	bya:BANAU_3205
ko:K11618	bya:BANAU_3210
ko:K11617	bya:BANAU_3211
ko:K06346	bya:BANAU_3988
ko:K01176	bya:BANAU_0270
ko:K00016	bya:BANAU_0271
ko:K01916	bya:BANAU_0278
ko:K00294	bya:BANAU_0287
ko:K00121	bya:BANAU_0298
ko:K08093	bya:BANAU_0305
ko:K01760	bya:BANAU_1100
ko:K00652	bya:BANAU_1952
ko:K00666	bya:BANAU_1963
ko:K02428	bya:BANAU_2757
ko:K00241	bya:BANAU_2766
ko:K01209	bya:BANAU_2772
ko:K03471	bya:BANAU_2784
ko:K01104	bya:BANAU_3533
ko:K01181	bya:BANAU_3567
ko:K03307	bya:BANAU_0622
ko:K02433	bya:BANAU_0624
ko:K14338	bya:BANAU_0661
ko:K03294	bya:BANAU_0673
ko:K07177	bya:BANAU_1459
ko:K08724	bya:BANAU_1470
ko:K02824	bya:BANAU_1499
ko:K03768	bya:BANAU_2297
ko:K07258	bya:BANAU_2310
ko:K03783	bya:BANAU_2311
ko:K04763	bya:BANAU_2313
ko:K03711	bya:BANAU_2315
ko:K00027	bya:BANAU_2319
ko:K01424	bya:BANAU_2322
ko:K01515	bya:BANAU_2325
ko:K06889	bya:BANAU_2329
ko:K00867	bya:BANAU_2341
ko:K07017	bya:BANAU_3095
ko:K13628	bya:BANAU_3116
ko:K03317	bya:BANAU_3118
ko:K03386	bya:BANAU_3879
ko:K03518	bya:BANAU_3884
ko:K00819	bya:BANAU_3904
ko:K07652	bya:BANAU_3918
ko:K07668	bya:BANAU_3919
ko:K00657	bya:BANAU_0524
ko:K03492	bya:BANAU_0537
ko:K01409	bya:BANAU_0552
ko:K07052	bya:BANAU_0559
ko:K03635	bya:BANAU_1342
ko:K02005	bya:BANAU_1345
ko:K02004	bya:BANAU_1347
ko:K16264	bya:BANAU_0480
ko:K09167	bya:BANAU_0423
ko:K08981	bya:BANAU_0424
ko:K05340	bya:BANAU_0353
ko:K07315	bya:BANAU_0434
ko:K08964	bya:BANAU_1275
ko:K03697	bya:BANAU_1282
ko:K07305	bya:BANAU_2091
ko:K07304	bya:BANAU_2092
ko:K03469	bya:BANAU_2117
ko:K03469	bya:BANAU_2119
ko:K04767	bya:BANAU_2896
ko:K00027	bya:BANAU_2915
ko:K01439	bya:BANAU_2924
ko:K06183	bya:BANAU_2929
ko:K05020	bya:BANAU_2932
ko:K00294	bya:BANAU_3680
ko:K03488	bya:BANAU_3711
ko:K03090	bya:BANAU_0437
ko:K03095	bya:BANAU_0441
ko:K00567	bya:BANAU_1268
ko:K08969	bya:BANAU_1272
ko:K00882	bya:BANAU_1349
ko:K03499	bya:BANAU_1361
ko:K15329	bya:BANAU_1370
ko:K03436	bya:BANAU_1348
ko:K01092	bya:BANAU_1390
ko:K03700	bya:BANAU_2197
ko:K02086	bya:BANAU_2201
ko:K00974	bya:BANAU_2211
ko:K01569	bya:BANAU_2218
ko:K03886	bya:BANAU_2223
ko:K04517	bya:BANAU_2228
ko:K00575	bya:BANAU_2239
ko:K00805	bya:BANAU_2241
ko:K02552	bya:BANAU_2995
ko:K07192	bya:BANAU_2999
ko:K03499	bya:BANAU_3007
ko:K03406	bya:BANAU_3016
ko:K03406	bya:BANAU_3017
ko:K03406	bya:BANAU_3018
ko:K03406	bya:BANAU_3019
ko:K16012	bya:BANAU_3780
ko:K16013	bya:BANAU_3781
ko:K01784	bya:BANAU_3790
ko:K01258	bya:BANAU_3791
ko:K03488	bya:BANAU_3803
ko:K06902	bya:BANAU_3804
ko:K03708	bya:BANAU_0082
ko:K07067	bya:BANAU_0087
ko:K09698	bya:BANAU_0091
ko:K00564	bya:BANAU_0105
ko:K01077	bya:BANAU_0872
ko:K03294	bya:BANAU_0877
ko:K03455	bya:BANAU_0912
ko:K03698	bya:BANAU_0921
ko:K07533	bya:BANAU_0923
ko:K06948	bya:BANAU_2549
ko:K03976	bya:BANAU_2580
ko:K14338	bya:BANAU_2583
ko:K03929	bya:BANAU_3343
ko:K01182	bya:BANAU_3362
ko:K02004	bya:BANAU_0335
ko:K00135	bya:BANAU_0352
ko:K02799	bya:BANAU_0359
ko:K01784	bya:BANAU_1146
ko:K02786	bya:BANAU_1149
ko:K01220	bya:BANAU_1150
ko:K02530	bya:BANAU_1151
ko:K01719	bya:BANAU_1164
ko:K00059	bya:BANAU_1992
ko:K00058	bya:BANAU_1997
ko:K02800	bya:BANAU_0359
ko:K01209	bya:BANAU_2793
ko:K00853	bya:BANAU_2800
ko:K07025	bya:BANAU_2813
ko:K11144	bya:BANAU_2817
ko:K03346	bya:BANAU_2818
ko:K10563	bya:BANAU_2827
ko:K02798	bya:BANAU_0360
ko:K07658	bya:BANAU_2830
ko:K07114	bya:BANAU_3578
ko:K07114	bya:BANAU_3579
ko:K02116	bya:BANAU_3593
ko:K08234	bya:BANAU_3607
ko:K00027	bya:BANAU_3610
ko:K02446	bya:BANAU_3614
ko:K00616	bya:BANAU_3616
ko:K03048	bya:BANAU_3621
ko:K03321	bya:BANAU_0162
ko:K07586	bya:BANAU_0795
ko:K11085	bya:BANAU_0796
ko:K09825	bya:BANAU_0800
ko:K02035	bya:BANAU_0808
ko:K02033	bya:BANAU_0809
ko:K09764	bya:BANAU_1618
ko:K03177	bya:BANAU_1620
ko:K06994	bya:BANAU_1640
ko:K00059	bya:BANAU_1643
ko:K00639	bya:BANAU_1655
ko:K13280	bya:BANAU_2448
ko:K02249	bya:BANAU_2452
ko:K02248	bya:BANAU_2453
ko:K00547	bya:BANAU_0224
ko:K01113	bya:BANAU_0235
ko:K01424	bya:BANAU_0242
ko:K01182	bya:BANAU_0252
ko:K09815	bya:BANAU_0253
ko:K02035	bya:BANAU_1044
ko:K02033	bya:BANAU_1045
ko:K15582	bya:BANAU_1051
ko:K07816	bya:BANAU_1067
ko:K02246	bya:BANAU_2455
ko:K02245	bya:BANAU_2456
ko:K02244	bya:BANAU_2457
ko:K02243	bya:BANAU_2458
ko:K16509	bya:BANAU_2462
ko:K00845	bya:BANAU_2469
ko:K01934	bya:BANAU_2473
ko:K02076	bya:BANAU_2491
ko:K01569	bya:BANAU_3228
ko:K03316	bya:BANAU_3249
ko:K00380	bya:BANAU_3251
ko:K07213	bya:BANAU_3259
ko:K00059	bya:BANAU_3273
ko:K03153	bya:BANAU_1074
ko:K09976	bya:BANAU_1897
ko:K06196	bya:BANAU_1899
ko:K07105	bya:BANAU_2704
ko:K04518	bya:BANAU_2705
ko:K07584	bya:BANAU_2710
ko:K06402	bya:BANAU_2712
ko:K02236	bya:BANAU_2722
ko:K01719	bya:BANAU_2730
ko:K04076	bya:BANAU_2737
ko:K09693	bya:BANAU_3472
ko:K00852	bya:BANAU_3498
ko:K10440	bya:BANAU_3501
ko:K10439	bya:BANAU_3502
ko:K06325	bya:BANAU_3510
ko:K03455	bya:BANAU_1071
ko:K07032	bya:BANAU_0479
ko:K00121	bya:BANAU_0505
ko:K11189	bya:BANAU_1303
ko:K08483	bya:BANAU_1304
ko:K03406	bya:BANAU_1307
ko:K00841	bya:BANAU_1313
ko:K07098	bya:BANAU_1319
ko:K05822	bya:BANAU_1331
ko:K06877	bya:BANAU_2188
ko:K01048	bya:BANAU_2963
ko:K02051	bya:BANAU_2971
ko:K02049	bya:BANAU_2972
ko:K02050	bya:BANAU_2973
ko:K11709	bya:BANAU_2986
ko:K11708	bya:BANAU_2987
ko:K11710	bya:BANAU_2988
ko:K02549	bya:BANAU_2990
ko:K08680	bya:BANAU_2993
ko:K01759	bya:BANAU_3744
ko:K01222	bya:BANAU_3758
ko:K03491	bya:BANAU_3762
ko:K11707	bya:BANAU_2989
ko:K01226	bya:BANAU_0715
ko:K03486	bya:BANAU_0716
ko:K02823	bya:BANAU_1504
ko:K00949	bya:BANAU_1532
ko:K07030	bya:BANAU_1536
ko:K00059	bya:BANAU_1543
ko:K09787	bya:BANAU_1550
ko:K00059	bya:BANAU_2356
ko:K15329	bya:BANAU_2360
ko:K00784	bya:BANAU_2368
ko:K00033	bya:BANAU_2370
ko:K00929	bya:BANAU_2387
ko:K01466	bya:BANAU_3139
ko:K09684	bya:BANAU_3140
ko:K04488	bya:BANAU_3166
ko:K15986	bya:BANAU_3940
ko:K07052	bya:BANAU_3965
ko:K01759	bya:BANAU_3967
ko:K07094	bya:BANAU_0616
ko:K04763	bya:BANAU_1421
ko:K01958	bya:BANAU_1440
ko:K02274	bya:BANAU_1444
ko:K02862	bya:BANAU_1447
ko:K00805	bya:BANAU_2243
ko:K01823	bya:BANAU_2254
ko:K06313	bya:BANAU_2259
ko:K07052	bya:BANAU_2268
ko:K05337	bya:BANAU_2271
ko:K00058	bya:BANAU_2273
ko:K09763	bya:BANAU_2288
ko:K07570	bya:BANAU_3038
ko:K02056	bya:BANAU_3054
ko:K05565	bya:BANAU_3057
ko:K05568	bya:BANAU_3060
ko:K05570	bya:BANAU_3062
ko:K01479	bya:BANAU_3826
ko:K01619	bya:BANAU_3830
ko:K00010	bya:BANAU_3856
ko:K06610	bya:BANAU_3857
ko:K00939	bya:BANAU_0136
ko:K03593	bya:BANAU_0154
ko:K00626	bya:BANAU_0957
ko:K05937	bya:BANAU_0965
ko:K03307	bya:BANAU_0970
ko:K01243	bya:BANAU_2595
ko:K09762	bya:BANAU_3378
ko:K06023	bya:BANAU_3401
ko:K02564	bya:BANAU_3403
ko:K15770	bya:BANAU_3367
ko:K06439	bya:BANAU_0503
ko:K03483	bya:BANAU_0376
ko:K00034	bya:BANAU_0354
ko:K05519	bya:BANAU_1036
ko:K02525	bya:BANAU_1926
ko:K16698	bya:BANAU_3459
ko:K06367	bya:BANAU_1716
ko:K06389	bya:BANAU_1202
ko:K06419	bya:BANAU_0902
ko:K06418	bya:BANAU_2868
ko:K13277	bya:BANAU_3746
ko:K13276	bya:BANAU_1481
ko:K15772	bya:BANAU_3365
ko:K15771	bya:BANAU_3366
ko:K16786	bya:BANAU_0144
ko:K00090	bya:BANAU_3374
ko:K17234	bya:BANAU_2796
ko:K16787	bya:BANAU_0145
ko:K16785	bya:BANAU_0146
ko:K16699	bya:BANAU_3458
ko:K05825	bya:BANAU_3322
ko:K07257	bya:BANAU_3692
ko:K11637	bya:BANAU_0695
ko:K10119	bya:BANAU_3150
ko:K15337	bya:BANAU_1670
ko:K06421	bya:BANAU_1260
ko:K06320	bya:BANAU_2088
ko:K06297	bya:BANAU_0325
ko:K10810	bya:BANAU_1073
ko:K09681	bya:BANAU_1988
ko:K00980	bya:BANAU_3476
ko:K02032	bya:BANAU_1043
ko:K02031	bya:BANAU_1042
ko:K16789	bya:BANAU_2998
ko:K01985	bya:BANAU_r027
ko:K01985	bya:BANAU_r003
ko:K01985	bya:BANAU_r015
ko:K01985	bya:BANAU_r012
ko:K01985	bya:BANAU_r028
ko:K01985	bya:BANAU_r021
ko:K01985	bya:BANAU_r018
ko:K01985	bya:BANAU_r009
ko:K01985	bya:BANAU_r024
ko:K01985	bya:BANAU_r006
ko:K07979	bya:BANAU_2956
ko:K04757	bya:BANAU_0436
ko:K15555	bya:BANAU_0815
ko:K16694	bya:BANAU_3464
ko:K16705	bya:BANAU_3461
ko:K16706	bya:BANAU_3460
ko:K10117	bya:BANAU_3152
ko:K15313	bya:BANAU_2346
ko:K08168	bya:BANAU_2569
ko:K07250	bya:BANAU_0351
ko:K01233	bya:BANAU_3164
ko:K15312	bya:BANAU_1672
ko:K06336	bya:BANAU_2447
ko:K06351	bya:BANAU_0368
ko:K06595	bya:BANAU_0960
ko:K06113	bya:BANAU_2802
ko:K02277	bya:BANAU_1446
ko:K07705	bya:BANAU_2811
ko:K13052	bya:BANAU_0062
ko:K06315	bya:BANAU_1305
ko:K13037	bya:BANAU_3672
ko:K13281	bya:BANAU_3624
ko:K06378	bya:BANAU_2309
ko:K06415	bya:BANAU_0871
ko:K00634	bya:BANAU_2389
ko:K03429	bya:BANAU_2112
ko:K02303	bya:BANAU_1512
ko:K11050	bya:BANAU_0632
ko:K02032	bya:BANAU_1221
ko:K02068	bya:BANAU_1167
ko:K07029	bya:BANAU_0628
ko:K08194	bya:BANAU_0282
ko:K10118	bya:BANAU_3151
ko:K10118	bya:BANAU_2936
ko:K10119	bya:BANAU_2937
ko:K00128	bya:BANAU_2878
ko:K16962	bya:BANAU_0330
ko:K16043	bya:BANAU_1002
ko:K00128	bya:BANAU_3872
ko:K16044	bya:BANAU_3261
ko:K06359	bya:BANAU_1415
ko:K06016	bya:BANAU_0473
ko:K12263	bya:BANAU_3431
ko:K14228	bya:BANAU_t037
ko:K14228	bya:BANAU_t011
ko:K16785	bya:BANAU_1243
ko:K16786	bya:BANAU_1244
ko:K16787	bya:BANAU_1244
ko:K11639	bya:BANAU_0698
ko:K15657	bya:BANAU_0309
ko:K02768	bya:BANAU_2577
ko:K02769	bya:BANAU_2577
ko:K02770	bya:BANAU_2577
ko:K11991	bya:BANAU_0019
ko:K16919	bya:BANAU_2952
ko:K02809	bya:BANAU_3710
ko:K02810	bya:BANAU_3710
ko:K16918	bya:BANAU_2950
ko:K16920	bya:BANAU_2951
ko:K16919	bya:BANAU_2954
ko:K16921	bya:BANAU_2955
ko:K16919	bya:BANAU_2953
ko:K06113	bya:BANAU_3821
ko:K03417	bya:BANAU_2392
ko:K00951	bya:BANAU_2680
ko:K02803	bya:BANAU_0707
ko:K02804	bya:BANAU_0707
ko:K16898	bya:BANAU_0983
ko:K16899	bya:BANAU_0982
ko:K16869	bya:BANAU_3664
ko:K16925	bya:BANAU_1245
ko:K02538	bya:BANAU_2578
ko:K01980	bya:BANAU_r002
ko:K01980	bya:BANAU_r023
ko:K01980	bya:BANAU_r008
ko:K01980	bya:BANAU_r011
ko:K01980	bya:BANAU_r029
ko:K01980	bya:BANAU_r026
ko:K01980	bya:BANAU_r005
ko:K01980	bya:BANAU_r014
ko:K01980	bya:BANAU_r017
ko:K01980	bya:BANAU_r020
ko:K14233	bya:BANAU_t044
ko:K14228	bya:BANAU_t058
ko:K16960	bya:BANAU_3266
ko:K16959	bya:BANAU_3267
ko:K16958	bya:BANAU_3268
ko:K16957	bya:BANAU_3269
ko:K16956	bya:BANAU_3270
ko:K02101	bya:BANAU_2798
ko:K15327	bya:BANAU_1667
ko:K16963	bya:BANAU_0331
ko:K15468	bya:BANAU_1679
ko:K21064	bya:BANAU_1019
ko:K01897	bya:BANAU_0951
ko:K17103	bya:BANAU_0216
ko:K01990	bya:BANAU_2927
ko:K01992	bya:BANAU_2926
ko:K01990	bya:BANAU_3110
ko:K01992	bya:BANAU_0918
ko:K01218	bya:BANAU_3775
ko:K01990	bya:BANAU_0839
ko:K01990	bya:BANAU_0917
ko:K01990	bya:BANAU_0933
ko:K01992	bya:BANAU_3111
ko:K01664	bya:BANAU_0075
ko:K01990	bya:BANAU_0183
ko:K03457	bya:BANAU_3553
ko:K17217	bya:BANAU_2593
ko:K00096	bya:BANAU_2797
ko:K06430	bya:BANAU_2195
ko:K17216	bya:BANAU_2594
ko:K00034	bya:BANAU_0251
ko:K01897	bya:BANAU_2777
ko:K03457	bya:BANAU_3778
ko:K06298	bya:BANAU_2759
ko:K00265	bya:BANAU_1987
ko:K16235	bya:BANAU_0223
ko:K02484	bya:BANAU_3911
ko:K06427	bya:BANAU_3236
ko:K04091	bya:BANAU_0818
ko:K01537	bya:BANAU_1517
ko:K17462	bya:BANAU_2596
ko:K02029	bya:BANAU_2379
ko:K02028	bya:BANAU_2378
ko:K01992	bya:BANAU_0934
ko:K17235	bya:BANAU_2795
ko:K17236	bya:BANAU_2794
ko:K03574	bya:BANAU_0476
ko:K03574	bya:BANAU_3381
ko:K03574	bya:BANAU_3819
ko:K14233	bya:BANAU_t003
ko:K14233	bya:BANAU_t074
ko:K01585	bya:BANAU_1386
ko:K01990	bya:BANAU_0413
ko:K01990	bya:BANAU_0664
ko:K01990	bya:BANAU_1094
ko:K01990	bya:BANAU_3658
ko:K10112	bya:BANAU_3147
ko:K01990	bya:BANAU_0195
ko:K01990	bya:BANAU_0840
ko:K01990	bya:BANAU_3244
ko:K01990	bya:BANAU_3686
ko:K10112	bya:BANAU_3786
ko:K19309	bya:BANAU_0737
ko:K01992	bya:BANAU_0196
ko:K01992	bya:BANAU_0197
ko:K01992	bya:BANAU_0665
ko:K01992	bya:BANAU_3245
ko:K01992	bya:BANAU_3659
ko:K14219	bya:BANAU_t063
ko:K14219	bya:BANAU_t064
ko:K17472	bya:BANAU_2672
ko:K17686	bya:BANAU_3258
ko:K01227	bya:BANAU_3479
ko:K03292	bya:BANAU_1856
ko:K03292	bya:BANAU_1173
ko:K17836	bya:BANAU_1140
ko:K01843	bya:BANAU_2076
ko:K06518	bya:BANAU_0189
ko:K06518	bya:BANAU_3737
ko:K01791	bya:BANAU_3470
ko:K17752	bya:BANAU_0433
ko:K17828	bya:BANAU_1505
ko:K11928	bya:BANAU_0288
ko:K12574	bya:BANAU_1363
ko:K12574	bya:BANAU_1632
ko:K18115	bya:BANAU_2030
ko:K17763	bya:BANAU_0654
ko:K17763	bya:BANAU_1242
ko:K17763	bya:BANAU_2044
ko:K17763	bya:BANAU_2461
ko:K17837	bya:BANAU_1092
ko:K17763	bya:BANAU_0431
ko:K07284	bya:BANAU_0694
ko:K07284	bya:BANAU_0851
ko:K00661	bya:BANAU_0510
ko:K17733	bya:BANAU_0249
ko:K00128	bya:BANAU_2029
ko:K17758	bya:BANAU_3779
ko:K17762	bya:BANAU_0432
ko:K17734	bya:BANAU_1684
ko:K01187	bya:BANAU_3024
ko:K00537	bya:BANAU_3180
ko:K08221	bya:BANAU_0680
ko:K18104	bya:BANAU_3388
ko:K00632	bya:BANAU_3182
ko:K01046	bya:BANAU_0243
ko:K02809	bya:BANAU_0172
ko:K02810	bya:BANAU_0172
ko:K00004	bya:BANAU_0576
ko:K07222	bya:BANAU_0481
ko:K01101	bya:BANAU_3129
ko:K03892	bya:BANAU_3767
ko:K05799	bya:BANAU_3323
ko:K01297	bya:BANAU_2015
ko:K03206	bya:BANAU_0865
ko:K21471	bya:BANAU_3383
ko:K07145	bya:BANAU_0651
ko:K21469	bya:BANAU_0171
ko:K21472	bya:BANAU_3133
ko:K03719	bya:BANAU_0384
ko:K21466	bya:BANAU_1311
ko:K18231	bya:BANAU_0516
ko:K19302	bya:BANAU_3559
ko:K19546	bya:BANAU_3675
ko:K06284	bya:BANAU_1358
ko:K01092	bya:BANAU_1391
ko:K01425	bya:BANAU_1403
ko:K07659	bya:BANAU_3850
ko:K03529	bya:BANAU_1547
ko:K06019	bya:BANAU_3955
ko:K06304	bya:BANAU_2406
ko:K03466	bya:BANAU_1635
ko:K07727	bya:BANAU_1767
ko:K00004	bya:BANAU_0161
ko:K03671	bya:BANAU_1828
ko:K11691	bya:BANAU_0409
ko:K03703	bya:BANAU_2769
ko:K02069	bya:BANAU_1165
ko:K03088	bya:BANAU_2883
ko:K15973	bya:BANAU_1252
ko:K01714	bya:BANAU_0485
ko:K09457	bya:BANAU_1291
ko:K19449	bya:BANAU_2446
ko:K19429	bya:BANAU_3329
ko:K19430	bya:BANAU_3328
ko:K06366	bya:BANAU_3141
ko:K19420	bya:BANAU_3341
ko:K22579	bya:BANAU_3415
ko:K03742	bya:BANAU_1648
ko:K16236	bya:BANAU_3827
ko:K00681	bya:BANAU_3514
ko:K00681	bya:BANAU_1979
ko:K08693	bya:BANAU_0720
ko:K15640	bya:BANAU_0956
ko:K09388	bya:BANAU_3653
ko:K06384	bya:BANAU_2316
ko:K06380	bya:BANAU_2721
ko:K04749	bya:BANAU_0435
ko:K09809	bya:BANAU_3474
ko:K12555	bya:BANAU_0939
ko:K18770	bya:BANAU_3048
ko:K18672	bya:BANAU_0178
ko:K18707	bya:BANAU_2523
ko:K18692	bya:BANAU_2495
ko:K18929	bya:BANAU_3320
ko:K01971	bya:BANAU_1254
ko:K18928	bya:BANAU_3321
ko:K18924	bya:BANAU_1226
ko:K18925	bya:BANAU_1227
ko:K18907	bya:BANAU_3962
ko:K06147	bya:BANAU_0759
ko:K09692	bya:BANAU_3473
ko:K01612	bya:BANAU_0318
ko:K07171	bya:BANAU_0430
ko:K10747	bya:BANAU_1788
ko:K18967	bya:BANAU_0844
ko:K03790	bya:BANAU_1881
ko:K06147	bya:BANAU_0758
ko:K05593	bya:BANAU_0644
ko:K03111	bya:BANAU_3974
ko:K03497	bya:BANAU_3982
ko:K03496	bya:BANAU_3983
ko:K03497	bya:BANAU_3984
ko:K03502	bya:BANAU_1715
ko:K04794	bya:BANAU_1829
ko:K03111	bya:BANAU_3541
ko:K03169	bya:BANAU_0385
ko:K04565	bya:BANAU_2039
ko:K08191	bya:BANAU_1927
ko:K19005	bya:BANAU_0666
ko:K03526	bya:BANAU_2488
ko:K19005	bya:BANAU_0709
ko:K18979	bya:BANAU_0824
ko:K01174	bya:BANAU_1709
ko:K07816	bya:BANAU_3750
ko:K14742	bya:BANAU_0550
ko:K06609	bya:BANAU_0547
ko:K19242	bya:BANAU_0874
ko:K02483	bya:BANAU_0336
ko:K19563	bya:BANAU_1953
ko:K02777	bya:BANAU_2189
ko:K07149	bya:BANAU_0312
ko:K00354	bya:BANAU_2365
ko:K19220	bya:BANAU_2040
ko:K00798	bya:BANAU_3217
ko:K19223	bya:BANAU_0868
ko:K19224	bya:BANAU_0873
ko:K01897	bya:BANAU_0958
ko:K01710	bya:BANAU_3689
ko:K01447	bya:BANAU_1200
ko:K11615	bya:BANAU_3052
ko:K06345	bya:BANAU_2698
ko:K12132	bya:BANAU_1529
ko:K01447	bya:BANAU_1181
ko:K07451	bya:BANAU_2157
ko:K07462	bya:BANAU_1801
ko:K01785	bya:BANAU_1974
ko:K19426	bya:BANAU_3333
ko:K19433	bya:BANAU_2449
ko:K19302	bya:BANAU_2070
ko:K00020	bya:BANAU_1308
ko:K19285	bya:BANAU_3715
ko:K19286	bya:BANAU_0347
ko:K19424	bya:BANAU_3336
ko:K06884	bya:BANAU_0404
ko:K03722	bya:BANAU_2206
ko:K03722	bya:BANAU_2180
ko:K02100	bya:BANAU_3309
ko:K01567	bya:BANAU_0736
ko:K01992	bya:BANAU_0414
ko:K01992	bya:BANAU_0841
ko:K01992	bya:BANAU_1093
ko:K01992	bya:BANAU_3246
ko:K00839	bya:BANAU_3144
ko:K11638	bya:BANAU_0696
ko:K19422	bya:BANAU_3338
ko:K19421	bya:BANAU_3339
ko:K04771	bya:BANAU_3199
ko:K04771	bya:BANAU_1211
ko:K01400	bya:BANAU_1393
ko:K19405	bya:BANAU_0084
ko:K00903	bya:BANAU_3340
ko:K19411	bya:BANAU_0083
ko:K00526	bya:BANAU_1827
ko:K00525	bya:BANAU_1697
ko:K00525	bya:BANAU_1826
ko:K19432	bya:BANAU_3728
ko:K19419	bya:BANAU_3335
ko:K19423	bya:BANAU_3337
ko:K19425	bya:BANAU_3334
ko:K03574	bya:BANAU_2974
ko:K19428	bya:BANAU_3330
ko:K19431	bya:BANAU_3327
ko:K19418	bya:BANAU_3331
ko:K07149	bya:BANAU_3346
ko:K18567	bya:BANAU_0536
ko:K19550	bya:BANAU_3669
ko:K13613	bya:BANAU_2355
ko:K06881	bya:BANAU_2849
ko:K19577	bya:BANAU_0779
ko:K11625	bya:BANAU_0514
ko:K00887	bya:BANAU_2511
ko:K03294	bya:BANAU_2561
ko:K21755	bya:BANAU_0316
ko:K19552	bya:BANAU_3671
ko:K19549	bya:BANAU_3670
ko:K19548	bya:BANAU_3673
ko:K19547	bya:BANAU_3674
ko:K08164	bya:BANAU_1980
ko:K01258	bya:BANAU_2374
ko:K01142	bya:BANAU_3969
ko:K01142	bya:BANAU_3970
ko:K03784	bya:BANAU_2066
ko:K03784	bya:BANAU_2067
ko:K19784	bya:BANAU_3033
ko:K00547	bya:BANAU_1008
ko:K00297	bya:BANAU_1008
ko:K07119	bya:BANAU_0684
ko:K19802	bya:BANAU_1219
ko:K19955	bya:BANAU_3036
ko:K02004	bya:BANAU_0631
ko:K19955	bya:BANAU_3035
ko:K05770	bya:BANAU_2997
ko:K20074	bya:BANAU_1528
ko:K18907	bya:BANAU_1005
ko:K20201	bya:BANAU_3598
ko:K20116	bya:BANAU_1302
ko:K20117	bya:BANAU_1302
ko:K20118	bya:BANAU_1302
ko:K21613	bya:BANAU_0332
ko:K22222	bya:BANAU_1754
ko:K20492	bya:BANAU_3286
ko:K20461	bya:BANAU_3849
ko:K20460	bya:BANAU_3848
ko:K20459	bya:BANAU_3847
ko:K20487	bya:BANAU_3284
ko:K20488	bya:BANAU_3285
ko:K20490	bya:BANAU_3288
ko:K20491	bya:BANAU_3287
ko:K20534	bya:BANAU_1209
ko:K18889	bya:BANAU_0898
ko:K08884	bya:BANAU_0066
ko:K18890	bya:BANAU_0899
ko:K20534	bya:BANAU_0787
ko:K21759	bya:BANAU_0319
ko:K22103	bya:BANAU_3540
ko:K20742	bya:BANAU_1220
ko:K07258	bya:BANAU_2284
ko:K01271	bya:BANAU_1299
ko:K01208	bya:BANAU_3368
ko:K22106	bya:BANAU_2584
ko:K21029	bya:BANAU_1339
ko:K20895	bya:BANAU_1486
ko:K03148	bya:BANAU_1077
ko:K21064	bya:BANAU_3487
ko:K08968	bya:BANAU_2875
ko:K00821	bya:BANAU_1028
ko:K21064	bya:BANAU_0364
ko:K00435	bya:BANAU_3668
ko:K00526	bya:BANAU_1698
ko:K02314	bya:BANAU_3923
ko:K00560	bya:BANAU_0488
