ko:K04042	mtf:TBFG_11036
ko:K15582	mtf:TBFG_13694
ko:K04069	mtf:TBFG_13159
ko:K10112	mtf:TBFG_12075
ko:K17484	mtf:TBFG_12300
ko:K17483	mtf:TBFG_12301
ko:K00330	mtf:TBFG_13166
ko:K00331	mtf:TBFG_13167
ko:K00332	mtf:TBFG_13168
ko:K00333	mtf:TBFG_13169
ko:K00334	mtf:TBFG_13170
ko:K00341	mtf:TBFG_13177
ko:K00342	mtf:TBFG_13178
ko:K00343	mtf:TBFG_13179
ko:K03924	mtf:TBFG_13185
ko:K09118	mtf:TBFG_13213
ko:K07177	mtf:TBFG_13214
ko:K03088	mtf:TBFG_13250
ko:K00800	mtf:TBFG_13256
ko:K06949	mtf:TBFG_13257
ko:K03455	mtf:TBFG_13265
ko:K09781	mtf:TBFG_13109
ko:K03664	mtf:TBFG_13117
ko:K02836	mtf:TBFG_13122
ko:K00528	mtf:TBFG_13123
ko:K00803	mtf:TBFG_13124
ko:K03639	mtf:TBFG_13126
ko:K01724	mtf:TBFG_13127
ko:K03637	mtf:TBFG_13128
ko:K03636	mtf:TBFG_13129
ko:K01740	mtf:TBFG_13373
ko:K00641	mtf:TBFG_13374
ko:K07131	mtf:TBFG_13400
ko:K03216	mtf:TBFG_13402
ko:K01087	mtf:TBFG_13408
ko:K07025	mtf:TBFG_13412
ko:K01662	mtf:TBFG_13415
ko:K03527	mtf:TBFG_13416
ko:K00384	mtf:TBFG_11499
ko:K06287	mtf:TBFG_13311
ko:K02426	mtf:TBFG_13313
ko:K03090	mtf:TBFG_13315
ko:K02039	mtf:TBFG_13330
ko:K00382	mtf:TBFG_13332
ko:K00761	mtf:TBFG_13338
ko:K01488	mtf:TBFG_13344
ko:K01489	mtf:TBFG_13346
ko:K00241	mtf:TBFG_13347
ko:K00242	mtf:TBFG_13348
ko:K03637	mtf:TBFG_13355
ko:K01724	mtf:TBFG_13356
ko:K03088	mtf:TBFG_13360
ko:K07258	mtf:TBFG_13362
ko:K01443	mtf:TBFG_13364
ko:K07058	mtf:TBFG_13368
ko:K01867	mtf:TBFG_13369
ko:K00031	mtf:TBFG_13371
ko:K00943	mtf:TBFG_13276
ko:K01251	mtf:TBFG_13277
ko:K00496	mtf:TBFG_13281
ko:K03294	mtf:TBFG_13282
ko:K00067	mtf:TBFG_13295
ko:K00697	mtf:TBFG_13524
ko:K02067	mtf:TBFG_13528
ko:K02067	mtf:TBFG_13529
ko:K02067	mtf:TBFG_13531
ko:K02067	mtf:TBFG_13532
ko:K02066	mtf:TBFG_13534
ko:K02066	mtf:TBFG_13535
ko:K00059	mtf:TBFG_13536
ko:K00574	mtf:TBFG_13426
ko:K01951	mtf:TBFG_13431
ko:K02291	mtf:TBFG_13432
ko:K00088	mtf:TBFG_13444
ko:K00088	mtf:TBFG_13445
ko:K03088	mtf:TBFG_13448
ko:K04077	mtf:TBFG_13451
ko:K04078	mtf:TBFG_13452
ko:K01409	mtf:TBFG_13453
ko:K06925	mtf:TBFG_13456
ko:K01775	mtf:TBFG_13457
ko:K00820	mtf:TBFG_13473
ko:K03431	mtf:TBFG_13478
ko:K02996	mtf:TBFG_13479
ko:K02871	mtf:TBFG_13480
ko:K02919	mtf:TBFG_13498
ko:K01790	mtf:TBFG_13502
ko:K01666	mtf:TBFG_13506
ko:K01652	mtf:TBFG_13507
ko:K01652	mtf:TBFG_13543
ko:K01666	mtf:TBFG_13567
ko:K02879	mtf:TBFG_13493
ko:K02986	mtf:TBFG_13495
ko:K02948	mtf:TBFG_13496
ko:K02952	mtf:TBFG_13497
ko:K10112	mtf:TBFG_11263
ko:K17811	mtf:TBFG_13413
ko:K17836	mtf:TBFG_12104
ko:K12574	mtf:TBFG_12765
ko:K00254	mtf:TBFG_12169
ko:K00059	mtf:TBFG_13592
ko:K01770	mtf:TBFG_13614
ko:K00991	mtf:TBFG_13615
ko:K01579	mtf:TBFG_13633
ko:K01918	mtf:TBFG_13634
ko:K00950	mtf:TBFG_13638
ko:K03704	mtf:TBFG_13677
ko:K02283	mtf:TBFG_13689
ko:K01895	mtf:TBFG_13698
ko:K01633	mtf:TBFG_13639
ko:K00796	mtf:TBFG_13640
ko:K01495	mtf:TBFG_13641
ko:K07259	mtf:TBFG_13658
ko:K01507	mtf:TBFG_13659
ko:K09799	mtf:TBFG_13660
ko:K09153	mtf:TBFG_13663
ko:K04095	mtf:TBFG_13672
ko:K06877	mtf:TBFG_13678
ko:K17947	mtf:TBFG_10547
ko:K07054	mtf:TBFG_10424
ko:K07493	mtf:TBFG_13468
ko:K07493	mtf:TBFG_13671
ko:K07064	mtf:TBFG_12879
ko:K07064	mtf:TBFG_13351
ko:K17883	mtf:TBFG_12870
ko:K08351	mtf:TBFG_11470
ko:K00104	mtf:TBFG_12303
ko:K17840	mtf:TBFG_10266
ko:K09013	mtf:TBFG_11491
ko:K04488	mtf:TBFG_11493
ko:K03924	mtf:TBFG_11508
ko:K01243	mtf:TBFG_12315
ko:K21688	mtf:TBFG_11028
ko:K00138	mtf:TBFG_10465
ko:K02377	mtf:TBFG_11546
ko:K06994	mtf:TBFG_11555
ko:K01870	mtf:TBFG_11569
ko:K03101	mtf:TBFG_11572
ko:K02945	mtf:TBFG_11646
ko:K00859	mtf:TBFG_11647
ko:K03702	mtf:TBFG_11649
ko:K03701	mtf:TBFG_11654
ko:K02520	mtf:TBFG_11658
ko:K02916	mtf:TBFG_11659
ko:K02887	mtf:TBFG_11660
ko:K03437	mtf:TBFG_11661
ko:K00145	mtf:TBFG_11670
ko:K00930	mtf:TBFG_11672
ko:K00611	mtf:TBFG_11674
ko:K03402	mtf:TBFG_11675
ko:K01940	mtf:TBFG_11676
ko:K01755	mtf:TBFG_11677
ko:K00945	mtf:TBFG_11727
ko:K03977	mtf:TBFG_11728
ko:K00074	mtf:TBFG_11730
ko:K01772	mtf:TBFG_11514
ko:K07588	mtf:TBFG_11526
ko:K09165	mtf:TBFG_11529
ko:K02805	mtf:TBFG_11534
ko:K02805	mtf:TBFG_11535
ko:K01711	mtf:TBFG_11541
ko:K01711	mtf:TBFG_11545
ko:K06044	mtf:TBFG_11595
ko:K01935	mtf:TBFG_11602
ko:K01012	mtf:TBFG_11606
ko:K03517	mtf:TBFG_11610
ko:K00278	mtf:TBFG_11611
ko:K00767	mtf:TBFG_11612
ko:K00013	mtf:TBFG_11615
ko:K00817	mtf:TBFG_11616
ko:K01693	mtf:TBFG_11617
ko:K01496	mtf:TBFG_11622
ko:K07300	mtf:TBFG_11623
ko:K03564	mtf:TBFG_11624
ko:K01609	mtf:TBFG_11627
ko:K00873	mtf:TBFG_11633
ko:K01866	mtf:TBFG_11705
ko:K00858	mtf:TBFG_11710
ko:K03631	mtf:TBFG_11711
ko:K01937	mtf:TBFG_11714
ko:K00545	mtf:TBFG_11718
ko:K06886	mtf:TBFG_11575
ko:K07124	mtf:TBFG_11577
ko:K00246	mtf:TBFG_11586
ko:K06994	mtf:TBFG_11589
ko:K01754	mtf:TBFG_11591
ko:K01236	mtf:TBFG_11594
ko:K02575	mtf:TBFG_11755
ko:K01823	mtf:TBFG_11763
ko:K01154	mtf:TBFG_12768
ko:K02066	mtf:TBFG_11994
ko:K02066	mtf:TBFG_11995
ko:K01114	mtf:TBFG_11775
ko:K06994	mtf:TBFG_11778
ko:K03761	mtf:TBFG_13511
ko:K03742	mtf:TBFG_11930
ko:K18472	mtf:TBFG_12276
ko:K02067	mtf:TBFG_10173
ko:K18481	mtf:TBFG_13527
ko:K18481	mtf:TBFG_12003
ko:K18481	mtf:TBFG_11394
ko:K18481	mtf:TBFG_13526
ko:K18481	mtf:TBFG_11393
ko:K18481	mtf:TBFG_12004
ko:K18481	mtf:TBFG_10176
ko:K18481	mtf:TBFG_10177
ko:K18481	mtf:TBFG_10178
ko:K18481	mtf:TBFG_10179
ko:K18455	mtf:TBFG_11100
ko:K03574	mtf:TBFG_13000
ko:K22311	mtf:TBFG_12630
ko:K18554	mtf:TBFG_12654
ko:K18688	mtf:TBFG_13548
ko:K07485	mtf:TBFG_11340
ko:K07497	mtf:TBFG_13804
ko:K18687	mtf:TBFG_13594
ko:K01990	mtf:TBFG_13815
ko:K01992	mtf:TBFG_13817
ko:K21672	mtf:TBFG_10944
ko:K18917	mtf:TBFG_13221
ko:K18955	mtf:TBFG_13450
ko:K18913	mtf:TBFG_13731
ko:K07171	mtf:TBFG_12023
ko:K18955	mtf:TBFG_13245
ko:K18851	mtf:TBFG_13838
ko:K07171	mtf:TBFG_12814
ko:K03111	mtf:TBFG_12502
ko:K18851	mtf:TBFG_11914
ko:K10747	mtf:TBFG_13079
ko:K04565	mtf:TBFG_10437
ko:K03496	mtf:TBFG_13239
ko:K18894	mtf:TBFG_10196
ko:K01971	mtf:TBFG_10956
ko:K18955	mtf:TBFG_13712
ko:K18911	mtf:TBFG_13732
ko:K18912	mtf:TBFG_13734
ko:K07064	mtf:TBFG_12621
ko:K07064	mtf:TBFG_13202
ko:K07497	mtf:TBFG_10852
ko:K07497	mtf:TBFG_11739
ko:K07497	mtf:TBFG_11773
ko:K07497	mtf:TBFG_11780
ko:K07497	mtf:TBFG_11785
ko:K07497	mtf:TBFG_11792
ko:K07497	mtf:TBFG_11806
ko:K07497	mtf:TBFG_12048
ko:K07497	mtf:TBFG_12114
ko:K07497	mtf:TBFG_12378
ko:K07497	mtf:TBFG_12381
ko:K07497	mtf:TBFG_12416
ko:K07497	mtf:TBFG_12828
ko:K07497	mtf:TBFG_13132
ko:K07497	mtf:TBFG_13206
ko:K07497	mtf:TBFG_13357
ko:K01046	mtf:TBFG_13114
ko:K00336	mtf:TBFG_13172
ko:K07064	mtf:TBFG_12516
ko:K03976	mtf:TBFG_13253
ko:K12132	mtf:TBFG_12123
ko:K07483	mtf:TBFG_11347
ko:K07483	mtf:TBFG_12417
ko:K07483	mtf:TBFG_12829
ko:K07483	mtf:TBFG_13207
ko:K07483	mtf:TBFG_13131
ko:K07483	mtf:TBFG_13358
ko:K07483	mtf:TBFG_11740
ko:K07483	mtf:TBFG_11774
ko:K07483	mtf:TBFG_11781
ko:K07483	mtf:TBFG_11784
ko:K07483	mtf:TBFG_11791
ko:K07483	mtf:TBFG_12113
ko:K07483	mtf:TBFG_11807
ko:K07483	mtf:TBFG_12049
ko:K07497	mtf:TBFG_11348
ko:K07493	mtf:TBFG_11065
ko:K07493	mtf:TBFG_12534
ko:K07493	mtf:TBFG_13039
ko:K07493	mtf:TBFG_13135
ko:K00370	mtf:TBFG_11754
ko:K03526	mtf:TBFG_12884
ko:K07493	mtf:TBFG_11223
ko:K19092	mtf:TBFG_11987
ko:K07746	mtf:TBFG_11988
ko:K19139	mtf:TBFG_12834
ko:K19221	mtf:TBFG_12864
ko:K19138	mtf:TBFG_12836
ko:K19093	mtf:TBFG_12172
ko:K00798	mtf:TBFG_11341
ko:K19158	mtf:TBFG_13394
ko:K19140	mtf:TBFG_12833
ko:K01865	mtf:TBFG_13095
ko:K19159	mtf:TBFG_13393
ko:K01710	mtf:TBFG_13818
ko:K09951	mtf:TBFG_12830
ko:K00135	mtf:TBFG_11748
ko:K07493	mtf:TBFG_10938
ko:K01992	mtf:TBFG_11702
ko:K07064	mtf:TBFG_12137
ko:K07497	mtf:TBFG_13466
ko:K03722	mtf:TBFG_11361
ko:K07486	mtf:TBFG_12045
ko:K07098	mtf:TBFG_13714
ko:K06881	mtf:TBFG_12852
ko:K15856	mtf:TBFG_10113
ko:K08884	mtf:TBFG_11764
ko:K19686	mtf:TBFG_10635
ko:K19686	mtf:TBFG_10620
ko:K19687	mtf:TBFG_10634
ko:K19687	mtf:TBFG_11758
ko:K19710	mtf:TBFG_12632
ko:K19687	mtf:TBFG_10619
ko:K19686	mtf:TBFG_12013
ko:K19686	mtf:TBFG_12772
ko:K19686	mtf:TBFG_11759
ko:K13775	mtf:TBFG_13251
ko:K12132	mtf:TBFG_10014
ko:K12132	mtf:TBFG_10015
ko:K20074	mtf:TBFG_10018
ko:K20467	mtf:TBFG_10205
ko:K22552	mtf:TBFG_10863
ko:K20469	mtf:TBFG_10207
ko:K20497	mtf:TBFG_12293
ko:K20470	mtf:TBFG_10208
ko:K20466	mtf:TBFG_10204
ko:K20468	mtf:TBFG_10206
ko:K05375	mtf:TBFG_12402
ko:K01214	mtf:TBFG_11596
ko:K08884	mtf:TBFG_12928
ko:K20814	mtf:TBFG_12144
ko:K21142	mtf:TBFG_13139
ko:K21059	mtf:TBFG_12964
ko:K01768	mtf:TBFG_11346
ko:K01768	mtf:TBFG_11349
ko:K21071	mtf:TBFG_13025
ko:K21014	mtf:TBFG_10302
ko:K00821	mtf:TBFG_11673
ko:K21119	mtf:TBFG_11282
ko:K21147	mtf:TBFG_13230
ko:K21199	mtf:TBFG_12295
ko:K02314	mtf:TBFG_10057
ko:K06217	mtf:TBFG_12394
ko:K06904	mtf:TBFG_12667
ko:K01520	mtf:TBFG_12712
ko:K03465	mtf:TBFG_12767
ko:K00287	mtf:TBFG_12776
ko:K00560	mtf:TBFG_12777
ko:K07465	mtf:TBFG_12151
ko:K21302	mtf:TBFG_13339
ko:K21142	mtf:TBFG_13354
ko:K08884	mtf:TBFG_12204
ko:K22468	mtf:TBFG_13261
ko:K08884	mtf:TBFG_10949
ko:K06954	mtf:TBFG_10455
ko:K07027	mtf:TBFG_10596
ko:K08884	mtf:TBFG_11761
ko:K00632	mtf:TBFG_12803
ko:K21147	mtf:TBFG_13136
ko:K21148	mtf:TBFG_11366
ko:K03636	mtf:TBFG_10885
ko:K07133	mtf:TBFG_13323
ko:K21310	mtf:TBFG_13267
ko:K21397	mtf:TBFG_11765
ko:K21473	mtf:TBFG_11506
ko:K03651	mtf:TBFG_10820
ko:K21474	mtf:TBFG_11507
ko:K21401	mtf:TBFG_10571
ko:K21481	mtf:TBFG_13625
ko:K21687	mtf:TBFG_10884
ko:K21600	mtf:TBFG_10985
ko:K21600	mtf:TBFG_10191
ko:K10914	mtf:TBFG_13707
ko:K21608	mtf:TBFG_10864
ko:K21691	mtf:TBFG_12476
ko:K21672	mtf:TBFG_11077
ko:K21686	mtf:TBFG_11152
ko:K21689	mtf:TBFG_11912
ko:K21690	mtf:TBFG_12414
ko:K21884	mtf:TBFG_11692
ko:K21885	mtf:TBFG_12026
ko:K21886	mtf:TBFG_13776
ko:K21929	mtf:TBFG_11285
ko:K21887	mtf:TBFG_13775
ko:K21961	mtf:TBFG_13891
ko:K21992	mtf:TBFG_11377
ko:K21962	mtf:TBFG_11503
ko:K22027	mtf:TBFG_13111
ko:K00936	mtf:TBFG_13246
ko:K22010	mtf:TBFG_11642
ko:K22044	mtf:TBFG_13121
ko:K22107	mtf:TBFG_13607
ko:K03595	mtf:TBFG_12390
ko:K22108	mtf:TBFG_13590
ko:K17758	mtf:TBFG_13470
ko:K17759	mtf:TBFG_13470
ko:K22297	mtf:TBFG_11938
ko:K22306	mtf:TBFG_12447
ko:K02257	mtf:TBFG_11479
ko:K22336	mtf:TBFG_13875
ko:K01563	mtf:TBFG_12599
ko:K22295	mtf:TBFG_13440
ko:K22298	mtf:TBFG_12384
ko:K01551	mtf:TBFG_12212
ko:K22303	mtf:TBFG_13441
ko:K03181	mtf:TBFG_12963
ko:K07141	mtf:TBFG_10350
ko:K11206	mtf:TBFG_10488
ko:K01934	mtf:TBFG_11010
ko:K05606	mtf:TBFG_11354
ko:K21495	mtf:TBFG_11981
ko:K00728	mtf:TBFG_11021
ko:K08300	mtf:TBFG_12471
ko:K08301	mtf:TBFG_12471
ko:K07566	mtf:TBFG_11328
