ko:K01488	ect:ECIAI39_1434
ko:K04758	ect:ECIAI39_3888
ko:K02195	ect:ECIAI39_2337
ko:K02194	ect:ECIAI39_2338
ko:K02193	ect:ECIAI39_2339
ko:K02569	ect:ECIAI39_2340
ko:K02568	ect:ECIAI39_2341
ko:K02573	ect:ECIAI39_2343
ko:K02567	ect:ECIAI39_2344
ko:K02570	ect:ECIAI39_2345
ko:K08276	ect:ECIAI39_2346
ko:K00116	ect:ECIAI39_2347
ko:K03919	ect:ECIAI39_2349
ko:K03734	ect:ECIAI39_2351
ko:K09475	ect:ECIAI39_2352
ko:K07676	ect:ECIAI39_2354
ko:K07710	ect:ECIAI39_2357
ko:K02106	ect:ECIAI39_2361
ko:K02469	ect:ECIAI39_2369
ko:K00525	ect:ECIAI39_2376
ko:K00526	ect:ECIAI39_2377
ko:K11107	ect:ECIAI39_2378
ko:K03673	ect:ECIAI39_3140
ko:K09896	ect:ECIAI39_3142
ko:K03752	ect:ECIAI39_3143
ko:K03753	ect:ECIAI39_3144
ko:K00230	ect:ECIAI39_3145
ko:K03498	ect:ECIAI39_3146
ko:K03182	ect:ECIAI39_3154
ko:K05785	ect:ECIAI39_3155
ko:K03424	ect:ECIAI39_3156
ko:K03118	ect:ECIAI39_3157
ko:K03117	ect:ECIAI39_3158
ko:K03116	ect:ECIAI39_3159
ko:K03688	ect:ECIAI39_3160
ko:K03690	ect:ECIAI39_3161
ko:K03183	ect:ECIAI39_3162
ko:K09760	ect:ECIAI39_3163
ko:K00883	ect:ECIAI39_3165
ko:K00757	ect:ECIAI39_3171
ko:K00549	ect:ECIAI39_3180
ko:K03576	ect:ECIAI39_3181
ko:K03654	ect:ECIAI39_3187
ko:K02773	ect:ECIAI39_3964
ko:K02774	ect:ECIAI39_3965
ko:K02775	ect:ECIAI39_3966
ko:K01993	ect:ECIAI39_3973
ko:K07007	ect:ECIAI39_3981
ko:K06144	ect:ECIAI39_3983
ko:K06149	ect:ECIAI39_3985
ko:K03305	ect:ECIAI39_3986
ko:K01414	ect:ECIAI39_3988
ko:K07115	ect:ECIAI39_3989
ko:K00383	ect:ECIAI39_3990
ko:K03893	ect:ECIAI39_3994
ko:K07089	ect:ECIAI39_3997
ko:K07285	ect:ECIAI39_3999
ko:K07225	ect:ECIAI39_4001
ko:K02016	ect:ECIAI39_4004
ko:K07227	ect:ECIAI39_4006
ko:K02015	ect:ECIAI39_4008
ko:K02013	ect:ECIAI39_4009
ko:K07507	ect:ECIAI39_4010
ko:K03427	ect:ECIAI39_4818
ko:K01153	ect:ECIAI39_4819
ko:K02317	ect:ECIAI39_4835
ko:K02344	ect:ECIAI39_4843
ko:K03789	ect:ECIAI39_4844
ko:K08723	ect:ECIAI39_4845
ko:K06952	ect:ECIAI39_4850
ko:K01785	ect:ECIAI39_0724
ko:K00849	ect:ECIAI39_0725
ko:K05776	ect:ECIAI39_0728
ko:K02019	ect:ECIAI39_0729
ko:K02020	ect:ECIAI39_0731
ko:K02018	ect:ECIAI39_0732
ko:K01681	ect:ECIAI39_0739
ko:K06910	ect:ECIAI39_0749
ko:K00833	ect:ECIAI39_0750
ko:K01012	ect:ECIAI39_0751
ko:K02169	ect:ECIAI39_0753
ko:K01935	ect:ECIAI39_0754
ko:K03702	ect:ECIAI39_0755
ko:K03639	ect:ECIAI39_0757
ko:K03638	ect:ECIAI39_0758
ko:K03637	ect:ECIAI39_0759
ko:K03635	ect:ECIAI39_0761
ko:K06890	ect:ECIAI39_0762
ko:K06890	ect:ECIAI39_0763
ko:K01993	ect:ECIAI39_0771
ko:K07300	ect:ECIAI39_1554
ko:K06197	ect:ECIAI39_1555
ko:K06039	ect:ECIAI39_1557
ko:K07673	ect:ECIAI39_1560
ko:K02575	ect:ECIAI39_1562
ko:K00370	ect:ECIAI39_1563
ko:K00371	ect:ECIAI39_1564
ko:K00373	ect:ECIAI39_1565
ko:K00374	ect:ECIAI39_1566
ko:K01433	ect:ECIAI39_1567
ko:K09858	ect:ECIAI39_1568
ko:K07001	ect:ECIAI39_1569
ko:K00963	ect:ECIAI39_1571
ko:K03746	ect:ECIAI39_1572
ko:K00857	ect:ECIAI39_1573
ko:K09901	ect:ECIAI39_1583
ko:K06131	ect:ECIAI39_1584
ko:K09780	ect:ECIAI39_1588
ko:K03832	ect:ECIAI39_1589
ko:K10806	ect:ECIAI39_1590
ko:K06190	ect:ECIAI39_1591
ko:K07275	ect:ECIAI39_1593
ko:K01695	ect:ECIAI39_1597
ko:K01696	ect:ECIAI39_1598
ko:K01657	ect:ECIAI39_1601
ko:K01126	ect:ECIAI39_2382
ko:K03722	ect:ECIAI39_0776
ko:K07336	ect:ECIAI39_0781
ko:K04047	ect:ECIAI39_0790
ko:K00656	ect:ECIAI39_0800
ko:K04069	ect:ECIAI39_0801
ko:K03750	ect:ECIAI39_0804
ko:K07258	ect:ECIAI39_0818
ko:K11534	ect:ECIAI39_0819
ko:K08160	ect:ECIAI39_0821
ko:K07085	ect:ECIAI39_0826
ko:K07053	ect:ECIAI39_1602
ko:K06178	ect:ECIAI39_1605
ko:K03168	ect:ECIAI39_1613
ko:K01681	ect:ECIAI39_1617
ko:K01591	ect:ECIAI39_1622
ko:K03113	ect:ECIAI39_1623
ko:K04062	ect:ECIAI39_1624
ko:K00208	ect:ECIAI39_1630
ko:K07552	ect:ECIAI39_1640
ko:K09472	ect:ECIAI39_1651
ko:K09471	ect:ECIAI39_1652
ko:K00331	ect:ECIAI39_2434
ko:K00330	ect:ECIAI39_2435
ko:K08722	ect:ECIAI39_2438
ko:K09161	ect:ECIAI39_2441
ko:K09899	ect:ECIAI39_2442
ko:K00925	ect:ECIAI39_2443
ko:K07095	ect:ECIAI39_2447
ko:K07589	ect:ECIAI39_2450
ko:K07071	ect:ECIAI39_2451
ko:K10017	ect:ECIAI39_2455
ko:K10015	ect:ECIAI39_2456
ko:K10016	ect:ECIAI39_2457
ko:K10014	ect:ECIAI39_2458
ko:K03186	ect:ECIAI39_2460
ko:K00764	ect:ECIAI39_2461
ko:K03558	ect:ECIAI39_2462
ko:K03749	ect:ECIAI39_2463
ko:K01963	ect:ECIAI39_2465
ko:K03975	ect:ECIAI39_2466
ko:K06173	ect:ECIAI39_2467
ko:K03473	ect:ECIAI39_2469
ko:K00647	ect:ECIAI39_2472
ko:K09906	ect:ECIAI39_2475
ko:K07090	ect:ECIAI39_2476
ko:K07261	ect:ECIAI39_2477
ko:K01736	ect:ECIAI39_2478
ko:K07320	ect:ECIAI39_2479
ko:K02680	ect:ECIAI39_3244
ko:K02679	ect:ECIAI39_3245
ko:K00560	ect:ECIAI39_3246
ko:K08484	ect:ECIAI39_3248
ko:K08311	ect:ECIAI39_3249
ko:K03573	ect:ECIAI39_3251
ko:K08227	ect:ECIAI39_3255
ko:K02529	ect:ECIAI39_3257
ko:K01586	ect:ECIAI39_3258
ko:K01815	ect:ECIAI39_3263
ko:K01751	ect:ECIAI39_3286
ko:K01464	ect:ECIAI39_3288
ko:K00926	ect:ECIAI39_3289
ko:K07402	ect:ECIAI39_3290
ko:K07141	ect:ECIAI39_3292
ko:K01805	ect:ECIAI39_4077
ko:K10543	ect:ECIAI39_4078
ko:K10545	ect:ECIAI39_4079
ko:K10544	ect:ECIAI39_4080
ko:K02529	ect:ECIAI39_4081
ko:K03796	ect:ECIAI39_4082
ko:K00880	ect:ECIAI39_4092
ko:K03833	ect:ECIAI39_4108
ko:K01042	ect:ECIAI39_4109
ko:K02798	ect:ECIAI39_4114
ko:K02799	ect:ECIAI39_4114
ko:K02800	ect:ECIAI39_4114
ko:K00009	ect:ECIAI39_4115
ko:K02562	ect:ECIAI39_4116
ko:K00427	ect:ECIAI39_4124
ko:K00101	ect:ECIAI39_4126
ko:K03216	ect:ECIAI39_4127
ko:K00640	ect:ECIAI39_4128
ko:K00057	ect:ECIAI39_4129
ko:K03071	ect:ECIAI39_4130
ko:K08309	ect:ECIAI39_4925
ko:K03720	ect:ECIAI39_4926
ko:K05804	ect:ECIAI39_4929
ko:K05805	ect:ECIAI39_4930
ko:K07663	ect:ECIAI39_4931
ko:K07641	ect:ECIAI39_4932
ko:K06143	ect:ECIAI39_4933
ko:K07773	ect:ECIAI39_4934
ko:K02533	ect:ECIAI39_4935
ko:K03674	ect:ECIAI39_0828
ko:K10678	ect:ECIAI39_0830
ko:K05844	ect:ECIAI39_0831
ko:K11073	ect:ECIAI39_0834
ko:K11076	ect:ECIAI39_0835
ko:K11075	ect:ECIAI39_0836
ko:K11074	ect:ECIAI39_0837
ko:K03212	ect:ECIAI39_0839
ko:K09996	ect:ECIAI39_0840
ko:K09998	ect:ECIAI39_0841
ko:K09999	ect:ECIAI39_0842
ko:K09997	ect:ECIAI39_0843
ko:K10000	ect:ECIAI39_0844
ko:K11066	ect:ECIAI39_0848
ko:K01620	ect:ECIAI39_0851
ko:K00156	ect:ECIAI39_0852
ko:K07262	ect:ECIAI39_0862
ko:K03777	ect:ECIAI39_0863
ko:K05846	ect:ECIAI39_0866
ko:K05846	ect:ECIAI39_0868
ko:K03974	ect:ECIAI39_1654
ko:K03969	ect:ECIAI39_1655
ko:K02025	ect:ECIAI39_1663
ko:K02026	ect:ECIAI39_1664
ko:K10112	ect:ECIAI39_1670
ko:K06918	ect:ECIAI39_1673
ko:K08990	ect:ECIAI39_1674
ko:K03721	ect:ECIAI39_1675
ko:K11065	ect:ECIAI39_1676
ko:K00567	ect:ECIAI39_1684
ko:K05591	ect:ECIAI39_1694
ko:K03737	ect:ECIAI39_1698
ko:K08296	ect:ECIAI39_2492
ko:K06076	ect:ECIAI39_2497
ko:K04754	ect:ECIAI39_2499
ko:K01753	ect:ECIAI39_2509
ko:K07690	ect:ECIAI39_2512
ko:K07088	ect:ECIAI39_2515
ko:K01577	ect:ECIAI39_2516
ko:K11203	ect:ECIAI39_2531
ko:K11202	ect:ECIAI39_2532
ko:K00845	ect:ECIAI39_2533
ko:K06901	ect:ECIAI39_3299
ko:K01823	ect:ECIAI39_3305
ko:K11754	ect:ECIAI39_2464
ko:K01918	ect:ECIAI39_0134
ko:K00606	ect:ECIAI39_0135
ko:K00950	ect:ECIAI39_0146
ko:K01894	ect:ECIAI39_0148
ko:K06204	ect:ECIAI39_0149
ko:K06206	ect:ECIAI39_0150
ko:K01975	ect:ECIAI39_0151
ko:K07664	ect:ECIAI39_0935
ko:K07789	ect:ECIAI39_0938
ko:K07788	ect:ECIAI39_0939
ko:K07799	ect:ECIAI39_0940
ko:K04046	ect:ECIAI39_0944
ko:K01247	ect:ECIAI39_0945
ko:K00876	ect:ECIAI39_0947
ko:K01494	ect:ECIAI39_0948
ko:K07289	ect:ECIAI39_0949
ko:K01991	ect:ECIAI39_0953
ko:K03818	ect:ECIAI39_0961
ko:K01711	ect:ECIAI39_0962
ko:K02377	ect:ECIAI39_0963
ko:K03207	ect:ECIAI39_0964
ko:K03606	ect:ECIAI39_0968
ko:K00963	ect:ECIAI39_0973
ko:K00067	ect:ECIAI39_0975
ko:K00973	ect:ECIAI39_0976
ko:K01790	ect:ECIAI39_0977
ko:K02471	ect:ECIAI39_1761
ko:K06871	ect:ECIAI39_1762
ko:K10555	ect:ECIAI39_1779
ko:K08321	ect:ECIAI39_1780
ko:K11530	ect:ECIAI39_1781
ko:K00598	ect:ECIAI39_1782
ko:K08994	ect:ECIAI39_1783
ko:K00041	ect:ECIAI39_1785
ko:K01425	ect:ECIAI39_1788
ko:K06906	ect:ECIAI39_1792
ko:K06908	ect:ECIAI39_1795
ko:K06907	ect:ECIAI39_1796
ko:K06903	ect:ECIAI39_1801
ko:K04026	ect:ECIAI39_2584
ko:K03736	ect:ECIAI39_2585
ko:K04019	ect:ECIAI39_2588
ko:K04023	ect:ECIAI39_2589
ko:K04022	ect:ECIAI39_2590
ko:K04024	ect:ECIAI39_2591
ko:K04032	ect:ECIAI39_2596
ko:K04029	ect:ECIAI39_2598
ko:K04031	ect:ECIAI39_2599
ko:K00616	ect:ECIAI39_2601
ko:K00615	ect:ECIAI39_2602
ko:K07674	ect:ECIAI39_2606
ko:K01439	ect:ECIAI39_2610
ko:K06999	ect:ECIAI39_2612
ko:K07054	ect:ECIAI39_2614
ko:K01923	ect:ECIAI39_2615
ko:K07287	ect:ECIAI39_2616
ko:K01714	ect:ECIAI39_2617
ko:K03567	ect:ECIAI39_2618
ko:K03564	ect:ECIAI39_2619
ko:K03548	ect:ECIAI39_2633
ko:K10107	ect:ECIAI39_3434
ko:K00979	ect:ECIAI39_3436
ko:K07266	ect:ECIAI39_3437
ko:K07265	ect:ECIAI39_3438
ko:K00983	ect:ECIAI39_3442
ko:K09689	ect:ECIAI39_3445
ko:K09688	ect:ECIAI39_3446
ko:K02461	ect:ECIAI39_3448
ko:K02460	ect:ECIAI39_3449
ko:K02459	ect:ECIAI39_3450
ko:K02457	ect:ECIAI39_3452
ko:K02456	ect:ECIAI39_3453
ko:K03291	ect:ECIAI39_4248
ko:K02073	ect:ECIAI39_4250
ko:K06901	ect:ECIAI39_4264
ko:K01486	ect:ECIAI39_4265
ko:K07784	ect:ECIAI39_4266
ko:K07783	ect:ECIAI39_4267
ko:K07686	ect:ECIAI39_4269
ko:K01653	ect:ECIAI39_4272
ko:K01652	ect:ECIAI39_4273
ko:K06871	ect:ECIAI39_4278
ko:K00389	ect:ECIAI39_4280
ko:K02749	ect:ECIAI39_4285
ko:K02750	ect:ECIAI39_4285
ko:K07085	ect:ECIAI39_4287
ko:K04081	ect:ECIAI39_4288
ko:K04080	ect:ECIAI39_4289
ko:K03579	ect:ECIAI39_0152
ko:K05365	ect:ECIAI39_0153
ko:K02014	ect:ECIAI39_0154
ko:K02013	ect:ECIAI39_0155
ko:K02016	ect:ECIAI39_0156
ko:K02015	ect:ECIAI39_0157
ko:K01845	ect:ECIAI39_0158
ko:K03281	ect:ECIAI39_0159
ko:K01129	ect:ECIAI39_0164
ko:K02647	ect:ECIAI39_0166
ko:K00990	ect:ECIAI39_0169
ko:K01265	ect:ECIAI39_0170
ko:K02967	ect:ECIAI39_0171
ko:K02357	ect:ECIAI39_0172
ko:K09903	ect:ECIAI39_0173
ko:K02838	ect:ECIAI39_0175
ko:K00099	ect:ECIAI39_0176
ko:K00806	ect:ECIAI39_0177
ko:K00981	ect:ECIAI39_0178
ko:K07277	ect:ECIAI39_0180
ko:K06142	ect:ECIAI39_0181
ko:K02536	ect:ECIAI39_0182
ko:K02372	ect:ECIAI39_0183
ko:K00677	ect:ECIAI39_0184
ko:K03470	ect:ECIAI39_0186
ko:K02337	ect:ECIAI39_0187
ko:K01962	ect:ECIAI39_0188
ko:K04075	ect:ECIAI39_0191
ko:K00892	ect:ECIAI39_0194
ko:K01772	ect:ECIAI39_0196
ko:K00939	ect:ECIAI39_0197
ko:K04079	ect:ECIAI39_0198
ko:K06187	ect:ECIAI39_0199
ko:K09747	ect:ECIAI39_0200
ko:K02343	ect:ECIAI39_0201
ko:K00759	ect:ECIAI39_0202
ko:K09790	ect:ECIAI39_0203
ko:K00033	ect:ECIAI39_0989
ko:K00012	ect:ECIAI39_0990
ko:K04567	ect:ECIAI39_3306
ko:K02836	ect:ECIAI39_3307
ko:K07462	ect:ECIAI39_3308
ko:K03981	ect:ECIAI39_3309
ko:K04763	ect:ECIAI39_3310
ko:K03840	ect:ECIAI39_3311
ko:K09159	ect:ECIAI39_3313
ko:K06980	ect:ECIAI39_3314
ko:K11068	ect:ECIAI39_3315
ko:K09900	ect:ECIAI39_3316
ko:K01223	ect:ECIAI39_3317
ko:K02437	ect:ECIAI39_3319
ko:K00605	ect:ECIAI39_3320
ko:K03185	ect:ECIAI39_3323
ko:K01262	ect:ECIAI39_3324
ko:K09895	ect:ECIAI39_3325
ko:K09888	ect:ECIAI39_3326
ko:K01807	ect:ECIAI39_3329
ko:K05596	ect:ECIAI39_3330
ko:K01847	ect:ECIAI39_3331
ko:K07588	ect:ECIAI39_3332
ko:K09807	ect:ECIAI39_3336
ko:K03442	ect:ECIAI39_3338
ko:K01624	ect:ECIAI39_3339
ko:K00927	ect:ECIAI39_3340
ko:K03676	ect:ECIAI39_4131
ko:K09798	ect:ECIAI39_4135
ko:K00639	ect:ECIAI39_4138
ko:K03274	ect:ECIAI39_4139
ko:K02843	ect:ECIAI39_4140
ko:K02841	ect:ECIAI39_4141
ko:K02848	ect:ECIAI39_4148
ko:K02844	ect:ECIAI39_4149
ko:K02849	ect:ECIAI39_4150
ko:K02527	ect:ECIAI39_4151
ko:K00954	ect:ECIAI39_4152
ko:K10563	ect:ECIAI39_4153
ko:K02913	ect:ECIAI39_4154
ko:K02902	ect:ECIAI39_4155
ko:K03630	ect:ECIAI39_4156
ko:K01520	ect:ECIAI39_4158
ko:K05501	ect:ECIAI39_4159
ko:K00762	ect:ECIAI39_4161
ko:K00989	ect:ECIAI39_4162
ko:K01972	ect:ECIAI39_4168
ko:K00942	ect:ECIAI39_4170
ko:K03060	ect:ECIAI39_4171
ko:K00556	ect:ECIAI39_4173
ko:K03655	ect:ECIAI39_4174
ko:K03312	ect:ECIAI39_4175
ko:K09988	ect:ECIAI39_4178
ko:K01624	ect:ECIAI39_4180
ko:K01525	ect:ECIAI39_0052
ko:K06195	ect:ECIAI39_0053
ko:K02528	ect:ECIAI39_0054
ko:K00097	ect:ECIAI39_0055
ko:K03771	ect:ECIAI39_0056
ko:K04744	ect:ECIAI39_0057
ko:K05801	ect:ECIAI39_0058
ko:K06177	ect:ECIAI39_0061
ko:K03580	ect:ECIAI39_0062
ko:K02336	ect:ECIAI39_0063
ko:K01804	ect:ECIAI39_0065
ko:K02063	ect:ECIAI39_0072
ko:K02064	ect:ECIAI39_0073
ko:K01704	ect:ECIAI39_0076
ko:K01703	ect:ECIAI39_0077
ko:K00052	ect:ECIAI39_0078
ko:K01649	ect:ECIAI39_0079
ko:K05798	ect:ECIAI39_0080
ko:K01652	ect:ECIAI39_0081
ko:K01653	ect:ECIAI39_0082
ko:K03435	ect:ECIAI39_0083
ko:K03925	ect:ECIAI39_0084
ko:K03438	ect:ECIAI39_0085
ko:K03586	ect:ECIAI39_0086
ko:K03587	ect:ECIAI39_0087
ko:K01928	ect:ECIAI39_0088
ko:K01929	ect:ECIAI39_0089
ko:K01000	ect:ECIAI39_0090
ko:K01925	ect:ECIAI39_0091
ko:K03588	ect:ECIAI39_0092
ko:K02563	ect:ECIAI39_0093
ko:K01924	ect:ECIAI39_0094
ko:K01921	ect:ECIAI39_0095
ko:K03589	ect:ECIAI39_0096
ko:K03590	ect:ECIAI39_0097
ko:K03531	ect:ECIAI39_0098
ko:K01874	ect:ECIAI39_0902
ko:K03593	ect:ECIAI39_0903
ko:K00878	ect:ECIAI39_0913
ko:K08302	ect:ECIAI39_0921
ko:K02773	ect:ECIAI39_0923
ko:K02774	ect:ECIAI39_0924
ko:K02775	ect:ECIAI39_0925
ko:K08303	ect:ECIAI39_0930
ko:K03778	ect:ECIAI39_1705
ko:K09978	ect:ECIAI39_1708
ko:K00981	ect:ECIAI39_1713
ko:K01118	ect:ECIAI39_1716
ko:K03578	ect:ECIAI39_1718
ko:K01821	ect:ECIAI39_1723
ko:K02575	ect:ECIAI39_1731
ko:K08350	ect:ECIAI39_1739
ko:K00027	ect:ECIAI39_1743
ko:K02032	ect:ECIAI39_1747
ko:K02031	ect:ECIAI39_1748
ko:K02034	ect:ECIAI39_1749
ko:K02033	ect:ECIAI39_1750
ko:K02035	ect:ECIAI39_1751
ko:K08641	ect:ECIAI39_1752
ko:K03322	ect:ECIAI39_2538
ko:K01885	ect:ECIAI39_2546
ko:K11537	ect:ECIAI39_2548
ko:K03815	ect:ECIAI39_2550
ko:K09954	ect:ECIAI39_2555
ko:K01972	ect:ECIAI39_2556
ko:K03528	ect:ECIAI39_2557
ko:K06203	ect:ECIAI39_2558
ko:K01738	ect:ECIAI39_2560
ko:K02784	ect:ECIAI39_2561
ko:K08483	ect:ECIAI39_2562
ko:K02777	ect:ECIAI39_2563
ko:K00868	ect:ECIAI39_2564
ko:K02045	ect:ECIAI39_2567
ko:K02047	ect:ECIAI39_2568
ko:K02046	ect:ECIAI39_2569
ko:K02048	ect:ECIAI39_2570
ko:K07106	ect:ECIAI39_2573
ko:K11191	ect:ECIAI39_2574
ko:K11192	ect:ECIAI39_2574
ko:K07223	ect:ECIAI39_2576
ko:K01448	ect:ECIAI39_2580
ko:K04033	ect:ECIAI39_2582
ko:K00615	ect:ECIAI39_3354
ko:K07387	ect:ECIAI39_3355
ko:K01480	ect:ECIAI39_3356
ko:K01585	ect:ECIAI39_3358
ko:K00789	ect:ECIAI39_3360
ko:K02742	ect:ECIAI39_3362
ko:K09761	ect:ECIAI39_3364
ko:K01920	ect:ECIAI39_3365
ko:K07735	ect:ECIAI39_3366
ko:K07447	ect:ECIAI39_3367
ko:K02669	ect:ECIAI39_3368
ko:K06997	ect:ECIAI39_3369
ko:K02221	ect:ECIAI39_3370
ko:K09131	ect:ECIAI39_3371
ko:K09923	ect:ECIAI39_3383
ko:K03439	ect:ECIAI39_3384
ko:K03575	ect:ECIAI39_3385
ko:K08306	ect:ECIAI39_3387
ko:K03289	ect:ECIAI39_3388
ko:K01581	ect:ECIAI39_3389
ko:K07150	ect:ECIAI39_3390
ko:K01811	ect:ECIAI39_4186
ko:K03315	ect:ECIAI39_4195
ko:K02535	ect:ECIAI39_0099
ko:K03070	ect:ECIAI39_0101
ko:K00859	ect:ECIAI39_0104
ko:K00364	ect:ECIAI39_0105
ko:K02682	ect:ECIAI39_0108
ko:K00767	ect:ECIAI39_0109
ko:K03806	ect:ECIAI39_0110
ko:K03807	ect:ECIAI39_0111
ko:K00163	ect:ECIAI39_0114
ko:K00627	ect:ECIAI39_0115
ko:K00382	ect:ECIAI39_0116
ko:K01682	ect:ECIAI39_0118
ko:K09910	ect:ECIAI39_0119
ko:K01611	ect:ECIAI39_0120
ko:K00797	ect:ECIAI39_0121
ko:K00760	ect:ECIAI39_0125
ko:K01673	ect:ECIAI39_0126
ko:K01579	ect:ECIAI39_0131
ko:K00113	ect:ECIAI39_2386
ko:K03119	ect:ECIAI39_0313
ko:K12265	ect:ECIAI39_2897
ko:K12136	ect:ECIAI39_2620
ko:K12137	ect:ECIAI39_2621
ko:K12138	ect:ECIAI39_2622
ko:K12139	ect:ECIAI39_2623
ko:K02778	ect:ECIAI39_2060
ko:K02779	ect:ECIAI39_2060
ko:K12142	ect:ECIAI39_2626
ko:K12113	ect:ECIAI39_3573
ko:K12147	ect:ECIAI39_2112
ko:K12148	ect:ECIAI39_2103
ko:K12149	ect:ECIAI39_2102
ko:K07304	ect:ECIAI39_4690
ko:K12144	ect:ECIAI39_2628
ko:K12145	ect:ECIAI39_2629
ko:K12111	ect:ECIAI39_3574
ko:K12112	ect:ECIAI39_3575
ko:K01079	ect:ECIAI39_4920
ko:K11209	ect:ECIAI39_3485
ko:K02483	ect:ECIAI39_1088
ko:K00632	ect:ECIAI39_2494
ko:K12289	ect:ECIAI39_3872
ko:K02654	ect:ECIAI39_3459
ko:K09810	ect:ECIAI39_2043
ko:K12266	ect:ECIAI39_2895
ko:K11991	ect:ECIAI39_2763
ko:K12264	ect:ECIAI39_2896
ko:K12340	ect:ECIAI39_3532
ko:K00703	ect:ECIAI39_3910
ko:K03533	ect:ECIAI39_2156
ko:K11085	ect:ECIAI39_2233
ko:K07307	ect:ECIAI39_2253
ko:K12299	ect:ECIAI39_3626
ko:K11921	ect:ECIAI39_0340
ko:K00832	ect:ECIAI39_4474
ko:K01628	ect:ECIAI39_3222
ko:K01096	ect:ECIAI39_1619
ko:K03892	ect:ECIAI39_3993
ko:K04091	ect:ECIAI39_2212
ko:K04781	ect:ECIAI39_1080
ko:K04785	ect:ECIAI39_1073
ko:K00575	ect:ECIAI39_1166
ko:K00299	ect:ECIAI39_2210
ko:K02574	ect:ECIAI39_2342
ko:K11941	ect:ECIAI39_2116
ko:K21905	ect:ECIAI39_4019
ko:K02554	ect:ECIAI39_0328
ko:K01485	ect:ECIAI39_0343
ko:K12140	ect:ECIAI39_2624
ko:K12141	ect:ECIAI39_2625
ko:K00108	ect:ECIAI39_0375
ko:K03810	ect:ECIAI39_2095
ko:K07251	ect:ECIAI39_2054
ko:K01835	ect:ECIAI39_0646
ko:K01840	ect:ECIAI39_0967
ko:K11937	ect:ECIAI39_2135
ko:K00058	ect:ECIAI39_3328
ko:K05835	ect:ECIAI39_3186
ko:K08161	ect:ECIAI39_2111
ko:K03711	ect:ECIAI39_0640
ko:K03636	ect:ECIAI39_0760
ko:K07592	ect:ECIAI39_3619
ko:K03972	ect:ECIAI39_1659
ko:K06934	ect:ECIAI39_3342
ko:K11750	ect:ECIAI39_0412
ko:K01420	ect:ECIAI39_1683
ko:K09473	ect:ECIAI39_1649
ko:K07480	ect:ECIAI39_0397
ko:K02824	ect:ECIAI39_2638
ko:K01759	ect:ECIAI39_1405
ko:K11743	ect:ECIAI39_1458
ko:K11744	ect:ECIAI39_1457
ko:K07454	ect:ECIAI39_4779
ko:K09251	ect:ECIAI39_3571
ko:K02436	ect:ECIAI39_0927
ko:K05875	ect:ECIAI39_1165
ko:K08322	ect:ECIAI39_1478
ko:K04775	ect:ECIAI39_1460
ko:K04334	ect:ECIAI39_2121
ko:K09470	ect:ECIAI39_1648
ko:K00262	ect:ECIAI39_1294
ko:K03208	ect:ECIAI39_0965
ko:K04335	ect:ECIAI39_2122
ko:K07470	ect:ECIAI39_1009
ko:K03719	ect:ECIAI39_2261
ko:K11742	ect:ECIAI39_1459
ko:K07726	ect:ECIAI39_4262
ko:K04333	ect:ECIAI39_2123
ko:K08682	ect:ECIAI39_0277
ko:K07782	ect:ECIAI39_1139
ko:K07637	ect:ECIAI39_2008
ko:K11755	ect:ECIAI39_0992
ko:K00228	ect:ECIAI39_2581
ko:K02598	ect:ECIAI39_3851
ko:K12974	ect:ECIAI39_2522
ko:K12975	ect:ECIAI39_4054
ko:K13288	ect:ECIAI39_4627
ko:K09946	ect:ECIAI39_0933
ko:K12962	ect:ECIAI39_2405
ko:K13069	ect:ECIAI39_1755
ko:K07793	ect:ECIAI39_3170
ko:K05874	ect:ECIAI39_4825
ko:K02458	ect:ECIAI39_3451
ko:K02851	ect:ECIAI39_3003
ko:K01034	ect:ECIAI39_2359
ko:K01460	ect:ECIAI39_3484
ko:K00906	ect:ECIAI39_4404
ko:K01176	ect:ECIAI39_4083
ko:K01534	ect:ECIAI39_3950
ko:K03484	ect:ECIAI39_2967
ko:K02057	ect:ECIAI39_4700
ko:K06905	ect:ECIAI39_1791
ko:K06905	ect:ECIAI39_1968
ko:K06905	ect:ECIAI39_4431
ko:K08485	ect:ECIAI39_3701
ko:K06183	ect:ECIAI39_2324
ko:K12370	ect:ECIAI39_4051
ko:K00244	ect:ECIAI39_4621
ko:K00657	ect:ECIAI39_1474
ko:K03276	ect:ECIAI39_4146
ko:K02752	ect:ECIAI39_2901
ko:K02753	ect:ECIAI39_2901
ko:K07687	ect:ECIAI39_2355
ko:K04753	ect:ECIAI39_3510
ko:K04028	ect:ECIAI39_2593
ko:K12944	ect:ECIAI39_2398
ko:K12973	ect:ECIAI39_0598
ko:K13301	ect:ECIAI39_0100
ko:K12983	ect:ECIAI39_4143
ko:K00073	ect:ECIAI39_0480
ko:K14762	ect:ECIAI39_4119
ko:K03316	ect:ECIAI39_4486
ko:K01424	ect:ECIAI39_1288
ko:K04016	ect:ECIAI39_4496
ko:K13926	ect:ECIAI39_3972
ko:K07074	ect:ECIAI39_4423
ko:K02024	ect:ECIAI39_4457
ko:K00799	ect:ECIAI39_1420
ko:K01813	ect:ECIAI39_3092
ko:K00823	ect:ECIAI39_1653
ko:K03324	ect:ECIAI39_4409
ko:K01093	ect:ECIAI39_2166
ko:K11929	ect:ECIAI39_0410
