ko:K01139	kpq:KPR0928_25190
ko:K01092	kpq:KPR0928_07225
ko:K01485	kpq:KPR0928_07235
ko:K10974	kpq:KPR0928_07245
ko:K08964	kpq:KPR0928_07250
ko:K00058	kpq:KPR0928_07260
ko:K11901	kpq:KPR0928_11525
ko:K11900	kpq:KPR0928_11530
ko:K11893	kpq:KPR0928_11535
ko:K11892	kpq:KPR0928_11540
ko:K11903	kpq:KPR0928_11550
ko:K11907	kpq:KPR0928_11555
ko:K11904	kpq:KPR0928_11560
ko:K11891	kpq:KPR0928_11610
ko:K11910	kpq:KPR0928_11615
ko:K11910	kpq:KPR0928_11620
ko:K11896	kpq:KPR0928_11625
ko:K11895	kpq:KPR0928_11630
ko:K11906	kpq:KPR0928_11635
ko:K08969	kpq:KPR0928_11705
ko:K02073	kpq:KPR0928_11710
ko:K00246	kpq:KPR0928_02065
ko:K00245	kpq:KPR0928_02070
ko:K00244	kpq:KPR0928_02075
ko:K04568	kpq:KPR0928_02080
ko:K01613	kpq:KPR0928_02095
ko:K06949	kpq:KPR0928_02100
ko:K13288	kpq:KPR0928_02105
ko:K09996	kpq:KPR0928_02110
ko:K17758	kpq:KPR0928_02135
ko:K17759	kpq:KPR0928_02135
ko:K06925	kpq:KPR0928_02140
ko:K01448	kpq:KPR0928_02145
ko:K03572	kpq:KPR0928_02150
ko:K00791	kpq:KPR0928_02155
ko:K03666	kpq:KPR0928_02160
ko:K03665	kpq:KPR0928_02165
ko:K04088	kpq:KPR0928_02170
ko:K04087	kpq:KPR0928_02175
ko:K09937	kpq:KPR0928_02185
ko:K01939	kpq:KPR0928_02190
ko:K13771	kpq:KPR0928_02195
ko:K12573	kpq:KPR0928_02200
ko:K03218	kpq:KPR0928_02205
ko:K09456	kpq:KPR0928_02210
ko:K06889	kpq:KPR0928_02225
ko:K03477	kpq:KPR0928_02230
ko:K03476	kpq:KPR0928_02235
ko:K03475	kpq:KPR0928_02245
ko:K02822	kpq:KPR0928_02250
ko:K01647	kpq:KPR0928_06435
ko:K07345	kpq:KPR0928_06450
ko:K02517	kpq:KPR0928_06475
ko:K03765	kpq:KPR0928_06485
ko:K03757	kpq:KPR0928_06490
ko:K03305	kpq:KPR0928_06500
ko:K04567	kpq:KPR0928_06505
ko:K03335	kpq:KPR0928_06515
ko:K00010	kpq:KPR0928_06530
ko:K02529	kpq:KPR0928_06535
ko:K17213	kpq:KPR0928_06540
ko:K17215	kpq:KPR0928_06545
ko:K03484	kpq:KPR0928_06560
ko:K01193	kpq:KPR0928_06565
ko:K02809	kpq:KPR0928_06570
ko:K02810	kpq:KPR0928_06570
ko:K16077	kpq:KPR0928_06575
ko:K00847	kpq:KPR0928_06580
ko:K02013	kpq:KPR0928_06600
ko:K02015	kpq:KPR0928_06605
ko:K02016	kpq:KPR0928_06610
ko:K10013	kpq:KPR0928_06635
ko:K01130	kpq:KPR0928_06655
ko:K06871	kpq:KPR0928_06660
ko:K06995	kpq:KPR0928_06690
ko:K09471	kpq:KPR0928_06695
ko:K02014	kpq:KPR0928_06710
ko:K11732	kpq:KPR0928_06715
ko:K03168	kpq:KPR0928_10940
ko:K13634	kpq:KPR0928_10950
ko:K01681	kpq:KPR0928_10960
ko:K01497	kpq:KPR0928_10965
ko:K08992	kpq:KPR0928_10975
ko:K01591	kpq:KPR0928_10985
ko:K03113	kpq:KPR0928_10990
ko:K04062	kpq:KPR0928_10995
ko:K01147	kpq:KPR0928_11010
ko:K00208	kpq:KPR0928_11020
ko:K09975	kpq:KPR0928_11025
ko:K03457	kpq:KPR0928_11030
ko:K08170	kpq:KPR0928_11080
ko:K03974	kpq:KPR0928_11085
ko:K03969	kpq:KPR0928_11090
ko:K03970	kpq:KPR0928_11095
ko:K03971	kpq:KPR0928_11105
ko:K06918	kpq:KPR0928_11110
ko:K08990	kpq:KPR0928_11115
ko:K13636	kpq:KPR0928_11120
ko:K01222	kpq:KPR0928_11125
ko:K03721	kpq:KPR0928_11130
ko:K07120	kpq:KPR0928_11135
ko:K11065	kpq:KPR0928_11140
ko:K14054	kpq:KPR0928_11150
ko:K15580	kpq:KPR0928_11155
ko:K06889	kpq:KPR0928_11175
ko:K04757	kpq:KPR0928_11190
ko:K06885	kpq:KPR0928_11205
ko:K05520	kpq:KPR0928_11210
ko:K00549	kpq:KPR0928_15465
ko:K09773	kpq:KPR0928_15515
ko:K01626	kpq:KPR0928_15520
ko:K08997	kpq:KPR0928_15530
ko:K06074	kpq:KPR0928_15540
ko:K00432	kpq:KPR0928_15545
ko:K02073	kpq:KPR0928_15550
ko:K06073	kpq:KPR0928_15555
ko:K00285	kpq:KPR0928_15570
ko:K04764	kpq:KPR0928_15580
ko:K01890	kpq:KPR0928_15585
ko:K01889	kpq:KPR0928_15590
ko:K02887	kpq:KPR0928_15595
ko:K02916	kpq:KPR0928_15600
ko:K02520	kpq:KPR0928_15605
ko:K01868	kpq:KPR0928_15610
ko:K07283	kpq:KPR0928_15620
ko:K16370	kpq:KPR0928_15625
ko:K03832	kpq:KPR0928_15640
ko:K09780	kpq:KPR0928_15645
ko:K06131	kpq:KPR0928_15660
ko:K09901	kpq:KPR0928_15665
ko:K10716	kpq:KPR0928_15670
ko:K10823	kpq:KPR0928_15675
ko:K15583	kpq:KPR0928_15680
ko:K15582	kpq:KPR0928_15685
ko:K15581	kpq:KPR0928_15690
ko:K15580	kpq:KPR0928_15695
ko:K04072	kpq:KPR0928_15705
ko:K00963	kpq:KPR0928_15720
ko:K07001	kpq:KPR0928_15730
ko:K09858	kpq:KPR0928_15735
ko:K02000	kpq:KPR0928_19815
ko:K02001	kpq:KPR0928_19820
ko:K02002	kpq:KPR0928_19825
ko:K15974	kpq:KPR0928_19840
ko:K03543	kpq:KPR0928_19845
ko:K03446	kpq:KPR0928_19850
ko:K01649	kpq:KPR0928_19855
ko:K07173	kpq:KPR0928_19865
ko:K01919	kpq:KPR0928_19870
ko:K03563	kpq:KPR0928_19915
ko:K01872	kpq:KPR0928_19920
ko:K03565	kpq:KPR0928_19925
ko:K03743	kpq:KPR0928_19935
ko:K02077	kpq:KPR0928_19940
ko:K02075	kpq:KPR0928_19945
ko:K02074	kpq:KPR0928_19950
ko:K08305	kpq:KPR0928_19960
ko:K02783	kpq:KPR0928_19965
ko:K02782	kpq:KPR0928_19970
ko:K02783	kpq:KPR0928_19970
ko:K02781	kpq:KPR0928_19975
ko:K00068	kpq:KPR0928_19980
ko:K02466	kpq:KPR0928_19985
ko:K02468	kpq:KPR0928_19990
ko:K02467	kpq:KPR0928_19995
ko:K12266	kpq:KPR0928_20000
ko:K12264	kpq:KPR0928_20005
ko:K12265	kpq:KPR0928_20010
ko:K07241	kpq:KPR0928_20015
ko:K04656	kpq:KPR0928_20020
ko:K05796	kpq:KPR0928_20025
ko:K03487	kpq:KPR0928_20030
ko:K02752	kpq:KPR0928_20035
ko:K02753	kpq:KPR0928_20035
ko:K01223	kpq:KPR0928_20040
ko:K08315	kpq:KPR0928_20050
ko:K15834	kpq:KPR0928_20055
ko:K15832	kpq:KPR0928_20060
ko:K15831	kpq:KPR0928_20065
ko:K15830	kpq:KPR0928_20070
ko:K03825	kpq:KPR0928_24210
ko:K00681	kpq:KPR0928_24215
ko:K01126	kpq:KPR0928_24225
ko:K05816	kpq:KPR0928_24230
ko:K05815	kpq:KPR0928_24235
ko:K05814	kpq:KPR0928_24240
ko:K05813	kpq:KPR0928_24245
ko:K07341	kpq:KPR0928_24250
ko:K01996	kpq:KPR0928_24260
ko:K01995	kpq:KPR0928_24265
ko:K01998	kpq:KPR0928_24270
ko:K01997	kpq:KPR0928_24275
ko:K01999	kpq:KPR0928_24280
ko:K01999	kpq:KPR0928_24295
ko:K00823	kpq:KPR0928_24305
ko:K00375	kpq:KPR0928_24310
ko:K03089	kpq:KPR0928_24315
ko:K09811	kpq:KPR0928_24320
ko:K09812	kpq:KPR0928_24325
ko:K03110	kpq:KPR0928_24330
ko:K08316	kpq:KPR0928_24335
ko:K08993	kpq:KPR0928_24340
ko:K01534	kpq:KPR0928_24355
ko:K04085	kpq:KPR0928_24360
ko:K09125	kpq:KPR0928_24365
ko:K12963	kpq:KPR0928_24385
ko:K12962	kpq:KPR0928_24390
ko:K07264	kpq:KPR0928_24395
ko:K13014	kpq:KPR0928_24400
ko:K10011	kpq:KPR0928_24405
ko:K07806	kpq:KPR0928_24415
ko:K13727	kpq:KPR0928_24420
ko:K15584	kpq:KPR0928_24430
ko:K15585	kpq:KPR0928_24435
ko:K15586	kpq:KPR0928_24440
ko:K15587	kpq:KPR0928_24445
ko:K10824	kpq:KPR0928_24450
ko:K07722	kpq:KPR0928_24455
ko:K06213	kpq:KPR0928_24460
ko:K02071	kpq:KPR0928_11715
ko:K02072	kpq:KPR0928_11720
ko:K00832	kpq:KPR0928_11725
ko:K11734	kpq:KPR0928_11740
ko:K16074	kpq:KPR0928_11765
ko:K05591	kpq:KPR0928_11770
ko:K14058	kpq:KPR0928_11775
ko:K14061	kpq:KPR0928_11780
ko:K14062	kpq:KPR0928_11795
ko:K03737	kpq:KPR0928_11800
ko:K11904	kpq:KPR0928_16065
ko:K11904	kpq:KPR0928_16070
ko:K11892	kpq:KPR0928_16085
ko:K11893	kpq:KPR0928_16090
ko:K09912	kpq:KPR0928_16110
ko:K06177	kpq:KPR0928_16115
ko:K03288	kpq:KPR0928_16135
ko:K01610	kpq:KPR0928_16150
ko:K01996	kpq:KPR0928_16160
ko:K01995	kpq:KPR0928_16165
ko:K01998	kpq:KPR0928_16170
ko:K01997	kpq:KPR0928_16175
ko:K01999	kpq:KPR0928_16180
ko:K00656	kpq:KPR0928_16185
ko:K00932	kpq:KPR0928_16190
ko:K03838	kpq:KPR0928_16195
ko:K01754	kpq:KPR0928_16200
ko:K07592	kpq:KPR0928_16205
ko:K07395	kpq:KPR0928_16225
ko:K01194	kpq:KPR0928_16250
ko:K02014	kpq:KPR0928_16255
ko:K08308	kpq:KPR0928_16260
ko:K01297	kpq:KPR0928_16265
ko:K11105	kpq:KPR0928_16270
ko:K01775	kpq:KPR0928_16275
ko:K00285	kpq:KPR0928_16280
ko:K03603	kpq:KPR0928_16290
ko:K00860	kpq:KPR0928_20340
ko:K00956	kpq:KPR0928_20345
ko:K00957	kpq:KPR0928_20350
ko:K02302	kpq:KPR0928_20355
ko:K09612	kpq:KPR0928_20360
ko:K00390	kpq:KPR0928_20365
ko:K00381	kpq:KPR0928_20370
ko:K00380	kpq:KPR0928_20375
ko:K01737	kpq:KPR0928_20380
ko:K10026	kpq:KPR0928_20385
ko:K01689	kpq:KPR0928_20395
ko:K01937	kpq:KPR0928_20400
ko:K04765	kpq:KPR0928_20405
ko:K00951	kpq:KPR0928_20410
ko:K03215	kpq:KPR0928_20415
ko:K07678	kpq:KPR0928_20420
ko:K00865	kpq:KPR0928_20425
ko:K01706	kpq:KPR0928_20430
ko:K13918	kpq:KPR0928_20435
ko:K03535	kpq:KPR0928_20440
ko:K06175	kpq:KPR0928_20450
ko:K15723	kpq:KPR0928_20460
ko:K06879	kpq:KPR0928_20465
ko:K06966	kpq:KPR0928_20470
ko:K03837	kpq:KPR0928_20475
ko:K01752	kpq:KPR0928_20480
ko:K15553	kpq:KPR0928_20485
ko:K04091	kpq:KPR0928_20525
ko:K01146	kpq:KPR0928_20535
ko:K00048	kpq:KPR0928_20540
ko:K01628	kpq:KPR0928_20545
ko:K02429	kpq:KPR0928_20550
ko:K01818	kpq:KPR0928_20555
ko:K00879	kpq:KPR0928_20560
ko:K02431	kpq:KPR0928_20565
ko:K02430	kpq:KPR0928_20570
ko:K06968	kpq:KPR0928_20575
ko:K03566	kpq:KPR0928_20585
ko:K01766	kpq:KPR0928_20595
ko:K08351	kpq:KPR0928_24735
ko:K02525	kpq:KPR0928_24745
ko:K00874	kpq:KPR0928_24755
ko:K00090	kpq:KPR0928_24765
ko:K08195	kpq:KPR0928_24775
ko:K07726	kpq:KPR0928_24780
ko:K03704	kpq:KPR0928_24785
ko:K01879	kpq:KPR0928_24805
ko:K01878	kpq:KPR0928_24810
ko:K00854	kpq:KPR0928_24835
ko:K01805	kpq:KPR0928_24840
ko:K10543	kpq:KPR0928_24845
ko:K10545	kpq:KPR0928_24850
ko:K10544	kpq:KPR0928_24855
ko:K02529	kpq:KPR0928_24860
ko:K03796	kpq:KPR0928_24865
ko:K01176	kpq:KPR0928_24870
ko:K00835	kpq:KPR0928_24875
ko:K05796	kpq:KPR0928_24880
ko:K03833	kpq:KPR0928_24885
ko:K01042	kpq:KPR0928_24890
ko:K02798	kpq:KPR0928_24910
ko:K02799	kpq:KPR0928_24910
ko:K02800	kpq:KPR0928_24910
ko:K00009	kpq:KPR0928_24915
ko:K02562	kpq:KPR0928_24920
ko:K14762	kpq:KPR0928_24930
ko:K00427	kpq:KPR0928_24940
ko:K14348	kpq:KPR0928_24945
ko:K00101	kpq:KPR0928_24950
ko:K03216	kpq:KPR0928_24955
ko:K00640	kpq:KPR0928_24960
ko:K00057	kpq:KPR0928_24965
ko:K03071	kpq:KPR0928_24970
ko:K15633	kpq:KPR0928_24985
ko:K09798	kpq:KPR0928_24995
ko:K00060	kpq:KPR0928_25005
ko:K00135	kpq:KPR0928_03175
ko:K00484	kpq:KPR0928_03210
ko:K00483	kpq:KPR0928_03215
ko:K02508	kpq:KPR0928_03220
ko:K02511	kpq:KPR0928_03225
ko:K02510	kpq:KPR0928_03230
ko:K02509	kpq:KPR0928_03235
ko:K01826	kpq:KPR0928_03240
ko:K00455	kpq:KPR0928_03245
ko:K00151	kpq:KPR0928_03250
ko:K05921	kpq:KPR0928_03255
ko:K05921	kpq:KPR0928_03260
ko:K03593	kpq:KPR0928_17705
ko:K01874	kpq:KPR0928_17710
ko:K02477	kpq:KPR0928_17720
ko:K02478	kpq:KPR0928_17725
ko:K05846	kpq:KPR0928_17735
ko:K05847	kpq:KPR0928_17740
ko:K05846	kpq:KPR0928_17745
ko:K05845	kpq:KPR0928_17750
ko:K05349	kpq:KPR0928_17755
ko:K03777	kpq:KPR0928_17760
ko:K03823	kpq:KPR0928_17765
ko:K07262	kpq:KPR0928_17770
ko:K01223	kpq:KPR0928_17790
ko:K02755	kpq:KPR0928_17795
ko:K02756	kpq:KPR0928_17795
ko:K02757	kpq:KPR0928_17795
ko:K03488	kpq:KPR0928_17800
ko:K07267	kpq:KPR0928_17805
ko:K05541	kpq:KPR0928_17810
ko:K06518	kpq:KPR0928_17815
ko:K01489	kpq:KPR0928_17825
ko:K03748	kpq:KPR0928_17830
ko:K10541	kpq:KPR0928_17835
ko:K10542	kpq:KPR0928_17840
ko:K10540	kpq:KPR0928_17845
ko:K02529	kpq:KPR0928_17850
ko:K07148	kpq:KPR0928_17855
ko:K01495	kpq:KPR0928_17860
ko:K01070	kpq:KPR0928_17865
ko:K16089	kpq:KPR0928_17870
ko:K11733	kpq:KPR0928_17875
ko:K01151	kpq:KPR0928_17890
ko:K02769	kpq:KPR0928_17895
ko:K02770	kpq:KPR0928_17895
ko:K00882	kpq:KPR0928_17900
ko:K02768	kpq:KPR0928_17905
ko:K11183	kpq:KPR0928_17905
ko:K03291	kpq:KPR0928_17910
ko:K09968	kpq:KPR0928_17915
ko:K02356	kpq:KPR0928_17925
ko:K01686	kpq:KPR0928_17930
ko:K01697	kpq:KPR0928_22105
ko:K01758	kpq:KPR0928_22110
ko:K01460	kpq:KPR0928_22145
ko:K11209	kpq:KPR0928_22155
ko:K01061	kpq:KPR0928_22165
ko:K03559	kpq:KPR0928_22185
ko:K03561	kpq:KPR0928_22190
ko:K01760	kpq:KPR0928_22200
ko:K08325	kpq:KPR0928_22215
ko:K06221	kpq:KPR0928_22220
ko:K00655	kpq:KPR0928_22240
ko:K02621	kpq:KPR0928_22245
ko:K13652	kpq:KPR0928_22250
ko:K07666	kpq:KPR0928_22260
ko:K07645	kpq:KPR0928_22265
ko:K03923	kpq:KPR0928_22270
ko:K02622	kpq:KPR0928_22280
ko:K07000	kpq:KPR0928_22285
ko:K03651	kpq:KPR0928_22290
ko:K09920	kpq:KPR0928_22295
ko:K02054	kpq:KPR0928_14315
ko:K02052	kpq:KPR0928_14320
ko:K02055	kpq:KPR0928_14325
ko:K00425	kpq:KPR0928_14340
ko:K00426	kpq:KPR0928_14345
ko:K00647	kpq:KPR0928_18470
ko:K15461	kpq:KPR0928_18475
ko:K09906	kpq:KPR0928_18485
ko:K07090	kpq:KPR0928_18490
ko:K07261	kpq:KPR0928_18495
ko:K01736	kpq:KPR0928_18500
ko:K07320	kpq:KPR0928_18505
ko:K08296	kpq:KPR0928_18515
ko:K01782	kpq:KPR0928_18520
ko:K06076	kpq:KPR0928_18535
ko:K04754	kpq:KPR0928_18540
ko:K11921	kpq:KPR0928_18565
ko:K03449	kpq:KPR0928_18575
ko:K14261	kpq:KPR0928_18580
ko:K02478	kpq:KPR0928_18585
ko:K02477	kpq:KPR0928_18590
ko:K00845	kpq:KPR0928_18595
ko:K03322	kpq:KPR0928_18620
ko:K11535	kpq:KPR0928_18625
ko:K01885	kpq:KPR0928_18655
ko:K14347	kpq:KPR0928_18685
ko:K09954	kpq:KPR0928_18690
ko:K01972	kpq:KPR0928_18695
ko:K03528	kpq:KPR0928_18700
ko:K06203	kpq:KPR0928_18705
ko:K01738	kpq:KPR0928_18710
ko:K02784	kpq:KPR0928_18720
ko:K08483	kpq:KPR0928_18725
ko:K02436	kpq:KPR0928_22865
ko:K07056	kpq:KPR0928_22875
ko:K07121	kpq:KPR0928_22880
ko:K07460	kpq:KPR0928_22885
ko:K12961	kpq:KPR0928_22890
ko:K07089	kpq:KPR0928_22900
ko:K05520	kpq:KPR0928_22910
ko:K09979	kpq:KPR0928_22915
ko:K07461	kpq:KPR0928_22920
ko:K03824	kpq:KPR0928_22925
ko:K08303	kpq:KPR0928_22935
ko:K03835	kpq:KPR0928_22950
ko:K05592	kpq:KPR0928_22955
ko:K05803	kpq:KPR0928_22960
ko:K00962	kpq:KPR0928_22965
ko:K02956	kpq:KPR0928_22970
ko:K03177	kpq:KPR0928_22975
ko:K02834	kpq:KPR0928_22980
ko:K02519	kpq:KPR0928_22985
ko:K02600	kpq:KPR0928_22990
ko:K09748	kpq:KPR0928_22995
ko:K01940	kpq:KPR0928_23005
ko:K03075	kpq:KPR0928_23030
ko:K03431	kpq:KPR0928_23035
ko:K00796	kpq:KPR0928_23040
ko:K03798	kpq:KPR0928_23045
ko:K02427	kpq:KPR0928_23050
ko:K07574	kpq:KPR0928_23055
ko:K03624	kpq:KPR0928_23060
ko:K07259	kpq:KPR0928_23065
ko:K03979	kpq:KPR0928_23070
ko:K02899	kpq:KPR0928_23080
ko:K02888	kpq:KPR0928_23085
ko:K02523	kpq:KPR0928_23090
ko:K00790	kpq:KPR0928_23100
ko:K07122	kpq:KPR0928_23110
ko:K07323	kpq:KPR0928_23115
ko:K02067	kpq:KPR0928_23120
ko:K02066	kpq:KPR0928_23125
ko:K03654	kpq:KPR0928_00875
ko:K05835	kpq:KPR0928_00880
ko:K05834	kpq:KPR0928_00890
ko:K01048	kpq:KPR0928_00895
ko:K03576	kpq:KPR0928_00910
ko:K00549	kpq:KPR0928_00915
ko:K01061	kpq:KPR0928_00920
ko:K00757	kpq:KPR0928_00925
ko:K09760	kpq:KPR0928_00930
ko:K03183	kpq:KPR0928_00935
ko:K03690	kpq:KPR0928_00940
ko:K03688	kpq:KPR0928_00945
ko:K03116	kpq:KPR0928_00950
ko:K03117	kpq:KPR0928_00955
ko:K03118	kpq:KPR0928_00960
ko:K03424	kpq:KPR0928_00965
ko:K03182	kpq:KPR0928_00975
ko:K05368	kpq:KPR0928_00980
ko:K01825	kpq:KPR0928_00990
ko:K03498	kpq:KPR0928_01005
ko:K00230	kpq:KPR0928_01010
ko:K00075	kpq:KPR0928_01040
ko:K03524	kpq:KPR0928_01045
ko:K00867	kpq:KPR0928_01050
ko:K02358	kpq:KPR0928_01075
ko:K03073	kpq:KPR0928_01080
ko:K02601	kpq:KPR0928_01085
ko:K02867	kpq:KPR0928_01090
ko:K02863	kpq:KPR0928_01095
ko:K02864	kpq:KPR0928_01100
ko:K02935	kpq:KPR0928_01105
ko:K03043	kpq:KPR0928_01110
ko:K03046	kpq:KPR0928_01115
ko:K07792	kpq:KPR0928_01120
ko:K02759	kpq:KPR0928_01125
ko:K02760	kpq:KPR0928_01130
ko:K03150	kpq:KPR0928_01140
ko:K03149	kpq:KPR0928_01145
ko:K00286	kpq:KPR0928_05265
ko:K09768	kpq:KPR0928_05270
ko:K09945	kpq:KPR0928_05275
ko:K00891	kpq:KPR0928_05280
ko:K14591	kpq:KPR0928_05290
ko:K09913	kpq:KPR0928_05295
ko:K03554	kpq:KPR0928_05300
ko:K00847	kpq:KPR0928_05305
ko:K03547	kpq:KPR0928_05315
ko:K07657	kpq:KPR0928_05320
ko:K07636	kpq:KPR0928_05325
ko:K03311	kpq:KPR0928_05330
ko:K11736	kpq:KPR0928_05335
ko:K01187	kpq:KPR0928_05340
ko:K09932	kpq:KPR0928_05360
ko:K01624	kpq:KPR0928_05370
ko:K03475	kpq:KPR0928_05380
ko:K02822	kpq:KPR0928_05385
ko:K02821	kpq:KPR0928_05390
ko:K03386	kpq:KPR0928_05400
ko:K08682	kpq:KPR0928_05405
ko:K07568	kpq:KPR0928_05410
ko:K00773	kpq:KPR0928_05415
ko:K03210	kpq:KPR0928_05420
ko:K03072	kpq:KPR0928_05425
ko:K03074	kpq:KPR0928_05430
ko:K06996	kpq:KPR0928_05435
ko:K05517	kpq:KPR0928_05445
ko:K07738	kpq:KPR0928_05455
ko:K11752	kpq:KPR0928_05460
ko:K00794	kpq:KPR0928_05465
ko:K03625	kpq:KPR0928_05470
ko:K00946	kpq:KPR0928_05475
ko:K01095	kpq:KPR0928_05480
ko:K01662	kpq:KPR0928_05490
ko:K00795	kpq:KPR0928_05495
ko:K03602	kpq:KPR0928_05500
ko:K03151	kpq:KPR0928_05505
ko:K03152	kpq:KPR0928_05515
ko:K00077	kpq:KPR0928_05520
ko:K09767	kpq:KPR0928_05525
ko:K12972	kpq:KPR0928_09840
ko:K04477	kpq:KPR0928_09845
ko:K11941	kpq:KPR0928_09870
ko:K03670	kpq:KPR0928_09875
ko:K03669	kpq:KPR0928_09880
ko:K12147	kpq:KPR0928_09890
ko:K08161	kpq:KPR0928_09895
ko:K02517	kpq:KPR0928_09900
ko:K07146	kpq:KPR0928_09905
ko:K02846	kpq:KPR0928_09915
ko:K12148	kpq:KPR0928_09920
ko:K12149	kpq:KPR0928_09925
ko:K01465	kpq:KPR0928_09930
ko:K08162	kpq:KPR0928_09940
ko:K03790	kpq:KPR0928_09945
ko:K09915	kpq:KPR0928_09950
ko:K03810	kpq:KPR0928_09955
ko:K03980	kpq:KPR0928_09960
ko:K08300	kpq:KPR0928_09975
ko:K06179	kpq:KPR0928_09980
ko:K07040	kpq:KPR0928_09990
ko:K02911	kpq:KPR0928_09995
ko:K03621	kpq:KPR0928_10000
ko:K00648	kpq:KPR0928_10005
ko:K00645	kpq:KPR0928_10010
ko:K00059	kpq:KPR0928_10015
ko:K02078	kpq:KPR0928_10020
ko:K09458	kpq:KPR0928_10025
ko:K02619	kpq:KPR0928_10030
ko:K07082	kpq:KPR0928_10035
ko:K00943	kpq:KPR0928_10040
ko:K02341	kpq:KPR0928_10045
ko:K03424	kpq:KPR0928_10050
ko:K02778	kpq:KPR0928_10055
ko:K02779	kpq:KPR0928_10055
ko:K02503	kpq:KPR0928_10060
ko:K07337	kpq:KPR0928_10070
ko:K07251	kpq:KPR0928_10075
ko:K01207	kpq:KPR0928_10080
ko:K07000	kpq:KPR0928_10085
ko:K03885	kpq:KPR0928_10090
ko:K02014	kpq:KPR0928_10100
ko:K12151	kpq:KPR0928_10110
ko:K08303	kpq:KPR0928_14365
ko:K05782	kpq:KPR0928_14375
ko:K07506	kpq:KPR0928_14380
ko:K16868	kpq:KPR0928_14395
ko:K03304	kpq:KPR0928_14400
ko:K03817	kpq:KPR0928_14410
ko:K00055	kpq:KPR0928_14420
ko:K03929	kpq:KPR0928_14425
ko:K00449	kpq:KPR0928_14435
ko:K00448	kpq:KPR0928_14440
ko:K05358	kpq:KPR0928_14450
ko:K00121	kpq:KPR0928_14455
ko:K12262	kpq:KPR0928_14465
ko:K01488	kpq:KPR0928_14490
ko:K01223	kpq:KPR0928_14500
ko:K03617	kpq:KPR0928_14515
ko:K03616	kpq:KPR0928_14520
ko:K03615	kpq:KPR0928_14525
ko:K03614	kpq:KPR0928_14530
ko:K03612	kpq:KPR0928_14535
ko:K03613	kpq:KPR0928_14540
ko:K10773	kpq:KPR0928_14545
ko:K03305	kpq:KPR0928_14550
ko:K00799	kpq:KPR0928_14555
ko:K00868	kpq:KPR0928_14560
ko:K01866	kpq:KPR0928_14565
ko:K00275	kpq:KPR0928_14570
ko:K09001	kpq:KPR0928_14580
ko:K06077	kpq:KPR0928_14585
ko:K06075	kpq:KPR0928_14595
ko:K06938	kpq:KPR0928_14625
ko:K16137	kpq:KPR0928_14630
ko:K00868	kpq:KPR0928_18740
ko:K12339	kpq:KPR0928_18755
ko:K02045	kpq:KPR0928_18760
ko:K02047	kpq:KPR0928_18765
ko:K02046	kpq:KPR0928_18770
ko:K02048	kpq:KPR0928_18775
ko:K07223	kpq:KPR0928_18780
ko:K01448	kpq:KPR0928_18800
ko:K00228	kpq:KPR0928_18805
ko:K04033	kpq:KPR0928_18810
ko:K04025	kpq:KPR0928_18815
ko:K04026	kpq:KPR0928_18820
ko:K03736	kpq:KPR0928_18825
ko:K03735	kpq:KPR0928_18830
ko:K04019	kpq:KPR0928_18835
ko:K04023	kpq:KPR0928_18840
ko:K04022	kpq:KPR0928_18845
ko:K04024	kpq:KPR0928_18850
ko:K04021	kpq:KPR0928_18855
ko:K04027	kpq:KPR0928_18865
ko:K04020	kpq:KPR0928_18870
ko:K04032	kpq:KPR0928_18875
ko:K04030	kpq:KPR0928_18880
ko:K04029	kpq:KPR0928_18885
ko:K04031	kpq:KPR0928_18890
ko:K00029	kpq:KPR0928_18895
ko:K00616	kpq:KPR0928_18900
ko:K00615	kpq:KPR0928_18905
ko:K12945	kpq:KPR0928_18915
ko:K18324	kpq:KPR0928_18925
ko:K01439	kpq:KPR0928_18935
ko:K06999	kpq:KPR0928_18945
ko:K06957	kpq:KPR0928_18950
ko:K07054	kpq:KPR0928_18955
ko:K01923	kpq:KPR0928_18960
ko:K07287	kpq:KPR0928_18965
ko:K01714	kpq:KPR0928_18970
ko:K03567	kpq:KPR0928_18975
ko:K03564	kpq:KPR0928_18980
ko:K03548	kpq:KPR0928_18985
ko:K00537	kpq:KPR0928_18995
ko:K02065	kpq:KPR0928_23130
ko:K07301	kpq:KPR0928_23135
ko:K06041	kpq:KPR0928_23140
ko:K03270	kpq:KPR0928_23145
ko:K11719	kpq:KPR0928_23150
ko:K09774	kpq:KPR0928_23155
ko:K06861	kpq:KPR0928_23160
ko:K03092	kpq:KPR0928_23165
ko:K05808	kpq:KPR0928_23170
ko:K02806	kpq:KPR0928_23175
ko:K06958	kpq:KPR0928_23180
ko:K08485	kpq:KPR0928_23185
ko:K03814	kpq:KPR0928_23190
ko:K07648	kpq:KPR0928_23200
ko:K01686	kpq:KPR0928_23205
ko:K08322	kpq:KPR0928_23210
ko:K07139	kpq:KPR0928_23220
ko:K00265	kpq:KPR0928_23225
ko:K00266	kpq:KPR0928_23230
ko:K01788	kpq:KPR0928_23235
ko:K03600	kpq:KPR0928_23240
ko:K03599	kpq:KPR0928_23245
ko:K02996	kpq:KPR0928_23250
ko:K02871	kpq:KPR0928_23255
ko:K06916	kpq:KPR0928_23260
ko:K09908	kpq:KPR0928_23265
ko:K04691	kpq:KPR0928_23275
ko:K00024	kpq:KPR0928_23280
