ko:K19744	pdk:PADK2_05005
ko:K04487	pdk:PADK2_05255
ko:K04082	pdk:PADK2_05270
ko:K04044	pdk:PADK2_05275
ko:K04755	pdk:PADK2_05280
ko:K00940	pdk:PADK2_05290
ko:K06941	pdk:PADK2_05295
ko:K02656	pdk:PADK2_05300
ko:K15539	pdk:PADK2_05305
ko:K01892	pdk:PADK2_05315
ko:K03977	pdk:PADK2_05330
ko:K14287	pdk:PADK2_05335
ko:K01649	pdk:PADK2_05365
ko:K08641	pdk:PADK2_05420
ko:K03601	pdk:PADK2_05445
ko:K07090	pdk:PADK2_05455
ko:K01951	pdk:PADK2_05485
ko:K09965	pdk:PADK2_05510
ko:K01952	pdk:PADK2_05520
ko:K00820	pdk:PADK2_05540
ko:K01443	pdk:PADK2_05545
ko:K03710	pdk:PADK2_05550
ko:K06938	pdk:PADK2_05575
ko:K08289	pdk:PADK2_05580
ko:K03106	pdk:PADK2_05605
ko:K02959	pdk:PADK2_05610
ko:K02860	pdk:PADK2_05615
ko:K00554	pdk:PADK2_05620
ko:K02884	pdk:PADK2_05625
ko:K03981	pdk:PADK2_05650
ko:K00003	pdk:PADK2_05655
ko:K01733	pdk:PADK2_05660
ko:K09980	pdk:PADK2_05680
ko:K07462	pdk:PADK2_05715
ko:K03617	pdk:PADK2_06830
ko:K03593	pdk:PADK2_06855
ko:K00027	pdk:PADK2_06905
ko:K09898	pdk:PADK2_06945
ko:K02992	pdk:PADK2_03335
ko:K02355	pdk:PADK2_03340
ko:K02946	pdk:PADK2_03350
ko:K02906	pdk:PADK2_03355
ko:K02926	pdk:PADK2_03360
ko:K02892	pdk:PADK2_03365
ko:K02886	pdk:PADK2_03370
ko:K02965	pdk:PADK2_03375
ko:K02890	pdk:PADK2_03380
ko:K02982	pdk:PADK2_03385
ko:K02878	pdk:PADK2_03390
ko:K02904	pdk:PADK2_03395
ko:K02961	pdk:PADK2_03400
ko:K02874	pdk:PADK2_03405
ko:K02895	pdk:PADK2_03410
ko:K02931	pdk:PADK2_03415
ko:K02954	pdk:PADK2_03420
ko:K02994	pdk:PADK2_03425
ko:K02933	pdk:PADK2_03430
ko:K02881	pdk:PADK2_03435
ko:K02988	pdk:PADK2_03440
ko:K02907	pdk:PADK2_03445
ko:K02876	pdk:PADK2_03450
ko:K03076	pdk:PADK2_03455
ko:K02919	pdk:PADK2_03460
ko:K02952	pdk:PADK2_03465
ko:K02948	pdk:PADK2_03470
ko:K02986	pdk:PADK2_03475
ko:K03040	pdk:PADK2_03480
ko:K02879	pdk:PADK2_03485
ko:K03781	pdk:PADK2_03490
ko:K03594	pdk:PADK2_03495
ko:K03701	pdk:PADK2_03500
ko:K05780	pdk:PADK2_07395
ko:K05774	pdk:PADK2_07405
ko:K06167	pdk:PADK2_07410
ko:K06162	pdk:PADK2_07400
ko:K03799	pdk:PADK2_10225
ko:K14260	pdk:PADK2_10235
ko:K12055	pdk:PADK2_12290
ko:K07733	pdk:PADK2_12295
ko:K03607	pdk:PADK2_12320
ko:K03923	pdk:PADK2_12330
ko:K00453	pdk:PADK2_12335
ko:K07078	pdk:PADK2_12355
ko:K00496	pdk:PADK2_12360
ko:K00097	pdk:PADK2_14595
ko:K02029	pdk:PADK2_14640
ko:K02029	pdk:PADK2_14645
ko:K01886	pdk:PADK2_16710
ko:K03269	pdk:PADK2_16720
ko:K06169	pdk:PADK2_16730
ko:K06938	pdk:PADK2_16740
ko:K01682	pdk:PADK2_16745
ko:K02575	pdk:PADK2_16765
ko:K00362	pdk:PADK2_16775
ko:K00363	pdk:PADK2_16780
ko:K03088	pdk:PADK2_16800
ko:K16074	pdk:PADK2_16815
ko:K02553	pdk:PADK2_16820
ko:K09773	pdk:PADK2_16840
ko:K10001	pdk:PADK2_18930
ko:K10003	pdk:PADK2_18935
ko:K10002	pdk:PADK2_18940
ko:K10004	pdk:PADK2_18945
ko:K05597	pdk:PADK2_18955
ko:K10680	pdk:PADK2_18970
ko:K01173	pdk:PADK2_19005
ko:K01754	pdk:PADK2_19010
ko:K01512	pdk:PADK2_20920
ko:K07058	pdk:PADK2_20940
ko:K03809	pdk:PADK2_20950
ko:K10763	pdk:PADK2_20960
ko:K09938	pdk:PADK2_20965
ko:K01933	pdk:PADK2_20970
ko:K11175	pdk:PADK2_20975
ko:K09912	pdk:PADK2_21015
ko:K03215	pdk:PADK2_21040
ko:K12339	pdk:PADK2_21045
ko:K00411	pdk:PADK2_23085
ko:K02996	pdk:PADK2_23090
ko:K02871	pdk:PADK2_23095
ko:K06916	pdk:PADK2_23120
ko:K01867	pdk:PADK2_23125
ko:K07018	pdk:PADK2_23130
ko:K09908	pdk:PADK2_23135
ko:K00955	pdk:PADK2_23140
ko:K00957	pdk:PADK2_23145
ko:K04691	pdk:PADK2_23160
ko:K00817	pdk:PADK2_23165
ko:K00013	pdk:PADK2_23170
ko:K00765	pdk:PADK2_23175
ko:K00790	pdk:PADK2_23180
ko:K07323	pdk:PADK2_23195
ko:K02066	pdk:PADK2_23205
ko:K02065	pdk:PADK2_23210
ko:K03075	pdk:PADK2_25205
ko:K01803	pdk:PADK2_25210
ko:K03431	pdk:PADK2_25215
ko:K00796	pdk:PADK2_25220
ko:K03798	pdk:PADK2_25225
ko:K07574	pdk:PADK2_25235
ko:K03624	pdk:PADK2_25245
ko:K01955	pdk:PADK2_25250
ko:K11250	pdk:PADK2_25255
ko:K01956	pdk:PADK2_25260
ko:K00215	pdk:PADK2_25265
ko:K03686	pdk:PADK2_25270
ko:K04043	pdk:PADK2_25275
ko:K03687	pdk:PADK2_25280
ko:K03631	pdk:PADK2_25285
ko:K06186	pdk:PADK2_25295
ko:K09801	pdk:PADK2_25300
ko:K03664	pdk:PADK2_25310
ko:K03303	pdk:PADK2_25320
ko:K12995	pdk:PADK2_28980
ko:K01711	pdk:PADK2_29010
ko:K07088	pdk:PADK2_29075
ko:K03300	pdk:PADK2_29085
ko:K02839	pdk:PADK2_29095
ko:K03324	pdk:PADK2_29110
ko:K11102	pdk:PADK2_29140
ko:K11066	pdk:PADK2_29165
ko:K03673	pdk:PADK2_29185
ko:K03978	pdk:PADK2_29200
ko:K09957	pdk:PADK2_15680
ko:K06139	pdk:PADK2_15705
ko:K06138	pdk:PADK2_15710
ko:K06137	pdk:PADK2_15715
ko:K06136	pdk:PADK2_15720
ko:K06135	pdk:PADK2_15725
ko:K00239	pdk:PADK2_17790
ko:K00242	pdk:PADK2_17795
ko:K01647	pdk:PADK2_17805
ko:K06940	pdk:PADK2_17815
ko:K09922	pdk:PADK2_17825
ko:K09913	pdk:PADK2_17840
ko:K01915	pdk:PADK2_17885
ko:K06968	pdk:PADK2_17900
ko:K01681	pdk:PADK2_17905
ko:K07020	pdk:PADK2_17920
ko:K00404	pdk:PADK2_17925
ko:K05523	pdk:PADK2_19995
ko:K12990	pdk:PADK2_20020
ko:K12410	pdk:PADK2_20045
ko:K01129	pdk:PADK2_20050
ko:K01462	pdk:PADK2_20060
ko:K00243	pdk:PADK2_20090
ko:K09982	pdk:PADK2_22075
ko:K03824	pdk:PADK2_22080
ko:K02667	pdk:PADK2_24165
ko:K08084	pdk:PADK2_24175
ko:K02671	pdk:PADK2_24185
ko:K02672	pdk:PADK2_24190
ko:K02673	pdk:PADK2_24195
ko:K02655	pdk:PADK2_24210
ko:K03527	pdk:PADK2_24215
ko:K03774	pdk:PADK2_24220
ko:K03101	pdk:PADK2_24225
ko:K01870	pdk:PADK2_24230
ko:K11753	pdk:PADK2_24235
ko:K03980	pdk:PADK2_24240
ko:K02968	pdk:PADK2_24245
ko:K05805	pdk:PADK2_24250
ko:K00931	pdk:PADK2_24255
ko:K03979	pdk:PADK2_24260
ko:K02899	pdk:PADK2_24265
ko:K02888	pdk:PADK2_24270
ko:K02523	pdk:PADK2_24275
ko:K03773	pdk:PADK2_24290
ko:K03688	pdk:PADK2_26820
ko:K03116	pdk:PADK2_26835
ko:K03117	pdk:PADK2_26840
ko:K03118	pdk:PADK2_26845
ko:K03669	pdk:PADK2_26880
ko:K03670	pdk:PADK2_26885
ko:K07560	pdk:PADK2_26890
ko:K00285	pdk:PADK2_26915
ko:K01468	pdk:PADK2_26955
ko:K01745	pdk:PADK2_26960
ko:K02000	pdk:PADK2_26965
ko:K02001	pdk:PADK2_26970
ko:K02002	pdk:PADK2_26975
ko:K01745	pdk:PADK2_26985
ko:K01712	pdk:PADK2_26995
ko:K02002	pdk:PADK2_27010
ko:K09975	pdk:PADK2_27015
ko:K05836	pdk:PADK2_27020
ko:K03098	pdk:PADK2_27030
ko:K03841	pdk:PADK2_27045
ko:K12686	pdk:PADK2_27055
ko:K00652	pdk:PADK2_02520
ko:K09931	pdk:PADK2_07500
ko:K00575	pdk:PADK2_07530
ko:K03405	pdk:PADK2_09650
ko:K03325	pdk:PADK2_11870
ko:K01424	pdk:PADK2_14010
ko:K12992	pdk:PADK2_14100
ko:K00799	pdk:PADK2_16200
ko:K02193	pdk:PADK2_18350
ko:K00059	pdk:PADK2_18375
ko:K00799	pdk:PADK2_18395
ko:K07116	pdk:PADK2_20525
ko:K01692	pdk:PADK2_07130
ko:K02204	pdk:PADK2_29215
ko:K09823	pdk:PADK2_29235
ko:K09817	pdk:PADK2_29240
ko:K09816	pdk:PADK2_29245
ko:K03817	pdk:PADK2_08085
ko:K03608	pdk:PADK2_08100
ko:K03609	pdk:PADK2_08105
ko:K03610	pdk:PADK2_08110
ko:K02517	pdk:PADK2_08115
ko:K07001	pdk:PADK2_08120
ko:K06911	pdk:PADK2_08125
ko:K04754	pdk:PADK2_08130
ko:K02002	pdk:PADK2_08145
ko:K14393	pdk:PADK2_08155
ko:K09919	pdk:PADK2_08175
ko:K09946	pdk:PADK2_01645
ko:K01807	pdk:PADK2_01650
ko:K01754	pdk:PADK2_01655
ko:K08311	pdk:PADK2_01685
ko:K08484	pdk:PADK2_01690
ko:K13292	pdk:PADK2_01710
ko:K01126	pdk:PADK2_01740
ko:K07095	pdk:PADK2_01760
ko:K01687	pdk:PADK2_01770
ko:K06969	pdk:PADK2_01775
ko:K05520	pdk:PADK2_01780
ko:K00954	pdk:PADK2_01820
ko:K00154	pdk:PADK2_01835
ko:K03110	pdk:PADK2_01875
ko:K09812	pdk:PADK2_01880
ko:K09811	pdk:PADK2_01885
ko:K03089	pdk:PADK2_01890
ko:K03814	pdk:PADK2_01900
ko:K03154	pdk:PADK2_01910
ko:K07006	pdk:PADK2_09165
ko:K03752	pdk:PADK2_09195
ko:K03638	pdk:PADK2_09200
ko:K03750	pdk:PADK2_09205
ko:K00111	pdk:PADK2_09220
ko:K07140	pdk:PADK2_09235
ko:K08309	pdk:PADK2_09245
ko:K15738	pdk:PADK2_09250
ko:K01825	pdk:PADK2_09275
ko:K07084	pdk:PADK2_11390
ko:K14415	pdk:PADK2_11405
ko:K00343	pdk:PADK2_11415
ko:K00342	pdk:PADK2_11420
ko:K00341	pdk:PADK2_11425
ko:K00340	pdk:PADK2_11430
ko:K00339	pdk:PADK2_11435
ko:K00338	pdk:PADK2_11440
ko:K00337	pdk:PADK2_11445
ko:K00334	pdk:PADK2_11460
ko:K13378	pdk:PADK2_11465
ko:K00331	pdk:PADK2_11470
ko:K00330	pdk:PADK2_11475
ko:K00847	pdk:PADK2_13550
ko:K10229	pdk:PADK2_13570
ko:K10228	pdk:PADK2_13575
ko:K10227	pdk:PADK2_13580
ko:K00104	pdk:PADK2_28510
ko:K08364	pdk:PADK2_12175
ko:K01856	pdk:PADK2_12700
ko:K09806	pdk:PADK2_27980
ko:K01488	pdk:PADK2_28025
ko:K03325	pdk:PADK2_28125
ko:K00432	pdk:PADK2_10245
ko:K06923	pdk:PADK2_10260
ko:K03088	pdk:PADK2_10320
ko:K07507	pdk:PADK2_12440
ko:K01895	pdk:PADK2_12455
ko:K02040	pdk:PADK2_12495
ko:K09800	pdk:PADK2_12530
ko:K00995	pdk:PADK2_12535
ko:K00981	pdk:PADK2_12560
ko:K03310	pdk:PADK2_12575
ko:K11065	pdk:PADK2_12580
ko:K07217	pdk:PADK2_14735
ko:K06048	pdk:PADK2_14755
ko:K00372	pdk:PADK2_16785
ko:K03556	pdk:PADK2_16885
ko:K03556	pdk:PADK2_16890
ko:K01665	pdk:PADK2_16895
ko:K02203	pdk:PADK2_16900
ko:K00390	pdk:PADK2_16905
ko:K13634	pdk:PADK2_16915
ko:K00077	pdk:PADK2_16925
ko:K01626	pdk:PADK2_16940
ko:K06975	pdk:PADK2_16945
ko:K16090	pdk:PADK2_19030
ko:K02300	pdk:PADK2_19040
ko:K02299	pdk:PADK2_19045
ko:K02298	pdk:PADK2_19050
ko:K02297	pdk:PADK2_19055
ko:K05306	pdk:PADK2_19085
ko:K03430	pdk:PADK2_19090
ko:K01354	pdk:PADK2_19120
ko:K03100	pdk:PADK2_19125
ko:K16087	pdk:PADK2_19130
ko:K09160	pdk:PADK2_19145
ko:K07678	pdk:PADK2_21065
ko:K03778	pdk:PADK2_21070
ko:K07014	pdk:PADK2_21085
ko:K02346	pdk:PADK2_21090
ko:K14205	pdk:PADK2_21105
ko:K03549	pdk:PADK2_21120
ko:K14441	pdk:PADK2_21125
ko:K06213	pdk:PADK2_21140
ko:K03563	pdk:PADK2_21175
ko:K00928	pdk:PADK2_21180
ko:K06041	pdk:PADK2_23215
ko:K03270	pdk:PADK2_23220
ko:K11719	pdk:PADK2_23225
ko:K09774	pdk:PADK2_23230
ko:K06861	pdk:PADK2_23235
ko:K03092	pdk:PADK2_23240
ko:K05808	pdk:PADK2_23245
ko:K07238	pdk:PADK2_23265
ko:K03592	pdk:PADK2_23290
ko:K09889	pdk:PADK2_23295
ko:K03568	pdk:PADK2_23300
ko:K08301	pdk:PADK2_23315
ko:K06287	pdk:PADK2_23320
ko:K03571	pdk:PADK2_23325
ko:K03570	pdk:PADK2_23330
ko:K03569	pdk:PADK2_23335
ko:K02435	pdk:PADK2_23340
ko:K02434	pdk:PADK2_23350
ko:K03642	pdk:PADK2_23355
ko:K01611	pdk:PADK2_25335
ko:K00797	pdk:PADK2_25340
ko:K09962	pdk:PADK2_25365
ko:K15268	pdk:PADK2_25370
ko:K07178	pdk:PADK2_25375
ko:K06219	pdk:PADK2_25425
ko:K01126	pdk:PADK2_25435
ko:K02071	pdk:PADK2_29255
ko:K02072	pdk:PADK2_29260
ko:K02073	pdk:PADK2_29265
ko:K01915	pdk:PADK2_29280
ko:K10126	pdk:PADK2_29295
ko:K10125	pdk:PADK2_29300
ko:K00868	pdk:PADK2_29320
ko:K01915	pdk:PADK2_29350
ko:K01845	pdk:PADK2_29355
ko:K03832	pdk:PADK2_29395
ko:K06204	pdk:PADK2_29420
ko:K01448	pdk:PADK2_29430
ko:K09007	pdk:PADK2_29435
ko:K01465	pdk:PADK2_29445
ko:K07080	pdk:PADK2_29465
ko:K00574	pdk:PADK2_29470
ko:K00820	pdk:PADK2_29485
ko:K04042	pdk:PADK2_29500
ko:K02114	pdk:PADK2_29505
ko:K02112	pdk:PADK2_29510
ko:K02115	pdk:PADK2_29515
ko:K06145	pdk:PADK2_13675
ko:K03760	pdk:PADK2_15795
ko:K03311	pdk:PADK2_15800
ko:K01118	pdk:PADK2_15845
ko:K06153	pdk:PADK2_15860
ko:K03811	pdk:PADK2_15865
ko:K00405	pdk:PADK2_17930
ko:K00407	pdk:PADK2_17935
ko:K00406	pdk:PADK2_17940
ko:K00404	pdk:PADK2_17945
ko:K00405	pdk:PADK2_17950
ko:K00407	pdk:PADK2_17955
ko:K00406	pdk:PADK2_17960
ko:K09926	pdk:PADK2_17970
ko:K09792	pdk:PADK2_17985
ko:K00759	pdk:PADK2_18005
ko:K07044	pdk:PADK2_18010
ko:K11743	pdk:PADK2_18015
ko:K11742	pdk:PADK2_18020
ko:K09925	pdk:PADK2_18040
ko:K06187	pdk:PADK2_18050
ko:K09747	pdk:PADK2_18055
ko:K06182	pdk:PADK2_20130
ko:K02413	pdk:PADK2_20155
ko:K02412	pdk:PADK2_20160
ko:K02411	pdk:PADK2_20165
ko:K02410	pdk:PADK2_20170
ko:K02409	pdk:PADK2_20175
ko:K02408	pdk:PADK2_20180
ko:K10941	pdk:PADK2_20195
ko:K02422	pdk:PADK2_20205
ko:K02407	pdk:PADK2_20210
ko:K02406	pdk:PADK2_20220
ko:K02397	pdk:PADK2_20245
ko:K03561	pdk:PADK2_22185
ko:K02455	pdk:PADK2_22215
ko:K02453	pdk:PADK2_22225
ko:K02462	pdk:PADK2_22230
ko:K02461	pdk:PADK2_22235
ko:K02460	pdk:PADK2_22240
ko:K02456	pdk:PADK2_22245
ko:K02458	pdk:PADK2_22250
ko:K02452	pdk:PADK2_22255
ko:K02457	pdk:PADK2_22260
ko:K02459	pdk:PADK2_22265
ko:K03088	pdk:PADK2_22275
ko:K14414	pdk:PADK2_24335
ko:K14415	pdk:PADK2_24345
ko:K07074	pdk:PADK2_24350
ko:K00428	pdk:PADK2_24365
ko:K00262	pdk:PADK2_24370
ko:K06076	pdk:PADK2_24375
ko:K02003	pdk:PADK2_24400
ko:K06207	pdk:PADK2_27080
ko:K03151	pdk:PADK2_27085
ko:K01915	pdk:PADK2_27090
ko:K07708	pdk:PADK2_27115
ko:K07712	pdk:PADK2_27120
ko:K03216	pdk:PADK2_27130
ko:K03071	pdk:PADK2_27135
ko:K15633	pdk:PADK2_27150
ko:K03797	pdk:PADK2_27165
ko:K09798	pdk:PADK2_27170
ko:K02500	pdk:PADK2_27195
ko:K01814	pdk:PADK2_27200
ko:K02501	pdk:PADK2_27210
ko:K01693	pdk:PADK2_27215
ko:K07289	pdk:PADK2_27235
ko:K03575	pdk:PADK2_27240
ko:K02029	pdk:PADK2_27275
ko:K02029	pdk:PADK2_27280
ko:K03543	pdk:PADK2_27300
ko:K03446	pdk:PADK2_27305
ko:K00067	pdk:PADK2_27315
ko:K00973	pdk:PADK2_27320
ko:K01790	pdk:PADK2_27325
ko:K10125	pdk:PADK2_27330
ko:K10126	pdk:PADK2_27335
ko:K01545	pdk:PADK2_17550
ko:K01039	pdk:PADK2_01115
ko:K01607	pdk:PADK2_01145
ko:K00219	pdk:PADK2_08875
ko:K02441	pdk:PADK2_08905
ko:K07114	pdk:PADK2_08965
ko:K07114	pdk:PADK2_08970
ko:K05524	pdk:PADK2_11075
ko:K02014	pdk:PADK2_13275
ko:K10531	pdk:PADK2_13335
ko:K07116	pdk:PADK2_13340
ko:K00101	pdk:PADK2_13355
ko:K00383	pdk:PADK2_15520
ko:K00647	pdk:PADK2_17665
ko:K03406	pdk:PADK2_17670
ko:K03803	pdk:PADK2_21865
ko:K07793	pdk:PADK2_21940
ko:K07120	pdk:PADK2_21945
ko:K07304	pdk:PADK2_26585
ko:K11105	pdk:PADK2_26600
ko:K02665	pdk:PADK2_26700
ko:K01077	pdk:PADK2_07805
ko:K02030	pdk:PADK2_09860
ko:K07052	pdk:PADK2_09950
ko:K00808	pdk:PADK2_14350
ko:K04774	pdk:PADK2_16505
ko:K00059	pdk:PADK2_16530
ko:K01692	pdk:PADK2_16560
ko:K01118	pdk:PADK2_08210
ko:K06878	pdk:PADK2_08220
ko:K02065	pdk:PADK2_08265
ko:K02066	pdk:PADK2_08270
ko:K06940	pdk:PADK2_08280
ko:K09780	pdk:PADK2_08315
ko:K06190	pdk:PADK2_08320
ko:K07053	pdk:PADK2_08325
ko:K05896	pdk:PADK2_08335
ko:K06024	pdk:PADK2_08340
ko:K07644	pdk:PADK2_10365
ko:K06879	pdk:PADK2_10385
ko:K07107	pdk:PADK2_10410
ko:K04754	pdk:PADK2_10415
ko:K05539	pdk:PADK2_10440
ko:K01295	pdk:PADK2_10495
ko:K07727	pdk:PADK2_10505
ko:K01142	pdk:PADK2_12510
ko:K00817	pdk:PADK2_12585
ko:K07799	pdk:PADK2_12600
ko:K07788	pdk:PADK2_12605
ko:K07789	pdk:PADK2_12610
ko:K07644	pdk:PADK2_12625
ko:K15726	pdk:PADK2_12645
ko:K05549	pdk:PADK2_12655
ko:K05550	pdk:PADK2_12660
ko:K05784	pdk:PADK2_12665
ko:K05783	pdk:PADK2_12670
ko:K00703	pdk:PADK2_14840
ko:K01236	pdk:PADK2_14845
ko:K00705	pdk:PADK2_14850
ko:K06044	pdk:PADK2_14855
ko:K03499	pdk:PADK2_00080
ko:K07491	pdk:PADK2_00215
ko:K00845	pdk:PADK2_08365
ko:K01479	pdk:PADK2_08460
ko:K09471	pdk:PADK2_10555
ko:K03149	pdk:PADK2_01915
ko:K03439	pdk:PADK2_01920
ko:K00641	pdk:PADK2_01960
ko:K09131	pdk:PADK2_01970
ko:K02221	pdk:PADK2_01975
ko:K00286	pdk:PADK2_01980
ko:K06997	pdk:PADK2_01985
ko:K02669	pdk:PADK2_01990
ko:K02670	pdk:PADK2_01995
ko:K01697	pdk:PADK2_02010
ko:K01465	pdk:PADK2_02020
ko:K00609	pdk:PADK2_02025
ko:K02825	pdk:PADK2_02030
ko:K07447	pdk:PADK2_02035
ko:K07735	pdk:PADK2_02040
ko:K03832	pdk:PADK2_02045
ko:K01920	pdk:PADK2_02050
ko:K06597	pdk:PADK2_02085
ko:K06598	pdk:PADK2_02090
ko:K09761	pdk:PADK2_02110
ko:K00833	pdk:PADK2_02115
ko:K03227	pdk:PADK2_17240
ko:K11927	pdk:PADK2_02160
ko:K00297	pdk:PADK2_02170
ko:K01251	pdk:PADK2_02180
ko:K03168	pdk:PADK2_09290
ko:K01356	pdk:PADK2_09310
ko:K01207	pdk:PADK2_09320
ko:K03406	pdk:PADK2_19395
ko:K03723	pdk:PADK2_09335
ko:K00134	pdk:PADK2_09340
ko:K00346	pdk:PADK2_09355
ko:K00347	pdk:PADK2_09360
ko:K00348	pdk:PADK2_09365
ko:K00349	pdk:PADK2_09370
ko:K00350	pdk:PADK2_09375
ko:K00351	pdk:PADK2_09380
ko:K03734	pdk:PADK2_09385
ko:K05952	pdk:PADK2_09390
ko:K00322	pdk:PADK2_09395
ko:K01724	pdk:PADK2_21345
ko:K01126	pdk:PADK2_09400
ko:K09808	pdk:PADK2_09415
ko:K09808	pdk:PADK2_09425
ko:K07093	pdk:PADK2_11485
ko:K01637	pdk:PADK2_11490
ko:K00058	pdk:PADK2_01575
ko:K02454	pdk:PADK2_11265
ko:K00626	pdk:PADK2_15645
ko:K01907	pdk:PADK2_15665
ko:K03769	pdk:PADK2_15670
ko:K00241	pdk:PADK2_17800
ko:K04085	pdk:PADK2_17895
ko:K03776	pdk:PADK2_17910
ko:K06147	pdk:PADK2_20105
ko:K06183	pdk:PADK2_22045
ko:K01759	pdk:PADK2_22085
ko:K11530	pdk:PADK2_22090
ko:K03153	pdk:PADK2_24170
ko:K02674	pdk:PADK2_24200
ko:K01496	pdk:PADK2_26825
ko:K01523	pdk:PADK2_26830
ko:K03406	pdk:PADK2_26855
ko:K01259	pdk:PADK2_26895
ko:K07126	pdk:PADK2_26935
ko:K01479	pdk:PADK2_26950
ko:K01759	pdk:PADK2_27050
ko:K10563	pdk:PADK2_01790
ko:K07126	pdk:PADK2_01805
ko:K07019	pdk:PADK2_01850
ko:K00799	pdk:PADK2_09170
ko:K00803	pdk:PADK2_09215
ko:K06149	pdk:PADK2_09260
ko:K03406	pdk:PADK2_11385
ko:K03406	pdk:PADK2_11395
ko:K00854	pdk:PADK2_13555
ko:K00045	pdk:PADK2_13560
ko:K02014	pdk:PADK2_13595
ko:K02049	pdk:PADK2_13625
ko:K02051	pdk:PADK2_13630
ko:K02050	pdk:PADK2_13635
ko:K03299	pdk:PADK2_13665
ko:K00851	pdk:PADK2_13670
ko:K01826	pdk:PADK2_15825
ko:K10943	pdk:PADK2_20185
ko:K10942	pdk:PADK2_20190
ko:K06603	pdk:PADK2_20215
ko:K02454	pdk:PADK2_22220
ko:K01974	pdk:PADK2_24355
ko:K02342	pdk:PADK2_16585
ko:K03469	pdk:PADK2_16590
ko:K03548	pdk:PADK2_20705
ko:K00567	pdk:PADK2_20770
ko:K00059	pdk:PADK2_22870
ko:K03442	pdk:PADK2_22900
ko:K07028	pdk:PADK2_24970
ko:K07054	pdk:PADK2_25050
ko:K07657	pdk:PADK2_28535
ko:K06177	pdk:PADK2_08095
ko:K05343	pdk:PADK2_14905
ko:K16147	pdk:PADK2_14910
ko:K10979	pdk:PADK2_14915
ko:K07507	pdk:PADK2_14925
ko:K03781	pdk:PADK2_14930
ko:K02055	pdk:PADK2_08075
ko:K07182	pdk:PADK2_08160
ko:K02342	pdk:PADK2_08165
ko:K07088	pdk:PADK2_17020
ko:K07395	pdk:PADK2_17030
ko:K05349	pdk:PADK2_17065
ko:K03222	pdk:PADK2_17080
ko:K03221	pdk:PADK2_17100
ko:K03220	pdk:PADK2_17110
ko:K03219	pdk:PADK2_17115
ko:K07305	pdk:PADK2_10240
ko:K09902	pdk:PADK2_19165
ko:K03684	pdk:PADK2_19170
ko:K06076	pdk:PADK2_19200
ko:K00432	pdk:PADK2_19205
ko:K06445	pdk:PADK2_10340
ko:K02233	pdk:PADK2_19240
ko:K00666	pdk:PADK2_12445
ko:K00768	pdk:PADK2_19250
ko:K02231	pdk:PADK2_19255
ko:K02232	pdk:PADK2_19260
ko:K02225	pdk:PADK2_19265
ko:K02227	pdk:PADK2_19270
ko:K00626	pdk:PADK2_12465
ko:K04719	pdk:PADK2_19275
ko:K02224	pdk:PADK2_19280
ko:K01872	pdk:PADK2_21185
ko:K01620	pdk:PADK2_21190
ko:K05526	pdk:PADK2_21195
ko:K01484	pdk:PADK2_21205
ko:K06447	pdk:PADK2_21210
ko:K00673	pdk:PADK2_21215
ko:K05794	pdk:PADK2_12490
ko:K00673	pdk:PADK2_21220
ko:K06987	pdk:PADK2_21245
ko:K10023	pdk:PADK2_21250
ko:K10022	pdk:PADK2_21260
ko:K01895	pdk:PADK2_21265
ko:K01692	pdk:PADK2_16950
ko:K06958	pdk:PADK2_23255
ko:K04564	pdk:PADK2_23270
ko:K06894	pdk:PADK2_23375
ko:K09934	pdk:PADK2_23380
ko:K15012	pdk:PADK2_23395
ko:K15011	pdk:PADK2_23400
ko:K12368	pdk:PADK2_23410
ko:K12368	pdk:PADK2_23430
ko:K02067	pdk:PADK2_23200
ko:K12370	pdk:PADK2_23450
ko:K12371	pdk:PADK2_23455
ko:K12372	pdk:PADK2_23460
ko:K07160	pdk:PADK2_23485
ko:K02806	pdk:PADK2_23250
ko:K11189	pdk:PADK2_23260
ko:K01679	pdk:PADK2_23280
ko:K03833	pdk:PADK2_25510
ko:K01042	pdk:PADK2_25515
ko:K02380	pdk:PADK2_25520
ko:K02433	pdk:PADK2_23345
ko:K00123	pdk:PADK2_25535
ko:K00123	pdk:PADK2_25540
ko:K09936	pdk:PADK2_25555
ko:K06940	pdk:PADK2_25565
ko:K00626	pdk:PADK2_25400
ko:K03327	pdk:PADK2_25585
ko:K03324	pdk:PADK2_25595
ko:K02111	pdk:PADK2_29520
ko:K02113	pdk:PADK2_29525
ko:K02109	pdk:PADK2_29530
ko:K02110	pdk:PADK2_29535
ko:K02108	pdk:PADK2_29540
ko:K00059	pdk:PADK2_25405
ko:K03501	pdk:PADK2_29560
ko:K03495	pdk:PADK2_29565
ko:K03650	pdk:PADK2_29575
ko:K03217	pdk:PADK2_29580
ko:K03536	pdk:PADK2_29585
ko:K02914	pdk:PADK2_29590
ko:K03455	pdk:PADK2_29330
ko:K00059	pdk:PADK2_29360
ko:K03455	pdk:PADK2_29385
ko:K01756	pdk:PADK2_11515
ko:K07153	pdk:PADK2_11525
ko:K00566	pdk:PADK2_11530
ko:K00031	pdk:PADK2_11540
ko:K00031	pdk:PADK2_11545
ko:K03704	pdk:PADK2_11550
ko:K06891	pdk:PADK2_11555
ko:K03694	pdk:PADK2_11560
ko:K02518	pdk:PADK2_11565
