ko:K02495	sej:STMUK_3987
ko:K00048	sej:STMUK_2961
ko:K01628	sej:STMUK_2962
ko:K02429	sej:STMUK_2963
ko:K01818	sej:STMUK_2964
ko:K02431	sej:STMUK_2966
ko:K02430	sej:STMUK_2967
ko:K06968	sej:STMUK_2968
ko:K01766	sej:STMUK_2972
ko:K02426	sej:STMUK_2973
ko:K08304	sej:STMUK_2976
ko:K01448	sej:STMUK_2979
ko:K14682	sej:STMUK_2980
ko:K03581	sej:STMUK_2981
ko:K03582	sej:STMUK_2982
ko:K01407	sej:STMUK_2983
ko:K07722	sej:STMUK_3569
ko:K13926	sej:STMUK_3571
ko:K01993	sej:STMUK_3572
ko:K07007	sej:STMUK_3573
ko:K06144	sej:STMUK_3575
ko:K03305	sej:STMUK_3577
ko:K01414	sej:STMUK_3579
ko:K03977	sej:STMUK_2551
ko:K01892	sej:STMUK_2554
ko:K15539	sej:STMUK_2556
ko:K06941	sej:STMUK_2557
ko:K00940	sej:STMUK_2558
ko:K07306	sej:STMUK_2562
ko:K05367	sej:STMUK_2563
ko:K06894	sej:STMUK_2564
ko:K07751	sej:STMUK_2568
ko:K04755	sej:STMUK_2570
ko:K04044	sej:STMUK_2571
ko:K04082	sej:STMUK_2572
ko:K04487	sej:STMUK_2575
ko:K13643	sej:STMUK_2576
ko:K15396	sej:STMUK_2577
ko:K05820	sej:STMUK_2586
ko:K00600	sej:STMUK_2587
ko:K05916	sej:STMUK_2588
ko:K03765	sej:STMUK_2589
ko:K03305	sej:STMUK_2592
ko:K04751	sej:STMUK_2593
ko:K07715	sej:STMUK_2594
ko:K07711	sej:STMUK_2596
ko:K01952	sej:STMUK_2597
ko:K11991	sej:STMUK_2600
ko:K00675	sej:STMUK_1551
ko:K11738	sej:STMUK_1553
ko:K03823	sej:STMUK_1559
ko:K09936	sej:STMUK_1560
ko:K00137	sej:STMUK_1566
ko:K08641	sej:STMUK_1568
ko:K08303	sej:STMUK_1573
ko:K05782	sej:STMUK_1575
ko:K03304	sej:STMUK_1578
ko:K03817	sej:STMUK_1580
ko:K13922	sej:STMUK_2081
ko:K04031	sej:STMUK_2085
ko:K04029	sej:STMUK_2086
ko:K09802	sej:STMUK_2089
ko:K07470	sej:STMUK_2091
ko:K08354	sej:STMUK_2093
ko:K01141	sej:STMUK_2097
ko:K00765	sej:STMUK_2101
ko:K00013	sej:STMUK_2102
ko:K00817	sej:STMUK_2103
ko:K01089	sej:STMUK_2104
ko:K02501	sej:STMUK_2105
ko:K01814	sej:STMUK_2106
ko:K02500	sej:STMUK_2107
ko:K11755	sej:STMUK_2108
ko:K05789	sej:STMUK_2109
ko:K00012	sej:STMUK_2110
ko:K12452	sej:STMUK_2120
ko:K01709	sej:STMUK_2121
ko:K00978	sej:STMUK_2122
ko:K01790	sej:STMUK_2124
ko:K00973	sej:STMUK_2125
ko:K03598	sej:STMUK_2674
ko:K03597	sej:STMUK_2675
ko:K03088	sej:STMUK_2676
ko:K00278	sej:STMUK_2677
ko:K05590	sej:STMUK_2679
ko:K11249	sej:STMUK_2681
ko:K03648	sej:STMUK_2683
ko:K03214	sej:STMUK_2684
ko:K03672	sej:STMUK_2685
ko:K00998	sej:STMUK_2688
ko:K05811	sej:STMUK_2689
ko:K03695	sej:STMUK_2696
ko:K05810	sej:STMUK_2697
ko:K06180	sej:STMUK_2698
ko:K05807	sej:STMUK_2699
ko:K05809	sej:STMUK_2700
ko:K14170	sej:STMUK_2702
ko:K14187	sej:STMUK_2704
ko:K01626	sej:STMUK_2705
ko:K02884	sej:STMUK_2708
ko:K00554	sej:STMUK_2709
ko:K02860	sej:STMUK_2710
ko:K02959	sej:STMUK_2711
ko:K03106	sej:STMUK_2712
ko:K09774	sej:STMUK_3304
ko:K06861	sej:STMUK_3305
ko:K03092	sej:STMUK_3306
ko:K05808	sej:STMUK_3307
ko:K06958	sej:STMUK_3309
ko:K03814	sej:STMUK_3312
ko:K07648	sej:STMUK_3314
ko:K07139	sej:STMUK_3315
ko:K00266	sej:STMUK_3317
ko:K10974	sej:STMUK_3319
ko:K00885	sej:STMUK_3322
ko:K03290	sej:STMUK_3324
ko:K03600	sej:STMUK_3327
ko:K03599	sej:STMUK_3328
ko:K02996	sej:STMUK_3330
ko:K02871	sej:STMUK_3331
ko:K06916	sej:STMUK_3332
ko:K09908	sej:STMUK_3333
ko:K04691	sej:STMUK_3335
ko:K01573	sej:STMUK_3339
ko:K03780	sej:STMUK_3340
ko:K00024	sej:STMUK_3345
ko:K03402	sej:STMUK_3346
ko:K03623	sej:STMUK_3349
ko:K03468	sej:STMUK_3350
ko:K15548	sej:STMUK_3351
ko:K03568	sej:STMUK_3354
ko:K08318	sej:STMUK_4006
ko:K07058	sej:STMUK_4010
ko:K07560	sej:STMUK_4011
ko:K02380	sej:STMUK_4018
ko:K02379	sej:STMUK_4022
ko:K03534	sej:STMUK_4028
ko:K00848	sej:STMUK_4032
ko:K02854	sej:STMUK_4034
ko:K02856	sej:STMUK_4035
ko:K04564	sej:STMUK_4040
ko:K06006	sej:STMUK_4045
ko:K00850	sej:STMUK_4047
ko:K02048	sej:STMUK_4048
ko:K01521	sej:STMUK_4049
ko:K00847	sej:STMUK_4051
ko:K07115	sej:STMUK_3581
ko:K03710	sej:STMUK_3587
ko:K01194	sej:STMUK_3588
ko:K07058	sej:STMUK_3593
ko:K07290	sej:STMUK_3595
ko:K00874	sej:STMUK_3597
ko:K11103	sej:STMUK_3599
ko:K00694	sej:STMUK_3604
ko:K12372	sej:STMUK_3613
ko:K12371	sej:STMUK_3614
ko:K12370	sej:STMUK_3615
ko:K12369	sej:STMUK_3616
ko:K12368	sej:STMUK_3617
ko:K12975	sej:STMUK_3622
ko:K06193	sej:STMUK_4274
ko:K03762	sej:STMUK_4275
ko:K07643	sej:STMUK_4276
ko:K03760	sej:STMUK_4278
ko:K03759	sej:STMUK_4279
ko:K03755	sej:STMUK_4280
ko:K01584	sej:STMUK_4281
ko:K07406	sej:STMUK_4283
ko:K01676	sej:STMUK_4285
ko:K07703	sej:STMUK_4288
ko:K07701	sej:STMUK_4289
ko:K07306	sej:STMUK_4290
ko:K09474	sej:STMUK_4303
ko:K04084	sej:STMUK_4308
ko:K03926	sej:STMUK_4309
ko:K07791	sej:STMUK_4310
ko:K01744	sej:STMUK_4311
ko:K07113	sej:STMUK_4312
ko:K04078	sej:STMUK_4314
ko:K04077	sej:STMUK_4315
ko:K02356	sej:STMUK_4319
ko:K03098	sej:STMUK_4324
ko:K00246	sej:STMUK_4326
ko:K07106	sej:STMUK_2603
ko:K03561	sej:STMUK_3147
ko:K08325	sej:STMUK_3152
ko:K03319	sej:STMUK_3154
ko:K00655	sej:STMUK_3162
ko:K02621	sej:STMUK_3163
ko:K13652	sej:STMUK_3164
ko:K03923	sej:STMUK_3168
ko:K02622	sej:STMUK_3170
ko:K07000	sej:STMUK_3171
ko:K03651	sej:STMUK_3172
ko:K09920	sej:STMUK_3173
ko:K07238	sej:STMUK_3179
ko:K03673	sej:STMUK_3182
ko:K03611	sej:STMUK_3183
ko:K03272	sej:STMUK_3189
ko:K00982	sej:STMUK_3190
ko:K07184	sej:STMUK_3192
ko:K06153	sej:STMUK_3194
ko:K01633	sej:STMUK_3195
ko:K01652	sej:STMUK_3782
ko:K13629	sej:STMUK_3789
ko:K01753	sej:STMUK_3790
ko:K06871	sej:STMUK_3791
ko:K07085	sej:STMUK_3794
ko:K04081	sej:STMUK_3795
ko:K04080	sej:STMUK_3796
ko:K00428	sej:STMUK_3807
ko:K03533	sej:STMUK_3808
ko:K07811	sej:STMUK_3809
ko:K03532	sej:STMUK_3810
ko:K11930	sej:STMUK_3812
ko:K07647	sej:STMUK_3813
ko:K01684	sej:STMUK_3815
ko:K01631	sej:STMUK_3816
ko:K00883	sej:STMUK_3817
ko:K02470	sej:STMUK_3823
ko:K03629	sej:STMUK_3824
ko:K02338	sej:STMUK_3825
ko:K02313	sej:STMUK_3826
ko:K02914	sej:STMUK_3827
ko:K03536	sej:STMUK_3828
ko:K08998	sej:STMUK_3829
ko:K03217	sej:STMUK_3830
ko:K03650	sej:STMUK_3831
ko:K08163	sej:STMUK_3836
ko:K01867	sej:STMUK_4495
ko:K01779	sej:STMUK_4497
ko:K01305	sej:STMUK_4499
ko:K01154	sej:STMUK_4511
ko:K03427	sej:STMUK_4512
ko:K01153	sej:STMUK_4513
ko:K09803	sej:STMUK_4515
ko:K02317	sej:STMUK_4531
ko:K13255	sej:STMUK_4537
ko:K02344	sej:STMUK_4544
ko:K03789	sej:STMUK_4545
ko:K08723	sej:STMUK_4546
ko:K02968	sej:STMUK_0044
ko:K11753	sej:STMUK_0046
ko:K01870	sej:STMUK_0047
ko:K03101	sej:STMUK_0048
ko:K03774	sej:STMUK_0049
ko:K03527	sej:STMUK_0050
ko:K12700	sej:STMUK_0052
ko:K07702	sej:STMUK_0053
ko:K07700	sej:STMUK_0054
ko:K01573	sej:STMUK_0057
ko:K01910	sej:STMUK_0059
ko:K01646	sej:STMUK_0060
ko:K01644	sej:STMUK_0061
ko:K01643	sej:STMUK_0062
ko:K05964	sej:STMUK_0063
ko:K00215	sej:STMUK_0065
ko:K01956	sej:STMUK_0067
ko:K01955	sej:STMUK_0068
ko:K08277	sej:STMUK_0069
ko:K02182	sej:STMUK_0072
ko:K08298	sej:STMUK_0073
ko:K08297	sej:STMUK_0074
ko:K05245	sej:STMUK_0075
ko:K03521	sej:STMUK_0076
ko:K03522	sej:STMUK_0077
ko:K00313	sej:STMUK_0078
ko:K08368	sej:STMUK_0080
ko:K11746	sej:STMUK_0086
ko:K06195	sej:STMUK_0090
ko:K02528	sej:STMUK_0091
ko:K00097	sej:STMUK_0092
ko:K03771	sej:STMUK_0093
ko:K04744	sej:STMUK_0094
ko:K05801	sej:STMUK_0095
ko:K03580	sej:STMUK_0097
ko:K02336	sej:STMUK_0098
ko:K01921	sej:STMUK_0386
ko:K00286	sej:STMUK_0392
ko:K09768	sej:STMUK_0393
ko:K00891	sej:STMUK_0394
ko:K14591	sej:STMUK_0396
ko:K09913	sej:STMUK_0397
ko:K03554	sej:STMUK_0398
ko:K00847	sej:STMUK_0399
ko:K03547	sej:STMUK_0402
ko:K07636	sej:STMUK_0404
ko:K03311	sej:STMUK_0405
ko:K11736	sej:STMUK_0406
ko:K08682	sej:STMUK_0409
ko:K07568	sej:STMUK_0410
ko:K00773	sej:STMUK_0411
ko:K03210	sej:STMUK_0412
ko:K03072	sej:STMUK_0413
ko:K03074	sej:STMUK_0414
ko:K06996	sej:STMUK_0415
ko:K05517	sej:STMUK_0419
ko:K07738	sej:STMUK_0421
ko:K11752	sej:STMUK_0422
ko:K00794	sej:STMUK_0423
ko:K03625	sej:STMUK_0424
ko:K00946	sej:STMUK_0425
ko:K01095	sej:STMUK_0426
ko:K01662	sej:STMUK_0428
ko:K00795	sej:STMUK_0429
ko:K03602	sej:STMUK_0430
ko:K03151	sej:STMUK_0431
ko:K11082	sej:STMUK_0432
ko:K11083	sej:STMUK_0433
ko:K11084	sej:STMUK_0434
ko:K03517	sej:STMUK_0762
ko:K03811	sej:STMUK_0763
ko:K01626	sej:STMUK_0766
ko:K01678	sej:STMUK_0767
ko:K01677	sej:STMUK_0768
ko:K01573	sej:STMUK_0772
ko:K02015	sej:STMUK_0775
ko:K02013	sej:STMUK_0776
ko:K00849	sej:STMUK_0779
ko:K00965	sej:STMUK_0780
ko:K05776	sej:STMUK_0783
ko:K02019	sej:STMUK_0784
ko:K02020	sej:STMUK_0786
ko:K02018	sej:STMUK_0787
ko:K01051	sej:STMUK_0791
ko:K01468	sej:STMUK_0792
ko:K05836	sej:STMUK_0794
ko:K01712	sej:STMUK_0795
ko:K01745	sej:STMUK_0796
ko:K00833	sej:STMUK_0798
ko:K01012	sej:STMUK_0799
ko:K02169	sej:STMUK_0801
ko:K01935	sej:STMUK_0802
ko:K03702	sej:STMUK_0803
ko:K03639	sej:STMUK_0807
ko:K03638	sej:STMUK_0808
ko:K03637	sej:STMUK_0809
ko:K03636	sej:STMUK_0810
ko:K06890	sej:STMUK_0812
ko:K06890	sej:STMUK_0813
ko:K00566	sej:STMUK_1202
ko:K12152	sej:STMUK_1203
ko:K06181	sej:STMUK_1205
ko:K00031	sej:STMUK_1206
ko:K03704	sej:STMUK_1212
ko:K07804	sej:STMUK_1214
ko:K04080	sej:STMUK_1218
ko:K02034	sej:STMUK_1224
ko:K11250	sej:STMUK_1237
ko:K09712	sej:STMUK_1242
ko:K03449	sej:STMUK_1245
ko:K09786	sej:STMUK_1251
ko:K07180	sej:STMUK_1252
ko:K06871	sej:STMUK_1254
ko:K01792	sej:STMUK_1256
ko:K00134	sej:STMUK_1257
ko:K06178	sej:STMUK_1691
ko:K07053	sej:STMUK_1693
ko:K01657	sej:STMUK_1695
ko:K13497	sej:STMUK_1696
ko:K13498	sej:STMUK_1697
ko:K01696	sej:STMUK_1698
ko:K01695	sej:STMUK_1699
ko:K07217	sej:STMUK_1703
ko:K07275	sej:STMUK_1704
ko:K06940	sej:STMUK_1705
ko:K06190	sej:STMUK_1707
ko:K10806	sej:STMUK_1708
ko:K03832	sej:STMUK_1709
ko:K09780	sej:STMUK_1710
ko:K06131	sej:STMUK_1712
ko:K09901	sej:STMUK_1713
ko:K15581	sej:STMUK_1718
ko:K15580	sej:STMUK_1719
ko:K04072	sej:STMUK_1722
ko:K00963	sej:STMUK_1725
ko:K07001	sej:STMUK_1727
ko:K09858	sej:STMUK_1728
ko:K01433	sej:STMUK_1729
ko:K00373	sej:STMUK_1734
ko:K00371	sej:STMUK_1735
ko:K00370	sej:STMUK_1736
ko:K02575	sej:STMUK_1737
ko:K07673	sej:STMUK_1738
ko:K07300	sej:STMUK_1743
ko:K01627	sej:STMUK_1744
ko:K01151	sej:STMUK_2233
ko:K02769	sej:STMUK_2234
ko:K02770	sej:STMUK_2234
ko:K02768	sej:STMUK_2236
ko:K11183	sej:STMUK_2236
ko:K03291	sej:STMUK_2238
ko:K02356	sej:STMUK_2241
ko:K13694	sej:STMUK_2244
ko:K13893	sej:STMUK_2246
ko:K13894	sej:STMUK_2247
ko:K13895	sej:STMUK_2248
ko:K13896	sej:STMUK_2249
ko:K07552	sej:STMUK_2251
ko:K02897	sej:STMUK_2254
ko:K06899	sej:STMUK_2256
ko:K09904	sej:STMUK_2257
ko:K07014	sej:STMUK_2258
ko:K07685	sej:STMUK_2277
ko:K02199	sej:STMUK_2279
ko:K02198	sej:STMUK_2280
ko:K02197	sej:STMUK_2281
ko:K02196	sej:STMUK_2282
ko:K02195	sej:STMUK_2283
ko:K02194	sej:STMUK_2284
ko:K02468	sej:STMUK_2826
ko:K02467	sej:STMUK_2827
ko:K12266	sej:STMUK_2828
ko:K12264	sej:STMUK_2829
ko:K12265	sej:STMUK_2830
ko:K04656	sej:STMUK_2831
ko:K05796	sej:STMUK_2832
ko:K08315	sej:STMUK_2834
ko:K15834	sej:STMUK_2835
ko:K15832	sej:STMUK_2836
ko:K15831	sej:STMUK_2837
ko:K15830	sej:STMUK_2838
ko:K15829	sej:STMUK_2839
ko:K15828	sej:STMUK_2840
ko:K15827	sej:STMUK_2841
ko:K15833	sej:STMUK_2842
ko:K04651	sej:STMUK_2843
ko:K04653	sej:STMUK_2845
ko:K04654	sej:STMUK_2846
ko:K15836	sej:STMUK_2848
ko:K11605	sej:STMUK_2852
ko:K11606	sej:STMUK_2853
ko:K03221	sej:STMUK_2862
ko:K02078	sej:STMUK_2870
ko:K02302	sej:STMUK_3463
ko:K01867	sej:STMUK_3467
ko:K01091	sej:STMUK_3468
ko:K01783	sej:STMUK_3469
ko:K03112	sej:STMUK_3471
ko:K01735	sej:STMUK_3472
ko:K00891	sej:STMUK_3473
ko:K02507	sej:STMUK_3474
ko:K12291	sej:STMUK_3475
ko:K12290	sej:STMUK_3476
ko:K12289	sej:STMUK_3477
ko:K12288	sej:STMUK_3478
ko:K05366	sej:STMUK_3479
ko:K08312	sej:STMUK_3480
ko:K04762	sej:STMUK_3483
ko:K04083	sej:STMUK_3484
ko:K01610	sej:STMUK_3486
ko:K07638	sej:STMUK_3487
ko:K07659	sej:STMUK_3488
ko:K04760	sej:STMUK_3489
ko:K06959	sej:STMUK_3490
ko:K04758	sej:STMUK_3491
ko:K04759	sej:STMUK_3492
ko:K07490	sej:STMUK_3493
ko:K02170	sej:STMUK_3495
ko:K07400	sej:STMUK_3497
ko:K06155	sej:STMUK_3498
ko:K00705	sej:STMUK_3499
ko:K00688	sej:STMUK_3500
ko:K03556	sej:STMUK_3501
ko:K14415	sej:STMUK_3505
ko:K14414	sej:STMUK_3507
ko:K02444	sej:STMUK_3508
ko:K02439	sej:STMUK_3510
ko:K00111	sej:STMUK_3511
ko:K02040	sej:STMUK_3513
ko:K00005	sej:STMUK_3514
ko:K01687	sej:STMUK_3516
ko:K03827	sej:STMUK_4165
ko:K00651	sej:STMUK_4166
ko:K01638	sej:STMUK_4167
ko:K01637	sej:STMUK_4168
ko:K00906	sej:STMUK_4169
ko:K03324	sej:STMUK_4173
ko:K05995	sej:STMUK_4174
ko:K09912	sej:STMUK_4176
ko:K06182	sej:STMUK_4177
ko:K03453	sej:STMUK_4179
ko:K00928	sej:STMUK_4205
ko:K01810	sej:STMUK_4206
ko:K13256	sej:STMUK_4211
ko:K02024	sej:STMUK_4216
ko:K05775	sej:STMUK_4217
ko:K03181	sej:STMUK_4218
ko:K07026	sej:STMUK_1964
ko:K09781	sej:STMUK_1967
ko:K07458	sej:STMUK_1969
ko:K06950	sej:STMUK_1971
ko:K03704	sej:STMUK_1974
ko:K04020	sej:STMUK_2498
ko:K04032	sej:STMUK_2499
ko:K04030	sej:STMUK_2500
ko:K04029	sej:STMUK_2501
ko:K04031	sej:STMUK_2502
ko:K00029	sej:STMUK_2504
ko:K00615	sej:STMUK_2506
ko:K12945	sej:STMUK_2509
ko:K07674	sej:STMUK_2512
ko:K06957	sej:STMUK_2517
ko:K01923	sej:STMUK_2519
ko:K07287	sej:STMUK_2520
ko:K01714	sej:STMUK_2521
ko:K03567	sej:STMUK_2522
ko:K03564	sej:STMUK_2523
ko:K10763	sej:STMUK_2528
ko:K00761	sej:STMUK_2530
ko:K01933	sej:STMUK_2531
ko:K11175	sej:STMUK_2532
ko:K00937	sej:STMUK_2533
ko:K01524	sej:STMUK_2534
ko:K01951	sej:STMUK_2542
ko:K03601	sej:STMUK_2544
ko:K13735	sej:STMUK_2549
ko:K09923	sej:STMUK_3096
ko:K03439	sej:STMUK_3097
ko:K03575	sej:STMUK_3098
ko:K08306	sej:STMUK_3100
ko:K01581	sej:STMUK_3102
ko:K07150	sej:STMUK_3103
ko:K06871	sej:STMUK_3111
ko:K06995	sej:STMUK_3115
ko:K11903	sej:STMUK_3119
ko:K08191	sej:STMUK_3122
ko:K01686	sej:STMUK_3123
ko:K01812	sej:STMUK_3125
ko:K01460	sej:STMUK_3127
ko:K02020	sej:STMUK_3129
ko:K02016	sej:STMUK_3130
ko:K04653	sej:STMUK_3131
ko:K04651	sej:STMUK_3132
ko:K00556	sej:STMUK_3729
ko:K03655	sej:STMUK_3730
ko:K03312	sej:STMUK_3732
ko:K01811	sej:STMUK_3735
ko:K01531	sej:STMUK_3749
ko:K07507	sej:STMUK_3750
ko:K07726	sej:STMUK_3764
ko:K02774	sej:STMUK_3769
ko:K02773	sej:STMUK_3770
ko:K07783	sej:STMUK_3774
ko:K02429	sej:STMUK_3778
ko:K11534	sej:STMUK_3780
ko:K01653	sej:STMUK_3781
ko:K03485	sej:STMUK_4441
ko:K01531	sej:STMUK_4442
ko:K00610	sej:STMUK_4445
ko:K00609	sej:STMUK_4446
ko:K00611	sej:STMUK_4451
ko:K00926	sej:STMUK_4452
ko:K00611	sej:STMUK_4455
ko:K09893	sej:STMUK_4456
ko:K06169	sej:STMUK_4457
ko:K03828	sej:STMUK_4459
ko:K01873	sej:STMUK_4461
ko:K02339	sej:STMUK_4462
ko:K01255	sej:STMUK_4463
ko:K07091	sej:STMUK_4465
ko:K11720	sej:STMUK_4466
ko:K06146	sej:STMUK_4467
ko:K06157	sej:STMUK_4468
ko:K00098	sej:STMUK_4470
ko:K12957	sej:STMUK_4472
ko:K01338	sej:STMUK_4477
ko:K09982	sej:STMUK_4488
ko:K10716	sej:STMUK_1714
ko:K02032	sej:STMUK_1226
ko:K15984	sej:STMUK_3578
ko:K15974	sej:STMUK_2802
ko:K03712	sej:STMUK_1485
ko:K03111	sej:STMUK_p039
ko:K10906	sej:STMUK_2668
ko:K18968	sej:STMUK_0391
ko:K18984	sej:STMUK_1362
ko:K03719	sej:STMUK_0927
ko:K15922	sej:STMUK_4002
ko:K03574	sej:STMUK_0139
ko:K07491	sej:STMUK_3465
ko:K07491	sej:STMUK_3280
ko:K07491	sej:STMUK_2503
ko:K07491	sej:STMUK_1936
ko:K07491	sej:STMUK_1790
ko:K07491	sej:STMUK_1651
ko:K07491	sej:STMUK_1196
ko:K07491	sej:STMUK_0914
ko:K02200	sej:STMUK_3799
ko:K02199	sej:STMUK_3800
ko:K02198	sej:STMUK_3801
ko:K02197	sej:STMUK_3802
ko:K02196	sej:STMUK_3803
ko:K02195	sej:STMUK_3804
ko:K02193	sej:STMUK_3806
ko:K02358	sej:STMUK_4129
ko:K14219	sej:STMUK_1215
ko:K14233	sej:STMUK_2030
ko:K14237	sej:STMUK_0758
ko:K14237	sej:STMUK_2448
ko:K14237	sej:STMUK_2449
ko:K14237	sej:STMUK_2447
ko:K14236	sej:STMUK_1730
ko:K14236	sej:STMUK_1731
ko:K14236	sej:STMUK_4126
ko:K14219	sej:STMUK_2810
ko:K14219	sej:STMUK_2811
ko:K14219	sej:STMUK_2812
ko:K14219	sej:STMUK_2813
ko:K14234	sej:STMUK_3380
ko:K14224	sej:STMUK_3383
ko:K14224	sej:STMUK_3879
ko:K14224	sej:STMUK_4162
ko:K14224	sej:STMUK_2694
ko:K14222	sej:STMUK_1922
ko:K14227	sej:STMUK_3973
ko:K14227	sej:STMUK_4117
ko:K14218	sej:STMUK_2442
ko:K14218	sej:STMUK_2443
ko:K14219	sej:STMUK_2650
ko:K14219	sej:STMUK_3917
ko:K14229	sej:STMUK_0757
ko:K14229	sej:STMUK_0760
ko:K14229	sej:STMUK_2450
ko:K14229	sej:STMUK_0761
ko:K14229	sej:STMUK_0759
ko:K14230	sej:STMUK_3202
ko:K14225	sej:STMUK_1923
ko:K14225	sej:STMUK_4337
ko:K14225	sej:STMUK_4339
ko:K14225	sej:STMUK_4338
ko:K14220	sej:STMUK_2032
ko:K14220	sej:STMUK_2033
ko:K14220	sej:STMUK_2044
ko:K14220	sej:STMUK_2042
ko:K14218	sej:STMUK_3974
ko:K14218	sej:STMUK_4118
ko:K14219	sej:STMUK_2424
ko:K16092	sej:STMUK_4114
ko:K14234	sej:STMUK_4125
ko:K11745	sej:STMUK_0087
ko:K16088	sej:STMUK_1172
ko:K16089	sej:STMUK_2229
ko:K16345	sej:STMUK_3733
ko:K19611	sej:STMUK_2765
ko:K14225	sej:STMUK_3025
ko:K16137	sej:STMUK_1403
ko:K14223	sej:STMUK_0681
ko:K14223	sej:STMUK_0682
ko:K14234	sej:STMUK_4128
ko:K02014	sej:STMUK_0193
ko:K05875	sej:STMUK_1899
ko:K14221	sej:STMUK_3882
ko:K14744	sej:STMUK_2007
ko:K00526	sej:STMUK_2308
ko:K00287	sej:STMUK_0088
ko:K10716	sej:STMUK_4357
ko:K16052	sej:STMUK_1632
ko:K14231	sej:STMUK_3104
ko:K14231	sej:STMUK_4306
ko:K14228	sej:STMUK_3276
ko:K14232	sej:STMUK_3621
ko:K14238	sej:STMUK_3737
ko:K03767	sej:STMUK_3458
ko:K07666	sej:STMUK_3166
ko:K12516	sej:STMUK_3464
ko:K19221	sej:STMUK_1690
ko:K00484	sej:STMUK_1067
ko:K07645	sej:STMUK_3167
ko:K04065	sej:STMUK_4548
ko:K10108	sej:STMUK_4214
ko:K10109	sej:STMUK_4213
ko:K10110	sej:STMUK_4212
ko:K16053	sej:STMUK_0574
ko:K10906	sej:STMUK_0975
ko:K07347	sej:STMUK_2179
ko:K16076	sej:STMUK_1541
ko:K14230	sej:STMUK_0680
ko:K14230	sej:STMUK_0684
ko:K14228	sej:STMUK_0683
ko:K14223	sej:STMUK_0678
ko:K14223	sej:STMUK_0679
ko:K14225	sej:STMUK_4127
ko:K14233	sej:STMUK_1055
ko:K14228	sej:STMUK_1921
ko:K14230	sej:STMUK_2977
ko:K14230	sej:STMUK_3273
ko:K14230	sej:STMUK_2978
ko:K14226	sej:STMUK_3918
ko:K14228	sej:STMUK_3919
ko:K14232	sej:STMUK_3920
ko:K10013	sej:STMUK_2385
ko:K16066	sej:STMUK_1475
ko:K16074	sej:STMUK_1625
ko:K14235	sej:STMUK_3883
ko:K01801	sej:STMUK_2206
ko:K00956	sej:STMUK_2923
ko:K11929	sej:STMUK_0327
ko:K00568	sej:STMUK_2306
ko:K00254	sej:STMUK_1027
ko:K07346	sej:STMUK_0552
ko:K07771	sej:STMUK_4277
ko:K07675	sej:STMUK_3775
ko:K02485	sej:STMUK_1726
ko:K01671	sej:STMUK_4005
ko:K13740	sej:STMUK_2867
ko:K13085	sej:STMUK_1060
ko:K01659	sej:STMUK_0375
ko:K01270	sej:STMUK_0323
ko:K08344	sej:STMUK_1083
ko:K00884	sej:STMUK_1188
ko:K15583	sej:STMUK_1716
ko:K00073	sej:STMUK_0535
ko:K12944	sej:STMUK_2325
ko:K08225	sej:STMUK_0598
ko:K03972	sej:STMUK_1655
ko:K02035	sej:STMUK_1222
ko:K02031	sej:STMUK_1225
ko:K01250	sej:STMUK_0666
ko:K08194	sej:STMUK_3814
ko:K08477	sej:STMUK_2425
ko:K01980	sej:STMUK_3880
ko:K01980	sej:STMUK_3382
ko:K01980	sej:STMUK_4163
ko:K01980	sej:STMUK_4119
ko:K01980	sej:STMUK_3975
ko:K01980	sej:STMUK_0254
ko:K01980	sej:STMUK_2693
ko:K03535	sej:STMUK_2951
ko:K01069	sej:STMUK_0263
ko:K01048	sej:STMUK_3946
ko:K06858	sej:STMUK_0208
ko:K08351	sej:STMUK_3631
ko:K01545	sej:STMUK_0713
ko:K01840	sej:STMUK_2113
ko:K01840	sej:STMUK_2134
ko:K01739	sej:STMUK_4085
ko:K01139	sej:STMUK_3728
ko:K12981	sej:STMUK_3701
ko:K06221	sej:STMUK_3153
ko:K07684	sej:STMUK_1739
ko:K07782	sej:STMUK_1929
ko:K13053	sej:STMUK_1040
ko:K13284	sej:STMUK_2871
ko:K13286	sej:STMUK_2873
ko:K03668	sej:STMUK_1617
ko:K05874	sej:STMUK_4520
ko:K01175	sej:STMUK_0701
ko:K03079	sej:STMUK_4372
ko:K08154	sej:STMUK_3786
ko:K08279	sej:STMUK_0070
ko:K07250	sej:STMUK_2780
ko:K11748	sej:STMUK_3444
ko:K11747	sej:STMUK_3443
ko:K11645	sej:STMUK_2170
ko:K02533	sej:STMUK_4587
ko:K03077	sej:STMUK_4373
ko:K16370	sej:STMUK_1293
ko:K07713	sej:STMUK_4158
ko:K02099	sej:STMUK_0105
ko:K01630	sej:STMUK_3237
ko:K16322	sej:STMUK_3574
ko:K16291	sej:STMUK_2045
ko:K16165	sej:STMUK_2207
ko:K01223	sej:STMUK_3761
ko:K01834	sej:STMUK_0777
ko:K04753	sej:STMUK_3161
ko:K08970	sej:STMUK_3012
ko:K05799	sej:STMUK_0153
ko:K08353	sej:STMUK_2094
ko:K04015	sej:STMUK_4265
ko:K04014	sej:STMUK_4264
ko:K01977	sej:STMUK_0251
ko:K01977	sej:STMUK_3972
ko:K01977	sej:STMUK_3384
ko:K01977	sej:STMUK_4161
ko:K01977	sej:STMUK_4116
