ko:K07591	ebd:ECBD_0621
ko:K05816	ebd:ECBD_0291
ko:K01126	ebd:ECBD_0292
ko:K00681	ebd:ECBD_0294
ko:K03825	ebd:ECBD_0301
ko:K06911	ebd:ECBD_0303
ko:K06145	ebd:ECBD_0305
ko:K00851	ebd:ECBD_0306
ko:K06156	ebd:ECBD_0307
ko:K00133	ebd:ECBD_0309
ko:K06155	ebd:ECBD_0330
ko:K07400	ebd:ECBD_0331
ko:K02170	ebd:ECBD_0333
ko:K07490	ebd:ECBD_0335
ko:K04759	ebd:ECBD_0336
ko:K04758	ebd:ECBD_0337
ko:K06959	ebd:ECBD_0338
ko:K04760	ebd:ECBD_0339
ko:K07659	ebd:ECBD_0340
ko:K07638	ebd:ECBD_0341
ko:K01610	ebd:ECBD_0342
ko:K04083	ebd:ECBD_0345
ko:K04762	ebd:ECBD_0346
ko:K08312	ebd:ECBD_0350
ko:K05366	ebd:ECBD_0351
ko:K12288	ebd:ECBD_0352
ko:K12289	ebd:ECBD_0353
ko:K12290	ebd:ECBD_0354
ko:K12291	ebd:ECBD_0355
ko:K02507	ebd:ECBD_0356
ko:K00891	ebd:ECBD_0357
ko:K01735	ebd:ECBD_0358
ko:K03112	ebd:ECBD_0359
ko:K01783	ebd:ECBD_0361
ko:K01091	ebd:ECBD_0362
ko:K01867	ebd:ECBD_0363
ko:K02598	ebd:ECBD_0381
ko:K07048	ebd:ECBD_0368
ko:K02302	ebd:ECBD_0380
ko:K02192	ebd:ECBD_0414
ko:K03594	ebd:ECBD_0415
ko:K02904	ebd:ECBD_0439
ko:K03704	ebd:ECBD_0180
ko:K03826	ebd:ECBD_0187
ko:K01246	ebd:ECBD_0188
ko:K12368	ebd:ECBD_0192
ko:K12369	ebd:ECBD_0193
ko:K12370	ebd:ECBD_0194
ko:K12371	ebd:ECBD_0195
ko:K12372	ebd:ECBD_0196
ko:K07115	ebd:ECBD_0242
ko:K01414	ebd:ECBD_0243
ko:K03305	ebd:ECBD_0245
ko:K06149	ebd:ECBD_0246
ko:K06144	ebd:ECBD_0247
ko:K07007	ebd:ECBD_0249
ko:K01993	ebd:ECBD_0253
ko:K00694	ebd:ECBD_0206
ko:K11103	ebd:ECBD_0211
ko:K00874	ebd:ECBD_0213
ko:K07290	ebd:ECBD_0215
ko:K07058	ebd:ECBD_0217
ko:K01194	ebd:ECBD_0220
ko:K00428	ebd:ECBD_0221
ko:K08092	ebd:ECBD_0159
ko:K03796	ebd:ECBD_0164
ko:K02529	ebd:ECBD_0165
ko:K10544	ebd:ECBD_0166
ko:K10543	ebd:ECBD_0168
ko:K01805	ebd:ECBD_0169
ko:K01878	ebd:ECBD_0175
ko:K01879	ebd:ECBD_0176
ko:K07784	ebd:ECBD_0037
ko:K01486	ebd:ECBD_0038
ko:K06901	ebd:ECBD_0039
ko:K02073	ebd:ECBD_0044
ko:K03291	ebd:ECBD_0046
ko:K01187	ebd:ECBD_0061
ko:K08191	ebd:ECBD_0062
ko:K01652	ebd:ECBD_0032
ko:K01653	ebd:ECBD_0033
ko:K07783	ebd:ECBD_0036
ko:K02847	ebd:ECBD_0104
ko:K02841	ebd:ECBD_0105
ko:K02843	ebd:ECBD_0106
ko:K03274	ebd:ECBD_0107
ko:K00639	ebd:ECBD_0108
ko:K00060	ebd:ECBD_0109
ko:K01042	ebd:ECBD_0139
ko:K03833	ebd:ECBD_0140
ko:K09955	ebd:ECBD_0148
ko:K00880	ebd:ECBD_0154
ko:K05813	ebd:ECBD_0288
ko:K00700	ebd:ECBD_0310
ko:K00975	ebd:ECBD_0312
ko:K00703	ebd:ECBD_0313
ko:K00688	ebd:ECBD_0314
ko:K00111	ebd:ECBD_0316
ko:K02439	ebd:ECBD_0317
ko:K02441	ebd:ECBD_0318
ko:K02444	ebd:ECBD_0319
ko:K01974	ebd:ECBD_0322
ko:K00688	ebd:ECBD_0328
ko:K00705	ebd:ECBD_0329
ko:K00363	ebd:ECBD_0382
ko:K00362	ebd:ECBD_0383
ko:K06141	ebd:ECBD_0384
ko:K04095	ebd:ECBD_0387
ko:K10914	ebd:ECBD_0391
ko:K00855	ebd:ECBD_0393
ko:K09898	ebd:ECBD_0394
ko:K07019	ebd:ECBD_0395
ko:K06158	ebd:ECBD_0396
ko:K07070	ebd:ECBD_0399
ko:K03775	ebd:ECBD_0400
ko:K03745	ebd:ECBD_0401
ko:K07235	ebd:ECBD_0404
ko:K07236	ebd:ECBD_0405
ko:K07237	ebd:ECBD_0406
ko:K02950	ebd:ECBD_0407
ko:K02992	ebd:ECBD_0408
ko:K02355	ebd:ECBD_0409
ko:K02358	ebd:ECBD_0410
ko:K07507	ebd:ECBD_0233
ko:K07285	ebd:ECBD_0235
ko:K03893	ebd:ECBD_0238
ko:K00383	ebd:ECBD_0241
ko:K07722	ebd:ECBD_0260
ko:K06133	ebd:ECBD_0266
ko:K09125	ebd:ECBD_0270
ko:K08993	ebd:ECBD_0275
ko:K03110	ebd:ECBD_0277
ko:K09812	ebd:ECBD_0278
ko:K09811	ebd:ECBD_0279
ko:K03089	ebd:ECBD_0280
ko:K01999	ebd:ECBD_0281
ko:K01999	ebd:ECBD_0283
ko:K01997	ebd:ECBD_0284
ko:K01998	ebd:ECBD_0285
ko:K01995	ebd:ECBD_0286
ko:K01996	ebd:ECBD_0287
ko:K00788	ebd:ECBD_4039
ko:K03154	ebd:ECBD_4041
ko:K03149	ebd:ECBD_4042
ko:K11203	ebd:ECBD_1286
ko:K08483	ebd:ECBD_1289
ko:K11189	ebd:ECBD_1289
ko:K11201	ebd:ECBD_1289
ko:K02478	ebd:ECBD_1292
ko:K07088	ebd:ECBD_1300
ko:K07679	ebd:ECBD_1302
ko:K07690	ebd:ECBD_1303
ko:K01753	ebd:ECBD_1306
ko:K04754	ebd:ECBD_1311
ko:K06076	ebd:ECBD_1316
ko:K08296	ebd:ECBD_1320
ko:K07320	ebd:ECBD_1329
ko:K01736	ebd:ECBD_1330
ko:K07261	ebd:ECBD_1331
ko:K07090	ebd:ECBD_1332
ko:K09906	ebd:ECBD_1333
ko:K03473	ebd:ECBD_1339
ko:K06173	ebd:ECBD_1341
ko:K03975	ebd:ECBD_1342
ko:K01963	ebd:ECBD_1343
ko:K03749	ebd:ECBD_1345
ko:K03558	ebd:ECBD_1346
ko:K00764	ebd:ECBD_1347
ko:K05591	ebd:ECBD_2273
ko:K11065	ebd:ECBD_2293
ko:K03721	ebd:ECBD_2294
ko:K08990	ebd:ECBD_2295
ko:K06918	ebd:ECBD_2296
ko:K03971	ebd:ECBD_2310
ko:K03970	ebd:ECBD_2312
ko:K03969	ebd:ECBD_2313
ko:K03974	ebd:ECBD_2314
ko:K01608	ebd:ECBD_3150
ko:K10973	ebd:ECBD_3151
ko:K01483	ebd:ECBD_3152
ko:K10972	ebd:ECBD_3153
ko:K06917	ebd:ECBD_3154
ko:K02003	ebd:ECBD_3161
ko:K05838	ebd:ECBD_3164
ko:K07340	ebd:ECBD_3168
ko:K01425	ebd:ECBD_3171
ko:K09973	ebd:ECBD_3174
ko:K08223	ebd:ECBD_3177
ko:K00892	ebd:ECBD_3179
ko:K01772	ebd:ECBD_3181
ko:K04079	ebd:ECBD_3183
ko:K06187	ebd:ECBD_3184
ko:K09747	ebd:ECBD_3185
ko:K02343	ebd:ECBD_3186
ko:K00759	ebd:ECBD_3187
ko:K09790	ebd:ECBD_3188
ko:K05802	ebd:ECBD_3191
ko:K03577	ebd:ECBD_3192
ko:K07443	ebd:ECBD_3201
ko:K09914	ebd:ECBD_3202
ko:K10805	ebd:ECBD_3203
ko:K03320	ebd:ECBD_3204
ko:K04752	ebd:ECBD_3205
ko:K05800	ebd:ECBD_3208
ko:K11938	ebd:ECBD_3209
ko:K03150	ebd:ECBD_4043
ko:K03046	ebd:ECBD_4045
ko:K03043	ebd:ECBD_4046
ko:K02935	ebd:ECBD_4047
ko:K02864	ebd:ECBD_4048
ko:K02863	ebd:ECBD_4049
ko:K02867	ebd:ECBD_4050
ko:K02601	ebd:ECBD_4051
ko:K03073	ebd:ECBD_4052
ko:K02358	ebd:ECBD_4053
ko:K03524	ebd:ECBD_4055
ko:K00075	ebd:ECBD_4056
ko:K01776	ebd:ECBD_4057
ko:K00322	ebd:ECBD_4062
ko:K04761	ebd:ECBD_4063
ko:K01755	ebd:ECBD_4064
ko:K00930	ebd:ECBD_4065
ko:K00145	ebd:ECBD_4066
ko:K01438	ebd:ECBD_4067
ko:K01595	ebd:ECBD_4068
ko:K11202	ebd:ECBD_4071
ko:K04069	ebd:ECBD_4072
ko:K00656	ebd:ECBD_4073
ko:K11202	ebd:ECBD_4074
ko:K11203	ebd:ECBD_4075
ko:K08483	ebd:ECBD_4076
ko:K11189	ebd:ECBD_4076
ko:K11201	ebd:ECBD_4076
ko:K00005	ebd:ECBD_4078
ko:K09974	ebd:ECBD_4079
ko:K12525	ebd:ECBD_4083
ko:K03764	ebd:ECBD_4085
ko:K02909	ebd:ECBD_4088
ko:K04066	ebd:ECBD_4089
ko:K03591	ebd:ECBD_4091
ko:K01419	ebd:ECBD_4092
ko:K03667	ebd:ECBD_4093
ko:K02548	ebd:ECBD_4094
ko:K02553	ebd:ECBD_4095
ko:K03186	ebd:ECBD_1348
ko:K10016	ebd:ECBD_1351
ko:K10015	ebd:ECBD_1352
ko:K10017	ebd:ECBD_1353
ko:K07071	ebd:ECBD_1355
ko:K07589	ebd:ECBD_1356
ko:K07095	ebd:ECBD_1359
ko:K00925	ebd:ECBD_1363
ko:K09899	ebd:ECBD_1364
ko:K09161	ebd:ECBD_1365
ko:K00330	ebd:ECBD_1373
ko:K00331	ebd:ECBD_1374
ko:K00334	ebd:ECBD_1376
ko:K01631	ebd:ECBD_4194
ko:K02418	ebd:ECBD_1698
ko:K01488	ebd:ECBD_2022
ko:K01759	ebd:ECBD_1992
ko:K02001	ebd:ECBD_1041
ko:K00821	ebd:ECBD_0389
ko:K09476	ebd:ECBD_2666
ko:K08348	ebd:ECBD_2165
ko:K00675	ebd:ECBD_2175
ko:K00371	ebd:ECBD_2171
ko:K07726	ebd:ECBD_0181
ko:K01250	ebd:ECBD_3002
ko:K01580	ebd:ECBD_2146
ko:K00076	ebd:ECBD_2026
ko:K07279	ebd:ECBD_1427
ko:K10986	ebd:ECBD_0600
ko:K02000	ebd:ECBD_1042
ko:K11072	ebd:ECBD_2473
ko:K02483	ebd:ECBD_1678
ko:K00956	ebd:ECBD_0973
ko:K00146	ebd:ECBD_2238
ko:K00042	ebd:ECBD_0617
ko:K10124	ebd:ECBD_4312
ko:K07496	ebd:ECBD_2207
ko:K07172	ebd:ECBD_0946
ko:K01051	ebd:ECBD_2910
ko:K10038	ebd:ECBD_2814
ko:K10708	ebd:ECBD_0377
ko:K10709	ebd:ECBD_0376
ko:K10711	ebd:ECBD_0374
ko:K06887	ebd:ECBD_0300
ko:K08351	ebd:ECBD_0186
ko:K07274	ebd:ECBD_0147
ko:K08154	ebd:ECBD_0029
ko:K03292	ebd:ECBD_4150
ko:K00344	ebd:ECBD_3982
ko:K13892	ebd:ECBD_2794
ko:K10985	ebd:ECBD_0601
ko:K02057	ebd:ECBD_1138
ko:K05685	ebd:ECBD_2715
ko:K01766	ebd:ECBD_0912
ko:K13889	ebd:ECBD_2793
ko:K13890	ebd:ECBD_2792
ko:K13637	ebd:ECBD_3710
ko:K12940	ebd:ECBD_2279
ko:K00885	ebd:ECBD_0525
ko:K12943	ebd:ECBD_0872
ko:K13038	ebd:ECBD_0087
ko:K03321	ebd:ECBD_2415
ko:K13256	ebd:ECBD_4006
ko:K11178	ebd:ECBD_3372
ko:K02455	ebd:ECBD_0424
ko:K13255	ebd:ECBD_3652
ko:K07353	ebd:ECBD_3127
ko:K02462	ebd:ECBD_0417
ko:K01011	ebd:ECBD_1165
ko:K02116	ebd:ECBD_4293
ko:K06879	ebd:ECBD_0935
ko:K13283	ebd:ECBD_4109
ko:K13378	ebd:ECBD_1375
ko:K00297	ebd:ECBD_4082
ko:K13243	ebd:ECBD_2150
ko:K03973	ebd:ECBD_2311
ko:K13244	ebd:ECBD_3342
ko:K07356	ebd:ECBD_3125
ko:K02423	ebd:ECBD_1716
ko:K12972	ebd:ECBD_2566
ko:K00632	ebd:ECBD_4180
ko:K12957	ebd:ECBD_3767
ko:K07246	ebd:ECBD_1842
ko:K13480	ebd:ECBD_0869
ko:K07480	ebd:ECBD_1124
ko:K13735	ebd:ECBD_3358
ko:K07480	ebd:ECBD_1443
ko:K07480	ebd:ECBD_0373
ko:K07480	ebd:ECBD_0100
ko:K03417	ebd:ECBD_3326
ko:K01659	ebd:ECBD_3324
ko:K05939	ebd:ECBD_0888
ko:K05817	ebd:ECBD_1147
ko:K00758	ebd:ECBD_3638
ko:K02464	ebd:ECBD_0416
ko:K11745	ebd:ECBD_3568
ko:K02099	ebd:ECBD_3553
ko:K01069	ebd:ECBD_3412
ko:K06867	ebd:ECBD_3339
ko:K02799	ebd:ECBD_0806
ko:K02800	ebd:ECBD_0806
ko:K01485	ebd:ECBD_3320
ko:K00633	ebd:ECBD_3315
ko:K00042	ebd:ECBD_3148
ko:K01169	ebd:ECBD_3041
ko:K01270	ebd:ECBD_3384
ko:K01466	ebd:ECBD_3146
ko:K01630	ebd:ECBD_0616
ko:K16371	ebd:ECBD_0610
ko:K08318	ebd:ECBD_4145
ko:K03836	ebd:ECBD_4323
ko:K00537	ebd:ECBD_1193
ko:K07459	ebd:ECBD_2718
ko:K01061	ebd:ECBD_4199
ko:K09612	ebd:ECBD_0971
ko:K07358	ebd:ECBD_3722
ko:K01002	ebd:ECBD_3660
ko:K05714	ebd:ECBD_3308
ko:K05712	ebd:ECBD_3310
ko:K08194	ebd:ECBD_0012
ko:K03719	ebd:ECBD_2706
ko:K00557	ebd:ECBD_4059
ko:K02778	ebd:ECBD_2500
ko:K02779	ebd:ECBD_2500
ko:K07310	ebd:ECBD_2058
ko:K01104	ebd:ECBD_1594
ko:K12528	ebd:ECBD_0856
ko:K12529	ebd:ECBD_0857
ko:K03445	ebd:ECBD_0041
ko:K15524	ebd:ECBD_2929
ko:K05875	ebd:ECBD_1752
ko:K00835	ebd:ECBD_0162
ko:K00104	ebd:ECBD_0759
ko:K15548	ebd:ECBD_0505
ko:K03767	ebd:ECBD_0385
ko:K01708	ebd:ECBD_0614
ko:K07684	ebd:ECBD_2398
ko:K03649	ebd:ECBD_0673
ko:K07232	ebd:ECBD_2401
ko:K12573	ebd:ECBD_3855
ko:K03817	ebd:ECBD_2213
ko:K02790	ebd:ECBD_2024
ko:K02791	ebd:ECBD_2024
ko:K03468	ebd:ECBD_0506
ko:K12262	ebd:ECBD_2221
ko:K02414	ebd:ECBD_1702
ko:K07352	ebd:ECBD_3128
ko:K07666	ebd:ECBD_0714
ko:K15831	ebd:ECBD_1005
ko:K04772	ebd:ECBD_0513
ko:K00529	ebd:ECBD_1142
ko:K05819	ebd:ECBD_3304
ko:K00117	ebd:ECBD_3495
ko:K06075	ebd:ECBD_2001
ko:K09810	ebd:ECBD_2484
ko:K00881	ebd:ECBD_3946
ko:K13629	ebd:ECBD_1307
ko:K13735	ebd:ECBD_1667
ko:K14057	ebd:ECBD_2278
ko:K14062	ebd:ECBD_2247
ko:K14063	ebd:ECBD_2239
ko:K14064	ebd:ECBD_1745
ko:K14056	ebd:ECBD_2318
ko:K14061	ebd:ECBD_2248
ko:K14055	ebd:ECBD_2284
ko:K13650	ebd:ECBD_2817
ko:K10549	ebd:ECBD_3942
ko:K03435	ebd:ECBD_0925
ko:K12582	ebd:ECBD_4246
ko:K01840	ebd:ECBD_1629
ko:K08368	ebd:ECBD_3570
ko:K07350	ebd:ECBD_3715
ko:K02752	ebd:ECBD_1010
ko:K02753	ebd:ECBD_1010
ko:K03272	ebd:ECBD_0689
ko:K00970	ebd:ECBD_3476
ko:K01840	ebd:ECBD_1607
ko:K00135	ebd:ECBD_1058
ko:K01679	ebd:ECBD_2035
ko:K07312	ebd:ECBD_2056
ko:K00657	ebd:ECBD_2062
ko:K03803	ebd:ECBD_1111
ko:K00088	ebd:ECBD_1178
ko:K03548	ebd:ECBD_1195
ko:K06889	ebd:ECBD_1150
ko:K01092	ebd:ECBD_1151
ko:K04488	ebd:ECBD_1155
ko:K14054	ebd:ECBD_2291
ko:K00598	ebd:ECBD_2123
ko:K04065	ebd:ECBD_3645
ko:K02775	ebd:ECBD_1565
ko:K10541	ebd:ECBD_1510
ko:K03748	ebd:ECBD_1514
ko:K01489	ebd:ECBD_1515
ko:K03593	ebd:ECBD_1545
ko:K00882	ebd:ECBD_1490
ko:K03606	ebd:ECBD_1608
ko:K07258	ebd:ECBD_1647
ko:K02795	ebd:ECBD_1823
ko:K02793	ebd:ECBD_1824
ko:K02794	ebd:ECBD_1824
ko:K07305	ebd:ECBD_1866
ko:K03613	ebd:ECBD_2012
ko:K03612	ebd:ECBD_2013
ko:K03614	ebd:ECBD_2014
ko:K03615	ebd:ECBD_2015
ko:K03616	ebd:ECBD_2016
ko:K03617	ebd:ECBD_2017
ko:K05595	ebd:ECBD_2113
ko:K07054	ebd:ECBD_1214
ko:K01439	ebd:ECBD_1218
ko:K00616	ebd:ECBD_1226
ko:K08483	ebd:ECBD_1265
ko:K02784	ebd:ECBD_1266
ko:K01577	ebd:ECBD_1299
ko:K01885	ebd:ECBD_1276
ko:K00845	ebd:ECBD_1284
ko:K00647	ebd:ECBD_1336
ko:K00784	ebd:ECBD_1390
ko:K02348	ebd:ECBD_1391
ko:K02552	ebd:ECBD_1393
ko:K08680	ebd:ECBD_1395
ko:K02549	ebd:ECBD_1397
ko:K00626	ebd:ECBD_1435
ko:K00626	ebd:ECBD_0878
ko:K02100	ebd:ECBD_0883
ko:K00380	ebd:ECBD_0965
ko:K10440	ebd:ECBD_0922
ko:K10439	ebd:ECBD_0923
ko:K03299	ebd:ECBD_0984
ko:K04655	ebd:ECBD_0995
ko:K04652	ebd:ECBD_0998
ko:K02466	ebd:ECBD_1019
ko:K00068	ebd:ECBD_1020
ko:K02782	ebd:ECBD_1022
ko:K02783	ebd:ECBD_1022
ko:K02783	ebd:ECBD_1023
ko:K03743	ebd:ECBD_1025
ko:K02574	ebd:ECBD_1456
ko:K02569	ebd:ECBD_1458
ko:K02193	ebd:ECBD_1459
ko:K02200	ebd:ECBD_1466
ko:K00033	ebd:ECBD_1630
ko:K00575	ebd:ECBD_1754
ko:K06201	ebd:ECBD_1764
ko:K09815	ebd:ECBD_1781
ko:K11392	ebd:ECBD_1805
ko:K01222	ebd:ECBD_1911
ko:K03478	ebd:ECBD_1912
ko:K07283	ebd:ECBD_1923
ko:K06078	ebd:ECBD_1968
ko:K03647	ebd:ECBD_1045
ko:K01185	ebd:ECBD_3100
ko:K14065	ebd:ECBD_4101
ko:K10550	ebd:ECBD_3944
ko:K03077	ebd:ECBD_3836
ko:K01782	ebd:ECBD_1319
ko:K01825	ebd:ECBD_4179
ko:K14059	ebd:ECBD_2271
ko:K14060	ebd:ECBD_2094
ko:K14052	ebd:ECBD_2321
ko:K14053	ebd:ECBD_2298
ko:K14058	ebd:ECBD_2272
ko:K14051	ebd:ECBD_2333
ko:K06211	ebd:ECBD_3630
ko:K13628	ebd:ECBD_1156
ko:K07483	ebd:ECBD_0178
ko:K00215	ebd:ECBD_3585
ko:K07749	ebd:ECBD_1298
ko:K07245	ebd:ECBD_1800
ko:K02062	ebd:ECBD_3551
ko:K02504	ebd:ECBD_3512
ko:K05799	ebd:ECBD_3506
ko:K01582	ebd:ECBD_3433
ko:K01077	ebd:ECBD_3281
ko:K01187	ebd:ECBD_3258
ko:K00455	ebd:ECBD_3668
ko:K02068	ebd:ECBD_3166
ko:K02069	ebd:ECBD_3165
ko:K02226	ebd:ECBD_3013
ko:K08173	ebd:ECBD_2096
ko:K01515	ebd:ECBD_0705
ko:K09806	ebd:ECBD_0697
ko:K12700	ebd:ECBD_3586
ko:K01079	ebd:ECBD_3632
ko:K02004	ebd:ECBD_3160
ko:K03768	ebd:ECBD_3133
ko:K01582	ebd:ECBD_3899
ko:K05789	ebd:ECBD_1632
ko:K02554	ebd:ECBD_3307
ko:K07677	ebd:ECBD_1441
ko:K03329	ebd:ECBD_3329
ko:K16693	ebd:ECBD_4247
ko:K01297	ebd:ECBD_2430
ko:K00632	ebd:ECBD_1318
ko:K00971	ebd:ECBD_1606
ko:K01897	ebd:ECBD_1837
ko:K01087	ebd:ECBD_1743
ko:K01176	ebd:ECBD_1715
ko:K01580	ebd:ECBD_0222
ko:K02054	ebd:ECBD_2197
ko:K13069	ebd:ECBD_1851
ko:K02477	ebd:ECBD_1534
ko:K04027	ebd:ECBD_1233
ko:K04030	ebd:ECBD_1230
ko:K04072	ebd:ECBD_2383
ko:K02081	ebd:ECBD_0611
ko:K04771	ebd:ECBD_3457
ko:K07165	ebd:ECBD_3746
ko:K00564	ebd:ECBD_3650
ko:K00087	ebd:ECBD_0871
ko:K04091	ebd:ECBD_2660
ko:K07343	ebd:ECBD_2635
ko:K09470	ebd:ECBD_2320
ko:K09024	ebd:ECBD_2587
ko:K02485	ebd:ECBD_2387
ko:K01096	ebd:ECBD_2341
ko:K02055	ebd:ECBD_2199
ko:K03446	ebd:ECBD_1034
ko:K01916	ebd:ECBD_1905
ko:K01497	ebd:ECBD_2342
ko:K08992	ebd:ECBD_2340
ko:K03668	ebd:ECBD_2244
ko:K07782	ebd:ECBD_1726
ko:K07038	ebd:ECBD_3131
ko:K04063	ebd:ECBD_2157
ko:K07126	ebd:ECBD_3954
ko:K01147	ebd:ECBD_2331
ko:K11104	ebd:ECBD_3911
ko:K03892	ebd:ECBD_0239
ko:K03972	ebd:ECBD_2309
ko:K04844	ebd:ECBD_2301
ko:K06957	ebd:ECBD_1215
ko:K00951	ebd:ECBD_0945
ko:K05520	ebd:ECBD_0587
ko:K07397	ebd:ECBD_0392
ko:K01664	ebd:ECBD_0388
ko:K08177	ebd:ECBD_0190
ko:K04774	ebd:ECBD_2350
ko:K07357	ebd:ECBD_3725
ko:K05845	ebd:ECBD_1527
ko:K07314	ebd:ECBD_0990
ko:K09994	ebd:ECBD_3937
ko:K05876	ebd:ECBD_2218
ko:K12527	ebd:ECBD_0859
ko:K08997	ebd:ECBD_1939
ko:K03762	ebd:ECBD_3920
ko:K11530	ebd:ECBD_2124
ko:K01739	ebd:ECBD_4084
ko:K13635	ebd:ECBD_1661
ko:K01826	ebd:ECBD_3669
ko:K05921	ebd:ECBD_3666
ko:K09020	ebd:ECBD_2583
ko:K00568	ebd:ECBD_1428
ko:K00484	ebd:ECBD_3675
ko:K05834	ebd:ECBD_4214
ko:K06006	ebd:ECBD_4110
ko:K01524	ebd:ECBD_4261
ko:K12660	ebd:ECBD_1414
ko:K12661	ebd:ECBD_1412
ko:K00799	ebd:ECBD_2008
ko:K04751	ebd:ECBD_1131
ko:K05812	ebd:ECBD_1097
ko:K03487	ebd:ECBD_1011
ko:K03087	ebd:ECBD_0983
ko:K07346	ebd:ECBD_3719
ko:K07351	ebd:ECBD_3720
ko:K05540	ebd:ECBD_0485
ko:K01104	ebd:ECBD_2612
ko:K01835	ebd:ECBD_2973
ko:K12941	ebd:ECBD_2280
ko:K12942	ebd:ECBD_2281
ko:K12945	ebd:ECBD_1223
ko:K13979	ebd:ECBD_3332
ko:K02484	ebd:ECBD_1679
ko:K01838	ebd:ECBD_2300
ko:K02052	ebd:ECBD_2198
ko:K02053	ebd:ECBD_2196
ko:K02083	ebd:ECBD_3142
ko:K06884	ebd:ECBD_2363
ko:K02027	ebd:ECBD_2307
ko:K02315	ebd:ECBD_3658
ko:K00138	ebd:ECBD_0142
ko:K07483	ebd:ECBD_0875
ko:K13631	ebd:ECBD_3970
ko:K13634	ebd:ECBD_2347
ko:K03782	ebd:ECBD_4081
ko:K07471	ebd:ECBD_0716
ko:K13638	ebd:ECBD_0459
ko:K01813	ebd:ECBD_4121
ko:K01792	ebd:ECBD_1864
ko:K13641	ebd:ECBD_4019
ko:K10778	ebd:ECBD_1446
ko:K10939	ebd:ECBD_0765
ko:K13479	ebd:ECBD_0870
ko:K13643	ebd:ECBD_1153
ko:K13694	ebd:ECBD_1482
ko:K01070	ebd:ECBD_1504
ko:K13821	ebd:ECBD_2580
ko:K11922	ebd:ECBD_2931
ko:K11198	ebd:ECBD_2930
ko:K11199	ebd:ECBD_2930
ko:K11200	ebd:ECBD_2930
ko:K01160	ebd:ECBD_3107
ko:K00652	ebd:ECBD_2847
ko:K14218	ebd:ECBD_R0034
ko:K14218	ebd:ECBD_R0035
ko:K07248	ebd:ECBD_2225
ko:K01176	ebd:ECBD_0163
ko:K13938	ebd:ECBD_2040
ko:K03078	ebd:ECBD_3838
ko:K07354	ebd:ECBD_3126
ko:K13953	ebd:ECBD_2161
ko:K13954	ebd:ECBD_0141
ko:K02033	ebd:ECBD_2153
ko:K02550	ebd:ECBD_0764
ko:K02058	ebd:ECBD_3806
ko:K02056	ebd:ECBD_3805
ko:K02057	ebd:ECBD_3803
ko:K11535	ebd:ECBD_1280
ko:K13918	ebd:ECBD_0941
ko:K13483	ebd:ECBD_3371
ko:K09925	ebd:ECBD_4315
ko:K05835	ebd:ECBD_4215
ko:K03292	ebd:ECBD_4151
ko:K07186	ebd:ECBD_3633
ko:K12217	ebd:ECBD_0059
ko:K13695	ebd:ECBD_1937
ko:K11477	ebd:ECBD_0762
ko:K10984	ebd:ECBD_0602
ko:K02080	ebd:ECBD_0599
ko:K13497	ebd:ECBD_2359
ko:K08326	ebd:ECBD_1287
ko:K12136	ebd:ECBD_1208
ko:K12143	ebd:ECBD_1200
ko:K12144	ebd:ECBD_1199
ko:K12145	ebd:ECBD_1198
ko:K12146	ebd:ECBD_1197
ko:K03459	ebd:ECBD_1196
ko:K13896	ebd:ECBD_1477
ko:K13639	ebd:ECBD_3969
ko:K02058	ebd:ECBD_1136
ko:K13893	ebd:ECBD_1480
ko:K09017	ebd:ECBD_2581
ko:K13891	ebd:ECBD_2791
ko:K13894	ebd:ECBD_1479
ko:K04750	ebd:ECBD_3924
ko:K00121	ebd:ECBD_3301
ko:K13620	ebd:ECBD_1599
ko:K07274	ebd:ECBD_1862
ko:K10710	ebd:ECBD_0375
ko:K02056	ebd:ECBD_1137
ko:K07810	ebd:ECBD_3089
ko:K03293	ebd:ECBD_4243
ko:K02477	ebd:ECBD_1291
ko:K04021	ebd:ECBD_1235
ko:K14220	ebd:ECBD_R0038
ko:K14220	ebd:ECBD_R0039
ko:K14220	ebd:ECBD_R0040
ko:K14220	ebd:ECBD_R0041
ko:K14238	ebd:ECBD_R0001
ko:K05847	ebd:ECBD_1529
ko:K14237	ebd:ECBD_R0031
ko:K14237	ebd:ECBD_R0058
ko:K14237	ebd:ECBD_R0056
ko:K14237	ebd:ECBD_R0033
ko:K14237	ebd:ECBD_R0032
ko:K14232	ebd:ECBD_R0002
ko:K01983	ebd:ECBD_R0068
ko:K14221	ebd:ECBD_R0071
ko:K14221	ebd:ECBD_R0072
ko:K14221	ebd:ECBD_R0108
ko:K14219	ebd:ECBD_R0067
ko:K14229	ebd:ECBD_R0030
ko:K14229	ebd:ECBD_R0055
ko:K14229	ebd:ECBD_R0059
ko:K14229	ebd:ECBD_R0057
ko:K14229	ebd:ECBD_R0053
ko:K14229	ebd:ECBD_R0054
ko:K14228	ebd:ECBD_R0081
ko:K14233	ebd:ECBD_R0020
ko:K14228	ebd:ECBD_R0010
ko:K14228	ebd:ECBD_R0061
ko:K01070	ebd:ECBD_3302
ko:K06146	ebd:ECBD_3772
ko:K07714	ebd:ECBD_1439
ko:K10551	ebd:ECBD_3943
ko:K13498	ebd:ECBD_2360
ko:K08281	ebd:ECBD_1876
ko:K13636	ebd:ECBD_1308
ko:K03574	ebd:ECBD_3518
