ko:K12132	btn:BTF1_17605
ko:K09457	btn:BTF1_04430
ko:K01775	btn:BTF1_07735
ko:K00375	btn:BTF1_07765
ko:K03466	btn:BTF1_07840
ko:K01938	btn:BTF1_08000
ko:K03088	btn:BTF1_08035
ko:K03688	btn:BTF1_08045
ko:K07727	btn:BTF1_12470
ko:K00876	btn:BTF1_12485
ko:K03924	btn:BTF1_12520
ko:K03762	btn:BTF1_12540
ko:K03781	btn:BTF1_12550
ko:K01486	btn:BTF1_12560
ko:K02003	btn:BTF1_12640
ko:K13652	btn:BTF1_12665
ko:K09768	btn:BTF1_12695
ko:K00876	btn:BTF1_12715
ko:K07090	btn:BTF1_12735
ko:K11733	btn:BTF1_12745
ko:K07335	btn:BTF1_17010
ko:K03710	btn:BTF1_17015
ko:K03466	btn:BTF1_17020
ko:K01714	btn:BTF1_17040
ko:K00928	btn:BTF1_17045
ko:K00133	btn:BTF1_17050
ko:K03704	btn:BTF1_17190
ko:K09888	btn:BTF1_21320
ko:K01893	btn:BTF1_21340
ko:K01890	btn:BTF1_21345
ko:K01889	btn:BTF1_21350
ko:K03437	btn:BTF1_21355
ko:K06426	btn:BTF1_21360
ko:K06950	btn:BTF1_21365
ko:K02887	btn:BTF1_21405
ko:K02916	btn:BTF1_21410
ko:K02520	btn:BTF1_21415
ko:K01868	btn:BTF1_21420
ko:K07738	btn:BTF1_21445
ko:K01611	btn:BTF1_21450
ko:K00134	btn:BTF1_21455
ko:K00859	btn:BTF1_21460
ko:K20107	btn:BTF1_27980
ko:K20108	btn:BTF1_27980
ko:K01784	btn:BTF1_00250
ko:K07586	btn:BTF1_00345
ko:K11085	btn:BTF1_00350
ko:K09825	btn:BTF1_00395
ko:K03574	btn:BTF1_00425
ko:K00366	btn:BTF1_04825
ko:K11617	btn:BTF1_04895
ko:K11618	btn:BTF1_04900
ko:K03784	btn:BTF1_05020
ko:K01259	btn:BTF1_08360
ko:K02480	btn:BTF1_08590
ko:K13953	btn:BTF1_08610
ko:K00851	btn:BTF1_08625
ko:K03299	btn:BTF1_08630
ko:K03294	btn:BTF1_13085
ko:K11626	btn:BTF1_13130
ko:K06889	btn:BTF1_13215
ko:K09167	btn:BTF1_03080
ko:K08981	btn:BTF1_03085
ko:K07004	btn:BTF1_03120
ko:K06889	btn:BTF1_03255
ko:K07098	btn:BTF1_03260
ko:K07052	btn:BTF1_03300
ko:K03406	btn:BTF1_03320
ko:K04750	btn:BTF1_16025
ko:K02342	btn:BTF1_16100
ko:K06147	btn:BTF1_16115
ko:K00626	btn:BTF1_16175
ko:K02238	btn:BTF1_20240
ko:K06948	btn:BTF1_20290
ko:K15976	btn:BTF1_20330
ko:K01077	btn:BTF1_20340
ko:K01724	btn:BTF1_20400
ko:K07104	btn:BTF1_20405
ko:K01243	btn:BTF1_20475
ko:K03317	btn:BTF1_24555
ko:K05020	btn:BTF1_24575
ko:K02004	btn:BTF1_24650
ko:K02005	btn:BTF1_24660
ko:K01784	btn:BTF1_24710
ko:K01104	btn:BTF1_24750
ko:K07030	btn:BTF1_17570
ko:K03325	btn:BTF1_13305
ko:K06414	btn:BTF1_17585
ko:K00949	btn:BTF1_17590
ko:K02823	btn:BTF1_17720
ko:K02824	btn:BTF1_17745
ko:K04767	btn:BTF1_21860
ko:K01259	btn:BTF1_21870
ko:K03810	btn:BTF1_21895
ko:K01439	btn:BTF1_22080
ko:K06183	btn:BTF1_22090
ko:K09685	btn:BTF1_26255
ko:K02499	btn:BTF1_26305
ko:K02619	btn:BTF1_26380
ko:K20074	btn:BTF1_28867
ko:K00819	btn:BTF1_03445
ko:K07533	btn:BTF1_03550
ko:K15986	btn:BTF1_11660
ko:K01281	btn:BTF1_11835
ko:K01243	btn:BTF1_11865
ko:K00666	btn:BTF1_16190
ko:K03307	btn:BTF1_16255
ko:K01479	btn:BTF1_16280
ko:K06196	btn:BTF1_16335
ko:K09976	btn:BTF1_16440
ko:K07105	btn:BTF1_20765
ko:K04518	btn:BTF1_20780
ko:K02116	btn:BTF1_24940
ko:K02446	btn:BTF1_25065
ko:K15051	btn:BTF1_29542
ko:K19975	btn:BTF1_13275
ko:K02035	btn:BTF1_03645
ko:K15582	btn:BTF1_03655
ko:K15583	btn:BTF1_03660
ko:K10823	btn:BTF1_03665
ko:K02035	btn:BTF1_03675
ko:K16509	btn:BTF1_03680
ko:K07816	btn:BTF1_03735
ko:K00059	btn:BTF1_07185
ko:K00666	btn:BTF1_07290
ko:K01916	btn:BTF1_07365
ko:K03406	btn:BTF1_07425
ko:K09680	btn:BTF1_12030
ko:K01119	btn:BTF1_16475
ko:K03713	btn:BTF1_16560
ko:K00882	btn:BTF1_16630
ko:K03436	btn:BTF1_16635
ko:K07098	btn:BTF1_16675
ko:K03830	btn:BTF1_16690
ko:K07213	btn:BTF1_16700
ko:K07017	btn:BTF1_16725
ko:K02004	btn:BTF1_20785
ko:K02004	btn:BTF1_20790
ko:K07584	btn:BTF1_20825
ko:K06402	btn:BTF1_20840
ko:K01719	btn:BTF1_20920
ko:K19973	btn:BTF1_13285
ko:K01480	btn:BTF1_25330
ko:K04076	btn:BTF1_20960
ko:K02428	btn:BTF1_21010
ko:K03048	btn:BTF1_25100
ko:K00626	btn:BTF1_25125
ko:K07729	btn:BTF1_25135
ko:K07729	btn:BTF1_04015
ko:K13280	btn:BTF1_04095
ko:K09607	btn:BTF1_04125
ko:K11072	btn:BTF1_04135
ko:K11071	btn:BTF1_04140
ko:K11069	btn:BTF1_04150
ko:K00274	btn:BTF1_07470
ko:K00657	btn:BTF1_07490
ko:K09815	btn:BTF1_07495
ko:K00567	btn:BTF1_07515
ko:K01426	btn:BTF1_07685
ko:K06994	btn:BTF1_12225
ko:K04517	btn:BTF1_12245
ko:K01077	btn:BTF1_12460
ko:K01258	btn:BTF1_16770
ko:K03406	btn:BTF1_16855
ko:K01771	btn:BTF1_16860
ko:K00059	btn:BTF1_16980
ko:K00241	btn:BTF1_21135
ko:K00625	btn:BTF1_25420
ko:K01560	btn:BTF1_25525
ko:K09153	btn:BTF1_25620
ko:K10947	btn:BTF1_16505
ko:K06889	btn:BTF1_02495
ko:K03090	btn:BTF1_02740
ko:K00657	btn:BTF1_10900
ko:K02236	btn:BTF1_04235
ko:K02010	btn:BTF1_04320
ko:K03647	btn:BTF1_04465
ko:K07052	btn:BTF1_04505
ko:K06976	btn:BTF1_07965
ko:K01759	btn:BTF1_08020
ko:K01759	btn:BTF1_12495
ko:K02004	btn:BTF1_12655
ko:K02056	btn:BTF1_17005
ko:K07729	btn:BTF1_17275
ko:K03471	btn:BTF1_21325
ko:K07052	btn:BTF1_21370
ko:K11144	btn:BTF1_21435
ko:K03346	btn:BTF1_21440
ko:K10563	btn:BTF1_21470
ko:K07658	btn:BTF1_21485
ko:K00027	btn:BTF1_21560
ko:K01784	btn:BTF1_25745
ko:K07104	btn:BTF1_15410
ko:K07034	btn:BTF1_15465
ko:K06976	btn:BTF1_15495
ko:K00059	btn:BTF1_15530
ko:K03593	btn:BTF1_15570
ko:K03635	btn:BTF1_15580
ko:K01934	btn:BTF1_19700
ko:K01387	btn:BTF1_15395
ko:K09762	btn:BTF1_24145
ko:K08974	btn:BTF1_24165
ko:K06023	btn:BTF1_24195
ko:K07729	btn:BTF1_24245
ko:K00575	btn:BTF1_02755
ko:K18344	btn:BTF1_11125
ko:K03698	btn:BTF1_02840
ko:K01569	btn:BTF1_02900
ko:K02443	btn:BTF1_02920
ko:K07533	btn:BTF1_02980
ko:K09167	btn:BTF1_03035
ko:K08981	btn:BTF1_03040
ko:K07025	btn:BTF1_11120
ko:K02004	btn:BTF1_11150
ko:K01119	btn:BTF1_11190
ko:K06313	btn:BTF1_11270
ko:K02076	btn:BTF1_20010
ko:K13300	btn:BTF1_20065
ko:K01489	btn:BTF1_20115
ko:K06147	btn:BTF1_24280
ko:K02242	btn:BTF1_24340
ko:K02240	btn:BTF1_24345
ko:K02851	btn:BTF1_24385
ko:K03478	btn:BTF1_24410
ko:K01222	btn:BTF1_24415
ko:K03635	btn:BTF1_08125
ko:K06201	btn:BTF1_12895
ko:K01104	btn:BTF1_00055
ko:K00121	btn:BTF1_12995
ko:K03177	btn:BTF1_17340
ko:K09764	btn:BTF1_17350
ko:K09787	btn:BTF1_17520
ko:K00059	btn:BTF1_17545
ko:K00059	btn:BTF1_21665
ko:K04750	btn:BTF1_21770
ko:K06286	btn:BTF1_21795
ko:K07504	btn:BTF1_21830
ko:K07652	btn:BTF1_25935
ko:K07668	btn:BTF1_25940
ko:K06346	btn:BTF1_26035
ko:K00088	btn:BTF1_26090
ko:K07258	btn:BTF1_26095
ko:K08978	btn:BTF1_00105
ko:K01297	btn:BTF1_04535
ko:K03498	btn:BTF1_04655
ko:K01496	btn:BTF1_04760
ko:K01523	btn:BTF1_04765
ko:K00374	btn:BTF1_08100
ko:K00128	btn:BTF1_04130
ko:K00128	btn:BTF1_11690
ko:K00128	btn:BTF1_15525
ko:K06344	btn:BTF1_03860
ko:K07052	btn:BTF1_06820
ko:K01426	btn:BTF1_10200
ko:K16924	btn:BTF1_10400
ko:K01771	btn:BTF1_14915
ko:K03406	btn:BTF1_14985
ko:K04763	btn:BTF1_19255
ko:K07025	btn:BTF1_19415
ko:K04488	btn:BTF1_23445
ko:K07035	btn:BTF1_23520
ko:K00016	btn:BTF1_23525
ko:K03406	btn:BTF1_23590
ko:K03294	btn:BTF1_23610
ko:K07729	btn:BTF1_23665
ko:K03406	btn:BTF1_23715
ko:K00294	btn:BTF1_27600
ko:K02433	btn:BTF1_27655
ko:K00135	btn:BTF1_27685
ko:K03317	btn:BTF1_27720
ko:K03386	btn:BTF1_27785
ko:K02035	btn:BTF1_02090
ko:K02033	btn:BTF1_02095
ko:K07304	btn:BTF1_06625
ko:K06325	btn:BTF1_27850
ko:K06325	btn:BTF1_27855
ko:K10947	btn:BTF1_32556
ko:K06889	btn:BTF1_32771
ko:K01455	btn:BTF1_17995
ko:K02862	btn:BTF1_18000
ko:K01387	btn:BTF1_00485
ko:K07192	btn:BTF1_00495
ko:K03406	btn:BTF1_00500
ko:K02443	btn:BTF1_00540
ko:K05816	btn:BTF1_00545
ko:K05814	btn:BTF1_00550
ko:K05815	btn:BTF1_00555
ko:K03406	btn:BTF1_00590
ko:K00027	btn:BTF1_00610
ko:K03294	btn:BTF1_00690
ko:K08234	btn:BTF1_00755
ko:K05337	btn:BTF1_05115
ko:K07052	btn:BTF1_05130
ko:K01424	btn:BTF1_05180
ko:K01823	btn:BTF1_05200
ko:K00805	btn:BTF1_05265
ko:K00805	btn:BTF1_05275
ko:K03886	btn:BTF1_05315
ko:K00033	btn:BTF1_08635
ko:K05845	btn:BTF1_08670
ko:K05846	btn:BTF1_08670
ko:K06377	btn:BTF1_08800
ko:K07533	btn:BTF1_08860
ko:K08234	btn:BTF1_13345
ko:K01759	btn:BTF1_13420
ko:K14338	btn:BTF1_13525
ko:K02004	btn:BTF1_13580
ko:K08724	btn:BTF1_17880
ko:K07177	btn:BTF1_17930
ko:K06319	btn:BTF1_14835
ko:K06322	btn:BTF1_14905
ko:K16044	btn:BTF1_16030
ko:K00131	btn:BTF1_01895
ko:K06887	btn:BTF1_02250
ko:K01619	btn:BTF1_06835
ko:K01489	btn:BTF1_06850
ko:K01262	btn:BTF1_06900
ko:K01426	btn:BTF1_06990
ko:K00016	btn:BTF1_07000
ko:K00274	btn:BTF1_07005
ko:K01607	btn:BTF1_07060
ko:K16013	btn:BTF1_07090
ko:K16012	btn:BTF1_07095
ko:K00121	btn:BTF1_10520
ko:K02249	btn:BTF1_19555
ko:K02248	btn:BTF1_19560
ko:K02246	btn:BTF1_19570
ko:K02245	btn:BTF1_19575
ko:K02244	btn:BTF1_19580
ko:K02243	btn:BTF1_19585
ko:K00548	btn:BTF1_19640
ko:K01760	btn:BTF1_19655
ko:K00845	btn:BTF1_19690
ko:K03406	btn:BTF1_23720
ko:K03455	btn:BTF1_23765
ko:K03317	btn:BTF1_23825
ko:K07117	btn:BTF1_23890
ko:K03406	btn:BTF1_23895
ko:K00657	btn:BTF1_23935
ko:K11031	btn:BTF1_23990
ko:K03406	btn:BTF1_27930
ko:K01478	btn:BTF1_27940
ko:K03406	btn:BTF1_28015
ko:K07729	btn:BTF1_28085
ko:K06902	btn:BTF1_28090
ko:K01771	btn:BTF1_32876
ko:K06400	btn:BTF1_25795
ko:K01834	btn:BTF1_09520
ko:K01834	btn:BTF1_06200
ko:K01834	btn:BTF1_16785
ko:K01834	btn:BTF1_23405
ko:K01958	btn:BTF1_18035
ko:K03635	btn:BTF1_22160
ko:K03455	btn:BTF1_22260
ko:K02004	btn:BTF1_22275
ko:K01048	btn:BTF1_22325
ko:K02116	btn:BTF1_22380
ko:K03708	btn:BTF1_26415
ko:K07067	btn:BTF1_26440
ko:K09698	btn:BTF1_26460
ko:K00564	btn:BTF1_26535
ko:K02274	btn:BTF1_18015
ko:K14218	btn:BTF1_t28277
ko:K14218	btn:BTF1_t28227
ko:K14218	btn:BTF1_t28295
ko:K14218	btn:BTF1_t28167
ko:K14235	btn:BTF1_t28135
ko:K14235	btn:BTF1_t28181
ko:K14235	btn:BTF1_t31819
ko:K00639	btn:BTF1_00815
ko:K04748	btn:BTF1_00835
ko:K03486	btn:BTF1_00860
ko:K01226	btn:BTF1_00870
ko:K10041	btn:BTF1_00915
ko:K00852	btn:BTF1_01030
ko:K10440	btn:BTF1_01045
ko:K10439	btn:BTF1_01050
ko:K00616	btn:BTF1_01055
ko:K00974	btn:BTF1_05385
ko:K02086	btn:BTF1_05435
ko:K03700	btn:BTF1_05455
ko:K01011	btn:BTF1_05580
ko:K02004	btn:BTF1_09125
ko:K01259	btn:BTF1_09170
ko:K06994	btn:BTF1_09190
ko:K03825	btn:BTF1_09215
ko:K00058	btn:BTF1_13660
ko:K01092	btn:BTF1_18090
ko:K03499	btn:BTF1_18195
ko:K05822	btn:BTF1_18210
ko:K07098	btn:BTF1_18265
ko:K00841	btn:BTF1_18350
ko:K02051	btn:BTF1_22475
ko:K02049	btn:BTF1_22480
ko:K02050	btn:BTF1_22485
ko:K07025	btn:BTF1_22500
ko:K00939	btn:BTF1_26690
ko:K03593	btn:BTF1_26770
ko:K00059	btn:BTF1_26845
ko:K02030	btn:BTF1_27920
ko:K09607	btn:BTF1_01060
ko:K03406	btn:BTF1_01125
ko:K07729	btn:BTF1_01190
ko:K03499	btn:BTF1_01210
ko:K03307	btn:BTF1_01255
ko:K03469	btn:BTF1_05690
ko:K03469	btn:BTF1_05705
ko:K00575	btn:BTF1_05875
ko:K07052	btn:BTF1_09265
ko:K09702	btn:BTF1_09310
ko:K01243	btn:BTF1_13985
ko:K03976	btn:BTF1_13990
ko:K00059	btn:BTF1_14045
ko:K01560	btn:BTF1_14080
ko:K01104	btn:BTF1_14085
ko:K01759	btn:BTF1_14110
ko:K15770	btn:BTF1_18370
ko:K01182	btn:BTF1_18380
ko:K00626	btn:BTF1_18425
ko:K08969	btn:BTF1_18490
ko:K08964	btn:BTF1_18505
ko:K08483	btn:BTF1_18555
ko:K11189	btn:BTF1_18560
ko:K02564	btn:BTF1_18585
ko:K09763	btn:BTF1_18615
ko:K02004	btn:BTF1_22725
ko:K02004	btn:BTF1_22765
ko:K02549	btn:BTF1_22885
ko:K08680	btn:BTF1_22900
ko:K02552	btn:BTF1_22910
ko:K02033	btn:BTF1_26910
ko:K02035	btn:BTF1_26950
ko:K02035	btn:BTF1_27100
ko:K02033	btn:BTF1_27105
ko:K14224	btn:BTF1_t28121
ko:K14224	btn:BTF1_t28301
ko:K14224	btn:BTF1_t28283
ko:K14224	btn:BTF1_t28259
ko:K14224	btn:BTF1_t28251
ko:K14224	btn:BTF1_t28201
ko:K14224	btn:BTF1_t28187
ko:K14237	btn:BTF1_t28123
ko:K14237	btn:BTF1_t28285
ko:K14237	btn:BTF1_t28261
ko:K14237	btn:BTF1_t28303
ko:K14237	btn:BTF1_t28243
ko:K14237	btn:BTF1_t28149
ko:K14234	btn:BTF1_t28241
ko:K14234	btn:BTF1_t28263
ko:K14234	btn:BTF1_t28213
ko:K14234	btn:BTF1_t28131
ko:K14234	btn:BTF1_t28179
ko:K14230	btn:BTF1_t28195
ko:K14230	btn:BTF1_t28223
ko:K15599	btn:BTF1_01350
ko:K03153	btn:BTF1_01365
ko:K02010	btn:BTF1_06155
ko:K01270	btn:BTF1_09545
ko:K07258	btn:BTF1_09595
ko:K01784	btn:BTF1_09715
ko:K02116	btn:BTF1_14220
ko:K07404	btn:BTF1_14260
ko:K00851	btn:BTF1_14265
ko:K00616	btn:BTF1_14270
ko:K00033	btn:BTF1_14275
ko:K16509	btn:BTF1_14325
ko:K03768	btn:BTF1_18625
ko:K07258	btn:BTF1_18700
ko:K03783	btn:BTF1_18755
ko:K04763	btn:BTF1_18770
ko:K03711	btn:BTF1_18780
ko:K01515	btn:BTF1_18795
ko:K01081	btn:BTF1_18825
ko:K06889	btn:BTF1_18855
ko:K00700	btn:BTF1_22975
ko:K00016	btn:BTF1_22990
ko:K07570	btn:BTF1_23030
ko:K01835	btn:BTF1_23125
ko:K03294	btn:BTF1_27155
ko:K03095	btn:BTF1_27225
ko:K01409	btn:BTF1_27245
ko:K07052	btn:BTF1_27265
ko:K09963	btn:BTF1_01610
ko:K03491	btn:BTF1_01615
ko:K02004	btn:BTF1_01655
ko:K02005	btn:BTF1_01665
ko:K02033	btn:BTF1_01675
ko:K03294	btn:BTF1_01760
ko:K09963	btn:BTF1_01790
ko:K00619	btn:BTF1_01820
ko:K01679	btn:BTF1_06300
ko:K06196	btn:BTF1_06345
ko:K00027	btn:BTF1_06455
ko:K03574	btn:BTF1_06515
ko:K07098	btn:BTF1_09895
ko:K01243	btn:BTF1_10020
ko:K01176	btn:BTF1_14685
ko:K00652	btn:BTF1_18910
ko:K01119	btn:BTF1_18935
ko:K00784	btn:BTF1_19020
ko:K00929	btn:BTF1_19145
ko:K02446	btn:BTF1_23365
ko:K06889	btn:BTF1_27435
ko:K07094	btn:BTF1_27575
ko:K02030	btn:BTF1_19095
ko:K12263	btn:BTF1_24305
ko:K06351	btn:BTF1_12880
ko:K11635	btn:BTF1_22825
ko:K11636	btn:BTF1_10245
ko:K11635	btn:BTF1_10240
ko:K01271	btn:BTF1_21610
ko:K16786	btn:BTF1_10665
ko:K16787	btn:BTF1_10665
ko:K02803	btn:BTF1_00220
ko:K02804	btn:BTF1_00220
ko:K00355	btn:BTF1_13915
ko:K00355	btn:BTF1_23345
ko:K16881	btn:BTF1_19710
ko:K11636	btn:BTF1_22820
ko:K18345	btn:BTF1_11130
ko:K11991	btn:BTF1_26135
ko:K07979	btn:BTF1_18705
ko:K14229	btn:BTF1_t28155
ko:K14229	btn:BTF1_t28253
ko:K14229	btn:BTF1_t28291
ko:K14229	btn:BTF1_t28265
ko:K14229	btn:BTF1_t28211
ko:K14229	btn:BTF1_t28311
ko:K10819	btn:BTF1_21885
ko:K00951	btn:BTF1_20645
ko:K16869	btn:BTF1_25415
ko:K16898	btn:BTF1_03395
ko:K16786	btn:BTF1_13945
ko:K16787	btn:BTF1_13945
ko:K16785	btn:BTF1_13950
ko:K15555	btn:BTF1_12105
ko:K14233	btn:BTF1_t28255
ko:K14233	btn:BTF1_t28221
ko:K14233	btn:BTF1_t28171
ko:K14233	btn:BTF1_t28169
ko:K14230	btn:BTF1_t28225
ko:K14230	btn:BTF1_t28257
ko:K14228	btn:BTF1_t28157
ko:K14228	btn:BTF1_t28237
ko:K14228	btn:BTF1_t28267
ko:K14228	btn:BTF1_t28161
ko:K14228	btn:BTF1_t28233
ko:K14228	btn:BTF1_t28271
ko:K14225	btn:BTF1_t28141
ko:K14225	btn:BTF1_t28269
ko:K14225	btn:BTF1_t28235
ko:K14225	btn:BTF1_t28159
ko:K14225	btn:BTF1_t28293
ko:K14219	btn:BTF1_t28163
ko:K14219	btn:BTF1_t28315
ko:K14219	btn:BTF1_t28273
ko:K14219	btn:BTF1_t28231
ko:K14219	btn:BTF1_t31807
ko:K14232	btn:BTF1_t28165
ko:K14232	btn:BTF1_t28275
ko:K14232	btn:BTF1_t28229
ko:K14232	btn:BTF1_t28317
ko:K14220	btn:BTF1_t28117
ko:K14220	btn:BTF1_t28279
ko:K14220	btn:BTF1_t28297
ko:K14220	btn:BTF1_t28185
ko:K14220	btn:BTF1_t28205
ko:K14234	btn:BTF1_t28281
ko:K14223	btn:BTF1_t28139
ko:K14223	btn:BTF1_t28289
ko:K14223	btn:BTF1_t28153
ko:K14223	btn:BTF1_t28309
ko:K14233	btn:BTF1_t28299
ko:K14233	btn:BTF1_t28203
ko:K14230	btn:BTF1_t28219
ko:K14230	btn:BTF1_t28305
ko:K14227	btn:BTF1_t28183
ko:K14227	btn:BTF1_t28207
ko:K14230	btn:BTF1_t28321
ko:K14230	btn:BTF1_t28173
ko:K14230	btn:BTF1_t28125
ko:K14221	btn:BTF1_t28127
ko:K14221	btn:BTF1_t28323
ko:K14221	btn:BTF1_t28249
ko:K14221	btn:BTF1_t28175
ko:K14221	btn:BTF1_t28217
ko:K14221	btn:BTF1_t28307
ko:K14228	btn:BTF1_t28313
ko:K14225	btn:BTF1_t28147
ko:K14225	btn:BTF1_t28199
ko:K14225	btn:BTF1_t28209
ko:K14225	btn:BTF1_t28319
ko:K14231	btn:BTF1_t28129
ko:K14231	btn:BTF1_t28177
ko:K14231	btn:BTF1_t28215
ko:K14231	btn:BTF1_t28247
ko:K14226	btn:BTF1_t28137
ko:K14226	btn:BTF1_t28239
ko:K14233	btn:BTF1_t28119
ko:K14219	btn:BTF1_t28197
ko:K14230	btn:BTF1_t28191
ko:K14230	btn:BTF1_t28193
ko:K01834	btn:BTF1_07710
ko:K16927	btn:BTF1_13940
ko:K02004	btn:BTF1_02615
ko:K11036	btn:BTF1_13065
ko:K07260	btn:BTF1_22870
ko:K13075	btn:BTF1_14555
ko:K06421	btn:BTF1_04260
ko:K06336	btn:BTF1_04100
ko:K13730	btn:BTF1_04355
ko:K14225	btn:BTF1_t31797
ko:K11636	btn:BTF1_07375
ko:K11636	btn:BTF1_22815
ko:K11636	btn:BTF1_22830
ko:K02003	btn:BTF1_01660
ko:K16899	btn:BTF1_03390
ko:K16937	btn:BTF1_26840
ko:K16937	btn:BTF1_20355
ko:K14236	btn:BTF1_t28133
ko:K14236	btn:BTF1_t28287
ko:K14236	btn:BTF1_t28151
ko:K11070	btn:BTF1_04145
ko:K02049	btn:BTF1_28040
ko:K03574	btn:BTF1_12680
ko:K01897	btn:BTF1_03190
ko:K11033	btn:BTF1_06780
ko:K17103	btn:BTF1_02565
ko:K11035	btn:BTF1_13050
ko:K11035	btn:BTF1_13055
ko:K11037	btn:BTF1_13060
ko:K01977	btn:BTF1_r28353
ko:K01977	btn:BTF1_r28361
ko:K01977	btn:BTF1_r28357
ko:K01977	btn:BTF1_r28375
ko:K01977	btn:BTF1_r28373
ko:K01977	btn:BTF1_r28365
ko:K01977	btn:BTF1_r28363
ko:K01977	btn:BTF1_r28377
ko:K01977	btn:BTF1_r28355
ko:K01977	btn:BTF1_r28379
ko:K01977	btn:BTF1_r28367
ko:K01977	btn:BTF1_r28371
ko:K01977	btn:BTF1_r28369
ko:K01977	btn:BTF1_r28359
ko:K01990	btn:BTF1_04495
ko:K01990	btn:BTF1_08430
ko:K01990	btn:BTF1_14055
ko:K01992	btn:BTF1_08435
ko:K01992	btn:BTF1_04055
ko:K07284	btn:BTF1_01145
ko:K01990	btn:BTF1_00370
ko:K01990	btn:BTF1_04050
ko:K01990	btn:BTF1_03010
ko:K14228	btn:BTF1_t31791
ko:K01992	btn:BTF1_16005
ko:K01992	btn:BTF1_14050
ko:K01992	btn:BTF1_01885
ko:K01992	btn:BTF1_00375
ko:K01664	btn:BTF1_26375
ko:K01990	btn:BTF1_04485
ko:K01990	btn:BTF1_21095
ko:K01990	btn:BTF1_22785
ko:K01990	btn:BTF1_24805
ko:K01990	btn:BTF1_32251
ko:K01992	btn:BTF1_00380
ko:K01992	btn:BTF1_21090
ko:K01992	btn:BTF1_22780
ko:K01992	btn:BTF1_24795
ko:K07260	btn:BTF1_29367
ko:K01980	btn:BTF1_r28381
ko:K01980	btn:BTF1_r28395
ko:K01980	btn:BTF1_r28397
ko:K01980	btn:BTF1_r28383
ko:K01980	btn:BTF1_r28403
ko:K01980	btn:BTF1_r28387
ko:K01980	btn:BTF1_r28407
ko:K01980	btn:BTF1_r28393
ko:K01980	btn:BTF1_r28401
ko:K01980	btn:BTF1_r28405
ko:K01980	btn:BTF1_r28399
ko:K01980	btn:BTF1_r28391
ko:K01980	btn:BTF1_r28385
ko:K01980	btn:BTF1_r28389
ko:K17217	btn:BTF1_20465
ko:K17216	btn:BTF1_20470
ko:K01897	btn:BTF1_21175
ko:K17103	btn:BTF1_04785
ko:K17218	btn:BTF1_14825
ko:K06298	btn:BTF1_21020
ko:K02028	btn:BTF1_27925
ko:K00265	btn:BTF1_00360
ko:K08986	btn:BTF1_07580
ko:K04091	btn:BTF1_12090
ko:K01537	btn:BTF1_17665
ko:K17462	btn:BTF1_20480
ko:K02029	btn:BTF1_19090
ko:K01537	btn:BTF1_00045
ko:K01992	btn:BTF1_03015
ko:K02028	btn:BTF1_19085
ko:K01992	btn:BTF1_16355
ko:K01992	btn:BTF1_09915
ko:K07260	btn:BTF1_15365
ko:K10947	btn:BTF1_18460
ko:K10947	btn:BTF1_19430
ko:K10947	btn:BTF1_25155
ko:K03574	btn:BTF1_00825
ko:K03574	btn:BTF1_10950
ko:K03574	btn:BTF1_12830
ko:K03574	btn:BTF1_24160
ko:K01992	btn:BTF1_06425
ko:K01992	btn:BTF1_14465
ko:K01992	btn:BTF1_25265
ko:K14228	btn:BTF1_t28145
ko:K14222	btn:BTF1_t28143
ko:K01990	btn:BTF1_14470
ko:K01990	btn:BTF1_16010
ko:K01990	btn:BTF1_18710
ko:K01990	btn:BTF1_25270
ko:K10112	btn:BTF1_18385
ko:K01992	btn:BTF1_04500
ko:K19309	btn:BTF1_27475
ko:K01990	btn:BTF1_06420
ko:K01990	btn:BTF1_21220
ko:K05592	btn:BTF1_09485
ko:K17472	btn:BTF1_20600
ko:K17686	btn:BTF1_16695
ko:K14220	btn:BTF1_t31789
ko:K01739	btn:BTF1_19650
ko:K01791	btn:BTF1_24375
ko:K14219	btn:BTF1_t31811
ko:K14233	btn:BTF1_t31821
ko:K17836	btn:BTF1_13510
ko:K17836	btn:BTF1_09680
ko:K14237	btn:BTF1_t28189
ko:K06518	btn:BTF1_16385
ko:K06518	btn:BTF1_16835
ko:K07284	btn:BTF1_22660
ko:K17828	btn:BTF1_17715
ko:K00537	btn:BTF1_23505
ko:K11928	btn:BTF1_03900
ko:K01658	btn:BTF1_03915
ko:K07284	btn:BTF1_02440
ko:K01843	btn:BTF1_08760
ko:K18115	btn:BTF1_15540
ko:K12574	btn:BTF1_17035
ko:K12574	btn:BTF1_18190
ko:K17836	btn:BTF1_09890
ko:K17837	btn:BTF1_14500
ko:K00661	btn:BTF1_21845
ko:K00661	btn:BTF1_14125
ko:K01183	btn:BTF1_16665
ko:K01183	btn:BTF1_28050
ko:K01069	btn:BTF1_14820
ko:K14219	btn:BTF1_t28245
ko:K14233	btn:BTF1_t31793
ko:K14222	btn:BTF1_t31795
ko:K14224	btn:BTF1_t31801
ko:K14223	btn:BTF1_t31805
ko:K14232	btn:BTF1_t31809
ko:K14221	btn:BTF1_t31813
ko:K14234	btn:BTF1_t31815
ko:K14236	btn:BTF1_t31817
ko:K17733	btn:BTF1_10865
ko:K07284	btn:BTF1_30157
ko:K01187	btn:BTF1_27975
ko:K18104	btn:BTF1_07170
ko:K02479	btn:BTF1_08595
ko:K00104	btn:BTF1_04190
