ko:K07497	seo:STM14_3336
ko:K01087	seo:STM14_2346
ko:K02217	seo:STM14_2353
ko:K03834	seo:STM14_2355
ko:K07039	seo:STM14_2356
ko:K00995	seo:STM14_2363
ko:K03703	seo:STM14_2364
ko:K07689	seo:STM14_2365
ko:K10010	seo:STM14_2369
ko:K10009	seo:STM14_2370
ko:K02424	seo:STM14_2372
ko:K02255	seo:STM14_2350
ko:K02425	seo:STM14_2373
ko:K06076	seo:STM14_2942
ko:K04754	seo:STM14_2943
ko:K12974	seo:STM14_2953
ko:K14261	seo:STM14_2954
ko:K03322	seo:STM14_2962
ko:K11535	seo:STM14_2963
ko:K11537	seo:STM14_2976
ko:K03815	seo:STM14_2977
ko:K14347	seo:STM14_2980
ko:K09954	seo:STM14_2981
ko:K01972	seo:STM14_2982
ko:K03528	seo:STM14_2983
ko:K06203	seo:STM14_2984
ko:K01738	seo:STM14_2985
ko:K09899	seo:STM14_2879
ko:K00925	seo:STM14_2882
ko:K13788	seo:STM14_2883
ko:K00615	seo:STM14_2885
ko:K00615	seo:STM14_2886
ko:K07095	seo:STM14_2893
ko:K07071	seo:STM14_2896
ko:K10017	seo:STM14_2897
ko:K10015	seo:STM14_2898
ko:K10016	seo:STM14_2899
ko:K03186	seo:STM14_2903
ko:K01586	seo:STM14_2907
ko:K06714	seo:STM14_2908
ko:K00764	seo:STM14_2909
ko:K03558	seo:STM14_2910
ko:K03749	seo:STM14_2912
ko:K11754	seo:STM14_2913
ko:K01963	seo:STM14_2914
ko:K03975	seo:STM14_2915
ko:K06173	seo:STM14_2916
ko:K03473	seo:STM14_2918
ko:K15461	seo:STM14_2928
ko:K09906	seo:STM14_2930
ko:K00868	seo:STM14_2993
ko:K01951	seo:STM14_2995
ko:K12339	seo:STM14_2998
ko:K02045	seo:STM14_2999
ko:K02047	seo:STM14_3000
ko:K02046	seo:STM14_3001
ko:K02048	seo:STM14_3002
ko:K07223	seo:STM14_3004
ko:K01448	seo:STM14_3008
ko:K00228	seo:STM14_3009
ko:K04033	seo:STM14_3012
ko:K04025	seo:STM14_3013
ko:K04026	seo:STM14_3014
ko:K03736	seo:STM14_3015
ko:K03735	seo:STM14_3016
ko:K04019	seo:STM14_3017
ko:K04023	seo:STM14_3018
ko:K04022	seo:STM14_3019
ko:K04024	seo:STM14_3020
ko:K04021	seo:STM14_3021
ko:K04020	seo:STM14_3024
ko:K04032	seo:STM14_3025
ko:K04030	seo:STM14_3026
ko:K04029	seo:STM14_3027
ko:K04031	seo:STM14_3028
ko:K00029	seo:STM14_3031
ko:K00615	seo:STM14_3034
ko:K01892	seo:STM14_3093
ko:K15539	seo:STM14_3095
ko:K06941	seo:STM14_3097
ko:K00940	seo:STM14_3098
ko:K07306	seo:STM14_3103
ko:K05367	seo:STM14_3104
ko:K06894	seo:STM14_3105
ko:K07751	seo:STM14_3111
ko:K04755	seo:STM14_3113
ko:K04044	seo:STM14_3114
ko:K04082	seo:STM14_3115
ko:K04487	seo:STM14_3118
ko:K13643	seo:STM14_3120
ko:K15396	seo:STM14_3121
ko:K05820	seo:STM14_3132
ko:K00600	seo:STM14_3133
ko:K05916	seo:STM14_3135
ko:K03765	seo:STM14_3136
ko:K03305	seo:STM14_3139
ko:K04751	seo:STM14_3140
ko:K07715	seo:STM14_3141
ko:K07711	seo:STM14_3143
ko:K03695	seo:STM14_3261
ko:K05810	seo:STM14_3262
ko:K06180	seo:STM14_3263
ko:K05807	seo:STM14_3264
ko:K05809	seo:STM14_3266
ko:K14170	seo:STM14_3268
ko:K14187	seo:STM14_3270
ko:K01626	seo:STM14_3271
ko:K02884	seo:STM14_3276
ko:K00554	seo:STM14_3277
ko:K02860	seo:STM14_3278
ko:K02959	seo:STM14_3279
ko:K03106	seo:STM14_3281
ko:K03687	seo:STM14_3286
ko:K00858	seo:STM14_3288
ko:K03631	seo:STM14_3289
ko:K06186	seo:STM14_3290
ko:K09801	seo:STM14_3292
ko:K03664	seo:STM14_3294
ko:K02020	seo:STM14_3805
ko:K02016	seo:STM14_3806
ko:K04653	seo:STM14_3807
ko:K04651	seo:STM14_3808
ko:K03561	seo:STM14_3825
ko:K08325	seo:STM14_3831
ko:K03319	seo:STM14_3835
ko:K00655	seo:STM14_3845
ko:K02621	seo:STM14_3846
ko:K13652	seo:STM14_3847
ko:K03923	seo:STM14_3852
ko:K02622	seo:STM14_3854
ko:K07000	seo:STM14_3855
ko:K03651	seo:STM14_3856
ko:K09920	seo:STM14_3857
ko:K01788	seo:STM14_4028
ko:K02407	seo:STM14_2380
ko:K02422	seo:STM14_2381
ko:K02423	seo:STM14_2382
ko:K07112	seo:STM14_2385
ko:K02408	seo:STM14_2388
ko:K02409	seo:STM14_2390
ko:K02410	seo:STM14_2391
ko:K02411	seo:STM14_2392
ko:K02412	seo:STM14_2393
ko:K02413	seo:STM14_2394
ko:K02415	seo:STM14_2396
ko:K02416	seo:STM14_2397
ko:K02417	seo:STM14_2398
ko:K02418	seo:STM14_2399
ko:K02419	seo:STM14_2400
ko:K02420	seo:STM14_2401
ko:K02421	seo:STM14_2402
ko:K07781	seo:STM14_2403
ko:K07026	seo:STM14_2407
ko:K02405	seo:STM14_2374
ko:K09781	seo:STM14_2410
ko:K07458	seo:STM14_2413
ko:K06950	seo:STM14_2415
ko:K03704	seo:STM14_2420
ko:K03221	seo:STM14_1702
ko:K03222	seo:STM14_1705
ko:K03230	seo:STM14_1710
ko:K03224	seo:STM14_1711
ko:K03225	seo:STM14_1714
ko:K03226	seo:STM14_1715
ko:K03228	seo:STM14_1717
ko:K03229	seo:STM14_1718
ko:K03327	seo:STM14_1722
ko:K00793	seo:STM14_1723
ko:K00574	seo:STM14_1724
ko:K04564	seo:STM14_1729
ko:K07390	seo:STM14_1731
ko:K03683	seo:STM14_1732
ko:K10680	seo:STM14_1734
ko:K06938	seo:STM14_1736
ko:K06077	seo:STM14_1743
ko:K09001	seo:STM14_1744
ko:K00275	seo:STM14_1746
ko:K01866	seo:STM14_1747
ko:K00868	seo:STM14_1748
ko:K03305	seo:STM14_1750
ko:K10773	seo:STM14_1752
ko:K01809	seo:STM14_1769
ko:K01676	seo:STM14_1770
ko:K07639	seo:STM14_1774
ko:K07661	seo:STM14_1779
ko:K03758	seo:STM14_1781
ko:K00324	seo:STM14_1787
ko:K00325	seo:STM14_1788
ko:K11744	seo:STM14_1789
ko:K11743	seo:STM14_1791
ko:K11742	seo:STM14_1792
ko:K04775	seo:STM14_1793
ko:K08224	seo:STM14_1797
ko:K15545	seo:STM14_1799
ko:K01935	seo:STM14_1800
ko:K03281	seo:STM14_1801
ko:K05847	seo:STM14_1802
ko:K05846	seo:STM14_1803
ko:K05845	seo:STM14_1804
ko:K05846	seo:STM14_1805
ko:K07310	seo:STM14_1809
ko:K07309	seo:STM14_1811
ko:K09771	seo:STM14_1817
ko:K08323	seo:STM14_1818
ko:K08322	seo:STM14_1819
ko:K01284	seo:STM14_1826
ko:K02406	seo:STM14_2378
ko:K12945	seo:STM14_3038
ko:K07674	seo:STM14_3042
ko:K06957	seo:STM14_3048
ko:K01923	seo:STM14_3050
ko:K07287	seo:STM14_3051
ko:K01714	seo:STM14_3052
ko:K03567	seo:STM14_3053
ko:K03564	seo:STM14_3054
ko:K10763	seo:STM14_3060
ko:K00761	seo:STM14_3062
ko:K01933	seo:STM14_3064
ko:K11175	seo:STM14_3065
ko:K00937	seo:STM14_3066
ko:K01524	seo:STM14_3067
ko:K01951	seo:STM14_3075
ko:K03601	seo:STM14_3077
ko:K13735	seo:STM14_3085
ko:K03977	seo:STM14_3089
ko:K01952	seo:STM14_3145
ko:K11991	seo:STM14_3148
ko:K07106	seo:STM14_3151
ko:K00077	seo:STM14_3153
ko:K08177	seo:STM14_3154
ko:K00997	seo:STM14_3157
ko:K03474	seo:STM14_3158
ko:K03584	seo:STM14_3159
ko:K03685	seo:STM14_3161
ko:K03100	seo:STM14_3162
ko:K03596	seo:STM14_3163
ko:K02781	seo:STM14_3316
ko:K08094	seo:STM14_3321
ko:K06859	seo:STM14_3322
ko:K02406	seo:STM14_3338
ko:K09824	seo:STM14_3352
ko:K07241	seo:STM14_3358
ko:K07649	seo:STM14_3359
ko:K07774	seo:STM14_3360
ko:K07795	seo:STM14_3361
ko:K15737	seo:STM14_3365
ko:K15736	seo:STM14_3366
ko:K15827	seo:STM14_3446
ko:K15833	seo:STM14_3448
ko:K04651	seo:STM14_3450
ko:K04653	seo:STM14_3452
ko:K04654	seo:STM14_3453
ko:K15836	seo:STM14_3455
ko:K11605	seo:STM14_3460
ko:K11606	seo:STM14_3461
ko:K03221	seo:STM14_3472
ko:K02078	seo:STM14_3480
ko:K03225	seo:STM14_3490
ko:K08311	seo:STM14_3621
ko:K03573	seo:STM14_3627
ko:K08227	seo:STM14_3633
ko:K05939	seo:STM14_3634
ko:K02529	seo:STM14_3636
ko:K01586	seo:STM14_3638
ko:K01815	seo:STM14_3644
ko:K04567	seo:STM14_3672
ko:K02836	seo:STM14_3673
ko:K03598	seo:STM14_3232
ko:K03597	seo:STM14_3233
ko:K03088	seo:STM14_3234
ko:K00278	seo:STM14_3237
ko:K05590	seo:STM14_3240
ko:K11249	seo:STM14_3242
ko:K03648	seo:STM14_3244
ko:K03214	seo:STM14_3245
ko:K03672	seo:STM14_3246
ko:K00998	seo:STM14_3250
ko:K05811	seo:STM14_3251
ko:K11735	seo:STM14_3369
ko:K15735	seo:STM14_3370
ko:K00375	seo:STM14_3384
ko:K02000	seo:STM14_3391
ko:K02001	seo:STM14_3392
ko:K02002	seo:STM14_3393
ko:K03543	seo:STM14_3399
ko:K03446	seo:STM14_3400
ko:K07173	seo:STM14_3402
ko:K01919	seo:STM14_3403
ko:K03563	seo:STM14_3412
ko:K01872	seo:STM14_3413
ko:K03565	seo:STM14_3416
ko:K13630	seo:STM14_1836
ko:K13632	seo:STM14_1837
ko:K08159	seo:STM14_1840
ko:K08324	seo:STM14_1842
ko:K01425	seo:STM14_1843
ko:K04651	seo:STM14_1849
ko:K03618	seo:STM14_1851
ko:K03619	seo:STM14_1852
ko:K04653	seo:STM14_1853
ko:K03620	seo:STM14_1855
ko:K15268	seo:STM14_1835
ko:K03230	seo:STM14_3495
ko:K07314	seo:STM14_3509
ko:K03555	seo:STM14_3511
ko:K03186	seo:STM14_3523
ko:K06194	seo:STM14_3527
ko:K00573	seo:STM14_3529
ko:K03787	seo:STM14_3530
ko:K06176	seo:STM14_3531
ko:K01770	seo:STM14_3532
ko:K00991	seo:STM14_3533
ko:K05589	seo:STM14_3534
ko:K00860	seo:STM14_3537
ko:K00957	seo:STM14_3539
ko:K09612	seo:STM14_3540
ko:K15342	seo:STM14_3542
ko:K07462	seo:STM14_3674
ko:K03981	seo:STM14_3675
ko:K03840	seo:STM14_3677
ko:K09159	seo:STM14_3679
ko:K06980	seo:STM14_3681
ko:K11068	seo:STM14_3682
ko:K09900	seo:STM14_3683
ko:K01223	seo:STM14_3684
ko:K00281	seo:STM14_3687
ko:K02437	seo:STM14_3688
ko:K00605	seo:STM14_3689
ko:K03185	seo:STM14_3694
ko:K09895	seo:STM14_3696
ko:K09888	seo:STM14_3697
ko:K01807	seo:STM14_3701
ko:K05596	seo:STM14_3703
ko:K09807	seo:STM14_3705
ko:K06895	seo:STM14_3706
ko:K01624	seo:STM14_3708
ko:K00927	seo:STM14_3709
ko:K03472	seo:STM14_3710
ko:K00615	seo:STM14_3717
ko:K07387	seo:STM14_3719
ko:K02529	seo:STM14_1878
ko:K03315	seo:STM14_1879
ko:K14155	seo:STM14_1880
ko:K06044	seo:STM14_1882
ko:K02972	seo:STM14_1888
ko:K08349	seo:STM14_1893
ko:K02575	seo:STM14_1903
ko:K00675	seo:STM14_1910
ko:K11738	seo:STM14_1916
ko:K03823	seo:STM14_1925
ko:K09936	seo:STM14_1926
ko:K00137	seo:STM14_1934
ko:K08641	seo:STM14_1936
ko:K08303	seo:STM14_1942
ko:K05782	seo:STM14_1944
ko:K03304	seo:STM14_1947
ko:K03817	seo:STM14_1949
ko:K02774	seo:STM14_1952
ko:K02773	seo:STM14_1955
ko:K05876	seo:STM14_1966
ko:K02029	seo:STM14_1978
ko:K02029	seo:STM14_1980
ko:K03578	seo:STM14_1985
ko:K01118	seo:STM14_1986
ko:K09978	seo:STM14_1988
ko:K03778	seo:STM14_1991
ko:K03737	seo:STM14_1995
ko:K14058	seo:STM14_2000
ko:K05591	seo:STM14_2001
ko:K14055	seo:STM14_2008
ko:K15580	seo:STM14_2027
ko:K14054	seo:STM14_2028
ko:K11065	seo:STM14_2030
ko:K03721	seo:STM14_2033
ko:K08990	seo:STM14_2034
ko:K06918	seo:STM14_2035
ko:K03971	seo:STM14_2037
ko:K03970	seo:STM14_2039
ko:K03969	seo:STM14_2040
ko:K03974	seo:STM14_2041
ko:K00208	seo:STM14_2053
ko:K01147	seo:STM14_2056
ko:K14051	seo:STM14_2058
ko:K04062	seo:STM14_2062
ko:K03113	seo:STM14_2063
ko:K01591	seo:STM14_2064
ko:K01681	seo:STM14_2070
ko:K13634	seo:STM14_2072
ko:K03168	seo:STM14_2075
ko:K02468	seo:STM14_3428
ko:K02467	seo:STM14_3429
ko:K12266	seo:STM14_3430
ko:K12264	seo:STM14_3431
ko:K12265	seo:STM14_3432
ko:K04656	seo:STM14_3434
ko:K05796	seo:STM14_3436
ko:K08315	seo:STM14_3439
ko:K15834	seo:STM14_3440
ko:K15832	seo:STM14_3441
ko:K15831	seo:STM14_3442
ko:K15830	seo:STM14_3443
ko:K15829	seo:STM14_3444
ko:K15828	seo:STM14_3445
ko:K02781	seo:STM14_3424
ko:K00390	seo:STM14_3551
ko:K00381	seo:STM14_3552
ko:K01737	seo:STM14_3554
ko:K10026	seo:STM14_3556
ko:K01689	seo:STM14_3557
ko:K01937	seo:STM14_3558
ko:K03215	seo:STM14_3565
ko:K07678	seo:STM14_3566
ko:K00865	seo:STM14_3567
ko:K00789	seo:STM14_3733
ko:K08137	seo:STM14_3735
ko:K02742	seo:STM14_3736
ko:K01150	seo:STM14_3737
ko:K09761	seo:STM14_3738
ko:K01920	seo:STM14_3739
ko:K07735	seo:STM14_3740
ko:K06178	seo:STM14_2082
ko:K07053	seo:STM14_2084
ko:K01657	seo:STM14_2086
ko:K13497	seo:STM14_2087
ko:K13498	seo:STM14_2088
ko:K01696	seo:STM14_2089
ko:K01695	seo:STM14_2090
ko:K07217	seo:STM14_2094
ko:K07275	seo:STM14_2095
ko:K06940	seo:STM14_2096
ko:K06190	seo:STM14_2098
ko:K10806	seo:STM14_2099
ko:K03832	seo:STM14_2100
ko:K09780	seo:STM14_2101
ko:K06131	seo:STM14_2103
ko:K15581	seo:STM14_2109
ko:K15580	seo:STM14_2110
ko:K04072	seo:STM14_2113
ko:K00963	seo:STM14_2118
ko:K07001	seo:STM14_2120
ko:K09858	seo:STM14_2121
ko:K01433	seo:STM14_2122
ko:K00373	seo:STM14_2130
ko:K00370	seo:STM14_2132
ko:K02575	seo:STM14_2134
ko:K07673	seo:STM14_2136
ko:K07300	seo:STM14_2141
ko:K01627	seo:STM14_2142
ko:K02493	seo:STM14_2145
ko:K02835	seo:STM14_2146
ko:K02492	seo:STM14_2147
ko:K02494	seo:STM14_2149
ko:K00919	seo:STM14_2150
ko:K00948	seo:STM14_2153
ko:K03321	seo:STM14_2154
ko:K01056	seo:STM14_2156
ko:K06942	seo:STM14_2157
ko:K03620	seo:STM14_2163
ko:K03619	seo:STM14_2165
ko:K03618	seo:STM14_2166
ko:K00425	seo:STM14_2167
ko:K00426	seo:STM14_2168
ko:K00261	seo:STM14_2170
ko:K01194	seo:STM14_2172
ko:K08308	seo:STM14_2175
ko:K01775	seo:STM14_2178
ko:K00285	seo:STM14_2179
ko:K03603	seo:STM14_2182
ko:K03314	seo:STM14_2183
ko:K03611	seo:STM14_2184
ko:K00371	seo:STM14_2131
ko:K09160	seo:STM14_2190
ko:K09902	seo:STM14_2192
ko:K03610	seo:STM14_2193
ko:K03609	seo:STM14_2194
ko:K03608	seo:STM14_2195
ko:K03684	seo:STM14_2196
ko:K07285	seo:STM14_2201
ko:K09917	seo:STM14_2205
ko:K01665	seo:STM14_2206
ko:K01752	seo:STM14_2208
ko:K00563	seo:STM14_2217
ko:K03587	seo:STM14_2218
ko:K03704	seo:STM14_2220
ko:K08169	seo:STM14_2230
ko:K03799	seo:STM14_2231
ko:K03797	seo:STM14_2232
ko:K03607	seo:STM14_2233
ko:K03808	seo:STM14_2235
ko:K15984	seo:STM14_4322
ko:K02560	seo:STM14_2297
ko:K09817	seo:STM14_2301
ko:K09816	seo:STM14_2302
ko:K03551	seo:STM14_2303
ko:K03550	seo:STM14_2304
ko:K01159	seo:STM14_2309
ko:K08310	seo:STM14_2311
ko:K01876	seo:STM14_2312
ko:K07136	seo:STM14_2316
ko:K15256	seo:STM14_2317
ko:K15257	seo:STM14_2318
ko:K09907	seo:STM14_2320
ko:K01887	seo:STM14_2322
ko:K05515	seo:STM14_2324
ko:K15532	seo:STM14_2325
ko:K03516	seo:STM14_2326
ko:K02400	seo:STM14_2327
ko:K02401	seo:STM14_2328
ko:K03414	seo:STM14_2330
ko:K03413	seo:STM14_2331
ko:K03412	seo:STM14_2332
ko:K03408	seo:STM14_2335
ko:K00873	seo:STM14_2296
ko:K07127	seo:STM14_1243
ko:K05921	seo:STM14_1250
ko:K00455	seo:STM14_1252
ko:K02509	seo:STM14_1255
ko:K02511	seo:STM14_1257
ko:K02508	seo:STM14_1258
ko:K09808	seo:STM14_1392
ko:K09808	seo:STM14_1394
ko:K12410	seo:STM14_1396
ko:K07637	seo:STM14_1408
ko:K01756	seo:STM14_1410
ko:K07153	seo:STM14_1411
ko:K00566	seo:STM14_1412
ko:K12152	seo:STM14_1413
ko:K06181	seo:STM14_1415
ko:K00031	seo:STM14_1416
ko:K03723	seo:STM14_1391
ko:K03781	seo:STM14_1600
ko:K15722	seo:STM14_1603
ko:K06956	seo:STM14_1604
ko:K07038	seo:STM14_1605
ko:K01173	seo:STM14_1614
ko:K01868	seo:STM14_1619
ko:K02520	seo:STM14_1620
ko:K02916	seo:STM14_1621
ko:K02887	seo:STM14_1622
ko:K01889	seo:STM14_1624
ko:K01890	seo:STM14_1625
ko:K04764	seo:STM14_1626
ko:K06073	seo:STM14_1627
ko:K00432	seo:STM14_1628
ko:K06074	seo:STM14_1629
ko:K01626	seo:STM14_1635
ko:K09773	seo:STM14_1637
ko:K12507	seo:STM14_1640
ko:K00684	seo:STM14_1077
ko:K00384	seo:STM14_1080
ko:K03466	seo:STM14_1084
ko:K03634	seo:STM14_1085
ko:K07478	seo:STM14_1086
ko:K01875	seo:STM14_1088
ko:K07306	seo:STM14_1089
ko:K08219	seo:STM14_1094
ko:K04069	seo:STM14_1096
ko:K00656	seo:STM14_1099
ko:K15974	seo:STM14_3397
ko:K09136	seo:STM14_1101
ko:K00831	seo:STM14_1105
ko:K00800	seo:STM14_1106
ko:K01256	seo:STM14_1199
ko:K07140	seo:STM14_1203
ko:K12297	seo:STM14_1204
ko:K15738	seo:STM14_1205
ko:K03808	seo:STM14_1206
ko:K06192	seo:STM14_1207
ko:K09857	seo:STM14_1208
ko:K03812	seo:STM14_1210
ko:K01716	seo:STM14_1211
ko:K04770	seo:STM14_1212
ko:K09911	seo:STM14_1213
ko:K03658	seo:STM14_1220
ko:K01734	seo:STM14_1221
ko:K06929	seo:STM14_1223
ko:K11940	seo:STM14_1224
ko:K06969	seo:STM14_1225
ko:K01512	seo:STM14_1228
ko:K05516	seo:STM14_1264
ko:K01085	seo:STM14_1270
ko:K03809	seo:STM14_1272
ko:K12972	seo:STM14_1299
ko:K06214	seo:STM14_1303
ko:K04338	seo:STM14_1304
ko:K04337	seo:STM14_1305
ko:K04335	seo:STM14_1309
ko:K04334	seo:STM14_1310
ko:K04336	seo:STM14_1311
ko:K00313	seo:STM14_1642
ko:K03785	seo:STM14_1649
ko:K05887	seo:STM14_1650
ko:K06956	seo:STM14_1662
ko:K05997	seo:STM14_1663
ko:K09014	seo:STM14_1664
ko:K09013	seo:STM14_1665
ko:K09015	seo:STM14_1666
ko:K11717	seo:STM14_1667
ko:K02426	seo:STM14_1668
ko:K00873	seo:STM14_1672
ko:K03219	seo:STM14_1689
ko:K03220	seo:STM14_1690
ko:K11941	seo:STM14_1315
ko:K03670	seo:STM14_1317
ko:K03669	seo:STM14_1318
ko:K12147	seo:STM14_1320
ko:K02517	seo:STM14_1323
ko:K07146	seo:STM14_1324
ko:K02846	seo:STM14_1329
ko:K12148	seo:STM14_1330
ko:K12149	seo:STM14_1331
ko:K01465	seo:STM14_1332
ko:K03675	seo:STM14_1334
ko:K08162	seo:STM14_1335
ko:K03790	seo:STM14_1336
ko:K09915	seo:STM14_1337
ko:K03980	seo:STM14_1340
ko:K02399	seo:STM14_1341
ko:K02398	seo:STM14_1342
ko:K02386	seo:STM14_1343
ko:K02387	seo:STM14_1345
ko:K02388	seo:STM14_1346
ko:K02389	seo:STM14_1347
ko:K02390	seo:STM14_1348
ko:K02391	seo:STM14_1349
ko:K02392	seo:STM14_1350
ko:K02393	seo:STM14_1351
ko:K02394	seo:STM14_1352
ko:K02395	seo:STM14_1353
ko:K02396	seo:STM14_1354
ko:K02397	seo:STM14_1355
ko:K08300	seo:STM14_1357
ko:K07040	seo:STM14_1363
ko:K02911	seo:STM14_1364
ko:K03621	seo:STM14_1365
ko:K00648	seo:STM14_1366
ko:K00645	seo:STM14_1367
ko:K03704	seo:STM14_1495
ko:K07804	seo:STM14_1501
ko:K04080	seo:STM14_1509
ko:K02034	seo:STM14_1517
ko:K11250	seo:STM14_1532
ko:K09712	seo:STM14_1542
ko:K00945	seo:STM14_1109
ko:K02945	seo:STM14_1110
ko:K05788	seo:STM14_1111
ko:K00912	seo:STM14_1114
ko:K09927	seo:STM14_1115
ko:K09791	seo:STM14_1116
ko:K00979	seo:STM14_1117
ko:K06219	seo:STM14_1121
ko:K03633	seo:STM14_1122
ko:K03804	seo:STM14_1123
ko:K03632	seo:STM14_1124
ko:K01893	seo:STM14_1132
ko:K01751	seo:STM14_1136
ko:K03310	seo:STM14_1138
ko:K00763	seo:STM14_1139
ko:K07387	seo:STM14_1107
ko:K06911	seo:STM14_1073
ko:K02518	seo:STM14_1075
ko:K09458	seo:STM14_1370
ko:K07082	seo:STM14_1372
ko:K00943	seo:STM14_1373
ko:K02341	seo:STM14_1374
ko:K03424	seo:STM14_1375
ko:K07337	seo:STM14_1381
ko:K07251	seo:STM14_1382
ko:K01207	seo:STM14_1383
ko:K07000	seo:STM14_1384
ko:K03885	seo:STM14_1385
ko:K12151	seo:STM14_1388
ko:K02078	seo:STM14_1369
ko:K03449	seo:STM14_1547
ko:K09786	seo:STM14_1556
ko:K07180	seo:STM14_1558
ko:K06871	seo:STM14_1561
ko:K01792	seo:STM14_1563
ko:K00134	seo:STM14_1565
ko:K09916	seo:STM14_1568
ko:K08281	seo:STM14_1570
ko:K04773	seo:STM14_1573
ko:K01008	seo:STM14_1575
ko:K00262	seo:STM14_1577
ko:K08320	seo:STM14_1579
ko:K01142	seo:STM14_1580
ko:K00840	seo:STM14_1582
ko:K00673	seo:STM14_1583
ko:K06447	seo:STM14_1584
ko:K01484	seo:STM14_1585
ko:K05526	seo:STM14_1586
ko:K05984	seo:STM14_1589
ko:K04064	seo:STM14_1592
ko:K02760	seo:STM14_1594
ko:K02761	seo:STM14_1595
ko:K02759	seo:STM14_1596
ko:K03490	seo:STM14_1597
ko:K08314	seo:STM14_4940
ko:K01226	seo:STM14_5345
ko:K09022	seo:STM14_5351
ko:K01478	seo:STM14_5361
ko:K00046	seo:STM14_5379
ko:K00851	seo:STM14_5382
ko:K03712	seo:STM14_1838
ko:K07709	seo:STM14_5014
ko:K00867	seo:STM14_4975
ko:K03148	seo:STM14_5003
ko:K13637	seo:STM14_5411
ko:K06887	seo:STM14_5414
ko:K00135	seo:STM14_5430
ko:K00526	seo:STM14_2813
ko:K13641	seo:STM14_5034
ko:K00548	seo:STM14_5035
ko:K00799	seo:STM14_5130
ko:K03316	seo:STM14_5135
ko:K04018	seo:STM14_5148
ko:K03111	seo:STM14_5587
ko:K00564	seo:STM14_5473
ko:K01619	seo:STM14_5487
ko:K00758	seo:STM14_5488
ko:K03784	seo:STM14_5490
ko:K07126	seo:STM14_5153
ko:K04750	seo:STM14_5158
ko:K11104	seo:STM14_5172
ko:K07792	seo:STM14_5174
ko:K07186	seo:STM14_5498
ko:K07307	seo:STM14_5179
ko:K07308	seo:STM14_5180
ko:K00247	seo:STM14_5220
ko:K00245	seo:STM14_5222
ko:K00244	seo:STM14_5223
ko:K07491	seo:STM14_5559
ko:K06889	seo:STM14_5262
ko:K03476	seo:STM14_5264
ko:K03475	seo:STM14_5265
ko:K02822	seo:STM14_5266
ko:K02821	seo:STM14_5267
ko:K18968	seo:STM14_0455
ko:K07304	seo:STM14_5294
ko:K01507	seo:STM14_5301
ko:K00010	seo:STM14_5317
ko:K00010	seo:STM14_5324
ko:K01119	seo:STM14_5287
ko:K01082	seo:STM14_5289
ko:K18984	seo:STM14_1691
ko:K03719	seo:STM14_1083
ko:K15922	seo:STM14_4832
ko:K03574	seo:STM14_0163
ko:K01185	seo:STM14_3195
ko:K14219	seo:STM14_1522
ko:K14219	seo:STM14_3200
ko:K14219	seo:STM14_4729
ko:K14218	seo:STM14_2965
ko:K14218	seo:STM14_2966
ko:K14219	seo:STM14_2945
ko:K14238	seo:STM14_4517
ko:K16092	seo:STM14_4965
ko:K11745	seo:STM14_0104
ko:K16088	seo:STM14_1378
ko:K16089	seo:STM14_2713
ko:K14228	seo:STM14_0789
ko:K14233	seo:STM14_1231
ko:K16345	seo:STM14_4513
ko:K14220	seo:STM14_2486
ko:K14220	seo:STM14_2502
ko:K14220	seo:STM14_2499
ko:K14220	seo:STM14_2488
ko:K14232	seo:STM14_2755
ko:K14224	seo:STM14_3257
ko:K14224	seo:STM14_4687
ko:K14224	seo:STM14_5022
ko:K19611	seo:STM14_3348
ko:K14219	seo:STM14_3406
ko:K14219	seo:STM14_3409
ko:K14219	seo:STM14_3407
ko:K14219	seo:STM14_3408
ko:K14233	seo:STM14_3410
ko:K14230	seo:STM14_3604
ko:K14230	seo:STM14_3605
ko:K14230	seo:STM14_3972
ko:K14225	seo:STM14_3668
ko:K14231	seo:STM14_3765
ko:K14231	seo:STM14_5197
ko:K14230	seo:STM14_3890
ko:K14228	seo:STM14_3975
ko:K14234	seo:STM14_4097
ko:K14232	seo:STM14_4381
ko:K16137	seo:STM14_1735
ko:K14226	seo:STM14_4730
ko:K14234	seo:STM14_4981
ko:K07491	seo:STM14_937
ko:K07491	seo:STM14_4189
ko:K07491	seo:STM14_3979
ko:K07491	seo:STM14_3029
ko:K07491	seo:STM14_2197
ko:K07491	seo:STM14_2032
ko:K07491	seo:STM14_1406
ko:K07491	seo:STM14_1066
ko:K02199	seo:STM14_4605
ko:K02198	seo:STM14_4606
ko:K02197	seo:STM14_4607
ko:K02196	seo:STM14_4608
ko:K02195	seo:STM14_4609
ko:K02194	seo:STM14_4610
ko:K02193	seo:STM14_4611
ko:K02358	seo:STM14_4982
ko:K02014	seo:STM14_0228
ko:K05875	seo:STM14_2334
ko:K14221	seo:STM14_0299
ko:K14221	seo:STM14_0311
ko:K14221	seo:STM14_4691
ko:K14219	seo:STM14_1503
ko:K14744	seo:STM14_2458
ko:K00287	seo:STM14_0106
ko:K10716	seo:STM14_5254
ko:K01983	seo:STM14_0551
ko:K16052	seo:STM14_2010
ko:K14228	seo:STM14_5384
ko:K14237	seo:STM14_0875
ko:K14237	seo:STM14_2972
ko:K14237	seo:STM14_2971
ko:K14237	seo:STM14_2970
ko:K14228	seo:STM14_2360
