ko:K07050	bsw:IY71_05230
ko:K00971	bsw:IY71_02760
ko:K12995	bsw:IY71_02770
ko:K10441	bsw:IY71_02775
ko:K10440	bsw:IY71_02780
ko:K02197	bsw:IY71_03105
ko:K02198	bsw:IY71_03110
ko:K02200	bsw:IY71_03115
ko:K00982	bsw:IY71_03135
ko:K07716	bsw:IY71_03145
ko:K01256	bsw:IY71_03150
ko:K00311	bsw:IY71_03170
ko:K01241	bsw:IY71_03180
ko:K07126	bsw:IY71_03210
ko:K00817	bsw:IY71_03230
ko:K08309	bsw:IY71_03275
ko:K01714	bsw:IY71_03280
ko:K03664	bsw:IY71_03285
ko:K03060	bsw:IY71_03300
ko:K00762	bsw:IY71_03310
ko:K08223	bsw:IY71_03325
ko:K09928	bsw:IY71_03335
ko:K00997	bsw:IY71_03340
ko:K03100	bsw:IY71_03345
ko:K03685	bsw:IY71_03350
ko:K03584	bsw:IY71_03365
ko:K06980	bsw:IY71_03380
ko:K01465	bsw:IY71_03385
ko:K06895	bsw:IY71_03415
ko:K01760	bsw:IY71_03725
ko:K09969	bsw:IY71_03735
ko:K09970	bsw:IY71_03740
ko:K09971	bsw:IY71_03745
ko:K09972	bsw:IY71_03750
ko:K00480	bsw:IY71_03755
ko:K00937	bsw:IY71_03765
ko:K01524	bsw:IY71_03770
ko:K03684	bsw:IY71_03775
ko:K01876	bsw:IY71_03780
ko:K02621	bsw:IY71_03790
ko:K01698	bsw:IY71_03805
ko:K00600	bsw:IY71_03830
ko:K07738	bsw:IY71_03835
ko:K11752	bsw:IY71_03840
ko:K00793	bsw:IY71_03845
ko:K00794	bsw:IY71_03850
ko:K03625	bsw:IY71_03855
ko:K15987	bsw:IY71_03860
ko:K17662	bsw:IY71_03870
ko:K03621	bsw:IY71_03880
ko:K00648	bsw:IY71_03885
ko:K04764	bsw:IY71_03890
ko:K01991	bsw:IY71_03920
ko:K02259	bsw:IY71_03935
ko:K00145	bsw:IY71_03940
ko:K01480	bsw:IY71_03945
ko:K02996	bsw:IY71_03950
ko:K02871	bsw:IY71_03955
ko:K06938	bsw:IY71_04315
ko:K02233	bsw:IY71_04320
ko:K00768	bsw:IY71_04325
ko:K05800	bsw:IY71_04330
ko:K07126	bsw:IY71_04345
ko:K01142	bsw:IY71_04350
ko:K01129	bsw:IY71_04365
ko:K01887	bsw:IY71_04370
ko:K01207	bsw:IY71_04380
ko:K05896	bsw:IY71_04385
ko:K06024	bsw:IY71_04390
ko:K03116	bsw:IY71_04395
ko:K03117	bsw:IY71_04400
ko:K03118	bsw:IY71_04405
ko:K01875	bsw:IY71_04410
ko:K03787	bsw:IY71_04415
ko:K00573	bsw:IY71_04420
ko:K06923	bsw:IY71_04435
ko:K03210	bsw:IY71_04440
ko:K12257	bsw:IY71_04445
ko:K02291	bsw:IY71_04455
ko:K04094	bsw:IY71_04460
ko:K03545	bsw:IY71_04485
ko:K02434	bsw:IY71_04490
ko:K00684	bsw:IY71_04515
ko:K01961	bsw:IY71_04520
ko:K02160	bsw:IY71_04525
ko:K03786	bsw:IY71_04530
ko:K08300	bsw:IY71_04550
ko:K01448	bsw:IY71_04560
ko:K05366	bsw:IY71_04565
ko:K02836	bsw:IY71_04570
ko:K03564	bsw:IY71_04590
ko:K01866	bsw:IY71_04600
ko:K09001	bsw:IY71_04605
ko:K07018	bsw:IY71_04615
ko:K02341	bsw:IY71_04940
ko:K01874	bsw:IY71_04950
ko:K03424	bsw:IY71_04955
ko:K06167	bsw:IY71_04960
ko:K06147	bsw:IY71_04965
ko:K06179	bsw:IY71_04970
ko:K01091	bsw:IY71_04980
ko:K01915	bsw:IY71_04990
ko:K04751	bsw:IY71_04995
ko:K01091	bsw:IY71_05010
ko:K01807	bsw:IY71_05015
ko:K09924	bsw:IY71_05020
ko:K00383	bsw:IY71_05025
ko:K01626	bsw:IY71_05030
ko:K00901	bsw:IY71_05035
ko:K01916	bsw:IY71_05040
ko:K01885	bsw:IY71_05045
ko:K00029	bsw:IY71_05055
ko:K02066	bsw:IY71_05065
ko:K02065	bsw:IY71_05070
ko:K02067	bsw:IY71_05075
ko:K18480	bsw:IY71_05080
ko:K04755	bsw:IY71_05090
ko:K00384	bsw:IY71_05100
ko:K00796	bsw:IY71_05110
ko:K01633	bsw:IY71_05115
ko:K00950	bsw:IY71_05120
ko:K08990	bsw:IY71_05130
ko:K06918	bsw:IY71_05135
ko:K08296	bsw:IY71_05140
ko:K06204	bsw:IY71_05145
ko:K13587	bsw:IY71_05155
ko:K07007	bsw:IY71_05160
ko:K00769	bsw:IY71_05185
ko:K03809	bsw:IY71_05205
ko:K01754	bsw:IY71_05215
ko:K11927	bsw:IY71_05220
ko:K01738	bsw:IY71_05225
ko:K01011	bsw:IY71_05235
ko:K09457	bsw:IY71_05865
ko:K01965	bsw:IY71_05895
ko:K01847	bsw:IY71_05900
ko:K07080	bsw:IY71_05920
ko:K01776	bsw:IY71_05925
ko:K02533	bsw:IY71_05930
ko:K05520	bsw:IY71_05935
ko:K00031	bsw:IY71_05945
ko:K01077	bsw:IY71_05950
ko:K01872	bsw:IY71_05955
ko:K07478	bsw:IY71_05985
ko:K02879	bsw:IY71_05995
ko:K03040	bsw:IY71_06000
ko:K02948	bsw:IY71_06005
ko:K02952	bsw:IY71_06010
ko:K00939	bsw:IY71_06015
ko:K03076	bsw:IY71_06020
ko:K02876	bsw:IY71_06025
ko:K02907	bsw:IY71_06030
ko:K02988	bsw:IY71_06035
ko:K02881	bsw:IY71_06040
ko:K02933	bsw:IY71_06045
ko:K02994	bsw:IY71_06050
ko:K02954	bsw:IY71_06055
ko:K02931	bsw:IY71_06060
ko:K02895	bsw:IY71_06065
ko:K02874	bsw:IY71_06070
ko:K02961	bsw:IY71_06075
ko:K02904	bsw:IY71_06080
ko:K02878	bsw:IY71_06085
ko:K02982	bsw:IY71_06090
ko:K02890	bsw:IY71_06095
ko:K02965	bsw:IY71_06100
ko:K02886	bsw:IY71_06105
ko:K02892	bsw:IY71_06110
ko:K02926	bsw:IY71_06115
ko:K02906	bsw:IY71_06120
ko:K02946	bsw:IY71_06125
ko:K02358	bsw:IY71_06130
ko:K02355	bsw:IY71_06135
ko:K02992	bsw:IY71_06140
ko:K08978	bsw:IY71_06455
ko:K02230	bsw:IY71_06465
ko:K18118	bsw:IY71_05255
ko:K03446	bsw:IY71_05260
ko:K03543	bsw:IY71_05265
ko:K13953	bsw:IY71_05270
ko:K14347	bsw:IY71_05285
ko:K01784	bsw:IY71_05295
ko:K04765	bsw:IY71_05300
ko:K01868	bsw:IY71_05320
ko:K08998	bsw:IY71_05330
ko:K01495	bsw:IY71_05340
ko:K01496	bsw:IY71_05345
ko:K07001	bsw:IY71_05350
ko:K00252	bsw:IY71_05415
ko:K18138	bsw:IY71_05430
ko:K03585	bsw:IY71_05435
ko:K07568	bsw:IY71_05450
ko:K00954	bsw:IY71_05465
ko:K02469	bsw:IY71_05475
ko:K05595	bsw:IY71_05480
ko:K05774	bsw:IY71_05485
ko:K02043	bsw:IY71_05490
ko:K03701	bsw:IY71_05500
ko:K03530	bsw:IY71_05505
ko:K01338	bsw:IY71_05510
ko:K03544	bsw:IY71_05515
ko:K01358	bsw:IY71_05520
ko:K03665	bsw:IY71_05525
ko:K03666	bsw:IY71_05530
ko:K03499	bsw:IY71_05540
ko:K13599	bsw:IY71_05545
ko:K13598	bsw:IY71_05550
ko:K02950	bsw:IY71_06145
ko:K03046	bsw:IY71_06155
ko:K03043	bsw:IY71_06160
ko:K02935	bsw:IY71_06165
ko:K02864	bsw:IY71_06170
ko:K02863	bsw:IY71_06175
ko:K02867	bsw:IY71_06180
ko:K02601	bsw:IY71_06185
ko:K03073	bsw:IY71_06190
ko:K03218	bsw:IY71_06215
ko:K00640	bsw:IY71_06255
ko:K09005	bsw:IY71_06265
ko:K03704	bsw:IY71_06275
ko:K01759	bsw:IY71_06285
ko:K07462	bsw:IY71_06295
ko:K01921	bsw:IY71_06300
ko:K11532	bsw:IY71_06305
ko:K00003	bsw:IY71_06310
ko:K14261	bsw:IY71_06315
ko:K09956	bsw:IY71_06335
ko:K06206	bsw:IY71_06340
ko:K01265	bsw:IY71_06345
ko:K03630	bsw:IY71_06350
ko:K16079	bsw:IY71_06355
ko:K00595	bsw:IY71_06360
ko:K02229	bsw:IY71_06365
ko:K06042	bsw:IY71_06370
ko:K03394	bsw:IY71_06375
ko:K13541	bsw:IY71_06380
ko:K13786	bsw:IY71_06395
ko:K01999	bsw:IY71_06400
ko:K02227	bsw:IY71_06405
ko:K02225	bsw:IY71_06410
ko:K02224	bsw:IY71_06415
ko:K02303	bsw:IY71_06420
ko:K02188	bsw:IY71_06425
ko:K05895	bsw:IY71_06430
ko:K05936	bsw:IY71_06435
ko:K14221	bsw:IY71_04010
ko:K14221	bsw:IY71_12700
ko:K14225	bsw:IY71_15465
ko:K01161	bsw:IY71_00505
ko:K07171	bsw:IY71_16550
ko:K01978	bsw:IY71_11155
ko:K14222	bsw:IY71_00515
ko:K14222	bsw:IY71_14155
ko:K14220	bsw:IY71_00480
ko:K14220	bsw:IY71_14190
ko:K07171	bsw:IY71_07960
ko:K18954	bsw:IY71_00415
ko:K00335	bsw:IY71_04045
ko:K16898	bsw:IY71_10615
ko:K03497	bsw:IY71_17025
ko:K03496	bsw:IY71_17020
ko:K19055	bsw:IY71_15460
ko:K14224	bsw:IY71_08160
ko:K09472	bsw:IY71_16870
ko:K00020	bsw:IY71_06505
ko:K07484	bsw:IY71_02675
ko:K07484	bsw:IY71_13845
ko:K18979	bsw:IY71_16210
ko:K03526	bsw:IY71_08725
ko:K07483	bsw:IY71_02670
ko:K07483	bsw:IY71_13850
ko:K07483	bsw:IY71_16570
ko:K03761	bsw:IY71_07150
ko:K16899	bsw:IY71_10610
ko:K03111	bsw:IY71_05495
ko:K03497	bsw:IY71_10390
ko:K03496	bsw:IY71_10395
ko:K03196	bsw:IY71_11395
ko:K03204	bsw:IY71_11405
ko:K03203	bsw:IY71_11410
ko:K03202	bsw:IY71_11415
ko:K03201	bsw:IY71_11420
ko:K03194	bsw:IY71_11450
ko:K07473	bsw:IY71_12970
ko:K04565	bsw:IY71_14545
ko:K18954	bsw:IY71_14255
ko:K02483	bsw:IY71_03125
ko:K00611	bsw:IY71_01615
ko:K18996	bsw:IY71_17030
ko:K02032	bsw:IY71_16040
ko:K13581	bsw:IY71_02495
ko:K02032	bsw:IY71_07775
ko:K00020	bsw:IY71_04715
ko:K12448	bsw:IY71_13760
ko:K04747	bsw:IY71_12305
ko:K00529	bsw:IY71_14665
ko:K00798	bsw:IY71_09685
ko:K01621	bsw:IY71_12995
ko:K01239	bsw:IY71_17050
ko:K19181	bsw:IY71_10350
ko:K00102	bsw:IY71_06950
ko:K01710	bsw:IY71_15270
ko:K22468	bsw:IY71_01595
ko:K02032	bsw:IY71_14920
ko:K01985	bsw:IY71_09120
ko:K01985	bsw:IY71_16590
ko:K00344	bsw:IY71_13020
ko:K08678	bsw:IY71_13755
ko:K19221	bsw:IY71_06460
ko:K00344	bsw:IY71_13925
ko:K07497	bsw:IY71_02620
ko:K01992	bsw:IY71_06670
ko:K01992	bsw:IY71_13415
ko:K19342	bsw:IY71_12455
ko:K07497	bsw:IY71_02630
ko:K07497	bsw:IY71_11790
ko:K06041	bsw:IY71_11470
ko:K02032	bsw:IY71_07855
ko:K02032	bsw:IY71_16445
ko:K11080	bsw:IY71_07930
ko:K11080	bsw:IY71_16520
ko:K09691	bsw:IY71_02645
ko:K04771	bsw:IY71_06875
ko:K00001	bsw:IY71_13075
ko:K11080	bsw:IY71_07925
ko:K11080	bsw:IY71_16515
ko:K19339	bsw:IY71_12430
ko:K19340	bsw:IY71_12445
ko:K19341	bsw:IY71_12450
ko:K00875	bsw:IY71_12405
ko:K02032	bsw:IY71_16365
ko:K02032	bsw:IY71_07890
ko:K02032	bsw:IY71_16480
ko:K02031	bsw:IY71_07850
ko:K02031	bsw:IY71_16440
ko:K02031	bsw:IY71_07780
ko:K02031	bsw:IY71_16370
ko:K02031	bsw:IY71_16045
ko:K02031	bsw:IY71_13095
ko:K11077	bsw:IY71_07905
ko:K11077	bsw:IY71_07910
ko:K11077	bsw:IY71_16495
ko:K11077	bsw:IY71_16500
ko:K11079	bsw:IY71_16510
ko:K09690	bsw:IY71_02650
ko:K03296	bsw:IY71_01495
ko:K07344	bsw:IY71_12890
ko:K00525	bsw:IY71_12670
ko:K09386	bsw:IY71_01530
ko:K17686	bsw:IY71_01210
ko:K19713	bsw:IY71_12825
ko:K07102	bsw:IY71_10600
ko:K19689	bsw:IY71_10830
ko:K00992	bsw:IY71_10605
ko:K17722	bsw:IY71_01525
ko:K19777	bsw:IY71_12780
ko:K14218	bsw:IY71_09765
ko:K00799	bsw:IY71_04720
ko:K01161	bsw:IY71_14165
ko:K00632	bsw:IY71_00435
ko:K00632	bsw:IY71_14235
ko:K08744	bsw:IY71_03520
ko:K07147	bsw:IY71_15940
ko:K19802	bsw:IY71_05060
ko:K07497	bsw:IY71_02730
ko:K09796	bsw:IY71_00150
ko:K20266	bsw:IY71_12900
ko:K02483	bsw:IY71_13460
ko:K00526	bsw:IY71_12675
ko:K14230	bsw:IY71_09115
ko:K14230	bsw:IY71_16585
ko:K14237	bsw:IY71_11325
ko:K14232	bsw:IY71_03620
ko:K14231	bsw:IY71_01350
ko:K14234	bsw:IY71_01410
ko:K14234	bsw:IY71_04655
ko:K14234	bsw:IY71_15160
ko:K14219	bsw:IY71_01480
ko:K14219	bsw:IY71_04785
ko:K14219	bsw:IY71_10300
ko:K14223	bsw:IY71_02605
ko:K14223	bsw:IY71_07980
ko:K14233	bsw:IY71_03245
ko:K14233	bsw:IY71_09080
ko:K14233	bsw:IY71_00805
ko:K14233	bsw:IY71_13865
ko:K14233	bsw:IY71_16345
ko:K14228	bsw:IY71_04480
ko:K14228	bsw:IY71_12590
ko:K14228	bsw:IY71_05210
ko:K14228	bsw:IY71_09555
ko:K14228	bsw:IY71_16250
ko:K14225	bsw:IY71_04800
ko:K14232	bsw:IY71_03905
ko:K14232	bsw:IY71_01090
ko:K14237	bsw:IY71_04000
ko:K14237	bsw:IY71_04780
ko:K14235	bsw:IY71_06195
ko:K14236	bsw:IY71_06210
ko:K14229	bsw:IY71_00665
ko:K14229	bsw:IY71_14005
ko:K20539	bsw:IY71_08095
ko:K03200	bsw:IY71_11425
ko:K03198	bsw:IY71_11435
ko:K03197	bsw:IY71_11440
ko:K00302	bsw:IY71_01260
ko:K03199	bsw:IY71_11430
ko:K11529	bsw:IY71_01865
ko:K14230	bsw:IY71_16580
ko:K14225	bsw:IY71_16085
ko:K01980	bsw:IY71_16595
ko:K16011	bsw:IY71_12800
ko:K21054	bsw:IY71_15320
ko:K21062	bsw:IY71_12270
ko:K21137	bsw:IY71_15560
ko:K00821	bsw:IY71_01610
ko:K00525	bsw:IY71_05175
ko:K21136	bsw:IY71_15565
ko:K13609	bsw:IY71_12275
ko:K21134	bsw:IY71_15555
ko:K02314	bsw:IY71_02300
ko:K06904	bsw:IY71_03000
ko:K01286	bsw:IY71_05810
ko:K06952	bsw:IY71_03375
ko:K03553	bsw:IY71_05965
ko:K02316	bsw:IY71_07280
ko:K01286	bsw:IY71_05325
ko:K00287	bsw:IY71_06895
ko:K00560	bsw:IY71_06900
ko:K06191	bsw:IY71_12660
ko:K01520	bsw:IY71_08260
ko:K03676	bsw:IY71_09210
ko:K09882	bsw:IY71_10225
ko:K01286	bsw:IY71_10290
ko:K06217	bsw:IY71_10860
ko:K02483	bsw:IY71_03085
ko:K01740	bsw:IY71_03965
ko:K01738	bsw:IY71_03965
ko:K02004	bsw:IY71_08245
ko:K01802	bsw:IY71_05460
ko:K09017	bsw:IY71_01510
ko:K09806	bsw:IY71_07490
ko:K01139	bsw:IY71_03305
ko:K00015	bsw:IY71_10970
ko:K07497	bsw:IY71_03670
ko:K21420	bsw:IY71_03795
ko:K21470	bsw:IY71_03825
ko:K21470	bsw:IY71_04775
ko:K01420	bsw:IY71_03315
ko:K21603	bsw:IY71_16720
ko:K21564	bsw:IY71_12465
ko:K21697	bsw:IY71_11690
ko:K21564	bsw:IY71_12375
ko:K21832	bsw:IY71_07190
ko:K19591	bsw:IY71_01215
ko:K21910	bsw:IY71_15340
ko:K21948	bsw:IY71_09840
ko:K21948	bsw:IY71_11820
ko:K21929	bsw:IY71_03290
ko:K21929	bsw:IY71_03165
ko:K22025	bsw:IY71_09825
ko:K22025	bsw:IY71_11805
ko:K22131	bsw:IY71_09835
ko:K22130	bsw:IY71_09820
ko:K03595	bsw:IY71_03360
ko:K00304	bsw:IY71_01255
ko:K22187	bsw:IY71_01155
ko:K22310	bsw:IY71_00875
ko:K11991	bsw:IY71_10105
ko:K11991	bsw:IY71_12085
ko:K02257	bsw:IY71_02390
ko:K11206	bsw:IY71_09205
ko:K00424	bsw:IY71_13620
ko:K22548	bsw:IY71_01780
