ko:K21344	rsm:CMR15_20031
ko:K07240	rsm:CMR15_30716
ko:K03924	rsm:CMR15_30720
ko:K07074	rsm:CMR15_30724
ko:K14415	rsm:CMR15_30725
ko:K14414	rsm:CMR15_30727
ko:K07001	rsm:CMR15_30728
ko:K15726	rsm:CMR15_mp10507
ko:K01256	rsm:CMR15_mp10509
ko:K03651	rsm:CMR15_mp10511
ko:K03762	rsm:CMR15_mp10513
ko:K15125	rsm:CMR15_mp10517
ko:K07240	rsm:CMR15_mp10531
ko:K03415	rsm:CMR15_mp10547
ko:K16137	rsm:CMR15_30075
ko:K01620	rsm:CMR15_30087
ko:K01821	rsm:CMR15_30088
ko:K07403	rsm:CMR15_30092
ko:K01872	rsm:CMR15_30103
ko:K08983	rsm:CMR15_30105
ko:K01886	rsm:CMR15_30108
ko:K03500	rsm:CMR15_30827
ko:K03799	rsm:CMR15_30828
ko:K00604	rsm:CMR15_30830
ko:K01462	rsm:CMR15_30832
ko:K04096	rsm:CMR15_30834
ko:K05837	rsm:CMR15_30839
ko:K05515	rsm:CMR15_30840
ko:K03571	rsm:CMR15_30841
ko:K03570	rsm:CMR15_30842
ko:K03569	rsm:CMR15_30843
ko:K02435	rsm:CMR15_30844
ko:K02434	rsm:CMR15_30848
ko:K09921	rsm:CMR15_30849
ko:K03733	rsm:CMR15_30850
ko:K06969	rsm:CMR15_30851
ko:K06204	rsm:CMR15_30858
ko:K01419	rsm:CMR15_30861
ko:K03667	rsm:CMR15_30862
ko:K15012	rsm:CMR15_30865
ko:K15011	rsm:CMR15_30866
ko:K00549	rsm:CMR15_mp10645
ko:K03576	rsm:CMR15_mp10646
ko:K00275	rsm:CMR15_mp10647
ko:K01609	rsm:CMR15_mp10649
ko:K00766	rsm:CMR15_mp10651
ko:K06997	rsm:CMR15_mp10654
ko:K06446	rsm:CMR15_mp10658
ko:K07734	rsm:CMR15_mp10660
ko:K01555	rsm:CMR15_mp10661
ko:K00451	rsm:CMR15_mp10662
ko:K00453	rsm:CMR15_mp10665
ko:K04127	rsm:CMR15_mp10667
ko:K01997	rsm:CMR15_mp10676
ko:K01995	rsm:CMR15_mp10677
ko:K01998	rsm:CMR15_mp10677
ko:K01996	rsm:CMR15_mp10678
ko:K01207	rsm:CMR15_20186
ko:K02356	rsm:CMR15_20187
ko:K03703	rsm:CMR15_20189
ko:K01706	rsm:CMR15_20198
ko:K08191	rsm:CMR15_20199
ko:K03439	rsm:CMR15_30216
ko:K06153	rsm:CMR15_30218
ko:K06940	rsm:CMR15_30220
ko:K00573	rsm:CMR15_30222
ko:K12340	rsm:CMR15_30224
ko:K02527	rsm:CMR15_30226
ko:K02841	rsm:CMR15_30227
ko:K15778	rsm:CMR15_30228
ko:K12990	rsm:CMR15_30233
ko:K01790	rsm:CMR15_30235
ko:K00973	rsm:CMR15_30236
ko:K00067	rsm:CMR15_30237
ko:K00655	rsm:CMR15_30240
ko:K01465	rsm:CMR15_30241
ko:K00609	rsm:CMR15_30242
ko:K02825	rsm:CMR15_30243
ko:K07447	rsm:CMR15_30244
ko:K07735	rsm:CMR15_30245
ko:K01845	rsm:CMR15_30254
ko:K03710	rsm:CMR15_mp10061
ko:K06991	rsm:CMR15_mp10064
ko:K02020	rsm:CMR15_mp10073
ko:K03924	rsm:CMR15_mp10076
ko:K01673	rsm:CMR15_mp10079
ko:K02688	rsm:CMR15_mp10092
ko:K07726	rsm:CMR15_mp10093
ko:K02114	rsm:CMR15_mp10777
ko:K00116	rsm:CMR15_mp10782
ko:K03585	rsm:CMR15_mp10792
ko:K01707	rsm:CMR15_mp10802
ko:K01706	rsm:CMR15_mp10805
ko:K08191	rsm:CMR15_mp10810
ko:K14228	rsm:CMR15_mptRNA4
ko:K14228	rsm:CMR15_tRNA41
ko:K00937	rsm:CMR15_11490
ko:K07234	rsm:CMR15_10070
ko:K05916	rsm:CMR15_10071
ko:K13771	rsm:CMR15_10072
ko:K03427	rsm:CMR15_10073
ko:K01153	rsm:CMR15_10075
ko:K07649	rsm:CMR15_10076
ko:K07687	rsm:CMR15_10081
ko:K02073	rsm:CMR15_10084
ko:K07646	rsm:CMR15_10085
ko:K01548	rsm:CMR15_10087
ko:K01547	rsm:CMR15_10088
ko:K01546	rsm:CMR15_10089
ko:K01512	rsm:CMR15_10098
ko:K07115	rsm:CMR15_10100
ko:K03608	rsm:CMR15_10102
ko:K03609	rsm:CMR15_10103
ko:K03610	rsm:CMR15_10104
ko:K00077	rsm:CMR15_10107
ko:K03530	rsm:CMR15_10109
ko:K05773	rsm:CMR15_10780
ko:K00606	rsm:CMR15_10781
ko:K00950	rsm:CMR15_10783
ko:K10763	rsm:CMR15_10786
ko:K01933	rsm:CMR15_10788
ko:K10778	rsm:CMR15_10790
ko:K01247	rsm:CMR15_10791
ko:K03919	rsm:CMR15_10792
ko:K09990	rsm:CMR15_10793
ko:K00791	rsm:CMR15_10796
ko:K03572	rsm:CMR15_10797
ko:K06192	rsm:CMR15_10798
ko:K03975	rsm:CMR15_10801
ko:K03980	rsm:CMR15_10803
ko:K02968	rsm:CMR15_10804
ko:K01940	rsm:CMR15_10807
ko:K09913	rsm:CMR15_10808
ko:K07001	rsm:CMR15_10810
ko:K00075	rsm:CMR15_10811
ko:K09767	rsm:CMR15_10812
ko:K08591	rsm:CMR15_10814
ko:K06925	rsm:CMR15_10821
ko:K01448	rsm:CMR15_10822
ko:K01524	rsm:CMR15_11491
ko:K08296	rsm:CMR15_11493
ko:K07090	rsm:CMR15_11495
ko:K17218	rsm:CMR15_11496
ko:K01845	rsm:CMR15_11500
ko:K02421	rsm:CMR15_11511
ko:K02401	rsm:CMR15_11512
ko:K02400	rsm:CMR15_11513
ko:K02392	rsm:CMR15_11514
ko:K02386	rsm:CMR15_11516
ko:K02393	rsm:CMR15_11517
ko:K02394	rsm:CMR15_11518
ko:K02387	rsm:CMR15_11519
ko:K02388	rsm:CMR15_11520
ko:K02408	rsm:CMR15_11521
ko:K02409	rsm:CMR15_11522
ko:K02411	rsm:CMR15_11524
ko:K02412	rsm:CMR15_11525
ko:K02389	rsm:CMR15_11528
ko:K02390	rsm:CMR15_11529
ko:K02419	rsm:CMR15_11534
ko:K02405	rsm:CMR15_11535
ko:K00500	rsm:CMR15_10113
ko:K07275	rsm:CMR15_10117
ko:K01995	rsm:CMR15_10123
ko:K01996	rsm:CMR15_10124
ko:K01999	rsm:CMR15_10125
ko:K01997	rsm:CMR15_10126
ko:K01998	rsm:CMR15_10127
ko:K07090	rsm:CMR15_10130
ko:K09954	rsm:CMR15_10132
ko:K01999	rsm:CMR15_10136
ko:K03495	rsm:CMR15_10137
ko:K03501	rsm:CMR15_10138
ko:K02108	rsm:CMR15_10142
ko:K02110	rsm:CMR15_10143
ko:K02109	rsm:CMR15_10144
ko:K02113	rsm:CMR15_10145
ko:K02111	rsm:CMR15_10146
ko:K02115	rsm:CMR15_10147
ko:K02112	rsm:CMR15_10148
ko:K02114	rsm:CMR15_10149
ko:K06929	rsm:CMR15_10152
ko:K02040	rsm:CMR15_10155
ko:K14347	rsm:CMR15_10823
ko:K00140	rsm:CMR15_10825
ko:K02529	rsm:CMR15_10827
ko:K17215	rsm:CMR15_10828
ko:K06605	rsm:CMR15_10833
ko:K03336	rsm:CMR15_10835
ko:K00979	rsm:CMR15_10841
ko:K09791	rsm:CMR15_10842
ko:K00912	rsm:CMR15_10843
ko:K03561	rsm:CMR15_10845
ko:K03601	rsm:CMR15_10846
ko:K04564	rsm:CMR15_10847
ko:K09975	rsm:CMR15_10853
ko:K03530	rsm:CMR15_10854
ko:K07090	rsm:CMR15_10859
ko:K01713	rsm:CMR15_10865
ko:K07394	rsm:CMR15_11549
ko:K03809	rsm:CMR15_11556
ko:K07058	rsm:CMR15_11557
ko:K01740	rsm:CMR15_11560
ko:K01736	rsm:CMR15_11564
ko:K00311	rsm:CMR15_11565
ko:K01028	rsm:CMR15_11568
ko:K01029	rsm:CMR15_11569
ko:K00019	rsm:CMR15_11570
ko:K01868	rsm:CMR15_11574
ko:K02520	rsm:CMR15_11575
ko:K02916	rsm:CMR15_11577
ko:K02887	rsm:CMR15_11578
ko:K01889	rsm:CMR15_11579
ko:K01890	rsm:CMR15_11580
ko:K04764	rsm:CMR15_11581
ko:K02346	rsm:CMR15_11585
ko:K01599	rsm:CMR15_10163
ko:K04066	rsm:CMR15_10164
ko:K13821	rsm:CMR15_10165
ko:K01999	rsm:CMR15_10166
ko:K06048	rsm:CMR15_10170
ko:K01752	rsm:CMR15_10172
ko:K00281	rsm:CMR15_10173
ko:K02437	rsm:CMR15_10174
ko:K00605	rsm:CMR15_10175
ko:K03656	rsm:CMR15_10177
ko:K01608	rsm:CMR15_10185
ko:K11103	rsm:CMR15_10191
ko:K01477	rsm:CMR15_10192
ko:K01483	rsm:CMR15_10193
ko:K03642	rsm:CMR15_10200
ko:K07056	rsm:CMR15_10201
ko:K07460	rsm:CMR15_10202
ko:K13529	rsm:CMR15_10873
ko:K15977	rsm:CMR15_10878
ko:K09005	rsm:CMR15_10884
ko:K00031	rsm:CMR15_10890
ko:K07733	rsm:CMR15_10893
ko:K03704	rsm:CMR15_10911
ko:K06891	rsm:CMR15_10912
ko:K03694	rsm:CMR15_10913
ko:K13038	rsm:CMR15_10916
ko:K03101	rsm:CMR15_10918
ko:K01870	rsm:CMR15_10919
ko:K01142	rsm:CMR15_11591
ko:K01414	rsm:CMR15_11593
ko:K01491	rsm:CMR15_11594
ko:K00163	rsm:CMR15_11598
ko:K00627	rsm:CMR15_11599
ko:K00382	rsm:CMR15_11601
ko:K07107	rsm:CMR15_11607
ko:K07262	rsm:CMR15_11609
ko:K00684	rsm:CMR15_11617
ko:K03549	rsm:CMR15_11623
ko:K06959	rsm:CMR15_11625
ko:K05807	rsm:CMR15_11630
ko:K06180	rsm:CMR15_11631
ko:K05810	rsm:CMR15_11632
ko:K03821	rsm:CMR15_11634
ko:K15268	rsm:CMR15_10206
ko:K17226	rsm:CMR15_10208
ko:K17227	rsm:CMR15_10209
ko:K17222	rsm:CMR15_10211
ko:K17224	rsm:CMR15_10214
ko:K00860	rsm:CMR15_10226
ko:K07007	rsm:CMR15_10235
ko:K02518	rsm:CMR15_10240
ko:K03704	rsm:CMR15_10242
ko:K11753	rsm:CMR15_10920
ko:K11175	rsm:CMR15_10923
ko:K03500	rsm:CMR15_10924
ko:K03517	rsm:CMR15_10928
ko:K00767	rsm:CMR15_10929
ko:K00278	rsm:CMR15_10930
ko:K02913	rsm:CMR15_10931
ko:K02902	rsm:CMR15_10932
ko:K03630	rsm:CMR15_10933
ko:K03774	rsm:CMR15_10934
ko:K03527	rsm:CMR15_10935
ko:K01999	rsm:CMR15_10936
ko:K01997	rsm:CMR15_10937
ko:K01998	rsm:CMR15_10938
ko:K01995	rsm:CMR15_10939
ko:K03797	rsm:CMR15_30555
ko:K03594	rsm:CMR15_30557
ko:K02192	rsm:CMR15_30558
ko:K01920	rsm:CMR15_30562
ko:K01919	rsm:CMR15_30563
ko:K03320	rsm:CMR15_30564
ko:K04752	rsm:CMR15_30565
ko:K03581	rsm:CMR15_30576
ko:K02411	rsm:CMR15_mp10368
ko:K02412	rsm:CMR15_mp10369
ko:K02413	rsm:CMR15_mp10370
ko:K03530	rsm:CMR15_mp10395
ko:K10218	rsm:CMR15_mp20336
ko:K00812	rsm:CMR15_mp20337
ko:K00425	rsm:CMR15_mp20347
ko:K00426	rsm:CMR15_mp20348
ko:K00077	rsm:CMR15_mp20349
ko:K07154	rsm:CMR15_mp20355
ko:K01118	rsm:CMR15_mp20359
ko:K00278	rsm:CMR15_mp20366
ko:K01895	rsm:CMR15_mp20368
ko:K07090	rsm:CMR15_mp20371
ko:K09771	rsm:CMR15_mp20378
ko:K03657	rsm:CMR15_mp20379
ko:K06193	rsm:CMR15_mp30039
ko:K15553	rsm:CMR15_mp30041
ko:K02221	rsm:CMR15_mp30044
ko:K04062	rsm:CMR15_mp30045
ko:K02405	rsm:CMR15_mp30049
ko:K04562	rsm:CMR15_mp30050
ko:K02404	rsm:CMR15_mp30051
ko:K02400	rsm:CMR15_mp30052
ko:K02401	rsm:CMR15_mp30053
ko:K08191	rsm:CMR15_mp30055
ko:K03786	rsm:CMR15_mp30056
ko:K00014	rsm:CMR15_mp30057
ko:K00457	rsm:CMR15_mp30059
ko:K03414	rsm:CMR15_mp30060
ko:K03413	rsm:CMR15_mp30061
ko:K03412	rsm:CMR15_mp30062
ko:K03411	rsm:CMR15_mp30063
ko:K03408	rsm:CMR15_mp30069
ko:K03407	rsm:CMR15_mp30070
ko:K03413	rsm:CMR15_mp30071
ko:K02557	rsm:CMR15_mp30072
ko:K02556	rsm:CMR15_mp30073
ko:K02402	rsm:CMR15_mp30075
ko:K02403	rsm:CMR15_mp30076
ko:K02029	rsm:CMR15_mp30224
ko:K03781	rsm:CMR15_mp30228
ko:K01740	rsm:CMR15_mp30230
ko:K01999	rsm:CMR15_mp30233
ko:K05819	rsm:CMR15_mp30239
ko:K07246	rsm:CMR15_mp30256
ko:K01685	rsm:CMR15_mp30259
ko:K06145	rsm:CMR15_mp30260
ko:K14232	rsm:CMR15_tRNA54
ko:K14232	rsm:CMR15_tRNA15
ko:K14232	rsm:CMR15_tRNA17
ko:K14230	rsm:CMR15_tRNA47
ko:K14230	rsm:CMR15_tRNA46
ko:K14230	rsm:CMR15_tRNA24
ko:K14233	rsm:CMR15_tRNA52
ko:K14233	rsm:CMR15_tRNA49
ko:K14233	rsm:CMR15_tRNA25
ko:K14219	rsm:CMR15_tRNA51
ko:K14219	rsm:CMR15_tRNA48
ko:K14219	rsm:CMR15_tRNA45
ko:K14228	rsm:CMR15_tRNA13
ko:K14228	rsm:CMR15_tRNA18
ko:K14228	rsm:CMR15_tRNA43
ko:K14237	rsm:CMR15_tRNA14
ko:K14237	rsm:CMR15_tRNA16
ko:K14237	rsm:CMR15_tRNA19
ko:K14221	rsm:CMR15_tRNA20
ko:K14221	rsm:CMR15_tRNA28
ko:K14221	rsm:CMR15_tRNA31
ko:K14225	rsm:CMR15_tRNA21
ko:K14225	rsm:CMR15_tRNA22
ko:K14222	rsm:CMR15_tRNA23
ko:K14222	rsm:CMR15_tRNA35
ko:K14229	rsm:CMR15_tRNA44
ko:K14229	rsm:CMR15_mptRNA1
ko:K14220	rsm:CMR15_tRNA42
ko:K14218	rsm:CMR15_tRNA26
ko:K14218	rsm:CMR15_tRNA29
ko:K14224	rsm:CMR15_tRNA27
ko:K14224	rsm:CMR15_tRNA30
ko:K14230	rsm:CMR15_tRNA37
ko:K01983	rsm:CMR15_misc_RNA_10
ko:K01990	rsm:CMR15_10439
ko:K01977	rsm:CMR15_16s_rRNA_1
ko:K01977	rsm:CMR15_mp16srRNA1
ko:K01977	rsm:CMR15_16s_rRNA_3
ko:K01977	rsm:CMR15_16s_rRNA_2
ko:K01980	rsm:CMR15_23s_rRNA_1
ko:K01980	rsm:CMR15_mp23srRNA1
ko:K01980	rsm:CMR15_23s_rRNA_3
ko:K01980	rsm:CMR15_23s_rRNA_2
ko:K01985	rsm:CMR15_5s_rRNA_1
ko:K01985	rsm:CMR15_5s_rRNA_2
ko:K01985	rsm:CMR15_mp5srRNA1
ko:K01985	rsm:CMR15_5s_rRNA_3
ko:K14234	rsm:CMR15_tRNA8
ko:K01897	rsm:CMR15_10558
ko:K15035	rsm:CMR15_misc_RNA_8
ko:K14218	rsm:CMR15_tRNA1
ko:K14219	rsm:CMR15_tRNA55
ko:K14227	rsm:CMR15_tRNA2
ko:K14227	rsm:CMR15_mptRNA2
ko:K14227	rsm:CMR15_tRNA9
ko:K14227	rsm:CMR15_tRNA33
ko:K14236	rsm:CMR15_tRNA4
ko:K14225	rsm:CMR15_tRNA5
ko:K14234	rsm:CMR15_tRNA6
ko:K14234	rsm:CMR15_tRNA50
ko:K14235	rsm:CMR15_tRNA7
ko:K14228	rsm:CMR15_tRNA53
ko:K14230	rsm:CMR15_tRNA12
ko:K14225	rsm:CMR15_tRNA36
ko:K14223	rsm:CMR15_tRNA38
ko:K01978	rsm:CMR15_misc_RNA_1
ko:K17686	rsm:CMR15_10119
ko:K03406	rsm:CMR15_10050
ko:K02030	rsm:CMR15_10052
ko:K02028	rsm:CMR15_10054
ko:K02674	rsm:CMR15_10735
ko:K03442	rsm:CMR15_10748
ko:K01479	rsm:CMR15_10767
ko:K02342	rsm:CMR15_11454
ko:K13953	rsm:CMR15_11461
ko:K02427	rsm:CMR15_11479
ko:K07657	rsm:CMR15_11488
ko:K07052	rsm:CMR15_10065
ko:K02051	rsm:CMR15_10078
ko:K01243	rsm:CMR15_10094
ko:K02049	rsm:CMR15_10096
ko:K02050	rsm:CMR15_10097
ko:K01119	rsm:CMR15_10105
ko:K03342	rsm:CMR15_10778
ko:K06857	rsm:CMR15_10779
ko:K00970	rsm:CMR15_10784
ko:K07116	rsm:CMR15_10813
ko:K04763	rsm:CMR15_10816
ko:K00567	rsm:CMR15_10817
ko:K01724	rsm:CMR15_10112
ko:K07213	rsm:CMR15_10118
ko:K02116	rsm:CMR15_10141
ko:K00799	rsm:CMR15_10156
ko:K03406	rsm:CMR15_10159
ko:K17213	rsm:CMR15_10830
ko:K00010	rsm:CMR15_10832
ko:K00939	rsm:CMR15_10840
ko:K05845	rsm:CMR15_10860
ko:K05846	rsm:CMR15_10860
ko:K03294	rsm:CMR15_11586
ko:K02510	rsm:CMR15_11589
ko:K00567	rsm:CMR15_10872
ko:K07054	rsm:CMR15_10875
ko:K00626	rsm:CMR15_11635
ko:K08738	rsm:CMR15_10207
ko:K09004	rsm:CMR15_10210
ko:K17223	rsm:CMR15_10212
ko:K02303	rsm:CMR15_10958
ko:K01826	rsm:CMR15_10960
ko:K01760	rsm:CMR15_11641
ko:K03386	rsm:CMR15_11648
ko:K13953	rsm:CMR15_10270
ko:K02454	rsm:CMR15_10282
ko:K02463	rsm:CMR15_10284
ko:K03593	rsm:CMR15_10997
ko:K00124	rsm:CMR15_11004
ko:K00127	rsm:CMR15_11006
ko:K06179	rsm:CMR15_20158
ko:K00059	rsm:CMR15_20169
ko:K01525	rsm:CMR15_30239
ko:K06183	rsm:CMR15_30246
ko:K02487	rsm:CMR15_30248
ko:K06596	rsm:CMR15_30248
ko:K02660	rsm:CMR15_30249
ko:K02659	rsm:CMR15_30250
ko:K02658	rsm:CMR15_30251
ko:K02657	rsm:CMR15_30252
ko:K02014	rsm:CMR15_mp10071
ko:K02014	rsm:CMR15_mp10779
ko:K03535	rsm:CMR15_mp10804
ko:K01708	rsm:CMR15_mp10806
ko:K03406	rsm:CMR15_mp10818
ko:K14218	rsm:CMR15_tRNA3
ko:K14218	rsm:CMR15_tRNA34
ko:K14218	rsm:CMR15_mptRNA3
ko:K14218	rsm:CMR15_tRNA10
ko:K14231	rsm:CMR15_tRNA39
ko:K03635	rsm:CMR15_20543
ko:K04091	rsm:CMR15_20551
ko:K01560	rsm:CMR15_20572
ko:K07258	rsm:CMR15_30617
ko:K02067	rsm:CMR15_30631
ko:K02014	rsm:CMR15_mp10427
ko:K02014	rsm:CMR15_mp10429
ko:K02510	rsm:CMR15_mp10436
ko:K02028	rsm:CMR15_mp10456
ko:K02030	rsm:CMR15_mp10458
ko:K00799	rsm:CMR15_30290
ko:K03406	rsm:CMR15_30291
ko:K00121	rsm:CMR15_30292
ko:K01561	rsm:CMR15_mp10103
ko:K00619	rsm:CMR15_mp10122
ko:K03227	rsm:CMR15_mp10838
ko:K00799	rsm:CMR15_10329
ko:K00059	rsm:CMR15_11026
ko:K01507	rsm:CMR15_11028
ko:K02055	rsm:CMR15_11745
ko:K02052	rsm:CMR15_11746
ko:K05833	rsm:CMR15_11750
ko:K05832	rsm:CMR15_11751
ko:K01989	rsm:CMR15_11752
ko:K03769	rsm:CMR15_11753
ko:K07305	rsm:CMR15_11756
ko:K00626	rsm:CMR15_11770
ko:K00046	rsm:CMR15_11772
ko:K01439	rsm:CMR15_20600
ko:K00674	rsm:CMR15_20603
ko:K01692	rsm:CMR15_30642
ko:K00548	rsm:CMR15_30651
ko:K00548	rsm:CMR15_30652
ko:K00626	rsm:CMR15_30671
ko:K13049	rsm:CMR15_mp10465
ko:K07665	rsm:CMR15_mp10467
ko:K15725	rsm:CMR15_mp10469
ko:K15727	rsm:CMR15_mp10470
ko:K06986	rsm:CMR15_mp30316
ko:K02454	rsm:CMR15_11070
ko:K02055	rsm:CMR15_11795
ko:K02052	rsm:CMR15_11798
ko:K06147	rsm:CMR15_11814
ko:K06147	rsm:CMR15_11815
ko:K02433	rsm:CMR15_30309
ko:K02843	rsm:CMR15_30330
ko:K07019	rsm:CMR15_30332
ko:K02030	rsm:CMR15_mp10155
ko:K01259	rsm:CMR15_mp10169
ko:K04093	rsm:CMR15_mp10170
ko:K04073	rsm:CMR15_mp10878
ko:K06889	rsm:CMR15_mp10903
ko:K00523	rsm:CMR15_10944
ko:K02665	rsm:CMR15_10423
ko:K07491	rsm:CMR15_10429
ko:K02067	rsm:CMR15_10435
ko:K05595	rsm:CMR15_10447
ko:K02028	rsm:CMR15_11115
ko:K02030	rsm:CMR15_11118
ko:K01607	rsm:CMR15_11126
ko:K16267	rsm:CMR15_11149
ko:K01011	rsm:CMR15_11151
ko:K00568	rsm:CMR15_20015
ko:K03286	rsm:CMR15_20017
ko:K04517	rsm:CMR15_20023
ko:K00088	rsm:CMR15_20641
ko:K01297	rsm:CMR15_20660
ko:K01561	rsm:CMR15_30691
ko:K01974	rsm:CMR15_30723
ko:K15725	rsm:CMR15_mp10505
ko:K15727	rsm:CMR15_mp10506
ko:K00568	rsm:CMR15_mp10546
ko:K04750	rsm:CMR15_mp10550
ko:K01496	rsm:CMR15_10451
ko:K01523	rsm:CMR15_10452
ko:K02010	rsm:CMR15_10457
ko:K01409	rsm:CMR15_11158
ko:K11085	rsm:CMR15_11179
ko:K00059	rsm:CMR15_11193
ko:K08305	rsm:CMR15_20035
ko:K06013	rsm:CMR15_20061
ko:K05524	rsm:CMR15_20318
ko:K02238	rsm:CMR15_20324
ko:K06445	rsm:CMR15_30364
ko:K00059	rsm:CMR15_30365
ko:K01759	rsm:CMR15_30382
ko:K01262	rsm:CMR15_30393
ko:K00700	rsm:CMR15_mp10212
ko:K03386	rsm:CMR15_mp10218
ko:K03711	rsm:CMR15_mp10220
ko:K03776	rsm:CMR15_mp10228
ko:K07126	rsm:CMR15_mp10929
ko:K02030	rsm:CMR15_mp20012
ko:K02028	rsm:CMR15_mp20013
ko:K00090	rsm:CMR15_mp20026
ko:K00851	rsm:CMR15_mp20027
ko:K00046	rsm:CMR15_mp20028
ko:K07161	rsm:CMR15_20674
ko:K03519	rsm:CMR15_20676
ko:K03518	rsm:CMR15_20678
ko:K00652	rsm:CMR15_20692
ko:K00819	rsm:CMR15_30752
ko:K03399	rsm:CMR15_mp10580
ko:K03404	rsm:CMR15_mp10581
ko:K02051	rsm:CMR15_20403
ko:K02049	rsm:CMR15_20404
ko:K02050	rsm:CMR15_20405
ko:K03087	rsm:CMR15_20412
ko:K00616	rsm:CMR15_20436
ko:K00666	rsm:CMR15_30463
ko:K00851	rsm:CMR15_30464
ko:K00059	rsm:CMR15_30470
ko:K00647	rsm:CMR15_30478
ko:K01104	rsm:CMR15_mp20099
ko:K10439	rsm:CMR15_mp20108
ko:K03406	rsm:CMR15_mp20109
ko:K00135	rsm:CMR15_mp20117
ko:K03406	rsm:CMR15_mp20204
ko:K01784	rsm:CMR15_mp20206
ko:K02017	rsm:CMR15_mp20254
ko:K03333	rsm:CMR15_mp20270
ko:K03299	rsm:CMR15_mp20292
ko:K01679	rsm:CMR15_mp20382
ko:K02674	rsm:CMR15_mp20391
ko:K02004	rsm:CMR15_mp30125
ko:K03406	rsm:CMR15_20360
ko:K03406	rsm:CMR15_20361
ko:K01092	rsm:CMR15_20366
ko:K02533	rsm:CMR15_20367
ko:K03768	rsm:CMR15_20370
ko:K01885	rsm:CMR15_20385
ko:K06147	rsm:CMR15_30428
ko:K01026	rsm:CMR15_30436
ko:K03830	rsm:CMR15_mp10272
ko:K00059	rsm:CMR15_mp10276
ko:K00639	rsm:CMR15_mp20044
ko:K00374	rsm:CMR15_mp20060
ko:K03455	rsm:CMR15_mp30143
ko:K00368	rsm:CMR15_mp30147
ko:K02049	rsm:CMR15_mp30151
ko:K02050	rsm:CMR15_mp30152
ko:K02051	rsm:CMR15_mp30153
ko:K01607	rsm:CMR15_mp30134
ko:K03153	rsm:CMR15_30798
ko:K04750	rsm:CMR15_30802
ko:K01077	rsm:CMR15_30808
ko:K01077	rsm:CMR15_30809
ko:K07343	rsm:CMR15_30813
ko:K00974	rsm:CMR15_30818
ko:K07665	rsm:CMR15_mp10608
ko:K09684	rsm:CMR15_mp10619
ko:K01560	rsm:CMR15_mp10622
ko:K02033	rsm:CMR15_mp20121
ko:K02035	rsm:CMR15_mp20122
ko:K01560	rsm:CMR15_mp20124
ko:K07025	rsm:CMR15_mp20137
ko:K15727	rsm:CMR15_mp20149
ko:K00799	rsm:CMR15_30079
ko:K04085	rsm:CMR15_30085
ko:K02014	rsm:CMR15_30095
ko:K14761	rsm:CMR15_30110
ko:K02433	rsm:CMR15_30845
ko:K03711	rsm:CMR15_30856
ko:K02035	rsm:CMR15_30860
ko:K01692	rsm:CMR15_mp10640
ko:K05712	rsm:CMR15_mp10673
ko:K03177	rsm:CMR15_20497
ko:K01424	rsm:CMR15_20514
ko:K02258	rsm:CMR15_30542
ko:K02274	rsm:CMR15_30544
ko:K01834	rsm:CMR15_30554
ko:K08483	rsm:CMR15_30559
ko:K11189	rsm:CMR15_30560
ko:K02821	rsm:CMR15_30561
ko:K09806	rsm:CMR15_30567
ko:K02414	rsm:CMR15_mp10371
ko:K00575	rsm:CMR15_mp30064
ko:K02030	rsm:CMR15_mp30222
ko:K01480	rsm:CMR15_mp30225
ko:K00135	rsm:CMR15_mp30255
ko:K02510	rsm:CMR15_mp30257
ko:K07232	rsm:CMR15_30116
ko:K00666	rsm:CMR15_30119
ko:K07304	rsm:CMR15_30132
ko:K07025	rsm:CMR15_30873
ko:K00135	rsm:CMR15_30881
ko:K02480	rsm:CMR15_30889
ko:K07657	rsm:CMR15_30893
ko:K01596	rsm:CMR15_30895
ko:K00058	rsm:CMR15_30896
ko:K00383	rsm:CMR15_30898
ko:K09705	rsm:CMR15_mp10699
ko:K01692	rsm:CMR15_10542
ko:K02056	rsm:CMR15_11205
ko:K02428	rsm:CMR15_11224
ko:K00799	rsm:CMR15_20106
ko:K03616	rsm:CMR15_20121
ko:K17213	rsm:CMR15_20447
ko:K00010	rsm:CMR15_20452
ko:K05814	rsm:CMR15_20471
ko:K05815	rsm:CMR15_20472
ko:K05816	rsm:CMR15_20473
ko:K03455	rsm:CMR15_30492
ko:K02806	rsm:CMR15_30500
ko:K06023	rsm:CMR15_30501
ko:K10563	rsm:CMR15_30507
ko:K15577	rsm:CMR15_30527
ko:K15578	rsm:CMR15_30528
ko:K00647	rsm:CMR15_mp10333
ko:K02033	rsm:CMR15_10546
ko:K00882	rsm:CMR15_10553
ko:K03574	rsm:CMR15_10584
ko:K02028	rsm:CMR15_11271
ko:K02030	rsm:CMR15_11274
ko:K02004	rsm:CMR15_11286
ko:K02653	rsm:CMR15_10589
ko:K00856	rsm:CMR15_10625
ko:K01515	rsm:CMR15_11329
ko:K03743	rsm:CMR15_10646
ko:K03711	rsm:CMR15_10666
ko:K00799	rsm:CMR15_11362
ko:K02035	rsm:CMR15_11368
ko:K00241	rsm:CMR15_11378
ko:K08086	rsm:CMR15_11389
ko:K02014	rsm:CMR15_10685
ko:K00799	rsm:CMR15_10693
ko:K02035	rsm:CMR15_11438
ko:K02033	rsm:CMR15_11442
ko:K00059	rsm:CMR15_mp10335
