ko:K18137	abad:ABD1_20050
ko:K01782	abad:ABD1_27980
ko:K08997	abad:ABD1_28250
ko:K02014	abad:ABD1_28350
ko:K01262	abad:ABD1_23510
ko:K02014	abad:ABD1_23790
ko:K00135	abad:ABD1_31750
ko:K03743	abad:ABD1_13850
ko:K00059	abad:ABD1_14110
ko:K11209	abad:ABD1_14130
ko:K01409	abad:ABD1_22400
ko:K00090	abad:ABD1_22440
ko:K04085	abad:ABD1_22580
ko:K00784	abad:ABD1_22670
ko:K02858	abad:ABD1_07790
ko:K03451	abad:ABD1_08000
ko:K00135	abad:ABD1_08030
ko:K00647	abad:ABD1_08100
ko:K00004	abad:ABD1_16970
ko:K02619	abad:ABD1_25170
ko:K00674	abad:ABD1_25250
ko:K00647	abad:ABD1_04920
ko:K00059	abad:ABD1_04940
ko:K03298	abad:ABD1_13330
ko:K01692	abad:ABD1_13500
ko:K00666	abad:ABD1_13750
ko:K07346	abad:ABD1_22120
ko:K00058	abad:ABD1_30380
ko:K03177	abad:ABD1_30430
ko:K02674	abad:ABD1_30520
ko:K01270	abad:ABD1_22720
ko:K07017	abad:ABD1_22760
ko:K02665	abad:ABD1_30770
ko:K01885	abad:ABD1_30920
ko:K01974	abad:ABD1_22710
ko:K15727	abad:ABD1_30990
ko:K15725	abad:ABD1_31000
ko:K02226	abad:ABD1_16470
ko:K05835	abad:ABD1_08230
ko:K14232	abad:ABD1_tRNA19
ko:K14232	abad:ABD1_tRNA22
ko:K14219	abad:ABD1_tRNA33
ko:K14233	abad:ABD1_tRNA62
ko:K17103	abad:ABD1_29050
ko:K01980	abad:ABD1_rRNA02
ko:K01980	abad:ABD1_rRNA05
ko:K01980	abad:ABD1_rRNA08
ko:K01980	abad:ABD1_rRNA11
ko:K01980	abad:ABD1_rRNA14
ko:K01980	abad:ABD1_rRNA17
ko:K14235	abad:ABD1_tRNA11
ko:K10014	abad:ABD1_23010
ko:K02028	abad:ABD1_14010
ko:K14159	abad:ABD1_10730
ko:K04091	abad:ABD1_00260
ko:K19611	abad:ABD1_09340
ko:K11209	abad:ABD1_05990
ko:K00146	abad:ABD1_18750
ko:K14223	abad:ABD1_tRNA23
ko:K03457	abad:ABD1_14470
ko:K03457	abad:ABD1_15030
ko:K17218	abad:ABD1_17010
ko:K01977	abad:ABD1_rRNA01
ko:K01977	abad:ABD1_rRNA18
ko:K01977	abad:ABD1_rRNA07
ko:K01977	abad:ABD1_rRNA15
ko:K01977	abad:ABD1_rRNA12
ko:K01977	abad:ABD1_rRNA04
ko:K14227	abad:ABD1_tRNA01
ko:K14227	abad:ABD1_tRNA17
ko:K14227	abad:ABD1_tRNA49
ko:K14227	abad:ABD1_tRNA05
ko:K14227	abad:ABD1_tRNA51
ko:K14227	abad:ABD1_tRNA65
ko:K14218	abad:ABD1_tRNA02
ko:K14218	abad:ABD1_tRNA64
ko:K14218	abad:ABD1_tRNA50
ko:K14218	abad:ABD1_tRNA48
ko:K14218	abad:ABD1_tRNA18
ko:K14218	abad:ABD1_tRNA06
ko:K01985	abad:ABD1_rRNA03
ko:K01985	abad:ABD1_rRNA13
ko:K01985	abad:ABD1_rRNA09
ko:K01985	abad:ABD1_rRNA16
ko:K01985	abad:ABD1_rRNA06
ko:K01985	abad:ABD1_rRNA10
ko:K14234	abad:ABD1_tRNA07
ko:K14234	abad:ABD1_tRNA63
ko:K14225	abad:ABD1_tRNA09
ko:K14234	abad:ABD1_tRNA10
ko:K14228	abad:ABD1_tRNA12
ko:K14230	abad:ABD1_tRNA13
ko:K14230	abad:ABD1_tRNA14
ko:K14230	abad:ABD1_tRNA28
ko:K14229	abad:ABD1_tRNA15
ko:K14229	abad:ABD1_tRNA16
ko:K14219	abad:ABD1_tRNA20
ko:K14226	abad:ABD1_tRNA21
ko:K14230	abad:ABD1_tRNA24
ko:K14230	abad:ABD1_tRNA25
ko:K14233	abad:ABD1_tRNA27
ko:K14233	abad:ABD1_tRNA39
ko:K14230	abad:ABD1_tRNA30
ko:K14235	abad:ABD1_tRNA31
ko:K14228	abad:ABD1_tRNA32
ko:K14220	abad:ABD1_tRNA34
ko:K14220	abad:ABD1_tRNA36
ko:K14220	abad:ABD1_tRNA38
ko:K14220	abad:ABD1_tRNA35
ko:K14237	abad:ABD1_tRNA37
ko:K14222	abad:ABD1_tRNA40
ko:K14228	abad:ABD1_tRNA41
ko:K14228	abad:ABD1_tRNA42
ko:K14219	abad:ABD1_tRNA43
ko:K14237	abad:ABD1_tRNA44
ko:K14237	abad:ABD1_tRNA46
ko:K14221	abad:ABD1_tRNA45
ko:K14228	abad:ABD1_tRNA47
ko:K14219	abad:ABD1_tRNA52
ko:K14219	abad:ABD1_tRNA53
ko:K14219	abad:ABD1_tRNA54
ko:K14233	abad:ABD1_tRNA55
ko:K14218	abad:ABD1_tRNA56
ko:K14231	abad:ABD1_tRNA60
ko:K14231	abad:ABD1_tRNA61
ko:K01800	abad:ABD1_33160
ko:K00951	abad:ABD1_05850
ko:K17713	abad:ABD1_04760
ko:K17228	abad:ABD1_32010
ko:K13794	abad:ABD1_06770
ko:K01990	abad:ABD1_23120
ko:K01897	abad:ABD1_01930
ko:K01897	abad:ABD1_18410
ko:K01992	abad:ABD1_23130
ko:K01992	abad:ABD1_25730
ko:K02049	abad:ABD1_13130
ko:K15555	abad:ABD1_00240
ko:K00130	abad:ABD1_08800
ko:K00821	abad:ABD1_19580
ko:K01791	abad:ABD1_24780
ko:K01791	abad:ABD1_00600
ko:K01791	abad:ABD1_28400
ko:K01069	abad:ABD1_21900
ko:K01659	abad:ABD1_00770
ko:K03767	abad:ABD1_33660
ko:K00108	abad:ABD1_08790
ko:K01130	abad:ABD1_09310
ko:K01487	abad:ABD1_33880
ko:K06518	abad:ABD1_14160
ko:K05540	abad:ABD1_24820
ko:K03892	abad:ABD1_14540
ko:K00537	abad:ABD1_14530
ko:K00254	abad:ABD1_22490
ko:K01457	abad:ABD1_13110
ko:K00632	abad:ABD1_02820
ko:K11928	abad:ABD1_15380
ko:K01658	abad:ABD1_23520
ko:K06972	abad:ABD1_19420
ko:K01840	abad:ABD1_00690
ko:K07318	abad:ABD1_02080
ko:K01497	abad:ABD1_29940
ko:K17737	abad:ABD1_17280
ko:K00001	abad:ABD1_20490
ko:K01046	abad:ABD1_30450
ko:K18139	abad:ABD1_26840
ko:K00130	abad:ABD1_11020
ko:K03719	abad:ABD1_00960
ko:K03719	abad:ABD1_20840
ko:K05599	abad:ABD1_17410
ko:K11311	abad:ABD1_17390
ko:K11939	abad:ABD1_30400
ko:K07003	abad:ABD1_01220
ko:K02031	abad:ABD1_16000
ko:K02032	abad:ABD1_16000
ko:K17938	abad:ABD1_27370
ko:K07506	abad:ABD1_17050
ko:K01007	abad:ABD1_21630
ko:K00956	abad:ABD1_09550
ko:K14742	abad:ABD1_06480
ko:K03366	abad:ABD1_16960
ko:K08485	abad:ABD1_05940
ko:K09017	abad:ABD1_00230
ko:K05600	abad:ABD1_17400
ko:K00557	abad:ABD1_15350
ko:K03772	abad:ABD1_00480
ko:K22589	abad:ABD1_23880
ko:K00220	abad:ABD1_22740
ko:K00800	abad:ABD1_22740
ko:K18143	abad:ABD1_17720
ko:K02614	abad:ABD1_13570
ko:K18144	abad:ABD1_17710
ko:K03719	abad:ABD1_15370
ko:K00020	abad:ABD1_01040
ko:K00249	abad:ABD1_29010
ko:K07782	abad:ABD1_01170
ko:K11747	abad:ABD1_03390
ko:K02768	abad:ABD1_19670
ko:K08483	abad:ABD1_19670
ko:K11183	abad:ABD1_19670
ko:K18118	abad:ABD1_31110
ko:K21449	abad:ABD1_09870
ko:K02650	abad:ABD1_30660
ko:K11737	abad:ABD1_05400
ko:K00673	abad:ABD1_05430
ko:K05526	abad:ABD1_05450
ko:K22003	abad:ABD1_06750
ko:K07044	abad:ABD1_24010
ko:K06135	abad:ABD1_17510
ko:K01783	abad:ABD1_01130
ko:K02073	abad:ABD1_10860
ko:K11734	abad:ABD1_10950
ko:K03782	abad:ABD1_03800
ko:K07126	abad:ABD1_13610
ko:K01263	abad:ABD1_23530
ko:K00984	abad:ABD1_01350
ko:K18303	abad:ABD1_33500
ko:K18302	abad:ABD1_33510
ko:K18301	abad:ABD1_33520
ko:K00138	abad:ABD1_21020
ko:K21449	abad:ABD1_09880
ko:K03446	abad:ABD1_17910
ko:K03296	abad:ABD1_27630
ko:K16234	abad:ABD1_33060
ko:K11904	abad:ABD1_00840
ko:K07645	abad:ABD1_22860
ko:K07645	abad:ABD1_26970
ko:K16235	abad:ABD1_30220
ko:K03462	abad:ABD1_18010
ko:K11904	abad:ABD1_13160
ko:K00681	abad:ABD1_08560
ko:K00042	abad:ABD1_18160
ko:K18697	abad:ABD1_32600
ko:K21645	abad:ABD1_17220
ko:K18902	abad:ABD1_23040
ko:K03790	abad:ABD1_25100
ko:K18893	abad:ABD1_15430
ko:K18900	abad:ABD1_23020
ko:K18794	abad:ABD1_15230
ko:K18850	abad:ABD1_15490
ko:K18901	abad:ABD1_23030
ko:K18903	abad:ABD1_23050
ko:K03496	abad:ABD1_15600
ko:K03497	abad:ABD1_15610
ko:K03646	abad:ABD1_25450
ko:K03496	abad:ABD1_01280
ko:K01856	abad:ABD1_18670
ko:K03746	abad:ABD1_02500
ko:K03502	abad:ABD1_11830
ko:K03503	abad:ABD1_11840
ko:K03502	abad:ABD1_20340
ko:K03496	abad:ABD1_30280
ko:K04565	abad:ABD1_30300
ko:K03503	abad:ABD1_13910
ko:K03111	abad:ABD1_31820
ko:K02625	abad:ABD1_17170
ko:K00335	abad:ABD1_07080
ko:K00336	abad:ABD1_07090
ko:K03761	abad:ABD1_26240
ko:K03976	abad:ABD1_16310
ko:K03526	abad:ABD1_04730
ko:K02663	abad:ABD1_30790
ko:K06596	abad:ABD1_27560
ko:K18979	abad:ABD1_15170
ko:K18997	abad:ABD1_03350
ko:K02664	abad:ABD1_30780
ko:K09483	abad:ABD1_19030
ko:K07452	abad:ABD1_31640
ko:K06992	abad:ABD1_06390
ko:K01406	abad:ABD1_24060
ko:K19147	abad:ABD1_31630
ko:K22444	abad:ABD1_08040
ko:K19068	abad:ABD1_00590
ko:K03446	abad:ABD1_18240
ko:K12979	abad:ABD1_02850
ko:K01066	abad:ABD1_18070
ko:K01066	abad:ABD1_08010
ko:K01992	abad:ABD1_16590
ko:K01992	abad:ABD1_16600
ko:K01992	abad:ABD1_25740
ko:K01392	abad:ABD1_15970
ko:K00638	abad:ABD1_26400
ko:K19302	abad:ABD1_04670
ko:K06867	abad:ABD1_32830
ko:K06867	abad:ABD1_13240
ko:K04771	abad:ABD1_25120
ko:K01096	abad:ABD1_26810
ko:K07216	abad:ABD1_08370
ko:K19577	abad:ABD1_21250
ko:K19577	abad:ABD1_33440
ko:K17686	abad:ABD1_12270
ko:K00992	abad:ABD1_15580
ko:K00799	abad:ABD1_14140
ko:K06132	abad:ABD1_28800
ko:K03897	abad:ABD1_16330
ko:K15777	abad:ABD1_09840
ko:K19810	abad:ABD1_24100
ko:K00020	abad:ABD1_05790
ko:K22443	abad:ABD1_08020
ko:K16066	abad:ABD1_25000
ko:K03809	abad:ABD1_07930
ko:K01802	abad:ABD1_08900
ko:K00507	abad:ABD1_28240
ko:K20455	abad:ABD1_00780
ko:K09788	abad:ABD1_27080
ko:K20534	abad:ABD1_25760
ko:K02483	abad:ABD1_22870
ko:K20881	abad:ABD1_19860
ko:K21053	abad:ABD1_11130
ko:K21062	abad:ABD1_13320
ko:K13877	abad:ABD1_18600
ko:K13877	abad:ABD1_18220
ko:K20938	abad:ABD1_14390
ko:K21061	abad:ABD1_13360
ko:K01768	abad:ABD1_16130
ko:K11935	abad:ABD1_21610
ko:K11931	abad:ABD1_21600
ko:K11937	abad:ABD1_21580
ko:K13877	abad:ABD1_13410
ko:K21021	abad:ABD1_28770
ko:K21023	abad:ABD1_05150
ko:K00525	abad:ABD1_06990
ko:K00249	abad:ABD1_16270
ko:K00558	abad:ABD1_12540
ko:K03553	abad:ABD1_19880
ko:K02314	abad:ABD1_21730
ko:K13730	abad:ABD1_26910
ko:K06217	abad:ABD1_29140
ko:K00558	abad:ABD1_10060
ko:K00287	abad:ABD1_04280
ko:K00560	abad:ABD1_04290
ko:K07336	abad:ABD1_04460
ko:K03676	abad:ABD1_04990
ko:K09935	abad:ABD1_06040
ko:K02316	abad:ABD1_07890
ko:K01520	abad:ABD1_08320
ko:K03546	abad:ABD1_08450
ko:K06889	abad:ABD1_17750
ko:K00091	abad:ABD1_23940
ko:K02335	abad:ABD1_06180
ko:K01139	abad:ABD1_30600
ko:K00001	abad:ABD1_26680
ko:K00526	abad:ABD1_06970
ko:K21416	abad:ABD1_16920
ko:K21417	abad:ABD1_16930
ko:K21472	abad:ABD1_33360
ko:K21420	abad:ABD1_08190
ko:K21699	abad:ABD1_22350
ko:K10914	abad:ABD1_14790
ko:K21747	abad:ABD1_16250
ko:K21756	abad:ABD1_18660
ko:K21757	abad:ABD1_12250
ko:K21758	abad:ABD1_18900
ko:K21758	abad:ABD1_12180
ko:K19591	abad:ABD1_12280
ko:K21990	abad:ABD1_33280
ko:K22027	abad:ABD1_18860
ko:K22025	abad:ABD1_18180
ko:K22105	abad:ABD1_24470
ko:K22067	abad:ABD1_20330
ko:K01816	abad:ABD1_05780
ko:K13874	abad:ABD1_18290
ko:K03595	abad:ABD1_25050
ko:K07183	abad:ABD1_20320
ko:K22132	abad:ABD1_05230
ko:K08994	abad:ABD1_16980
ko:K08994	abad:ABD1_28610
ko:K22186	abad:ABD1_18210
ko:K13875	abad:ABD1_18630
ko:K22292	abad:ABD1_00330
ko:K02257	abad:ABD1_21690
ko:K01505	abad:ABD1_07270
ko:K00611	abad:ABD1_20060
ko:K13061	abad:ABD1_01150
ko:K22550	abad:ABD1_13370
ko:K22549	abad:ABD1_13380
