ko:K02495	seen:SE451236_00885
ko:K03571	seen:SE451236_22980
ko:K03570	seen:SE451236_22985
ko:K03569	seen:SE451236_22990
ko:K17247	seen:SE451236_23010
ko:K02160	seen:SE451236_23015
ko:K07107	seen:SE451236_09750
ko:K03562	seen:SE451236_09755
ko:K03641	seen:SE451236_09770
ko:K03640	seen:SE451236_09775
ko:K03517	seen:SE451236_09810
ko:K03811	seen:SE451236_09815
ko:K16264	seen:SE451236_09820
ko:K01626	seen:SE451236_09830
ko:K01678	seen:SE451236_09835
ko:K01677	seen:SE451236_09840
ko:K01573	seen:SE451236_09860
ko:K02015	seen:SE451236_09880
ko:K02013	seen:SE451236_09885
ko:K00849	seen:SE451236_09900
ko:K00965	seen:SE451236_09905
ko:K05776	seen:SE451236_09920
ko:K02019	seen:SE451236_09925
ko:K02020	seen:SE451236_09935
ko:K02018	seen:SE451236_09940
ko:K01051	seen:SE451236_09960
ko:K01468	seen:SE451236_09965
ko:K05836	seen:SE451236_09975
ko:K01712	seen:SE451236_09980
ko:K01745	seen:SE451236_09985
ko:K00833	seen:SE451236_09995
ko:K01012	seen:SE451236_10000
ko:K16868	seen:SE451236_13950
ko:K03304	seen:SE451236_13955
ko:K03817	seen:SE451236_13965
ko:K02774	seen:SE451236_13975
ko:K02773	seen:SE451236_13990
ko:K05876	seen:SE451236_14040
ko:K02029	seen:SE451236_14080
ko:K02029	seen:SE451236_14090
ko:K12262	seen:SE451236_14110
ko:K03578	seen:SE451236_14120
ko:K01118	seen:SE451236_14125
ko:K09978	seen:SE451236_14135
ko:K03778	seen:SE451236_14150
ko:K03737	seen:SE451236_14170
ko:K14058	seen:SE451236_14200
ko:K05591	seen:SE451236_14205
ko:K15461	seen:SE451236_18100
ko:K09906	seen:SE451236_18110
ko:K07090	seen:SE451236_18115
ko:K07261	seen:SE451236_18120
ko:K01736	seen:SE451236_18125
ko:K07320	seen:SE451236_18130
ko:K08296	seen:SE451236_18140
ko:K06076	seen:SE451236_18160
ko:K04754	seen:SE451236_18165
ko:K11382	seen:SE451236_18205
ko:K12974	seen:SE451236_18220
ko:K14261	seen:SE451236_18225
ko:K03322	seen:SE451236_18255
ko:K11535	seen:SE451236_18260
ko:K11537	seen:SE451236_18325
ko:K03815	seen:SE451236_18330
ko:K07862	seen:SE451236_22255
ko:K15977	seen:SE451236_22290
ko:K06911	seen:SE451236_22310
ko:K01752	seen:SE451236_22330
ko:K00656	seen:SE451236_22335
ko:K03838	seen:SE451236_22345
ko:K01754	seen:SE451236_22350
ko:K07592	seen:SE451236_22355
ko:K00865	seen:SE451236_22360
ko:K07056	seen:SE451236_22410
ko:K07121	seen:SE451236_22415
ko:K07460	seen:SE451236_22420
ko:K05520	seen:SE451236_22440
ko:K09979	seen:SE451236_22445
ko:K07461	seen:SE451236_22450
ko:K03824	seen:SE451236_22455
ko:K08303	seen:SE451236_22465
ko:K03835	seen:SE451236_22490
ko:K05592	seen:SE451236_22495
ko:K05803	seen:SE451236_22500
ko:K00962	seen:SE451236_22505
ko:K05834	seen:SE451236_01105
ko:K05835	seen:SE451236_01110
ko:K03654	seen:SE451236_01115
ko:K01058	seen:SE451236_01120
ko:K05786	seen:SE451236_01130
ko:K03284	seen:SE451236_01145
ko:K03657	seen:SE451236_01150
ko:K03733	seen:SE451236_01160
ko:K09921	seen:SE451236_01165
ko:K01778	seen:SE451236_01170
ko:K06202	seen:SE451236_01190
ko:K05851	seen:SE451236_01205
ko:K01749	seen:SE451236_01210
ko:K02496	seen:SE451236_01220
ko:K02498	seen:SE451236_01225
ko:K02853	seen:SE451236_01260
ko:K12582	seen:SE451236_01265
ko:K16693	seen:SE451236_01270
ko:K02805	seen:SE451236_01275
ko:K09710	seen:SE451236_09235
ko:K00969	seen:SE451236_09255
ko:K02340	seen:SE451236_09260
ko:K03643	seen:SE451236_09265
ko:K01869	seen:SE451236_09270
ko:K16849	seen:SE451236_09275
ko:K16850	seen:SE451236_09280
ko:K04045	seen:SE451236_09320
ko:K10004	seen:SE451236_09335
ko:K10002	seen:SE451236_09340
ko:K10003	seen:SE451236_09345
ko:K10001	seen:SE451236_09350
ko:K03820	seen:SE451236_09355
ko:K06189	seen:SE451236_09360
ko:K07042	seen:SE451236_09365
ko:K06168	seen:SE451236_09375
ko:K03184	seen:SE451236_09380
ko:K01953	seen:SE451236_09425
ko:K02565	seen:SE451236_09435
ko:K01443	seen:SE451236_09440
ko:K02802	seen:SE451236_09450
ko:K02803	seen:SE451236_09450
ko:K02804	seen:SE451236_09450
ko:K01886	seen:SE451236_09455
ko:K03288	seen:SE451236_09470
ko:K13795	seen:SE451236_09475
ko:K13796	seen:SE451236_09480
ko:K13794	seen:SE451236_09485
ko:K16066	seen:SE451236_13435
ko:K01284	seen:SE451236_13440
ko:K15268	seen:SE451236_13470
ko:K13630	seen:SE451236_13475
ko:K13632	seen:SE451236_13480
ko:K03712	seen:SE451236_13485
ko:K08159	seen:SE451236_13495
ko:K08324	seen:SE451236_13505
ko:K01425	seen:SE451236_13510
ko:K04651	seen:SE451236_13535
ko:K03618	seen:SE451236_13545
ko:K03619	seen:SE451236_13550
ko:K04653	seen:SE451236_13555
ko:K03620	seen:SE451236_13565
ko:K02529	seen:SE451236_13680
ko:K11107	seen:SE451236_17590
ko:K01126	seen:SE451236_17605
ko:K02445	seen:SE451236_17610
ko:K00111	seen:SE451236_17615
ko:K00112	seen:SE451236_17620
ko:K00113	seen:SE451236_17625
ko:K12660	seen:SE451236_17640
ko:K12661	seen:SE451236_17650
ko:K07806	seen:SE451236_17680
ko:K10012	seen:SE451236_17685
ko:K10011	seen:SE451236_17690
ko:K13014	seen:SE451236_17695
ko:K07264	seen:SE451236_17700
ko:K12962	seen:SE451236_17705
ko:K12963	seen:SE451236_17710
ko:K01911	seen:SE451236_17720
ko:K01661	seen:SE451236_17730
ko:K02551	seen:SE451236_17740
ko:K05594	seen:SE451236_17750
ko:K03415	seen:SE451236_17765
ko:K00343	seen:SE451236_17780
ko:K00342	seen:SE451236_17785
ko:K00341	seen:SE451236_17790
ko:K00340	seen:SE451236_17795
ko:K00339	seen:SE451236_17800
ko:K00338	seen:SE451236_17805
ko:K00337	seen:SE451236_17810
ko:K06871	seen:SE451236_21730
ko:K06995	seen:SE451236_21750
ko:K11903	seen:SE451236_21775
ko:K08191	seen:SE451236_21790
ko:K01686	seen:SE451236_21795
ko:K01812	seen:SE451236_21805
ko:K01460	seen:SE451236_21815
ko:K02020	seen:SE451236_21825
ko:K02016	seen:SE451236_21830
ko:K04653	seen:SE451236_21835
ko:K04651	seen:SE451236_21840
ko:K03561	seen:SE451236_21915
ko:K08325	seen:SE451236_21940
ko:K03585	seen:SE451236_08400
ko:K16704	seen:SE451236_01280
ko:K02472	seen:SE451236_01295
ko:K05790	seen:SE451236_01305
ko:K03628	seen:SE451236_01315
ko:K03671	seen:SE451236_01320
ko:K03732	seen:SE451236_01325
ko:K01524	seen:SE451236_01330
ko:K03656	seen:SE451236_01335
ko:K00053	seen:SE451236_01350
ko:K02521	seen:SE451236_01355
ko:K02036	seen:SE451236_01625
ko:K02039	seen:SE451236_01630
ko:K06901	seen:SE451236_01640
ko:K08163	seen:SE451236_01660
ko:K03650	seen:SE451236_01685
ko:K03217	seen:SE451236_01690
ko:K03536	seen:SE451236_01695
ko:K02313	seen:SE451236_01700
ko:K02338	seen:SE451236_01705
ko:K03629	seen:SE451236_01710
ko:K02470	seen:SE451236_01715
ko:K00883	seen:SE451236_01745
ko:K01631	seen:SE451236_01750
ko:K01684	seen:SE451236_01755
ko:K07647	seen:SE451236_01765
ko:K11930	seen:SE451236_01770
ko:K03532	seen:SE451236_01780
ko:K07811	seen:SE451236_01785
ko:K03533	seen:SE451236_01790
ko:K00428	seen:SE451236_01795
ko:K02194	seen:SE451236_01805
ko:K02195	seen:SE451236_01810
ko:K02196	seen:SE451236_01815
ko:K02197	seen:SE451236_01820
ko:K02198	seen:SE451236_01825
ko:K02199	seen:SE451236_01830
ko:K04080	seen:SE451236_01855
ko:K04081	seen:SE451236_01860
ko:K07085	seen:SE451236_01865
ko:K06871	seen:SE451236_01890
ko:K16345	seen:SE451236_02180
ko:K03312	seen:SE451236_02185
ko:K03655	seen:SE451236_02195
ko:K00556	seen:SE451236_02200
ko:K03060	seen:SE451236_02210
ko:K00942	seen:SE451236_02215
ko:K01972	seen:SE451236_02220
ko:K00989	seen:SE451236_02245
ko:K00762	seen:SE451236_02250
ko:K05501	seen:SE451236_02255
ko:K13038	seen:SE451236_02265
ko:K03630	seen:SE451236_02270
ko:K02902	seen:SE451236_02275
ko:K02913	seen:SE451236_02280
ko:K00954	seen:SE451236_02290
ko:K02527	seen:SE451236_02295
ko:K02844	seen:SE451236_02310
ko:K02848	seen:SE451236_02315
ko:K02840	seen:SE451236_02325
ko:K02850	seen:SE451236_02340
ko:K02847	seen:SE451236_02355
ko:K02841	seen:SE451236_02360
ko:K03274	seen:SE451236_02370
ko:K00060	seen:SE451236_02380
ko:K09798	seen:SE451236_02390
ko:K15633	seen:SE451236_02400
ko:K03071	seen:SE451236_02415
ko:K00057	seen:SE451236_02420
ko:K00640	seen:SE451236_02425
ko:K01883	seen:SE451236_08710
ko:K07038	seen:SE451236_08725
ko:K01491	seen:SE451236_08735
ko:K07345	seen:SE451236_08740
ko:K07351	seen:SE451236_08745
ko:K07347	seen:SE451236_08755
ko:K07350	seen:SE451236_08760
ko:K07348	seen:SE451236_08765
ko:K07688	seen:SE451236_08770
ko:K08088	seen:SE451236_08775
ko:K07644	seen:SE451236_08825
ko:K11732	seen:SE451236_08860
ko:K16053	seen:SE451236_08865
ko:K12686	seen:SE451236_08870
ko:K10679	seen:SE451236_08910
ko:K06048	seen:SE451236_08935
ko:K02362	seen:SE451236_08940
ko:K02364	seen:SE451236_08960
ko:K02013	seen:SE451236_08970
ko:K03222	seen:SE451236_12910
ko:K03230	seen:SE451236_12935
ko:K03224	seen:SE451236_12940
ko:K03225	seen:SE451236_12955
ko:K03226	seen:SE451236_12960
ko:K03228	seen:SE451236_12970
ko:K03229	seen:SE451236_12975
ko:K03327	seen:SE451236_12990
ko:K00793	seen:SE451236_12995
ko:K00574	seen:SE451236_13000
ko:K04564	seen:SE451236_13025
ko:K07390	seen:SE451236_13035
ko:K03683	seen:SE451236_13040
ko:K10680	seen:SE451236_13050
ko:K16137	seen:SE451236_13055
ko:K06077	seen:SE451236_13090
ko:K09001	seen:SE451236_13095
ko:K00275	seen:SE451236_13105
ko:K01866	seen:SE451236_13110
ko:K00868	seen:SE451236_13115
ko:K03305	seen:SE451236_13125
ko:K10773	seen:SE451236_13130
ko:K05541	seen:SE451236_17075
ko:K16165	seen:SE451236_17090
ko:K00450	seen:SE451236_17095
ko:K08195	seen:SE451236_17100
ko:K10542	seen:SE451236_17150
ko:K02529	seen:SE451236_17160
ko:K07148	seen:SE451236_17165
ko:K01495	seen:SE451236_17170
ko:K01752	seen:SE451236_17185
ko:K07783	seen:SE451236_17195
ko:K16089	seen:SE451236_17200
ko:K11733	seen:SE451236_17205
ko:K01151	seen:SE451236_17220
ko:K02769	seen:SE451236_17225
ko:K02770	seen:SE451236_17225
ko:K02768	seen:SE451236_17235
ko:K11183	seen:SE451236_17235
ko:K03291	seen:SE451236_17245
ko:K02356	seen:SE451236_17255
ko:K13694	seen:SE451236_17270
ko:K13893	seen:SE451236_17280
ko:K13894	seen:SE451236_17285
ko:K13895	seen:SE451236_17290
ko:K13896	seen:SE451236_17295
ko:K07552	seen:SE451236_17305
ko:K07701	seen:SE451236_04560
ko:K03841	seen:SE451236_05105
ko:K02558	seen:SE451236_05110
ko:K03337	seen:SE451236_05140
ko:K00140	seen:SE451236_05145
ko:K03335	seen:SE451236_05155
ko:K01201	seen:SE451236_05165
ko:K06606	seen:SE451236_05170
ko:K03338	seen:SE451236_05180
ko:K03336	seen:SE451236_05190
ko:K06606	seen:SE451236_05205
ko:K06605	seen:SE451236_05210
ko:K09889	seen:SE451236_05215
ko:K03592	seen:SE451236_05220
ko:K15536	seen:SE451236_05225
ko:K01465	seen:SE451236_05255
ko:K01042	seen:SE451236_05260
ko:K03485	seen:SE451236_05300
ko:K01531	seen:SE451236_05305
ko:K00610	seen:SE451236_05320
ko:K00609	seen:SE451236_05325
ko:K03430	seen:SE451236_08180
ko:K05306	seen:SE451236_08185
ko:K03152	seen:SE451236_08190
ko:K00077	seen:SE451236_08195
ko:K09767	seen:SE451236_08200
ko:K02300	seen:SE451236_08225
ko:K02299	seen:SE451236_08230
ko:K02298	seen:SE451236_08235
ko:K02297	seen:SE451236_08240
ko:K08218	seen:SE451236_08245
ko:K07286	seen:SE451236_08250
ko:K05527	seen:SE451236_08255
ko:K03545	seen:SE451236_08260
ko:K01358	seen:SE451236_08265
ko:K03544	seen:SE451236_08270
ko:K01338	seen:SE451236_08275
ko:K03530	seen:SE451236_08280
ko:K03770	seen:SE451236_08285
ko:K02237	seen:SE451236_08290
ko:K12500	seen:SE451236_08295
ko:K06920	seen:SE451236_08300
ko:K11938	seen:SE451236_08310
ko:K01738	seen:SE451236_08315
ko:K05800	seen:SE451236_08320
ko:K04752	seen:SE451236_08335
ko:K03320	seen:SE451236_08340
ko:K10805	seen:SE451236_08345
ko:K09914	seen:SE451236_08350
ko:K07443	seen:SE451236_08355
ko:K02909	seen:SE451236_08365
ko:K02919	seen:SE451236_08370
ko:K03577	seen:SE451236_08405
ko:K05802	seen:SE451236_08410
ko:K09790	seen:SE451236_08430
ko:K00759	seen:SE451236_08435
ko:K06447	seen:SE451236_12390
ko:K01484	seen:SE451236_12395
ko:K05526	seen:SE451236_12400
ko:K05984	seen:SE451236_12410
ko:K04064	seen:SE451236_12420
ko:K02760	seen:SE451236_12425
ko:K02761	seen:SE451236_12430
ko:K02759	seen:SE451236_12435
ko:K03490	seen:SE451236_12440
ko:K03781	seen:SE451236_12460
ko:K15722	seen:SE451236_12465
ko:K06956	seen:SE451236_12470
ko:K07038	seen:SE451236_12475
ko:K01173	seen:SE451236_12520
ko:K01868	seen:SE451236_12530
ko:K02520	seen:SE451236_12535
ko:K02916	seen:SE451236_12540
ko:K02887	seen:SE451236_12545
ko:K01889	seen:SE451236_12550
ko:K01890	seen:SE451236_12555
ko:K04764	seen:SE451236_12560
ko:K06073	seen:SE451236_12565
ko:K00432	seen:SE451236_12570
ko:K06074	seen:SE451236_12575
ko:K01626	seen:SE451236_12600
ko:K09773	seen:SE451236_12605
ko:K12507	seen:SE451236_12620
ko:K00313	seen:SE451236_12630
ko:K00765	seen:SE451236_16565
ko:K00013	seen:SE451236_16570
ko:K00817	seen:SE451236_16575
ko:K01089	seen:SE451236_16580
ko:K02501	seen:SE451236_16585
ko:K01814	seen:SE451236_16590
ko:K02500	seen:SE451236_16595
ko:K11755	seen:SE451236_16600
ko:K05789	seen:SE451236_16605
ko:K00012	seen:SE451236_16610
ko:K12452	seen:SE451236_16660
ko:K01709	seen:SE451236_16665
ko:K00978	seen:SE451236_16670
ko:K01790	seen:SE451236_16680
ko:K00973	seen:SE451236_16685
ko:K00067	seen:SE451236_16690
ko:K00963	seen:SE451236_16700
ko:K16703	seen:SE451236_16710
ko:K16710	seen:SE451236_16715
ko:K16695	seen:SE451236_16720
ko:K03208	seen:SE451236_16740
ko:K03207	seen:SE451236_16745
ko:K02377	seen:SE451236_16750
ko:K01711	seen:SE451236_16755
ko:K03818	seen:SE451236_16760
ko:K13683	seen:SE451236_16765
ko:K13620	seen:SE451236_16770
ko:K13684	seen:SE451236_16775
ko:K03819	seen:SE451236_16780
ko:K16692	seen:SE451236_16790
ko:K01991	seen:SE451236_16800
ko:K03186	seen:SE451236_20700
ko:K06194	seen:SE451236_20720
ko:K00573	seen:SE451236_20725
ko:K03787	seen:SE451236_20730
ko:K06176	seen:SE451236_20735
ko:K01770	seen:SE451236_20740
ko:K00991	seen:SE451236_20745
ko:K05589	seen:SE451236_20750
ko:K00860	seen:SE451236_20760
ko:K00957	seen:SE451236_20770
ko:K09612	seen:SE451236_20775
ko:K15342	seen:SE451236_20785
ko:K00390	seen:SE451236_20825
ko:K00381	seen:SE451236_20830
ko:K01737	seen:SE451236_20840
ko:K10026	seen:SE451236_20850
ko:K01689	seen:SE451236_20855
ko:K01937	seen:SE451236_20860
ko:K03215	seen:SE451236_20885
ko:K07678	seen:SE451236_20890
ko:K02897	seen:SE451236_17320
ko:K04567	seen:SE451236_21305
ko:K02836	seen:SE451236_21310
ko:K07462	seen:SE451236_21315
ko:K03981	seen:SE451236_21320
ko:K03840	seen:SE451236_21330
ko:K09159	seen:SE451236_21340
ko:K06980	seen:SE451236_21350
ko:K11068	seen:SE451236_21355
ko:K09900	seen:SE451236_21360
ko:K01223	seen:SE451236_21365
ko:K00281	seen:SE451236_21375
ko:K02437	seen:SE451236_21380
ko:K00605	seen:SE451236_21385
ko:K03185	seen:SE451236_21395
ko:K09895	seen:SE451236_21405
ko:K09888	seen:SE451236_21410
ko:K01807	seen:SE451236_21425
ko:K05596	seen:SE451236_21430
ko:K09807	seen:SE451236_21440
ko:K06895	seen:SE451236_21445
ko:K01703	seen:SE451236_07665
ko:K01704	seen:SE451236_07670
ko:K07347	seen:SE451236_07705
ko:K07345	seen:SE451236_07715
ko:K00425	seen:SE451236_07810
ko:K00426	seen:SE451236_07815
ko:K03329	seen:SE451236_07835
ko:K02688	seen:SE451236_07845
ko:K01720	seen:SE451236_07860
ko:K01908	seen:SE451236_07865
ko:K01698	seen:SE451236_07870
ko:K01921	seen:SE451236_07915
ko:K02341	seen:SE451236_11855
ko:K03424	seen:SE451236_11860
ko:K16088	seen:SE451236_11870
ko:K02503	seen:SE451236_11875
ko:K07337	seen:SE451236_11885
ko:K07251	seen:SE451236_11890
ko:K01207	seen:SE451236_11895
ko:K07000	seen:SE451236_11900
ko:K03885	seen:SE451236_11905
ko:K12151	seen:SE451236_11925
ko:K03723	seen:SE451236_11935
ko:K09808	seen:SE451236_11940
ko:K09810	seen:SE451236_11945
ko:K09808	seen:SE451236_11950
ko:K12410	seen:SE451236_11960
ko:K07637	seen:SE451236_12015
ko:K01756	seen:SE451236_12025
ko:K07153	seen:SE451236_12030
ko:K00566	seen:SE451236_12035
ko:K12152	seen:SE451236_12040
ko:K06181	seen:SE451236_12050
ko:K00031	seen:SE451236_12055
ko:K03704	seen:SE451236_12085
ko:K07804	seen:SE451236_12090
ko:K04080	seen:SE451236_12115
ko:K09933	seen:SE451236_16205
ko:K01241	seen:SE451236_16255
ko:K00768	seen:SE451236_16290
ko:K02233	seen:SE451236_16295
ko:K02231	seen:SE451236_16300
ko:K02232	seen:SE451236_16305
ko:K02006	seen:SE451236_16310
ko:K07173	seen:SE451236_20185
ko:K01919	seen:SE451236_20190
ko:K03563	seen:SE451236_20230
ko:K01872	seen:SE451236_20235
ko:K03565	seen:SE451236_20240
ko:K02781	seen:SE451236_20270
ko:K02468	seen:SE451236_20285
ko:K02467	seen:SE451236_20290
ko:K12266	seen:SE451236_20295
ko:K12264	seen:SE451236_20300
ko:K12265	seen:SE451236_20305
ko:K04656	seen:SE451236_20310
ko:K05796	seen:SE451236_20315
ko:K08315	seen:SE451236_20325
ko:K15834	seen:SE451236_20330
ko:K15832	seen:SE451236_20335
ko:K15831	seen:SE451236_20340
ko:K15830	seen:SE451236_20345
ko:K15829	seen:SE451236_20350
ko:K15828	seen:SE451236_20355
ko:K15827	seen:SE451236_20360
ko:K15833	seen:SE451236_20365
ko:K04651	seen:SE451236_20370
ko:K04653	seen:SE451236_20380
ko:K04654	seen:SE451236_20385
ko:K15836	seen:SE451236_20395
ko:K11605	seen:SE451236_20415
ko:K11606	seen:SE451236_20420
ko:K00865	seen:SE451236_20895
ko:K01706	seen:SE451236_20900
ko:K13918	seen:SE451236_20905
ko:K06175	seen:SE451236_20920
ko:K15723	seen:SE451236_20930
ko:K11933	seen:SE451236_10525
ko:K09824	seen:SE451236_10545
ko:K13888	seen:SE451236_10550
ko:K05685	seen:SE451236_10555
ko:K03704	seen:SE451236_10560
ko:K06891	seen:SE451236_10565
ko:K03694	seen:SE451236_10570
ko:K06911	seen:SE451236_10600
ko:K02518	seen:SE451236_10610
ko:K00684	seen:SE451236_10615
ko:K00384	seen:SE451236_10630
ko:K03466	seen:SE451236_10640
ko:K03634	seen:SE451236_10645
ko:K07478	seen:SE451236_10650
ko:K01875	seen:SE451236_10655
ko:K07306	seen:SE451236_10660
ko:K08219	seen:SE451236_10675
ko:K04069	seen:SE451236_10685
ko:K00656	seen:SE451236_10700
ko:K09136	seen:SE451236_10710
ko:K00831	seen:SE451236_10720
ko:K00800	seen:SE451236_10725
ko:K07387	seen:SE451236_10730
ko:K00945	seen:SE451236_10735
ko:K02945	seen:SE451236_10740
ko:K05788	seen:SE451236_10745
ko:K00912	seen:SE451236_10760
ko:K09927	seen:SE451236_10765
ko:K09791	seen:SE451236_10770
ko:K00979	seen:SE451236_10775
ko:K00373	seen:SE451236_14750
ko:K00371	seen:SE451236_14755
ko:K00370	seen:SE451236_14760
ko:K02575	seen:SE451236_14765
ko:K07673	seen:SE451236_14770
ko:K07300	seen:SE451236_14795
ko:K01627	seen:SE451236_14800
ko:K02493	seen:SE451236_14815
ko:K02835	seen:SE451236_14820
ko:K02492	seen:SE451236_14825
ko:K02494	seen:SE451236_14830
ko:K00919	seen:SE451236_14835
ko:K00948	seen:SE451236_14840
ko:K03321	seen:SE451236_14845
ko:K01056	seen:SE451236_14855
ko:K06942	seen:SE451236_14860
ko:K03620	seen:SE451236_14880
ko:K03619	seen:SE451236_14890
ko:K03618	seen:SE451236_14895
ko:K00425	seen:SE451236_14900
ko:K00426	seen:SE451236_14905
ko:K00261	seen:SE451236_14915
ko:K01194	seen:SE451236_14920
ko:K08308	seen:SE451236_14935
ko:K01775	seen:SE451236_14950
ko:K00285	seen:SE451236_14955
ko:K03603	seen:SE451236_14965
ko:K03314	seen:SE451236_14970
ko:K03611	seen:SE451236_14975
ko:K00940	seen:SE451236_18850
ko:K07306	seen:SE451236_18870
ko:K05367	seen:SE451236_18875
ko:K06894	seen:SE451236_18880
ko:K07751	seen:SE451236_18905
ko:K04755	seen:SE451236_18915
ko:K04044	seen:SE451236_18920
ko:K04082	seen:SE451236_18925
ko:K04487	seen:SE451236_18940
ko:K13643	seen:SE451236_18945
ko:K15396	seen:SE451236_18950
ko:K05820	seen:SE451236_18995
ko:K00600	seen:SE451236_19000
ko:K05916	seen:SE451236_19005
ko:K03765	seen:SE451236_19010
ko:K03305	seen:SE451236_19025
ko:K04751	seen:SE451236_19030
ko:K07715	seen:SE451236_19035
ko:K07711	seen:SE451236_19045
ko:K01952	seen:SE451236_19050
ko:K11991	seen:SE451236_19060
ko:K07106	seen:SE451236_19075
ko:K00077	seen:SE451236_19085
ko:K08177	seen:SE451236_19090
ko:K01961	seen:SE451236_23020
ko:K14392	seen:SE451236_23030
ko:K02687	seen:SE451236_23035
ko:K03557	seen:SE451236_23045
ko:K02484	seen:SE451236_11325
ko:K12678	seen:SE451236_02130
ko:K01897	seen:SE451236_15035
ko:K18139	seen:SE451236_07765
ko:K00040	seen:SE451236_13420
ko:K08316	seen:SE451236_03055
ko:K00611	seen:SE451236_05345
ko:K01129	seen:SE451236_07060
ko:K02647	seen:SE451236_07070
ko:K00990	seen:SE451236_07090
ko:K01265	seen:SE451236_07095
ko:K02967	seen:SE451236_07100
ko:K02357	seen:SE451236_07105
ko:K09903	seen:SE451236_07110
ko:K02838	seen:SE451236_07115
ko:K01256	seen:SE451236_11145
ko:K07140	seen:SE451236_11160
ko:K12297	seen:SE451236_11165
ko:K15738	seen:SE451236_11170
ko:K03808	seen:SE451236_11175
ko:K06192	seen:SE451236_11180
ko:K09857	seen:SE451236_11185
ko:K01716	seen:SE451236_11190
ko:K04770	seen:SE451236_11195
ko:K09911	seen:SE451236_11200
ko:K03658	seen:SE451236_11230
ko:K01734	seen:SE451236_11235
ko:K06929	seen:SE451236_11245
ko:K11940	seen:SE451236_11250
ko:K06969	seen:SE451236_11255
ko:K01512	seen:SE451236_11270
ko:K07156	seen:SE451236_15315
ko:K10857	seen:SE451236_15330
ko:K01354	seen:SE451236_15335
ko:K09918	seen:SE451236_15350
ko:K08289	seen:SE451236_15355
ko:K17468	seen:SE451236_02075
ko:K17463	seen:SE451236_02080
ko:K17465	seen:SE451236_02060
ko:K17464	seen:SE451236_02055
ko:K17466	seen:SE451236_02065
ko:K06219	seen:SE451236_10790
ko:K03633	seen:SE451236_10795
ko:K03804	seen:SE451236_10800
ko:K03632	seen:SE451236_10805
ko:K01893	seen:SE451236_10835
ko:K01751	seen:SE451236_10850
ko:K03310	seen:SE451236_10855
ko:K00763	seen:SE451236_10860
ko:K09160	seen:SE451236_14995
ko:K09902	seen:SE451236_15005
ko:K03610	seen:SE451236_15010
ko:K03609	seen:SE451236_15015
ko:K03608	seen:SE451236_15020
ko:K03684	seen:SE451236_15025
ko:K07285	seen:SE451236_15040
ko:K09917	seen:SE451236_15060
ko:K01665	seen:SE451236_15065
ko:K01752	seen:SE451236_15075
ko:K00563	seen:SE451236_15115
ko:K03587	seen:SE451236_15120
ko:K03704	seen:SE451236_15125
ko:K08169	seen:SE451236_15155
ko:K03799	seen:SE451236_15160
ko:K03797	seen:SE451236_15165
ko:K03607	seen:SE451236_15170
ko:K03808	seen:SE451236_15180
ko:K00997	seen:SE451236_19105
ko:K03474	seen:SE451236_19110
ko:K03584	seen:SE451236_19115
ko:K03685	seen:SE451236_19125
ko:K03100	seen:SE451236_19130
ko:K03596	seen:SE451236_19135
ko:K01990	seen:SE451236_06880
ko:K01980	seen:SE451236_03920
ko:K14231	seen:SE451236_04640
ko:K14231	seen:SE451236_21695
ko:K01977	seen:SE451236_07265
ko:K14219	seen:SE451236_08790
ko:K14223	seen:SE451236_09390
ko:K14223	seen:SE451236_09395
ko:K14223	seen:SE451236_09405
ko:K14223	seen:SE451236_09410
ko:K14219	seen:SE451236_12095
ko:K14224	seen:SE451236_00010
ko:K14224	seen:SE451236_01435
ko:K14224	seen:SE451236_23105
ko:K14224	seen:SE451236_19540
ko:K14224	seen:SE451236_03915
ko:K01977	seen:SE451236_00015
ko:K14234	seen:SE451236_00175
ko:K14225	seen:SE451236_00180
ko:K14236	seen:SE451236_00185
ko:K14236	seen:SE451236_14730
ko:K14236	seen:SE451236_14725
ko:K17473	seen:SE451236_02050
ko:K01980	seen:SE451236_00005
ko:K14234	seen:SE451236_00190
ko:K01985	seen:SE451236_00210
ko:K01985	seen:SE451236_01425
ko:K01985	seen:SE451236_07285
ko:K01985	seen:SE451236_23095
ko:K01985	seen:SE451236_00940
ko:K01985	seen:SE451236_19530
ko:K01985	seen:SE451236_03925
ko:K01985	seen:SE451236_23085
ko:K01980	seen:SE451236_00215
ko:K14218	seen:SE451236_00220
ko:K14218	seen:SE451236_07275
ko:K14218	seen:SE451236_00950
ko:K14227	seen:SE451236_00225
ko:K14227	seen:SE451236_00955
ko:K14227	seen:SE451236_07270
ko:K01977	seen:SE451236_00230
ko:K01980	seen:SE451236_00945
ko:K01977	seen:SE451236_00960
ko:K14232	seen:SE451236_01230
ko:K14228	seen:SE451236_01235
ko:K14228	seen:SE451236_05795
ko:K14228	seen:SE451236_05785
ko:K14228	seen:SE451236_05790
ko:K14226	seen:SE451236_01240
ko:K14219	seen:SE451236_01245
ko:K14235	seen:SE451236_01415
ko:K14221	seen:SE451236_01420
ko:K14221	seen:SE451236_07290
ko:K14221	seen:SE451236_07345
ko:K01980	seen:SE451236_01430
ko:K01992	seen:SE451236_06885
ko:K01977	seen:SE451236_01440
ko:K14238	seen:SE451236_02160
ko:K14232	seen:SE451236_02745
ko:K01977	seen:SE451236_03910
ko:K14225	seen:SE451236_04795
