ko:K07497	ecr:ECIAI1_0380
ko:K08354	ecr:ECIAI1_1721
ko:K00873	ecr:ECIAI1_1728
ko:K03977	ecr:ECIAI1_2563
ko:K01892	ecr:ECIAI1_2566
ko:K06941	ecr:ECIAI1_2569
ko:K00940	ecr:ECIAI1_2570
ko:K05367	ecr:ECIAI1_2571
ko:K06894	ecr:ECIAI1_2572
ko:K07751	ecr:ECIAI1_2575
ko:K04044	ecr:ECIAI1_2578
ko:K04082	ecr:ECIAI1_2579
ko:K04488	ecr:ECIAI1_2581
ko:K05820	ecr:ECIAI1_2588
ko:K05708	ecr:ECIAI1_2590
ko:K05709	ecr:ECIAI1_2591
ko:K05710	ecr:ECIAI1_2592
ko:K00600	ecr:ECIAI1_2604
ko:K05916	ecr:ECIAI1_2605
ko:K07715	ecr:ECIAI1_2607
ko:K07711	ecr:ECIAI1_2610
ko:K00014	ecr:ECIAI1_3431
ko:K07566	ecr:ECIAI1_3432
ko:K07479	ecr:ECIAI1_3433
ko:K03747	ecr:ECIAI1_3434
ko:K04096	ecr:ECIAI1_3435
ko:K01462	ecr:ECIAI1_3436
ko:K00604	ecr:ECIAI1_3437
ko:K03500	ecr:ECIAI1_3438
ko:K03499	ecr:ECIAI1_3439
ko:K03282	ecr:ECIAI1_3440
ko:K09890	ecr:ECIAI1_3441
ko:K02879	ecr:ECIAI1_3444
ko:K03040	ecr:ECIAI1_3445
ko:K02986	ecr:ECIAI1_3446
ko:K02948	ecr:ECIAI1_3447
ko:K02952	ecr:ECIAI1_3448
ko:K03076	ecr:ECIAI1_3449
ko:K02876	ecr:ECIAI1_3450
ko:K02907	ecr:ECIAI1_3451
ko:K02988	ecr:ECIAI1_3452
ko:K02881	ecr:ECIAI1_3453
ko:K02933	ecr:ECIAI1_3454
ko:K02994	ecr:ECIAI1_3455
ko:K02954	ecr:ECIAI1_3456
ko:K02931	ecr:ECIAI1_3457
ko:K02895	ecr:ECIAI1_3458
ko:K02874	ecr:ECIAI1_3459
ko:K02961	ecr:ECIAI1_3460
ko:K02904	ecr:ECIAI1_3461
ko:K02878	ecr:ECIAI1_3462
ko:K02982	ecr:ECIAI1_3463
ko:K02890	ecr:ECIAI1_3464
ko:K02965	ecr:ECIAI1_3465
ko:K02886	ecr:ECIAI1_3466
ko:K02892	ecr:ECIAI1_3467
ko:K02926	ecr:ECIAI1_3468
ko:K02906	ecr:ECIAI1_3469
ko:K02946	ecr:ECIAI1_3470
ko:K03594	ecr:ECIAI1_3473
ko:K02192	ecr:ECIAI1_3474
ko:K02358	ecr:ECIAI1_3475
ko:K02355	ecr:ECIAI1_3476
ko:K02992	ecr:ECIAI1_3477
ko:K06167	ecr:ECIAI1_4322
ko:K05774	ecr:ECIAI1_4324
ko:K06162	ecr:ECIAI1_4325
ko:K05780	ecr:ECIAI1_4326
ko:K05781	ecr:ECIAI1_4327
ko:K06163	ecr:ECIAI1_4328
ko:K06164	ecr:ECIAI1_4329
ko:K06165	ecr:ECIAI1_4330
ko:K06166	ecr:ECIAI1_4331
ko:K02043	ecr:ECIAI1_4332
ko:K02042	ecr:ECIAI1_4333
ko:K02044	ecr:ECIAI1_4334
ko:K02041	ecr:ECIAI1_4335
ko:K06193	ecr:ECIAI1_4337
ko:K07643	ecr:ECIAI1_4342
ko:K01584	ecr:ECIAI1_4347
ko:K07406	ecr:ECIAI1_4349
ko:K08984	ecr:ECIAI1_4351
ko:K01676	ecr:ECIAI1_4352
ko:K07792	ecr:ECIAI1_4353
ko:K07703	ecr:ECIAI1_4354
ko:K07701	ecr:ECIAI1_4355
ko:K06975	ecr:ECIAI1_4359
ko:K04567	ecr:ECIAI1_4362
ko:K03305	ecr:ECIAI1_4363
ko:K04084	ecr:ECIAI1_4369
ko:K03926	ecr:ECIAI1_4370
ko:K01744	ecr:ECIAI1_4372
ko:K07113	ecr:ECIAI1_4373
ko:K03645	ecr:ECIAI1_0666
ko:K03756	ecr:ECIAI1_0668
ko:K01581	ecr:ECIAI1_0669
ko:K07667	ecr:ECIAI1_0670
ko:K01821	ecr:ECIAI1_1464
ko:K02575	ecr:ECIAI1_1473
ko:K08350	ecr:ECIAI1_1480
ko:K00027	ecr:ECIAI1_1483
ko:K00074	ecr:ECIAI1_1488
ko:K00626	ecr:ECIAI1_1489
ko:K01029	ecr:ECIAI1_1490
ko:K01028	ecr:ECIAI1_1491
ko:K02032	ecr:ECIAI1_1493
ko:K02031	ecr:ECIAI1_1494
ko:K02034	ecr:ECIAI1_1495
ko:K02033	ecr:ECIAI1_1496
ko:K02035	ecr:ECIAI1_1497
ko:K08641	ecr:ECIAI1_1498
ko:K02471	ecr:ECIAI1_1506
ko:K06871	ecr:ECIAI1_1507
ko:K02469	ecr:ECIAI1_2309
ko:K00525	ecr:ECIAI1_2312
ko:K00526	ecr:ECIAI1_2313
ko:K11107	ecr:ECIAI1_2314
ko:K01126	ecr:ECIAI1_2317
ko:K02445	ecr:ECIAI1_2318
ko:K00111	ecr:ECIAI1_2319
ko:K00112	ecr:ECIAI1_2320
ko:K07806	ecr:ECIAI1_2329
ko:K10012	ecr:ECIAI1_2330
ko:K10011	ecr:ECIAI1_2331
ko:K07264	ecr:ECIAI1_2334
ko:K01911	ecr:ECIAI1_2338
ko:K02549	ecr:ECIAI1_2339
ko:K01661	ecr:ECIAI1_2340
ko:K08680	ecr:ECIAI1_2341
ko:K02551	ecr:ECIAI1_2342
ko:K02552	ecr:ECIAI1_2343
ko:K05594	ecr:ECIAI1_2344
ko:K02348	ecr:ECIAI1_2345
ko:K00784	ecr:ECIAI1_2346
ko:K00343	ecr:ECIAI1_2350
ko:K00342	ecr:ECIAI1_2351
ko:K00341	ecr:ECIAI1_2352
ko:K00340	ecr:ECIAI1_2353
ko:K00339	ecr:ECIAI1_2354
ko:K00338	ecr:ECIAI1_2355
ko:K00337	ecr:ECIAI1_2356
ko:K00336	ecr:ECIAI1_2357
ko:K00335	ecr:ECIAI1_2358
ko:K00334	ecr:ECIAI1_2359
ko:K03780	ecr:ECIAI1_3210
ko:K01409	ecr:ECIAI1_3212
ko:K02970	ecr:ECIAI1_3213
ko:K02316	ecr:ECIAI1_3214
ko:K03086	ecr:ECIAI1_3215
ko:K03776	ecr:ECIAI1_3219
ko:K06878	ecr:ECIAI1_3221
ko:K11391	ecr:ECIAI1_3230
ko:K07043	ecr:ECIAI1_3231
ko:K07862	ecr:ECIAI1_3235
ko:K01685	ecr:ECIAI1_3237
ko:K01812	ecr:ECIAI1_3238
ko:K08191	ecr:ECIAI1_3239
ko:K07393	ecr:ECIAI1_3252
ko:K06911	ecr:ECIAI1_3256
ko:K01752	ecr:ECIAI1_3261
ko:K07560	ecr:ECIAI1_4087
ko:K02380	ecr:ECIAI1_4095
ko:K00127	ecr:ECIAI1_4096
ko:K00123	ecr:ECIAI1_4098
ko:K02379	ecr:ECIAI1_4100
ko:K03534	ecr:ECIAI1_4106
ko:K01629	ecr:ECIAI1_4107
ko:K00848	ecr:ECIAI1_4109
ko:K02855	ecr:ECIAI1_4111
ko:K02854	ecr:ECIAI1_4112
ko:K02856	ecr:ECIAI1_4113
ko:K04564	ecr:ECIAI1_4114
ko:K02526	ecr:ECIAI1_4115
ko:K07640	ecr:ECIAI1_4117
ko:K07662	ecr:ECIAI1_4118
ko:K00850	ecr:ECIAI1_4121
ko:K02048	ecr:ECIAI1_4122
ko:K01521	ecr:ECIAI1_4123
ko:K01803	ecr:ECIAI1_4124
ko:K00528	ecr:ECIAI1_4129
ko:K02446	ecr:ECIAI1_4130
ko:K00864	ecr:ECIAI1_4131
ko:K02440	ecr:ECIAI1_4132
ko:K09892	ecr:ECIAI1_4133
ko:K02553	ecr:ECIAI1_4134
ko:K02548	ecr:ECIAI1_4135
ko:K03667	ecr:ECIAI1_4136
ko:K01419	ecr:ECIAI1_4137
ko:K03591	ecr:ECIAI1_4138
ko:K04066	ecr:ECIAI1_4140
ko:K02909	ecr:ECIAI1_4141
ko:K08723	ecr:ECIAI1_4596
ko:K02837	ecr:ECIAI1_4597
ko:K03424	ecr:ECIAI1_4601
ko:K01619	ecr:ECIAI1_4604
ko:K01839	ecr:ECIAI1_4606
ko:K03784	ecr:ECIAI1_4607
ko:K03800	ecr:ECIAI1_4609
ko:K04485	ecr:ECIAI1_4612
ko:K08309	ecr:ECIAI1_4616
ko:K03720	ecr:ECIAI1_4617
ko:K05804	ecr:ECIAI1_4621
ko:K05805	ecr:ECIAI1_4622
ko:K07663	ecr:ECIAI1_4623
ko:K07641	ecr:ECIAI1_4624
ko:K06143	ecr:ECIAI1_4625
ko:K07773	ecr:ECIAI1_4626
ko:K02533	ecr:ECIAI1_4627
ko:K04029	ecr:ECIAI1_2509
ko:K04031	ecr:ECIAI1_2510
ko:K00616	ecr:ECIAI1_2512
ko:K00615	ecr:ECIAI1_2513
ko:K07674	ecr:ECIAI1_2517
ko:K01439	ecr:ECIAI1_2520
ko:K06999	ecr:ECIAI1_2522
ko:K07054	ecr:ECIAI1_2524
ko:K01923	ecr:ECIAI1_2527
ko:K07287	ecr:ECIAI1_2528
ko:K01714	ecr:ECIAI1_2529
ko:K03567	ecr:ECIAI1_2530
ko:K03564	ecr:ECIAI1_2531
ko:K03548	ecr:ECIAI1_2545
ko:K10763	ecr:ECIAI1_2548
ko:K00761	ecr:ECIAI1_2550
ko:K01933	ecr:ECIAI1_2551
ko:K11175	ecr:ECIAI1_2552
ko:K00937	ecr:ECIAI1_2553
ko:K01951	ecr:ECIAI1_2559
ko:K00088	ecr:ECIAI1_2560
ko:K03601	ecr:ECIAI1_2561
ko:K01788	ecr:ECIAI1_3365
ko:K03290	ecr:ECIAI1_3366
ko:K01639	ecr:ECIAI1_3367
ko:K03326	ecr:ECIAI1_3369
ko:K03600	ecr:ECIAI1_3370
ko:K03599	ecr:ECIAI1_3371
ko:K02996	ecr:ECIAI1_3372
ko:K02871	ecr:ECIAI1_3373
ko:K06916	ecr:ECIAI1_3374
ko:K09908	ecr:ECIAI1_3375
ko:K03402	ecr:ECIAI1_3379
ko:K03623	ecr:ECIAI1_3381
ko:K03568	ecr:ECIAI1_3386
ko:K08301	ecr:ECIAI1_3388
ko:K06287	ecr:ECIAI1_3389
ko:K03571	ecr:ECIAI1_3390
ko:K03570	ecr:ECIAI1_3392
ko:K03569	ecr:ECIAI1_3393
ko:K02160	ecr:ECIAI1_3398
ko:K02687	ecr:ECIAI1_3402
ko:K03557	ecr:ECIAI1_3404
ko:K09969	ecr:ECIAI1_3412
ko:K09970	ecr:ECIAI1_3413
ko:K09971	ecr:ECIAI1_3414
ko:K09972	ecr:ECIAI1_3415
ko:K05775	ecr:ECIAI1_4266
ko:K03181	ecr:ECIAI1_4269
ko:K03179	ecr:ECIAI1_4270
ko:K00631	ecr:ECIAI1_4271
ko:K00901	ecr:ECIAI1_4272
ko:K01356	ecr:ECIAI1_4274
ko:K03327	ecr:ECIAI1_4275
ko:K09823	ecr:ECIAI1_4277
ko:K05539	ecr:ECIAI1_4280
ko:K02314	ecr:ECIAI1_4283
ko:K01775	ecr:ECIAI1_4284
ko:K03788	ecr:ECIAI1_4287
ko:K03701	ecr:ECIAI1_4290
ko:K03111	ecr:ECIAI1_4291
ko:K06901	ecr:ECIAI1_4297
ko:K01895	ecr:ECIAI1_4302
ko:K03385	ecr:ECIAI1_4304
ko:K04013	ecr:ECIAI1_4305
ko:K11102	ecr:ECIAI1_4311
ko:K01808	ecr:ECIAI1_4320
ko:K00865	ecr:ECIAI1_0516
ko:K02381	ecr:ECIAI1_0520
ko:K00926	ecr:ECIAI1_0523
ko:K01589	ecr:ECIAI1_0524
ko:K01588	ecr:ECIAI1_0525
ko:K03269	ecr:ECIAI1_0526
ko:K01883	ecr:ECIAI1_0528
ko:K07688	ecr:ECIAI1_0537
ko:K07644	ecr:ECIAI1_0550
ko:K07665	ecr:ECIAI1_0551
ko:K07798	ecr:ECIAI1_0555
ko:K10679	ecr:ECIAI1_0559
ko:K06048	ecr:ECIAI1_0562
ko:K00567	ecr:ECIAI1_1363
ko:K05591	ecr:ECIAI1_1373
ko:K03737	ecr:ECIAI1_1377
ko:K03778	ecr:ECIAI1_1380
ko:K09978	ecr:ECIAI1_1383
ko:K02618	ecr:ECIAI1_1387
ko:K02609	ecr:ECIAI1_1388
ko:K02610	ecr:ECIAI1_1389
ko:K02611	ecr:ECIAI1_1390
ko:K02612	ecr:ECIAI1_1391
ko:K02613	ecr:ECIAI1_1392
ko:K00074	ecr:ECIAI1_1395
ko:K01912	ecr:ECIAI1_1398
ko:K02616	ecr:ECIAI1_1399
ko:K00981	ecr:ECIAI1_1404
ko:K05846	ecr:ECIAI1_2208
ko:K03777	ecr:ECIAI1_2211
ko:K07262	ecr:ECIAI1_2212
ko:K05541	ecr:ECIAI1_2217
ko:K01489	ecr:ECIAI1_2220
ko:K03748	ecr:ECIAI1_2221
ko:K10541	ecr:ECIAI1_2225
ko:K10542	ecr:ECIAI1_2226
ko:K10540	ecr:ECIAI1_2227
ko:K02529	ecr:ECIAI1_2228
ko:K07148	ecr:ECIAI1_2230
ko:K01495	ecr:ECIAI1_2231
ko:K01151	ecr:ECIAI1_2239
ko:K02769	ecr:ECIAI1_2247
ko:K02770	ecr:ECIAI1_2247
ko:K00882	ecr:ECIAI1_2248
ko:K02768	ecr:ECIAI1_2249
ko:K11183	ecr:ECIAI1_2249
ko:K03291	ecr:ECIAI1_2251
ko:K02356	ecr:ECIAI1_2253
ko:K02461	ecr:ECIAI1_3102
ko:K02460	ecr:ECIAI1_3103
ko:K02459	ecr:ECIAI1_3104
ko:K02457	ecr:ECIAI1_3106
ko:K02456	ecr:ECIAI1_3107
ko:K02454	ecr:ECIAI1_3109
ko:K02453	ecr:ECIAI1_3110
ko:K02452	ecr:ECIAI1_3111
ko:K01638	ecr:ECIAI1_3117
ko:K11473	ecr:ECIAI1_3119
ko:K11472	ecr:ECIAI1_3120
ko:K11474	ecr:ECIAI1_3122
ko:K04653	ecr:ECIAI1_3139
ko:K04651	ecr:ECIAI1_3140
ko:K06281	ecr:ECIAI1_3143
ko:K06282	ecr:ECIAI1_3146
ko:K03559	ecr:ECIAI1_3153
ko:K05790	ecr:ECIAI1_3972
ko:K02472	ecr:ECIAI1_3974
ko:K00973	ecr:ECIAI1_3976
ko:K02805	ecr:ECIAI1_3978
ko:K02853	ecr:ECIAI1_3981
ko:K06871	ecr:ECIAI1_3985
ko:K02498	ecr:ECIAI1_3988
ko:K02496	ecr:ECIAI1_3989
ko:K01719	ecr:ECIAI1_3990
ko:K01749	ecr:ECIAI1_3991
ko:K05851	ecr:ECIAI1_3993
ko:K06202	ecr:ECIAI1_3994
ko:K01778	ecr:ECIAI1_4000
ko:K09921	ecr:ECIAI1_4001
ko:K01626	ecr:ECIAI1_0722
ko:K01834	ecr:ECIAI1_0723
ko:K01785	ecr:ECIAI1_0724
ko:K00849	ecr:ECIAI1_0725
ko:K05776	ecr:ECIAI1_0728
ko:K02019	ecr:ECIAI1_0729
ko:K02020	ecr:ECIAI1_0731
ko:K02018	ecr:ECIAI1_0732
ko:K03319	ecr:ECIAI1_0739
ko:K01681	ecr:ECIAI1_0741
ko:K03704	ecr:ECIAI1_1595
ko:K03704	ecr:ECIAI1_1600
ko:K03704	ecr:ECIAI1_1601
ko:K08296	ecr:ECIAI1_2417
ko:K06076	ecr:ECIAI1_2421
ko:K04754	ecr:ECIAI1_2423
ko:K00847	ecr:ECIAI1_2427
ko:K01753	ecr:ECIAI1_2431
ko:K00537	ecr:ECIAI1_3650
ko:K02990	ecr:ECIAI1_4433
ko:K02686	ecr:ECIAI1_4434
ko:K02963	ecr:ECIAI1_4435
ko:K02939	ecr:ECIAI1_4436
ko:K07269	ecr:ECIAI1_4440
ko:K03773	ecr:ECIAI1_4441
ko:K07322	ecr:ECIAI1_4443
ko:K07109	ecr:ECIAI1_4449
ko:K07278	ecr:ECIAI1_4453
ko:K09800	ecr:ECIAI1_4454
ko:K01507	ecr:ECIAI1_4458
ko:K03834	ecr:ECIAI1_1992
ko:K07039	ecr:ECIAI1_1993
ko:K03299	ecr:ECIAI1_2835
ko:K03186	ecr:ECIAI1_2838
ko:K06194	ecr:ECIAI1_2842
ko:K00573	ecr:ECIAI1_2844
ko:K03787	ecr:ECIAI1_2845
ko:K06176	ecr:ECIAI1_2846
ko:K01770	ecr:ECIAI1_2847
ko:K00991	ecr:ECIAI1_2848
ko:K05589	ecr:ECIAI1_2849
ko:K00860	ecr:ECIAI1_2852
ko:K00957	ecr:ECIAI1_2854
ko:K00390	ecr:ECIAI1_2866
ko:K00381	ecr:ECIAI1_2867
ko:K00380	ecr:ECIAI1_2868
ko:K01737	ecr:ECIAI1_2869
ko:K00313	ecr:ECIAI1_2871
ko:K10026	ecr:ECIAI1_2883
ko:K03744	ecr:ECIAI1_2884
ko:K06872	ecr:ECIAI1_2885
ko:K01689	ecr:ECIAI1_2887
ko:K07347	ecr:ECIAI1_3709
ko:K01246	ecr:ECIAI1_3714
ko:K03826	ecr:ECIAI1_3715
ko:K03704	ecr:ECIAI1_3722
ko:K01879	ecr:ECIAI1_3723
ko:K01878	ecr:ECIAI1_3724
ko:K01805	ecr:ECIAI1_3730
ko:K10543	ecr:ECIAI1_3731
ko:K10545	ecr:ECIAI1_3732
ko:K10544	ecr:ECIAI1_3733
ko:K02529	ecr:ECIAI1_3735
ko:K03796	ecr:ECIAI1_3736
ko:K00880	ecr:ECIAI1_3747
ko:K07690	ecr:ECIAI1_2434
ko:K05368	ecr:ECIAI1_4037
ko:K12525	ecr:ECIAI1_4149
ko:K12500	ecr:ECIAI1_0447
ko:K07027	ecr:ECIAI1_0824
ko:K08992	ecr:ECIAI1_1302
ko:K03970	ecr:ECIAI1_1330
ko:K03971	ecr:ECIAI1_1332
ko:K03817	ecr:ECIAI1_1422
ko:K01582	ecr:ECIAI1_0186
ko:K01150	ecr:ECIAI1_3078
ko:K02478	ecr:ECIAI1_2202
ko:K02478	ecr:ECIAI1_2446
ko:K04774	ecr:ECIAI1_1291
ko:K01497	ecr:ECIAI1_1300
ko:K03819	ecr:ECIAI1_2133
ko:K13051	ecr:ECIAI1_0867
ko:K12961	ecr:ECIAI1_3299
ko:K12963	ecr:ECIAI1_2336
ko:K00247	ecr:ECIAI1_4388
ko:K02681	ecr:ECIAI1_2931
ko:K12985	ecr:ECIAI1_3796
ko:K13014	ecr:ECIAI1_2332
ko:K10804	ecr:ECIAI1_0497
ko:K13292	ecr:ECIAI1_2936
ko:K04020	ecr:ECIAI1_2506
ko:K02364	ecr:ECIAI1_0570
ko:K02013	ecr:ECIAI1_0572
ko:K02015	ecr:ECIAI1_0573
ko:K02015	ecr:ECIAI1_0574
ko:K02016	ecr:ECIAI1_0576
ko:K02361	ecr:ECIAI1_0577
ko:K02363	ecr:ECIAI1_0578
ko:K01252	ecr:ECIAI1_0579
ko:K00216	ecr:ECIAI1_0580
ko:K06200	ecr:ECIAI1_0582
ko:K03805	ecr:ECIAI1_0589
ko:K03387	ecr:ECIAI1_0591
ko:K06140	ecr:ECIAI1_0594
ko:K05964	ecr:ECIAI1_0598
ko:K01643	ecr:ECIAI1_0599
ko:K01644	ecr:ECIAI1_0600
ko:K01646	ecr:ECIAI1_0601
ko:K01910	ecr:ECIAI1_0602
ko:K07700	ecr:ECIAI1_0603
ko:K07702	ecr:ECIAI1_0604
ko:K03326	ecr:ECIAI1_0605
ko:K03704	ecr:ECIAI1_0607
ko:K06199	ecr:ECIAI1_0608
ko:K03644	ecr:ECIAI1_0611
ko:K03801	ecr:ECIAI1_0613
ko:K09158	ecr:ECIAI1_0614
ko:K07258	ecr:ECIAI1_0615
ko:K03642	ecr:ECIAI1_0617
ko:K05837	ecr:ECIAI1_0618
ko:K05515	ecr:ECIAI1_0619
ko:K00783	ecr:ECIAI1_0620
ko:K01118	ecr:ECIAI1_1407
ko:K03578	ecr:ECIAI1_1408
ko:K00134	ecr:ECIAI1_1411
ko:K09794	ecr:ECIAI1_1421
ko:K03304	ecr:ECIAI1_1424
ko:K05782	ecr:ECIAI1_1430
ko:K08303	ecr:ECIAI1_1432
ko:K09936	ecr:ECIAI1_1444
ko:K07119	ecr:ECIAI1_1446
ko:K02014	ecr:ECIAI1_1448
ko:K07552	ecr:ECIAI1_2264
ko:K02897	ecr:ECIAI1_2267
ko:K06899	ecr:ECIAI1_2268
ko:K09904	ecr:ECIAI1_2269
ko:K07014	ecr:ECIAI1_2270
ko:K07685	ecr:ECIAI1_2275
ko:K02200	ecr:ECIAI1_2276
ko:K02199	ecr:ECIAI1_2277
ko:K02198	ecr:ECIAI1_2278
ko:K02197	ecr:ECIAI1_2279
ko:K02196	ecr:ECIAI1_2280
ko:K02195	ecr:ECIAI1_2281
ko:K02194	ecr:ECIAI1_2282
ko:K02193	ecr:ECIAI1_2283
ko:K02569	ecr:ECIAI1_2284
ko:K02568	ecr:ECIAI1_2285
ko:K02573	ecr:ECIAI1_2288
ko:K06889	ecr:ECIAI1_2586
ko:K01011	ecr:ECIAI1_2573
ko:K06910	ecr:ECIAI1_0808
ko:K00833	ecr:ECIAI1_0809
ko:K01012	ecr:ECIAI1_0810
ko:K02169	ecr:ECIAI1_0812
ko:K01935	ecr:ECIAI1_0813
ko:K03702	ecr:ECIAI1_0814
ko:K03639	ecr:ECIAI1_0816
ko:K03638	ecr:ECIAI1_0817
ko:K03637	ecr:ECIAI1_0818
ko:K03635	ecr:ECIAI1_0820
ko:K06890	ecr:ECIAI1_0821
ko:K06890	ecr:ECIAI1_0822
ko:K06890	ecr:ECIAI1_0823
ko:K01993	ecr:ECIAI1_0831
ko:K08323	ecr:ECIAI1_1631
ko:K09771	ecr:ECIAI1_1632
ko:K07312	ecr:ECIAI1_1640
ko:K03281	ecr:ECIAI1_1642
ko:K01935	ecr:ECIAI1_1643
ko:K08224	ecr:ECIAI1_1646
ko:K00325	ecr:ECIAI1_1652
ko:K00324	ecr:ECIAI1_1653
ko:K03758	ecr:ECIAI1_1655
ko:K07661	ecr:ECIAI1_1659
ko:K07639	ecr:ECIAI1_1660
ko:K10748	ecr:ECIAI1_1661
ko:K01679	ecr:ECIAI1_1662
ko:K01676	ecr:ECIAI1_1663
ko:K01809	ecr:ECIAI1_1664
ko:K01195	ecr:ECIAI1_1668
ko:K01885	ecr:ECIAI1_2463
ko:K01972	ecr:ECIAI1_2469
ko:K03528	ecr:ECIAI1_2470
ko:K06203	ecr:ECIAI1_2471
ko:K01738	ecr:ECIAI1_2472
ko:K02784	ecr:ECIAI1_2473
ko:K08483	ecr:ECIAI1_2474
ko:K02777	ecr:ECIAI1_2475
ko:K00868	ecr:ECIAI1_2476
ko:K02045	ecr:ECIAI1_2479
ko:K02047	ecr:ECIAI1_2480
ko:K02046	ecr:ECIAI1_2481
ko:K02048	ecr:ECIAI1_2482
ko:K07106	ecr:ECIAI1_2485
ko:K11191	ecr:ECIAI1_2486
ko:K11192	ecr:ECIAI1_2486
ko:K07223	ecr:ECIAI1_2488
ko:K01448	ecr:ECIAI1_2492
ko:K04033	ecr:ECIAI1_2494
ko:K04026	ecr:ECIAI1_2496
ko:K03736	ecr:ECIAI1_2497
ko:K02968	ecr:ECIAI1_0024
ko:K01870	ecr:ECIAI1_0027
ko:K03101	ecr:ECIAI1_0028
ko:K03774	ecr:ECIAI1_0029
ko:K03527	ecr:ECIAI1_0030
ko:K01956	ecr:ECIAI1_0033
ko:K01955	ecr:ECIAI1_0034
ko:K02182	ecr:ECIAI1_0039
ko:K08298	ecr:ECIAI1_0040
ko:K05245	ecr:ECIAI1_0042
ko:K03521	ecr:ECIAI1_0043
ko:K03522	ecr:ECIAI1_0044
ko:K00313	ecr:ECIAI1_0045
ko:K00287	ecr:ECIAI1_0050
ko:K01525	ecr:ECIAI1_0051
ko:K06195	ecr:ECIAI1_0052
ko:K02528	ecr:ECIAI1_0053
ko:K00097	ecr:ECIAI1_0054
ko:K03771	ecr:ECIAI1_0055
ko:K04744	ecr:ECIAI1_0056
ko:K05801	ecr:ECIAI1_0057
ko:K06177	ecr:ECIAI1_0058
ko:K03580	ecr:ECIAI1_0059
ko:K02336	ecr:ECIAI1_0060
ko:K01804	ecr:ECIAI1_0062
ko:K02063	ecr:ECIAI1_0067
ko:K02064	ecr:ECIAI1_0068
ko:K03291	ecr:ECIAI1_0071
ko:K01704	ecr:ECIAI1_0072
ko:K03674	ecr:ECIAI1_0888
ko:K10678	ecr:ECIAI1_0890
ko:K05844	ecr:ECIAI1_0891
ko:K11073	ecr:ECIAI1_0893
ko:K11076	ecr:ECIAI1_0894
ko:K11075	ecr:ECIAI1_0895
ko:K11074	ecr:ECIAI1_0896
ko:K03212	ecr:ECIAI1_0898
ko:K09996	ecr:ECIAI1_0899
ko:K09998	ecr:ECIAI1_0900
ko:K09999	ecr:ECIAI1_0901
ko:K09997	ecr:ECIAI1_0902
ko:K10000	ecr:ECIAI1_0903
ko:K11066	ecr:ECIAI1_0907
ko:K01620	ecr:ECIAI1_0910
ko:K00156	ecr:ECIAI1_0911
ko:K06188	ecr:ECIAI1_0915
ko:K09824	ecr:ECIAI1_0917
ko:K03704	ecr:ECIAI1_0920
ko:K06891	ecr:ECIAI1_0921
ko:K03694	ecr:ECIAI1_0922
ko:K02518	ecr:ECIAI1_0924
ko:K00684	ecr:ECIAI1_0925
ko:K00384	ecr:ECIAI1_0928
ko:K03466	ecr:ECIAI1_0930
ko:K03634	ecr:ECIAI1_0931
ko:K07478	ecr:ECIAI1_0932
ko:K01875	ecr:ECIAI1_0933
ko:K07306	ecr:ECIAI1_0934
ko:K07308	ecr:ECIAI1_0936
ko:K06078	ecr:ECIAI1_1729
ko:K02426	ecr:ECIAI1_1731
ko:K09015	ecr:ECIAI1_1733
ko:K09013	ecr:ECIAI1_1734
ko:K09014	ecr:ECIAI1_1735
ko:K05997	ecr:ECIAI1_1736
ko:K03785	ecr:ECIAI1_1746
ko:K00313	ecr:ECIAI1_1753
ko:K01007	ecr:ECIAI1_1756
ko:K09773	ecr:ECIAI1_1758
ko:K01626	ecr:ECIAI1_1759
ko:K06074	ecr:ECIAI1_1765
ko:K00432	ecr:ECIAI1_1766
ko:K06073	ecr:ECIAI1_1767
ko:K04764	ecr:ECIAI1_1768
ko:K01890	ecr:ECIAI1_1769
ko:K01889	ecr:ECIAI1_1770
ko:K02887	ecr:ECIAI1_1771
ko:K02916	ecr:ECIAI1_1772
ko:K01868	ecr:ECIAI1_1775
ko:K07283	ecr:ECIAI1_1780
ko:K01952	ecr:ECIAI1_2612
ko:K09960	ecr:ECIAI1_2644
ko:K02950	ecr:ECIAI1_3478
ko:K07237	ecr:ECIAI1_3479
ko:K07236	ecr:ECIAI1_3480
ko:K07235	ecr:ECIAI1_3481
ko:K03745	ecr:ECIAI1_3484
ko:K03775	ecr:ECIAI1_3485
ko:K07070	ecr:ECIAI1_3486
ko:K06158	ecr:ECIAI1_3490
ko:K07019	ecr:ECIAI1_3491
ko:K09898	ecr:ECIAI1_3492
ko:K00855	ecr:ECIAI1_3493
ko:K10914	ecr:ECIAI1_3496
ko:K04095	ecr:ECIAI1_3500
ko:K06141	ecr:ECIAI1_3503
ko:K00362	ecr:ECIAI1_3504
ko:K00363	ecr:ECIAI1_3505
ko:K07048	ecr:ECIAI1_3517
ko:K01867	ecr:ECIAI1_3522
ko:K01091	ecr:ECIAI1_3523
ko:K01783	ecr:ECIAI1_3524
ko:K06223	ecr:ECIAI1_3525
ko:K03112	ecr:ECIAI1_3526
ko:K01735	ecr:ECIAI1_3527
ko:K00891	ecr:ECIAI1_3528
ko:K02507	ecr:ECIAI1_3529
ko:K02567	ecr:ECIAI1_2289
ko:K02570	ecr:ECIAI1_2290
ko:K02572	ecr:ECIAI1_2291
