ko:K16567	smer:DU99_28090
ko:K09792	smer:DU99_20835
ko:K01533	smer:DU99_20840
ko:K01754	smer:DU99_20845
ko:K02031	smer:DU99_20865
ko:K02032	smer:DU99_20865
ko:K02034	smer:DU99_20870
ko:K02033	smer:DU99_20875
ko:K02035	smer:DU99_20880
ko:K07025	smer:DU99_20885
ko:K01560	smer:DU99_20900
ko:K00135	smer:DU99_20910
ko:K07246	smer:DU99_20915
ko:K00128	smer:DU99_20920
ko:K06995	smer:DU99_20925
ko:K12972	smer:DU99_20930
ko:K01438	smer:DU99_20935
ko:K13953	smer:DU99_22520
ko:K08303	smer:DU99_22540
ko:K03182	smer:DU99_22550
ko:K03186	smer:DU99_22555
ko:K02164	smer:DU99_22580
ko:K02305	smer:DU99_22590
ko:K04561	smer:DU99_22595
ko:K04748	smer:DU99_22600
ko:K04078	smer:DU99_28395
ko:K04077	smer:DU99_28400
ko:K01011	smer:DU99_28495
ko:K00625	smer:DU99_28575
ko:K03852	smer:DU99_28585
ko:K15552	smer:DU99_28600
ko:K10831	smer:DU99_28605
ko:K15551	smer:DU99_28610
ko:K00375	smer:DU99_28615
ko:K14189	smer:DU99_28625
ko:K00059	smer:DU99_28630
ko:K10439	smer:DU99_28660
ko:K10441	smer:DU99_28665
ko:K10440	smer:DU99_28670
ko:K15408	smer:DU99_28695
ko:K07301	smer:DU99_28700
ko:K02275	smer:DU99_28705
ko:K00067	smer:DU99_28900
ko:K00973	smer:DU99_28915
ko:K14083	smer:DU99_29180
ko:K10111	smer:DU99_29305
ko:K02027	smer:DU99_29310
ko:K02026	smer:DU99_29315
ko:K02025	smer:DU99_29320
ko:K05846	smer:DU99_29330
ko:K05847	smer:DU99_29335
ko:K05846	smer:DU99_29340
ko:K05845	smer:DU99_29345
ko:K01482	smer:DU99_29360
ko:K02431	smer:DU99_29370
ko:K00128	smer:DU99_29375
ko:K01619	smer:DU99_29380
ko:K11534	smer:DU99_29385
ko:K06894	smer:DU99_29390
ko:K05367	smer:DU99_29395
ko:K04080	smer:DU99_29405
ko:K13993	smer:DU99_29410
ko:K01487	smer:DU99_29415
ko:K04477	smer:DU99_29725
ko:K01082	smer:DU99_29730
ko:K00955	smer:DU99_29735
ko:K00957	smer:DU99_29740
ko:K02027	smer:DU99_29750
ko:K02025	smer:DU99_29755
ko:K02026	smer:DU99_29760
ko:K10112	smer:DU99_29775
ko:K02028	smer:DU99_29790
ko:K02029	smer:DU99_29795
ko:K02029	smer:DU99_29800
ko:K02048	smer:DU99_29815
ko:K02046	smer:DU99_29820
ko:K02047	smer:DU99_29825
ko:K02045	smer:DU99_29830
ko:K13766	smer:DU99_29850
ko:K01640	smer:DU99_29855
ko:K01968	smer:DU99_29860
ko:K07273	smer:DU99_30010
ko:K02027	smer:DU99_30015
ko:K02078	smer:DU99_30045
ko:K01258	smer:DU99_30125
ko:K07282	smer:DU99_30130
ko:K02031	smer:DU99_30135
ko:K02032	smer:DU99_30135
ko:K02034	smer:DU99_30140
ko:K02033	smer:DU99_30145
ko:K02035	smer:DU99_30150
ko:K09689	smer:DU99_30340
ko:K10107	smer:DU99_30345
ko:K08068	smer:DU99_30360
ko:K09688	smer:DU99_30395
ko:K00606	smer:DU99_30400
ko:K02529	smer:DU99_30420
ko:K07289	smer:DU99_30425
ko:K06147	smer:DU99_30435
ko:K06041	smer:DU99_30455
ko:K03088	smer:DU99_30675
ko:K09930	smer:DU99_30685
ko:K15977	smer:DU99_30695
ko:K13924	smer:DU99_30735
ko:K03412	smer:DU99_30740
ko:K01684	smer:DU99_30760
ko:K10537	smer:DU99_30770
ko:K10539	smer:DU99_30775
ko:K10538	smer:DU99_30780
ko:K10439	smer:DU99_30790
ko:K10441	smer:DU99_30795
ko:K10440	smer:DU99_30800
ko:K11178	smer:DU99_31320
ko:K11177	smer:DU99_31325
ko:K01601	smer:DU99_31335
ko:K00694	smer:DU99_31345
ko:K02055	smer:DU99_31385
ko:K02053	smer:DU99_31395
ko:K02052	smer:DU99_31400
ko:K16871	smer:DU99_31405
ko:K00135	smer:DU99_31410
ko:K01808	smer:DU99_31445
ko:K02012	smer:DU99_31470
ko:K02011	smer:DU99_31475
ko:K02010	smer:DU99_31480
ko:K01092	smer:DU99_31485
ko:K10716	smer:DU99_31490
ko:K17203	smer:DU99_31535
ko:K17204	smer:DU99_31540
ko:K17202	smer:DU99_31550
ko:K07302	smer:DU99_31580
ko:K07303	smer:DU99_31585
ko:K15257	smer:DU99_32180
ko:K10112	smer:DU99_32195
ko:K02026	smer:DU99_32205
ko:K02025	smer:DU99_32210
ko:K02027	smer:DU99_32215
ko:K07124	smer:DU99_32295
ko:K01821	smer:DU99_32320
ko:K06139	smer:DU99_32325
ko:K06138	smer:DU99_32330
ko:K06137	smer:DU99_32335
ko:K06136	smer:DU99_32340
ko:K03841	smer:DU99_32355
ko:K00855	smer:DU99_32360
ko:K00615	smer:DU99_32365
ko:K01624	smer:DU99_32370
ko:K01601	smer:DU99_32375
ko:K01602	smer:DU99_32380
ko:K01783	smer:DU99_32390
ko:K03396	smer:DU99_32400
ko:K01992	smer:DU99_32405
ko:K01990	smer:DU99_32410
ko:K02049	smer:DU99_32415
ko:K02050	smer:DU99_32420
ko:K01255	smer:DU99_00780
ko:K12972	smer:DU99_00795
ko:K13896	smer:DU99_00800
ko:K13895	smer:DU99_00805
ko:K13894	smer:DU99_00810
ko:K13893	smer:DU99_00815
ko:K07261	smer:DU99_00820
ko:K01734	smer:DU99_00825
ko:K00845	smer:DU99_00830
ko:K06147	smer:DU99_00835
ko:K00215	smer:DU99_00840
ko:K01834	smer:DU99_00845
ko:K10778	smer:DU99_00850
ko:K10773	smer:DU99_00860
ko:K07027	smer:DU99_00915
ko:K04043	smer:DU99_00935
ko:K03686	smer:DU99_00940
ko:K03306	smer:DU99_00955
ko:K07220	smer:DU99_00960
ko:K03629	smer:DU99_00965
ko:K03577	smer:DU99_00980
ko:K18138	smer:DU99_00985
ko:K03585	smer:DU99_00990
ko:K10111	smer:DU99_00995
ko:K10119	smer:DU99_01005
ko:K01810	smer:DU99_02580
ko:K01897	smer:DU99_02585
ko:K00981	smer:DU99_02610
ko:K00459	smer:DU99_02670
ko:K07636	smer:DU99_02685
ko:K02040	smer:DU99_02690
ko:K02037	smer:DU99_02695
ko:K02038	smer:DU99_02700
ko:K02036	smer:DU99_02705
ko:K02039	smer:DU99_02710
ko:K07657	smer:DU99_02715
ko:K13583	smer:DU99_02720
ko:K04083	smer:DU99_02740
ko:K06195	smer:DU99_02745
ko:K10764	smer:DU99_02755
ko:K01494	smer:DU99_02760
ko:K02030	smer:DU99_02770
ko:K07300	smer:DU99_02795
ko:K01782	smer:DU99_02810
ko:K00626	smer:DU99_02815
ko:K13582	smer:DU99_02825
ko:K07090	smer:DU99_02830
ko:K06953	smer:DU99_02845
ko:K03724	smer:DU99_02850
ko:K07001	smer:DU99_07435
ko:K01496	smer:DU99_07440
ko:K01495	smer:DU99_07445
ko:K08998	smer:DU99_07455
ko:K01868	smer:DU99_07470
ko:K02622	smer:DU99_07510
ko:K12262	smer:DU99_07530
ko:K01803	smer:DU99_07535
ko:K03075	smer:DU99_07540
ko:K01937	smer:DU99_07550
ko:K01627	smer:DU99_07560
ko:K01689	smer:DU99_07565
ko:K00161	smer:DU99_07575
ko:K00162	smer:DU99_07580
ko:K00627	smer:DU99_07585
ko:K00382	smer:DU99_07600
ko:K03644	smer:DU99_07610
ko:K18588	smer:DU99_07620
ko:K03743	smer:DU99_07625
ko:K12506	smer:DU99_07630
ko:K07708	smer:DU99_07640
ko:K07712	smer:DU99_07645
ko:K13598	smer:DU99_07650
ko:K13599	smer:DU99_07655
ko:K03499	smer:DU99_07660
ko:K00824	smer:DU99_07665
ko:K03666	smer:DU99_07670
ko:K03665	smer:DU99_07675
ko:K07504	smer:DU99_11105
ko:K00285	smer:DU99_03815
ko:K07507	smer:DU99_03825
ko:K07240	smer:DU99_03875
ko:K01524	smer:DU99_03895
ko:K02427	smer:DU99_03900
ko:K00088	smer:DU99_03920
ko:K01061	smer:DU99_03930
ko:K04761	smer:DU99_03935
ko:K03781	smer:DU99_03940
ko:K01919	smer:DU99_03975
ko:K09761	smer:DU99_03980
ko:K03306	smer:DU99_03985
ko:K00104	smer:DU99_04010
ko:K11472	smer:DU99_04015
ko:K11473	smer:DU99_04020
ko:K01246	smer:DU99_04035
ko:K03457	smer:DU99_04040
ko:K01892	smer:DU99_04060
ko:K02502	smer:DU99_04065
ko:K00765	smer:DU99_04070
ko:K01356	smer:DU99_08775
ko:K11743	smer:DU99_08805
ko:K11742	smer:DU99_08810
ko:K01738	smer:DU99_08835
ko:K01011	smer:DU99_08845
ko:K00259	smer:DU99_08860
ko:K01119	smer:DU99_08870
ko:K01754	smer:DU99_08885
ko:K03498	smer:DU99_08890
ko:K03809	smer:DU99_08930
ko:K00769	smer:DU99_08940
ko:K03885	smer:DU99_11705
ko:K05800	smer:DU99_11710
ko:K01779	smer:DU99_11715
ko:K03474	smer:DU99_11745
ko:K07120	smer:DU99_11805
ko:K03088	smer:DU99_11825
ko:K01721	smer:DU99_11845
ko:K03657	smer:DU99_12040
ko:K05805	smer:DU99_12060
ko:K03408	smer:DU99_12090
ko:K03406	smer:DU99_12095
ko:K07152	smer:DU99_12105
ko:K02687	smer:DU99_12110
ko:K01262	smer:DU99_12125
ko:K00606	smer:DU99_12145
ko:K01918	smer:DU99_12150
ko:K07032	smer:DU99_12155
ko:K01972	smer:DU99_12160
ko:K03631	smer:DU99_12165
ko:K02563	smer:DU99_12225
ko:K00895	smer:DU99_12300
ko:K13622	smer:DU99_12320
ko:K13623	smer:DU99_12325
ko:K07273	smer:DU99_12330
ko:K00297	smer:DU99_12345
ko:K01166	smer:DU99_12360
ko:K01652	smer:DU99_12375
ko:K01915	smer:DU99_12420
ko:K02055	smer:DU99_12440
ko:K02054	smer:DU99_12445
ko:K00315	smer:DU99_12730
ko:K01761	smer:DU99_12745
ko:K09136	smer:DU99_12785
ko:K07025	smer:DU99_12840
ko:K01938	smer:DU99_13330
ko:K02002	smer:DU99_13375
ko:K02001	smer:DU99_13380
ko:K02000	smer:DU99_13385
ko:K07226	smer:DU99_13390
ko:K00822	smer:DU99_13405
ko:K01486	smer:DU99_13410
ko:K01187	smer:DU99_13415
ko:K00874	smer:DU99_13420
ko:K02034	smer:DU99_13440
ko:K02033	smer:DU99_13445
ko:K02035	smer:DU99_13450
ko:K01273	smer:DU99_13455
ko:K10440	smer:DU99_14060
ko:K10439	smer:DU99_14070
ko:K02529	smer:DU99_14075
ko:K12941	smer:DU99_14085
ko:K02035	smer:DU99_14090
ko:K17836	smer:DU99_14095
ko:K02031	smer:DU99_14100
ko:K02032	smer:DU99_14100
ko:K02034	smer:DU99_14105
ko:K02033	smer:DU99_14110
ko:K10440	smer:DU99_14120
ko:K10441	smer:DU99_14125
ko:K10439	smer:DU99_14130
ko:K00005	smer:DU99_14160
ko:K06859	smer:DU99_14175
ko:K01625	smer:DU99_14180
ko:K00058	smer:DU99_14190
ko:K09969	smer:DU99_14940
ko:K05836	smer:DU99_14950
ko:K05603	smer:DU99_14955
ko:K02002	smer:DU99_14960
ko:K02001	smer:DU99_14965
ko:K01745	smer:DU99_14975
ko:K09975	smer:DU99_14985
ko:K10118	smer:DU99_01010
ko:K10117	smer:DU99_01015
ko:K07106	smer:DU99_01020
ko:K18676	smer:DU99_01025
ko:K03710	smer:DU99_01030
ko:K00820	smer:DU99_01035
ko:K01443	smer:DU99_01040
ko:K06201	smer:DU99_01045
ko:K00884	smer:DU99_01050
ko:K02433	smer:DU99_01055
ko:K06203	smer:DU99_01060
ko:K03745	smer:DU99_01065
ko:K07335	smer:DU99_01070
ko:K01126	smer:DU99_05585
ko:K00574	smer:DU99_05595
ko:K06959	smer:DU99_05600
ko:K00012	smer:DU99_05610
ko:K08679	smer:DU99_05615
ko:K03584	smer:DU99_05640
ko:K07093	smer:DU99_05645
ko:K06950	smer:DU99_05655
ko:K07140	smer:DU99_05660
ko:K03517	smer:DU99_05670
ko:K00278	smer:DU99_05675
ko:K00767	smer:DU99_05680
ko:K11004	smer:DU99_05695
ko:K11003	smer:DU99_05700
ko:K06980	smer:DU99_05725
ko:K01883	smer:DU99_05765
ko:K01259	smer:DU99_05785
ko:K01649	smer:DU99_05790
ko:K05786	smer:DU99_05795
ko:K06966	smer:DU99_05800
ko:K06147	smer:DU99_05810
ko:K01613	smer:DU99_05815
ko:K17103	smer:DU99_05820
ko:K00764	smer:DU99_05830
ko:K03558	smer:DU99_05835
ko:K04485	smer:DU99_05840
ko:K01775	smer:DU99_05845
ko:K06075	smer:DU99_05870
ko:K03639	smer:DU99_10155
ko:K03752	smer:DU99_10170
ko:K03753	smer:DU99_10175
ko:K02030	smer:DU99_10185
ko:K02029	smer:DU99_10190
ko:K02029	smer:DU99_10195
ko:K05800	smer:DU99_10230
ko:K07716	smer:DU99_10245
ko:K00901	smer:DU99_10250
ko:K00768	smer:DU99_10255
ko:K02233	smer:DU99_10260
ko:K06938	smer:DU99_10265
ko:K06985	smer:DU99_10270
ko:K01992	smer:DU99_10275
ko:K01990	smer:DU99_10280
ko:K01581	smer:DU99_15860
ko:K01625	smer:DU99_15905
ko:K07146	smer:DU99_15920
ko:K02073	smer:DU99_15925
ko:K02072	smer:DU99_15930
ko:K02071	smer:DU99_15935
ko:K05350	smer:DU99_15940
ko:K01805	smer:DU99_15955
ko:K00854	smer:DU99_15960
ko:K02529	smer:DU99_15965
ko:K10117	smer:DU99_16870
ko:K09992	smer:DU99_16885
ko:K07304	smer:DU99_16890
ko:K00240	smer:DU99_16895
ko:K00239	smer:DU99_16900
ko:K00242	smer:DU99_16905
ko:K00241	smer:DU99_16910
ko:K09780	smer:DU99_16930
ko:K00057	smer:DU99_16935
ko:K01409	smer:DU99_16940
ko:K01749	smer:DU99_16945
ko:K01719	smer:DU99_16950
ko:K02498	smer:DU99_16960
ko:K01951	smer:DU99_16970
ko:K02221	smer:DU99_16985
ko:K01507	smer:DU99_16990
ko:K06207	smer:DU99_17005
ko:K01113	smer:DU99_17010
ko:K03782	smer:DU99_18045
ko:K01485	smer:DU99_18060
ko:K02057	smer:DU99_18065
ko:K02057	smer:DU99_18070
ko:K02056	smer:DU99_18075
ko:K01426	smer:DU99_18080
ko:K07090	smer:DU99_18090
ko:K02346	smer:DU99_18110
ko:K11177	smer:DU99_18115
ko:K11178	smer:DU99_18120
ko:K13483	smer:DU99_18125
ko:K15256	smer:DU99_18130
ko:K01546	smer:DU99_18160
ko:K01547	smer:DU99_18165
ko:K01548	smer:DU99_18170
ko:K07646	smer:DU99_18175
ko:K07667	smer:DU99_18180
ko:K02033	smer:DU99_19410
ko:K02034	smer:DU99_19415
ko:K02031	smer:DU99_19420
ko:K02032	smer:DU99_19420
ko:K02035	smer:DU99_19425
ko:K02031	smer:DU99_19435
ko:K02032	smer:DU99_19435
ko:K02034	smer:DU99_19440
ko:K02033	smer:DU99_19445
ko:K02035	smer:DU99_19450
ko:K01466	smer:DU99_19470
ko:K10979	smer:DU99_19540
ko:K06999	smer:DU99_20950
ko:K03549	smer:DU99_21030
ko:K02448	smer:DU99_22605
ko:K06911	smer:DU99_22620
ko:K07234	smer:DU99_22650
ko:K00368	smer:DU99_22655
ko:K02571	smer:DU99_22675
ko:K01790	smer:DU99_28910
ko:K03760	smer:DU99_29025
ko:K01993	smer:DU99_29045
ko:K06999	smer:DU99_29070
ko:K15975	smer:DU99_29075
ko:K10125	smer:DU99_29080
ko:K10126	smer:DU99_29085
ko:K10823	smer:DU99_29090
ko:K15583	smer:DU99_29090
ko:K15582	smer:DU99_29095
ko:K15581	smer:DU99_29100
ko:K15580	smer:DU99_29105
ko:K01624	smer:DU99_29110
ko:K11085	smer:DU99_29115
ko:K00823	smer:DU99_29140
ko:K00135	smer:DU99_29145
ko:K00925	smer:DU99_29150
ko:K07402	smer:DU99_29440
ko:K13481	smer:DU99_29450
ko:K07127	smer:DU99_29455
ko:K01477	smer:DU99_29465
ko:K06901	smer:DU99_29475
ko:K01486	smer:DU99_29490
ko:K02052	smer:DU99_29500
ko:K02053	smer:DU99_29505
ko:K02054	smer:DU99_29510
ko:K02055	smer:DU99_29515
ko:K02529	smer:DU99_29520
ko:K02034	smer:DU99_29560
ko:K02033	smer:DU99_29565
ko:K02035	smer:DU99_29570
ko:K02031	smer:DU99_29575
ko:K02032	smer:DU99_29575
ko:K01969	smer:DU99_29870
ko:K00253	smer:DU99_29875
ko:K00851	smer:DU99_29880
ko:K18334	smer:DU99_29905
ko:K18335	smer:DU99_29915
ko:K03534	smer:DU99_29930
ko:K10112	smer:DU99_29940
ko:K02026	smer:DU99_29945
ko:K02025	smer:DU99_29950
ko:K02027	smer:DU99_29955
ko:K02030	smer:DU99_29980
ko:K02028	smer:DU99_29985
ko:K02029	smer:DU99_29990
ko:K01755	smer:DU99_29995
ko:K11530	smer:DU99_30210
ko:K11216	smer:DU99_30215
ko:K11531	smer:DU99_30220
ko:K10558	smer:DU99_30225
ko:K10556	smer:DU99_30230
ko:K10557	smer:DU99_30235
ko:K10555	smer:DU99_30240
ko:K05606	smer:DU99_30255
ko:K02078	smer:DU99_30270
ko:K09688	smer:DU99_30335
ko:K07276	smer:DU99_30495
ko:K07213	smer:DU99_30505
ko:K09790	smer:DU99_30520
ko:K02027	smer:DU99_30640
ko:K00111	smer:DU99_30815
ko:K00880	smer:DU99_30825
ko:K00059	smer:DU99_30850
ko:K01628	smer:DU99_30870
ko:K02057	smer:DU99_30885
ko:K02057	smer:DU99_30890
ko:K02056	smer:DU99_30895
ko:K02058	smer:DU99_30900
ko:K03435	smer:DU99_30905
ko:K01953	smer:DU99_30915
ko:K02031	smer:DU99_30930
ko:K02034	smer:DU99_30930
ko:K02033	smer:DU99_30935
ko:K02035	smer:DU99_30940
ko:K00612	smer:DU99_30965
ko:K09758	smer:DU99_31685
ko:K03924	smer:DU99_31695
ko:K07114	smer:DU99_31710
ko:K07114	smer:DU99_31715
ko:K01130	smer:DU99_31730
ko:K10111	smer:DU99_31755
ko:K10238	smer:DU99_31760
ko:K10237	smer:DU99_31765
ko:K10236	smer:DU99_31770
ko:K02529	smer:DU99_31775
ko:K07007	smer:DU99_31800
ko:K02057	smer:DU99_31805
ko:K02056	smer:DU99_31810
ko:K02058	smer:DU99_31815
ko:K02057	smer:DU99_31820
ko:K05878	smer:DU99_31825
ko:K05879	smer:DU99_31830
ko:K05878	smer:DU99_31840
ko:K05879	smer:DU99_31845
ko:K01639	smer:DU99_31870
ko:K02051	smer:DU99_32425
ko:K08738	smer:DU99_32475
ko:K01070	smer:DU99_32480
ko:K00121	smer:DU99_32485
ko:K17226	smer:DU99_32500
ko:K02035	smer:DU99_32560
ko:K02033	smer:DU99_32565
ko:K02034	smer:DU99_32570
ko:K02031	smer:DU99_32575
ko:K02032	smer:DU99_32575
ko:K01714	smer:DU99_32580
ko:K07045	smer:DU99_32595
ko:K07045	smer:DU99_32600
ko:K03186	smer:DU99_32610
ko:K03518	smer:DU99_32630
ko:K03519	smer:DU99_32635
ko:K01485	smer:DU99_32645
ko:K02058	smer:DU99_32650
ko:K02057	smer:DU99_32655
ko:K02057	smer:DU99_32660
ko:K02056	smer:DU99_32665
ko:K02015	smer:DU99_33010
ko:K02016	smer:DU99_33015
ko:K02355	smer:DU99_33040
ko:K05836	smer:DU99_33045
ko:K00566	smer:DU99_15035
ko:K06975	smer:DU99_15050
ko:K13584	smer:DU99_15060
ko:K03413	smer:DU99_15065
ko:K13588	smer:DU99_15070
ko:K03543	smer:DU99_15985
ko:K13653	smer:DU99_15995
ko:K01885	smer:DU99_16005
ko:K04567	smer:DU99_16010
ko:K07577	smer:DU99_16025
ko:K05559	smer:DU99_16040
ko:K05560	smer:DU99_16045
ko:K05561	smer:DU99_16050
ko:K05562	smer:DU99_16055
ko:K05563	smer:DU99_16060
ko:K05564	smer:DU99_16065
ko:K00355	smer:DU99_16070
ko:K05936	smer:DU99_16080
ko:K00595	smer:DU99_16085
ko:K05895	smer:DU99_16090
ko:K03394	smer:DU99_16100
ko:K06042	smer:DU99_16105
ko:K02229	smer:DU99_16110
ko:K02228	smer:DU99_16115
ko:K03648	smer:DU99_16120
ko:K00651	smer:DU99_17175
ko:K01785	smer:DU99_17180
ko:K05838	smer:DU99_17200
ko:K07157	smer:DU99_17205
ko:K09791	smer:DU99_17210
ko:K03185	smer:DU99_17215
ko:K10805	smer:DU99_17220
ko:K04752	smer:DU99_17225
ko:K03320	smer:DU99_17230
ko:K03466	smer:DU99_17235
ko:K10439	smer:DU99_17265
ko:K10440	smer:DU99_17270
ko:K02056	smer:DU99_17275
ko:K00881	smer:DU99_17285
ko:K01142	smer:DU99_17290
ko:K08296	smer:DU99_17310
ko:K01703	smer:DU99_17315
ko:K03704	smer:DU99_18560
ko:K00055	smer:DU99_18625
ko:K06889	smer:DU99_20030
ko:K00008	smer:DU99_20080
ko:K01652	smer:DU99_20090
ko:K01999	smer:DU99_20095
ko:K01997	smer:DU99_20100
ko:K01995	smer:DU99_20105
ko:K01998	smer:DU99_20105
ko:K01996	smer:DU99_20110
ko:K00059	smer:DU99_20115
ko:K00014	smer:DU99_20120
ko:K13655	smer:DU99_20140
ko:K13651	smer:DU99_20145
ko:K01799	smer:DU99_20155
ko:K06016	smer:DU99_20165
ko:K02651	smer:DU99_21735
ko:K02283	smer:DU99_21740
ko:K12510	smer:DU99_21745
ko:K12511	smer:DU99_21750
ko:K03412	smer:DU99_21755
ko:K03407	smer:DU99_21760
ko:K03406	smer:DU99_21765
ko:K03408	smer:DU99_21770
ko:K00575	smer:DU99_21775
ko:K00573	smer:DU99_21790
ko:K00339	smer:DU99_21795
ko:K00340	smer:DU99_21800
ko:K05568	smer:DU99_21805
ko:K05568	smer:DU99_21815
ko:K00342	smer:DU99_21820
ko:K00343	smer:DU99_21825
ko:K00330	smer:DU99_21830
ko:K00331	smer:DU99_21835
ko:K00332	smer:DU99_21840
ko:K00333	smer:DU99_21845
ko:K00334	smer:DU99_21850
ko:K02596	smer:DU99_23435
ko:K02055	smer:DU99_23545
ko:K00128	smer:DU99_23555
ko:K00661	smer:DU99_23600
ko:K01533	smer:DU99_23605
ko:K00406	smer:DU99_23610
ko:K00407	smer:DU99_23615
ko:K00405	smer:DU99_23620
ko:K00404	smer:DU99_23625
ko:K15861	smer:DU99_23635
ko:K00479	smer:DU99_23680
ko:K02572	smer:DU99_22680
ko:K02570	smer:DU99_22685
ko:K02567	smer:DU99_22690
ko:K02568	smer:DU99_22695
ko:K02569	smer:DU99_22700
ko:K14986	smer:DU99_22710
ko:K14987	smer:DU99_22715
ko:K15861	smer:DU99_22725
ko:K00404	smer:DU99_22735
ko:K00405	smer:DU99_22740
ko:K00407	smer:DU99_22745
ko:K04077	smer:DU99_04085
ko:K04078	smer:DU99_04090
ko:K11753	smer:DU99_04105
ko:K01870	smer:DU99_04110
ko:K06178	smer:DU99_04130
ko:K08316	smer:DU99_04135
ko:K07001	smer:DU99_04140
ko:K03455	smer:DU99_04155
ko:K03592	smer:DU99_04160
ko:K01092	smer:DU99_04165
ko:K02527	smer:DU99_04175
ko:K01091	smer:DU99_04180
ko:K00912	smer:DU99_04185
ko:K03572	smer:DU99_04205
ko:K14083	smer:DU99_04225
ko:K01631	smer:DU99_04250
ko:K00883	smer:DU99_04255
ko:K03593	smer:DU99_04280
ko:K03284	smer:DU99_04290
ko:K03549	smer:DU99_04295
ko:K02116	smer:DU99_04305
ko:K02108	smer:DU99_04310
ko:K02110	smer:DU99_04315
ko:K02109	smer:DU99_04320
ko:K02109	smer:DU99_04325
ko:K03470	smer:DU99_04330
ko:K03638	smer:DU99_04350
ko:K00919	smer:DU99_04355
ko:K02523	smer:DU99_04365
ko:K04751	smer:DU99_08950
ko:K01915	smer:DU99_08955
ko:K11940	smer:DU99_08960
ko:K02035	smer:DU99_08970
ko:K01130	smer:DU99_08985
ko:K01142	smer:DU99_09005
ko:K03723	smer:DU99_09020
ko:K09159	smer:DU99_09025
ko:K03655	smer:DU99_09030
ko:K03824	smer:DU99_09040
ko:K00820	smer:DU99_09045
ko:K04042	smer:DU99_09050
ko:K03324	smer:DU99_09055
ko:K03770	smer:DU99_09060
ko:K00766	smer:DU99_09065
ko:K01609	smer:DU99_09070
ko:K03637	smer:DU99_09075
ko:K03750	smer:DU99_09080
ko:K03699	smer:DU99_09090
ko:K02058	smer:DU99_09100
ko:K02057	smer:DU99_09105
ko:K02057	smer:DU99_09110
ko:K02056	smer:DU99_09115
ko:K01004	smer:DU99_09125
ko:K03185	smer:DU99_09135
ko:K07088	smer:DU99_09140
ko:K06196	smer:DU99_09145
ko:K16079	smer:DU99_09210
ko:K00626	smer:DU99_09235
ko:K05807	smer:DU99_12170
ko:K02535	smer:DU99_12175
ko:K03531	smer:DU99_12180
ko:K03590	smer:DU99_12185
ko:K03589	smer:DU99_12190
ko:K01921	smer:DU99_12195
ko:K06188	smer:DU99_12200
ko:K00075	smer:DU99_12215
ko:K01924	smer:DU99_12220
ko:K03588	smer:DU99_12230
ko:K01925	smer:DU99_12235
ko:K01000	smer:DU99_12240
ko:K01929	smer:DU99_12245
ko:K01928	smer:DU99_12250
ko:K03587	smer:DU99_12255
ko:K03438	smer:DU99_12265
ko:K03925	smer:DU99_12270
ko:K05801	smer:DU99_12295
ko:K02053	smer:DU99_12450
ko:K02052	smer:DU99_12455
ko:K00794	smer:DU99_12460
ko:K02014	smer:DU99_12470
ko:K01628	smer:DU99_12520
ko:K00058	smer:DU99_12525
ko:K00862	smer:DU99_12530
ko:K10112	smer:DU99_12535
ko:K10112	smer:DU99_12540
ko:K02026	smer:DU99_12545
ko:K07304	smer:DU99_01075
ko:K05373	smer:DU99_01105
ko:K15721	smer:DU99_01110
ko:K07088	smer:DU99_01135
ko:K00826	smer:DU99_01140
ko:K08738	smer:DU99_01145
ko:K00979	smer:DU99_01150
ko:K04518	smer:DU99_01155
ko:K03426	smer:DU99_01175
ko:K02343	smer:DU99_01190
ko:K09747	smer:DU99_01195
ko:K06187	smer:DU99_01205
ko:K09748	smer:DU99_01220
ko:K02600	smer:DU99_01225
ko:K07742	smer:DU99_01230
ko:K02519	smer:DU99_01235
ko:K02834	smer:DU99_01245
ko:K03177	smer:DU99_01250
ko:K02956	smer:DU99_01260
ko:K00962	smer:DU99_01265
ko:K00564	smer:DU99_01270
ko:K00208	smer:DU99_01275
ko:K00647	smer:DU99_01280
ko:K01716	smer:DU99_01285
ko:K09826	smer:DU99_01290
ko:K00800	smer:DU99_01315
ko:K00945	smer:DU99_01320
ko:K02945	smer:DU99_01325
ko:K02939	smer:DU99_05885
ko:K02963	smer:DU99_05895
ko:K02990	smer:DU99_05900
ko:K00645	smer:DU99_05915
ko:K00059	smer:DU99_05920
ko:K02078	smer:DU99_05925
ko:K09458	smer:DU99_05930
ko:K07082	smer:DU99_05935
ko:K00942	smer:DU99_05945
ko:K02528	smer:DU99_05955
ko:K00097	smer:DU99_05960
ko:K03771	smer:DU99_05965
ko:K04744	smer:DU99_05970
ko:K11720	smer:DU99_05975
ko:K07091	smer:DU99_05980
ko:K01255	smer:DU99_05985
ko:K02339	smer:DU99_05990
ko:K06158	smer:DU99_06010
ko:K00940	smer:DU99_06040
ko:K01997	smer:DU99_06055
ko:K03635	smer:DU99_06060
ko:K03636	smer:DU99_06065
ko:K03703	smer:DU99_06075
ko:K16079	smer:DU99_06085
ko:K00799	smer:DU99_06090
ko:K01166	smer:DU99_06095
ko:K07115	smer:DU99_06105
ko:K14205	smer:DU99_06120
ko:K11175	smer:DU99_06130
ko:K01933	smer:DU99_06135
ko:K00937	smer:DU99_06150
ko:K01524	smer:DU99_06155
