ko:K08153	bthi:BTK_04825
ko:K02003	bthi:BTK_04635
ko:K02005	bthi:BTK_04640
ko:K02033	bthi:BTK_04650
ko:K02034	bthi:BTK_04655
ko:K03311	bthi:BTK_04660
ko:K06334	bthi:BTK_04665
ko:K06333	bthi:BTK_04670
ko:K06332	bthi:BTK_04675
ko:K10979	bthi:BTK_04690
ko:K03294	bthi:BTK_04735
ko:K07106	bthi:BTK_04755
ko:K02809	bthi:BTK_04760
ko:K02810	bthi:BTK_04760
ko:K09963	bthi:BTK_04765
ko:K00619	bthi:BTK_04795
ko:K07124	bthi:BTK_04800
ko:K03923	bthi:BTK_04840
ko:K08152	bthi:BTK_04850
ko:K05520	bthi:BTK_04860
ko:K03781	bthi:BTK_04865
ko:K01992	bthi:BTK_04870
ko:K03758	bthi:BTK_04875
ko:K01776	bthi:BTK_04880
ko:K14393	bthi:BTK_09355
ko:K12574	bthi:BTK_09380
ko:K03666	bthi:BTK_09440
ko:K07023	bthi:BTK_09445
ko:K02556	bthi:BTK_09450
ko:K02557	bthi:BTK_09455
ko:K03413	bthi:BTK_09460
ko:K03407	bthi:BTK_09465
ko:K02417	bthi:BTK_09470
ko:K00575	bthi:BTK_09485
ko:K09770	bthi:BTK_09495
ko:K02396	bthi:BTK_09505
ko:K02397	bthi:BTK_09510
ko:K02407	bthi:BTK_09515
ko:K02422	bthi:BTK_09520
ko:K02387	bthi:BTK_09530
ko:K02388	bthi:BTK_09535
ko:K02408	bthi:BTK_09540
ko:K02409	bthi:BTK_09545
ko:K02410	bthi:BTK_09550
ko:K02411	bthi:BTK_09555
ko:K02412	bthi:BTK_09560
ko:K02389	bthi:BTK_09575
ko:K02390	bthi:BTK_09580
ko:K03415	bthi:BTK_09595
ko:K02406	bthi:BTK_09605
ko:K02406	bthi:BTK_09610
ko:K02406	bthi:BTK_09615
ko:K02406	bthi:BTK_09620
ko:K02417	bthi:BTK_09630
ko:K02416	bthi:BTK_09635
ko:K02417	bthi:BTK_09640
ko:K02419	bthi:BTK_09650
ko:K11035	bthi:BTK_14150
ko:K11035	bthi:BTK_14155
ko:K02491	bthi:BTK_14160
ko:K00121	bthi:BTK_14165
ko:K03152	bthi:BTK_14205
ko:K06201	bthi:BTK_14305
ko:K03100	bthi:BTK_14310
ko:K06351	bthi:BTK_14320
ko:K06350	bthi:BTK_14325
ko:K07160	bthi:BTK_14330
ko:K01304	bthi:BTK_14345
ko:K03100	bthi:BTK_14370
ko:K03574	bthi:BTK_14375
ko:K11733	bthi:BTK_14410
ko:K07090	bthi:BTK_14420
ko:K07034	bthi:BTK_18760
ko:K16216	bthi:BTK_18785
ko:K06976	bthi:BTK_18790
ko:K01755	bthi:BTK_18795
ko:K14392	bthi:BTK_18810
ko:K00128	bthi:BTK_18820
ko:K00059	bthi:BTK_18825
ko:K18115	bthi:BTK_18835
ko:K09775	bthi:BTK_18840
ko:K05786	bthi:BTK_18845
ko:K03593	bthi:BTK_18865
ko:K03636	bthi:BTK_18870
ko:K03635	bthi:BTK_18875
ko:K03750	bthi:BTK_18880
ko:K03639	bthi:BTK_18895
ko:K02379	bthi:BTK_18900
ko:K00123	bthi:BTK_18915
ko:K03294	bthi:BTK_18945
ko:K15580	bthi:BTK_18985
ko:K15580	bthi:BTK_18990
ko:K15580	bthi:BTK_18995
ko:K03088	bthi:BTK_19010
ko:K01992	bthi:BTK_19015
ko:K01990	bthi:BTK_19020
ko:K04072	bthi:BTK_23045
ko:K17217	bthi:BTK_23050
ko:K17216	bthi:BTK_23055
ko:K01243	bthi:BTK_23060
ko:K07668	bthi:BTK_29050
ko:K01939	bthi:BTK_29055
ko:K02939	bthi:BTK_29065
ko:K02963	bthi:BTK_29080
ko:K02990	bthi:BTK_29090
ko:K06942	bthi:BTK_29095
ko:K03501	bthi:BTK_29135
ko:K03495	bthi:BTK_29140
ko:K03650	bthi:BTK_29145
ko:K06346	bthi:BTK_29150
ko:K03217	bthi:BTK_29155
ko:K03536	bthi:BTK_29160
ko:K02914	bthi:BTK_29165
ko:K03455	bthi:BTK_34166
ko:K04763	bthi:BTK_34191
ko:K02279	bthi:BTK_34316
ko:K02283	bthi:BTK_34326
ko:K00760	bthi:BTK_25290
ko:K02004	bthi:BTK_25335
ko:K02003	bthi:BTK_25340
ko:K13653	bthi:BTK_25345
ko:K11636	bthi:BTK_25375
ko:K11636	bthi:BTK_25380
ko:K11635	bthi:BTK_25385
ko:K11636	bthi:BTK_25390
ko:K00874	bthi:BTK_25430
ko:K01042	bthi:BTK_25440
ko:K01465	bthi:BTK_25445
ko:K07260	bthi:BTK_25450
ko:K02549	bthi:BTK_25465
ko:K01911	bthi:BTK_25490
ko:K01661	bthi:BTK_25495
ko:K08680	bthi:BTK_25500
ko:K02551	bthi:BTK_25505
ko:K02552	bthi:BTK_25510
ko:K02548	bthi:BTK_25515
ko:K03704	bthi:BTK_25525
ko:K00688	bthi:BTK_25555
ko:K00703	bthi:BTK_25560
ko:K00975	bthi:BTK_25565
ko:K03719	bthi:BTK_30084
ko:K00389	bthi:BTK_30094
ko:K13292	bthi:BTK_30099
ko:K03657	bthi:BTK_30224
ko:K07454	bthi:BTK_30244
ko:K09384	bthi:BTK_30304
ko:K01448	bthi:BTK_35051
ko:K03581	bthi:BTK_35141
ko:K07727	bthi:BTK_35201
ko:K03581	bthi:BTK_35256
ko:K07341	bthi:BTK_35281
ko:K07727	bthi:BTK_35301
ko:K17462	bthi:BTK_23065
ko:K03624	bthi:BTK_23090
ko:K00876	bthi:BTK_23095
ko:K08303	bthi:BTK_23100
ko:K08303	bthi:BTK_23105
ko:K07082	bthi:BTK_23115
ko:K07447	bthi:BTK_23125
ko:K03581	bthi:BTK_23170
ko:K00566	bthi:BTK_23180
ko:K04487	bthi:BTK_23185
ko:K17472	bthi:BTK_23190
ko:K07478	bthi:BTK_23195
ko:K01876	bthi:BTK_23210
ko:K01892	bthi:BTK_23215
ko:K07560	bthi:BTK_23225
ko:K00951	bthi:BTK_23230
ko:K00759	bthi:BTK_23235
ko:K07462	bthi:BTK_23240
ko:K12257	bthi:BTK_23250
ko:K03210	bthi:BTK_23280
ko:K00773	bthi:BTK_23285
ko:K07568	bthi:BTK_23290
ko:K03551	bthi:BTK_23300
ko:K03550	bthi:BTK_23305
ko:K02016	bthi:BTK_23310
ko:K06318	bthi:BTK_23315
ko:K02851	bthi:BTK_27545
ko:K07240	bthi:BTK_27570
ko:K03478	bthi:BTK_27575
ko:K01222	bthi:BTK_27580
ko:K02759	bthi:BTK_27585
ko:K02761	bthi:BTK_27590
ko:K02760	bthi:BTK_27595
ko:K02759	bthi:BTK_27600
ko:K02761	bthi:BTK_27605
ko:K02760	bthi:BTK_27610
ko:K01421	bthi:BTK_27630
ko:K00425	bthi:BTK_27650
ko:K00426	bthi:BTK_27655
ko:K03893	bthi:BTK_27660
ko:K03147	bthi:BTK_27665
ko:K03303	bthi:BTK_27670
ko:K00824	bthi:BTK_27700
ko:K03317	bthi:BTK_27720
ko:K05020	bthi:BTK_27740
ko:K02250	bthi:BTK_27800
ko:K02004	bthi:BTK_27815
ko:K02003	bthi:BTK_27820
ko:K03406	bthi:BTK_32531
ko:K07228	bthi:BTK_32536
ko:K03455	bthi:BTK_32541
ko:K00675	bthi:BTK_32626
ko:K00675	bthi:BTK_32631
ko:K07491	bthi:BTK_32671
ko:K03455	bthi:BTK_32761
ko:K02601	bthi:BTK_00480
ko:K02867	bthi:BTK_00485
ko:K02863	bthi:BTK_00490
ko:K02864	bthi:BTK_00495
ko:K02935	bthi:BTK_00505
ko:K00564	bthi:BTK_00510
ko:K03043	bthi:BTK_00515
ko:K03046	bthi:BTK_00520
ko:K07590	bthi:BTK_00525
ko:K02950	bthi:BTK_00530
ko:K02992	bthi:BTK_00535
ko:K02355	bthi:BTK_00540
ko:K02358	bthi:BTK_00545
ko:K02946	bthi:BTK_00555
ko:K02906	bthi:BTK_00560
ko:K02892	bthi:BTK_00575
ko:K02886	bthi:BTK_00580
ko:K02965	bthi:BTK_00585
ko:K02890	bthi:BTK_00590
ko:K02982	bthi:BTK_00595
ko:K02878	bthi:BTK_00600
ko:K02904	bthi:BTK_00605
ko:K02961	bthi:BTK_00610
ko:K02874	bthi:BTK_00615
ko:K02895	bthi:BTK_00620
ko:K02931	bthi:BTK_00625
ko:K02954	bthi:BTK_00630
ko:K02994	bthi:BTK_00635
ko:K02933	bthi:BTK_00640
ko:K02881	bthi:BTK_00645
ko:K02988	bthi:BTK_00650
ko:K02907	bthi:BTK_00655
ko:K02876	bthi:BTK_00660
ko:K03076	bthi:BTK_00665
ko:K00939	bthi:BTK_00670
ko:K01265	bthi:BTK_00675
ko:K02518	bthi:BTK_00680
ko:K02919	bthi:BTK_00685
ko:K02952	bthi:BTK_00690
ko:K02948	bthi:BTK_00695
ko:K03040	bthi:BTK_00700
ko:K02879	bthi:BTK_00705
ko:K16786	bthi:BTK_00710
ko:K16787	bthi:BTK_00715
ko:K16785	bthi:BTK_00720
ko:K06173	bthi:BTK_00725
ko:K02871	bthi:BTK_00730
ko:K02996	bthi:BTK_00735
ko:K01448	bthi:BTK_00745
ko:K03593	bthi:BTK_00750
ko:K06294	bthi:BTK_00755
ko:K06349	bthi:BTK_00760
ko:K00131	bthi:BTK_04890
ko:K02424	bthi:BTK_04910
ko:K10009	bthi:BTK_04915
ko:K10010	bthi:BTK_04920
ko:K01652	bthi:BTK_04965
ko:K01575	bthi:BTK_04970
ko:K03652	bthi:BTK_04980
ko:K03321	bthi:BTK_05020
ko:K01448	bthi:BTK_05065
ko:K02035	bthi:BTK_05095
ko:K02033	bthi:BTK_05100
ko:K07396	bthi:BTK_05135
ko:K02420	bthi:BTK_09655
ko:K02421	bthi:BTK_09660
ko:K02401	bthi:BTK_09665
ko:K02400	bthi:BTK_09670
ko:K02404	bthi:BTK_09675
ko:K02392	bthi:BTK_09680
ko:K06425	bthi:BTK_09720
ko:K02010	bthi:BTK_09745
ko:K02012	bthi:BTK_09750
ko:K02011	bthi:BTK_09755
ko:K01834	bthi:BTK_09790
ko:K01953	bthi:BTK_09825
ko:K03088	bthi:BTK_09830
ko:K16264	bthi:BTK_09845
ko:K03315	bthi:BTK_09890
ko:K01679	bthi:BTK_09905
ko:K05995	bthi:BTK_09930
ko:K00876	bthi:BTK_14440
ko:K09768	bthi:BTK_14455
ko:K03574	bthi:BTK_14470
ko:K13652	bthi:BTK_14490
ko:K05281	bthi:BTK_14500
ko:K03924	bthi:BTK_14620
ko:K01486	bthi:BTK_14645
ko:K01387	bthi:BTK_14655
ko:K03781	bthi:BTK_14660
ko:K03762	bthi:BTK_14710
ko:K03924	bthi:BTK_14725
ko:K04750	bthi:BTK_19035
ko:K02621	bthi:BTK_19045
ko:K02622	bthi:BTK_19050
ko:K08591	bthi:BTK_19080
ko:K07107	bthi:BTK_19090
ko:K06306	bthi:BTK_19100
ko:K06434	bthi:BTK_19105
ko:K06431	bthi:BTK_19110
ko:K02342	bthi:BTK_19120
ko:K06147	bthi:BTK_19135
ko:K01681	bthi:BTK_19140
ko:K06432	bthi:BTK_19145
ko:K06433	bthi:BTK_19160
ko:K06335	bthi:BTK_19165
ko:K00626	bthi:BTK_19195
ko:K03523	bthi:BTK_19205
ko:K00666	bthi:BTK_19210
ko:K07241	bthi:BTK_19245
ko:K03190	bthi:BTK_19255
ko:K03189	bthi:BTK_19260
ko:K03188	bthi:BTK_19265
ko:K03187	bthi:BTK_19270
ko:K01428	bthi:BTK_19275
ko:K01429	bthi:BTK_19280
ko:K01430	bthi:BTK_19285
ko:K01881	bthi:BTK_02680
ko:K05795	bthi:BTK_02700
ko:K05795	bthi:BTK_02705
ko:K01537	bthi:BTK_02725
ko:K01104	bthi:BTK_02735
ko:K07058	bthi:BTK_02745
ko:K01534	bthi:BTK_02755
ko:K03100	bthi:BTK_02775
ko:K08978	bthi:BTK_02790
ko:K07300	bthi:BTK_02805
ko:K01676	bthi:BTK_02825
ko:K01247	bthi:BTK_02835
ko:K06173	bthi:BTK_02845
ko:K06714	bthi:BTK_02855
ko:K01425	bthi:BTK_02895
ko:K02803	bthi:BTK_02900
ko:K02804	bthi:BTK_02900
ko:K01784	bthi:BTK_02930
ko:K00656	bthi:BTK_02940
ko:K04069	bthi:BTK_02945
ko:K00973	bthi:BTK_07375
ko:K01790	bthi:BTK_07380
ko:K00067	bthi:BTK_07390
ko:K00208	bthi:BTK_07395
ko:K03657	bthi:BTK_07430
ko:K11928	bthi:BTK_07470
ko:K01657	bthi:BTK_07480
ko:K01658	bthi:BTK_07485
ko:K00766	bthi:BTK_07490
ko:K01609	bthi:BTK_07495
ko:K01817	bthi:BTK_07500
ko:K01696	bthi:BTK_07505
ko:K01695	bthi:BTK_07510
ko:K03303	bthi:BTK_07525
ko:K09136	bthi:BTK_07585
ko:K00658	bthi:BTK_07595
ko:K00164	bthi:BTK_07600
ko:K07729	bthi:BTK_07605
ko:K01887	bthi:BTK_12110
ko:K01870	bthi:BTK_12135
ko:K03308	bthi:BTK_12175
ko:K01259	bthi:BTK_12180
ko:K09962	bthi:BTK_12185
ko:K01779	bthi:BTK_12215
ko:K07727	bthi:BTK_12235
ko:K01990	bthi:BTK_12250
ko:K01992	bthi:BTK_12255
ko:K01091	bthi:BTK_12265
ko:K01118	bthi:BTK_12300
ko:K00655	bthi:BTK_12305
ko:K11068	bthi:BTK_12310
ko:K03116	bthi:BTK_12315
ko:K03118	bthi:BTK_12320
ko:K01426	bthi:BTK_16820
ko:K01449	bthi:BTK_16825
ko:K04566	bthi:BTK_16830
ko:K00483	bthi:BTK_16895
ko:K08602	bthi:BTK_16915
ko:K01992	bthi:BTK_16930
ko:K01990	bthi:BTK_16935
ko:K01243	bthi:BTK_17030
ko:K01588	bthi:BTK_01800
ko:K01589	bthi:BTK_01805
ko:K01756	bthi:BTK_01810
ko:K01923	bthi:BTK_01815
ko:K01952	bthi:BTK_01820
ko:K01952	bthi:BTK_01825
ko:K01952	bthi:BTK_01830
ko:K00764	bthi:BTK_01835
ko:K01933	bthi:BTK_01840
ko:K00602	bthi:BTK_01855
ko:K01945	bthi:BTK_01860
ko:K07094	bthi:BTK_01880
ko:K03657	bthi:BTK_01885
ko:K01972	bthi:BTK_01890
ko:K07090	bthi:BTK_01900
ko:K00294	bthi:BTK_01905
ko:K02071	bthi:BTK_01920
ko:K02072	bthi:BTK_01925
ko:K02073	bthi:BTK_01930
ko:K02435	bthi:BTK_01960
ko:K02433	bthi:BTK_01965
ko:K02434	bthi:BTK_01970
ko:K01091	bthi:BTK_01980
ko:K07250	bthi:BTK_01985
ko:K00135	bthi:BTK_01995
ko:K03317	bthi:BTK_02030
ko:K03215	bthi:BTK_02035
ko:K13653	bthi:BTK_06415
ko:K07052	bthi:BTK_06440
ko:K03406	bthi:BTK_06460
ko:K01638	bthi:BTK_06475
ko:K01637	bthi:BTK_06480
ko:K03704	bthi:BTK_06495
ko:K02250	bthi:BTK_06515
ko:K03100	bthi:BTK_06525
ko:K16899	bthi:BTK_06530
ko:K16898	bthi:BTK_06535
ko:K06304	bthi:BTK_06545
ko:K06303	bthi:BTK_06550
ko:K06302	bthi:BTK_06555
ko:K06301	bthi:BTK_06560
ko:K06300	bthi:BTK_06565
ko:K06299	bthi:BTK_06570
ko:K00819	bthi:BTK_06585
ko:K01953	bthi:BTK_06600
ko:K01356	bthi:BTK_06615
ko:K00567	bthi:BTK_11115
ko:K15580	bthi:BTK_11125
ko:K11210	bthi:BTK_11130
ko:K06330	bthi:BTK_11155
ko:K03284	bthi:BTK_11175
ko:K07089	bthi:BTK_11180
ko:K08986	bthi:BTK_11185
ko:K06131	bthi:BTK_11200
ko:K09793	bthi:BTK_11220
ko:K03311	bthi:BTK_11250
ko:K06878	bthi:BTK_11255
ko:K06385	bthi:BTK_11270
ko:K01426	bthi:BTK_11290
ko:K06385	bthi:BTK_11310
ko:K01834	bthi:BTK_11315
ko:K07729	bthi:BTK_11345
ko:K00627	bthi:BTK_15940
ko:K00382	bthi:BTK_15945
ko:K01556	bthi:BTK_16025
ko:K07130	bthi:BTK_16030
ko:K00453	bthi:BTK_16035
ko:K01449	bthi:BTK_16055
ko:K06313	bthi:BTK_16060
ko:K03076	bthi:BTK_16120
ko:K01119	bthi:BTK_16135
ko:K02004	bthi:BTK_16175
ko:K02003	bthi:BTK_16180
ko:K18345	bthi:BTK_16195
ko:K18344	bthi:BTK_16200
ko:K07025	bthi:BTK_16205
ko:K00675	bthi:BTK_16220
ko:K00949	bthi:BTK_20395
ko:K01783	bthi:BTK_20400
ko:K06949	bthi:BTK_20405
ko:K06941	bthi:BTK_20420
ko:K03500	bthi:BTK_20425
ko:K00604	bthi:BTK_20430
ko:K01462	bthi:BTK_20435
ko:K04066	bthi:BTK_20440
ko:K13038	bthi:BTK_20445
ko:K03060	bthi:BTK_20450
ko:K00942	bthi:BTK_20455
ko:K09777	bthi:BTK_20460
ko:K01537	bthi:BTK_20470
ko:K00762	bthi:BTK_20505
ko:K01591	bthi:BTK_20510
ko:K17828	bthi:BTK_20515
ko:K02823	bthi:BTK_20520
ko:K01955	bthi:BTK_20525
ko:K01956	bthi:BTK_20530
ko:K01465	bthi:BTK_20535
ko:K00609	bthi:BTK_20540
ko:K02824	bthi:BTK_20545
ko:K02825	bthi:BTK_20550
ko:K06180	bthi:BTK_20555
ko:K03101	bthi:BTK_20560
ko:K01870	bthi:BTK_20570
ko:K04074	bthi:BTK_20575
ko:K02221	bthi:BTK_20585
ko:K09772	bthi:BTK_20590
ko:K06997	bthi:BTK_20595
ko:K05810	bthi:BTK_20600
ko:K03091	bthi:BTK_20610
ko:K03091	bthi:BTK_20615
ko:K06383	bthi:BTK_20620
ko:K03531	bthi:BTK_20625
ko:K03590	bthi:BTK_20630
ko:K03589	bthi:BTK_20640
ko:K00075	bthi:BTK_20645
ko:K02563	bthi:BTK_20650
ko:K00167	bthi:BTK_21975
ko:K00166	bthi:BTK_21980
ko:K00382	bthi:BTK_21985
ko:K00929	bthi:BTK_21990
ko:K00263	bthi:BTK_21995
ko:K01126	bthi:BTK_22020
ko:K07699	bthi:BTK_22035
ko:K06399	bthi:BTK_22040
ko:K03631	bthi:BTK_22045
ko:K03631	bthi:BTK_22050
ko:K03402	bthi:BTK_22055
ko:K06442	bthi:BTK_22060
ko:K01662	bthi:BTK_22065
ko:K13789	bthi:BTK_22070
ko:K03602	bthi:BTK_22075
ko:K03601	bthi:BTK_22080
ko:K01491	bthi:BTK_22085
ko:K03625	bthi:BTK_22090
ko:K01961	bthi:BTK_22100
ko:K02160	bthi:BTK_22105
ko:K06397	bthi:BTK_22110
ko:K06396	bthi:BTK_22115
ko:K06395	bthi:BTK_22120
ko:K06394	bthi:BTK_22125
ko:K06393	bthi:BTK_22130
ko:K06392	bthi:BTK_22135
ko:K06391	bthi:BTK_22140
ko:K06390	bthi:BTK_22145
ko:K02356	bthi:BTK_22165
ko:K03786	bthi:BTK_22175
ko:K07025	bthi:BTK_22195
ko:K10947	bthi:BTK_22215
ko:K03588	bthi:BTK_20655
ko:K01925	bthi:BTK_20660
ko:K01000	bthi:BTK_20665
ko:K01928	bthi:BTK_20670
ko:K08384	bthi:BTK_20675
ko:K08724	bthi:BTK_20680
ko:K03438	bthi:BTK_20690
ko:K00077	bthi:BTK_20700
ko:K02911	bthi:BTK_20715
ko:K07040	bthi:BTK_20720
ko:K07177	bthi:BTK_20730
ko:K07001	bthi:BTK_20735
ko:K00954	bthi:BTK_20745
ko:K01455	bthi:BTK_20795
ko:K02862	bthi:BTK_20800
ko:K02276	bthi:BTK_20810
ko:K02274	bthi:BTK_20815
ko:K02275	bthi:BTK_20820
ko:K02259	bthi:BTK_20830
ko:K01958	bthi:BTK_20835
ko:K03588	bthi:BTK_20840
ko:K07175	bthi:BTK_20855
ko:K06207	bthi:BTK_20880
ko:K01092	bthi:BTK_20890
ko:K00686	bthi:BTK_20915
ko:K00382	bthi:BTK_20945
ko:K00627	bthi:BTK_20950
ko:K00162	bthi:BTK_20955
ko:K00161	bthi:BTK_20960
ko:K01462	bthi:BTK_20970
ko:K12574	bthi:BTK_20985
ko:K03499	bthi:BTK_20990
ko:K00426	bthi:BTK_20995
ko:K05823	bthi:BTK_21000
ko:K05822	bthi:BTK_21005
ko:K09776	bthi:BTK_21025
ko:K07098	bthi:BTK_21060
ko:K00937	bthi:BTK_21070
ko:K01524	bthi:BTK_21075
ko:K00549	bthi:BTK_21115
ko:K07697	bthi:BTK_21135
ko:K00841	bthi:BTK_21145
ko:K15772	bthi:BTK_21155
ko:K15771	bthi:BTK_21160
ko:K15770	bthi:BTK_21165
ko:K01182	bthi:BTK_21175
ko:K10112	bthi:BTK_21180
ko:K00626	bthi:BTK_21215
ko:K10947	bthi:BTK_21245
ko:K00019	bthi:BTK_21250
ko:K00131	bthi:BTK_21295
ko:K08963	bthi:BTK_21310
ko:K08963	bthi:BTK_21320
ko:K00899	bthi:BTK_21325
ko:K08969	bthi:BTK_21335
ko:K08965	bthi:BTK_21340
ko:K08966	bthi:BTK_21345
ko:K08964	bthi:BTK_21350
ko:K08967	bthi:BTK_21355
ko:K08483	bthi:BTK_21395
ko:K11189	bthi:BTK_21400
ko:K03480	bthi:BTK_21410
ko:K03710	bthi:BTK_21420
ko:K02564	bthi:BTK_21425
ko:K01443	bthi:BTK_21430
ko:K06024	bthi:BTK_21440
ko:K05896	bthi:BTK_21445
ko:K09763	bthi:BTK_21455
ko:K02859	bthi:BTK_21460
ko:K03768	bthi:BTK_21465
ko:K06408	bthi:BTK_21480
ko:K06407	bthi:BTK_21485
ko:K06407	bthi:BTK_21490
ko:K06406	bthi:BTK_21495
ko:K06405	bthi:BTK_21500
ko:K06404	bthi:BTK_21505
ko:K06403	bthi:BTK_21510
ko:K03091	bthi:BTK_21530
ko:K06379	bthi:BTK_21535
ko:K07258	bthi:BTK_21545
ko:K07979	bthi:BTK_21550
ko:K01990	bthi:BTK_21555
ko:K09807	bthi:BTK_21575
ko:K06901	bthi:BTK_21580
ko:K03284	bthi:BTK_21585
ko:K00756	bthi:BTK_21590
ko:K03783	bthi:BTK_21595
ko:K01839	bthi:BTK_21600
ko:K04763	bthi:BTK_21610
ko:K03711	bthi:BTK_21620
ko:K06384	bthi:BTK_21625
ko:K01515	bthi:BTK_21635
ko:K01081	bthi:BTK_21665
ko:K07084	bthi:BTK_21680
ko:K06889	bthi:BTK_21695
ko:K11752	bthi:BTK_21710
ko:K00793	bthi:BTK_21715
ko:K14652	bthi:BTK_21720
ko:K00794	bthi:BTK_21725
ko:K01012	bthi:BTK_21735
ko:K02169	bthi:BTK_21740
ko:K02170	bthi:BTK_21745
ko:K00652	bthi:BTK_21750
ko:K01935	bthi:BTK_21755
ko:K00833	bthi:BTK_21760
ko:K03315	bthi:BTK_21770
ko:K00611	bthi:BTK_21805
ko:K00930	bthi:BTK_21815
ko:K00620	bthi:BTK_21820
ko:K00145	bthi:BTK_21825
ko:K07124	bthi:BTK_21835
ko:K00286	bthi:BTK_21845
ko:K01752	bthi:BTK_21850
ko:K01752	bthi:BTK_21855
ko:K00784	bthi:BTK_21865
ko:K01531	bthi:BTK_21885
ko:K07507	bthi:BTK_21890
ko:K02346	bthi:BTK_21895
ko:K03790	bthi:BTK_21905
ko:K02028	bthi:BTK_21930
ko:K02029	bthi:BTK_21935
ko:K02030	bthi:BTK_21940
ko:K09699	bthi:BTK_21970
ko:K06284	bthi:BTK_02095
ko:K09893	bthi:BTK_02165
ko:K07043	bthi:BTK_02315
ko:K14665	bthi:BTK_02345
ko:K03387	bthi:BTK_02355
ko:K03386	bthi:BTK_02360
ko:K00899	bthi:BTK_02365
ko:K08963	bthi:BTK_02370
ko:K01628	bthi:BTK_02375
ko:K02015	bthi:BTK_02380
ko:K03700	bthi:BTK_06725
ko:K03700	bthi:BTK_06735
ko:K03700	bthi:BTK_06755
ko:K03700	bthi:BTK_06835
ko:K01772	bthi:BTK_07035
ko:K03781	bthi:BTK_07040
ko:K01775	bthi:BTK_11430
ko:K00375	bthi:BTK_11450
ko:K03466	bthi:BTK_11525
ko:K06976	bthi:BTK_11610
ko:K01938	bthi:BTK_11645
ko:K01759	bthi:BTK_11665
ko:K03088	bthi:BTK_11685
ko:K00432	bthi:BTK_11720
ko:K00285	bthi:BTK_16235
ko:K06153	bthi:BTK_16265
ko:K07214	bthi:BTK_16310
ko:K02338	bthi:BTK_16355
ko:K08177	bthi:BTK_16370
ko:K00657	bthi:BTK_16400
ko:K01126	bthi:BTK_16435
ko:K02015	bthi:BTK_02385
ko:K02016	bthi:BTK_02390
ko:K06325	bthi:BTK_02415
ko:K06325	bthi:BTK_02420
ko:K07074	bthi:BTK_02455
ko:K05548	bthi:BTK_02460
ko:K02029	bthi:BTK_02485
ko:K02030	bthi:BTK_02490
ko:K02028	bthi:BTK_02495
ko:K03406	bthi:BTK_02500
ko:K03402	bthi:BTK_02505
ko:K01478	bthi:BTK_02510
ko:K00611	bthi:BTK_02515
ko:K03758	bthi:BTK_02520
ko:K00926	bthi:BTK_02525
ko:K01187	bthi:BTK_02555
ko:K06896	bthi:BTK_02565
ko:K01421	bthi:BTK_02570
ko:K00878	bthi:BTK_02580
ko:K00788	bthi:BTK_02585
ko:K07791	bthi:BTK_02590
ko:K03406	bthi:BTK_02595
ko:K02049	bthi:BTK_02620
ko:K01183	bthi:BTK_02625
ko:K07729	bthi:BTK_02660
ko:K06902	bthi:BTK_02665
ko:K03320	bthi:BTK_07080
ko:K03320	bthi:BTK_07085
ko:K09767	bthi:BTK_07100
ko:K00243	bthi:BTK_07105
ko:K07533	bthi:BTK_07120
ko:K03695	bthi:BTK_07155
ko:K02254	bthi:BTK_07175
ko:K00648	bthi:BTK_07180
ko:K09458	bthi:BTK_07185
ko:K01867	bthi:BTK_07205
ko:K02035	bthi:BTK_07220
ko:K15581	bthi:BTK_07225
ko:K15582	bthi:BTK_07230
ko:K15583	bthi:BTK_07235
ko:K10823	bthi:BTK_07240
ko:K02035	bthi:BTK_07250
ko:K16509	bthi:BTK_07255
ko:K16511	bthi:BTK_07265
ko:K06131	bthi:BTK_07270
ko:K08602	bthi:BTK_07280
ko:K06886	bthi:BTK_07290
ko:K07816	bthi:BTK_07305
ko:K00858	bthi:BTK_07310
ko:K06180	bthi:BTK_07315
ko:K05303	bthi:BTK_07345
ko:K03924	bthi:BTK_11735
ko:K00370	bthi:BTK_11745
ko:K00371	bthi:BTK_11750
ko:K00373	bthi:BTK_11755
ko:K00374	bthi:BTK_11760
ko:K03639	bthi:BTK_11770
ko:K03750	bthi:BTK_11780
ko:K03635	bthi:BTK_11785
ko:K03636	bthi:BTK_11790
ko:K02575	bthi:BTK_11795
ko:K02304	bthi:BTK_11805
ko:K13542	bthi:BTK_11815
ko:K00363	bthi:BTK_11820
ko:K00362	bthi:BTK_11825
ko:K00362	bthi:BTK_11830
ko:K00362	bthi:BTK_11835
ko:K07322	bthi:BTK_11840
ko:K06416	bthi:BTK_11880
ko:K07090	bthi:BTK_11905
ko:K06950	bthi:BTK_11955
ko:K15738	bthi:BTK_11960
ko:K13955	bthi:BTK_16520
ko:K06304	bthi:BTK_16550
ko:K06304	bthi:BTK_16565
ko:K07697	bthi:BTK_16600
ko:K16785	bthi:BTK_16610
ko:K16786	bthi:BTK_16615
ko:K16787	bthi:BTK_16615
ko:K16924	bthi:BTK_16620
ko:K01779	bthi:BTK_16625
ko:K03100	bthi:BTK_16635
ko:K18234	bthi:BTK_16675
ko:K03707	bthi:BTK_16745
ko:K01921	bthi:BTK_16750
ko:K00003	bthi:BTK_16760
ko:K11636	bthi:BTK_16780
ko:K11635	bthi:BTK_16785
ko:K14226	bthi:BTK_t29346
ko:K14219	bthi:BTK_t29354
