ko:K18928	bpsh:DR55_5026
ko:K02279	bpsh:DR55_5545
ko:K02278	bpsh:DR55_5547
ko:K02651	bpsh:DR55_5548
ko:K02651	bpsh:DR55_5549
ko:K06200	bpsh:DR55_5562
ko:K01845	bpsh:DR55_5565
ko:K10253	bpsh:DR55_5566
ko:K03527	bpsh:DR55_5568
ko:K01512	bpsh:DR55_5572
ko:K05786	bpsh:DR55_5573
ko:K01720	bpsh:DR55_5575
ko:K01644	bpsh:DR55_5577
ko:K03305	bpsh:DR55_5584
ko:K15580	bpsh:DR55_5586
ko:K15581	bpsh:DR55_5587
ko:K15582	bpsh:DR55_5588
ko:K15583	bpsh:DR55_5589
ko:K10823	bpsh:DR55_5590
ko:K16856	bpsh:DR55_5603
ko:K00101	bpsh:DR55_5604
ko:K04487	bpsh:DR55_5608
ko:K15125	bpsh:DR55_5671
ko:K07045	bpsh:DR55_5680
ko:K00574	bpsh:DR55_5682
ko:K13777	bpsh:DR55_5687
ko:K13779	bpsh:DR55_5688
ko:K11731	bpsh:DR55_5689
ko:K13778	bpsh:DR55_5690
ko:K13774	bpsh:DR55_5691
ko:K00854	bpsh:DR55_5695
ko:K09981	bpsh:DR55_5702
ko:K03717	bpsh:DR55_5705
ko:K08068	bpsh:DR55_5708
ko:K00820	bpsh:DR55_5715
ko:K14257	bpsh:DR55_5720
ko:K05784	bpsh:DR55_5829
ko:K05550	bpsh:DR55_5830
ko:K05549	bpsh:DR55_5831
ko:K00219	bpsh:DR55_5837
ko:K02297	bpsh:DR55_5838
ko:K02298	bpsh:DR55_5839
ko:K02299	bpsh:DR55_5840
ko:K02300	bpsh:DR55_5841
ko:K03464	bpsh:DR55_5842
ko:K03381	bpsh:DR55_5843
ko:K16320	bpsh:DR55_5848
ko:K02503	bpsh:DR55_5851
ko:K03316	bpsh:DR55_5855
ko:K01652	bpsh:DR55_5856
ko:K13487	bpsh:DR55_5861
ko:K13488	bpsh:DR55_5862
ko:K13486	bpsh:DR55_5863
ko:K13489	bpsh:DR55_5864
ko:K13490	bpsh:DR55_5865
ko:K13491	bpsh:DR55_5866
ko:K01560	bpsh:DR55_5867
ko:K07052	bpsh:DR55_5869
ko:K01867	bpsh:DR55_5872
ko:K18199	bpsh:DR55_5874
ko:K06147	bpsh:DR55_5875
ko:K07223	bpsh:DR55_5876
ko:K07397	bpsh:DR55_5878
ko:K01596	bpsh:DR55_3275
ko:K00381	bpsh:DR55_3281
ko:K09965	bpsh:DR55_3286
ko:K11159	bpsh:DR55_3287
ko:K00820	bpsh:DR55_3288
ko:K00375	bpsh:DR55_3290
ko:K07734	bpsh:DR55_3291
ko:K00609	bpsh:DR55_4088
ko:K00375	bpsh:DR55_4092
ko:K11021	bpsh:DR55_4108
ko:K11021	bpsh:DR55_4128
ko:K11021	bpsh:DR55_4130
ko:K11021	bpsh:DR55_4131
ko:K12452	bpsh:DR55_4932
ko:K01709	bpsh:DR55_4933
ko:K00978	bpsh:DR55_4934
ko:K01652	bpsh:DR55_4940
ko:K09803	bpsh:DR55_4955
ko:K14393	bpsh:DR55_4962
ko:K01895	bpsh:DR55_4964
ko:K01676	bpsh:DR55_4967
ko:K03594	bpsh:DR55_4968
ko:K01776	bpsh:DR55_4969
ko:K02192	bpsh:DR55_4970
ko:K03832	bpsh:DR55_4971
ko:K03561	bpsh:DR55_4972
ko:K03559	bpsh:DR55_4973
ko:K06911	bpsh:DR55_4975
ko:K07243	bpsh:DR55_4980
ko:K03088	bpsh:DR55_4
ko:K02390	bpsh:DR55_816
ko:K02389	bpsh:DR55_817
ko:K02388	bpsh:DR55_818
ko:K02387	bpsh:DR55_819
ko:K02386	bpsh:DR55_820
ko:K02398	bpsh:DR55_821
ko:K02399	bpsh:DR55_822
ko:K00974	bpsh:DR55_824
ko:K00329	bpsh:DR55_826
ko:K00356	bpsh:DR55_826
ko:K08309	bpsh:DR55_827
ko:K07160	bpsh:DR55_832
ko:K09973	bpsh:DR55_835
ko:K12372	bpsh:DR55_836
ko:K12371	bpsh:DR55_837
ko:K12370	bpsh:DR55_838
ko:K12369	bpsh:DR55_839
ko:K12368	bpsh:DR55_840
ko:K01338	bpsh:DR55_844
ko:K00528	bpsh:DR55_848
ko:K03294	bpsh:DR55_851
ko:K07402	bpsh:DR55_852
ko:K09939	bpsh:DR55_853
ko:K04061	bpsh:DR55_854
ko:K02423	bpsh:DR55_856
ko:K02422	bpsh:DR55_857
ko:K02408	bpsh:DR55_858
ko:K02409	bpsh:DR55_859
ko:K02410	bpsh:DR55_860
ko:K02411	bpsh:DR55_861
ko:K02412	bpsh:DR55_862
ko:K02413	bpsh:DR55_863
ko:K02414	bpsh:DR55_864
ko:K09456	bpsh:DR55_866
ko:K00154	bpsh:DR55_867
ko:K05780	bpsh:DR55_1666
ko:K06162	bpsh:DR55_1667
ko:K02041	bpsh:DR55_1668
ko:K02044	bpsh:DR55_1669
ko:K02042	bpsh:DR55_1670
ko:K00286	bpsh:DR55_1671
ko:K06997	bpsh:DR55_1672
ko:K11473	bpsh:DR55_1673
ko:K11472	bpsh:DR55_1674
ko:K00104	bpsh:DR55_1675
ko:K00798	bpsh:DR55_1677
ko:K05916	bpsh:DR55_1678
ko:K01626	bpsh:DR55_1680
ko:K03568	bpsh:DR55_1681
ko:K00982	bpsh:DR55_1684
ko:K03631	bpsh:DR55_1685
ko:K00858	bpsh:DR55_1686
ko:K03705	bpsh:DR55_1687
ko:K01772	bpsh:DR55_1688
ko:K04762	bpsh:DR55_1689
ko:K03687	bpsh:DR55_1690
ko:K04043	bpsh:DR55_1692
ko:K03686	bpsh:DR55_1693
ko:K03342	bpsh:DR55_1694
ko:K00606	bpsh:DR55_1695
ko:K00950	bpsh:DR55_1697
ko:K00970	bpsh:DR55_1698
ko:K10763	bpsh:DR55_1700
ko:K01933	bpsh:DR55_1701
ko:K00791	bpsh:DR55_1703
ko:K03572	bpsh:DR55_1704
ko:K03975	bpsh:DR55_1705
ko:K03442	bpsh:DR55_1706
ko:K07266	bpsh:DR55_1709
ko:K01991	bpsh:DR55_1711
ko:K10107	bpsh:DR55_1712
ko:K09688	bpsh:DR55_1713
ko:K09689	bpsh:DR55_1714
ko:K00077	bpsh:DR55_2510
ko:K00865	bpsh:DR55_2512
ko:K03545	bpsh:DR55_2513
ko:K01358	bpsh:DR55_2514
ko:K03544	bpsh:DR55_2515
ko:K01338	bpsh:DR55_2516
ko:K03770	bpsh:DR55_2525
ko:K10804	bpsh:DR55_2526
ko:K02003	bpsh:DR55_2527
ko:K01810	bpsh:DR55_2528
ko:K00285	bpsh:DR55_2530
ko:K01952	bpsh:DR55_2531
ko:K03824	bpsh:DR55_2532
ko:K03769	bpsh:DR55_2533
ko:K05527	bpsh:DR55_2534
ko:K06190	bpsh:DR55_2535
ko:K07305	bpsh:DR55_2536
ko:K07516	bpsh:DR55_2539
ko:K08281	bpsh:DR55_2540
ko:K00626	bpsh:DR55_2541
ko:K06980	bpsh:DR55_2549
ko:K07082	bpsh:DR55_2550
ko:K00943	bpsh:DR55_2551
ko:K02341	bpsh:DR55_2552
ko:K03823	bpsh:DR55_2553
ko:K03424	bpsh:DR55_2554
ko:K02275	bpsh:DR55_3344
ko:K15553	bpsh:DR55_3350
ko:K00058	bpsh:DR55_3352
ko:K01262	bpsh:DR55_3355
ko:K09861	bpsh:DR55_3368
ko:K14287	bpsh:DR55_3370
ko:K00799	bpsh:DR55_3371
ko:K01515	bpsh:DR55_3382
ko:K00343	bpsh:DR55_3384
ko:K00342	bpsh:DR55_3385
ko:K00341	bpsh:DR55_3386
ko:K00340	bpsh:DR55_3387
ko:K00339	bpsh:DR55_3388
ko:K00338	bpsh:DR55_3389
ko:K00337	bpsh:DR55_3390
ko:K00334	bpsh:DR55_3393
ko:K00333	bpsh:DR55_3394
ko:K00332	bpsh:DR55_3395
ko:K11752	bpsh:DR55_4202
ko:K01497	bpsh:DR55_4206
ko:K18139	bpsh:DR55_4207
ko:K18307	bpsh:DR55_4208
ko:K18306	bpsh:DR55_4209
ko:K03798	bpsh:DR55_4213
ko:K03758	bpsh:DR55_4215
ko:K00471	bpsh:DR55_4217
ko:K00941	bpsh:DR55_4223
ko:K01537	bpsh:DR55_4227
ko:K07282	bpsh:DR55_4230
ko:K03607	bpsh:DR55_4235
ko:K00259	bpsh:DR55_4238
ko:K02073	bpsh:DR55_5034
ko:K00137	bpsh:DR55_5041
ko:K00053	bpsh:DR55_5043
ko:K01586	bpsh:DR55_5045
ko:K00645	bpsh:DR55_5048
ko:K07088	bpsh:DR55_5051
ko:K01008	bpsh:DR55_5065
ko:K00375	bpsh:DR55_5072
ko:K00823	bpsh:DR55_5073
ko:K00135	bpsh:DR55_5074
ko:K03776	bpsh:DR55_5080
ko:K02624	bpsh:DR55_5082
ko:K03762	bpsh:DR55_5084
ko:K01990	bpsh:DR55_601
ko:K01992	bpsh:DR55_602
ko:K00836	bpsh:DR55_604
ko:K14162	bpsh:DR55_608
ko:K14161	bpsh:DR55_609
ko:K14160	bpsh:DR55_610
ko:K05833	bpsh:DR55_611
ko:K05832	bpsh:DR55_612
ko:K01989	bpsh:DR55_613
ko:K02073	bpsh:DR55_614
ko:K03406	bpsh:DR55_616
ko:K07152	bpsh:DR55_618
ko:K02259	bpsh:DR55_620
ko:K02276	bpsh:DR55_624
ko:K02258	bpsh:DR55_626
ko:K02274	bpsh:DR55_627
ko:K02275	bpsh:DR55_628
ko:K02169	bpsh:DR55_630
ko:K03216	bpsh:DR55_632
ko:K00057	bpsh:DR55_634
ko:K03071	bpsh:DR55_635
ko:K01834	bpsh:DR55_638
ko:K03797	bpsh:DR55_639
ko:K08483	bpsh:DR55_641
ko:K11189	bpsh:DR55_642
ko:K02821	bpsh:DR55_643
ko:K01920	bpsh:DR55_644
ko:K01919	bpsh:DR55_645
ko:K03320	bpsh:DR55_646
ko:K04752	bpsh:DR55_647
ko:K09806	bpsh:DR55_648
ko:K07391	bpsh:DR55_649
ko:K01783	bpsh:DR55_1459
ko:K06195	bpsh:DR55_1460
ko:K08304	bpsh:DR55_1462
ko:K01912	bpsh:DR55_1463
ko:K02614	bpsh:DR55_1464
ko:K15866	bpsh:DR55_1465
ko:K01692	bpsh:DR55_1468
ko:K01897	bpsh:DR55_1476
ko:K06134	bpsh:DR55_1478
ko:K03925	bpsh:DR55_1479
ko:K03438	bpsh:DR55_1480
ko:K03586	bpsh:DR55_1481
ko:K03587	bpsh:DR55_1482
ko:K01928	bpsh:DR55_1483
ko:K01929	bpsh:DR55_1484
ko:K01000	bpsh:DR55_1485
ko:K01925	bpsh:DR55_1486
ko:K03588	bpsh:DR55_1487
ko:K02563	bpsh:DR55_1488
ko:K01924	bpsh:DR55_1489
ko:K01921	bpsh:DR55_1490
ko:K03589	bpsh:DR55_1491
ko:K03590	bpsh:DR55_1492
ko:K03531	bpsh:DR55_1493
ko:K02535	bpsh:DR55_1495
ko:K03070	bpsh:DR55_1497
ko:K00620	bpsh:DR55_1498
ko:K06923	bpsh:DR55_1499
ko:K03574	bpsh:DR55_1500
ko:K09862	bpsh:DR55_1501
ko:K00859	bpsh:DR55_1503
ko:K02654	bpsh:DR55_1504
ko:K02653	bpsh:DR55_1505
ko:K02652	bpsh:DR55_1506
ko:K02523	bpsh:DR55_1509
ko:K02888	bpsh:DR55_1510
ko:K02899	bpsh:DR55_1511
ko:K01092	bpsh:DR55_2329
ko:K02533	bpsh:DR55_2330
ko:K00640	bpsh:DR55_2331
ko:K03269	bpsh:DR55_2332
ko:K03768	bpsh:DR55_2333
ko:K03767	bpsh:DR55_2334
ko:K01883	bpsh:DR55_2336
ko:K01247	bpsh:DR55_2337
ko:K01962	bpsh:DR55_2338
ko:K04075	bpsh:DR55_2339
ko:K00928	bpsh:DR55_2340
ko:K00860	bpsh:DR55_2347
ko:K07687	bpsh:DR55_3135
ko:K07347	bpsh:DR55_3138
ko:K07346	bpsh:DR55_3139
ko:K03322	bpsh:DR55_3148
ko:K11896	bpsh:DR55_3174
ko:K04618	bpsh:DR55_3177
ko:K00448	bpsh:DR55_3980
ko:K00449	bpsh:DR55_3981
ko:K02623	bpsh:DR55_3982
ko:K01626	bpsh:DR55_3988
ko:K16263	bpsh:DR55_3991
ko:K03724	bpsh:DR55_3992
ko:K00681	bpsh:DR55_3995
ko:K12340	bpsh:DR55_3996
ko:K13409	bpsh:DR55_3999
ko:K13408	bpsh:DR55_4001
ko:K01754	bpsh:DR55_4006
ko:K00231	bpsh:DR55_4007
ko:K03088	bpsh:DR55_4011
ko:K04780	bpsh:DR55_4021
ko:K08325	bpsh:DR55_4028
ko:K00059	bpsh:DR55_4032
ko:K11906	bpsh:DR55_4823
ko:K11904	bpsh:DR55_4828
ko:K11904	bpsh:DR55_4829
ko:K11907	bpsh:DR55_4830
ko:K11895	bpsh:DR55_4831
ko:K11896	bpsh:DR55_4832
ko:K11897	bpsh:DR55_4833
ko:K11903	bpsh:DR55_4834
ko:K11900	bpsh:DR55_4835
ko:K11902	bpsh:DR55_4837
ko:K18118	bpsh:DR55_4838
ko:K01841	bpsh:DR55_4843
ko:K03430	bpsh:DR55_4845
ko:K07552	bpsh:DR55_4849
ko:K00375	bpsh:DR55_4850
ko:K03386	bpsh:DR55_4860
ko:K03387	bpsh:DR55_4861
ko:K00648	bpsh:DR55_4868
ko:K08295	bpsh:DR55_4871
ko:K04077	bpsh:DR55_4874
ko:K00847	bpsh:DR55_766
ko:K01633	bpsh:DR55_771
ko:K14058	bpsh:DR55_772
ko:K04042	bpsh:DR55_773
ko:K00820	bpsh:DR55_774
ko:K07787	bpsh:DR55_777
ko:K07798	bpsh:DR55_778
ko:K06872	bpsh:DR55_782
ko:K03744	bpsh:DR55_783
ko:K01533	bpsh:DR55_784
ko:K07213	bpsh:DR55_785
ko:K01940	bpsh:DR55_788
ko:K00383	bpsh:DR55_789
ko:K07267	bpsh:DR55_795
ko:K00720	bpsh:DR55_796
ko:K06193	bpsh:DR55_802
ko:K07240	bpsh:DR55_804
ko:K07240	bpsh:DR55_805
ko:K03566	bpsh:DR55_806
ko:K02397	bpsh:DR55_808
ko:K02396	bpsh:DR55_809
ko:K02395	bpsh:DR55_811
ko:K02394	bpsh:DR55_812
ko:K02393	bpsh:DR55_813
ko:K02392	bpsh:DR55_814
ko:K02391	bpsh:DR55_815
ko:K03551	bpsh:DR55_1618
ko:K03550	bpsh:DR55_1619
ko:K01159	bpsh:DR55_1620
ko:K00602	bpsh:DR55_1621
ko:K03557	bpsh:DR55_1622
ko:K05540	bpsh:DR55_1623
ko:K03185	bpsh:DR55_1624
ko:K01262	bpsh:DR55_1625
ko:K00799	bpsh:DR55_1626
ko:K00566	bpsh:DR55_1628
ko:K00324	bpsh:DR55_1630
ko:K00324	bpsh:DR55_1631
ko:K00325	bpsh:DR55_1632
ko:K06996	bpsh:DR55_1634
ko:K07444	bpsh:DR55_1635
ko:K09857	bpsh:DR55_1637
ko:K06192	bpsh:DR55_1638
ko:K03808	bpsh:DR55_1639
ko:K03808	bpsh:DR55_1640
ko:K12262	bpsh:DR55_1641
ko:K03074	bpsh:DR55_1645
ko:K03072	bpsh:DR55_1646
ko:K03210	bpsh:DR55_1647
ko:K00773	bpsh:DR55_1648
ko:K07568	bpsh:DR55_1649
ko:K03655	bpsh:DR55_1650
ko:K04761	bpsh:DR55_1651
ko:K03782	bpsh:DR55_1653
ko:K04047	bpsh:DR55_1655
ko:K03179	bpsh:DR55_1657
ko:K05774	bpsh:DR55_1658
ko:K02043	bpsh:DR55_1660
ko:K06166	bpsh:DR55_1661
ko:K06165	bpsh:DR55_1662
ko:K06164	bpsh:DR55_1663
ko:K06163	bpsh:DR55_1664
ko:K05781	bpsh:DR55_1665
ko:K00088	bpsh:DR55_2455
ko:K01951	bpsh:DR55_2457
ko:K09983	bpsh:DR55_2460
ko:K11991	bpsh:DR55_2462
ko:K01297	bpsh:DR55_2463
ko:K03457	bpsh:DR55_2465
ko:K16841	bpsh:DR55_2466
ko:K13485	bpsh:DR55_2468
ko:K01477	bpsh:DR55_2469
ko:K01483	bpsh:DR55_2471
ko:K07346	bpsh:DR55_123
ko:K07347	bpsh:DR55_124
ko:K01755	bpsh:DR55_125
ko:K01584	bpsh:DR55_128
ko:K01494	bpsh:DR55_129
ko:K03593	bpsh:DR55_131
ko:K01874	bpsh:DR55_133
ko:K09800	bpsh:DR55_136
ko:K05896	bpsh:DR55_140
ko:K01918	bpsh:DR55_141
ko:K01579	bpsh:DR55_142
ko:K15977	bpsh:DR55_144
ko:K02232	bpsh:DR55_145
ko:K02231	bpsh:DR55_146
ko:K02227	bpsh:DR55_147
ko:K02225	bpsh:DR55_148
ko:K02016	bpsh:DR55_149
ko:K02226	bpsh:DR55_151
ko:K02233	bpsh:DR55_152
ko:K00768	bpsh:DR55_153
ko:K02015	bpsh:DR55_154
ko:K16092	bpsh:DR55_155
ko:K09888	bpsh:DR55_157
ko:K13292	bpsh:DR55_160
ko:K01687	bpsh:DR55_162
ko:K08738	bpsh:DR55_163
ko:K02339	bpsh:DR55_165
ko:K01255	bpsh:DR55_166
ko:K07091	bpsh:DR55_167
ko:K11720	bpsh:DR55_168
ko:K02303	bpsh:DR55_170
ko:K00956	bpsh:DR55_171
ko:K03217	bpsh:DR55_976
ko:K03536	bpsh:DR55_977
ko:K02914	bpsh:DR55_978
ko:K02313	bpsh:DR55_979
ko:K02338	bpsh:DR55_980
ko:K02470	bpsh:DR55_981
ko:K06877	bpsh:DR55_984
ko:K03781	bpsh:DR55_1000
ko:K03088	bpsh:DR55_1001
ko:K01782	bpsh:DR55_1009
ko:K00626	bpsh:DR55_1010
ko:K02616	bpsh:DR55_1013
ko:K10947	bpsh:DR55_1016
ko:K01999	bpsh:DR55_1022
ko:K01997	bpsh:DR55_1023
ko:K01998	bpsh:DR55_1024
ko:K01995	bpsh:DR55_1025
ko:K01996	bpsh:DR55_1026
ko:K01156	bpsh:DR55_1029
ko:K07316	bpsh:DR55_1030
ko:K04078	bpsh:DR55_1821
ko:K04077	bpsh:DR55_1822
ko:K00941	bpsh:DR55_1823
ko:K07735	bpsh:DR55_1826
ko:K07447	bpsh:DR55_1827
ko:K02825	bpsh:DR55_1828
ko:K00609	bpsh:DR55_1829
ko:K01465	bpsh:DR55_1830
ko:K00655	bpsh:DR55_1831
ko:K01525	bpsh:DR55_1832
ko:K00973	bpsh:DR55_1834
ko:K01790	bpsh:DR55_1835
ko:K00067	bpsh:DR55_1836
ko:K17947	bpsh:DR55_1840
ko:K01784	bpsh:DR55_1845
ko:K01784	bpsh:DR55_1849
ko:K15778	bpsh:DR55_1853
ko:K02841	bpsh:DR55_1854
ko:K02527	bpsh:DR55_1856
ko:K03189	bpsh:DR55_1857
ko:K03188	bpsh:DR55_1858
ko:K03187	bpsh:DR55_1859
ko:K01428	bpsh:DR55_1860
ko:K01429	bpsh:DR55_1861
ko:K01430	bpsh:DR55_1862
ko:K03190	bpsh:DR55_1863
ko:K11963	bpsh:DR55_1864
ko:K11962	bpsh:DR55_1865
ko:K11961	bpsh:DR55_1866
ko:K11960	bpsh:DR55_1867
ko:K11959	bpsh:DR55_1868
ko:K00822	bpsh:DR55_1869
ko:K00573	bpsh:DR55_1871
ko:K00459	bpsh:DR55_2666
ko:K07275	bpsh:DR55_2667
ko:K06938	bpsh:DR55_2668
ko:K03322	bpsh:DR55_2669
ko:K11073	bpsh:DR55_2670
ko:K11076	bpsh:DR55_2671
ko:K11075	bpsh:DR55_2672
ko:K11074	bpsh:DR55_2673
ko:K07090	bpsh:DR55_2674
ko:K17218	bpsh:DR55_2675
ko:K07727	bpsh:DR55_2679
ko:K03281	bpsh:DR55_2686
ko:K00874	bpsh:DR55_2691
ko:K00090	bpsh:DR55_2693
ko:K02525	bpsh:DR55_2694
ko:K03284	bpsh:DR55_2708
ko:K09780	bpsh:DR55_2709
ko:K03602	bpsh:DR55_3500
ko:K00795	bpsh:DR55_3501
ko:K01662	bpsh:DR55_3502
ko:K09007	bpsh:DR55_3503
ko:K01409	bpsh:DR55_3504
ko:K07007	bpsh:DR55_3505
ko:K02970	bpsh:DR55_3506
ko:K09117	bpsh:DR55_3507
ko:K03086	bpsh:DR55_3509
ko:K03457	bpsh:DR55_3513
ko:K00033	bpsh:DR55_3516
ko:K06194	bpsh:DR55_3519
ko:K12262	bpsh:DR55_3521
ko:K02014	bpsh:DR55_3523
ko:K00375	bpsh:DR55_3527
ko:K02052	bpsh:DR55_3528
ko:K02055	bpsh:DR55_3529
ko:K02054	bpsh:DR55_3530
ko:K02053	bpsh:DR55_3531
ko:K05998	bpsh:DR55_3532
ko:K00505	bpsh:DR55_3536
ko:K15125	bpsh:DR55_3541
ko:K01681	bpsh:DR55_3542
ko:K01720	bpsh:DR55_3543
ko:K01644	bpsh:DR55_3545
ko:K00024	bpsh:DR55_3546
ko:K03710	bpsh:DR55_3547
ko:K00241	bpsh:DR55_3548
ko:K00242	bpsh:DR55_3549
ko:K00239	bpsh:DR55_3550
ko:K00240	bpsh:DR55_3551
ko:K09159	bpsh:DR55_3552
ko:K01647	bpsh:DR55_3553
ko:K15977	bpsh:DR55_4354
ko:K14645	bpsh:DR55_4359
ko:K01531	bpsh:DR55_4361
ko:K03322	bpsh:DR55_4368
ko:K01569	bpsh:DR55_4369
ko:K02035	bpsh:DR55_4370
ko:K07394	bpsh:DR55_4371
ko:K12685	bpsh:DR55_4372
ko:K11904	bpsh:DR55_4376
ko:K08641	bpsh:DR55_4380
ko:K02035	bpsh:DR55_4381
ko:K02033	bpsh:DR55_4382
ko:K02034	bpsh:DR55_4383
ko:K03566	bpsh:DR55_4387
ko:K17836	bpsh:DR55_4388
ko:K06194	bpsh:DR55_4389
ko:K01607	bpsh:DR55_4396
ko:K10716	bpsh:DR55_4398
ko:K03406	bpsh:DR55_4403
ko:K11901	bpsh:DR55_5189
ko:K11903	bpsh:DR55_5191
ko:K11906	bpsh:DR55_5192
ko:K11893	bpsh:DR55_5193
ko:K11892	bpsh:DR55_5194
ko:K11891	bpsh:DR55_5195
ko:K01953	bpsh:DR55_5199
ko:K00285	bpsh:DR55_5208
ko:K10001	bpsh:DR55_5209
ko:K05591	bpsh:DR55_5218
ko:K01178	bpsh:DR55_5219
ko:K10441	bpsh:DR55_5222
ko:K10440	bpsh:DR55_5223
ko:K10439	bpsh:DR55_5224
ko:K02647	bpsh:DR55_5236
ko:K00873	bpsh:DR55_5237
ko:K00865	bpsh:DR55_5238
ko:K00957	bpsh:DR55_172
ko:K00390	bpsh:DR55_173
ko:K00381	bpsh:DR55_175
ko:K13634	bpsh:DR55_176
ko:K01628	bpsh:DR55_179
ko:K01714	bpsh:DR55_180
ko:K07156	bpsh:DR55_185
ko:K06183	bpsh:DR55_186
ko:K00523	bpsh:DR55_189
ko:K01996	bpsh:DR55_193
ko:K01995	bpsh:DR55_194
ko:K01998	bpsh:DR55_195
ko:K01997	bpsh:DR55_196
ko:K03527	bpsh:DR55_198
ko:K03774	bpsh:DR55_199
ko:K03630	bpsh:DR55_200
ko:K02902	bpsh:DR55_201
ko:K02913	bpsh:DR55_202
ko:K00278	bpsh:DR55_203
ko:K00767	bpsh:DR55_204
ko:K03517	bpsh:DR55_205
ko:K03500	bpsh:DR55_208
ko:K11175	bpsh:DR55_209
ko:K11753	bpsh:DR55_210
ko:K01870	bpsh:DR55_211
ko:K03101	bpsh:DR55_212
ko:K13038	bpsh:DR55_213
ko:K03694	bpsh:DR55_218
ko:K06891	bpsh:DR55_219
ko:K03704	bpsh:DR55_220
ko:K00031	bpsh:DR55_222
ko:K07649	bpsh:DR55_1034
ko:K02050	bpsh:DR55_1035
ko:K02049	bpsh:DR55_1036
ko:K02051	bpsh:DR55_1037
ko:K02421	bpsh:DR55_1041
ko:K02420	bpsh:DR55_1042
ko:K02419	bpsh:DR55_1043
ko:K02418	bpsh:DR55_1044
ko:K02417	bpsh:DR55_1045
ko:K02416	bpsh:DR55_1046
ko:K02415	bpsh:DR55_1047
ko:K09136	bpsh:DR55_494
ko:K03086	bpsh:DR55_521
ko:K03701	bpsh:DR55_532
ko:K01433	bpsh:DR55_534
ko:K00759	bpsh:DR55_537
ko:K03455	bpsh:DR55_538
ko:K06041	bpsh:DR55_539
ko:K03270	bpsh:DR55_540
ko:K11719	bpsh:DR55_541
ko:K09774	bpsh:DR55_542
ko:K06861	bpsh:DR55_543
ko:K03092	bpsh:DR55_545
ko:K05808	bpsh:DR55_546
ko:K02066	bpsh:DR55_1353
ko:K02067	bpsh:DR55_1354
ko:K04754	bpsh:DR55_1355
ko:K07323	bpsh:DR55_1356
ko:K07122	bpsh:DR55_1357
ko:K01990	bpsh:DR55_1358
ko:K01992	bpsh:DR55_1359
ko:K00790	bpsh:DR55_1361
ko:K00765	bpsh:DR55_1362
ko:K00013	bpsh:DR55_1363
ko:K00817	bpsh:DR55_1364
ko:K01693	bpsh:DR55_1365
ko:K05595	bpsh:DR55_1366
ko:K02501	bpsh:DR55_1367
ko:K01814	bpsh:DR55_1368
ko:K02500	bpsh:DR55_1369
ko:K01496	bpsh:DR55_1370
ko:K01523	bpsh:DR55_1371
ko:K02503	bpsh:DR55_1373
ko:K03116	bpsh:DR55_1374
ko:K03117	bpsh:DR55_1375
ko:K03118	bpsh:DR55_1376
ko:K00411	bpsh:DR55_1379
ko:K00412	bpsh:DR55_1380
ko:K00413	bpsh:DR55_1381
ko:K03599	bpsh:DR55_1382
ko:K03600	bpsh:DR55_1383
ko:K11892	bpsh:DR55_1392
ko:K11893	bpsh:DR55_1393
ko:K11906	bpsh:DR55_1394
ko:K11901	bpsh:DR55_1396
ko:K11900	bpsh:DR55_1397
ko:K11903	bpsh:DR55_1398
ko:K11897	bpsh:DR55_1399
ko:K11896	bpsh:DR55_1400
ko:K11895	bpsh:DR55_1401
ko:K11907	bpsh:DR55_1402
ko:K11902	bpsh:DR55_1403
ko:K03286	bpsh:DR55_1404
ko:K11890	bpsh:DR55_1405
ko:K11891	bpsh:DR55_1406
ko:K14682	bpsh:DR55_2195
ko:K03578	bpsh:DR55_2196
ko:K01915	bpsh:DR55_2202
ko:K07708	bpsh:DR55_2203
ko:K07712	bpsh:DR55_2204
ko:K01142	bpsh:DR55_2205
ko:K07684	bpsh:DR55_2206
ko:K07673	bpsh:DR55_2207
ko:K00374	bpsh:DR55_2208
ko:K00373	bpsh:DR55_2209
ko:K00371	bpsh:DR55_2210
ko:K00370	bpsh:DR55_2211
ko:K02575	bpsh:DR55_2212
ko:K02575	bpsh:DR55_2213
ko:K02346	bpsh:DR55_2215
ko:K01414	bpsh:DR55_2216
ko:K01491	bpsh:DR55_2217
ko:K00163	bpsh:DR55_2220
ko:K00627	bpsh:DR55_2221
ko:K00382	bpsh:DR55_2222
ko:K07262	bpsh:DR55_2224
ko:K01104	bpsh:DR55_2230
ko:K13643	bpsh:DR55_2231
ko:K04487	bpsh:DR55_2232
ko:K04488	bpsh:DR55_2233
ko:K13628	bpsh:DR55_2234
ko:K04082	bpsh:DR55_2235
ko:K04044	bpsh:DR55_2236
ko:K04755	bpsh:DR55_2237
ko:K06178	bpsh:DR55_3030
ko:K06024	bpsh:DR55_3031
ko:K07287	bpsh:DR55_3041
ko:K04764	bpsh:DR55_3048
ko:K01890	bpsh:DR55_3049
ko:K01889	bpsh:DR55_3050
ko:K02887	bpsh:DR55_3051
ko:K02916	bpsh:DR55_3052
ko:K02520	bpsh:DR55_3053
ko:K01868	bpsh:DR55_3054
ko:K00951	bpsh:DR55_3056
ko:K01029	bpsh:DR55_3064
ko:K01028	bpsh:DR55_3065
ko:K07107	bpsh:DR55_3069
ko:K00311	bpsh:DR55_3071
ko:K01736	bpsh:DR55_3072
ko:K07058	bpsh:DR55_3076
ko:K03809	bpsh:DR55_3077
