ko:K19586	ecly:LI62_17630
ko:K01953	ecly:LI62_06980
ko:K02566	ecly:LI62_06985
ko:K02565	ecly:LI62_06990
ko:K01443	ecly:LI62_06995
ko:K02564	ecly:LI62_07000
ko:K02802	ecly:LI62_07005
ko:K02803	ecly:LI62_07005
ko:K02804	ecly:LI62_07005
ko:K01886	ecly:LI62_07010
ko:K03711	ecly:LI62_07025
ko:K03839	ecly:LI62_07030
ko:K03645	ecly:LI62_07045
ko:K01835	ecly:LI62_07050
ko:K03756	ecly:LI62_07055
ko:K01581	ecly:LI62_07060
ko:K07667	ecly:LI62_07065
ko:K07646	ecly:LI62_07070
ko:K01548	ecly:LI62_07075
ko:K01547	ecly:LI62_07080
ko:K01546	ecly:LI62_07085
ko:K01545	ecly:LI62_07090
ko:K01669	ecly:LI62_07100
ko:K00121	ecly:LI62_11320
ko:K05876	ecly:LI62_11325
ko:K03929	ecly:LI62_11340
ko:K03566	ecly:LI62_11345
ko:K10013	ecly:LI62_11355
ko:K03817	ecly:LI62_11365
ko:K03304	ecly:LI62_11375
ko:K16868	ecly:LI62_11380
ko:K01258	ecly:LI62_11385
ko:K12368	ecly:LI62_11390
ko:K07506	ecly:LI62_11405
ko:K05782	ecly:LI62_11410
ko:K08303	ecly:LI62_11420
ko:K13633	ecly:LI62_11435
ko:K00549	ecly:LI62_11445
ko:K11960	ecly:LI62_11450
ko:K11961	ecly:LI62_11455
ko:K11962	ecly:LI62_11460
ko:K11963	ecly:LI62_11465
ko:K15268	ecly:LI62_11480
ko:K13630	ecly:LI62_11485
ko:K13632	ecly:LI62_11490
ko:K03712	ecly:LI62_11495
ko:K05595	ecly:LI62_11500
ko:K08159	ecly:LI62_11505
ko:K08324	ecly:LI62_11525
ko:K01425	ecly:LI62_11535
ko:K00041	ecly:LI62_11555
ko:K13408	ecly:LI62_11570
ko:K13409	ecly:LI62_11575
ko:K07282	ecly:LI62_15830
ko:K00973	ecly:LI62_15870
ko:K00067	ecly:LI62_15875
ko:K01710	ecly:LI62_15880
ko:K00963	ecly:LI62_15885
ko:K16703	ecly:LI62_15895
ko:K16710	ecly:LI62_15900
ko:K16695	ecly:LI62_15905
ko:K03606	ecly:LI62_15910
ko:K01840	ecly:LI62_15915
ko:K00971	ecly:LI62_15920
ko:K03208	ecly:LI62_15925
ko:K03207	ecly:LI62_15930
ko:K02377	ecly:LI62_15935
ko:K01711	ecly:LI62_15940
ko:K03818	ecly:LI62_15945
ko:K13683	ecly:LI62_15950
ko:K13620	ecly:LI62_15955
ko:K13684	ecly:LI62_15960
ko:K03819	ecly:LI62_15965
ko:K16692	ecly:LI62_15975
ko:K01104	ecly:LI62_15980
ko:K01991	ecly:LI62_15985
ko:K07289	ecly:LI62_15995
ko:K12340	ecly:LI62_21255
ko:K07238	ecly:LI62_21275
ko:K02858	ecly:LI62_21300
ko:K09806	ecly:LI62_21305
ko:K03272	ecly:LI62_21310
ko:K00982	ecly:LI62_21315
ko:K18446	ecly:LI62_21320
ko:K07184	ecly:LI62_21325
ko:K00974	ecly:LI62_21330
ko:K06153	ecly:LI62_21335
ko:K01633	ecly:LI62_21340
ko:K08591	ecly:LI62_21345
ko:K02062	ecly:LI62_04055
ko:K02063	ecly:LI62_04060
ko:K02064	ecly:LI62_04065
ko:K11925	ecly:LI62_04070
ko:K03291	ecly:LI62_04080
ko:K18920	ecly:LI62_04085
ko:K01704	ecly:LI62_04090
ko:K01703	ecly:LI62_04095
ko:K00052	ecly:LI62_04100
ko:K01649	ecly:LI62_04105
ko:K05798	ecly:LI62_04110
ko:K01652	ecly:LI62_04115
ko:K01653	ecly:LI62_04120
ko:K03435	ecly:LI62_04125
ko:K03925	ecly:LI62_04130
ko:K03438	ecly:LI62_04135
ko:K03586	ecly:LI62_04140
ko:K03587	ecly:LI62_04145
ko:K01928	ecly:LI62_04150
ko:K01929	ecly:LI62_04155
ko:K01000	ecly:LI62_04160
ko:K01925	ecly:LI62_04165
ko:K03588	ecly:LI62_04170
ko:K02563	ecly:LI62_04175
ko:K01924	ecly:LI62_04180
ko:K01921	ecly:LI62_04185
ko:K03589	ecly:LI62_04190
ko:K03590	ecly:LI62_04195
ko:K03531	ecly:LI62_04200
ko:K02535	ecly:LI62_04205
ko:K13301	ecly:LI62_04210
ko:K03070	ecly:LI62_04215
ko:K03574	ecly:LI62_04220
ko:K09862	ecly:LI62_04225
ko:K18778	ecly:LI62_04230
ko:K00859	ecly:LI62_04235
ko:K00364	ecly:LI62_04240
ko:K02505	ecly:LI62_04245
ko:K02504	ecly:LI62_04250
ko:K02682	ecly:LI62_04255
ko:K00767	ecly:LI62_04260
ko:K03806	ecly:LI62_04265
ko:K03807	ecly:LI62_04270
ko:K11734	ecly:LI62_04285
ko:K00163	ecly:LI62_04300
ko:K00627	ecly:LI62_04305
ko:K00382	ecly:LI62_04310
ko:K01734	ecly:LI62_08495
ko:K09909	ecly:LI62_08500
ko:K06929	ecly:LI62_08505
ko:K11940	ecly:LI62_08510
ko:K06969	ecly:LI62_08515
ko:K01512	ecly:LI62_08520
ko:K11179	ecly:LI62_08525
ko:K15580	ecly:LI62_08535
ko:K02013	ecly:LI62_08545
ko:K02015	ecly:LI62_08550
ko:K02016	ecly:LI62_08555
ko:K06213	ecly:LI62_08575
ko:K01085	ecly:LI62_08600
ko:K03809	ecly:LI62_08625
ko:K09016	ecly:LI62_08650
ko:K09024	ecly:LI62_08655
ko:K09019	ecly:LI62_08660
ko:K09023	ecly:LI62_08665
ko:K09021	ecly:LI62_08670
ko:K09020	ecly:LI62_08675
ko:K09018	ecly:LI62_08680
ko:K13821	ecly:LI62_08695
ko:K11928	ecly:LI62_08700
ko:K03317	ecly:LI62_08710
ko:K07243	ecly:LI62_08715
ko:K07224	ecly:LI62_08720
ko:K16301	ecly:LI62_08725
ko:K03310	ecly:LI62_08735
ko:K06911	ecly:LI62_08750
ko:K12972	ecly:LI62_08765
ko:K04477	ecly:LI62_08770
ko:K06044	ecly:LI62_13080
ko:K03182	ecly:LI62_13125
ko:K03805	ecly:LI62_13140
ko:K05876	ecly:LI62_13155
ko:K03484	ecly:LI62_13160
ko:K01193	ecly:LI62_13165
ko:K02809	ecly:LI62_13170
ko:K02810	ecly:LI62_13170
ko:K16077	ecly:LI62_13175
ko:K00847	ecly:LI62_13180
ko:K08641	ecly:LI62_13200
ko:K02035	ecly:LI62_13205
ko:K02033	ecly:LI62_13210
ko:K02034	ecly:LI62_13215
ko:K04063	ecly:LI62_13240
ko:K02972	ecly:LI62_13265
ko:K00027	ecly:LI62_13270
ko:K13953	ecly:LI62_13280
ko:K03885	ecly:LI62_13290
ko:K08350	ecly:LI62_13305
ko:K08349	ecly:LI62_13310
ko:K16076	ecly:LI62_13330
ko:K08167	ecly:LI62_13335
ko:K06999	ecly:LI62_17470
ko:K06957	ecly:LI62_17475
ko:K07054	ecly:LI62_17480
ko:K01923	ecly:LI62_17485
ko:K07287	ecly:LI62_17490
ko:K01714	ecly:LI62_17495
ko:K03567	ecly:LI62_17500
ko:K03564	ecly:LI62_17505
ko:K03548	ecly:LI62_17510
ko:K00537	ecly:LI62_17520
ko:K02761	ecly:LI62_17530
ko:K01255	ecly:LI62_17540
ko:K10763	ecly:LI62_17545
ko:K02824	ecly:LI62_17550
ko:K00761	ecly:LI62_17555
ko:K01223	ecly:LI62_17560
ko:K01933	ecly:LI62_17565
ko:K11175	ecly:LI62_17570
ko:K00937	ecly:LI62_17575
ko:K01524	ecly:LI62_17580
ko:K05804	ecly:LI62_17635
ko:K03431	ecly:LI62_21915
ko:K00796	ecly:LI62_21920
ko:K03798	ecly:LI62_21925
ko:K02427	ecly:LI62_21930
ko:K07574	ecly:LI62_21935
ko:K03624	ecly:LI62_21940
ko:K07259	ecly:LI62_21945
ko:K07771	ecly:LI62_21950
ko:K07643	ecly:LI62_21955
ko:K03979	ecly:LI62_21960
ko:K02899	ecly:LI62_21970
ko:K02888	ecly:LI62_21975
ko:K02523	ecly:LI62_21980
ko:K07724	ecly:LI62_21985
ko:K00790	ecly:LI62_21990
ko:K07122	ecly:LI62_22000
ko:K07323	ecly:LI62_22005
ko:K02067	ecly:LI62_22010
ko:K02066	ecly:LI62_22015
ko:K02065	ecly:LI62_22020
ko:K07301	ecly:LI62_22025
ko:K06041	ecly:LI62_22030
ko:K03270	ecly:LI62_22035
ko:K11719	ecly:LI62_22040
ko:K09774	ecly:LI62_22045
ko:K06861	ecly:LI62_22050
ko:K03092	ecly:LI62_22055
ko:K05808	ecly:LI62_22060
ko:K02806	ecly:LI62_22065
ko:K06958	ecly:LI62_22070
ko:K08485	ecly:LI62_22075
ko:K03814	ecly:LI62_22080
ko:K07648	ecly:LI62_22090
ko:K11720	ecly:LI62_22095
ko:K07091	ecly:LI62_22100
ko:K01255	ecly:LI62_22105
ko:K02339	ecly:LI62_22110
ko:K01873	ecly:LI62_22115
ko:K03828	ecly:LI62_22120
ko:K12957	ecly:LI62_22125
ko:K06915	ecly:LI62_22135
ko:K07139	ecly:LI62_22140
ko:K00265	ecly:LI62_22145
ko:K00266	ecly:LI62_22150
ko:K10974	ecly:LI62_22155
ko:K01485	ecly:LI62_22160
ko:K00885	ecly:LI62_22170
ko:K03290	ecly:LI62_22175
ko:K01494	ecly:LI62_16000
ko:K00876	ecly:LI62_16005
ko:K01247	ecly:LI62_16015
ko:K04046	ecly:LI62_16020
ko:K07799	ecly:LI62_16025
ko:K07788	ecly:LI62_16030
ko:K07789	ecly:LI62_16035
ko:K18326	ecly:LI62_16040
ko:K07642	ecly:LI62_16045
ko:K07664	ecly:LI62_16050
ko:K08303	ecly:LI62_16055
ko:K02034	ecly:LI62_16075
ko:K02033	ecly:LI62_16080
ko:K02035	ecly:LI62_16085
ko:K07735	ecly:LI62_20210
ko:K07447	ecly:LI62_20215
ko:K02669	ecly:LI62_20220
ko:K06997	ecly:LI62_20225
ko:K02221	ecly:LI62_20230
ko:K09131	ecly:LI62_20235
ko:K02428	ecly:LI62_20240
ko:K09923	ecly:LI62_20260
ko:K03439	ecly:LI62_20265
ko:K03575	ecly:LI62_20270
ko:K08306	ecly:LI62_20280
ko:K03289	ecly:LI62_20285
ko:K05966	ecly:LI62_20290
ko:K05964	ecly:LI62_20295
ko:K01643	ecly:LI62_20300
ko:K01644	ecly:LI62_20305
ko:K01646	ecly:LI62_20310
ko:K01910	ecly:LI62_20315
ko:K07700	ecly:LI62_20330
ko:K07702	ecly:LI62_20335
ko:K01581	ecly:LI62_20340
ko:K07150	ecly:LI62_20345
ko:K07075	ecly:LI62_20470
ko:K07481	ecly:LI62_20475
ko:K07481	ecly:LI62_20495
ko:K09894	ecly:LI62_24660
ko:K03978	ecly:LI62_24665
ko:K03673	ecly:LI62_24680
ko:K09896	ecly:LI62_24690
ko:K03752	ecly:LI62_24695
ko:K03753	ecly:LI62_24700
ko:K02529	ecly:LI62_24735
ko:K00852	ecly:LI62_24740
ko:K10439	ecly:LI62_24745
ko:K10440	ecly:LI62_24750
ko:K10441	ecly:LI62_24755
ko:K06726	ecly:LI62_24760
ko:K03549	ecly:LI62_24765
ko:K03924	ecly:LI62_24770
ko:K01914	ecly:LI62_24780
ko:K03718	ecly:LI62_24785
ko:K06205	ecly:LI62_24790
ko:K03495	ecly:LI62_24795
ko:K03501	ecly:LI62_24800
ko:K02116	ecly:LI62_24805
ko:K02108	ecly:LI62_24810
ko:K02110	ecly:LI62_24815
ko:K02109	ecly:LI62_24820
ko:K02113	ecly:LI62_24825
ko:K02111	ecly:LI62_24830
ko:K02115	ecly:LI62_24835
ko:K02112	ecly:LI62_24840
ko:K02114	ecly:LI62_24845
ko:K04042	ecly:LI62_24850
ko:K00820	ecly:LI62_24855
ko:K07345	ecly:LI62_24860
ko:K07347	ecly:LI62_24870
ko:K02040	ecly:LI62_24880
ko:K02037	ecly:LI62_24885
ko:K02038	ecly:LI62_24890
ko:K02036	ecly:LI62_24895
ko:K02039	ecly:LI62_24900
ko:K06901	ecly:LI62_24910
ko:K07085	ecly:LI62_00365
ko:K03482	ecly:LI62_00370
ko:K02749	ecly:LI62_00375
ko:K02750	ecly:LI62_00375
ko:K01232	ecly:LI62_00380
ko:K00389	ecly:LI62_00385
ko:K01753	ecly:LI62_00395
ko:K13629	ecly:LI62_00400
ko:K13636	ecly:LI62_00405
ko:K08154	ecly:LI62_00410
ko:K19166	ecly:LI62_00430
ko:K18831	ecly:LI62_00435
ko:K01652	ecly:LI62_00440
ko:K01653	ecly:LI62_00445
ko:K07675	ecly:LI62_00455
ko:K07783	ecly:LI62_00460
ko:K07784	ecly:LI62_00465
ko:K02024	ecly:LI62_00505
ko:K02759	ecly:LI62_00510
ko:K01223	ecly:LI62_00515
ko:K02761	ecly:LI62_00520
ko:K02760	ecly:LI62_00525
ko:K07552	ecly:LI62_00540
ko:K18139	ecly:LI62_00545
ko:K18138	ecly:LI62_00550
ko:K03585	ecly:LI62_00555
ko:K02073	ecly:LI62_00580
ko:K07687	ecly:LI62_00595
ko:K07347	ecly:LI62_00605
ko:K07345	ecly:LI62_00615
ko:K06445	ecly:LI62_04870
ko:K03271	ecly:LI62_04875
ko:K00346	ecly:LI62_04890
ko:K00347	ecly:LI62_04895
ko:K00348	ecly:LI62_04900
ko:K00349	ecly:LI62_04905
ko:K00350	ecly:LI62_04910
ko:K00351	ecly:LI62_04915
ko:K05952	ecly:LI62_04920
ko:K02346	ecly:LI62_04925
ko:K01270	ecly:LI62_04930
ko:K00769	ecly:LI62_04935
ko:K11750	ecly:LI62_04940
ko:K11926	ecly:LI62_04945
ko:K11929	ecly:LI62_04950
ko:K00931	ecly:LI62_04955
ko:K00147	ecly:LI62_04960
ko:K09982	ecly:LI62_04975
ko:K16235	ecly:LI62_05000
ko:K00547	ecly:LI62_05005
ko:K15551	ecly:LI62_05010
ko:K10831	ecly:LI62_05015
ko:K15552	ecly:LI62_05020
ko:K03119	ecly:LI62_05025
ko:K01698	ecly:LI62_05035
ko:K18988	ecly:LI62_05055
ko:K17938	ecly:LI62_05060
ko:K01921	ecly:LI62_05080
ko:K08161	ecly:LI62_05090
ko:K18968	ecly:LI62_05105
ko:K00286	ecly:LI62_05110
ko:K09768	ecly:LI62_05115
ko:K00891	ecly:LI62_05120
ko:K14591	ecly:LI62_05130
ko:K09913	ecly:LI62_05135
ko:K03554	ecly:LI62_05140
ko:K00847	ecly:LI62_05145
ko:K03449	ecly:LI62_09325
ko:K01811	ecly:LI62_09340
ko:K19055	ecly:LI62_09350
ko:K03969	ecly:LI62_13900
ko:K03974	ecly:LI62_13905
ko:K19226	ecly:LI62_13910
ko:K19227	ecly:LI62_13915
ko:K19228	ecly:LI62_13920
ko:K19229	ecly:LI62_13925
ko:K19230	ecly:LI62_13930
ko:K00208	ecly:LI62_13945
ko:K01147	ecly:LI62_13955
ko:K14051	ecly:LI62_13960
ko:K13816	ecly:LI62_13965
ko:K04062	ecly:LI62_13980
ko:K03113	ecly:LI62_13985
ko:K01591	ecly:LI62_13990
ko:K08992	ecly:LI62_14000
ko:K01497	ecly:LI62_14010
ko:K01681	ecly:LI62_14015
ko:K13634	ecly:LI62_14035
ko:K03168	ecly:LI62_14040
ko:K04774	ecly:LI62_14050
ko:K19221	ecly:LI62_14060
ko:K06178	ecly:LI62_14065
ko:K07053	ecly:LI62_14075
ko:K01657	ecly:LI62_14080
ko:K13497	ecly:LI62_14085
ko:K13498	ecly:LI62_14090
ko:K01696	ecly:LI62_14095
ko:K01695	ecly:LI62_14100
ko:K07112	ecly:LI62_14105
ko:K07275	ecly:LI62_14115
ko:K06940	ecly:LI62_14120
ko:K06190	ecly:LI62_14130
ko:K10806	ecly:LI62_14140
ko:K03832	ecly:LI62_14145
ko:K09780	ecly:LI62_14150
ko:K11250	ecly:LI62_14155
ko:K06131	ecly:LI62_14165
ko:K09901	ecly:LI62_14170
ko:K10716	ecly:LI62_14175
ko:K03695	ecly:LI62_18320
ko:K05810	ecly:LI62_18325
ko:K06180	ecly:LI62_18330
ko:K05807	ecly:LI62_18335
ko:K05809	ecly:LI62_18340
ko:K14170	ecly:LI62_18345
ko:K14187	ecly:LI62_18355
ko:K01626	ecly:LI62_18360
ko:K02884	ecly:LI62_18395
ko:K00554	ecly:LI62_18400
ko:K02860	ecly:LI62_18405
ko:K02959	ecly:LI62_18410
ko:K03106	ecly:LI62_18415
ko:K03687	ecly:LI62_18430
ko:K00858	ecly:LI62_18440
ko:K03631	ecly:LI62_18445
ko:K06186	ecly:LI62_18450
ko:K09801	ecly:LI62_18455
ko:K03664	ecly:LI62_18465
ko:K17319	ecly:LI62_18475
ko:K17320	ecly:LI62_18480
ko:K17318	ecly:LI62_18485
ko:K10112	ecly:LI62_18495
ko:K03408	ecly:LI62_18500
ko:K03407	ecly:LI62_18505
ko:K02557	ecly:LI62_18510
ko:K02556	ecly:LI62_18515
ko:K02402	ecly:LI62_18520
ko:K02403	ecly:LI62_18525
ko:K02405	ecly:LI62_18530
ko:K02397	ecly:LI62_18540
ko:K02396	ecly:LI62_18545
ko:K02395	ecly:LI62_18550
ko:K02394	ecly:LI62_18555
ko:K02393	ecly:LI62_18560
ko:K02392	ecly:LI62_18565
ko:K11748	ecly:LI62_22730
ko:K06158	ecly:LI62_22735
ko:K13928	ecly:LI62_22740
ko:K13935	ecly:LI62_22745
ko:K13934	ecly:LI62_22750
ko:K13936	ecly:LI62_22755
ko:K13933	ecly:LI62_22760
ko:K13932	ecly:LI62_22765
ko:K13931	ecly:LI62_22770
ko:K13930	ecly:LI62_22775
ko:K13929	ecly:LI62_22780
ko:K07019	ecly:LI62_22790
ko:K09898	ecly:LI62_22795
ko:K00855	ecly:LI62_22800
ko:K07397	ecly:LI62_22805
ko:K10914	ecly:LI62_22810
ko:K01664	ecly:LI62_22825
ko:K04095	ecly:LI62_22830
ko:K03767	ecly:LI62_22835
ko:K06141	ecly:LI62_22840
ko:K00362	ecly:LI62_22845
ko:K00363	ecly:LI62_22850
ko:K02302	ecly:LI62_22855
ko:K01867	ecly:LI62_22865
ko:K01091	ecly:LI62_22870
ko:K01783	ecly:LI62_22875
ko:K03112	ecly:LI62_22885
ko:K01735	ecly:LI62_22890
ko:K00891	ecly:LI62_22895
ko:K02507	ecly:LI62_22905
ko:K12291	ecly:LI62_22910
ko:K12290	ecly:LI62_22915
ko:K12289	ecly:LI62_22920
ko:K12288	ecly:LI62_22925
ko:K05366	ecly:LI62_22930
ko:K08312	ecly:LI62_22935
ko:K04762	ecly:LI62_22955
ko:K04083	ecly:LI62_22960
ko:K01610	ecly:LI62_22970
ko:K07638	ecly:LI62_22975
ko:K07659	ecly:LI62_22980
ko:K04760	ecly:LI62_22985
ko:K06959	ecly:LI62_22990
ko:K04758	ecly:LI62_22995
ko:K03732	ecly:LI62_01225
ko:K03671	ecly:LI62_01230
ko:K03628	ecly:LI62_01235
ko:K02851	ecly:LI62_01240
ko:K05790	ecly:LI62_01245
ko:K01791	ecly:LI62_01250
ko:K02472	ecly:LI62_01255
ko:K16704	ecly:LI62_01260
ko:K02805	ecly:LI62_01265
ko:K16693	ecly:LI62_01270
ko:K12582	ecly:LI62_01275
ko:K02853	ecly:LI62_01280
ko:K02852	ecly:LI62_01285
ko:K02498	ecly:LI62_01315
ko:K02496	ecly:LI62_01320
ko:K01719	ecly:LI62_01325
ko:K01749	ecly:LI62_01330
ko:K05851	ecly:LI62_01335
ko:K06202	ecly:LI62_01340
ko:K01778	ecly:LI62_01350
ko:K09921	ecly:LI62_01355
ko:K03733	ecly:LI62_01360
ko:K03657	ecly:LI62_01370
ko:K03284	ecly:LI62_01375
ko:K05786	ecly:LI62_01380
ko:K01058	ecly:LI62_01390
ko:K03654	ecly:LI62_01395
ko:K05835	ecly:LI62_01400
ko:K05834	ecly:LI62_01405
ko:K01048	ecly:LI62_01410
ko:K03576	ecly:LI62_01425
ko:K00549	ecly:LI62_01430
ko:K01061	ecly:LI62_01435
ko:K00757	ecly:LI62_01440
ko:K09760	ecly:LI62_01445
ko:K03183	ecly:LI62_01450
ko:K03690	ecly:LI62_01455
ko:K03688	ecly:LI62_01460
ko:K03116	ecly:LI62_01465
ko:K03117	ecly:LI62_01470
ko:K03118	ecly:LI62_01475
ko:K03424	ecly:LI62_01480
ko:K05785	ecly:LI62_01485
ko:K03182	ecly:LI62_01490
ko:K05368	ecly:LI62_01495
ko:K03976	ecly:LI62_05705
ko:K09973	ecly:LI62_05710
ko:K17686	ecly:LI62_05715
ko:K07340	ecly:LI62_05725
ko:K02068	ecly:LI62_05740
ko:K02069	ecly:LI62_05745
ko:K05838	ecly:LI62_05750
ko:K10804	ecly:LI62_05760
ko:K02003	ecly:LI62_05765
ko:K02004	ecly:LI62_05770
ko:K06917	ecly:LI62_05780
ko:K01589	ecly:LI62_05785
ko:K01588	ecly:LI62_05790
ko:K03269	ecly:LI62_05795
ko:K03768	ecly:LI62_05800
ko:K01883	ecly:LI62_05805
ko:K07038	ecly:LI62_05810
ko:K16136	ecly:LI62_05815
ko:K14761	ecly:LI62_05825
ko:K01491	ecly:LI62_05830
ko:K07345	ecly:LI62_05835
ko:K07351	ecly:LI62_05840
ko:K07346	ecly:LI62_05845
ko:K07347	ecly:LI62_05850
ko:K07350	ecly:LI62_05855
ko:K07348	ecly:LI62_05860
ko:K07688	ecly:LI62_05865
ko:K08088	ecly:LI62_05870
ko:K02071	ecly:LI62_10180
ko:K02072	ecly:LI62_10185
ko:K02073	ecly:LI62_10190
ko:K02029	ecly:LI62_10200
ko:K02029	ecly:LI62_10205
ko:K02028	ecly:LI62_10210
ko:K02030	ecly:LI62_10215
ko:K01673	ecly:LI62_10240
ko:K04080	ecly:LI62_10255
ko:K03327	ecly:LI62_10270
ko:K00793	ecly:LI62_10275
ko:K00574	ecly:LI62_10280
ko:K03604	ecly:LI62_10295
ko:K04564	ecly:LI62_10310
ko:K07390	ecly:LI62_10320
ko:K03683	ecly:LI62_10325
ko:K01759	ecly:LI62_10330
ko:K10680	ecly:LI62_10335
ko:K16137	ecly:LI62_10340
ko:K03760	ecly:LI62_10345
ko:K06938	ecly:LI62_10350
ko:K04565	ecly:LI62_10360
ko:K06075	ecly:LI62_10380
ko:K06077	ecly:LI62_10390
ko:K09001	ecly:LI62_10395
ko:K00275	ecly:LI62_10405
ko:K01866	ecly:LI62_10410
ko:K00868	ecly:LI62_10415
ko:K00799	ecly:LI62_10420
ko:K03305	ecly:LI62_10425
ko:K10773	ecly:LI62_10430
ko:K03613	ecly:LI62_10435
ko:K03612	ecly:LI62_10440
ko:K03614	ecly:LI62_10445
ko:K03615	ecly:LI62_10450
ko:K03616	ecly:LI62_10455
ko:K03617	ecly:LI62_10460
ko:K09917	ecly:LI62_14740
ko:K01665	ecly:LI62_14745
ko:K01752	ecly:LI62_14755
ko:K02793	ecly:LI62_14770
ko:K02794	ecly:LI62_14770
ko:K02795	ecly:LI62_14775
ko:K00563	ecly:LI62_14795
ko:K03587	ecly:LI62_14800
ko:K03704	ecly:LI62_14805
ko:K08169	ecly:LI62_14835
ko:K03799	ecly:LI62_14840
ko:K03797	ecly:LI62_14845
ko:K03607	ecly:LI62_14850
ko:K03808	ecly:LI62_14860
ko:K11392	ecly:LI62_14870
ko:K09824	ecly:LI62_14885
ko:K07245	ecly:LI62_14900
ko:K07156	ecly:LI62_14905
ko:K02345	ecly:LI62_14910
ko:K10857	ecly:LI62_14920
ko:K01354	ecly:LI62_14925
ko:K08289	ecly:LI62_14935
ko:K01625	ecly:LI62_14940
ko:K01690	ecly:LI62_14945
ko:K00036	ecly:LI62_14950
ko:K00873	ecly:LI62_14960
ko:K02560	ecly:LI62_14965
ko:K09815	ecly:LI62_14975
ko:K09817	ecly:LI62_14980
ko:K09816	ecly:LI62_14985
ko:K03551	ecly:LI62_14990
ko:K03550	ecly:LI62_14995
ko:K01159	ecly:LI62_15000
ko:K04656	ecly:LI62_19120
ko:K05796	ecly:LI62_19125
ko:K03487	ecly:LI62_19130
ko:K02752	ecly:LI62_19135
ko:K02753	ecly:LI62_19135
ko:K01223	ecly:LI62_19140
ko:K08315	ecly:LI62_19145
ko:K15834	ecly:LI62_19150
ko:K15832	ecly:LI62_19155
ko:K15831	ecly:LI62_19160
ko:K15830	ecly:LI62_19165
ko:K15829	ecly:LI62_19170
ko:K15828	ecly:LI62_19175
ko:K15827	ecly:LI62_19180
ko:K15833	ecly:LI62_19185
ko:K04651	ecly:LI62_19190
ko:K04652	ecly:LI62_19195
ko:K04653	ecly:LI62_19200
ko:K04654	ecly:LI62_19205
ko:K04655	ecly:LI62_19210
ko:K15836	ecly:LI62_19215
ko:K19048	ecly:LI62_19225
ko:K03555	ecly:LI62_19230
ko:K03186	ecly:LI62_19245
ko:K03087	ecly:LI62_19270
ko:K06194	ecly:LI62_19275
ko:K00573	ecly:LI62_19280
ko:K03787	ecly:LI62_19285
ko:K06176	ecly:LI62_19290
ko:K01770	ecly:LI62_19295
ko:K00991	ecly:LI62_19300
ko:K05589	ecly:LI62_19305
ko:K00860	ecly:LI62_19315
ko:K00956	ecly:LI62_19320
ko:K00957	ecly:LI62_19325
ko:K02302	ecly:LI62_19330
ko:K09612	ecly:LI62_19335
ko:K00390	ecly:LI62_19340
ko:K00381	ecly:LI62_19345
ko:K00651	ecly:LI62_01795
ko:K01638	ecly:LI62_01800
ko:K01637	ecly:LI62_01805
ko:K00906	ecly:LI62_01810
ko:K13641	ecly:LI62_01815
ko:K00548	ecly:LI62_01820
ko:K03324	ecly:LI62_01825
ko:K19164	ecly:LI62_01830
ko:K19163	ecly:LI62_01835
ko:K06182	ecly:LI62_01840
ko:K03453	ecly:LI62_01850
ko:K00928	ecly:LI62_01855
ko:K01810	ecly:LI62_01860
ko:K13256	ecly:LI62_01885
ko:K10110	ecly:LI62_01890
ko:K10109	ecly:LI62_01895
ko:K10108	ecly:LI62_01900
ko:K10111	ecly:LI62_01905
ko:K02024	ecly:LI62_01910
ko:K05775	ecly:LI62_01915
ko:K03181	ecly:LI62_01920
ko:K03179	ecly:LI62_01925
ko:K00631	ecly:LI62_01930
ko:K00901	ecly:LI62_01935
ko:K01356	ecly:LI62_01940
ko:K03327	ecly:LI62_01945
ko:K09823	ecly:LI62_01955
ko:K05539	ecly:LI62_01970
ko:K01775	ecly:LI62_01990
ko:K00832	ecly:LI62_01995
ko:K03788	ecly:LI62_02000
ko:K03701	ecly:LI62_02015
ko:K03111	ecly:LI62_02020
ko:K13631	ecly:LI62_02040
ko:K13639	ecly:LI62_02045
ko:K00799	ecly:LI62_02050
ko:K06901	ecly:LI62_02055
ko:K03316	ecly:LI62_02060
ko:K06518	ecly:LI62_02070
ko:K16053	ecly:LI62_06305
ko:K10679	ecly:LI62_06330
ko:K18325	ecly:LI62_06350
ko:K02014	ecly:LI62_06355
ko:K07214	ecly:LI62_06360
ko:K06048	ecly:LI62_06385
ko:K00077	ecly:LI62_06390
ko:K11903	ecly:LI62_06405
ko:K00077	ecly:LI62_06415
ko:K09765	ecly:LI62_06420
ko:K01575	ecly:LI62_06430
ko:K01652	ecly:LI62_06435
ko:K03366	ecly:LI62_06440
ko:K02034	ecly:LI62_06460
ko:K02033	ecly:LI62_06465
ko:K02035	ecly:LI62_06470
ko:K02167	ecly:LI62_06490
ko:K02168	ecly:LI62_06495
ko:K11604	ecly:LI62_06510
ko:K11607	ecly:LI62_06515
ko:K11605	ecly:LI62_06520
ko:K11606	ecly:LI62_06525
ko:K02362	ecly:LI62_06530
ko:K07214	ecly:LI62_06540
ko:K02364	ecly:LI62_06550
ko:K02013	ecly:LI62_06555
ko:K02015	ecly:LI62_06560
ko:K02015	ecly:LI62_06565
ko:K01299	ecly:LI62_10735
ko:K08224	ecly:LI62_10740
ko:K15545	ecly:LI62_10750
