ko:K00805	bcer:BCK_00805
ko:K00626	bcer:BCK_15090
ko:K01182	bcer:BCK_15140
ko:K15770	bcer:BCK_15150
ko:K00841	bcer:BCK_15170
ko:K07098	bcer:BCK_15260
ko:K05822	bcer:BCK_15315
ko:K02049	bcer:BCK_19735
ko:K02050	bcer:BCK_19740
ko:K01759	bcer:BCK_19850
ko:K07706	bcer:BCK_19875
ko:K01077	bcer:BCK_19900
ko:K00567	bcer:BCK_24445
ko:K09815	bcer:BCK_24465
ko:K00657	bcer:BCK_24470
ko:K00274	bcer:BCK_24490
ko:K03406	bcer:BCK_24535
ko:K00657	bcer:BCK_03385
ko:K02755	bcer:BCK_03455
ko:K02756	bcer:BCK_03455
ko:K02757	bcer:BCK_03455
ko:K03488	bcer:BCK_03460
ko:K00059	bcer:BCK_07040
ko:K03593	bcer:BCK_07135
ko:K00939	bcer:BCK_07215
ko:K00657	bcer:BCK_09865
ko:K03406	bcer:BCK_09895
ko:K07117	bcer:BCK_09900
ko:K02428	bcer:BCK_12775
ko:K04076	bcer:BCK_12840
ko:K01719	bcer:BCK_12880
ko:K06402	bcer:BCK_12960
ko:K07584	bcer:BCK_12975
ko:K02004	bcer:BCK_13010
ko:K02004	bcer:BCK_13015
ko:K04518	bcer:BCK_13020
ko:K00034	bcer:BCK_11600
ko:K07105	bcer:BCK_13030
ko:K03635	bcer:BCK_17435
ko:K03593	bcer:BCK_17445
ko:K00059	bcer:BCK_17485
ko:K06976	bcer:BCK_17520
ko:K07034	bcer:BCK_17550
ko:K03406	bcer:BCK_22175
ko:K07729	bcer:BCK_22230
ko:K01119	bcer:BCK_22245
ko:K00010	bcer:BCK_22300
ko:K10217	bcer:BCK_24235
ko:K03498	bcer:BCK_01425
ko:K01297	bcer:BCK_01550
ko:K07052	bcer:BCK_01580
ko:K03647	bcer:BCK_01630
ko:K05816	bcer:BCK_05310
ko:K02443	bcer:BCK_05315
ko:K03406	bcer:BCK_05355
ko:K07192	bcer:BCK_05360
ko:K01387	bcer:BCK_05370
ko:K03574	bcer:BCK_05435
ko:K09825	bcer:BCK_05450
ko:K03499	bcer:BCK_15330
ko:K01092	bcer:BCK_15445
ko:K01958	bcer:BCK_15500
ko:K02274	bcer:BCK_15520
ko:K02862	bcer:BCK_15535
ko:K07177	bcer:BCK_15600
ko:K04517	bcer:BCK_20130
ko:K02033	bcer:BCK_03685
ko:K02035	bcer:BCK_03690
ko:K00564	bcer:BCK_07370
ko:K09698	bcer:BCK_07440
ko:K07067	bcer:BCK_07460
ko:K03317	bcer:BCK_09970
ko:K03455	bcer:BCK_10030
ko:K03406	bcer:BCK_10060
ko:K03406	bcer:BCK_10065
ko:K07729	bcer:BCK_10115
ko:K03294	bcer:BCK_10165
ko:K03406	bcer:BCK_10190
ko:K01243	bcer:BCK_13325
ko:K07104	bcer:BCK_17615
ko:K01387	bcer:BCK_17635
ko:K01489	bcer:BCK_17905
ko:K01270	bcer:BCK_22510
ko:K02004	bcer:BCK_22575
ko:K06994	bcer:BCK_20150
ko:K01916	bcer:BCK_24590
ko:K00059	bcer:BCK_24740
ko:K16012	bcer:BCK_24840
ko:K16013	bcer:BCK_24845
ko:K02010	bcer:BCK_01770
ko:K02236	bcer:BCK_01860
ko:K11085	bcer:BCK_05495
ko:K07586	bcer:BCK_05500
ko:K01784	bcer:BCK_05595
ko:K08978	bcer:BCK_05735
ko:K08724	bcer:BCK_15650
ko:K02824	bcer:BCK_15785
ko:K02823	bcer:BCK_15810
ko:K09680	bcer:BCK_20375
ko:K06889	bcer:BCK_20545
ko:K01281	bcer:BCK_20570
ko:K01607	bcer:BCK_24870
ko:K00274	bcer:BCK_24920
ko:K00016	bcer:BCK_24925
ko:K01262	bcer:BCK_25105
ko:K01489	bcer:BCK_25125
ko:K01619	bcer:BCK_25140
ko:K08152	bcer:BCK_03985
ko:K00619	bcer:BCK_04030
ko:K09963	bcer:BCK_04060
ko:K03294	bcer:BCK_04090
ko:K02033	bcer:BCK_04170
ko:K02005	bcer:BCK_04180
ko:K02004	bcer:BCK_04190
ko:K03708	bcer:BCK_07485
ko:K02619	bcer:BCK_07520
ko:K02499	bcer:BCK_07595
ko:K09685	bcer:BCK_07645
ko:K07729	bcer:BCK_10250
ko:K00016	bcer:BCK_10275
ko:K07035	bcer:BCK_10280
ko:K04488	bcer:BCK_10360
ko:K02446	bcer:BCK_10450
ko:K07104	bcer:BCK_13400
ko:K01724	bcer:BCK_13405
ko:K01077	bcer:BCK_13460
ko:K06948	bcer:BCK_13505
ko:K02238	bcer:BCK_13555
ko:K01607	bcer:BCK_18010
ko:K16509	bcer:BCK_18185
ko:K09702	bcer:BCK_22760
ko:K07052	bcer:BCK_22805
ko:K03825	bcer:BCK_22845
ko:K06994	bcer:BCK_22870
ko:K03406	bcer:BCK_27493
ko:K11069	bcer:BCK_01945
ko:K11071	bcer:BCK_01955
ko:K11072	bcer:BCK_01960
ko:K09607	bcer:BCK_01970
ko:K13280	bcer:BCK_02000
ko:K07729	bcer:BCK_02045
ko:K01104	bcer:BCK_05790
ko:K06902	bcer:BCK_05860
ko:K07729	bcer:BCK_05870
ko:K02049	bcer:BCK_05920
ko:K03406	bcer:BCK_05940
ko:K01478	bcer:BCK_06020
ko:K03406	bcer:BCK_06030
ko:K02028	bcer:BCK_06035
ko:K03635	bcer:BCK_11580
ko:K00949	bcer:BCK_15950
ko:K06414	bcer:BCK_15955
ko:K07030	bcer:BCK_15970
ko:K00059	bcer:BCK_15995
ko:K09787	bcer:BCK_16020
ko:K01489	bcer:BCK_20595
ko:K15986	bcer:BCK_20745
ko:K07052	bcer:BCK_25155
ko:K01259	bcer:BCK_25220
ko:K07304	bcer:BCK_25355
ko:K16786	bcer:BCK_07175
ko:K00090	bcer:BCK_10735
ko:K03491	bcer:BCK_04225
ko:K09963	bcer:BCK_04230
ko:K07491	bcer:BCK_04255
ko:K07258	bcer:BCK_07805
ko:K00088	bcer:BCK_07810
ko:K06346	bcer:BCK_07865
ko:K07052	bcer:BCK_10540
ko:K01835	bcer:BCK_10650
ko:K07570	bcer:BCK_10750
ko:K01489	bcer:BCK_13675
ko:K13300	bcer:BCK_13720
ko:K02076	bcer:BCK_13775
ko:K01934	bcer:BCK_13845
ko:K00845	bcer:BCK_13855
ko:K01760	bcer:BCK_13890
ko:K00548	bcer:BCK_13905
ko:K00033	bcer:BCK_18235
ko:K00616	bcer:BCK_18240
ko:K00851	bcer:BCK_18250
ko:K07404	bcer:BCK_18255
ko:K02116	bcer:BCK_18335
ko:K01759	bcer:BCK_18425
ko:K01104	bcer:BCK_18445
ko:K01560	bcer:BCK_18455
ko:K00059	bcer:BCK_18490
ko:K00158	bcer:BCK_22940
ko:K02033	bcer:BCK_22950
ko:K02004	bcer:BCK_22965
ko:K02026	bcer:BCK_25500
ko:K07816	bcer:BCK_02345
ko:K16509	bcer:BCK_02400
ko:K02035	bcer:BCK_02410
ko:K10823	bcer:BCK_02420
ko:K15583	bcer:BCK_02425
ko:K15582	bcer:BCK_02430
ko:K06325	bcer:BCK_06105
ko:K06325	bcer:BCK_06110
ko:K03386	bcer:BCK_06175
ko:K03317	bcer:BCK_06250
ko:K00135	bcer:BCK_06275
ko:K02433	bcer:BCK_06305
ko:K06183	bcer:BCK_11650
ko:K01439	bcer:BCK_11660
ko:K03810	bcer:BCK_11840
ko:K01259	bcer:BCK_11850
ko:K04767	bcer:BCK_11860
ko:K09764	bcer:BCK_16190
ko:K03177	bcer:BCK_16200
ko:K02056	bcer:BCK_16290
ko:K00059	bcer:BCK_16315
ko:K01771	bcer:BCK_16440
ko:K06313	bcer:BCK_21140
ko:K00845	bcer:BCK_25465
ko:K00917	bcer:BCK_25470
ko:K03574	bcer:BCK_25555
ko:K00027	bcer:BCK_25620
ko:K16787	bcer:BCK_07170
ko:K16785	bcer:BCK_07165
ko:K03153	bcer:BCK_04485
ko:K15599	bcer:BCK_04500
ko:K03307	bcer:BCK_04605
ko:K07668	bcer:BCK_07960
ko:K07652	bcer:BCK_07965
ko:K01784	bcer:BCK_08080
ko:K00016	bcer:BCK_10780
ko:K00700	bcer:BCK_10795
ko:K02552	bcer:BCK_10855
ko:K08680	bcer:BCK_10865
ko:K02549	bcer:BCK_10880
ko:K02243	bcer:BCK_13960
ko:K02244	bcer:BCK_13965
ko:K02245	bcer:BCK_13970
ko:K02246	bcer:BCK_13975
ko:K02248	bcer:BCK_13985
ko:K02249	bcer:BCK_13990
ko:K07025	bcer:BCK_14170
ko:K03976	bcer:BCK_18525
ko:K06889	bcer:BCK_18540
ko:K11031	bcer:BCK_18620
ko:K00058	bcer:BCK_18760
ko:K07533	bcer:BCK_23210
ko:K06377	bcer:BCK_23300
ko:K05813	bcer:BCK_05295
ko:K07533	bcer:BCK_02535
ko:K00819	bcer:BCK_02620
ko:K00294	bcer:BCK_06365
ko:K07094	bcer:BCK_06390
ko:K01784	bcer:BCK_06510
ko:K02116	bcer:BCK_08800
ko:K01104	bcer:BCK_08990
ko:K06286	bcer:BCK_11950
ko:K04750	bcer:BCK_11975
ko:K00059	bcer:BCK_12090
ko:K07729	bcer:BCK_12105
ko:K00027	bcer:BCK_12205
ko:K01258	bcer:BCK_16520
ko:K07017	bcer:BCK_16560
ko:K07213	bcer:BCK_16595
ko:K07098	bcer:BCK_16615
ko:K03436	bcer:BCK_16650
ko:K00882	bcer:BCK_16655
ko:K03713	bcer:BCK_16720
ko:K07025	bcer:BCK_21240
ko:K07214	bcer:BCK_21360
ko:K00657	bcer:BCK_21445
ko:K01679	bcer:BCK_25755
ko:K02010	bcer:BCK_25905
ko:K05845	bcer:BCK_23435
ko:K05846	bcer:BCK_23435
ko:K00033	bcer:BCK_23465
ko:K11637	bcer:BCK_03650
ko:K07052	bcer:BCK_02785
ko:K07098	bcer:BCK_02830
ko:K07004	bcer:BCK_02960
ko:K08981	bcer:BCK_02995
ko:K09167	bcer:BCK_03000
ko:K08981	bcer:BCK_03020
ko:K09167	bcer:BCK_03025
ko:K07052	bcer:BCK_06590
ko:K01409	bcer:BCK_06610
ko:K03095	bcer:BCK_06630
ko:K03294	bcer:BCK_06700
ko:K01784	bcer:BCK_09070
ko:K02005	bcer:BCK_09110
ko:K02004	bcer:BCK_09120
ko:K05020	bcer:BCK_09190
ko:K03317	bcer:BCK_09210
ko:K07658	bcer:BCK_12275
ko:K10563	bcer:BCK_12290
ko:K03346	bcer:BCK_12320
ko:K11144	bcer:BCK_12325
ko:K07052	bcer:BCK_12415
ko:K03471	bcer:BCK_12465
ko:K01119	bcer:BCK_16760
ko:K09976	bcer:BCK_16795
ko:K06196	bcer:BCK_16895
ko:K01479	bcer:BCK_16965
ko:K03307	bcer:BCK_16985
ko:K01580	bcer:BCK_21520
ko:K06320	bcer:BCK_19190
ko:K10810	bcer:BCK_04490
ko:K03499	bcer:BCK_04660
ko:K07729	bcer:BCK_04680
ko:K03406	bcer:BCK_04735
ko:K09607	bcer:BCK_04790
ko:K00616	bcer:BCK_04795
ko:K10439	bcer:BCK_04800
ko:K10440	bcer:BCK_04805
ko:K00852	bcer:BCK_04820
ko:K02033	bcer:BCK_04855
ko:K02035	bcer:BCK_04865
ko:K09153	bcer:BCK_08220
ko:K01560	bcer:BCK_08315
ko:K00625	bcer:BCK_08420
ko:K02004	bcer:BCK_11010
ko:K02050	bcer:BCK_11230
ko:K02049	bcer:BCK_11235
ko:K02051	bcer:BCK_11240
ko:K00929	bcer:BCK_14360
ko:K02004	bcer:BCK_18870
ko:K06988	bcer:BCK_18965
ko:K14338	bcer:BCK_18985
ko:K01759	bcer:BCK_19025
ko:K03299	bcer:BCK_23470
ko:K00851	bcer:BCK_23475
ko:K13953	bcer:BCK_23500
ko:K02480	bcer:BCK_23520
ko:K05989	bcer:BCK_23645
ko:K01259	bcer:BCK_23735
ko:K07533	bcer:BCK_03080
ko:K02443	bcer:BCK_03140
ko:K03698	bcer:BCK_03180
ko:K01607	bcer:BCK_03205
ko:K00575	bcer:BCK_03265
ko:K03090	bcer:BCK_03280
ko:K02033	bcer:BCK_06770
ko:K02035	bcer:BCK_06775
ko:K02035	bcer:BCK_06780
ko:K02035	bcer:BCK_06945
ko:K01222	bcer:BCK_09355
ko:K03478	bcer:BCK_09360
ko:K02240	bcer:BCK_09430
ko:K02242	bcer:BCK_09435
ko:K06147	bcer:BCK_09490
ko:K07729	bcer:BCK_09525
ko:K06023	bcer:BCK_09580
ko:K08974	bcer:BCK_09610
ko:K09762	bcer:BCK_09630
ko:K00241	bcer:BCK_12640
ko:K00666	bcer:BCK_17105
ko:K00626	bcer:BCK_17120
ko:K06147	bcer:BCK_17180
ko:K02342	bcer:BCK_17195
ko:K04750	bcer:BCK_17275
ko:K01243	bcer:BCK_22040
ko:K16789	bcer:BCK_11080
ko:K00805	bcer:BCK_00815
ko:K01823	bcer:BCK_00880
ko:K01424	bcer:BCK_00900
ko:K07052	bcer:BCK_00950
ko:K05337	bcer:BCK_00965
ko:K03784	bcer:BCK_01060
ko:K03783	bcer:BCK_14760
ko:K07258	bcer:BCK_14815
ko:K03768	bcer:BCK_14890
ko:K09763	bcer:BCK_14905
ko:K02564	bcer:BCK_14935
ko:K11189	bcer:BCK_14960
ko:K08483	bcer:BCK_14965
ko:K08964	bcer:BCK_15010
ko:K08969	bcer:BCK_15025
ko:K06201	bcer:BCK_19430
ko:K02004	bcer:BCK_19625
ko:K02004	bcer:BCK_19630
ko:K01759	bcer:BCK_24055
ko:K06976	bcer:BCK_24110
ko:K04073	bcer:BCK_24225
ko:K00452	bcer:BCK_24250
ko:K10041	bcer:BCK_04960
ko:K01226	bcer:BCK_04990
ko:K03486	bcer:BCK_05000
ko:K04748	bcer:BCK_05030
ko:K00639	bcer:BCK_05050
ko:K08234	bcer:BCK_05110
ko:K03294	bcer:BCK_05170
ko:K01480	bcer:BCK_08505
ko:K00626	bcer:BCK_08630
ko:K03048	bcer:BCK_08655
ko:K02446	bcer:BCK_08685
ko:K02116	bcer:BCK_11315
ko:K02004	bcer:BCK_11460
ko:K03455	bcer:BCK_11475
ko:K00784	bcer:BCK_14495
ko:K01119	bcer:BCK_14580
ko:K00652	bcer:BCK_14605
ko:K06889	bcer:BCK_14660
ko:K01081	bcer:BCK_14690
ko:K01515	bcer:BCK_14720
ko:K03711	bcer:BCK_14735
ko:K04763	bcer:BCK_14745
ko:K02004	bcer:BCK_19160
ko:K09702	bcer:BCK_19285
ko:K00121	bcer:BCK_19335
ko:K03635	bcer:BCK_23950
ko:K00374	bcer:BCK_23975
ko:K15583	bcer:BCK_06985
ko:K01985	bcer:BCK_r26162
ko:K07979	bcer:BCK_14810
ko:K04757	bcer:BCK_03285
ko:K07250	bcer:BCK_06285
ko:K01985	bcer:BCK_r26166
ko:K15600	bcer:BCK_04505
ko:K08777	bcer:BCK_10050
ko:K06595	bcer:BCK_08240
ko:K02277	bcer:BCK_15530
ko:K02025	bcer:BCK_25505
ko:K07705	bcer:BCK_08150
ko:K16698	bcer:BCK_09015
ko:K02032	bcer:BCK_06755
ko:K02033	bcer:BCK_06995
ko:K13052	bcer:BCK_07575
ko:K15580	bcer:BCK_25425
ko:K13281	bcer:BCK_08615
ko:K06378	bcer:BCK_14820
ko:K06415	bcer:BCK_04325
ko:K00634	bcer:BCK_14350
ko:K03429	bcer:BCK_05575
ko:K02303	bcer:BCK_01245
ko:K20107	bcer:BCK_05980
ko:K20108	bcer:BCK_05980
ko:K10947	bcer:BCK_17955
ko:K10947	bcer:BCK_16730
ko:K00128	bcer:BCK_01965
ko:K00128	bcer:BCK_17490
ko:K00128	bcer:BCK_20715
ko:K08166	bcer:BCK_02815
ko:K16962	bcer:BCK_17600
ko:K11636	bcer:BCK_25070
ko:K16044	bcer:BCK_17270
ko:K00131	bcer:BCK_03950
ko:K01834	bcer:BCK_10410
ko:K01834	bcer:BCK_24205
ko:K01834	bcer:BCK_16505
ko:K01834	bcer:BCK_16570
ko:K01834	bcer:BCK_22535
ko:K01834	bcer:BCK_25850
ko:K14235	bcer:BCK_t25960
ko:K14224	bcer:BCK_t25954
ko:K14224	bcer:BCK_t26064
ko:K14224	bcer:BCK_t26046
ko:K14224	bcer:BCK_t26104
ko:K14224	bcer:BCK_t26020
ko:K14224	bcer:BCK_t26088
ko:K14224	bcer:BCK_t26154
ko:K02030	bcer:BCK_06040
ko:K14237	bcer:BCK_t25952
ko:K02030	bcer:BCK_14415
ko:K12263	bcer:BCK_09465
ko:K06351	bcer:BCK_19445
ko:K11636	bcer:BCK_24585
ko:K11636	bcer:BCK_10955
ko:K11636	bcer:BCK_10965
ko:K11636	bcer:BCK_10970
ko:K11636	bcer:BCK_21825
ko:K00355	bcer:BCK_18605
ko:K01271	bcer:BCK_12145
ko:K16786	bcer:BCK_21645
ko:K16787	bcer:BCK_21645
ko:K16881	bcer:BCK_13835
ko:K11635	bcer:BCK_10960
ko:K11635	bcer:BCK_21830
ko:K11635	bcer:BCK_25075
ko:K11991	bcer:BCK_07765
ko:K16963	bcer:BCK_17605
ko:K08302	bcer:BCK_25475
ko:K00951	bcer:BCK_13155
ko:K00265	bcer:BCK_05485
ko:K02803	bcer:BCK_05625
ko:K02804	bcer:BCK_05625
ko:K16899	bcer:BCK_02680
ko:K16898	bcer:BCK_02675
ko:K16869	bcer:BCK_08425
ko:K01426	bcer:BCK_24285
ko:K01426	bcer:BCK_24935
ko:K01426	bcer:BCK_21860
ko:K00355	bcer:BCK_10480
ko:K16786	bcer:BCK_18580
ko:K16787	bcer:BCK_18580
ko:K16785	bcer:BCK_18575
ko:K15555	bcer:BCK_20270
ko:K01985	bcer:BCK_r26182
ko:K01985	bcer:BCK_r26170
ko:K01985	bcer:BCK_r26174
ko:K01985	bcer:BCK_r26172
ko:K01985	bcer:BCK_r26168
ko:K01985	bcer:BCK_r26184
ko:K01985	bcer:BCK_r26178
ko:K01985	bcer:BCK_r26164
ko:K01985	bcer:BCK_r26186
ko:K01985	bcer:BCK_r26180
ko:K01985	bcer:BCK_r26176
ko:K14227	bcer:BCK_t25958
ko:K16924	bcer:BCK_21650
ko:K16927	bcer:BCK_18585
ko:K07260	bcer:BCK_10895
ko:K13075	bcer:BCK_17970
ko:K06421	bcer:BCK_01830
ko:K13730	bcer:BCK_01735
ko:K02003	bcer:BCK_04185
ko:K14234	bcer:BCK_t25962
ko:K14234	bcer:BCK_t26114
ko:K14234	bcer:BCK_t26084
ko:K14234	bcer:BCK_t26142
ko:K14234	bcer:BCK_t26010
ko:K16937	bcer:BCK_07065
ko:K16937	bcer:BCK_13445
ko:K14237	bcer:BCK_t25992
ko:K14237	bcer:BCK_t26018
ko:K14237	bcer:BCK_t26044
ko:K14237	bcer:BCK_t26062
ko:K14237	bcer:BCK_t26086
ko:K14237	bcer:BCK_t26112
ko:K16901	bcer:BCK_24265
ko:K14236	bcer:BCK_t25990
ko:K01977	bcer:BCK_r26188
ko:K01977	bcer:BCK_r26202
ko:K01977	bcer:BCK_r26210
ko:K01977	bcer:BCK_r26194
ko:K01977	bcer:BCK_r26190
ko:K01977	bcer:BCK_r26200
ko:K01977	bcer:BCK_r26206
ko:K01977	bcer:BCK_r26212
ko:K01977	bcer:BCK_r26204
ko:K01977	bcer:BCK_r26208
ko:K01977	bcer:BCK_r26192
ko:K01977	bcer:BCK_r26198
ko:K01977	bcer:BCK_r26196
ko:K01980	bcer:BCK_r26216
ko:K01980	bcer:BCK_r26234
ko:K01980	bcer:BCK_r26228
ko:K01980	bcer:BCK_r26226
ko:K01980	bcer:BCK_r26236
ko:K01980	bcer:BCK_r26238
ko:K01980	bcer:BCK_r26224
ko:K01980	bcer:BCK_r26218
ko:K01980	bcer:BCK_r26214
ko:K01980	bcer:BCK_r26232
ko:K01980	bcer:BCK_r26222
ko:K01980	bcer:BCK_r26220
ko:K01980	bcer:BCK_r26230
ko:K03574	bcer:BCK_19595
ko:K01897	bcer:BCK_02870
ko:K11070	bcer:BCK_01950
ko:K11033	bcer:BCK_25180
ko:K17103	bcer:BCK_03440
ko:K01992	bcer:BCK_05465
ko:K01990	bcer:BCK_23680
ko:K01990	bcer:BCK_18480
ko:K01992	bcer:BCK_23675
ko:K16922	bcer:BCK_19150
ko:K01992	bcer:BCK_08360
ko:K14233	bcer:BCK_t26022
ko:K01990	bcer:BCK_05475
ko:K01990	bcer:BCK_03050
ko:K14222	bcer:BCK_t27705
ko:K01992	bcer:BCK_17295
ko:K01992	bcer:BCK_18485
ko:K01992	bcer:BCK_03965
ko:K01992	bcer:BCK_05470
ko:K01664	bcer:BCK_07525
ko:K01992	bcer:BCK_20360
ko:K01992	bcer:BCK_08945
ko:K01992	bcer:BCK_12685
ko:K01992	bcer:BCK_14080
ko:K01992	bcer:BCK_14085
ko:K01992	bcer:BCK_14090
ko:K01992	bcer:BCK_14095
ko:K01990	bcer:BCK_01600
ko:K01990	bcer:BCK_08935
ko:K01990	bcer:BCK_12680
ko:K01990	bcer:BCK_14075
ko:K01990	bcer:BCK_17095
ko:K01990	bcer:BCK_20355
ko:K17217	bcer:BCK_13335
ko:K17216	bcer:BCK_13330
ko:K01897	bcer:BCK_12600
ko:K17103	bcer:BCK_01295
ko:K17218	bcer:BCK_22160
ko:K06298	bcer:BCK_12765
ko:K08986	bcer:BCK_24380
ko:K04091	bcer:BCK_20285
ko:K01537	bcer:BCK_15875
ko:K14231	bcer:BCK_t25964
ko:K14231	bcer:BCK_t26140
ko:K14231	bcer:BCK_t26012
ko:K14231	bcer:BCK_t26108
ko:K17462	bcer:BCK_13320
ko:K14230	bcer:BCK_t26130
ko:K14230	bcer:BCK_t26090
ko:K02029	bcer:BCK_14420
ko:K01537	bcer:BCK_05800
ko:K01992	bcer:BCK_03045
ko:K02028	bcer:BCK_14425
ko:K01992	bcer:BCK_16875
ko:K01992	bcer:BCK_22135
ko:K07260	bcer:BCK_22215
ko:K10947	bcer:BCK_14155
ko:K10947	bcer:BCK_15055
ko:K03574	bcer:BCK_05040
ko:K03574	bcer:BCK_09615
ko:K03574	bcer:BCK_19500
ko:K03574	bcer:BCK_21390
ko:K14230	bcer:BCK_t26136
ko:K14230	bcer:BCK_t26028
ko:K14230	bcer:BCK_t26016
ko:K14230	bcer:BCK_t25968
ko:K01992	bcer:BCK_08585
ko:K01992	bcer:BCK_18080
ko:K01992	bcer:BCK_25655
ko:K19309	bcer:BCK_14485
ko:K14228	bcer:BCK_t25996
ko:K14222	bcer:BCK_t25998
ko:K14219	bcer:BCK_t26110
ko:K01990	bcer:BCK_08580
ko:K01990	bcer:BCK_14805
ko:K01990	bcer:BCK_17290
ko:K01990	bcer:BCK_18075
ko:K01990	bcer:BCK_12565
ko:K01990	bcer:BCK_22140
ko:K01990	bcer:BCK_25660
ko:K10112	bcer:BCK_15135
ko:K10112	bcer:BCK_25520
ko:K14227	bcer:BCK_t26100
ko:K14227	bcer:BCK_t26148
ko:K14227	bcer:BCK_t26094
ko:K01992	bcer:BCK_01585
ko:K05592	bcer:BCK_22590
ko:K17472	bcer:BCK_13205
ko:K14219	bcer:BCK_t26158
ko:K14229	bcer:BCK_t25986
ko:K14229	bcer:BCK_t26056
ko:K14229	bcer:BCK_t26102
ko:K14229	bcer:BCK_t26082
ko:K14229	bcer:BCK_t26144
ko:K14229	bcer:BCK_t26038
ko:K14230	bcer:BCK_t26132
ko:K15923	bcer:BCK_19165
ko:K14236	bcer:BCK_t26060
ko:K14236	bcer:BCK_t26008
ko:K17686	bcer:BCK_16600
ko:K02027	bcer:BCK_25510
ko:K14218	bcer:BCK_t25974
ko:K14218	bcer:BCK_t26052
ko:K14218	bcer:BCK_t26128
ko:K14218	bcer:BCK_t26092
ko:K14218	bcer:BCK_t26098
ko:K14218	bcer:BCK_t26070
ko:K14233	bcer:BCK_t25972
ko:K14233	bcer:BCK_t26134
ko:K14233	bcer:BCK_t25970
ko:K14233	bcer:BCK_t26096
ko:K14228	bcer:BCK_t26036
ko:K14235	bcer:BCK_t26006
ko:K01739	bcer:BCK_13895
ko:K14228	bcer:BCK_t25984
ko:K14228	bcer:BCK_t26080
ko:K14228	bcer:BCK_t26118
ko:K14228	bcer:BCK_t25980
ko:K14228	bcer:BCK_t26122
ko:K14228	bcer:BCK_t26076
ko:K14220	bcer:BCK_t25956
ko:K14220	bcer:BCK_t26050
ko:K14220	bcer:BCK_t26068
ko:K14220	bcer:BCK_t26150
ko:K14220	bcer:BCK_t26024
ko:K07979	bcer:BCK_14070
ko:K17836	bcer:BCK_22475
ko:K06518	bcer:BCK_16855
ko:K14225	bcer:BCK_t25982
ko:K14225	bcer:BCK_t26000
ko:K14225	bcer:BCK_t26120
ko:K14225	bcer:BCK_t26078
ko:K14225	bcer:BCK_t26054
ko:K07284	bcer:BCK_11065
ko:K17828	bcer:BCK_15815
ko:K01658	bcer:BCK_02155
ko:K11928	bcer:BCK_02175
ko:K00537	bcer:BCK_10295
ko:K17837	bcer:BCK_18045
ko:K01843	bcer:BCK_23340
ko:K12574	bcer:BCK_00380
ko:K12574	bcer:BCK_15345
ko:K12574	bcer:BCK_16260
ko:K18115	bcer:BCK_17475
ko:K14232	bcer:BCK_t25976
ko:K14232	bcer:BCK_t26072
ko:K14232	bcer:BCK_t26126
ko:K14232	bcer:BCK_t26032
ko:K14219	bcer:BCK_t25978
ko:K14219	bcer:BCK_t26124
ko:K14219	bcer:BCK_t26074
ko:K14219	bcer:BCK_t26034
ko:K14225	bcer:BCK_t25994
ko:K14225	bcer:BCK_t26156
ko:K14225	bcer:BCK_t26030
ko:K14225	bcer:BCK_t26146
ko:K14234	bcer:BCK_t26066
ko:K14230	bcer:BCK_t26160
ko:K00661	bcer:BCK_18415
ko:K01069	bcer:BCK_22155
ko:K14221	bcer:BCK_t25966
ko:K14221	bcer:BCK_t26138
ko:K14221	bcer:BCK_t26014
ko:K14221	bcer:BCK_t26026
ko:K14221	bcer:BCK_t26042
ko:K14221	bcer:BCK_t26106
ko:K14226	bcer:BCK_t26116
ko:K14226	bcer:BCK_t26004
ko:K01791	bcer:BCK_09395
ko:K01183	bcer:BCK_05905
ko:K01183	bcer:BCK_16620
ko:K01187	bcer:BCK_05985
ko:K07284	bcer:BCK_04715
ko:K14223	bcer:BCK_t25988
ko:K14223	bcer:BCK_t26040
ko:K14223	bcer:BCK_t26058
ko:K14223	bcer:BCK_t26002
ko:K18104	bcer:BCK_24765
ko:K02479	bcer:BCK_23515
ko:K00104	bcer:BCK_01905
ko:K01759	bcer:BCK_09310
ko:K08168	bcer:BCK_12750
ko:K21379	bcer:BCK_24820
ko:K18220	bcer:BCK_19665
ko:K00102	bcer:BCK_17680
ko:K08221	bcer:BCK_08495
ko:K07003	bcer:BCK_11405
ko:K05303	bcer:BCK_02305
ko:K00004	bcer:BCK_04780
ko:K01286	bcer:BCK_10210
ko:K00004	bcer:BCK_18960
ko:K01046	bcer:BCK_10825
ko:K17910	bcer:BCK_01490
ko:K01286	bcer:BCK_24790
ko:K01286	bcer:BCK_24295
ko:K17910	bcer:BCK_24115
ko:K00663	bcer:BCK_20085
ko:K07222	bcer:BCK_18000
ko:K03206	bcer:BCK_23455
ko:K05396	bcer:BCK_18905
ko:K07145	bcer:BCK_12535
ko:K07145	bcer:BCK_19975
ko:K21472	bcer:BCK_10395
ko:K03719	bcer:BCK_01570
ko:K03719	bcer:BCK_20520
ko:K03719	bcer:BCK_26553
ko:K00632	bcer:BCK_10225
ko:K01286	bcer:BCK_02005
ko:K02809	bcer:BCK_04065
ko:K02810	bcer:BCK_04065
ko:K18118	bcer:BCK_25275
ko:K21993	bcer:BCK_16610
ko:K18231	bcer:BCK_09500
ko:K18234	bcer:BCK_21700
ko:K19302	bcer:BCK_21595
ko:K06418	bcer:BCK_19340
ko:K19449	bcer:BCK_01980
