ko:K07050	bsf:BSS2_I1026
ko:K06980	bsf:BSS2_I0649
ko:K01465	bsf:BSS2_I0650
ko:K06895	bsf:BSS2_I0656
ko:K01883	bsf:BSS2_I0659
ko:K01649	bsf:BSS2_I0661
ko:K05786	bsf:BSS2_I0662
ko:K02528	bsf:BSS2_I0664
ko:K00097	bsf:BSS2_I0665
ko:K03771	bsf:BSS2_I0666
ko:K04744	bsf:BSS2_I0667
ko:K11720	bsf:BSS2_I0668
ko:K07091	bsf:BSS2_I0669
ko:K01255	bsf:BSS2_I0671
ko:K02339	bsf:BSS2_I0672
ko:K02001	bsf:BSS2_I1533
ko:K02000	bsf:BSS2_I1534
ko:K12372	bsf:BSS2_I1535
ko:K12371	bsf:BSS2_I1536
ko:K12370	bsf:BSS2_I1537
ko:K12369	bsf:BSS2_I1538
ko:K00566	bsf:BSS2_I1543
ko:K06975	bsf:BSS2_I1546
ko:K13588	bsf:BSS2_I1549
ko:K13584	bsf:BSS2_I1551
ko:K07270	bsf:BSS2_I1557
ko:K07289	bsf:BSS2_I1560
ko:K11074	bsf:BSS2_I1561
ko:K11075	bsf:BSS2_I1562
ko:K11076	bsf:BSS2_I1563
ko:K11073	bsf:BSS2_I1564
ko:K07110	bsf:BSS2_I1565
ko:K01637	bsf:BSS2_I1566
ko:K00076	bsf:BSS2_I1570
ko:K16079	bsf:BSS2_I1574
ko:K17205	bsf:BSS2_I1580
ko:K17206	bsf:BSS2_I1581
ko:K17207	bsf:BSS2_I1582
ko:K01840	bsf:BSS2_II0331
ko:K00088	bsf:BSS2_II0334
ko:K04761	bsf:BSS2_II0337
ko:K03781	bsf:BSS2_II0338
ko:K03500	bsf:BSS2_II0341
ko:K01243	bsf:BSS2_II0343
ko:K01951	bsf:BSS2_II0344
ko:K07733	bsf:BSS2_II0346
ko:K07230	bsf:BSS2_II0364
ko:K07243	bsf:BSS2_II0366
ko:K00925	bsf:BSS2_II0369
ko:K01999	bsf:BSS2_II0375
ko:K01997	bsf:BSS2_II0376
ko:K01996	bsf:BSS2_II0377
ko:K00059	bsf:BSS2_II0378
ko:K00014	bsf:BSS2_II0379
ko:K00135	bsf:BSS2_II0381
ko:K01999	bsf:BSS2_II0382
ko:K02034	bsf:BSS2_II0958
ko:K02033	bsf:BSS2_II0959
ko:K02035	bsf:BSS2_II0960
ko:K00059	bsf:BSS2_II0961
ko:K00128	bsf:BSS2_II0962
ko:K08169	bsf:BSS2_II0965
ko:K02914	bsf:BSS2_II0969
ko:K03536	bsf:BSS2_II0970
ko:K03217	bsf:BSS2_II0971
ko:K03978	bsf:BSS2_II0972
ko:K00930	bsf:BSS2_II0973
ko:K07025	bsf:BSS2_II0974
ko:K06966	bsf:BSS2_II0975
ko:K00674	bsf:BSS2_II0976
ko:K01439	bsf:BSS2_II0979
ko:K06173	bsf:BSS2_II0981
ko:K00604	bsf:BSS2_II0982
ko:K01462	bsf:BSS2_II0983
ko:K09760	bsf:BSS2_II0984
ko:K10112	bsf:BSS2_II1120
ko:K02051	bsf:BSS2_II1123
ko:K02049	bsf:BSS2_II1124
ko:K02050	bsf:BSS2_II1125
ko:K16087	bsf:BSS2_II1127
ko:K01999	bsf:BSS2_II1130
ko:K01997	bsf:BSS2_II1131
ko:K01995	bsf:BSS2_II1132
ko:K01996	bsf:BSS2_II1133
ko:K03977	bsf:BSS2_I0368
ko:K16264	bsf:BSS2_I0488
ko:K06996	bsf:BSS2_I0489
ko:K01006	bsf:BSS2_I0490
ko:K03523	bsf:BSS2_I0495
ko:K01483	bsf:BSS2_I0496
ko:K07127	bsf:BSS2_I0497
ko:K01711	bsf:BSS2_I0509
ko:K01840	bsf:BSS2_I0521
ko:K00971	bsf:BSS2_I0522
ko:K12995	bsf:BSS2_I0524
ko:K10441	bsf:BSS2_I0525
ko:K10440	bsf:BSS2_I0527
ko:K10439	bsf:BSS2_I0528
ko:K01805	bsf:BSS2_I0531
ko:K00854	bsf:BSS2_I0532
ko:K02529	bsf:BSS2_I0533
ko:K02167	bsf:BSS2_I0538
ko:K07341	bsf:BSS2_I0541
ko:K03284	bsf:BSS2_I0543
ko:K03449	bsf:BSS2_I0545
ko:K06915	bsf:BSS2_I0547
ko:K01560	bsf:BSS2_I0549
ko:K04564	bsf:BSS2_I0550
ko:K01354	bsf:BSS2_I0552
ko:K09988	bsf:BSS2_I1418
ko:K00479	bsf:BSS2_I1419
ko:K06193	bsf:BSS2_I1421
ko:K08281	bsf:BSS2_I1422
ko:K09799	bsf:BSS2_I1423
ko:K01442	bsf:BSS2_I1426
ko:K09807	bsf:BSS2_I1433
ko:K09160	bsf:BSS2_I1435
ko:K03086	bsf:BSS2_I1437
ko:K03324	bsf:BSS2_I1439
ko:K09117	bsf:BSS2_I1440
ko:K01956	bsf:BSS2_I1441
ko:K07054	bsf:BSS2_I1443
ko:K01955	bsf:BSS2_I1446
ko:K02471	bsf:BSS2_I1448
ko:K03704	bsf:BSS2_I1450
ko:K00799	bsf:BSS2_I1451
ko:K00812	bsf:BSS2_I1452
ko:K00384	bsf:BSS2_I1457
ko:K03498	bsf:BSS2_I1458
ko:K12989	bsf:BSS2_I1461
ko:K03624	bsf:BSS2_I1462
ko:K09922	bsf:BSS2_I1466
ko:K10806	bsf:BSS2_I1468
ko:K03702	bsf:BSS2_I1470
ko:K03704	bsf:BSS2_I1471
ko:K02484	bsf:BSS2_II0215
ko:K00380	bsf:BSS2_II0219
ko:K03734	bsf:BSS2_II0220
ko:K02164	bsf:BSS2_II0232
ko:K02305	bsf:BSS2_II0234
ko:K04561	bsf:BSS2_II0235
ko:K04748	bsf:BSS2_II0236
ko:K02448	bsf:BSS2_II0237
ko:K00368	bsf:BSS2_II0246
ko:K03435	bsf:BSS2_II0249
ko:K10543	bsf:BSS2_II0250
ko:K10545	bsf:BSS2_II0252
ko:K10544	bsf:BSS2_II0253
ko:K00039	bsf:BSS2_II0254
ko:K00376	bsf:BSS2_II0260
ko:K07218	bsf:BSS2_II0261
ko:K03734	bsf:BSS2_II0265
ko:K07234	bsf:BSS2_II0268
ko:K02051	bsf:BSS2_II0269
ko:K02050	bsf:BSS2_II0270
ko:K02049	bsf:BSS2_II0271
ko:K00101	bsf:BSS2_II0872
ko:K01999	bsf:BSS2_II0904
ko:K01995	bsf:BSS2_II0905
ko:K01996	bsf:BSS2_II0906
ko:K01997	bsf:BSS2_II0907
ko:K01998	bsf:BSS2_II0908
ko:K02073	bsf:BSS2_II0911
ko:K02071	bsf:BSS2_II0912
ko:K02072	bsf:BSS2_II0913
ko:K02970	bsf:BSS2_II0917
ko:K00325	bsf:BSS2_II0922
ko:K00324	bsf:BSS2_II0923
ko:K00324	bsf:BSS2_II0924
ko:K04046	bsf:BSS2_I0369
ko:K02116	bsf:BSS2_I0374
ko:K02108	bsf:BSS2_I0375
ko:K02110	bsf:BSS2_I0376
ko:K02109	bsf:BSS2_I0377
ko:K02109	bsf:BSS2_I0378
ko:K03470	bsf:BSS2_I0379
ko:K00919	bsf:BSS2_I0387
ko:K03313	bsf:BSS2_I0390
ko:K02523	bsf:BSS2_I0394
ko:K01878	bsf:BSS2_I0396
ko:K01879	bsf:BSS2_I0397
ko:K07566	bsf:BSS2_I0398
ko:K01945	bsf:BSS2_I0406
ko:K03179	bsf:BSS2_I0407
ko:K00275	bsf:BSS2_I0408
ko:K00208	bsf:BSS2_I0412
ko:K09778	bsf:BSS2_I0416
ko:K01736	bsf:BSS2_I0418
ko:K14652	bsf:BSS2_I0419
ko:K03602	bsf:BSS2_I0421
ko:K06911	bsf:BSS2_I0425
ko:K01662	bsf:BSS2_I0426
ko:K02058	bsf:BSS2_I1304
ko:K02013	bsf:BSS2_I1306
ko:K02015	bsf:BSS2_I1307
ko:K02016	bsf:BSS2_I1308
ko:K16092	bsf:BSS2_I1309
ko:K13926	bsf:BSS2_I1312
ko:K01993	bsf:BSS2_I1314
ko:K01430	bsf:BSS2_I1318
ko:K01429	bsf:BSS2_I1319
ko:K01428	bsf:BSS2_I1320
ko:K03187	bsf:BSS2_I1321
ko:K03188	bsf:BSS2_I1322
ko:K03189	bsf:BSS2_I1323
ko:K03190	bsf:BSS2_I1324
ko:K08717	bsf:BSS2_I1325
ko:K02009	bsf:BSS2_I1326
ko:K02007	bsf:BSS2_I1327
ko:K16915	bsf:BSS2_I1328
ko:K02008	bsf:BSS2_I1329
ko:K02006	bsf:BSS2_I1330
ko:K06199	bsf:BSS2_I1332
ko:K06998	bsf:BSS2_I1335
ko:K00053	bsf:BSS2_I1340
ko:K03549	bsf:BSS2_I1343
ko:K03474	bsf:BSS2_I1345
ko:K01653	bsf:BSS2_I1348
ko:K01652	bsf:BSS2_I1349
ko:K00791	bsf:BSS2_I1350
ko:K01079	bsf:BSS2_I1351
ko:K07007	bsf:BSS2_I1352
ko:K09937	bsf:BSS2_I1355
ko:K04087	bsf:BSS2_I1356
ko:K04088	bsf:BSS2_I1357
ko:K00033	bsf:BSS2_II0107
ko:K02052	bsf:BSS2_II0108
ko:K02053	bsf:BSS2_II0109
ko:K02054	bsf:BSS2_II0110
ko:K02055	bsf:BSS2_II0111
ko:K02401	bsf:BSS2_II0116
ko:K02417	bsf:BSS2_II0117
ko:K02416	bsf:BSS2_II0119
ko:K02556	bsf:BSS2_II0120
ko:K02391	bsf:BSS2_II0122
ko:K02412	bsf:BSS2_II0123
ko:K02387	bsf:BSS2_II0144
ko:K02388	bsf:BSS2_II0145
ko:K02408	bsf:BSS2_II0146
ko:K02392	bsf:BSS2_II0147
ko:K02386	bsf:BSS2_II0148
ko:K02394	bsf:BSS2_II0149
ko:K02393	bsf:BSS2_II0151
ko:K02415	bsf:BSS2_II0152
ko:K02419	bsf:BSS2_II0153
ko:K07157	bsf:BSS2_II0845
ko:K05838	bsf:BSS2_II0846
ko:K06886	bsf:BSS2_II0850
ko:K01476	bsf:BSS2_II0852
ko:K10680	bsf:BSS2_II0854
ko:K06959	bsf:BSS2_II0856
ko:K00128	bsf:BSS2_II0860
ko:K01433	bsf:BSS2_II0861
ko:K01443	bsf:BSS2_II0863
ko:K00820	bsf:BSS2_II0864
ko:K03710	bsf:BSS2_II0865
ko:K18588	bsf:BSS2_I1092
ko:K00862	bsf:BSS2_II0819
ko:K14230	bsf:BSS2_2274
ko:K14230	bsf:BSS2_2414
ko:K14230	bsf:BSS2_2314
ko:K01977	bsf:BSS2_2299
ko:K01977	bsf:BSS2_2339
ko:K01977	bsf:BSS2_2439
ko:K01980	bsf:BSS2_2284
ko:K05799	bsf:BSS2_II0167
ko:K18676	bsf:BSS2_II0490
ko:K14218	bsf:BSS2_2124
ko:K14225	bsf:BSS2_2229
ko:K14228	bsf:BSS2_2184
ko:K14228	bsf:BSS2_2209
ko:K14232	bsf:BSS2_2169
ko:K14237	bsf:BSS2_2174
ko:K18676	bsf:BSS2_II1057
ko:K14219	bsf:BSS2_2144
ko:K14231	bsf:BSS2_2134
ko:K14237	bsf:BSS2_2359
ko:K14232	bsf:BSS2_2129
ko:K14232	bsf:BSS2_2159
ko:K14234	bsf:BSS2_2139
ko:K14234	bsf:BSS2_2189
ko:K14233	bsf:BSS2_2154
ko:K14233	bsf:BSS2_2309
ko:K14237	bsf:BSS2_2194
ko:K14225	bsf:BSS2_2394
ko:K14225	bsf:BSS2_2399
ko:K01985	bsf:BSS2_2279
ko:K01985	bsf:BSS2_2419
ko:K01985	bsf:BSS2_2319
ko:K14219	bsf:BSS2_2164
ko:K14219	bsf:BSS2_2199
ko:K14219	bsf:BSS2_2354
ko:K14228	bsf:BSS2_2214
ko:K14228	bsf:BSS2_2219
ko:K14228	bsf:BSS2_2344
ko:K14228	bsf:BSS2_2404
ko:K14221	bsf:BSS2_2179
ko:K14221	bsf:BSS2_2364
ko:K14235	bsf:BSS2_2224
ko:K14220	bsf:BSS2_2384
ko:K14224	bsf:BSS2_2239
ko:K14224	bsf:BSS2_2244
ko:K14224	bsf:BSS2_2304
ko:K14229	bsf:BSS2_2249
ko:K14229	bsf:BSS2_2374
ko:K14223	bsf:BSS2_2149
ko:K14223	bsf:BSS2_2269
ko:K01980	bsf:BSS2_2324
ko:K01980	bsf:BSS2_2424
ko:K14218	bsf:BSS2_2289
ko:K14218	bsf:BSS2_2329
ko:K14218	bsf:BSS2_2429
ko:K14225	bsf:BSS2_2204
ko:K14236	bsf:BSS2_2234
ko:K14230	bsf:BSS2_2254
ko:K14230	bsf:BSS2_2259
ko:K14226	bsf:BSS2_2264
ko:K14227	bsf:BSS2_2294
ko:K14227	bsf:BSS2_2334
ko:K14227	bsf:BSS2_2434
ko:K14218	bsf:BSS2_2349
ko:K14233	bsf:BSS2_2369
ko:K14233	bsf:BSS2_2409
ko:K14222	bsf:BSS2_2379
ko:K14234	bsf:BSS2_2389
ko:K18707	bsf:BSS2_I1869
ko:K01161	bsf:BSS2_II0593
ko:K00336	bsf:BSS2_I0790
ko:K05366	bsf:BSS2_I0115
ko:K07171	bsf:BSS2_II1056
ko:K18954	bsf:BSS2_II0611
ko:K03196	bsf:BSS2_II0058
ko:K03204	bsf:BSS2_II0060
ko:K03203	bsf:BSS2_II0061
ko:K03202	bsf:BSS2_II0062
ko:K03201	bsf:BSS2_II0063
ko:K03194	bsf:BSS2_II0068
ko:K07473	bsf:BSS2_II0362
ko:K04565	bsf:BSS2_II0668
ko:K03111	bsf:BSS2_I1071
ko:K03497	bsf:BSS2_I1992
ko:K03496	bsf:BSS2_I1993
ko:K00335	bsf:BSS2_I0789
ko:K16898	bsf:BSS2_I2037
ko:K03497	bsf:BSS2_II1139
ko:K03496	bsf:BSS2_II1138
ko:K19055	bsf:BSS2_II0847
ko:K09472	bsf:BSS2_II1108
ko:K00020	bsf:BSS2_I1280
ko:K18979	bsf:BSS2_II0993
ko:K03526	bsf:BSS2_I1722
ko:K03761	bsf:BSS2_I1411
ko:K16899	bsf:BSS2_I2036
ko:K07483	bsf:BSS2_II0531
ko:K07483	bsf:BSS2_II1022
ko:K07484	bsf:BSS2_II0530
ko:K02483	bsf:BSS2_I0594
ko:K00611	bsf:BSS2_I0298
ko:K18996	bsf:BSS2_II0001
ko:K02032	bsf:BSS2_II0956
ko:K13581	bsf:BSS2_I0481
ko:K13642	bsf:BSS2_II0286
ko:K02032	bsf:BSS2_II0386
ko:K02032	bsf:BSS2_II1028
ko:K00020	bsf:BSS2_I0927
ko:K12448	bsf:BSS2_II0518
ko:K04747	bsf:BSS2_II0233
ko:K00529	bsf:BSS2_II0692
ko:K00798	bsf:BSS2_I1909
ko:K01239	bsf:BSS2_II0006
ko:K01621	bsf:BSS2_II0368
ko:K19181	bsf:BSS2_I1982
ko:K00102	bsf:BSS2_I1370
ko:K01710	bsf:BSS2_II0808
ko:K22468	bsf:BSS2_I0293
ko:K00344	bsf:BSS2_II0374
ko:K08678	bsf:BSS2_II0517
ko:K19221	bsf:BSS2_I1272
ko:K00001	bsf:BSS2_I0834
ko:K01992	bsf:BSS2_I1311
ko:K01992	bsf:BSS2_II0443
ko:K07497	bsf:BSS2_II0135
ko:K07497	bsf:BSS2_I0503
ko:K07497	bsf:BSS2_II1020
ko:K07497	bsf:BSS2_II1021
ko:K19342	bsf:BSS2_II0264
ko:K06041	bsf:BSS2_II0072
ko:K09691	bsf:BSS2_I0506
ko:K04771	bsf:BSS2_I1354
ko:K00001	bsf:BSS2_II0383
ko:K07498	bsf:BSS2_I1793
ko:K19339	bsf:BSS2_II0259
ko:K19340	bsf:BSS2_II0262
ko:K19341	bsf:BSS2_II0263
ko:K00875	bsf:BSS2_II0255
ko:K02032	bsf:BSS2_II1046
ko:K02031	bsf:BSS2_II1041
ko:K02031	bsf:BSS2_II1029
ko:K02031	bsf:BSS2_II0957
ko:K09690	bsf:BSS2_I0507
ko:K03296	bsf:BSS2_I0273
ko:K07344	bsf:BSS2_II0349
ko:K09386	bsf:BSS2_I0280
ko:K17686	bsf:BSS2_I0213
ko:K19713	bsf:BSS2_II0336
ko:K07102	bsf:BSS2_I2034
ko:K19689	bsf:BSS2_I2081
ko:K00992	bsf:BSS2_I2035
ko:K17722	bsf:BSS2_I0279
ko:K19777	bsf:BSS2_II0324
ko:K00799	bsf:BSS2_I0928
ko:K08744	bsf:BSS2_I0680
ko:K07147	bsf:BSS2_II0939
ko:K19802	bsf:BSS2_I0992
ko:K00632	bsf:BSS2_II0607
ko:K09796	bsf:BSS2_I0053
ko:K20266	bsf:BSS2_II0351
ko:K02483	bsf:BSS2_II0451
ko:K00525	bsf:BSS2_II0301
ko:K00526	bsf:BSS2_II0302
ko:K20539	bsf:BSS2_I1589
ko:K03200	bsf:BSS2_II0064
ko:K03198	bsf:BSS2_II0066
ko:K03197	bsf:BSS2_II0067
ko:K00304	bsf:BSS2_I0223
ko:K00302	bsf:BSS2_I0224
ko:K03199	bsf:BSS2_II0065
ko:K03195	bsf:BSS2_II0059
ko:K11529	bsf:BSS2_I0349
ko:K16011	bsf:BSS2_II0330
ko:K21054	bsf:BSS2_II0820
ko:K21062	bsf:BSS2_II0225
ko:K21137	bsf:BSS2_II0867
ko:K00821	bsf:BSS2_I0297
ko:K00525	bsf:BSS2_I1015
ko:K21136	bsf:BSS2_II0868
ko:K13609	bsf:BSS2_II0226
ko:K21134	bsf:BSS2_II0866
ko:K00287	bsf:BSS2_I1358
ko:K00560	bsf:BSS2_I1359
ko:K02314	bsf:BSS2_I0440
ko:K02316	bsf:BSS2_I1438
ko:K06904	bsf:BSS2_I0572
ko:K06191	bsf:BSS2_II0299
ko:K06952	bsf:BSS2_I0648
ko:K01520	bsf:BSS2_I1621
ko:K03676	bsf:BSS2_I1816
ko:K01286	bsf:BSS2_I1044
ko:K09882	bsf:BSS2_I1956
ko:K01286	bsf:BSS2_I1970
ko:K01286	bsf:BSS2_I1141
ko:K03553	bsf:BSS2_I1170
ko:K06217	bsf:BSS2_I2089
ko:K02483	bsf:BSS2_I0586
ko:K01740	bsf:BSS2_I0775
ko:K01738	bsf:BSS2_I0775
ko:K02335	bsf:BSS2_I0121
ko:K01802	bsf:BSS2_I1063
ko:K09017	bsf:BSS2_I0276
ko:K09806	bsf:BSS2_I1483
ko:K01139	bsf:BSS2_I0634
ko:K00015	bsf:BSS2_I2111
ko:K07497	bsf:BSS2_I0711
ko:K01649	bsf:BSS2_I0660
ko:K21420	bsf:BSS2_I0737
ko:K21470	bsf:BSS2_I0744
ko:K21470	bsf:BSS2_I0939
ko:K01420	bsf:BSS2_I0636
ko:K21603	bsf:BSS2_II1079
ko:K21564	bsf:BSS2_II0266
ko:K21697	bsf:BSS2_II0114
ko:K21564	bsf:BSS2_II0248
ko:K21832	bsf:BSS2_I1420
ko:K19591	bsf:BSS2_I0214
ko:K21910	bsf:BSS2_II0823
ko:K21948	bsf:BSS2_II0142
ko:K21929	bsf:BSS2_I0630
ko:K21929	bsf:BSS2_I0602
ko:K22025	bsf:BSS2_II0139
ko:K22131	bsf:BSS2_II0141
ko:K22130	bsf:BSS2_II0138
ko:K03595	bsf:BSS2_I0645
ko:K22187	bsf:BSS2_I0203
ko:K22310	bsf:BSS2_I0145
ko:K11991	bsf:BSS2_II0194
ko:K02257	bsf:BSS2_I0459
ko:K11206	bsf:BSS2_I1814
ko:K00424	bsf:BSS2_II0488
ko:K22548	bsf:BSS2_I0333
