ko:K13060	yet:CH48_48
ko:K02453	yet:CH48_3792
ko:K10545	yet:CH48_1582
ko:K10543	yet:CH48_1583
ko:K01805	yet:CH48_1584
ko:K00854	yet:CH48_1585
ko:K08160	yet:CH48_1590
ko:K03833	yet:CH48_1591
ko:K01042	yet:CH48_1592
ko:K01581	yet:CH48_2408
ko:K07090	yet:CH48_2409
ko:K08306	yet:CH48_2410
ko:K03575	yet:CH48_2412
ko:K03439	yet:CH48_2413
ko:K09923	yet:CH48_2414
ko:K01425	yet:CH48_2415
ko:K02428	yet:CH48_2418
ko:K09131	yet:CH48_2419
ko:K02221	yet:CH48_2420
ko:K00286	yet:CH48_2421
ko:K06997	yet:CH48_2422
ko:K02669	yet:CH48_2423
ko:K10536	yet:CH48_2424
ko:K12251	yet:CH48_2425
ko:K07447	yet:CH48_2426
ko:K07735	yet:CH48_2427
ko:K01920	yet:CH48_2428
ko:K09761	yet:CH48_2429
ko:K01150	yet:CH48_2430
ko:K02742	yet:CH48_2431
ko:K07112	yet:CH48_2433
ko:K07112	yet:CH48_2434
ko:K00789	yet:CH48_2435
ko:K01585	yet:CH48_2438
ko:K07387	yet:CH48_2440
ko:K00615	yet:CH48_2441
ko:K03472	yet:CH48_2442
ko:K00927	yet:CH48_2443
ko:K01624	yet:CH48_2444
ko:K03442	yet:CH48_2446
ko:K06895	yet:CH48_2449
ko:K09807	yet:CH48_2450
ko:K05596	yet:CH48_2451
ko:K01807	yet:CH48_2452
ko:K00058	yet:CH48_2453
ko:K17218	yet:CH48_2457
ko:K01093	yet:CH48_3266
ko:K03719	yet:CH48_3269
ko:K01190	yet:CH48_3274
ko:K03704	yet:CH48_3276
ko:K05876	yet:CH48_3279
ko:K07507	yet:CH48_3282
ko:K01531	yet:CH48_3283
ko:K14064	yet:CH48_3285
ko:K02403	yet:CH48_3286
ko:K02402	yet:CH48_3287
ko:K02556	yet:CH48_3288
ko:K02557	yet:CH48_3289
ko:K03407	yet:CH48_3290
ko:K03408	yet:CH48_3291
ko:K05877	yet:CH48_3293
ko:K00575	yet:CH48_3294
ko:K03412	yet:CH48_3295
ko:K03413	yet:CH48_3296
ko:K03414	yet:CH48_3297
ko:K02401	yet:CH48_3299
ko:K02400	yet:CH48_3300
ko:K03516	yet:CH48_3301
ko:K02399	yet:CH48_3303
ko:K02398	yet:CH48_3305
ko:K02386	yet:CH48_3306
ko:K02387	yet:CH48_3307
ko:K02388	yet:CH48_3308
ko:K02389	yet:CH48_3309
ko:K02390	yet:CH48_3310
ko:K02391	yet:CH48_3311
ko:K02392	yet:CH48_3312
ko:K02393	yet:CH48_3313
ko:K02394	yet:CH48_3314
ko:K02395	yet:CH48_3315
ko:K02396	yet:CH48_3316
ko:K06871	yet:CH48_4135
ko:K13408	yet:CH48_4136
ko:K13409	yet:CH48_4137
ko:K02778	yet:CH48_4139
ko:K02779	yet:CH48_4139
ko:K03424	yet:CH48_4140
ko:K02341	yet:CH48_4141
ko:K00943	yet:CH48_4142
ko:K07082	yet:CH48_4143
ko:K07483	yet:CH48_4153
ko:K11811	yet:CH48_4162
ko:K03893	yet:CH48_4164
ko:K00537	yet:CH48_4165
ko:K14060	yet:CH48_4166
ko:K07790	yet:CH48_4170
ko:K03496	yet:CH48_4181
ko:K03497	yet:CH48_4182
ko:K03223	yet:CH48_4191
ko:K09458	yet:CH48_78
ko:K03812	yet:CH48_79
ko:K09857	yet:CH48_80
ko:K06192	yet:CH48_81
ko:K03808	yet:CH48_82
ko:K15738	yet:CH48_83
ko:K12297	yet:CH48_84
ko:K07140	yet:CH48_85
ko:K18657	yet:CH48_86
ko:K00254	yet:CH48_87
ko:K01256	yet:CH48_88
ko:K00763	yet:CH48_89
ko:K01893	yet:CH48_90
ko:K09476	yet:CH48_91
ko:K00813	yet:CH48_92
ko:K03632	yet:CH48_97
ko:K03804	yet:CH48_98
ko:K03633	yet:CH48_99
ko:K06219	yet:CH48_100
ko:K00979	yet:CH48_103
ko:K09791	yet:CH48_104
ko:K03704	yet:CH48_105
ko:K03704	yet:CH48_106
ko:K00912	yet:CH48_108
ko:K11085	yet:CH48_109
ko:K02238	yet:CH48_110
ko:K05788	yet:CH48_111
ko:K02945	yet:CH48_113
ko:K00945	yet:CH48_114
ko:K00800	yet:CH48_115
ko:K00831	yet:CH48_116
ko:K01424	yet:CH48_118
ko:K09136	yet:CH48_119
ko:K06212	yet:CH48_120
ko:K00656	yet:CH48_121
ko:K04069	yet:CH48_122
ko:K08219	yet:CH48_123
ko:K01875	yet:CH48_125
ko:K07478	yet:CH48_126
ko:K03634	yet:CH48_127
ko:K03466	yet:CH48_128
ko:K03719	yet:CH48_129
ko:K00384	yet:CH48_131
ko:K16013	yet:CH48_132
ko:K03835	yet:CH48_954
ko:K03291	yet:CH48_956
ko:K00656	yet:CH48_957
ko:K04069	yet:CH48_958
ko:K11925	yet:CH48_959
ko:K02064	yet:CH48_962
ko:K02063	yet:CH48_963
ko:K02062	yet:CH48_965
ko:K02336	yet:CH48_966
ko:K03580	yet:CH48_967
ko:K06177	yet:CH48_969
ko:K05801	yet:CH48_970
ko:K04744	yet:CH48_971
ko:K03771	yet:CH48_972
ko:K00097	yet:CH48_973
ko:K02528	yet:CH48_974
ko:K06195	yet:CH48_975
ko:K01525	yet:CH48_976
ko:K01955	yet:CH48_981
ko:K01956	yet:CH48_982
ko:K00215	yet:CH48_983
ko:K03527	yet:CH48_984
ko:K03774	yet:CH48_985
ko:K03101	yet:CH48_986
ko:K01870	yet:CH48_987
ko:K11753	yet:CH48_988
ko:K02968	yet:CH48_989
ko:K03717	yet:CH48_990
ko:K03313	yet:CH48_991
ko:K03686	yet:CH48_992
ko:K04043	yet:CH48_993
ko:K07034	yet:CH48_994
ko:K03831	yet:CH48_998
ko:K00616	yet:CH48_999
ko:K09861	yet:CH48_1000
ko:K01733	yet:CH48_1002
ko:K00872	yet:CH48_1003
ko:K12524	yet:CH48_1004
ko:K07773	yet:CH48_1005
ko:K05805	yet:CH48_1006
ko:K16152	yet:CH48_1803
ko:K12536	yet:CH48_1807
ko:K12537	yet:CH48_1808
ko:K03832	yet:CH48_1809
ko:K00382	yet:CH48_1810
ko:K04761	yet:CH48_1813
ko:K00322	yet:CH48_1812
ko:K16092	yet:CH48_1818
ko:K01776	yet:CH48_1819
ko:K02058	yet:CH48_1828
ko:K02056	yet:CH48_1829
ko:K02057	yet:CH48_1830
ko:K02057	yet:CH48_1832
ko:K09897	yet:CH48_1833
ko:K07391	yet:CH48_1834
ko:K01652	yet:CH48_1835
ko:K11258	yet:CH48_1836
ko:K00826	yet:CH48_1837
ko:K01687	yet:CH48_1838
ko:K01754	yet:CH48_1839
ko:K02521	yet:CH48_1842
ko:K00053	yet:CH48_1844
ko:K07347	yet:CH48_1851
ko:K07346	yet:CH48_1852
ko:K07345	yet:CH48_1853
ko:K03769	yet:CH48_1854
ko:K03656	yet:CH48_1855
ko:K18650	yet:CH48_1856
ko:K01524	yet:CH48_1857
ko:K07738	yet:CH48_2676
ko:K11752	yet:CH48_2677
ko:K00794	yet:CH48_2678
ko:K03625	yet:CH48_2679
ko:K00946	yet:CH48_2680
ko:K01095	yet:CH48_2681
ko:K01662	yet:CH48_2683
ko:K00795	yet:CH48_2684
ko:K03602	yet:CH48_2685
ko:K03151	yet:CH48_2686
ko:K03152	yet:CH48_2687
ko:K00077	yet:CH48_2688
ko:K09767	yet:CH48_2689
ko:K02300	yet:CH48_2692
ko:K02299	yet:CH48_2693
ko:K02298	yet:CH48_2694
ko:K02297	yet:CH48_2695
ko:K08218	yet:CH48_2697
ko:K07286	yet:CH48_2698
ko:K05527	yet:CH48_2699
ko:K03545	yet:CH48_2700
ko:K01358	yet:CH48_2701
ko:K03544	yet:CH48_2702
ko:K01338	yet:CH48_2703
ko:K03530	yet:CH48_2704
ko:K03770	yet:CH48_2706
ko:K02237	yet:CH48_2707
ko:K12500	yet:CH48_2708
ko:K06920	yet:CH48_2709
ko:K11938	yet:CH48_2711
ko:K01738	yet:CH48_2712
ko:K05800	yet:CH48_2713
ko:K18889	yet:CH48_2714
ko:K18890	yet:CH48_2715
ko:K04752	yet:CH48_2716
ko:K03320	yet:CH48_2717
ko:K10805	yet:CH48_2718
ko:K09914	yet:CH48_2719
ko:K07443	yet:CH48_2720
ko:K05839	yet:CH48_2721
ko:K02074	yet:CH48_2725
ko:K02075	yet:CH48_2726
ko:K00873	yet:CH48_3536
ko:K00036	yet:CH48_3538
ko:K01625	yet:CH48_3539
ko:K11743	yet:CH48_3540
ko:K11742	yet:CH48_3541
ko:K14742	yet:CH48_3544
ko:K07285	yet:CH48_3545
ko:K01897	yet:CH48_3546
ko:K03684	yet:CH48_3547
ko:K03608	yet:CH48_3548
ko:K03609	yet:CH48_3549
ko:K03610	yet:CH48_3550
ko:K09902	yet:CH48_3552
ko:K08305	yet:CH48_3553
ko:K09160	yet:CH48_3555
ko:K16052	yet:CH48_3560
ko:K07347	yet:CH48_3569
ko:K07346	yet:CH48_3570
ko:K03808	yet:CH48_3577
ko:K03607	yet:CH48_3579
ko:K03797	yet:CH48_3580
ko:K03799	yet:CH48_3581
ko:K08169	yet:CH48_3582
ko:K01730	yet:CH48_3583
ko:K11066	yet:CH48_3585
ko:K06956	yet:CH48_3586
ko:K07038	yet:CH48_3587
ko:K01699	yet:CH48_3152
ko:K08344	yet:CH48_355
ko:K01085	yet:CH48_358
ko:K02760	yet:CH48_360
ko:K02761	yet:CH48_361
ko:K01223	yet:CH48_362
ko:K02759	yet:CH48_363
ko:K02024	yet:CH48_364
ko:K01779	yet:CH48_365
ko:K00647	yet:CH48_367
ko:K15461	yet:CH48_368
ko:K09906	yet:CH48_370
ko:K07090	yet:CH48_371
ko:K07261	yet:CH48_372
ko:K01736	yet:CH48_373
ko:K07320	yet:CH48_374
ko:K08296	yet:CH48_378
ko:K01782	yet:CH48_379
ko:K06076	yet:CH48_382
ko:K04754	yet:CH48_383
ko:K02200	yet:CH48_385
ko:K02199	yet:CH48_386
ko:K02198	yet:CH48_387
ko:K02197	yet:CH48_388
ko:K02196	yet:CH48_389
ko:K02195	yet:CH48_390
ko:K02194	yet:CH48_391
ko:K02193	yet:CH48_392
ko:K00845	yet:CH48_394
ko:K03322	yet:CH48_400
ko:K11535	yet:CH48_401
ko:K03666	yet:CH48_1217
ko:K00791	yet:CH48_1218
ko:K03572	yet:CH48_1219
ko:K01448	yet:CH48_1220
ko:K06925	yet:CH48_1221
ko:K17758	yet:CH48_1222
ko:K17759	yet:CH48_1222
ko:K18979	yet:CH48_1223
ko:K13288	yet:CH48_1226
ko:K06949	yet:CH48_1227
ko:K01613	yet:CH48_1228
ko:K04568	yet:CH48_1230
ko:K00244	yet:CH48_1231
ko:K00245	yet:CH48_1232
ko:K00246	yet:CH48_1233
ko:K00247	yet:CH48_1234
ko:K03098	yet:CH48_1235
ko:K11741	yet:CH48_1236
ko:K16348	yet:CH48_1237
ko:K02356	yet:CH48_1238
ko:K04077	yet:CH48_1241
ko:K04078	yet:CH48_1242
ko:K07113	yet:CH48_1243
ko:K01744	yet:CH48_1244
ko:K07791	yet:CH48_1245
ko:K03926	yet:CH48_1246
ko:K04084	yet:CH48_1247
ko:K00865	yet:CH48_1248
ko:K00656	yet:CH48_1251
ko:K00932	yet:CH48_1252
ko:K03838	yet:CH48_1253
ko:K01754	yet:CH48_1254
ko:K07227	yet:CH48_1256
ko:K16087	yet:CH48_1259
ko:K07225	yet:CH48_1260
ko:K02016	yet:CH48_1261
ko:K02015	yet:CH48_1262
ko:K02013	yet:CH48_1263
ko:K02014	yet:CH48_1266
ko:K07263	yet:CH48_1269
ko:K02471	yet:CH48_1270
ko:K03557	yet:CH48_2078
ko:K05540	yet:CH48_2079
ko:K02687	yet:CH48_2080
ko:K14392	yet:CH48_2082
ko:K01961	yet:CH48_2084
ko:K02160	yet:CH48_2085
ko:K03786	yet:CH48_2086
ko:K17247	yet:CH48_2087
ko:K18765	yet:CH48_2091
ko:K03569	yet:CH48_2092
ko:K03570	yet:CH48_2093
ko:K03571	yet:CH48_2094
ko:K06287	yet:CH48_2095
ko:K08301	yet:CH48_2096
ko:K03568	yet:CH48_2099
ko:K07154	yet:CH48_2100
ko:K07154	yet:CH48_2101
ko:K11021	yet:CH48_2103
ko:K11021	yet:CH48_2104
ko:K15548	yet:CH48_2116
ko:K03468	yet:CH48_2117
ko:K00135	yet:CH48_2118
ko:K03623	yet:CH48_2120
ko:K09889	yet:CH48_2121
ko:K03592	yet:CH48_2122
ko:K15536	yet:CH48_2124
ko:K06140	yet:CH48_2125
ko:K01465	yet:CH48_2131
ko:K01042	yet:CH48_2132
ko:K02018	yet:CH48_2960
ko:K02017	yet:CH48_2961
ko:K07404	yet:CH48_2963
ko:K00833	yet:CH48_2964
ko:K01012	yet:CH48_2965
ko:K00652	yet:CH48_2966
ko:K02169	yet:CH48_2967
ko:K01935	yet:CH48_2968
ko:K03702	yet:CH48_2970
ko:K03639	yet:CH48_2973
ko:K03637	yet:CH48_2974
ko:K03636	yet:CH48_2975
ko:K03635	yet:CH48_2976
ko:K06890	yet:CH48_2977
ko:K01993	yet:CH48_2981
ko:K11927	yet:CH48_2983
ko:K05541	yet:CH48_2984
ko:K06213	yet:CH48_2986
ko:K07262	yet:CH48_2988
ko:K03777	yet:CH48_2989
ko:K05873	yet:CH48_2990
ko:K02041	yet:CH48_2994
ko:K02044	yet:CH48_2995
ko:K02042	yet:CH48_2996
ko:K02042	yet:CH48_2997
ko:K16066	yet:CH48_3818
ko:K09771	yet:CH48_3819
ko:K03281	yet:CH48_3824
ko:K01935	yet:CH48_3825
ko:K15545	yet:CH48_3826
ko:K08224	yet:CH48_3828
ko:K17836	yet:CH48_3830
ko:K10748	yet:CH48_3831
ko:K01679	yet:CH48_3833
ko:K01809	yet:CH48_3834
ko:K18234	yet:CH48_3836
ko:K16136	yet:CH48_3837
ko:K14155	yet:CH48_3839
ko:K01488	yet:CH48_3840
ko:K14347	yet:CH48_3841
ko:K02099	yet:CH48_3843
ko:K10538	yet:CH48_3844
ko:K10539	yet:CH48_3845
ko:K10537	yet:CH48_3846
ko:K00853	yet:CH48_3847
ko:K01804	yet:CH48_3848
ko:K12531	yet:CH48_3850
ko:K12532	yet:CH48_3851
ko:K01938	yet:CH48_3854
ko:K03617	yet:CH48_3856
ko:K03616	yet:CH48_3857
ko:K03615	yet:CH48_3858
ko:K03614	yet:CH48_3862
ko:K01265	yet:CH48_735
ko:K00990	yet:CH48_736
ko:K00674	yet:CH48_737
ko:K06175	yet:CH48_740
ko:K15723	yet:CH48_742
ko:K06879	yet:CH48_743
ko:K06966	yet:CH48_744
ko:K01146	yet:CH48_745
ko:K06968	yet:CH48_748
ko:K03566	yet:CH48_750
ko:K01766	yet:CH48_752
ko:K02426	yet:CH48_753
ko:K08304	yet:CH48_755
ko:K01448	yet:CH48_759
ko:K14682	yet:CH48_760
ko:K03581	yet:CH48_763
ko:K03582	yet:CH48_764
ko:K01407	yet:CH48_765
ko:K03583	yet:CH48_766
ko:K02680	yet:CH48_768
ko:K02679	yet:CH48_769
ko:K13292	yet:CH48_771
ko:K08484	yet:CH48_772
ko:K08311	yet:CH48_773
ko:K03573	yet:CH48_774
ko:K08227	yet:CH48_777
ko:K05939	yet:CH48_778
ko:K08351	yet:CH48_780
ko:K02529	yet:CH48_781
ko:K01586	yet:CH48_782
ko:K07396	yet:CH48_788
ko:K02380	yet:CH48_1593
ko:K00127	yet:CH48_1594
ko:K00124	yet:CH48_1595
ko:K00123	yet:CH48_1596
ko:K00123	yet:CH48_1597
ko:K02379	yet:CH48_1598
ko:K04564	yet:CH48_1599
ko:K18828	yet:CH48_1602
ko:K18829	yet:CH48_1603
ko:K14762	yet:CH48_1604
ko:K02562	yet:CH48_1606
ko:K00009	yet:CH48_1608
ko:K02798	yet:CH48_1609
ko:K02799	yet:CH48_1609
ko:K02800	yet:CH48_1609
ko:K01879	yet:CH48_1611
ko:K01878	yet:CH48_1612
ko:K01246	yet:CH48_1613
ko:K03826	yet:CH48_1614
ko:K00090	yet:CH48_1620
ko:K01176	yet:CH48_1621
ko:K00835	yet:CH48_1622
ko:K07085	yet:CH48_1623
ko:K04081	yet:CH48_1625
ko:K04080	yet:CH48_1626
ko:K01754	yet:CH48_1629
ko:K02470	yet:CH48_1632
ko:K03629	yet:CH48_1633
ko:K02338	yet:CH48_1634
ko:K02313	yet:CH48_1635
ko:K02914	yet:CH48_1636
ko:K03536	yet:CH48_1637
ko:K08998	yet:CH48_1638
ko:K03217	yet:CH48_1639
ko:K03650	yet:CH48_1640
ko:K00209	yet:CH48_1641
ko:K02073	yet:CH48_1642
ko:K02071	yet:CH48_1643
ko:K02072	yet:CH48_1644
ko:K04565	yet:CH48_2459
ko:K10026	yet:CH48_2460
ko:K01737	yet:CH48_2463
ko:K00380	yet:CH48_2464
ko:K00381	yet:CH48_2465
ko:K00390	yet:CH48_2466
ko:K09612	yet:CH48_2469
ko:K02302	yet:CH48_2470
ko:K00957	yet:CH48_2471
ko:K00956	yet:CH48_2472
ko:K00860	yet:CH48_2473
ko:K05589	yet:CH48_2475
ko:K00991	yet:CH48_2476
ko:K01770	yet:CH48_2477
ko:K06176	yet:CH48_2478
ko:K03787	yet:CH48_2479
ko:K00573	yet:CH48_2480
ko:K06194	yet:CH48_2481
ko:K03087	yet:CH48_2482
ko:K03555	yet:CH48_2483
ko:K13009	yet:CH48_2484
ko:K03673	yet:CH48_2498
ko:K13888	yet:CH48_2501
ko:K05685	yet:CH48_2502
ko:K09458	yet:CH48_2504
ko:K02078	yet:CH48_2506
ko:K00059	yet:CH48_2507
ko:K00817	yet:CH48_2509
ko:K00428	yet:CH48_2510
ko:K02355	yet:CH48_2512
ko:K02397	yet:CH48_3317
ko:K02421	yet:CH48_3318
ko:K02420	yet:CH48_3319
ko:K02419	yet:CH48_3320
ko:K02418	yet:CH48_3321
ko:K02417	yet:CH48_3322
ko:K02416	yet:CH48_3323
ko:K02415	yet:CH48_3324
ko:K02414	yet:CH48_3325
ko:K02413	yet:CH48_3326
ko:K02412	yet:CH48_3327
ko:K02411	yet:CH48_3328
ko:K02410	yet:CH48_3329
ko:K02409	yet:CH48_3330
ko:K02408	yet:CH48_3331
ko:K12149	yet:CH48_3334
ko:K01247	yet:CH48_3336
ko:K02423	yet:CH48_3339
ko:K02422	yet:CH48_3340
ko:K02407	yet:CH48_3341
ko:K02406	yet:CH48_3342
ko:K02406	yet:CH48_3343
ko:K02406	yet:CH48_3344
ko:K18475	yet:CH48_3345
ko:K02405	yet:CH48_3346
ko:K02425	yet:CH48_3347
ko:K05396	yet:CH48_3348
ko:K02424	yet:CH48_3349
ko:K10009	yet:CH48_3350
ko:K10010	yet:CH48_3351
ko:K13821	yet:CH48_3355
ko:K11928	yet:CH48_3356
ko:K07243	yet:CH48_3360
ko:K07224	yet:CH48_3361
ko:K16301	yet:CH48_3362
ko:K03809	yet:CH48_3363
ko:K17948	yet:CH48_3365
ko:K09016	yet:CH48_3366
ko:K09024	yet:CH48_3369
ko:K09019	yet:CH48_3370
ko:K09023	yet:CH48_3371
ko:K04054	yet:CH48_4192
ko:K03222	yet:CH48_4193
ko:K04053	yet:CH48_4194
ko:K04052	yet:CH48_4195
ko:K04051	yet:CH48_4196
ko:K03221	yet:CH48_4197
ko:K03220	yet:CH48_4199
ko:K03219	yet:CH48_4200
ko:K04049	yet:CH48_4201
ko:K03229	yet:CH48_4204
ko:K03228	yet:CH48_4205
ko:K03227	yet:CH48_4206
ko:K03226	yet:CH48_4207
ko:K03225	yet:CH48_4208
ko:K04056	yet:CH48_4210
ko:K03224	yet:CH48_4211
ko:K03224	yet:CH48_4212
ko:K04058	yet:CH48_4213
ko:K04059	yet:CH48_4216
ko:K04060	yet:CH48_4217
ko:K03230	yet:CH48_4218
ko:K08598	yet:CH48_4238
ko:K16012	yet:CH48_133
ko:K00684	yet:CH48_134
ko:K02518	yet:CH48_135
ko:K03694	yet:CH48_136
ko:K06891	yet:CH48_137
ko:K03704	yet:CH48_139
ko:K05685	yet:CH48_140
ko:K13888	yet:CH48_141
ko:K09824	yet:CH48_143
ko:K07459	yet:CH48_142
ko:K05601	yet:CH48_145
ko:K11933	yet:CH48_146
ko:K00156	yet:CH48_147
ko:K01620	yet:CH48_149
ko:K10000	yet:CH48_153
ko:K09997	yet:CH48_154
ko:K09999	yet:CH48_155
ko:K09998	yet:CH48_156
ko:K09996	yet:CH48_157
ko:K03212	yet:CH48_158
ko:K11074	yet:CH48_160
ko:K11075	yet:CH48_161
ko:K11076	yet:CH48_162
ko:K11073	yet:CH48_163
ko:K03674	yet:CH48_166
ko:K07085	yet:CH48_167
ko:K01619	yet:CH48_170
ko:K11534	yet:CH48_171
ko:K03837	yet:CH48_172
ko:K01752	yet:CH48_173
ko:K07258	yet:CH48_176
ko:K01697	yet:CH48_177
ko:K01758	yet:CH48_178
ko:K02072	yet:CH48_179
ko:K02071	yet:CH48_180
ko:K02073	yet:CH48_181
ko:K05804	yet:CH48_1008
ko:K03720	yet:CH48_1010
ko:K08309	yet:CH48_1011
ko:K06211	yet:CH48_1019
ko:K04485	yet:CH48_1021
ko:K01079	yet:CH48_1022
ko:K07186	yet:CH48_1023
ko:K03784	yet:CH48_1024
ko:K01839	yet:CH48_1025
ko:K00758	yet:CH48_1026
ko:K01619	yet:CH48_1027
ko:K03317	yet:CH48_1028
ko:K03424	yet:CH48_1029
ko:K04065	yet:CH48_1032
ko:K02837	yet:CH48_1033
ko:K03789	yet:CH48_1034
ko:K02344	yet:CH48_1035
ko:K00564	yet:CH48_1036
ko:K16091	yet:CH48_1043
ko:K02016	yet:CH48_1044
ko:K00847	yet:CH48_1045
ko:K16077	yet:CH48_1046
ko:K02809	yet:CH48_1047
ko:K02810	yet:CH48_1047
ko:K01193	yet:CH48_1048
ko:K03484	yet:CH48_1049
ko:K05880	yet:CH48_1050
ko:K01051	yet:CH48_1051
ko:K00612	yet:CH48_1056
ko:K05881	yet:CH48_1058
ko:K05879	yet:CH48_1059
ko:K03732	yet:CH48_1858
ko:K03671	yet:CH48_1859
ko:K03628	yet:CH48_1860
ko:K02851	yet:CH48_1862
ko:K05790	yet:CH48_1863
ko:K01791	yet:CH48_1864
ko:K02472	yet:CH48_1865
ko:K00973	yet:CH48_1867
ko:K16704	yet:CH48_1868
ko:K02805	yet:CH48_1869
ko:K16693	yet:CH48_1870
ko:K12582	yet:CH48_1871
ko:K02853	yet:CH48_1872
ko:K02852	yet:CH48_1873
ko:K02498	yet:CH48_1881
ko:K02496	yet:CH48_1882
ko:K01719	yet:CH48_1883
ko:K01749	yet:CH48_1884
ko:K05851	yet:CH48_1885
ko:K06202	yet:CH48_1886
ko:K01778	yet:CH48_1888
ko:K09921	yet:CH48_1889
ko:K03733	yet:CH48_1890
ko:K03657	yet:CH48_1892
ko:K03284	yet:CH48_1896
ko:K05786	yet:CH48_1897
ko:K01058	yet:CH48_1899
ko:K03654	yet:CH48_1900
ko:K05835	yet:CH48_1901
ko:K05834	yet:CH48_1902
ko:K01048	yet:CH48_1903
ko:K01126	yet:CH48_1905
ko:K02445	yet:CH48_1906
ko:K00111	yet:CH48_1907
ko:K00112	yet:CH48_1908
ko:K00113	yet:CH48_1909
ko:K09125	yet:CH48_1911
ko:K04085	yet:CH48_1912
ko:K02077	yet:CH48_2727
ko:K02919	yet:CH48_2728
ko:K02909	yet:CH48_2729
ko:K18138	yet:CH48_2735
ko:K03585	yet:CH48_2736
ko:K03577	yet:CH48_2737
ko:K06039	yet:CH48_2738
ko:K05802	yet:CH48_2740
ko:K04067	yet:CH48_2741
ko:K09790	yet:CH48_2742
ko:K00759	yet:CH48_2743
ko:K02343	yet:CH48_2744
ko:K09747	yet:CH48_2745
ko:K06187	yet:CH48_2746
ko:K04079	yet:CH48_2747
ko:K00939	yet:CH48_2748
ko:K01772	yet:CH48_2749
ko:K13007	yet:CH48_2755
ko:K01784	yet:CH48_2758
ko:K00892	yet:CH48_2759
ko:K03455	yet:CH48_2760
ko:K08223	yet:CH48_2761
ko:K11751	yet:CH48_2762
ko:K09973	yet:CH48_2765
ko:K17686	yet:CH48_2766
ko:K07340	yet:CH48_2768
ko:K05838	yet:CH48_2770
ko:K10804	yet:CH48_2772
ko:K02003	yet:CH48_2773
ko:K02004	yet:CH48_2774
ko:K01589	yet:CH48_2775
ko:K01588	yet:CH48_2776
ko:K03269	yet:CH48_2777
ko:K03768	yet:CH48_2778
ko:K01883	yet:CH48_2779
ko:K10192	yet:CH48_3589
ko:K10195	yet:CH48_3590
ko:K10194	yet:CH48_3591
ko:K10193	yet:CH48_3592
ko:K01731	yet:CH48_3593
ko:K00065	yet:CH48_3594
ko:K01815	yet:CH48_3595
ko:K11264	yet:CH48_3601
ko:K07588	yet:CH48_3602
ko:K01847	yet:CH48_3603
ko:K11606	yet:CH48_3605
ko:K11605	yet:CH48_3606
ko:K11607	yet:CH48_3607
ko:K11604	yet:CH48_3608
ko:K08308	yet:CH48_3609
ko:K05595	yet:CH48_3610
ko:K07150	yet:CH48_3615
ko:K01868	yet:CH48_3617
ko:K02520	yet:CH48_3618
ko:K02916	yet:CH48_3619
ko:K02887	yet:CH48_3620
ko:K01889	yet:CH48_3621
ko:K01890	yet:CH48_3622
ko:K04764	yet:CH48_3623
ko:K06073	yet:CH48_3626
ko:K00432	yet:CH48_3627
ko:K06074	yet:CH48_3628
ko:K07806	yet:CH48_3629
ko:K10012	yet:CH48_3630
ko:K10011	yet:CH48_3631
ko:K13014	yet:CH48_3632
ko:K07264	yet:CH48_3633
ko:K12962	yet:CH48_3634
ko:K12963	yet:CH48_3635
ko:K03800	yet:CH48_3637
ko:K08997	yet:CH48_3638
ko:K02016	yet:CH48_3639
ko:K07225	yet:CH48_3640
ko:K16087	yet:CH48_3641
ko:K01885	yet:CH48_406
ko:K09962	yet:CH48_409
ko:K09954	yet:CH48_411
ko:K01972	yet:CH48_412
ko:K03528	yet:CH48_413
ko:K06203	yet:CH48_414
ko:K01738	yet:CH48_415
ko:K02784	yet:CH48_416
ko:K08483	yet:CH48_417
ko:K02484	yet:CH48_419
ko:K13888	yet:CH48_421
ko:K05685	yet:CH48_422
ko:K12339	yet:CH48_423
ko:K02045	yet:CH48_424
ko:K02047	yet:CH48_425
ko:K02046	yet:CH48_426
ko:K02048	yet:CH48_427
ko:K03290	yet:CH48_428
ko:K00885	yet:CH48_431
ko:K01788	yet:CH48_432
ko:K01639	yet:CH48_433
ko:K07223	yet:CH48_435
ko:K00228	yet:CH48_439
ko:K09768	yet:CH48_440
ko:K00029	yet:CH48_444
ko:K02569	yet:CH48_446
ko:K02568	yet:CH48_447
ko:K02567	yet:CH48_448
ko:K02570	yet:CH48_449
ko:K02572	yet:CH48_450
ko:K07685	yet:CH48_451
ko:K18324	yet:CH48_453
ko:K09136	yet:CH48_455
ko:K01439	yet:CH48_458
ko:K07165	yet:CH48_1272
ko:K03088	yet:CH48_1273
ko:K03832	yet:CH48_1274
ko:K07112	yet:CH48_1276
ko:K03229	yet:CH48_1277
ko:K03228	yet:CH48_1278
ko:K03227	yet:CH48_1279
ko:K03226	yet:CH48_1280
ko:K03225	yet:CH48_1281
ko:K03224	yet:CH48_1284
ko:K03230	yet:CH48_1285
ko:K03222	yet:CH48_1290
ko:K03221	yet:CH48_1293
ko:K15350	yet:CH48_1295
ko:K15346	yet:CH48_1298
ko:K15345	yet:CH48_1299
ko:K15368	yet:CH48_1300
ko:K15344	yet:CH48_1301
ko:K18984	yet:CH48_1303
ko:K03219	yet:CH48_1306
ko:K14978	yet:CH48_1308
ko:K14979	yet:CH48_1309
ko:K11102	yet:CH48_1310
ko:K01895	yet:CH48_1311
