ko:K09796	vcf:IR04_00165
ko:K09973	vcf:IR04_16245
ko:K06182	vcf:IR04_16265
ko:K00761	vcf:IR04_16275
ko:K01933	vcf:IR04_16280
ko:K11175	vcf:IR04_16285
ko:K03271	vcf:IR04_16295
ko:K06445	vcf:IR04_16300
ko:K02342	vcf:IR04_16310
ko:K03469	vcf:IR04_16315
ko:K01069	vcf:IR04_16325
ko:K08307	vcf:IR04_16330
ko:K04751	vcf:IR04_16340
ko:K13727	vcf:IR04_16345
ko:K04075	vcf:IR04_16355
ko:K01962	vcf:IR04_16360
ko:K02337	vcf:IR04_16365
ko:K03470	vcf:IR04_16370
ko:K00748	vcf:IR04_16375
ko:K00677	vcf:IR04_16380
ko:K02372	vcf:IR04_16385
ko:K02536	vcf:IR04_16390
ko:K06142	vcf:IR04_16395
ko:K07277	vcf:IR04_16400
ko:K11749	vcf:IR04_16405
ko:K00099	vcf:IR04_16410
ko:K03098	vcf:IR04_01795
ko:K06218	vcf:IR04_01800
ko:K18923	vcf:IR04_01805
ko:K07726	vcf:IR04_01910
ko:K07481	vcf:IR04_01925
ko:K07341	vcf:IR04_01940
ko:K18923	vcf:IR04_01950
ko:K06218	vcf:IR04_01955
ko:K01066	vcf:IR04_02015
ko:K07491	vcf:IR04_02030
ko:K07483	vcf:IR04_02095
ko:K00813	vcf:IR04_02125
ko:K11069	vcf:IR04_04920
ko:K03497	vcf:IR04_04925
ko:K02010	vcf:IR04_02555
ko:K02012	vcf:IR04_02560
ko:K03430	vcf:IR04_02565
ko:K00823	vcf:IR04_02570
ko:K05306	vcf:IR04_02575
ko:K06140	vcf:IR04_02580
ko:K03282	vcf:IR04_02600
ko:K01938	vcf:IR04_02605
ko:K12267	vcf:IR04_02610
ko:K01495	vcf:IR04_02615
ko:K03750	vcf:IR04_02620
ko:K01011	vcf:IR04_02635
ko:K00616	vcf:IR04_02650
ko:K00615	vcf:IR04_02655
ko:K16087	vcf:IR04_02660
ko:K07120	vcf:IR04_02675
ko:K00058	vcf:IR04_02680
ko:K02442	vcf:IR04_02695
ko:K06967	vcf:IR04_02700
ko:K07112	vcf:IR04_02730
ko:K05834	vcf:IR04_05580
ko:K04047	vcf:IR04_05590
ko:K08993	vcf:IR04_05620
ko:K08316	vcf:IR04_05625
ko:K03110	vcf:IR04_05630
ko:K09812	vcf:IR04_05635
ko:K09811	vcf:IR04_05640
ko:K03089	vcf:IR04_05645
ko:K00322	vcf:IR04_05650
ko:K00557	vcf:IR04_05665
ko:K16092	vcf:IR04_05670
ko:K14645	vcf:IR04_05675
ko:K01776	vcf:IR04_05680
ko:K02521	vcf:IR04_05715
ko:K00053	vcf:IR04_05720
ko:K09806	vcf:IR04_05725
ko:K18138	vcf:IR04_05730
ko:K03585	vcf:IR04_05735
ko:K18136	vcf:IR04_05740
ko:K03656	vcf:IR04_05745
ko:K02031	vcf:IR04_05785
ko:K02032	vcf:IR04_05785
ko:K02035	vcf:IR04_05790
ko:K02033	vcf:IR04_05795
ko:K02034	vcf:IR04_05800
ko:K07115	vcf:IR04_05880
ko:K01414	vcf:IR04_05885
ko:K03657	vcf:IR04_05890
ko:K03683	vcf:IR04_10360
ko:K01759	vcf:IR04_10380
ko:K10773	vcf:IR04_10385
ko:K03613	vcf:IR04_10390
ko:K03612	vcf:IR04_10395
ko:K03614	vcf:IR04_10400
ko:K12995	vcf:IR04_06205
ko:K07576	vcf:IR04_06225
ko:K16053	vcf:IR04_06230
ko:K09891	vcf:IR04_06245
ko:K01809	vcf:IR04_06250
ko:K00847	vcf:IR04_06255
ko:K05787	vcf:IR04_06265
ko:K01945	vcf:IR04_06275
ko:K00602	vcf:IR04_06280
ko:K03765	vcf:IR04_06295
ko:K03757	vcf:IR04_06300
ko:K03406	vcf:IR04_06310
ko:K09939	vcf:IR04_06315
ko:K02014	vcf:IR04_06320
ko:K02014	vcf:IR04_06325
ko:K01625	vcf:IR04_06330
ko:K03299	vcf:IR04_06335
ko:K00851	vcf:IR04_06340
ko:K01690	vcf:IR04_06345
ko:K06145	vcf:IR04_06350
ko:K03557	vcf:IR04_06355
ko:K05540	vcf:IR04_06360
ko:K02687	vcf:IR04_06365
ko:K01961	vcf:IR04_06370
ko:K02160	vcf:IR04_06375
ko:K03786	vcf:IR04_06380
ko:K01895	vcf:IR04_06385
ko:K02342	vcf:IR04_06390
ko:K07182	vcf:IR04_06395
ko:K05820	vcf:IR04_06400
ko:K01524	vcf:IR04_06410
ko:K03732	vcf:IR04_06415
ko:K03671	vcf:IR04_06420
ko:K03628	vcf:IR04_06425
ko:K03182	vcf:IR04_06435
ko:K05368	vcf:IR04_06445
ko:K00566	vcf:IR04_10965
ko:K00892	vcf:IR04_10970
ko:K03746	vcf:IR04_10975
ko:K18218	vcf:IR04_10980
ko:K00765	vcf:IR04_10985
ko:K00013	vcf:IR04_10990
ko:K00817	vcf:IR04_10995
ko:K01089	vcf:IR04_11000
ko:K02501	vcf:IR04_11005
ko:K01814	vcf:IR04_11010
ko:K02500	vcf:IR04_11015
ko:K11755	vcf:IR04_11020
ko:K06181	vcf:IR04_11025
ko:K00031	vcf:IR04_11030
ko:K03704	vcf:IR04_11035
ko:K06891	vcf:IR04_11040
ko:K03694	vcf:IR04_11045
ko:K07085	vcf:IR04_11050
ko:K03674	vcf:IR04_11055
ko:K01580	vcf:IR04_11070
ko:K07343	vcf:IR04_11090
ko:K00831	vcf:IR04_11115
ko:K15257	vcf:IR04_11135
ko:K15256	vcf:IR04_11140
ko:K01876	vcf:IR04_11150
ko:K01695	vcf:IR04_11165
ko:K01696	vcf:IR04_11170
ko:K13498	vcf:IR04_11175
ko:K00766	vcf:IR04_11180
ko:K01658	vcf:IR04_11185
ko:K01657	vcf:IR04_11190
ko:K07053	vcf:IR04_11200
ko:K06178	vcf:IR04_11210
ko:K16012	vcf:IR04_11215
ko:K16013	vcf:IR04_11220
ko:K00384	vcf:IR04_11225
ko:K00239	vcf:IR04_15580
ko:K00242	vcf:IR04_15585
ko:K00241	vcf:IR04_15590
ko:K01647	vcf:IR04_15600
ko:K09977	vcf:IR04_15610
ko:K01835	vcf:IR04_15615
ko:K03645	vcf:IR04_15620
ko:K03839	vcf:IR04_15635
ko:K06518	vcf:IR04_15645
ko:K03711	vcf:IR04_15660
ko:K00133	vcf:IR04_15665
ko:K03473	vcf:IR04_15670
ko:K00647	vcf:IR04_15675
ko:K15461	vcf:IR04_15680
ko:K09906	vcf:IR04_15695
ko:K01736	vcf:IR04_15705
ko:K07320	vcf:IR04_15710
ko:K02401	vcf:IR04_15720
ko:K02421	vcf:IR04_15725
ko:K16961	vcf:IR04_04970
ko:K02313	vcf:IR04_04975
ko:K02338	vcf:IR04_04980
ko:K03629	vcf:IR04_04985
ko:K02470	vcf:IR04_04990
ko:K04080	vcf:IR04_05005
ko:K00835	vcf:IR04_05010
ko:K01879	vcf:IR04_05015
ko:K01878	vcf:IR04_05020
ko:K04085	vcf:IR04_05035
ko:K01754	vcf:IR04_05050
ko:K01687	vcf:IR04_05055
ko:K00826	vcf:IR04_05060
ko:K11258	vcf:IR04_05065
ko:K01652	vcf:IR04_05070
ko:K07391	vcf:IR04_05075
ko:K03673	vcf:IR04_05085
ko:K09896	vcf:IR04_05100
ko:K06377	vcf:IR04_05110
ko:K11068	vcf:IR04_05115
ko:K03498	vcf:IR04_05125
ko:K03499	vcf:IR04_05130
ko:K03616	vcf:IR04_10410
ko:K03617	vcf:IR04_10415
ko:K03702	vcf:IR04_10430
ko:K10911	vcf:IR04_10445
ko:K03639	vcf:IR04_10455
ko:K03638	vcf:IR04_10460
ko:K03637	vcf:IR04_10465
ko:K03636	vcf:IR04_10470
ko:K03635	vcf:IR04_10475
ko:K01534	vcf:IR04_10490
ko:K00757	vcf:IR04_10495
ko:K01874	vcf:IR04_10505
ko:K03593	vcf:IR04_10510
ko:K00876	vcf:IR04_10520
ko:K07289	vcf:IR04_10525
ko:K19221	vcf:IR04_10530
ko:K01104	vcf:IR04_10535
ko:K06076	vcf:IR04_10540
ko:K06076	vcf:IR04_10545
ko:K03088	vcf:IR04_10555
ko:K01782	vcf:IR04_10575
ko:K09790	vcf:IR04_10600
ko:K00759	vcf:IR04_10605
ko:K02343	vcf:IR04_10610
ko:K09747	vcf:IR04_10615
ko:K06187	vcf:IR04_10620
ko:K06940	vcf:IR04_10625
ko:K09160	vcf:IR04_10630
ko:K04774	vcf:IR04_10640
ko:K01738	vcf:IR04_10645
ko:K05800	vcf:IR04_10650
ko:K09914	vcf:IR04_10660
ko:K08680	vcf:IR04_15015
ko:K02551	vcf:IR04_15020
ko:K02552	vcf:IR04_15025
ko:K14260	vcf:IR04_15030
ko:K08722	vcf:IR04_15035
ko:K01129	vcf:IR04_15040
ko:K03684	vcf:IR04_15060
ko:K01897	vcf:IR04_15065
ko:K07285	vcf:IR04_15075
ko:K14742	vcf:IR04_15085
ko:K03722	vcf:IR04_15090
ko:K01433	vcf:IR04_15100
ko:K00219	vcf:IR04_15105
ko:K04773	vcf:IR04_15110
ko:K01424	vcf:IR04_15115
ko:K09916	vcf:IR04_15120
ko:K07305	vcf:IR04_15130
ko:K00134	vcf:IR04_15135
ko:K01792	vcf:IR04_15140
ko:K00563	vcf:IR04_15150
ko:K03415	vcf:IR04_15165
ko:K15545	vcf:IR04_15170
ko:K00873	vcf:IR04_15175
ko:K03308	vcf:IR04_15195
ko:K02778	vcf:IR04_15205
ko:K02779	vcf:IR04_15205
ko:K03424	vcf:IR04_15210
ko:K02341	vcf:IR04_15215
ko:K00943	vcf:IR04_15220
ko:K07082	vcf:IR04_15225
ko:K02619	vcf:IR04_15230
ko:K09458	vcf:IR04_15235
ko:K02078	vcf:IR04_15240
ko:K00059	vcf:IR04_15245
ko:K00645	vcf:IR04_15250
ko:K00648	vcf:IR04_15255
ko:K03621	vcf:IR04_15260
ko:K02911	vcf:IR04_15265
ko:K07040	vcf:IR04_15270
ko:K06179	vcf:IR04_15280
ko:K08300	vcf:IR04_15290
ko:K03321	vcf:IR04_15295
ko:K11909	vcf:IR04_00525
ko:K11910	vcf:IR04_00530
ko:K11891	vcf:IR04_00535
ko:K11911	vcf:IR04_00540
ko:K11904	vcf:IR04_00545
ko:K06726	vcf:IR04_00560
ko:K10441	vcf:IR04_00565
ko:K10440	vcf:IR04_00570
ko:K10439	vcf:IR04_00575
ko:K00852	vcf:IR04_00580
ko:K02529	vcf:IR04_00585
ko:K03811	vcf:IR04_00590
ko:K00757	vcf:IR04_00600
ko:K01126	vcf:IR04_00610
ko:K02445	vcf:IR04_00615
ko:K10126	vcf:IR04_00635
ko:K07080	vcf:IR04_00645
ko:K15736	vcf:IR04_00655
ko:K01462	vcf:IR04_00665
ko:K05571	vcf:IR04_00675
ko:K05570	vcf:IR04_00680
ko:K05569	vcf:IR04_00685
ko:K05568	vcf:IR04_00690
ko:K05567	vcf:IR04_00695
ko:K05565	vcf:IR04_00700
ko:K03835	vcf:IR04_00715
ko:K01667	vcf:IR04_00720
ko:K09954	vcf:IR04_00725
ko:K03704	vcf:IR04_00745
ko:K07114	vcf:IR04_00760
ko:K07114	vcf:IR04_00765
ko:K03924	vcf:IR04_00780
ko:K03406	vcf:IR04_00785
ko:K03317	vcf:IR04_00800
ko:K01258	vcf:IR04_00805
ko:K12266	vcf:IR04_00815
ko:K05916	vcf:IR04_00820
ko:K03704	vcf:IR04_00825
ko:K09890	vcf:IR04_00830
ko:K03675	vcf:IR04_04370
ko:K10680	vcf:IR04_04375
ko:K18893	vcf:IR04_04385
ko:K00567	vcf:IR04_04475
ko:K13529	vcf:IR04_04480
ko:K15977	vcf:IR04_04485
ko:K02420	vcf:IR04_15730
ko:K02419	vcf:IR04_15735
ko:K02418	vcf:IR04_15740
ko:K02417	vcf:IR04_15745
ko:K02416	vcf:IR04_15750
ko:K02415	vcf:IR04_15755
ko:K02414	vcf:IR04_15760
ko:K02413	vcf:IR04_15765
ko:K02412	vcf:IR04_15770
ko:K02411	vcf:IR04_15775
ko:K02410	vcf:IR04_15780
ko:K02409	vcf:IR04_15785
ko:K02408	vcf:IR04_15790
ko:K10943	vcf:IR04_15795
ko:K10942	vcf:IR04_15800
ko:K10941	vcf:IR04_15805
ko:K02422	vcf:IR04_15810
ko:K06604	vcf:IR04_15815
ko:K02407	vcf:IR04_15820
ko:K06603	vcf:IR04_15825
ko:K02406	vcf:IR04_15830
ko:K02406	vcf:IR04_15835
ko:K02406	vcf:IR04_15840
ko:K07223	vcf:IR04_15845
ko:K03406	vcf:IR04_01200
ko:K07258	vcf:IR04_01210
ko:K01674	vcf:IR04_01225
ko:K07491	vcf:IR04_01230
ko:K00281	vcf:IR04_01235
ko:K02437	vcf:IR04_01240
ko:K00600	vcf:IR04_01245
ko:K00605	vcf:IR04_01255
ko:K07481	vcf:IR04_01265
ko:K01868	vcf:IR04_01290
ko:K02520	vcf:IR04_01295
ko:K02916	vcf:IR04_01300
ko:K02887	vcf:IR04_01305
ko:K03098	vcf:IR04_01415
ko:K19157	vcf:IR04_01440
ko:K07090	vcf:IR04_04645
ko:K07118	vcf:IR04_04655
ko:K03406	vcf:IR04_04665
ko:K16317	vcf:IR04_04680
ko:K02858	vcf:IR04_04685
ko:K03756	vcf:IR04_04695
ko:K01581	vcf:IR04_04700
ko:K00154	vcf:IR04_04705
ko:K03719	vcf:IR04_04710
ko:K03406	vcf:IR04_04715
ko:K11928	vcf:IR04_04725
ko:K13821	vcf:IR04_04735
ko:K12542	vcf:IR04_04765
ko:K03500	vcf:IR04_05135
ko:K00604	vcf:IR04_05140
ko:K01462	vcf:IR04_05145
ko:K04096	vcf:IR04_05155
ko:K03747	vcf:IR04_05160
ko:K07479	vcf:IR04_05165
ko:K01589	vcf:IR04_05170
ko:K01588	vcf:IR04_05175
ko:K07566	vcf:IR04_05180
ko:K00228	vcf:IR04_05185
ko:K00014	vcf:IR04_05190
ko:K06199	vcf:IR04_05240
ko:K03147	vcf:IR04_05245
ko:K00788	vcf:IR04_05250
ko:K03148	vcf:IR04_05255
ko:K03154	vcf:IR04_05260
ko:K03149	vcf:IR04_05265
ko:K03150	vcf:IR04_05270
ko:K06175	vcf:IR04_09795
ko:K01662	vcf:IR04_09800
ko:K00795	vcf:IR04_09805
ko:K03602	vcf:IR04_09810
ko:K02556	vcf:IR04_09815
ko:K02557	vcf:IR04_09820
ko:K03151	vcf:IR04_09825
ko:K03566	vcf:IR04_09835
ko:K06966	vcf:IR04_09850
ko:K06879	vcf:IR04_09865
ko:K15723	vcf:IR04_09870
ko:K02073	vcf:IR04_09880
ko:K02072	vcf:IR04_09885
ko:K02071	vcf:IR04_09890
ko:K03273	vcf:IR04_09895
ko:K03485	vcf:IR04_09900
ko:K02818	vcf:IR04_09905
ko:K02819	vcf:IR04_09905
ko:K01226	vcf:IR04_09910
ko:K01791	vcf:IR04_09945
ko:K02472	vcf:IR04_09950
ko:K00640	vcf:IR04_09955
ko:K00640	vcf:IR04_09975
ko:K01912	vcf:IR04_09980
ko:K05946	vcf:IR04_09995
ko:K03606	vcf:IR04_10025
ko:K00600	vcf:IR04_10060
ko:K03644	vcf:IR04_10070
ko:K03801	vcf:IR04_10075
ko:K03722	vcf:IR04_14440
ko:K07090	vcf:IR04_14445
ko:K04067	vcf:IR04_14450
ko:K03406	vcf:IR04_14460
ko:K01142	vcf:IR04_14465
ko:K10023	vcf:IR04_14470
ko:K10022	vcf:IR04_14480
ko:K10025	vcf:IR04_14485
ko:K00656	vcf:IR04_14495
ko:K03406	vcf:IR04_14505
ko:K04069	vcf:IR04_14510
ko:K09161	vcf:IR04_14520
ko:K07180	vcf:IR04_14525
ko:K09786	vcf:IR04_14530
ko:K00979	vcf:IR04_14540
ko:K09791	vcf:IR04_14545
ko:K00912	vcf:IR04_14550
ko:K11085	vcf:IR04_14555
ko:K02238	vcf:IR04_14560
ko:K09928	vcf:IR04_14565
ko:K09808	vcf:IR04_14570
ko:K09810	vcf:IR04_14575
ko:K09808	vcf:IR04_14580
ko:K03723	vcf:IR04_14590
ko:K03885	vcf:IR04_14610
ko:K07000	vcf:IR04_14615
ko:K07337	vcf:IR04_14625
ko:K09859	vcf:IR04_14635
ko:K02503	vcf:IR04_14640
ko:K03406	vcf:IR04_14645
ko:K03603	vcf:IR04_14655
ko:K03314	vcf:IR04_14660
ko:K03611	vcf:IR04_14665
ko:K03466	vcf:IR04_14670
ko:K03719	vcf:IR04_14680
ko:K00259	vcf:IR04_14685
ko:K13634	vcf:IR04_14695
ko:K06169	vcf:IR04_14710
ko:K01591	vcf:IR04_14715
ko:K04042	vcf:IR04_18905
ko:K02114	vcf:IR04_18910
ko:K02112	vcf:IR04_18915
ko:K02115	vcf:IR04_18920
ko:K02111	vcf:IR04_18925
ko:K02113	vcf:IR04_18930
ko:K02109	vcf:IR04_18935
ko:K02110	vcf:IR04_18940
ko:K02108	vcf:IR04_18945
ko:K02116	vcf:IR04_18950
ko:K03497	vcf:IR04_18955
ko:K03496	vcf:IR04_18960
ko:K03501	vcf:IR04_18965
ko:K03495	vcf:IR04_18970
ko:K03406	vcf:IR04_00035
ko:K03556	vcf:IR04_00045
ko:K00688	vcf:IR04_00050
ko:K00705	vcf:IR04_00055
ko:K00700	vcf:IR04_00060
ko:K11903	vcf:IR04_00065
ko:K11904	vcf:IR04_00070
ko:K07136	vcf:IR04_00090
ko:K07088	vcf:IR04_00100
ko:K14445	vcf:IR04_00105
ko:K09909	vcf:IR04_00110
ko:K01183	vcf:IR04_00115
ko:K07093	vcf:IR04_00145
ko:K01096	vcf:IR04_00155
ko:K07862	vcf:IR04_00160
ko:K07152	vcf:IR04_00170
ko:K08974	vcf:IR04_00180
ko:K03312	vcf:IR04_00185
ko:K06975	vcf:IR04_00195
ko:K08676	vcf:IR04_00200
ko:K03212	vcf:IR04_04075
ko:K09781	vcf:IR04_04080
ko:K03704	vcf:IR04_04090
ko:K02444	vcf:IR04_04120
ko:K10110	vcf:IR04_04135
ko:K10109	vcf:IR04_04140
ko:K10108	vcf:IR04_04145
ko:K10111	vcf:IR04_04150
ko:K00657	vcf:IR04_04155
ko:K19000	vcf:IR04_04160
ko:K07394	vcf:IR04_04165
ko:K03769	vcf:IR04_04180
ko:K03415	vcf:IR04_04185
ko:K13590	vcf:IR04_04195
ko:K01638	vcf:IR04_04200
ko:K03630	vcf:IR04_08610
ko:K18589	vcf:IR04_08655
ko:K12057	vcf:IR04_08665
ko:K12072	vcf:IR04_08670
ko:K12056	vcf:IR04_08675
ko:K02402	vcf:IR04_08685
ko:K02403	vcf:IR04_08690
ko:K02837	vcf:IR04_08720
ko:K05590	vcf:IR04_08725
ko:K15460	vcf:IR04_08730
ko:K03311	vcf:IR04_08735
ko:K02836	vcf:IR04_08740
ko:K04567	vcf:IR04_08745
ko:K03573	vcf:IR04_08765
ko:K08311	vcf:IR04_08775
ko:K08484	vcf:IR04_08780
ko:K07090	vcf:IR04_08785
ko:K13292	vcf:IR04_08790
ko:K03717	vcf:IR04_08805
ko:K02968	vcf:IR04_08815
ko:K03980	vcf:IR04_08820
ko:K11753	vcf:IR04_08825
ko:K01870	vcf:IR04_08830
ko:K03101	vcf:IR04_08835
ko:K03774	vcf:IR04_08840
ko:K03527	vcf:IR04_08845
ko:K07106	vcf:IR04_08865
ko:K09001	vcf:IR04_08870
ko:K01207	vcf:IR04_08875
ko:K02477	vcf:IR04_08880
ko:K02478	vcf:IR04_08885
ko:K01992	vcf:IR04_13265
ko:K00651	vcf:IR04_13280
ko:K02656	vcf:IR04_13285
ko:K06970	vcf:IR04_13295
ko:K07043	vcf:IR04_13300
ko:K09941	vcf:IR04_13320
ko:K12543	vcf:IR04_13330
ko:K13747	vcf:IR04_13340
ko:K13746	vcf:IR04_13345
ko:K00836	vcf:IR04_13350
ko:K03313	vcf:IR04_13355
ko:K02004	vcf:IR04_13365
ko:K02003	vcf:IR04_13370
ko:K07552	vcf:IR04_13390
ko:K06183	vcf:IR04_13395
ko:K02897	vcf:IR04_13420
ko:K03406	vcf:IR04_13440
ko:K07025	vcf:IR04_13450
ko:K01387	vcf:IR04_13470
ko:K07679	vcf:IR04_13485
ko:K06213	vcf:IR04_13490
ko:K03837	vcf:IR04_13505
ko:K01993	vcf:IR04_13510
ko:K06938	vcf:IR04_13530
ko:K03668	vcf:IR04_13535
ko:K05777	vcf:IR04_13540
ko:K05778	vcf:IR04_13545
ko:K05779	vcf:IR04_13550
ko:K06177	vcf:IR04_13560
ko:K02062	vcf:IR04_17785
ko:K02063	vcf:IR04_17790
ko:K02064	vcf:IR04_17795
ko:K06941	vcf:IR04_09180
ko:K15539	vcf:IR04_09185
ko:K03526	vcf:IR04_09190
ko:K01892	vcf:IR04_09195
ko:K17713	vcf:IR04_09205
ko:K03977	vcf:IR04_09210
ko:K01872	vcf:IR04_09215
ko:K03601	vcf:IR04_09225
ko:K00088	vcf:IR04_09230
ko:K01951	vcf:IR04_09235
ko:K07034	vcf:IR04_09250
ko:K01252	vcf:IR04_09255
ko:K02363	vcf:IR04_09260
ko:K02361	vcf:IR04_09265
ko:K00216	vcf:IR04_09270
ko:K02016	vcf:IR04_09280
ko:K02015	vcf:IR04_09285
ko:K02015	vcf:IR04_09290
ko:K02013	vcf:IR04_09295
ko:K02362	vcf:IR04_09300
ko:K03310	vcf:IR04_09315
ko:K00285	vcf:IR04_09320
ko:K10253	vcf:IR04_09330
ko:K07702	vcf:IR04_09340
ko:K07700	vcf:IR04_09345
ko:K01572	vcf:IR04_09350
ko:K01571	vcf:IR04_09355
ko:K01573	vcf:IR04_09360
ko:K01910	vcf:IR04_09370
ko:K01646	vcf:IR04_09375
ko:K01644	vcf:IR04_09380
ko:K01643	vcf:IR04_09385
ko:K05964	vcf:IR04_09390
ko:K05966	vcf:IR04_09395
ko:K09964	vcf:IR04_09400
ko:K03437	vcf:IR04_09405
ko:K05524	vcf:IR04_09410
ko:K07137	vcf:IR04_09415
ko:K07154	vcf:IR04_09455
ko:K00138	vcf:IR04_09475
ko:K00975	vcf:IR04_13850
ko:K03168	vcf:IR04_13860
ko:K00800	vcf:IR04_13870
ko:K00684	vcf:IR04_13880
ko:K02518	vcf:IR04_13890
ko:K00135	vcf:IR04_13920
ko:K03442	vcf:IR04_13945
ko:K03808	vcf:IR04_13950
ko:K06192	vcf:IR04_13955
ko:K09857	vcf:IR04_13960
ko:K01153	vcf:IR04_14010
ko:K01154	vcf:IR04_14025
ko:K03427	vcf:IR04_14030
ko:K17948	vcf:IR04_14055
ko:K01639	vcf:IR04_14065
ko:K01788	vcf:IR04_14085
ko:K00885	vcf:IR04_14090
ko:K01443	vcf:IR04_14095
ko:K07733	vcf:IR04_14105
ko:K03630	vcf:IR04_14110
ko:K07483	vcf:IR04_14125
ko:K04568	vcf:IR04_18335
ko:K00244	vcf:IR04_18340
ko:K00245	vcf:IR04_18345
ko:K00246	vcf:IR04_18350
ko:K00247	vcf:IR04_18355
ko:K02356	vcf:IR04_18360
ko:K04077	vcf:IR04_18375
ko:K04078	vcf:IR04_18380
ko:K01826	vcf:IR04_18400
ko:K01803	vcf:IR04_18405
ko:K02553	vcf:IR04_18415
ko:K02548	vcf:IR04_18420
ko:K03667	vcf:IR04_18425
ko:K01419	vcf:IR04_18430
ko:K05499	vcf:IR04_18440
ko:K04066	vcf:IR04_18445
ko:K02909	vcf:IR04_18450
ko:K00029	vcf:IR04_18455
ko:K03764	vcf:IR04_18460
ko:K01739	vcf:IR04_18465
ko:K12525	vcf:IR04_18470
ko:K00297	vcf:IR04_18480
ko:K09892	vcf:IR04_18485
ko:K02446	vcf:IR04_18490
ko:K00850	vcf:IR04_18495
ko:K13283	vcf:IR04_18500
ko:K06006	vcf:IR04_18505
ko:K07640	vcf:IR04_18515
ko:K04564	vcf:IR04_18520
ko:K03216	vcf:IR04_18525
ko:K07113	vcf:IR04_18530
ko:K01744	vcf:IR04_18540
ko:K07791	vcf:IR04_18545
ko:K04084	vcf:IR04_18560
ko:K11105	vcf:IR04_18570
ko:K14393	vcf:IR04_18580
ko:K09125	vcf:IR04_18585
ko:K00942	vcf:IR04_18590
ko:K03060	vcf:IR04_18595
ko:K03655	vcf:IR04_18605
ko:K16345	vcf:IR04_18610
ko:K07275	vcf:IR04_03780
ko:K07262	vcf:IR04_03790
ko:K00425	vcf:IR04_03800
ko:K00426	vcf:IR04_03805
ko:K01753	vcf:IR04_03815
ko:K13636	vcf:IR04_03820
ko:K01442	vcf:IR04_03825
ko:K01980	vcf:IR04_06465
ko:K14225	vcf:IR04_02340
ko:K14225	vcf:IR04_06515
ko:K14230	vcf:IR04_16015
ko:K14230	vcf:IR04_16065
ko:K14230	vcf:IR04_16035
ko:K14220	vcf:IR04_10425
ko:K09690	vcf:IR04_06155
ko:K02476	vcf:IR04_13245
ko:K19092	vcf:IR04_01610
ko:K10938	vcf:IR04_09585
ko:K10024	vcf:IR04_14475
ko:K10921	vcf:IR04_10260
ko:K19693	vcf:IR04_15535
ko:K19694	vcf:IR04_08055
ko:K01985	vcf:IR04_17550
ko:K01985	vcf:IR04_05225
ko:K01985	vcf:IR04_06905
ko:K01985	vcf:IR04_08980
ko:K01985	vcf:IR04_05705
ko:K01985	vcf:IR04_18815
ko:K01985	vcf:IR04_17560
ko:K01985	vcf:IR04_06470
ko:K01985	vcf:IR04_18835
ko:K07666	vcf:IR04_04885
ko:K01978	vcf:IR04_18975
ko:K01258	vcf:IR04_11995
ko:K01977	vcf:IR04_18830
ko:K01977	vcf:IR04_05690
ko:K01977	vcf:IR04_18860
ko:K01977	vcf:IR04_06885
ko:K01977	vcf:IR04_06450
ko:K01977	vcf:IR04_17580
ko:K01977	vcf:IR04_08965
ko:K01977	vcf:IR04_05210
ko:K14230	vcf:IR04_06670
ko:K14230	vcf:IR04_08155
ko:K14230	vcf:IR04_06650
ko:K14230	vcf:IR04_06665
ko:K14230	vcf:IR04_06660
ko:K10913	vcf:IR04_07885
ko:K02529	vcf:IR04_13015
ko:K19804	vcf:IR04_14720
ko:K07662	vcf:IR04_18510
ko:K19810	vcf:IR04_18365
ko:K10931	vcf:IR04_09520
ko:K10965	vcf:IR04_09550
ko:K10934	vcf:IR04_09555
ko:K07274	vcf:IR04_11885
ko:K21636	vcf:IR04_02115
ko:K08723	vcf:IR04_02585
ko:K14228	vcf:IR04_08150
ko:K01139	vcf:IR04_18600
ko:K20264	vcf:IR04_02920
ko:K20263	vcf:IR04_02925
ko:K14231	vcf:IR04_07235
ko:K14231	vcf:IR04_07260
ko:K14231	vcf:IR04_07250
ko:K14230	vcf:IR04_07530
ko:K14228	vcf:IR04_03270
ko:K14228	vcf:IR04_11405
ko:K14228	vcf:IR04_16050
ko:K14228	vcf:IR04_16090
ko:K14228	vcf:IR04_16080
ko:K14228	vcf:IR04_16060
ko:K14228	vcf:IR04_16025
ko:K14228	vcf:IR04_17590
ko:K14222	vcf:IR04_11395
ko:K14222	vcf:IR04_03265
ko:K14222	vcf:IR04_03305
ko:K14223	vcf:IR04_16030
ko:K14223	vcf:IR04_16045
ko:K14223	vcf:IR04_16085
ko:K14223	vcf:IR04_16075
ko:K14235	vcf:IR04_05235
ko:K14218	vcf:IR04_05215
ko:K14237	vcf:IR04_18845
ko:K09691	vcf:IR04_06160
ko:K09788	vcf:IR04_11975
ko:K20455	vcf:IR04_11970
ko:K14227	vcf:IR04_06455
ko:K14227	vcf:IR04_06890
ko:K14227	vcf:IR04_17575
ko:K14224	vcf:IR04_05695
ko:K14224	vcf:IR04_18855
ko:K14224	vcf:IR04_08970
ko:K14229	vcf:IR04_18850
ko:K14237	vcf:IR04_13205
ko:K14237	vcf:IR04_13210
ko:K01980	vcf:IR04_05220
ko:K01980	vcf:IR04_05700
ko:K14233	vcf:IR04_05710
